"Time","v3 L COP","66 RDS cle","64 R marks","67 LDS cle","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,0,0,0,0.000000,4.391098,-6.501294,4.675295,3.844877,14.882144,5.047853,12.185852,0,17.217094,3.826504,5.386154,10.708248,-1.40723,0.10231,3.27603
0.001,0.000000,0,0,0,0.000000,4.384968,-6.578862,4.667850,3.845265,14.869184,5.041514,12.174768,0,17.205738,3.826284,5.386302,10.697719,-1.40130,0.09520,3.27633
0.002,0.000000,0,0,0,0.000000,4.378946,-6.656430,4.660406,3.845654,14.856226,5.035176,12.163684,0,17.194382,3.826065,5.386449,10.687188,-1.39070,0.11355,3.27661
0.003,0.000000,0,0,0,0.000000,4.373042,-6.733998,4.652962,3.846042,14.843266,5.028837,12.152600,0,17.183025,3.825845,5.386597,10.676659,-1.38382,0.11122,3.27684
0.004,0.000000,0,0,0,0.000000,4.367290,-6.798004,4.645718,3.846498,14.830448,5.022462,12.141441,0,17.147329,3.825548,5.386878,10.665999,-1.37314,0.10745,3.27724
0.005,0.000000,0,0,0,0.000000,4.361707,-6.841495,4.638777,3.847057,14.817843,5.016032,12.130170,0,17.074816,3.825135,5.387360,10.655145,-1.35347,0.12599,3.27793
0.006,0.000000,0,0,0,0.000000,4.356341,-6.884986,4.631836,3.847615,14.805238,5.009602,12.118899,0,17.002302,3.824721,5.387843,10.644290,-1.34161,0.09690,3.27823
0.007,0.000000,0,0,0,0.000000,4.351214,-6.928478,4.624896,3.848174,14.792633,5.003172,12.107628,0,16.929790,3.824307,5.388325,10.633435,-1.32831,0.08909,3.27793
0.008,0.000000,0,0,0,0.000000,4.346354,-6.952375,4.618145,3.848860,14.780033,4.996521,12.096528,0,16.856916,3.824011,5.388852,10.622874,-1.31970,0.10960,3.27750
0.009,0.000000,0,0,0,0.000000,4.341784,-6.946636,4.611681,3.849737,14.767442,4.989536,12.085688,0,16.783497,3.823895,5.389447,10.612757,-1.30795,0.10338,3.27689
0.010,0.000000,0,0,0,0.000000,4.337518,-6.940897,4.605217,3.850615,14.754850,4.982552,12.074847,0,16.710077,3.823778,5.390043,10.602640,-1.29490,0.11800,3.27652
0.011,0.000000,0,0,0,0.000000,4.333583,-6.935157,4.598753,3.851492,14.742258,4.975567,12.064007,0,16.636660,3.823662,5.390638,10.592523,-1.28106,0.10771,3.27652
0.012,0.000000,0,0,0,0.000000,4.329952,-6.895797,4.591995,3.852364,14.729765,4.968592,12.053201,0,16.563080,3.823722,5.391320,10.582441,-1.25691,0.10954,3.27658
0.013,0.000000,0,0,0,0.000000,4.326655,-6.805583,4.584792,3.853226,14.717419,4.961630,12.042448,0,16.489262,3.824049,5.392134,10.572414,-1.24227,0.13183,3.27673
0.014,0.000000,0,0,0,0.000000,4.323643,-6.715369,4.577590,3.854088,14.705073,4.954669,12.031695,0,16.415442,3.824375,5.392948,10.562387,-1.22745,0.11006,3.27697
0.015,0.000000,0,0,0,0.000000,4.320943,-6.625154,4.570386,3.854951,14.692727,4.947708,12.020943,0,16.341623,3.824702,5.393762,10.552360,-1.21207,0.10511,3.27735
0.016,0.000000,0,0,0,0.000000,4.318516,-6.497331,4.563037,3.855892,14.680531,4.940678,12.010180,0,16.267559,3.825155,5.394814,10.542493,-1.19683,0.11615,3.27750
0.017,0.000000,0,0,0,0.000000,4.316385,-6.312621,4.555467,3.856953,14.668558,4.933547,11.999405,0,16.193125,3.825797,5.396228,10.532871,-1.18381,0.10451,3.27727
0.018,0.000000,0,0,0,0.000000,4.314517,-6.127912,4.547896,3.858014,14.656587,4.926414,11.988628,0,16.118692,3.826439,5.397642,10.523249,-1.15368,0.11368,3.27704
0.019,0.000000,0,0,0,0.000000,4.312935,-5.943202,4.540326,3.859075,14.644614,4.919283,11.977853,0,16.044258,3.827082,5.399056,10.513627,-1.13532,0.09280,3.27681
0.020,0.000000,0,0,0,0.000000,4.311600,-5.734730,4.533494,3.860128,14.632586,4.912098,11.967002,0,15.969500,3.827816,5.400580,10.504020,-1.11755,0.09496,3.27667
0.021,0.000000,0,0,0,0.000000,4.310534,-5.490316,4.527781,3.861171,14.620471,4.904832,11.956038,0,15.894251,3.828688,5.402268,10.494435,-1.10106,0.12414,3.27667
0.022,0.000000,0,0,0,0.000000,4.309691,-5.245902,4.522068,3.862214,14.608356,4.897567,11.945074,0,15.819001,3.829560,5.403957,10.484851,-1.08383,0.10767,3.27673
0.023,0.000000,0,0,0,0.000000,4.309092,-5.001488,4.516354,3.863256,14.596241,4.890301,11.934111,0,15.743752,3.830432,5.405646,10.475266,-1.06623,0.11932,3.27688
0.024,0.000000,0,0,0,0.000000,4.308698,-4.755173,4.511627,3.864370,14.584321,4.883092,11.923498,0,15.668570,3.831351,5.407413,10.465819,-1.04592,0.10548,3.27704
0.025,0.000000,0,0,0,0.000000,4.308529,-4.505980,4.508392,3.865590,14.572696,4.875970,11.913417,0,15.593489,3.832341,5.409299,10.456583,-1.00768,0.09770,3.27719
0.026,0.000000,0,0,0,0.000000,4.308562,-4.256788,4.505157,3.866811,14.561070,4.868848,11.903337,0,15.518407,3.833331,5.411184,10.447347,-0.98921,0.10539,3.27716
0.027,0.000000,0,0,0,0.000000,4.308814,-4.007596,4.501923,3.868032,14.549445,4.861726,11.893255,0,15.443326,3.834321,5.413070,10.438110,-0.97079,0.09618,3.27686
0.028,0.000000,0,0,0,0.000000,4.309270,-3.787700,4.498864,3.869190,14.538025,4.854836,11.883144,0,15.368215,3.835361,5.415023,10.429114,-0.95085,0.08669,3.27670
0.029,0.000000,0,0,0,0.000000,4.309948,-3.612114,4.496070,3.870254,14.526915,4.848295,11.872989,0,15.293057,3.836478,5.417080,10.420481,-0.93197,0.11878,3.27678
0.030,0.000000,0,0,0,0.000000,4.310854,-3.436529,4.493278,3.871317,14.515804,4.841755,11.862832,0,15.217900,3.837595,5.419136,10.411848,-0.91078,0.11299,3.27700
0.031,0.000000,0,0,0,0.000000,4.312010,-3.260944,4.490484,3.872381,14.504693,4.835214,11.852676,0,15.142743,3.838712,5.421193,10.403214,-0.87414,0.11792,3.27746
0.032,0.000000,0,0,0,0.000000,4.313441,-3.119492,4.487419,3.873598,14.493458,4.831913,11.842416,0,15.067498,3.839814,5.423379,10.394406,-0.84912,0.11835,3.27759
0.033,0.000000,0,0,0,0.000000,4.315172,-3.029667,4.483942,3.875048,14.482035,4.833513,11.831999,0,14.992121,3.840896,5.425762,10.385334,-0.82974,0.09703,3.27721
0.034,0.000000,0,0,0,0.000000,4.317205,-2.939843,4.480464,3.876498,14.470611,4.835112,11.821581,0,14.916742,3.841978,5.428145,10.376262,-0.80792,0.10953,3.27716
0.035,0.000000,0,0,0,0.000000,4.319568,-2.850019,4.476987,3.877948,14.459187,4.836711,11.811164,0,14.841365,3.843060,5.430528,10.367190,-0.78444,0.09752,3.27761
0.036,0.000000,0,0,0,0.000000,4.322231,-2.790026,4.473996,3.879476,14.447882,4.838488,11.800699,0,14.765852,3.844207,5.432936,10.358391,-0.76545,0.09896,3.27775
0.037,0.000000,0,0,0,0.000000,4.325222,-2.775155,4.471741,3.881122,14.436755,4.840534,11.790162,0,14.690134,3.845451,5.435381,10.350005,-0.74140,0.12143,3.27736
0.038,0.000000,0,0,0,0.000000,4.328504,-2.760283,4.469486,3.882769,14.425630,4.842579,11.779626,0,14.614417,3.846695,5.437826,10.341619,-0.70215,0.11158,3.27728
0.039,0.000000,0,0,0,0.000000,4.332103,-2.745412,4.467231,3.884415,14.414503,4.844625,11.769089,0,14.538699,3.847940,5.440270,10.333234,-0.67090,0.10049,3.27766
0.040,0.000000,0,0,0,0.000000,4.335975,-2.732414,4.464935,3.886154,14.403293,4.846860,11.758561,0,14.463150,3.849230,5.442774,10.324729,-0.64902,0.12217,3.27777
0.041,0.000000,0,0,0,0.000000,4.340145,-2.722249,4.462576,3.888032,14.391955,4.849381,11.748046,0,14.387856,3.850588,5.445368,10.316042,-0.62509,0.08797,3.27747
0.042,0.000000,0,0,0,0.000000,4.344525,-2.712083,4.460218,3.889910,14.380617,4.851902,11.737531,0,14.312561,3.851946,5.447962,10.307355,-0.60299,0.08244,3.27713
0.043,0.000000,0,0,0,0.000000,4.349135,-2.701918,4.457860,3.891788,14.369279,4.854424,11.727015,0,14.237266,3.853305,5.450556,10.298668,-0.57646,0.10933,3.27675
0.044,0.000000,0,0,0,0.000000,4.353858,-2.680729,4.455319,3.893650,14.357951,4.856930,11.716363,0,14.161767,3.854724,5.453209,10.289905,-0.55230,0.10372,3.27685
0.045,0.000000,0,0,0,0.000000,4.358706,-2.642865,4.452503,3.895487,14.346640,4.859414,11.705504,0,14.085959,3.856236,5.455952,10.281027,-0.51314,0.10219,3.27768
0.046,0.000000,0,0,0,0.000000,4.363600,-2.605001,4.449686,3.897324,14.335327,4.861898,11.694645,0,14.010152,3.857748,5.458694,10.272149,-0.48072,0.12347,3.27799
0.047,0.000000,0,0,0,0.000000,4.368546,-2.567137,4.446870,3.899161,14.324016,4.864381,11.683786,0,13.934344,3.859259,5.461437,10.263271,-0.45614,0.09732,3.27746
0.048,0.000000,0,0,0,0.000000,4.373533,-2.496946,4.443735,3.900999,14.312898,4.867274,11.673179,0,13.884558,3.860962,5.464206,10.254372,-0.43062,0.08908,3.27713
0.049,0.000000,0,0,0,0.000000,4.378565,-2.377856,4.440118,3.902840,14.302073,4.870784,11.662952,0,13.874130,3.862953,5.467015,10.245439,-0.40800,0.11222,3.27713
0.050,0.000000,0,0,0,0.000000,4.383658,-2.258765,4.436502,3.904681,14.291249,4.874294,11.652726,0,13.863702,3.864944,5.469823,10.236505,-0.38323,0.10009,3.27722
0.051,0.000000,0,0,0,0.000000,4.388817,-2.139675,4.432885,3.906522,14.280425,4.877804,11.642500,0,13.853274,3.866936,5.472632,10.227571,-0.35724,0.11138,3.27745
0.052,0.000000,0,0,0,0.000000,4.394051,-1.984836,4.430069,3.908453,14.269719,4.881433,11.632324,0,13.841015,3.869068,5.475503,10.218451,-0.31524,0.11287,3.27747
0.053,0.000000,0,0,0,0.000000,4.399365,-1.775924,4.428464,3.910519,14.259192,4.885242,11.622224,0,13.825985,3.871414,5.478469,10.209049,-0.30903,0.11324,3.27716
0.054,0.000000,0,0,0,0.000000,4.404783,-1.567013,4.426860,3.912585,14.248665,4.889051,11.612123,0,13.810955,3.873760,5.481434,10.199647,-0.28102,0.12800,3.27701
0.055,0.000000,0,0,0,0.000000,4.410315,-1.358101,4.425256,3.914651,14.238137,4.892860,11.602023,0,13.795925,3.876106,5.484400,10.190245,-0.25757,0.11212,3.27708
0.056,0.000000,0,0,0,0.000000,4.415983,-1.121524,4.423871,3.916721,14.227839,4.896557,11.592138,0,13.804588,3.878452,5.487302,10.180482,-0.22760,0.08946,3.27743
0.057,0.000000,0,0,0,0.000000,4.421798,-0.843104,4.422819,3.918794,14.217890,4.900084,11.582581,0,13.849089,3.880798,5.490107,10.170175,-0.20541,0.11047,3.27819
0.058,0.000000,0,0,0,0.000000,4.427757,-0.564683,4.421767,3.920868,14.207939,4.903613,11.573023,0,13.893589,3.883144,5.492912,10.159866,-0.17611,0.09640,3.27851
0.059,0.000000,0,0,0,0.000000,4.433871,-0.286262,4.420714,3.922942,14.197989,4.907141,11.563465,0,13.938089,3.885490,5.495718,10.149559,-0.13433,0.10309,3.27813
0.060,0.000000,0,0,0,0.000000,4.440114,-0.008015,4.420456,3.924978,14.188066,4.910264,11.553905,0,13.981946,3.887820,5.498453,10.139220,-0.10091,0.12423,3.27772
0.061,0.000000,0,0,0,0.000000,4.446497,0.269968,4.421400,3.926958,14.178185,4.912777,11.544339,0,14.024829,3.890128,5.501083,10.128837,-0.07401,0.10099,3.27726
0.062,0.000000,0,0,0,0.000000,4.452983,0.547952,4.422343,3.928938,14.168303,4.915289,11.534775,0,14.067711,3.892435,5.503714,10.118452,-0.04798,0.09486,3.27689
0.063,0.000000,0,0,0,0.000000,4.459584,0.825935,4.423285,3.930918,14.158422,4.917801,11.525209,0,14.110594,3.894743,5.506344,10.108068,-0.02359,0.10907,3.27666
0.064,0.000000,0,0,0,0.000000,4.466256,1.075584,4.424389,3.932986,14.148512,4.920167,11.515597,0,14.152446,3.896967,5.508899,10.097792,-0.00221,0.09479,3.27661
0.065,0.000000,0,0,0,0.000000,4.473006,1.282375,4.425734,3.935187,14.138556,4.922312,11.505915,0,14.192740,3.899067,5.511340,10.087677,0.02728,0.10546,3.27684
0.066,0.000000,0,0,0,0.000000,4.479768,1.489166,4.427080,3.937389,14.128602,4.924457,11.496233,0,14.233035,3.901166,5.513782,10.077562,0.07548,0.10580,3.27701
0.067,0.000000,0,0,0,0.000000,4.486544,1.695957,4.428425,3.939590,14.118648,4.926601,11.486550,0,14.273329,3.903266,5.516223,10.067449,0.10600,0.09404,3.27708
0.068,0.000000,0,0,0,0.000000,4.493244,1.877399,4.430444,3.941915,14.108876,4.928527,11.476927,0,14.313056,3.905380,5.518648,10.057422,0.13002,0.12106,3.27710
0.069,0.000000,0,0,0,0.000000,4.499861,2.020500,4.433482,3.944429,14.099383,4.930121,11.467391,0,14.351926,3.907514,5.521050,10.047526,0.15724,0.12140,3.27702
0.070,0.000000,0,0,0,0.000000,4.506312,2.163601,4.436521,3.946943,14.089890,4.931716,11.457856,0,14.390795,3.909648,5.523451,10.037632,0.18068,0.10472,3.27692
0.071,0.000000,0,0,0,0.000000,4.512583,2.306702,4.439559,3.949456,14.080398,4.933310,11.448320,0,14.429664,3.911783,5.525853,10.027737,0.20907,0.10456,3.27677
0.072,0.000000,0,0,0,0.000000,4.518590,2.428525,4.442457,3.951864,14.070777,4.937510,11.438563,0,14.467794,3.914037,5.528251,10.017397,0.22713,0.09603,3.27691
0.073,0.000000,0,0,0,0.000000,4.524310,2.518166,4.445143,3.954111,14.060963,4.945649,11.428470,0,14.504807,3.916472,5.530645,10.006383,0.27984,0.09527,3.27752
0.074,0.000000,0,0,0,0.000000,4.529660,2.607806,4.447830,3.956357,14.051148,4.953788,11.418376,0,14.541821,3.918908,5.533039,9.995370,0.30951,0.12676,3.27777
0.075,0.000000,0,0,0,0.000000,4.534608,2.697446,4.450516,3.958604,14.041333,4.961928,11.408282,0,14.578835,3.921343,5.535432,9.984356,0.33459,0.11311,3.27747
0.076,0.000000,0,0,0,0.000000,4.539121,2.776083,4.453124,3.960864,14.031541,4.970347,11.398081,0,14.615693,3.923801,5.537793,9.973313,0.36221,0.10064,3.27699
0.077,0.000000,0,0,0,0.000000,4.543158,2.838074,4.455611,3.963143,14.021783,4.979190,11.387715,0,14.652319,3.926294,5.540102,9.962228,0.38508,0.11616,3.27622
0.078,0.000000,0,0,0,0.000000,4.546761,2.900065,4.458099,3.965422,14.012024,4.988034,11.377351,0,14.688945,3.928787,5.542412,9.951141,0.41043,0.10520,3.27599
0.079,0.000000,0,0,0,0.000000,4.549892,2.962057,4.460587,3.967701,14.002265,4.996877,11.366985,0,14.725571,3.931279,5.544722,9.940056,0.43545,0.10132,3.27660
0.080,0.000000,0,0,0,0.000000,4.552634,3.001368,4.463251,3.969995,13.992357,5.005697,11.356674,0,14.762072,3.933712,5.546993,9.928836,0.48050,0.11419,3.27692
0.081,0.000000,0,0,0,0.000000,4.554953,3.006375,4.466182,3.972311,13.982224,5.014484,11.346444,0,14.798383,3.936055,5.549208,9.917415,0.51222,0.08806,3.27677
0.082,0.000000,0,0,0,0.000000,4.556922,3.011382,4.469113,3.974627,13.972090,5.023270,11.336214,0,14.834693,3.938399,5.551423,9.905993,0.53399,0.08783,3.27682
0.083,0.000000,0,0,0,0.000000,4.558512,3.016388,4.472044,3.976944,13.961956,5.032057,11.325984,0,14.871004,3.940742,5.553637,9.894570,0.55792,0.12435,3.27720
0.084,0.000000,0,0,0,0.000000,4.559818,2.984029,4.475484,3.979283,13.951955,5.041075,11.315918,0,14.907978,3.942995,5.555814,9.883322,0.58136,0.10333,3.27720
0.085,0.000000,0,0,0,0.000000,4.560813,2.895151,4.479695,3.981657,13.942153,5.050442,11.306101,0,14.945955,3.945112,5.557935,9.872334,0.60543,0.09595,3.27659
0.086,0.000000,0,0,0,0.000000,4.561633,2.806273,4.483905,3.984031,13.932352,5.059810,11.296284,0,14.983932,3.947228,5.560056,9.861346,0.62903,0.11448,3.27648
0.087,0.000000,0,0,0,0.000000,4.562259,2.717395,4.488116,3.986405,13.922551,5.069178,11.286467,0,15.021910,3.949345,5.562177,9.850359,0.65450,0.10327,3.27717
0.088,0.000000,0,0,0,0.000000,4.562801,2.591303,4.491807,3.988683,13.912847,5.078751,11.276464,0,15.060157,3.951463,5.564271,9.839181,0.69197,0.09894,3.27756
0.089,0.000000,0,0,0,0.000000,4.563253,2.408923,4.494710,3.990816,13.903289,5.088634,11.266179,0,15.098812,3.953583,5.566326,9.827714,0.72047,0.10871,3.27748
0.090,0.000000,0,0,0,0.000000,4.563666,2.226543,4.497614,3.992949,13.893730,5.098518,11.255894,0,15.137467,3.955703,5.568379,9.816247,0.74198,0.08387,3.27744
0.091,0.000000,0,0,0,0.000000,4.564037,2.044162,4.500519,3.995081,13.884172,5.108403,11.245609,0,15.176122,3.957823,5.570434,9.804780,0.76605,0.09023,3.27744
0.092,0.000000,0,0,0,0.000000,4.564399,1.844059,4.502800,3.997211,13.874595,5.118732,11.235125,0,15.214974,3.959926,5.572449,9.793214,0.78572,0.12344,3.27744
0.093,0.000000,0,0,0,0.000000,4.564751,1.617149,4.504138,3.999335,13.864987,5.129737,11.224338,0,15.254126,3.962006,5.574408,9.781498,0.80983,0.10076,3.27744
0.094,0.000000,0,0,0,0.000000,4.565132,1.390239,4.505476,4.001459,13.855380,5.140742,11.213551,0,15.293277,3.964085,5.576366,9.769782,0.83055,0.09592,3.27741
0.095,0.000000,0,0,0,0.000000,4.565543,1.163329,4.506814,4.003583,13.845773,5.151747,11.202764,0,15.332428,3.966164,5.578324,9.758066,0.87055,0.11398,3.27733
0.096,0.000000,0,0,0,0.000000,4.565998,0.953577,4.507459,4.005688,13.836126,5.162868,11.192224,0,15.371917,3.968251,5.580220,9.746487,0.89706,0.10306,3.27740
0.097,0.000000,0,0,0,0.000000,4.566500,0.769776,4.507056,4.007764,13.826423,5.174165,11.182057,0,15.411917,3.970348,5.582022,9.735113,0.91583,0.09469,3.27771
0.098,0.000000,0,0,0,0.000000,4.567034,0.585975,4.506652,4.009840,13.816719,5.185463,11.171891,0,15.451916,3.972445,5.583824,9.723741,0.93533,0.10340,3.27775
0.099,0.000000,0,0,0,0.000000,4.567602,0.402174,4.506249,4.011915,13.807015,5.196761,11.161724,0,15.491916,3.974543,5.585626,9.712367,0.95595,0.08345,3.27736
0.100,0.000000,0,0,0,0.000000,4.568185,0.267816,4.505983,4.013946,13.797274,5.208288,11.151556,0,15.506051,3.976494,5.587322,9.701065,0.97511,0.08659,3.27716
0.101,0.000000,0,0,0,0.000000,4.568784,0.208241,4.505923,4.015909,13.787477,5.220164,11.141383,0,15.481065,3.978223,5.588856,9.689872,0.99602,0.11973,3.27724
0.102,0.000000,0,0,0,0.000000,4.569387,0.148666,4.505863,4.017871,13.777679,5.232039,11.131210,0,15.456079,3.979953,5.590391,9.678678,1.01509,0.10469,3.27711
0.103,0.000000,0,0,0,0.000000,4.569995,0.089091,4.505804,4.019834,13.767881,5.243915,11.121037,0,15.431093,3.981682,5.591926,9.667484,1.05466,0.11878,3.27665
0.104,1.299001,0,0,0,0.000000,4.570598,0.078805,4.505615,4.021791,13.757936,5.255967,11.110912,0,15.408300,3.983426,5.593430,9.656263,1.06889,0.11203,3.27657
0.105,4.016575,0,0,0,0.000000,4.571195,0.143071,4.505232,4.023741,13.747768,5.268285,11.100859,1,15.388824,3.985193,5.594888,9.645000,1.08741,0.10207,3.27711
0.106,5.438449,0,0,1,0.000000,4.571804,0.207337,4.504848,4.025690,13.737600,5.280603,11.090805,0,15.369349,3.986959,5.596346,9.633739,1.10412,0.11014,3.27744
0.107,5.445354,0,0,1,0.000000,4.572425,0.271604,4.504466,4.027639,13.727432,5.292921,11.080751,0,15.349873,3.988725,5.597805,9.622476,1.12115,0.09862,3.27744
0.108,5.452267,0,0,1,0.000000,4.573123,0.375173,4.504264,4.029479,13.717038,5.305391,11.070623,0,15.331796,3.990360,5.599283,9.611539,1.13880,0.08991,3.27755
0.109,5.459188,0,0,1,0.000000,4.573905,0.538192,4.504337,4.031154,13.706304,5.318090,11.060381,0,15.315833,3.991796,5.600790,9.601095,1.15496,0.12139,3.27786
0.110,5.466270,0,0,1,0.000000,4.574862,0.701211,4.504411,4.032829,13.695570,5.330791,11.050138,0,15.299871,3.993233,5.602296,9.590652,1.18429,0.11169,3.27802
0.111,5.473528,0,0,1,0.000000,4.576009,0.864229,4.504484,4.034504,13.684835,5.343490,11.039896,0,15.283910,3.994669,5.603803,9.580208,1.20230,0.11733,3.27794
0.112,5.480958,0,0,1,0.000000,4.577424,1.026997,4.505041,4.036189,13.674046,5.356084,11.029456,0,15.269213,3.996096,5.605230,9.569937,1.21533,0.11760,3.27766
0.113,5.488576,0,0,1,0.000000,4.579129,1.189385,4.506330,4.037888,13.663170,5.368517,11.018717,0,15.256431,3.997510,5.606538,9.559928,1.23317,0.09518,3.27705
0.114,5.495534,0,0,1,0.000000,4.581170,1.351773,4.507620,4.039586,13.652295,5.380951,11.007978,0,15.243648,3.998923,5.607845,9.549920,1.24676,0.11217,3.27670
0.115,5.501771,0,0,1,0.000000,4.583576,1.514161,4.508909,4.041285,13.641420,5.393385,10.997239,0,15.230865,4.000337,5.609152,9.539911,1.26071,0.09783,3.27678
0.116,5.506592,0,0,1,0.000000,4.586361,1.655178,4.510719,4.042880,13.630538,5.402397,10.986434,0,15.219744,4.001798,5.610351,9.529716,1.27303,0.09158,3.27703
0.117,5.509868,0,0,1,0.000000,4.589560,1.763873,4.513316,4.044318,13.619646,5.406232,10.975528,0,15.211137,4.003331,5.611385,9.519238,1.28273,0.11348,3.27757
0.118,5.512398,0,0,1,0.000000,4.593150,1.872566,4.515913,4.045756,13.608754,5.410069,10.964622,0,15.202529,4.004864,5.612419,9.508760,1.30771,0.11516,3.27783
0.119,5.514113,0,0,1,0.000000,4.597167,1.981261,4.518511,4.047194,13.597862,5.413904,10.953715,0,15.193922,4.006397,5.613453,9.498283,1.32291,0.12842,3.27768
0.120,5.515963,0,0,1,0.000000,4.601534,2.061031,4.521305,4.048482,13.586605,5.417672,10.942740,0,15.186409,4.007915,5.614338,9.487320,1.33661,0.11257,3.27741
0.121,5.517958,0,0,1,0.000000,4.606282,2.097052,4.524397,4.049543,13.574794,5.421336,10.931659,0,15.180549,4.009412,5.615000,9.475620,1.34670,0.09317,3.27695
0.122,5.520102,0,0,1,0.000000,4.611288,2.133073,4.527489,4.050604,13.562984,5.425000,10.920578,0,15.174689,4.010909,5.615662,9.463922,1.35680,0.11612,3.27667
0.123,5.522408,0,0,1,0.000000,4.616575,2.169094,4.530581,4.051664,13.551172,5.428663,10.909497,0,15.168830,4.012405,5.616323,9.452222,1.36756,0.10759,3.27667
0.124,5.524668,0,0,1,0.000000,4.622036,2.193829,4.533134,4.052673,13.539367,5.432222,10.898520,0,15.163671,4.013753,5.617053,9.440752,1.37796,0.11518,3.27676
0.125,5.526878,0,0,1,0.000000,4.627687,2.201493,4.534869,4.053605,13.527567,5.435622,10.887702,0,15.159570,4.014877,5.617885,9.429629,1.38859,0.10237,3.27699
0.126,5.529006,0,0,1,0.000000,4.633469,2.209157,4.536605,4.054536,13.515767,5.439023,10.876884,0,15.155469,4.016000,5.618717,9.418507,1.40424,0.09427,3.27716
0.127,5.531041,0,0,1,0.000000,4.639393,2.216821,4.538340,4.055468,13.503967,5.442422,10.866066,0,15.151368,4.017123,5.619549,9.407383,1.41570,0.12757,3.27724
0.128,5.532998,0,0,1,0.000000,4.645428,2.236062,4.539930,4.056306,13.492067,5.445721,10.855058,0,15.147407,4.018188,5.620215,9.396331,1.42061,0.11578,3.27731
0.129,5.534869,0,0,1,0.000000,4.651583,2.272814,4.541299,4.057004,13.480017,5.448864,10.843763,0,15.143656,4.019165,5.620631,9.385384,1.42766,0.12149,3.27739
0.130,5.536660,0,0,1,0.000000,4.657831,2.309565,4.542668,4.057702,13.467966,5.452009,10.832469,0,15.139904,4.020142,5.621047,9.374437,1.43490,0.09678,3.27738
0.131,5.538362,0,0,1,0.000000,4.664178,2.346316,4.544037,4.058399,13.455916,5.455153,10.821175,0,15.136153,4.021119,5.621464,9.363490,1.44194,0.09331,3.27722
0.132,5.539979,0,0,1,0.000000,4.670619,2.394696,4.545890,4.058982,13.443849,5.458011,10.809546,0,15.132493,4.021833,5.621872,9.352450,1.44792,0.11457,3.27692
0.133,5.541500,0,0,1,0.000000,4.677163,2.460666,4.548474,4.059390,13.431755,5.460437,10.797412,0,15.128971,4.022151,5.622267,9.341271,1.45537,0.11208,3.27639
0.134,5.542923,0,0,1,0.000000,4.683824,2.526636,4.551059,4.059798,13.419661,5.462863,10.785277,0,15.125449,4.022469,5.622662,9.330091,1.46059,0.12591,3.27618
0.135,5.544240,0,0,1,0.000000,4.690610,2.592606,4.553643,4.060206,13.407567,5.465290,10.773144,0,15.121926,4.022786,5.623056,9.318913,1.46706,0.11309,3.27649
0.136,5.545453,0,0,1,0.000000,4.697540,2.665041,4.556549,4.060543,13.395416,5.467555,10.760847,0,15.118118,4.023069,5.623308,9.307560,1.47316,0.10426,3.27706
0.137,5.546555,0,0,1,0.000000,4.704625,2.747256,4.559942,4.060771,13.383178,5.469576,10.748306,0,15.113876,4.023300,5.623343,9.295947,1.47483,0.12378,3.27805
0.138,5.547591,0,0,1,0.000000,4.711892,2.829471,4.563335,4.060998,13.370939,5.471598,10.735765,0,15.109634,4.023530,5.623378,9.284334,1.47549,0.09455,3.27833
0.139,5.548556,0,0,1,0.000000,4.719359,2.911685,4.566729,4.061226,13.358701,5.473619,10.723225,0,15.105392,4.023761,5.623413,9.272721,1.47985,0.10269,3.27749
0.140,5.549497,0,0,1,0.000000,4.727062,2.993936,4.570050,4.061443,13.346151,5.475720,10.710798,0,15.100739,4.023865,5.623256,9.261127,1.48387,0.10844,3.27701
0.141,5.550411,0,0,1,0.000000,4.735024,3.076240,4.573261,4.061646,13.333130,5.477943,10.698545,0,15.095465,4.023779,5.622810,9.249559,1.48275,0.10402,3.27708
0.142,5.551302,0,0,1,0.000000,4.743269,3.158544,4.576473,4.061849,13.320108,5.480166,10.686290,0,15.090191,4.023693,5.622365,9.237992,1.48385,0.12087,3.27737
0.143,5.552170,0,0,1,0.000000,4.751824,3.240848,4.579684,4.062051,13.307088,5.482389,10.674036,0,15.084916,4.023606,5.621919,9.226426,1.48468,0.10459,3.27798
0.144,5.553012,0,0,1,0.000000,4.760691,3.323611,4.582716,4.062218,13.294162,5.484586,10.662100,0,15.079225,4.023476,5.621439,9.214851,1.48924,0.10758,3.27811
0.145,5.553826,0,0,1,0.000000,4.769899,3.407067,4.585474,4.062331,13.281381,5.486742,10.650642,0,15.072903,4.023277,5.620909,9.203266,1.48353,0.12965,3.27750
0.146,5.554640,0,0,1,0.000000,4.779438,3.490524,4.588233,4.062444,13.268600,5.488899,10.639186,0,15.066580,4.023079,5.620379,9.191681,1.48195,0.10814,3.27698
0.147,5.555451,0,0,1,0.000000,4.789336,3.573980,4.590991,4.062557,13.255818,5.491055,10.627729,0,15.060258,4.022881,5.619849,9.180096,1.48242,0.08790,3.27660
