"Time","64 R marks","v2 R COP","66 RDS cle","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,0.000000,0,5.938030,5.239604,5.785104,17.618832,5.998122,13.929882,0.000000,0,0,14.738744,4.325348,6.962931,14.029717,0.62862,0.11823,3.27655
0.001,0,0.000000,0,5.943150,5.335851,5.791425,17.609730,6.007789,13.936016,0.000000,0,0,14.743123,4.332295,6.962205,14.020452,0.65147,0.10186,3.27663
0.002,0,0.000000,0,5.948120,5.432097,5.797745,17.600628,6.017456,13.942150,0.000000,0,0,14.747502,4.339242,6.961479,14.011186,0.68277,0.09805,3.27674
0.003,0,0.000000,0,5.952958,5.528344,5.804066,17.591526,6.027122,13.948284,0.000000,0,0,14.751882,4.346190,6.960753,14.001921,0.72180,0.12010,3.27689
0.004,0,0.000000,0,5.957490,5.562664,5.810351,17.582073,6.036644,13.954972,0.000000,0,0,14.756153,4.353535,6.960014,13.992420,0.74141,0.10885,3.27688
0.005,0,0.000000,0,5.961750,5.521296,5.816593,17.572195,6.045986,13.962337,0.000000,0,0,14.760295,4.361365,6.959259,13.982634,0.76610,0.09572,3.27665
0.006,0,0.000000,0,5.965683,5.479928,5.822835,17.562315,6.055328,13.969701,0.000000,0,0,14.764436,4.369195,6.958504,13.972847,0.78740,0.09622,3.27669
0.007,0,0.000000,0,5.969326,5.438560,5.829077,17.552437,6.064671,13.977065,0.000000,0,0,14.768578,4.377026,6.957750,13.963060,0.81183,0.11812,3.27707
0.008,0,0.000000,0,5.972621,5.340259,5.835080,17.542374,6.073876,13.985115,0.000000,0,0,14.772427,4.385143,6.956972,13.952939,0.83246,0.10568,3.27708
0.009,0,0.000000,0,5.975606,5.172372,5.840792,17.532089,6.082914,13.994003,0.000000,0,0,14.775919,4.393609,6.956165,13.942408,0.85094,0.09343,3.27662
0.010,0,0.000000,0,5.978240,5.004486,5.846505,17.521805,6.091953,14.002891,0.000000,0,0,14.779410,4.402075,6.955359,13.931876,0.88144,0.10269,3.27637
0.011,0,0.000000,0,5.980559,4.836599,5.852217,17.511520,6.100991,14.011779,0.000000,0,0,14.782903,4.410541,6.954553,13.921345,0.91518,0.10582,3.27637
0.012,0,0.000000,0,5.982549,4.632793,5.857247,17.501175,6.109978,14.020988,0.000000,0,0,14.785735,4.418709,6.954188,13.910748,0.93430,0.09252,3.27610
0.013,0,0.000000,0,5.984245,4.385087,5.861444,17.490753,6.118902,14.030588,0.000000,0,0,14.787763,4.426514,6.954363,13.900075,0.95447,0.09284,3.27549
0.014,0,0.000000,0,5.985641,4.137380,5.865640,17.480333,6.127827,14.040189,0.000000,0,0,14.789789,4.434318,6.954538,13.889400,0.97571,0.11579,3.27541
0.015,0,0.000000,0,5.986771,3.889673,5.869837,17.469913,6.136751,14.049788,0.000000,0,0,14.791817,4.442122,6.954713,13.878726,0.99426,0.09690,3.27603
0.016,0,0.000000,0,5.987628,3.638912,5.873577,17.459606,6.145411,14.059865,0.000000,0,0,14.793139,4.449314,6.954917,13.868153,1.01248,0.08780,3.27630
0.017,0,0.000000,0,5.988246,3.384420,5.876759,17.449436,6.153749,14.070523,0.000000,0,0,14.793597,4.455755,6.955157,13.857703,1.03709,0.10268,3.27615
0.018,0,0.000000,0,5.988620,3.129928,5.879941,17.439266,6.162087,14.081182,0.000000,0,0,14.794056,4.462197,6.955397,13.847253,1.06911,0.08730,3.27623
0.019,0,0.000000,0,5.988779,2.875436,5.883124,17.429096,6.170425,14.091839,0.000000,0,0,14.794515,4.468639,6.955637,13.836803,1.08733,0.08433,3.27661
0.020,0,0.000000,0,5.988729,2.639451,5.885790,17.418898,6.175739,14.103091,0.000000,0,0,14.875871,4.474950,6.955749,13.826573,1.10432,0.10256,3.27656
0.021,0,0.000000,0,5.988493,2.426083,5.887826,17.408663,6.177357,14.115068,0.000000,0,0,15.056101,4.481102,6.955706,13.816612,1.12195,0.09193,3.27595
0.022,0,0.000000,0,5.988097,2.212716,5.889862,17.398430,6.178975,14.127046,0.000000,0,0,15.236331,4.487254,6.955663,13.806651,1.13924,0.09370,3.27574
0.023,0,0.000000,0,5.987558,1.999349,5.891898,17.388195,6.180593,14.139023,0.000000,0,0,15.416561,4.493406,6.955620,13.796691,1.15483,0.10201,3.27604
0.024,0,0.000000,0,5.986926,1.820342,5.893542,17.377876,6.183932,14.151629,0.000000,0,0,15.596124,4.499724,6.955120,13.786290,1.17126,0.08935,3.27625
0.025,0,0.000000,0,5.986210,1.683331,5.894709,17.367453,6.189373,14.165007,0.000000,0,0,15.774869,4.506245,6.954059,13.775352,1.19104,0.10220,3.27632
0.026,0,0.000000,0,5.985468,1.546319,5.895875,17.357031,6.194815,14.178384,0.000000,0,0,15.953615,4.512766,6.952999,13.764416,1.21666,0.10873,3.27637
0.027,0,0.000000,0,5.984703,1.409308,5.897042,17.346607,6.200256,14.191760,0.000000,0,0,16.132360,4.519288,6.951938,13.753478,1.23166,0.09687,3.27637
0.028,0,0.000000,0,5.983960,1.305144,5.898013,17.336424,6.207416,14.205853,0.000000,0,0,16.309856,4.526015,6.950988,13.742464,1.24722,0.11678,3.27647
0.029,0,0.000000,0,5.983238,1.241126,5.898746,17.326529,6.216678,14.220819,0.000000,0,0,16.485821,4.532993,6.950173,13.731357,1.26013,0.11326,3.27670
0.030,0,0.000000,0,5.982580,1.177108,5.899478,17.316635,6.225939,14.235785,0.000000,0,0,16.661787,4.539972,6.949359,13.720249,1.27382,0.10470,3.27676
0.031,0,0.000000,0,5.981978,1.113090,5.900211,17.306742,6.235200,14.250752,0.000000,0,0,16.837753,4.546950,6.948545,13.709143,1.28661,0.12661,3.27661
0.032,0,0.000000,0,5.981479,1.086194,5.901042,17.296824,6.245215,14.266072,0.000000,0,0,17.012589,4.554061,6.947629,13.698056,1.30386,0.11163,3.27672
0.033,0,0.000000,0,5.981070,1.104669,5.901992,17.286879,6.256150,14.281824,0.000000,0,0,17.186041,4.561333,6.946591,13.686995,1.32292,0.10925,3.27718
0.034,0,0.000000,0,5.980798,1.123144,5.902943,17.276932,6.267085,14.297577,0.000000,0,0,17.359493,4.568604,6.945553,13.675933,1.33609,0.11701,3.27727
0.035,0,0.000000,0,5.980649,1.141619,5.903893,17.266987,6.278019,14.313329,0.000000,0,0,17.532946,4.575876,6.944514,13.664871,1.34564,0.11170,3.27689
0.036,0,0.000000,0,5.980649,1.182223,5.904935,17.257021,6.289304,14.329552,0.000000,0,0,17.705357,4.583354,6.943152,13.653974,1.35614,0.11764,3.27684
0.037,0,0.000000,0,5.980783,1.249875,5.906091,17.247034,6.301018,14.346348,0.000000,0,0,17.876492,4.591085,6.941394,13.643275,1.36755,0.10223,3.27722
0.038,0,0.000000,0,5.981074,1.317526,5.907246,17.237045,6.312732,14.363145,0.000000,0,0,18.047626,4.598815,6.939636,13.632578,1.37708,0.11094,3.27730
0.039,0,0.000000,0,5.981504,1.385177,5.908401,17.227057,6.324446,14.379941,0.000000,0,0,18.218761,4.606546,6.937878,13.621880,1.38748,0.09650,3.27700
0.040,0,0.000000,0,5.982108,1.462738,5.909579,17.217161,6.336250,14.397164,0.000000,0,0,18.389042,4.614580,6.935759,13.611140,1.39699,0.08891,3.27676
0.041,0,0.000000,0,5.982865,1.552411,5.910786,17.207378,6.348164,14.414908,0.000000,0,0,18.558279,4.622985,6.933199,13.600350,1.41370,0.10926,3.27661
0.042,0,0.000000,0,5.983808,1.642084,5.911992,17.197594,6.360079,14.432653,0.000000,0,0,18.727518,4.631391,6.930639,13.589561,1.42142,0.09767,3.27675
0.043,0,0.000000,0,5.984915,1.731756,5.913198,17.187811,6.371993,14.450397,0.000000,0,0,18.896755,4.639796,6.928079,13.578772,1.42816,0.09974,3.27729
0.044,0,0.000000,0,5.986208,1.813058,5.914969,17.177961,6.378044,14.468749,0.000000,0,0,18.985878,4.648670,6.925352,13.568009,1.43782,0.10691,3.27729
0.045,0,0.000000,0,5.987667,1.884129,5.917429,17.168030,6.376929,14.487842,0.000000,0,0,18.977081,4.658117,6.922421,13.557280,1.44238,0.10059,3.27660
0.046,0,0.000000,0,5.989326,1.955200,5.919889,17.158098,6.375813,14.506935,0.000000,0,0,18.968285,4.667564,6.919491,13.546550,1.44862,0.10903,3.27618
0.047,0,0.000000,0,5.991162,2.026271,5.922349,17.148167,6.374698,14.526028,0.000000,0,0,18.959488,4.677011,6.916561,13.535820,1.45479,0.10021,3.27610
0.048,0,0.000000,0,5.993242,2.079735,5.924796,17.138462,6.372727,14.545675,1.759133,0,0,18.950413,4.686744,6.913468,13.524795,1.46265,0.10631,3.27633
0.049,0,0.000000,0,5.995537,2.111678,5.927227,17.129036,6.369709,14.566003,5.078252,0,1,18.941002,4.696827,6.910177,13.513409,1.46614,0.12020,3.27694
0.050,0,0.000000,0,5.998127,2.143621,5.929657,17.119610,6.366690,14.586329,6.636622,1,0,18.931589,4.706911,6.906887,13.502023,1.47131,0.10796,3.27722
0.051,0,0.000000,0,6.000977,2.175564,5.932087,17.110184,6.363672,14.606656,6.633574,1,0,18.922178,4.716994,6.903595,13.490637,1.47502,0.11208,3.27706
0.052,0,0.000000,0,6.004160,2.183364,5.934437,17.100969,6.360100,14.627372,6.630489,1,0,18.913017,4.727285,6.900764,13.479296,1.47685,0.12751,3.27691
0.053,0,0.000000,0,6.007638,2.161656,5.936689,17.092016,6.355852,14.648563,6.627370,1,0,18.904163,4.737831,6.898494,13.468008,1.48056,0.10635,3.27676
0.054,0,0.000000,0,6.011471,2.139947,5.938941,17.083061,6.351603,14.669755,6.624114,1,0,18.895311,4.748377,6.896224,13.456720,1.48135,0.10176,3.27687
0.055,0,0.000000,0,6.015621,2.118239,5.941193,17.074106,6.347354,14.690947,6.620735,1,0,18.886457,4.758923,6.893953,13.445434,1.48146,0.12650,3.27733
0.056,0,0.000000,0,6.020148,2.079252,5.943350,17.065592,6.342811,14.712236,6.617184,1,0,18.877064,4.769699,6.891585,13.434178,1.48401,0.10339,3.27725
0.057,0,0.000000,0,6.025011,2.019148,5.945391,17.057613,6.337906,14.733648,6.613480,1,0,18.867008,4.780757,6.889098,13.422962,1.48895,0.09943,3.27649
0.058,0,0.000000,0,6.030259,1.959045,5.947432,17.049637,6.333001,14.755059,6.609783,1,0,18.856955,4.791814,6.886610,13.411746,1.48584,0.12371,3.27603
0.059,0,0.000000,0,6.035849,1.898941,5.949473,17.041658,6.328096,14.776471,6.606092,1,0,18.846899,4.802872,6.884122,13.400530,1.48303,0.10059,3.27595
0.060,0,0.000000,0,6.041811,1.847473,5.951524,17.034405,6.323298,14.797626,6.602588,1,0,18.836546,4.813961,6.881927,13.389216,1.48291,0.09425,3.27604
0.061,0,0.000000,0,6.048102,1.806559,5.953586,17.028036,6.318630,14.818468,6.599248,1,0,18.825829,4.825086,6.880089,13.377783,1.48151,0.11404,3.27635
0.062,0,0.000000,0,6.054742,1.765645,5.955647,17.021667,6.313963,14.839311,6.595994,1,0,18.815111,4.836212,6.878251,13.366350,1.47800,0.10014,3.27635
0.063,0,0.000000,0,6.061689,1.724732,5.957710,17.015299,6.309296,14.860152,6.592816,1,0,18.804394,4.847338,6.876413,13.354917,1.47806,0.10383,3.27597
0.064,0,0.000000,0,6.068941,1.718897,5.959272,17.010359,6.304736,14.880030,6.589582,1,0,18.793306,4.858213,6.874404,13.343368,1.47385,0.11438,3.27619
0.065,0,0.000000,0,6.076462,1.755936,5.960224,17.007166,6.300309,14.898727,6.586298,1,0,18.781767,4.868783,6.872187,13.331678,1.47028,0.10316,3.27718
0.066,0,0.000000,0,6.084219,1.792976,5.961175,17.003975,6.295881,14.917426,6.582976,1,0,18.770226,4.879354,6.869970,13.319989,1.46298,0.10461,3.27761
0.067,0,0.000000,0,6.092186,1.830015,5.962127,17.000782,6.291454,14.936124,6.579621,1,0,18.758686,4.889923,6.867753,13.308299,1.45688,0.09813,3.27730
0.068,0,0.000000,0,6.100315,1.925201,5.963211,16.999866,6.287063,14.953532,6.576285,1,0,18.746941,4.900284,6.865541,13.296548,1.45140,0.09627,3.27716
0.069,0,0.000000,0,6.108585,2.091456,5.964454,17.001728,6.282716,14.969364,6.572966,1,0,18.734947,4.910388,6.863336,13.284719,1.44815,0.10976,3.27724
0.070,0,0.000000,0,6.116948,2.257711,5.965698,17.003592,6.278369,14.985195,6.569690,1,0,18.722954,4.920494,6.861132,13.272890,1.44276,0.10042,3.27738
0.071,0,0.000000,0,6.125393,2.423965,5.966941,17.005455,6.274022,15.001027,6.566451,1,0,18.710960,4.930598,6.858927,13.261062,1.43640,0.09749,3.27761
0.072,0,0.000000,0,6.133862,2.644044,5.968780,17.010149,6.269877,15.015747,6.563271,1,0,18.698765,4.940465,6.856742,13.249338,1.42680,0.10514,3.27744
0.073,0,0.000000,0,6.142354,2.929908,5.971344,17.018303,6.265981,15.029109,6.560144,1,0,18.686319,4.950042,6.854580,13.237744,1.41393,0.08886,3.27675
0.074,0,0.000000,0,6.150800,3.215772,5.973907,17.026459,6.262085,15.042470,6.557114,1,0,18.673874,4.959619,6.852418,13.226151,1.40414,0.09059,3.27637
0.075,0,0.000000,0,6.159208,3.501636,5.976471,17.034613,6.258189,15.055832,6.554168,1,0,18.661430,4.969195,6.850256,13.214557,1.39647,0.10605,3.27637
0.076,0,0.000000,0,6.167502,3.818608,5.979828,17.044804,6.254389,15.067850,6.551348,1,0,18.649155,4.978712,6.848392,13.202906,1.38646,0.09126,3.27654
0.077,0,0.000000,0,6.175696,4.173601,5.984153,17.057482,6.250708,15.078226,6.548641,1,0,18.637087,4.988156,6.846892,13.191184,1.37756,0.09624,3.27692
0.078,0,0.000000,0,6.183693,4.528593,5.988478,17.070160,6.247026,15.088603,6.546048,1,0,18.625019,4.997600,6.845392,13.179462,1.36684,0.10604,3.27700
0.079,0,0.000000,0,6.191516,4.883586,5.992804,17.082838,6.243344,15.098979,6.543556,1,0,18.612953,5.007043,6.843892,13.167741,1.35736,0.08857,3.27669
0.080,0,0.000000,0,6.199032,5.222279,5.997948,17.098059,6.239859,15.107964,6.541167,1,0,18.600479,5.016388,6.842596,13.155838,1.34319,0.10076,3.27652
0.081,0,0.000000,0,6.206277,5.541049,6.004094,17.116386,6.236612,15.115249,6.538868,1,0,18.587511,5.025613,6.841547,13.143715,1.32243,0.10310,3.27652
0.082,0,0.000000,0,6.213103,5.859820,6.010240,17.134712,6.233366,15.122533,6.536719,1,0,18.574543,5.034838,6.840500,13.131591,1.31152,0.08039,3.27645
0.083,0,0.000000,0,6.219559,6.178591,6.016386,17.153040,6.230120,15.129818,6.534700,1,0,18.561575,5.044063,6.839452,13.119468,1.29782,0.09655,3.27630
0.084,0,0.000000,0,6.225505,6.449216,6.023144,17.173229,6.227181,15.135931,6.532849,1,0,18.548485,5.052993,6.838488,13.107506,1.28743,0.11427,3.27635
0.085,0,0.000000,0,6.231000,6.660996,6.030652,17.195692,6.224620,15.140613,6.531146,1,0,18.535246,5.061562,6.837626,13.095742,1.27525,0.08930,3.27665
0.086,0,0.000000,0,6.235900,6.872777,6.038160,17.218157,6.222059,15.145295,6.529435,1,0,18.522007,5.070131,6.836764,13.083979,1.25851,0.09594,3.27682
0.087,0,0.000000,0,6.240273,7.084557,6.045668,17.240620,6.219498,15.149977,6.527717,1,0,18.508768,5.078701,6.835903,13.072214,1.24466,0.11725,3.27682
0.088,0,0.000000,0,6.243947,7.217552,6.053463,17.264021,6.216849,15.153148,6.525830,1,0,18.495481,5.087001,6.834815,13.060181,1.21727,0.09616,3.27662
0.089,0,0.000000,0,6.247001,7.254253,6.061608,17.288568,6.214092,15.154473,6.523792,1,0,18.482141,5.094972,6.833450,13.047817,1.20352,0.09734,3.27617
0.090,0,0.000000,0,6.249250,7.290955,6.069754,17.313116,6.211336,15.155799,6.521731,1,0,18.468800,5.102943,6.832085,13.035454,1.18741,0.11603,3.27604
0.091,0,0.000000,0,6.250787,7.327656,6.077899,17.337664,6.208579,15.157125,6.519650,1,0,18.455458,5.110915,6.830719,13.023089,1.17142,0.10870,3.27635
0.092,0,0.000000,0,6.251438,7.281323,6.085880,17.363287,6.206106,15.157636,6.517719,1,0,18.442280,5.118811,6.829360,13.010662,1.15614,0.11531,3.27675
0.093,0,0.000000,0,6.251305,7.133504,6.093661,17.390228,6.203979,15.157151,6.515924,1,0,18.429300,5.126616,6.828009,12.998157,1.13837,0.11154,3.27729
0.094,0,0.000000,0,6.250214,6.985684,6.101441,17.417168,6.201853,15.156667,6.514184,1,0,18.416321,5.134420,6.826658,12.985651,1.11761,0.10890,3.27729
0.095,0,0.000000,0,6.248274,6.837865,6.109222,17.444109,6.199727,15.156182,6.512494,1,0,18.403343,5.142225,6.825306,12.973145,1.08757,0.11892,3.27660
0.096,0,0.000000,0,6.245317,6.602959,6.116775,17.471638,6.197739,15.154568,6.510742,1,0,18.390488,5.149752,6.823807,12.960402,1.07224,0.11093,3.27608
0.097,0,0.000000,0,6.241458,6.261612,6.124049,17.499887,6.195920,15.151569,6.508934,1,0,18.377787,5.156938,6.822126,12.947371,1.05072,0.10597,3.27578
0.098,0,0.000000,0,6.236565,5.920267,6.131324,17.528135,6.194101,15.148572,6.507183,1,0,18.365086,5.164124,6.820446,12.934339,1.03374,0.11190,3.27567
0.099,0,0.000000,0,6.230753,5.578921,6.138598,17.556385,6.192283,15.145575,6.505482,1,0,18.352385,5.171309,6.818765,12.921308,1.01381,0.09661,3.27582
0.100,0,0.000000,0,6.223945,5.166645,6.144708,17.585655,6.190798,15.141601,6.503979,1,0,18.339407,5.178054,6.817253,12.908249,0.99406,0.09788,3.27594
0.101,0,0.000000,0,6.216253,4.667677,6.149393,17.616173,6.189722,15.136436,6.502651,1,0,18.326088,5.184258,6.815946,12.895157,0.97009,0.10978,3.27602
0.102,0,0.000000,0,6.207624,4.168709,6.154078,17.646690,6.188645,15.131269,6.501457,1,0,18.312771,5.190462,6.814640,12.882065,0.93507,0.09220,3.27630
0.103,0,0.000000,0,6.198166,3.669741,6.158764,17.677208,6.187569,15.126103,6.500383,1,0,18.299452,5.196666,6.813333,12.868973,0.91609,0.08649,3.27683
0.104,0,0.000000,0,6.187837,3.120991,6.162576,17.708469,6.186609,15.119813,6.499335,1,0,18.285727,5.202330,6.812040,12.855595,0.89580,0.10066,3.27703
0.105,0,0.000000,0,6.176734,2.511394,6.165320,17.740643,6.185792,15.112148,6.498312,1,0,18.271502,5.207335,6.810765,12.841866,0.87466,0.08997,3.27680
0.106,0,0.000000,0,6.164851,1.901797,6.168064,17.772814,6.184975,15.104484,6.497265,1,0,18.257275,5.212340,6.809490,12.828138,0.85321,0.08442,3.27677
0.107,0,0.000000,0,6.152276,1.292201,6.170807,17.804985,6.184157,15.096819,6.496200,1,0,18.243050,5.217345,6.808215,12.814410,0.83125,0.10197,3.27700
0.108,0,0.000000,0,6.139048,0.668266,6.172145,17.838013,6.183234,15.088072,6.495090,1,0,18.228676,5.221780,6.806939,12.800397,0.79727,0.08697,3.27693
0.109,0,0.000000,0,6.125242,0.026806,6.171765,17.872086,6.182180,15.078000,6.493942,1,0,18.214123,5.225519,6.805663,12.786036,0.76662,0.08161,3.27647
0.110,0,0.000000,0,6.110925,-0.614655,6.171385,17.906158,6.181127,15.067929,6.492778,1,0,18.199570,5.229257,6.804387,12.771674,0.74245,0.10830,3.27615
0.111,0,0.000000,0,6.096154,-1.256115,6.171005,17.940231,6.180074,15.057858,6.491599,1,0,18.185017,5.232995,6.803111,12.757313,0.72070,0.09885,3.27599
0.112,0,0.000000,0,6.081012,-1.873522,6.169395,17.974989,6.179039,15.046818,6.490440,1,0,18.170427,5.236128,6.801861,12.742931,0.69234,0.09749,3.27601
0.113,0,0.000000,0,6.065541,-2.461532,6.166282,18.010584,6.178029,15.034593,6.489298,1,0,18.155792,5.238521,6.800644,12.728525,0.67606,0.11721,3.27624
0.114,0,0.000000,0,6.049849,-3.049542,6.163168,18.046179,6.177018,15.022367,6.488183,1,0,18.141157,5.240913,6.799428,12.714120,0.65543,0.10703,3.27657
0.115,0,0.000000,0,6.033959,-3.637552,6.160054,18.081774,6.176007,15.010142,6.487094,1,0,18.126522,5.243306,6.798211,12.699714,0.62050,0.11101,3.27703
0.116,0,0.000000,0,6.018007,-4.174871,6.155630,18.117413,6.175021,14.997227,6.486023,1,0,18.112118,5.245082,6.797000,12.685278,0.58086,0.11894,3.27722
0.117,0,0.000000,0,6.001999,-4.650236,6.149603,18.153103,6.174064,14.983467,6.484971,1,0,18.097998,5.246106,6.795798,12.670804,0.55890,0.10967,3.27706
0.118,0,0.000000,0,5.986086,-5.125600,6.143577,18.188795,6.173107,14.969707,6.483891,1,0,18.083876,5.247129,6.794596,12.656331,0.53358,0.12065,3.27691
0.119,0,0.000000,0,5.970257,-5.600965,6.137551,18.224487,6.172150,14.955948,6.482789,1,0,18.069756,5.248153,6.793394,12.641857,0.50955,0.11886,3.27676
0.120,0,0.000000,0,5.954687,-6.007433,6.131111,18.259642,6.171190,14.941637,6.481624,1,0,18.055464,5.248810,6.792051,12.627525,0.48393,0.10927,3.27667
0.121,0,0.000000,0,5.939346,-6.329695,6.124164,18.294142,6.170228,14.926654,6.480402,1,0,18.040960,5.249022,6.790538,12.613366,0.46034,0.12227,3.27667
0.122,0,0.000000,0,5.924432,-6.651958,6.117218,18.328642,6.169265,14.911670,6.479163,1,0,18.026459,5.249233,6.789024,12.599207,0.41362,0.10660,3.27671
0.123,0,0.000000,0,5.909895,-6.974220,6.110271,18.363142,6.168302,14.896687,6.477911,1,0,18.011957,5.249444,6.787511,12.585048,0.38397,0.09793,3.27678
0.124,0,0.000000,0,5.895929,-7.231157,6.102760,18.395857,6.167233,14.881691,6.476710,1,0,17.997467,5.249361,6.786258,12.571037,0.36099,0.11366,3.27682
0.125,0,0.000000,0,5.882470,-7.408253,6.094557,18.426394,6.166036,14.866680,6.475553,1,0,17.982992,5.248918,6.785322,12.557210,0.33525,0.09818,3.27682
0.126,0,0.000000,0,5.869693,-7.585348,6.086355,18.456930,6.164838,14.851670,6.474484,1,0,17.968515,5.248475,6.784386,12.543383,0.31102,0.08966,3.27693
0.127,0,0.000000,0,5.857523,-7.762444,6.078152,18.487467,6.163641,14.836659,6.473495,1,0,17.954041,5.248031,6.783451,12.529555,0.28377,0.10468,3.27715
0.128,0,0.000000,0,5.846133,-7.876662,6.069852,18.515335,6.162591,14.821797,6.472610,1,0,17.939627,5.247419,6.782667,12.516249,0.25134,0.09512,3.27708
0.129,0,0.000000,0,5.835435,-7.914032,6.061434,18.539942,6.161723,14.807118,6.471818,1,0,17.925287,5.246602,6.782067,12.503577,0.20776,0.08333,3.27662
0.130,0,0.000000,0,5.825603,-7.951401,6.053015,18.564550,6.160854,14.792439,6.471084,1,0,17.910950,5.245783,6.781468,12.490906,0.18170,0.08932,3.27647
0.131,0,0.000000,0,5.816540,-7.988771,6.044597,18.589157,6.159986,14.777760,6.470399,1,0,17.896610,5.244966,6.780869,12.478235,0.15553,0.09683,3.27670
0.132,0,0.000000,0,5.808399,-7.977602,6.036201,18.610798,6.158948,14.762691,6.469698,1,0,17.882257,5.244001,6.780346,12.466318,0.13087,0.08456,3.27679
0.133,0,0.000000,0,5.801075,-7.907110,6.027833,18.628815,6.157703,14.747150,6.468983,1,0,17.867887,5.242858,6.779915,12.455322,0.10490,0.08775,3.27672
0.134,0,0.000000,0,5.794688,-7.836618,6.019466,18.646830,6.156459,14.731608,6.468148,1,0,17.853518,5.241715,6.779485,12.444326,0.08070,0.10106,3.27667
0.135,0,0.000000,0,5.789132,-7.766126,6.011098,18.664846,6.155214,14.716066,6.467207,1,0,17.839148,5.240572,6.779054,12.433331,0.02560,0.09403,3.27667
0.136,0,0.000000,0,5.784510,-7.647603,6.002986,18.680271,6.153832,14.700394,6.466086,1,0,17.824251,5.239240,6.778361,12.423464,0.00330,0.09829,3.27674
0.137,0,0.000000,0,5.780715,-7.470376,5.995185,18.692528,6.152281,14.684560,6.464806,1,0,17.808712,5.237677,6.777347,12.414977,-0.02214,0.10777,3.27689
0.138,0,0.000000,0,5.777842,-7.293149,5.987384,18.704786,6.150730,14.668727,6.463523,1,0,17.793173,5.236113,6.776333,12.406490,-0.05023,0.09487,3.27708
0.139,0,0.000000,0,5.775786,-7.115922,5.979584,18.717043,6.149179,14.652893,6.462238,1,0,17.777636,5.234550,6.775319,12.398004,-0.07619,0.10156,3.27731
0.140,0,0.000000,0,5.774611,-6.899848,5.972233,18.726643,6.147707,14.637266,6.461124,1,0,17.762480,5.232825,6.774546,12.391774,-0.10168,0.11506,3.27713
0.141,0,0.000000,0,5.774215,-6.636293,5.965432,18.732992,6.146332,14.621889,6.460162,1,0,17.747791,5.230904,6.774066,12.388302,-0.13512,0.10889,3.27645
0.142,0,0.000000,0,5.774628,-6.372739,5.958632,18.739340,6.144957,14.606513,6.459234,1,0,17.733103,5.228983,6.773587,12.384830,-0.17938,0.11684,3.27623
0.143,0,0.000000,0,5.775757,-6.109184,5.951831,18.745689,6.143582,14.591137,6.458338,1,0,17.718414,5.227062,6.773108,12.381358,-0.20576,0.11897,3.27661
0.144,0,0.000000,0,5.777630,-5.818203,5.945579,18.749952,6.142098,14.576051,6.457298,1,0,17.703928,5.224998,6.772420,12.379945,-0.22847,0.10667,3.27689
0.145,0,0.000000,0,5.780163,-5.493701,5.939996,18.751665,6.140483,14.561318,6.456131,1,0,17.689690,5.222758,6.771477,12.381046,-0.25656,0.11536,3.27704
0.146,0,0.000000,0,5.783389,-5.169198,5.934414,18.753378,6.138867,14.546587,6.454854,1,0,17.675451,5.220518,6.770535,12.382148,-0.28006,0.11861,3.27693
0.147,0,0.000000,0,5.787229,-4.844696,5.928832,18.755091,6.137252,14.531855,6.453478,1,0,17.661215,5.218278,6.769591,12.383250,-0.31305,0.10909,3.27647
0.148,0,0.000000,0,5.791698,-4.510071,5.923917,18.754988,6.135757,14.517201,6.452081,1,0,17.647020,5.216003,6.768450,12.386003,-0.35719,0.11995,3.27615
0.149,0,0.000000,0,5.796726,-4.163075,5.919818,18.752663,6.134409,14.502643,6.450663,1,0,17.632883,5.213685,6.767066,12.390775,-0.38034,0.11530,3.27599
0.150,0,0.000000,0,5.802295,-3.816079,5.915719,18.750338,6.133061,14.488085,6.449296,1,0,17.618744,5.211366,6.765682,12.395547,-0.40724,0.10216,3.27621
0.151,0,0.000000,0,5.808345,-3.469083,5.911621,18.748013,6.131713,14.473526,6.447974,1,0,17.604607,5.209047,6.764298,12.400319,-0.42894,0.11831,3.27690
0.152,0,0.000000,0,5.814845,-3.124919,5.908351,18.744629,6.130525,14.458867,6.446755,1,0,17.590267,5.206588,6.763039,12.406467,-0.45549,0.11690,3.27715
0.153,0,0.000000,0,5.821743,-2.784217,5.906096,18.739950,6.129533,14.444085,6.445628,1,0,17.575682,5.203956,6.761932,12.414299,-0.48701,0.09604,3.27684
0.154,0,0.000000,0,5.828987,-2.443514,5.903841,18.735271,6.128541,14.429303,4.737147,1,1,17.561096,5.201325,6.760824,12.422130,-0.53207,0.10578,3.27674
0.155,0,0.000000,0,5.836539,-2.102812,5.901586,18.730593,6.127548,14.414521,1.514598,0,0,17.546511,5.198693,6.759717,12.429961,-0.55522,0.10389,3.27689
0.156,0,0.000000,0,5.844314,-1.773690,5.899879,18.724850,6.126668,14.399611,0.000000,0,0,17.531637,5.195993,6.758573,12.438929,-0.57736,0.09014,3.27657
0.157,0,0.000000,0,5.852285,-1.458725,5.898839,18.717806,6.125925,14.384542,0.000000,0,0,17.516411,5.193210,6.757384,12.449286,-0.60315,0.10095,3.27566
