"Time","m1 Lmark cle","70 Lmark cle","69 Rmark cle","68 LDS clean","m2 LDS clean","67 RDS clean","66 LDS mark","65 RDS mark","v3 L COP","v2 R COP","v1 xCoM","37 CoMy (cm)","34 FRx (cm)","29 HRx (cm)","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.375,0,0,0,1,1,1,0,0,7.549577,6.157964,6.895430,6.965298,15.653027,9.911551,16.938065,11.857986,1.48342,0.12194,3.27746
0.376,0,0,0,1,1,1,0,0,7.551237,6.157830,6.894415,6.963638,15.640787,9.901323,16.933516,11.845408,1.48531,0.09187,3.27724
0.377,0,0,0,1,1,1,0,0,7.552755,6.157872,6.893797,6.962093,15.628783,9.888804,16.931746,11.832977,1.48467,0.08894,3.27701
0.378,0,0,0,1,1,1,0,0,7.554450,6.157913,6.893305,6.960548,15.616779,9.876285,16.929977,11.820547,1.48479,0.11583,3.27690
0.379,0,0,0,1,1,1,0,0,7.556556,6.157951,6.893109,6.959004,15.604775,9.863765,16.928207,11.808116,1.48091,0.09474,3.27729
0.380,0,0,0,1,1,1,0,0,7.559048,6.157907,6.892976,6.957509,15.593222,9.852474,16.926910,11.795799,1.48226,0.07371,3.27741
0.381,0,0,0,1,1,1,0,0,7.562447,6.157670,6.892987,6.956194,15.583299,9.845643,16.927320,11.783896,1.48600,0.09823,3.27657
0.382,0,0,0,1,1,1,0,0,7.566058,6.157429,6.893068,6.954879,15.573376,9.838812,16.927732,11.771995,1.48259,0.12261,3.27602
0.383,0,0,0,1,1,1,0,0,7.570166,6.157179,6.893312,6.953565,15.563453,9.831982,16.928144,11.760092,1.48347,0.10226,3.27655
0.384,0,0,0,1,1,1,0,0,7.574258,6.157011,6.893642,6.952297,15.553182,9.824839,16.930658,11.748185,1.48395,0.09390,3.27691
0.385,0,0,0,1,1,1,0,0,7.578313,6.157034,6.894172,6.951199,15.541648,9.816566,16.940804,11.736266,1.48317,0.11798,3.27661
0.386,0,0,0,1,1,1,0,0,7.582375,6.157057,6.894747,6.950101,15.530114,9.808294,16.950949,11.724346,1.48526,0.10622,3.27640
0.387,0,0,0,1,1,1,0,0,7.586454,6.157079,6.895426,6.949004,15.518580,9.800022,16.961094,11.712427,1.48302,0.08699,3.27655
0.388,0,0,0,1,1,1,0,0,7.590606,6.156995,6.896108,6.947890,15.507643,9.792341,16.973291,11.700571,1.48403,0.11136,3.27670
0.389,0,0,0,1,1,1,0,0,7.594932,6.156664,6.896795,6.946714,15.498869,9.786810,16.992943,11.688947,1.48452,0.10261,3.27686
0.390,0,0,0,1,1,1,0,0,7.599276,6.156239,6.897511,6.945539,15.490095,9.781279,17.012592,11.677322,1.48453,0.08347,3.27695
0.391,0,0,0,1,1,1,0,0,7.603661,6.155590,6.898292,6.944364,15.481322,9.775746,17.032244,11.665697,1.48452,0.10887,3.27679
0.392,0,0,0,1,1,1,0,0,7.607987,6.154867,6.899127,6.943258,15.471795,9.769654,17.053549,11.654071,1.48380,0.09546,3.27669
0.393,0,0,0,1,1,1,0,0,7.612172,6.153968,6.900094,6.942403,15.459535,9.761527,17.080862,11.642436,1.48466,0.08211,3.27676
0.394,0,0,0,1,1,1,0,0,7.616275,6.152914,6.901071,6.941549,15.447274,9.753400,17.108177,11.630802,1.47723,0.12228,3.27675
0.395,0,0,0,1,1,1,0,0,7.620187,6.151492,6.902071,6.940694,15.435014,9.745273,17.135490,11.619167,1.48440,0.12481,3.27636
0.396,0,0,0,1,1,1,0,0,7.624020,6.149822,6.903035,6.939860,15.421926,9.738151,17.163563,11.607520,1.48363,0.10079,3.27613
0.397,0,0,0,1,1,1,0,0,7.627665,6.147567,6.903910,6.939101,15.405831,9.734677,17.194391,11.595822,1.48276,0.10953,3.27643
0.398,0,0,0,1,1,1,0,0,7.631265,6.145047,6.904780,6.938342,15.389737,9.731204,17.225218,11.584125,1.48498,0.12581,3.27661
0.399,0,0,0,1,1,1,0,0,7.634756,6.141905,6.905639,6.937582,15.373643,9.727731,17.256046,11.572427,1.48406,0.10597,3.27630
0.400,0,0,0,1,1,1,0,0,7.638221,5.224885,6.906516,6.936907,15.358741,9.724699,17.287012,11.560763,1.48494,0.09007,3.27611
0.401,0,0,1,1,1,1,0,1,7.641626,2.155035,6.907435,6.936538,15.348165,9.723269,17.318483,11.549229,1.48317,0.11614,3.27634
0.402,0,0,0,1,1,0,0,0,7.644924,0.000000,6.908245,6.936169,15.337589,9.721839,17.349957,11.537694,1.48643,0.09812,3.27660
0.403,0,0,0,1,1,0,0,0,7.647968,0.000000,6.908801,6.935801,15.327014,9.720408,17.381428,11.526159,1.48547,0.07522,3.27698
0.404,0,0,0,1,1,0,0,0,7.650825,0.000000,6.909134,6.935390,15.316392,9.720231,17.413082,11.514634,1.48465,0.10867,3.27719
0.405,0,0,0,1,1,0,0,0,7.653239,0.000000,6.908940,6.934829,15.305601,9.724605,17.445402,11.503139,1.48799,0.09337,3.27673
0.406,0,0,0,1,1,0,0,0,7.655523,0.000000,6.908647,6.934268,15.294810,9.728977,17.477722,11.491645,1.48510,0.09533,3.27646
0.407,0,0,0,1,1,0,0,0,7.657504,0.000000,6.908118,6.933707,15.284019,9.733350,17.510040,11.480150,1.48435,0.12174,3.27692
0.408,0,0,0,1,1,0,0,0,7.659429,0.000000,6.907647,6.933155,15.272560,9.738969,17.542494,11.468632,1.48241,0.10982,3.27727
0.409,0,0,0,1,1,0,0,0,7.661227,0.000000,6.907308,6.932634,15.258676,9.749108,17.575432,11.457028,1.48544,0.10033,3.27719
0.410,0,0,0,1,1,0,0,0,7.662944,0.000000,6.907021,6.932115,15.244791,9.759248,17.608370,11.445425,1.48544,0.11936,3.27713
0.411,0,0,0,1,1,0,0,0,7.664472,0.000000,6.906854,6.931595,15.230906,9.769387,17.641308,11.433822,1.48544,0.11912,3.27713
0.412,0,0,0,1,1,0,0,0,7.665882,0.000000,6.906710,6.931061,15.217995,9.781358,17.672428,11.422229,1.48512,0.08964,3.27716
0.413,0,0,0,1,1,0,0,0,7.667013,0.000000,6.906619,6.930479,15.208616,9.799977,17.696949,11.410672,1.48452,0.10757,3.27731
0.414,0,0,0,1,1,0,0,0,7.668066,0.000000,6.906620,6.929896,15.199237,9.818598,17.721468,11.399116,1.48083,0.11733,3.27744
0.415,0,0,0,1,1,0,0,0,7.668931,0.000000,6.906833,6.929314,15.189858,9.837217,17.745989,11.387559,1.48305,0.08510,3.27744
0.416,0,0,0,1,1,0,0,0,7.669779,0.000000,6.907218,6.928709,15.180272,9.860206,17.768517,11.376009,1.47814,0.09865,3.27740
0.417,0,0,0,1,1,0,0,0,7.670581,0.000000,6.908004,6.928021,15.169930,9.899050,17.783810,11.364481,1.48859,0.11125,3.27725
0.418,0,0,0,1,1,0,0,0,7.671424,0.000000,6.908971,6.927334,15.159587,9.937894,17.799103,11.352952,1.48423,0.08883,3.27719
0.419,0,0,0,1,1,0,0,0,7.672362,0.000000,6.910366,6.926646,15.149244,9.976739,17.814398,11.341424,1.48273,0.08821,3.27750
0.420,0,0,0,1,1,0,0,0,7.673342,0.000000,6.911923,6.926077,15.138597,10.017833,17.827908,11.329889,1.48525,0.10569,3.27763
0.421,0,0,0,1,1,0,0,0,7.674421,0.000000,6.913866,6.925941,15.126846,10.067090,17.834949,11.318329,1.48348,0.10013,3.27710
0.422,0,0,0,1,1,0,0,0,7.675289,0.000000,6.915917,6.925805,15.115095,10.116348,17.841991,11.306768,1.48331,0.09117,3.27669
0.423,0,0,0,1,1,0,0,0,7.675655,0.000000,6.918226,6.925668,15.103344,10.165606,17.849033,11.295208,1.48394,0.11136,3.27676
0.424,0,0,0,1,1,0,0,0,7.675580,0.000000,6.920588,6.925572,15.091379,10.214317,17.854910,11.283681,1.48677,0.11344,3.27673
0.425,0,0,0,1,1,0,0,0,7.674460,0.000000,6.923076,6.925624,15.078636,10.261044,17.856558,11.272275,1.48572,0.08916,3.27627
0.426,0,0,0,1,1,0,0,0,6.530297,0.000000,6.925603,6.925675,15.065893,10.307770,17.858206,11.260869,1.48522,0.12449,3.27605
0.427,1,1,0,1,1,0,1,0,2.693460,0.000000,6.928223,6.925727,15.053151,10.354496,17.859854,11.249463,1.48527,0.11096,3.27674
0.428,0,0,0,0,0,0,0,0,0.000000,0.000000,6.930868,6.925828,15.040435,10.403344,17.860830,11.238083,1.48629,0.08070,3.27730
0.429,0,0,0,0,0,0,0,0,0.000000,0.000000,6.933569,6.926110,15.027815,10.459891,17.859365,11.226800,1.48193,0.12177,3.27737
0.430,0,0,0,0,0,0,0,0,0.000000,0.000000,6.936227,6.926392,15.015195,10.516438,17.857901,11.215516,1.48546,0.10082,3.27740
0.431,0,0,0,0,0,0,0,0,0.000000,0.000000,6.938779,6.926673,15.002575,10.572986,17.856436,11.204232,1.48619,0.08945,3.27725
0.432,0,0,0,0,0,0,0,0,0.000000,0.000000,6.941233,6.926942,14.990069,10.627903,17.854193,11.193041,1.48482,0.10343,3.27713
0.433,0,0,0,0,0,0,0,0,0.000000,0.000000,6.943455,6.927169,14.977977,10.676900,17.849127,11.182186,1.48301,0.11340,3.27713
0.434,0,0,0,0,0,0,0,0,0.000000,0.000000,6.945664,6.927395,14.965884,10.725898,17.844061,11.171331,1.48156,0.10305,3.27710
0.435,0,0,0,0,0,0,0,0,0.000000,0.000000,6.947841,6.927621,14.953791,10.774895,17.838993,11.160477,1.48650,0.08612,3.27695
0.436,0,0,0,0,0,0,0,0,0.000000,0.000000,6.950099,6.927944,14.941476,10.823662,17.833107,11.149614,1.48484,0.12907,3.27687
0.437,0,0,0,0,0,0,0,0,0.000000,0.000000,6.952545,6.928617,14.928354,10.871592,17.824244,11.138723,1.48181,0.10199,3.27710
0.438,0,0,0,0,0,0,0,0,0.000000,0.000000,6.955027,6.929290,14.915234,10.919521,17.815380,11.127831,1.48136,0.09693,3.27730
0.439,0,0,0,0,0,0,0,0,0.000000,0.000000,6.957590,6.929964,14.902112,10.967451,17.806515,11.116940,1.48359,0.11744,3.27737
0.440,0,0,0,0,0,0,0,0,0.000000,0.000000,6.960121,6.930652,14.889326,11.017407,17.797281,11.106123,1.48376,0.09853,3.27736
0.441,0,0,0,0,0,0,0,0,0.000000,0.000000,6.962576,6.931394,14.877760,11.074722,17.786699,11.095576,1.48427,0.09145,3.27697
0.442,0,0,0,0,0,0,0,0,0.000000,0.000000,6.965014,6.932136,14.866194,11.132036,17.776117,11.085030,1.48602,0.07716,3.27672
0.443,0,0,0,0,0,0,0,0,0.000000,0.000000,6.967412,6.932877,14.854628,11.189351,17.765535,11.074482,1.48437,0.11005,3.27695
0.444,0,0,0,0,0,0,0,0,0.000000,0.000000,6.969828,6.933635,14.842402,11.246225,17.754568,11.063976,1.48378,0.09121,3.27719
0.445,0,0,0,0,0,0,0,0,0.000000,0.000000,6.972287,6.934452,14.827785,11.301505,17.742193,11.053619,1.48812,0.07603,3.27750
0.446,0,0,0,0,0,0,0,0,0.000000,0.000000,6.974779,6.935268,14.813169,11.356785,17.729818,11.043262,1.48452,0.10696,3.27763
0.447,0,0,0,0,0,0,0,0,0.000000,0.000000,6.977351,6.936085,14.798552,11.412065,17.717443,11.032906,1.48287,0.12007,3.27710
0.448,0,0,0,0,0,0,0,0,0.000000,0.000000,6.979968,6.936918,14.784169,11.467345,17.705006,11.022673,1.48661,0.09983,3.27669
0.449,0,0,0,0,0,0,0,0,0.000000,0.000000,6.982689,6.937814,14.770637,11.522627,17.692339,11.012891,1.48421,0.09087,3.27676
0.450,0,0,0,0,0,0,0,0,0.000000,0.000000,6.985462,6.938709,14.757105,11.577909,17.679674,11.003109,1.48621,0.11555,3.27684
0.451,0,0,0,0,0,0,0,0,0.000000,0.000000,6.988358,6.939605,14.743572,11.633191,17.667009,10.993327,1.48419,0.12064,3.27692
0.452,0,0,0,0,0,0,0,0,0.000000,0.000000,6.991301,6.940567,14.730009,11.688294,17.654367,10.983581,1.48436,0.08626,3.27688
0.453,0,0,0,0,0,0,0,0,0.000000,0.000000,6.994353,6.941772,14.716338,11.742751,17.641808,10.973961,1.48288,0.07060,3.27642
0.454,0,0,0,0,0,0,0,0,0.000000,0.000000,6.997392,6.942977,14.702666,11.797208,17.629250,10.964340,1.48407,0.11793,3.27617
0.455,0,0,0,0,0,0,0,0,0.000000,0.000000,7.000397,6.944182,14.688994,11.851665,17.616690,10.954720,1.48585,0.09041,3.27671
0.456,0,0,0,0,0,0,0,0,0.000000,0.000000,7.003325,6.945408,14.675991,11.908381,17.603970,10.945144,1.48600,0.08578,3.27715
0.457,0,0,0,0,0,0,0,0,0.000000,0.000000,7.006070,6.946706,14.665415,11.973298,17.590660,10.935725,1.48403,0.10925,3.27722
0.458,0,0,0,0,0,0,0,0,0.000000,0.000000,7.008733,6.948004,14.654838,12.038216,17.577351,10.926307,1.48330,0.11226,3.27731
0.459,0,0,0,0,0,0,0,0,0.000000,0.000000,7.011203,6.949303,14.644260,12.103133,17.564043,10.916888,1.48407,0.09977,3.27747
0.460,0,0,0,0,0,0,0,0,0.000000,0.000000,7.013582,6.950689,14.633439,12.166433,17.550779,10.907445,1.48350,0.10134,3.27752
0.461,0,0,0,0,0,0,0,0,0.000000,0.000000,7.015749,6.952399,14.621731,12.223865,17.537687,10.897911,1.48394,0.12727,3.27722
0.462,0,0,0,0,0,0,0,0,0.000000,0.000000,7.017726,6.954109,14.610023,12.281296,17.524595,10.888377,1.48525,0.09683,3.27699
0.463,0,0,0,0,0,0,0,0,0.000000,0.000000,7.019258,6.955818,14.598315,12.338728,17.511503,10.878843,1.48302,0.09001,3.27707
0.464,0,0,0,0,0,0,0,0,0.000000,0.000000,7.020514,6.957445,14.586745,12.394300,17.498446,10.869252,1.49049,0.11867,3.27718
0.465,0,0,0,0,0,0,0,0,0.000000,0.000000,7.021114,6.958770,14.575679,12.443125,17.485508,10.859453,1.48632,0.09276,3.27741
0.466,0,0,0,0,0,0,0,0,0.000000,0.000000,7.021503,6.960095,14.564611,12.491949,17.472570,10.849654,1.48394,0.08420,3.27759
0.467,0,0,0,0,0,0,0,0,0.000000,0.000000,7.021396,6.961421,14.553544,12.540774,17.459635,10.839855,1.48556,0.10452,3.27759
0.468,0,0,0,0,0,0,0,0,0.000000,0.000000,7.021165,6.962724,14.541864,12.590586,17.446726,10.830138,1.48434,0.10903,3.27752
0.469,0,0,0,0,0,0,0,0,0.000000,0.000000,7.020646,6.963945,14.527961,12.643981,17.433922,10.820721,1.48194,0.08587,3.27722
0.470,0,0,0,0,0,0,0,0,0.000000,0.000000,7.019986,6.965167,14.514057,12.697375,17.421118,10.811304,1.48687,0.09113,3.27695
0.471,0,0,0,0,0,0,0,0,0.000000,0.000000,7.018993,6.966389,14.500154,12.750770,17.408314,10.801887,1.48512,0.12435,3.27679
0.472,0,0,0,0,0,0,0,0,0.000000,0.000000,7.017840,6.967556,14.486568,12.804079,17.395590,10.792484,1.48297,0.10292,3.27670
0.473,0,0,0,0,0,0,0,0,0.000000,0.000000,7.016308,6.968525,14.474138,12.857077,17.383160,10.783138,1.48449,0.09083,3.27686
0.474,0,0,0,0,0,0,0,0,0.000000,0.000000,7.014723,6.969494,14.461708,12.910074,17.370729,10.773792,1.48589,0.12213,3.27696
0.475,0,0,0,0,0,0,0,0,0.000000,0.000000,7.013013,6.970464,14.449278,12.963072,17.358299,10.764445,1.48435,0.11064,3.27689
0.476,0,0,0,0,0,0,0,0,0.000000,0.000000,7.011355,6.971413,14.436380,13.015811,17.345985,10.755077,1.48436,0.09092,3.27684
0.477,0,0,0,0,0,0,0,0,0.000000,0.000000,7.009820,6.972292,14.421787,13.067609,17.334091,10.745626,1.48633,0.11126,3.27692
0.478,0,0,0,0,0,0,0,0,0.000000,0.000000,7.008268,6.973172,14.407194,13.119408,17.322199,10.736176,1.48377,0.09945,3.27703
0.479,0,0,0,0,0,0,0,0,0.000000,0.000000,7.006678,6.974051,14.392602,13.171206,17.310305,10.726727,1.48391,0.08104,3.27725
0.480,0,0,0,0,0,0,0,0,0.000000,0.000000,7.004990,6.974832,14.379214,13.219599,17.298473,10.717329,1.48274,0.10775,3.27742
0.481,0,0,0,0,0,0,0,0,0.000000,0.000000,7.003069,6.975256,14.370205,13.255629,17.286869,10.708121,1.48358,0.10215,3.27734
0.482,0,0,0,0,0,0,0,0,0.000000,0.000000,7.001129,6.975680,14.361196,13.291659,17.275265,10.698914,1.48540,0.08728,3.27716
0.483,0,0,0,0,0,0,0,0,0.000000,0.000000,6.999139,6.976104,14.352186,13.327690,17.263662,10.689706,1.48452,0.12047,3.27655
0.484,0,0,0,0,0,0,0,0,0.000000,0.000000,6.997226,6.976496,14.342173,13.365141,17.252144,10.680537,1.48543,0.12405,3.27617
0.485,0,0,0,0,0,0,0,0,0.000000,0.000000,6.995494,6.976769,14.328514,13.407747,17.240932,10.671509,1.48529,0.10332,3.27671
0.486,0,0,0,0,0,0,0,0,0.000000,0.000000,6.993817,6.977043,14.314857,13.450354,17.229723,10.662480,1.48317,0.09374,3.27721
0.487,0,0,0,0,0,0,0,0,0.000000,0.000000,6.992272,6.977317,14.301199,13.492960,17.218513,10.653452,1.48542,0.12057,3.27759
0.488,0,0,0,0,0,0,0,0,0.000000,0.000000,6.990735,6.977595,14.287673,13.532518,17.207251,10.644692,1.48466,0.10728,3.27777
0.489,0,0,0,0,0,0,0,0,0.000000,0.000000,6.989214,6.977891,14.274626,13.561013,17.195795,10.636908,1.48302,0.07674,3.27716
0.490,0,0,0,0,0,0,0,0,0.000000,0.000000,6.987677,6.978188,14.261579,13.589507,17.184341,10.629124,1.48389,0.10709,3.27680
0.491,0,0,0,0,0,0,0,0,0.000000,0.000000,6.986096,6.978484,14.248532,13.618002,17.172886,10.621339,1.48574,0.10455,3.27741
0.492,0,0,0,0,0,0,0,0,0.000000,0.000000,6.984475,6.978725,14.231376,13.654815,17.161566,10.613864,1.48288,0.08870,3.27788
0.493,0,0,0,0,0,0,0,0,0.000000,0.000000,6.982757,6.978768,14.199303,13.721822,17.150726,10.607512,1.48728,0.10019,3.27780
0.494,0,0,0,0,0,0,0,0,0.000000,0.000000,6.980949,6.978811,14.167230,13.788828,17.139889,10.601159,1.48391,0.10427,3.27769
0.495,0,0,0,0,0,0,0,0,0.000000,0.000000,6.978934,6.978854,14.135158,13.855834,17.129051,10.594807,1.48528,0.10078,3.27746
0.496,0,0,0,0,0,0,0,0,0.000000,0.000000,6.976782,6.978881,14.107287,13.906023,17.118134,10.588860,1.48153,0.09179,3.27727
0.497,0,0,0,0,0,0,0,0,0.000000,0.000000,6.974308,6.978849,14.094671,13.895172,17.106930,10.584381,1.48362,0.11490,3.27719
0.498,0,0,0,0,0,0,0,0,0.000000,0.000000,6.971675,6.978817,14.082055,13.884320,17.095724,10.579903,1.48484,0.11536,3.27711
0.499,0,0,0,0,0,0,0,0,0.000000,0.000000,6.968669,6.978785,14.069439,13.873469,17.084520,10.575424,1.48498,0.08799,3.27704
0.500,0,0,0,0,0,0,0,0,0.000000,0.000000,6.965501,6.978686,14.055811,13.864614,17.073418,10.571658,1.48434,0.10881,3.27704
0.501,0,0,0,0,0,0,0,0,0.000000,0.000000,6.961951,6.978344,14.038513,13.863006,17.062685,10.570477,1.48361,0.11990,3.27735
0.502,0,0,0,0,0,0,0,0,0.000000,0.000000,6.958283,6.978003,14.021215,13.861398,17.051954,10.569296,1.48364,0.08704,3.27754
0.503,0,0,0,0,0,0,0,0,0.000000,0.000000,6.954338,6.977662,14.003918,13.859789,17.041222,10.568114,1.48528,0.08368,3.27731
0.504,0,0,0,0,0,0,0,0,0.000000,0.000000,6.950331,6.977261,13.990144,13.854691,17.030403,10.567802,1.48361,0.11130,3.27707
0.505,0,0,0,0,0,0,0,0,0.000000,0.000000,6.946177,6.976645,13.989161,13.836926,17.019270,10.570644,1.48380,0.10091,3.27676
0.506,0,0,0,0,0,0,0,0,0.000000,0.000000,6.942006,6.976028,13.988177,13.819160,17.008135,10.573486,1.48488,0.07733,3.27654
0.507,0,0,0,0,0,0,0,0,0.000000,0.000000,6.937792,6.975412,13.987194,13.801395,16.997002,10.576328,1.48347,0.11017,3.27661
0.508,0,0,0,0,0,0,0,0,0.000000,0.000000,6.933602,6.974660,13.994429,13.784873,16.985708,10.579958,1.48467,0.12530,3.27669
0.509,0,0,0,0,0,0,0,0,0.000000,0.000000,6.929467,6.973414,14.031493,13.772861,16.973837,10.586447,1.48396,0.10228,3.27676
0.510,0,0,0,0,0,0,0,0,0.000000,0.000000,6.925396,6.972167,14.068557,13.760847,16.961967,10.592936,1.48407,0.09160,3.27687
0.511,0,0,0,0,0,0,0,0,0.000000,0.000000,6.921476,6.970921,14.105621,13.748835,16.950096,10.599424,1.48093,0.12462,3.27710
0.512,0,0,0,0,0,0,0,0,0.000000,0.000000,6.917650,6.969650,14.137448,13.736102,16.938131,10.606584,1.48351,0.11538,3.27722
0.513,0,0,0,0,0,0,0,0,0.000000,0.000000,6.914042,6.968288,14.150265,13.720760,16.925827,10.616176,1.48510,0.09902,3.27691
0.514,0,0,0,0,0,0,0,0,0.000000,0.000000,6.910501,6.966927,14.163082,13.705418,16.913521,10.625768,1.48391,0.10559,3.27667
0.515,0,0,0,0,0,0,0,0,0.000000,0.000000,6.907115,6.965566,14.175899,13.690076,16.901215,10.635360,1.48390,0.09876,3.27667
0.516,0,0,0,0,0,0,0,0,0.000000,0.000000,6.903751,6.964194,14.190539,13.675735,16.888762,10.645497,1.48452,0.08721,3.27677
0.517,0,0,0,0,0,0,0,0,0.000000,0.000000,6.900438,6.962788,14.211797,13.665032,16.875772,10.657614,1.48425,0.09527,3.27723
0.518,0,0,0,0,0,0,0,0,0.000000,0.000000,6.897097,6.961382,14.233054,13.654329,16.862782,10.669729,1.48600,0.10765,3.27757
0.519,0,0,0,0,0,0,0,0,0.000000,0.000000,6.893686,6.959976,14.254312,13.643626,16.849792,10.681846,1.48556,0.08825,3.27750
0.520,0,0,0,0,0,0,0,0,0.000000,0.000000,6.890178,6.958640,14.274876,13.632319,16.836754,10.694402,1.48501,0.10067,3.27736
0.521,0,0,0,0,0,0,0,0,0.000000,0.000000,6.886439,6.957558,14.292923,13.618822,16.823532,10.708558,1.48448,0.12393,3.27697
0.522,0,0,0,0,0,0,0,0,0.000000,0.000000,6.882469,6.956475,14.310971,13.605324,16.810310,10.722713,1.48242,0.10008,3.27677
0.523,0,0,0,0,0,0,0,0,0.000000,0.000000,6.877951,6.955393,14.329019,13.591826,16.797089,10.736870,1.48363,0.08499,3.27723
0.524,0,0,0,0,0,0,0,0,0.000000,0.000000,6.873098,6.954133,14.356969,13.578713,16.783962,10.751504,1.48466,0.12252,3.27760
0.525,0,0,0,0,0,0,0,0,0.000000,0.000000,6.867454,6.952223,14.420861,13.566998,16.771185,10.767875,1.48410,0.10794,3.27768
0.526,0,0,0,0,0,0,0,0,0.000000,0.000000,6.861593,6.950313,14.484753,13.555281,16.758410,10.784245,1.48399,0.07678,3.27771
0.527,0,0,0,0,0,0,0,0,0.000000,0.000000,6.855224,6.948404,14.548645,13.543564,16.745632,10.800617,1.48448,0.10389,3.27756
0.528,0,0,0,0,0,0,0,0,0.000000,0.000000,6.848790,6.946420,14.614054,13.531445,16.732904,10.817366,1.48438,0.09724,3.27742
0.529,0,0,0,0,0,0,0,0,0.000000,0.000000,6.842200,6.944165,14.684968,13.517863,16.720358,10.835486,1.48425,0.08481,3.27734
0.530,0,0,0,0,0,0,0,0,0.000000,0.000000,6.835543,6.941911,14.755882,13.504282,16.707813,10.853606,1.48318,0.11491,3.27717
0.531,0,0,0,0,0,0,0,0,0.000000,0.000000,6.828728,6.939657,14.826797,13.490702,16.695267,10.871727,1.48388,0.09629,3.27664
0.532,1,1,0,0,0,0,1,0,1.131118,0.000000,6.821846,6.937236,14.896343,13.478226,16.682507,10.890252,1.48721,0.09690,3.27618
0.533,0,0,0,1,1,0,0,0,4.926815,0.000000,6.814804,6.934210,14.960930,13.469761,16.668972,10.910246,1.48464,0.12271,3.27603
0.534,0,0,0,1,1,0,0,0,7.591405,0.000000,6.807887,6.931184,15.025517,13.461297,16.655437,10.930241,1.48288,0.10411,3.27600
0.535,0,0,0,1,1,0,0,0,7.591443,0.000000,6.801266,6.928157,15.090103,13.452832,16.641901,10.950234,1.48424,0.09182,3.27646
0.536,0,0,0,1,1,0,0,0,7.591410,0.000000,6.794951,6.925174,15.155488,13.443273,16.628597,10.970766,1.48364,0.12207,3.27684
0.537,0,0,0,1,1,0,0,0,7.591208,0.000000,6.789358,6.922348,15.223772,13.429735,16.616135,10.993246,1.48404,0.11596,3.27692
0.538,0,0,0,1,1,0,0,0,7.590899,0.000000,6.783940,6.919520,15.292056,13.416198,16.603670,11.015727,1.48482,0.07919,3.27703
0.539,0,0,0,1,1,0,0,0,7.590343,0.000000,6.778939,6.916694,15.360341,13.402660,16.591206,11.038207,1.48289,0.10736,3.27725
0.540,0,0,0,1,1,0,0,0,7.589684,0.000000,6.773943,6.913798,15.429385,13.389850,16.578720,11.061046,1.48362,0.10634,3.27732
0.541,0,0,0,1,1,0,0,0,7.588781,0.000000,6.768956,6.910655,15.501190,13.379677,16.566151,11.085181,1.48478,0.08614,3.27679
0.542,0,0,0,1,1,0,0,0,7.587874,0.000000,6.763998,6.907510,15.572994,13.369503,16.553583,11.109318,1.48004,0.10856,3.27638
0.543,0,0,0,1,1,0,0,0,7.586960,0.000000,6.759108,6.904366,15.644799,13.359330,16.541016,11.133453,1.48394,0.09911,3.27646
0.544,0,0,0,1,1,0,0,0,7.586129,0.000000,6.754298,6.901214,15.715173,13.347709,16.528545,11.158073,1.48272,0.10206,3.27660
0.545,0,0,0,1,1,0,0,0,7.585490,0.000000,6.749677,6.898031,15.780355,13.330831,16.516428,11.184450,1.48243,0.12422,3.27698
0.546,0,0,0,1,1,0,0,0,7.584821,0.000000,6.745060,6.894848,15.845538,13.313952,16.504311,11.210828,1.48644,0.11476,3.27720
0.547,0,0,0,1,1,0,0,0,7.584081,0.000000,6.740449,6.891665,15.910721,13.297073,16.492193,11.237205,1.49008,0.09759,3.27682
0.548,0,0,0,1,1,0,0,0,7.583191,0.000000,6.735759,6.888438,15.975366,13.281140,16.480022,11.264059,1.48098,0.11037,3.27644
0.549,0,0,0,1,1,0,0,0,7.581949,0.000000,6.730881,6.885051,16.038063,13.268634,16.467655,11.292646,1.48498,0.11986,3.27606
0.550,0,0,0,1,1,0,0,0,7.580646,0.000000,6.725978,6.881663,16.100760,13.256128,16.455290,11.321235,1.48333,0.08411,3.27585
0.551,0,0,0,1,1,0,0,0,7.579200,0.000000,6.721022,6.878275,16.163458,13.243623,16.442923,11.349822,1.48392,0.09781,3.27631
0.552,0,0,0,1,1,0,0,0,7.577815,0.000000,6.716129,6.874888,16.225470,13.231716,16.430513,11.378805,1.48228,0.11112,3.27664
0.553,0,0,0,1,1,0,0,0,7.576569,0.000000,6.711386,6.871504,16.284998,13.221986,16.417950,11.409221,1.48271,0.09419,3.27649
0.554,0,0,0,1,1,0,0,0,7.575371,0.000000,6.706753,6.868120,16.344524,13.212255,16.405386,11.439637,1.48303,0.09652,3.27649
0.555,0,0,0,1,1,0,0,0,7.574283,0.000000,6.702379,6.864736,16.404053,13.202525,16.392820,11.470053,1.48037,0.10681,3.27710
0.556,0,0,0,1,1,0,0,0,7.573204,0.000000,6.698156,6.861283,16.463272,13.193010,16.380199,11.500687,1.48364,0.10637,3.27762
0.557,0,0,0,1,1,0,0,0,7.572147,0.000000,6.694291,6.857580,16.521376,13.184275,16.367367,11.532111,1.48440,0.08893,3.27777
0.558,0,0,0,1,1,0,0,0,7.571119,0.000000,6.690650,6.853877,16.579481,13.175540,16.354534,11.563535,1.48285,0.12668,3.27791
