"Time","66 RDS cle","64 R marks","63 sinus","62 Ramp down","61 Ramp up","60 right DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 simus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 Sw offset","44 Sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","67 LDS cle","v2 R COP","v3 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","65 L marks","59 left DS","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.114761,82.600792,118.309044,88.555389,1,0.000000,0.000000,4.428225,-3.024107,4.568480,14.889077,3.632594,17.326710,5.131440,12.448536,0,1,16.618332,0,3.427998,5.389781,11.417235,8.002402,17.916307,7.632067,12.726496,7.871730,12.212654,8.476578,12.013440,8.769816,13.464067,10.132603,13.847427,9.861809,14.644995,0,-0.01390,0.00262,-0.01742,-0.01319,0.00967,-0.01221,0.00950,0.00526,-0.00026,0.11229,3.27773
0.001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.524307,82.322624,118.885643,89.350372,1,0.000000,0.000000,4.409178,-3.638915,4.565302,14.901512,3.632096,17.370985,5.131567,12.436516,0,1,16.606827,0,3.428688,5.398585,11.470084,8.015862,17.984640,7.632107,12.713753,7.868691,12.203886,8.476777,12.012304,8.764101,13.455228,10.123418,13.848072,9.855334,14.648330,0,-0.01829,0.00312,-0.02152,-0.01314,0.00844,-0.01367,0.00570,0.00520,-0.00007,0.10952,3.27758
0.002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.932770,82.028610,119.449745,90.149109,1,0.000000,0.000000,4.390177,-4.249590,4.562004,14.914166,3.631589,17.414890,5.131680,12.424518,0,1,16.595339,0,3.429386,5.407360,11.523052,8.028932,18.051889,7.631978,12.701343,7.865667,12.195412,8.476336,12.010444,8.758476,13.446189,10.114305,13.848722,9.849016,14.651729,0,-0.01635,0.00446,-0.01996,-0.01380,0.00845,-0.01281,0.00467,0.00043,-0.00007,0.08835,3.27742
0.003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.319748,81.420204,119.765877,91.022346,1,0.000000,0.000000,4.371490,-4.778323,4.556283,14.931181,3.630915,17.451445,5.131533,12.412971,0,1,16.584169,0,3.430264,5.415566,11.578376,8.034246,18.097610,7.628469,12.695531,7.862940,12.192766,8.463179,11.994221,8.754667,13.433166,10.106610,13.849480,9.845801,14.656424,0,-0.01821,0.00375,-0.02137,-0.01179,0.00884,-0.01249,0.00466,0.00533,0.00015,0.10114,3.27688
0.004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.706711,80.811798,120.082008,91.895584,1,0.000000,0.000000,4.352879,-5.307056,4.550561,14.948195,3.630241,17.487999,5.131386,12.401426,0,1,16.572998,0,3.431143,5.423772,11.633699,8.039561,18.143332,7.624961,12.689718,7.860213,12.190122,8.450023,11.977998,8.750858,13.420142,10.098917,13.850236,9.842586,14.661118,0,-0.01585,0.00270,-0.01937,-0.01465,0.00742,-0.01218,0.00520,0.00710,-0.00033,0.12126,3.27636
0.005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.093674,80.203384,120.398148,92.768829,1,0.000000,0.000000,4.334789,-5.835789,4.544840,14.965209,3.629567,17.524553,5.131238,12.389880,0,1,16.561829,0,3.432021,5.431977,11.689023,8.044876,18.189053,7.621452,12.683907,7.857487,12.187476,8.436866,11.961775,8.747049,13.407119,10.091223,13.850993,9.839371,14.665812,0,0.00024,0.00388,-0.02639,-0.01322,0.00845,-0.01401,0.00378,0.00126,0.00000,0.10092,3.27613
0.006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.427643,79.616058,120.697411,93.641724,1,0.000000,0.000000,4.316803,-6.356712,4.539020,14.981854,3.628896,17.560741,5.131087,12.378315,0,1,16.550657,0,3.432910,5.440135,11.744457,8.049379,18.234739,7.618283,12.677888,7.854999,12.184260,8.424946,11.945790,8.743199,13.394257,10.083499,13.851678,9.836215,14.670252,0,-0.02271,0.00479,-0.01800,-0.01384,0.00887,-0.01277,0.00513,0.00297,-0.00004,0.07633,3.27592
0.007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.710480,79.446854,120.662163,94.507736,1,0.000000,0.000000,4.299516,-6.722747,4.531221,14.991195,3.628277,17.589657,5.130860,12.366362,0,1,16.539446,0,3.434028,5.447324,11.802097,8.037806,18.279722,7.621853,12.667784,7.857249,12.169724,8.437532,11.934523,8.738555,13.384592,10.075171,13.850941,9.834239,14.669656,0,-0.00634,0.00092,-0.02135,-0.01387,0.00837,-0.01053,0.00549,0.00320,0.00022,0.12781,3.27607
0.008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.993332,79.277649,120.626907,95.373756,1,0.000000,0.000000,4.282365,-7.088782,4.523423,15.000535,3.627659,17.618572,5.130632,12.354407,0,1,16.528234,0,3.435145,5.454513,11.859737,8.026231,18.324705,7.625423,12.657680,7.859500,12.155188,8.450119,11.923254,8.733911,13.374928,10.066844,13.850204,9.832263,14.669060,0,0.03223,0.00272,-0.01733,-0.01173,0.00945,-0.01299,0.00610,0.00420,0.00004,0.11463,3.27622
0.009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.276169,79.108444,120.591660,96.239777,1,0.000000,0.000000,4.266134,-7.454816,4.515625,15.009874,3.627040,17.647488,5.130404,12.342454,0,1,16.517023,0,3.436262,5.461702,11.917377,8.014657,18.369686,7.628993,12.647575,7.861750,12.140652,8.462706,11.911986,8.729266,13.365264,10.058517,13.849467,9.830287,14.668464,0,-0.03657,0.00208,-0.02357,-0.01534,0.00930,-0.01280,0.00405,0.00090,0.00004,0.08547,3.27645
0.010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.588699,78.939384,120.571678,97.102554,1,0.000000,0.000000,4.250074,-7.812055,4.507748,15.019205,3.626419,17.676065,5.130184,12.330514,0,1,16.505833,0,3.437356,5.468869,11.975019,8.001629,18.410358,7.632684,12.637528,7.863914,12.126301,8.474829,11.900655,8.724743,13.355428,10.050299,13.848561,9.828443,14.667935,0,-0.00894,0.00880,-0.02383,-0.01585,0.00805,-0.01209,0.00536,0.00168,0.00022,0.11805,3.27669
0.011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.490173,78.773186,120.854530,97.901176,1,0.000000,0.000000,4.235176,-7.994843,4.498323,15.028336,3.625739,17.697941,5.130095,12.318859,0,1,16.495049,0,3.437969,5.475581,12.032722,7.959765,18.365517,7.638781,12.628614,7.864361,12.115624,8.477773,11.888068,8.722620,13.342166,10.044238,13.844280,9.829191,14.668741,0,-0.01804,-0.00466,-0.02335,-0.01430,0.00825,-0.01327,0.00255,0.00358,0.00020,0.12477,3.27715
0.012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.391647,78.606987,121.137383,98.699799,1,0.000000,0.000000,4.220478,-8.177630,4.488897,15.037466,3.625059,17.719814,5.130007,12.307204,0,1,16.484264,0,3.438582,5.482293,12.090425,7.917902,18.320675,7.644879,12.619700,7.864808,12.104948,8.480717,11.875482,8.720496,13.328904,10.038177,13.839999,9.829941,14.669547,0,-0.00604,0.00527,-0.02129,-0.01455,0.00835,-0.01193,0.00690,0.00008,0.00011,0.10116,3.27758
0.013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.293121,78.440788,121.420235,99.498421,1,0.000000,0.000000,4.207142,-8.360417,4.479472,15.046597,3.624378,17.741690,5.129919,12.295549,0,1,16.473480,0,3.439195,5.489005,12.148129,7.876038,18.275833,7.650976,12.610786,7.865254,12.094272,8.483660,11.862895,8.718373,13.315642,10.032117,13.835718,9.830690,14.670353,0,-0.02952,0.00310,-0.02035,-0.01318,0.00807,-0.01163,0.00215,0.00483,0.00020,0.08446,3.27735
0.014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.216125,78.278625,121.710007,100.291794,1,0.000000,0.000000,4.194033,-8.534648,4.470048,15.055643,3.623715,17.763283,5.129822,12.283890,0,1,16.462681,0,3.439816,5.495692,12.205769,7.835218,18.239695,7.656682,12.601684,7.865713,12.083421,8.486353,11.850206,8.716302,13.302205,10.026207,13.831172,9.831469,14.671005,0,-0.01340,0.00503,-0.02020,-0.01360,0.00805,-0.01251,0.00580,0.00254,-0.00004,0.12200,3.27712
0.015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.566238,78.196487,122.137169,100.980957,1,0.000000,0.000000,4.182463,-8.539168,4.460646,15.063025,3.623385,17.779291,5.129554,12.272148,0,1,16.451538,0,3.440612,5.501877,12.262146,7.815115,18.376184,7.654630,12.588825,7.866400,12.069102,8.484066,11.835477,8.715276,13.285275,10.023296,13.821384,9.832814,14.668623,0,-0.01643,0.00285,-0.01993,-0.01297,0.00798,-0.01219,0.00311,0.00301,0.00000,0.11710,3.27697
0.016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.916351,78.114349,122.564331,101.670120,1,0.226090,0.000000,4.171147,-8.543688,4.451244,15.070405,3.623055,17.795298,5.129287,12.260406,0,1,16.440397,0,3.441408,5.508062,12.318524,7.795012,18.512672,7.652576,12.575968,7.867088,12.054784,8.481780,11.820748,8.714250,13.268346,10.020385,13.811597,9.834160,14.666242,0,-0.01932,0.00371,-0.02077,-0.01344,0.00876,-0.01220,0.00530,0.00445,0.00004,0.09030,3.27685
0.017,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.266464,78.032204,122.991493,102.359283,1,1.992421,0.000000,4.161571,-8.548208,4.441842,15.077786,3.622726,17.811306,5.129020,12.248663,0,1,16.429255,0,3.442204,5.514247,12.374902,7.774909,18.649162,7.650524,12.563109,7.867776,12.040465,8.479493,11.806020,8.713223,13.251416,10.017473,13.801809,9.835505,14.663859,0,-0.01710,0.00108,-0.01823,-0.01375,0.00865,-0.01283,0.00337,0.00183,0.00022,0.09326,3.27738
0.018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.599518,77.941162,123.421776,103.048714,1,3.532701,0.000000,4.152270,-8.545792,4.432481,15.085106,3.622418,17.827089,5.128768,12.236935,0,1,16.418135,0,3.442985,5.520426,12.431128,7.754518,18.775614,7.648421,12.550176,7.868361,12.026044,8.476987,11.791136,8.712155,13.234381,10.014512,13.791913,9.836857,14.661300,0,-0.01851,0.00413,-0.01900,-0.01338,0.00784,-0.01205,0.00549,0.00241,0.00011,0.12617,3.27788
0.019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.594040,77.673561,123.914101,103.743454,1,3.533019,0.000000,4.144854,-8.405792,4.423935,15.091195,3.622553,17.838402,5.128837,12.225471,0,1,16.407431,0,3.443487,5.526495,12.484326,7.728407,18.702967,7.645329,12.535738,7.866910,12.009600,8.470112,11.773165,8.710270,13.215252,10.010552,13.779855,9.838322,14.655225,0,-0.00939,0.00368,-0.01747,-0.01424,0.00853,-0.01117,0.00338,0.00225,0.00024,0.09538,3.27758
0.020,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.588562,77.405960,124.406425,104.438187,1,3.533337,0.000000,4.137718,-8.265794,4.415390,15.097285,3.622689,17.849714,5.128906,12.214009,0,1,16.396727,0,3.443989,5.532564,12.537525,7.702296,18.630322,7.642238,12.521299,7.865459,11.993155,8.463236,11.755195,8.708384,13.196122,10.006594,13.767797,9.839787,14.649150,0,-0.01640,0.00323,-0.02038,-0.01345,0.00613,-0.01162,0.00320,0.00237,0.00029,0.09020,3.27729
0.021,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.583099,77.138359,124.898750,105.132927,1,3.533656,0.000000,4.132488,-8.125795,4.406845,15.103375,3.622823,17.861027,5.128974,12.202546,0,1,16.386023,0,3.444491,5.538633,12.590724,7.676186,18.557674,7.639146,12.506861,7.864009,11.976711,8.456361,11.737224,8.706498,13.176993,10.002635,13.755737,9.841251,14.643074,0,-0.01857,0.00243,-0.02047,-0.01329,0.00979,-0.01249,0.00705,-0.00001,0.00015,0.12231,3.27752
0.022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.575790,76.859962,125.381706,105.822258,1,3.533975,0.000000,4.127530,-7.981428,4.398349,15.109303,3.622950,17.872070,5.129048,12.191074,0,1,16.375303,0,3.444996,5.544679,12.643640,7.651346,18.487497,7.636547,12.492599,7.862567,11.960365,8.449548,11.719214,8.704547,13.157885,9.998532,13.743802,9.842530,14.636857,0,-0.01606,0.00224,-0.02158,-0.01309,0.00737,-0.01265,0.00658,0.00576,0.00020,0.10355,3.27773
0.023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.532196,76.367409,125.678986,106.404373,1,3.534290,0.000000,4.124427,-7.750433,4.390826,15.112005,3.622901,17.877764,5.129217,12.179429,0,1,16.364309,0,3.445561,5.550265,12.690948,7.651703,18.466276,7.643715,12.481830,7.861306,11.945961,8.443970,11.700438,8.701318,13.139192,9.991589,13.734303,9.840130,14.627824,0,-0.02569,0.00329,-0.02185,-0.01409,0.00906,-0.01237,0.00563,0.00179,0.00037,0.10306,3.27750
0.024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.488602,75.874863,125.976257,106.986481,1,3.534591,0.000000,4.121586,-7.519438,4.383304,15.114707,3.622852,17.883457,5.129385,12.167784,0,1,16.353313,0,3.446126,5.555851,12.738257,7.652060,18.445055,7.650882,12.471061,7.860045,11.931556,8.438392,11.681663,8.698089,13.120500,9.984644,13.724802,9.837730,14.618790,0,-0.00358,0.00312,-0.02020,-0.01397,0.00627,-0.01187,0.00256,0.00209,0.00033,0.08517,3.27728
0.025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.445007,75.382309,126.273537,107.568588,1,3.534801,0.000000,4.120527,-7.288443,4.375781,15.117410,3.622803,17.889151,5.129554,12.156138,0,1,16.342319,0,3.446692,5.561437,12.785566,7.652417,18.423836,7.658050,12.460292,7.858784,11.917151,8.432813,11.662888,8.694860,13.101807,9.977699,13.715302,9.835330,14.609756,0,-0.02330,0.00221,-0.02029,-0.01494,0.00837,-0.01115,0.00424,0.00548,0.00000,0.11043,3.27728
0.026,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.422913,74.889656,126.558884,108.151421,1,3.534988,0.000000,4.119712,-7.054739,4.368279,15.120082,3.622737,17.894606,5.129706,12.144452,0,1,16.331308,0,3.447252,5.567010,12.832516,7.652527,18.402763,7.664877,12.449328,7.857395,11.902843,8.427058,11.644195,8.691407,13.083259,9.970789,13.705627,9.833047,14.600638,0,-0.01498,0.00425,-0.02142,-0.01389,0.00834,-0.01206,0.00644,0.00234,-0.00004,0.11278,3.27729
0.027,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.827362,74.394997,126.607704,108.748550,1,3.535021,0.000000,4.120556,-6.767313,4.361185,15.122164,3.622322,17.895323,5.129519,12.131950,0,1,16.319983,0,3.447728,5.572338,12.872334,7.647753,18.384632,7.664961,12.434512,7.853462,11.890441,8.417801,11.627143,8.683536,13.067586,9.964551,13.692475,9.833093,14.589869,0,-0.01757,0.00187,-0.01934,-0.01307,0.00815,-0.01194,0.00165,0.00423,0.00000,0.09439,3.27744
0.028,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.231796,73.900330,126.656517,109.345688,1,3.535052,0.000000,4.121621,-6.479887,4.354091,15.124246,3.621907,17.896040,5.129333,12.119450,0,1,16.308655,0,3.448205,5.577665,12.912154,7.642979,18.366501,7.665044,12.419696,7.849529,11.878038,8.408543,11.610092,8.675664,13.051914,9.958313,13.679323,9.833138,14.579099,0,-0.01318,0.00318,-0.02078,-0.01438,0.00829,-0.01252,0.00188,0.00215,0.00020,0.11619,3.27758
0.029,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.636246,73.405670,126.705338,109.942818,1,3.535081,0.000000,4.124183,-6.192461,4.346997,15.126328,3.621491,17.896757,5.129146,12.106948,0,1,16.297329,0,3.448681,5.582993,12.951973,7.638205,18.348370,7.665128,12.404880,7.845596,11.865637,8.399285,11.593040,8.667792,13.036242,9.952075,13.666171,9.833183,14.568330,0,-0.01920,0.00427,-0.02014,-0.01411,0.00327,-0.01187,0.00582,0.00241,0.00000,0.11645,3.27727
0.030,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.050491,72.916809,126.746384,110.534760,1,3.535132,0.000000,4.126941,-5.902526,4.339990,15.128261,3.621089,17.897202,5.128964,12.094463,0,1,16.285997,0,3.449165,5.588312,12.991409,7.633742,18.330456,7.665025,12.390079,7.841740,11.853223,8.390173,11.576119,8.659874,13.020761,9.945508,13.653138,9.833086,14.557364,0,-0.01755,0.00341,-0.01863,-0.01200,0.00908,-0.01008,0.00182,-0.00109,0.00004,0.10179,3.27696
0.031,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.659271,72.542923,126.633354,111.023705,1,3.535339,0.000000,4.131030,-5.562839,4.334701,15.127239,3.620932,17.892250,5.128869,12.082306,0,1,16.274546,0,3.449821,5.593474,13.023252,7.635449,18.316818,7.661230,12.375575,7.839418,11.840582,8.383958,11.561774,8.651040,13.009091,9.932408,13.642468,9.830157,14.542497,0,-0.01802,0.00262,-0.01930,-0.01299,0.00898,-0.01242,0.00472,0.00458,0.00011,0.08918,3.27658
0.032,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.268051,72.169037,126.520332,111.512657,1,3.535556,0.000000,4.135283,-5.223152,4.329412,15.126218,3.620776,17.887299,5.128774,12.070148,0,1,16.263094,0,3.450476,5.598637,13.055096,7.637156,18.303183,7.657434,12.361072,7.837097,11.827941,8.377743,11.547428,8.642205,12.997422,9.919310,13.631799,9.827229,14.527630,0,-0.01927,0.00244,-0.02144,-0.01226,0.00861,-0.01115,0.01387,0.00192,-0.00007,0.11804,3.27625
0.033,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.876831,71.795151,126.407303,112.001602,1,3.535843,0.000000,4.140663,-4.883465,4.324122,15.125196,3.620620,17.882347,5.128679,12.057990,0,1,16.251642,0,3.451132,5.603800,13.086939,7.638864,18.289545,7.653638,12.346568,7.834775,11.815300,8.371528,11.533083,8.633370,12.985752,9.906210,13.621129,9.824300,14.512763,0,-0.01703,0.00327,-0.02191,-0.01242,0.00786,-0.01465,0.00508,0.00103,0.00000,0.10903,3.27709
0.034,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.461975,71.440529,126.288231,112.473366,1,3.536121,0.000000,4.146172,-4.543286,4.318900,15.124033,3.620469,17.877192,5.128575,12.045825,0,1,16.240200,0,3.451777,5.608900,13.118463,7.640496,18.275658,7.649922,12.332076,7.832704,11.802711,8.365569,11.518901,8.624680,12.974169,9.893468,13.610471,9.821438,14.498116,0,-0.02106,0.00222,-0.02080,-0.01334,0.00856,-0.01283,0.00171,0.00538,0.00026,0.09102,3.27789
0.035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.578323,71.467964,126.049156,112.604347,1,3.536345,0.000000,4.152555,-4.193335,4.314998,15.120041,3.620419,17.868029,5.128288,12.033503,0,1,16.228949,0,3.452220,5.612750,13.143638,7.640633,18.256765,7.647774,12.317814,7.835616,11.791153,8.364685,11.507960,8.618829,12.964289,9.887810,13.600034,9.819909,14.487815,0,-0.01537,0.00242,-0.02025,-0.01263,0.00690,-0.01389,0.00369,0.00273,0.00011,0.11074,3.27773
0.036,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.694656,71.495399,125.810081,112.735321,1,3.536563,0.000000,4.159038,-3.843383,4.311096,15.116049,3.620368,17.858866,5.128002,12.021180,0,1,16.217699,0,3.452663,5.616600,13.168812,7.640769,18.237875,7.645626,12.303553,7.838527,11.779594,8.363802,11.497019,8.612979,12.954409,9.882152,13.589597,9.818380,14.477514,0,-0.01711,0.00105,-0.02104,-0.01331,0.01051,-0.01310,0.02055,0.00404,0.00004,0.11332,3.27758
0.037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.811005,71.522835,125.571014,112.866302,1,3.536735,0.000000,4.166197,-3.493432,4.307194,15.112056,3.620317,17.849703,5.127715,12.008859,0,1,16.206448,0,3.453106,5.620450,13.193987,7.640906,18.218985,7.643478,12.289290,7.841439,11.768037,8.362919,11.486078,8.607129,12.944529,9.876493,13.579160,9.816851,14.467213,0,-0.01891,0.00448,-0.02050,-0.01385,0.00751,-0.01191,0.00309,0.00253,0.00013,0.10024,3.27727
0.038,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.912460,71.557068,125.329712,112.993797,1,3.536906,0.000000,4.173439,-3.142985,4.303360,15.108055,3.620280,17.840441,5.127425,11.996529,0,1,16.195185,0,3.453532,5.624217,13.218859,7.641025,18.200588,7.641388,12.274806,7.844183,11.756211,8.362062,11.475154,8.601297,12.934654,9.870859,13.568689,9.815201,14.456935,0,-0.01725,0.00454,-0.02006,-0.01329,0.00905,-0.01492,0.00638,0.00040,0.00004,0.10145,3.27699
0.039,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.718506,71.726265,125.044228,113.052238,1,3.537070,0.000000,4.181238,-2.782704,4.300878,15.103890,3.620524,17.829182,5.127089,11.984055,0,1,16.183668,0,3.453610,5.626327,13.237726,7.640781,18.191998,7.640457,12.255908,7.843616,11.739080,8.361751,11.464555,8.595840,12.924903,9.865706,13.557542,9.811145,14.447126,0,-0.01716,0.00257,-0.02120,-0.01363,0.00922,-0.01237,0.00558,0.00272,0.00024,0.11027,3.27745
0.040,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.524551,71.895454,124.758736,113.110680,1,3.537233,0.000000,4.189096,-2.422424,4.298396,15.099725,3.620767,17.817923,5.126753,11.971581,0,1,16.172150,0,3.453689,5.628438,13.256594,7.640538,18.183409,7.639525,12.237009,7.843047,11.721949,8.361438,11.453956,8.590381,12.915151,9.860555,13.546394,9.807089,14.437318,0,-0.01688,0.00432,-0.02070,-0.01333,0.00983,-0.01252,0.00693,-0.00153,-0.00002,0.10388,3.27789
0.041,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.330612,72.064651,124.473251,113.169121,1,3.537392,0.000000,4.197357,-2.062144,4.295913,15.095560,3.621011,17.806664,5.126417,11.959105,0,1,16.160633,0,3.453767,5.630548,13.275461,7.640295,18.174818,7.638593,12.218111,7.842479,11.704818,8.361126,11.443357,8.584923,12.905399,9.855402,13.535248,9.803034,14.427509,0,-0.01808,0.00536,-0.01882,-0.01399,0.00970,-0.01085,0.00168,0.00326,0.00011,0.09521,3.27773
0.042,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.131653,72.223740,124.192123,113.235985,1,3.537548,0.000000,4.205650,-1.705674,4.293527,15.091282,3.621260,17.795382,5.126078,11.946652,0,1,16.149113,0,3.453836,5.632517,13.294023,7.640029,18.166452,7.637737,12.199195,7.842067,11.687829,8.360980,11.432738,8.579449,12.895643,9.850229,13.524217,9.798956,14.417641,0,-0.01668,0.00504,-0.02065,-0.01409,0.01047,-0.01251,0.00086,0.00170,0.00000,0.10325,3.27760
0.043,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.833527,72.182442,123.997437,113.469917,1,3.537691,0.000000,4.214156,-1.424772,4.293055,15.084773,3.621625,17.783638,5.125684,11.934611,0,1,16.137541,0,3.453721,5.631688,13.306498,7.639332,18.162512,7.638382,12.179917,7.844750,11.673656,8.364141,11.421733,8.573659,12.885801,9.844646,13.515490,9.794456,14.406586,0,-0.01853,0.00200,-0.02090,-0.01378,0.00801,-0.01158,0.00478,0.00320,0.00026,0.10248,3.27790
0.044,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.535400,72.141151,123.802750,113.703857,1,3.537830,0.000000,4.222674,-1.143870,4.292582,15.078263,3.621990,17.771893,5.125290,11.922570,0,1,16.125969,0,3.453606,5.630858,13.318973,7.638636,18.158569,7.639028,12.160641,7.847433,11.659482,8.367301,11.410728,8.567870,12.875960,9.839061,13.506763,9.789954,14.395531,0,-0.01747,0.00345,-0.02131,-0.01314,0.00764,-0.01372,0.00864,0.00222,0.00004,0.09325,3.27817
0.045,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.237259,72.099854,123.608055,113.937790,1,3.537939,0.000000,4.231282,-0.862968,4.292109,15.071754,3.622355,17.760147,5.124896,11.910530,0,1,16.114399,0,3.453490,5.630029,13.331449,7.637938,18.154629,7.639673,12.141363,7.850116,11.645308,8.370461,11.399721,8.562080,12.866119,9.833477,13.498036,9.785453,14.384476,0,-0.01628,0.00337,-0.01982,-0.01422,0.00781,-0.01132,0.00211,0.00305,0.00026,0.11123,3.27741
0.046,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.921219,72.059860,123.415115,114.169968,1,3.538043,0.000000,4.239895,-0.584896,4.291653,15.065305,3.622719,17.748421,5.124486,11.898473,0,1,16.102825,0,3.453371,5.629144,13.343566,7.637047,18.150366,7.640487,12.122290,7.852568,11.631247,8.373490,11.388731,8.556286,12.856297,9.827755,13.489444,9.780908,14.373656,0,-0.01850,0.00460,-0.02131,-0.01356,0.00791,-0.01117,0.00192,0.00239,0.00000,0.10367,3.27669
