"Time","v2 R COP","67 LDS cle","66 RDS cle","65 L marks","64 R marks","63 sinus 2","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","v3 L COP","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.153412,83.764557,92.808693,93.527122,4.638420,6.538742,4.319353,9.456874,3.687338,10.785465,5.186579,0,3.143638,6.357060,0.000000,12.894078,5.624134,6.174910,8.245894,10.619060,8.318604,6.104613,8.770977,5.747923,9.480730,5.897004,8.902353,7.398373,10.176570,7.949765,9.898764,8.740105,0,-0.01956,0.00325,-0.02090,-0.01573,0.00781,-0.01207,0.00485,0.00259,0.74496,0.11710,3.27690
0.001,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.392990,85.174660,93.040054,93.473412,4.653862,6.714971,4.326072,9.466319,3.689611,10.777601,5.200245,0,3.148557,6.352481,0.000000,12.920954,5.624806,6.165655,8.246893,10.604093,8.328496,6.083442,8.774378,5.734406,9.480348,5.900111,8.904318,7.403679,10.173738,7.957560,9.894128,8.749170,0,-0.01807,0.00346,-0.02151,-0.01408,0.00815,-0.01245,0.00562,0.00298,0.77756,0.10847,3.27676
0.002,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.632568,86.584755,93.271408,93.419701,4.669606,6.891199,4.332791,9.475764,3.691884,10.769737,5.213912,0,3.153476,6.347901,0.000000,12.947829,5.625480,6.156400,8.247890,10.589126,8.338387,6.062271,8.777780,5.720889,9.479965,5.903218,8.906281,7.408986,10.170905,7.965355,9.889493,8.758236,0,-0.01663,0.00208,-0.01968,-0.01488,0.00757,-0.01183,0.00500,0.00267,0.80933,0.09282,3.27691
0.003,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.514557,87.863960,93.525261,93.435402,4.685383,7.066876,4.339807,9.488013,3.694256,10.762478,5.227190,0,3.159237,6.344402,0.000000,12.975319,5.626300,6.146639,8.249634,10.573095,8.345249,6.043896,8.784285,5.710316,9.481507,5.908097,8.908356,7.416013,10.170189,7.975346,9.885630,8.770737,0,-0.01828,0.00084,-0.02045,-0.01566,0.00705,-0.01236,0.00549,0.00038,0.83435,0.10627,3.27706
0.004,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.135475,89.047607,93.795540,93.501785,4.701177,7.242151,4.347040,9.502311,3.696700,10.755659,5.240188,0,3.165613,6.341692,0.000000,13.003258,5.627228,6.136510,8.251921,10.556289,8.349900,6.027563,8.793056,5.701892,9.484453,5.914268,8.910509,7.424296,10.171018,7.986940,9.882331,8.785746,0,-0.01874,0.00803,-0.02121,-0.01343,0.00873,-0.01173,0.00430,0.00336,0.85382,0.12181,3.27722
0.005,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.756393,90.231247,94.065819,93.568169,4.716984,7.417427,4.354274,9.516607,3.699144,10.748841,5.253184,0,3.171989,6.338983,0.000000,13.031197,5.628156,6.126381,8.254209,10.539483,8.354550,6.011229,8.801827,5.693468,9.487400,5.920441,8.912663,7.432580,10.171846,7.998534,9.879031,8.800754,0,-0.01788,0.00584,-0.02167,-0.01193,0.00778,-0.01341,0.00436,0.00282,0.87531,0.10595,3.27728
0.006,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.377304,91.414894,94.336090,93.634544,4.732798,7.592701,4.361507,9.530905,3.701588,10.742023,5.266181,0,3.178365,6.336273,0.000000,13.059135,5.629085,6.116252,8.256495,10.522676,8.359201,5.994895,8.810598,5.685043,9.490346,5.926612,8.914818,7.440863,10.172675,8.010128,9.875731,8.815763,0,-0.02002,0.00342,-0.01999,-0.01422,0.00781,-0.01181,0.00558,0.00153,0.89545,0.08056,3.27728
0.007,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.152687,92.396149,94.564606,93.581726,4.748687,7.754843,4.369378,9.543035,3.704037,10.735239,5.278481,0,3.185758,6.335165,0.000000,13.085917,5.630202,6.105961,8.259467,10.508119,8.364573,5.995939,8.814572,5.680816,9.487694,5.934465,8.918319,7.452111,10.173151,8.023254,9.875018,8.828279,0,-0.01859,-0.00066,-0.02075,-0.01178,0.00845,-0.01193,0.00375,0.00313,0.91068,0.09363,3.27724
0.008,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.040848,93.229652,94.762619,93.441879,4.764615,7.907396,4.377713,9.553581,3.706491,10.728479,5.290273,0,3.193893,6.335226,0.000000,13.111852,5.631459,6.095552,8.262939,10.495203,8.370472,6.009670,8.815043,5.679653,9.480953,5.943545,8.922804,7.465522,10.173368,8.037500,9.876192,8.838979,0,-0.03543,-0.01279,-0.02075,-0.02220,0.00909,-0.01180,0.00500,0.00488,0.94705,0.11084,3.27716
0.009,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.929008,94.063148,94.960640,93.302032,4.780382,8.059950,4.386048,9.564129,3.708944,10.721719,5.302065,0,3.202028,6.335288,0.000000,13.137787,5.632716,6.085143,8.266412,10.482287,8.376369,6.023401,8.815515,5.678490,9.474214,5.952626,8.927288,7.478934,10.173586,8.051746,9.877366,8.849677,0,-0.01035,-0.00931,-0.02014,-0.01015,0.00821,-0.01283,-0.00128,0.00023,0.97757,0.09207,3.27713
0.010,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.817169,94.896645,95.158653,93.162186,4.796065,8.212502,4.394383,9.574677,3.711397,10.714959,5.313857,0,3.210163,6.335349,0.000000,13.163722,5.633973,6.074733,8.269884,10.469371,8.382268,6.037132,8.815986,5.677326,9.467473,5.961706,8.931773,7.492345,10.173803,8.065991,9.878540,8.860376,0,-0.01285,0.00665,-0.02182,-0.01495,0.00760,-0.01244,0.00598,0.00481,0.99472,0.07352,3.27713
0.011,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.004707,96.206566,95.248398,92.946518,4.811340,8.348792,4.402939,9.587992,3.714228,10.707612,5.324954,0,3.219162,6.339366,0.000000,13.187567,5.635436,6.064101,8.273288,10.457050,8.386174,6.042339,8.816457,5.681331,9.462652,5.974063,8.937061,7.508928,10.179118,8.081355,9.881236,8.873440,0,-0.02182,0.00467,-0.02060,-0.01442,0.00800,-0.01183,0.00485,0.00374,1.01517,0.08554,3.27696
0.012,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115.410828,97.864319,95.259094,92.675499,4.826403,8.473207,4.411656,9.603329,3.717335,10.699835,5.335544,0,3.228790,6.346272,0.000000,13.209886,5.637049,6.053307,8.276643,10.445163,8.388626,6.041323,8.816927,5.689108,9.459233,5.988814,8.942936,7.527826,10.188156,8.097534,9.885041,8.888230,0,-0.01804,0.00432,-0.01984,-0.01295,0.00754,-0.01311,0.00436,0.00198,1.03342,0.11242,3.27665
0.013,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.816948,99.522072,95.269791,92.404472,4.841146,8.597621,4.420373,9.618666,3.720442,10.692059,5.346134,0,3.238419,6.353178,0.000000,13.232204,5.638663,6.042512,8.279998,10.433276,8.391079,6.040306,8.817398,5.696886,9.455813,6.003564,8.948811,7.546724,10.197193,8.113713,9.888847,8.903021,0,-0.01715,0.00380,-0.02090,-0.01320,0.00873,-0.01228,-0.02832,0.00214,1.05063,0.09993,3.27626
0.014,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.223068,101.179825,95.280479,92.133453,4.855725,8.722036,4.429090,9.634003,3.723549,10.684281,5.356724,0,3.248048,6.360083,0.000000,13.254523,5.640277,6.031718,8.283353,10.421389,8.393531,6.039289,8.817868,5.704663,9.452394,6.018315,8.954685,7.565622,10.206230,8.129892,9.892653,8.917810,0,-0.03101,0.00146,-0.01938,-0.01216,0.00711,-0.01317,-0.01724,-0.00748,1.06723,0.07541,3.27580
0.015,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.406532,102.276176,95.273918,91.934052,4.870131,8.837143,4.437894,9.647676,3.726801,10.676108,5.366376,0,3.258976,6.372734,0.000000,13.275007,5.642351,6.021120,8.286244,10.409463,8.402479,6.025837,8.826748,5.702358,9.455646,6.035959,8.960312,7.584958,10.214303,8.145720,9.899137,8.932062,0,-0.02362,0.00415,-0.01999,-0.01471,0.00790,-0.01178,0.00510,0.00854,1.08646,0.09537,3.27591
0.016,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.157539,102.962646,95.254753,91.786934,4.884447,8.945455,4.446761,9.660135,3.730159,10.667645,5.375344,0,3.270853,6.389579,0.000000,13.294153,5.644762,6.010665,8.288797,10.397510,8.416170,6.003306,8.841767,5.692692,9.463767,6.055714,8.965757,7.604613,10.221671,8.161290,9.907576,8.945921,0,-0.01718,-0.00084,-0.02045,-0.01326,0.00882,-0.01268,-0.04248,-0.00397,1.11447,0.12072,3.27644
0.017,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.908546,103.649117,95.235580,91.639824,4.898577,9.053766,4.455628,9.672595,3.733517,10.659182,5.384312,0,3.282729,6.406424,0.000000,13.313298,5.647172,6.000211,8.291350,10.385556,8.429861,5.980775,8.856788,5.683026,9.471889,6.075470,8.971202,7.624268,10.229040,8.176860,9.916015,8.959780,0,-0.02405,-0.00568,-0.02151,-0.01514,0.00882,-0.01292,0.00888,0.01205,1.13852,0.10402,3.27672
0.018,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116.659554,104.335587,95.216415,91.492706,4.912611,9.162077,4.464496,9.685055,3.736876,10.650718,5.393279,0,3.294605,6.423269,0.000000,13.332443,5.649583,5.989757,8.293903,10.373603,8.443553,5.958244,8.871807,5.673360,9.480011,6.095225,8.976647,7.643923,10.236408,8.192430,9.924454,8.973639,0,-0.00525,-0.02095,-0.01678,-0.00951,0.00681,-0.01234,-0.00735,-0.01663,1.15414,0.08998,3.27679
0.019,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.162170,103.699409,94.669769,91.293488,4.926463,9.262109,4.473581,9.701894,3.739830,10.642140,5.401170,0,3.308717,6.447589,0.000000,13.349126,5.652147,5.979393,8.296010,10.362051,8.454969,5.951584,8.873642,5.686441,9.487959,6.114246,8.984333,7.661999,10.243990,8.207427,9.931267,8.989429,0,0.01019,0.02521,-0.00580,-0.00793,0.00735,-0.01367,0.00723,-0.00099,1.17160,0.10122,3.27713
0.020,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.483444,102.097565,93.738007,91.056229,4.940219,9.356095,4.482827,9.721931,3.742488,10.633480,5.408276,0,3.324459,6.477367,0.000000,13.364011,5.654823,5.969095,8.297791,10.350791,8.464725,5.956511,8.865849,5.716131,9.495779,6.132729,8.993655,7.678921,10.251726,8.222005,9.936893,9.006627,0,-0.03192,-0.00954,-0.03998,-0.01775,0.00922,-0.01331,0.01114,0.01190,1.18750,0.11317,3.27766
0.021,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.804718,100.495720,92.806244,90.818970,4.954079,9.450083,4.492073,9.741967,3.745147,10.624820,5.415382,0,3.340202,6.507145,0.000000,13.378896,5.657500,5.958798,8.299571,10.339531,8.474480,5.961439,8.858058,5.745821,9.503600,6.151212,9.002977,7.695843,10.259462,8.236583,9.942520,9.023826,0,-0.01855,0.00449,-0.00900,-0.01418,0.00739,-0.01384,0.02158,0.00092,1.20203,0.08982,3.27737
0.022,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.125992,98.893883,91.874481,90.581703,4.967993,9.544069,4.501319,9.762004,3.747805,10.616158,5.422487,0,3.355945,6.536923,0.000000,13.393781,5.660176,5.948500,8.301352,10.328271,8.484235,5.966366,8.850266,5.775511,9.511420,6.169695,9.012300,7.712766,10.267199,8.251161,9.948147,9.041024,0,-0.02338,0.00298,-0.02960,-0.01436,0.00894,-0.01170,-0.06039,0.00511,1.21817,0.08583,3.27646
0.023,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.025597,96.605453,90.491325,90.296387,4.982218,9.631850,4.511086,9.776830,3.750391,10.607230,5.428787,0,3.372011,6.573627,0.000000,13.406149,5.663019,5.938187,8.303217,10.317760,8.490417,5.966305,8.834609,5.782434,9.549243,6.196730,9.021647,7.731088,10.276967,8.268007,9.955539,9.056252,0,-0.01923,0.01476,-0.01480,-0.01624,0.00787,-0.01297,0.00937,-0.00832,1.24121,0.10409,3.27611
0.024,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.807648,93.815742,88.778610,89.975983,4.996604,9.715100,4.521232,9.787852,3.752925,10.598104,5.434499,0,3.388314,6.615387,0.000000,13.416677,5.665984,5.927861,8.305145,10.307796,8.493991,5.962602,8.813209,5.772735,9.608971,6.230008,9.031015,7.750432,10.288219,8.286510,9.964219,9.070039,0,-0.02438,-0.00105,-0.01740,-0.01704,0.00861,-0.01198,0.00061,0.00687,1.25876,0.09747,3.27618
0.025,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.589706,91.026031,87.065895,89.655579,5.010786,9.798351,4.531378,9.798874,3.755458,10.588980,5.440210,0,3.404617,6.657147,0.000000,13.427207,5.668949,5.917535,8.307073,10.297831,8.497564,5.958899,8.791808,5.763036,9.668697,6.263287,9.040382,7.769777,10.299472,8.305012,9.972899,9.083827,0,-0.01843,0.00549,-0.00961,-0.00983,0.00793,-0.01321,-0.00354,0.00412,1.27332,0.09208,3.27635
0.026,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.371765,88.236320,85.353180,89.335167,5.024862,9.881601,4.541524,9.809896,3.757992,10.579855,5.445921,0,3.420920,6.698908,0.000000,13.437737,5.671914,5.907209,8.309001,10.287866,8.501138,5.955197,8.770408,5.753337,9.728425,6.296565,9.049750,7.789122,10.310725,8.323514,9.981580,9.097615,0,-0.01627,-0.00858,-0.01465,-0.01732,0.00693,-0.01299,-0.01892,0.00282,1.29102,0.10217,3.27657
0.027,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.398819,85.458267,83.997948,88.683960,5.038126,9.940428,4.551640,9.821903,3.760499,10.570666,5.450232,0,3.436840,6.746830,0.000000,13.445253,5.674790,5.897059,8.311113,10.278637,8.502102,5.981532,8.778996,5.805387,9.777608,6.335061,9.057203,7.818707,10.319094,8.344548,9.991095,9.117067,0,-0.01791,-0.01215,0.00305,-0.01726,0.00705,-0.01129,0.05185,0.01472,1.30069,0.11441,3.27685
0.028,0.000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.334854,82.688721,82.903717,87.791237,5.050970,9.981423,4.561732,9.834630,3.762989,10.561433,5.453518,0,3.452482,6.799250,0.000000,13.450570,5.677602,5.887037,8.313361,10.269944,8.501161,6.029799,8.809479,5.902522,9.819094,6.377366,9.063257,7.855767,10.325356,8.367431,10.001219,9.140655,0,-0.02057,0.00179,-0.02991,-0.00792,0.00870,-0.01418,-0.00674,0.00633,1.31143,0.10540,3.27715
0.029,0.000000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155.270905,79.919182,81.809486,86.898514,5.062903,10.022419,4.571825,9.847356,3.765478,10.552198,5.456805,0,3.468123,6.851670,1.839007,13.455888,5.680415,5.877016,8.315609,10.261252,8.500219,6.078065,8.839962,5.999656,9.860579,6.419672,9.069312,7.892828,10.331619,8.390314,10.011342,9.164242,0,-0.01913,0.00383,-0.01923,-0.01624,0.00925,-0.01218,-0.00040,0.00740,1.32416,0.09807,3.27698
0.030,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.206940,77.149643,80.715256,86.005791,5.074366,10.063415,4.581917,9.860083,3.767967,10.542964,5.460091,0,3.483764,6.904090,4.625381,13.461205,5.683227,5.866993,8.317857,10.252560,8.499278,6.126331,8.870444,6.096790,9.902065,6.461977,9.075367,7.929889,10.337882,8.413197,10.021466,9.187829,0,-0.01859,0.00407,-0.01053,-0.01280,0.00827,-0.01248,-0.04321,-0.00420,1.33737,0.11258,3.27644
0.031,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.934555,74.200699,79.966393,84.896225,5.084970,10.072965,4.592067,9.873134,3.770454,10.533579,5.462183,0,3.500036,6.962309,5.574178,13.463951,5.686005,5.856741,8.320305,10.245566,8.539391,6.206385,8.935106,6.199657,9.927488,6.505939,9.082868,7.970505,10.350568,8.436975,10.029476,9.213517,0,-0.01819,0.00307,-0.02838,-0.01303,0.00867,-0.01213,0.02078,0.00664,1.35233,0.11127,3.27643
0.032,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.319672,71.120766,79.469681,83.628342,5.095133,10.059556,4.602259,9.886423,3.772938,10.524083,5.463400,0,3.516769,7.024761,5.576344,13.464820,5.688757,5.846321,8.322900,10.239813,8.609475,6.309647,9.024721,6.306710,9.941183,6.551110,9.091424,8.013718,10.367943,8.461408,10.035943,9.240740,0,-0.01541,0.00163,-0.02579,-0.01308,0.00912,-0.01285,-0.00470,0.00198,1.36780,0.09375,3.27681
0.033,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.704788,68.040840,78.972977,82.360458,5.104531,10.046147,4.612451,9.899713,3.775423,10.514587,5.464619,0,3.533502,7.087213,5.578289,13.465690,5.691510,5.835900,8.325494,10.234058,8.679560,6.412909,9.114336,6.413763,9.954879,6.596281,9.099980,8.056930,10.385318,8.485840,10.042409,9.267962,0,-0.01913,0.00246,-0.02686,-0.01326,0.00928,-0.01183,0.01215,0.00397,1.37827,0.09288,3.27680
0.034,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.089905,64.960915,78.476273,81.092583,5.113536,10.032739,4.622643,9.913002,3.777907,10.505092,5.465837,0,3.550236,7.149664,5.580122,13.466558,5.694263,5.825480,8.328089,10.228305,8.749645,6.516171,9.203951,6.520816,9.968575,6.641452,9.108538,8.100142,10.402693,8.510272,10.048876,9.295184,0,-0.01822,0.00351,-0.04578,-0.01433,0.00821,-0.01259,-0.04413,0.00877,1.38748,0.09835,3.27650
0.035,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.239868,60.915535,78.029175,79.837723,5.121835,9.987933,4.633037,9.923406,3.781127,10.496237,5.466631,0,3.566461,7.214954,5.581872,13.464919,5.697030,5.814926,8.331494,10.224402,8.783373,6.625699,9.257856,6.608641,9.981488,6.678643,9.118109,8.142864,10.418295,8.533725,10.057098,9.320981,0,-0.01630,0.00471,-0.05096,-0.01286,0.00479,-0.01476,0.01227,-0.00656,1.39600,0.09804,3.27637
0.036,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.218155,56.165283,77.618286,78.592377,5.129771,9.920205,4.643579,9.931703,3.784884,10.487849,5.467117,0,3.582317,7.282316,5.583579,13.461448,5.699807,5.804276,8.335492,10.221850,8.790557,6.739801,9.285691,6.682427,9.993833,6.710008,9.128422,8.185228,10.432603,8.556462,10.066605,9.345737,0,-0.01816,0.00011,-0.00931,-0.01343,0.01205,-0.01169,0.00507,0.00336,1.40454,0.08464,3.27637
0.037,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.196442,51.415031,77.207405,77.347031,5.136846,9.852477,4.654120,9.940000,3.788640,10.479463,5.467602,0,3.598172,7.349678,5.585193,13.457977,5.702583,5.793626,8.339489,10.219299,8.797742,6.853904,9.313527,6.756214,10.006177,6.741373,9.138735,8.227593,10.446910,8.579200,10.076111,9.370492,0,-0.01910,0.00398,-0.02975,-0.01207,0.00885,-0.01321,0.00137,0.01564,1.40692,0.07982,3.27650
0.038,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.174713,46.664780,76.796524,76.101685,5.143476,9.784749,4.664662,9.948297,3.792397,10.471075,5.468087,0,3.614028,7.417040,5.586759,13.454506,5.705360,5.782976,8.343487,10.216748,8.804926,6.968007,9.341362,6.830000,10.018521,6.772738,9.149048,8.269958,10.461218,8.601937,10.085617,9.395248,0,-0.01688,0.00394,-0.01572,-0.01318,0.00894,-0.01320,0.01001,0.00145,1.41998,0.09773,3.27673
0.039,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.718430,42.685093,76.565414,74.616638,5.149114,9.697356,4.674598,9.958288,3.796468,10.463671,5.468144,0,3.629035,7.486645,5.588204,13.448104,5.708244,5.772438,8.347342,10.217090,8.810395,7.105119,9.351500,6.921694,10.005198,6.810353,9.161309,8.316017,10.477330,8.626491,10.097914,9.415552,0,-0.01855,0.00298,-0.02136,-0.01331,0.00861,-0.01245,-0.01425,0.00114,1.43109,0.10422,3.27691
0.040,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.944870,39.267990,76.465561,72.956596,5.154240,9.595606,4.684091,9.969519,3.800769,10.456985,5.467889,0,3.643423,7.557888,5.589588,13.439561,5.711207,5.761981,8.351091,10.219543,8.814613,7.259031,9.348716,7.026463,9.973134,6.852530,9.174993,8.364776,10.494761,8.652369,10.112248,9.432607,0,-0.01776,0.00368,-0.02197,-0.01234,0.00793,-0.01312,0.00504,0.00160,1.44244,0.09483,3.27706
0.041,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.171295,35.850891,76.365707,71.296547,5.158623,9.493855,4.693584,9.980748,3.805070,10.450297,5.467634,0,3.657812,7.629131,5.590935,13.431019,5.714170,5.751524,8.354842,10.221997,8.818831,7.412943,9.345932,7.131231,9.941071,6.894708,9.188675,8.413534,10.512191,8.678248,10.126583,9.449660,0,-0.01593,0.00552,-0.01785,-0.01483,0.00949,-0.01263,-0.00522,0.00221,1.44788,0.09128,3.27713
0.042,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.397736,32.433788,76.265854,69.636497,5.162624,9.392105,4.703078,9.991979,3.809371,10.443611,5.467379,0,3.672200,7.700374,5.592264,13.422477,5.717133,5.741068,8.358592,10.224450,8.823050,7.566855,9.343148,7.235999,9.909007,6.936885,9.202358,8.462293,10.529621,8.704128,10.140918,9.466715,0,-0.01682,0.00334,-0.02274,-0.01416,0.00726,-0.01363,0.04196,0.00305,1.45419,0.09940,3.27713
0.043,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.724396,30.121481,76.358543,67.939659,5.166239,9.285089,4.712174,10.002055,3.815478,10.438028,5.467097,0,3.685292,7.771627,5.593659,13.412542,5.720314,5.730808,8.363266,10.227405,8.847140,7.684603,9.351678,7.308764,9.879910,6.971715,9.216918,8.514403,10.549537,8.728029,10.155062,9.486125,0,-0.01831,0.00478,-0.02121,-0.01305,0.00809,-0.01402,0.01532,-0.00099,1.45950,0.11723,3.27696
0.044,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.124252,28.615786,76.591812,66.215950,5.169655,9.174227,4.720980,10.011291,3.822903,10.433250,5.466796,0,3.697438,7.842887,5.595089,13.401591,5.723655,5.720693,8.368612,10.230723,8.885740,7.775946,9.368466,7.358165,9.852976,7.001181,9.232117,8.568962,10.571266,8.750486,10.169066,9.507255,0,-0.01877,0.00414,-0.02045,-0.01340,0.00900,-0.01291,0.00339,0.00305,1.46262,0.10716,3.27665
0.045,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.524094,27.110090,76.825081,64.492241,5.173032,9.063365,4.729786,10.020526,3.830329,10.428473,5.466496,0,3.709585,7.914146,5.596630,13.390640,5.726996,5.710577,8.373960,10.234043,8.924340,7.867289,9.385256,7.407565,9.826043,7.030646,9.247315,8.623520,10.592996,8.772943,10.183071,9.528385,0,-0.01801,0.00441,-0.02029,-0.01312,0.00876,-0.01138,0.00006,0.00366,1.46783,0.09369,3.27665
0.046,0.000000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.923950,25.604395,77.058350,62.768532,5.176389,8.952502,4.738592,10.029761,3.837754,10.423696,5.466195,0,3.721731,7.985406,5.598227,13.379689,5.730338,5.700462,8.379307,10.237362,8.962940,7.958632,9.402045,7.456964,9.799110,7.060112,9.262514,8.678078,10.614726,8.795401,10.197076,9.549516,0,-0.01981,0.00356,-0.01984,-0.01462,0.00955,-0.01416,-0.00720,0.01373,1.47076,0.09847,3.27688
