"Time","v2 R COP","67 LDS cle","66 RDS cle","65 L marks","64 R marks","63 sinus 2","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","v3 L COP","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.741,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.072510,42.447773,86.210503,40.551849,5.465681,0.161582,5.457039,12.476388,4.761370,12.992403,5.967023,0,4.274042,11.377131,5.884491,15.264621,5.801686,7.826663,8.302984,13.098503,8.343535,11.703526,8.423751,11.044364,8.723756,10.465644,9.155732,11.967322,10.478489,11.495433,10.066512,12.202932,0,-0.01807,0.00372,-0.02060,-0.01553,0.00870,-0.01311,0.00461,0.00214,0.53394,0.10803,3.27737
0.742,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.426819,42.513718,86.233505,40.754726,5.458488,0.017304,5.457397,12.471612,4.758969,12.980770,5.965785,0,4.274837,11.370802,5.882380,15.251363,5.798871,7.814672,8.301543,13.087858,8.345628,11.722311,8.419427,11.050811,8.716306,10.468617,9.151794,11.963648,10.472212,11.487891,10.064564,12.199230,0,-0.01901,0.00409,-0.02029,-0.01413,0.00809,-0.01369,0.00473,0.00183,0.50854,0.09050,3.27699
0.743,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.012527,42.583702,86.254448,40.976131,5.450735,-0.144542,5.457504,12.468008,4.756417,12.969042,5.964349,0,4.275235,11.364078,5.880032,15.237717,5.795685,7.802233,8.300520,13.077118,8.344814,11.725897,8.411469,11.050722,8.709898,10.462846,9.147238,11.956646,10.467046,11.480502,10.062408,12.193019,0,-0.01755,0.00482,-0.02182,-0.01443,0.00742,-0.01181,0.00629,0.00191,0.48569,0.10003,3.27709
0.744,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.767197,42.656639,86.273888,41.211063,5.442694,-0.319216,5.457430,12.465259,4.753755,12.957244,5.962768,0,4.275344,11.357064,5.877563,15.223787,5.792231,7.789467,8.299800,13.066309,8.341879,11.718384,8.400855,11.045861,8.704250,10.450691,9.142229,11.947214,10.462692,11.473225,10.060102,12.184975,0,-0.01825,0.00255,-0.02182,-0.01360,0.00739,-0.01323,-0.00012,0.00305,0.45978,0.10736,3.27754
0.745,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.521851,42.729576,86.293327,41.445999,5.433951,-0.493890,5.457355,12.462509,4.751093,12.945446,5.961187,0,4.275452,11.350051,5.875034,15.209858,5.788776,7.776701,8.299080,13.055501,8.338943,11.710871,8.390242,11.040999,8.698602,10.438536,9.137220,11.937782,10.458339,11.465947,10.057795,12.176931,0,-0.01642,0.00456,-0.02136,-0.01312,0.00830,-0.01227,0.00867,0.00229,0.43146,0.09255,3.27765
0.746,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.276505,42.802509,86.312767,41.680931,5.424848,-0.668564,5.457282,12.459760,4.748431,12.933648,5.959606,0,4.275560,11.343038,5.872474,15.195930,5.785321,7.763936,8.298360,13.044692,8.336007,11.703358,8.379628,11.036139,8.692954,10.426381,9.132212,11.928350,10.453985,11.458669,10.055488,12.168887,0,-0.01880,0.00301,-0.02121,-0.01294,0.00888,-0.01250,0.00272,0.00237,0.38443,0.07935,3.27750
0.747,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.511490,42.578518,86.267876,41.881081,5.414916,-0.854456,5.456503,12.452516,4.746109,12.921956,5.958231,0,4.274964,11.335357,5.870045,15.182226,5.781870,7.751288,8.297461,13.033945,8.332525,11.693912,8.376144,11.024432,8.691814,10.410688,9.126341,11.914850,10.448353,11.447518,10.051348,12.159397,0,-0.01718,0.00275,-0.01999,-0.01418,0.00812,-0.01259,0.00461,0.00160,0.36249,0.09335,3.27722
0.748,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.097153,42.137741,86.176025,42.055828,5.404558,-1.048539,5.455211,12.441990,4.744036,12.910341,5.957008,0,4.273854,11.327187,5.867683,15.168690,5.778422,7.738728,8.296432,13.023244,8.328644,11.683052,8.377864,11.007729,8.693967,10.392412,9.119841,11.898380,10.441785,11.433539,10.045871,12.148850,0,-0.01752,0.00360,-0.01923,-0.01329,0.00754,-0.01234,0.00620,0.00290,0.33447,0.10775,3.27684
0.749,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.682816,41.696960,86.084167,42.230576,5.393681,-1.242622,5.453919,12.431465,4.741962,12.898727,5.955784,0,4.272744,11.319017,5.865354,15.155152,5.774974,7.726166,8.295402,13.012543,8.324763,11.672194,8.379584,10.991024,8.696119,10.374137,9.113340,11.881909,10.435218,11.419560,10.040393,12.138303,0,-0.01828,0.00369,-0.01770,-0.01332,0.00888,-0.01260,0.01434,0.00427,0.31168,0.08916,3.27672
0.750,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159.268494,41.256180,85.992317,42.405323,5.382536,-1.436704,5.452627,12.420939,4.739889,12.887113,5.954561,0,4.271634,11.310847,5.863040,15.141615,5.771526,7.713605,8.294373,13.001841,8.320882,11.661335,8.381305,10.974320,8.698272,10.355862,9.106839,11.865439,10.428651,11.405582,10.034916,12.127756,0,-0.01736,0.00381,-0.02090,-0.01335,0.00748,-0.01292,-0.01047,0.00107,0.28430,0.08224,3.27679
0.751,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.678787,40.927120,85.971062,42.605446,5.371216,-1.631515,5.450899,12.411927,4.737989,12.875550,5.953228,0,4.269782,11.301746,5.860622,15.128082,5.768002,7.701170,8.293067,12.991188,8.317131,11.650248,8.380727,10.960163,8.695543,10.338595,9.101075,11.850970,10.423205,11.391505,10.030145,12.116627,0,-0.01724,0.00169,-0.02472,-0.01317,0.00784,-0.01274,0.01611,0.00229,0.25940,0.10183,3.27674
0.752,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.961060,40.679623,86.001358,42.824089,5.359806,-1.826856,5.448853,12.404017,4.736215,12.864026,5.951814,0,4.267389,11.291966,5.858151,15.114552,5.764424,7.688826,8.291562,12.980571,8.313475,11.638994,8.378472,10.947866,8.689251,10.322065,9.095849,11.837962,10.418578,11.377357,10.025890,12.105073,0,-0.01602,0.00401,-0.02029,-0.01283,0.00803,-0.01231,0.00281,0.00092,0.22055,0.11929,3.27659
0.753,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.243317,40.432129,86.031654,43.042732,5.348166,-2.022198,5.446806,12.396109,4.734441,12.852502,5.950400,0,4.264996,11.282186,5.855649,15.101024,5.760845,7.676483,8.290056,12.969954,8.309818,11.627741,8.376218,10.935570,8.682960,10.305535,9.090623,11.824953,10.413951,11.363210,10.021635,12.093518,0,-0.01895,0.00389,-0.01953,-0.01129,0.00830,-0.01270,0.00378,0.00328,0.18158,0.11155,3.27665
0.754,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.525589,40.184631,86.061943,43.261379,5.336407,-2.217540,5.444760,12.388200,4.732667,12.840978,5.948987,0,4.262603,11.272406,5.853132,15.087494,5.757267,7.664139,8.288550,12.959336,8.306162,11.616488,8.373963,10.923272,8.676667,10.289005,9.085397,11.811945,10.409324,11.349062,10.017381,12.081964,0,-0.01935,0.00374,-0.01984,-0.01234,0.00610,-0.01297,0.00427,0.00290,0.15799,0.09524,3.27688
0.755,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.549561,40.098152,86.131935,43.517204,5.324269,-2.420734,5.442466,12.378187,4.730779,12.829439,5.947517,0,4.259642,11.261804,5.850665,15.074265,5.753714,7.651914,8.286912,12.948124,8.302663,11.604440,8.371047,10.913184,8.670848,10.276271,9.079912,11.798184,10.404366,11.337214,10.014108,12.071908,0,-0.01654,0.00423,-0.02136,-0.01395,0.00903,-0.01276,0.01364,0.00298,0.13071,0.09267,3.27702
0.756,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.384949,40.129234,86.230911,43.800179,5.311936,-2.629661,5.439992,12.366639,4.728807,12.817891,5.946006,0,4.256267,11.250603,5.848225,15.061255,5.750180,7.639777,8.285176,12.936478,8.299277,11.591812,8.367647,10.904708,8.665374,10.266306,9.074241,11.783875,10.399170,11.327044,10.011553,12.062944,0,-0.01901,0.00288,-0.02655,-0.01369,0.00705,-0.01180,0.00656,0.00305,0.10391,0.10879,3.27710
0.757,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.220337,40.160313,86.329887,44.083149,5.299167,-2.838588,5.437519,12.355090,4.726835,12.806342,5.944495,0,4.252892,11.239402,5.845685,15.048244,5.746646,7.627639,8.283440,12.924831,8.295893,11.579185,8.364247,10.896232,8.659900,10.256342,9.068569,11.769566,10.393972,11.316875,10.008998,12.053982,0,-0.01639,0.00340,-0.00580,-0.01425,0.00949,-0.01346,0.00272,0.00298,0.07852,0.10381,3.27687
0.758,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.055725,40.191395,86.428864,44.366123,5.286172,-3.047514,5.435044,12.343542,4.724864,12.794794,5.942984,0,4.249517,11.228200,5.843093,15.035233,5.743112,7.615501,8.281704,12.913185,8.292508,11.566558,8.360847,10.887756,8.654426,10.246377,9.062898,11.755257,10.388776,11.306705,10.006443,12.045018,0,-0.02066,0.00432,-0.02594,-0.01361,0.00696,-0.01204,0.00198,0.00282,0.03830,0.08499,3.27641
0.759,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.761429,40.277466,86.587608,44.582981,5.272709,-3.261350,5.431995,12.329673,4.722572,12.783047,5.941310,0,4.246250,11.215912,5.840254,15.022265,5.739146,7.603432,8.279992,12.900958,8.288632,11.553247,8.356363,10.871943,8.652646,10.230485,9.057937,11.739423,10.383544,11.295276,10.003077,12.034387,0,-0.01712,0.00317,-0.02106,-0.01317,0.00793,-0.01341,-0.00098,0.00305,0.00275,0.07755,3.27643
0.760,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.372421,40.403683,86.789978,44.751572,5.259005,-3.478770,5.428526,12.314110,4.720047,12.771153,5.939516,0,4.243061,11.202830,5.837288,15.009327,5.734865,7.591413,8.278298,12.888308,8.284400,11.539438,8.351086,10.850772,8.653563,10.210264,9.053494,11.722477,10.378288,11.282925,9.999117,12.022538,0,-0.01740,0.00266,-0.02045,-0.01486,0.00836,-0.01265,0.02127,0.00320,-0.02292,0.09448,3.27681
0.761,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.983429,40.529903,86.992355,44.920158,5.244816,-3.696191,5.425057,12.298547,4.717523,12.759260,5.937722,0,4.239872,11.189748,5.834235,14.996389,5.730584,7.579394,8.276604,12.875657,8.280167,11.525629,8.345809,10.829600,8.654481,10.190044,9.049053,11.705531,10.373033,11.270575,9.995158,12.010689,0,-0.01871,0.00342,-0.02197,-0.01295,0.00858,-0.01263,0.02832,0.00160,-0.04904,0.10759,3.27706
0.762,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.594421,40.656120,87.194725,45.088745,5.230378,-3.913611,5.421588,12.282984,4.714998,12.747368,5.935928,0,4.236684,11.176666,5.831136,14.983451,5.726303,7.567376,8.274910,12.863008,8.275933,11.511820,8.340531,10.808430,8.655398,10.169824,9.044611,11.688585,10.367777,11.258224,9.991199,11.998839,0,-0.01834,0.00406,-0.02335,-0.01408,0.00671,-0.01337,-0.00073,0.00374,-0.07373,0.08909,3.27722
0.763,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.596832,40.652214,87.433563,45.172146,5.215450,-4.136722,5.417557,12.271471,4.712235,12.735120,5.933986,0,4.233913,11.163126,5.828119,14.970442,5.722148,7.555105,8.273723,12.849957,8.273874,11.498318,8.335896,10.791931,8.653278,10.152707,9.041877,11.672993,10.365277,11.248840,9.988708,11.988141,0,-0.01874,0.00273,-0.02167,-0.01390,0.00757,-0.01286,-0.00073,0.00168,-0.10226,0.08269,3.27715
0.764,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.884995,40.553307,87.699020,45.193348,5.200270,-4.363987,5.413115,12.262917,4.709297,12.722613,5.931936,0,4.231449,11.149251,5.825144,14.957381,5.718087,7.542652,8.272906,12.836613,8.273403,11.485041,8.331732,10.778843,8.648939,10.137856,9.040389,11.658389,10.364791,11.241624,9.987289,11.978283,0,-0.01688,0.00351,-0.02167,-0.01395,0.00854,-0.01314,0.01010,0.00374,-0.12753,0.10030,3.27692
0.765,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.173157,40.454395,87.964485,45.214550,5.184631,-4.591252,5.408672,12.254361,4.706359,12.710106,5.929886,0,4.228984,11.135377,5.822072,14.944321,5.714026,7.530198,8.272090,12.823269,8.272932,11.471763,8.327566,10.765755,8.644601,10.123004,9.038901,11.643785,10.364305,11.234407,9.985871,11.968425,0,-0.01898,0.00290,-0.02136,-0.01425,0.00836,-0.01353,-0.00043,0.00168,-0.17847,0.10804,3.27682
0.766,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.461319,40.355488,88.229942,45.235752,5.168756,-4.818517,5.404230,12.245807,4.703422,12.697599,5.927836,0,4.226519,11.121502,5.818948,14.931260,5.709964,7.517744,8.271274,12.809926,8.272461,11.458486,8.323400,10.752666,8.640263,10.108153,9.037414,11.629182,10.363817,11.227190,9.984452,11.958567,0,-0.01712,0.00398,-0.02274,-0.01341,0.00903,-0.01158,0.00931,0.00488,-0.20496,0.09628,3.27682
0.767,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.968262,40.235596,88.418175,45.165329,5.152517,-5.043431,5.399159,12.236389,4.700484,12.684895,5.925457,0,4.224201,11.107940,5.815534,14.918478,5.705562,7.505037,8.270559,12.796398,8.270753,11.447487,8.324047,10.736884,8.636621,10.094123,9.036928,11.615043,10.364657,11.216712,9.982846,11.946589,0,-0.01828,0.00317,-0.01450,-0.01282,0.00943,-0.01263,0.00388,0.00320,-0.22995,0.09520,3.27696
0.768,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.634933,40.100388,88.550018,45.028015,5.136092,-5.266628,5.393629,12.226343,4.697547,12.672044,5.922838,0,4.221989,11.094605,5.811969,14.905898,5.700910,7.492144,8.269918,12.782736,8.268143,11.438150,8.328206,10.719135,8.633489,10.080692,9.037173,11.601242,10.366467,11.203852,9.981105,11.933062,0,-0.01724,0.00249,-0.02274,-0.01399,0.00778,-0.01184,0.00195,0.00237,-0.25464,0.10484,3.27718
0.769,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.301605,39.965176,88.681862,44.890701,5.119642,-5.489825,5.388099,12.216296,4.694611,12.659193,5.920218,0,4.219777,11.081270,5.808317,14.893318,5.696258,7.479250,8.269278,12.769074,8.265532,11.428814,8.332365,10.701386,8.630357,10.067263,9.037419,11.587441,10.368276,11.190991,9.979362,11.919535,0,-0.01825,0.00554,-0.01907,-0.01331,0.01346,-0.01247,0.00726,0.00168,-0.28024,0.11802,3.27720
0.770,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.968277,39.829967,88.813705,44.753384,5.103180,-5.713022,5.382569,12.206250,4.691674,12.646342,5.917599,0,4.217565,11.067936,5.804620,14.880738,5.691606,7.466357,8.268637,12.755412,8.262921,11.419477,8.336525,10.683638,8.627225,10.053832,9.037664,11.573642,10.370085,11.178131,9.977621,11.906009,0,-0.01859,0.00307,-0.02014,-0.01324,0.00632,-0.01297,0.00912,0.00298,-0.30673,0.10632,3.27704
0.771,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.332260,39.869164,88.901138,44.624454,5.087026,-5.919266,5.376608,12.193460,4.688775,12.633687,5.914968,0,4.215284,11.054853,5.801068,14.868330,5.687160,7.453763,8.268086,12.741772,8.259828,11.408783,8.337750,10.668859,8.622957,10.041322,9.039510,11.560574,10.370579,11.163296,9.976782,11.891135,0,-0.01773,0.00450,-0.02121,-0.01315,0.00858,-0.01216,0.00577,0.00267,-0.35220,0.10045,3.27689
0.772,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.475250,40.035694,88.956139,44.501648,5.071030,-6.113132,5.370332,12.178669,4.685903,12.621175,5.912331,0,4.212955,11.041956,5.797591,14.856047,5.682864,7.441387,8.267600,12.728147,8.256380,11.397098,8.336835,10.656251,8.617860,10.029485,9.042522,11.548041,10.370113,11.147019,9.976603,11.875279,0,-0.01822,0.00383,-0.02090,-0.01213,0.00867,-0.01187,0.00726,0.00214,-0.38278,0.11452,3.27674
0.773,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.618240,40.202225,89.011139,44.378841,5.055326,-6.306999,5.364055,12.163877,4.683030,12.608662,5.909693,0,4.210624,11.029058,5.794127,14.843764,5.678567,7.429011,8.267115,12.714520,8.252933,11.385411,8.335918,10.643642,8.612762,10.017647,9.045535,11.535509,10.369647,11.130743,9.976423,11.859424,0,-0.02066,0.00296,-0.01923,-0.01436,0.00766,-0.01358,0.02878,0.00359,-0.40692,0.10723,3.27659
0.774,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.761230,40.368755,89.066139,44.256035,5.039772,-6.500865,5.357779,12.149086,4.680158,12.596149,5.907055,0,4.208294,11.016160,5.790669,14.831481,5.674271,7.416635,8.266629,12.700895,8.249485,11.373725,8.335003,10.631033,8.607665,10.005809,9.048548,11.522977,10.369182,11.114466,9.976243,11.843568,0,-0.01910,0.00264,-0.01801,-0.01279,0.00769,-0.01440,-0.00467,0.00221,-0.42944,0.09093,3.27643
0.775,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.840149,40.556057,89.140892,44.182480,5.024455,-6.674122,5.351031,12.137268,4.677242,12.583436,5.904148,0,4.206063,11.003292,5.787046,14.819140,5.669892,7.404243,8.265641,12.687097,8.246633,11.362374,8.331936,10.621428,8.603703,9.995504,9.052238,11.510842,10.370902,11.096939,9.978530,11.828672,0,-0.01599,0.00578,-0.02243,-0.01395,0.00916,-0.01280,0.00305,0.00282,-0.45651,0.09268,3.27645
0.776,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.872299,40.758526,89.230072,44.144882,5.009261,-6.832330,5.343939,12.127622,4.674294,12.570578,5.901046,0,4.203904,10.990446,5.783338,14.806757,5.665452,7.391842,8.264288,12.673171,8.244215,11.351270,8.327297,10.614017,8.600567,9.986319,9.056421,11.498999,10.374220,11.078498,9.982618,11.814479,0,-0.01959,0.00310,-0.01923,-0.01384,0.00687,-0.01212,0.00861,0.00206,-0.47986,0.10277,3.27661
0.777,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.904434,40.960995,89.319252,44.107288,4.994513,-6.990538,5.336848,12.117974,4.671346,12.557718,5.897943,0,4.201746,10.977600,5.779552,14.794374,5.661012,7.379440,8.262934,12.659245,8.241797,11.340164,8.322659,10.606606,8.597431,9.977133,9.060605,11.487155,10.377537,11.060058,9.986706,11.800284,0,-0.01645,0.00302,-0.02121,-0.01318,0.00833,-0.01282,0.00922,0.00023,-0.52206,0.10023,3.27676
0.778,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.936569,41.163464,89.408424,44.069691,4.979994,-7.148746,5.329756,12.108328,4.668397,12.544859,5.894841,0,4.199586,10.964754,5.775727,14.781991,5.656571,7.367039,8.261580,12.645319,8.239381,11.329060,8.318021,10.599195,8.594296,9.967947,9.064790,11.475312,10.380854,11.041617,9.990793,11.786091,0,-0.01788,0.00450,-0.02075,-0.01335,0.00888,-0.01245,0.00406,0.00343,-0.55063,0.08183,3.27691
0.779,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.982407,41.411747,89.589119,44.110210,4.966177,-7.275131,5.322295,12.094626,4.665392,12.532122,5.891781,0,4.197365,10.952007,5.771956,14.769930,5.652166,7.354606,8.260258,12.631039,8.238122,11.316484,8.316827,10.587681,8.591684,9.958096,9.068163,11.462925,10.383810,11.026056,9.994540,11.771776,0,-0.01755,0.00432,-0.01999,-0.01398,0.00818,-0.01207,0.00314,0.00183,-0.57828,0.09397,3.27663
0.780,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.038254,41.693478,89.836624,44.207760,4.952720,-7.378282,5.314564,12.077964,4.662344,12.519472,5.888752,0,4.195097,10.939331,5.768214,14.758103,5.647786,7.342151,8.258960,12.616500,8.237710,11.302836,8.318150,10.573172,8.589456,9.947759,9.070944,11.450141,10.386502,11.012598,9.998038,11.757373,0,-0.01849,0.00243,-0.01923,-0.01326,0.00888,-0.01268,-0.01117,0.00214,-0.60400,0.11186,3.27602
0.781,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.094101,41.975208,90.084122,44.305309,4.940095,-7.481432,5.306834,12.061302,4.659297,12.506824,5.885723,0,4.192829,10.926656,5.764517,14.746277,5.643406,7.329695,8.257661,12.601961,8.237298,11.289188,8.319471,10.558663,8.587228,9.937422,9.073726,11.437357,10.389195,10.999140,10.001537,11.742970,0,-0.01755,0.00468,-0.02045,-0.01361,0.00870,-0.01219,0.01715,0.00168,-0.62589,0.09632,3.27606
0.782,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.149948,42.256943,90.331627,44.402859,4.927897,-7.584583,5.299103,12.044641,4.656250,12.494174,5.882693,0,4.190561,10.913980,5.760845,14.734449,5.639026,7.317239,8.256363,12.587422,8.236885,11.275540,8.320794,10.544154,8.584999,9.927085,9.076507,11.424573,10.391888,10.985681,10.005035,11.728567,0,-0.01797,0.00226,-0.02060,-0.01414,0.00809,-0.01222,0.00140,0.00305,-0.65005,0.08459,3.27660
0.783,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.382507,42.490089,90.549309,44.570141,4.916579,-7.655948,5.291260,12.027985,4.652893,12.481339,5.879639,0,4.188194,10.901213,5.757190,14.722981,5.634797,7.304514,8.255397,12.573132,8.234162,11.258912,8.319685,10.526827,8.582431,9.915886,9.079528,11.410946,10.394717,10.973098,10.009573,11.715088,0,-0.01801,0.00380,-0.02029,-0.01385,0.00839,-0.01236,-0.00418,0.00252,-0.68640,0.10638,3.27704
0.784,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.744064,42.687763,90.745209,44.788334,4.905713,-7.704106,5.283336,12.011334,4.649311,12.468369,5.876565,0,4.185753,10.888380,5.753542,14.711776,5.630678,7.291592,8.254674,12.559021,8.229752,11.240108,8.316802,10.507442,8.579614,9.904058,9.082724,11.396704,10.397646,10.961154,10.014869,11.702283,0,-0.01810,0.00412,-0.02045,-0.01382,0.00821,-0.01285,0.02396,0.00542,-0.71713,0.11869,3.27742
0.785,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.105621,42.885437,90.941116,45.006531,4.895563,-7.752264,5.275412,11.994683,4.645728,12.455398,5.873492,0,4.183312,10.875547,5.749957,14.700570,5.626559,7.278670,8.253951,12.544911,8.225341,11.221303,8.313918,10.488058,8.576797,9.892228,9.085919,11.382462,10.400574,10.949210,10.020164,11.689478,0,-0.01938,0.00415,-0.01862,-0.01395,0.00610,-0.01138,0.03998,-0.00160,-0.73911,0.09991,3.27741
0.786,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.467178,43.083111,91.137016,45.224724,4.885781,-7.800423,5.267487,11.978032,4.642145,12.442427,5.870419,0,4.180872,10.862715,5.746404,14.689364,5.622440,7.265748,8.253228,12.530801,8.220931,11.202498,8.311035,10.468674,8.573979,9.880400,9.089115,11.368219,10.403502,10.937266,10.025461,11.676672,0,-0.01852,0.00386,-0.02075,-0.01343,0.00711,-0.01190,-0.00653,0.00420,-0.76227,0.10785,3.27711
0.787,0.000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.862991,43.235985,91.261330,45.237423,4.876567,-7.822211,5.259410,11.961871,4.638256,12.429048,5.867482,0,4.178446,10.850014,5.742957,14.678130,5.618464,7.252586,8.252622,12.516141,8.218184,11.182949,8.312661,10.448925,8.570992,9.868184,9.092778,11.353509,10.407038,10.920821,10.032188,11.661763,0,-0.01849,0.00368,-0.02121,-0.01288,0.00723,-0.01152,0.00897,0.00191,-0.78287,0.12570,3.27663
