"Time","63 sinus","62 rm dwn st","61 rm dwn sw","60 rmp up st","59 rmp up sw","58 Ramp down","57 Ramp up","56 right DS","54 lHL swoff","53 lHL swon","52 rHL swoff","51 rHL swon","50 lFL swoff","49 lFL swon","48 rFL swoff","47 rFL swon","46 sw offset","45 sw onset","44 ramnp dwn","43 ramp up","42 sinus rmp","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v2 R COP","66 RDS cle","64 R marks","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","55 left DS","67 LDS cle","65 L marks","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.415558,57.550335,64.372063,108.905876,0.000000,0,0,6.045031,1.520925,5.987872,13.571252,4.825520,14.910574,6.106269,10.197119,0.000000,0,0,0,16.300547,0,4.833268,6.793051,11.469679,7.748783,14.990137,7.966263,10.079760,8.525316,10.157181,9.088363,10.338472,8.013454,11.257228,9.206860,11.793996,9.139079,12.580215,0,-0.02103,0.00378,-0.02055,-0.01740,0.00865,-0.01163,0.01769,0.00470,0.00001,0.09209,3.27654
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.812378,57.012985,64.201775,108.739799,0.000000,0,0,6.044433,1.391754,5.989249,13.570157,4.825536,14.899130,6.105382,10.208906,0.000000,0,0,0,16.305538,0,4.821774,6.792725,11.457311,7.749034,14.978836,7.975813,10.092780,8.526720,10.167764,9.084257,10.339877,8.008125,11.260575,9.203382,11.794065,9.137564,12.579989,0,-0.01870,0.00151,-0.01909,-0.01147,0.00764,-0.01227,-0.00251,0.00167,0.00016,0.07867,3.27613
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.156448,56.541199,63.995621,108.400024,0.000000,0,0,6.043623,1.283624,5.989991,13.566790,4.825518,14.887847,6.103795,10.221219,0.000000,0,0,0,16.310726,0,4.811277,6.792158,11.445276,7.749348,14.967895,7.973627,10.105852,8.521064,10.176081,9.075416,10.341899,8.001792,11.266446,9.199448,11.791437,9.135483,12.577501,0,-0.01884,0.00391,-0.00984,-0.01479,0.00866,-0.01260,0.01481,0.00259,0.00015,0.11497,3.27681
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.500534,56.069412,63.789467,108.060242,0.000000,0,0,6.042709,1.175494,5.990733,13.563421,4.825499,14.876564,6.102207,10.233531,0.000000,0,0,0,16.315912,0,4.800781,6.791590,11.433242,7.749661,14.956954,7.971441,10.118925,8.515407,10.184399,9.066573,10.343922,7.995458,11.272317,9.195514,11.788809,9.133402,12.575012,0,-0.01741,0.00212,-0.02671,-0.01132,0.00768,-0.01094,0.00107,0.00497,-0.00013,0.11239,3.27721
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.844604,55.597626,63.583313,107.720467,0.000000,0,0,6.041644,1.067364,5.991476,13.560054,4.825480,14.865280,6.100620,10.245844,0.000000,0,0,0,16.321098,0,4.790285,6.791023,11.421206,7.749974,14.946012,7.969254,10.131997,8.509750,10.192716,9.057732,10.345943,7.989124,11.278189,9.191579,11.786181,9.131321,12.572524,0,-0.01627,0.00428,-0.00856,-0.01453,0.00885,-0.01207,0.00139,0.00333,0.00001,0.09993,3.27698
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.154419,55.143303,63.368153,107.354774,0.000000,0,0,6.040529,0.970443,5.992268,13.559192,4.825483,14.854020,6.098760,10.258322,0.000000,0,0,0,16.326340,0,4.780542,6.790369,11.409163,7.750223,14.934888,7.965473,10.145451,8.502577,10.202121,9.048628,10.348308,7.982540,11.285162,9.188149,11.784313,9.129329,12.570418,0,-0.01510,0.00265,-0.04182,-0.00989,0.00809,-0.01301,0.00632,0.00331,-0.00014,0.10904,3.27680
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.393402,54.725090,63.134365,106.935493,0.000000,0,0,6.039344,0.896697,5.993163,13.563509,4.825531,14.842809,6.096335,10.271140,0.000000,0,0,0,16.331694,0,4.772356,6.789533,11.397102,7.750336,14.923382,7.958392,10.159692,8.492267,10.213775,9.038983,10.351380,7.975435,11.294416,9.185765,11.784017,9.127519,12.569103,0,-0.02116,0.00401,-0.00640,-0.01505,0.00712,-0.01339,0.00693,0.00282,0.00002,0.10237,3.27672
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.632385,54.306877,62.900578,106.516220,0.000000,0,0,6.038194,0.822951,5.994058,13.567826,4.825578,14.831596,6.093912,10.283959,0.000000,0,0,0,16.337048,0,4.764170,6.788697,11.385040,7.750449,14.911876,7.951310,10.173934,8.481956,10.225429,9.029340,10.354453,7.968330,11.303671,9.183381,11.783719,9.125709,12.567789,0,-0.01712,0.00310,-0.02260,-0.01409,0.00803,-0.01187,-0.00534,0.00563,0.00001,0.08031,3.27662
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.871368,53.888664,62.666790,106.096939,0.000000,0,0,6.037093,0.749205,5.994953,13.572145,4.825625,14.820385,6.091487,10.296778,0.000000,0,0,0,16.342400,0,4.755984,6.787861,11.372979,7.750563,14.900370,7.944229,10.188175,8.471646,10.237082,9.019695,10.357526,7.961226,11.312925,9.180997,11.783422,9.123898,12.566475,0,-0.01934,0.00301,-0.02916,-0.01375,0.00728,-0.01219,0.00567,0.00531,-0.00013,0.08309,3.27647
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.188385,53.505531,62.399162,105.651985,0.000000,0,0,6.036105,0.681824,5.995721,13.575155,4.825646,14.809185,6.089014,10.309709,0.000000,0,0,0,16.348036,0,4.748419,6.786941,11.360916,7.750667,14.888884,7.939775,10.204394,8.464166,10.249459,9.009070,10.361706,7.953821,11.323342,9.177947,11.783328,9.121953,12.565597,0,-0.02082,0.00337,-0.02100,-0.01379,0.00753,-0.01243,0.00591,0.00234,0.00001,0.12462,3.27642
0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.666733,53.194920,62.061581,105.153938,0.000000,0,0,6.035281,0.627601,5.996225,13.575464,4.825613,14.798010,6.086436,10.322868,0.000000,0,0,0,16.354258,0,4.742136,6.785845,11.348849,7.750754,14.877439,7.940755,10.224704,8.462538,10.263331,8.996419,10.368176,7.945796,11.336164,9.173522,11.783653,9.119729,12.565619,0,-0.01251,0.00100,-0.01337,-0.01326,0.00854,-0.01285,0.00530,0.00380,-0.00001,0.10734,3.27657
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.145081,52.884312,61.723995,104.655891,0.000000,0,0,6.034616,0.573378,5.996729,13.575774,4.825581,14.786834,6.083859,10.336028,0.000000,0,0,0,16.360479,0,4.735855,6.784749,11.336782,7.750841,14.865995,7.941734,10.245012,8.460909,10.277204,8.983768,10.374646,7.937770,11.348988,9.169097,11.783978,9.117505,12.565640,0,-0.02802,0.00579,0.01286,-0.01499,0.00808,-0.01354,0.02941,0.00226,0.00015,0.09251,3.27662
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.623444,52.573704,61.386410,104.157845,0.000000,0,0,6.034187,0.519155,5.997233,13.576083,4.825548,14.775659,6.081282,10.349188,0.000000,0,0,0,16.366701,0,4.729572,6.783652,11.324715,7.750927,14.854551,7.942713,10.265321,8.459281,10.291076,8.971115,10.381116,7.929745,11.361810,9.164672,11.784303,9.115281,12.565662,0,-0.01461,0.00311,-0.03224,-0.01418,0.00743,-0.01160,-0.00964,0.00256,0.00029,0.10566,3.27647
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.144333,52.273598,61.132229,103.723549,0.000000,0,0,6.033949,0.471229,5.997740,13.577264,4.825593,14.764614,6.078828,10.362509,0.000000,0,0,0,16.373304,0,4.723844,6.782571,11.312709,7.751013,14.843088,7.944010,10.283304,8.456347,10.305865,8.958714,10.388767,7.921655,11.375766,9.160723,11.784942,9.113312,12.566211,0,-0.01764,0.00480,-0.02879,-0.01616,0.00859,-0.01335,0.00844,0.00266,0.00015,0.09238,3.27642
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.753174,51.995209,61.050476,103.421059,0.000000,0,0,6.033989,0.436320,5.998252,13.580245,4.825796,14.753839,6.076631,10.376162,0.000000,0,0,0,16.380703,0,4.719260,6.781521,11.300830,7.751096,14.831586,7.945962,10.296481,8.450716,10.322553,8.946832,10.398861,7.913433,11.392068,9.157758,11.786229,9.111870,12.567846,0,-0.02896,0.00443,-0.01559,-0.01490,0.00845,-0.01401,0.00520,0.00516,0.00002,0.08648,3.27657
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.362030,51.716816,60.968727,103.118576,0.000000,0,0,6.034245,0.401412,5.998765,13.583226,4.826000,14.743063,6.074434,10.389813,0.000000,0,0,0,16.388100,0,4.714676,6.780472,11.288950,7.751179,14.820084,7.947916,10.309658,8.445084,10.339240,8.934948,10.408954,7.905211,11.408369,9.154793,11.787518,9.110428,12.569482,0,-0.02535,0.00645,-0.01291,-0.01038,0.00916,-0.01124,0.00556,0.00432,-0.00013,0.12032,3.27670
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.970871,51.438427,60.886978,102.816086,0.000000,0,0,6.034815,0.366503,5.999279,13.586207,4.826203,14.732287,6.072237,10.403466,0.000000,0,0,0,16.395496,0,4.710092,6.779422,11.277071,7.751262,14.808581,7.949868,10.322835,8.439452,10.355927,8.923065,10.419047,7.896989,11.424671,9.151828,11.788805,9.108985,12.571116,0,-0.01824,0.00176,-0.03720,-0.01848,0.00819,-0.01072,0.00190,0.00169,-0.00002,0.11932,3.27677
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.359619,50.977726,60.853210,102.555420,0.000000,0,0,6.035604,0.341317,5.999625,13.588859,4.826371,14.721489,6.070069,10.417176,0.000000,0,0,0,16.403030,0,4.705948,6.778211,11.265329,7.751432,14.797023,7.949734,10.337678,8.427606,10.371073,8.908399,10.427924,7.889699,11.439035,9.148257,11.790889,9.107656,12.572784,0,-0.01239,0.00509,-0.00594,-0.01173,0.00889,-0.01320,0.00577,0.00273,0.00030,0.09638,3.27673
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.293274,50.140114,60.918644,102.381195,0.000000,0,0,6.036710,0.336231,5.999628,13.590829,4.826466,14.710642,6.067960,10.431005,0.000000,0,0,0,16.410849,0,4.702713,6.776667,11.253875,7.751779,14.785349,7.945286,10.355965,8.402910,10.383030,8.887975,10.434286,7.884334,11.449393,9.143433,11.794620,9.106557,12.574519,0,-0.01819,-0.00227,-0.00904,-0.01426,0.00905,-0.01427,0.00558,0.00394,0.00015,0.08376,3.27642
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.226929,49.302502,60.984077,102.206978,0.000000,0,0,6.038020,0.331144,5.999631,13.592798,4.826560,14.699795,6.065852,10.444834,0.000000,0,0,0,16.418665,0,4.699478,6.775123,11.242420,7.752127,14.773674,7.940838,10.374251,8.378215,10.394986,8.867552,10.440648,7.878969,11.459752,9.138608,11.798350,9.105459,12.576253,0,-0.01954,0.00439,-0.02271,-0.01228,0.00941,-0.01174,0.00277,0.00187,0.00002,0.10343,3.27636
0.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.160583,48.464890,61.049511,102.032753,0.000000,0,0,6.039628,0.326058,5.999634,13.594768,4.826654,14.688948,6.063743,10.458662,0.000000,0,0,0,16.426483,0,4.696243,6.773579,11.230966,7.752474,14.762000,7.936390,10.392538,8.353519,10.406943,8.847129,10.447011,7.873605,11.470110,9.133784,11.802080,9.104362,12.577988,0,-0.01841,0.00242,-0.02498,-0.01054,0.00814,-0.01246,-0.00779,0.00182,-0.00013,0.08663,3.27682
0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.068710,47.318535,61.083939,101.862724,0.000000,0,0,6.041428,0.337872,5.999702,13.597681,4.826747,14.678255,6.061651,10.472644,0.000000,0,0,0,16.434544,0,4.693501,6.772014,11.219550,7.752871,14.750489,7.933423,10.407792,8.333662,10.420320,8.832257,10.451880,7.868999,11.479245,9.130086,11.804760,9.102948,12.579345,0,-0.02396,0.00341,-0.01394,-0.01589,0.00819,-0.01108,0.01798,0.00237,-0.00001,0.09781,3.27725
0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.856598,45.533867,61.054264,101.701370,0.000000,0,0,6.043510,0.384627,5.999904,13.602546,4.826838,14.667880,6.059590,10.486941,0.000000,0,0,0,16.443110,0,4.691775,6.770404,11.208216,7.753370,14.739318,7.933516,10.416776,8.323807,10.436632,8.828863,10.453665,7.865962,11.485852,9.128718,11.805265,9.100884,12.579920,0,-0.01631,0.00164,0.00894,-0.00585,0.00808,-0.01356,0.00176,-0.00070,-0.00029,0.12839,3.27763
0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.644501,43.749203,61.024586,101.540016,0.000000,0,0,6.045780,0.431382,6.000105,13.607411,4.826929,14.657505,6.057530,10.501240,0.000000,0,0,0,16.451674,0,4.690049,6.768795,11.196881,7.753868,14.728147,7.933609,10.425758,8.313951,10.452945,8.825469,10.455449,7.862925,11.492458,9.127350,11.805771,9.098820,12.580495,0,-0.01891,0.00329,-0.03391,-0.01559,0.00864,-0.01301,0.00807,0.00247,0.00001,0.10649,3.27782
0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.432388,41.964535,60.994911,101.378662,0.000000,0,0,6.048322,0.478137,6.000308,13.612276,4.827019,14.647130,6.055470,10.515538,0.000000,0,0,0,16.460239,0,4.688323,6.767185,11.185547,7.754367,14.716974,7.933702,10.434742,8.304096,10.469256,8.822075,10.457233,7.859888,11.499065,9.125982,11.806276,9.096755,12.581070,0,-0.01764,0.00439,-0.02308,-0.01154,0.00779,-0.01367,0.00460,0.00331,0.00001,0.08586,3.27759
0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.900894,40.378345,61.002651,101.254669,0.000000,0,0,6.051030,0.541369,6.000528,13.615328,4.827118,14.636648,6.053137,10.529938,0.000000,0,0,0,16.469007,0,4.686728,6.765551,11.174304,7.754810,14.705714,7.934202,10.447572,8.293870,10.489077,8.816868,10.460271,7.856927,11.505528,9.124294,11.807728,9.095184,12.582099,0,-0.01683,0.00241,-0.00548,-0.01397,0.00833,-0.01237,0.00399,-0.00070,0.00014,0.10541,3.27741
0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.776535,39.202503,61.087746,101.207901,0.000000,0,0,6.053980,0.638669,6.000790,13.614634,4.827234,14.625943,6.050239,10.544546,0.000000,0,0,0,16.478193,0,4.685404,6.763866,11.163253,7.755139,14.694269,7.935540,10.468353,8.282875,10.516148,8.807912,10.465899,7.854125,11.511695,9.121943,11.811134,9.094633,12.584068,0,-0.01747,0.00674,-0.03291,-0.01495,0.00804,-0.01195,-0.00311,0.00340,-0.00002,0.10524,3.27733
0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.652191,38.026665,61.172844,101.161133,0.000000,0,0,6.057068,0.735968,6.001050,13.613938,4.827350,14.615238,6.047340,10.559155,0.000000,0,0,0,16.487381,0,4.684079,6.762182,11.152201,7.755467,14.682824,7.936878,10.489135,8.271880,10.543219,8.798956,10.471527,7.851323,11.517860,9.119594,11.814542,9.094082,12.586038,0,-0.01102,0.00323,-0.01661,-0.01057,0.00788,-0.01160,0.00846,0.00591,0.00028,0.08981,3.27723
0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.527832,36.850822,61.257938,101.114365,0.000000,0,0,6.060356,0.833268,6.001312,13.613243,4.827466,14.604533,6.044442,10.573763,0.000000,0,0,0,16.496567,0,4.682755,6.760497,11.141150,7.755796,14.671380,7.938216,10.509917,8.260885,10.570291,8.790000,10.477156,7.848521,11.524027,9.117243,11.817949,9.093531,12.588006,0,-0.01724,0.00304,-0.01100,-0.01283,0.00935,-0.01250,0.00423,0.00431,-0.00013,0.10417,3.27708
0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.043564,35.990723,61.349098,101.111053,0.000000,0,0,6.063765,0.945931,6.001881,13.613056,4.827579,14.593864,6.041527,10.588440,0.000000,0,0,0,16.505817,0,4.681680,6.758790,11.130244,7.756046,14.659898,7.934521,10.570125,8.250136,10.590411,8.782389,10.480737,7.846199,11.529262,9.115253,11.820407,9.092809,12.590733,0,-0.01812,0.00379,-0.03906,-0.01404,0.00803,-0.01345,0.00589,0.00364,-0.00002,0.11619,3.27707
0.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.747711,35.783409,61.452797,101.197571,0.000000,0,0,6.067351,1.090358,6.003086,13.613920,4.827688,14.583270,6.038577,10.603260,0.000000,0,0,0,16.515205,0,4.681122,6.757033,11.119642,7.756135,14.648338,7.920419,10.711843,8.239899,10.596161,8.777555,10.480083,7.844870,11.532571,9.114009,11.820903,9.091731,12.595024,0,-0.01812,0.00143,-0.00946,-0.01266,0.00824,-0.01390,0.00726,0.00156,-0.00015,0.10122,3.27738
0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.451843,35.576096,61.556499,101.284088,0.000000,0,0,6.071064,1.234785,6.004291,13.614784,4.827797,14.572675,6.035627,10.618079,0.000000,0,0,0,16.524591,0,4.680565,6.755278,11.109040,7.756224,14.636780,7.906318,10.853562,8.229660,10.601912,8.772721,10.479430,7.843541,11.535880,9.112765,11.821399,9.090653,12.599316,0,-0.01092,0.00357,-0.03645,-0.01381,0.00778,-0.01179,0.03684,0.00200,0.00015,0.08168,3.27744
0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.155991,35.368778,61.660198,101.370605,0.000000,0,0,6.074963,1.379212,6.005496,13.615648,4.827905,14.562080,6.032678,10.632899,0.000000,0,0,0,16.533978,0,4.680008,6.753521,11.098439,7.756313,14.625220,7.892216,10.995281,8.219422,10.607662,8.767888,10.478778,7.842212,11.539189,9.111521,11.821895,9.089576,12.603607,0,-0.02589,0.00172,0.01920,-0.01522,0.00855,-0.01147,-0.01069,0.01237,0.00029,0.11096,3.27699
0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.402466,35.351181,61.758739,101.508598,0.000000,0,0,6.079000,1.522889,6.006894,13.617226,4.827986,14.551541,6.029763,10.647586,0.000000,0,0,0,16.543369,0,4.679535,6.751744,11.087692,7.756425,14.613581,7.880795,11.092942,8.211718,10.613128,8.764126,10.479641,7.841268,11.541568,9.110368,11.823586,9.089012,12.607908,0,-0.01404,0.00355,-0.04169,-0.01343,0.00879,-0.01285,0.01221,0.00518,0.00000,0.10043,3.27674
0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.837708,35.725811,61.846615,101.753006,0.000000,0,0,6.083237,1.665014,6.008692,13.620276,4.828009,14.541118,6.026919,10.661995,0.000000,0,0,0,16.552771,0,4.679238,6.749924,11.076645,7.756586,14.601772,7.874916,11.099514,8.209250,10.618005,8.762578,10.483641,7.841119,11.542021,9.109405,11.827752,9.089514,12.612230,0,-0.01789,0.00209,-0.01679,-0.01343,0.00778,-0.01216,0.00710,0.00125,0.00000,0.09717,3.27697
0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.272949,36.100445,61.934494,101.997421,0.000000,0,0,6.087611,1.807138,6.010490,13.623327,4.828032,14.530694,6.024076,10.676404,0.000000,0,0,0,16.562172,0,4.678941,6.748103,11.065598,7.756745,14.589965,7.869038,11.106086,8.206783,10.622883,8.761029,10.487640,7.840970,11.542474,9.108440,11.831918,9.090014,12.616551,0,-0.01689,0.00190,-0.01707,-0.01346,0.00829,-0.01240,0.00392,0.00153,0.00016,0.11451,3.27723
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.708191,36.475079,62.022369,102.241837,0.000000,0,0,6.092185,1.949263,6.012289,13.626378,4.828055,14.520271,6.021232,10.690813,0.000000,0,0,0,16.571573,0,4.678644,6.746282,11.054551,7.756906,14.578157,7.863159,11.112658,8.204316,10.627760,8.759481,10.491640,7.840820,11.542927,9.107476,11.836083,9.090516,12.620873,0,-0.01740,0.00399,-0.03886,-0.01279,0.00876,-0.00860,0.03386,0.00600,0.00015,0.11784,3.27753
0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.006058,37.131310,62.094723,102.503632,0.000000,0,0,6.096886,2.081900,6.014278,13.629556,4.828078,14.509831,6.018495,10.704972,0.000000,0,0,0,16.580778,0,4.678576,6.744462,11.043502,7.757011,14.566353,7.857175,11.124113,8.206429,10.627025,8.759603,10.493991,7.841080,11.542914,9.106662,11.839472,9.091043,12.624462,0,-0.03053,0.00476,-0.01888,-0.01446,0.00779,-0.01301,-0.01068,0.00294,-0.00014,0.08865,3.27750
0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.087372,38.369747,62.134983,102.801376,0.000000,0,0,6.101775,2.194920,6.016663,13.632995,4.828101,14.499358,6.015977,10.718613,0.000000,0,0,0,16.589575,0,4.678981,6.742645,11.032445,7.757006,14.554554,7.850973,11.145664,8.218010,10.614684,8.763174,10.492931,7.842184,11.541942,9.106156,11.841253,9.091623,12.626537,0,-0.00937,0.00474,-0.00175,-0.01306,0.00794,-0.01094,0.01446,0.00110,0.00001,0.08992,3.27674
0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.168686,39.608181,62.175240,103.099121,0.000000,0,0,6.106773,2.307940,6.019048,13.636435,4.828124,14.488885,6.013460,10.732254,0.000000,0,0,0,16.598373,0,4.679386,6.740828,11.021389,7.757000,14.542756,7.844771,11.167216,8.229590,10.602344,8.766745,10.491872,7.843288,11.540969,9.105650,11.843036,9.092203,12.628613,0,-0.01700,0.00283,-0.01757,-0.01352,0.00732,-0.01313,-0.00296,0.00640,-0.00001,0.10734,3.27626
0.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.250015,40.846619,62.215500,103.396866,0.000000,0,0,6.111935,2.420961,6.021433,13.639874,4.828147,14.478413,6.010942,10.745894,0.000000,0,0,0,16.607170,0,4.679791,6.739011,11.010333,7.756994,14.530957,7.838569,11.188767,8.241171,10.590003,8.770316,10.490812,7.844392,11.539996,9.105145,11.844817,9.092784,12.630688,0,-0.03160,0.00354,-0.01456,-0.01515,0.00794,-0.01378,0.00002,0.00464,0.00001,0.10026,3.27642
0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.007492,41.856129,62.207279,103.656883,0.000000,0,0,6.117167,2.521969,6.024088,13.643589,4.828190,14.467906,6.008475,10.759342,0.000000,0,0,0,16.615898,0,4.680439,6.737215,10.999214,7.756887,14.519320,7.840354,11.154847,8.251020,10.577827,8.774393,10.491693,7.845590,11.539435,9.104908,11.847990,9.093839,12.633139,0,-0.00324,0.00639,-0.02660,-0.00462,0.00829,-0.01074,0.00870,-0.00501,0.00000,0.08585,3.27688
0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.230408,42.392334,62.098824,103.838890,0.000000,0,0,6.122503,2.598141,6.027304,13.647873,4.828275,14.457332,6.006109,10.772389,0.000000,0,0,0,16.624477,0,4.681592,6.735462,10.987965,7.756572,14.508016,7.858652,11.006242,8.257291,10.565994,8.779515,10.496585,7.846983,11.539729,9.105229,11.854041,9.095875,12.636368,0,-0.01717,0.00480,-0.01926,-0.01351,0.00895,-0.01370,0.00104,0.00599,-0.00014,0.11749,3.27803
0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.453323,42.928543,61.990372,104.020897,0.000000,0,0,6.127855,2.674313,6.030519,13.652158,4.828361,14.446756,6.003744,10.785437,0.000000,0,0,0,16.633059,0,4.682743,6.733710,10.976716,7.756257,14.496712,7.876950,10.857636,8.263562,10.554162,8.784636,10.501477,7.848376,11.540023,9.105550,11.860091,9.097910,12.639596,0,-0.02062,-0.00087,0.01053,-0.01301,0.00875,-0.01299,0.00500,0.00287,0.00028,0.10603,3.27854
0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.676239,43.464748,61.881920,104.202904,0.000000,0,0,6.133233,2.750485,6.033734,13.656443,4.828446,14.436182,6.001378,10.798484,0.000000,0,0,0,16.641638,0,4.683895,6.731957,10.965466,7.755941,14.485407,7.895248,10.709031,8.269834,10.542329,8.789759,10.506370,7.849769,11.540317,9.105871,11.866142,9.099946,12.642825,0,-0.01646,0.00376,-0.06258,-0.01473,0.00858,-0.01247,-0.00053,0.00291,0.00015,0.09818,3.27770
0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.174850,42.787544,61.711876,104.319290,0.000000,0,0,6.138573,2.820043,6.036844,13.659468,4.828526,14.425603,5.999334,10.811373,0.000000,0,0,0,16.650013,0,4.685321,6.730218,10.954300,7.755824,14.474114,7.910915,10.609344,8.279406,10.536499,8.795752,10.511302,7.851415,11.540824,9.106291,11.870759,9.101233,12.645081,0,-0.01704,0.00383,0.03409,-0.01392,0.00768,-0.01187,0.01134,0.00201,0.00015,0.09547,3.27720
0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.041046,39.601631,61.414497,104.299995,0.000000,0,0,6.143858,2.875925,6.039733,13.659887,4.828598,14.415014,5.997956,10.823936,0.000000,0,0,0,16.657963,0,4.687314,6.728508,10.943305,7.756117,14.462847,7.921143,10.610798,8.295801,10.543081,8.803544,10.516318,7.853584,11.541773,9.106913,11.872412,9.100973,12.645325,0,-0.01959,0.00269,-0.01360,-0.01501,0.00739,-0.01142,0.00797,0.00317,0.00001,0.10844,3.27743
