"Time","67 LDS cle","65 L mark","64 R mark","63 sinus","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","v3 L COP","v2 R COP","37 CoMy (cm)","v1 xCoM","36 CoMx (cm)","35 FRy (cm)","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.447586,99.531433,101.281563,112.036415,2.298950,0.000000,2.994571,4.020473,4.118945,15.770768,3.297748,16.416500,14.803975,1,18.050766,4.403699,0,2.691386,12.992653,4.989333,6.210941,18.566992,6.072223,13.206518,6.480698,12.925321,7.085188,13.088181,6.944228,14.372725,8.088659,14.732248,8.153770,15.537927,0,-0.01844,0.00307,-0.01934,-0.01573,0.00959,-0.01169,0.00367,-0.04110,0.00015,0.09735,3.27670
0.465,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.057907,99.979248,101.366920,112.195412,2.238372,0.000000,2.995470,4.022696,4.118790,15.767896,3.298630,16.407030,14.816186,1,18.039923,4.405206,0,2.692321,12.981163,4.989551,6.210825,18.555719,6.075393,13.195467,6.485530,12.917882,7.087090,13.084512,6.945058,14.368387,8.089558,14.730158,8.153142,15.537828,0,-0.01763,-0.00287,-0.02076,-0.01432,0.00870,-0.01305,0.00741,0.00519,0.00031,0.10135,3.27715
0.466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.668243,100.427063,101.452286,112.354408,2.177794,0.000000,2.996372,4.024920,4.118577,15.765022,3.299511,16.397560,14.828398,1,18.029078,4.406713,0,2.693256,12.969673,4.989769,6.210709,18.544449,6.078562,13.184417,6.490361,12.910443,7.088991,13.080844,6.945889,14.364050,8.090456,14.728066,8.152513,15.537731,0,-0.01909,0.00076,-0.02146,-0.01339,0.00630,-0.01265,0.00376,0.00118,-0.00006,0.12391,3.27756
0.467,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.278580,100.874870,101.537643,112.513405,2.117216,0.000000,2.997288,4.027143,4.118021,15.762150,3.300393,16.388090,14.840609,1,18.018234,4.408220,0,2.694191,12.958183,4.989986,6.210593,18.533178,6.081732,13.173367,6.495193,12.903005,7.090892,13.077175,6.946720,14.359713,8.091354,14.725976,8.151884,15.537633,0,-0.01619,0.00380,-0.02101,-0.01228,0.00808,-0.01257,0.00050,0.00320,0.00009,0.10719,3.27703
0.468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.883194,101.323837,101.628540,112.680473,2.056018,0.000000,2.998187,4.029348,4.117419,15.759391,3.301248,16.378653,14.852603,1,18.007423,4.409716,0,2.695126,12.946659,4.990177,6.210472,18.522148,6.084982,13.162575,6.500110,12.895392,7.092770,13.073436,6.947495,14.355295,8.092147,14.723917,8.151371,15.537489,0,-0.01790,0.00588,-0.01964,-0.01458,0.00761,-0.01157,-0.00482,0.00219,0.00006,0.08078,3.27654
0.469,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.401230,101.790176,101.803146,112.969597,1.985438,0.000000,2.998977,4.031288,4.116545,15.758357,3.301710,16.369698,14.861313,1,17.997120,4.411037,0,2.696062,12.934612,4.989964,6.210275,18.514780,6.089461,13.155692,6.506317,12.885169,7.094281,13.068628,6.947416,14.349663,8.091334,14.722342,8.152615,15.536639,0,-0.01604,0.00292,-0.02003,-0.01297,0.00948,-0.01416,0.00833,0.00276,0.00009,0.11837,3.27684
0.470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.919266,102.256523,101.977760,113.258728,1.914859,0.000000,2.999743,4.033228,4.115615,15.757323,3.302172,16.360744,14.870023,1,17.986814,4.412359,0,2.696999,12.922565,4.989752,6.210077,18.507412,6.093940,13.148810,6.512525,12.874946,7.095793,13.063821,6.947339,14.344029,8.090521,14.720768,8.153857,15.535790,0,-0.01902,0.00266,-0.01999,-0.01144,0.00552,-0.01091,0.00671,0.00511,0.00000,0.11711,3.27712
0.471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.437302,102.722870,102.152367,113.547852,1.844280,0.000000,3.000365,4.035169,4.114355,15.756290,3.302634,16.351789,14.878732,1,17.976511,4.413681,0,2.697935,12.910519,4.989539,6.209880,18.500044,6.098419,13.141928,6.518732,12.864722,7.097305,13.059013,6.947260,14.338397,8.089708,14.719193,8.155101,15.534941,0,-0.02121,0.00322,-0.01979,-0.01663,0.01126,-0.01245,0.00357,0.00156,0.00000,0.09286,3.27689
0.472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.002174,103.164375,102.332733,113.838478,1.773108,0.000000,3.000962,4.037088,4.113032,15.755404,3.303068,16.342848,14.887290,1,17.966227,4.415009,0,2.698862,12.898499,4.989266,6.209651,18.492455,6.102460,13.134747,6.524498,12.854482,7.098708,13.054113,6.947222,14.332691,8.088854,14.717522,8.156228,15.534058,0,-0.01165,0.00447,-0.02034,-0.01163,0.00687,-0.00720,0.00188,0.00443,0.00000,0.09499,3.27670
0.473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.275658,103.230072,102.600105,114.151833,1.692974,0.000000,3.001416,4.038696,4.111332,15.756747,3.303077,16.334070,14.893554,1,17.956255,4.416439,0,2.699658,12.886889,4.988081,6.208940,18.481527,6.099874,13.123041,6.523602,12.843987,7.098453,13.047819,6.947784,14.325881,8.087380,14.714371,8.155596,15.532653,0,-0.01238,0.00472,-0.02004,-0.01386,0.00759,-0.01193,0.01172,-0.00316,0.00024,0.12281,3.27723
0.474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.549141,103.295776,102.867485,114.465187,1.612841,0.000000,3.001856,4.040303,4.109599,15.758090,3.303087,16.325293,14.899817,1,17.946285,4.417869,0,2.700454,12.875279,4.986897,6.208229,18.470598,6.097289,13.111336,6.522705,12.833494,7.098198,13.041525,6.948346,14.319071,8.085906,14.711220,8.154964,15.531249,0,0.00179,0.00344,-0.02213,-0.01573,0.01342,-0.01461,0.00642,0.00441,0.00031,0.10088,3.27772
0.475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.822624,103.361473,103.134857,114.778542,1.532707,0.000000,3.002215,4.041910,4.107666,15.759433,3.303097,16.316515,14.906080,1,17.936314,4.419299,0,2.701249,12.863669,4.985712,6.207518,18.459671,6.094704,13.099630,6.521808,12.823000,7.097944,13.035232,6.948908,14.312261,8.084433,14.708068,8.154332,15.529844,0,-0.01354,0.00220,-0.02007,-0.01201,0.00794,-0.01215,0.00539,0.00098,0.00015,0.09671,3.27734
0.476,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.073715,103.434586,103.404900,115.091927,1.452772,0.000000,3.002570,4.043501,4.105733,15.760544,3.303106,16.307781,14.912098,1,17.926285,4.420727,0,2.702032,12.852069,4.984398,6.206836,18.448793,6.091953,13.087958,6.520571,12.812754,7.097738,13.028867,6.949538,14.305429,8.083036,14.704977,8.153849,15.528474,0,-0.01511,0.00382,-0.02068,-0.01440,0.00811,-0.01225,0.00624,0.00240,0.00000,0.10490,3.27697
0.477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.986168,103.619736,103.715286,115.405876,1.375827,0.000000,3.002903,4.044842,4.103793,15.758148,3.303114,16.299706,14.914396,1,17.915348,4.422127,0,2.702622,12.840610,4.981139,6.206594,18.438681,6.086704,13.076797,6.514176,12.806248,7.098273,13.021442,6.951195,14.298259,8.082816,14.702788,8.155609,15.527616,0,-0.01731,0.00371,-0.02061,-0.01420,0.00837,-0.01326,0.01357,0.00590,0.00000,0.10924,3.27682
0.478,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.898621,103.804893,104.025665,115.719826,1.298882,0.000000,3.003228,4.046184,4.101848,15.755752,3.303121,16.291630,14.916695,1,17.904413,4.423526,0,2.703212,12.829149,4.977879,6.206351,18.428568,6.081455,13.065635,6.507782,12.799743,7.098807,13.014018,6.952851,14.291089,8.082596,14.700600,8.157369,15.526756,0,-0.01803,0.00373,-0.02060,-0.01428,0.00806,-0.01148,0.00327,0.00161,0.00009,0.10830,3.27668
0.479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.811073,103.990051,104.336044,116.033775,1.221938,0.000000,3.003498,4.047525,4.099882,15.753356,3.303129,16.283554,14.918993,1,17.893478,4.424926,0,2.703803,12.817690,4.974619,6.206109,18.418455,6.076206,13.054473,6.501389,12.793237,7.099342,13.006594,6.954508,14.283919,8.082376,14.698411,8.159128,15.525898,0,-0.01598,0.00350,-0.02020,-0.01330,0.01036,-0.01088,0.00610,-0.00286,0.00027,0.09116,3.27691
0.480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.672729,104.196152,104.643532,116.346252,1.145241,0.000000,3.003752,4.048848,4.097903,15.751006,3.303148,16.275465,14.921090,1,17.882547,4.426373,0,2.704358,12.806275,4.971200,6.205926,18.407980,6.071267,13.043503,6.495514,12.786346,7.099822,12.999178,6.956148,14.276767,8.082165,14.696227,8.160781,15.524937,0,-0.02722,-0.00769,-0.02216,-0.01433,0.00793,-0.01192,0.00675,-0.00146,0.00015,0.09998,3.27713
0.481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.765945,104.719177,104.907204,116.636383,1.072290,0.000000,3.003907,4.049896,4.095849,15.749358,3.303331,16.267147,14.920156,1,17.871691,4.428522,0,2.704390,12.795542,4.965359,6.206645,18.392048,6.071028,13.035446,6.497508,12.773635,7.099474,12.991910,6.957535,14.269880,8.082101,14.694112,8.160815,15.522432,0,-0.00562,0.00352,-0.02044,-0.01341,0.01050,-0.01296,-0.00289,-0.01267,0.00009,0.11697,3.27705
0.482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.859161,105.242203,105.170883,116.926514,0.999339,0.000000,3.004051,4.050944,4.093788,15.747711,3.303514,16.258829,14.919220,1,17.860834,4.430672,0,2.704422,12.784809,4.959518,6.207364,18.376116,6.070789,13.027390,6.499502,12.760923,7.099126,12.984641,6.958922,14.262993,8.082036,14.691998,8.160851,15.519929,0,-0.00390,0.00368,-0.02119,-0.01395,0.00699,-0.01054,0.00403,0.01510,0.00000,0.10618,3.27702
0.483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.952377,105.765228,105.434555,117.216652,0.926387,0.000000,3.004117,4.051992,4.091691,15.746063,3.303697,16.250511,14.918285,1,17.849977,4.432822,0,2.704454,12.774076,4.953677,6.208082,18.360182,6.070549,13.019333,6.501495,12.748212,7.098779,12.977373,6.960309,14.256105,8.081972,14.689883,8.160885,15.517425,0,-0.02135,0.00215,-0.01917,-0.01339,0.01006,-0.01185,0.00325,0.00470,0.00022,0.07203,3.27778
0.484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.056175,106.291794,105.704102,117.509583,0.854562,0.000000,3.004175,4.053002,4.089603,15.744404,3.303870,16.242254,14.917195,1,17.839087,4.434981,0,2.704478,12.763346,4.947706,6.208820,18.344122,6.070192,13.011586,6.503558,12.735551,7.098576,12.970144,6.961693,14.249108,8.081901,14.687675,8.160990,15.514931,0,-0.01328,0.00297,-0.01849,-0.01282,0.00914,-0.01107,0.00639,0.00057,0.00015,0.09969,3.27849
0.485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.320023,106.871864,106.062439,117.844902,0.799773,0.000000,3.004183,4.053448,4.087564,15.742553,3.303894,16.234945,14.913767,1,17.827675,4.437280,0,2.704381,12.752675,4.939772,6.209846,18.326115,6.068038,13.008522,6.506671,12.723654,7.100552,12.963513,6.963038,14.240453,8.081714,14.684046,8.162162,15.512587,0,-0.01932,0.00353,-0.01824,-0.01431,0.00870,-0.01249,0.00359,0.00442,0.00011,0.12351,3.27818
0.486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.583878,107.451927,106.420776,118.180222,0.744984,0.000000,3.004179,4.053893,4.085561,15.740702,3.303916,16.227636,14.910338,1,17.816263,4.439578,0,2.704283,12.742003,4.931837,6.210871,18.308109,6.065885,13.005457,6.509784,12.711757,7.102529,12.956882,6.964382,14.231796,8.081528,14.680417,8.163335,15.510243,0,-0.00923,0.00440,-0.01937,-0.01210,0.00691,-0.01143,0.00646,0.00854,0.00015,0.09146,3.27788
0.487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.847725,108.031998,106.779106,118.515541,0.690195,0.000000,3.004103,4.054338,4.083776,15.738851,3.303940,16.220327,14.906909,1,17.804852,4.441877,0,2.704186,12.731333,4.923902,6.211897,18.290104,6.063731,13.002393,6.512897,12.699860,7.104506,12.950251,6.965727,14.223141,8.081341,14.676788,8.164507,15.507899,0,-0.01488,0.00615,-0.02011,-0.01280,0.01158,-0.01430,0.00080,0.01225,0.00028,0.06738,3.27757
0.488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.137054,108.610168,107.139023,118.837517,0.636400,0.000000,3.004015,4.054792,4.082056,15.736990,3.303955,16.213020,14.903290,1,17.793497,4.444186,0,2.704085,12.720637,4.915902,6.212954,18.272087,6.061776,12.998603,6.515758,12.687778,7.106117,12.943338,6.967177,14.214429,8.081170,14.672980,8.165771,15.505528,0,-0.01561,0.00202,-0.01992,-0.01265,0.00884,-0.01186,0.00410,0.00364,0.00011,0.11846,3.27730
0.489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.811768,109.159637,107.522850,118.957603,0.597650,0.000000,3.003851,4.055377,4.080718,15.734987,3.303859,16.205770,14.896782,1,17.783016,4.446652,0,2.703923,12.709583,4.906917,6.214476,18.253914,6.062831,12.983844,6.514812,12.672918,7.102201,12.932169,6.970226,14.204870,8.081238,14.666457,8.168437,15.502743,0,-0.00850,0.00395,-0.02099,-0.01321,0.01082,-0.01367,0.00339,0.00163,0.00004,0.10979,3.27760
0.490,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.486488,109.709106,107.906685,119.077690,0.558899,0.000000,3.003695,4.055960,4.079449,15.732985,3.303763,16.198519,14.890274,1,17.772535,4.449118,0,2.703761,12.698528,4.897931,6.215999,18.235739,6.063887,12.969085,6.513866,12.658059,7.098284,12.921000,6.973276,14.195312,8.081305,14.659933,8.171102,15.499957,0,-0.01983,0.00264,-0.02177,-0.01441,0.00936,-0.01829,-0.00072,-0.00043,0.00015,0.08496,3.27787
0.491,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.161201,110.258575,108.290512,119.197784,0.520149,0.000000,3.003597,4.056544,4.078596,15.730983,3.303668,16.191267,14.883767,1,17.762054,4.451583,0,2.703599,12.687474,4.888946,6.217522,18.217566,6.064942,12.954326,6.512920,12.643199,7.094368,12.909831,6.976325,14.185755,8.081371,14.653410,8.173767,15.497171,0,-0.01307,0.00504,-0.02022,-0.01347,-0.01031,-0.00421,0.00457,0.00104,0.00009,0.08043,3.27749
0.492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.872078,110.785210,108.669128,119.312073,0.483364,0.000000,3.003528,4.057115,4.077816,15.729039,3.303597,16.184053,14.877156,1,17.751547,4.454074,0,2.703449,12.676361,4.880026,6.219305,18.193903,6.066370,12.939570,6.512159,12.628632,7.090656,12.898801,6.979382,14.176229,8.081660,14.646874,8.176326,15.494208,0,-0.02403,0.00446,-0.02113,-0.01487,0.00824,-0.01158,-0.00044,0.00527,0.00015,0.09656,3.27713
0.493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.129974,110.966354,108.968872,119.338615,0.476318,0.000000,3.003642,4.057472,4.077480,15.727977,3.303911,16.177406,14.868982,1,17.740658,4.456940,0,2.703494,12.664360,4.872107,6.225030,18.087204,6.073442,12.924878,6.514200,12.618474,7.090024,12.889859,6.982561,14.167193,8.085311,14.640150,8.177273,15.488568,0,-0.01701,0.00380,-0.01914,-0.01554,0.00809,-0.01221,0.00663,-0.00240,0.00006,0.10049,3.27705
0.494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.387878,111.147499,109.268616,119.365166,0.469273,0.000000,3.003773,4.057830,4.077247,15.726914,3.304224,16.170757,14.860808,1,17.729767,4.459807,0,2.703538,12.652359,4.864188,6.230756,17.980505,6.080513,12.910187,6.516240,12.608316,7.089393,12.880919,6.985740,14.158158,8.088962,14.633425,8.178221,15.482927,0,-0.00090,-0.00026,-0.02025,-0.01490,0.00900,-0.01332,0.00466,0.01277,-0.00002,0.10076,3.27700
0.495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.645775,111.328644,109.568359,119.391708,0.462227,0.000000,3.004007,4.058188,4.077637,15.725853,3.304538,16.164110,14.852634,1,17.718878,4.462674,0,2.703582,12.640359,4.856268,6.236481,17.873806,6.087584,12.895494,6.518281,12.598159,7.088761,12.871977,6.988919,14.149123,8.092612,14.626700,8.179169,15.477287,0,-0.02561,0.00673,-0.02035,-0.01440,0.00872,-0.01083,0.00705,0.01945,-0.00009,0.08836,3.27738
0.496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.910866,111.495125,109.866188,119.417374,0.457524,0.000000,3.004241,4.058550,4.078157,15.724545,3.304841,16.157555,14.844395,1,17.707935,4.465565,0,2.703645,12.628389,4.848392,6.241954,17.772467,6.094114,12.880545,6.519774,12.587962,7.088207,12.862992,6.992194,14.140039,8.096113,14.619909,8.180113,15.471354,0,-0.01844,0.00479,-0.02172,-0.01290,0.01235,-0.01301,-0.00206,0.02252,0.00011,0.05991,3.27770
0.497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.284691,111.439705,110.135048,119.429642,0.488275,0.000000,3.004469,4.058975,4.079465,15.719534,3.304971,16.152388,14.835150,1,17.696201,4.468824,0,2.703984,12.616896,4.841152,6.243598,17.752180,6.092463,12.861681,6.512999,12.577174,7.088820,12.853352,6.996921,14.130224,8.097347,14.612107,8.181002,15.460992,0,-0.01658,0.00367,-0.01978,-0.01456,0.00977,-0.01257,0.00115,0.01809,0.00015,0.10159,3.27702
0.498,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.658516,111.384285,110.403908,119.441910,0.519027,0.000000,3.004699,4.059400,4.080887,15.714522,3.305101,16.147219,14.825905,1,17.684469,4.472084,0,2.704324,12.605402,4.833912,6.245242,17.731894,6.090812,12.842817,6.506223,12.566387,7.089435,12.843711,7.001648,14.120408,8.098582,14.604306,8.181890,15.450630,0,-0.01978,0.00344,-0.02053,-0.01442,0.00884,-0.01163,0.00583,0.00234,0.00018,0.10899,3.27637
0.499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.032349,111.328865,110.672775,119.454178,0.549778,0.000000,3.004940,4.059824,4.082999,15.709511,3.305232,16.142052,14.816660,1,17.672735,4.475343,0,2.704663,12.593909,4.826672,6.246886,17.711607,6.089160,12.823954,6.499447,12.555599,7.090048,12.834069,7.006376,14.110593,8.099816,14.596504,8.182779,15.440269,0,-0.02043,0.00371,-0.01885,-0.01259,0.01937,-0.00786,0.00571,0.00469,0.00009,0.08142,3.27637
0.500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.364159,111.293289,110.933197,119.465401,0.583502,0.000000,3.005185,4.060235,4.085217,15.704536,3.305321,16.137043,14.807415,1,17.660990,4.478631,0,2.705038,12.582465,4.819467,6.248481,17.691677,6.087496,12.805937,6.493136,12.544970,7.090776,12.824379,7.011131,14.100861,8.101343,14.588784,8.183803,15.430160,0,-0.01791,0.01457,-0.02094,-0.01342,0.01360,-0.01360,0.00451,0.00067,-0.00009,0.07142,3.27637
0.501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.060356,111.557999,111.065987,119.460815,0.662218,0.000000,3.005456,4.060426,4.088073,15.700127,3.304792,16.134462,14.798167,1,17.649050,4.482348,0,2.705950,12.571769,4.812795,6.249331,17.677116,6.085624,12.800739,6.493863,12.536728,7.093223,12.813940,7.016311,14.092391,8.107297,14.582286,8.186871,15.423884,0,-0.01800,-0.00266,-0.01955,-0.01345,0.00795,-0.01146,0.00769,0.00056,0.00009,0.11488,3.27645
0.502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.756554,111.822701,111.198776,119.456230,0.740933,0.000000,3.005706,4.060618,4.091115,15.695716,3.304263,16.131880,14.788918,1,17.637108,4.486065,0,2.706862,12.561072,4.806123,6.250180,17.662558,6.083752,12.795543,6.494590,12.528487,7.095669,12.803501,7.021492,14.083921,8.113250,14.575788,8.189938,15.417610,0,-0.01770,0.00181,-0.02068,-0.01413,0.00962,-0.01282,0.00773,0.00170,0.00002,0.10228,3.27654
0.503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.452744,112.087410,111.331558,119.451653,0.819649,0.000000,3.005830,4.060810,4.095281,15.691306,3.303734,16.129299,14.779671,1,17.625168,4.489782,0,2.707774,12.550376,4.799450,6.251030,17.647997,6.081880,12.790345,6.495317,12.520246,7.098116,12.793062,7.026671,14.075452,8.119204,14.569289,8.193005,15.411335,0,-0.01682,0.01190,-0.02108,-0.01334,0.00689,-0.01235,0.00352,0.00251,0.00015,0.09017,3.27692
0.504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.140587,112.365578,111.454262,119.448692,0.901608,0.000000,3.005913,4.061060,4.099706,15.686893,3.303209,16.126953,14.770414,1,17.613228,4.493516,0,2.708636,12.539728,4.792758,6.251873,17.633677,6.080027,12.785204,6.496434,12.511812,7.100450,12.782841,7.031651,14.067050,8.124961,14.562777,8.196141,15.404902,0,-0.01506,0.00126,-0.02111,-0.01116,0.00489,-0.01127,0.00195,0.00222,-0.00015,0.07760,3.27725
0.505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.702065,112.847420,111.424339,119.470337,1.032652,0.000000,3.005749,4.062182,4.105704,15.682425,3.302761,16.128185,14.761030,1,17.601280,4.497504,0,2.708746,12.529812,4.785750,6.252614,17.622965,6.078460,12.780919,6.503438,12.500477,7.101072,12.775906,7.033586,14.059666,8.127759,14.556035,8.200318,15.396080,0,0.01116,0.00271,-0.02182,-0.01373,0.00747,-0.01330,0.00125,0.00699,-0.00004,0.09823,3.27664
0.506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.263535,113.329269,111.394417,119.491989,1.163695,0.000000,3.005584,4.063304,4.111895,15.677957,3.302312,16.129419,14.751646,1,17.589334,4.501492,0,2.708856,12.519895,4.778743,6.253356,17.612253,6.076893,12.776633,6.510443,12.489141,7.101694,12.768970,7.035521,14.052281,8.130557,14.549294,8.204495,15.387258,0,-0.02007,-0.00068,-0.02077,-0.01442,0.00963,-0.01371,0.00407,0.00647,0.00011,0.10578,3.27609
0.507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.825005,113.811111,111.364502,119.513634,1.294738,0.000000,3.005409,4.064427,4.119261,15.673489,3.301864,16.130651,14.742262,1,17.577389,4.505479,0,2.708966,12.509977,4.771735,6.254098,17.601542,6.075327,12.772347,6.517447,12.477805,7.102316,12.762035,7.037456,14.044898,8.133356,14.542552,8.208673,15.378435,0,-0.01423,0.00490,-0.02110,-0.01378,0.00899,-0.01162,0.00728,0.00128,-0.00002,0.09208,3.27662
0.508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.404579,114.298279,111.331886,119.525902,1.427921,0.000000,3.005276,4.065576,4.126738,15.669280,3.301427,16.132156,14.732793,1,17.565468,4.509605,0,2.709112,12.500037,4.764771,6.254798,17.590796,6.074036,12.767444,6.524224,12.466417,7.103050,12.755042,7.039329,14.037599,8.136034,14.535760,8.212634,15.369660,0,-0.01595,0.00277,-0.02033,-0.01479,0.00824,-0.01290,0.00313,0.00310,0.00006,0.07542,3.27714
0.509,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119.257965,114.865944,111.258507,119.396233,1.593476,0.000000,3.005394,4.067125,4.134886,15.668986,3.301175,16.137800,14.722043,1,17.553947,4.515828,0,2.709798,12.489748,4.758449,6.254856,17.579521,6.076912,12.753180,6.527564,12.454252,7.105478,12.747165,7.040255,14.031590,8.136897,14.528210,8.213326,15.361595,0,-0.01737,0.00403,-0.02104,-0.01453,0.00961,-0.01241,0.00550,0.00278,-0.00006,0.08505,3.27729
0.510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.111359,115.433601,111.185135,119.266556,1.759030,0.000000,3.005539,4.068674,4.143164,15.668693,3.300923,16.143442,14.711293,1,17.542425,4.522051,0,2.710484,12.479458,4.752128,6.254915,17.568249,6.079789,12.738916,6.530903,12.442088,7.107906,12.739287,7.041181,14.025580,8.137760,14.520660,8.214017,15.353530,0,-0.01689,-0.00205,-0.01979,-0.01418,0.00734,-0.01272,0.00672,0.00161,-0.00013,0.10937,3.27744
