"Time","v3 L COP","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.156,4.045639,1,0,0,0.937479,0.000000,3.556214,3.596184,12.232400,6.889060,0,9.310085,3.697442,2.786504,7.343162,4.393659,1.18902,0.10842,3.27710
0.157,4.049318,1,0,0,0.838708,0.000000,3.557068,3.592890,12.233621,6.880554,0,9.302814,3.704008,2.788064,7.404473,4.394614,1.20292,0.10585,3.27667
0.158,4.052678,1,0,0,0.768906,0.000000,3.557707,3.590099,12.231756,6.870805,0,9.295650,3.710430,2.791733,7.461078,4.394732,1.21580,0.08524,3.27667
0.159,4.055972,1,0,0,0.699104,0.000000,3.558345,3.587631,12.229892,6.861055,0,9.288488,3.716852,2.795402,7.517683,4.394852,1.23178,0.10950,3.27672
0.160,4.059166,1,0,0,0.629302,0.000000,3.558984,3.585654,12.228026,6.851305,0,9.281325,3.723274,2.799071,7.574288,4.394970,1.25732,0.12308,3.27687
0.161,4.062451,1,0,0,0.578528,0.000000,3.559401,3.583995,12.224853,6.841211,0,9.274274,3.729673,2.802649,7.628245,4.395172,1.27339,0.10459,3.27700
0.162,4.065874,1,0,0,0.568940,0.000000,3.559335,3.582818,12.218844,6.830371,0,9.267463,3.736021,2.806029,7.676468,4.395550,1.28826,0.09874,3.27708
0.163,4.069253,1,0,0,0.559353,0.000000,3.559270,3.582155,12.212836,6.819530,0,9.260653,3.742369,2.809410,7.724692,4.395929,1.29974,0.11617,3.27715
0.164,4.072567,1,0,0,0.549765,0.000000,3.559205,3.582274,12.206827,6.808690,0,9.253841,3.748717,2.812790,7.772915,4.396308,1.30944,0.10160,3.27723
0.165,4.075660,1,0,0,0.560769,0.000000,3.559295,3.583104,12.199990,6.797728,0,9.247434,3.754582,2.816752,7.817758,4.396605,1.32366,0.08834,3.27728
0.166,4.078419,1,0,0,0.616347,0.000000,3.559723,3.585017,12.191360,6.786504,0,9.241899,3.759401,2.821974,7.855284,4.396723,1.33549,0.10294,3.27728
0.167,4.080965,1,0,0,0.671925,0.000000,3.560152,3.587588,12.182728,6.775280,0,9.236365,3.764220,2.827195,7.892810,4.396842,1.35683,0.09271,3.27724
0.168,4.083187,1,0,0,0.727502,0.000000,3.560580,3.591160,12.174097,6.764057,0,9.230831,3.769040,2.832417,7.930336,4.396960,1.36813,0.08098,3.27708
0.169,4.085240,1,0,0,0.799151,0.000000,3.561187,3.595273,12.164663,6.752867,0,9.226539,3.773448,2.838773,7.964984,4.396896,1.37679,0.09624,3.27705
0.170,4.087035,1,0,0,0.905588,0.000000,3.562179,3.600209,12.153493,6.741750,0,9.224933,3.776966,2.847588,7.993403,4.396438,1.38698,0.12269,3.27728
0.171,4.088635,1,0,0,1.012024,0.000000,3.563171,3.605596,12.142323,6.730633,0,9.223327,3.780483,2.856403,8.021822,4.395980,1.39669,0.10547,3.27748
0.172,4.089940,1,0,0,1.118461,0.000000,3.564163,3.611672,12.131152,6.719516,0,9.221722,3.784001,2.865218,8.050241,4.395522,1.40417,0.09447,3.27763
0.173,4.091022,1,0,0,1.237404,0.000000,3.565226,3.618125,12.119815,6.708308,0,9.220797,3.786705,2.875122,8.075465,4.395228,1.41351,0.10749,3.27758
0.174,4.091765,1,0,0,1.383420,0.000000,3.566441,3.625152,12.108119,6.696903,0,9.221348,3.787645,2.887384,8.093776,4.395289,1.41925,0.12011,3.27704
0.175,4.092330,1,0,0,1.529435,0.000000,3.567656,3.632503,12.096422,6.685499,0,9.221898,3.788585,2.899647,8.112085,4.395351,1.43487,0.08774,3.27670
0.176,4.092624,1,0,0,1.675450,0.000000,3.568871,3.640351,12.084725,6.674094,0,9.222449,3.789526,2.911908,8.130396,4.395413,1.44510,0.07905,3.27677
0.177,4.092800,1,0,0,1.826964,0.000000,3.570330,3.648488,12.073016,6.662614,0,9.224619,3.790076,2.924435,8.146465,4.395469,1.44896,0.10853,3.27678
0.178,4.092795,1,0,0,1.990380,0.000000,3.572316,3.657067,12.061279,6.650969,0,9.230292,3.789783,2.937534,8.157684,4.395514,1.45129,0.10875,3.27663
0.179,4.092703,1,0,0,2.153796,0.000000,3.574302,3.665944,12.049543,6.639325,0,9.235966,3.789491,2.950633,8.168904,4.395557,1.45929,0.09893,3.27668
0.180,4.092477,1,0,0,2.317212,0.000000,3.576289,3.675277,12.037807,6.627680,0,9.241640,3.789198,2.963732,8.180124,4.395602,1.46199,0.08913,3.27722
0.181,4.092185,1,0,0,2.483645,0.000000,3.578567,3.684905,12.025900,6.615879,0,9.249516,3.788722,2.976443,8.189482,4.395614,1.46725,0.12377,3.27766
0.182,4.091792,1,0,0,2.656609,0.000000,3.581476,3.694983,12.013624,6.603742,0,9.262159,3.787849,2.988316,8.194810,4.395558,1.47348,0.10333,3.27789
0.183,4.091347,1,0,0,2.829573,0.000000,3.584385,3.705237,12.001348,6.591604,0,9.274802,3.786977,3.000189,8.200137,4.395503,1.47565,0.09339,3.27788
0.184,4.090822,1,0,0,3.002537,0.000000,3.587295,3.715761,11.989073,6.579466,0,9.287445,3.786105,3.012062,8.205465,4.395447,1.47696,0.08716,3.27735
0.185,4.090254,1,0,0,3.173650,0.000000,3.590381,3.726329,11.976851,6.567329,0,9.302112,3.785191,3.023400,8.209218,4.395288,1.48082,0.10380,3.27698
0.186,4.089621,1,0,0,3.340755,0.000000,3.593849,3.736966,11.964746,6.555193,0,9.321157,3.784189,3.033579,8.209562,4.394904,1.48445,0.08765,3.27698
0.187,4.088944,1,0,0,3.507860,0.000000,3.597317,3.747595,11.952641,6.543057,0,9.340202,3.783186,3.043758,8.209908,4.394521,1.48289,0.08744,3.27709
0.188,4.088201,1,0,0,3.674966,0.000000,3.600786,3.758213,11.940536,6.530921,0,9.359248,3.782184,3.053937,8.210252,4.394138,1.48583,0.11657,3.27748
0.189,4.087412,1,0,0,3.836133,0.000000,3.604454,3.768795,11.928269,6.518611,0,9.380361,3.781126,3.062668,8.208837,4.393674,1.48419,0.12412,3.27760
0.190,4.086554,1,0,0,3.984445,0.000000,3.608556,3.779325,11.915651,6.505926,0,9.405945,3.779946,3.068265,8.203612,4.393035,1.48116,0.10390,3.27714
0.191,4.085659,1,0,0,4.132758,0.000000,3.612658,3.789800,11.903032,6.493241,0,9.431530,3.778767,3.073862,8.198389,4.392396,1.48398,0.08078,3.27687
0.192,4.084705,1,0,0,4.281070,0.000000,3.616760,3.800192,11.890414,6.480556,0,9.457115,3.777587,3.079458,8.193165,4.391757,1.48154,0.09682,3.27702
0.193,4.083716,1,0,0,4.418497,0.000000,3.621122,3.810486,11.877605,6.467807,0,9.485551,3.776299,3.083770,8.187349,4.391077,1.47834,0.10675,3.27713
0.194,4.082672,1,0,0,4.532359,0.000000,3.626048,3.820632,11.864385,6.454917,0,9.520156,3.774778,3.085298,8.180253,4.390306,1.47678,0.08795,3.27713
0.195,4.081553,1,0,0,4.646221,0.000000,3.630974,3.830527,11.851164,6.442027,0,9.554762,3.773256,3.086826,8.173157,4.389535,1.47513,0.09098,3.27699
0.196,4.080320,1,0,0,4.760083,0.000000,3.635899,3.840038,11.837942,6.429137,0,9.589367,3.771735,3.088355,8.166060,4.388764,1.47268,0.11273,3.27653
0.197,4.078985,1,0,0,4.857319,0.000000,3.640881,3.849127,11.824538,6.416274,0,9.625970,3.770269,3.089584,8.157832,4.387696,1.46685,0.11377,3.27635
0.198,4.077494,1,0,0,4.918567,0.000000,3.645985,3.857572,11.810737,6.403469,0,9.666898,3.768926,3.090164,8.147151,4.385983,1.46177,0.09662,3.27681
0.199,4.075976,1,0,0,4.979814,0.000000,3.651090,3.865491,11.796934,6.390665,0,9.707825,3.767583,3.090744,8.136471,4.384269,1.45447,0.12293,3.27701
0.200,4.074416,1,0,0,5.041061,0.000000,3.656194,3.872608,11.783133,6.377860,0,9.748753,3.766239,3.091324,8.125790,4.382556,1.44686,0.10381,3.27663
0.201,4.072921,1,0,0,5.076809,0.000000,3.661408,3.879114,11.769299,6.365012,0,9.791816,3.765005,3.091930,8.114695,4.380919,1.44301,0.08503,3.27644
0.202,4.071527,1,0,0,5.057363,0.000000,3.666862,3.884688,11.755393,6.352071,0,9.839501,3.764006,3.092590,8.102701,4.379449,1.43622,0.09143,3.27667
0.203,4.070250,1,0,0,5.037915,0.000000,3.672314,3.889562,11.741488,6.339129,0,9.887188,3.763006,3.093250,8.090708,4.377978,1.42692,0.11256,3.27671
0.204,4.069150,1,0,0,5.018468,0.000000,3.677768,3.893370,11.727584,6.326189,0,9.934874,3.762007,3.093911,8.078714,4.376508,1.42217,0.10329,3.27633
0.205,4.068167,1,0,0,4.970176,0.000000,3.683200,3.896393,11.713756,6.313002,0,9.983950,3.761060,3.094269,8.066503,4.375207,1.41291,0.08879,3.27627
0.206,4.067361,1,0,0,4.859446,0.000000,3.688588,3.898216,11.700094,6.299286,0,10.036032,3.760225,3.093972,8.053820,4.374275,1.40424,0.12564,3.27696
0.207,4.066499,1,0,0,4.748717,0.000000,3.693975,3.899175,11.686432,6.285571,0,10.088115,3.759391,3.093676,8.041137,4.373343,1.38846,0.11520,3.27734
0.208,4.065550,1,0,0,4.637988,0.000000,3.699363,3.898816,11.672771,6.271855,0,10.140197,3.758556,3.093379,8.028454,4.372410,1.37719,0.10472,3.27704
0.209,4.064383,1,0,0,4.499310,0.000000,3.704500,3.897532,11.659015,6.258242,0,10.193669,3.757647,3.092779,8.015850,4.371073,1.36882,0.11401,3.27685
0.210,4.062884,1,0,0,4.300134,0.000000,3.709095,3.894839,11.645058,6.244853,0,10.250149,3.756578,3.091521,8.003421,4.368860,1.35580,0.10368,3.27692
0.211,4.061281,1,0,0,4.100959,0.000000,3.713690,3.891233,11.631101,6.231463,0,10.306629,3.755510,3.090263,7.990991,4.366646,1.34800,0.08930,3.27698
0.212,4.059517,1,0,0,3.901784,0.000000,3.718285,3.886237,11.617144,6.218074,0,10.363110,3.754441,3.089005,7.978561,4.364433,1.33650,0.07836,3.27698
0.213,4.057803,1,0,0,3.683295,0.000000,3.722444,3.880400,11.603034,6.204989,0,10.419717,3.753421,3.087436,7.966174,4.362197,1.32243,0.11457,3.27709
0.214,4.056162,1,0,0,3.422999,0.000000,3.725660,3.873281,11.588596,6.192566,0,10.476598,3.752507,3.085195,7.953879,4.359913,1.29965,0.09811,3.27748
0.215,4.054552,1,0,0,3.162703,0.000000,3.728876,3.865563,11.574160,6.180143,0,10.533479,3.751593,3.082953,7.941584,4.357628,1.28868,0.08430,3.27767
0.216,4.052989,1,0,0,2.902407,0.000000,3.732091,3.856934,11.559722,6.167720,0,10.590360,3.750679,3.080711,7.929289,4.355344,1.27477,0.10173,3.27744
0.217,4.051417,1,0,0,2.633555,0.000000,3.735036,3.847952,11.545459,6.155674,0,10.646542,3.749760,3.078377,7.917018,4.353137,1.25970,0.12279,3.27717
0.218,4.049834,1,0,0,2.346185,0.000000,3.737393,3.838432,11.531572,6.144444,0,10.701213,3.748830,3.075845,7.904799,4.351099,1.24603,0.11051,3.27678
0.219,4.048323,1,0,0,2.058815,0.000000,3.739750,3.828594,11.517687,6.133214,0,10.755884,3.747900,3.073312,7.892581,4.349061,1.23329,0.07816,3.27666
0.220,4.046923,1,0,0,1.771445,0.000000,3.742107,3.818274,11.503800,6.121984,0,10.810555,3.746969,3.070780,7.880362,4.347023,1.21643,0.07882,3.27712
0.221,4.045650,1,0,0,1.485501,0.000000,3.743976,3.807647,11.490118,6.110863,0,10.864908,3.746050,3.067939,7.868220,4.345154,1.18975,0.10414,3.27751
0.222,4.044572,1,0,0,1.202645,0.000000,3.744788,3.796551,11.476877,6.099979,0,10.918574,3.745154,3.064429,7.856246,4.343652,1.16982,0.10831,3.27773
0.223,4.043406,1,0,0,0.919789,0.000000,3.745600,3.785301,11.463635,6.089095,0,10.972240,3.744259,3.060919,7.844273,4.342150,1.15510,0.09897,3.27773
0.224,4.042105,1,0,0,0.636932,0.000000,3.746412,3.773819,11.450395,6.078211,0,11.025906,3.743363,3.057409,7.832299,4.340647,1.14067,0.09149,3.27720
0.225,4.040569,1,0,0,0.360951,0.000000,3.746895,3.762347,11.437152,6.067711,0,11.078809,3.742397,3.053753,7.820568,4.339012,1.12167,0.11821,3.27687
0.226,4.038676,1,0,0,0.099852,0.000000,3.746667,3.750891,11.423907,6.058043,0,11.130061,3.741281,3.049780,7.809361,4.337090,1.10521,0.10571,3.27702
0.227,4.037055,1,0,0,-0.161248,0.000000,3.746440,3.739468,11.410662,6.048373,0,11.181314,3.740165,3.045807,7.798154,4.335166,1.08596,0.09686,3.27701
0.228,4.035852,1,0,0,-0.422347,0.000000,3.746212,3.728094,11.397417,6.038704,0,11.232566,3.739048,3.041834,7.786948,4.333244,1.05051,0.08476,3.27663
0.229,4.035169,1,0,0,-0.674273,0.000000,3.745684,3.716752,11.384204,6.030430,0,11.282259,3.738050,3.038068,7.775513,4.331162,1.03500,0.10239,3.27667
0.230,4.035279,1,0,0,-0.906341,0.000000,3.744504,3.705461,11.371061,6.025177,0,11.328577,3.737309,3.034751,7.763587,4.328737,1.01400,0.11676,3.27766
0.231,4.034151,1,0,0,-1.138409,0.000000,3.743325,3.694295,11.357918,6.019923,0,11.374895,3.736567,3.031433,7.751660,4.326312,0.99429,0.10311,3.27812
0.232,4.031133,1,0,0,-1.370477,0.000000,3.742145,3.683320,11.344775,6.014669,0,11.421213,3.735825,3.028116,7.739733,4.323886,0.97537,0.08202,3.27735
0.233,4.025477,1,0,0,-1.589008,0.000000,3.740705,3.672566,11.331892,6.054386,0,11.466455,3.734970,3.024912,7.727767,4.316586,0.95328,0.08603,3.27685
0.234,4.015800,1,0,0,-1.778235,0.000000,3.738703,3.662151,11.319574,6.191442,0,11.509362,3.733868,3.021951,7.715716,4.298738,0.93803,0.11807,3.27692
0.235,4.006265,1,0,0,-1.967462,0.000000,3.736701,3.651962,11.307257,6.328498,0,11.552271,3.732767,3.018990,7.703666,4.280888,0.89408,0.09559,3.27721
0.236,3.996947,1,0,0,-2.156690,0.000000,3.734699,3.642116,11.294939,6.465554,0,11.595180,3.731666,3.016029,7.691616,4.263039,0.87396,0.09126,3.27797
0.237,3.201038,1,1,0,-2.328956,0.000000,3.732392,3.632500,11.282906,6.562337,0,11.636524,3.730402,3.012907,7.679502,4.251999,0.85482,0.08406,3.27818
0.238,1.205378,0,0,0,-2.464508,0.000000,3.729426,3.623234,11.271487,6.571948,0,11.674485,3.728786,3.009436,7.667253,4.255697,0.83279,0.12495,3.27711
0.239,0.000000,0,0,0,-2.600060,0.000000,3.726460,3.614330,11.260069,6.581559,0,11.712446,3.727171,3.005964,7.655003,4.259395,0.80955,0.10969,3.27648
0.240,0.000000,0,0,0,-2.735612,0.000000,3.723493,3.605976,11.248651,6.591169,0,11.750407,3.725556,3.002493,7.642754,4.263093,0.78707,0.09565,3.27687
0.241,0.000000,0,0,0,-2.850851,0.000000,3.720444,3.598132,11.237517,6.606401,0,11.786908,3.723839,2.999163,7.630361,4.267953,0.76692,0.08707,3.27720
0.242,0.000000,0,0,0,-2.922119,0.000000,3.717215,3.591064,11.227001,6.633799,0,11.820251,3.721902,2.996142,7.617659,4.275328,0.72374,0.10450,3.27743
0.243,0.000000,0,0,0,-2.993388,0.000000,3.713985,3.584573,11.216486,6.661197,0,11.853594,3.719966,2.993122,7.604957,4.282702,0.69592,0.09532,3.27733
0.244,0.000000,0,0,0,-3.064656,0.000000,3.710756,3.578959,11.205971,6.688596,0,11.886937,3.718029,2.990101,7.592255,4.290077,0.67390,0.08449,3.27649
0.245,0.000000,0,0,0,-3.110900,0.000000,3.707447,3.573966,11.195477,6.721011,0,11.919016,3.716208,2.987205,7.579647,4.299527,0.65114,0.09899,3.27607
0.246,0.000000,0,0,0,-3.102978,0.000000,3.703964,3.569917,11.185032,6.764286,0,11.948359,3.714635,2.984580,7.567245,4.313466,0.62863,0.12361,3.27661
0.247,0.000000,0,0,0,-3.095056,0.000000,3.700481,3.566532,11.174585,6.807561,0,11.977704,3.713063,2.981956,7.554842,4.327406,0.60724,0.10651,3.27698
0.248,0.000000,0,0,0,-3.087133,0.000000,3.696999,3.564160,11.164140,6.850836,0,12.007048,3.711490,2.979331,7.542440,4.341345,0.58151,0.07666,3.27698
0.249,0.000000,0,0,0,-3.056783,0.000000,3.693604,3.562473,11.153672,6.897302,0,12.034875,3.709883,2.976586,7.529780,4.355803,0.53369,0.08419,3.27695
0.250,0.000000,0,0,0,-2.977886,0.000000,3.690400,3.561831,11.143157,6.950677,0,12.059419,3.708203,2.973580,7.516564,4.371381,0.51035,0.10528,3.27688
0.251,0.000000,0,0,0,-2.898989,0.000000,3.687196,3.561789,11.132642,7.004052,0,12.083962,3.706523,2.970574,7.503348,4.386960,0.48446,0.09501,3.27685
0.252,0.000000,0,0,0,-2.820093,0.000000,3.683993,3.562662,11.122128,7.057426,0,12.108506,3.704843,2.967568,7.490132,4.402538,0.46080,0.09411,3.27692
0.253,0.000000,0,0,0,-2.723056,0.000000,3.680890,3.564050,11.111384,7.111676,0,12.131634,3.703186,2.964425,7.476635,4.417881,0.43475,0.10835,3.27705
0.254,0.000000,0,0,0,-2.586752,0.000000,3.678008,3.566224,11.100150,7.167818,0,12.151698,3.701581,2.960984,7.462533,4.432716,0.41082,0.11459,3.27728
0.255,0.000000,0,0,0,-2.450449,0.000000,3.675125,3.568972,11.088915,7.223959,0,12.171762,3.699975,2.957543,7.448430,4.447550,0.36318,0.08795,3.27741
0.256,0.000000,0,0,0,-2.314145,0.000000,3.672243,3.572593,11.077681,7.280101,0,12.191827,3.698370,2.954102,7.434328,4.462385,0.33483,0.08722,3.27734
0.257,0.000000,0,0,0,-2.166888,0.000000,3.669724,3.576818,11.066148,7.337292,0,12.210196,3.696595,2.951008,7.420128,4.477486,0.31167,0.10580,3.27733
0.258,0.000000,0,0,0,-1.995919,0.000000,3.667993,3.581963,11.053971,7.396753,0,12.224895,3.694451,2.948666,7.405719,4.493165,0.28631,0.10014,3.27748
0.259,0.000000,0,0,0,-1.824951,0.000000,3.666262,3.587436,11.041795,7.456213,0,12.239595,3.692308,2.946325,7.391311,4.508843,0.26365,0.07964,3.27766
0.260,0.000000,0,0,0,-1.653982,0.000000,3.664531,3.593411,11.029618,7.515674,0,12.254295,3.690165,2.943983,7.376902,4.524522,0.23406,0.09704,3.27789
0.261,0.000000,0,0,0,-1.481713,0.000000,3.662943,3.599430,11.017392,7.575922,0,12.267782,3.688186,2.941818,7.362485,4.539916,0.21041,0.12194,3.27786
0.262,0.000000,0,0,0,-1.306628,0.000000,3.661665,3.605517,11.005058,7.637875,0,12.278646,3.686563,2.940035,7.348051,4.554690,0.15925,0.10635,3.27725
0.263,0.000000,0,0,0,-1.131543,0.000000,3.660388,3.611703,10.992723,7.699827,0,12.289508,3.684941,2.938251,7.333616,4.569465,0.12932,0.09227,3.27682
0.264,0.000000,0,0,0,-0.956458,0.000000,3.659110,3.618040,10.980390,7.761780,0,12.300370,3.683318,2.936468,7.319181,4.584239,0.10648,0.10701,3.27682
0.265,0.000000,0,0,0,-0.783247,0.000000,3.658121,3.624572,10.968060,7.823081,0,12.310206,3.681623,2.934620,7.304670,4.598661,0.07987,0.10168,3.27687
0.266,0.000000,0,0,0,-0.614090,0.000000,3.657757,3.631400,10.955740,7.882973,0,12.317820,3.679770,2.932631,7.289995,4.612320,0.05416,0.08497,3.27702
0.267,0.000000,0,0,0,-0.444933,0.000000,3.657392,3.638268,10.943420,7.942865,0,12.325434,3.677918,2.930642,7.275320,4.625980,0.02514,0.10360,3.27701
0.268,0.000000,0,0,0,-0.275776,0.000000,3.657028,3.645195,10.931102,8.002757,0,12.333047,3.676066,2.928653,7.260645,4.639640,-0.02056,0.11797,3.27663
0.269,0.000000,0,0,0,-0.114413,0.000000,3.656867,3.651986,10.918588,8.017831,0,12.339783,3.674206,2.926329,7.246036,4.657686,-0.04787,0.10169,3.27653
0.270,0.000000,0,0,0,0.030083,0.000000,3.657146,3.658569,10.905651,7.935894,0,12.344617,3.672328,2.923280,7.231570,4.685226,-0.07507,0.08990,3.27706
0.271,0.000000,0,0,0,0.174578,0.000000,3.657426,3.665069,10.892715,7.853957,0,12.349452,3.670451,2.920231,7.217103,4.712766,-0.10055,0.11932,3.27755
0.272,0.000000,0,0,1,0.319073,0.000000,3.657705,3.671440,10.879780,7.772020,0,12.354286,3.668573,2.917183,7.202637,4.740307,-0.12764,0.10371,3.27793
0.273,0.000000,0,0,0,0.459938,0.603967,3.658109,3.677819,10.866650,7.730385,1,12.357865,3.666787,2.914257,7.188158,4.760953,-0.15306,0.07809,3.27792
0.274,0.000000,0,0,0,0.592945,2.129135,3.658780,3.684210,10.853098,7.775982,1,12.358727,3.665200,2.911595,7.173651,4.766676,-0.19725,0.09410,3.27700
0.275,0.000000,0,0,0,0.725951,3.050814,3.659452,3.690584,10.839546,7.821580,1,12.359589,3.663613,2.908934,7.159144,4.772399,-0.23071,0.10055,3.27648
0.276,0.000000,0,0,0,0.858958,3.052018,3.660123,3.696935,10.825994,7.867177,1,12.360450,3.662026,2.906272,7.144637,4.778122,-0.25678,0.09756,3.27687
0.277,0.000000,0,0,0,0.984805,3.052770,3.660986,3.703215,10.812029,7.907144,1,12.360304,3.660499,2.903307,7.130154,4.782494,-0.28134,0.09061,3.27727
0.278,0.000000,0,0,0,1.095157,3.052834,3.662263,3.709387,10.797165,7.934922,1,12.357979,3.659100,2.899684,7.115724,4.783944,-0.30695,0.12663,3.27773
0.279,0.000000,0,0,0,1.205509,3.052577,3.663541,3.715436,10.782301,7.962699,1,12.355653,3.657702,2.896061,7.101295,4.785393,-0.33155,0.10402,3.27779
0.280,0.000000,0,0,0,1.315861,3.051834,3.664818,3.721298,10.767438,7.990477,1,12.353327,3.656303,2.892438,7.086865,4.786842,-0.35797,0.08403,3.27695
0.281,0.000000,0,0,0,1.418383,3.050919,3.666201,3.726999,10.752804,8.013208,1,12.350276,3.654755,2.889009,7.072397,4.786278,-0.40858,0.11736,3.27651
0.282,0.000000,0,0,0,1.503958,3.049741,3.667815,3.732456,10.738667,8.025018,1,12.345654,3.652882,2.886003,7.057845,4.781354,-0.43134,0.09898,3.27697
0.283,0.000000,0,0,0,1.589533,3.048320,3.669429,3.737782,10.724529,8.036827,1,12.341032,3.651009,2.882996,7.043293,4.776430,-0.45548,0.08259,3.27726
0.284,0.000000,0,0,0,1.675108,3.046531,3.671043,3.742911,10.710392,8.048636,1,12.336410,3.649136,2.879989,7.028742,4.771506,-0.48018,0.07341,3.27718
0.285,0.000000,0,0,0,1.751143,3.044417,3.672820,3.747924,10.696523,8.057010,1,12.331284,3.647304,2.876977,7.014404,4.765965,-0.50641,0.11408,3.27718
0.286,0.000000,0,0,0,1.806531,3.041809,3.674951,3.752763,10.683231,8.057944,1,12.325068,3.645561,2.873953,7.000528,4.759086,-0.53009,0.11479,3.27733
0.287,0.000000,0,0,0,1.861918,3.039014,3.677082,3.757356,10.669939,8.058879,1,12.318852,3.643819,2.870928,6.986653,4.752207,-0.57689,0.09966,3.27732
0.288,0.000000,0,0,0,1.917306,3.035933,3.679212,3.761574,10.656648,8.059813,1,12.312636,3.642077,2.867904,6.972777,4.745328,-0.60251,0.11292,3.27694
0.289,0.000000,0,0,0,1.960058,3.032824,3.681346,3.765413,10.643741,8.059482,1,12.306125,3.640585,2.865096,6.959127,4.738776,-0.62641,0.11047,3.27679
0.290,0.000000,0,0,0,1.975460,3.029671,3.683485,3.768672,10.631664,8.056409,1,12.298971,3.639635,2.862757,6.945968,4.732931,-0.64977,0.09885,3.27717
0.291,0.000000,0,0,0,1.990861,3.026471,3.685623,3.771593,10.619589,8.053336,1,12.291818,3.638686,2.860419,6.932807,4.727085,-0.67211,0.08062,3.27741
0.292,0.000000,0,0,0,2.006263,3.023196,3.687762,3.773999,10.607513,8.050264,1,12.284665,3.637737,2.858080,6.919648,4.721240,-0.69536,0.09190,3.27734
0.293,0.000000,0,0,0,2.011947,3.019820,3.689878,3.776143,10.595692,8.045971,1,12.276998,3.637340,2.855739,6.906584,4.715017,-0.73881,0.10470,3.27717
0.294,0.000000,0,0,0,1.996596,3.016292,3.691944,3.777889,10.584420,8.039036,1,12.268217,3.638142,2.853395,6.893729,4.707977,-0.76531,0.09754,3.27678
0.295,0.000000,0,0,0,1.981246,3.012697,3.694011,3.779387,10.573148,8.032102,1,12.259438,3.638943,2.851052,6.880875,4.700937,-0.78209,0.09272,3.27664
0.296,0.000000,0,0,0,1.965895,3.009003,3.696077,3.780509,10.561876,8.025167,1,12.250657,3.639744,2.848708,6.868020,4.693897,-0.80378,0.11308,3.27702
0.297,0.000000,0,0,0,1.940540,3.005297,3.698127,3.781368,10.551121,8.017345,1,12.241511,3.641711,2.846367,6.855164,4.687207,-0.82959,0.11701,3.27714
0.298,0.000000,0,0,0,1.893531,3.001574,3.700143,3.781827,10.541484,8.007607,1,12.231572,3.646200,2.844032,6.842305,4.681273,-0.84925,0.08549,3.27668
0.299,0.000000,0,0,0,1.846521,2.997869,3.702159,3.781951,10.531848,7.997869,1,12.221634,3.650689,2.841697,6.829446,4.675339,-0.89092,0.07628,3.27646
