"Time","46 sw offset","45 sw onset","34 FRx (cm)","29 HRx (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
3.41,0,0,17.960086,14.269076,0.00383,0.00065,0.00063,0.00093,0.00063,0.00090,0.00076,0.00052,-0.00002,0.09397,3.27727
3.42,0,0,18.235835,14.149115,0.00450,0.00072,0.00076,0.00095,0.00058,0.00089,0.00064,0.00055,-0.00024,0.09434,3.27767
3.43,0,0,18.438626,14.083152,0.00392,0.00072,0.00074,0.00108,0.00060,0.00111,0.00076,0.00054,-0.00013,0.09440,3.27695
3.44,0,0,18.582819,13.923322,0.00320,0.00074,0.00059,0.00083,0.00067,0.00098,0.00078,0.00054,-0.00013,0.09450,3.27757
3.45,0,0,18.713467,13.749696,0.00297,0.00077,0.00060,0.00070,0.00086,0.00081,0.00071,0.00051,0.00013,0.09394,3.27717
3.46,0,0,18.771327,13.663582,0.00385,0.00073,0.00063,0.00079,0.00086,0.00092,0.00072,0.00052,-0.00002,0.09380,3.27740
3.47,0,0,18.793240,13.592757,0.00375,0.00076,0.00060,0.00085,0.00063,0.00096,0.00068,0.00055,0.00000,0.09410,3.27730
3.48,0,0,18.839540,13.489609,0.00309,0.00098,0.00058,0.00088,0.00065,0.00102,0.00066,0.00050,0.00031,0.09418,3.27695
3.49,0,0,18.865750,13.349638,0.00267,0.00093,0.00060,0.00099,0.00077,0.00102,0.00069,0.00054,0.00002,0.09413,3.27768
3.50,0,0,18.970226,13.204576,0.00299,0.00104,0.00058,0.00118,0.00086,0.00100,0.00063,0.00071,0.00011,0.09384,3.27642
3.51,0,0,18.972556,13.149985,0.00324,0.00217,0.00059,0.00114,0.00087,0.00103,0.00068,0.00080,-0.00013,0.09370,3.27711
3.52,0,0,18.880964,13.022440,0.00240,0.00193,0.00067,0.00102,0.00090,0.00110,0.00077,0.00070,-0.00002,0.09376,3.27734
3.53,0,0,18.690396,12.900220,0.00161,0.00106,0.00069,0.00167,0.00115,0.00116,0.00087,0.00073,0.00000,0.09436,3.27716
3.54,0,0,18.525134,12.788503,0.00214,0.00185,0.00063,0.00222,0.00130,0.00103,0.00080,0.00111,0.00017,0.09520,3.27743
3.55,0,0,18.400082,12.710170,0.00254,0.00212,0.00059,0.00151,0.00112,0.00093,0.00070,0.00096,-0.00011,0.09600,3.27698
3.56,0,0,18.241041,12.590999,0.00244,0.00211,0.00060,0.00157,0.00115,0.00090,0.00074,0.00082,0.00002,0.09645,3.27762
3.57,0,0,18.129010,12.479601,0.00273,0.00201,0.00060,0.00156,0.00101,0.00090,0.00065,0.00081,0.00017,0.09649,3.27738
3.58,0,0,18.020500,12.326803,0.00193,0.00154,0.00063,0.00085,0.00091,0.00082,0.00068,0.00055,0.00004,0.09664,3.27682
3.59,0,0,17.896756,12.262028,0.00195,0.00174,0.00066,0.00077,0.00127,0.00082,0.00075,0.00068,-0.00004,0.09677,3.27730
3.60,0,0,17.811226,12.207857,0.00226,0.00183,0.00062,0.00067,0.00096,0.00078,0.00065,0.00068,-0.00013,0.09608,3.27693
3.61,0,0,17.754219,12.095131,0.00152,0.00165,0.00061,0.00063,0.00077,0.00070,0.00100,0.00061,0.00024,0.09540,3.27737
3.62,0,0,17.655518,12.028244,0.00139,0.00262,0.00061,0.00062,0.00079,0.00076,0.00107,0.00078,-0.00011,0.09537,3.27722
3.63,0,0,17.492838,11.974955,0.00213,0.00440,0.00061,0.00064,0.00057,0.00089,0.00081,0.00086,0.00009,0.09539,3.27661
3.64,0,1,17.452191,11.967103,0.00299,0.00689,0.00081,0.00075,0.00065,0.00100,0.00134,0.00099,0.00000,0.09486,3.27705
3.65,0,0,17.297423,12.024071,0.00418,0.00683,0.00153,0.00086,0.00070,0.00091,0.00202,0.00110,0.00002,0.09410,3.27744
3.66,0,0,17.117792,12.199089,0.00370,0.00558,0.00360,0.00082,0.00088,0.00084,0.00238,0.00140,0.00015,0.09398,3.27718
3.67,0,0,16.990793,12.580798,0.00307,0.00551,0.00404,0.00073,0.00101,0.00086,0.00333,0.00184,0.00000,0.09442,3.27786
3.68,0,0,16.909753,12.857063,0.00331,0.00494,0.00394,0.00072,0.00093,0.00088,0.00411,0.00171,0.00015,0.09521,3.27767
3.69,0,0,16.815623,13.074750,0.00275,0.00311,0.00478,0.00067,0.00102,0.00077,0.00561,0.00143,0.00015,0.09599,3.27708
3.70,0,0,16.769168,13.296544,0.00168,0.00135,0.00364,0.00058,0.00102,0.00067,0.00678,0.00154,0.00015,0.09607,3.27649
3.71,0,0,16.715114,13.608075,0.00071,0.00096,0.00231,0.00058,0.00088,0.00069,0.01027,0.00150,-0.00011,0.09535,3.27735
3.72,0,0,16.564771,13.915797,0.00066,0.00054,0.00176,0.00057,0.00108,0.00070,0.01443,0.00155,0.00013,0.09534,3.27734
3.73,0,0,16.486252,14.181600,0.00071,0.00056,0.00127,0.00051,0.00153,0.00072,0.01373,0.00181,0.00013,0.09562,3.27797
3.74,0,0,16.392079,14.531754,0.00073,0.00054,0.00104,0.00049,0.00162,0.00068,0.01471,0.00149,0.00000,0.09546,3.27766
3.75,0,0,16.280993,14.919592,0.00068,0.00060,0.00097,0.00062,0.00137,0.00088,0.01164,0.00114,0.00013,0.09465,3.27721
3.76,0,0,16.185758,15.063993,0.00085,0.00067,0.00090,0.00087,0.00130,0.00098,0.00552,0.00099,0.00015,0.09439,3.27748
3.77,1,0,16.095573,15.143916,0.00096,0.00079,0.00111,0.00113,0.00109,0.00097,0.00319,0.00084,0.00002,0.09473,3.27748
3.78,0,0,16.092016,15.101460,0.00231,0.00122,0.00095,0.00150,0.00082,0.00125,0.00144,0.00076,0.00044,0.09579,3.27676
3.79,0,0,16.014292,15.010472,0.00343,0.00116,0.00070,0.00129,0.00070,0.00129,0.00085,0.00059,-0.00009,0.09677,3.27710
3.80,0,0,15.938133,14.914920,0.00385,0.00098,0.00071,0.00114,0.00060,0.00131,0.00075,0.00055,0.00000,0.09718,3.27794
3.81,0,0,16.560957,14.822358,0.00408,0.00093,0.00069,0.00115,0.00057,0.00115,0.00107,0.00048,0.00017,0.09766,3.27745
3.82,0,0,17.055982,14.731101,0.00322,0.00067,0.00072,0.00081,0.00057,0.00082,0.00114,0.00050,-0.00013,0.09715,3.27721
3.83,0,0,17.543519,14.594949,0.00257,0.00064,0.00070,0.00086,0.00069,0.00083,0.00089,0.00055,0.00002,0.09618,3.27757
3.84,0,0,17.941249,14.503410,0.00282,0.00061,0.00067,0.00089,0.00085,0.00097,0.00088,0.00054,0.00002,0.09550,3.27750
3.85,0,0,18.453030,14.378812,0.00285,0.00061,0.00065,0.00081,0.00077,0.00107,0.00075,0.00054,0.00000,0.09525,3.27667
3.86,0,0,18.739851,14.282576,0.00222,0.00066,0.00066,0.00093,0.00065,0.00105,0.00063,0.00056,0.00015,0.09523,3.27660
3.87,0,0,18.828128,14.168168,0.00334,0.00071,0.00077,0.00092,0.00063,0.00100,0.00069,0.00055,0.00015,0.09515,3.27672
3.88,0,0,18.855005,14.027907,0.00408,0.00067,0.00070,0.00074,0.00061,0.00092,0.00067,0.00052,0.00002,0.09554,3.27662
3.89,0,0,18.912573,13.901301,0.00469,0.00062,0.00061,0.00086,0.00065,0.00092,0.00059,0.00049,0.00037,0.09581,3.27744
3.90,0,0,18.941763,13.799613,0.00469,0.00064,0.00067,0.00102,0.00101,0.00099,0.00063,0.00055,-0.00004,0.09587,3.27779
3.91,0,0,18.960263,13.696545,0.00361,0.00066,0.00065,0.00097,0.00108,0.00094,0.00068,0.00059,0.00000,0.09603,3.27789
3.92,0,0,18.979417,13.580327,0.00358,0.00076,0.00062,0.00104,0.00105,0.00098,0.00074,0.00055,0.00000,0.09602,3.27784
3.93,0,0,19.004450,13.437020,0.00279,0.00077,0.00062,0.00109,0.00136,0.00100,0.00075,0.00049,0.00028,0.09543,3.27682
3.94,0,0,19.009550,13.350222,0.00287,0.00148,0.00077,0.00088,0.00099,0.00090,0.00069,0.00052,0.00000,0.09504,3.27718
3.95,0,0,18.963640,13.222584,0.00286,0.00219,0.00075,0.00161,0.00088,0.00119,0.00071,0.00057,0.00000,0.09522,3.27758
3.96,0,0,19.027482,13.121002,0.00298,0.00216,0.00065,0.00184,0.00121,0.00115,0.00067,0.00058,0.00004,0.09531,3.27747
3.97,0,0,19.104152,12.986836,0.00313,0.00180,0.00071,0.00167,0.00132,0.00106,0.00065,0.00054,0.00000,0.09567,3.27784
3.98,0,0,19.034970,12.901896,0.00250,0.00150,0.00066,0.00274,0.00136,0.00116,0.00077,0.00067,0.00028,0.09557,3.27728
3.99,0,0,18.918045,12.781826,0.00280,0.00147,0.00065,0.00280,0.00188,0.00106,0.00078,0.00098,-0.00002,0.09497,3.27747
4.00,0,0,18.806837,12.671990,0.00236,0.00109,0.00066,0.00360,0.00221,0.00110,0.00071,0.00102,0.00028,0.09464,3.27740
4.01,0,0,18.671640,12.534926,0.00186,0.00086,0.00064,0.00372,0.00201,0.00103,0.00072,0.00108,0.00000,0.09492,3.27677
4.02,0,0,18.513586,12.450851,0.00191,0.00158,0.00066,0.00281,0.00185,0.00109,0.00067,0.00101,-0.00002,0.09542,3.27711
4.03,0,0,18.421477,12.299591,0.00266,0.00190,0.00066,0.00192,0.00158,0.00101,0.00061,0.00063,0.00000,0.09672,3.27708
4.04,0,0,18.327291,12.215354,0.00289,0.00159,0.00055,0.00076,0.00169,0.00097,0.00070,0.00064,0.00011,0.09697,3.27711
4.05,0,0,18.204328,12.143945,0.00185,0.00195,0.00056,0.00068,0.00125,0.00095,0.00080,0.00069,0.00013,0.09584,3.27710
4.06,0,0,18.093418,12.068118,0.00142,0.00195,0.00059,0.00057,0.00110,0.00077,0.00070,0.00062,0.00017,0.09506,3.27684
4.07,0,0,17.948061,11.982896,0.00137,0.00224,0.00053,0.00058,0.00139,0.00069,0.00065,0.00066,-0.00009,0.09481,3.27752
4.08,0,0,17.861998,11.897504,0.00113,0.00276,0.00057,0.00056,0.00095,0.00063,0.00069,0.00067,-0.00002,0.09515,3.27718
4.09,0,0,17.729435,11.871158,0.00176,0.00502,0.00073,0.00063,0.00073,0.00098,0.00131,0.00086,0.00013,0.09493,3.27740
4.10,0,1,17.581281,11.849742,0.00352,0.00843,0.00160,0.00074,0.00082,0.00124,0.00175,0.00120,-0.00004,0.09427,3.27674
4.11,0,0,17.474634,12.005593,0.00414,0.00717,0.00319,0.00080,0.00083,0.00137,0.00145,0.00114,0.00002,0.09376,3.27711
4.12,0,0,17.381575,12.352618,0.00304,0.00440,0.00394,0.00071,0.00077,0.00115,0.00204,0.00094,0.00011,0.09382,3.27700
4.13,0,0,17.298828,12.840292,0.00200,0.00475,0.00415,0.00060,0.00074,0.00074,0.00379,0.00097,0.00028,0.09435,3.27791
4.14,0,0,17.153533,13.124826,0.00184,0.00347,0.00405,0.00057,0.00072,0.00071,0.00494,0.00106,0.00026,0.09539,3.27741
4.15,0,0,17.016753,13.377246,0.00272,0.00248,0.00407,0.00061,0.00083,0.00070,0.00538,0.00160,0.00024,0.09590,3.27724
4.16,0,0,16.905282,13.594429,0.00251,0.00322,0.00471,0.00066,0.00097,0.00072,0.00939,0.00191,0.00002,0.09576,3.27715
4.17,0,0,16.819542,13.839724,0.00118,0.00173,0.00366,0.00059,0.00111,0.00075,0.01303,0.00181,0.00015,0.09509,3.27730
4.18,0,0,16.725440,14.154301,0.00065,0.00062,0.00210,0.00052,0.00120,0.00075,0.01337,0.00167,0.00026,0.09438,3.27687
4.19,0,0,16.655230,14.378716,0.00068,0.00055,0.00141,0.00053,0.00131,0.00068,0.01295,0.00155,-0.00013,0.09457,3.27713
4.20,0,0,16.570064,14.773899,0.00067,0.00049,0.00112,0.00055,0.00170,0.00066,0.01100,0.00148,0.00000,0.09490,3.27771
4.21,0,0,16.497003,15.110134,0.00073,0.00051,0.00114,0.00059,0.00197,0.00067,0.01067,0.00154,0.00002,0.09501,3.27786
4.22,0,0,16.389479,15.311879,0.00079,0.00061,0.00117,0.00084,0.00185,0.00078,0.00973,0.00131,0.00028,0.09441,3.27752
4.23,1,0,16.301498,15.454809,0.00093,0.00092,0.00127,0.00101,0.00120,0.00103,0.00444,0.00081,0.00013,0.09369,3.27766
4.24,0,0,16.201310,15.432268,0.00216,0.00111,0.00104,0.00123,0.00079,0.00110,0.00125,0.00069,0.00002,0.09363,3.27754
4.25,0,0,16.095720,15.315043,0.00356,0.00127,0.00067,0.00146,0.00071,0.00111,0.00114,0.00056,0.00026,0.09532,3.27654
4.26,0,0,16.150540,15.206754,0.00371,0.00154,0.00068,0.00144,0.00058,0.00126,0.00080,0.00051,0.00013,0.09683,3.27761
4.27,0,0,16.516475,15.088303,0.00330,0.00114,0.00072,0.00132,0.00060,0.00109,0.00087,0.00050,0.00013,0.09706,3.27781
4.28,0,0,17.083067,15.000207,0.00281,0.00067,0.00075,0.00098,0.00063,0.00086,0.00112,0.00052,0.00015,0.09663,3.27752
4.29,0,0,17.582357,14.870676,0.00260,0.00067,0.00078,0.00086,0.00066,0.00093,0.00118,0.00056,0.00011,0.09598,3.27770
4.30,0,0,18.021560,14.783676,0.00372,0.00066,0.00065,0.00085,0.00084,0.00093,0.00102,0.00064,0.00000,0.09545,3.27728
4.31,0,0,18.547930,14.660597,0.00481,0.00069,0.00057,0.00093,0.00086,0.00113,0.00082,0.00062,0.00011,0.09514,3.27699
4.32,0,0,18.780138,14.575488,0.00384,0.00073,0.00064,0.00096,0.00071,0.00113,0.00068,0.00058,-0.00009,0.09497,3.27698
4.33,0,0,18.885088,14.431824,0.00402,0.00075,0.00069,0.00089,0.00070,0.00114,0.00059,0.00054,0.00020,0.09524,3.27727
4.34,0,0,18.970375,14.312544,0.00466,0.00076,0.00072,0.00087,0.00068,0.00110,0.00062,0.00052,0.00017,0.09495,3.27742
4.35,0,0,19.002797,14.156925,0.00389,0.00089,0.00076,0.00079,0.00068,0.00110,0.00072,0.00056,0.00013,0.09524,3.27718
4.36,0,0,18.985902,14.046060,0.00318,0.00086,0.00069,0.00094,0.00080,0.00144,0.00076,0.00055,0.00028,0.09602,3.27757
4.37,0,0,18.990376,13.908069,0.00292,0.00063,0.00063,0.00096,0.00087,0.00121,0.00075,0.00057,0.00028,0.09609,3.27731
4.38,0,0,19.002928,13.793247,0.00400,0.00067,0.00064,0.00086,0.00075,0.00090,0.00066,0.00056,0.00011,0.09571,3.27711
4.39,0,0,19.011878,13.643774,0.00292,0.00075,0.00065,0.00085,0.00076,0.00114,0.00065,0.00057,-0.00026,0.09560,3.27730
4.40,0,0,19.085941,13.578140,0.00246,0.00112,0.00062,0.00081,0.00081,0.00114,0.00063,0.00064,0.00015,0.09600,3.27701
4.41,0,0,19.109660,13.433271,0.00270,0.00112,0.00062,0.00209,0.00153,0.00095,0.00061,0.00068,0.00013,0.09615,3.27806
4.42,0,0,19.075384,13.311578,0.00318,0.00152,0.00064,0.00272,0.00152,0.00107,0.00068,0.00061,0.00026,0.09680,3.27696
4.43,0,0,19.062794,13.184496,0.00361,0.00233,0.00066,0.00254,0.00133,0.00120,0.00067,0.00064,0.00009,0.09711,3.27724
4.44,0,0,18.990989,13.112915,0.00247,0.00213,0.00062,0.00256,0.00168,0.00122,0.00062,0.00090,0.00011,0.09703,3.27757
4.45,0,0,18.890834,13.005356,0.00235,0.00147,0.00061,0.00276,0.00133,0.00123,0.00068,0.00080,0.00015,0.09684,3.27703
4.46,0,0,18.766394,12.907496,0.00211,0.00148,0.00067,0.00339,0.00130,0.00128,0.00071,0.00092,0.00024,0.09702,3.27789
4.47,0,0,18.686732,12.811525,0.00256,0.00149,0.00075,0.00257,0.00114,0.00109,0.00067,0.00096,0.00015,0.09657,3.27755
4.48,0,0,18.507431,12.696620,0.00241,0.00144,0.00073,0.00285,0.00106,0.00100,0.00063,0.00074,0.00015,0.09622,3.27764
4.49,0,0,18.391828,12.603629,0.00201,0.00127,0.00066,0.00284,0.00114,0.00094,0.00060,0.00099,0.00017,0.09601,3.27754
4.50,0,0,18.296351,12.492727,0.00271,0.00151,0.00064,0.00132,0.00120,0.00083,0.00070,0.00085,0.00017,0.09669,3.27635
4.51,0,0,18.155942,12.391917,0.00281,0.00201,0.00063,0.00085,0.00139,0.00087,0.00067,0.00054,-0.00009,0.09680,3.27757
4.52,0,0,18.076050,12.312284,0.00218,0.00124,0.00056,0.00085,0.00105,0.00086,0.00065,0.00082,0.00000,0.09709,3.27676
4.53,0,0,18.006456,12.243872,0.00153,0.00120,0.00053,0.00069,0.00095,0.00079,0.00066,0.00084,0.00000,0.09658,3.27791
4.54,0,0,17.901953,12.133457,0.00150,0.00216,0.00052,0.00064,0.00092,0.00078,0.00079,0.00056,0.00002,0.09589,3.27694
4.55,0,0,17.748422,12.029755,0.00166,0.00351,0.00055,0.00061,0.00060,0.00089,0.00093,0.00054,0.00000,0.09550,3.27721
4.56,0,1,17.613664,11.975502,0.00260,0.00607,0.00098,0.00063,0.00072,0.00107,0.00170,0.00098,0.00002,0.09504,3.27740
4.57,0,0,17.558340,12.077462,0.00417,0.00925,0.00221,0.00081,0.00085,0.00134,0.00180,0.00137,0.00026,0.09487,3.27720
4.58,0,0,17.457499,12.350875,0.00356,0.00929,0.00369,0.00088,0.00107,0.00109,0.00164,0.00152,0.00002,0.09434,3.27750
4.59,0,0,17.321875,12.822741,0.00228,0.00568,0.00415,0.00073,0.00099,0.00072,0.00290,0.00132,0.00000,0.09405,3.27634
4.60,0,0,17.191956,13.043917,0.00200,0.00258,0.00329,0.00062,0.00071,0.00078,0.00407,0.00111,0.00006,0.09397,3.27728
4.61,0,0,17.049091,13.221356,0.00197,0.00338,0.00345,0.00074,0.00093,0.00085,0.00608,0.00154,0.00000,0.09486,3.27754
4.62,0,0,16.928107,13.348858,0.00176,0.00360,0.00408,0.00071,0.00109,0.00085,0.00917,0.00162,0.00011,0.09556,3.27728
4.63,0,0,16.805753,13.535190,0.00127,0.00250,0.00355,0.00065,0.00108,0.00081,0.01189,0.00209,0.00015,0.09576,3.27711
4.64,0,0,16.725748,13.815024,0.00076,0.00184,0.00228,0.00062,0.00123,0.00077,0.01506,0.00296,0.00000,0.09570,3.27749
4.65,0,0,16.636610,14.024152,0.00064,0.00104,0.00212,0.00059,0.00124,0.00076,0.01688,0.00313,0.00028,0.09549,3.27628
4.66,0,0,16.546213,14.275454,0.00070,0.00082,0.00205,0.00058,0.00128,0.00071,0.01811,0.00302,0.00028,0.09543,3.27671
4.67,0,0,16.475652,14.467662,0.00072,0.00048,0.00124,0.00049,0.00123,0.00063,0.01514,0.00280,-0.00022,0.09553,3.27740
4.68,0,0,16.363288,14.625952,0.00074,0.00055,0.00097,0.00052,0.00132,0.00065,0.01422,0.00216,0.00000,0.09559,3.27667
4.69,0,0,16.238727,14.805933,0.00076,0.00055,0.00074,0.00052,0.00144,0.00065,0.01818,0.00180,0.00015,0.09498,3.27671
4.70,1,0,16.109506,14.956913,0.00074,0.00062,0.00093,0.00081,0.00125,0.00076,0.01087,0.00141,0.00013,0.09459,3.27677
4.71,0,0,16.020428,15.075849,0.00097,0.00071,0.00115,0.00106,0.00088,0.00098,0.00259,0.00085,0.00013,0.09472,3.27718
4.72,0,0,15.917062,15.038792,0.00227,0.00089,0.00101,0.00142,0.00071,0.00116,0.00150,0.00076,-0.00015,0.09485,3.27708
4.73,0,0,15.838118,14.922540,0.00377,0.00107,0.00071,0.00152,0.00066,0.00126,0.00100,0.00057,-0.00011,0.09515,3.27684
4.74,0,0,15.806511,14.782930,0.00308,0.00082,0.00065,0.00103,0.00059,0.00101,0.00092,0.00049,0.00026,0.09551,3.27721
4.75,0,0,15.973749,14.684621,0.00292,0.00057,0.00064,0.00086,0.00064,0.00094,0.00088,0.00051,0.00017,0.09516,3.27782
4.76,0,0,16.556011,14.580466,0.00316,0.00060,0.00065,0.00114,0.00077,0.00114,0.00083,0.00049,0.00002,0.09486,3.27703
4.77,0,0,17.039453,14.469932,0.00274,0.00062,0.00068,0.00099,0.00077,0.00105,0.00105,0.00046,0.00011,0.09474,3.27641
4.78,0,0,17.488987,14.375238,0.00347,0.00061,0.00070,0.00071,0.00068,0.00096,0.00104,0.00053,0.00002,0.09480,3.27749
4.79,0,0,17.796648,14.255914,0.00349,0.00062,0.00072,0.00079,0.00076,0.00102,0.00082,0.00055,0.00000,0.09498,3.27708
4.80,0,0,18.094127,14.138568,0.00320,0.00060,0.00067,0.00083,0.00098,0.00100,0.00073,0.00050,0.00002,0.09477,3.27762
4.81,0,0,18.577921,13.963920,0.00318,0.00064,0.00058,0.00088,0.00128,0.00107,0.00076,0.00052,0.00013,0.09345,3.27747
4.82,0,0,18.770887,13.860273,0.00306,0.00069,0.00061,0.00075,0.00107,0.00112,0.00077,0.00051,0.00002,0.09242,3.27801
4.83,0,0,18.855443,13.742692,0.00249,0.00065,0.00065,0.00068,0.00075,0.00092,0.00075,0.00055,-0.00002,0.09184,3.27713
4.84,0,0,18.922548,13.641142,0.00218,0.00063,0.00062,0.00089,0.00113,0.00095,0.00077,0.00056,0.00011,0.09272,3.27748
4.85,0,0,18.922779,13.505816,0.00275,0.00063,0.00057,0.00094,0.00115,0.00112,0.00069,0.00053,0.00000,0.09332,3.27623
4.86,0,0,18.891340,13.416560,0.00249,0.00065,0.00060,0.00218,0.00109,0.00117,0.00077,0.00057,0.00017,0.09354,3.27769
4.87,0,0,18.943022,13.333358,0.00278,0.00068,0.00061,0.00211,0.00100,0.00105,0.00078,0.00058,0.00026,0.09389,3.27734
4.88,0,0,18.967594,13.177066,0.00325,0.00087,0.00067,0.00070,0.00061,0.00080,0.00067,0.00053,0.00042,0.09406,3.27718
4.89,0,0,19.030811,13.067223,0.00264,0.00123,0.00075,0.00070,0.00064,0.00079,0.00072,0.00050,0.00004,0.09441,3.27748
4.90,0,0,19.059239,12.954262,0.00226,0.00100,0.00070,0.00091,0.00083,0.00099,0.00071,0.00072,0.00002,0.09460,3.27721
4.91,0,0,19.070164,12.868696,0.00152,0.00069,0.00060,0.00097,0.00121,0.00136,0.00067,0.00091,0.00013,0.09489,3.27671
4.92,0,0,18.984532,12.756384,0.00153,0.00142,0.00064,0.00220,0.00137,0.00131,0.00065,0.00108,0.00011,0.09481,3.27792
4.93,0,0,18.856507,12.693214,0.00177,0.00137,0.00065,0.00208,0.00161,0.00096,0.00067,0.00094,0.00000,0.09453,3.27669
4.94,0,0,18.738270,12.560771,0.00171,0.00073,0.00058,0.00218,0.00144,0.00100,0.00068,0.00065,0.00015,0.09406,3.27739
4.95,0,0,18.604865,12.475823,0.00222,0.00119,0.00058,0.00230,0.00139,0.00107,0.00069,0.00093,0.00015,0.09394,3.27728
4.96,0,0,18.482171,12.376253,0.00197,0.00174,0.00060,0.00236,0.00149,0.00105,0.00073,0.00116,0.00017,0.09410,3.27771
4.97,0,0,18.354451,12.280704,0.00173,0.00195,0.00058,0.00234,0.00118,0.00098,0.00066,0.00092,-0.00009,0.09418,3.27728
4.98,0,0,18.220798,12.201126,0.00238,0.00195,0.00056,0.00069,0.00120,0.00079,0.00062,0.00061,0.00026,0.09447,3.27779
4.99,0,0,18.128034,12.108409,0.00237,0.00168,0.00056,0.00070,0.00122,0.00076,0.00066,0.00054,0.00002,0.09488,3.27721
5.00,0,0,17.999083,12.000380,0.00172,0.00166,0.00060,0.00081,0.00103,0.00076,0.00066,0.00076,0.00000,0.09515,3.27754
5.01,0,0,17.896234,11.913476,0.00128,0.00136,0.00061,0.00071,0.00080,0.00070,0.00069,0.00076,0.00033,0.09496,3.27786
5.02,0,0,17.778906,11.814712,0.00118,0.00110,0.00060,0.00078,0.00115,0.00083,0.00065,0.00076,-0.00013,0.09440,3.27747
5.03,0,0,17.720919,11.724086,0.00135,0.00107,0.00060,0.00073,0.00100,0.00083,0.00066,0.00074,0.00015,0.09394,3.27679
5.04,0,0,17.533603,11.623108,0.00165,0.00236,0.00056,0.00060,0.00062,0.00069,0.00077,0.00055,0.00000,0.09330,3.27681
5.05,0,1,17.454343,11.567083,0.00318,0.00584,0.00075,0.00070,0.00063,0.00103,0.00105,0.00083,0.00013,0.09280,3.27711
5.06,0,0,17.291468,11.563242,0.00538,0.01070,0.00110,0.00085,0.00062,0.00135,0.00146,0.00103,0.00000,0.09302,3.27768
5.07,0,0,17.208703,11.724417,0.00472,0.01030,0.00253,0.00081,0.00073,0.00124,0.00182,0.00127,0.00002,0.09339,3.27720
5.08,0,0,17.129389,12.120016,0.00315,0.00611,0.00364,0.00074,0.00101,0.00095,0.00189,0.00121,0.00015,0.09392,3.27777
5.09,0,0,16.972591,12.468593,0.00353,0.00542,0.00344,0.00076,0.00092,0.00079,0.00229,0.00100,0.00015,0.09437,3.27769
5.10,0,0,16.843211,12.800087,0.00284,0.00392,0.00311,0.00066,0.00071,0.00078,0.00475,0.00124,0.00002,0.09490,3.27728
5.11,0,0,16.797428,13.081624,0.00200,0.00205,0.00381,0.00058,0.00081,0.00070,0.00704,0.00115,0.00013,0.09506,3.27799
5.12,0,0,16.697215,13.355952,0.00137,0.00108,0.00396,0.00057,0.00095,0.00077,0.00830,0.00163,0.00028,0.09485,3.27714
5.13,0,0,16.592948,13.635956,0.00060,0.00054,0.00303,0.00054,0.00112,0.00075,0.01077,0.00168,0.00000,0.09470,3.27747
5.14,0,0,16.498302,13.967113,0.00062,0.00053,0.00203,0.00050,0.00157,0.00068,0.01368,0.00212,0.00000,0.09449,3.27769
5.15,0,0,16.421641,14.394024,0.00066,0.00057,0.00103,0.00052,0.00151,0.00069,0.01559,0.00225,0.00002,0.09421,3.27743
5.16,0,0,16.321374,14.776092,0.00079,0.00058,0.00096,0.00072,0.00147,0.00069,0.01545,0.00157,0.00039,0.09357,3.27709
5.17,0,0,16.248954,14.997590,0.00084,0.00053,0.00109,0.00086,0.00185,0.00072,0.01122,0.00143,0.00006,0.09314,3.27747
5.18,1,0,16.124788,15.162195,0.00084,0.00056,0.00111,0.00114,0.00136,0.00104,0.00683,0.00114,0.00015,0.09385,3.27745
5.19,0,0,16.041651,15.216746,0.00125,0.00095,0.00092,0.00142,0.00077,0.00146,0.00350,0.00083,-0.00026,0.09493,3.27811
5.20,0,0,15.997990,15.129738,0.00313,0.00114,0.00063,0.00142,0.00061,0.00126,0.00081,0.00055,0.00002,0.09591,3.27779
5.21,0,0,16.041548,15.022812,0.00423,0.00112,0.00060,0.00126,0.00060,0.00098,0.00095,0.00053,0.00000,0.09658,3.27748
5.22,0,0,16.469918,14.938715,0.00421,0.00100,0.00061,0.00114,0.00061,0.00105,0.00096,0.00054,0.00000,0.09626,3.27674
5.23,0,0,17.048531,14.834885,0.00435,0.00077,0.00075,0.00096,0.00058,0.00097,0.00076,0.00053,0.00015,0.09570,3.27758
5.24,0,0,17.550984,14.708481,0.00292,0.00088,0.00081,0.00068,0.00059,0.00085,0.00073,0.00053,0.00013,0.09567,3.27775
5.25,0,0,17.958367,14.613537,0.00316,0.00085,0.00070,0.00069,0.00065,0.00092,0.00083,0.00054,-0.00011,0.09622,3.27736
5.26,0,0,18.415835,14.482779,0.00426,0.00076,0.00070,0.00084,0.00069,0.00105,0.00085,0.00050,0.00013,0.09609,3.27699
5.27,0,0,18.792418,14.319916,0.00393,0.00091,0.00063,0.00098,0.00079,0.00115,0.00082,0.00051,-0.00011,0.09561,3.27817
5.28,0,0,18.930758,14.122703,0.00333,0.00084,0.00063,0.00094,0.00107,0.00113,0.00076,0.00056,0.00000,0.09488,3.27752
5.29,0,0,18.995681,14.046608,0.00332,0.00072,0.00065,0.00082,0.00102,0.00095,0.00072,0.00057,0.00013,0.09510,3.27749
