"Time","v2 R COP","49 RDS cle","47 R marks","42a CoMy (cm)","42 CoMy (cm)","v1 xCoM","39 FRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","48 L marks","37 FLx (cm)","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","33 HLx (cm)","3 Platform"
0.451,0.000000,0,0,3.661846,6.288632,6.447624,12.408322,9.427101,0.000000,0,0,12.029442,5.423801,7.031569,5.046259,6.661738,7.486587,1.19496
0.452,0.000000,0,0,3.520307,6.292490,6.444980,12.445614,9.416546,0.000000,0,0,12.018957,5.424231,7.029310,5.045901,6.663825,7.516637,1.17542
0.453,0.000000,0,0,3.353384,6.295940,6.441699,12.484143,9.405954,0.000000,0,0,12.008113,5.424841,7.027157,5.045726,6.657588,7.545549,1.15948
0.454,0.000000,0,0,3.186461,6.299390,6.438175,12.522672,9.395364,0.000000,0,0,11.997270,5.425451,7.025004,5.045551,6.651351,7.574461,1.14451
0.455,0.000000,0,0,3.019539,6.302840,6.434001,12.561200,9.384773,0.000000,0,0,11.986425,5.426062,7.022851,5.045377,6.645114,7.603373,1.12761
0.456,0.000000,0,0,2.850340,6.306139,6.429590,12.599935,9.374271,0.000000,0,0,11.975534,5.426638,7.020726,5.045198,6.638821,7.644316,1.11259
0.457,0.000000,0,0,2.668829,6.308622,6.424541,12.639780,9.364253,0.000000,0,0,11.964389,5.427024,7.018746,5.044994,6.632229,7.750350,1.09270
0.458,0.000000,0,0,2.487318,6.311106,6.419331,12.679626,9.354234,0.000000,0,0,11.953243,5.427412,7.016768,5.044791,6.625638,7.856384,1.05930
0.459,0.000000,0,0,2.305807,6.313589,6.413692,12.719472,9.344215,0.000000,0,0,11.942099,5.427799,7.014788,5.044588,6.619046,7.962418,1.04025
0.460,0.000000,0,0,2.125038,6.315948,6.407981,12.759502,9.334208,0.000000,0,0,11.930959,5.428073,7.012844,5.044372,6.614241,8.068547,1.02289
0.461,0.000000,0,0,1.948286,6.317637,6.402080,12.800537,9.324264,0.000000,0,0,11.919852,5.427741,7.011085,5.044088,6.619103,8.175196,1.00344
0.462,0.000000,0,0,1.771533,6.319325,6.396146,12.841571,9.314319,0.000000,0,0,11.908746,5.427408,7.009326,5.043804,6.623966,8.281844,0.98449
0.463,0.000000,0,0,1.594781,6.321014,6.390129,12.882606,9.304375,0.000000,0,0,11.897639,5.427075,7.007568,5.043520,6.628829,8.388493,0.96422
0.464,0.000000,0,0,1.420584,6.322598,6.384109,12.923696,9.294350,0.000000,0,0,11.886445,5.426600,7.005801,5.043219,6.633608,8.480928,0.93661
0.465,0.000000,0,0,1.260215,6.323613,6.378082,12.965088,9.283887,0.000000,0,0,11.874774,5.425352,7.003987,5.042824,6.637938,8.496468,0.90427
0.466,0.000000,0,0,1.099846,6.324627,6.372103,13.006480,9.273424,0.000000,0,0,11.863103,5.424104,7.002172,5.042429,6.642267,8.512008,0.88384
0.467,0.000000,0,0,0.939478,6.325642,6.366247,13.047873,9.262961,0.000000,0,0,11.851432,5.422856,7.000359,5.042035,6.646596,8.527547,0.86471
0.468,0.000000,0,0,0.783034,6.326569,6.360479,13.089314,9.252383,0.000000,0,0,11.839757,5.421384,6.998567,5.041595,6.650880,8.542887,0.84136
0.469,0.000000,0,0,0.647828,6.327022,6.354945,13.131028,9.241177,0.000000,0,0,11.828061,5.418694,6.996899,5.040911,6.654917,8.557142,0.82149
0.470,0.000000,0,0,0.512623,6.327475,6.349475,13.172741,9.229970,0.000000,0,0,11.816366,5.416004,6.995230,5.040227,6.658954,8.571399,0.79930
0.471,0.000000,0,0,0.377417,6.327929,6.344177,13.214455,9.218764,0.000000,0,0,11.804670,5.413313,6.993561,5.039544,6.662991,8.585654,0.76131
0.472,0.000000,0,0,0.244988,6.328298,6.338907,13.256266,9.207543,0.000000,0,0,11.793006,5.410465,6.991953,5.038810,6.666838,8.599806,0.73363
0.473,0.000000,0,0,0.127582,6.328212,6.333709,13.298604,9.196243,0.000000,0,0,11.781505,5.406761,6.990677,5.037804,6.669656,8.613391,0.71113
0.474,0.000000,0,0,0.010176,6.328126,6.328525,13.340943,9.184944,0.000000,0,0,11.770004,5.403057,6.989400,5.036798,6.672474,8.626976,0.68792
0.475,0.000000,0,0,-0.107231,6.328041,6.323376,13.383282,9.173645,0.000000,0,0,11.758503,5.399353,6.988123,5.035792,6.675292,8.640561,0.66603
0.476,0.000000,0,0,-0.223406,6.327899,6.318231,13.425550,9.162351,0.000000,0,0,11.747005,5.395548,6.986842,5.034750,6.677828,8.653989,0.63586
0.477,0.000000,0,0,-0.332919,6.327456,6.313094,13.467433,9.151085,0.000000,0,0,11.735518,5.391200,6.985542,5.033510,6.678840,8.666560,0.61641
0.478,0.000000,0,0,-0.442433,6.327013,6.307933,13.509316,9.139820,0.000000,0,0,11.724032,5.386852,6.984241,5.032270,6.679851,8.679132,0.57731
0.479,0.000000,0,0,-0.551946,6.326569,6.302708,13.551200,9.128554,0.000000,0,0,11.712545,5.382504,6.982940,5.031031,6.680862,8.691705,0.54596
0.480,0.000000,0,0,-0.661868,6.326075,6.297426,13.592840,9.117300,0.000000,0,0,11.701078,5.378284,6.981637,5.029722,6.681705,8.704236,0.52404
0.481,0.000000,0,0,-0.773994,6.325300,6.291993,13.633162,9.106104,0.000000,0,0,11.689713,5.374760,6.980324,5.028038,6.681634,8.716548,0.49713
0.482,0.000000,0,0,-0.886120,6.324526,6.286463,13.673484,9.094908,0.000000,0,0,11.678349,5.371235,6.979011,5.026354,6.681563,8.728860,0.47448
0.483,0.000000,0,0,-0.998246,6.323751,6.280677,13.713805,9.083712,0.000000,0,0,11.666984,5.367710,6.977697,5.024670,6.681492,8.741173,0.44750
0.484,0.000000,0,0,-1.111979,6.322901,6.274760,13.753645,9.072572,0.000000,0,0,11.655594,5.364235,6.976391,5.022923,6.681167,8.753485,0.42473
0.485,0.000000,0,0,-1.234399,6.321640,6.268492,13.790876,9.061736,0.000000,0,0,11.644068,5.361034,6.975121,5.020838,6.679462,8.765797,0.38276
0.486,0.000000,0,0,-1.356820,6.320378,6.262080,13.828108,9.050900,0.000000,0,0,11.632543,5.357832,6.973851,5.018753,6.677758,8.778109,0.35109
0.487,0.000000,0,0,-1.479240,6.319117,6.255283,13.865339,9.040064,0.000000,0,0,11.621017,5.354630,6.972581,5.016668,6.676054,8.790421,0.32375
0.488,0.000000,0,0,-1.603477,6.317765,6.248338,13.901657,9.029181,0.000000,0,0,11.609495,5.351615,6.971341,5.014577,6.674148,8.802809,0.29958
0.489,0.000000,0,0,-1.737543,6.315927,6.240996,13.933034,9.018050,0.000000,0,0,11.597991,5.349609,6.970266,5.012456,6.671147,8.815606,0.27388
0.490,0.000000,0,0,-1.871609,6.314088,6.233507,13.964410,9.006918,0.000000,0,0,11.586487,5.347604,6.969191,5.010335,6.668148,8.828403,0.24925
0.491,0.000000,0,0,-2.005674,6.312249,6.225622,13.995787,8.995787,0.000000,0,0,11.574982,5.345599,6.968115,5.008214,6.665147,8.841201,0.20743
0.492,0.000000,0,0,-2.141630,6.310329,6.217592,14.025867,8.984662,0.000000,0,0,11.563499,5.343402,6.967064,5.006123,6.661949,8.853957,0.17746
0.493,0.000000,0,0,-2.287813,6.307971,6.209177,14.048939,8.973577,0.000000,0,0,11.552136,5.340175,6.966147,5.004194,6.657678,8.866487,0.14508
0.494,0.000000,0,0,-2.433996,6.305614,6.200629,14.072009,8.962494,0.000000,0,0,11.540773,5.336947,6.965230,5.002264,6.653407,8.879016,0.12960
0.495,0.000000,0,0,-2.580179,6.303257,6.191723,14.095080,8.951409,0.000000,0,0,11.529409,5.333719,6.964313,5.000336,6.649136,8.891545,0.09593
0.496,0.000000,0,0,-2.727232,6.300801,6.182698,14.116910,8.940366,0.000000,0,0,11.518018,5.330256,6.963412,4.998390,6.644846,8.903854,0.06865
0.497,0.000000,0,0,-2.878993,6.297818,6.173353,14.132024,8.929542,0.000000,0,0,11.506469,5.325515,6.962603,4.996354,6.640459,8.914975,0.04442
0.498,0.000000,0,0,-3.030754,6.294835,6.163905,14.147138,8.918717,0.000000,0,0,11.494921,5.320774,6.961793,4.994318,6.636071,8.926096,-0.00260
0.499,0.000000,0,0,-3.182515,6.291852,6.154183,14.162251,8.907893,0.000000,0,0,11.483372,5.316033,6.960984,4.992282,6.631683,8.937216,-0.03331
0.500,0.000000,0,0,-3.334601,6.288777,6.144372,14.176538,8.897141,0.000000,0,0,11.471840,5.311118,6.960179,4.990211,6.627247,8.948180,-0.05931
0.501,0.000000,0,0,-3.488445,6.285203,6.134325,14.186359,8.886782,0.000000,0,0,11.460393,5.305258,6.959404,4.987941,6.622552,8.958298,-0.08484
0.502,0.000000,0,0,-3.642290,6.281630,6.124185,14.196180,8.876422,0.000000,0,0,11.448946,5.299399,6.958629,4.985672,6.617858,8.968415,-0.11178
0.503,0.000000,0,0,-3.796134,6.278057,6.113800,14.206001,8.866062,0.000000,0,0,11.437499,5.293540,6.957854,4.983404,6.613164,8.978533,-0.13820
0.504,0.000000,0,0,-3.949679,6.274364,6.103317,14.215090,8.855699,0.000000,0,0,11.426128,5.287652,6.957072,4.981119,6.608402,8.988384,-0.18098
0.505,0.000000,0,0,-4.101602,6.270030,6.092575,14.220209,8.845313,0.000000,0,0,11.415171,5.281608,6.956252,4.978749,6.603275,8.996794,-0.21462
0.506,0.000000,0,0,-4.253524,6.265695,6.081748,14.225329,8.834928,0.000000,0,0,11.404214,5.275563,6.955432,4.976379,6.598148,9.005203,-0.23959
0.507,0.000000,0,0,-4.405446,6.261360,6.070697,14.230450,8.824541,0.000000,0,0,11.393257,5.269519,6.954612,4.974009,6.593021,9.013613,-0.26661
0.508,0.000000,0,0,-4.557896,6.256948,6.059571,14.235032,8.814118,0.000000,0,0,11.382387,5.263525,6.953787,4.971605,6.587742,9.021687,-0.29075
0.509,0.000000,0,0,-4.713198,6.252113,6.048244,14.236707,8.803496,0.000000,0,0,11.371986,5.257805,6.952936,4.969020,6.581638,9.027940,-0.31735
0.510,0.000000,0,0,-4.868500,6.247279,6.036803,14.238381,8.792874,0.000000,0,0,11.361586,5.252086,6.952085,4.966435,6.575535,9.034193,-0.35928
0.511,0.000000,0,0,-5.023803,6.242445,6.025060,14.240057,8.782252,0.000000,0,0,11.351185,5.246367,6.951235,4.963851,6.569432,9.040446,-0.39272
0.512,0.692728,0,0,-5.180859,6.237524,6.013162,14.241354,8.771641,0.000000,0,0,11.340779,5.240619,6.950353,4.961248,6.563321,9.046349,-0.41746
0.513,3.239524,0,1,-5.347404,6.232128,6.000851,14.240605,8.761086,0.000000,0,0,11.330351,5.234719,6.949305,4.958544,6.557172,9.050353,-0.44265
0.514,5.092410,1,0,-5.513949,6.226733,5.988395,14.239857,8.750531,0.000000,0,0,11.319922,5.228819,6.948257,4.955841,6.551023,9.054358,-0.46752
0.515,5.088068,1,0,-5.680495,6.221338,5.975552,14.239108,8.739977,0.000000,0,0,11.309493,5.222920,6.947208,4.953137,6.544874,9.058362,-0.48925
0.516,5.083710,1,0,-5.848585,6.215852,5.962580,14.237981,8.729439,0.000000,0,0,11.299098,5.217039,6.946138,4.950387,6.538805,9.062092,-0.51641
0.517,5.079309,1,0,-6.025035,6.209875,5.949265,14.234808,8.718994,0.000000,0,0,11.288885,5.211254,6.944947,4.947385,6.533167,9.064333,-0.55859
0.518,5.074912,1,0,-6.201484,6.203898,5.935803,14.231634,8.708549,0.000000,0,0,11.278672,5.205470,6.943755,4.944384,6.527530,9.066575,-0.59133
0.519,5.070524,1,0,-6.377934,6.197921,5.921943,14.228461,8.698105,0.000000,0,0,11.268459,5.199685,6.942564,4.941382,6.521893,9.068817,-0.61339
0.520,5.066163,1,0,-6.554321,6.191788,5.907923,14.225043,8.687690,0.000000,0,0,11.258371,5.194014,6.941321,4.938326,6.516216,9.070785,-0.63631
0.521,5.061869,1,0,-6.730371,6.184814,5.893476,14.220302,8.677438,0.000000,0,0,11.248960,5.188952,6.939799,4.934976,6.510327,9.071269,-0.65991
0.522,5.057618,1,0,-6.906421,6.177841,5.878954,14.215559,8.667186,0.000000,0,0,11.239549,5.183891,6.938277,4.931626,6.504439,9.071754,-0.68122
0.523,5.053482,1,0,-7.082470,6.170867,5.864236,14.210816,8.656934,0.000000,0,0,11.230138,5.178829,6.936756,4.928276,6.498550,9.072237,-0.73036
0.524,5.049406,1,0,-7.254737,6.163767,5.849552,14.205832,8.646708,0.000000,0,0,11.220792,5.173923,6.935213,4.924914,6.492777,9.072495,-0.74767
0.525,5.045491,1,0,-7.406535,6.155982,5.834960,14.199537,8.636622,0.000000,0,0,11.211797,5.169858,6.933556,4.921486,6.487626,9.071524,-0.77285
0.526,5.041659,1,0,-7.558333,6.148196,5.820482,14.193242,8.626537,0.000000,0,0,11.202802,5.165794,6.931900,4.918059,6.482475,9.070554,-0.79631
0.527,5.038046,1,0,-7.710132,6.140410,5.806304,14.186947,8.616452,0.000000,0,0,11.193807,5.161729,6.930243,4.914631,6.477324,9.069583,-0.81712
0.528,5.034535,1,0,-7.855516,6.132548,5.792305,14.180465,8.606330,0.000000,0,0,11.184834,5.157896,6.928517,4.911200,6.472241,9.068405,-0.83832
0.529,5.031296,1,0,-7.966202,6.124274,5.778779,14.172967,8.596008,0.000000,0,0,11.175985,5.155308,6.926413,4.907742,6.467525,9.066110,-0.87528
0.530,5.028162,1,0,-8.076888,6.115999,5.765477,14.165470,8.585686,0.000000,0,0,11.167137,5.152721,6.924308,4.904284,6.462808,9.063813,-0.90084
0.531,5.025311,1,0,-8.187573,6.107725,5.752770,14.157973,8.575363,0.000000,0,0,11.158288,5.150134,6.922204,4.900827,6.458092,9.061518,-0.92195
0.532,5.022560,1,0,-8.290691,6.099401,5.740317,14.150407,8.565067,0.000000,0,0,11.149509,5.147751,6.920036,4.897371,6.453480,9.059171,-0.94318
0.533,5.020073,1,0,-8.352861,6.090804,5.728541,14.142463,8.554914,0.000000,0,0,11.141111,5.146478,6.917527,4.893925,6.449434,9.056550,-0.96196
0.534,5.017649,1,0,-8.415031,6.082207,5.717003,14.134519,8.544762,0.000000,0,0,11.132713,5.145205,6.915018,4.890480,6.445388,9.053929,-0.98288
0.535,5.015390,1,0,-8.477201,6.073610,5.706100,14.126575,8.534609,0.000000,0,0,11.124315,5.143932,6.912508,4.887034,6.441342,9.051309,-1.01350
0.536,5.013151,1,0,-8.532973,6.064988,5.695410,14.118565,8.524568,0.000000,0,0,11.115929,5.142745,6.910002,4.883545,6.437425,9.048513,-1.03849
0.537,5.010961,1,0,-8.554131,6.056227,5.685291,14.110199,8.515131,0.000000,0,0,11.107601,5.142027,6.907511,4.879822,6.434205,9.044774,-1.05607
0.538,5.008756,1,0,-8.575288,6.047466,5.675387,14.101832,8.505694,0.000000,0,0,11.099275,5.141309,6.905021,4.876098,6.430985,9.041034,-1.07532
0.539,5.006511,1,0,-8.596445,6.038704,5.666059,14.093466,8.496258,0.000000,0,0,11.090947,5.140590,6.902530,4.872375,6.427765,9.037294,-1.09449
0.540,5.004207,1,0,-8.612500,6.029954,5.656946,14.084921,8.486897,0.000000,0,0,11.082587,5.139899,6.899923,4.868437,6.424627,9.033473,-1.10972
0.541,5.001743,1,0,-8.600949,6.021263,5.648408,14.075407,8.477944,0.000000,0,0,11.074046,5.139354,6.896691,4.863336,6.421933,9.029214,-1.14106
0.542,4.999105,1,0,-8.589398,6.012571,5.640039,14.065893,8.468993,0.000000,0,0,11.065506,5.138809,6.893460,4.858235,6.419239,9.024955,-1.16214
0.543,4.995999,1,0,-8.577847,6.003880,5.632123,14.056379,8.460041,0.000000,0,0,11.056965,5.138264,6.890228,4.853134,6.416544,9.020696,-1.17667
0.544,4.992612,1,0,-8.563812,5.995208,5.624319,14.046793,8.451464,0.000000,0,0,11.048444,5.137747,6.886852,4.847444,6.413953,9.016395,-1.19456
0.545,4.988475,1,0,-8.536337,5.986643,5.616815,14.036817,8.444909,0.000000,0,0,11.040023,5.137382,6.882694,4.838571,6.411916,9.011863,-1.20814
0.546,4.984103,1,0,-8.508862,5.978077,5.609373,14.026839,8.438354,0.000000,0,0,11.031602,5.137017,6.878536,4.829698,6.409880,9.007331,-1.22219
0.547,4.979101,1,0,-8.481386,5.969512,5.602101,14.016863,8.431799,0.000000,0,0,11.023181,5.136652,6.874378,4.820824,6.407843,9.002799,-1.24903
0.548,4.973958,1,0,-8.453961,5.960971,5.594848,14.006911,8.425871,0.000000,0,0,11.014899,5.136309,6.870002,4.811632,6.405873,8.998057,-1.26579
0.549,4.968436,1,0,-8.426814,5.952555,5.587646,13.997099,8.423334,0.000000,0,0,11.007367,5.136087,6.864448,4.800714,6.404261,8.992180,-1.27943
0.550,4.962891,1,0,-8.399667,5.944139,5.580425,13.987287,8.420797,0.000000,0,0,10.999834,5.135865,6.858894,4.789796,6.402648,8.986303,-1.28960
0.551,4.957281,1,0,-8.372519,5.935724,5.573156,13.977474,8.418261,0.000000,0,0,10.992302,5.135643,6.853340,4.778878,6.401036,8.980427,-1.30585
0.552,4.279562,1,1,-8.348106,5.927358,5.565832,13.967646,8.416428,0.000000,0,0,10.985078,5.135423,6.847674,4.768065,6.399458,8.974454,-1.31813
0.553,1.802963,0,0,-8.338483,5.919261,5.558360,13.957727,8.418403,0.000000,0,0,10.979518,5.135221,6.841403,4.757820,6.398061,8.967964,-1.33110
0.554,0.000000,0,0,-8.328858,5.911164,5.550787,13.947809,8.420378,0.000000,0,0,10.973958,5.135020,6.835133,4.747575,6.396664,8.961473,-1.35371
0.555,0.000000,0,0,-8.319235,5.903067,5.542942,13.937891,8.422353,0.000000,0,0,10.968398,5.134818,6.828862,4.737330,6.395267,8.954984,-1.36286
0.556,0.000000,0,0,-8.312393,5.894951,5.534959,13.927942,8.424685,0.000000,0,0,10.963259,5.134627,6.822356,4.727005,6.393867,8.948285,-1.37417
0.557,0.000000,0,0,-8.320604,5.886733,5.526608,13.917834,8.428953,0.000000,0,0,10.960395,5.134494,6.814576,4.716249,6.392454,8.940457,-1.38381
0.558,0.000000,0,0,-8.328815,5.878515,5.518149,13.907725,8.433222,0.000000,0,0,10.957532,5.134362,6.806796,4.705492,6.391041,8.932631,-1.39664
0.559,0.000000,0,0,-8.337026,5.870297,5.509399,13.897616,8.437490,0.000000,0,0,10.954668,5.134229,6.799016,4.694736,6.389628,8.924804,-1.39992
0.560,0.000000,0,0,-8.346321,5.862051,5.500584,13.887487,8.442093,0.000000,0,0,10.952434,5.134098,6.790930,4.683537,6.388196,8.916811,-1.41882
0.561,0.000000,0,0,-8.361487,5.853651,5.491599,13.877249,8.448514,0.000000,0,0,10.953599,5.133977,6.781182,4.669939,6.386662,8.907923,-1.42604
0.562,0.000000,0,0,-8.376655,5.845251,5.482578,13.867010,8.454935,0.000000,0,0,10.954764,5.133857,6.771435,4.656341,6.385128,8.899035,-1.43358
0.563,0.000000,0,0,-8.391821,5.836852,5.473465,13.856771,8.461356,0.000000,0,0,10.955930,5.133737,6.761687,4.642743,6.383594,8.890145,-1.44295
0.564,0.000000,0,0,-8.405842,5.828422,5.464352,13.846617,8.468265,0.000000,0,0,10.957761,5.133602,6.751616,4.628961,6.382081,8.881204,-1.44782
0.565,0.000000,0,0,-8.413660,5.819829,5.455242,13.836924,8.477812,0.000000,0,0,10.963195,5.133388,6.739793,4.614182,6.380681,8.871973,-1.45355
0.566,0.000000,0,0,-8.421478,5.811236,5.446219,13.827230,8.487360,0.000000,0,0,10.968630,5.133174,6.727970,4.599403,6.379282,8.862742,-1.45820
0.567,0.000000,0,0,-8.429296,5.802644,5.437428,13.817537,8.496907,0.000000,0,0,10.974064,5.132960,6.716146,4.584624,6.377882,8.853511,-1.46555
0.568,0.000000,0,0,-8.433511,5.794069,5.428808,13.807844,8.506741,0.000000,0,0,10.980481,5.132757,6.704117,4.569809,6.376562,8.844188,-1.47013
0.569,0.000000,0,0,-8.418224,5.785589,5.420645,13.798157,8.518118,0.000000,0,0,10.992211,5.132608,6.690972,4.554794,6.375675,8.834366,-1.47407
0.570,0.000000,0,0,-8.402938,5.777110,5.412650,13.788469,8.529496,0.000000,0,0,11.003942,5.132460,6.677826,4.539779,6.374787,8.824544,-1.47814
0.571,0.000000,0,0,-8.387651,5.768631,5.405107,13.778782,8.540874,0.000000,0,0,11.015673,5.132312,6.664681,4.524764,6.373900,8.814722,-1.47958
0.572,0.000000,0,0,-8.368226,5.760166,5.397718,13.769075,8.552439,0.000000,0,0,11.028135,5.132201,6.651577,4.509785,6.373001,8.804913,-1.48406
0.573,0.000000,0,0,-8.326406,5.751779,5.390742,13.759266,8.565018,0.000000,0,0,11.044554,5.132291,6.638690,4.495004,6.372040,8.795168,-1.48279
0.574,0.000000,0,0,-8.284586,5.743392,5.383961,13.749455,8.577597,0.000000,0,0,11.060972,5.132381,6.625802,4.480223,6.371079,8.785422,-1.48580
0.575,0.000000,0,0,-8.242766,5.735006,5.377702,13.739645,8.590176,0.000000,0,0,11.077391,5.132471,6.612915,4.465442,6.370119,8.775678,-1.48574
0.576,0.000000,0,0,-8.195205,5.726645,5.371689,13.729883,8.603069,0.000000,0,0,11.094564,5.132577,6.599961,4.450665,6.369161,8.765971,-1.48546
0.577,0.000000,0,0,-8.116584,5.718421,5.366334,13.720385,8.617659,0.000000,0,0,11.115828,5.132772,6.586646,4.435907,6.368219,8.756470,-1.48944
0.578,0.000000,0,0,-8.037963,5.710196,5.361240,13.710886,8.632249,0.000000,0,0,11.137091,5.132967,6.573331,4.421151,6.367277,8.746969,-1.49012
0.579,0.000000,0,0,-7.959342,5.701972,5.356846,13.701386,8.646838,0.000000,0,0,11.158353,5.133162,6.560016,4.406394,6.366334,8.737468,-1.48931
0.580,0.000000,0,0,-7.875050,5.693805,5.352717,13.691871,8.661698,0.000000,0,0,11.180425,5.133366,6.546990,4.391896,6.365394,8.727975,-1.49391
0.581,0.000000,0,0,-7.760069,5.685938,5.349298,13.682264,8.678019,0.000000,0,0,11.206868,5.133624,6.535531,4.378803,6.364460,8.718522,-1.48833
0.582,0.000000,0,0,-7.645090,5.678072,5.346139,13.672657,8.694340,0.000000,0,0,11.233313,5.133882,6.524071,4.365710,6.363527,8.709069,-1.49213
0.583,0.000000,0,0,-7.530110,5.670207,5.343675,13.663050,8.710661,0.000000,0,0,11.259756,5.134140,6.512612,4.352617,6.362594,8.699616,-1.48890
0.584,0.000000,0,0,-7.410062,5.662417,5.341464,13.653435,8.727336,0.000000,0,0,11.287164,5.134384,6.501470,4.339587,6.361612,8.690263,-1.48913
0.585,0.000000,0,0,-7.262595,5.655043,5.339933,13.643776,8.745928,0.000000,0,0,11.319785,5.134554,6.492043,4.326896,6.360364,8.681444,-1.48989
0.586,0.000000,0,0,-7.115128,5.647668,5.338666,13.634118,8.764520,0.000000,0,0,11.352407,5.134725,6.482616,4.314204,6.359116,8.672626,-1.49155
0.587,0.000000,0,0,-6.967661,5.640294,5.338109,13.624459,8.783112,0.000000,0,0,11.385027,5.134895,6.473189,4.301513,6.357868,8.663809,-1.49164
0.588,0.000000,0,0,-6.816880,5.633065,5.337820,13.614783,8.802037,0.000000,0,0,11.418329,5.135042,6.464054,4.289020,6.356644,8.655015,-1.49097
0.589,0.000000,0,0,-6.648167,5.626620,5.338247,13.605014,8.822769,0.000000,0,0,11.455313,5.135061,6.456497,4.277598,6.355545,8.646351,-1.49245
0.590,0.000000,0,0,-6.479453,5.620176,5.338887,13.595244,8.843500,0.000000,0,0,11.492296,5.135081,6.448940,4.266177,6.354446,8.637688,-1.49028
0.591,0.000000,0,0,-6.310740,5.613731,5.340094,13.585476,8.864232,0.000000,0,0,11.529280,5.135101,6.441383,4.254755,6.353347,8.629024,-1.49097
0.592,0.000000,0,0,-6.140412,5.607395,5.341449,13.575689,8.885327,0.000000,0,0,11.566720,5.135104,6.434216,4.243476,6.352252,8.620342,-1.49030
0.593,0.000000,0,0,-5.961352,5.601643,5.343198,13.565808,8.908391,0.000000,0,0,11.606629,5.135015,6.429163,4.232965,6.351179,8.611566,-1.49108
0.594,0.000000,0,0,-5.782293,5.595891,5.345071,13.555927,8.931455,0.000000,0,0,11.646538,5.134925,6.424109,4.222455,6.350106,8.602789,-1.48986
0.595,0.000000,0,0,-5.603233,5.590138,5.347275,13.546046,8.954518,0.000000,0,0,11.686447,5.134835,6.419055,4.211944,6.349033,8.594012,-1.49127
0.596,0.000000,0,0,-5.423259,5.584472,5.349589,13.536172,8.977846,0.000000,0,0,11.726796,5.134796,6.414195,4.201540,6.347966,8.585285,-1.49120
0.597,0.000000,0,0,-5.238341,5.579270,5.352201,13.526336,9.002603,0.000000,0,0,11.769530,5.135030,6.410379,4.191713,6.346934,8.576830,-1.49051
0.598,0.000000,0,0,-5.053422,5.574069,5.354908,13.516500,9.027358,0.000000,0,0,11.812264,5.135263,6.406564,4.181886,6.345901,8.568376,-1.48904
0.599,0.000000,0,0,-4.868504,5.568867,5.357870,13.506664,9.052114,0.000000,0,0,11.854999,5.135497,6.402749,4.172059,6.344869,8.559920,-1.49081
0.600,0.000000,0,0,-4.684261,5.563788,5.360911,13.496825,9.077126,0.000000,0,0,11.898055,5.135758,6.399156,4.162566,6.343851,8.551453,-1.48745
0.601,0.000000,0,0,-4.503671,5.559376,5.364165,13.486971,9.103519,0.000000,0,0,11.942852,5.136166,6.396760,4.154878,6.342910,8.542913,-1.49688
0.602,0.000000,0,0,-4.323081,5.554964,5.367495,13.477118,9.129914,0.000000,0,0,11.987649,5.136573,6.394366,4.147190,6.341969,8.534374,-1.49200
0.603,0.000000,0,0,-4.142492,5.550552,5.371026,13.467263,9.156308,0.000000,0,0,12.032447,5.136980,6.391971,4.139502,6.341028,8.525835,-1.49070
0.604,0.000000,0,0,-3.963897,5.546286,5.374622,13.457356,9.182485,0.000000,0,0,12.077580,5.137397,6.389795,4.132761,6.340100,8.517270,-1.48978
0.605,0.000000,0,0,-3.796095,5.542809,5.378392,13.447166,9.207481,0.000000,0,0,12.124539,5.137865,6.388801,4.131144,6.339249,8.508564,-1.49100
0.606,0.000000,0,0,-3.628293,5.539334,5.382173,13.436977,9.232478,0.000000,0,0,12.171498,5.138333,6.387808,4.129526,6.338397,8.499859,-1.49018
0.607,0.000000,0,0,-3.460491,5.535858,5.385982,13.426787,9.257476,0.000000,0,0,12.218457,5.138802,6.386814,4.127908,6.337545,8.491153,-1.49003
0.608,0.000000,0,0,-3.296392,5.532486,5.389739,13.416611,9.282339,0.000000,0,0,12.265717,5.139233,6.386127,4.126591,6.336741,8.482515,-1.48960
0.609,0.000000,0,0,-3.152328,5.529680,5.393357,13.406503,9.306481,0.000000,0,0,12.314605,5.139467,6.387101,4.126902,6.336195,8.474241,-1.49070
0.610,0.000000,0,0,-3.008263,5.526873,5.396885,13.396395,9.330624,0.000000,0,0,12.363492,5.139700,6.388074,4.127214,6.335649,8.465968,-1.49236
0.611,0.000000,0,0,-2.864199,5.524066,5.400171,13.386287,9.354766,0.000000,0,0,12.412380,5.139933,6.389048,4.127525,6.335102,8.457694,-1.49177
0.612,0.000000,0,0,-2.724014,5.521316,5.403346,13.376225,9.378594,0.000000,0,0,12.461615,5.140174,6.390157,4.127717,6.334558,8.449402,-1.49166
0.613,0.000000,0,0,-2.604820,5.518868,5.406223,13.366421,9.400727,0.000000,0,0,12.512721,5.140455,6.391999,4.127263,6.334028,8.441007,-1.48803
0.614,0.000000,0,0,-2.485625,5.516421,5.409021,13.356616,9.422860,0.000000,0,0,12.563828,5.140736,6.393842,4.126809,6.333498,8.432611,-1.48896
0.615,0.000000,0,0,-2.366431,5.513974,5.411607,13.346811,9.444993,0.000000,0,0,12.614935,5.141017,6.395685,4.126354,6.332967,8.424216,-1.49041
