"Time","v2 R COP","49 RDS cle","47 R marks","42a CoMy (cm)","42 CoMy (cm)","v1 xCoM","39 FRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","48 L marks","37 FLx (cm)","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","33 HLx (cm)","3 Platform"
0.000,0.000000,0,0,-1.644934,6.518631,6.447395,13.427485,6.719944,0.000000,0,0,9.418166,6.024578,9.429027,4.827535,7.178516,6.087895,1.47413
0.001,0.000000,0,0,-1.719346,6.516830,6.442477,13.445713,6.711987,0.000000,0,0,9.408617,6.029785,9.428897,4.827287,7.173716,6.091918,1.46947
0.002,0.000000,0,0,-1.793757,6.515030,6.437508,13.463943,6.704030,0.000000,0,0,9.399068,6.034992,9.428767,4.827039,7.168915,6.095942,1.47354
0.003,0.000000,0,0,-1.868169,6.513230,6.432402,13.482171,6.696073,0.000000,0,0,9.389519,6.040199,9.428638,4.826791,7.164114,6.099966,1.47286
0.004,0.000000,0,0,-1.942851,6.511394,6.427256,13.500371,6.688133,0.000000,0,0,9.380042,6.045467,9.405182,4.826529,7.159201,6.104166,1.47330
0.005,0.000000,0,0,-2.018996,6.509357,6.422005,13.518414,6.680286,0.000000,0,0,9.370955,6.051068,9.255525,4.826190,7.153675,6.109322,1.47344
0.006,0.000000,0,0,-2.095140,6.507321,6.416713,13.536456,6.672441,0.000000,0,0,9.361868,6.056668,9.105867,4.825851,7.148148,6.114477,1.47411
0.007,0.000000,0,0,-2.171285,6.505285,6.411314,13.554499,6.664594,0.000000,0,0,9.352780,6.062269,8.956210,4.825512,7.142622,6.119633,1.47328
0.008,0.000000,0,0,-2.246870,6.503190,6.405877,13.572341,6.656794,0.000000,0,0,9.361113,6.068014,8.806549,4.825229,7.137046,6.125001,1.47716
0.009,0.000000,0,0,-2.319424,6.500777,6.400338,13.589107,6.649241,0.000000,0,0,9.463690,6.074542,8.656868,4.825243,7.131203,6.131516,1.47289
0.010,0.000000,0,0,-2.391978,6.498364,6.394791,13.605872,6.641689,0.000000,0,0,9.566267,6.081069,8.507188,4.825258,7.125360,6.138032,1.47285
0.011,0.000000,0,0,-2.464531,6.495951,6.389222,13.622638,6.634136,0.000000,0,0,9.668844,6.087596,8.357507,4.825272,7.119516,6.144547,1.47265
0.012,0.000000,0,0,-2.535569,6.493489,6.383677,13.639092,6.626578,0.000000,0,0,9.771307,6.094209,8.207829,4.825282,7.113642,6.151151,1.47214
0.013,0.000000,0,0,-2.598402,6.490765,6.378195,13.653871,6.618992,0.000000,0,0,9.873147,6.101283,8.058170,4.825264,7.107599,6.158226,1.47386
0.014,0.000000,0,0,-2.661235,6.488040,6.372730,13.668649,6.611406,0.000000,0,0,9.974988,6.108356,7.908512,4.825246,7.101556,6.165300,1.47274
0.015,0.000000,0,0,-2.724068,6.485315,6.367313,13.683427,6.603820,0.000000,0,0,10.076828,6.115429,7.758852,4.825228,7.095514,6.172375,1.47268
0.016,0.000000,0,0,-2.785598,6.482552,6.361905,13.697941,6.596286,0.000000,0,0,10.178578,6.122484,7.609186,4.825238,7.089435,6.179677,1.47433
0.017,0.000000,0,0,-2.840077,6.479582,6.356518,13.711027,6.589036,0.000000,0,0,10.279839,6.129437,7.459482,4.825402,7.083164,6.188212,1.47388
0.018,0.000000,0,0,-2.894556,6.476613,6.351159,13.724114,6.581786,0.000000,0,0,10.381099,6.136390,7.309778,4.825565,7.076892,6.196747,1.47526
0.019,0.000000,0,0,-2.949034,6.473643,6.345875,13.737201,6.574535,0.000000,0,0,10.482359,6.143343,7.160074,4.825729,7.070621,6.205281,1.47317
0.020,0.000000,0,0,-3.002125,6.470655,6.340639,13.750048,6.567321,0.000000,0,0,10.583525,6.150237,7.033719,4.825880,7.064178,6.213887,1.47198
0.021,0.000000,0,0,-3.047708,6.467571,6.335531,13.761594,6.560301,0.000000,0,0,10.684181,6.156810,7.033686,4.825962,7.056807,6.222880,1.47337
0.022,0.000000,0,0,-3.093290,6.464487,6.330448,13.773140,6.553281,0.000000,0,0,10.784838,6.163384,7.033653,4.826044,7.049436,6.231874,1.47370
0.023,0.000000,0,0,-3.138873,6.461403,6.325429,13.784686,6.546261,0.000000,0,0,10.885493,6.169958,7.033620,4.826126,7.042065,6.240866,1.47256
0.024,0.000000,0,0,-3.184085,6.458299,6.320404,13.795962,6.539291,0.000000,0,0,10.969028,6.176406,7.033665,4.826195,7.034571,6.250072,1.47498
0.025,0.000000,0,0,-3.227294,6.455088,6.315358,13.805776,6.532587,0.000000,0,0,10.959924,6.182178,7.034127,4.826192,7.026414,6.260428,1.47537
0.026,0.000000,0,0,-3.270502,6.451876,6.310294,13.815589,6.525883,0.000000,0,0,10.950820,6.187950,7.034589,4.826190,7.018258,6.270784,1.47266
0.027,0.000000,0,0,-3.313711,6.448665,6.305182,13.825402,6.519180,0.000000,0,0,10.941717,6.193722,7.035052,4.826188,7.010102,6.281140,1.47315
0.028,0.000000,0,0,-3.356184,6.445409,6.300053,13.834917,6.512523,0.000000,0,0,10.932632,6.199336,7.035497,4.826161,7.001864,6.294831,1.47373
0.029,0.000000,0,0,-3.394678,6.441916,6.294878,13.842816,6.506120,0.000000,0,0,10.923653,6.204098,7.035852,4.826002,6.993187,6.326566,1.47114
0.030,0.000000,0,0,-3.433173,6.438423,6.289710,13.850715,6.499717,0.000000,0,0,10.914673,6.208861,7.036207,4.825843,6.984511,6.358302,1.47474
0.031,0.000000,0,0,-3.471668,6.434929,6.284560,13.858614,6.493314,0.000000,0,0,10.905693,6.213623,7.036561,4.825685,6.975834,6.390037,1.47321
0.032,0.000000,0,0,-3.509111,6.431420,6.279443,13.866329,6.486947,0.000000,0,0,10.896692,6.218246,7.037004,4.825551,6.968385,6.421911,1.47388
0.033,0.000000,0,0,-3.540865,6.427830,6.274412,13.873055,6.480777,0.000000,0,0,10.887580,6.222111,7.037922,4.825556,6.967577,6.454534,1.47407
0.034,0.000000,0,0,-3.572619,6.424239,6.269413,13.879780,6.474607,0.000000,0,0,10.878468,6.225977,7.038841,4.825560,6.966767,6.487158,1.47089
0.035,0.000000,0,0,-3.604374,6.420649,6.264499,13.886504,6.468437,0.000000,0,0,10.869355,6.229843,7.039760,4.825565,6.965958,6.519781,1.47307
0.036,0.000000,0,0,-3.634371,6.417030,6.259616,13.892984,6.462276,0.000000,0,0,10.860189,6.233630,7.040828,4.825595,6.965314,6.550201,1.47209
0.037,0.000000,0,0,-3.654860,6.413262,6.254818,13.898139,6.456161,0.000000,0,0,10.850732,6.236989,7.042702,4.825768,6.965560,6.568696,1.47446
0.038,0.000000,0,0,-3.675349,6.409493,6.250089,13.903294,6.450047,0.000000,0,0,10.841274,6.240349,7.044577,4.825940,6.965806,6.587192,1.47383
0.039,0.000000,0,0,-3.695838,6.405725,6.245545,13.908448,6.443933,0.000000,0,0,10.831817,6.243708,7.046451,4.826112,6.966053,6.605687,1.47327
0.040,0.000000,0,0,-3.713924,6.401959,6.241109,13.913304,6.437806,0.000000,0,0,10.822434,6.246997,7.048271,4.826299,6.964707,6.624372,1.47361
0.041,0.000000,0,0,-3.719011,6.398205,6.236957,13.916541,6.431607,0.000000,0,0,10.813459,6.249907,7.049800,4.826562,6.954747,6.644089,1.47257
0.042,0.000000,0,0,-3.724097,6.394451,6.232891,13.919779,6.425409,0.000000,0,0,10.804484,6.252818,7.051328,4.826826,6.944788,6.663805,1.47514
0.043,0.000000,0,0,-3.729183,6.390697,6.229058,13.923017,6.419210,0.000000,0,0,10.795510,6.255727,7.052857,4.827090,6.934828,6.683521,1.47386
0.044,0.000000,0,0,-3.732355,6.386937,6.225283,13.926019,6.412989,0.000000,0,0,10.786589,6.258541,7.054330,4.827321,6.925127,6.703560,1.47504
0.045,0.000000,0,0,-3.725168,6.383146,6.221662,13.927750,6.406648,0.000000,0,0,10.777956,6.260832,7.055502,4.827373,6.916823,6.725351,1.47422
0.046,0.000000,0,0,-3.717980,6.379356,6.218111,13.929481,6.400306,0.000000,0,0,10.769324,6.263123,7.056674,4.827425,6.908520,6.747141,1.47315
0.047,0.000000,0,0,-3.710793,6.375565,6.214743,13.931211,6.393965,0.000000,0,0,10.760692,6.265414,7.057847,4.827477,6.900217,6.768932,1.47359
0.048,0.754736,0,0,-3.701647,6.371783,6.211462,13.932616,6.387549,0.000000,0,0,10.752091,6.267639,7.059013,4.827549,6.891969,6.791000,1.47407
0.049,3.529502,0,1,-3.681906,6.368049,6.208413,13.932264,6.380738,0.000000,0,0,10.743660,6.269510,7.060150,4.827719,6.884017,6.814571,1.47448
0.050,5.549790,1,0,-3.662164,6.364315,6.205446,13.931912,6.373926,0.000000,0,0,10.735229,6.271381,7.061286,4.827889,6.876064,6.838142,1.47369
0.051,5.550738,1,0,-3.642422,6.360580,6.202701,13.931561,6.367114,0.000000,0,0,10.726797,6.273252,7.062422,4.828059,6.868112,6.861713,1.47333
0.052,5.551588,1,0,-3.621350,6.356872,6.200029,13.930980,6.360358,0.000000,0,0,10.718383,6.275020,7.063532,4.828153,6.860151,6.885520,1.47296
0.053,5.552177,1,0,-3.593075,6.353300,6.197553,13.929157,6.353906,0.000000,0,0,10.710061,6.276232,7.064497,4.827830,6.852150,6.910610,1.47529
0.054,5.552695,1,0,-3.564800,6.349728,6.195139,13.927335,6.347454,0.000000,0,0,10.701739,6.277443,7.065461,4.827508,6.844149,6.935699,1.47499
0.055,5.553026,1,0,-3.536525,6.346157,6.192895,13.925512,6.341002,0.000000,0,0,10.693418,6.278656,7.066426,4.827186,6.836148,6.960789,1.47466
0.056,5.553328,1,0,-3.507073,6.342602,6.190707,13.923429,6.334537,0.000000,0,0,10.685115,6.279837,7.067413,4.826809,6.828232,6.986151,1.47486
0.057,5.553555,1,0,-3.471256,6.339140,6.188670,13.919941,6.328000,0.000000,0,0,10.676915,6.280855,7.068521,4.826135,6.820773,7.012990,1.47641
0.058,5.553755,1,0,-3.435438,6.335678,6.186694,13.916452,6.321463,0.000000,0,0,10.668716,6.281873,7.069629,4.825460,6.813314,7.039829,1.47333
0.059,5.553883,1,0,-3.399621,6.332216,6.184883,13.912964,6.314926,0.000000,0,0,10.660517,6.282890,7.070737,4.824786,6.805855,7.066668,1.47269
0.060,5.553976,1,0,-3.362435,6.328774,6.183142,13.909147,6.308455,0.000000,0,0,10.652349,6.283929,7.071809,4.824018,6.798543,7.093651,1.47517
0.061,5.553974,1,0,-3.317849,6.325442,6.181588,13.903558,6.302345,0.000000,0,0,10.644347,6.285078,7.072691,4.822744,6.792028,7.121410,1.47346
0.062,5.553943,1,0,-3.273262,6.322110,6.180109,13.897968,6.296235,0.000000,0,0,10.636346,6.286226,7.073573,4.821470,6.785512,7.149170,1.47201
0.063,5.553831,1,0,-3.228675,6.318779,6.178829,13.892379,6.290125,0.000000,0,0,10.628345,6.287374,7.074455,4.820196,6.778997,7.176930,1.47354
0.064,5.553693,1,0,-3.182909,6.315479,6.177626,13.886509,6.284034,0.000000,0,0,10.620434,6.288462,7.075269,4.818903,6.772593,7.204810,1.47405
0.065,5.553484,1,0,-3.130762,6.312351,6.176626,13.879125,6.278048,0.000000,0,0,10.613015,6.289218,7.075716,4.817511,6.766784,7.233339,1.47291
0.066,5.553222,1,0,-3.078616,6.309223,6.175689,13.871741,6.272060,0.000000,0,0,10.605596,6.289974,7.076164,4.816118,6.760976,7.261868,1.47106
0.067,5.552818,1,0,-3.026469,6.306095,6.174923,13.864357,6.266073,0.000000,0,0,10.598177,6.290730,7.076612,4.814726,6.755168,7.290397,1.47297
0.068,5.552333,1,0,-2.973457,6.302999,6.174211,13.856848,6.259976,0.000000,0,0,10.590837,6.291382,7.077020,4.813269,6.749336,7.318995,1.47435
0.069,5.551630,1,0,-2.915759,6.300082,6.173642,13.848660,6.253285,0.000000,0,0,10.583925,6.291463,7.077209,4.811460,6.743375,7.347969,1.47484
0.070,5.550848,1,0,-2.858062,6.297164,6.173147,13.840471,6.246594,0.000000,0,0,10.577013,6.291544,7.077399,4.809652,6.737414,7.376943,1.47380
0.071,5.549858,1,0,-2.800365,6.294247,6.172846,13.832283,6.239902,0.000000,0,0,10.570101,6.291626,7.077589,4.807844,6.731453,7.405917,1.47247
0.072,5.548802,1,0,-2.741692,6.291381,6.172638,13.823933,6.233105,0.000000,0,0,10.563282,6.291655,7.077782,4.805941,6.725472,7.434876,1.47497
0.073,5.547572,1,0,-2.677744,6.288799,6.172678,13.814708,6.225734,0.000000,0,0,10.556971,6.291402,7.077993,4.803524,6.719382,7.463759,1.47454
0.074,5.546290,1,0,-2.613796,6.286217,6.172791,13.805483,6.218362,0.000000,0,0,10.550658,6.291149,7.078205,4.801107,6.713292,7.492642,1.47409
0.075,5.544872,1,0,-2.549847,6.283635,6.173094,13.796258,6.210991,0.000000,0,0,10.544346,6.290895,7.078416,4.798690,6.707201,7.521525,1.46741
0.076,5.543418,1,0,-2.485282,6.281086,6.173444,13.786975,6.203541,0.000000,0,0,10.538166,6.290637,7.078628,4.796204,6.701073,7.550353,1.47313
0.077,5.541871,1,0,-2.417380,6.278724,6.173916,13.777380,6.195664,0.000000,0,0,10.532700,6.290353,7.078846,4.793339,6.694740,7.578887,1.47285
0.078,5.540310,1,0,-2.349478,6.276361,6.174439,13.767785,6.187788,0.000000,0,0,10.527234,6.290070,7.079063,4.790475,6.688407,7.607422,1.47341
0.079,5.538715,1,0,-2.281576,6.273999,6.175102,13.758190,6.179912,0.000000,0,0,10.521768,6.289786,7.079280,4.787611,6.682074,7.635956,1.47231
0.080,5.537125,1,0,-2.212276,6.271661,6.175834,13.748585,6.172000,0.000000,0,0,10.516525,6.289503,7.079486,4.784737,6.675920,7.664454,1.47355
0.081,5.535546,1,0,-2.135410,6.269453,6.176754,13.738928,6.163897,0.000000,0,0,10.512488,6.289219,7.079633,4.781811,6.670732,7.692756,1.47360
0.082,5.533955,1,0,-2.058545,6.267246,6.177772,13.729271,6.155793,0.000000,0,0,10.508451,6.288936,7.079779,4.778886,6.665545,7.721057,1.47304
0.083,5.532331,1,0,-1.981680,6.265038,6.179052,13.719614,6.147689,0.000000,0,0,10.504415,6.288653,7.079925,4.775960,6.660357,7.749359,1.47311
0.084,5.530675,1,0,-1.903686,6.262904,6.180453,13.709979,6.139587,0.000000,0,0,10.500727,6.288360,7.079975,4.772997,6.655239,7.777602,1.47214
0.085,5.528939,1,0,-1.819587,6.261166,6.182173,13.700460,6.131496,0.000000,0,0,10.498920,6.288016,7.079500,4.769826,6.650496,7.805533,1.47458
0.086,5.527192,1,0,-1.735487,6.259428,6.183983,13.690943,6.123406,0.000000,0,0,10.497115,6.287671,7.079025,4.766656,6.645754,7.833465,1.47211
0.087,5.525418,1,0,-1.651387,6.257690,6.186034,13.681424,6.115315,0.000000,0,0,10.495310,6.287327,7.078550,4.763486,6.641012,7.861396,1.47300
0.088,5.523663,1,0,-1.566909,6.256001,6.188137,13.671900,6.107411,0.000000,0,0,10.493957,6.287016,7.077941,4.760322,6.636352,7.889336,1.47408
0.089,5.521959,1,0,-1.480383,6.254579,6.190378,13.662343,6.100522,0.000000,0,0,10.495049,6.286887,7.076607,4.757196,6.632133,7.917319,1.47203
0.090,5.520293,1,0,-1.393857,6.253155,6.192659,13.652786,6.093632,0.000000,0,0,10.496140,6.286759,7.075272,4.754069,6.627913,7.945302,1.47324
0.091,5.518726,1,0,-1.307331,6.251732,6.195049,13.643229,6.086743,0.000000,0,0,10.497232,6.286630,7.073937,4.750943,6.623694,7.973286,1.47363
0.092,5.517187,1,0,-1.221690,6.250373,6.197471,13.633706,6.080351,0.000000,0,0,10.499416,6.286516,7.072549,4.747798,6.618371,8.001094,1.47312
0.093,5.515725,1,0,-1.140836,6.249361,6.199975,13.624362,6.076652,0.000000,0,0,10.507502,6.286479,7.070868,4.744557,6.607078,8.027955,1.47430
0.094,4.764666,1,0,-1.059982,6.248349,6.202473,13.615018,6.072952,0.000000,0,0,10.515588,6.286441,7.069188,4.741315,6.595784,8.054816,1.47338
0.095,2.007336,1,1,-0.979129,6.247337,6.204951,13.605674,6.069253,0.000000,0,0,10.523673,6.286403,7.067508,4.738073,6.584490,8.081677,1.47387
0.096,0.000000,0,0,-0.900445,6.246377,6.207384,13.596327,6.066391,0.000000,0,0,10.532837,6.286340,7.065698,4.734455,6.573227,8.105201,1.47350
0.097,0.000000,0,0,-0.833499,6.245697,6.209693,13.586970,6.068062,0.000000,0,0,10.547833,6.286139,7.063186,4.728799,6.562133,8.110667,1.47314
0.098,0.000000,0,0,-0.766553,6.245016,6.211958,13.577614,6.069733,0.000000,0,0,10.562830,6.285939,7.060673,4.723143,6.551040,8.116134,1.47449
0.099,0.000000,0,0,-0.699607,6.244336,6.214106,13.568257,6.071404,0.000000,0,0,10.577826,6.285739,7.058161,4.717487,6.539946,8.121599,1.47412
0.100,0.000000,0,0,-0.634364,6.243690,6.216220,13.558964,6.073984,0.000000,0,0,10.593919,6.285546,7.056103,4.711478,6.530644,8.126974,1.47346
0.101,0.000000,0,0,-0.578338,6.243227,6.218247,13.550010,6.081485,0.000000,0,0,10.615937,6.285394,7.056502,4.703551,6.531037,8.131853,1.47198
0.102,0.000000,0,0,-0.522313,6.242765,6.220244,13.541056,6.088986,0.000000,0,0,10.637956,6.285242,7.056901,4.695625,6.531431,8.136732,1.47258
0.103,0.000000,0,0,-0.466287,6.242302,6.222158,13.532102,6.096487,0.000000,0,0,10.659974,6.285090,7.057301,4.687699,6.531824,8.141611,1.47442
0.104,0.000000,0,0,-0.411258,6.241858,6.224044,13.523148,6.105199,0.000000,0,0,10.682761,6.284914,7.058009,4.679603,6.532351,8.148661,1.47347
0.105,0.000000,0,0,-0.361628,6.241514,6.225855,13.514191,6.120460,0.000000,0,0,10.709708,6.284607,7.060389,4.670587,6.533601,8.167451,1.47187
0.106,0.000000,0,0,-0.311997,6.241169,6.227663,13.505234,6.135721,0.000000,0,0,10.736655,6.284300,7.062768,4.661572,6.534851,8.186241,1.47310
0.107,0.000000,0,0,-0.262366,6.240824,6.229462,13.496278,6.150982,0.000000,0,0,10.763603,6.283993,7.065148,4.652557,6.536101,8.205031,1.47308
0.108,0.000000,0,0,-0.212886,6.240509,6.231285,13.487356,6.167272,0.000000,0,0,10.792498,6.283685,7.067592,4.643660,6.537474,8.223600,1.47442
0.109,0.000000,0,0,-0.164221,6.240357,6.233171,13.478624,6.189124,0.000000,0,0,10.831928,6.283373,7.070378,4.635401,6.539511,8.240971,1.47328
0.110,0.000000,0,0,-0.115556,6.240204,6.235091,13.469893,6.210976,0.000000,0,0,10.871358,6.283061,7.073164,4.627142,6.541548,8.258340,1.47282
0.111,0.000000,0,0,-0.066892,6.240052,6.237101,13.461162,6.232828,0.000000,0,0,10.910789,6.282748,7.075951,4.618883,6.543585,8.275709,1.47377
0.112,0.000000,0,0,-0.018133,6.239934,6.239147,13.452430,6.255233,0.000000,0,0,10.950195,6.282443,7.076228,4.610883,6.545722,8.292649,1.47354
0.113,0.000000,0,0,0.031135,6.240005,6.241290,13.443691,6.280635,0.000000,0,0,10.989470,6.282176,7.062924,4.604283,6.548399,8.307265,1.47321
0.114,0.000000,0,0,0.080404,6.240077,6.243463,13.434953,6.306036,0.000000,0,0,11.028746,6.281909,7.049620,4.597683,6.551076,8.321881,1.47313
0.115,0.000000,0,0,0.129672,6.240147,6.245716,13.426214,6.331438,0.000000,0,0,11.068021,6.281641,7.036316,4.591084,6.553753,8.336498,1.47224
0.116,0.000000,0,0,0.178409,6.240255,6.247988,13.417515,6.357453,0.000000,0,0,11.107252,6.281416,7.022997,4.584438,6.556437,8.350708,1.47209
0.117,0.000000,0,0,0.224275,6.240564,6.250308,13.409020,6.386790,0.000000,0,0,11.146242,6.281416,7.009596,4.577547,6.559165,8.362719,1.47301
0.118,0.000000,0,0,0.270141,6.240874,6.252616,13.400527,6.416127,0.000000,0,0,11.185232,6.281416,6.996195,4.570656,6.561893,8.374730,1.46666
0.119,0.000000,0,0,0.316006,6.241183,6.254892,13.392033,6.445464,0.000000,0,0,11.224222,6.281417,6.982795,4.563765,6.564621,8.386741,1.47377
0.120,0.000000,0,0,0.360362,6.241517,6.257128,13.383500,6.475200,0.000000,0,0,11.263230,6.281456,6.969438,4.556886,6.567291,8.398255,1.47407
0.121,0.000000,0,0,0.396550,6.241985,6.259254,13.374757,6.507097,0.000000,0,0,11.302340,6.281704,6.956320,4.550074,6.569645,8.407086,1.47346
0.122,0.000000,0,0,0.432737,6.242453,6.261335,13.366013,6.538994,0.000000,0,0,11.341449,6.281952,6.943202,4.543262,6.571999,8.415916,1.47332
0.123,0.000000,0,0,0.468925,6.242921,6.263299,13.357269,6.570891,0.000000,0,0,11.380558,6.282200,6.930084,4.536449,6.574353,8.424747,1.47262
0.124,0.000000,0,0,0.503360,6.243414,6.265222,13.348571,6.603167,0.000000,0,0,11.419657,6.282457,6.917065,4.529574,6.576746,8.433200,1.47354
0.125,0.000000,0,0,0.528317,6.244042,6.267033,13.340118,6.637492,0.000000,0,0,11.458706,6.282761,6.904576,4.522356,6.579353,8.439604,1.47809
0.126,0.000000,0,0,0.553274,6.244670,6.268795,13.331665,6.671817,0.000000,0,0,11.497754,6.283064,6.892087,4.515137,6.581960,8.446009,1.47559
0.127,0.000000,0,0,0.578231,6.245298,6.270422,13.323212,6.706142,0.000000,0,0,11.536803,6.283368,6.879599,4.507919,6.584568,8.452414,1.47271
0.128,0.000000,0,0,0.601637,6.245934,6.271993,13.305555,6.751065,0.000000,0,0,11.575806,6.283635,6.867139,4.500579,6.587294,8.458505,1.47264
0.129,0.000000,0,0,0.616653,6.246614,6.273411,13.238106,6.853328,0.000000,0,0,11.614558,6.283708,6.854835,4.492581,6.590662,8.462898,1.47356
0.130,0.000000,0,0,0.631668,6.247293,6.274786,13.170656,6.955591,0.000000,0,0,11.653311,6.283782,6.842530,4.484583,6.594030,8.467293,1.47519
0.131,0.000000,0,0,0.646684,6.247972,6.276044,13.103208,7.057855,0.000000,0,0,11.692063,6.283854,6.830225,4.476585,6.597399,8.471686,1.47410
0.132,0.000000,0,0,0.661166,6.248647,6.277280,13.026687,7.160042,0.000000,0,0,11.730754,6.289336,6.817921,4.473974,6.600936,8.475761,1.47271
0.133,0.000000,0,0,0.672767,6.249305,6.278452,12.901086,7.261822,0.000000,0,0,11.769112,6.324075,6.805615,4.500504,6.605391,8.478106,1.47224
0.134,0.000000,0,0,0.684367,6.249963,6.279619,12.775486,7.363603,0.000000,0,0,11.807468,6.358815,6.793309,4.527033,6.609844,8.480453,1.47349
0.135,0.000000,0,0,0.695968,6.250620,6.280769,12.649885,7.465383,0.000000,0,0,11.845825,6.393554,6.781003,4.553562,6.614298,8.482799,1.47396
0.136,0.000000,0,0,0.707512,6.251286,6.281927,12.524351,7.567203,0.000000,0,0,11.884053,6.439712,6.768653,4.580098,6.618906,8.484863,1.47314
0.137,0.000000,0,0,0.718750,6.251996,6.283106,12.399175,7.669241,0.000000,0,0,11.921585,6.547641,6.756065,4.606667,6.624350,8.485404,1.47255
0.138,0.000000,0,0,0.729988,6.252705,6.284294,12.273999,7.771279,0.000000,0,0,11.959117,6.655571,6.743477,4.633236,6.629793,8.485946,1.47280
0.139,0.000000,0,0,0.741226,6.253415,6.285504,12.148823,7.873317,0.000000,0,0,11.996649,6.763501,6.730890,4.659806,6.635236,8.486486,1.47285
0.140,0.000000,0,0,0.752400,6.254132,6.286718,12.031699,7.965411,0.000000,0,0,12.035074,6.871449,6.718156,4.686329,6.640729,8.486814,1.47324
0.141,0.000000,0,0,0.763228,6.254891,6.287943,11.958138,8.003708,0.000000,0,0,12.078336,6.979499,6.704633,4.712604,6.646492,8.485986,1.47441
0.142,0.000000,0,0,0.774056,6.255650,6.289169,11.884578,8.042004,0.000000,0,0,12.121598,7.087549,6.691110,4.738878,6.652253,8.485158,1.47216
0.143,0.000000,0,0,0.784884,6.256409,6.290399,11.811016,8.080300,0.000000,0,0,12.164861,7.195599,6.677587,4.765153,6.658015,8.484330,1.47234
0.144,0.000000,0,0,0.795057,6.257184,6.291624,11.737517,8.101162,0.000000,0,0,12.207968,7.295846,6.665104,4.786049,6.663849,8.483242,1.47199
0.145,0.000000,0,0,0.801680,6.258048,6.292835,11.664351,8.027699,0.000000,0,0,12.250235,7.353882,6.658249,4.777845,6.670071,8.480745,1.47475
0.146,0.000000,0,0,0.808304,6.258911,6.294017,11.591186,7.954237,0.000000,0,0,12.292501,7.411918,6.651394,4.769641,6.676293,8.478250,1.47277
0.147,0.000000,0,0,0.814927,6.259775,6.295119,11.518020,7.880774,0.000000,0,0,12.334768,7.469954,6.644539,4.761438,6.682515,8.475753,1.47239
0.148,0.000000,0,0,0.820205,6.260641,6.296168,11.456216,7.807426,0.000000,0,0,12.376854,7.527932,6.637815,4.781997,6.688832,8.473044,1.47451
0.149,0.000000,0,0,0.818201,6.261523,6.297073,11.455889,7.734704,0.000000,0,0,12.417960,7.585593,6.631793,4.958174,6.695667,8.469188,1.47393
0.150,0.000000,0,0,0.816196,6.262404,6.297925,11.455562,7.661981,0.000000,0,0,12.459067,7.643254,6.625771,5.134350,6.702502,8.465332,1.47405
0.151,0.000000,0,0,0.814192,6.263286,6.298632,11.455235,7.589259,0.000000,0,0,12.500174,7.700915,6.619749,5.310527,6.709337,8.461475,1.47206
0.152,0.000000,0,0,0.811051,6.264158,6.299291,11.454933,7.533257,0.000000,0,0,12.540896,7.746443,6.613731,5.486700,6.716179,8.457316,1.47273
0.153,0.000000,0,0,0.801755,6.264979,6.299819,11.454769,7.567720,0.000000,0,0,12.579543,7.726328,6.607740,5.662854,6.723066,8.451523,1.47360
0.154,0.000000,0,0,0.792459,6.265800,6.300294,11.454605,7.602184,0.000000,0,0,12.618190,7.706214,6.601749,5.839008,6.729954,8.445729,1.47646
0.155,0.000000,0,0,0.783163,6.266620,6.300625,11.454441,7.636647,0.000000,0,0,12.656837,7.686100,6.595757,6.015162,6.736841,8.439936,1.47035
0.156,0.000000,0,0,0.772676,6.267429,6.300897,11.454258,7.670545,0.000000,0,0,12.695012,7.665978,6.589763,6.162416,6.743665,8.433995,1.47350
0.157,0.000000,0,0,0.755746,6.268170,6.301009,11.453969,7.701383,0.000000,0,0,12.730642,7.645818,6.583751,6.153307,6.750151,8.427261,1.47289
0.158,0.000000,0,0,0.738816,6.268912,6.301071,11.453680,7.732221,0.000000,0,0,12.766273,7.625659,6.577739,6.144198,6.756637,8.420528,1.47276
0.159,0.000000,0,0,0.721886,6.269654,6.300997,11.453392,7.763059,0.000000,0,0,12.801903,7.605499,6.571727,6.135090,6.763123,8.413795,1.47388
0.160,0.000000,0,0,0.704076,6.270385,6.300882,11.453162,7.792889,0.000000,0,0,12.835349,7.585315,6.565290,6.126202,6.769505,8.407022,1.47381
0.161,0.000000,0,0,0.681508,6.271059,6.300660,11.453252,7.817267,0.000000,0,0,12.856976,7.564997,6.556559,6.118510,6.775327,8.400027,1.47231
0.162,0.000000,0,0,0.658940,6.271732,6.300397,11.453341,7.841645,0.000000,0,0,12.878603,7.544680,6.547827,6.110817,6.781149,8.393034,1.47294
0.163,0.000000,0,0,0.636373,6.272405,6.300029,11.453431,7.866024,0.000000,0,0,12.900230,7.524362,6.539095,6.103125,6.786971,8.386040,1.47202
0.164,0.000000,0,0,0.612548,6.273074,6.299615,11.440293,7.889047,0.904713,0,1,12.920796,7.504064,6.528990,6.095373,6.792613,8.379006,1.47442
0.165,0.000000,0,0,0.581926,6.273716,6.299078,11.355593,7.904738,4.230864,1,0,12.935619,7.483869,6.511454,6.087301,6.797282,8.371758,1.47252
0.166,0.000000,0,0,0.551305,6.274359,6.298470,11.270892,7.920429,6.650234,1,0,12.950442,7.463674,6.493917,6.079229,6.801950,8.364510,1.47448
