"Time","v2 R COP","49 RDS cle","47 R marks","46 HLr swoff","45 FLr swoff","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","38 FLy (cm)","35a HRx (cm)","35 HRx (cm)","v3 L COP","37a FLx (cm)","42a CoMy (cm)","v1 xCoM","42 CoMy (cm)","52 HLl swoff","51 HLr swoff","50 LDS cle","48 L marks","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,1,0,0,0,7.048409,0.341350,13.146821,4.827269,8.841887,16.898457,5.988965,-10.331620,13.055558,0.000000,-1.692756,2.023114,7.012484,6.920592,0,0,1,0,13.888843,3.705213,6.898314,-6.290467,13.573238,153.248245,0,64.338524,48.128544,62.553024,8.607727,17.315819,7.968318,13.575068,8.037529,12.850174,8.347856,12.357540,9.305208,13.881749,9.746110,12.343708,10.589865,13.142799,0,0.09067,-0.10685,-0.01965,0.00335,0.00970,-0.01229,0.00568,0.00460,0.00015,0.11746,3.27753
0.001,0.000000,1,0,0,0,7.048275,0.338377,13.147645,4.822083,8.503203,16.906874,5.989205,-10.322133,13.045298,0.000000,-0.973740,1.738445,7.006466,6.923094,0,0,1,0,13.890598,3.704817,6.901001,-7.414710,13.558399,152.573334,0,64.460564,47.807945,62.697281,8.609864,17.332294,7.970304,13.565286,8.039544,12.838929,8.356901,12.348021,9.299624,13.881081,9.746519,12.344803,10.589255,13.145150,0,0.05970,-0.14260,-0.00941,-0.00817,0.00470,-0.00836,0.00568,0.00010,-0.00015,0.11579,3.27730
0.002,0.000000,1,0,0,0,7.048141,0.335405,13.148470,4.816899,8.164519,16.915289,5.989445,-10.312646,13.035036,0.000000,-0.254724,1.453775,6.997756,6.925597,0,0,1,0,13.892354,3.704420,6.903690,-8.538953,13.543559,151.898422,0,64.582603,47.487350,62.841534,8.612001,17.348772,7.972289,13.555503,8.041558,12.827683,8.365947,12.338501,9.294041,13.880413,9.746928,12.345898,10.588646,13.147500,0,0.02846,-0.10504,-0.02033,0.00246,0.00897,-0.01407,0.00314,0.00503,0.00008,0.11275,3.27721
0.003,0.000000,1,0,0,0,7.048008,0.332432,13.149294,4.811714,7.825836,16.923706,5.989685,-10.303159,13.024776,0.000000,0.464291,1.169106,6.984001,6.928099,0,0,1,0,13.894110,3.704023,6.906378,-9.663196,13.528719,151.223495,0,64.704643,47.166752,62.985790,8.614139,17.365248,7.974274,13.545720,8.043573,12.816439,8.374992,12.328981,9.288456,13.879745,9.747338,12.346992,10.588037,13.149851,0,-0.01082,-0.05739,-0.02161,0.00303,0.00857,-0.01236,0.00510,0.00304,0.00008,0.11169,3.27751
0.004,0.000000,1,0,0,0,7.047843,0.331355,13.205431,4.808125,7.488766,16.931690,5.989725,-10.295076,13.014542,0.000000,1.178956,0.850579,6.966387,6.928720,0,0,1,0,13.896046,3.702299,6.908746,-10.685417,13.513879,150.591507,0,64.819504,46.830006,63.152828,8.615379,17.383438,7.975809,13.535480,8.046286,12.804573,8.385257,12.319022,9.282586,13.879243,9.748384,12.348577,10.587353,13.152347,0,-0.05046,-0.00641,-0.02114,0.00489,0.00885,-0.01261,0.00624,0.00128,0.00008,0.11463,3.27772
0.005,0.000000,1,0,0,0,7.047576,0.336213,13.434821,4.809538,7.156748,16.938316,5.989141,-10.291396,13.004395,0.000000,1.879991,0.426000,6.941545,6.923446,0,0,1,0,13.898546,3.696418,6.910114,-11.388082,13.499036,150.093979,0,64.911873,46.442673,63.391228,8.613809,17.406992,7.975932,13.523809,8.051185,12.790763,8.399335,12.307683,9.275819,13.879257,9.751422,12.351698,10.586439,13.155296,0,-0.08369,0.04114,-0.02076,0.00366,0.00843,-0.01240,0.00623,0.00278,-0.00008,0.11642,3.27764
0.006,0.000000,1,0,0,0,7.047309,0.341072,13.664212,4.810951,6.824730,16.944944,5.988556,-10.287716,12.994247,0.000000,2.581026,0.001421,6.916981,6.918172,0,0,1,0,13.901047,3.690537,6.911481,-12.090745,13.484194,149.596451,0,65.004242,46.055336,63.629627,8.612239,17.430548,7.976056,13.512138,8.056085,12.776954,8.413414,12.296344,9.269053,13.879272,9.754460,12.354817,10.585526,13.158246,0,-0.10444,0.07879,-0.02096,-0.00331,0.01027,-0.01444,0.00747,0.00087,0.00015,0.11601,3.27749
0.007,0.000000,1,0,0,0,7.047043,0.345931,13.893602,4.812364,6.492713,16.951571,5.987971,-10.284035,12.984100,0.000000,3.282061,-0.423158,6.892937,6.912898,0,0,1,0,13.903547,3.684656,6.912848,-12.793409,13.469352,149.098923,0,65.096611,45.668003,63.868031,8.610669,17.454102,7.976179,13.500467,8.060984,12.763144,8.427492,12.285005,9.262285,13.879287,9.757499,12.357938,10.584612,13.161196,0,-0.11572,0.10390,-0.02465,0.00157,0.00873,-0.01169,0.00512,0.00240,-0.00008,0.11430,3.27711
0.008,0.000000,1,0,0,0,7.046901,0.348886,14.048434,4.812618,6.163157,16.957972,5.987945,-10.282065,12.973929,0.000000,3.987468,-0.845166,6.872264,6.907725,0,0,1,0,13.906575,3.679758,6.914034,-13.405571,13.454545,148.638077,0,65.171310,45.305027,64.137154,8.601881,17.491819,7.975585,13.489262,8.065438,12.749856,8.441113,12.274067,9.254934,13.879429,9.760562,12.361475,10.584476,13.165100,0,-0.11122,0.11200,-0.02057,0.00455,0.00895,-0.01284,0.00455,0.00663,-0.00015,0.11133,3.27684
0.009,0.000000,1,0,0,0,7.047151,0.345878,13.969730,4.809242,5.841312,16.963657,5.989668,-10.285453,12.963683,0.000000,4.706568,-1.259123,6.857907,6.902865,0,0,1,0,13.911258,3.677936,6.914649,-13.734256,13.439852,148.292206,0,65.190651,45.018337,64.502518,8.570485,17.573895,7.972744,13.479513,8.068500,12.738202,8.453304,12.264385,9.245750,13.879967,9.763705,12.366317,10.586779,13.171997,0,-0.09538,0.10293,-0.01921,-0.00337,0.00811,-0.01284,0.00472,0.00208,0.00000,0.11437,3.27692
0.010,0.000000,1,0,0,0,7.047400,0.342869,13.891027,4.805866,5.519466,16.969345,5.991391,-10.288840,12.953438,0.000000,5.425668,-1.673080,6.837838,6.898005,0,0,1,0,13.915939,3.676114,6.915265,-14.062941,13.425159,147.946320,0,65.209999,44.731651,64.867889,8.539089,17.655972,7.969903,13.469765,8.071561,12.726548,8.465494,12.254703,9.236567,13.880506,9.766848,12.371159,10.589081,13.178893,0,-0.06868,0.07669,-0.00998,0.00408,0.00995,-0.00365,0.00825,-0.01093,0.00015,0.11885,3.27694
0.011,0.000000,1,0,0,0,7.047649,0.339861,13.812325,4.802490,5.197621,16.975031,5.993114,-10.292228,12.943192,0.000000,6.144769,-2.087036,6.807068,6.893146,0,0,1,0,13.920622,3.674293,6.915880,-14.391625,13.410465,147.600433,0,65.229340,44.444962,65.233253,8.507693,17.738049,7.967062,13.460016,8.074623,12.714895,8.477685,12.245021,9.227383,13.881044,9.769990,12.376000,10.591383,13.185790,0,-0.03835,0.04012,-0.02015,0.00120,0.00858,-0.01493,0.00245,0.00485,0.00009,0.11633,3.27679
0.012,0.000000,1,0,0,0,7.047646,0.337244,13.751498,4.797850,4.874975,16.980375,5.994203,-10.294214,12.932901,0.000000,6.866612,-2.772706,6.762312,6.888374,0,0,1,0,13.926003,3.673660,6.916268,-14.601224,13.395807,147.353043,0,65.195259,44.205791,65.565819,8.482864,17.795694,7.964959,13.449956,8.078424,12.703409,8.488972,12.235895,9.218385,13.881391,9.773440,12.380810,10.593247,13.193019,0,-0.00531,-0.00313,-0.01918,0.00215,0.00867,-0.01122,0.00596,0.00286,0.00001,0.11290,3.27667
0.013,0.000000,1,0,0,0,7.046850,0.335855,13.746665,4.789251,4.549822,16.984646,5.993302,-10.291815,12.922475,0.000000,7.597047,-4.309443,6.691354,6.883880,0,0,1,0,13.933579,3.676752,6.915946,-14.437818,13.381263,147.414154,0,64.993835,44.115459,65.795662,8.478602,17.776819,7.965166,13.438919,8.084546,12.692451,8.497431,12.228516,9.209969,13.881132,9.777856,12.385520,10.593740,13.201292,0,0.02554,-0.04475,-0.02092,-0.00351,0.00904,-0.01193,0.00518,0.00185,-0.00015,0.11348,3.27667
0.014,0.000000,1,0,0,0,7.046054,0.334467,13.741832,4.780652,4.224669,16.988916,5.992401,-10.289416,12.912048,0.000000,8.327482,-5.846179,6.618662,6.879386,0,0,1,0,13.941155,3.679845,6.915623,-14.274411,13.366718,147.475266,0,64.792404,44.025127,66.025497,8.474340,17.757946,7.965374,13.427882,8.090667,12.681493,8.505890,12.221136,9.201552,13.880875,9.782270,12.390230,10.594233,13.209564,0,0.04766,-0.08022,-0.02192,0.00267,0.00903,-0.01225,0.00544,0.00461,-0.00007,0.11620,3.27689
0.015,0.000000,1,0,0,0,7.045258,0.333078,13.736999,4.772053,3.899516,16.993187,5.991500,-10.287017,12.901621,0.000000,9.057917,-7.382916,6.542723,6.874892,0,0,1,0,13.948731,3.682937,6.915299,-14.111006,13.352173,147.536377,0,64.590981,43.934795,66.255333,8.470078,17.739071,7.965580,13.416845,8.096788,12.670534,8.514349,12.213757,9.193136,13.880617,9.786685,12.394940,10.594725,13.217837,0,0.06360,-0.10870,-0.01428,-0.00431,0.00701,-0.00974,0.00560,0.00202,-0.00008,0.11691,3.27773
0.016,0.000000,1,0,0,0,7.043910,0.332309,13.732122,4.764389,3.574466,16.997173,5.990660,-10.280863,12.891211,0.000000,9.815883,-8.887694,6.476311,6.870360,0,0,1,0,13.957137,3.685549,6.916031,-13.920814,13.337647,147.563141,0,64.446419,43.825176,66.485992,8.460824,17.721600,7.965621,13.405372,8.103203,12.659167,8.523240,12.206827,9.184774,13.880751,9.790887,12.400048,10.595289,13.226524,0,0.06396,-0.12056,-0.02278,0.00398,0.00911,-0.01389,0.00450,0.00381,-0.00023,0.11541,3.27823
0.017,0.000000,1,0,0,0,7.040834,0.333482,13.727108,4.759655,3.249740,17.000275,5.990007,-10.262946,12.880848,0.000000,10.660084,-10.292370,6.427750,6.865710,0,0,1,0,13.968143,3.686658,6.920067,-13.646721,13.323183,147.482269,0,64.479965,43.655148,66.719215,8.435933,17.708525,7.965142,13.392533,8.110536,12.646520,8.533486,12.201306,9.176581,13.882111,9.794422,12.406402,10.596076,13.236512,0,0.05385,-0.11654,-0.01536,-0.00724,0.00918,-0.01037,0.00634,0.00174,0.00001,0.11316,3.27778
0.018,0.000000,1,0,0,0,7.037759,0.334655,13.722094,4.754921,2.925014,17.003376,5.989355,-10.245030,12.870486,0.000000,11.504284,-11.697045,6.367129,6.861060,0,0,1,0,13.979148,3.687767,6.924103,-13.372629,13.308718,147.401413,0,64.513519,43.485119,66.952438,8.411042,17.695450,7.964662,13.379694,8.117868,12.633872,8.543733,12.195786,9.168388,13.883471,9.797957,12.412755,10.596864,13.246499,0,0.03342,-0.09951,-0.01816,0.02089,0.00878,-0.01165,0.00672,0.00132,0.00000,0.11147,3.27751
0.019,0.000000,1,0,0,0,7.034683,0.335828,13.717079,4.750188,2.600287,17.006477,5.988702,-10.227115,12.860125,0.000000,12.348484,-13.101721,6.283914,6.856410,0,0,1,0,13.990153,3.688875,6.928139,-13.098537,13.294252,147.320557,0,64.547066,43.315090,67.185669,8.386151,17.682375,7.964182,13.366856,8.125202,12.621224,8.553979,12.190265,9.160195,13.884830,9.801492,12.419108,10.597651,13.256487,0,0.00825,-0.07098,-0.02725,-0.00112,0.00814,-0.01613,0.00891,0.00026,0.00007,0.11450,3.27782
0.020,0.000000,1,0,0,0,7.032419,0.336148,13.738213,4.746564,2.271859,17.009241,5.989534,-10.204671,12.849792,0.000000,13.204788,-14.785187,6.167650,6.835299,0,0,1,0,14.002062,3.688835,6.932384,-12.802155,13.279774,147.250763,0,64.485588,43.136574,67.420326,8.365500,17.671907,7.964058,13.355095,8.131699,12.610678,8.564363,12.184678,9.151655,13.886050,9.804773,12.425477,10.598494,13.266952,0,-0.02197,-0.03399,-0.01921,0.00166,0.00750,-0.01081,0.00521,0.00200,-0.00023,0.11828,3.27791
0.021,0.000000,1,0,0,0,7.032695,0.333796,13.841251,4.746417,1.931834,17.010939,5.995018,-10.168043,12.839552,0.000000,14.099002,-17.341888,5.989467,6.762627,0,0,1,0,14.016799,3.685196,6.937287,-12.435954,13.265254,147.215622,0,64.126465,42.931454,67.659500,8.358130,17.669607,7.965047,13.346715,8.135577,12.606711,8.575174,12.178883,9.142028,13.886834,9.807261,12.431893,10.599509,13.278914,0,-0.05050,0.00389,-0.01574,0.00796,0.00829,-0.01240,0.00681,0.00198,-0.00015,0.11532,3.27737
0.022,0.000000,1,0,0,0,7.032971,0.331444,13.944289,4.746270,1.591810,17.012638,6.000502,-10.131416,12.829312,0.000000,14.993216,-19.898590,5.805184,6.689956,0,0,1,0,14.031536,3.681558,6.942190,-12.069754,13.250734,147.180496,0,63.767338,42.726337,67.898666,8.350760,17.667307,7.966037,13.338334,8.139456,12.602744,8.585986,12.173088,9.132400,13.887618,9.809748,12.438310,10.600526,13.290876,0,-0.07338,0.03751,-0.02299,0.00776,0.00742,-0.01261,0.00490,0.00368,0.00007,0.11172,3.27713
0.023,0.000000,1,0,0,1,7.033248,0.329092,14.047327,4.746122,1.251785,17.014336,6.005986,-10.094790,12.819072,0.000000,15.887429,-22.455292,5.609475,6.617285,0,0,1,0,14.046273,3.677920,6.947092,-11.703552,13.236215,147.145355,0,63.408211,42.521217,68.137840,8.343390,17.665007,7.967027,13.329953,8.143333,12.598777,8.596798,12.167294,9.122772,13.888403,9.812234,12.444725,10.601542,13.302838,0,-0.08505,0.06048,-0.01984,0.00289,0.00869,-0.01175,0.00541,0.00311,0.00015,0.11216,3.27775
0.024,0.000000,1,0,0,0,7.033276,0.327745,14.126604,4.745550,0.909539,17.015701,6.010723,-10.054516,12.808905,0.000000,16.788717,-25.013758,5.437950,6.561165,0,0,1,0,14.061863,3.674574,6.950714,-11.350612,13.223382,146.989182,0,63.120544,42.370903,68.396118,8.333171,17.654739,7.967799,13.321271,8.146189,12.594291,8.607108,12.161508,9.112963,13.888862,9.815527,12.451468,10.602051,13.314379,0,-0.08958,0.07558,-0.02661,0.00400,0.00905,-0.01695,0.00554,0.00488,0.00000,0.11487,3.27792
0.025,0.000000,1,0,0,0,7.032524,0.329548,14.131457,4.743644,0.560335,17.016026,6.013122,-10.002818,12.798968,0.000000,17.712168,-27.577749,5.311734,6.556889,0,0,1,0,14.080119,3.672148,6.950326,-11.039207,13.215835,146.453873,0,63.056698,42.392242,68.714264,8.314030,17.619514,7.967891,13.311646,8.145836,12.588180,8.615847,12.155749,9.102582,13.888304,9.821342,12.459231,10.600971,13.324595,0,-0.08406,0.07734,-0.02569,0.00335,0.00837,-0.01208,0.00529,0.00563,-0.00015,0.11599,3.27685
0.026,0.731157,1,1,0,0,7.031773,0.331351,14.136311,4.741739,0.211132,17.016348,6.015521,-9.951121,12.789031,0.000000,18.635618,-30.141743,5.189745,6.552612,0,0,1,0,14.098375,3.669721,6.949939,-10.727803,13.208287,145.918564,0,62.992851,42.413586,69.032402,8.294888,17.584291,7.967984,13.302020,8.145484,12.582068,8.624586,12.149991,9.092200,13.887745,9.827156,12.466994,10.599892,13.334813,0,-0.07083,0.06622,-0.01984,0.00381,0.00817,-0.01368,0.00513,0.00252,0.00000,0.11491,3.27614
0.027,2.832182,1,0,0,0,7.031022,0.333154,14.141164,4.739833,-0.138072,17.016672,6.017919,-9.899424,12.779094,0.000000,19.559067,-32.705734,5.075675,6.548335,0,0,1,0,14.116632,3.667295,6.949551,-10.416399,13.200741,145.383255,0,62.929005,42.434925,69.350548,8.275746,17.549067,7.968076,13.292395,8.145132,12.575957,8.633325,12.144234,9.081820,13.887187,9.832971,12.474758,10.598812,13.345030,0,-0.04878,0.04295,-0.01891,0.00261,0.00956,-0.01148,0.00551,0.00345,-0.00008,0.11279,3.27645
0.028,4.201859,1,0,0,0,7.031244,0.334169,14.145406,4.738450,-0.489588,17.016668,6.021556,-9.845539,12.769195,0.000000,20.483057,-35.271454,4.939785,6.527488,0,0,1,0,14.135862,3.665255,6.949767,-10.146920,13.192876,144.847595,0,62.911755,42.443890,69.630165,8.260096,17.520008,7.968303,13.282814,8.144881,12.570847,8.642056,12.139982,9.072294,13.887741,9.838535,12.483210,10.598423,13.356905,0,-0.02472,0.01527,-0.02017,0.00128,0.00917,-0.01337,0.00571,0.00116,-0.00008,0.10826,3.27683
0.029,4.201308,1,0,0,0,7.034515,0.332720,14.147734,4.738701,-0.848349,17.015644,6.029073,-9.784801,12.759412,0.000000,21.408731,-37.842583,4.763012,6.454739,0,0,1,0,14.158149,3.664429,6.951875,-10.008761,13.184019,144.310837,0,63.040459,42.414089,69.789108,8.255378,17.510254,7.968950,13.273374,8.144949,12.568869,8.650763,12.140450,9.065449,13.891783,9.843316,12.493816,10.600198,13.373973,0,-0.00036,-0.01642,-0.02065,-0.00605,0.00811,-0.01218,0.00560,0.00222,0.00000,0.10955,3.27744
0.030,4.200924,1,0,0,0,7.037786,0.331270,14.150062,4.738952,-1.207109,17.014620,6.036590,-9.724065,12.749629,0.000000,22.334406,-40.413708,4.578833,6.381990,0,0,1,0,14.180435,3.663603,6.953982,-9.870603,13.175162,143.774078,0,63.169163,42.384289,69.948051,8.250659,17.500502,7.969597,13.263934,8.145018,12.566891,8.659470,12.140919,9.058603,13.895823,9.848097,12.504423,10.601972,13.391042,0,0.01929,-0.04637,-0.02110,0.00604,0.00850,-0.01301,0.00536,0.00314,-0.00007,0.11497,3.27783
0.031,4.200853,1,0,0,0,7.041058,0.329820,14.152390,4.739203,-1.565870,17.013596,6.044106,-9.663327,12.739846,0.000000,23.260080,-42.984833,4.380777,6.309241,0,0,1,0,14.202722,3.662777,6.956090,-9.732444,13.166306,143.237320,0,63.297867,42.354488,70.106995,8.245941,17.490749,7.970245,13.254495,8.145085,12.564913,8.668177,12.141388,9.051758,13.899864,9.852878,12.515030,10.603746,13.408110,0,0.03741,-0.07169,-0.02261,0.00780,0.00912,-0.01272,0.00620,0.00410,-0.00008,0.11429,3.27761
0.032,4.200603,1,0,0,0,7.042950,0.328558,14.155190,4.739274,-1.926459,17.012199,6.051420,-9.597870,12.730118,0.000000,24.180063,-45.213772,4.197683,6.236487,0,0,1,0,14.225821,3.662111,6.957206,-9.624549,13.157239,142.650040,0,63.475349,42.324509,70.268715,8.240843,17.481333,7.970115,13.244118,8.144485,12.561487,8.676544,12.141069,9.044488,13.902995,9.857219,12.524843,10.604866,13.424132,0,0.04305,-0.08793,-0.02902,0.00120,0.00857,-0.01308,0.00622,0.00296,-0.00023,0.11251,3.27736
0.033,4.200016,1,0,0,0,7.040522,0.327883,14.159472,4.738780,-2.292780,17.009638,6.058099,-9.517627,12.720561,0.000000,25.082214,-46.370903,4.042619,6.163719,0,0,1,0,14.251464,3.661945,6.955213,-9.611446,13.147517,141.904495,0,63.805614,42.293949,70.439133,8.234553,17.472971,7.967550,13.230807,8.141793,12.553529,8.683848,12.138288,9.035888,13.903274,9.860181,12.532175,10.603937,13.436879,0,0.04048,-0.09140,-0.01717,0.00306,0.00811,-0.01376,0.00455,0.00284,-0.00001,0.10947,3.27705
0.034,4.199590,1,0,0,0,7.038095,0.327208,14.163755,4.738287,-2.659100,17.007076,6.064778,-9.437385,12.711004,0.000000,25.984365,-47.528038,3.906583,6.090950,0,0,1,0,14.277106,3.661780,6.953220,-9.598343,13.137796,141.158951,0,64.135880,42.263393,70.609550,8.228264,17.464609,7.964984,13.217496,8.139100,12.545569,8.691154,12.135508,9.027287,13.903552,9.863144,12.539506,10.603007,13.449626,0,0.02964,-0.08560,-0.01979,0.00277,0.00787,-0.01271,0.00602,0.00311,0.00001,0.10746,3.27688
0.035,4.199464,1,0,0,0,7.035666,0.326533,14.168037,4.737794,-3.025420,17.004515,6.071458,-9.357141,12.701447,0.000000,26.886517,-48.685169,3.806198,6.018182,0,0,1,0,14.302750,3.661614,6.951228,-9.585240,13.128075,140.413422,0,64.466141,42.232838,70.779968,8.221974,17.456245,7.962420,13.204185,8.136408,12.537611,8.698459,12.132727,9.018687,13.903831,9.866106,12.546838,10.602078,13.462373,0,0.01426,-0.06963,-0.02031,0.00467,0.00887,-0.01189,0.00542,0.00183,-0.00023,0.10826,3.27711
0.036,4.199907,1,0,0,0,7.034359,0.326205,14.174220,4.738063,-3.391995,17.001579,6.078604,-9.264484,12.691975,0.000000,27.779390,-49.227436,3.724462,5.945313,0,0,1,0,14.329377,3.661840,6.949372,-9.599586,13.118284,139.766434,0,64.683411,42.214100,71.009071,8.215653,17.450304,7.960550,13.191324,8.134764,12.529902,8.706305,12.129619,9.009340,13.903810,9.869465,12.554796,10.601412,13.475391,0,-0.00664,-0.04655,-0.01890,-0.00385,0.00704,-0.01258,0.00569,0.00377,0.00015,0.11127,3.27716
0.037,4.201412,1,0,0,0,7.036562,0.326961,14.186354,4.740722,-3.759368,16.997475,6.087216,-9.132942,12.682767,0.000000,28.643206,-47.843811,3.677666,5.872131,0,0,1,0,14.359093,3.663291,6.947945,-9.699904,13.108281,139.428131,0,64.546761,42.232388,71.421982,8.209234,17.451946,7.960861,13.179874,8.136404,12.522972,8.715847,12.125487,8.997650,13.902847,9.874064,12.564721,10.601568,13.489263,0,-0.02872,-0.01854,-0.02522,0.00352,0.00698,-0.01403,0.00575,0.00231,0.00008,0.11520,3.27671
0.038,4.203264,1,0,0,0,7.038766,0.327717,14.198487,4.743381,-4.126741,16.993368,6.095827,-9.001400,12.673559,0.000000,29.507021,-46.460186,3.653428,5.798948,0,0,1,0,14.388807,3.664741,6.946517,-9.800224,13.098277,139.089844,0,64.410110,42.250675,71.834892,8.202815,17.453588,7.961172,13.168424,8.138043,12.516043,8.725389,12.121355,8.985960,13.901885,9.878664,12.574645,10.601725,13.503134,0,-0.04753,0.00750,-0.02493,0.00750,0.00836,-0.01306,0.00549,0.00263,-0.00015,0.11306,3.27645
0.039,4.205765,1,0,0,0,7.040969,0.328473,14.210621,4.746039,-4.494114,16.989264,6.104439,-8.869858,12.664351,0.000000,30.370836,-45.076561,3.671456,5.725766,0,0,1,0,14.418522,3.666192,6.945089,-9.900543,13.088273,138.751541,0,64.273460,42.268959,72.247795,8.196395,17.455231,7.961483,13.156973,8.139684,12.509113,8.734931,12.117223,8.974270,13.900923,9.883263,12.584569,10.601881,13.517005,0,-0.06298,0.03208,-0.02140,0.00304,0.00824,-0.01250,0.00523,0.00309,-0.00001,0.11009,3.27675
0.040,4.208192,1,0,0,0,7.042301,0.329548,14.223559,4.748483,-4.860562,16.984837,6.081646,-8.705067,12.655229,0.000000,31.219700,-43.388828,3.715074,5.670852,0,0,1,0,14.449050,3.667531,6.944892,-9.991838,13.078228,138.388260,0,64.155815,42.314175,72.616119,8.190936,17.455360,7.962309,13.146181,8.140902,12.503409,8.743532,12.114161,8.963413,13.900631,9.887883,12.594829,10.602366,13.532126,0,-0.06894,0.04546,-0.01716,0.00197,0.00826,-0.01309,0.00628,0.00209,0.00023,0.10854,3.27706
0.041,4.210481,1,0,0,0,7.040903,0.331621,14.239019,4.750257,-5.224111,16.979406,5.960489,-8.436135,12.646369,0.000000,32.021736,-40.748550,3.806640,5.673159,0,0,1,0,14.482123,3.668521,6.948550,-10.054865,13.068052,137.946686,0,64.097710,42.443737,72.844780,8.188484,17.450747,7.964748,13.137452,8.140799,12.501548,8.749186,12.114453,8.955169,13.902441,9.892569,12.606139,10.603882,13.551165,0,-0.06978,0.05334,-0.02072,0.00381,0.00837,-0.01175,0.00663,0.00225,0.00000,0.11069,3.27736
0.042,4.212201,1,0,0,0,7.039505,0.333694,14.254479,4.752031,-5.587659,16.973976,5.839332,-8.167204,12.637510,0.000000,32.823772,-38.108273,3.916819,5.675467,0,0,1,0,14.515197,3.669511,6.952208,-10.117891,13.057878,137.505127,0,64.039612,42.573299,73.073448,8.186033,17.446133,7.967188,13.128724,8.140696,12.499685,8.754840,12.114744,8.946924,13.904251,9.897255,12.617450,10.605396,13.570203,0,-0.06383,0.05045,-0.02053,0.00261,0.00847,-0.01215,0.00496,0.00256,-0.00001,0.11295,3.27745
0.043,4.212853,1,0,0,0,7.038108,0.335766,14.269939,4.753804,-5.951208,16.968546,5.718174,-7.898273,12.628651,0.000000,33.625805,-35.467999,4.061873,5.677774,0,0,1,0,14.548270,3.670501,6.955866,-10.180919,13.047702,137.063553,0,63.981506,42.702858,73.302109,8.183581,17.441519,7.969627,13.119995,8.140593,12.497823,8.760493,12.115036,8.938681,13.906061,9.901940,12.628759,10.606911,13.589241,0,-0.05074,0.04010,-0.01934,0.00337,0.00829,-0.01204,0.00435,0.00273,0.00008,0.11398,3.27692
0.044,4.212671,1,0,0,0,7.037576,0.336171,14.284786,4.755198,-6.307855,16.962725,5.627059,-7.571913,12.619989,0.000000,34.412495,-32.554306,4.215363,5.678275,0,0,1,0,14.582003,3.670418,6.959228,-10.241357,13.037541,136.693665,0,63.788456,42.820793,73.636589,8.180502,17.435760,7.971137,13.112110,8.140110,12.496122,8.766953,12.114237,8.928267,13.906819,9.906123,12.640644,10.607059,13.606864,0,-0.03390,0.02141,-0.02192,0.00824,0.00948,-0.01198,0.00563,0.00271,0.00008,0.11440,3.27662
0.045,4.210923,1,0,0,0,7.039753,0.331350,14.297712,4.755399,-6.642882,16.955673,5.630041,-7.065670,12.611948,0.000000,35.151112,-28.784214,4.384658,5.673119,0,0,1,0,14.617798,3.666974,6.961662,-10.293685,13.027425,136.548264,0,63.172718,42.902294,74.302528,8.175455,17.426424,7.969734,13.106867,8.138439,12.494930,8.775940,12.110020,8.911057,13.904284,9.908732,12.654325,10.602927,13.620053,0,-0.01811,-0.00021,-0.02078,0.01197,0.00981,-0.01179,0.00599,0.00345,-0.00023,0.11008,3.27700
0.046,4.209251,1,0,0,0,7.041930,0.326529,14.310639,4.755600,-6.977911,16.948624,5.633023,-6.559428,12.603907,0.000000,35.889725,-25.014124,4.550950,5.667962,0,0,1,0,14.653592,3.663529,6.964096,-10.346013,13.017309,136.402863,0,62.556976,42.983799,74.968460,8.170407,17.417086,7.968332,13.101624,8.136769,12.493737,8.784925,12.105802,8.893846,13.901748,9.911342,12.668006,10.598796,13.633243,0,0.00032,-0.02313,-0.02216,-0.00185,0.00825,-0.01305,0.00499,0.00269,0.00015,0.10824,3.27738
0.047,4.207723,1,0,0,0,7.044107,0.321708,14.323565,4.755802,-7.312938,16.941574,5.636005,-6.053186,12.595865,0.000000,36.628342,-21.244034,4.711616,5.662806,0,0,1,0,14.689387,3.660085,6.966530,-10.398341,13.007193,136.257462,0,61.941238,43.065304,75.634399,8.165360,17.407749,7.966929,13.096382,8.135098,12.492544,8.793912,12.101584,8.876636,13.899212,9.913950,12.681686,10.594664,13.646433,0,0.01387,-0.04366,-0.01783,0.01038,0.00948,-0.01149,0.00673,0.00317,-0.00007,0.11421,3.27776
