"Time","v2 R COP","49 RDS cle","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","41 CoMx (cm)","39a FRx (cm)","v1 xCoM","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","v3 L COP","37a FLx (cm)","50 LDS cle","48 L marks","37 FLx (cm)","33 HLx (cm)","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24a toex (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","4 GM","5 Ip","6 BF","7 VL","8 St","9 TA","10 Gs","11 Gr","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,0,0,0,0,7.226813,0.533448,6.516448,6.481132,12.448967,28.520971,6.763556,13.543258,-1.217026,11.222188,0.000000,-9.227620,0,0,14.886360,7.778794,5.284261,7.153697,5.424333,6.955980,21.289038,161.983734,0,38.182331,67.346802,47.683266,8.253064,13.278008,8.197566,-7.805108,11.614150,8.224863,10.988442,8.474379,10.315489,8.995095,11.933400,10.059665,11.024373,10.028567,11.996095,0,0.00078,0.00082,0.00082,0.00172,0.00060,0.00085,0.00132,0.00068,1.47156,0.09482,3.27755
0.001,0.000000,0,0,0,0,7.227691,0.534943,6.354447,6.487669,12.459248,29.535080,6.762938,13.571727,-1.794490,11.220607,0.000000,-9.259742,0,0,14.876906,7.788031,5.290104,7.152094,5.430642,6.956861,19.650829,161.616272,0,37.830044,67.136528,48.420040,8.268411,13.253634,8.197434,-8.695478,11.614150,8.223645,10.977895,8.476765,10.304822,8.980028,11.928480,10.051122,11.027024,10.025903,11.990729,0,0.00077,0.00080,0.00082,0.00165,0.00061,0.00087,0.00136,0.00068,1.47308,0.09043,3.27701
0.002,0.000000,0,0,0,0,7.227414,0.536491,6.192637,6.493886,12.467828,30.475485,6.762168,13.602482,-2.374252,11.217991,0.000000,-9.282492,0,0,14.867494,7.798513,5.296596,7.150726,5.436317,6.957839,18.046782,161.899490,0,37.367661,66.949089,48.933079,8.266705,13.680520,8.194114,-9.310679,11.606500,8.224789,10.966878,8.481047,10.290378,8.967293,11.919158,10.044813,11.025439,10.021432,11.986332,0,0.00075,0.00077,0.00082,0.00160,0.00059,0.00087,0.00136,0.00067,1.47104,0.08742,3.27722
0.003,0.000000,0,0,0,0,7.226442,0.538071,6.030942,6.499908,12.475384,31.371477,6.761346,13.634612,-2.955397,11.214750,0.000000,-9.299593,0,0,14.858108,7.809748,5.303477,7.149500,5.441610,6.958878,16.463316,162.574783,0,36.838940,66.775406,49.311298,8.254725,14.379318,8.188872,-9.760072,11.594238,8.227356,10.955578,8.486471,10.273657,8.955961,11.907184,10.039852,11.021301,10.015873,11.982518,0,0.00074,0.00076,0.00082,0.00157,0.00061,0.00082,0.00133,0.00068,1.47235,0.08559,3.27783
0.004,0.000000,0,0,0,0,7.225470,0.539650,5.869247,6.505931,12.482940,32.267467,6.760315,13.666743,-3.536542,11.211510,0.000000,-9.316695,0,0,14.848722,7.820982,5.310358,7.148274,5.446903,6.959916,14.879852,163.250076,0,36.310223,66.601730,49.689518,8.242743,15.078116,8.183630,-10.209464,11.581978,8.229922,10.944278,8.491895,10.256937,8.944631,11.895208,10.034890,11.017162,10.010314,11.978703,0,0.00075,0.00078,0.00082,0.00174,0.00060,0.00083,0.00134,0.00066,1.47192,0.08222,3.27780
0.005,0.000000,0,0,0,0,7.224497,0.541230,5.707552,6.511954,12.490496,33.163460,6.759210,13.698874,-4.117688,11.208269,0.000000,-9.333797,0,0,14.839335,7.832216,5.317239,7.147048,5.452196,6.960955,13.296388,163.925385,0,35.781502,66.428047,50.067738,8.230762,15.776916,8.178389,-10.658856,11.569717,8.232489,10.932977,8.497318,10.240216,8.933299,11.883234,10.029928,11.013024,10.004756,11.974890,0,0.00078,0.00079,0.00086,0.00188,0.00062,0.00079,0.00131,0.00064,1.47083,0.07779,3.27742
0.006,0.000000,0,0,0,0,7.225132,0.540803,5.544756,6.517554,12.498748,34.011173,6.757812,13.733025,-4.672798,11.204116,0.000000,-9.349126,0,0,14.830141,7.845175,5.324417,7.145957,5.456195,6.961673,13.055711,164.021927,0,35.474281,66.249222,50.580143,8.226688,16.043119,8.174240,-10.960429,11.559333,8.233616,10.920516,8.504333,10.225747,8.921008,11.873599,10.025006,11.012889,10.000198,11.973645,0,0.00079,0.00080,0.00089,0.00188,0.00061,0.00080,0.00135,0.00062,1.47125,0.07424,3.27743
0.007,0.000000,0,0,0,0,7.226734,0.539167,5.381295,6.522900,12.507419,34.829792,6.756310,13.768391,-5.212220,11.199412,0.000000,-9.363386,0,0,14.821064,7.859173,5.331775,7.144947,5.459416,6.962198,13.624150,163.769760,0,35.300526,66.067284,51.173405,8.227377,16.048658,8.170752,-11.172932,11.550079,8.233875,10.907354,8.512305,10.212634,8.908138,11.865374,10.020107,11.015166,9.996245,11.973949,0,0.00081,0.00081,0.00090,0.00197,0.00061,0.00081,0.00141,0.00063,1.47137,0.08092,3.27766
0.008,0.000000,0,0,0,0,7.228337,0.537531,5.217834,6.528245,12.516090,35.648415,6.754500,13.803758,-5.751642,11.194710,0.000000,-9.377646,0,0,14.811986,7.873170,5.339132,7.143936,5.462636,6.962723,14.192590,163.517578,0,35.126770,65.885345,51.766663,8.228065,16.054195,8.167262,-11.385434,11.540825,8.234135,10.894194,8.520277,10.199520,8.895267,11.857147,10.015209,11.017443,9.992292,11.974254,0,0.00083,0.00082,0.00089,0.00203,0.00061,0.00080,0.00136,0.00062,1.47116,0.08801,3.27774
0.009,0.000000,0,0,0,0,7.229939,0.535895,5.054374,6.533591,12.524761,36.467033,6.752583,13.839124,-6.291064,11.190006,0.000000,-9.391907,0,0,14.802908,7.887168,5.346490,7.142926,5.465857,6.963249,14.761029,163.265396,0,34.953014,65.703407,52.359924,8.228754,16.059734,8.163774,-11.597937,11.531571,8.234394,10.881033,8.528250,10.186407,8.882398,11.848922,10.010310,11.019720,9.988339,11.974558,0,0.00084,0.00079,0.00088,0.00192,0.00060,0.00080,0.00137,0.00062,1.47238,0.09153,3.27774
0.010,0.000000,0,0,0,0,7.230478,0.535365,4.889616,6.538491,12.530839,37.250877,6.750367,13.876426,-6.777746,11.183591,0.000000,-9.410915,0,0,14.793543,7.902447,5.353665,7.141742,5.467832,6.963566,15.319438,162.425064,0,35.179623,65.385246,52.687981,8.248212,15.691947,8.160484,-11.707404,11.520984,8.232616,10.867805,8.538972,10.175979,8.872114,11.842727,10.005880,11.021482,9.982687,11.974690,0,0.00084,0.00074,0.00089,0.00165,0.00060,0.00081,0.00134,0.00062,1.47113,0.09720,3.27769
0.011,0.000000,0,0,0,0,7.230377,0.535501,4.724076,6.543123,12.535353,38.013767,6.748045,13.914894,-7.232648,11.176145,0.000000,-9.432785,0,0,14.784003,7.918497,5.360730,7.140454,5.469055,6.963758,15.871801,161.230331,0,35.647472,64.984985,52.856236,8.278979,15.099206,8.157317,-11.754787,11.509593,8.229611,10.854538,8.551353,10.167168,8.863389,11.837754,10.001733,11.022933,9.976011,11.974720,0,0.00086,0.00078,0.00090,0.00174,0.00062,0.00080,0.00135,0.00062,1.47369,0.11169,3.27761
0.012,0.000000,0,0,0,0,7.230276,0.535637,4.558537,6.547754,12.539866,38.776657,6.745437,13.953362,-7.687551,11.168697,0.000000,-9.454655,0,0,14.774465,7.934547,5.367795,7.139166,5.470278,6.963951,16.424166,160.035583,0,36.115326,64.584732,53.024490,8.309747,14.506465,8.154149,-11.802170,11.498201,8.226606,10.841271,8.563732,10.158358,8.854663,11.832782,9.997585,11.024384,9.969335,11.974749,0,0.00088,0.00082,0.00090,0.00187,0.00063,0.00079,0.00143,0.00061,1.47174,0.12113,3.27754
0.013,0.000000,0,0,0,0,7.230175,0.535774,4.392997,6.552385,12.544380,39.539547,6.742727,13.991831,-8.142453,11.161250,0.000000,-9.476524,0,0,14.764926,7.950598,5.374859,7.137878,5.471501,6.964143,16.976528,158.840851,0,36.583176,64.184479,53.192745,8.340514,13.913724,8.150982,-11.849553,11.486811,8.223602,10.828004,8.576113,10.149547,8.845938,11.827809,9.993437,11.025836,9.962659,11.974778,0,0.00091,0.00083,0.00092,0.00189,0.00065,0.00081,0.00150,0.00062,1.47006,0.12132,3.27746
0.014,0.000000,0,0,0,0,7.230631,0.535995,4.223895,6.556651,12.546509,40.267075,6.739729,14.032155,-8.498003,11.151171,0.000000,-9.501376,0,0,14.755407,7.968240,5.382149,7.136705,5.472527,6.963548,17.489172,157.797333,0,36.819298,64.111237,53.362099,8.346297,13.741192,8.151926,-11.789149,11.474841,8.220732,10.816483,8.583122,10.139739,8.838916,11.820323,9.992020,11.026540,9.957342,11.974653,0,0.00092,0.00086,0.00094,0.00188,0.00065,0.00088,0.00152,0.00062,1.47086,0.12116,3.27758
0.015,0.000000,0,0,0,0,7.231423,0.536268,4.052646,6.560697,12.547199,40.973297,6.736630,14.073598,-8.793687,11.139504,0.000000,-9.528025,0,0,14.745900,7.986841,5.389575,7.135602,5.473433,6.962477,17.977880,156.844940,0,36.915787,64.235039,53.532116,8.337026,13.821863,8.155348,-11.663797,11.462523,8.217943,10.806014,8.586895,10.129331,8.832921,11.811321,9.992247,11.026793,9.952845,11.974437,0,0.00095,0.00086,0.00102,0.00185,0.00067,0.00086,0.00152,0.00062,1.47195,0.11902,3.27781
0.016,0.000000,0,0,0,0,7.232216,0.536540,3.881397,6.564743,12.547890,41.679516,6.733171,14.115041,-9.089371,11.127838,0.000000,-9.554673,0,0,14.736393,8.005443,5.397000,7.134499,5.474340,6.961407,18.466589,155.892548,0,37.012280,64.358841,53.702133,8.327753,13.902534,8.158769,-11.538445,11.450206,8.215154,10.795546,8.590668,10.118922,8.826926,11.802320,9.992474,11.027046,9.948347,11.974219,0,0.00096,0.00088,0.00100,0.00177,0.00067,0.00085,0.00147,0.00064,1.47192,0.11467,3.27755
0.017,0.000000,0,0,0,0,7.233009,0.536813,3.710148,6.568789,12.548580,42.385738,6.729586,14.156484,-9.385055,11.116173,0.000000,-9.581322,0,0,14.726886,8.024043,5.404425,7.133396,5.475246,6.960337,18.955297,154.940155,0,37.108768,64.482651,53.872150,8.318481,13.983206,8.162190,-11.413095,11.437888,8.212365,10.785077,8.594440,10.108514,8.820931,11.793319,9.992701,11.027300,9.943849,11.974003,0,0.00097,0.00085,0.00100,0.00166,0.00066,0.00085,0.00146,0.00063,1.47223,0.11010,3.27701
0.018,0.000000,0,0,0,0,7.233335,0.536370,3.534085,6.572375,12.546970,43.045471,6.725574,14.199632,-9.574877,11.105494,0.000000,-9.611899,0,0,14.717274,8.043921,5.411726,7.132340,5.475748,6.959035,19.389217,154.362305,0,37.219582,64.577171,53.980927,8.306079,14.070557,8.163595,-11.219956,11.426185,8.211672,10.773037,8.597689,10.100196,8.815819,11.786108,9.992636,11.027844,9.939313,11.974408,0,0.00095,0.00084,0.00100,0.00166,0.00065,0.00087,0.00146,0.00063,1.47198,0.10698,3.27658
0.019,0.000000,0,0,0,0,7.233379,0.535496,3.355122,6.575685,12.543976,43.677197,6.721414,14.243808,-9.700912,11.095412,0.000000,-9.644846,0,0,14.707597,8.064566,5.418950,7.131314,5.476005,6.957592,19.790127,154.010117,0,37.339020,64.654045,54.052803,8.291790,14.161932,8.163786,-10.985972,11.414852,8.212241,10.760049,8.600619,10.093139,8.811238,11.779976,9.992393,11.028565,9.934753,11.975190,0,0.00094,0.00084,0.00099,0.00169,0.00065,0.00088,0.00151,0.00064,1.47137,0.10226,3.27620
0.020,0.000000,0,0,0,0,7.233424,0.534622,3.176159,6.578994,12.540980,44.308922,6.716880,14.287985,-9.826945,11.085330,0.000000,-9.677793,0,0,14.697921,8.085212,5.426175,7.130288,5.476263,6.956150,20.191034,153.657944,0,37.458462,64.730927,54.124680,8.277501,14.253306,8.163976,-10.751988,11.403519,8.212811,10.747061,8.603550,10.086082,8.806659,11.773844,9.992152,11.029285,9.930195,11.975971,0,0.00093,0.00084,0.00098,0.00184,0.00066,0.00089,0.00146,0.00066,1.47183,0.09645,3.27636
0.021,0.000000,0,0,0,0,7.233469,0.533748,2.997196,6.582303,12.537986,44.940647,6.712216,14.332161,-9.952979,11.075248,0.000000,-9.710739,0,0,14.688245,8.105857,5.433400,7.129261,5.476520,6.954708,20.591944,153.305756,0,37.577900,64.807800,54.196556,8.263213,14.344682,8.164166,-10.518004,11.392186,8.213381,10.734073,8.606481,10.079024,8.802078,11.767712,9.991910,11.030005,9.925635,11.976753,0,0.00092,0.00083,0.00100,0.00189,0.00066,0.00086,0.00147,0.00067,1.47058,0.09130,3.27682
0.022,0.000000,0,0,0,0,7.233216,0.532470,2.815754,6.585173,12.535049,45.510925,6.707251,14.378078,-10.016296,11.065459,0.000000,-9.743317,0,0,14.678500,8.127183,5.440870,7.128426,5.476620,6.952122,20.944492,153.116440,0,37.742249,64.854713,54.285763,8.260944,14.436798,8.162438,-10.331213,11.380815,8.214485,10.718979,8.609665,10.070767,8.798207,11.760251,9.991712,11.028497,9.922110,11.975919,0,0.00091,0.00085,0.00101,0.00190,0.00068,0.00087,0.00147,0.00067,1.47232,0.08719,3.27708
0.023,0.000000,0,0,0,0,7.232786,0.530949,2.632817,6.587778,12.532149,46.044178,6.702179,14.425046,-10.041821,11.055848,0.000000,-9.775672,0,0,14.668715,8.148918,5.448488,7.127706,5.476624,6.948848,21.267902,153.025253,0,37.933651,64.883575,54.385406,8.265919,14.529361,8.159554,-10.172858,11.369420,8.215912,10.702618,8.613003,10.061788,8.794763,11.751989,9.991538,11.025645,9.919206,11.974112,0,0.00090,0.00085,0.00106,0.00188,0.00067,0.00089,0.00153,0.00067,1.47086,0.08227,3.27723
0.024,0.000000,0,0,0,0,7.232355,0.529428,2.449880,6.590382,12.529249,46.577431,6.696782,14.472013,-10.067348,11.046236,0.000000,-9.808027,0,0,14.658930,8.170653,5.456107,7.126986,5.476628,6.945574,21.591312,152.934052,0,38.125057,64.912437,54.485050,8.270893,14.621923,8.156669,-10.014503,11.358026,8.217338,10.686256,8.616341,10.052807,8.791319,11.743729,9.991365,11.022794,9.916302,11.972304,0,0.00090,0.00086,0.00108,0.00167,0.00068,0.00089,0.00152,0.00069,1.47318,0.07752,3.27768
0.025,0.000000,0,0,0,0,7.231925,0.527906,2.266944,6.592987,12.526349,47.110683,6.691269,14.518980,-10.092873,11.036625,0.000000,-9.840383,0,0,14.649145,8.192389,5.463725,7.126265,5.476633,6.942300,21.914722,152.842865,0,38.316460,64.941299,54.584694,8.275868,14.714487,8.153784,-9.856150,11.346631,8.218764,10.669895,8.619678,10.043827,8.787875,11.735467,9.991192,11.019942,9.913398,11.970497,0,0.00088,0.00088,0.00107,0.00157,0.00066,0.00088,0.00147,0.00071,1.47110,0.07445,3.27829
0.026,0.000000,0,0,0,0,7.232809,0.527128,2.080791,6.595131,12.523561,47.576065,6.685388,14.567041,-10.095485,11.026839,0.000000,-9.879098,0,0,14.639338,8.214513,5.471255,7.125650,5.476800,6.938923,22.209358,152.555740,0,38.649895,64.948669,54.542393,8.302045,14.809497,8.152659,-9.706479,11.337708,8.219878,10.656837,8.621915,10.039454,8.786860,11.731433,9.991659,11.018369,9.911150,11.969466,0,0.00084,0.00089,0.00104,0.00155,0.00068,0.00086,0.00140,0.00073,1.47223,0.07747,3.27796
0.027,0.000000,0,0,0,0,7.234486,0.526798,1.892702,6.596996,12.520839,48.000549,6.679378,14.615763,-10.084289,11.016950,0.000000,-9.921646,0,0,14.629517,8.236873,5.478732,7.125098,5.477066,6.935483,22.486656,152.150543,0,39.068909,64.943100,54.414562,8.340997,14.905981,8.152595,-9.562042,11.330272,8.220803,10.645767,8.623487,10.037858,8.787309,11.729945,9.992511,11.017564,9.909297,11.968904,0,0.00082,0.00088,0.00104,0.00157,0.00068,0.00085,0.00133,0.00073,1.47299,0.08227,3.27712
0.028,0.000000,0,0,0,0,7.236162,0.526467,1.704612,6.598862,12.518118,48.425034,6.673009,14.664483,-10.073093,11.007060,0.000000,-9.964193,0,0,14.619697,8.259233,5.486209,7.124546,5.477332,6.932044,22.763954,151.745346,0,39.487923,64.937531,54.286728,8.379949,15.002465,8.152530,-9.417605,11.322837,8.221729,10.634699,8.625059,10.036262,8.787758,11.728457,9.993363,11.016760,9.907445,11.968343,0,0.00080,0.00091,0.00106,0.00173,0.00068,0.00088,0.00142,0.00073,1.47275,0.08910,3.27687
0.029,0.000000,0,0,0,0,7.237839,0.526137,1.516522,6.600728,12.515397,48.849518,6.666515,14.713204,-10.061897,10.997170,0.000000,-10.006742,0,0,14.609876,8.281591,5.493686,7.123993,5.477597,6.928604,23.041254,151.340164,0,39.906937,64.931961,54.158894,8.418900,15.098949,8.152465,-9.273168,11.315401,8.222655,10.623631,8.626632,10.034665,8.788206,11.726970,9.994215,11.015955,9.905592,11.967781,0,0.00084,0.00093,0.00107,0.00175,0.00070,0.00096,0.00151,0.00072,1.47263,0.09802,3.27695
0.030,0.000000,0,0,0,0,7.238574,0.526117,1.330240,6.602030,12.514799,49.197929,6.659706,14.762669,-10.069791,10.986984,0.000000,-10.051273,0,0,14.599881,8.304849,5.501453,7.123532,5.477876,6.924745,23.307352,150.471497,0,40.550774,64.935577,54.045792,8.437123,15.177662,8.153454,-9.160522,11.306435,8.221704,10.610692,8.629021,10.031610,8.789476,11.724020,9.995999,11.013880,9.904624,11.967250,0,0.00090,0.00092,0.00108,0.00174,0.00073,0.00097,0.00157,0.00073,1.47211,0.11186,3.27728
0.031,0.000000,0,0,0,0,7.238740,0.526284,1.145049,6.602992,12.515481,49.500504,6.652787,14.812581,-10.089188,10.976620,0.000000,-10.097000,0,0,14.589782,8.328647,5.509397,7.123126,5.478161,6.920632,23.566700,149.323563,0,41.330078,64.944733,53.941566,8.442857,15.245667,8.155077,-9.067032,11.296544,8.219620,10.596626,8.631903,10.027675,8.791241,11.720189,9.998344,11.011039,9.904189,11.966737,0,0.00090,0.00089,0.00110,0.00173,0.00073,0.00097,0.00153,0.00073,1.47232,0.11872,3.27773
0.032,0.000000,0,0,0,0,7.238906,0.526452,0.959857,6.603954,12.516163,49.803078,6.645683,14.862494,-10.108583,10.966255,0.000000,-10.142727,0,0,14.579682,8.352445,5.517340,7.122719,5.478446,6.916520,23.826050,148.175644,0,42.109379,64.953880,53.837341,8.448590,15.313671,8.156701,-8.973542,11.286654,8.217536,10.582561,8.634784,10.023739,8.793005,11.716359,10.000690,11.008198,9.903754,11.966224,0,0.00089,0.00083,0.00110,0.00169,0.00072,0.00097,0.00144,0.00073,1.47183,0.11782,3.27774
0.033,0.000000,0,0,0,0,7.239073,0.526619,0.774666,6.604916,12.516845,50.105652,6.638514,14.912405,-10.127980,10.955891,0.000000,-10.188454,0,0,14.569584,8.376243,5.525283,7.122312,5.478732,6.912408,24.085400,147.027710,0,42.888683,64.963036,53.733116,8.454324,15.381675,8.158324,-8.880053,11.276764,8.215452,10.568496,8.637666,10.019804,8.794769,11.712528,10.003036,11.005357,9.903319,11.965711,0,0.00088,0.00081,0.00108,0.00173,0.00070,0.00095,0.00137,0.00072,1.47232,0.11845,3.27752
0.034,0.000000,0,0,0,0,7.238531,0.526909,0.594030,6.605513,12.517312,50.300892,6.631282,14.963028,-10.142758,10.945650,0.000000,-10.231397,0,0,14.559324,8.400580,5.532834,7.121791,5.478974,6.907636,25.265150,146.458466,0,43.237759,64.981209,53.735653,8.455279,15.451748,8.159212,-8.875765,11.268917,8.215448,10.558881,8.642563,10.013630,8.795686,11.706700,10.005816,11.002765,9.903377,11.964776,0,0.00084,0.00078,0.00108,0.00172,0.00070,0.00087,0.00129,0.00073,1.47086,0.12085,3.27729
0.035,0.000000,0,0,0,0,7.237562,0.527272,0.416140,6.605891,12.517651,50.431461,6.624028,15.014078,-10.154754,10.935484,0.000000,-10.272663,0,0,14.548969,8.425244,5.540149,7.121202,5.479190,6.902466,26.999500,146.237900,0,43.327591,65.004822,53.802525,8.453356,15.523067,8.159656,-8.925228,11.262301,8.216696,10.551946,8.648675,10.006108,8.796090,11.699668,10.008860,11.000322,9.903731,11.963588,0,0.00081,0.00077,0.00099,0.00172,0.00067,0.00087,0.00124,0.00072,1.47156,0.12062,3.27706
0.036,0.000000,0,0,0,0,7.236593,0.527636,0.238250,6.606269,12.517988,50.562031,6.616678,15.065128,-10.166749,10.925318,0.000000,-10.313929,0,0,14.538614,8.449907,5.547464,7.120613,5.479406,6.897297,28.733852,146.017349,0,43.417423,65.028435,53.869392,8.451432,15.594385,8.160100,-8.974690,11.255686,8.217944,10.545012,8.654787,9.998587,8.796495,11.692636,10.011903,10.997881,9.904086,11.962399,0,0.00084,0.00075,0.00100,0.00172,0.00067,0.00088,0.00125,0.00073,1.47037,0.11778,3.27693
0.037,0.000000,0,0,0,0,7.235624,0.527999,0.060360,6.606647,12.518327,50.692596,6.609295,15.116179,-10.178745,10.915151,0.000000,-10.355195,0,0,14.528259,8.474570,5.554779,7.120024,5.479622,6.892127,30.468203,145.796799,0,43.507256,65.052048,53.936264,8.449509,15.665704,8.160544,-9.024154,11.249069,8.219192,10.538077,8.660899,9.991065,8.796900,11.685603,10.014946,10.995439,9.904441,11.961210,0,0.00086,0.00076,0.00099,0.00176,0.00068,0.00095,0.00126,0.00071,1.47342,0.11612,3.27685
0.038,0.000000,0,0,0,0,7.234014,0.526901,-0.110530,6.606534,12.519851,50.665981,6.601764,15.167820,-10.179310,10.904906,0.000000,-10.384910,0,0,14.517778,8.499963,5.561506,7.119417,5.479858,6.886749,33.083012,145.377960,0,43.821285,65.070892,54.001068,8.454225,15.725387,8.160674,-9.117817,11.241786,8.220057,10.528105,8.665671,9.985085,8.797369,11.679968,10.017394,10.993298,9.905093,11.959926,0,0.00086,0.00077,0.00098,0.00176,0.00069,0.00093,0.00125,0.00072,1.47333,0.11378,3.27687
0.039,0.000000,0,0,0,0,7.232018,0.524922,-0.277202,6.606126,12.522090,50.544651,6.594181,15.219819,-10.172986,10.894615,0.000000,-10.407664,0,0,14.507222,8.525793,5.567878,7.118799,5.480108,6.881245,36.228355,144.839661,0,44.270409,65.086853,54.064625,8.462941,15.778058,8.160613,-9.238114,11.234100,8.220693,10.516302,8.669637,9.980033,8.797875,11.675176,10.019485,10.991339,9.905924,11.958583,0,0.00086,0.00077,0.00098,0.00176,0.00068,0.00092,0.00116,0.00073,1.47391,0.11040,3.27695
0.040,0.000000,0,0,0,0,7.230021,0.522943,-0.443874,6.605718,12.524328,50.423321,6.586539,15.271818,-10.166663,10.884323,0.000000,-10.430418,0,0,14.496666,8.551624,5.574250,7.118181,5.480357,6.875741,39.373695,144.301361,0,44.719532,65.102814,54.128185,8.471657,15.830729,8.160553,-9.358411,11.226415,8.221328,10.504499,8.673601,9.974981,8.798383,11.670382,10.021574,10.989380,9.906755,11.957241,0,0.00086,0.00076,0.00097,0.00163,0.00067,0.00093,0.00113,0.00071,1.47083,0.10752,3.27728
0.041,0.000000,0,0,0,0,7.228025,0.520964,-0.610546,6.605309,12.526567,50.301991,6.578878,15.323817,-10.160340,10.874032,0.000000,-10.453173,0,0,14.486110,8.577456,5.580622,7.117563,5.480606,6.870236,42.519039,143.763062,0,45.168659,65.118774,54.191742,8.480373,15.883401,8.160493,-9.478708,11.218728,8.221963,10.492697,8.677567,9.969930,8.798889,11.665590,10.023664,10.987420,9.907586,11.955898,0,0.00084,0.00077,0.00096,0.00160,0.00066,0.00090,0.00109,0.00071,1.47107,0.10569,3.27773
0.042,0.000000,0,0,0,0,7.228111,0.520779,-0.765948,6.604483,12.531441,49.986897,6.571273,15.375404,-10.147115,10.863887,0.000000,-10.465450,0,0,14.475548,8.603826,5.586864,7.116919,5.480732,6.864974,46.490986,143.288712,0,45.525448,65.143227,54.249989,8.491008,15.933537,8.161911,-9.612298,11.209168,8.222939,10.485667,8.681839,9.967548,8.800234,11.663417,10.026464,10.987887,9.909453,11.954915,0,0.00084,0.00076,0.00098,0.00165,0.00064,0.00089,0.00107,0.00069,1.47235,0.10207,3.27769
0.043,0.000000,0,0,0,0,7.229451,0.521675,-0.914560,6.603404,12.537901,49.555046,6.563689,15.426743,-10.129730,10.853830,0.000000,-10.471416,0,0,14.464982,8.630521,5.593028,7.116257,5.480783,6.859858,50.961018,142.852905,0,45.826595,65.172791,54.305038,8.502800,15.982144,8.164221,-9.753899,11.198479,8.224120,10.481513,8.686297,9.966778,8.802084,11.662822,10.029695,10.989815,9.911944,11.954148,0,0.00085,0.00073,0.00092,0.00167,0.00063,0.00091,0.00104,0.00068,1.47296,0.09726,3.27739
0.044,0.000000,0,0,0,0,7.230792,0.522571,-1.063172,6.602325,12.544361,49.123196,6.556196,15.478082,-10.112345,10.843774,0.000000,-10.477382,0,0,14.454416,8.657215,5.599193,7.115596,5.480834,6.854742,55.431049,142.417099,0,46.127747,65.202347,54.360085,8.514591,16.030752,8.166530,-9.895498,11.187790,8.225301,10.477359,8.690756,9.966006,8.803933,11.662228,10.032925,10.991743,9.914436,11.953382,0,0.00086,0.00072,0.00092,0.00188,0.00062,0.00093,0.00107,0.00067,1.46820,0.09312,3.27713
0.045,0.000000,0,0,0,0,7.232132,0.523468,-1.211784,6.601246,12.550821,48.691345,6.548737,15.529421,-10.094960,10.833717,0.000000,-10.483347,0,0,14.443851,8.683910,5.605357,7.114934,5.480886,6.849626,59.901077,141.981293,0,46.428898,65.231911,54.415131,8.526382,16.079361,8.168839,-10.037098,11.177100,8.226482,10.473205,8.695213,9.965236,8.805783,11.661633,10.036155,10.993671,9.916927,11.952614,0,0.00093,0.00072,0.00092,0.00191,0.00062,0.00094,0.00108,0.00064,1.47211,0.08998,3.27691
0.046,0.000000,0,0,0,0,7.231656,0.524075,-1.347950,6.599830,12.556206,48.069389,6.541387,15.579007,-10.078636,10.823638,0.000000,-10.481149,0,0,14.433287,8.755484,5.612060,7.114274,5.480972,6.845079,62.921833,141.783966,0,46.663692,65.314377,54.641525,8.537517,16.126268,8.168975,-10.238921,11.166835,8.227843,10.467272,8.698662,9.962851,8.806459,11.659424,10.038864,10.995255,9.920911,11.950609,0,0.00098,0.00070,0.00120,0.00193,0.00063,0.00094,0.00109,0.00065,1.47174,0.08566,3.27717
0.047,0.000000,0,0,0,0,7.230084,0.524508,-1.476616,6.598211,12.560943,47.332886,6.534077,15.627537,-10.062950,10.813544,0.000000,-10.474030,0,0,14.422723,8.854099,5.619087,7.113612,5.481081,6.840876,65.069305,141.730331,0,46.858505,65.428726,54.971169,8.548256,16.172153,8.167800,-10.477033,11.156825,8.229313,10.460268,8.701503,9.959492,8.806428,11.656241,10.041260,10.996629,9.925793,11.947858,0,0.00099,0.00069,0.00154,0.00191,0.00062,0.00093,0.00113,0.00066,1.47217,0.08094,3.27771
0.048,0.000000,0,0,0,0,7.228513,0.524942,-1.605283,6.596592,12.565680,46.596382,6.526924,15.676066,-10.047264,10.803451,0.000000,-10.466912,0,0,14.412158,8.952715,5.626115,7.112951,5.481190,6.836673,67.216774,141.676697,0,47.053318,65.543068,55.300808,8.558994,16.218039,8.166626,-10.715144,11.146814,8.230782,10.453264,8.704343,9.956134,8.806396,11.653059,10.043654,10.998004,9.930676,11.945107,0,0.00100,0.00065,0.00163,0.00170,0.00063,0.00092,0.00107,0.00066,1.47214,0.07741,3.27779
