"Time","v2 R COP","49 RDS cle","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","41 CoMx (cm)","39a FRx (cm)","v1 xCoM","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","v3 L COP","37a FLx (cm)","50 LDS cle","48 L marks","37 FLx (cm)","33 HLx (cm)","40 FRy (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24a toex (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","4 GM","5 Ip","6 BF","7 VL","8 St","9 TA","10 Gs","11 Gr","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,1,0,0,0,7.062134,0.316503,-2.619559,6.293476,14.250123,-10.839183,6.179985,16.594246,-9.000899,12.031199,0.000000,-1.456778,1,0,15.480186,12.374284,5.615536,7.165026,4.591204,6.985911,-3.809313,160.323334,0,22.641756,72.861687,78.413116,8.146479,17.015270,8.025414,-8.125213,12.690832,8.109689,12.038685,8.407873,11.453663,8.278439,13.148726,9.643801,12.839233,9.665248,13.876300,0,0.00078,0.00058,0.00089,0.00130,0.00071,0.00074,0.00088,0.00066,0.00007,0.10482,3.27638
0.001,0.000000,1,0,0,0,7.061686,0.317120,-2.718060,6.290756,14.249803,-10.847572,6.173011,16.583328,-8.985051,12.022258,0.000000,-1.119401,1,0,15.478763,12.368312,5.614701,7.165007,4.590195,6.984510,-3.797740,159.851883,0,22.922676,73.036766,78.433556,8.138684,17.132933,8.027110,-8.893738,12.689038,8.108796,12.035298,8.408145,11.452954,8.281161,13.148199,9.647007,12.840907,9.667177,13.879228,0,0.00090,0.00059,0.00088,0.00133,0.00071,0.00073,0.00087,0.00066,-0.00007,0.12197,3.27650
0.002,0.000000,1,0,0,0,7.060751,0.315018,-2.807531,6.287832,14.250925,-10.849122,6.166119,16.572233,-8.973687,12.013268,0.000000,-0.742283,1,0,15.478232,12.361506,5.613978,7.164939,4.589168,6.983120,-3.745869,159.192902,0,23.360868,73.352119,78.506355,8.137391,17.112545,8.028596,-9.795830,12.686875,8.106852,12.029044,8.408579,11.450057,8.285026,13.145548,9.651915,12.843017,9.669799,13.882153,0,0.00096,0.00062,0.00092,0.00128,0.00068,0.00071,0.00085,0.00066,0.00001,0.12767,3.27711
0.003,0.000000,1,0,0,0,7.059816,0.312917,-2.897003,6.284907,14.252048,-10.850672,6.159319,16.561138,-8.962322,12.004279,0.000000,-0.365164,1,0,15.477701,12.354700,5.613256,7.164871,4.588140,6.981730,-3.693998,158.533920,0,23.799063,73.667480,78.579163,8.136097,17.092157,8.030081,-10.697923,12.684711,8.104907,12.022789,8.409012,11.447161,8.288889,13.142898,9.656821,12.845126,9.672421,13.885078,0,0.00099,0.00066,0.00092,0.00115,0.00066,0.00071,0.00084,0.00068,-0.00023,0.11766,3.27747
0.004,0.000000,1,0,0,0,7.058882,0.310815,-2.986474,6.281983,14.253170,-10.852221,6.152594,16.550043,-8.950957,11.995290,0.000000,0.011954,1,0,15.477171,12.347895,5.612534,7.164804,4.587113,6.980340,-3.642127,157.874939,0,24.237255,73.982834,78.651970,8.134804,17.071770,8.031567,-11.600015,12.682549,8.102962,12.016534,8.409446,11.444263,8.292752,13.140247,9.661729,12.847237,9.675043,13.888003,0,0.00099,0.00067,0.00092,0.00116,0.00066,0.00072,0.00085,0.00069,0.00007,0.10440,3.27755
0.005,0.000000,1,0,0,0,7.057732,0.310650,-3.069597,6.278919,14.254848,-10.849328,6.145944,16.539064,-8.939445,11.986350,0.000000,0.429140,1,0,15.477110,12.340347,5.611820,7.164649,4.586034,6.980912,-3.548028,157.377365,0,24.672691,74.270737,78.742775,8.133586,17.052830,8.031387,-12.538047,12.678706,8.100871,12.009460,8.408541,11.442293,8.295569,13.138528,9.665381,12.849391,9.677400,13.889975,0,0.00100,0.00066,0.00091,0.00113,0.00064,0.00072,0.00086,0.00069,-0.00008,0.09578,3.27738
0.006,0.000000,1,0,0,0,7.056306,0.312969,-3.144575,6.275674,14.257239,-10.840735,6.139355,16.528234,-8.927743,11.977474,0.000000,0.897737,1,0,15.477651,12.331849,5.611117,7.164384,4.584888,6.984001,-3.399747,157.086914,0,25.104591,74.523422,78.856667,8.132465,17.035748,8.029073,-13.522194,12.672711,8.098590,12.001337,8.405918,11.441512,8.297042,13.138003,9.667423,12.851603,9.679416,13.890721,0,0.00101,0.00065,0.00093,0.00099,0.00063,0.00071,0.00084,0.00068,-0.00023,0.10303,3.27692
0.007,0.000000,1,0,0,0,7.054880,0.315289,-3.219553,6.272429,14.259631,-10.832142,6.132863,16.517403,-8.916040,11.968598,0.000000,1.366334,1,0,15.478192,12.323350,5.610415,7.164119,4.583742,6.987090,-3.251465,156.796448,0,25.536489,74.776108,78.970558,8.131345,17.018665,8.026759,-14.506341,12.666716,8.096310,11.993215,8.403296,11.440730,8.298515,13.137480,9.669465,12.853815,9.681432,13.891469,0,0.00104,0.00063,0.00093,0.00097,0.00062,0.00071,0.00084,0.00067,0.00001,0.12272,3.27699
0.008,0.000000,1,0,0,0,7.053454,0.317608,-3.294531,6.269185,14.262022,-10.823549,6.126448,16.506573,-8.904338,11.959723,0.000000,1.834931,1,0,15.478733,12.314852,5.609712,7.163854,4.582596,6.990179,-3.103184,156.505997,0,25.968388,75.028793,79.084450,8.130224,17.001581,8.024445,-15.490488,12.660720,8.094029,11.985091,8.400673,11.439949,8.299989,13.136955,9.671507,12.856027,9.683448,13.892216,0,0.00106,0.00063,0.00093,0.00103,0.00058,0.00074,0.00088,0.00068,-0.00008,0.12746,3.27768
0.009,0.000000,1,0,0,0,7.053045,0.317544,-3.362000,6.265822,14.265790,-10.811480,6.120161,16.495768,-8.891913,11.950834,0.000000,2.357751,1,0,15.480039,12.315651,5.608991,7.163468,4.581390,6.991346,-3.114119,156.868332,0,26.397375,75.377174,79.218719,8.125272,17.077919,8.020007,-16.245575,12.635225,8.092688,11.978508,8.398795,11.439355,8.304198,13.136686,9.676407,12.859181,9.688178,13.894074,0,0.00110,0.00063,0.00093,0.00107,0.00058,0.00076,0.00089,0.00068,0.00000,0.12068,3.27773
0.010,0.000000,1,0,0,0,7.053942,0.314423,-3.419837,6.262306,14.271326,-10.794950,6.113976,16.484997,-8.878562,11.941930,0.000000,2.950147,1,0,15.482326,12.328379,5.608244,7.162930,4.580108,6.990047,-3.329346,158.068283,0,26.822624,75.848358,79.379128,8.115403,17.274122,8.012844,-16.706751,12.584712,8.092551,11.973902,8.397871,11.439002,8.311918,13.136746,9.684976,12.863544,9.696390,13.897359,0,0.00112,0.00066,0.00096,0.00106,0.00057,0.00076,0.00087,0.00070,0.00000,0.10553,3.27704
0.011,0.000000,1,0,0,0,7.054839,0.311302,-3.477673,6.258791,14.276862,-10.778419,6.107955,16.474224,-8.865211,11.933026,0.000000,3.542543,1,0,15.484612,12.341106,5.607499,7.162392,4.578826,6.988750,-3.544574,159.268234,0,27.247873,76.319542,79.539528,8.105534,17.470327,8.005682,-17.167927,12.534199,8.092415,11.969295,8.396948,11.438649,8.319638,13.136806,9.693544,12.867908,9.704602,13.900643,0,0.00115,0.00066,0.00095,0.00109,0.00057,0.00076,0.00088,0.00069,-0.00032,0.09469,3.27685
0.012,0.000000,1,0,0,0,7.055735,0.308180,-3.535509,6.255275,14.282398,-10.761889,6.102064,16.463453,-8.851859,11.924122,0.000000,4.134939,1,0,15.486898,12.353834,5.606752,7.161853,4.577544,6.987451,-3.759801,160.468170,0,27.673122,76.790726,79.699936,8.095665,17.666531,7.998520,-17.629103,12.483685,8.092278,11.964688,8.396024,11.438296,8.327358,13.136867,9.702113,12.872272,9.712814,13.903928,0,0.00112,0.00069,0.00096,0.00108,0.00058,0.00074,0.00090,0.00071,0.00008,0.10598,3.27723
0.013,0.000000,1,0,0,0,7.055558,0.310369,-3.583666,6.251664,14.287386,-10.741181,6.096372,16.452711,-8.831714,11.915223,0.000000,4.788585,1,0,15.490635,12.356667,5.606067,7.161452,4.576315,6.985980,-4.152664,161.144836,0,28.089987,77.192162,79.860641,8.091426,17.780273,7.994166,-17.788744,12.449074,8.091658,11.960444,8.394957,11.438132,8.334003,13.137020,9.709417,12.875813,9.720469,13.907405,0,0.00112,0.00071,0.00096,0.00108,0.00058,0.00075,0.00094,0.00072,0.00009,0.12929,3.27744
0.014,0.000000,1,0,0,0,7.054004,0.319371,-3.619401,6.247930,14.291672,-10.715114,6.090842,16.442005,-8.802850,11.906332,0.000000,5.520823,1,0,15.496234,12.346802,5.605460,7.161226,4.575156,6.984287,-4.773451,161.150055,0,28.496090,77.504089,80.021721,8.094411,17.788206,7.993415,-17.561487,12.434863,8.090413,11.956666,8.393705,11.438211,8.339270,13.137294,9.715097,12.878301,9.727407,13.911127,0,0.00110,0.00073,0.00096,0.00109,0.00060,0.00074,0.00098,0.00072,0.00000,0.12714,3.27744
0.015,0.000000,1,0,0,0,7.052450,0.328374,-3.655137,6.244195,14.295958,-10.689047,6.085557,16.431301,-8.773987,11.897441,0.000000,6.253061,1,0,15.501833,12.336936,5.604853,7.161001,4.573997,6.982594,-5.394238,161.155273,0,28.902193,77.816017,80.182800,8.097396,17.796141,7.992665,-17.334230,12.420653,8.089169,11.952888,8.392454,11.438291,8.344535,13.137568,9.720778,12.880789,9.734346,13.914849,0,0.00109,0.00074,0.00095,0.00110,0.00060,0.00071,0.00099,0.00071,0.00008,0.11558,3.27729
0.016,0.000000,1,0,0,0,7.050895,0.337376,-3.690872,6.240460,14.300243,-10.662979,6.080472,16.420595,-8.745123,11.888550,0.000000,6.985300,1,0,15.507432,12.327071,5.604246,7.160775,4.572837,6.980901,-6.015026,161.160492,0,29.308298,78.127945,80.343880,8.100381,17.804073,7.991914,-17.106972,12.406444,8.087924,11.949110,8.391203,11.438369,8.349800,13.137841,9.726459,12.883277,9.741284,13.918571,0,0.00111,0.00078,0.00094,0.00115,0.00060,0.00069,0.00094,0.00069,0.00016,0.10032,3.27699
0.017,0.000000,1,0,0,0,7.049152,0.342777,-3.714400,6.236660,14.305556,-10.634728,6.075680,16.409920,-8.705360,11.879712,0.000000,7.778255,1,0,15.514380,12.317031,5.603564,7.159960,4.571830,6.979083,-6.617736,161.200134,0,29.633818,78.545410,80.636696,8.101023,17.693232,7.991903,-16.775951,12.390809,8.086818,11.944750,8.389501,11.437330,8.354405,13.136951,9.731928,12.887316,9.748344,13.922922,0,0.00113,0.00077,0.00092,0.00110,0.00060,0.00066,0.00086,0.00070,0.00007,0.09817,3.27697
0.018,0.000000,1,0,0,0,7.047167,0.343556,-3.722266,6.232778,14.312188,-10.603674,6.071125,16.399281,-8.651611,11.870945,0.000000,8.649119,1,0,15.523061,12.306767,5.602788,7.158388,4.571017,6.977103,-7.197252,161.283951,0,29.855938,79.098289,81.098534,8.098659,17.429989,7.992842,-16.311789,12.373345,8.085888,11.939643,8.387218,11.434856,8.358163,13.134569,9.737127,12.893346,9.755560,13.928080,0,0.00115,0.00077,0.00095,0.00109,0.00063,0.00065,0.00084,0.00071,-0.00008,0.11973,3.27727
0.019,0.000000,1,0,0,0,7.045182,0.344335,-3.730131,6.228895,14.318820,-10.572620,6.066899,16.388641,-8.597863,11.862178,0.000000,9.519983,1,0,15.531741,12.296504,5.602013,7.156816,4.570205,6.975123,-7.776768,161.367783,0,30.078060,79.651169,81.560371,8.096294,17.166746,7.993780,-15.847626,12.355883,8.084957,11.934536,8.384936,11.432383,8.361920,13.132186,9.742327,12.899376,9.762774,13.933237,0,0.00119,0.00080,0.00086,0.00107,0.00064,0.00065,0.00084,0.00070,0.00023,0.13011,3.27726
0.020,0.000000,1,0,0,0,7.043197,0.345114,-3.737996,6.225012,14.325453,-10.541566,6.062938,16.378002,-8.544114,11.853411,0.000000,10.390846,1,0,15.540422,12.286241,5.601237,7.155243,4.569393,6.973144,-8.356284,161.451599,0,30.300182,80.204048,82.022209,8.093929,16.903503,7.994718,-15.383464,12.338419,8.084027,11.929429,8.382655,11.429909,8.365678,13.129804,9.747526,12.905406,9.769990,13.938396,0,0.00113,0.00085,0.00076,0.00104,0.00064,0.00062,0.00080,0.00070,0.00008,0.11890,3.27688
0.021,0.000000,1,0,0,0,7.042107,0.344437,-3.732637,6.221128,14.332624,-10.506984,6.059339,16.367393,-8.469613,11.844773,0.000000,11.314555,1,0,15.550576,12.275730,5.600489,7.153557,4.568624,6.971110,-8.928815,161.497040,0,30.507446,80.715393,82.391090,8.094410,16.874634,7.996151,-14.867747,12.325803,8.083932,11.924640,8.379667,11.429460,8.369655,13.129399,9.752608,12.911669,9.776712,13.943568,0,0.00104,0.00086,0.00076,0.00103,0.00064,0.00061,0.00079,0.00070,0.00000,0.10333,3.27681
0.022,0.000000,1,0,0,0,7.042167,0.341893,-3.710310,6.217241,14.340489,-10.467873,6.056029,16.356827,-8.368484,11.836303,0.000000,12.306068,1,0,15.562622,12.264903,5.599779,7.151725,4.567910,6.969007,-9.492382,161.493256,0,30.695646,81.173424,82.640694,8.098541,17.146486,7.998220,-14.285880,12.319405,8.084908,11.920259,8.375773,11.431607,8.373913,13.131535,9.757542,12.918231,9.782804,13.948762,0,0.00096,0.00083,0.00074,0.00099,0.00064,0.00062,0.00085,0.00069,-0.00007,0.10054,3.27712
0.023,0.000000,1,0,0,0,7.042227,0.339348,-3.687984,6.213354,14.348354,-10.428762,6.053106,16.346260,-8.267354,11.827832,0.000000,13.297582,1,0,15.574668,12.254075,5.599069,7.149892,4.567196,6.966905,-10.055948,161.489471,0,30.883846,81.631462,82.890297,8.102673,17.418341,8.000288,-13.704014,12.313007,8.085883,11.915877,8.371880,11.433756,8.378171,13.133669,9.762474,12.924793,9.788895,13.953955,0,0.00093,0.00078,0.00071,0.00098,0.00066,0.00062,0.00092,0.00069,0.00007,0.11809,3.27728
0.024,0.000000,1,0,0,0,7.042286,0.336804,-3.665657,6.209466,14.356218,-10.389652,6.050494,16.335693,-8.166224,11.819363,0.000000,14.289095,1,0,15.586714,12.243248,5.598358,7.148060,4.566482,6.964803,-10.619515,161.485687,0,31.072046,82.089500,83.139900,8.106804,17.690193,8.002357,-13.122148,12.306609,8.086859,11.911496,8.367986,11.435904,8.382430,13.135804,9.767406,12.931355,9.794986,13.959148,0,0.00090,0.00077,0.00070,0.00099,0.00066,0.00061,0.00096,0.00069,0.00008,0.12965,3.27728
0.025,0.000000,1,0,0,0,7.042428,0.334776,-3.632596,6.205692,14.363242,-10.351704,6.048273,16.325270,-8.029343,11.811034,0.000000,15.306900,1,0,15.600806,12.232221,5.597637,7.145699,4.565856,6.962654,-10.973310,161.836502,0,31.308344,82.421120,83.081291,8.110187,17.846806,8.004383,-12.484041,12.298691,8.089849,11.906538,8.363072,11.442252,8.388054,13.141983,9.772933,12.936966,9.799888,13.965369,0,0.00088,0.00079,0.00071,0.00095,0.00065,0.00062,0.00095,0.00067,0.00007,0.12447,3.27725
0.026,0.000000,1,0,0,0,7.042674,0.333411,-3.585761,6.202063,14.369184,-10.315245,6.046367,16.315031,-7.846585,11.802888,0.000000,16.358440,1,0,15.617524,12.220938,5.596900,7.142658,4.565344,6.960444,-11.057943,162.642303,0,31.606354,82.590538,82.627205,8.112609,17.855551,8.006357,-11.773775,12.288821,8.095423,11.900839,8.356853,11.453990,8.395431,13.153351,9.779220,12.941357,9.803266,13.972908,0,0.00087,0.00079,0.00069,0.00090,0.00063,0.00062,0.00095,0.00067,0.00000,0.11087,3.27717
0.027,0.000000,1,0,0,0,7.042920,0.332046,-3.538927,6.198432,14.375128,-10.278787,6.044764,16.304790,-7.663827,11.794742,0.000000,17.409981,1,0,15.634242,12.209654,5.596164,7.139616,4.564832,6.958235,-11.142577,163.448105,0,31.904366,82.759956,82.173119,8.115031,17.864294,8.008330,-11.063508,12.278952,8.100997,11.895141,8.350633,11.465727,8.402806,13.164720,9.785507,12.945746,9.806643,13.980448,0,0.00086,0.00080,0.00068,0.00085,0.00062,0.00063,0.00094,0.00066,0.00000,0.09462,3.27709
0.028,0.000000,1,0,0,0,7.043166,0.330681,-3.492093,6.194803,14.381071,-10.242329,6.043405,16.294550,-7.481070,11.786595,0.000000,18.461521,1,0,15.650960,12.198371,5.595427,7.136576,4.564320,6.956026,-11.227210,164.253906,0,32.202377,82.929367,81.719032,8.117454,17.873039,8.010304,-10.353241,12.269081,8.106570,11.889441,8.344413,11.477465,8.410183,13.176087,9.791795,12.950137,9.810020,13.987988,0,0.00086,0.00081,0.00068,0.00079,0.00063,0.00062,0.00091,0.00067,0.00023,0.09849,3.27702
0.029,0.000000,1,0,0,0,7.043186,0.330786,-3.440552,6.191293,14.388954,-10.208520,6.042242,16.284410,-7.230813,11.778743,0.000000,19.504063,1,0,15.669757,12.187062,5.594791,7.133024,4.563915,6.953746,-11.303250,163.873947,0,33.194145,83.008781,81.299736,8.120152,17.884323,8.013126,-9.820245,12.259914,8.111450,11.879331,8.341081,11.489123,8.417465,13.187386,9.797973,12.954720,9.813696,13.994837,0,0.00086,0.00081,0.00072,0.00071,0.00062,0.00061,0.00089,0.00068,-0.00002,0.12480,3.27705
0.030,0.000000,1,0,0,0,7.042916,0.332778,-3.382974,6.187938,14.399327,-10.178112,6.041239,16.274401,-6.893947,11.771268,0.000000,20.535059,1,0,15.691221,12.175720,5.594285,7.128816,4.563650,6.951376,-11.368264,161.972534,0,35.076084,82.972717,80.925079,8.123205,17.898869,8.017037,-9.514706,12.251649,8.115438,11.863559,8.341456,11.500679,8.424626,13.198594,9.804011,12.959549,9.817756,14.000802,0,0.00084,0.00080,0.00074,0.00071,0.00063,0.00061,0.00092,0.00068,0.00000,0.12918,3.27720
0.031,0.000000,1,0,0,0,7.042645,0.334770,-3.325396,6.184583,14.409700,-10.147703,6.040376,16.264391,-6.557081,11.763794,0.000000,21.566055,1,0,15.712685,12.164378,5.593779,7.124609,4.563385,6.949006,-11.433278,160.071121,0,36.958019,82.936653,80.550423,8.126259,17.913414,8.020948,-9.209167,12.243383,8.119427,11.847787,8.341831,11.512236,8.431788,13.209803,9.810050,12.964378,9.821815,14.006766,0,0.00082,0.00083,0.00075,0.00068,0.00064,0.00062,0.00092,0.00070,0.00022,0.11838,3.27742
0.032,0.000000,1,0,0,0,7.042376,0.336762,-3.267818,6.181228,14.420074,-10.117295,6.039627,16.254381,-6.220216,11.756319,0.000000,22.597052,1,0,15.734149,12.153037,5.593273,7.120401,4.563120,6.946636,-11.498292,158.169708,0,38.839958,82.900589,80.175758,8.129313,17.927959,8.024859,-8.903626,12.235119,8.123416,11.832015,8.342207,11.523792,8.438950,13.221011,9.816089,12.969208,9.825875,14.012732,0,0.00084,0.00082,0.00075,0.00066,0.00062,0.00062,0.00090,0.00068,0.00001,0.10534,3.27773
0.033,0.000000,1,0,0,0,7.042692,0.337171,-3.209661,6.177994,14.430406,-10.092800,6.038975,16.244381,-5.783106,11.749452,0.000000,23.578861,1,0,15.757589,12.141482,5.592833,7.115963,4.562929,6.944375,-11.548188,156.655304,0,40.633587,82.990547,79.927124,8.131495,17.939600,8.027729,-8.569225,12.230474,8.127739,11.818200,8.342205,11.533811,8.445886,13.230622,9.822415,12.975347,9.830308,14.018647,0,0.00086,0.00081,0.00075,0.00067,0.00062,0.00061,0.00088,0.00068,-0.00015,0.09655,3.27789
0.034,0.000000,1,0,0,0,7.043759,0.335546,-3.150762,6.174918,14.440685,-10.075892,6.038402,16.234392,-5.217374,11.743364,0.000000,24.497557,1,0,15.783566,12.129656,5.592476,7.111229,4.562833,6.942254,-11.578686,155.637466,0,42.313911,83.242218,79.840179,8.132562,17.947510,8.029261,-8.197789,12.230474,8.132491,11.806894,8.341720,11.541856,8.452533,13.238185,9.829110,12.983167,9.835220,14.024499,0,0.00087,0.00084,0.00074,0.00066,0.00060,0.00061,0.00083,0.00066,0.00008,0.10492,3.27789
0.035,0.000000,1,0,0,0,7.044827,0.333922,-3.091863,6.171842,14.450965,-10.058985,6.037877,16.224403,-4.651641,11.737277,0.000000,25.416254,1,0,15.809543,12.117828,5.592120,7.106495,4.562737,6.940133,-11.609183,154.619629,0,43.994236,83.493881,79.753242,8.133627,17.955421,8.030793,-7.826355,12.230474,8.137244,11.795588,8.341233,11.549900,8.459180,13.245747,9.835805,12.990986,9.840133,14.030351,0,0.00090,0.00084,0.00075,0.00065,0.00057,0.00062,0.00079,0.00067,0.00000,0.12308,3.27789
0.036,0.000000,1,0,0,0,7.045895,0.332298,-3.032963,6.168766,14.461245,-10.042077,6.037390,16.214415,-4.085909,11.731189,0.000000,26.334949,1,0,15.835519,12.106002,5.591763,7.101761,4.562642,6.938011,-11.639681,153.601791,0,45.674557,83.745552,79.666298,8.134692,17.963331,8.032325,-7.454919,12.230474,8.141996,11.784283,8.340748,11.557945,8.465827,13.253309,9.842500,12.998806,9.845045,14.036202,0,0.00089,0.00080,0.00075,0.00057,0.00057,0.00060,0.00079,0.00067,-0.00008,0.12807,3.27789
0.037,0.000000,1,0,0,0,7.045880,0.332220,-2.976584,6.165800,14.471337,-10.025574,6.036902,16.204350,-3.402620,11.726106,0.000000,27.176270,1,0,15.862977,12.094165,5.591368,7.097485,4.562512,6.935886,-11.643273,152.459167,0,47.562214,83.879974,79.524994,8.134833,17.971704,8.033767,-7.120897,12.230474,8.146915,11.773826,8.339029,11.567025,8.471210,13.261855,9.847390,13.004819,9.849291,14.043300,0,0.00085,0.00081,0.00075,0.00055,0.00058,0.00062,0.00080,0.00068,0.00008,0.11694,3.27754
0.038,0.000000,1,0,0,0,7.044477,0.334127,-2.923440,6.162975,14.481190,-10.009589,6.036414,16.194187,-2.568492,11.722312,0.000000,27.918308,1,0,15.892335,12.082314,5.590923,7.093797,4.562338,6.933756,-11.612343,151.156418,0,49.715900,83.863968,79.313927,8.133787,17.980669,8.035091,-6.834882,12.230474,8.152047,11.764460,8.335728,11.577432,8.474971,13.271666,9.849965,13.008514,9.852681,14.051995,0,0.00084,0.00083,0.00073,0.00054,0.00058,0.00063,0.00081,0.00068,0.00007,0.10307,3.27678
0.039,0.000000,1,0,0,0,7.043073,0.336033,-2.870295,6.160150,14.491041,-9.993606,6.035892,16.184025,-1.734365,11.718517,0.000000,28.660345,1,0,15.921694,12.070465,5.590478,7.090109,4.562164,6.931626,-11.581413,149.853668,0,51.869587,83.847969,79.102859,8.132741,17.989634,8.036417,-6.548866,12.230474,8.157178,11.755093,8.332426,11.587838,8.478732,13.281475,9.852540,13.012210,9.856071,14.060691,0,0.00079,0.00081,0.00074,0.00053,0.00058,0.00062,0.00086,0.00068,0.00009,0.09640,3.27661
0.040,0.000000,1,0,0,0,7.041669,0.337940,-2.817149,6.157325,14.500894,-9.977621,6.035340,16.173862,-0.900238,11.714723,0.000000,29.402384,1,0,15.951053,12.058615,5.590033,7.086421,4.561991,6.929496,-11.550484,148.550934,0,54.023270,83.831963,78.891792,8.131695,17.998598,8.037743,-6.262850,12.230474,8.162310,11.745727,8.329125,11.598245,8.482493,13.291285,9.855115,13.015905,9.859462,14.069387,0,0.00074,0.00078,0.00073,0.00053,0.00058,0.00061,0.00086,0.00067,-0.00014,0.10713,3.27715
0.041,0.000000,1,0,0,0,7.040998,0.340852,-2.765537,6.154540,14.511046,-9.957922,6.034745,16.163843,0.032132,11.712883,0.000000,30.069218,1,0,15.981392,12.046779,5.589449,7.083205,4.561210,6.927214,-11.491062,143.443451,0,59.745403,83.871994,78.680840,8.131863,17.803556,8.041717,-6.049890,12.230474,8.170561,11.729793,8.327106,11.608452,8.486645,13.300938,9.858475,13.021511,9.862055,14.076748,0,0.00073,0.00078,0.00075,0.00054,0.00058,0.00061,0.00087,0.00068,0.00000,0.12477,3.27733
0.042,0.000000,1,0,0,0,7.041267,0.345055,-2.715892,6.151805,14.521585,-9.933454,6.034113,16.154009,1.090556,11.713551,0.000000,30.639561,1,0,16.012989,12.034961,5.588686,7.080592,4.559649,6.924735,-11.395084,133.454102,0,70.046227,83.983925,78.470039,8.133588,17.346752,8.049088,-5.930669,12.230474,8.182814,11.705434,8.326731,11.618402,8.491297,13.310390,9.862841,13.029567,9.863625,14.082395,0,0.00079,0.00079,0.00088,0.00052,0.00057,0.00062,0.00083,0.00069,-0.00022,0.12705,3.27710
0.043,0.000000,1,0,0,0,7.041536,0.349258,-2.666246,6.149070,14.532123,-9.908986,6.033528,16.144173,2.148981,11.714218,0.000000,31.209902,1,0,16.044586,12.023143,5.587923,7.077979,4.558088,6.922257,-11.299106,123.464745,0,80.347046,84.095863,78.259247,8.135314,16.889950,8.056459,-5.811448,12.230474,8.195066,11.681074,8.326356,11.628351,8.495950,13.319842,9.867207,13.037622,9.865194,14.088041,0,0.00094,0.00086,0.00106,0.00052,0.00056,0.00062,0.00076,0.00067,0.00008,0.11942,3.27694
0.044,0.000000,1,0,0,0,7.041805,0.353461,-2.616600,6.146335,14.542661,-9.884519,6.032979,16.134338,3.207405,11.714886,0.000000,31.780245,1,0,16.076183,12.011325,5.587160,7.075366,4.556528,6.919779,-11.203128,113.475388,0,90.647873,84.207794,78.048447,8.137039,16.433146,8.063831,-5.692226,12.230474,8.207319,11.656714,8.325981,11.638301,8.500602,13.329294,9.871572,13.045679,9.866764,14.093688,0,0.00098,0.00092,0.00113,0.00049,0.00058,0.00062,0.00074,0.00069,0.00023,0.10471,3.27687
0.045,0.000000,1,0,0,0,7.042066,0.355723,-2.564474,6.143710,14.552720,-9.853537,6.032582,16.124428,4.317504,11.717972,0.000000,32.290161,1,0,16.108557,11.999757,5.586384,7.073195,4.554477,6.917305,-11.084558,109.269188,0,93.578110,82.902817,79.115730,8.135370,16.181158,8.069967,-5.422135,12.225561,8.232022,11.626134,8.402833,11.625064,8.502726,13.307488,9.876731,13.054157,9.868639,14.099977,0,0.00098,0.00099,0.00134,0.00050,0.00059,0.00062,0.00074,0.00072,-0.00008,0.09255,3.27679
0.046,0.000000,1,0,0,0,7.042316,0.355493,-2.509166,6.141225,14.562166,-9.814198,6.032306,16.114420,5.493906,11.724163,0.000000,32.722542,1,0,16.141926,11.988508,5.585592,7.071592,4.551796,6.914835,-10.937002,112.483368,0,87.051102,79.779800,81.822922,8.129347,16.191969,8.074518,-4.958462,12.214344,8.272699,11.587571,8.578776,11.582078,8.501605,13.245575,9.882908,13.063178,9.870906,14.107086,0,0.00098,0.00107,0.00143,0.00051,0.00066,0.00061,0.00076,0.00075,0.00023,0.10021,3.27671
0.047,0.000000,1,0,0,0,7.042567,0.355262,-2.453858,6.138740,14.571611,-9.774858,6.032215,16.104412,6.670308,11.730353,0.000000,33.154922,1,0,16.175295,11.977260,5.584801,7.069989,4.549117,6.912366,-10.789446,115.697548,0,80.524101,76.656784,84.530113,8.123322,16.202780,8.079070,-4.494788,12.203128,8.313375,11.549007,8.754719,11.539091,8.500484,13.183661,9.889086,13.072199,9.873173,14.114197,0,0.00099,0.00113,0.00145,0.00052,0.00069,0.00060,0.00076,0.00079,0.00000,0.12485,3.27692
0.048,0.000000,1,0,0,0,7.042818,0.355032,-2.398550,6.136254,14.581058,-9.735519,6.032272,16.094406,7.846710,11.736545,0.000000,33.587303,1,0,16.208666,11.966011,5.584009,7.068386,4.546436,6.909897,-10.641890,118.911728,0,73.997093,73.533768,87.237305,8.117299,16.213591,8.083621,-4.031115,12.191912,8.354053,11.510445,8.930661,11.496105,8.499363,13.121748,9.895263,13.081220,9.875440,14.121306,0,0.00101,0.00114,0.00165,0.00051,0.00086,0.00060,0.00077,0.00083,-0.00015,0.12824,3.27745
