"Time","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35 HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.815,7.441828,1.230388,6.001026,17.286739,4.846887,17.969696,6.342379,3.695080,17.155430,19.092360,6.700335,16.378670,165.930634,0,97.664444,78.751953,1.776393,8.361561,18.914230,8.280815,17.993679,8.290534,17.666718,8.479667,16.997103,10.063673,17.222759,9.986982,15.824862,10.002783,16.008537,0,-0.01786,-0.01344,-0.02146,0.00159,0.01010,-0.01234,0.00675,0.00112,-0.00003,0.05558,3.27698
1.816,7.441470,1.229712,6.001860,17.284889,4.843039,17.980812,6.341232,3.691593,17.152782,19.087866,6.699746,16.373978,166.386841,0,97.497162,78.687622,1.677609,8.341527,18.751299,8.281083,17.999645,8.292807,17.667522,8.481019,16.994234,10.064966,17.220312,9.987076,15.822481,10.002834,16.007589,0,-0.01817,-0.01263,-0.02125,0.00410,0.00850,-0.01310,0.00614,0.00626,-0.00027,0.04428,3.27698
1.817,7.441085,1.229016,6.002720,17.283030,4.839133,17.991926,6.340080,3.688076,17.150124,19.083370,6.699152,16.369289,166.861496,0,97.321945,78.619568,1.577537,8.320910,18.583607,8.281342,18.005686,8.295138,17.668447,8.482387,16.991352,10.066268,17.217894,9.987126,15.820134,10.002844,16.006662,0,-0.01785,-0.01332,-0.02063,0.00272,0.00811,-0.01348,0.00593,0.00113,-0.00012,0.02128,3.27698
1.818,7.440701,1.228319,6.003580,17.281170,4.835228,18.003038,6.338928,3.684558,17.147463,19.078873,6.698557,16.364603,167.336136,0,97.146736,78.551521,1.477465,8.300293,18.415915,8.281600,18.011726,8.297470,17.669373,8.483755,16.988470,10.067570,17.215475,9.987176,15.817786,10.002853,16.005735,0,-0.01789,-0.01202,-0.02101,0.00277,0.00757,-0.01373,0.00548,0.00290,0.00015,0.04615,3.27675
1.819,7.440317,1.227623,6.004440,17.279310,4.831322,18.014153,6.337776,3.681041,17.144804,19.074377,6.697963,16.359915,167.810776,0,96.971519,78.483467,1.377392,8.279675,18.248222,8.281857,18.017767,8.299802,17.670296,8.485123,16.985588,10.068871,17.213057,9.987226,15.815439,10.002864,16.004808,0,-0.01758,-0.01295,-0.02135,0.00357,0.00806,-0.01302,0.00522,0.00341,-0.00020,0.02073,3.27652
1.820,7.439680,1.227570,6.006399,17.277275,4.827208,18.024832,6.335783,3.679356,17.142014,19.070023,6.697564,16.355389,167.311172,0,97.079880,78.476295,1.707856,8.278656,18.241373,8.284818,18.027321,8.300029,17.672968,8.486683,16.984787,10.070737,17.210085,9.987003,15.812595,10.003111,16.214872,0,-0.01693,-0.01227,-0.02169,0.00233,0.00882,-0.01279,0.00617,0.00279,0.00003,0.04877,3.27667
1.821,7.439036,1.227536,6.008389,17.275234,4.823087,18.035498,6.333765,3.677725,17.139217,19.065672,6.697171,16.350868,166.783493,0,97.196404,78.470879,2.050722,8.278201,18.239157,8.287855,18.036974,8.300196,17.675688,8.488250,16.984045,10.072619,17.207096,9.986772,15.809737,10.003366,16.431017,0,-0.01479,-0.01254,-0.02020,0.00344,0.00826,-0.01373,0.00439,0.00208,0.00003,0.02193,3.27682
1.822,7.438392,1.227501,6.010379,17.273193,4.818966,18.046165,6.331748,3.676093,17.136423,19.061323,6.696778,16.346348,166.255814,0,97.312927,78.465462,2.393589,8.277746,18.236940,8.290894,18.046627,8.300363,17.678410,8.489816,16.983303,10.074501,17.204109,9.986541,15.806879,10.003620,16.647160,0,-0.01437,-0.01377,-0.01963,0.00286,0.00839,-0.01389,0.00562,0.00605,-0.00009,0.04915,3.27705
1.823,7.437748,1.227467,6.012369,17.271152,4.814846,18.056831,6.329730,3.674462,17.133627,19.056973,6.696384,16.341827,165.728134,0,97.429451,78.460045,2.736455,8.277290,18.234726,8.293931,18.056280,8.300529,17.681129,8.491382,16.982561,10.076384,17.201120,9.986310,15.804021,10.003875,16.863304,0,-0.02337,-0.01438,-0.01960,0.00411,0.00820,-0.01298,0.00573,0.00052,0.00003,0.02204,3.27728
1.824,7.439648,1.226936,6.013526,17.271132,4.811454,18.067207,6.330262,3.675947,17.130751,19.052498,6.695501,16.337473,166.461426,0,97.308372,78.456367,2.189601,8.274282,18.233633,8.287886,18.091795,8.300520,17.685465,8.491414,16.981171,10.076384,17.199961,9.986425,15.802855,10.002689,16.650440,0,-0.02698,-0.01332,-0.02159,0.00167,0.00826,-0.01305,0.00736,0.00327,0.00019,0.05317,3.27751
1.825,7.441621,1.226391,6.014659,17.271168,4.808084,18.077576,6.330868,3.677521,17.127874,19.048019,6.694604,16.333124,167.231049,0,97.180450,78.452736,1.617118,8.271200,18.232574,8.281579,18.128054,8.300505,17.689848,8.491402,16.979761,10.076330,17.198856,9.986551,15.801738,10.001462,16.425217,0,-0.01416,-0.01249,-0.02277,0.00456,0.00805,-0.01281,0.00715,0.00209,0.00000,0.02385,3.27774
1.826,7.443594,1.225847,6.015792,17.271204,4.804714,18.087942,6.331473,3.679096,17.124996,19.043541,6.693707,16.328773,168.000671,0,97.052528,78.449112,1.044634,8.268119,18.231516,8.275271,18.164312,8.300489,17.694231,8.491390,16.978352,10.076276,17.197750,9.986677,15.800620,10.000236,16.199993,0,-0.02481,-0.01428,-0.02142,0.00261,0.00847,-0.01207,0.00395,0.00259,0.00000,0.06035,3.27736
1.827,7.445567,1.225302,6.016924,17.271240,4.801344,18.098310,6.332079,3.680670,17.122118,19.039062,6.692811,16.324425,168.770294,0,96.924599,78.445480,0.472151,8.265037,18.230457,8.268965,18.200571,8.300474,17.698614,8.491378,16.976942,10.076222,17.196644,9.986803,15.799503,9.999008,15.974771,0,-0.01035,-0.01313,-0.02140,0.00349,0.00903,-0.01252,0.00789,0.00327,0.00000,0.02717,3.27698
1.828,7.445693,1.223768,6.017144,17.270958,4.796843,18.108240,6.332661,3.681250,17.118816,19.034466,6.691648,16.319916,168.933594,0,96.782738,78.448425,1.818816,8.260777,18.229647,8.267855,18.211912,8.300447,17.699223,8.490311,16.975580,10.075051,17.196030,9.986361,15.798842,9.998860,15.946213,0,-0.01955,-0.01237,-0.02104,0.00303,0.00897,-0.01148,0.00825,0.00310,-0.00009,0.06315,3.27668
1.829,7.445766,1.222205,6.017338,17.270666,4.792308,18.118156,6.333242,3.681800,17.115503,19.029867,6.690478,16.315403,169.079422,0,96.640480,78.451553,3.220765,8.256485,18.228844,8.266893,18.222536,8.300419,17.699722,8.489213,16.974222,10.073848,17.195427,9.985901,15.798194,9.998744,15.923322,0,-0.02423,-0.01521,-0.01946,0.00327,0.00880,-0.01375,-0.00059,0.00220,-0.00012,0.02830,3.27637
1.830,7.445839,1.220643,6.017531,17.270374,4.787775,18.128075,6.333823,3.682350,17.112190,19.025267,6.689308,16.310890,169.225250,0,96.498215,78.454681,4.622714,8.252192,18.228041,8.265933,18.233158,8.300391,17.700222,8.488115,16.972862,10.072644,17.194826,9.985442,15.797546,9.998628,15.900430,0,-0.01520,-0.01312,-0.02173,0.00305,0.00849,-0.01319,0.01169,0.00346,0.00015,0.06220,3.27644
1.831,7.445913,1.219080,6.017725,17.270082,4.783240,18.137991,6.334404,3.682900,17.108877,19.020668,6.688138,16.306377,169.371078,0,96.355949,78.457809,6.024662,8.247898,18.227238,8.264972,18.243782,8.300364,17.700724,8.487018,16.971504,10.071441,17.194225,9.984982,15.796898,9.998511,15.877538,0,-0.01996,-0.01389,-0.02049,0.00310,0.00771,-0.01392,0.00381,0.00129,0.00000,0.02773,3.27652
1.832,7.446258,1.219730,6.017778,17.269573,4.765112,18.147648,6.335851,3.684147,17.105276,19.015820,6.687771,16.302061,169.518738,0,95.946678,78.339882,6.522011,8.247597,18.227110,8.265197,18.244539,8.300241,17.700119,8.485435,16.966148,10.068972,17.194843,9.984912,15.797376,9.998872,15.876885,0,-0.01832,-0.01459,-0.02058,0.00072,0.00945,-0.01329,0.00883,0.00137,-0.00009,0.06474,3.27690
1.833,7.446610,1.220444,6.017828,17.269058,4.746592,18.157297,6.337322,3.685414,17.101669,19.010965,6.687427,16.297750,169.666443,0,95.529724,78.218475,6.993300,8.247410,18.227001,8.265456,18.245012,8.300117,17.699482,8.483839,16.960676,10.066466,17.195496,9.984853,15.797886,9.999247,15.876873,0,-0.01649,-0.01335,-0.02099,0.00355,0.00724,-0.01368,0.00393,0.00798,0.00000,0.02912,3.27728
1.834,7.446963,1.221158,6.017878,17.268541,4.728072,18.166946,6.338794,3.686681,17.098061,19.006111,6.687083,16.293440,169.814163,0,95.112762,78.097061,7.464590,8.247224,18.226892,8.265716,18.245485,8.299992,17.698847,8.482243,16.955206,10.063960,17.196148,9.984794,15.798395,9.999620,15.876862,0,-0.01857,-0.01373,-0.01952,0.00226,0.00801,-0.01243,0.00592,0.00071,-0.00027,0.07062,3.27713
1.835,7.447316,1.221872,6.017927,17.268026,4.709552,18.176594,6.340265,3.687948,17.094454,19.001255,6.686739,16.289129,169.961868,0,94.695801,77.975655,7.935879,8.247037,18.226786,8.265974,18.245958,8.299867,17.698210,8.480646,16.949734,10.061455,17.196800,9.984735,15.798905,9.999994,15.876849,0,-0.01903,-0.01195,-0.02043,0.00182,0.00817,-0.01268,0.00696,0.00071,0.00024,0.03223,3.27698
1.836,7.447301,1.221888,6.017225,17.267397,4.697827,18.185974,6.341100,3.686645,17.090836,18.996250,6.686707,16.284691,170.239365,0,94.128487,78.042717,8.067954,8.261393,18.475000,8.266791,18.245346,8.299835,17.695456,8.475552,16.946381,10.055511,17.198662,9.985046,15.800480,10.000260,15.879118,0,-0.01877,-0.01292,-0.02220,0.00422,0.00822,-0.01476,0.00633,0.00282,-0.00009,0.07228,3.27720
1.837,7.447275,1.221884,6.016501,17.266764,4.686298,18.195347,6.341916,3.685269,17.087217,18.991241,6.686685,16.280251,170.520584,0,93.556839,78.115204,8.190258,8.276166,18.730371,8.267624,18.244701,8.299807,17.692640,8.470357,16.943089,10.049470,17.200560,9.985370,15.802085,10.000524,15.881452,0,-0.01680,-0.01295,-0.02183,0.00076,0.00741,-0.01340,0.00421,0.00333,-0.00027,0.03291,3.27743
1.838,7.447250,1.221880,6.015778,17.266132,4.674768,18.204720,6.342732,3.683892,17.083597,18.986231,6.686662,16.275808,170.801819,0,92.985199,78.187698,8.312562,8.290940,18.985741,8.268456,18.244059,8.299779,17.689825,8.465161,16.939796,10.043428,17.202456,9.985693,15.803691,10.000787,15.883785,0,-0.01876,-0.01570,-0.02139,0.00346,0.00767,-0.01097,0.00544,0.00260,-0.00009,0.07080,3.27676
1.839,7.447224,1.221876,6.015054,17.265499,4.663239,18.214090,6.343549,3.682515,17.079979,18.981222,6.686639,16.271366,171.083054,0,92.413551,78.260193,8.434865,8.305714,19.241110,8.269290,18.243414,8.299750,17.687008,8.459967,16.936504,10.037387,17.204351,9.986016,15.805296,10.001050,15.886119,0,-0.01725,-0.01318,-0.01989,0.00206,0.00855,-0.01421,0.00673,0.00222,-0.00012,0.03207,3.27607
1.840,7.445606,1.222159,6.013618,17.265612,4.656039,18.222197,6.344789,3.682414,17.077055,18.976435,6.685654,16.266947,171.222092,0,92.139946,78.227692,8.467134,8.312558,19.274725,8.268226,18.241581,8.298981,17.684921,8.457730,16.934210,10.034364,17.206549,9.986187,15.807387,10.000887,15.887139,0,-0.01937,-0.01342,-0.02183,0.00602,0.00897,-0.01387,0.00514,0.00372,-0.00015,0.07280,3.27674
1.841,7.443942,1.222450,6.012162,17.265745,4.648963,18.230267,6.346042,3.682349,17.074150,18.971653,6.684641,16.262527,171.357040,0,91.874924,78.192169,8.496810,8.319175,19.301952,8.267106,18.239714,8.298190,17.682854,8.455581,16.931944,10.031427,17.208754,9.986355,15.809494,10.000710,15.888121,0,-0.01722,-0.01408,-0.02333,0.00358,0.00813,-0.01455,0.00685,0.00408,-0.00012,0.03347,3.27743
1.842,7.442277,1.222741,6.010706,17.265879,4.641888,18.238337,6.347294,3.682284,17.071245,18.966873,6.683628,16.258110,171.491989,0,91.609901,78.156647,8.526485,8.325790,19.329180,8.265987,18.237846,8.297400,17.680786,8.453430,16.929678,10.028491,17.210958,9.986522,15.811600,10.000535,15.889103,0,-0.01888,-0.01414,-0.02061,0.00270,0.00830,-0.01360,0.00496,-0.00066,0.00005,0.07688,3.27706
1.843,7.440613,1.223033,6.009250,17.266012,4.634812,18.246407,6.348547,3.682220,17.068342,18.962091,6.682615,16.253691,171.626938,0,91.344887,78.121117,8.556161,8.332407,19.356405,8.264869,18.235979,8.296609,17.678719,8.451280,16.927410,10.025555,17.213165,9.986689,15.813705,10.000359,15.890084,0,-0.01903,-0.01465,-0.02068,0.00260,0.00920,-0.01230,0.00562,0.01251,-0.00019,0.03667,3.27668
1.844,7.440612,1.225578,6.010424,17.264803,4.629138,18.253099,6.349279,3.680896,17.065428,18.957491,6.682369,16.249447,171.564346,0,91.133484,78.067657,8.419357,8.332643,19.356537,8.264596,18.233358,8.295416,17.677052,8.449852,16.925089,10.023175,17.215906,9.987510,15.816373,10.000669,15.891862,0,-0.01861,-0.01458,-0.02021,0.00203,0.00851,-0.01299,0.00695,-0.01266,-0.00012,0.07849,3.27697
1.845,7.440659,1.228188,6.011673,17.263554,4.623504,18.259754,6.349997,3.679537,17.062515,18.952896,6.682144,16.245211,171.496048,0,90.923622,78.013680,8.277759,8.332695,19.355886,8.264348,18.230715,8.294210,17.675394,8.448444,16.922766,10.020811,17.218664,9.988349,15.819056,10.000995,15.893661,0,-0.01847,-0.01000,-0.01982,0.00560,0.00792,-0.01329,0.00635,0.00561,-0.00012,0.03743,3.27728
1.846,7.440705,1.230798,6.012923,17.262306,4.617870,18.266409,6.350714,3.678178,17.059601,18.948301,6.681919,16.240973,171.427750,0,90.713768,77.959694,8.136160,8.332747,19.355236,8.264100,18.228071,8.293005,17.673737,8.447038,16.920443,10.018448,17.221422,9.989189,15.821739,10.001320,15.895462,0,-0.01800,-0.01547,-0.02204,0.00389,0.00798,-0.01167,0.00482,0.00270,0.00000,0.07756,3.27728
1.847,7.440752,1.233408,6.014174,17.261057,4.612236,18.273062,6.351431,3.676819,17.056688,18.943707,6.681694,16.236734,171.359451,0,90.503906,77.905716,7.994561,8.332799,19.354586,8.263852,18.225428,8.291800,17.672079,8.445630,16.918119,10.016084,17.224180,9.990028,15.824422,10.001645,15.897262,0,-0.01979,-0.01183,-0.01970,0.00103,0.00891,-0.01371,0.00500,0.00267,-0.00012,0.03636,3.27728
1.848,7.440414,1.232976,6.013731,17.261106,4.609154,18.278332,6.352676,3.669870,17.053648,18.939014,6.681445,16.232483,171.603561,0,90.020905,77.853012,8.278285,8.330888,19.346880,8.263862,18.220572,8.291805,17.670811,8.443063,16.914164,10.012077,17.227276,9.991034,15.827462,10.002772,15.900420,0,-0.01694,-0.01515,-0.02148,0.00797,0.00822,-0.01241,0.00581,0.00198,0.00009,0.07771,3.27691
1.849,7.440066,1.232457,6.013240,17.261194,4.606145,18.283562,6.353937,3.662760,17.050606,18.934319,6.681195,16.228231,171.856659,0,89.530037,77.800346,8.574261,8.328920,19.338972,8.263878,18.215652,8.291846,17.669552,8.440462,16.910158,10.008022,17.230383,9.992043,15.830512,10.003922,15.903619,0,-0.01724,-0.01333,-0.02097,0.00092,0.00862,-0.01304,0.00135,0.00241,-0.00009,0.03775,3.27652
1.850,7.439718,1.231937,6.012750,17.261282,4.603137,18.288792,6.355197,3.655650,17.047562,18.929625,6.680945,16.223980,172.109756,0,89.039162,77.747681,8.870236,8.326952,19.331062,8.263894,18.210733,8.291886,17.668293,8.437861,16.906155,10.003968,17.233490,9.993052,15.833562,10.005072,15.906816,0,-0.01996,-0.01453,-0.02193,0.00580,0.00836,-0.01268,0.01056,0.00301,0.00009,0.07631,3.27682
1.851,7.439370,1.231418,6.012259,17.261370,4.600129,18.294022,6.356458,3.648541,17.044519,18.924929,6.680696,16.219728,172.362869,0,88.548294,77.695007,9.166212,8.324985,19.323154,8.263911,18.205814,8.291927,17.667034,8.435260,16.902151,9.999913,17.236597,9.994061,15.836612,10.006221,15.910014,0,-0.01787,-0.01441,-0.02129,0.00248,0.00898,-0.01339,0.00357,0.00262,0.00009,0.04115,3.27713
1.852,7.439628,1.231287,6.012462,17.261139,4.601656,18.298807,6.357837,3.649975,17.041636,18.920256,6.680336,16.215380,172.267410,0,88.338097,77.575806,9.173619,8.324599,19.314516,8.264841,18.198528,8.292261,17.658142,8.434814,16.899149,9.998049,17.239988,9.995013,15.840000,10.006924,15.912720,0,-0.01872,-0.01360,-0.02118,0.00334,0.00811,-0.01350,0.00603,0.00217,-0.00003,0.07661,3.27690
1.853,7.439904,1.231168,6.012684,17.260900,4.603315,18.303577,6.359220,3.651656,17.038757,18.915585,6.679972,16.211027,172.161911,0,88.135986,77.454689,9.172714,8.324260,19.305855,8.265798,18.191174,8.292603,17.649029,8.434430,16.896177,9.996247,17.243385,9.995963,15.843397,10.007613,15.915412,0,-0.01768,-0.01355,-0.02101,0.00242,0.00794,-0.01339,0.00462,0.00410,-0.00003,0.04216,3.27668
1.854,7.440179,1.231049,6.012907,17.260660,4.604973,18.308350,6.360602,3.653337,17.035879,18.910912,6.679609,16.206675,172.056412,0,87.933876,77.333572,9.171808,8.323921,19.297195,8.266755,18.183819,8.292947,17.639917,8.434046,16.893204,9.994447,17.246784,9.996913,15.846795,10.008303,15.918103,0,-0.01981,-0.01455,-0.02078,0.00153,0.00803,-0.01219,0.00718,0.00316,-0.00012,0.07733,3.27682
1.855,7.440454,1.230930,6.013129,17.260422,4.606632,18.313122,6.361985,3.655018,17.033001,18.906240,6.679245,16.202322,171.950912,0,87.731773,77.212456,9.170903,8.323582,19.288534,8.267712,18.176464,8.293289,17.630804,8.433661,16.890232,9.992645,17.250181,9.997863,15.850192,10.008992,15.920795,0,-0.01832,-0.01398,-0.01964,0.00299,0.00855,-0.01221,0.00430,0.00223,-0.00012,0.04178,3.27698
1.856,7.441911,1.229142,6.012158,17.260321,4.608739,18.316595,6.363536,3.654177,17.030529,18.901714,6.679818,16.198088,172.017410,0,87.409401,77.100655,7.864784,8.323157,19.288260,8.267725,18.171110,8.293250,17.627491,8.432892,16.886398,9.990176,17.253422,9.999028,15.853465,10.009319,15.942850,0,-0.01951,-0.01296,-0.02085,0.00363,0.00917,-0.01364,0.00713,0.00233,0.00009,0.06912,3.27683
1.857,7.443402,1.227306,6.011153,17.260223,4.610859,18.320030,6.365092,3.653264,17.028069,18.897192,6.680418,16.193857,172.088852,0,87.083565,76.989128,6.521067,8.322730,19.288227,8.267712,18.165813,8.293200,17.624346,8.432111,16.882540,9.987688,17.256659,10.000199,15.856735,10.009636,15.965464,0,-0.01893,-0.01505,-0.02122,0.00374,0.00799,-0.01342,-0.00173,0.00250,0.00000,0.04300,3.27667
1.858,7.444893,1.225469,6.010148,17.260128,4.612979,18.323465,6.366649,3.652350,17.025606,18.892670,6.681017,16.189625,172.160309,0,86.757729,76.877602,5.177350,8.322303,19.288195,8.267698,18.160517,8.293151,17.621201,8.431330,16.878681,9.985200,17.259895,10.001370,15.860004,10.009953,15.988076,0,-0.01877,-0.01342,-0.02210,0.00371,0.00938,-0.01276,0.01002,0.00101,0.00024,0.04704,3.27690
1.859,7.446384,1.223633,6.009143,17.260031,4.615099,18.326900,6.368205,3.651437,17.023146,18.888147,6.681617,16.185394,172.231766,0,86.431892,76.766075,3.833633,8.321876,19.288162,8.267684,18.155220,8.293101,17.618055,8.430549,16.874825,9.982712,17.263132,10.002542,15.863274,10.010269,16.010689,0,-0.01953,-0.01300,-0.02133,0.00273,0.00854,-0.01406,0.00526,0.00420,-0.00003,0.04484,3.27713
1.860,7.448045,1.222651,6.008346,17.259699,4.617227,18.328976,6.368445,3.652000,17.020405,18.883459,6.681159,16.181082,171.943069,0,86.325424,76.747574,3.338747,8.322975,19.288757,8.267825,18.151747,8.291553,17.614788,8.430156,16.873201,9.980813,17.267357,10.005472,15.867598,10.011488,16.014725,0,-0.01920,-0.01354,-0.02168,0.00460,0.00909,-0.01302,0.00633,0.00183,-0.00027,0.04151,3.27698
1.861,7.449711,1.221694,6.007554,17.259357,4.619354,18.331013,6.368647,3.652606,17.017654,18.878765,6.680671,16.176767,171.643982,0,86.225273,76.731758,2.868312,8.324120,19.289371,8.267970,18.148329,8.289962,17.611517,8.429774,16.871645,9.978931,17.271608,10.008451,15.871952,10.012733,16.018225,0,-0.01698,-0.01337,-0.02143,0.00370,0.00961,-0.01279,0.00530,0.00291,0.00000,0.04583,3.27683
1.862,7.451376,1.220737,6.006763,17.259018,4.621482,18.333048,6.368849,3.653213,17.014904,18.874073,6.680183,16.172453,171.344910,0,86.125122,76.715935,2.397878,8.325264,19.289984,8.268115,18.144909,8.288370,17.608246,8.429393,16.870087,9.977050,17.275860,10.011433,15.876307,10.013979,16.021725,0,-0.01759,-0.01274,-0.02215,0.00297,0.00844,-0.01317,0.00582,0.00316,0.00015,0.04392,3.27667
1.863,7.453042,1.219780,6.005971,17.258678,4.623609,18.335085,6.369051,3.653819,17.012154,18.869379,6.679695,16.168137,171.045837,0,86.024971,76.700111,1.927444,8.326407,19.290596,8.268260,18.141489,8.286779,17.604975,8.429011,16.868530,9.975167,17.280111,10.014412,15.880661,10.015224,16.025227,0,-0.01696,-0.01257,-0.01958,0.00242,0.00924,-0.01289,0.00577,0.00233,0.00003,0.04561,3.27652
1.864,7.452997,1.219791,6.004083,17.259045,4.623918,18.335720,6.368845,3.654843,17.009478,18.864872,6.679369,16.163870,170.908752,0,85.940559,76.700706,4.692331,8.325852,19.289909,8.268517,18.133749,8.286492,17.600208,8.429325,16.866714,9.974209,17.282969,10.017704,15.883662,10.025566,16.030413,0,-0.01814,-0.01279,-0.02110,0.00300,0.00824,-0.01279,0.00540,0.00259,0.00000,0.02348,3.27675
1.865,7.452903,1.219829,6.002163,17.259430,4.624175,18.336315,6.368627,3.655879,17.006804,18.860371,6.679048,16.159603,170.776337,0,85.856613,76.701775,7.550417,8.325248,19.289185,8.268776,18.125885,8.286243,17.595398,8.429659,16.864889,9.973276,17.285786,10.021005,15.886624,10.036171,16.035648,0,-0.01743,-0.01503,-0.02281,0.00363,0.00888,-0.01376,0.00636,0.00130,0.00012,0.04605,3.27697
1.866,7.452809,1.219867,6.000243,17.259817,4.624432,18.336910,6.368409,3.656915,17.004129,18.855869,6.678728,16.155336,170.643921,0,85.772659,76.702843,10.408504,8.324643,19.288460,8.269036,18.118021,8.285995,17.590588,8.429993,16.863066,9.972344,17.288603,10.024305,15.889586,10.046776,16.040884,0,-0.01802,-0.01268,-0.02123,0.00362,0.00791,-0.01253,0.00532,0.00407,0.00024,0.02053,3.27675
1.867,7.452715,1.219906,5.998323,17.260202,4.624689,18.337503,6.368191,3.657951,17.001455,18.851368,6.678407,16.151070,170.511505,0,85.688705,76.703911,13.266589,8.324039,19.287735,8.269296,18.110155,8.285745,17.585779,8.430326,16.861242,9.971412,17.291420,10.027606,15.892549,10.057381,16.046120,0,-0.01817,-0.01292,-0.02074,0.00376,0.00810,-0.01241,0.00818,0.00327,0.00007,0.05173,3.27652
1.868,7.452204,1.220996,5.995550,17.258995,4.624929,18.337137,6.368950,3.660292,16.998600,18.846853,6.677984,16.146832,170.284607,0,85.468964,76.451973,13.821405,8.323543,19.285368,8.271192,18.107939,8.286193,17.582455,8.431968,16.856371,9.970827,17.294228,10.027861,15.895390,10.059651,16.051495,0,-0.01757,-0.01368,-0.02196,0.00435,0.00839,-0.01407,-0.00208,0.00432,0.00000,0.02330,3.27712
1.869,7.451681,1.222116,5.992753,17.257740,4.625169,18.336744,6.369737,3.662670,16.995739,18.842339,6.677558,16.142593,170.054977,0,85.245308,76.192749,14.309872,8.323050,19.282955,8.273134,18.105885,8.286661,17.579172,8.433646,16.851412,9.970253,17.297033,10.028028,15.898228,10.061682,16.056871,0,-0.01754,-0.01406,-0.02206,0.00340,0.00892,-0.01383,0.01009,0.00342,0.00005,0.05472,3.27773
1.870,7.451157,1.223237,5.989955,17.256485,4.625410,18.336349,6.370525,3.665049,16.992876,18.837824,6.677133,16.138357,169.825348,0,85.021660,75.933525,14.798338,8.322558,19.280542,8.275078,18.103828,8.287129,17.575891,8.435325,16.846453,9.969678,17.299841,10.028193,15.901065,10.063713,16.062250,0,-0.01696,-0.01337,-0.02103,0.00303,0.00894,-0.01387,0.00545,0.00403,0.00027,0.02446,3.27789
1.871,7.450634,1.224357,5.987157,17.255230,4.625650,18.335957,6.371312,3.667427,16.990015,18.833307,6.676707,16.134119,169.595718,0,84.798004,75.674301,15.286805,8.322065,19.278130,8.277020,18.101774,8.287598,17.572609,8.437004,16.841494,9.969104,17.302649,10.028360,15.903903,10.065743,16.067627,0,-0.01830,-0.01440,-0.02168,0.00373,0.00831,-0.01321,0.00435,0.00223,0.00000,0.05482,3.27804
1.872,7.446619,1.224945,5.984921,17.254196,4.624534,18.334049,6.371663,3.667561,16.987135,18.828974,6.676455,16.129726,169.352768,0,84.644173,75.360046,14.939070,8.321271,19.272470,8.277420,18.093081,8.287387,17.567253,8.438917,16.837553,9.968206,17.307671,10.028004,15.908949,10.066315,16.082851,0,-0.01907,-0.01277,-0.02117,0.00466,0.00793,-0.01309,0.00654,0.00189,-0.00015,0.02449,3.27707
1.873,7.442502,1.225518,5.982702,17.253168,4.623379,18.332098,6.372002,3.667631,16.984255,18.824646,6.676208,16.125330,169.109421,0,84.492363,75.044212,14.567246,8.320468,19.266716,8.277775,18.084194,8.287156,17.561838,8.440837,16.833641,9.967300,17.312757,10.027633,15.914059,10.066843,16.098358,0,-0.01859,-0.01360,-0.02053,0.00276,0.00883,-0.01303,0.00471,0.00259,-0.00003,0.05916,3.27607
1.874,7.438386,1.226091,5.980482,17.252138,4.622224,18.330147,6.372340,3.667700,16.981375,18.820318,6.675960,16.120932,168.866074,0,84.340546,74.728371,14.195423,8.319665,19.260962,8.278130,18.075310,8.286925,17.556421,8.442757,16.829731,9.966394,17.317844,10.027261,15.919169,10.067371,16.113867,0,-0.01699,-0.01218,-0.02071,0.00256,0.00999,-0.01422,0.00291,0.00259,0.00012,0.02653,3.27644
1.875,7.434270,1.226663,5.978262,17.251110,4.621069,18.328196,6.372678,3.667770,16.978495,18.815990,6.675713,16.116535,168.622742,0,84.188728,74.412529,13.823600,8.318862,19.255207,8.278484,18.066423,8.286695,17.551006,8.444676,16.825819,9.965488,17.322931,10.026890,15.924279,10.067900,16.129374,0,-0.01758,-0.01368,-0.02143,0.00364,0.00894,-0.01263,0.00750,-0.00134,0.00003,0.06715,3.27682
1.876,7.436128,1.226619,5.976415,17.248743,4.620810,18.324993,6.372317,3.667971,16.975468,18.812183,6.675912,16.112263,168.497086,0,83.911629,74.135315,14.179589,8.318244,19.252062,8.278582,18.060431,8.286478,17.544830,8.445276,16.821375,9.962777,17.328207,10.026387,15.929658,10.067936,16.132675,0,-0.01876,-0.01334,-0.02113,0.00364,0.00882,-0.01341,0.00832,0.00472,-0.00003,0.03052,3.27713
