"Time","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35 HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,7.445699,1.225671,6.390099,12.757820,5.005952,14.374201,4.954962,5.190437,11.396295,9.044699,4.993745,7.109372,164.384995,0,21.229980,65.090866,64.294418,8.357618,15.118265,8.698119,12.265287,8.953437,11.859859,9.227101,10.942636,9.356017,12.536546,10.573776,11.846633,4.946379,7.941181,0,-0.02162,-0.01308,-0.02528,0.00369,0.00741,-0.01224,0.01103,0.00080,0.00039,0.03539,3.27736
0.001,7.445519,1.225642,6.392265,12.758151,5.005460,14.370117,4.951427,5.091247,11.405798,9.101468,4.988070,7.028155,166.831863,0,21.961626,65.416252,65.095757,8.360057,15.110956,8.703225,12.294003,8.938584,11.875594,9.204393,10.962848,9.364168,12.553641,10.572231,11.847164,4.936802,7.933833,0,-0.01770,-0.01221,-0.02198,0.00140,0.00854,-0.01340,0.00261,0.00368,0.00000,0.07805,3.27713
0.002,7.445341,1.225612,6.394433,12.758482,5.004968,14.366033,4.947891,4.992056,11.415302,9.158237,4.982394,6.946938,169.278732,0,22.693272,65.741646,65.897087,8.362495,15.103647,8.708331,12.322720,8.923731,11.891329,9.181685,10.983059,9.372318,12.570736,10.570687,11.847696,4.927225,7.926486,0,-0.01817,-0.01303,-0.01755,0.00453,0.00885,-0.01321,0.00333,0.00301,-0.00020,0.03859,3.27728
0.003,7.445162,1.225583,6.396599,12.758813,5.004476,14.361949,4.944355,4.892866,11.424807,9.215006,4.976718,6.865721,171.725601,0,23.424917,66.067039,66.698425,8.364933,15.096339,8.713437,12.351436,8.908878,11.907063,9.158978,11.003271,9.380469,12.587831,10.569142,11.848228,4.917648,7.919138,0,-0.01438,-0.01187,-0.01776,0.00266,0.00719,-0.01353,0.00589,0.00377,-0.00003,0.07956,3.27743
0.004,7.446725,1.224929,6.397682,12.759815,5.002400,14.357719,4.933053,4.882870,11.434135,9.272007,4.964274,6.784595,172.836533,0,23.559355,66.931190,67.043228,8.365186,15.091185,8.716658,12.376247,8.895348,11.924012,9.128555,11.016962,9.382615,12.595637,10.567083,11.849401,4.913014,7.915092,0,-0.01921,-0.01230,-0.01257,0.00471,0.00538,-0.01459,0.00675,0.00196,0.00007,0.03914,3.27736
0.005,7.448338,1.224258,6.398734,12.760837,5.000278,14.353485,4.921528,4.875443,11.443459,9.329016,4.951636,6.703470,173.908966,0,23.676588,67.810867,67.374878,8.365376,15.086092,8.719825,12.400946,8.881856,11.940996,9.097912,11.030466,9.384588,12.603176,10.565009,11.850595,4.908524,7.911140,0,-0.01903,-0.01414,-0.01111,0.00247,0.00835,-0.01336,0.00599,0.00248,-0.00007,0.07907,3.27728
0.006,7.449951,1.223587,6.399785,12.761857,4.998157,14.349251,4.910004,4.868016,11.452782,9.386024,4.938998,6.622346,174.981415,0,23.793819,68.690544,67.706535,8.365565,15.080999,8.722991,12.425645,8.868363,11.957980,9.067267,11.043969,9.386560,12.610715,10.562935,11.851787,4.904032,7.907189,0,-0.01888,-0.01245,-0.01945,0.00768,0.00791,-0.01236,0.00482,0.00248,-0.00015,0.03934,3.27728
0.007,7.451563,1.222915,6.400836,12.762878,4.996036,14.345016,4.898479,4.860589,11.462105,9.443031,4.926359,6.541222,176.053848,0,23.911053,69.570221,68.038185,8.365754,15.075908,8.726157,12.450344,8.854871,11.974964,9.036624,11.057473,9.388534,12.618254,10.560861,11.852980,4.899541,7.903238,0,-0.01622,-0.01282,-0.02088,-0.05955,0.00934,-0.01312,0.00800,0.00355,0.00003,0.07420,3.27728
0.008,7.451394,1.223700,6.401133,12.764093,4.995265,14.340891,4.890529,4.962404,11.471295,9.500401,4.921091,6.460461,176.125656,0,24.725636,69.873314,88.363152,8.365273,15.071770,8.729402,12.470536,8.837961,12.000270,9.012872,11.084884,9.397298,12.636939,10.556984,11.853586,6.918053,7.465533,0,-0.01784,-0.01068,-0.02654,-0.03493,0.00873,-0.01396,0.00520,0.00219,-0.00003,0.04159,3.27743
0.009,7.451172,1.224526,6.401406,12.765314,4.994533,14.336768,4.882682,5.067366,11.480482,9.557780,4.916034,6.379710,176.168625,0,25.560307,70.159798,109.264061,8.364771,15.067659,8.732648,12.490599,8.820952,12.025816,8.989318,11.112695,9.406257,12.655946,10.553055,11.854177,8.994842,7.015333,0,-0.01802,-0.01849,-0.02228,0.01165,0.00949,-0.01383,0.00361,0.00330,-0.00024,0.05236,3.27759
0.010,7.450951,1.225352,6.401680,12.766534,4.993801,14.332645,4.874835,5.172328,11.489669,9.615160,4.910978,6.298960,176.211609,0,26.394979,70.446281,130.164978,8.364269,15.063549,8.735894,12.510662,8.803944,12.051361,8.965764,11.140507,9.415216,12.674953,10.549127,11.854766,11.071630,6.565134,0,-0.01816,-0.01279,-0.02736,0.00264,0.00110,-0.01219,0.00523,0.00373,0.00003,0.04435,3.27804
0.011,7.450729,1.226178,6.401955,12.767755,4.993069,14.328523,4.866988,5.277290,11.498855,9.672539,4.905921,6.218209,176.254578,0,27.229650,70.732765,151.065887,8.363768,15.059440,8.739141,12.530725,8.786935,12.076907,8.942210,11.168318,9.424176,12.693960,10.545197,11.855356,13.148417,6.114934,0,-0.01877,-0.01336,-0.01885,0.00226,0.00699,-0.01266,0.00768,0.00188,-0.00005,0.04431,3.27850
0.012,7.450672,1.223790,6.400296,12.768430,4.992860,14.324302,4.861166,5.282583,11.507606,9.730025,4.902268,6.137709,175.148483,0,27.611954,71.402954,152.287216,8.363654,15.055642,8.738834,12.549803,8.770228,12.094501,8.910534,11.191417,9.425857,12.704930,10.537858,11.854731,13.206476,6.102234,0,-0.01907,-0.01387,-0.01276,0.00323,0.01156,-0.01332,0.00688,0.00612,-0.00012,0.04555,3.27752
0.013,7.450620,1.221310,6.398582,12.769089,4.992667,14.320079,4.855402,5.285005,11.516344,9.787514,4.898655,6.057217,174.009277,0,27.981226,72.084206,152.941650,8.363552,15.051855,8.738425,12.568853,8.753531,12.111867,8.878625,11.214379,9.427327,12.715670,10.530419,11.854071,13.206383,6.102137,0,-0.01771,-0.01328,-0.00966,0.00282,0.00962,-0.01300,0.00460,0.00169,-0.00009,0.03615,3.27653
0.014,7.450567,1.218830,6.396868,12.769748,4.992473,14.315855,4.849638,5.287427,11.525083,9.845003,4.895041,5.976724,172.870087,0,28.350498,72.765450,153.596069,8.363449,15.048067,8.738016,12.587903,8.736833,12.129232,8.846715,11.237342,9.428799,12.726408,10.522981,11.853411,13.206289,6.102039,0,-0.01785,-0.01469,-0.03246,0.01324,0.00508,-0.01198,0.00266,0.00421,-0.00012,0.04565,3.27637
0.015,7.450514,1.216349,6.395154,12.770407,4.992280,14.311632,4.843874,5.289849,11.533820,9.902492,4.891428,5.896231,171.730881,0,28.719770,73.446701,154.250504,8.363347,15.044279,8.737607,12.606954,8.720134,12.146598,8.814806,11.260304,9.430269,12.737147,10.515542,11.852750,13.206197,6.101942,0,-0.01741,-0.01172,-0.05831,0.03644,0.00426,-0.01230,0.00719,0.00290,0.00000,0.01963,3.27622
0.016,7.450512,1.216932,6.394627,12.772293,4.991583,14.307407,4.843262,5.283196,11.541576,9.960076,4.888942,5.816004,170.414902,0,29.292170,73.438164,125.771896,8.362566,15.039241,8.729491,12.617198,8.702214,12.157332,8.798048,11.273838,9.425739,12.745413,10.503375,11.851941,12.504738,7.667910,0,-0.01921,-0.01085,-0.01544,-0.01542,0.01296,-0.01306,0.00459,0.00187,0.00024,0.04796,3.27704
0.017,7.450512,1.217602,6.394135,12.774215,4.990873,14.303184,4.842799,5.276282,11.549304,10.017663,4.886487,5.735785,169.093826,0,29.870420,73.409760,96.454071,8.361766,15.034165,8.721154,12.627190,8.684260,12.167875,8.781727,11.287100,9.421036,12.753607,10.491073,11.851129,11.783075,9.278990,0,-0.01725,-0.01349,-0.01739,0.00950,0.00528,-0.01227,0.00731,0.00413,-0.00005,0.02165,3.27788
0.018,7.450512,1.218273,6.393641,12.776136,4.990162,14.298959,4.842336,5.269368,11.557032,10.075251,4.884033,5.655567,167.772736,0,30.448671,73.381355,67.136238,8.360965,15.029091,8.712816,12.637180,8.666306,12.178419,8.765405,11.300362,9.416333,12.761801,10.478769,11.850315,11.061413,10.890071,0,-0.01874,-0.01594,-0.02209,0.00285,0.00753,-0.01443,0.01184,0.00274,-0.00003,0.05633,3.27774
0.019,7.450511,1.218944,6.393149,12.778059,4.989451,14.294734,4.841873,5.262454,11.564759,10.132837,4.881578,5.575347,166.451660,0,31.026922,73.352951,37.818413,8.360165,15.024015,8.704479,12.647172,8.648351,12.188962,8.749084,11.313624,9.411630,12.769995,10.466466,11.849503,10.339750,12.501151,0,-0.01844,-0.01378,-0.02130,-0.03768,0.00721,-0.01272,-0.00497,0.00225,-0.00012,0.02542,3.27759
0.020,7.451611,1.217866,6.391845,12.778153,4.990259,14.290312,4.841658,5.253729,11.571557,10.190448,4.882814,5.495284,168.350540,0,32.009575,73.877914,37.457985,8.358761,15.019044,8.657793,12.669035,8.617804,12.215805,8.721943,11.328819,9.405943,12.774647,10.455395,11.848112,10.317780,12.550232,0,-0.01815,-0.00959,-0.02131,-0.01241,0.00907,-0.01425,0.01616,0.00309,0.00012,0.06006,3.27736
0.021,7.452741,1.216738,6.390518,12.778195,4.991110,14.285883,4.841449,5.244952,11.578327,10.248059,4.884157,5.415225,170.342178,0,33.003876,74.418823,37.931721,8.357341,15.014074,8.610003,12.691239,8.586893,12.243116,8.694489,11.344070,9.400229,12.779196,10.444359,11.846705,10.315966,12.554317,0,-0.01859,-0.02078,-0.02004,0.00969,-0.00024,-0.01268,0.00440,0.00360,-0.00012,0.02690,3.27713
0.022,7.453872,1.215609,6.389191,12.778238,4.991961,14.281455,4.841240,5.236175,11.585098,10.305671,4.885499,5.335166,172.333817,0,33.998180,74.959724,38.405457,8.355920,15.009106,8.562213,12.713445,8.555983,12.270429,8.667037,11.359322,9.394513,12.783746,10.433322,11.845299,10.314151,12.558400,0,-0.01952,-0.00940,-0.02238,0.00441,0.00757,-0.01397,0.00823,0.00264,-0.00003,0.06115,3.27721
0.023,7.455002,1.214481,6.387864,12.778280,4.992813,14.277026,4.841031,5.227397,11.591868,10.363282,4.886841,5.255106,174.325455,0,34.992481,75.500633,38.879192,8.354500,15.004137,8.514422,12.735649,8.525073,12.297740,8.639584,11.374573,9.388799,12.788295,10.422286,11.843892,10.312336,12.562485,0,-0.01923,-0.01541,-0.02057,0.00727,0.00527,-0.01123,-0.00190,0.01052,0.00000,0.02740,3.27728
0.024,7.455014,1.214072,6.385435,12.780506,4.993320,14.272741,5.214895,5.225601,11.597705,10.421131,5.293119,5.175387,173.660263,0,35.145187,75.229767,39.645344,8.353952,15.002048,8.505608,12.736238,8.512918,12.298472,8.631166,11.374981,9.378588,12.789666,10.408790,11.841712,10.310781,12.564025,0,-0.01858,-0.01074,-0.02013,-0.00083,0.01393,-0.01451,0.00821,0.00270,-0.00031,0.06518,3.27721
0.025,7.454994,1.213685,6.382975,12.782794,4.993819,14.268460,5.599535,5.224005,11.603514,10.478988,5.711062,5.095677,172.918533,0,35.273651,74.935509,40.419918,8.353431,15.000043,8.497916,12.736203,8.501304,12.298439,8.623296,11.374961,9.368247,12.790946,10.395223,11.839510,10.309235,12.565491,0,-0.02056,-0.01517,-0.02069,-0.06472,0.01735,-0.01238,0.00640,0.00682,0.00005,0.02942,3.27713
0.026,7.454974,1.213298,6.380515,12.785083,4.994317,14.264179,5.984174,5.222409,11.609324,10.536844,6.129005,5.015967,172.176804,0,35.402111,74.641258,41.194492,8.352909,14.998037,8.490224,12.736169,8.489689,12.298406,8.615425,11.374941,9.357906,12.792226,10.381656,11.837307,10.307688,12.566957,0,-0.01877,-0.00964,-0.02167,-0.01511,0.00895,-0.01335,0.00568,0.00197,-0.00010,0.07269,3.27743
0.027,7.454954,1.212910,6.378055,12.787372,4.994815,14.259899,6.368814,5.220814,11.615132,10.594700,6.546948,4.936257,171.435074,0,35.530575,74.347008,41.969067,8.352387,14.996032,8.482533,12.736135,8.478075,12.298372,8.607555,11.374921,9.347567,12.793505,10.368089,11.835105,10.306141,12.568424,0,-0.01801,-0.01754,-0.02142,0.00225,0.00818,-0.01351,0.00537,0.00044,-0.00015,0.03351,3.27774
0.028,7.456491,1.210544,6.375616,12.790588,4.995112,14.255551,6.392461,5.217907,11.619705,10.652608,6.561463,4.955804,171.031708,0,35.401657,74.131882,39.914158,8.351390,14.995151,8.477655,12.733672,8.470587,12.294837,8.601028,11.372289,9.336185,12.793365,10.356379,11.834612,10.267557,12.568411,0,-0.01817,-0.01446,-0.01966,0.01152,0.00392,-0.01379,0.00211,0.00607,0.00000,0.07571,3.27721
0.029,7.458074,1.208120,6.373178,12.793833,4.995403,14.251203,6.405710,5.214963,11.624242,10.710518,6.564357,4.978210,170.638077,0,35.265324,73.919037,37.777744,8.350379,14.994301,8.472859,12.731140,8.463217,12.291202,8.594541,11.369582,9.324774,12.793182,10.344721,11.834167,10.227906,12.568355,0,-0.01757,-0.01229,-0.02414,0.00042,0.01705,-0.01523,0.01242,0.00235,0.00007,0.03517,3.27668
0.030,7.459656,1.205697,6.370739,12.797076,4.995695,14.246854,6.418959,5.212020,11.628778,10.768427,6.567250,5.000617,170.244461,0,35.128990,73.706184,35.641331,8.349368,14.993452,8.468063,12.728608,8.455848,12.287565,8.588053,11.366876,9.313363,12.793000,10.333063,11.833724,10.188254,12.568298,0,-0.01937,-0.01324,-0.02982,-0.01406,0.00824,-0.01258,0.00934,0.00290,0.00017,0.07648,3.27720
0.031,7.461239,1.203274,6.368301,12.800321,4.995986,14.242505,6.432207,5.209076,11.633315,10.826337,6.570144,5.023023,169.850830,0,34.992657,73.493340,33.504917,8.348357,14.992603,8.463267,12.726075,8.448478,12.283930,8.581565,11.364168,9.301951,12.792818,10.321405,11.833280,10.148603,12.568242,0,-0.01905,-0.01437,-0.02044,-0.00167,0.00887,-0.01265,0.00287,0.00467,0.00015,0.03593,3.27773
0.032,7.461551,1.202631,6.366409,12.801394,4.997144,14.238311,6.436020,5.207215,11.636388,10.877568,6.820833,5.045524,169.926376,0,34.913544,73.184250,34.043884,8.347528,14.986145,8.460122,12.725523,8.444986,12.283071,8.576419,11.361126,9.297804,12.789271,10.311334,11.823594,10.148936,12.567394,0,-0.01773,-0.01408,-0.02203,-0.00790,0.00799,-0.01240,0.00580,-0.00276,0.00012,0.07746,3.27759
0.033,7.461826,1.202040,6.364532,12.802404,4.998327,14.234121,6.439560,5.205385,11.639418,10.928607,7.078661,5.068028,170.015427,0,34.836079,72.872391,34.659920,8.346704,14.979525,8.457026,12.725028,8.441606,12.282291,8.571311,11.358074,9.293865,12.785626,10.301307,11.813642,10.150421,12.566525,0,-0.02000,-0.01445,-0.02206,0.00910,0.00809,-0.01393,0.00589,0.01140,0.00017,0.03850,3.27744
0.034,7.462102,1.201449,6.362656,12.803415,4.999509,14.229932,6.443101,5.203555,11.642448,10.979646,7.336489,5.090532,170.104477,0,34.758614,72.560524,35.275955,8.345880,14.972904,8.453928,12.724533,8.438225,12.281512,8.566203,11.355021,9.289927,12.781982,10.291280,11.803690,10.151906,12.565655,0,-0.01723,-0.01296,-0.02232,0.00314,0.00632,-0.01291,0.00705,0.00020,0.00000,0.07032,3.27728
0.035,7.462378,1.200857,6.360779,12.804426,5.000692,14.225742,6.446642,5.201725,11.645478,11.030684,7.594316,5.113036,170.193527,0,34.681152,72.248665,35.891987,8.345056,14.966284,8.450831,12.724038,8.434844,12.280733,8.561095,11.351970,9.285989,12.778338,10.281253,11.793737,10.153390,12.564785,0,-0.01773,-0.01296,-0.02067,0.00227,0.00907,-0.01284,0.00381,0.00544,0.00012,0.04263,3.27713
0.036,7.463610,1.200532,6.357986,12.807073,5.001215,14.221649,6.446974,5.197601,11.647705,11.089057,7.602077,5.135916,169.987900,0,34.663441,72.011391,36.324020,8.345334,14.963537,8.449074,12.724192,8.431995,12.280035,8.559326,11.351806,9.282036,12.779275,10.274717,11.792085,10.154577,12.565165,0,-0.01785,-0.01317,-0.02071,0.00268,0.01067,-0.01286,0.00835,0.00260,-0.00003,0.06499,3.27728
0.037,7.464869,1.200214,6.355167,12.809766,5.001719,14.217559,6.447214,5.193411,11.649909,11.147639,7.602635,5.158808,169.773804,0,34.647449,71.776268,36.750755,8.345645,14.960901,8.447355,12.724363,8.429163,12.279340,8.557652,11.351725,9.278083,12.780344,10.268282,11.790670,10.155755,12.565580,0,-0.01845,-0.01271,-0.02267,0.00467,0.00797,-0.01293,0.00477,0.00303,-0.00007,0.04421,3.27743
0.038,7.466129,1.199895,6.352347,12.812460,5.002223,14.213469,6.447454,5.189221,11.652113,11.206223,7.603193,5.181700,169.559692,0,34.631462,71.541153,37.177486,8.345955,14.958266,8.445637,12.724536,8.426330,12.278645,8.555980,11.351644,9.274129,12.781413,10.261847,11.789256,10.156933,12.565997,0,-0.01695,-0.01481,-0.02216,0.00131,0.01014,-0.01280,0.00573,0.00320,0.00019,0.05708,3.27774
0.039,7.467389,1.199577,6.349528,12.815153,5.002727,14.209378,6.447694,5.185031,11.654317,11.264805,7.603750,5.204591,169.345596,0,34.615471,71.306030,37.604221,8.346266,14.955630,8.443917,12.724709,8.423496,12.277949,8.554306,11.351562,9.270176,12.782482,10.255412,11.787842,10.158111,12.566413,0,-0.01865,-0.01227,-0.02180,0.00358,0.01006,-0.01245,0.00622,0.00224,0.00024,0.04464,3.27804
0.040,7.467730,1.197575,6.349241,12.817647,5.002904,14.205639,6.446546,5.180795,11.655983,11.323755,7.603927,5.228464,129.721893,0,34.548286,71.292007,35.887672,8.347556,14.948974,8.461241,11.611346,8.421963,12.273774,8.550977,11.349882,9.267382,12.780533,10.252002,11.785283,10.130433,12.566209,0,-0.01788,-0.01373,-0.02218,0.00338,0.00863,-0.01388,0.00584,0.00311,-0.00003,0.02759,3.27782
0.041,7.468045,1.195525,6.349027,12.820135,5.003071,14.201909,6.445358,5.176557,11.657633,11.382716,7.604092,5.252364,88.962929,0,34.479626,71.284363,34.109386,8.348875,14.942202,8.479112,10.465907,8.420466,12.269499,8.547599,11.348155,9.264621,12.778497,10.248678,11.782692,10.101924,12.565988,0,-0.02010,-0.01343,-0.02127,0.00309,0.00817,-0.01366,0.00633,0.00184,0.00005,0.04531,3.27759
0.042,7.468360,1.193475,6.348813,12.822624,5.003238,14.198179,6.444170,5.172319,11.659283,11.441677,7.604258,5.276265,48.203968,0,34.410965,71.276711,32.331097,8.350194,14.935429,8.496983,9.320467,8.418970,12.265224,8.544222,11.346428,9.261859,12.776462,10.245355,11.780100,10.073414,12.565765,0,-0.01846,-0.01316,-0.02225,0.00685,0.00755,-0.01343,-0.00240,0.00299,0.00003,0.01993,3.27751
0.043,7.468675,1.191424,6.348598,12.825112,5.003406,14.194450,6.442982,5.168081,11.660933,11.500638,7.604423,5.300165,7.445008,0,34.342304,71.269058,30.552809,8.351512,14.928657,8.514853,8.175028,8.417474,12.260948,8.540844,11.344701,9.259098,12.774426,10.242032,11.777509,10.044905,12.565544,0,-0.01738,-0.01484,-0.02204,0.00111,0.00966,-0.01284,0.00675,0.00204,-0.00007,0.05238,3.27744
0.044,7.470715,1.191356,6.348127,12.826846,5.003861,14.191552,6.442888,5.166245,11.709676,11.559998,7.604416,5.324944,5.565721,0,33.893997,71.593002,30.862898,8.352353,14.925619,8.530530,8.142879,8.417612,12.259119,8.532800,11.338392,9.253122,12.767070,10.240211,11.774323,10.043673,12.564197,0,-0.01755,-0.01344,-0.01882,0.00285,0.01069,-0.01422,0.00564,0.00349,0.00000,0.02361,3.27766
0.045,7.472805,1.191344,6.347648,12.828559,5.004324,14.188678,6.442825,5.164477,11.759776,11.619369,7.604405,5.349750,4.806425,0,33.434757,71.926506,31.233147,8.353180,14.922689,8.546143,8.142800,8.417798,12.257361,8.524621,11.331952,9.247054,12.759561,10.238435,11.771119,10.043227,12.562818,0,-0.01772,-0.01183,-0.02315,0.00364,0.01010,-0.01405,0.00692,0.00106,0.00000,0.05583,3.27789
0.046,7.474895,1.191333,6.347169,12.830272,5.004787,14.185803,6.442763,5.162711,11.809875,11.678741,7.604393,5.374555,4.047129,0,32.975513,72.260002,31.603395,8.354007,14.919759,8.561755,8.142721,8.417984,12.255604,8.516441,11.325511,9.240986,12.752052,10.236658,11.767916,10.042781,12.561439,0,-0.01622,-0.01259,-0.02002,0.00518,0.01083,-0.01235,0.00639,0.00372,-0.00009,0.02503,3.27759
0.047,7.476984,1.191321,6.346691,12.831985,5.005251,14.182929,6.442701,5.160944,11.859975,11.738111,7.604382,5.399360,3.287833,0,32.516273,72.593498,31.973644,8.354834,14.916829,8.577368,8.142642,8.418170,12.253846,8.508263,11.319071,9.234918,12.744543,10.234881,11.764712,10.042335,12.560060,0,-0.01681,-0.01270,-0.02135,0.00142,0.00868,-0.01280,0.00590,-0.00025,-0.00003,0.05718,3.27729
0.048,7.477293,1.192138,6.347295,12.836164,5.006414,14.181134,6.444738,5.161067,11.909768,11.797633,7.604406,5.425731,3.028350,0,31.821341,72.869812,32.858257,8.355691,14.911955,8.583686,8.205199,8.419412,12.245425,8.508318,11.297353,9.221097,12.729553,10.234798,11.764590,10.042997,12.560263,0,-0.01831,-0.01310,-0.02056,0.00496,0.00909,-0.01289,0.00836,0.00326,0.00015,0.02559,3.27668
0.049,7.477550,1.192979,6.347930,12.840414,5.007598,14.179370,6.446836,5.161244,11.959553,11.857159,7.604432,5.452147,2.783264,0,31.119617,73.144485,33.757687,8.356550,14.907024,8.589736,8.269561,8.420685,12.236814,8.508611,11.275195,9.207053,12.714348,10.234765,11.764557,10.043692,12.560511,0,-0.01694,-0.01384,-0.02154,-0.02882,0.00210,-0.01071,0.00443,0.00299,-0.00005,0.06195,3.27607
0.050,7.477807,1.193820,6.348566,12.844664,5.008782,14.177606,6.448934,5.161421,12.009337,11.916684,7.604458,5.478563,2.538179,0,30.417896,73.419151,34.657116,8.357409,14.902094,8.595787,8.333922,8.421957,12.228201,8.508904,11.253037,9.193009,12.699142,10.234731,11.764524,10.044386,12.560759,0,-0.01772,-0.01130,-0.02122,0.00425,0.00341,-0.01377,0.00760,0.00423,0.00000,0.02787,3.27674
0.051,7.478064,1.194661,6.349202,12.848914,5.009966,14.175841,6.451031,5.161599,12.059122,11.976210,7.604484,5.504979,2.293093,0,29.716173,73.693825,35.556545,8.358268,14.897163,8.601837,8.398283,8.423230,12.219589,8.509195,11.230880,9.178966,12.683937,10.234697,11.764490,10.045080,12.561007,0,-0.01741,-0.01817,-0.02115,0.00536,0.01018,-0.01222,0.00508,0.00344,0.00007,0.07067,3.27743
0.052,7.475579,1.194687,6.350711,12.851358,5.011220,14.174980,6.455828,5.163110,12.059132,12.037050,7.604470,5.532549,2.068583,0,29.359634,73.805527,35.882030,8.358456,14.893721,8.602649,8.480700,8.426447,12.206227,8.508771,11.222140,9.174326,12.677125,10.234481,11.762822,10.045228,12.560775,0,-0.01819,-0.01059,-0.02100,0.00660,0.00776,-0.01369,0.00642,0.00601,-0.00005,0.03241,3.27744
0.053,7.473015,1.194691,6.352245,12.853751,5.012475,14.174145,6.460703,5.164660,12.057707,12.097928,7.604455,5.560153,1.844666,0,29.013037,73.912537,36.190979,8.358625,14.890322,8.603310,8.563638,8.429720,12.192728,8.508327,11.213788,9.169956,12.670554,10.234260,11.761106,10.045362,12.560530,0,-0.01863,-0.01420,-0.02156,0.00509,0.00654,-0.01326,0.00468,-0.00012,0.00012,0.07517,3.27744
0.054,7.470451,1.194694,6.353780,12.856143,5.013731,14.173309,6.465578,5.166209,12.056282,12.158806,7.604441,5.587756,1.620749,0,28.666441,74.019547,36.499931,8.358794,14.886922,8.603971,8.646576,8.432993,12.179230,8.507881,11.205435,9.165587,12.663984,10.234038,11.759391,10.045494,12.560284,0,-0.01651,-0.01283,-0.02227,-0.06230,0.00942,-0.01421,0.00592,-0.00049,0.00012,0.03496,3.27736
0.055,7.467888,1.194697,6.355315,12.858536,5.014986,14.172475,6.470453,5.167759,12.054857,12.219684,7.604426,5.615360,1.396832,0,28.319843,74.126556,36.808880,8.358963,14.883523,8.604631,8.729513,8.436266,12.165730,8.507436,11.197083,9.161218,12.657413,10.233817,11.757675,10.045627,12.560038,0,-0.01813,-0.01027,-0.01982,0.00201,0.00908,-0.01381,0.00526,0.00580,0.00000,0.07719,3.27728
0.056,7.468969,1.193881,6.359611,12.860396,5.015981,14.172585,6.472076,5.168129,12.052456,12.281254,7.603827,5.643745,1.109393,0,28.328142,74.125793,38.253395,8.360827,14.877665,8.611135,8.814692,8.436048,12.164286,8.505684,11.196967,9.161836,12.656227,10.232955,11.754737,10.067028,12.556902,0,-0.01786,-0.01411,-0.02209,0.00936,0.00923,-0.01201,0.00365,0.00199,0.00000,0.03675,3.27691
0.057,7.470155,1.193041,6.363986,12.862242,5.016969,14.172722,6.473607,5.168466,12.050027,12.342845,7.603211,5.672154,0.820126,0,28.346663,74.121918,39.730621,8.362741,14.871737,8.617807,8.899935,8.435729,12.163188,8.503895,11.197088,9.162598,12.655196,10.232075,11.751762,10.089042,12.553684,0,-0.01814,-0.01248,-0.02120,0.00290,0.00679,-0.01322,0.00797,0.00297,-0.00009,0.07525,3.27652
0.058,7.471342,1.192201,6.368362,12.864088,5.017956,14.172860,6.475136,5.168802,12.047598,12.404435,7.602595,5.700562,0.530858,0,28.365185,74.118050,41.207848,8.364655,14.865808,8.624479,8.985178,8.435410,12.162089,8.502106,11.197209,9.163359,12.654165,10.231194,11.748789,10.111055,12.550465,0,-0.01785,-0.01239,-0.02110,0.00369,0.01612,-0.01177,0.01061,0.00261,-0.00015,0.04068,3.27675
0.059,7.472528,1.191362,6.372737,12.865933,5.018943,14.172997,6.476666,5.169139,12.045169,12.466026,7.601979,5.728971,0.241590,0,28.383705,74.114174,42.685074,8.366569,14.859879,8.631151,9.070421,8.435091,12.160992,8.500317,11.197330,9.164121,12.653134,10.230314,11.745814,10.133070,12.547247,0,-0.01921,-0.01245,-0.02170,0.00179,-0.00597,-0.01484,0.00510,0.00306,-0.00020,0.04670,3.27697
0.060,7.472402,1.192455,6.377045,12.867609,5.018811,14.174782,6.478350,5.171720,12.041922,12.528518,7.601819,5.758961,0.202799,0,28.462887,74.061150,42.975372,8.368236,14.852070,8.630831,9.131248,8.434230,12.156775,8.500085,11.197096,9.164524,12.652609,10.229479,11.743841,10.137367,12.546245,0,-0.01787,-0.01362,-0.02178,0.00214,0.01288,-0.01322,0.00681,0.00884,0.00007,0.04433,3.27705
0.061,7.472238,1.193603,6.381351,12.869280,5.018647,14.176614,6.480039,5.174365,12.038651,12.591036,7.601671,5.788997,0.171223,0,28.543814,74.006714,43.231483,8.369896,14.844207,8.630309,9.191373,8.433353,12.152467,8.499898,11.196850,9.164917,12.652099,10.228644,11.741896,10.141153,12.545307,0,-0.01772,-0.01313,-0.02195,0.00471,0.00748,-0.01311,0.00491,0.00063,0.00024,0.02578,3.27713
