"Time","56 right DS","55 left DS","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.041,1,1,6.434250,5.167114,5.965351,2.874055,5.926468,5.189499,6.104408,5.144900,6.764962,-1.08371,0.11875,3.27711
0.042,1,1,6.435552,5.162347,5.966071,2.862032,5.929695,5.182293,6.103908,5.142631,6.768362,-1.10092,0.11659,3.27711
0.043,1,1,6.437315,5.157672,5.966007,2.850010,5.932921,5.175086,6.103408,5.140362,6.771763,-1.11838,0.09484,3.27634
0.044,1,1,6.439307,5.153039,5.965577,2.804434,5.936234,5.168025,6.102970,5.138075,6.775626,-1.15020,0.10833,3.27585
0.045,1,1,6.441780,5.148493,5.964378,2.653760,5.939815,5.161417,6.102727,5.135732,6.780937,-1.16477,0.11543,3.27623
0.046,1,1,6.444290,5.143989,5.962834,2.503087,5.943397,5.154809,6.102485,5.133390,6.786248,-1.18418,0.09851,3.27656
0.047,1,1,6.446877,5.139574,5.960566,2.352414,5.946979,5.148201,6.102242,5.131047,6.791560,-1.20356,0.10501,3.27671
0.048,1,1,6.449318,5.135196,5.957991,2.174181,5.950173,5.141613,6.102026,5.128787,6.796618,-1.21015,0.11618,3.27677
0.049,1,1,6.451450,5.130900,5.954771,1.909620,5.952154,5.135090,6.101892,5.126786,6.800886,-1.23040,0.09858,3.27654
0.050,1,1,6.453542,5.126624,5.951280,1.645060,5.954135,5.128567,6.101759,5.124784,6.805153,-1.25355,0.09914,3.27640
0.051,1,1,6.455554,5.122391,5.947218,1.380500,5.956116,5.122044,6.101625,5.122783,6.809421,-1.27039,0.10770,3.27656
0.052,1,1,6.457676,5.118165,5.942915,1.099470,5.957778,5.115541,6.101560,5.120814,6.813824,-1.28475,0.09608,3.27662
0.053,1,1,6.460033,5.113952,5.938103,0.766854,5.958440,5.109103,6.101708,5.118946,6.818652,-1.29616,0.08496,3.27639
0.054,1,1,6.462469,5.109776,5.933079,0.434238,5.959102,5.102666,6.101857,5.117078,6.823481,-1.30885,0.10569,3.27618
0.055,1,1,6.465070,5.105673,5.927611,0.101621,5.959764,5.096228,6.102006,5.115210,6.828309,-1.31897,0.09193,3.27603
0.056,1,1,6.467688,5.101646,5.921971,-0.233442,5.960026,5.089911,6.102222,5.113454,6.833197,-1.34291,0.09567,3.27605
0.057,1,1,6.470341,5.097779,5.915967,-0.576168,5.959033,5.083969,6.102653,5.112051,6.838271,-1.35027,0.10600,3.27666
0.058,1,1,6.473053,5.094028,5.909831,-0.918895,5.958042,5.078027,6.103083,5.110648,6.843344,-1.36354,0.08781,3.27701
0.059,1,1,6.475888,5.090521,5.903419,-1.261622,5.957049,5.072085,6.103513,5.109245,6.848417,-1.37392,0.10280,3.27647
0.060,1,1,6.478835,5.087151,5.896923,-1.591380,5.955771,5.066348,6.104149,5.107976,6.853561,-1.38419,0.11140,3.27619
0.061,1,1,6.482017,5.084068,5.890247,-1.880520,5.953596,5.061253,6.105429,5.107126,6.858925,-1.39266,0.08830,3.27672
0.062,1,1,6.485282,5.081051,5.883537,-2.169660,5.951421,5.056158,6.106709,5.106276,6.864289,-1.40956,0.09452,3.27695
0.063,1,1,6.488724,5.078173,5.876753,-2.458799,5.949246,5.051063,6.107989,5.105426,6.869654,-1.41763,0.11895,3.27619
0.064,1,1,6.492204,5.075295,5.869974,-2.727289,5.946627,5.046035,6.109331,5.104612,6.875082,-1.42106,0.09134,3.27568
0.065,1,1,6.495765,5.072418,5.863207,-2.931097,5.942617,5.041218,6.110868,5.103914,6.880714,-1.43236,0.09218,3.27598
0.066,1,1,6.499339,5.069612,5.856474,-3.134905,5.938608,5.036400,6.112404,5.103215,6.886345,-1.43868,0.12210,3.27632
0.067,1,1,6.502943,5.066954,5.849815,-3.338713,5.934598,5.031583,6.113941,5.102516,6.891977,-1.44384,0.09795,3.27678
0.068,1,1,6.506560,5.064466,5.843220,-3.514945,5.930581,5.027136,6.115619,5.101924,6.897563,-1.45262,0.09513,3.27718
0.069,1,1,6.510203,5.062331,5.836761,-3.604801,5.926539,5.023851,6.117740,5.101667,6.903010,-1.45648,0.12943,3.27741
0.070,1,1,6.513930,5.060413,5.830396,-3.694658,5.922498,5.020566,6.119861,5.101411,6.908457,-1.46533,0.10609,3.27748
0.071,1,1,6.517834,5.058952,5.824228,-3.784514,5.918457,5.017281,6.121982,5.101154,6.913904,-1.46288,0.10000,3.27702
0.072,1,1,6.521876,5.057714,5.818168,-3.849356,5.914382,5.014499,6.124160,5.100969,6.919583,-1.46979,0.12799,3.27662
0.073,1,1,6.526210,5.056950,5.812332,-3.835846,5.910205,5.013294,6.126516,5.101008,6.925993,-1.46807,0.09949,3.27639
0.074,1,1,6.530574,5.056293,5.806603,-3.822335,5.906029,5.012089,6.128871,5.101048,6.932403,-1.47719,0.09411,3.27630
0.075,1,1,6.534998,5.055867,5.801099,-3.808825,5.901852,5.010884,6.131227,5.101087,6.938813,-1.47805,0.12600,3.27668
0.076,1,1,6.539337,5.055431,5.795700,-3.774280,5.897701,5.009785,6.133439,5.101098,6.945246,-1.47922,0.10398,3.27684
0.077,1,1,6.543494,5.054977,5.790520,-3.673848,5.893631,5.009017,6.135198,5.101017,6.951753,-1.48249,0.08627,3.27623
0.078,1,1,6.547637,5.054541,5.785451,-3.573417,5.889562,5.008250,6.136958,5.100935,6.958260,-1.48311,0.12666,3.27579
0.079,1,1,6.551749,5.054142,5.780612,-3.472986,5.885492,5.007483,6.138718,5.100854,6.964767,-1.48047,0.10648,3.27594
0.080,1,1,6.555940,5.053801,5.775887,-3.366215,5.881623,5.006825,6.140443,5.100746,6.971436,-1.47837,0.07887,3.27601
0.081,1,1,6.560295,5.053582,5.771399,-3.239590,5.878379,5.006512,6.142062,5.100551,6.978610,-1.47678,0.11150,3.27578
0.082,1,1,6.564674,5.053341,5.767012,-3.112965,5.875136,5.006198,6.143681,5.100357,6.985785,-1.47285,0.10226,3.27568
0.083,1,1,6.569107,5.053058,5.762839,-2.986340,5.871892,5.005884,6.145299,5.100162,6.992959,-1.47335,0.07916,3.27598
0.084,1,1,6.573489,5.052656,5.758757,-2.865556,5.868886,5.005315,6.146978,5.099913,6.999980,-1.47068,0.10614,3.27625
0.085,1,1,6.577764,5.052006,5.754866,-2.763066,5.866621,5.003948,6.148846,5.099492,7.006521,-1.46677,0.09924,3.27640
0.086,1,1,6.581996,5.051211,5.751069,-2.660575,5.864357,5.002582,6.150713,5.099072,7.013062,-1.45366,0.08706,3.27645
0.087,1,1,6.586140,5.050110,5.747468,-2.558085,5.862092,5.001215,6.152581,5.098651,7.019602,-1.45513,0.10572,3.27614
0.088,1,1,6.590266,5.048867,5.743961,-2.468981,5.859916,4.999446,6.154452,5.098249,7.026059,-1.44819,0.10163,3.27600
0.089,1,1,6.594352,5.047326,5.740651,-2.421804,5.858017,4.996419,6.156333,5.097901,7.032250,-1.44442,0.09091,3.27638
0.090,1,1,6.598409,5.045698,5.737428,-2.374627,5.856118,4.993393,6.158215,5.097554,7.038442,-1.43690,0.08977,3.27669
0.091,1,1,6.602403,5.043886,5.734387,-2.327450,5.854219,4.990367,6.160097,5.097206,7.044633,-1.43135,0.10522,3.27677
0.092,1,1,6.606336,5.042037,5.731436,-2.301096,5.852284,4.987074,6.161971,5.096952,7.050610,-1.41670,0.09723,3.27679
0.093,1,1,6.610141,5.040112,5.728671,-2.339966,5.850238,4.982946,6.163824,5.096992,7.055914,-1.40918,0.08892,3.27664
0.094,1,1,6.613811,5.038116,5.726001,-2.378835,5.848192,4.978819,6.165677,5.097031,7.061219,-1.40056,0.11088,3.27647
0.095,1,1,6.617198,5.035971,5.723529,-2.417705,5.846146,4.974691,6.167530,5.097070,7.066524,-1.39333,0.11140,3.27624
0.096,1,1,6.620381,5.033701,5.721150,-2.471906,5.843959,4.970178,6.169306,5.097122,7.071352,-1.38430,0.09828,3.27612
0.097,1,1,6.623137,5.031168,5.718966,-2.574131,5.841334,4.964456,6.170842,5.097213,7.074690,-1.37337,0.08277,3.27634
0.098,1,1,6.625704,5.028466,5.716860,-2.676355,5.838709,4.958735,6.172378,5.097303,7.078028,-1.36117,0.11823,3.27659
0.099,1,1,6.627868,5.025410,5.714918,-2.778580,5.836084,4.953012,6.173913,5.097394,7.081367,-1.34184,0.11088,3.27690
0.100,1,1,6.629857,5.022159,5.713034,-2.883572,5.833455,4.946698,6.175365,5.097532,7.084187,-1.33121,0.08870,3.27708
0.101,1,1,6.631474,5.018495,5.711272,-2.997233,5.830813,4.938524,6.176555,5.097820,7.085385,-1.32007,0.11563,3.27685
0.102,1,1,6.632840,5.014665,5.709553,-3.110894,5.828171,4.930350,6.177744,5.098108,7.086584,-1.30864,0.11376,3.27673
0.103,1,1,6.633673,5.010484,5.707927,-3.224555,5.825530,4.922176,6.178933,5.098395,7.087783,-1.29666,0.08774,3.27695
0.104,1,1,6.634220,5.006192,5.706334,-3.328556,5.822557,4.913860,6.180034,5.098537,7.088454,-1.28406,0.10497,3.27711
0.105,1,1,6.634163,5.001667,5.704814,-3.402296,5.818552,4.905097,6.180861,5.098223,7.087472,-1.25881,0.12244,3.27704
0.106,1,1,6.634093,4.997133,5.703312,-3.476037,5.814546,4.896334,6.181687,5.097909,7.086490,-1.24254,0.10227,3.27698
0.107,1,1,6.633996,4.992582,5.701850,-3.549778,5.810540,4.887570,6.182514,5.097595,7.085508,-1.22329,0.10716,3.27698
0.108,1,1,6.634145,4.988117,5.700385,-3.602973,5.806422,4.878826,6.183444,5.097446,7.084826,-1.21385,0.11715,3.27700
0.109,1,1,6.634812,4.983832,5.698913,-3.591815,5.801953,4.870141,6.184699,5.097818,7.085081,-1.19904,0.10530,3.27707
0.110,1,1,6.635532,4.979623,5.697417,-3.580656,5.797484,4.861455,6.185954,5.098191,7.085337,-1.18279,0.11295,3.27711
0.111,1,1,6.636364,4.975576,5.695870,-3.569498,5.793015,4.852769,6.187208,5.098563,7.085592,-1.16389,0.11580,3.27704
0.112,1,1,6.636988,4.971570,5.694283,-3.535705,5.788769,4.844121,6.188332,5.099019,7.085546,-1.13504,0.10502,3.27685
0.113,1,1,6.637176,4.967649,5.692614,-3.431017,5.785217,4.835589,6.189046,5.099739,7.084558,-1.11703,0.11028,3.27632
0.114,1,1,6.637169,4.963737,5.690897,-3.326329,5.781666,4.827057,6.189760,5.100458,7.083570,-1.09804,0.10214,3.27614
0.115,1,1,6.636755,4.959844,5.689080,-3.221641,5.778115,4.818525,6.190474,5.101178,7.082582,-1.07862,0.09485,3.27713
0.116,1,1,6.636238,4.955935,5.687211,-3.101399,5.774737,4.809956,6.191238,5.101911,7.081247,-1.06956,0.10195,3.27772
0.117,1,1,6.635504,4.951994,5.685229,-2.932440,5.771905,4.801270,6.192163,5.102688,7.078825,-1.04737,0.10500,3.27695
0.118,1,1,6.634761,4.948045,5.683188,-2.763481,5.769072,4.792585,6.193088,5.103465,7.076402,-1.02372,0.08849,3.27638
0.119,1,1,6.633999,4.944079,5.681021,-2.594521,5.766240,4.783900,6.194012,5.104242,7.073980,-0.98997,0.09927,3.27646
0.120,1,1,6.633287,4.940120,5.678777,-2.425154,5.763523,4.775268,6.194857,5.104981,7.071670,-0.97271,0.10500,3.27654
0.121,1,1,6.632681,4.936174,5.676374,-2.254508,5.761169,4.766806,6.195451,5.105604,7.069712,-0.95037,0.08098,3.27661
0.122,1,1,6.632030,4.139206,5.673874,-2.083863,5.758816,4.758344,6.196045,5.106226,7.067754,-0.93180,0.08609,3.27653
0.123,1,1,6.631284,1.672456,5.671168,-1.913217,5.756463,4.749881,6.196639,5.106849,7.065796,-0.91215,0.11137,3.27592
0.124,0,1,6.630396,0.000000,5.668351,-1.755774,5.754460,4.741498,6.197205,5.107413,7.063582,-0.89215,0.08359,3.27554
0.125,0,1,6.629210,0.000000,5.665299,-1.639684,5.753554,4.733363,6.197684,5.107794,7.060565,-0.85002,0.07330,3.27592
0.126,0,1,6.627974,0.000000,5.662123,-1.523594,5.752649,4.725228,6.198164,5.108175,7.057547,-0.82877,0.12241,3.27614
0.127,0,1,6.626634,0.000000,5.658685,-1.407504,5.751743,4.717093,6.198642,5.108556,7.054530,-0.80755,0.09558,3.27584
0.128,0,1,6.625335,0.000000,5.655099,-1.314693,5.750898,4.708938,6.199120,5.108877,7.051452,-0.78460,0.07712,3.27576
0.129,0,1,6.624124,0.000000,5.651204,-1.294797,5.750241,4.700720,6.199593,5.109012,7.048182,-0.76248,0.12516,3.27645
0.130,0,1,6.622802,0.000000,5.647137,-1.274902,5.749584,4.692502,6.200065,5.109146,7.044914,-0.74116,0.10719,3.27698
0.131,0,1,6.621245,0.000000,5.642710,-1.255006,5.748927,4.684283,6.200538,5.109280,7.041645,-0.71233,0.08531,3.27698
0.132,0,1,6.619413,0.000000,5.638092,-1.261440,5.748163,4.675883,6.200888,5.109651,7.037863,-0.67157,0.11536,3.27700
0.133,0,1,6.617001,0.000000,5.633073,-1.350340,5.747064,4.666914,6.200857,5.110761,7.032476,-0.65266,0.12120,3.27707
0.134,0,1,6.614411,0.000000,5.627848,-1.439240,5.745965,4.657945,6.200826,5.111871,7.027090,-0.62536,0.09328,3.27701
0.135,0,1,6.611449,0.000000,5.622189,-1.528141,5.744865,4.648976,6.200795,5.112981,7.021703,-0.60313,0.08806,3.27647
0.136,0,1,6.608453,0.000000,5.616314,-1.643171,5.743691,4.639958,6.200891,5.114150,7.016006,-0.57760,0.12716,3.27613
0.137,0,1,6.605388,0.000000,5.609991,-1.840048,5.742283,4.630789,6.201386,5.115502,7.009338,-0.55420,0.10817,3.27644
0.138,0,1,6.602311,0.000000,5.603453,-2.036924,5.740874,4.621620,6.201881,5.116855,7.002671,-0.52519,0.08819,3.27653
0.139,0,1,6.599206,0.000000,5.596466,-2.233801,5.739465,4.612451,6.202377,5.118207,6.996003,-0.48153,0.10263,3.27592
0.140,0,1,6.596088,0.000000,5.589281,-2.446030,5.737761,4.603288,6.202922,5.119768,6.989289,-0.45525,0.11733,3.27559
0.141,0,1,6.592939,0.000000,5.581680,-2.706346,5.735132,4.594141,6.203621,5.121978,6.982433,-0.43048,0.08697,3.27620
0.142,0,1,6.589832,0.000000,5.573932,-2.966662,5.732503,4.584995,6.204321,5.124188,6.975576,-0.40826,0.07317,3.27673
0.143,0,1,6.586813,0.000000,5.565874,-3.226977,5.729875,4.575849,6.205021,5.126398,6.968719,-0.38176,0.11100,3.27695
0.144,0,1,6.583903,0.000000,5.557743,-3.491185,5.726879,4.567019,6.205702,5.128730,6.962193,-0.35904,0.09255,3.27713
0.145,0,1,6.581221,0.000000,5.549460,-3.767585,5.722733,4.559179,6.206326,5.131440,6.956704,-0.33110,0.07950,3.27713
0.146,0,1,6.578688,0.000000,5.541181,-4.043984,5.718588,4.551341,6.206951,5.134151,6.951214,-0.28983,0.10670,3.27706
0.147,0,1,6.576467,0.000000,5.532909,-4.320383,5.714442,4.543502,6.207575,5.136861,6.945724,-0.25750,0.09897,3.27675
0.148,0,1,6.574434,0.000000,5.524723,-4.598127,5.710008,4.536189,6.208257,5.139767,6.940768,-0.23077,0.08209,3.27648
0.149,0,1,6.572794,0.000000,5.516716,-4.880085,5.704671,4.530523,6.209116,5.143285,6.937481,-0.20156,0.10120,3.27633
0.150,0,1,6.571408,0.000000,5.508886,-5.162042,5.699333,4.524857,6.209975,5.146802,6.934196,-0.17873,0.10350,3.27621
0.151,0,1,6.570557,0.000000,5.501431,-5.443999,5.693996,4.519191,6.210834,5.150320,6.930909,-0.15491,0.09058,3.27621
0.152,0,1,6.569921,0.000000,5.494248,-5.711425,5.688455,4.513771,6.211865,5.153823,6.927670,-0.12641,0.09907,3.27634
0.153,0,1,6.569736,0.000000,5.487637,-5.933339,5.682278,4.509120,6.213434,5.157282,6.924578,-0.07806,0.10942,3.27687
0.154,0,1,6.569208,0.000000,5.481380,-6.155252,5.676101,4.504470,6.215004,5.160741,6.921485,-0.05709,0.09785,3.27716
0.155,0,1,6.567959,0.000000,5.475866,-6.377165,5.669924,4.499820,6.216573,5.164200,6.918393,-0.02280,0.10849,3.27662
0.156,0,1,6.565951,0.000000,5.470772,-6.574171,5.663575,4.495656,6.218186,5.167734,6.913980,0.00219,0.11517,3.27620
0.157,0,1,6.562345,0.000000,5.466558,-6.693164,5.656686,4.493011,6.219933,5.171500,6.905431,0.02463,0.10318,3.27612
0.158,0,1,6.558858,0.000000,5.462821,-6.812158,5.649796,4.490366,6.221680,5.175265,6.896882,0.05352,0.12428,3.27624
0.159,0,1,6.555626,0.000000,5.460087,-6.931151,5.642907,4.487722,6.223427,5.179031,6.888332,0.07962,0.11876,3.27700
0.160,0,1,6.553440,0.000000,5.457879,-7.010497,5.635592,4.485715,6.225183,5.182775,6.881851,0.11211,0.10184,3.27750
0.161,0,1,6.553452,0.000000,5.456779,-6.965659,5.626941,4.485705,6.226970,5.186450,6.881849,0.15885,0.12722,3.27712
0.162,0,1,6.553991,0.000000,5.456233,-6.920822,5.618290,4.485695,6.228755,5.190124,6.881848,0.18261,0.11620,3.27681
0.163,0,1,6.555636,0.000000,5.456854,-6.875984,5.609639,4.485686,6.230542,5.193799,6.881846,0.20842,0.09664,3.27673
0.164,0,1,6.557050,0.000000,5.458031,-6.783536,5.601334,4.485890,6.232372,5.197706,6.881628,0.23450,0.12703,3.27667
0.165,0,1,6.557973,0.000000,5.460377,-6.541964,5.594110,4.486767,6.234340,5.202341,6.880733,0.25854,0.10695,3.27667
0.166,0,1,6.558666,0.000000,5.463264,-6.300391,5.586887,4.487644,6.236309,5.206975,6.879837,0.28534,0.08765,3.27667
0.167,0,1,6.558871,0.000000,5.467290,-6.058819,5.579663,4.488520,6.238277,5.211610,6.878942,0.33403,0.11801,3.27667
0.168,0,1,6.559018,0.000000,5.471838,-5.772843,5.572857,4.489460,6.240008,5.216096,6.877970,0.35947,0.09673,3.27671
0.169,0,1,6.559040,0.000000,5.477483,-5.347787,5.567360,4.490595,6.240995,5.220115,6.876761,0.38747,0.08040,3.27686
0.170,0,1,6.558982,0.000000,5.483619,-4.922732,5.561862,4.491731,6.241983,5.224133,6.875553,0.41172,0.11184,3.27703
0.171,0,1,6.558759,0.000000,5.490789,-4.497676,5.556365,4.492866,6.242970,5.228152,6.874344,0.43503,0.09946,3.27726
0.172,0,1,6.558448,0.000000,5.498400,-4.038344,5.551343,4.494057,6.243773,5.232150,6.873296,0.46142,0.08154,3.27729
0.173,0,1,6.557953,0.000000,5.506939,-3.471648,5.547813,4.495419,6.243996,5.236085,6.872755,0.48610,0.10713,3.27668
0.174,0,1,6.557657,0.000000,5.515861,-2.904951,5.544282,4.496782,6.244220,5.240020,6.872214,0.51533,0.10256,3.27637
0.175,0,1,6.557784,0.000000,5.525587,-2.338255,5.540751,4.498144,6.244443,5.243955,6.871673,0.55786,0.08594,3.27706
0.176,0,1,6.558365,0.000000,5.535638,-1.761401,5.537811,4.499630,6.244727,5.247861,6.872043,0.58136,0.09308,3.27750
0.177,0,1,6.559905,0.000000,5.546374,-1.152731,5.536717,4.501504,6.245199,5.251678,6.875268,0.60736,0.10719,3.27712
0.178,0,1,6.561629,0.000000,5.557385,-0.544061,5.535624,4.503377,6.245670,5.255496,6.878493,0.63120,0.09017,3.27682
0.179,0,1,6.563742,0.000000,5.568976,0.064609,5.534530,4.505250,6.246142,5.259312,6.881718,0.65310,0.07471,3.27682
0.180,0,1,6.565728,0.000000,5.580803,0.663353,5.534249,4.507087,6.246583,5.263179,6.884940,0.67444,0.10626,3.27682
0.181,0,1,6.567444,0.000000,5.593126,1.231005,5.536512,4.508809,6.246926,5.267203,6.888151,0.70161,0.10583,3.27682
0.182,0,1,6.569197,0.000000,5.605638,1.798658,5.538775,4.510531,6.247268,5.271226,6.891361,0.74025,0.07740,3.27684
0.183,0,1,6.571023,0.000000,5.618547,2.366310,5.541039,4.512253,6.247611,5.275249,6.894572,0.77204,0.09525,3.27692
0.184,0,1,6.573041,0.000000,5.631573,2.903805,5.543882,4.513978,6.247924,5.279359,6.897888,0.78830,0.11692,3.27705
0.185,0,1,6.575461,0.000000,5.644844,3.346838,5.548542,4.515713,6.248143,5.283737,6.901535,0.81046,0.08460,3.27735
0.186,0,1,6.577592,0.000000,5.658153,3.789872,5.553202,4.517447,6.248362,5.288116,6.905181,0.83192,0.07377,3.27752
0.187,0,1,6.579113,0.000000,5.671541,4.232906,5.557862,4.519182,6.248580,5.292494,6.908828,0.85275,0.12340,3.27721
0.188,0,1,6.579901,0.000000,5.684909,4.638135,5.562856,4.520900,6.246773,5.296992,6.913050,0.87415,0.09980,3.27689
0.189,0,1,6.579148,0.000000,5.698232,4.924953,5.568898,4.522567,6.238617,5.301866,6.919077,0.91402,0.08116,3.27651
0.190,0,1,6.578208,0.000000,5.711485,5.211771,5.574939,4.524234,6.230461,5.306739,6.925103,0.93636,0.12391,3.27616
0.191,0,1,6.576874,0.000000,5.724591,5.498588,5.580980,4.525901,6.222306,5.311612,6.931129,0.95484,0.10731,3.27593
0.192,0,1,6.575987,0.000000,5.737578,5.743353,5.587114,4.527520,6.214292,5.316337,6.937746,0.97510,0.08547,3.27586
0.193,0,1,6.576042,0.000000,5.750319,5.856401,5.593539,4.528987,6.206724,5.320596,6.946209,0.99492,0.11647,3.27632
0.194,0,1,6.576332,0.000000,5.762898,5.969449,5.599963,4.530455,6.199156,5.324854,6.954672,1.01235,0.11893,3.27665
0.195,0,1,6.577116,0.000000,5.775138,6.082497,5.606388,4.531922,6.191587,5.329113,6.963135,1.03462,0.09428,3.27658
0.196,0,1,6.577837,0.000000,5.787188,6.166915,5.612815,4.533391,6.184034,5.333394,6.971921,1.05534,0.09436,3.27664
