"Time","60 right DS","59 left DS","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.000,1,0,0.000000,4.447066,4.469710,-11.381837,5.028704,4.395289,5.324337,4.499655,5.906522,0.41098,0.08213,3.27694
0.001,1,0,0.000000,4.439155,4.458139,-11.319428,5.016861,4.377283,5.321056,4.503780,5.914909,0.43454,0.10103,3.27724
0.002,1,0,0.000000,4.432988,4.451492,-11.257020,5.005017,4.359276,5.317775,4.507905,5.923296,0.46207,0.10908,3.27715
0.003,1,0,0.000000,4.426894,4.445049,-11.194612,4.993174,4.341269,5.314494,4.512031,5.931683,0.48422,0.09810,3.27700
0.004,1,0,0.000000,4.411853,4.448740,-10.787408,4.981970,4.303712,5.314787,4.516404,5.939251,0.51031,0.08572,3.27704
0.005,1,0,0.000000,4.396440,4.452854,-10.332294,4.970855,4.263438,5.315577,4.520813,5.946704,0.53333,0.11175,3.27712
0.006,1,1,2.706961,4.376542,4.469435,-9.877180,4.959740,4.223165,5.316367,4.525221,5.954158,0.55792,0.11486,3.27680
0.007,1,1,5.526711,4.356458,4.486536,-9.422066,4.948625,4.182890,5.317157,4.529630,5.961612,0.59625,0.09289,3.27642
0.008,1,1,5.644197,4.339326,4.516294,-8.566706,4.938108,4.149237,5.319863,4.533474,5.968251,0.62836,0.11190,3.27630
0.009,1,1,5.649089,4.322317,4.546578,-7.655731,4.927675,4.116504,5.322835,4.537240,5.974776,0.65274,0.11266,3.27622
0.010,1,1,5.653729,4.309790,4.583673,-6.744756,4.917242,4.083771,5.325808,4.541006,5.981302,0.67554,0.10189,3.27661
0.011,1,1,5.658359,4.297449,4.621051,-5.833781,4.906808,4.051037,5.328780,4.544772,5.987827,0.69791,0.08915,3.27707
0.012,1,1,5.661997,4.289020,4.659415,-4.835713,4.897368,4.030471,5.331022,4.548686,5.992323,0.72244,0.10924,3.27733
0.013,1,1,5.665595,4.280755,4.697821,-3.825543,4.888065,4.011596,5.333162,4.552619,5.996536,0.74280,0.09855,3.27756
0.014,1,1,5.668446,4.273904,4.739222,-2.815374,4.878763,3.992720,5.335303,4.556553,6.000750,0.77585,0.07593,3.27719
0.015,1,1,5.671265,4.267112,4.780747,-1.805204,4.869461,3.973845,5.337443,4.560487,6.004963,0.80725,0.11388,3.27673
0.016,1,1,5.673741,4.259357,4.827196,-0.996789,4.874034,3.953922,5.339806,4.564578,6.007245,0.82791,0.11342,3.27700
0.017,1,1,5.676203,4.251563,4.873850,-0.216408,4.880536,3.933852,5.342200,4.568691,6.009258,0.85416,0.08944,3.27739
0.018,1,1,5.678207,4.243440,4.916991,0.563974,4.887038,3.913784,5.344594,4.572804,6.011271,0.87451,0.10680,3.27697
0.019,1,1,5.680191,4.235304,4.959985,1.344355,4.893539,3.893714,5.346988,4.576917,6.013284,0.89307,0.12397,3.27644
