"Time","59 Left DS","60 Right DS","58 FLr Sw of","53 HLr Sw on","34a FRx (cm)","34 FRx (cm)","v3 R COP","v5 L COP","v7 xCoM","3 Platform","2 Trdml"
0.288,0,0,0,0,40.564720,14.793706,0.000000,0.000000,6.465750,-0.53716,0.09680
0.289,0,0,0,0,40.914093,14.794530,0.000000,0.000000,6.457664,-0.57619,0.09689
0.290,0,0,0,0,41.263466,14.795355,0.000000,0.000000,6.449578,-0.60202,0.09658
0.291,0,0,0,0,40.948925,14.829305,0.000000,0.000000,6.441115,-0.62605,0.09626
0.292,0,0,0,0,40.515377,14.869193,0.000000,0.000000,6.432584,-0.64993,0.09633
0.293,0,0,0,0,40.081833,14.909081,0.000000,0.000000,6.424053,-0.67160,0.09637
0.294,0,0,0,0,39.648289,14.948970,0.000000,0.000000,6.415522,-0.69528,0.09622
0.295,0,0,0,0,38.566174,15.015573,0.000000,0.000000,6.405768,-0.73843,0.09594
0.296,0,0,0,0,37.367809,15.086964,0.000000,0.000000,6.395794,-0.76471,0.09561
0.297,0,0,0,0,36.169441,15.158355,0.000000,0.000000,6.385820,-0.78421,0.09554
0.298,0,0,0,0,34.971077,15.229745,0.000000,0.000000,6.375846,-0.80746,0.09555
0.299,0,0,0,0,33.134083,15.295012,0.000000,0.000000,6.364799,-0.82832,0.09537
0.300,0,0,0,0,31.182617,15.359180,0.000000,0.000000,6.353560,-0.84868,0.09492
0.301,0,0,0,0,29.231152,15.423348,0.000000,0.000000,6.342321,-0.87796,0.09467
0.302,0,0,0,0,27.279686,15.487517,0.000000,0.000000,6.331082,-0.91087,0.09473
0.303,0,0,0,0,25.588551,15.545582,0.000000,0.000000,6.320436,-0.93222,0.09469
0.304,0,0,0,0,23.944078,15.602551,0.000000,0.000000,6.309896,-0.94974,0.09458
0.305,0,0,0,0,22.299606,15.659522,0.000000,0.000000,6.299357,-0.97191,0.09427
0.306,0,0,0,0,20.655134,15.716493,0.000000,0.000000,6.288817,-0.98686,0.09393
0.307,0,0,0,0,20.093452,15.765881,0.000000,0.000000,6.277829,-1.01494,0.09400
0.308,0,0,0,0,19.725855,15.813910,0.000000,0.000000,6.266759,-1.04837,0.09421
0.309,0,0,0,0,19.358257,15.861938,0.000000,0.000000,6.255690,-1.06558,0.09422
0.310,0,0,0,0,18.990660,15.909967,0.000000,0.000000,6.244621,-1.08243,0.09394
0.311,0,0,0,0,19.596302,15.953813,0.000000,0.000000,6.234004,-1.09914,0.09380
0.312,0,0,0,0,20.376394,15.996909,0.000000,0.000000,6.223469,-1.11678,0.09403
0.313,0,0,0,0,21.156485,16.040005,0.000000,0.000000,6.212934,-1.14104,0.09423
0.314,0,0,0,0,21.936575,16.083101,0.000000,0.000000,6.202399,-1.16632,0.09429
0.315,0,0,0,0,23.331219,16.118996,0.000000,0.000000,6.192275,-1.18246,0.09410
0.316,0,0,0,0,24.836018,16.153599,0.000000,0.000000,6.182224,-1.19727,0.09423
0.317,0,0,0,0,26.340816,16.188204,0.000000,0.000000,6.172174,-1.21176,0.09459
0.318,0,0,0,0,27.845615,16.222807,0.000000,0.000000,6.162123,-1.22665,0.09481
0.319,0,0,0,0,28.792307,16.252430,0.000000,0.000000,6.153036,-1.24683,0.09465
0.320,0,0,0,0,29.638962,16.281158,0.000000,0.000000,6.144122,-1.26988,0.09457
0.321,0,0,0,0,30.485615,16.309887,0.000000,0.000000,6.135208,-1.28313,0.09494
0.322,0,0,0,0,31.332270,16.338617,0.000000,0.000000,6.126294,-1.29526,0.09520
0.323,0,0,0,0,31.459538,16.362677,0.000000,0.000000,6.116056,-1.30940,0.09513
0.324,0,0,0,0,31.457857,16.385900,0.000000,0.000000,6.105582,-1.31821,0.09500
0.325,0,0,0,0,31.456179,16.409124,0.000000,0.000000,6.095108,-1.33435,0.09533
0.326,0,0,0,0,31.454500,16.432346,0.000000,0.000000,6.084633,-1.35405,0.09555
0.327,0,0,0,0,30.855803,16.452133,0.000000,0.000000,6.073512,-1.36305,0.09556
0.328,0,0,0,0,30.150095,16.471304,0.000000,0.000000,6.062275,-1.37340,0.09546
0.329,0,0,0,0,29.444386,16.490475,0.000000,0.000000,6.051039,-1.38307,0.09568
0.330,0,0,0,0,28.738676,16.509644,0.000000,0.000000,6.039803,-1.39365,0.09597
0.331,0,0,0,0,27.815945,16.526005,0.000000,0.000000,6.029391,-1.40521,0.09602
0.332,0,0,0,0,26.854315,16.541861,0.000000,0.000000,6.019127,-1.41632,0.09567
0.333,0,0,0,0,25.892683,16.557716,0.000000,0.000000,6.008863,-1.42386,0.09566
0.334,0,0,0,0,24.931051,16.573572,0.000000,0.000000,5.998600,-1.43248,0.09586
0.335,0,0,0,0,24.033157,16.588331,0.000000,0.000000,5.989127,-1.43861,0.09596
0.336,0,0,0,0,23.146687,16.602892,0.000000,0.000000,5.979797,-1.44388,0.09566
0.337,0,0,0,0,22.260216,16.617453,0.000000,0.000000,5.970467,-1.45050,0.09539
0.338,0,0,0,0,21.373745,16.632013,0.000000,0.000000,5.961137,-1.45853,0.09554
0.339,0,0,0,0,20.534729,16.645359,0.000000,0.000000,5.952153,-1.46288,0.09561
0.340,0,0,0,0,19.704218,16.658487,0.000000,0.000000,5.943231,-1.46716,0.09554
0.341,0,0,0,0,18.873707,16.671616,0.000000,0.000000,5.934309,-1.47115,0.09525
0.342,0,0,0,0,18.043196,16.684744,0.000000,0.000000,5.925387,-1.47348,0.09511
0.343,0,0,0,0,17.241924,16.697954,0.000000,0.000000,5.917961,-1.47707,0.09525
0.344,0,0,0,0,16.445894,16.711178,0.000000,0.000000,5.910803,-1.47862,0.09537
0.345,0,0,0,0,15.649864,16.724403,0.000000,0.000000,5.903645,-1.48100,0.09522
0.346,0,0,0,0,14.853834,16.737627,0.000000,0.000000,5.896487,-1.48105,0.09486
0.347,0,0,0,0,14.085208,16.749315,0.000000,0.000000,5.889159,-1.48170,0.09505
0.348,0,0,0,0,13.321493,16.760727,0.000000,0.000000,5.881800,-1.48166,0.09542
0.349,0,0,0,0,12.557779,16.772139,0.000000,0.000000,5.874441,-1.48097,0.09547
0.350,0,0,0,0,11.794065,16.783550,0.000000,0.000000,5.867082,-1.47746,0.09523
0.351,0,0,0,0,11.102554,16.793242,0.000000,0.000000,5.860137,-1.47511,0.09549
0.352,0,0,0,0,10.423985,16.802626,0.000000,0.000000,5.853265,-1.47214,0.09577
0.353,0,0,0,0,9.745416,16.812008,0.000000,0.000000,5.846394,-1.47223,0.09589
0.354,0,0,0,0,9.066847,16.821392,0.000000,0.000000,5.839523,-1.46663,0.09589
0.355,0,0,0,0,8.497858,16.829731,0.000000,0.000000,5.834322,-1.46484,0.09618
0.356,0,0,0,0,7.948512,16.837881,0.000000,0.000000,5.829421,-1.45523,0.09655
0.357,0,0,0,0,7.399166,16.846031,0.000000,0.000000,5.824520,-1.44855,0.09669
0.358,0,0,0,0,6.849820,16.854181,0.000000,0.000000,5.819618,-1.44386,0.09655
0.359,0,0,0,0,6.411588,16.862030,0.000000,0.000000,5.817052,-1.43774,0.09681
0.360,0,0,0,0,5.993273,16.869825,0.000000,0.000000,5.814904,-1.43073,0.09719
0.361,0,0,0,0,5.574957,16.877619,0.000000,0.000000,5.812756,-1.42249,0.09718
0.362,0,0,0,0,5.156642,16.885414,0.000000,0.000000,5.810608,-1.41412,0.09705
0.363,0,0,0,0,4.831910,16.892342,0.000000,0.000000,5.809429,-1.40001,0.09749
0.364,0,0,0,0,4.523953,16.899113,0.000000,0.000000,5.808424,-1.39146,0.09779
0.365,0,0,0,0,4.215996,16.905884,0.000000,0.000000,5.807419,-1.38327,0.09770
0.366,0,0,0,0,3.908038,16.912655,0.000000,0.000000,5.806414,-1.37373,0.09790
0.367,0,0,0,0,3.646852,16.918076,0.000000,0.000000,5.804991,-1.36121,0.09831
0.368,0,0,0,0,3.394048,16.923252,0.000000,0.000000,5.803493,-1.35239,0.09835
0.369,0,0,0,0,3.141245,16.928429,0.000000,0.000000,5.801995,-1.33247,0.09831
0.370,0,0,0,0,2.888442,16.933605,0.000000,0.000000,5.800498,-1.31972,0.09875
0.371,0,0,0,0,2.659690,16.936102,0.000000,0.000000,5.798817,-1.30615,0.09895
0.372,0,0,0,0,2.435248,16.938118,0.000000,0.000000,5.797103,-1.29515,0.09888
0.373,0,0,0,0,2.210807,16.940134,0.000000,0.000000,5.795389,-1.28200,0.09930
0.374,0,0,0,0,1.986366,16.942150,0.000000,0.000000,5.793675,-1.26889,0.09968
0.375,0,0,0,0,1.772800,16.940964,0.000000,0.000000,5.792244,-1.25227,0.09965
0.376,0,0,0,0,1.561184,16.939203,0.000000,0.000000,5.790863,-1.23001,0.09999
0.377,0,0,0,0,1.349567,16.937443,0.000000,0.000000,5.789481,-1.21176,0.10031
0.378,0,0,0,0,1.137951,16.935682,0.000000,0.000000,5.788100,-1.19688,0.10039
0.379,0,0,0,0,0.923294,16.932281,0.000000,0.000000,5.786207,-1.18442,0.10065
0.380,0,0,0,0,0.708091,16.928587,0.000000,0.000000,5.784221,-1.16663,0.10099
0.381,0,0,0,0,0.492888,16.924892,0.000000,0.000000,5.782236,-1.14795,0.10101
0.382,0,0,0,0,0.277686,16.921198,0.000000,0.000000,5.780251,-1.11728,0.10110
0.383,0,0,1,0,0.056898,16.916145,2.274501,0.000000,5.778452,-1.09990,0.10136
0.384,0,1,0,0,-0.164891,16.910849,4.720201,0.000000,5.776687,-1.09225,0.10140
0.385,0,1,0,0,-0.386680,16.905550,4.891399,0.000000,5.774921,-1.06549,0.10133
0.386,0,1,0,0,-0.608469,16.900253,4.891399,0.000000,5.773156,-1.04520,0.10148
0.387,0,1,0,0,-0.853104,16.895306,4.891399,0.000000,5.771091,-1.02934,0.10155
0.388,0,1,0,0,-1.101834,16.890419,4.891399,0.000000,5.768972,-1.00403,0.10134
0.389,0,1,0,0,-1.350564,16.885532,4.891399,0.000000,5.766854,-0.97121,0.10137
0.390,0,1,0,0,-1.599294,16.880646,4.891399,0.000000,5.764736,-0.95229,0.10155
0.391,0,1,0,0,-1.856701,16.876556,4.891399,0.000000,5.761117,-0.93103,0.10132
0.392,0,1,0,0,-2.115664,16.872608,4.891399,0.000000,5.757230,-0.91115,0.10132
0.393,0,1,0,0,-2.374626,16.868660,4.889913,0.000000,5.753343,-0.89070,0.10148
0.394,0,1,0,0,-2.633588,16.864714,4.888314,0.000000,5.749456,-0.86882,0.10142
0.395,0,1,0,0,-2.892079,16.859638,4.886875,0.000000,5.745030,-0.84076,0.10106
0.396,0,1,0,0,-3.150485,16.854362,4.885448,0.000000,5.740507,-0.80699,0.10109
0.397,0,1,0,0,-3.408891,16.849085,4.884238,0.000000,5.735984,-0.78366,0.10116
0.398,0,1,0,0,-3.667297,16.843809,4.883043,0.000000,5.731462,-0.76251,0.10083
0.399,0,1,0,0,-3.891956,16.837326,4.882122,0.000000,5.727774,-0.73764,0.10078
0.400,0,1,0,0,-4.110566,16.830627,4.881220,0.000000,5.724236,-0.71751,0.10094
0.401,0,1,0,0,-4.329175,16.823929,4.880638,0.000000,5.720697,-0.69469,0.10082
0.402,0,1,0,0,-4.547785,16.817230,4.880079,0.000000,5.717159,-0.66263,0.10048
0.403,0,1,0,0,-4.722919,16.808907,4.880040,0.000000,5.714065,-0.62416,0.10060
0.404,0,1,0,0,-4.890259,16.800291,4.880040,0.000000,5.711051,-0.60516,0.10063
0.405,0,1,0,0,-5.057599,16.791676,4.880040,0.000000,5.708037,-0.57672,0.10021
0.406,0,1,0,0,-5.224938,16.783062,4.880040,0.000000,5.705023,-0.55316,0.09982
0.407,0,1,0,0,-5.353250,16.775578,4.880040,0.000000,5.702991,-0.53285,0.09982
0.408,0,1,0,0,-5.474565,16.768295,4.880040,0.000000,5.701134,-0.50545,0.09961
0.409,0,1,0,0,-5.595881,16.761013,4.880040,0.000000,5.699278,-0.46002,0.09922
0.410,0,1,0,0,-5.717196,16.753731,4.880040,0.000000,5.697422,-0.43030,0.09880
0.411,0,1,0,0,-5.820492,16.747646,4.880462,0.000000,5.695150,-0.40681,0.09876
0.412,0,1,0,0,-5.920558,16.741776,4.880915,0.000000,5.692804,-0.38290,0.09883
0.413,0,1,0,0,-6.020625,16.735905,4.881586,0.000000,5.690458,-0.35780,0.09860
0.414,0,1,0,0,-6.120691,16.730034,4.882274,0.000000,5.688112,-0.33101,0.09828
0.415,0,1,0,0,-6.233057,16.724735,4.883084,0.000000,5.685558,-0.30655,0.09848
0.416,0,1,0,0,-6.347626,16.719540,4.883904,0.000000,5.682967,-0.25720,0.09859
0.417,0,1,0,0,-6.462196,16.714342,4.884958,0.000000,5.680377,-0.23009,0.09838
0.418,0,1,0,0,-6.576766,16.709146,4.886029,0.000000,5.677785,-0.20602,0.09830
0.419,0,1,0,0,-6.701875,16.703548,4.887441,0.000000,5.675477,-0.17830,0.09861
0.420,0,1,0,0,-6.828873,16.697878,4.888878,0.000000,5.673218,-0.15245,0.09875
0.421,0,1,0,0,-6.955870,16.692209,4.890498,0.000000,5.670960,-0.12688,0.09842
0.422,0,1,0,0,-7.082868,16.686539,4.892132,0.000000,5.668702,-0.10249,0.09868
0.423,0,1,0,0,-7.207178,16.680082,4.893779,0.000000,5.667337,-0.06729,0.09902
0.424,0,1,0,0,-7.331007,16.673485,4.895428,0.000000,5.666133,-0.02129,0.09889
0.425,0,1,0,0,-7.454835,16.666887,4.897215,0.000000,5.664930,0.00349,0.09877
0.426,0,1,0,0,-7.578664,16.660292,4.899013,0.000000,5.663726,0.02585,0.09907
0.427,0,1,0,0,-7.675729,16.653193,4.901116,0.000000,5.662736,0.05356,0.09902
0.428,0,1,0,0,-7.767997,16.646006,4.903242,0.000000,5.661785,0.08746,0.09879
0.429,0,1,0,0,-7.860265,16.638817,4.905648,0.000000,5.660834,0.10449,0.09877
0.430,0,1,0,0,-7.952533,16.631630,4.908074,0.000000,5.659883,0.14307,0.09892
0.431,0,1,0,0,-8.003220,16.624483,4.910717,0.000000,5.659086,0.18246,0.09886
0.432,0,1,0,0,-8.046453,16.617342,4.913375,0.000000,5.658317,0.20856,0.09850
0.433,0,1,0,0,-8.089686,16.610203,4.916255,0.000000,5.657547,0.23396,0.09843
0.434,0,1,0,0,-8.132919,16.603062,4.919151,0.000000,5.656778,0.25905,0.09859
0.435,0,1,0,0,-8.139129,16.595219,4.922247,0.000000,5.657108,0.27936,0.09857
0.436,0,1,0,0,-8.138701,16.587250,4.925358,0.000000,5.657635,0.30980,0.09816
0.437,0,1,0,0,-8.138274,16.579279,4.928437,0.000000,5.658162,0.34546,0.09809
0.438,0,1,0,0,-8.137847,16.571310,4.931514,0.000000,5.658688,0.38684,0.09832
0.439,0,1,0,0,-8.129889,16.563839,4.934358,0.000000,5.659650,0.41254,0.09828
0.440,0,1,0,0,-8.120581,16.556458,4.937185,0.000000,5.660690,0.43460,0.09781
0.441,0,1,0,0,-8.111273,16.549076,4.940003,0.000000,5.661729,0.45888,0.09784
0.442,0,1,0,0,-8.101965,16.541693,4.942821,0.000000,5.662769,0.48409,0.09808
0.443,0,1,0,0,-8.107399,16.533670,4.945901,0.000000,5.664637,0.50993,0.09796
0.444,0,1,0,0,-8.115475,16.525532,4.949000,0.000000,5.666653,0.54137,0.09758
0.445,0,1,0,0,-8.123551,16.517393,4.952296,0.000000,5.668670,0.58192,0.09765
0.446,0,1,0,0,-8.131628,16.509256,4.955606,0.000000,5.670686,0.60736,0.09781
0.447,0,1,0,0,-8.165052,16.501268,4.958958,0.000000,5.673804,0.63647,0.09782
0.448,0,1,0,0,-8.203020,16.493309,4.962313,0.000000,5.677119,0.65340,0.09754
0.449,0,1,0,0,-8.240989,16.485350,4.965566,0.000000,5.680435,0.67400,0.09751
0.450,0,1,0,0,-8.278957,16.477390,4.968810,0.000000,5.683750,0.69954,0.09769
0.451,0,1,0,0,-8.331987,16.468374,4.971857,0.000000,5.688322,0.72108,0.09777
0.452,0,1,0,0,-8.387718,16.459169,4.974889,0.000000,5.693119,0.76593,0.09751
0.453,0,1,0,0,-8.443448,16.449965,4.977831,0.000000,5.697916,0.78729,0.09743
0.454,0,1,0,0,-8.499178,16.440760,4.980765,0.000000,5.702713,0.81055,0.09762
0.455,0,1,0,0,-8.558599,16.431143,4.983716,0.000000,5.708706,0.83374,0.09764
0.456,0,1,0,0,-8.618680,16.421452,4.986668,0.000000,5.714914,0.85258,0.09724
0.457,0,1,0,0,-8.678761,16.411762,4.989485,0.000000,5.721122,0.87601,0.09717
0.458,0,1,0,0,-8.738843,16.402071,4.992292,0.000000,5.727330,0.89568,0.09738
0.459,0,1,0,0,-8.793786,16.391693,4.994802,0.000000,5.734707,0.92036,0.09728
0.460,0,1,0,0,-8.847807,16.381193,4.997289,0.000000,5.742293,0.95424,0.09696
0.461,0,1,0,0,-8.901829,16.370691,4.999589,0.000000,5.749880,0.97253,0.09682
0.462,0,1,0,0,-8.955851,16.360191,5.001874,0.000000,5.757466,0.99472,0.09689
0.463,0,1,0,0,-9.009662,16.349459,5.004136,0.000000,5.765815,1.01126,0.09704
0.464,0,1,0,0,-9.063435,16.338684,5.006396,0.000000,5.774300,1.03316,0.09690
0.465,0,1,0,0,-9.117208,16.327909,5.008688,0.000000,5.782785,1.05104,0.09658
0.466,0,1,0,0,-9.170981,16.317137,5.010983,0.000000,5.791271,1.06979,0.09668
0.467,0,1,0,0,-9.228327,16.306658,5.013321,0.000000,5.801635,1.09277,0.09683
0.468,0,1,0,0,-9.286312,16.296234,5.015662,0.000000,5.812336,1.12222,0.09675
0.469,0,1,0,0,-9.344297,16.285810,5.017983,0.000000,5.823038,1.13940,0.09637
0.470,0,1,0,0,-9.402283,16.275387,5.020303,0.000000,5.833739,1.15515,0.09641
0.471,0,1,0,0,-9.448913,16.266197,5.022534,0.000000,5.844196,1.16980,0.09665
0.472,0,1,0,0,-9.493506,16.257229,5.024758,0.000000,5.854609,1.18716,0.09657
0.473,0,1,0,0,-9.538101,16.248260,5.026910,0.000000,5.865023,1.20299,0.09623
0.474,0,1,0,0,-9.582695,16.239294,5.029056,0.000000,5.875436,1.22092,0.09627
0.475,0,1,0,0,-9.615504,16.229635,5.031169,0.000000,5.887580,1.24754,0.09640
0.476,0,1,0,0,-9.646200,16.219854,5.033279,0.000000,5.900034,1.26071,0.09650
0.477,0,1,0,0,-9.676897,16.210072,5.033427,0.000000,5.912488,1.27298,0.09635
0.478,0,1,0,0,-9.707594,16.200291,5.033427,0.000000,5.924943,1.28773,0.09610
0.479,0,1,0,0,-9.726732,16.190151,5.033427,0.000000,5.936944,1.30052,0.09631
0.480,0,1,0,0,-9.743798,16.179947,5.033427,0.000000,5.948863,1.31223,0.09650
0.481,0,1,0,0,-9.760865,16.169744,5.033427,0.000000,5.960782,1.32397,0.09641
0.482,0,1,0,0,-9.777932,16.159540,5.033427,0.000000,5.972701,1.33980,0.09619
0.483,0,1,0,0,-9.807428,16.149570,5.033427,0.000000,5.984934,1.35634,0.09642
0.484,0,1,0,1,-9.839153,16.139641,5.033427,0.000000,5.997223,1.36761,0.09669
0.485,0,0,0,0,-9.870878,16.129713,2.692883,0.000000,6.009513,1.37862,0.09658
0.486,0,0,0,0,-9.902603,16.119783,0.176170,0.000000,6.021802,1.38728,0.09653
0.487,0,0,0,0,-9.945914,16.109661,0.000000,0.000000,6.034269,1.39784,0.09687
0.488,0,0,0,0,-9.991303,16.099504,0.000000,0.000000,6.046768,1.40311,0.09705
0.489,0,0,0,0,-10.036692,16.089348,0.000000,0.000000,6.059266,1.41515,0.09701
0.490,0,0,0,0,-10.082081,16.079191,0.000000,0.000000,6.071765,1.42664,0.09714
0.491,0,0,0,0,-10.139955,16.069118,0.000000,0.000000,6.084486,1.43596,0.09756
0.492,0,0,0,0,-10.200066,16.059059,0.000000,0.000000,6.097246,1.44371,0.09773
0.493,0,0,0,0,-10.260178,16.049000,0.000000,0.000000,6.110006,1.44936,0.09766
0.494,0,0,0,0,-10.320289,16.038940,0.000000,0.000000,6.122766,1.45369,0.09785
0.495,0,0,0,0,-10.387936,16.030138,0.000000,0.000000,6.134645,1.45808,0.09818
0.496,0,0,0,0,-10.456932,16.021561,0.000000,0.000000,6.146364,1.46115,0.09822
0.497,0,0,0,0,-10.525929,16.012985,0.000000,0.000000,6.158083,1.46814,0.09796
0.498,0,0,0,0,-10.594927,16.004408,0.000000,0.000000,6.169803,1.47447,0.09814
0.499,0,0,0,0,-10.664088,15.995139,0.000000,0.000000,6.180533,1.47910,0.09826
0.500,0,0,0,0,-10.733280,15.985744,0.000000,0.000000,6.191086,1.48013,0.09806
0.501,0,0,0,0,-10.802471,15.976351,0.000000,0.000000,6.201639,1.48048,0.09774
0.502,0,0,0,0,-10.871662,15.966956,0.000000,0.000000,6.212192,1.48305,0.09781
0.503,0,0,0,0,-10.939261,15.956948,0.000000,0.000000,6.221302,1.48309,0.09794
0.504,0,0,0,0,-11.006575,15.946831,0.000000,0.000000,6.230153,1.48495,0.09769
0.505,0,0,0,0,-11.073888,15.936713,0.000000,0.000000,6.239003,1.48483,0.09739
0.506,0,0,0,0,-11.141201,15.926596,0.000000,0.000000,6.247854,1.48370,0.09737
0.507,0,0,0,0,-11.185786,15.916117,0.000000,0.000000,6.255863,1.48354,0.09736
0.508,0,0,0,0,-11.226298,15.905573,0.000000,0.000000,6.263721,1.48163,0.09724
0.509,0,0,0,0,-11.266809,15.895029,0.000000,0.000000,6.271579,1.48027,0.09697
0.510,0,0,0,0,-11.307321,15.884485,0.000000,0.000000,6.279437,1.47694,0.09689
0.511,0,0,0,0,-11.316360,15.874150,0.000000,0.000000,6.285473,1.47356,0.09712
0.512,0,0,0,0,-11.319757,15.863852,0.000000,0.000000,6.291183,1.47208,0.09724
0.513,0,0,0,0,-11.323154,15.853554,0.000000,0.000000,6.296894,1.46790,0.09708
0.514,0,0,0,0,-11.326551,15.843255,0.000000,0.000000,6.302604,1.46150,0.09708
0.515,0,0,0,0,-11.302213,15.832558,0.000000,0.000000,6.307708,1.45265,0.09729
0.516,0,0,0,0,-11.272902,15.821789,0.000000,0.000000,6.312704,1.44930,0.09726
0.517,0,0,0,0,-11.243591,15.811020,0.000000,0.000000,6.317700,1.44290,0.09685
0.518,0,0,0,0,-11.214281,15.800251,0.000000,0.000000,6.322696,1.43561,0.09691
0.519,0,0,0,0,-11.188419,15.788539,0.000000,0.000000,6.327080,1.42636,0.09721
0.520,0,0,0,0,-11.163177,15.776656,0.000000,0.000000,6.331355,1.42273,0.09715
0.521,0,0,0,0,-11.137935,15.764774,0.000000,0.000000,6.335630,1.41170,0.09684
0.522,0,0,0,0,-11.112692,15.752892,0.000000,0.000000,6.339905,1.39626,0.09672
0.523,0,0,0,0,-11.099109,15.741526,0.000000,0.000000,6.343149,1.38751,0.09676
0.524,0,0,0,0,-11.087615,15.730252,0.000000,0.000000,6.346208,1.37961,0.09682
0.525,0,0,0,0,-11.076121,15.718978,0.000000,0.000000,6.349267,1.36723,0.09667
0.526,0,0,0,0,-11.064628,15.707705,0.000000,0.000000,6.352326,1.35837,0.09642
0.527,0,0,0,0,-11.024437,15.695947,0.000000,0.000000,6.353478,1.34665,0.09661
0.528,0,0,0,0,-10.979103,15.684103,0.000000,0.000000,6.354288,1.33530,0.09680
0.529,0,0,0,0,-10.933768,15.672258,0.000000,0.000000,6.355098,1.32155,0.09676
0.530,0,0,0,0,-10.888434,15.660415,0.000000,0.000000,6.355908,1.30031,0.09651
0.531,0,0,0,0,-10.750653,15.647823,0.000000,0.000000,6.356217,1.28729,0.09666
0.532,0,0,0,0,-10.596302,15.635098,0.000000,0.000000,6.356435,1.27299,0.09690
0.533,0,0,0,0,-10.441951,15.622373,0.000000,0.000000,6.356654,1.26581,0.09671
0.534,0,0,0,0,-10.287600,15.609647,0.000000,0.000000,6.356872,1.24677,0.09637
0.535,0,0,0,0,-9.964025,15.596594,0.000000,0.000000,6.356764,1.23218,0.09642
0.536,0,0,0,0,-9.610117,15.583482,0.000000,0.000000,6.356596,1.21233,0.09651
0.537,0,0,0,0,-9.256209,15.570371,0.000000,0.000000,6.356430,1.18658,0.09635
0.538,0,0,0,0,-8.902302,15.557259,0.000000,0.000000,6.356262,1.17180,0.09612
0.539,0,0,0,0,-8.353338,15.543822,0.000000,0.000000,6.355363,1.15454,0.09582
0.540,0,0,0,0,-7.769411,15.530328,0.000000,0.000000,6.354333,1.13945,0.09587
0.541,0,0,0,0,-7.185484,15.516834,0.000000,0.000000,6.353303,1.11964,0.09594
0.542,0,0,0,0,-6.601558,15.503340,0.000000,0.000000,6.352273,1.10463,0.09579
0.543,0,0,0,0,-5.865575,15.489552,0.000000,0.000000,6.350924,1.08154,0.09533
0.544,0,0,0,0,-5.102338,15.475711,0.000000,0.000000,6.349518,1.05272,0.09523
0.545,0,0,0,0,-4.339100,15.461869,0.000000,0.000000,6.348113,1.03076,0.09547
0.546,0,0,0,0,-3.575863,15.448029,0.000000,0.000000,6.346707,1.01175,0.09548
0.547,0,0,0,0,-2.728801,15.434955,0.000000,0.000000,6.344647,0.99486,0.09537
0.548,0,0,0,0,-1.866715,15.422018,0.000000,0.000000,6.342470,0.97589,0.09518
0.549,0,0,0,0,-1.004628,15.409081,0.000000,0.000000,6.340293,0.95416,0.09524
0.550,0,0,0,0,-0.142541,15.396145,0.000000,0.000000,6.338117,0.92987,0.09541
0.551,0,0,0,0,0.716033,15.383911,0.000000,0.000000,6.335308,0.89700,0.09548
0.552,0,0,0,0,1.573977,15.371804,0.000000,0.000000,6.332386,0.87566,0.09526
0.553,0,0,0,0,2.431922,15.359697,0.000000,0.000000,6.329463,0.85255,0.09514
0.554,0,0,0,0,3.289866,15.347590,0.000000,0.000000,6.326541,0.83421,0.09533
0.555,0,0,0,0,4.090438,15.336235,0.000000,0.000000,6.322162,0.81038,0.09547
0.556,0,0,0,0,4.880726,15.325014,0.000000,0.000000,6.317522,0.78734,0.09531
0.557,0,0,0,0,5.671014,15.313793,0.000000,0.000000,6.312881,0.75975,0.09504
0.558,0,0,0,0,6.461302,15.302572,0.000000,0.000000,6.308241,0.72063,0.09522
0.559,0,0,0,0,7.178797,15.291941,0.000000,0.000000,6.303272,0.69781,0.09533
0.560,0,0,0,0,7.883245,15.281413,0.000000,0.000000,6.298243,0.67574,0.09527
0.561,0,0,0,0,8.587692,15.270886,0.000000,0.000000,6.293215,0.65395,0.09500
0.562,0,0,0,0,9.292140,15.260360,0.000000,0.000000,6.288187,0.63066,0.09486
0.563,0,0,0,0,9.926258,15.254772,0.000000,0.000000,6.283687,0.60686,0.09507
0.564,0,0,0,0,10.547771,15.250071,0.000000,0.000000,6.279282,0.56017,0.09527
0.565,0,0,0,0,11.169283,15.245369,0.000000,0.000000,6.274876,0.53249,0.09519
0.566,0,0,0,0,11.790795,15.240667,0.000000,0.000000,6.270471,0.51039,0.09484
0.567,0,0,0,0,12.372601,15.242620,0.000000,0.000000,6.265602,0.48618,0.09497
0.568,0,0,0,0,12.947289,15.245766,0.000000,0.000000,6.260650,0.46173,0.09529
0.569,0,0,0,0,13.521977,15.248911,0.000000,0.000000,6.255697,0.43523,0.09528
0.570,0,0,0,0,14.096665,15.252057,0.000000,0.000000,6.250745,0.40338,0.09506
0.571,0,0,0,0,14.634696,15.263184,0.000000,0.000000,6.246469,0.36046,0.09514
0.572,0,0,0,0,15.166156,15.275741,0.000000,0.000000,6.242314,0.33482,0.09536
0.573,0,0,0,0,15.697615,15.288298,0.000000,0.000000,6.238160,0.31218,0.09550
0.574,0,0,0,0,16.229074,15.300855,0.000000,0.000000,6.234005,0.28320,0.09541
0.575,0,0,0,0,16.745253,15.321768,0.000000,0.000000,6.229137,0.25949,0.09510
0.576,0,0,0,0,17.258694,15.344179,0.000000,0.000000,6.224140,0.23448,0.09511
