"Time","59 Left DS","60 Right DS","58 FLr Sw of","53 HLr Sw on","34a FRx (cm)","34 FRx (cm)","v3 R COP","v5 L COP","v7 xCoM","3 Platform","2 Trdml"
2.007,1,1,0,0,-3.289160,15.039715,4.029747,6.809584,5.913682,0.36275,0.09822
2.008,1,1,0,0,-3.143075,15.033991,4.034656,6.813519,5.922782,0.38509,0.09833
2.009,1,1,0,0,-2.996989,15.028267,4.039619,6.817561,5.931882,0.41135,0.09827
2.010,1,1,0,0,-2.850903,15.022543,4.044588,6.821610,5.940982,0.44177,0.09787
2.011,1,1,0,0,-2.713156,15.018255,4.049783,6.825445,5.950202,0.48245,0.09784
2.012,1,1,0,0,-2.576905,15.014224,4.054996,6.829264,5.959444,0.50938,0.09803
2.013,1,1,0,0,-2.440654,15.010193,4.060297,6.833084,5.968685,0.53537,0.09797
2.014,1,1,0,0,-2.304403,15.006162,4.065605,6.836903,5.977926,0.55650,0.09759
2.015,1,1,0,0,-2.182801,15.003841,4.070846,6.840858,5.986693,0.58076,0.09763
2.016,1,1,0,0,-2.063825,15.001828,4.076081,6.844824,5.995374,0.60844,0.09787
2.017,1,1,0,0,-1.944849,14.999815,4.081414,6.848015,6.004056,0.63197,0.09777
2.018,1,1,0,0,-1.825873,14.997802,4.086753,6.851148,6.012737,0.67198,0.09745
2.019,1,1,0,0,-1.729849,14.997921,4.092352,6.852703,6.021056,0.69778,0.09755
2.020,1,1,0,0,-1.637939,14.998423,4.097970,6.854140,6.029311,0.72238,0.09774
2.021,1,1,0,0,-1.546028,14.998924,4.103588,6.855017,6.037566,0.74472,0.09767
2.022,1,1,0,0,-1.454118,14.999426,4.109205,6.855853,6.045821,0.76447,0.09747
2.023,1,1,0,0,-1.379658,15.000154,4.114559,6.857304,6.052354,0.78799,0.09755
2.024,1,1,0,0,-1.308326,15.000923,4.119893,6.858802,6.058579,0.81041,0.09784
2.025,1,1,0,0,-1.236994,15.001692,4.125230,6.860477,6.064805,0.83435,0.09784
2.026,1,1,0,0,-1.165663,15.002460,4.130568,6.862166,6.071030,0.87483,0.09758
2.027,1,1,0,0,-1.095426,15.004747,4.136220,6.863345,6.076266,0.89700,0.09780
2.028,1,1,0,0,-1.025385,15.007306,4.141895,6.864485,6.081325,0.91563,0.09801
2.029,1,1,0,0,-0.955345,15.009865,4.147710,6.865358,6.086384,0.93529,0.09789
2.030,1,1,0,0,-0.885305,15.012424,4.153536,6.866211,6.091443,0.95503,0.09775
2.031,1,1,0,0,-0.804532,15.016512,4.159274,6.867186,6.096068,0.97655,0.09803
2.032,1,1,0,0,-0.721835,15.020875,4.165006,6.868170,6.100615,0.99229,0.09826
2.033,1,1,0,0,-0.639139,15.025238,4.170785,6.869126,6.105162,1.03426,0.09798
2.034,1,1,0,0,-0.556442,15.029601,4.176569,6.870081,6.109709,1.05101,0.09796
2.035,1,1,0,0,-0.453705,15.033567,4.182551,6.870780,6.114055,1.07111,0.09826
2.036,1,1,0,0,-0.347375,15.037463,4.188549,6.871459,6.118363,1.08690,0.09831
2.037,1,1,0,0,-0.241045,15.041359,4.194482,6.871973,6.122673,1.10527,0.09805
2.038,1,1,0,0,-0.134716,15.045255,4.200412,6.872475,6.126981,1.12173,0.09830
2.039,1,1,0,0,-0.008720,15.049605,4.205992,6.872510,6.130584,1.13823,0.09853
2.040,1,1,0,0,0.120801,15.054037,4.211547,6.872510,6.134059,1.15962,0.09848
2.041,1,1,0,0,0.250322,15.058469,4.216877,6.872510,6.137535,1.19026,0.09829
2.042,1,1,0,0,0.379843,15.062901,4.222191,6.872510,6.141011,1.20175,0.09846
2.043,1,1,0,0,0.518900,15.067385,4.227458,6.872510,6.145372,1.21552,0.09865
2.044,1,1,0,0,0.659666,15.071879,4.232723,6.872510,6.149891,1.23190,0.09854
2.045,1,1,0,0,0.800432,15.076373,4.237833,6.872510,6.154411,1.24666,0.09837
2.046,1,1,0,0,0.941199,15.080868,4.242930,6.872510,6.158931,1.26424,0.09860
2.047,1,1,0,0,1.072538,15.084403,4.247756,6.872258,6.162057,1.27330,0.09872
2.048,1,1,0,0,1.202188,15.087767,4.252563,6.871986,6.164934,1.29433,0.09848
2.049,1,1,0,0,1.331838,15.091130,4.257312,6.871530,6.167811,1.31055,0.09839
2.050,1,1,0,0,1.461488,15.094494,4.262057,6.871060,6.170688,1.32443,0.09866
2.051,1,1,0,0,1.565197,15.096501,4.266985,6.870607,6.173709,1.33524,0.09866
2.052,1,1,0,0,1.664254,15.098267,4.271928,6.870155,6.176757,1.34673,0.09827
2.053,1,1,0,0,1.763312,15.100031,4.276983,6.869556,6.179804,1.35744,0.09828
2.054,1,1,0,0,1.862370,15.101796,4.282046,6.868945,6.182851,1.36583,0.09842
2.055,1,1,0,0,1.923368,15.102841,4.287074,6.868028,6.185073,1.38196,0.09827
2.056,1,1,0,0,1.977544,15.103757,4.292100,6.867088,6.187148,1.39641,0.09789
2.057,1,1,0,0,2.031719,15.104673,4.297003,6.865954,6.189222,1.40413,0.09796
2.058,1,1,0,0,2.085895,15.105589,4.301897,6.864805,6.191296,1.41336,0.09811
2.059,1,1,0,0,2.099328,15.106128,4.306640,6.863614,6.192997,1.41820,0.09810
2.060,1,1,0,0,2.105457,15.106600,4.311371,6.862421,6.194631,1.42859,0.09781
2.061,1,1,0,0,2.111586,15.107071,4.316128,6.861181,6.196264,1.43495,0.09797
2.062,1,1,0,0,2.117715,15.107543,4.320887,6.859937,6.197898,1.44691,0.09826
2.063,1,1,0,0,2.092170,15.108186,4.325832,6.858531,6.199140,1.45012,0.09824
2.064,1,1,0,0,2.060947,15.108859,4.330791,6.857114,6.200311,1.45673,0.09796
2.065,1,1,0,0,2.029724,15.109532,4.335771,6.855820,6.201482,1.46359,0.09810
2.066,1,1,0,0,1.998501,15.110206,4.340751,6.854535,6.202653,1.46758,0.09827
2.067,1,1,0,0,1.951075,15.110062,4.345533,6.853751,6.202657,1.47122,0.09809
2.068,1,1,0,0,1.900743,15.109773,4.350300,6.853006,6.202451,1.47543,0.09762
2.069,1,1,0,0,1.850412,15.109483,4.354840,6.851964,6.202246,1.47591,0.09761
2.070,1,1,0,0,1.800081,15.109193,4.359362,6.850899,6.202040,1.47961,0.09766
2.071,1,1,0,0,1.752699,15.109491,4.363699,6.849522,6.200502,1.48235,0.09743
2.072,1,1,0,0,1.705844,15.109896,4.368023,6.848122,6.198724,1.48518,0.09699
2.073,1,1,0,0,1.658990,15.110300,4.372295,6.847850,6.196947,1.48553,0.09670
2.074,1,1,0,0,1.612136,15.110704,4.376564,6.847663,6.195169,1.48575,0.09667
2.075,1,1,0,0,1.565804,15.111574,4.380898,6.846788,6.194630,1.48396,0.09663
2.076,1,1,0,0,1.519566,15.112528,4.385238,6.845861,6.194314,1.48505,0.09648
2.077,1,1,0,0,1.473327,15.113482,4.389585,6.841418,6.193997,1.48442,0.09605
2.078,1,1,0,0,1.427089,15.114436,4.393931,6.836710,6.193681,1.48340,0.09598
2.079,1,1,0,0,1.376567,15.115479,4.398196,6.831758,6.193013,1.48010,0.09612
2.080,1,1,0,0,1.325277,15.116538,4.402454,6.826789,6.192283,1.47592,0.09612
2.081,1,1,0,0,1.273987,15.117597,4.406637,6.822268,6.191553,1.47198,0.09581
2.082,1,1,0,0,1.222698,15.118655,4.410815,6.817780,6.190823,1.46875,0.09570
2.083,1,1,0,0,1.161484,15.119762,4.414914,6.812790,6.189171,1.46332,0.09602
2.084,1,1,0,0,1.098492,15.120879,4.419006,6.807763,6.187353,1.45757,0.09611
2.085,1,1,0,0,1.035500,15.121995,4.422844,6.803102,6.185536,1.45140,0.09594
2.086,1,1,0,0,0.972508,15.123111,4.426662,6.798467,6.183718,1.44833,0.09589
2.087,1,1,0,0,0.887120,15.124772,4.426929,6.795166,6.182947,1.44214,0.09609
2.088,1,1,0,0,0.797718,15.126532,4.426929,6.791965,6.182363,1.42326,0.09632
2.089,1,1,0,0,0.708316,15.128290,4.426929,6.789198,6.181779,1.41943,0.09631
2.090,1,1,0,0,0.618914,15.130050,4.426929,6.786463,6.181195,1.41235,0.09615
2.091,1,1,0,0,0.508709,15.131369,4.426929,6.783024,6.180276,1.40552,0.09635
2.092,1,1,0,0,0.394774,15.132609,4.426929,6.779531,6.179296,1.39545,0.09662
2.093,1,1,0,0,0.280840,15.133850,4.426929,6.775498,6.178318,1.38721,0.09654
2.094,1,1,0,0,0.166906,15.135090,4.426929,6.771424,6.177338,1.37700,0.09625
2.095,1,1,1,0,0.035331,15.136159,2.368407,6.767350,6.176676,1.36588,0.09639
2.096,1,0,0,0,-0.099405,15.137197,0.154943,6.763275,6.176071,1.34605,0.09669
2.097,1,0,0,0,-0.234141,15.138234,0.000000,6.759762,6.175466,1.33571,0.09666
2.098,1,0,0,0,-0.368877,15.139272,0.000000,6.756292,6.174861,1.32430,0.09642
2.099,1,0,0,0,-0.512131,15.140097,0.000000,6.753805,6.173237,1.31131,0.09661
2.100,1,0,0,0,-0.656910,15.140884,0.000000,6.751392,6.171431,1.30145,0.09682
2.101,1,0,0,0,-0.801690,15.141672,0.000000,6.749705,6.169625,1.28682,0.09682
2.102,1,0,0,0,-0.946470,15.142460,0.000000,6.748074,6.167819,1.26915,0.09660
2.103,1,0,0,0,-1.101556,15.144160,0.000000,6.746616,6.166324,1.24870,0.09655
2.104,1,0,0,0,-1.258490,15.146025,0.000000,6.745172,6.164886,1.23163,0.09678
2.105,1,0,0,0,-1.415424,15.147888,0.000000,6.742878,6.163447,1.21619,0.09684
2.106,1,0,0,0,-1.572358,15.149753,0.000000,6.740521,6.162008,1.20009,0.09652
2.107,1,0,0,0,-1.737679,15.151305,0.000000,6.736527,6.160988,1.18671,0.09634
2.108,1,0,0,0,-1.904502,15.152802,0.000000,6.732409,6.160043,1.16948,0.09652
2.109,1,0,0,0,-2.071326,15.154298,0.000000,6.727521,6.159099,1.14856,0.09648
2.110,1,0,0,0,-2.238149,15.155794,0.000000,6.722576,6.158154,1.12326,0.09610
2.111,1,0,0,0,-2.421585,15.156095,0.000000,6.718048,6.154669,1.10406,0.09564
2.112,1,0,0,0,-2.607998,15.156181,0.000000,6.713551,6.150730,1.08841,0.09561
2.113,1,0,0,0,-2.794412,15.156268,0.000000,6.709972,6.146791,1.07042,0.09564
2.114,1,0,0,0,-2.980825,15.156355,0.000000,6.706462,6.142852,1.05112,0.09566
2.115,1,0,0,0,-3.173170,15.155886,0.000000,6.704050,6.137395,1.03532,0.09547
2.116,1,0,0,0,-3.366577,15.155317,0.000000,6.701720,6.131667,1.00697,0.09504
2.117,1,0,0,0,-3.559984,15.154748,0.000000,6.700093,6.125938,0.97404,0.09493
2.118,1,0,0,0,-3.753391,15.154180,0.000000,6.698520,6.120209,0.95456,0.09510
2.119,1,0,0,0,-3.950383,15.153207,0.000000,6.697071,6.113417,0.93507,0.09509
2.120,1,0,0,0,-4.148017,15.152163,0.000000,6.695631,6.106435,0.91612,0.09472
2.121,1,0,0,0,-4.345651,15.151118,0.000000,6.693635,6.099452,0.89574,0.09451
2.122,1,0,0,0,-4.543285,15.150073,0.000000,6.691597,6.092470,0.87567,0.09469
2.123,1,0,0,0,-4.745763,15.148293,0.000000,6.688519,6.083217,0.84486,0.09480
2.124,1,0,0,0,-4.949109,15.146379,0.000000,6.685363,6.073557,0.81085,0.09480
2.125,1,0,0,0,-5.152455,15.144466,0.000000,6.681706,6.063898,0.78535,0.09456
2.126,1,0,0,0,-5.355802,15.142553,0.000000,6.678012,6.054238,0.76865,0.09453
2.127,1,0,0,0,-5.555984,15.139353,0.000000,6.674462,6.044177,0.74237,0.09479
2.128,1,0,0,0,-5.755600,15.135922,0.000000,6.670923,6.034042,0.72090,0.09495
2.129,1,0,0,0,-5.955216,15.132491,0.000000,6.667348,6.023909,0.69901,0.09486
2.130,1,0,0,0,-6.154832,15.129061,0.000000,6.663771,6.013774,0.66550,0.09455
2.131,1,0,0,0,-6.364848,15.124453,0.000000,6.660013,6.004150,0.62979,0.09468
2.132,1,0,0,0,-6.576727,15.119634,0.000000,6.656240,5.994616,0.60632,0.09494
2.133,1,0,0,0,-6.788607,15.114814,0.000000,6.653790,5.985083,0.58034,0.09487
2.134,1,0,0,0,-7.000487,15.109995,0.000000,6.651439,5.975549,0.55998,0.09461
2.135,1,0,0,0,-7.206499,15.103166,0.000000,6.651275,5.965437,0.53484,0.09450
2.136,1,0,0,0,-7.411459,15.095976,0.000000,6.651275,5.955221,0.51132,0.09464
2.137,1,0,0,0,-7.616420,15.088786,0.000000,6.651275,5.945004,0.46043,0.09483
2.138,1,0,0,0,-7.821380,15.081596,0.000000,6.651275,5.934788,0.43445,0.09481
2.139,1,0,0,0,-8.016805,15.071936,0.000000,6.651275,5.924212,0.41142,0.09461
2.140,1,0,0,0,-8.210520,15.061831,0.000000,6.651275,5.913572,0.38579,0.09470
2.141,1,0,0,0,-8.404235,15.051728,0.000000,6.651275,5.902932,0.36156,0.09498
2.142,1,0,0,0,-8.597950,15.041624,0.000000,6.651275,5.892292,0.33762,0.09506
2.143,1,0,0,0,-8.767083,15.029742,0.000000,6.651645,5.881312,0.30096,0.09477
2.144,1,0,0,0,-8.931811,15.017541,0.000000,6.652042,5.870272,0.25885,0.09455
2.145,1,0,0,0,-9.096539,15.005340,0.000000,6.652395,5.859231,0.23344,0.09472
2.146,1,0,0,0,-9.261266,14.993138,0.000000,6.652744,5.848191,0.20995,0.09483
2.147,1,0,0,0,-9.406547,14.979592,0.000000,6.652768,5.837387,0.18221,0.09483
2.148,1,0,0,0,-9.548341,14.965806,0.000000,6.652768,5.826624,0.15660,0.09466
2.149,1,0,0,0,-9.690135,14.952020,0.000000,6.652768,5.815862,0.12994,0.09449
2.150,1,0,0,0,-9.831929,14.938233,0.000000,6.652768,5.805100,0.07988,0.09468
2.151,1,0,0,0,-9.973332,14.924150,0.000000,6.652768,5.794421,0.05368,0.09487
2.152,1,0,0,0,-10.114665,14.910015,0.000000,6.652768,5.783757,0.02748,0.09475
2.153,1,0,0,0,-10.255998,14.895879,0.000000,6.652768,5.773093,0.00272,0.09445
2.154,1,0,0,0,-10.397330,14.881742,0.000000,6.652768,5.762428,-0.02145,0.09463
2.155,1,0,0,0,-10.546661,14.867275,0.000000,6.651694,5.753000,-0.04521,0.09491
2.156,1,0,0,0,-10.697427,14.852750,0.000000,6.650539,5.743793,-0.08293,0.09497
2.157,1,0,0,0,-10.848191,14.838223,0.000000,6.649467,5.734585,-0.12723,0.09479
2.158,1,0,0,0,-10.998957,14.823697,0.000000,6.648402,5.725378,-0.15340,0.09466
2.159,1,0,0,0,-11.156052,14.808195,0.000000,6.648104,5.715765,-0.17859,0.09484
2.160,1,0,0,0,-11.314282,14.792517,0.000000,6.647863,5.706081,-0.20624,0.09507
2.161,1,0,0,0,-11.472513,14.776839,0.000000,6.646915,5.696397,-0.22849,0.09506
2.162,1,0,0,0,-11.630744,14.761162,0.000000,6.645914,5.686712,-0.26431,0.09476
2.163,1,0,0,0,-11.779695,14.745950,0.000000,6.640842,5.677109,-0.30821,0.09494
2.164,1,0,0,0,-11.926983,14.730822,0.000000,6.635464,5.667519,-0.33014,0.09523
2.165,1,0,0,0,-12.074270,14.715693,0.000000,6.633559,5.657930,-0.35686,0.09535
2.166,1,0,0,0,-12.221559,14.700564,0.000000,6.631915,5.648341,-0.38049,0.09510
2.167,1,0,0,0,-12.348620,14.684964,0.000000,6.628911,5.636920,-0.40715,0.09507
2.168,1,0,0,0,-12.472056,14.669279,0.000000,6.625803,5.625173,-0.43935,0.09532
2.169,1,0,0,0,-12.595493,14.653595,0.000000,6.625344,5.613424,-0.48018,0.09542
2.170,1,0,0,0,-12.718929,14.637910,0.000000,6.625084,5.601676,-0.50647,0.09532
2.171,1,0,0,0,-12.813176,14.622611,0.000000,3.544410,5.591353,-0.53064,0.09519
2.172,1,0,0,0,-12.902191,14.607381,0.000000,0.231877,5.581285,-0.55440,0.09533
2.173,0,0,0,0,-12.991205,14.592151,0.000000,0.000000,5.571217,-0.57530,0.09553
2.174,0,0,0,0,-13.080220,14.576921,0.000000,0.000000,5.561149,-0.60283,0.09556
2.175,0,0,0,0,-13.146818,14.562312,0.000000,0.000000,5.550943,-0.65065,0.09532
2.176,0,0,0,0,-13.209397,14.547814,0.000000,0.000000,5.540713,-0.67166,0.09538
2.177,0,0,0,0,-13.271977,14.533317,0.000000,0.000000,5.530482,-0.69359,0.09568
2.178,0,0,0,0,-13.334558,14.518819,0.000000,0.000000,5.520251,-0.71730,0.09572
2.179,0,0,0,0,-13.369843,14.504956,0.000000,0.000000,5.510494,-0.73865,0.09545
2.180,0,0,0,0,-13.400236,14.491207,0.000000,0.000000,5.500821,-0.76332,0.09525
2.181,0,0,0,0,-13.430630,14.477459,0.000000,0.000000,5.491148,-0.79428,0.09544
2.182,0,0,0,0,-13.461023,14.463710,0.000000,0.000000,5.481474,-0.82867,0.09554
2.183,0,0,0,0,-13.462105,14.450334,0.000000,0.000000,5.472684,-0.84856,0.09546
2.184,0,0,0,0,-13.457932,14.437024,0.000000,0.000000,5.464051,-0.86902,0.09523
2.185,0,0,0,0,-13.453760,14.423715,0.000000,0.000000,5.455419,-0.88945,0.09527
2.186,0,0,0,0,-13.449588,14.410404,0.000000,0.000000,5.446786,-0.91013,0.09551
2.187,0,0,0,0,-13.416327,14.397021,0.000000,0.000000,5.438268,-0.93613,0.09563
2.188,0,0,0,0,-13.377852,14.383625,0.000000,0.000000,5.429770,-0.97163,0.09551
2.189,0,0,0,0,-13.339377,14.370228,0.000000,0.000000,5.421273,-0.98901,0.09559
2.190,0,0,0,0,-13.300902,14.356832,0.000000,0.000000,5.412776,-1.01053,0.09596
2.191,0,0,0,0,-13.242846,14.343410,0.000000,0.000000,5.405257,-1.02744,0.09614
2.192,0,0,0,0,-13.181279,14.329985,0.000000,0.000000,5.397914,-1.04716,0.09594
2.193,0,0,0,0,-13.119713,14.316560,0.000000,0.000000,5.390571,-1.07062,0.09604
2.194,0,0,0,0,-13.058146,14.303134,0.000000,0.000000,5.383228,-1.10039,0.09637
2.195,0,0,0,0,-12.998075,14.290753,0.000000,0.000000,5.377459,-1.11710,0.09642
2.196,0,0,0,0,-12.938272,14.278561,0.000000,0.000000,5.371971,-1.13440,0.09620
2.197,0,0,0,0,-12.878468,14.266368,0.000000,0.000000,5.366484,-1.15065,0.09620
2.198,0,0,0,0,-12.818665,14.254175,0.000000,0.000000,5.360996,-1.16670,0.09643
2.199,0,0,0,0,-12.771413,14.242037,0.000000,0.000000,5.356550,-1.18678,0.09661
2.200,0,0,0,0,-12.726412,14.229908,0.000000,0.000000,5.352290,-1.21652,0.09647
2.201,0,0,0,0,-12.681410,14.217778,0.000000,0.000000,5.348030,-1.22719,0.09631
2.202,0,0,0,0,-12.636408,14.205649,0.000000,0.000000,5.343771,-1.23843,0.09660
2.203,0,0,0,0,-12.616140,14.194102,0.000000,0.000000,5.341172,-1.25307,0.09676
2.204,0,0,0,0,-12.600306,14.182659,0.000000,0.000000,5.338871,-1.26897,0.09657
2.205,0,0,0,0,-12.584471,14.171216,0.000000,0.000000,5.336570,-1.28595,0.09643
2.206,0,0,0,0,-12.568636,14.159773,0.000000,0.000000,5.334269,-1.30612,0.09665
2.207,0,0,0,0,-12.561718,14.148497,0.000000,0.000000,5.332401,-1.31996,0.09683
2.208,0,0,0,0,-12.556397,14.137250,0.000000,0.000000,5.330611,-1.33145,0.09659
2.209,0,0,0,0,-12.551078,14.126003,0.000000,0.000000,5.328821,-1.34544,0.09656
2.210,0,0,0,0,-12.545758,14.114757,0.000000,0.000000,5.327031,-1.35530,0.09688
2.211,0,0,0,0,-12.541833,14.103318,0.000000,0.000000,5.326769,-1.36308,0.09703
2.212,0,0,0,0,-12.538157,14.091846,0.000000,0.000000,5.326782,-1.38174,0.09693
2.213,0,0,0,0,-12.534482,14.080374,0.000000,0.000000,5.326794,-1.39098,0.09674
2.214,0,0,0,0,-12.530807,14.068901,0.000000,0.000000,5.326807,-1.40028,0.09688
2.215,0,0,0,0,-12.507229,14.057694,0.000000,0.000000,5.328020,-1.40907,0.09704
2.216,0,0,0,0,-12.480083,14.046535,0.000000,0.000000,5.329448,-1.41557,0.09696
2.217,0,0,0,0,-12.452938,14.035375,0.000000,0.000000,5.330876,-1.42741,0.09674
2.218,0,0,0,0,-12.425793,14.024215,0.000000,0.000000,5.332304,-1.43646,0.09695
2.219,0,0,0,0,-12.385878,14.013447,0.000000,0.000000,5.335190,-1.44537,0.09716
2.220,0,0,0,0,-12.343673,14.002748,0.000000,0.000000,5.338337,-1.44812,0.09706
2.221,0,0,0,0,-12.301468,13.992051,0.000000,0.000000,5.341485,-1.45389,0.09681
2.222,0,0,0,0,-12.259263,13.981353,0.000000,0.000000,5.344633,-1.46066,0.09699
2.223,0,0,0,0,-12.211283,13.970052,0.000000,0.000000,5.349065,-1.46414,0.09717
2.224,0,0,0,0,-12.162268,13.958642,0.000000,0.000000,5.353729,-1.47078,0.09695
2.225,0,0,0,0,-12.113253,13.947232,0.000000,0.000000,5.358392,-1.47195,0.09668
2.226,0,0,0,0,-12.064238,13.935822,0.000000,0.000000,5.363055,-1.47446,0.09684
2.227,0,0,0,0,-12.029367,13.924438,0.000000,0.000000,5.368129,-1.47539,0.09695
