"Time","60 right DS","59 left DS","37a CoMy (cm)","v3 L COP","v2 R COP","37 CoMy (cm)","v1 xCoM","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,1,-4.014194,0.000000,0.000000,4.056093,3.882803,2.946632,4.699379,3.237229,5.224337,0.00011,0.09609,3.27706
0.001,0,1,-3.973976,0.000000,0.000000,4.052293,3.880815,2.945899,4.701952,3.231339,5.223857,-0.00004,0.11202,3.27690
0.002,0,1,-3.954138,0.000000,0.000000,4.048690,3.878537,2.945252,4.703977,3.226336,5.223377,0.00015,0.09730,3.27705
0.003,0,1,-3.934299,0.000000,0.000000,4.045087,3.875751,2.944605,4.706001,3.221334,5.222896,0.00015,0.08895,3.27702
0.004,0,1,-3.914461,0.000000,0.000000,4.041484,3.872607,2.943958,4.708026,3.216331,5.222415,0.00013,0.08864,3.27679
0.005,0,1,-3.911849,0.000000,0.000000,4.037755,3.868907,2.943480,4.708909,3.212586,5.221980,0.00002,0.10616,3.27686
0.006,0,1,-3.926054,0.000000,0.000000,4.033903,3.864815,2.943167,4.708675,3.210070,5.221588,0.00011,0.10726,3.27724
0.007,0,1,-3.940260,0.000000,0.000000,4.030050,3.860317,2.942854,4.708441,3.207553,5.221196,0.00002,0.08968,3.27702
0.008,0,1,-3.954466,0.000000,0.000000,4.026198,3.855532,2.942541,4.708208,3.205036,5.220804,0.00015,0.08494,3.27618
0.009,0,1,-3.978525,0.000000,0.000000,4.022299,3.850509,2.942026,4.706726,3.203170,5.220212,-0.00004,0.11030,3.27644
0.010,0,1,-4.012204,0.000000,0.000000,4.018353,3.845317,2.941314,4.704025,3.201940,5.219423,0.00028,0.10130,3.27781
0.011,0,1,-4.045884,0.000000,0.000000,4.014408,3.839899,2.940602,4.701324,3.200710,5.218635,0.00011,0.07412,3.27809
0.012,0,1,-4.079563,0.000000,0.000000,4.010462,3.834320,2.939889,4.698623,3.199479,5.217846,0.00002,0.08699,3.27725
0.013,0,1,-4.114902,0.000000,0.000000,4.006341,3.828534,2.939189,4.695757,3.198092,5.217092,0.00033,0.11573,3.27667
0.014,0,1,-4.151862,0.000000,0.000000,4.002047,3.822601,2.938501,4.692732,3.196551,5.216371,0.00015,0.09766,3.27637
0.015,0,1,-4.188821,1.450362,0.000000,3.997753,3.816714,2.937813,4.689706,3.195010,5.215649,0.00015,0.08265,3.27644
0.016,0,1,-4.225781,3.925382,0.000000,3.993459,3.810859,2.937125,4.686680,3.193469,5.214928,0.00020,0.09755,3.27690
0.017,0,1,-4.252899,4.948759,0.000000,3.989138,3.805303,2.936276,4.683147,3.192244,5.214280,0.00028,0.11437,3.27709
0.018,0,1,-4.270408,4.946572,0.000000,3.984789,3.799959,2.935268,4.679118,3.191329,5.213704,0.00013,0.10207,3.27702
0.019,0,1,-4.287917,4.944259,0.000000,3.980440,3.794875,2.934261,4.675089,3.190413,5.213127,0.00011,0.09153,3.27702
0.020,0,1,-4.305426,4.941858,0.000000,3.976091,3.789973,2.933254,4.671061,3.189498,5.212551,0.00013,0.09385,3.27709
0.021,0,1,-4.314195,4.939392,0.000000,3.971700,3.785234,2.931918,4.666729,3.188396,5.211888,-0.00009,0.11030,3.27732
0.022,0,1,-4.314432,4.936878,0.000000,3.967269,3.780612,2.930263,4.662103,3.187112,5.211142,0.00013,0.10476,3.27770
0.023,0,1,-4.314669,4.934176,0.000000,3.962837,3.776185,2.928607,4.657476,3.185828,5.210394,-0.00013,0.08889,3.27778
0.024,0,1,-4.314906,4.931343,0.000000,3.958406,3.771898,2.926951,4.652849,3.184545,5.209648,0.00013,0.09088,3.27755
0.025,0,1,-4.306122,4.928220,0.000000,3.953993,3.767861,2.925066,4.647991,3.183513,5.208421,0.00013,0.11627,3.27736
0.026,0,1,-4.288532,4.924894,0.000000,3.949599,3.764002,2.922957,4.642906,3.182727,5.206726,-0.00015,0.10058,3.27721
0.027,0,1,-4.270941,4.921498,0.000000,3.945204,3.760386,2.920848,4.637821,3.181941,5.205031,0.00026,0.08746,3.27717
0.028,0,1,-4.253350,4.918054,0.000000,3.940810,3.756943,2.918738,4.632736,3.181155,5.203337,0.00000,0.10926,3.27724
0.029,0,1,-4.230429,4.914769,0.000000,3.936562,3.753720,2.916193,4.627508,3.180185,5.202038,-0.00013,0.11297,3.27736
0.030,0,1,-4.202304,4.911599,0.000000,3.932456,3.750650,2.913222,4.622139,3.179035,5.201125,0.00013,0.08429,3.27751
0.031,0,1,-4.174180,4.908461,0.000000,3.928350,3.747775,2.910251,4.616771,3.177886,5.200212,-0.00002,0.09193,3.27759
0.032,0,1,-4.146055,4.905347,0.000000,3.924244,3.745036,2.907281,4.611403,3.176736,5.199300,0.00004,0.12123,3.27759
0.033,0,1,-4.108492,4.902105,0.000000,3.920141,3.742496,2.903741,4.606082,3.175737,5.198156,-0.00002,0.10214,3.27759
0.034,0,1,-4.061713,4.898773,0.000000,3.916042,3.740098,2.899645,4.600810,3.174886,5.196786,0.00004,0.09569,3.27759
0.035,0,1,-4.014935,4.895452,0.000000,3.911943,3.738047,2.895550,4.595536,3.174036,5.195416,0.00013,0.11635,3.27732
0.036,0,1,-3.968156,4.892138,0.000000,3.907844,3.736241,2.891454,4.590263,3.173185,5.194046,-0.00002,0.11335,3.27679
0.037,0,1,-3.903194,4.889037,0.000000,3.903782,3.734941,2.886347,4.585430,3.172091,5.192890,0.00004,0.09374,3.27671
0.038,0,1,-3.820479,4.886084,0.000000,3.899758,3.733999,2.880252,4.581028,3.170758,5.191943,0.00002,0.10464,3.27709
0.039,0,1,-3.737764,4.883433,0.000000,3.895733,3.733590,2.874158,4.576625,3.169426,5.190996,0.00017,0.12034,3.27732
0.040,0,1,-3.655049,4.880994,0.000000,3.891708,3.733557,2.868063,4.572222,3.168094,5.190049,0.00026,0.10593,3.27740
0.041,0,1,-3.552448,4.878911,0.000000,3.887847,3.734077,2.861249,4.569026,3.166587,5.189109,0.00013,0.09829,3.27736
0.042,0,1,-3.430434,4.877080,0.000000,3.884146,3.734987,2.853733,4.567006,3.164909,5.188178,0.00024,0.10678,3.27721
0.043,0,1,-3.308419,4.875635,0.000000,3.880445,3.736614,2.846216,4.564986,3.163231,5.187246,0.00013,0.11967,3.27705
0.044,0,1,-3.186405,4.874462,0.000000,3.876745,3.738746,2.838700,4.562966,3.161553,5.186315,0.00013,0.10808,3.27690
0.045,0,1,-3.040065,4.873656,0.000000,3.873418,3.741752,2.831050,4.562134,3.159982,5.185274,0.00002,0.09916,3.27698
0.046,0,1,-2.869977,4.873110,0.000000,3.870457,3.745375,2.823268,4.562462,3.158515,5.184128,0.00015,0.11155,3.27728
0.047,0,1,-2.699889,4.872713,0.000000,3.867496,3.749828,2.815487,4.562789,3.157048,5.182981,0.00000,0.11883,3.27728
0.048,0,1,-2.529801,4.872421,0.000000,3.864536,3.754866,2.807706,4.563117,3.155580,5.181835,0.00013,0.09893,3.27698
0.049,0,1,-2.345423,4.872055,0.000000,3.862077,3.760599,2.800717,4.563189,3.153969,5.180867,-0.00004,0.08921,3.27679
0.050,0,1,-2.147095,4.871636,0.000000,3.860110,3.766821,2.794501,4.563011,3.152218,5.180073,0.00015,0.11182,3.27671
0.051,0,1,-1.948767,4.871144,0.000000,3.858142,3.773455,2.788285,4.562833,3.150466,5.179279,0.00011,0.12209,3.27709
0.052,0,1,-1.750438,4.870601,0.000000,3.856175,3.780379,2.782069,4.562655,3.148714,5.178485,0.00000,0.09839,3.27793
0.053,0,1,-1.550510,4.870038,0.000000,3.854472,3.787441,2.776638,4.562642,3.146995,5.177419,0.00013,0.09374,3.27809
0.054,0,1,-1.349019,4.869461,0.000000,3.853027,3.794601,2.771974,4.562788,3.145306,5.176087,0.00000,0.11712,3.27755
0.055,0,1,-1.147528,4.868866,0.000000,3.851583,3.801870,2.767310,4.562934,3.143618,5.174756,0.00028,0.11385,3.27713
0.056,0,1,-0.946037,4.868261,0.000000,3.850138,3.809215,2.762645,4.563080,3.141929,5.173424,-0.00011,0.09735,3.27683
0.057,0,1,-0.757725,4.867637,0.000000,3.849298,3.816650,2.758483,4.563030,3.140810,5.172271,-0.00013,0.09054,3.27679
0.058,0,1,-0.582280,4.867000,0.000000,3.849050,3.824148,2.754811,4.562787,3.140246,5.171291,0.00017,0.09552,3.27701
0.059,0,1,-0.406835,4.866391,0.000000,3.848802,3.831465,2.751139,4.562544,3.139682,5.170311,0.00002,0.11422,3.27709
0.060,0,1,-0.231390,4.865801,0.000000,3.848553,3.838656,2.747467,4.562302,3.139118,5.169331,0.00011,0.11024,3.27702
0.061,0,1,-0.082011,4.865281,0.000000,3.848697,3.845373,2.743909,4.561986,3.138571,5.168601,0.00002,0.09092,3.27690
0.062,0,1,0.041921,4.864810,0.000000,3.849223,3.851756,2.740462,4.561600,3.138040,5.168114,-0.00002,0.08313,3.27675
0.063,0,1,0.165853,4.864376,0.000000,3.849750,3.857594,2.737015,4.561213,3.137509,5.167627,0.00013,0.10792,3.27698
0.064,0,1,0.289785,4.863969,0.000000,3.850276,3.863046,2.733569,4.560826,3.136978,5.167140,0.00000,0.11578,3.27759
0.065,0,1,0.389099,4.863546,0.000000,3.850923,3.867948,2.730455,4.560652,3.136339,5.166389,0.00026,0.09320,3.27774
0.066,0,1,0.464379,4.863114,0.000000,3.851687,3.872460,2.727665,4.560686,3.135595,5.165380,-0.00002,0.08168,3.27744
0.067,0,1,0.539660,4.862622,0.000000,3.852452,3.876434,2.724876,4.560719,3.134851,5.164370,0.00004,0.10126,3.27732
0.068,0,1,0.614941,4.862087,0.000000,3.853216,3.880029,2.722086,4.560753,3.134107,5.163361,0.00002,0.11342,3.27740
0.069,0,1,0.672729,4.861465,0.000000,3.853977,3.883139,2.719224,4.560684,3.133257,5.162221,-0.00011,0.09783,3.27736
0.070,0,1,0.713439,4.860781,0.000000,3.854734,3.885907,2.716292,4.560516,3.132305,5.160956,0.00011,0.09029,3.27721
0.071,0,1,0.754149,4.860061,0.000000,3.855492,3.888402,2.713359,4.560348,3.131353,5.159690,0.00015,0.09303,3.27705
0.072,0,1,0.794859,4.859315,0.000000,3.856249,3.890703,2.710427,4.560179,3.130401,5.158425,-0.00002,0.11172,3.27690
0.073,0,1,0.832594,4.858595,0.000000,3.857011,3.892957,2.707618,4.560349,3.129630,5.156871,0.00000,0.10723,3.27671
0.074,0,1,0.867426,4.857892,0.000000,3.857778,3.895178,2.704929,4.560852,3.129037,5.155035,0.00015,0.08714,3.27648
0.075,0,1,0.902257,4.857228,0.000000,3.858544,3.897454,2.702240,4.561353,3.128445,5.153200,-0.00013,0.08453,3.27671
0.076,0,1,0.937088,4.856591,0.000000,3.859310,3.899767,2.699552,4.561855,3.127852,5.151364,0.00000,0.11350,3.27739
0.077,0,1,0.973816,4.856003,0.000000,3.860156,3.902188,2.696752,4.562258,3.127424,5.149827,0.00013,0.10631,3.27748
0.078,0,1,1.012395,4.855448,0.000000,3.861079,3.904684,2.693845,4.562565,3.127156,5.148582,0.00015,0.07764,3.27694
0.079,0,1,1.050974,4.854986,0.000000,3.862002,3.907281,2.690938,4.562872,3.126888,5.147336,-0.00013,0.08700,3.27679
0.080,0,1,1.089553,4.854589,0.000000,3.862925,3.909950,2.688030,4.563179,3.126620,5.146091,0.00013,0.11736,3.27701
0.081,0,1,1.126900,4.854323,0.000000,3.864042,3.912701,2.684026,4.563385,3.126632,5.145320,0.00026,0.09256,3.27709
0.082,0,1,1.163043,4.854147,0.000000,3.865349,3.915509,2.678951,4.563491,3.126918,5.145012,-0.00015,0.08428,3.27702
0.083,0,1,1.199185,4.854053,0.000000,3.866656,3.918383,2.673876,4.563599,3.127204,5.144704,-0.00002,0.10500,3.27720
0.084,0,1,1.235328,4.854017,0.000000,3.867964,3.921303,2.668800,4.563705,3.127490,5.144397,0.00002,0.10786,3.27766
0.085,0,1,1.268416,4.853999,0.000000,3.869363,3.924243,2.661589,4.563917,3.127929,5.144077,0.00000,0.09208,3.27736
0.086,0,1,1.298521,4.853994,0.000000,3.870853,3.927197,2.652293,4.564230,3.128516,5.143747,0.00000,0.09596,3.27630
0.087,0,1,1.328627,4.853985,0.000000,3.872344,3.929975,2.642996,4.564543,3.129104,5.143416,0.00004,0.10504,3.27629
0.088,0,1,1.358732,4.853973,0.000000,3.873834,3.932627,2.633700,4.564857,3.129691,5.143085,0.00028,0.10221,3.27735
0.089,0,1,1.378805,4.853947,0.000000,3.875249,3.934922,2.622583,4.565151,3.130157,5.142718,0.00002,0.09237,3.27763
0.090,0,1,1.389085,4.853909,0.000000,3.876592,3.936964,2.609690,4.565426,3.130503,5.142314,0.00002,0.09044,3.27709
0.091,0,1,1.399364,4.853843,0.000000,3.877934,3.938729,2.596796,4.565701,3.130849,5.141910,0.00002,0.10386,3.27690
0.092,0,1,1.409643,4.853755,0.000000,3.879277,3.940297,2.583902,4.565976,3.131195,5.141506,-0.00002,0.10067,3.27705
0.093,0,1,1.414145,4.853634,0.000000,3.880623,3.941730,2.570513,4.566470,3.131507,5.140816,-0.00015,0.08434,3.27713
0.094,0,1,1.413006,4.853489,0.000000,3.881972,3.943068,2.556642,4.567177,3.131786,5.139849,0.00026,0.07940,3.27713
0.095,0,1,1.411868,4.853360,0.000000,3.883321,3.944364,2.542770,4.567884,3.132066,5.138881,0.00015,0.10465,3.27717
0.096,0,1,1.410729,4.853241,0.000000,3.884670,3.945632,2.528898,4.568591,3.132345,5.137913,0.00002,0.09371,3.27724
0.097,0,1,1.403877,4.853185,0.824373,3.886221,3.946909,2.514737,4.569327,3.132559,5.137055,0.00015,0.07421,3.27728
0.098,1,1,1.391449,4.853172,2.231153,3.887971,3.948192,2.500295,4.570093,3.132710,5.136303,0.00011,0.09206,3.27728
0.099,1,1,1.379020,4.853181,2.809365,3.889721,3.949399,2.485852,4.570858,3.132860,5.135551,0.00002,0.10595,3.27721
0.100,1,1,1.366591,4.853205,2.802208,3.891471,3.950552,2.471410,4.571624,3.133011,5.134799,-0.00015,0.08189,3.27705
0.101,1,1,1.359350,4.853212,2.795203,3.892900,3.951571,2.457101,4.572352,3.133474,5.134136,-0.00002,0.09020,3.27690
0.102,1,1,1.357175,4.853209,2.788305,3.894014,3.952494,2.442921,4.573044,3.134242,5.133560,0.00013,0.11269,3.27675
0.103,1,1,1.354999,4.853272,2.781615,3.895129,3.953523,2.428741,4.573737,3.135010,5.132984,0.00002,0.09723,3.27690
0.104,1,1,1.352824,4.853382,2.775072,3.896244,3.954626,2.414560,4.574429,3.135777,5.132407,0.00011,0.08089,3.27736
0.105,1,1,1.360132,4.853650,2.768770,3.897412,3.956081,2.401344,4.575099,3.136445,5.132303,0.00009,0.08743,3.27755
0.106,1,1,1.376700,4.854030,2.762637,3.898633,3.957784,2.389070,4.575746,3.137015,5.132660,0.00015,0.10411,3.27747
0.107,1,1,1.393267,4.854542,2.756809,3.899853,3.959741,2.376795,4.576393,3.137584,5.133018,-0.00024,0.09042,3.27755
0.108,1,1,1.409835,4.855149,2.751194,3.901074,3.961876,2.364520,4.577040,3.138154,5.133375,0.00006,0.08222,3.27778
0.109,1,1,1.435073,4.855816,2.745915,3.902309,3.964146,2.353110,4.577565,3.138848,5.133983,0.00000,0.09687,3.27770
0.110,1,1,1.468776,4.856525,2.740872,3.903559,3.966510,2.342543,4.577971,3.139662,5.134837,-0.00011,0.10336,3.27732
0.111,1,1,1.502478,4.857148,2.736011,3.904809,3.969244,2.331976,4.578377,3.140477,5.135690,-0.00002,0.08670,3.27728
0.112,1,1,1.536181,4.857711,2.731277,3.906059,3.972240,2.321410,4.578783,3.141292,5.136544,0.00028,0.08283,3.27759
0.113,1,1,1.579307,4.858086,2.726601,3.907620,3.975807,2.311713,4.579263,3.141760,5.136937,0.00028,0.09931,3.27755
0.114,1,1,1.631634,4.858328,2.721965,3.909487,3.979777,2.302865,4.579818,3.141891,5.136881,0.00013,0.10351,3.27717
0.115,1,1,1.683961,4.858578,2.717630,3.911354,3.983919,2.294017,4.580372,3.142022,5.136825,0.00017,0.08826,3.27702
0.116,1,1,1.736287,4.858831,2.713506,3.913221,3.988181,2.285168,4.580926,3.142152,5.136768,0.00011,0.07330,3.27709
0.117,1,1,1.780900,4.859293,2.709946,3.915100,3.992150,2.277782,4.581530,3.142451,5.137098,0.00026,0.09411,3.27705
0.118,1,1,1.817982,4.859903,2.706783,3.916993,3.995911,2.271823,4.582181,3.142913,5.137804,-0.00026,0.11114,3.27690
0.119,1,0,1.855063,3.436130,2.704070,3.918885,3.999382,2.265863,4.582832,3.143375,5.138509,0.00017,0.08720,3.27701
0.120,1,0,1.892145,1.006052,2.701675,3.920778,4.002649,2.259904,4.583483,3.143837,5.139215,0.00026,0.08697,3.27740
0.121,1,0,1.919564,0.000000,2.699589,3.922696,4.005729,2.255243,4.584073,3.144384,5.139631,0.00004,0.10742,3.27744
0.122,1,0,1.937549,0.000000,2.697722,3.924640,4.008676,2.251848,4.584601,3.145012,5.139763,-0.00013,0.10176,3.27713
0.123,1,0,1.955535,0.000000,2.696380,3.926584,4.011378,2.248454,4.585129,3.145641,5.139895,0.00026,0.08411,3.27702
0.124,1,0,1.973521,0.000000,2.695409,3.928528,4.013906,2.245060,4.585658,3.146269,5.140028,0.00015,0.08265,3.27709
0.125,1,0,1.972538,0.000000,2.695160,3.930632,4.016074,2.243304,4.586129,3.147288,5.139360,0.00026,0.09876,3.27721
0.126,1,0,1.953038,0.000000,2.695422,3.932892,4.017986,2.243146,4.586544,3.148689,5.137911,0.00004,0.10163,3.27736
0.127,1,0,1.933537,0.000000,2.696076,3.935153,4.019362,2.242989,4.586960,3.150090,5.136463,0.00002,0.08610,3.27725
0.128,1,0,1.914037,0.000000,2.697005,3.937413,4.020360,2.242831,4.587375,3.151491,5.135014,0.00013,0.08020,3.27686
0.129,1,0,1.874444,0.000000,2.697960,3.939497,4.020687,2.242832,4.587560,3.153267,5.132510,0.00002,0.09067,3.27690
0.130,1,0,1.815235,0.000000,2.698934,3.941410,4.020540,2.242985,4.587518,3.155410,5.128975,-0.00002,0.10275,3.27736
0.131,1,0,1.756027,0.000000,2.700097,3.943323,4.019852,2.243140,4.587476,3.157553,5.125441,0.00028,0.08885,3.27751
0.132,1,0,1.696818,0.000000,2.701393,3.945235,4.018782,2.243294,4.587435,3.159695,5.121907,0.00013,0.07012,3.27736
0.133,1,0,1.622045,0.000000,2.703086,3.947040,4.017318,2.243943,4.587380,3.162305,5.116543,-0.00013,0.08588,3.27732
0.134,1,0,1.532077,0.000000,2.705059,3.948739,4.015576,2.245077,4.587311,3.165371,5.109394,0.00015,0.11099,3.27740
0.135,1,0,1.442109,0.000000,2.707170,3.950438,4.013350,2.246211,4.587243,3.168437,5.102244,0.00000,0.09181,3.27755
0.136,1,0,1.352140,0.000000,2.709379,3.952137,4.010783,2.247345,4.587175,3.171502,5.095095,0.00000,0.08395,3.27778
0.137,1,0,1.247752,0.000000,2.711410,3.953561,4.007629,2.248168,4.587113,3.174536,5.087617,0.00011,0.09396,3.27778
0.138,1,0,1.129285,0.000000,2.713315,3.954716,4.004061,2.248687,4.587058,3.177539,5.079820,0.00011,0.10369,3.27755
0.139,1,0,1.010818,0.000000,2.715064,3.955872,4.000064,2.249207,4.587003,3.180542,5.072021,0.00013,0.09144,3.27740
0.140,1,0,0.892352,0.000000,2.716702,3.957027,3.995765,2.249726,4.586947,3.183545,5.064224,-0.00015,0.08034,3.27732
0.141,1,0,0.773701,0.000000,2.718284,3.957800,3.991250,2.250058,4.587101,3.186492,5.055972,0.00015,0.08900,3.27728
0.142,1,0,0.654870,0.000000,2.719826,3.958201,3.986584,2.250207,4.587457,3.189385,5.047276,0.00011,0.10392,3.27728
0.143,1,0,0.536040,0.000000,2.721346,3.958601,3.981844,2.250357,4.587813,3.192278,5.038580,-0.00013,0.09660,3.27709
0.144,1,0,0.417209,0.000000,2.722849,3.959001,3.977054,2.250507,4.588170,3.195171,5.029885,-0.00028,0.07885,3.27671
0.145,1,0,0.298190,0.000000,2.724327,3.959322,3.972265,2.250762,4.588257,3.197813,5.020672,-0.00013,0.07974,3.27675
0.146,1,0,0.178987,0.000000,2.725788,3.959565,3.967479,2.251119,4.588082,3.200210,5.010952,0.00026,0.10720,3.27720
0.147,1,0,0.059784,0.000000,2.727158,3.959808,3.962561,2.251476,4.587907,3.202607,5.001234,-0.00004,0.09896,3.27755
0.148,1,0,-0.059419,0.000000,2.728464,3.960051,3.957552,2.251833,4.587731,3.205004,4.991515,0.00011,0.07449,3.27778
0.149,1,0,-0.175376,0.000000,2.729616,3.959939,3.952313,2.252351,4.587272,3.206790,4.982224,0.00002,0.08943,3.27751
0.150,1,0,-0.288164,0.000000,2.730660,3.959481,3.946910,2.253027,4.586535,3.207979,4.973353,0.00039,0.11671,3.27675
0.151,1,0,-0.400952,0.000000,2.731583,3.959024,3.941585,2.253703,4.585799,3.209169,4.964482,0.00013,0.09402,3.27648
0.152,1,0,-0.513740,0.000000,2.732421,3.958567,3.936316,2.254379,4.585062,3.210358,4.955611,0.00028,0.07668,3.27671
0.153,1,0,-0.613515,0.000000,2.733175,3.957975,3.931429,2.255153,4.584343,3.211069,4.946240,0.00004,0.08379,3.27679
0.154,1,0,-0.700585,0.000000,2.733871,3.957253,3.926812,2.256024,4.583642,3.211312,4.936383,0.00011,0.10394,3.27671
0.155,1,0,-0.787655,0.000000,2.734417,3.956531,3.922340,2.256895,4.582940,3.211556,4.926526,0.00013,0.09476,3.27675
0.156,1,0,-0.874725,0.000000,2.734856,3.955808,3.917970,2.257766,4.582238,3.211799,4.916668,0.00011,0.08032,3.27690
0.157,1,0,-0.956052,0.000000,2.735058,3.954800,3.913461,2.258505,4.581470,3.211385,4.907420,0.00017,0.08786,3.27702
0.158,1,0,-1.031772,0.000000,2.735093,3.953513,3.908852,2.259116,4.580637,3.210329,4.898765,-0.00013,0.10447,3.27709
0.159,1,0,-1.107493,0.000000,2.734848,3.952226,3.904297,2.259727,4.579804,3.209273,4.890110,-0.00002,0.09054,3.27747
0.160,1,0,-1.183213,0.000000,2.734407,3.950938,3.899780,2.260337,4.578971,3.208217,4.881456,-0.00009,0.07875,3.27816
0.161,1,0,-1.242487,0.000000,2.733711,3.949490,3.895611,2.260782,4.578311,3.206689,4.874267,0.00004,0.08387,3.27820
0.162,1,0,-1.285705,0.000000,2.732837,3.947884,3.891688,2.261066,4.577822,3.204699,4.868507,0.00002,0.10298,3.27759
0.163,1,0,-1.328924,0.000000,2.731985,3.946278,3.888253,2.261349,4.577332,3.202710,4.862748,-0.00011,0.09330,3.27717
0.164,1,0,-1.372142,0.000000,2.731149,3.944673,3.885164,2.261633,4.576843,3.200720,4.856989,0.00026,0.08129,3.27694
0.165,1,0,-1.402930,0.000000,2.730610,3.943322,3.882602,2.262238,4.576310,3.199161,4.852641,0.00017,0.08893,3.27698
0.166,1,0,-1.421583,0.000000,2.730280,3.942222,3.880414,2.263156,4.575734,3.198023,4.849671,0.00013,0.10452,3.27728
0.167,1,0,-1.440235,0.000000,2.730189,3.941121,3.878532,2.264075,4.575159,3.196884,4.846702,0.00031,0.09587,3.27732
0.168,1,0,-1.458888,0.000000,2.730267,3.940021,3.876867,2.264993,4.574583,3.195745,4.843732,0.00000,0.08172,3.27709
0.169,1,0,-1.457620,0.000000,2.730437,3.938534,3.875335,2.265915,4.574167,3.194916,4.842297,0.00015,0.08323,3.27702
0.170,1,0,-1.436903,0.000000,2.730672,3.936668,3.873897,2.266840,4.573906,3.194390,4.842360,0.00013,0.10597,3.27709
0.171,1,0,-1.416187,0.000000,2.730868,3.934803,3.872966,2.267765,4.573647,3.193863,4.842423,0.00015,0.10149,3.27709
0.172,1,0,-1.395471,0.000000,2.731037,3.932938,3.872392,2.268690,4.573386,3.193336,4.842487,0.00000,0.08117,3.27702
0.173,1,0,-1.346430,0.000000,2.731084,3.931219,3.872738,2.269823,4.572949,3.192358,4.842971,0.00000,0.08354,3.27709
0.174,1,0,-1.269736,0.000000,2.731045,3.929643,3.873731,2.271159,4.572340,3.190938,4.843864,0.00002,0.10503,3.27732
0.175,1,0,-1.193042,0.000000,2.731003,3.928068,3.875533,2.272495,4.571730,3.189518,4.844759,0.00004,0.10066,3.27740
0.176,1,0,-1.116348,0.000000,2.730958,3.926492,3.877905,2.273831,4.571120,3.188098,4.845653,-0.00002,0.08529,3.27732
0.177,1,0,-1.017966,0.000000,2.731023,3.925172,3.880893,2.275101,4.570447,3.186883,4.846755,0.00002,0.08308,3.27698
0.178,1,0,-0.898409,0.000000,2.731165,3.924102,3.884317,2.276308,4.569711,3.185869,4.848060,-0.00002,0.10095,3.27637
0.179,1,0,-0.778852,0.000000,2.731258,3.923033,3.888469,2.277514,4.568976,3.184854,4.849365,-0.00011,0.09740,3.27652
0.180,1,0,-0.659295,0.000000,2.731314,3.921963,3.893136,2.278720,4.568241,3.183839,4.850670,0.00026,0.08415,3.27743
0.181,1,0,-0.518130,0.000000,2.731136,3.921256,3.898648,2.279466,4.567693,3.182677,4.852552,0.00013,0.08937,3.27751
0.182,1,0,-0.355870,0.000000,2.730793,3.920902,3.904756,2.279762,4.567330,3.181369,4.854999,0.00000,0.10332,3.27675
0.183,1,0,-0.193610,0.000000,2.730273,3.920548,3.911459,2.280058,4.566966,3.180061,4.857444,0.00002,0.09263,3.27678
0.184,1,0,-0.031350,0.000000,2.729629,3.920194,3.918583,2.280354,4.566603,3.178754,4.859890,0.00011,0.07981,3.27762
0.185,1,0,0.131512,0.000000,2.728928,3.920290,3.925972,2.280576,4.566379,3.177311,4.861966,0.00013,0.08555,3.27774
0.186,1,0,0.294963,0.000000,2.728188,3.920823,3.933546,2.280725,4.566292,3.175737,4.863682,-0.00013,0.10766,3.27713
0.187,1,0,0.458414,0.000000,2.727477,3.921356,3.941143,2.280874,4.566205,3.174162,4.865397,-0.00002,0.09490,3.27694
0.188,1,0,0.621865,0.000000,2.726788,3.921889,3.948756,2.281023,4.566118,3.172587,4.867113,-0.00013,0.08072,3.27717
0.189,1,0,0.774946,0.000000,2.726216,3.922668,3.956212,2.281232,4.565819,3.171411,4.868885,0.00013,0.10307,3.27728
0.190,1,0,0.917903,0.000000,2.725728,3.923685,3.963557,2.281501,4.565312,3.170622,4.870713,0.00013,0.10681,3.27728
0.191,1,0,1.060859,0.000000,2.725487,3.924703,3.970738,2.281769,4.564805,3.169833,4.872540,0.00002,0.08145,3.27717
0.192,1,0,1.203816,0.000000,2.725420,3.925721,3.977802,2.282037,4.564298,3.169044,4.874368,0.00013,0.08629,3.27694
0.193,1,0,1.328968,0.000000,2.725691,3.927097,3.984692,2.282822,4.564058,3.168694,4.875748,-0.00013,0.10529,3.27675
0.194,1,0,1.436739,0.000000,2.726200,3.928824,3.991458,2.284111,4.564079,3.168774,4.876691,-0.00026,0.09467,3.27660
0.195,1,0,1.544509,0.000000,2.726900,3.930551,3.997808,2.285401,4.564101,3.168853,4.877634,0.00026,0.08350,3.27660
0.196,1,0,1.652279,0.000000,2.727734,3.932278,4.003866,2.286690,4.564122,3.168933,4.878577,0.00013,0.09169,3.27675
0.197,1,0,1.732579,0.000000,2.728567,3.934195,4.009271,2.288240,4.564080,3.168807,4.878799,-0.00013,0.10363,3.27664
0.198,1,0,1.786061,0.000000,2.729398,3.936296,4.014216,2.290043,4.563975,3.168481,4.878317,0.00011,0.09932,3.27625
0.199,1,0,1.839542,0.000000,2.730128,3.938398,4.018583,2.291846,4.563871,3.168154,4.877835,0.00011,0.09597,3.27636
0.200,1,0,1.893023,0.000000,2.730788,3.940500,4.022541,2.293649,4.563767,3.167829,4.877353,0.00002,0.09754,3.27698
