"Time","61 right DS","60 left DS","59 lHL swoff","58 lHL swon","57 rHL swoff","56 rHL swon","55 lFL swoff","54 lFL swon","53 rFL swoff","52 rFL swon","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","29 HRx (cm)","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.565077,-2.243053,6.670143,14.232632,10.038299,16.530901,10.353432,1.48497,0.11064,3.27670
0.001,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.564797,-2.210375,6.667860,14.221727,10.084778,16.539299,10.344436,1.48385,0.09617,3.27701
0.002,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.565222,-2.151395,6.665625,14.211059,10.126231,16.545788,10.335415,1.48346,0.09645,3.27704
0.003,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.565968,-2.075171,6.663422,14.200545,10.164389,16.551029,10.326378,1.48422,0.10941,3.27689
0.004,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.567471,-1.998946,6.661219,14.190031,10.202546,16.556269,10.317340,1.48610,0.10222,3.27710
0.005,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.569321,-1.922722,6.659016,14.179518,10.240705,16.561508,10.308303,1.48748,0.08845,3.27756
0.006,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.571996,-1.819522,6.657010,14.169644,10.281773,16.563681,10.299249,1.48634,0.10050,3.27756
0.007,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,6.575050,-1.698636,6.655133,14.160192,10.324751,16.563843,10.290184,1.48386,0.11560,3.27725
0.008,0,0,0,0,0,0,1,0,0,0,2.464690,0.000000,6.578982,-1.577751,6.653255,14.150740,10.367728,16.564005,10.281119,1.48731,0.09757,3.27727
0.009,0,1,0,0,0,0,0,0,0,0,6.057532,0.000000,6.583315,-1.456865,6.651378,14.141288,10.410706,16.564167,10.272055,1.48661,0.08295,3.27750
0.010,0,1,0,0,0,0,0,0,0,0,7.185525,0.000000,6.588579,-1.306179,6.649767,14.129892,10.448996,16.564816,10.262944,1.48365,0.10062,3.27754
0.011,0,1,0,0,0,0,0,0,0,0,7.185294,0.000000,6.594267,-1.135956,6.648330,14.117224,10.484213,16.565781,10.253803,1.48462,0.11572,3.27747
0.012,0,1,0,0,0,0,0,0,0,0,7.185293,0.000000,6.600961,-0.965732,6.646893,14.104555,10.519430,16.566746,10.244662,1.48583,0.09547,3.27753
0.013,0,1,0,0,0,0,0,0,0,0,7.185398,0.000000,6.608116,-0.795509,6.645455,14.091887,10.554647,16.567711,10.235522,1.48398,0.07831,3.27768
0.014,0,1,0,0,0,0,0,0,0,0,7.185703,0.000000,6.616281,-0.604985,6.644682,14.080221,10.590558,16.564985,10.226241,1.48309,0.09208,3.27747
0.015,0,1,0,0,0,0,0,0,0,0,7.186100,0.000000,6.624907,-0.401152,6.644343,14.069214,10.626923,16.559841,10.216868,1.48265,0.10909,3.27701
0.016,0,1,0,0,0,0,0,0,0,0,7.186503,0.000000,6.634190,-0.197319,6.644005,14.058207,10.663288,16.554695,10.207496,1.48337,0.10252,3.27723
0.017,0,1,0,0,0,0,0,0,0,0,7.186911,0.000000,6.643773,0.006514,6.643666,14.047200,10.699654,16.549551,10.198123,1.48385,0.10063,3.27792
0.018,0,1,0,0,0,0,0,0,0,0,7.187145,0.000000,6.653637,0.214536,6.643775,14.037184,10.730206,16.538719,10.188589,1.48560,0.11282,3.27765
0.019,0,1,0,0,0,0,0,0,0,0,7.187301,0.000000,6.663630,0.425306,6.644176,14.027818,10.756949,16.524158,10.178949,1.48394,0.10452,3.27674
0.020,0,1,0,0,0,0,0,0,0,0,7.187373,0.000000,6.673894,0.636075,6.644578,14.018451,10.783691,16.509596,10.169310,1.48346,0.08029,3.27664
0.021,0,1,0,0,0,0,0,0,0,0,7.187406,0.000000,6.684283,0.846845,6.644980,14.009085,10.810434,16.495035,10.159670,1.48449,0.08264,3.27710
0.022,0,1,0,0,0,0,0,0,0,0,7.187462,0.000000,6.694945,1.046406,6.646193,13.998521,10.850345,16.482758,10.149832,1.48442,0.10770,3.27719
0.023,0,1,0,0,0,0,0,0,0,0,7.187530,0.000000,6.705734,1.238618,6.647936,13.987171,10.898890,16.471979,10.139864,1.48481,0.11300,3.27704
0.024,0,1,0,0,0,0,0,0,0,0,7.187485,0.000000,6.716393,1.430831,6.649680,13.975821,10.947433,16.461199,10.129895,1.48361,0.09523,3.27689
0.025,0,1,0,0,0,0,0,0,0,0,7.187389,0.000000,6.726992,1.623043,6.651423,13.964472,10.995978,16.450420,10.119927,1.48492,0.09291,3.27673
0.026,0,1,0,0,0,0,0,0,0,0,7.187047,0.000000,6.737073,1.796228,6.653395,13.953619,11.041557,16.437557,10.109864,1.48339,0.10061,3.27685
0.027,0,1,0,0,0,0,0,0,0,0,7.186591,0.000000,6.746917,1.956937,6.655517,13.943091,11.085193,16.423328,10.099739,1.48564,0.09078,3.27716
0.028,0,1,0,0,0,0,0,0,0,0,7.186066,0.000000,6.756448,2.117646,6.657638,13.932564,11.128827,16.409100,10.089614,1.48286,0.08916,3.27692
0.029,0,1,0,0,0,0,0,0,0,0,7.185511,0.000000,6.765835,2.278355,6.659759,13.922036,11.172462,16.394871,10.079488,1.48527,0.11267,3.27631
0.030,0,1,0,0,0,0,0,0,0,0,7.185087,0.000000,6.775234,2.431550,6.662169,13.911981,11.210588,16.380648,10.068857,1.48517,0.11718,3.27652
0.031,0,1,0,0,0,0,0,0,0,0,7.184724,0.000000,6.784637,2.579819,6.664768,13.902233,11.245100,16.366426,10.057896,1.48906,0.09570,3.27728
0.032,0,1,0,0,0,0,0,0,0,0,7.184397,0.000000,6.794158,2.728088,6.667367,13.892487,11.279613,16.352205,10.046933,1.48676,0.09540,3.27754
0.033,0,1,0,0,0,0,0,0,0,0,7.184086,0.000000,6.803734,2.876357,6.669966,13.882739,11.314124,16.337984,10.035972,1.48315,0.10761,3.27747
0.034,0,1,0,0,0,0,0,0,0,0,7.183671,0.000000,6.813480,3.024650,6.672886,13.873799,11.357846,16.325844,10.024354,1.48466,0.10105,3.27730
0.035,0,1,0,0,0,0,0,0,0,0,7.183207,0.000000,6.823304,3.172959,6.676019,13.865389,11.407606,16.315067,10.012306,1.48705,0.08863,3.27707
0.036,0,1,0,0,0,0,0,0,0,0,7.182683,0.000000,6.833391,3.321268,6.679151,13.856978,11.457366,16.304291,10.000259,1.48523,0.10615,3.27730
0.037,0,1,0,0,0,0,0,0,0,0,7.182131,0.000000,6.843598,3.469577,6.682283,13.848567,11.507126,16.293514,9.988212,1.48250,0.11940,3.27783
0.038,0,1,0,0,0,0,0,0,0,0,7.181612,0.000000,6.854125,3.619473,6.685812,13.838376,11.547890,16.279726,9.976188,1.48261,0.09290,3.27741
0.039,0,1,0,0,0,0,0,0,0,0,7.181108,0.000000,6.864798,3.770409,6.689602,13.827018,11.582755,16.263964,9.964179,1.47819,0.08039,3.27634
0.040,0,1,0,0,0,0,0,0,0,0,7.180714,0.000000,6.875647,3.921345,6.693392,13.815660,11.617620,16.248201,9.952170,1.47415,0.09576,3.27636
0.041,0,1,0,0,0,0,0,0,0,0,7.180371,0.000000,6.886576,4.072282,6.697182,13.804300,11.652487,16.232439,9.940162,1.46709,0.10741,3.27713
0.042,0,1,0,0,0,0,0,0,0,0,7.180176,0.000000,6.897479,4.213201,6.701378,13.793790,11.688631,16.218657,9.928173,1.46404,0.09903,3.27730
0.043,0,1,0,0,0,0,0,0,0,0,7.180049,0.000000,6.908370,4.347552,6.705840,13.783835,11.725616,16.206175,9.916199,1.45767,0.10093,3.27707
0.044,0,1,0,0,0,0,0,0,0,0,7.179940,0.000000,6.919034,4.481903,6.710301,13.773881,11.762599,16.193691,9.904224,1.45373,0.10927,3.27725
0.045,0,1,0,0,0,0,0,0,0,0,7.179839,0.000000,6.929595,4.616254,6.714763,13.763927,11.799582,16.181210,9.892249,1.45395,0.09348,3.27771
0.046,0,1,0,0,0,0,0,0,0,0,7.179601,0.000000,6.939700,4.720417,6.719750,13.752024,11.828158,16.168356,9.880083,1.44732,0.07394,3.27762
0.047,0,1,0,0,0,0,0,0,0,0,7.179301,0.000000,6.949596,4.804788,6.725081,13.738844,11.851221,16.155262,9.867791,1.44464,0.08928,3.27716
0.048,0,1,0,0,0,0,0,0,0,0,7.178821,0.000000,6.958681,4.889158,6.730412,13.725664,11.874285,16.142166,9.855500,1.43743,0.11259,3.27711
0.049,0,1,0,0,0,0,0,0,0,0,7.178258,0.000000,6.967394,4.973528,6.735743,13.712485,11.897347,16.129072,9.843208,1.42668,0.10226,3.27734
0.050,0,1,0,0,0,0,0,0,0,0,7.177502,0.000000,6.974978,5.018496,6.741058,13.699977,11.923059,16.116919,9.830719,1.41430,0.09724,3.27753
0.051,0,1,0,0,0,0,0,0,0,0,7.176658,0.000000,6.982045,5.037628,6.746362,13.687909,11.950505,16.105383,9.818101,1.40491,0.10992,3.27768
0.052,0,1,0,0,0,0,0,0,0,0,7.175612,0.000000,6.988005,5.056762,6.751667,13.675842,11.977952,16.093849,9.805483,1.38958,0.10848,3.27769
0.053,0,1,0,0,0,0,0,0,0,0,7.174475,0.000000,6.993459,5.075894,6.756971,13.663774,12.005399,16.082314,9.792865,1.38039,0.08647,3.27762
0.054,0,1,0,0,0,0,0,0,0,0,7.173146,0.000000,6.997876,5.053086,6.762294,13.652036,12.025087,16.068125,9.779469,1.36612,0.07569,3.27741
0.055,0,1,0,0,0,0,0,0,0,0,7.171730,0.000000,7.001817,5.002780,6.767628,13.640512,12.039689,16.052195,9.765564,1.35981,0.09196,3.27710
0.056,0,1,0,0,0,0,0,0,0,0,7.170206,0.000000,7.004558,4.952474,6.772962,13.628988,12.054291,16.036264,9.751657,1.34679,0.10768,3.27675
0.057,0,1,0,0,0,0,0,0,0,0,7.168634,0.000000,7.006748,4.902167,6.778296,13.617465,12.068893,16.020334,9.737752,1.33763,0.10334,3.27637
0.058,0,1,0,0,0,0,0,0,0,0,7.167042,0.000000,7.007570,4.809606,6.783305,13.602804,12.080724,16.004650,9.723337,1.32355,0.09170,3.27635
0.059,0,1,0,0,0,0,0,0,0,0,7.165440,0.000000,7.007765,4.689342,6.788100,13.586085,12.090737,15.989128,9.708588,1.31222,0.09926,3.27658
0.060,0,1,0,0,0,0,0,0,0,0,7.163815,0.000000,7.006698,4.569077,6.792895,13.569367,12.100750,15.973605,9.693838,1.29730,0.10598,3.27672
0.061,0,1,0,0,0,0,0,0,0,0,7.162180,0.000000,7.005054,4.448812,6.797689,13.552649,12.110764,15.958083,9.679089,1.28801,0.09071,3.27679
0.062,0,1,0,0,0,0,0,0,0,0,7.160484,0.000000,7.002301,4.290915,6.802229,13.534077,12.121603,15.940690,9.664482,1.25817,0.07546,3.27696
0.063,0,1,0,0,0,0,0,0,0,0,7.158760,0.000000,6.999041,4.108346,6.806601,13.514288,12.132983,15.922071,9.649968,1.24702,0.09047,3.27719
0.064,0,1,0,0,0,0,0,0,0,0,7.156890,0.000000,6.994689,3.925777,6.810973,13.494500,12.144363,15.903452,9.635454,1.23357,0.11071,3.27706
0.065,0,1,0,0,0,0,0,0,0,0,7.154954,0.000000,6.989838,3.743208,6.815345,13.474711,12.155744,15.884832,9.620940,1.20272,0.09792,3.27667
0.066,0,1,0,0,0,0,0,0,0,0,7.152810,0.000000,6.983913,3.533061,6.819200,13.460669,12.159082,15.868567,9.606560,1.18830,0.09460,3.27679
0.067,0,1,0,0,0,0,0,0,0,0,7.150569,0.000000,6.977497,3.304832,6.822715,13.450394,12.157149,15.853844,9.592268,1.17097,0.11399,3.27725
0.068,0,1,0,0,0,0,0,0,0,0,7.148209,0.000000,6.970211,3.076604,6.826231,13.440118,12.155217,15.839121,9.577976,1.15656,0.11499,3.27725
0.069,0,1,0,0,1,0,0,0,0,0,7.145793,0.000000,6.962528,2.848375,6.829747,13.429843,12.153284,15.824398,9.563684,1.13956,0.08980,3.27695
0.070,0,1,0,0,0,0,0,0,0,0,7.143342,0.000000,6.954195,2.609949,6.832534,13.417995,12.150329,15.805013,9.549388,1.12121,0.09036,3.27664
0.071,0,1,0,0,0,0,0,0,0,0,7.140874,0.000000,6.945564,2.364837,6.834843,13.405117,12.146702,15.782570,9.535088,1.10038,0.10094,3.27634
0.072,0,1,0,0,0,0,0,0,0,0,7.138244,0.000000,6.936347,2.119725,6.837152,13.392239,12.143076,15.760128,9.520786,1.09256,0.09308,3.27662
0.073,0,1,0,0,0,0,0,0,0,0,7.135538,0.000000,6.926861,1.874614,6.839462,13.379360,12.139449,15.737686,9.506486,1.06736,0.10679,3.27731
0.074,0,1,0,0,0,0,0,0,0,0,7.132538,0.000000,6.916861,1.631776,6.840887,13.369248,12.135542,15.715549,9.492301,1.03419,0.12347,3.27736
0.075,0,1,0,0,0,0,0,0,0,0,7.129404,0.000000,6.906626,1.390430,6.841732,13.360950,12.131452,15.693610,9.478190,1.01384,0.10015,3.27698
0.076,0,1,0,0,0,0,0,0,0,0,7.126103,0.000000,6.896204,1.149083,6.842577,13.352650,12.127361,15.671673,9.464081,0.99566,0.09409,3.27687
0.077,0,1,0,0,0,0,0,0,0,0,7.122725,0.000000,6.885695,0.907736,6.843422,13.344351,12.123271,15.649734,9.449970,0.97425,0.10805,3.27695
0.078,0,1,0,0,0,0,0,0,0,0,7.119357,0.000000,6.875321,0.674349,6.843994,13.335583,12.115806,15.630255,9.436088,0.95306,0.10282,3.27698
0.079,0,1,0,0,0,0,0,0,0,0,7.115993,0.000000,6.865008,0.446180,6.844385,13.326508,12.106129,15.612387,9.422354,0.93643,0.10073,3.27698
0.080,0,1,0,0,0,0,0,0,0,0,7.112707,0.000000,6.854810,0.218011,6.844777,13.317432,12.096452,15.594518,9.408620,0.91606,0.10736,3.27707
0.081,0,1,0,0,0,0,0,0,0,0,7.109457,0.000000,6.844664,-0.010158,6.845169,13.308356,12.086775,15.576650,9.394887,0.89608,0.10670,3.27722
0.082,0,1,0,0,0,0,0,0,0,1,7.106309,0.000000,6.834520,-0.228874,6.845130,13.300239,12.071878,15.560918,9.380955,0.87500,0.09540,3.27724
0.083,0,1,0,0,0,0,0,0,0,0,7.103209,0.000000,6.824378,-0.441392,6.844811,13.292748,12.053560,15.546587,9.366893,0.83293,0.08719,3.27716
0.084,0,1,0,0,0,0,0,0,0,0,7.100175,0.000000,6.814155,-0.653910,6.844491,13.285258,12.035242,15.532256,9.352832,0.81148,0.10419,3.27713
0.085,0,1,0,0,0,0,0,0,0,0,7.097172,0.000000,6.803895,-0.866428,6.844172,13.277767,12.016923,15.517925,9.338770,0.78552,0.10875,3.27713
0.086,0,1,0,0,0,0,0,0,0,0,7.094182,0.000000,6.793495,-1.068762,6.843163,13.282781,11.999333,15.502166,9.324828,0.76678,0.08250,3.27722
0.087,0,1,0,0,0,0,0,0,0,0,7.091199,0.000000,6.783030,-1.264419,6.841704,13.295991,11.982222,15.485470,9.310966,0.72359,0.08774,3.27737
0.088,0,1,0,0,0,0,0,0,0,0,7.088175,0.000000,6.772442,-1.460076,6.840244,13.309201,11.965110,15.468774,9.297104,0.69620,0.11100,3.27716
0.089,0,1,0,0,0,0,0,0,0,0,7.085133,0.000000,6.761798,-1.655733,6.838785,13.322412,11.947998,15.452079,9.283241,0.67623,0.11011,3.27670
0.090,0,1,0,0,0,0,0,0,0,0,7.082031,0.000000,6.751133,-1.835672,6.836695,13.337501,11.928622,15.436077,9.269378,0.65197,0.09182,3.27666
0.091,0,1,0,0,0,0,0,0,0,0,7.078904,0.000000,6.740458,-2.005304,6.834192,13.353820,11.907763,15.420530,9.255514,0.63023,0.09465,3.27689
0.092,0,1,0,0,0,0,0,0,0,0,7.075866,0.000000,6.730138,-2.174936,6.831690,13.370139,11.886905,15.404984,9.241650,0.60627,0.09665,3.27725
0.093,0,1,0,0,0,0,0,0,0,0,7.072871,0.000000,6.719982,-2.344568,6.829187,13.386459,11.866045,15.389438,9.227786,0.58319,0.07927,3.27771
0.094,0,1,0,0,0,0,0,0,0,0,7.070137,0.000000,6.710513,-2.490991,6.826570,13.419370,11.843842,15.371374,9.214179,0.55657,0.09804,3.27757
0.095,0,1,0,0,0,0,0,0,0,0,7.067523,0.000000,6.701359,-2.622195,6.823877,13.463160,11.820756,15.351660,9.200741,0.51481,0.12232,3.27704
0.096,0,1,0,0,0,0,0,0,0,0,7.065230,0.000000,6.692659,-2.753400,6.821185,13.506948,11.797670,15.331945,9.187302,0.48491,0.10681,3.27696
0.097,0,1,0,0,0,0,0,0,0,0,7.063084,0.000000,6.684168,-2.884605,6.818492,13.550737,11.774585,15.312231,9.173863,0.45940,0.10627,3.27719
0.098,0,1,0,0,0,0,0,0,0,0,7.061232,0.000000,6.675831,-2.998523,6.815445,13.613540,11.753654,15.296913,9.161271,0.43535,0.11387,3.27715
0.099,0,1,0,0,0,0,0,0,0,0,7.059515,0.000000,6.667565,-3.101108,6.812166,13.688807,11.734138,15.284478,9.149234,0.40840,0.10156,3.27692
0.100,0,1,0,0,0,0,0,0,0,0,7.057820,0.000000,6.659571,-3.203692,6.808887,13.764074,11.714621,15.272042,9.137197,0.38658,0.08546,3.27678
0.101,0,1,0,0,0,0,0,0,0,0,7.056137,0.000000,6.651701,-3.306277,6.805608,13.839342,11.695104,15.259607,9.125158,0.34043,0.09614,3.27670
0.102,0,1,0,0,0,0,0,0,0,0,7.054247,0.000000,6.644300,-3.388962,6.802160,13.916178,11.678852,15.245587,9.113791,0.30852,0.10454,3.27672
0.103,0,1,0,0,0,0,0,0,0,0,7.052264,0.000000,6.637112,-3.458600,6.798602,13.994041,11.664742,15.230530,9.102860,0.28471,0.09029,3.27679
0.104,0,1,0,0,0,0,0,0,0,0,7.050350,0.000000,6.630418,-3.528238,6.795043,14.071905,11.650632,15.215472,9.091930,0.26115,0.08805,3.27655
0.105,0,1,0,0,0,0,0,0,0,0,7.048468,0.000000,6.623951,-3.597876,6.791485,14.149769,11.636521,15.200415,9.081000,0.23427,0.10850,3.27609
0.106,0,1,0,0,0,0,0,0,0,0,7.046963,0.000000,6.617944,-3.648309,6.787816,14.223096,11.624339,15.187180,9.070148,0.20945,0.11430,3.27618
0.107,0,1,0,0,0,0,0,0,0,0,7.045630,0.000000,6.612148,-3.686150,6.784074,14.293448,11.613420,15.175139,9.059347,0.18234,0.09077,3.27664
0.108,0,1,0,0,0,0,0,0,0,0,7.044481,0.000000,6.606724,-3.723992,6.780332,14.363800,11.602501,15.163098,9.048546,0.13636,0.07096,3.27696
0.109,0,1,0,0,0,0,0,0,0,0,7.043416,0.000000,6.601471,-3.761833,6.776589,14.434153,11.591582,15.151058,9.037745,0.10562,0.08979,3.27719
0.110,0,1,0,0,0,0,0,0,0,0,7.042282,0.000000,6.596545,-3.777717,6.772523,14.518252,11.579711,15.136362,9.027120,0.08081,0.11597,3.27715
0.111,0,1,0,0,0,0,0,0,0,0,7.041118,0.000000,6.591769,-3.779205,6.768245,14.611366,11.567215,15.119926,9.016611,0.05472,0.10490,3.27692
0.112,0,1,0,0,0,0,0,0,0,0,7.040003,0.000000,6.587536,-3.780692,6.763967,14.704479,11.554719,15.103490,9.006103,0.02530,0.09573,3.27664
0.113,0,1,0,0,0,0,0,0,0,0,7.038912,0.000000,6.583551,-3.782180,6.759688,14.797592,11.542224,15.087054,8.995594,-0.00016,0.10610,3.27634
0.114,0,1,0,0,0,0,0,0,0,0,7.038056,0.000000,6.580311,-3.765490,6.755701,14.882675,11.527539,15.076569,8.985524,-0.04404,0.10367,3.27640
0.115,0,1,0,0,0,0,0,0,0,0,7.037308,0.000000,6.577411,-3.736882,6.751904,14.962493,11.511420,15.069983,8.975743,-0.07551,0.08184,3.27670
0.116,0,1,0,0,0,0,0,0,0,0,7.036801,0.000000,6.575063,-3.708274,6.748108,15.042311,11.495301,15.063398,8.965961,-0.10005,0.09407,3.27669
0.117,0,1,0,0,0,0,0,0,0,0,7.036405,0.000000,6.572966,-3.679667,6.744312,15.122128,11.479182,15.056813,8.956181,-0.13270,0.11000,3.27646
0.118,0,1,0,0,0,0,0,0,0,0,7.036191,0.000000,6.571140,-3.646895,6.740832,15.194070,11.463410,15.045657,8.946605,-0.15287,0.09064,3.27641
0.119,0,1,0,0,0,0,0,0,0,0,7.036059,0.000000,6.569437,-3.611393,6.737561,15.260847,11.447865,15.031503,8.937165,-0.17984,0.09685,3.27649
0.120,0,1,0,0,0,0,0,0,0,0,7.035976,0.000000,6.567840,-3.575891,6.734289,15.327625,11.432320,15.017348,8.927725,-0.22555,0.11773,3.27657
0.121,0,1,0,0,0,0,0,0,0,0,7.035915,0.000000,6.566290,-3.540389,6.731018,15.394403,11.416775,15.003194,8.918285,-0.25503,0.10798,3.27664
0.122,0,1,0,0,0,0,0,0,0,0,7.035759,0.000000,6.564745,-3.499220,6.727558,15.451992,11.401243,14.989120,8.909039,-0.27926,0.08387,3.27690
0.123,0,1,0,0,0,0,0,0,0,0,7.035561,0.000000,6.563203,-3.454335,6.723975,15.503557,11.385720,14.975099,8.899922,-0.30768,0.09017,3.27728
0.124,0,1,0,0,0,0,0,0,0,0,7.035182,0.000000,6.561721,-3.409450,6.720392,15.555122,11.370197,14.961077,8.890804,-0.33107,0.10421,3.27716
0.125,0,1,0,0,0,0,0,0,0,0,7.034720,0.000000,6.560266,-3.364565,6.716809,15.606688,11.354674,14.947055,8.881686,-0.35870,0.09719,3.27670
0.126,0,1,0,0,0,0,0,0,0,0,7.034043,0.000000,6.558955,-3.317583,6.713366,15.647141,11.341210,14.933799,8.872713,-0.38176,0.09547,3.27702
0.127,0,1,0,0,0,0,0,0,0,0,7.033267,0.000000,6.557711,-3.269227,6.710015,15.680309,11.329097,14.921044,8.863833,-0.43145,0.11022,3.27786
0.128,0,1,0,0,0,0,0,0,0,0,7.032399,0.000000,6.556648,-3.220870,6.706664,15.713478,11.316983,14.908289,8.854955,-0.45707,0.10876,3.27806
0.129,0,1,0,0,0,0,0,0,0,0,7.031488,0.000000,6.555667,-3.172513,6.703313,15.746646,11.304870,14.895535,8.846076,-0.48354,0.08781,3.27783
0.130,0,1,0,0,0,0,0,0,0,0,7.030630,0.000000,6.554909,-3.116961,6.700066,15.766029,11.291296,14.882856,8.836661,-0.50450,0.07459,3.27738
0.131,0,1,0,0,0,0,0,0,0,0,7.029795,0.000000,6.554253,-3.056690,6.696887,15.776376,11.276766,14.870228,8.826897,-0.53044,0.09079,3.27677
0.132,0,1,0,0,0,0,0,0,0,0,7.029038,0.000000,6.553953,-2.996420,6.693708,15.786721,11.262236,14.857599,8.817132,-0.55389,0.11426,3.27666
0.133,0,1,0,0,0,0,0,0,0,0,7.028318,0.000000,6.553816,-2.936150,6.690529,15.797068,11.247705,14.844971,8.807367,-0.60309,0.10614,3.27689
0.134,0,1,0,0,0,0,0,0,0,0,7.027659,0.000000,6.554093,-2.871606,6.687663,15.804704,11.231327,14.830638,8.797170,-0.62988,0.09097,3.27702
0.135,0,1,0,0,0,0,0,0,0,0,7.027029,0.000000,6.554559,-2.804260,6.685000,15.810563,11.213736,14.815187,8.786689,-0.64885,0.09979,3.27710
0.136,0,1,0,0,0,0,0,0,0,0,7.026396,0.000000,6.555032,-2.736914,6.682339,15.816422,11.196144,14.799737,8.776207,-0.67264,0.11647,3.27718
0.137,0,1,0,0,0,0,0,0,0,0,7.025762,0.000000,6.555508,-2.669569,6.679677,15.822281,11.178553,14.784286,8.765726,-0.69482,0.10468,3.27725
0.138,0,1,0,0,0,0,0,0,0,0,7.025027,0.000000,6.555544,-2.617591,6.677119,15.831847,11.165733,14.768595,8.754619,-0.71707,0.08547,3.27692
0.139,0,1,0,0,0,0,0,0,0,0,7.024248,0.000000,6.555377,-2.575689,6.674630,15.843844,11.156044,14.752746,8.743100,-0.75832,0.09036,3.27631
0.140,0,1,0,0,0,0,0,0,0,0,7.023187,0.000000,6.554738,-2.533787,6.672141,15.855842,11.146354,14.736897,8.731583,-0.78372,0.09730,3.27643
0.141,0,1,0,0,0,0,0,0,0,0,7.021996,0.000000,6.553880,-2.491885,6.669652,15.867838,11.136664,14.721047,8.720064,-0.80706,0.09136,3.27704
0.142,0,1,0,0,0,0,0,0,0,0,7.020411,0.000000,6.552581,-2.473353,6.667360,15.877001,11.121354,14.708202,8.708427,-0.82913,0.09279,3.27696
0.143,0,1,0,0,0,0,0,0,0,0,7.018646,0.000000,6.551078,-2.470145,6.665199,15.884306,11.102360,14.697328,8.696713,-0.84911,0.10670,3.27643
0.144,0,1,0,0,0,0,0,0,0,0,7.016789,0.000000,6.548930,-2.466936,6.663037,15.891611,11.083365,14.686452,8.684999,-0.87006,0.10697,3.27635
0.145,0,1,0,0,0,0,0,0,0,0,7.014892,0.000000,6.546486,-2.463727,6.660876,15.898916,11.064371,14.675577,8.673285,-0.91025,0.08643,3.27658
0.146,0,1,0,0,0,0,0,0,0,0,7.013220,0.000000,6.543184,-2.489680,6.658673,15.911171,11.048571,14.664194,8.661441,-0.93253,0.09187,3.27667
0.147,0,1,0,0,0,0,0,0,0,0,7.011652,0.000000,6.539490,-2.534751,6.656444,15.926672,11.034863,14.652478,8.649510,-0.95154,0.11436,3.27667
0.148,0,1,0,0,0,0,0,0,0,0,7.010146,0.000000,6.534994,-2.579822,6.654214,15.942173,11.021155,14.640762,8.637581,-0.97175,0.10961,3.27676
0.149,0,1,0,0,0,0,0,0,0,0,7.008668,0.000000,6.530130,-2.624893,6.651984,15.957674,11.007448,14.629046,8.625650,-0.98948,0.08252,3.27692
0.150,0,1,0,0,0,0,0,0,0,0,7.007047,0.000000,6.524602,-2.687394,6.649416,15.969885,10.994887,14.616605,8.614331,-1.00996,0.08656,3.27680
0.151,0,1,0,0,0,0,0,0,0,0,7.005360,0.000000,6.518769,-2.761324,6.646627,15.979940,10.983078,14.603687,8.603414,-1.04333,0.11191,3.27649
0.152,0,1,0,0,0,0,0,0,0,0,7.003756,0.000000,6.512434,-2.835253,6.643837,15.989995,10.971270,14.590770,8.592496,-1.06497,0.11329,3.27650
0.153,0,1,0,0,0,0,0,0,0,0,7.002189,0.000000,6.505870,-2.909183,6.641048,16.000050,10.959460,14.577852,8.581578,-1.08184,0.09364,3.27673
0.154,0,1,0,0,0,0,0,0,0,0,7.001001,0.000000,6.498969,-2.991164,6.638037,16.016689,10.948446,14.563260,8.572067,-1.09802,0.10015,3.27682
0.155,0,1,0,0,0,0,0,0,0,0,6.999986,0.000000,6.491913,-3.078422,6.634880,16.037645,10.937952,14.547569,8.563477,-1.11805,0.11019,3.27682
0.156,0,1,0,0,0,0,0,0,0,0,6.999403,0.000000,6.484653,-3.165681,6.631723,16.058601,10.927459,14.531878,8.554887,-1.13412,0.09433,3.27692
0.157,0,1,0,0,0,0,0,0,0,0,6.999018,0.000000,6.477301,-3.252940,6.628566,16.079557,10.916965,14.516188,8.546297,-1.15442,0.09813,3.27707
0.158,0,1,0,0,0,0,0,0,0,0,6.999052,0.000000,6.469845,-3.340127,6.625184,16.092039,10.908019,14.502930,8.539778,-1.18106,0.11890,3.27718
0.159,0,1,0,0,0,0,0,0,0,0,6.999278,0.000000,6.462343,-3.427266,6.621654,16.098965,10.900088,14.491265,8.534616,-1.20044,0.11476,3.27725
0.160,0,1,0,0,0,0,0,0,0,0,6.999901,0.000000,6.454738,-3.514405,6.618124,16.105890,10.892158,14.479602,8.529455,-1.21136,0.08600,3.27737
0.161,0,1,0,0,0,0,0,0,0,0,7.000707,0.000000,6.447085,-3.601545,6.614594,16.112816,10.884227,14.467937,8.524293,-1.22704,0.09335,3.27753
