"Time","61 right DS","60 left DS","59 lHL swoff","58 lHL swon","57 rHL swoff","56 rHL swon","55 lFL swoff","54 lFL swon","53 rFL swoff","52 rFL swon","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","29 HRx (cm)","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.253752,3.557578,7.088262,11.916325,5.985750,13.425682,6.823372,1.48401,0.07923,3.27751
0.001,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.262644,3.670996,7.091809,11.909263,5.979611,13.460004,6.813448,1.48425,0.09292,3.27690
0.002,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.271507,3.784414,7.095356,11.902200,5.973473,13.494327,6.803524,1.48471,0.11139,3.27638
0.003,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.280271,3.897831,7.098902,11.895138,5.967334,13.528649,6.793601,1.48575,0.10281,3.27645
0.004,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.289101,4.010623,7.102527,11.887522,5.961410,13.561317,6.783573,1.48453,0.08602,3.27653
0.005,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.298165,4.119500,7.106633,11.876452,5.956822,13.583656,6.772892,1.48267,0.11892,3.27661
0.006,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.307273,4.228378,7.110740,11.865382,5.952236,13.605994,6.762210,1.48071,0.10973,3.27665
0.007,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.316536,4.337256,7.114847,11.854313,5.947649,13.628332,6.751529,1.48407,0.07699,3.27650
0.008,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.325788,4.443782,7.119048,11.843729,5.942605,13.650357,6.740862,1.48386,0.11039,3.27641
0.009,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.335002,4.535621,7.123838,11.836185,5.934709,13.670423,6.730285,1.48318,0.10825,3.27671
0.010,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.344154,4.627459,7.128628,11.828642,5.926813,13.690488,6.719708,1.48569,0.09647,3.27699
0.011,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.353089,4.719297,7.133419,11.821098,5.918917,13.710553,6.709132,1.48511,0.06686,3.27706
0.012,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.361910,4.806707,7.138262,11.813149,5.911132,13.731365,6.698579,1.48300,0.12395,3.27711
0.013,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.370325,4.866456,7.143440,11.802676,5.904046,13.756848,6.688178,1.48419,0.11782,3.27696
0.014,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.378554,4.926205,7.148617,11.792203,5.896959,13.782331,6.677777,1.48312,0.09714,3.27684
0.015,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,7.386122,4.985953,7.153795,11.781730,5.889873,13.807813,6.667376,1.48453,0.11182,3.27700
0.016,0,0,0,0,0,0,0,0,0,0,0.000000,0.675251,7.393435,5.038342,7.159000,11.771292,5.883167,13.833771,6.657050,1.48215,0.10856,3.27713
0.017,0,0,0,0,0,1,0,0,0,0,0.000000,3.744571,7.399838,5.044763,7.164381,11.761073,5.878839,13.862700,6.647195,1.48376,0.09709,3.27713
0.018,1,0,0,0,0,0,0,0,0,0,0.000000,6.137679,7.405948,5.051182,7.169761,11.750854,5.874511,13.891629,6.637339,1.48508,0.07308,3.27714
0.019,1,0,0,0,0,0,0,0,0,0,0.000000,6.133306,7.411013,5.057602,7.175142,11.740636,5.870183,13.920558,6.627484,1.48251,0.10917,3.27722
0.020,1,0,0,0,0,0,0,0,0,0,0.000000,6.128709,7.415756,5.056052,7.180491,11.731053,5.866796,13.949925,6.617635,1.48270,0.10615,3.27727
0.021,1,0,0,0,0,0,0,0,0,0,0.000000,6.123322,7.419359,5.004715,7.185648,11.725442,5.869283,13.982029,6.607828,1.48355,0.09057,3.27720
0.022,1,0,0,0,0,0,0,0,0,0,0.000000,6.117799,7.422622,4.953378,7.190805,11.719831,5.871770,14.014133,6.598021,1.48441,0.08554,3.27713
0.023,1,0,0,0,0,0,0,0,0,0,0.000000,6.111790,7.424684,4.902041,7.195962,11.714219,5.874257,14.046237,6.588214,1.48276,0.12485,3.27713
0.024,1,0,0,0,0,0,0,0,0,0,0.000000,6.105771,7.426398,4.842726,7.201067,11.708026,5.878110,14.078694,6.578449,1.48459,0.11692,3.27720
0.025,1,0,0,0,0,0,0,0,0,0,0.000000,6.099714,7.426885,4.733575,7.205841,11.698196,5.890497,14.113357,6.568948,1.48657,0.07680,3.27773
0.026,1,0,0,0,0,0,0,0,0,0,0.000000,6.093772,7.427050,4.624424,7.210615,11.688368,5.902884,14.148019,6.559446,1.48468,0.08225,3.27810
0.027,1,0,0,0,0,0,0,0,0,0,0.000000,6.088240,7.426075,4.515273,7.215389,11.678539,5.915271,14.182682,6.549944,1.48242,0.11440,3.27734
0.028,1,0,0,0,0,0,0,0,0,0,0.000000,6.082926,7.424818,4.399548,7.220119,11.668733,5.930143,14.216822,6.540330,1.48361,0.09919,3.27663
0.029,1,0,0,0,0,0,0,0,0,0,0.000000,6.078390,7.422552,4.242757,7.224570,11.659063,5.960541,14.247698,6.530011,1.48352,0.09201,3.27633
0.030,1,0,0,0,0,0,0,0,0,0,0.000000,6.074077,7.420053,4.085968,7.229022,11.649395,5.990938,14.278573,6.519691,1.48309,0.10247,3.27609
0.031,1,0,0,0,0,0,0,0,0,0,0.000000,6.070556,7.416720,3.929178,7.233473,11.639726,6.021335,14.309449,6.509371,1.48157,0.12201,3.27632
0.032,1,0,0,0,0,0,0,0,0,0,0.000000,6.067232,7.413199,3.769483,7.237815,11.629237,6.056304,14.338985,6.499056,1.48361,0.09417,3.27659
0.033,1,0,0,0,0,0,0,0,0,0,0.000000,6.064608,7.409009,3.591648,7.241474,11.613625,6.119833,14.360153,6.488769,1.48376,0.08788,3.27712
0.034,1,0,0,0,0,0,0,0,0,0,0.000000,6.062144,7.404646,3.413812,7.245132,11.598012,6.183361,14.381322,6.478482,1.48508,0.11673,3.27756
0.035,1,0,0,0,0,0,0,0,0,0,0.000000,6.060249,7.399672,3.235977,7.248791,11.582399,6.246889,14.402490,6.468195,1.48523,0.10237,3.27733
0.036,1,0,0,0,0,0,0,0,0,0,0.000000,6.058476,7.394543,3.058184,7.252271,11.567644,6.314352,14.421648,6.457915,1.48303,0.07882,3.27713
0.037,1,0,0,0,0,0,0,0,0,0,0.000000,6.057136,7.388868,2.880659,7.254637,11.558248,6.406391,14.428251,6.447679,1.48288,0.07430,3.27713
0.038,1,0,0,0,0,0,0,0,0,0,0.000000,6.055884,7.383104,2.703134,7.257002,11.548851,6.498430,14.434855,6.437442,1.48633,0.12562,3.27712
0.039,1,0,0,0,0,0,0,0,0,0,0.000000,6.054946,7.377026,2.525609,7.259368,11.539454,6.590469,14.441458,6.427206,1.48172,0.10659,3.27704
0.040,1,0,0,0,0,0,1,0,0,0,0.846047,6.054060,7.370934,2.349406,7.261651,11.529537,6.685941,14.444709,6.417079,1.48404,0.08945,3.27696
0.041,1,1,0,0,0,0,0,0,0,0,4.691718,6.053359,7.364789,2.181460,7.263412,11.516363,6.802851,14.427020,6.407642,1.48502,0.11730,3.27681
0.042,1,1,0,0,0,0,0,0,0,0,7.691258,6.052652,7.358682,2.013514,7.265173,11.503190,6.919762,14.409331,6.398205,1.48621,0.11833,3.27673
0.043,1,1,0,0,0,0,0,0,0,0,7.690883,6.051923,7.352710,1.845568,7.266935,11.490016,7.036673,14.391643,6.388767,1.48334,0.09913,3.27719
0.044,1,1,0,0,0,0,0,0,0,0,7.690583,6.051148,7.346795,1.678433,7.268691,11.477849,7.154098,14.374861,6.379335,1.48416,0.07184,3.27754
0.045,1,1,0,0,0,0,0,0,0,0,7.690552,6.050205,7.341084,1.516366,7.270410,11.471969,7.274739,14.363750,6.369933,1.48438,0.10900,3.27716
0.046,1,1,0,0,0,0,0,0,0,0,7.690579,6.049274,7.335329,1.354298,7.272130,11.466088,7.395380,14.352639,6.360530,1.48407,0.09267,3.27683
0.047,1,1,0,0,0,0,0,0,0,0,7.690808,6.048390,7.329417,1.192231,7.273849,11.460208,7.516020,14.341529,6.351128,1.48416,0.08559,3.27691
0.048,1,1,0,0,0,0,0,0,0,0,7.691071,6.047590,7.323354,1.029414,7.275452,11.453780,7.632000,14.329106,6.341906,1.48251,0.12293,3.27702
0.049,1,1,0,0,0,0,0,0,0,0,7.691449,6.047086,7.316754,0.861915,7.276334,11.443929,7.718868,14.308495,6.333811,1.48520,0.10219,3.27732
0.050,1,1,0,0,0,0,0,0,0,0,7.691822,6.046652,7.310029,0.694416,7.277216,11.434078,7.805736,14.287883,6.325716,1.48395,0.09383,3.27757
0.051,1,1,0,0,0,0,0,0,0,0,7.692176,6.046465,7.302855,0.526917,7.278099,11.424228,7.892603,14.267271,6.317621,1.48737,0.12963,3.27742
0.052,1,1,0,0,0,0,0,0,0,0,7.692502,6.046334,7.295619,0.361095,7.278833,11.414086,7.976779,14.247956,6.309668,1.48407,0.11542,3.27728
0.053,1,1,0,0,0,0,0,0,0,0,7.692730,6.046401,7.288166,0.205748,7.278646,11.402134,8.044138,14.236744,6.302606,1.48495,0.07874,3.27728
0.054,1,1,0,0,0,0,0,0,0,0,7.692995,6.046617,7.280729,0.050401,7.278459,11.390181,8.111498,14.225532,6.295543,1.48419,0.10550,3.27726
0.055,1,1,0,0,0,0,0,0,0,0,7.693390,6.047360,7.273348,-0.104946,7.278272,11.378228,8.178857,14.214319,6.288480,1.48477,0.10029,3.27711
0.056,1,1,0,0,0,0,0,0,0,0,7.693875,6.048351,7.266057,-0.256525,7.278016,11.365432,8.246889,14.202995,6.281667,1.48428,0.08682,3.27709
0.057,1,1,0,0,0,0,0,0,0,0,7.694676,6.050214,7.259086,-0.384563,7.277328,11.347365,8.319125,14.190981,6.276407,1.48508,0.12162,3.27793
0.058,1,1,0,0,0,0,0,0,0,0,7.695450,6.052304,7.252247,-0.512601,7.276639,11.329299,8.391360,14.178967,6.271147,1.48453,0.10195,3.27853
0.059,1,1,0,0,0,0,0,0,0,0,7.696126,6.055194,7.245879,-0.640640,7.275950,11.311234,8.463596,14.166952,6.265888,1.48346,0.09489,3.27754
0.060,1,1,0,0,0,0,0,0,0,0,7.696690,6.058280,7.239679,-0.762197,7.275175,11.294320,8.536295,14.155932,6.260703,1.48468,0.12836,3.27669
0.061,1,1,0,0,0,0,0,0,0,0,7.696852,6.062058,7.234073,-0.843272,7.273857,11.284615,8.611887,14.151123,6.255984,1.48309,0.11635,3.27684
0.062,1,1,0,0,0,0,0,0,0,0,7.697169,6.066106,7.228677,-0.924346,7.272539,11.274908,8.687478,14.146314,6.251265,1.48373,0.07567,3.27697
0.063,1,1,0,0,0,0,0,0,0,0,7.698037,6.071109,7.224025,-1.005421,7.271221,11.265202,8.763070,14.141503,6.246546,1.48459,0.11427,3.27689
0.064,1,1,0,0,0,0,0,0,0,0,7.699224,6.076433,7.219606,-1.081567,7.269935,11.255054,8.838375,14.135913,6.241981,1.48438,0.10384,3.27684
0.065,1,1,0,0,0,0,0,0,0,0,7.701543,6.082899,7.216013,-1.126926,7.268848,11.242149,8.911888,14.125443,6.238379,1.48373,0.07878,3.27700
0.066,1,1,0,0,0,0,0,0,0,0,7.703417,6.089507,7.212581,-1.172285,7.267761,11.229244,8.985401,14.114974,6.234776,1.48416,0.11351,3.27710
0.067,1,1,0,0,0,0,0,0,0,0,7.703718,6.096622,7.209720,-1.217644,7.266674,11.216339,9.058914,14.104504,6.231174,1.48395,0.10009,3.27687
0.068,1,1,0,0,0,0,0,0,0,0,7.702836,6.103679,7.206944,-1.259354,7.265553,11.204804,9.133716,14.093814,6.251401,1.48468,0.09682,3.27665
0.069,1,1,0,1,0,0,0,0,0,0,7.697760,6.110526,7.204469,-1.278263,7.264227,11.201834,9.216561,14.081748,6.420473,1.48422,0.12580,3.27650
0.070,1,0,0,0,0,0,0,0,0,0,6.847483,6.117301,7.202104,-1.297173,7.262900,11.198863,9.299408,14.069682,6.589545,1.48300,0.12188,3.27639
0.071,1,0,0,0,0,0,0,0,0,0,3.000582,6.123820,7.200126,-1.316082,7.261574,11.195892,9.382254,14.057616,6.758616,1.48306,0.08847,3.27654
0.072,1,0,0,0,0,0,0,0,0,0,0.000000,6.130291,7.198291,-1.331232,7.260228,11.192542,9.463933,14.045541,6.927724,1.48370,0.09592,3.27667
0.073,1,0,0,0,0,0,0,0,0,0,0.000000,6.136590,7.196967,-1.322895,7.258756,11.186820,9.538328,14.033408,7.097057,1.48309,0.11655,3.27667
0.074,1,0,0,0,0,0,0,0,0,0,0.000000,6.142789,7.195741,-1.314557,7.257285,11.181098,9.612723,14.021276,7.266390,1.48550,0.08318,3.27671
0.075,1,0,0,0,0,0,0,0,0,0,0.000000,6.148630,7.194862,-1.306220,7.255814,11.175376,9.687118,14.009143,7.435723,1.48410,0.08855,3.27702
0.076,1,0,0,0,0,0,0,0,0,0,0.000000,6.154315,7.194037,-1.295329,7.254328,11.169572,9.759779,13.997183,7.605013,1.48462,0.10975,3.27730
0.077,1,0,0,0,0,0,0,0,0,0,0.000000,6.159450,7.193405,-1.268487,7.252755,11.163253,9.821605,13.986296,7.774034,1.48495,0.10543,3.27746
0.078,1,0,0,0,0,0,0,0,0,0,0.000000,6.164466,7.192898,-1.241645,7.251182,11.156934,9.883431,13.975409,7.943056,1.48444,0.08938,3.27758
0.079,1,0,0,0,0,0,0,0,0,0,0.000000,6.169063,7.192834,-1.214804,7.249609,11.150615,9.945258,13.964521,8.112077,1.48499,0.11752,3.27750
0.080,1,0,0,0,0,0,0,0,0,0,0.000000,6.173592,7.192962,-1.185743,7.248121,11.144246,10.003842,13.953477,8.281128,1.48462,0.11256,3.27744
0.081,1,0,0,0,0,0,0,0,0,0,0.000000,6.177885,7.193769,-1.142822,7.247164,11.137571,10.042172,13.941446,8.450367,1.48273,0.08199,3.27744
0.082,1,0,0,0,0,0,0,0,0,0,0.000000,6.182111,7.194670,-1.099902,7.246207,11.130897,10.080503,13.929415,8.619606,1.48392,0.13108,3.27742
0.083,1,0,0,0,0,0,0,0,0,0,0.000000,6.186107,7.195909,-1.056982,7.245250,11.124222,10.118834,13.917384,8.788845,1.48550,0.10472,3.27726
0.084,1,0,0,0,0,0,0,0,0,0,0.000000,6.190025,7.197120,-1.014684,7.244315,11.117431,10.155398,13.905963,8.949963,1.48404,0.07940,3.27712
0.085,1,0,0,0,0,0,0,0,0,0,0.000000,6.193674,7.198237,-0.976274,7.243514,11.109914,10.180923,13.898355,9.060352,1.48511,0.10866,3.27704
0.086,1,0,0,0,0,0,0,0,0,0,0.000000,6.197241,7.199300,-0.937863,7.242712,11.102397,10.206450,13.890746,9.170743,1.48404,0.10600,3.27702
0.087,1,0,0,0,0,0,0,0,0,0,0.000000,6.200523,7.200174,-0.899453,7.241911,11.094880,10.231975,13.883138,9.281133,1.48413,0.10086,3.27732
0.088,1,0,0,0,0,0,0,0,0,0,0.000000,6.203732,7.200990,-0.862687,7.241104,11.086603,10.257611,13.874787,9.391787,1.48544,0.08156,3.27758
0.089,1,0,0,0,0,0,0,0,0,0,0.000000,6.206675,7.201600,-0.836187,7.240266,11.073573,10.283939,13.861801,9.504086,1.48364,0.12739,3.27750
0.090,1,0,0,0,0,0,0,0,0,0,0.000000,6.209586,7.202122,-0.809688,7.239428,11.060543,10.310267,13.848815,9.616386,1.48474,0.09600,3.27736
0.091,1,0,0,0,0,0,0,0,0,0,0.000000,6.212379,7.202334,-0.783189,7.238589,11.047513,10.336596,13.835830,9.728685,1.48438,0.08872,3.27675
0.092,1,0,0,0,0,0,0,0,0,0,0.000000,6.215189,7.202429,-0.760199,7.237774,11.032676,10.363494,13.822339,9.830563,1.48346,0.11972,3.27627
0.093,1,0,0,0,0,0,0,0,0,0,0.000000,6.218053,7.202108,-0.759126,7.237103,11.006551,10.393951,13.805701,9.867334,1.48605,0.09457,3.27673
0.094,1,0,0,0,0,0,0,0,0,0,0.000000,6.220969,7.201664,-0.758053,7.236433,10.980427,10.424409,13.789062,9.904107,1.48358,0.07865,3.27720
0.095,1,0,0,0,0,0,0,0,0,0,0.000000,6.224067,7.200789,-0.756980,7.235762,10.954302,10.454866,13.772425,9.940879,1.48459,0.11040,3.27773
0.096,1,0,0,0,0,0,0,0,0,0,0.000000,6.227228,7.199796,-0.759142,7.235094,10.926997,10.480249,13.756004,9.978818,1.48273,0.11367,3.27814
0.097,1,0,0,0,0,0,0,0,0,0,0.000000,6.230613,7.198382,-0.781508,7.234445,10.892323,10.473932,13.740948,10.024045,1.48395,0.07908,3.27768
0.098,1,0,0,0,0,0,0,0,0,0,0.000000,6.233984,7.196856,-0.803875,7.233797,10.857647,10.467614,13.725891,10.069272,1.48492,0.11897,3.27725
0.099,1,0,0,0,0,0,0,0,0,0,0.000000,6.237308,7.194933,-0.826242,7.233148,10.822971,10.461297,13.710834,10.114499,1.47540,0.11773,3.27702
0.100,1,0,0,0,0,0,0,0,0,0,0.000000,6.240531,7.192903,-0.851314,7.232487,10.795537,10.454238,13.696508,10.168718,1.48337,0.09967,3.27684
0.101,1,0,0,0,1,0,0,0,0,1,0.000000,6.243402,7.190492,-0.893291,7.231747,10.813329,10.442542,13.686749,10.279099,1.48407,0.12466,3.27700
0.102,1,0,0,0,0,0,0,0,0,0,0.000000,6.246161,7.187966,-0.935268,7.231007,10.831121,10.430846,13.676989,10.389481,1.48398,0.10345,3.27712
0.103,1,0,0,0,0,0,0,0,0,0,0.000000,6.248523,7.185035,-0.977244,7.230268,10.848913,10.419150,13.667229,10.499862,1.48361,0.09125,3.27704
0.104,1,0,0,0,0,0,0,0,0,0,0.000000,6.250779,7.181988,-1.020813,7.229470,10.868247,10.408219,13.657619,10.610261,1.48505,0.11103,3.27693
0.105,1,0,0,0,0,0,0,0,0,0,0.000000,6.252657,7.178532,-1.074328,7.228313,10.897212,10.402066,13.648943,10.720780,1.48334,0.11332,3.27655
0.106,1,0,0,0,0,0,0,0,0,0,0.000000,6.254416,7.174997,-1.127843,7.227157,10.926177,10.395914,13.640267,10.831299,1.48447,0.08122,3.27626
0.107,1,0,0,0,0,0,0,0,0,0,0.000000,6.255757,7.171190,-1.181358,7.226000,10.955142,10.389762,13.631592,10.941818,1.48602,0.12291,3.27665
0.108,1,0,0,0,0,0,0,0,0,0,0.000000,6.256977,7.167348,-1.235038,7.224798,10.980934,10.382369,13.622734,11.052291,1.48514,0.11877,3.27691
0.109,1,0,0,0,0,0,0,0,0,0,0.000000,6.257768,7.163382,-1.289748,7.223310,10.986909,10.367225,13.612734,11.162476,1.48471,0.09325,3.27637
0.110,1,0,0,0,0,0,0,0,0,0,0.000000,6.258496,7.159389,-1.344457,7.221823,10.992885,10.352080,13.602733,11.272660,1.48438,0.13537,3.27601
0.111,1,0,0,0,0,0,0,0,0,0,0.000000,6.259000,7.155299,-1.399167,7.220335,10.998860,10.336936,13.592732,11.382845,1.48477,0.10911,3.27677
0.112,1,0,0,0,0,0,0,0,0,0,0.000000,6.259480,7.151168,-1.455412,7.218842,11.010988,10.322589,13.582534,11.469189,1.48270,0.09455,3.27743
0.113,1,0,0,0,0,0,0,0,0,0,0.000000,6.259880,7.146884,-1.521248,7.217313,11.061545,10.313224,13.571098,11.406612,1.48328,0.12643,3.27735
0.114,1,0,0,0,0,0,0,0,0,0,0.000000,6.260139,7.142475,-1.587084,7.215785,11.112102,10.303860,13.559663,11.344035,1.48547,0.09430,3.27726
0.115,1,0,0,0,0,0,0,0,0,0,0.000000,6.259902,7.137624,-1.652919,7.214257,11.162659,10.294495,13.548226,11.281459,1.48376,0.08049,3.27711
0.116,1,0,0,0,0,0,0,0,0,0,0.000000,6.259404,7.132560,-1.723963,7.212717,11.211106,10.284453,13.536485,11.211273,1.48334,0.11356,3.27697
0.117,1,0,0,0,0,0,0,0,0,0,0.000000,6.257982,7.126741,-1.827533,7.211104,11.246375,10.270184,13.522832,11.093557,1.48135,0.11046,3.27689
0.118,1,0,0,0,0,0,0,0,0,0,0.000000,6.256363,7.120673,-1.931104,7.209492,11.281644,10.255913,13.509179,10.975842,1.48492,0.07123,3.27682
0.119,1,0,0,0,0,0,0,0,0,0,0.000000,6.254051,7.113725,-2.034674,7.207880,11.316913,10.241643,13.495526,10.858126,1.48502,0.12138,3.27682
0.120,1,0,0,0,0,0,0,0,0,0,0.000000,6.251637,7.106511,-2.144020,7.206210,11.356239,10.227059,13.481976,10.740628,1.48434,0.11431,3.27687
0.121,1,0,0,0,0,0,0,0,0,0,0.000000,6.248864,7.098361,-2.289438,7.204180,11.420906,10.210525,13.469067,10.624498,1.48743,0.09637,3.27726
0.122,1,0,0,0,0,0,0,0,0,0,0.000000,6.245981,7.089948,-2.434855,7.202149,11.485574,10.193990,13.456157,10.508368,1.48413,0.13074,3.27756
0.123,1,0,0,0,0,0,0,0,0,0,0.000000,6.242710,7.080605,-2.580273,7.200119,11.550241,10.177455,13.443248,10.392237,1.48383,0.10085,3.27733
0.124,1,0,0,0,0,0,0,0,0,0,0.000000,6.239306,7.071022,-2.729133,7.197968,11.615539,10.161447,13.430029,10.276297,1.48407,0.09301,3.27710
0.125,1,0,0,0,0,0,0,0,0,0,0.000000,6.235433,7.060585,-2.899491,7.195066,11.684778,10.148732,13.414877,10.161544,1.48532,0.10840,3.27687
0.126,1,0,0,0,0,0,0,0,0,0,0.000000,6.231467,7.049989,-3.069848,7.192165,11.754019,10.136017,13.399724,10.046792,1.48282,0.10288,3.27668
0.127,1,0,0,0,0,0,0,0,0,0,0.000000,6.227173,7.038832,-3.240206,7.189263,11.823258,10.123302,13.384572,9.932039,1.48422,0.07867,3.27676
0.128,1,0,0,0,0,0,0,0,0,0,0.000000,6.222841,7.027632,-3.407160,7.186181,11.893185,10.111337,13.369606,9.825525,1.48535,0.09230,3.27683
0.129,1,0,0,0,0,0,0,0,0,0,0.000000,6.218370,7.016280,-3.552859,7.181969,11.967400,10.104056,13.355802,9.770465,1.48608,0.12659,3.27691
0.130,1,0,0,0,0,0,0,0,0,0,0.000000,6.213893,7.005075,-3.698557,7.177757,12.041615,10.096775,13.341998,9.715405,1.48413,0.10390,3.27702
0.131,1,0,0,0,0,0,0,0,0,0,0.000000,6.209393,6.994391,-3.844256,7.173545,12.115829,10.089495,13.328195,9.660345,1.48407,0.10301,3.27732
0.132,1,0,0,0,0,0,0,0,0,0,0.000000,6.204896,6.984039,-3.980737,7.169294,12.188811,10.081522,13.314507,9.605258,1.48520,0.11687,3.27761
0.133,1,0,0,0,0,0,0,0,0,0,0.000000,6.200415,6.974866,-4.059641,7.164800,12.254088,10.069224,13.301542,9.550001,1.48218,0.10484,3.27776
0.134,1,0,0,0,0,0,0,0,0,0,0.000000,6.195873,6.966103,-4.138545,7.160305,12.319366,10.056928,13.288579,9.494745,1.48370,0.07845,3.27783
0.135,1,0,0,0,0,0,0,0,0,0,0.000000,6.191116,6.958792,-4.217449,7.155810,12.384644,10.044631,13.275615,9.439488,1.48251,0.11006,3.27738
0.136,1,0,0,0,0,0,0,0,0,0,0.000000,6.186227,6.951932,-4.283892,7.151295,12.450148,10.031573,13.262369,9.394737,1.48422,0.09196,3.27702
0.137,1,0,0,0,0,0,0,0,0,0,0.000000,6.180870,6.946669,-4.272495,7.146653,12.517075,10.013767,13.247362,9.415609,1.48578,0.07147,3.27732
0.138,1,0,0,0,0,0,0,0,0,0,0.000000,6.175373,6.941874,-4.261098,7.142012,12.584001,9.995960,13.232356,9.436481,1.48279,0.12803,3.27754
0.139,1,0,0,0,0,0,0,0,0,0,0.000000,6.169381,6.938739,-4.249701,7.137370,12.650927,9.978153,13.217350,9.457354,1.48352,0.10895,3.27716
0.140,1,0,0,0,0,0,0,0,0,0,0.000000,6.163269,6.936070,-4.226914,7.132761,12.717881,9.961010,13.202321,9.477131,1.48474,0.08850,3.27678
0.141,1,0,0,0,0,0,0,0,0,0,0.000000,6.156727,6.935051,-4.132980,7.128360,12.785011,9.948014,13.187151,9.490068,1.48322,0.12756,3.27639
0.142,1,0,0,0,0,0,0,0,0,0,0.000000,6.150120,6.934434,-4.039045,7.123959,12.852141,9.935019,13.171980,9.503007,1.48474,0.11687,3.27616
0.143,1,0,0,0,0,0,0,0,0,0,0.000000,6.143278,6.935241,-3.945111,7.119557,12.919272,9.922023,13.156810,9.515944,1.48636,0.09546,3.27692
0.144,1,0,0,0,0,0,0,0,0,0,0.000000,6.136439,6.936370,-3.844012,7.115227,12.987468,9.909309,13.142058,9.519812,1.48288,0.11577,3.27749
0.145,1,0,0,0,0,0,0,0,0,0,0.000000,6.129608,6.938643,-3.698165,7.111339,13.062316,9.898356,13.129925,9.467022,1.48434,0.10180,3.27673
0.146,1,0,0,0,0,0,0,0,0,0,0.000000,6.122860,6.941169,-3.552317,7.107450,13.137163,9.887403,13.117790,9.414232,1.48535,0.08099,3.27612
0.147,1,0,0,0,0,0,0,0,0,0,0.000000,6.116409,6.944595,-3.406470,7.103562,13.212011,9.876450,13.105657,9.361443,1.48459,0.11864,3.27658
0.148,1,0,0,0,0,0,0,0,0,0,0.000000,6.110097,6.948208,-3.259068,7.099828,13.285986,9.865319,13.093667,9.308747,1.48511,0.09150,3.27699
0.149,1,0,0,0,0,0,0,0,0,0,0.000000,6.104277,6.952481,-3.101957,7.097056,13.354508,9.853091,13.082582,9.256644,1.48434,0.09303,3.27706
0.150,1,0,0,0,0,0,0,0,0,0,0.000000,6.098514,6.956861,-2.944847,7.094285,13.423031,9.840862,13.071498,9.204540,1.48383,0.12803,3.27711
0.151,1,0,0,0,0,0,0,0,0,0,0.000000,6.092951,6.961624,-2.787736,7.091514,13.491553,9.828634,13.060413,9.152437,1.48386,0.09692,3.27696
0.152,1,0,0,0,0,0,0,0,0,0,0.000000,6.087363,6.966403,-2.632329,7.088824,13.559356,9.817124,13.049419,9.100383,1.48273,0.10338,3.27685
0.153,1,0,0,0,0,0,0,0,0,0,0.000000,6.081685,6.971243,-2.487559,7.086644,13.622657,9.810107,13.038995,9.048635,1.48505,0.12498,3.27708
0.154,1,0,0,0,0,0,0,0,0,0,0.000000,6.076072,6.975967,-2.342790,7.084465,13.685958,9.803089,13.028569,8.996886,1.48404,0.10773,3.27726
0.155,1,0,0,0,0,0,0,0,0,0,0.000000,6.070694,6.980281,-2.198020,7.082284,13.749259,9.796071,13.018145,8.945139,1.48489,0.11341,3.27711
0.156,1,0,0,0,0,0,0,0,0,0,0.000000,6.065489,6.984414,-2.057411,7.080187,13.811129,9.788447,13.007080,8.893586,1.48373,0.10728,3.27708
0.157,1,0,0,0,0,0,0,0,0,0,0.000000,6.060897,6.987902,-1.942797,7.078601,13.864056,9.777035,12.992025,8.843255,1.48483,0.09413,3.27784
0.158,1,0,0,0,0,0,0,0,0,0,0.000000,6.056433,6.991494,-1.828182,7.077015,13.916984,9.765623,12.976970,8.792924,1.48181,0.10756,3.27841
0.159,1,0,0,0,0,0,0,0,0,0,0.000000,6.052422,6.995456,-1.713567,7.075429,13.969911,9.754210,12.961914,8.742593,1.48297,0.11022,3.27773
0.160,1,0,0,0,0,0,0,0,0,0,0.000000,6.048461,6.999862,-1.588053,7.073838,14.025107,9.742766,12.947339,8.700058,1.48563,0.08164,3.27711
0.161,1,0,0,0,0,0,0,0,0,0,0.000000,6.044683,7.005838,-1.394454,7.072213,14.094477,9.731118,12.935762,8.706221,1.48416,0.09760,3.27696
0.162,1,0,0,0,0,0,0,0,0,0,0.000000,6.040939,7.012387,-1.200856,7.070589,14.163846,9.719471,12.924186,8.712383,1.48462,0.12628,3.27679
