"Time","63 sinus","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 simus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 Sw offset","44 Sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.165466,38.877148,86.172890,84.467300,5.942123,14.484819,4.970119,17.339167,6.258752,16.760410,0,4.809443,12.107306,6.591036,11.890706,8.038368,17.630939,7.630937,12.389744,7.835128,11.824179,8.304162,11.373144,8.111213,12.845441,9.505237,12.931576,9.379231,13.691841,0,-0.01989,0.00275,-0.01929,-0.00790,0.00841,-0.01342,0.00598,0.00265,-1.48049,0.10695,3.27641
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.774200,39.044720,86.169212,84.687813,5.935418,14.491690,4.969067,17.345196,6.259134,16.749231,0,4.810431,12.095030,6.589313,11.891018,8.039844,17.637926,7.634380,12.380532,7.837481,11.815006,8.306721,11.366026,8.112455,12.837558,9.507514,12.926881,9.380580,13.694742,0,-0.01677,0.00447,-0.02419,-0.01645,0.00880,-0.01424,0.00366,0.00213,-1.47964,0.12854,3.27649
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.382935,39.212292,86.165543,84.908333,5.928713,14.498560,4.968015,17.351227,6.259516,16.738052,0,4.811419,12.082752,6.587589,11.891331,8.041319,17.644913,7.637823,12.371322,7.839834,11.805835,8.309279,11.358909,8.113698,12.829676,9.509792,12.922187,9.381927,13.697643,0,-0.01673,0.00328,-0.02141,-0.01131,0.00898,-0.01249,0.00630,0.00150,-1.47998,0.10412,3.27682
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.991669,39.379860,86.161873,85.128845,5.922008,14.505430,4.966963,17.357258,6.259898,16.726873,0,4.812407,12.070475,6.585865,11.891643,8.042794,17.651899,7.641266,12.362110,7.842187,11.796663,8.311838,11.351790,8.114941,12.821793,9.512070,12.917492,9.383276,13.700544,0,-0.01637,0.00328,-0.02032,-0.01325,0.00847,-0.01188,0.00472,0.00129,-1.47831,0.10206,3.27735
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.581970,39.519650,86.140671,85.391945,5.913537,14.513906,4.966209,17.365179,6.260299,16.715113,0,4.813467,12.059224,6.584107,11.891949,8.044652,17.657984,7.645795,12.350117,7.845978,11.785420,8.317540,11.344448,8.115790,12.813484,9.512920,12.913518,9.383674,13.703893,0,-0.01462,0.00355,-0.01953,-0.01184,0.00798,-0.01206,0.00504,0.00316,-1.47792,0.11951,3.27759
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.158127,39.638130,86.106026,85.687691,5.903712,14.523611,4.965683,17.374548,6.260715,16.702908,0,4.814581,12.048760,6.582322,11.892251,8.046802,17.663376,7.651157,12.335991,7.850871,11.772590,8.325654,11.336933,8.116339,12.804848,9.512675,12.910095,9.383345,13.707584,0,-0.01793,0.00258,-0.02066,-0.01224,0.00717,-0.01237,0.00386,0.00245,-1.47867,0.10886,3.27759
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.734299,39.756611,86.071381,85.983437,5.893887,14.533317,4.965156,17.383919,6.261131,16.690702,0,4.815695,12.038297,6.580538,11.892552,8.048951,17.668770,7.656519,12.321865,7.855764,11.759760,8.333767,11.329417,8.116887,12.796212,9.512431,12.906672,9.383015,13.711275,0,-0.02183,0.00300,-0.01732,-0.01229,0.00785,-0.01232,0.00549,0.00179,-1.47823,0.10832,3.27746
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.310455,39.875092,86.036736,86.279182,5.884062,14.543021,4.964629,17.393290,6.261547,16.678495,0,4.816810,12.027833,6.578753,11.892855,8.051102,17.674162,7.661881,12.307739,7.860658,11.746929,8.341881,11.321902,8.117435,12.787576,9.512186,12.903251,9.382686,13.714967,0,-0.01455,0.00410,-0.02106,-0.01313,0.00904,-0.01225,0.00562,0.00253,-1.48009,0.10229,3.27723
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.663239,40.108875,86.059250,86.672974,5.879348,14.550942,4.964176,17.402693,6.261871,16.666258,0,4.817851,12.012042,6.577302,11.895455,8.051037,17.676655,7.666995,12.292906,7.863615,11.737335,8.349074,11.314290,8.117469,12.779101,9.512326,12.900916,9.382473,13.719120,0,-0.02273,0.00353,-0.01914,-0.01266,0.00835,-0.01136,0.00341,0.00076,-1.48086,0.11025,3.27730
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.844742,40.431068,86.125595,87.141945,5.878553,14.557495,4.963778,17.412123,6.262125,16.653997,0,4.818835,11.992167,6.576108,11.899819,8.049273,17.676926,7.671920,12.277530,7.865088,11.730224,8.355563,11.306603,8.117106,12.770750,9.512760,12.899418,9.382350,13.723627,0,-0.02220,0.00302,-0.02255,-0.01378,0.00921,-0.01253,0.00273,0.00290,-1.47849,0.11787,3.27761
0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.026245,40.753258,86.191948,87.610909,5.877759,14.564048,4.963380,17.421551,6.262379,16.641735,0,4.819819,11.972292,6.574914,11.904183,8.047510,17.677197,7.676844,12.262155,7.866560,11.723112,8.362051,11.298916,8.116744,12.762399,9.513194,12.897919,9.382227,13.728135,0,-0.03266,0.00328,-0.02003,-0.01339,0.00911,-0.01223,0.00428,0.00192,-1.47867,0.08850,3.27753
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.207733,41.075451,86.258293,88.079880,5.876964,14.570601,4.962983,17.430981,6.262633,16.629473,0,4.820804,11.952417,6.573719,11.908547,8.045747,17.677465,7.681769,12.246778,7.868033,11.716000,8.368540,11.291229,8.116382,12.754047,9.513628,12.896420,9.382104,13.732642,0,-0.02841,0.00225,-0.02061,-0.01434,0.00868,-0.01241,0.00497,0.00254,-1.47889,0.10264,3.27715
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.119690,41.565315,86.392738,88.529068,5.871048,14.579130,4.962414,17.439600,6.262714,16.616949,0,4.821890,11.932655,6.572236,11.913726,8.047076,17.682241,7.685183,12.233453,7.867295,11.706503,8.375832,11.284272,8.117230,12.746783,9.512247,12.896799,9.382637,13.737181,0,0.00876,0.00286,-0.01822,-0.01185,0.00797,-0.01075,0.00359,0.00225,-1.47919,0.11542,3.27719
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.824966,42.183750,86.579407,88.963089,5.861204,14.589175,4.961714,17.447599,6.262662,16.604223,0,4.823054,11.912980,6.570532,11.919530,8.050776,17.690468,7.687439,12.221698,7.864861,11.695177,8.383740,11.277874,8.119008,12.740355,9.509477,12.898619,9.383673,13.741744,0,-0.03624,0.00324,-0.02073,-0.01459,0.00749,-0.01318,0.00751,0.00283,-1.47906,0.10206,3.27757
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.530243,42.802185,86.766068,89.397118,5.851360,14.599220,4.961014,17.455599,6.262610,16.591497,0,4.824218,11.893305,6.568828,11.925333,8.054476,17.698696,7.689696,12.209944,7.862426,11.683851,8.391648,11.271476,8.120787,12.733925,9.506705,12.900438,9.384709,13.746307,0,-0.01836,0.00351,-0.01997,-0.01457,0.00960,-0.01224,0.00618,0.00336,-1.47847,0.11574,3.27761
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.235519,43.420616,86.952736,89.831139,5.841516,14.609265,4.960314,17.463598,6.262558,16.578773,0,4.825382,11.873630,6.567124,11.931136,8.058175,17.706924,7.691952,12.198189,7.859992,11.672524,8.399556,11.265078,8.122564,12.727496,9.503935,12.902258,9.385745,13.750870,0,-0.01617,0.00396,-0.02108,-0.01430,0.00604,-0.01356,0.00704,0.00290,-1.47901,0.10266,3.27738
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.425964,43.852062,87.186913,90.333763,5.833558,14.621626,4.959530,17.471003,6.262353,16.565945,0,4.826435,11.860740,6.565546,11.940338,8.060072,17.714218,7.696274,12.184934,7.859200,11.660842,8.406543,11.259794,8.124028,12.721325,9.504929,12.906116,9.386467,13.756311,0,-0.01805,0.00233,-0.02208,-0.01312,0.00370,-0.01139,0.00469,0.00319,-1.47816,0.10717,3.27720
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.988419,44.140125,87.457535,90.888985,5.827045,14.635763,4.958683,17.477951,6.262031,16.553036,0,4.827403,11.853053,6.564064,11.952146,8.060586,17.720795,7.702180,12.170527,7.859666,11.648886,8.412823,11.255365,8.125253,12.715351,9.508810,12.911537,9.386947,13.762425,0,-0.01699,0.00374,-0.02071,-0.01468,0.01012,-0.01201,0.00604,0.00303,-1.47979,0.11399,3.27705
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.550873,44.428192,87.728149,91.444214,5.820531,14.649900,4.957834,17.484900,6.261708,16.540129,0,4.828370,11.845367,6.562582,11.963953,8.061100,17.727371,7.708087,12.156120,7.860133,11.636930,8.419102,11.250937,8.126476,12.709378,9.512691,12.916958,9.387426,13.768539,0,-0.01652,0.00311,-0.01890,-0.01295,0.00793,-0.01252,0.00387,0.00261,-1.47907,0.09191,3.27677
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.113327,44.716255,87.998772,91.999435,5.814018,14.664038,4.956986,17.491848,6.261386,16.527222,0,4.829338,11.837681,6.561100,11.975761,8.061614,17.733948,7.713993,12.141713,7.860599,11.624973,8.425382,11.246509,8.127701,12.703404,9.516572,12.922379,9.387906,13.774654,0,-0.01770,0.00397,-0.01865,-0.01178,0.00768,-0.01215,0.00378,0.00228,-1.47953,0.10741,3.27638
0.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.951492,44.971752,88.353584,92.726639,5.808032,14.673403,4.956208,17.497522,6.261042,16.518225,0,4.830339,11.829473,6.559594,11.997413,8.063795,17.741531,7.714319,12.129094,7.861325,11.615606,8.430060,11.241172,8.127086,12.695542,9.515649,12.926737,9.388271,13.781111,0,-0.01133,0.00189,-0.02151,-0.01306,0.00891,-0.01244,0.00362,0.00308,-1.47962,0.11205,3.27660
0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.001068,45.202278,88.772964,93.585716,5.802448,14.679108,4.955482,17.502218,6.260681,16.512224,0,4.831367,11.820866,6.558070,12.026612,8.067254,17.749886,7.710367,12.117846,7.862250,11.608225,8.433512,11.235137,8.125059,12.686232,9.511043,12.930279,9.388550,13.787831,0,-0.00887,0.00339,-0.02221,-0.01337,0.00791,-0.01251,0.00431,0.00315,-1.47870,0.09635,3.27728
0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.050644,45.432804,89.192345,94.444794,5.796865,14.684813,4.954757,17.506914,6.260320,16.506224,0,4.832394,11.812259,6.556546,12.055812,8.070714,17.758240,7.706414,12.106597,7.863175,11.600843,8.436963,11.229103,8.123034,12.676921,9.506436,12.933822,9.388828,13.794551,0,-0.02136,0.00308,-0.02036,-0.01322,0.01027,-0.01296,0.00253,0.00200,-1.47858,0.11445,3.27755
0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.100220,45.663330,89.611725,95.303864,5.791282,14.690518,4.954032,17.511610,6.259959,16.500223,0,4.833422,11.803651,6.555022,12.085012,8.074173,17.766594,7.702461,12.095348,7.864100,11.593462,8.440414,11.223068,8.121008,12.667609,9.501829,12.937365,9.389106,13.801271,0,-0.01491,0.00403,-0.02057,-0.01357,0.02744,-0.01245,0.00496,0.00289,-1.47776,0.10741,3.27747
0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.151978,45.958069,90.022339,96.134880,5.784768,14.696691,4.953526,17.515699,6.259564,16.489307,0,4.834383,11.791923,6.553371,12.107520,8.075157,17.774532,7.698644,12.083085,7.863875,11.579994,8.440582,11.213945,8.119542,12.658359,9.497610,12.940025,9.390066,13.806419,0,-0.01937,0.00187,-0.01852,-0.01541,0.00952,-0.01190,0.00392,0.00247,-1.47938,0.09882,3.27739
0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.205399,46.302052,90.426247,96.944382,5.777540,14.703220,4.953187,17.519320,6.259145,16.474619,0,4.835295,11.777801,6.551624,12.124896,8.074244,17.782154,7.694932,12.070043,7.862771,11.561860,8.438232,11.202454,8.118505,12.649153,9.493688,12.942009,9.391548,13.810362,0,-0.01472,0.00469,-0.02364,-0.01329,0.00882,-0.01143,0.00504,0.00150,-1.47791,0.10620,3.27732
0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.258835,46.646030,90.830147,97.753883,5.770313,14.709750,4.952849,17.522942,6.258726,16.459932,0,4.836206,11.763679,6.549876,12.142273,8.073331,17.789774,7.691219,12.057001,7.861665,11.543726,8.435883,11.190962,8.117469,12.639947,9.489766,12.943994,9.393030,13.814304,0,-0.01938,0.00355,-0.02038,-0.01301,0.00905,-0.01141,0.00472,0.00123,-1.47867,0.09534,3.27741
0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.312256,46.990009,91.234055,98.563377,5.763085,14.716280,4.952510,17.526564,6.258306,16.445244,0,4.837117,11.749557,6.548129,12.159649,8.072418,17.797394,7.687507,12.043959,7.860560,11.525592,8.433532,11.179471,8.116432,12.630741,9.485844,12.945977,9.394512,13.818248,0,-0.01638,0.00294,-0.01982,-0.01401,0.00945,-0.01299,0.00371,0.00401,-1.47812,0.09985,3.27764
0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.698486,47.220402,91.579529,99.350578,5.753882,14.724258,4.951967,17.530500,6.257705,16.434582,0,4.838037,11.733625,6.546510,12.187044,8.074078,17.806297,7.685185,12.027956,7.862385,11.511341,8.434295,11.170921,8.115762,12.622863,9.482296,12.948363,9.396526,13.822175,0,-0.01973,0.00404,-0.02088,-0.01384,0.00807,-0.01260,0.00450,0.00507,-1.48055,0.10285,3.27744
0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.339905,47.363693,91.880203,100.120674,5.743164,14.733347,4.951266,17.534678,6.256965,16.427006,0,4.838964,11.716307,6.544990,12.222120,8.077711,17.816185,7.683929,12.009682,7.866457,11.500070,8.437443,11.164629,8.115373,12.616001,9.479035,12.951058,9.398950,13.826092,0,-0.01744,0.00375,-0.02049,-0.01314,0.00842,-0.01277,0.00511,0.00308,-1.47953,0.09348,3.27691
0.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.981323,47.506985,92.180885,100.890770,5.732445,14.742435,4.950565,17.538855,6.256224,16.419430,0,4.839891,11.698988,6.543469,12.257197,8.081345,17.826073,7.682674,11.991408,7.870529,11.488797,8.440592,11.158336,8.114983,12.609139,9.475775,12.953753,9.401373,13.830008,0,-0.01611,0.00255,-0.02082,-0.01252,0.00846,-0.01293,0.00473,0.00195,-1.47922,0.10606,3.27688
0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.622742,47.650276,92.481560,101.660866,5.721726,14.751523,4.949864,17.543032,6.255484,16.411854,0,4.840817,11.681669,6.541949,12.292274,8.084978,17.835958,7.681418,11.973134,7.874601,11.477526,8.443740,11.152043,8.114594,12.602279,9.472515,12.956448,9.403795,13.833924,0,-0.01881,0.00321,-0.01613,-0.01312,0.01143,-0.01229,0.00417,0.00989,-1.47759,0.11144,3.27727
0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.223969,47.848911,92.797874,102.408340,5.712743,14.760451,4.948879,17.548536,6.254693,16.402483,0,4.841702,11.670188,6.541048,12.318099,8.083666,17.843512,7.680206,11.952903,7.877640,11.468248,8.446335,11.145882,8.115273,12.595100,9.470013,12.958189,9.407082,13.837252,0,-0.01479,0.00361,-0.01984,-0.01395,0.00805,-0.01143,0.00239,0.00284,-1.47810,0.09823,3.27748
0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.794373,48.089981,93.126175,103.138481,5.705090,14.769258,4.947677,17.555059,6.253861,16.391735,0,4.842553,11.663182,6.540621,12.336829,8.078561,17.849276,7.679027,11.931170,7.879887,11.460500,8.448504,11.139822,8.116772,12.587681,9.468091,12.959200,9.411030,13.840128,0,-0.01968,0.00333,-0.01901,-0.01381,0.00898,-0.01218,0.00283,0.00213,-1.47626,0.11005,3.27755
0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.364777,48.331051,93.454475,103.868614,5.697437,14.778064,4.946474,17.561581,6.253031,16.380987,0,4.843404,11.656177,6.540194,12.355560,8.073457,17.855040,7.677847,11.909437,7.882133,11.452752,8.450674,11.133762,8.118270,12.580260,9.466170,12.960210,9.414978,13.843004,0,-0.01476,0.00275,-0.02006,-0.01475,0.00914,-0.01297,0.00505,0.00408,-1.47483,0.11812,3.27729
0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.935165,48.572121,93.782776,104.598747,5.689785,14.786870,4.945271,17.568104,6.252200,16.370239,0,4.844254,11.649171,6.539767,12.374290,8.068353,17.860804,7.676668,11.887704,7.884379,11.445004,8.452845,11.127703,8.119768,12.572841,9.464249,12.961221,9.418926,13.845881,0,-0.01613,0.00283,-0.02010,-0.01270,0.00841,-0.01359,0.00476,0.00397,-1.48117,0.09928,3.27676
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.959869,48.962643,94.083351,105.269630,5.680125,14.795494,4.943751,17.570517,6.251227,16.360641,0,4.844986,11.643145,6.539791,12.392679,8.065496,17.866980,7.674864,11.868669,7.886544,11.434893,8.457183,11.120785,8.122128,12.565692,9.463197,12.963357,9.422793,13.849575,0,-0.02346,0.00635,-0.02068,-0.01272,0.00789,-0.01222,0.00432,0.00256,-1.47839,0.10676,3.27669
0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.566147,49.467762,94.362671,105.895081,5.668926,14.803978,4.941988,17.569778,6.250146,16.351927,0,4.845625,11.637870,6.540160,12.410806,8.064364,17.873470,7.672580,11.851702,7.888646,11.422971,8.463185,11.113211,8.125148,12.558751,9.462811,12.966357,9.426597,13.853896,0,-0.02198,0.00188,-0.02060,-0.01324,0.00887,-0.01218,0.00561,0.00264,-1.47886,0.12277,3.27699
0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.172424,49.972881,94.641991,106.520531,5.657726,14.812462,4.940224,17.569038,6.249065,16.343210,0,4.846264,11.632595,6.540529,12.428931,8.063232,17.879959,7.670297,11.834734,7.890748,11.411048,8.469188,11.105636,8.128167,12.551811,9.462424,12.969357,9.430401,13.858217,0,-0.01591,0.00296,-0.01983,-0.01415,0.00628,-0.01467,0.00381,0.00223,-1.47861,0.09914,3.27722
0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.778702,50.477997,94.921310,107.145981,5.646527,14.820946,4.938460,17.568300,6.247983,16.334496,0,4.846903,11.627320,6.540898,12.447058,8.062100,17.886450,7.668013,11.817767,7.892850,11.399126,8.475190,11.098061,8.131187,12.544870,9.462038,12.972357,9.434205,13.862538,0,-0.01598,0.00320,-0.02184,-0.01436,-0.00003,-0.01212,0.00159,0.00481,-1.47876,0.09998,3.27737
0.040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.055939,51.050133,95.226372,107.660233,5.640265,14.828321,4.936470,17.575390,6.246967,16.324764,0,4.847398,11.619583,6.541309,12.465204,8.060457,17.894419,7.667645,11.803842,7.892055,11.388448,8.481034,11.091979,8.134426,12.539080,9.462110,12.974984,9.438088,13.866064,0,-0.01983,0.00302,-0.01870,-0.00060,0.01071,-0.01325,0.00602,-0.00192,-1.47901,0.12072,3.27744
0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.080887,51.673649,95.551178,108.089218,5.637788,14.834846,4.934307,17.588480,6.246000,16.314253,0,4.847782,11.609957,6.541752,12.483367,8.058423,17.903521,7.668744,11.792250,7.889037,11.378725,8.486756,11.087041,8.137834,12.534169,9.462534,12.977325,9.442032,13.868979,0,-0.02342,0.00355,-0.02263,-0.01403,0.00929,-0.01299,0.00388,0.00396,-1.47764,0.09744,3.27744
0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.105820,52.297169,95.875977,108.518204,5.635312,14.841372,4.932143,17.601570,6.245033,16.303741,0,4.848166,11.600330,6.542195,12.501530,8.056388,17.912622,7.669843,11.780658,7.886020,11.369002,8.492479,11.082104,8.141241,12.529260,9.462957,12.979668,9.445976,13.871893,0,-0.01856,0.00350,-0.01837,-0.01373,0.00871,-0.01464,0.00409,0.00216,-1.47609,0.09128,3.27756
0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.130768,52.920689,96.200783,108.947189,5.632834,14.847897,4.929979,17.614660,6.244066,16.293230,0,4.848550,11.590704,6.542638,12.519692,8.054354,17.921724,7.670942,11.769065,7.883003,11.359280,8.498201,11.077167,8.144649,12.524349,9.463381,12.982009,9.449920,13.874808,0,-0.01602,0.00310,-0.01885,-0.01518,0.00808,-0.01194,0.00496,0.00199,-1.47769,0.11262,3.27779
0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.591217,53.545567,96.597633,109.366295,5.627270,14.854160,4.927771,17.622726,6.243029,16.282324,0,4.849037,11.578751,6.543184,12.531979,8.056108,17.932302,7.669807,11.760019,7.878488,11.350616,8.502510,11.072557,8.149190,12.519876,9.464272,12.984683,9.452159,13.877378,0,-0.01989,0.00216,-0.01970,-0.01406,0.00838,-0.01122,0.00497,0.00316,-1.47813,0.09923,3.27755
0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.385590,54.171486,97.049744,109.777824,5.619339,14.860225,4.925528,17.626938,6.241938,16.271114,0,4.849602,11.565013,6.543809,12.539758,8.060765,17.944010,7.666960,11.752926,7.872824,11.342766,8.505735,11.068200,8.154600,12.515737,9.465520,12.987611,9.453092,13.879683,0,-0.01739,0.00266,-0.02821,-0.01268,0.00880,-0.01198,0.00397,0.00162,-1.47898,0.09057,3.27694
0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.179962,54.797405,97.501854,110.189346,5.611407,14.866289,4.923284,17.631149,6.240846,16.259905,0,4.850167,11.551275,6.544435,12.547537,8.065424,17.955719,7.664112,11.745831,7.867159,11.334915,8.508961,11.063842,8.160011,12.511598,9.466768,12.990539,9.454024,13.881989,0,-0.01684,0.00383,-0.02164,-0.01344,0.00434,-0.01395,0.00533,0.00275,-1.47844,0.10061,3.27684
0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.974335,55.423325,97.953964,110.600876,5.603476,14.872354,4.921041,17.635361,6.239755,16.248697,0,4.850732,11.537538,6.545060,12.555316,8.070082,17.967428,7.661263,11.738738,7.861495,11.327065,8.512185,11.059484,8.165421,12.507459,9.468017,12.993467,9.454957,13.884295,0,-0.02152,0.00204,-0.02121,-0.01378,0.00197,-0.01277,0.00874,0.00280,-1.47910,0.09523,3.27715
0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.047668,56.099583,98.402557,110.997963,5.595769,14.878698,4.918771,17.641678,6.238634,16.237307,0,4.851205,11.527787,6.545825,12.563349,8.074059,17.982786,7.657747,11.728921,7.861667,11.317320,8.516400,11.055009,8.171938,12.504538,9.470354,12.998224,9.458362,13.887805,0,-0.01434,0.00313,-0.01879,-0.01237,0.00883,-0.01201,0.00740,0.00248,-1.47849,0.09899,3.27711
0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.334915,56.814445,98.848450,111.383987,5.588234,14.885257,4.916481,17.649612,6.237491,16.225777,0,4.851607,11.521094,6.546699,12.571576,8.077514,18.000942,7.653719,11.717015,7.866313,11.306121,8.521374,11.050443,8.179303,12.502550,9.473527,13.004384,9.463662,13.892241,0,-0.01084,0.00307,-0.02175,-0.01284,0.00997,-0.01201,0.00380,0.00325,-1.47786,0.10305,3.27681
0.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.622162,57.529305,99.294350,111.770004,5.580699,14.891816,4.914190,17.657545,6.236348,16.214249,0,4.852008,11.514401,6.547572,12.579804,8.080968,18.019098,7.649691,11.705111,7.870959,11.294923,8.526347,11.045877,8.186668,12.500564,9.476701,13.010544,9.468963,13.896675,0,-0.01962,0.00355,-0.01905,-0.01353,0.00928,-0.01300,0.00352,0.00311,-1.47463,0.09350,3.27671
0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.909409,58.244164,99.740242,112.156021,5.573165,14.898375,4.911900,17.665480,6.235205,16.202719,0,4.852410,11.507709,6.548445,12.588032,8.084423,18.037256,7.645662,11.693205,7.875605,11.283724,8.531322,11.041311,8.194034,12.498576,9.479874,13.016705,9.474264,13.901111,0,-0.01602,0.00244,-0.01803,-0.01252,0.00898,-0.01159,0.00336,0.00343,-1.47841,0.10765,3.27679
0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.966370,59.014099,100.118980,112.461784,5.567845,14.903486,4.909516,17.677294,6.234079,16.193472,0,4.852716,11.496721,6.549543,12.594851,8.086490,18.052792,7.642760,11.680578,7.880785,11.272805,8.536995,11.039180,8.200544,12.496558,9.483560,13.024219,9.477368,13.907066,0,-0.01624,0.00323,-0.02064,-0.01314,0.00836,-0.01227,0.00684,-0.00237,-1.47778,0.11610,3.27661
