"Time","63 sinus","62 rm dwn st","61 rm dwn sw","60 rmp up st","59 rmp up sw","58 Ramp down","57 Ramp up","56 right DS","55 left DS","54 lHL swoff","53 lHL swon","52 rHL swoff","51 rHL swon","50 lFL swoff","49 lFL swon","48 rFL swoff","47 rFL swon","46 sw offset","45 sw onset","44 ramnp dwn","43 ramp up","42 sinus rmp","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.917679,20.965784,77.053795,74.770187,6.410490,9.394142,5.677536,10.428404,6.628941,12.087486,0,5.427220,7.631502,7.042695,6.635170,7.947882,9.896621,7.981406,7.352504,8.104440,6.997715,8.318960,6.487988,8.273161,7.860116,9.562999,7.622324,9.488383,8.332159,0,-0.01740,0.00290,-0.02078,-0.01337,0.00970,-0.01297,0.00615,0.00247,1.48299,0.09519,3.27657
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.181351,21.108450,76.796234,75.275490,6.415318,9.396454,5.681948,10.447922,6.629067,12.076333,0,5.431065,7.634183,7.037904,6.614257,7.947592,9.922237,7.986049,7.613242,8.113344,6.949906,8.323657,6.471907,8.264605,7.845323,9.554160,7.612682,9.484405,8.326632,0,-0.01808,0.00412,-0.02087,-0.01340,0.01305,-0.01266,-0.00073,0.00211,1.48143,0.10266,3.27689
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.199615,21.136614,76.624382,75.621620,6.422006,9.398843,5.686736,10.470048,6.629082,12.065125,0,5.434417,7.634456,7.037065,6.614949,7.947173,9.961717,7.986032,7.581937,8.114419,6.939258,8.329540,6.459558,8.257875,7.832150,9.547180,7.605220,9.481389,8.324608,0,-0.01389,0.00327,-0.02002,-0.01282,0.00250,-0.01160,0.00734,0.00290,1.48354,0.10467,3.27704
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.217880,21.164780,76.452522,75.967743,6.428693,9.401232,5.691524,10.492175,6.629097,12.053917,0,5.437769,7.634729,7.036225,6.615640,7.946753,10.001196,7.986015,7.550633,8.115494,6.928610,8.335423,6.447210,8.251146,7.818976,9.540200,7.597758,9.478374,8.322582,0,-0.01587,0.00317,-0.02061,-0.01260,0.00958,-0.01175,0.00386,0.00177,1.48438,0.08167,3.27706
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.236145,21.192944,76.280663,76.313873,6.435381,9.403620,5.696311,10.514301,6.629113,12.042708,0,5.441122,7.635002,7.035386,6.616332,7.946333,10.040675,7.985999,7.519328,8.116569,6.917963,8.341307,6.434862,8.244418,7.805803,9.533220,7.590296,9.475359,8.320558,0,-0.01991,0.00360,-0.01678,-0.01694,0.00351,-0.01282,-0.00159,0.00302,1.48978,0.08756,3.27691
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.065170,21.364470,76.148018,76.537796,6.440183,9.405758,5.701009,10.538676,6.629105,12.031466,0,5.443638,7.632802,7.031318,6.600066,7.946096,10.080096,7.985075,7.491783,8.117814,6.903638,8.346040,6.422412,8.239015,7.794134,9.527648,7.584096,9.471180,8.318390,0,-0.01556,0.00494,-0.02104,-0.01215,0.01881,-0.01099,0.00441,0.00278,1.48347,0.12313,3.27676
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.662903,21.711210,76.063293,76.612366,6.442680,9.407590,5.705595,10.565798,6.629069,12.020182,0,5.445133,7.627578,7.023303,6.563077,7.946083,10.119447,7.983044,7.468832,8.119268,6.884821,8.349368,6.409840,8.235231,7.784303,9.523796,7.579441,9.465578,8.316047,0,-0.01572,0.00302,-0.01994,-0.01251,0.02643,-0.01373,0.00325,0.00574,1.48563,0.10292,3.27661
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.260635,22.057953,75.978569,76.686935,6.445177,9.409422,5.710183,10.592920,6.629034,12.008898,0,5.446629,7.622354,7.015288,6.526087,7.946070,10.158798,7.981013,7.445880,8.120723,6.866004,8.352695,6.397267,8.231448,7.774472,9.519944,7.574785,9.459977,8.313704,0,-0.01793,0.00372,-0.01898,-0.01450,0.00673,-0.01160,0.00587,0.00217,1.48474,0.09500,3.27662
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.858368,22.404694,75.893852,76.761497,6.447674,9.411254,5.714769,10.620042,6.628997,11.997614,0,5.448123,7.617130,7.007274,6.489098,7.946057,10.198149,7.978982,7.422929,8.122176,6.847187,8.356024,6.384695,8.227666,7.764641,9.516092,7.570129,9.454375,8.311362,0,-0.01755,0.00323,-0.01477,-0.01498,0.00409,-0.01434,0.01843,0.00305,1.48520,0.10348,3.27685
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.288361,22.903679,75.810165,76.718559,6.452310,9.415799,5.719639,10.649442,6.629038,11.986100,0,5.449215,7.610124,6.999664,6.452439,7.946094,10.237479,7.977116,7.406580,8.121876,6.833502,8.359492,6.375175,8.224955,7.757747,9.513300,7.566971,9.450334,8.310026,0,-0.00679,0.00369,-0.02362,-0.01297,0.00787,-0.01129,-0.00194,0.00360,1.48236,0.09194,3.27688
0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.513351,23.588737,75.727760,76.532005,6.459558,9.423661,5.724854,10.681626,6.629171,11.974307,0,5.449812,7.600938,6.992552,6.416184,7.946190,10.276786,7.975448,7.398299,8.119431,6.826091,8.363133,6.369390,8.223553,7.754440,9.511803,7.565645,9.448196,8.309920,0,-0.02510,0.00424,-0.01811,-0.01257,0.00996,-0.01099,0.01266,0.00235,1.48245,0.09862,3.27665
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.738358,24.273796,75.645355,76.345451,6.466807,9.431523,5.730069,10.713810,6.629304,11.962514,0,5.450409,7.591753,6.985439,6.379930,7.946288,10.316092,7.973781,7.390018,8.116986,6.818680,8.366774,6.363603,8.222151,7.751133,9.510306,7.564319,9.446059,8.309814,0,-0.01694,0.00226,-0.01778,-0.01428,0.00653,-0.01251,-0.00648,0.00140,1.48663,0.12632,3.27672
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.963348,24.958855,75.562950,76.158897,6.474056,9.439385,5.735284,10.745994,6.629437,11.950720,0,5.451006,7.582568,6.978326,6.343676,7.946385,10.355399,7.972114,7.381737,8.114541,6.811269,8.370415,6.357817,8.220749,7.747827,9.508809,7.562993,9.443922,8.309709,0,-0.01945,0.00381,-0.02106,-0.01303,0.01007,-0.01282,0.01299,0.00342,1.48264,0.10914,3.27718
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.519806,25.385698,75.572144,75.911102,6.479204,9.444047,5.740396,10.779942,6.629490,11.938834,0,5.451405,7.572551,6.971403,6.308525,7.946530,10.396414,7.969531,7.369537,8.111109,6.802525,8.371835,6.354503,8.219357,7.746118,9.507676,7.561765,9.440353,8.308468,0,-0.02159,0.00302,-0.02068,-0.01505,0.00160,-0.01297,0.00217,0.00223,1.48595,0.09703,3.27730
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.259155,25.496943,75.693306,75.588470,6.481784,9.444797,5.745381,10.816044,6.629444,11.926835,0,5.451561,7.561517,6.964713,6.274722,7.946734,10.439517,7.965827,7.352546,8.106470,6.792150,8.370539,6.354211,8.217978,7.746360,9.506988,7.560658,9.435033,8.305841,0,-0.01816,0.00351,-0.02156,-0.01300,0.01051,-0.01129,0.01289,0.00443,1.48257,0.10591,3.27700
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.998505,25.608187,75.814468,75.265839,6.484365,9.445546,5.750367,10.852147,6.629398,11.914836,0,5.451717,7.550484,6.958023,6.240919,7.946939,10.482619,7.962123,7.335556,8.101831,6.781774,8.369243,6.353920,8.216598,7.746603,9.506298,7.559550,9.429712,8.303214,0,-0.01877,0.00406,-0.02045,-0.01410,-0.00677,-0.01221,0.02924,0.00073,1.48499,0.09655,3.27672
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.737869,25.719431,75.935631,74.943207,6.486946,9.446296,5.755353,10.888250,6.629353,11.902837,0,5.451873,7.539451,6.951333,6.207117,7.947143,10.525722,7.958420,7.318565,8.097193,6.771399,8.367947,6.353628,8.215219,7.746846,9.505610,7.558443,9.424392,8.300587,0,-0.01831,0.00336,-0.01839,-0.01358,0.01204,-0.01328,0.00464,0.00107,1.49136,0.09745,3.27650
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.676361,25.582712,76.882812,75.601006,6.489547,9.448512,5.760029,10.925740,6.629187,11.890450,0,5.451754,7.527391,6.944746,6.174172,7.947229,10.570192,7.952221,7.619558,8.097957,6.760470,8.362952,6.353448,8.212968,7.746481,9.504188,7.557786,9.418609,8.300636,0,-0.01724,0.00284,-0.01915,-0.01175,-0.00653,-0.01160,0.01147,0.00247,1.48360,0.11656,3.27640
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.080505,25.142931,78.839569,77.457108,6.492174,9.452521,5.764327,10.964926,6.628875,11.877592,0,5.451300,7.514079,6.938283,6.142278,7.947172,10.616336,7.942974,8.309197,8.105322,6.748866,8.353436,6.353406,8.209654,7.745375,9.501869,7.557683,9.412259,8.303958,0,-0.02151,0.00351,-0.02010,-0.01505,0.01631,-0.01343,-0.00616,0.00351,1.48418,0.10358,3.27648
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.484634,24.703148,80.796333,79.313217,6.494802,9.456531,5.768625,11.004112,6.628562,11.864733,0,5.450845,7.500766,6.931821,6.110383,7.947115,10.662478,7.933725,8.998837,8.112688,6.737260,8.343920,6.353363,8.206339,7.744268,9.499552,7.557579,9.405910,8.307279,0,-0.01785,0.00180,-0.02081,-0.01443,0.01151,-0.01205,0.00948,0.00223,1.48430,0.09426,3.27652
0.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.888763,24.263365,82.753098,81.169327,6.497429,9.460540,5.772923,11.043298,6.628250,11.851874,0,5.450390,7.487453,6.925359,6.078488,7.947059,10.708622,7.924477,9.688477,8.120053,6.725656,8.334403,6.353321,8.203025,7.743161,9.497233,7.557475,9.399561,8.310600,0,-0.02281,0.00323,-0.02126,-0.01248,0.01088,-0.01404,0.01505,0.00485,1.48448,0.11143,3.27652
0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.275513,23.638502,84.153419,84.123619,6.499672,9.461286,5.776875,11.083733,6.627833,11.839364,0,5.449876,7.473844,6.918718,6.047713,7.947337,10.755984,7.923093,9.742973,8.122498,6.715342,8.327898,6.352084,8.199128,7.699008,9.493938,7.555930,9.392784,8.312394,0,-0.01495,0.00357,-0.01949,-0.01443,-0.00641,-0.01251,0.01074,0.00421,1.48344,0.11785,3.27642
0.022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155.641037,22.787430,84.873650,88.420128,6.501445,9.458043,5.780403,11.125695,6.627291,11.827281,0,5.449288,7.459872,6.911857,6.018308,7.948026,10.804837,7.931321,9.021185,8.118925,6.706606,8.325073,6.349389,8.194520,7.602243,9.489450,7.552625,9.385486,8.312324,0,-0.01831,0.00345,-0.01981,-0.01401,0.00777,-0.01297,0.00041,0.00143,1.48447,0.09633,3.27619
0.023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156.006546,21.936357,85.593887,92.716637,6.503219,9.454801,5.783931,11.167658,6.626749,11.815197,0,5.448700,7.445900,6.904997,5.988903,7.948714,10.853690,7.939549,8.299397,8.115354,6.697871,8.322249,6.346694,8.189913,7.505478,9.484962,7.549319,9.378187,8.312252,0,-0.01770,0.00363,-0.02063,-0.01425,0.00800,-0.01221,0.00542,0.00412,1.48326,0.08861,3.27606
0.024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156.372055,21.085287,86.314117,97.013145,6.504992,9.451558,5.787460,11.209620,6.626206,11.803114,0,5.448112,7.431929,6.898136,5.959498,7.949403,10.902544,7.947777,7.577607,8.111782,6.689136,8.319425,6.343998,8.185305,7.408713,9.480474,7.546013,9.370889,8.312181,0,-0.02151,0.00348,-0.01680,-0.01279,0.00981,-0.01266,0.01093,-0.00101,1.48509,0.10412,3.27606
0.025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156.432465,22.881048,86.510185,100.446648,6.506122,9.450887,5.790252,11.252617,6.625751,11.790975,0,5.447514,7.418275,6.895394,5.947247,7.949912,10.951200,7.953238,7.168289,8.109830,6.681082,8.397911,6.275429,8.196408,7.307392,9.476027,7.543881,9.363095,8.313354,0,-0.01297,0.00333,-0.02147,-0.01443,0.00870,-0.01236,0.00273,0.00345,1.48602,0.09347,3.27623
0.026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156.119980,27.911829,86.065605,102.825363,6.506464,9.453357,5.792143,11.296876,6.625400,11.778767,0,5.446902,7.405010,6.897687,5.955959,7.950202,10.999619,7.955317,7.140878,8.109859,6.673861,8.575777,6.126348,8.226714,7.200501,9.471626,7.543183,9.354696,8.316050,0,-0.01663,0.00375,-0.02142,-0.01373,0.01033,-0.01221,0.00543,0.00226,1.48326,0.10353,3.27661
0.027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155.807495,32.942608,85.621033,105.204071,6.506807,9.455827,5.794035,11.341134,6.625050,11.766560,0,5.446290,7.391745,6.899979,5.964673,7.950493,11.048037,7.957396,7.113468,8.109887,6.666640,8.753643,5.977268,8.257019,7.093611,9.467226,7.542486,9.346297,8.318744,0,-0.02151,0.00333,-0.02226,-0.01410,0.02249,-0.01328,0.00710,0.00113,1.48360,0.12330,3.27662
0.028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155.495010,37.973389,85.176453,107.582787,6.507150,9.458297,5.795926,11.385393,6.624699,11.754352,0,5.445677,7.378480,6.902272,5.973385,7.950784,11.096455,7.959475,7.086057,8.109916,6.659420,8.931509,5.828187,8.287325,6.986720,9.462827,7.541789,9.337898,8.321438,0,-0.01541,0.00299,-0.02048,-0.01520,0.01082,-0.01114,0.01071,0.00229,1.48456,0.10553,3.27617
0.029,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152.241287,46.737934,84.572655,108.968292,6.507156,9.458390,5.787699,11.411288,6.624429,11.742438,0,5.445112,7.365286,6.904222,5.983082,7.951129,11.144897,7.974468,6.882086,8.161152,6.500051,9.039714,5.749225,8.304105,6.924938,9.458160,7.541285,9.329278,8.323351,0,-0.01511,0.00366,-0.02055,-0.01379,0.01360,-0.01190,-0.00323,0.00302,1.48441,0.08156,3.27631
0.030,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.392685,60.065971,83.774254,109.139877,6.506752,9.455579,5.767104,11.414738,6.624258,11.730886,0,5.444603,7.352179,6.905753,5.993980,7.951542,11.193371,8.005247,6.462317,8.274975,6.154723,9.062778,5.755963,8.304354,6.918287,9.453169,7.541019,9.320389,8.324307,0,-0.01732,0.00403,-0.02008,-0.01425,0.00893,-0.01297,0.00565,0.00308,1.48416,0.09373,3.27723
0.031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.544083,73.394012,82.975853,109.311470,6.506347,9.452767,5.746509,11.418187,6.624087,11.719332,0,5.444094,7.339071,6.907284,6.004878,7.951955,11.241843,8.036025,6.042549,8.388798,5.809395,9.085841,5.762700,8.304603,6.911637,9.448177,7.540753,9.311500,8.325265,0,-0.01945,0.00302,-0.02029,-0.01440,0.01114,-0.01266,0.01060,0.00357,1.48360,0.10322,3.27751
0.032,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131.695480,86.722046,82.177452,109.483055,6.505943,9.449956,5.725914,11.421638,6.623916,11.707779,0,5.443586,7.325963,6.908815,6.015776,7.952368,11.290317,8.066804,5.622780,8.502621,5.464067,9.108906,5.769438,8.304852,6.904986,9.443186,7.540487,9.302610,8.326222,0,-0.01717,0.00278,-0.02023,-0.01297,0.01935,-0.01175,0.00539,0.00159,1.48352,0.09641,3.27697
0.033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123.710365,93.517143,81.341896,109.604088,6.505780,9.450152,5.704983,11.426511,6.623672,11.696127,0,5.443331,7.312822,6.910144,6.027858,7.952836,11.339101,8.094401,5.394284,8.580986,5.283386,9.131576,5.778596,8.304307,6.899957,9.438849,7.541816,9.295940,8.327914,0,-0.01907,0.00308,-0.01923,-0.01340,0.01343,-0.00992,0.00066,0.00363,1.48521,0.10061,3.27694
0.034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.336174,92.327530,80.460938,109.663330,6.505913,9.454026,5.683641,11.433125,6.623337,11.684355,0,5.443388,7.299641,6.911225,6.041388,7.953370,11.388265,8.118112,5.399565,8.616014,5.303940,9.153766,5.790712,8.302794,6.896909,9.435313,7.545093,9.291983,8.330504,0,-0.01701,0.00330,-0.01952,-0.01529,0.03847,-0.01556,0.00484,0.00464,1.48631,0.11789,3.27755
0.035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.961975,91.137924,79.579979,109.722565,6.506045,9.457901,5.662298,11.439740,6.623002,11.672583,0,5.443443,7.286459,6.912306,6.054917,7.953905,11.437428,8.141823,5.404846,8.651042,5.324494,9.175956,5.802829,8.301282,6.893860,9.431778,7.548369,9.288025,8.333095,0,-0.02052,0.00330,-0.02048,-0.01175,0.01334,-0.01205,0.00526,0.00204,1.48549,0.08868,3.27789
0.036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95.587784,89.948311,78.699020,109.781807,6.506178,9.461775,5.640956,11.446354,6.622667,11.660810,0,5.443500,7.273278,6.913387,6.068446,7.954440,11.486592,8.165533,5.410127,8.686069,5.345048,9.198146,5.814946,8.299769,6.890812,9.428243,7.551646,9.284067,8.335684,0,-0.01762,0.00229,-0.02066,-0.01324,0.00894,-0.01114,0.00664,0.00217,1.48277,0.09238,3.27789
0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.911125,83.848709,77.735077,109.778084,6.505860,9.464951,5.619384,11.454515,6.622354,11.649220,0,5.443615,7.259886,6.914844,6.083026,7.955863,11.536484,8.152962,5.582771,8.715269,5.369260,9.217586,5.829097,8.298236,6.888648,9.424067,7.553451,9.277995,8.337670,0,-0.01709,0.00275,-0.02043,-0.01263,0.00885,-0.01160,0.00728,0.00204,1.48596,0.11054,3.27779
0.038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101.642578,71.748009,76.669701,109.697426,6.504992,9.467272,5.597532,11.464567,6.622066,11.637851,0,5.443804,7.246238,6.916758,6.098890,7.958374,11.587263,8.096046,5.959972,8.737345,5.397943,9.233665,5.845734,8.296676,6.887565,9.419106,7.553455,9.269339,8.338920,0,-0.01808,0.00293,-0.02055,-0.01422,0.00870,-0.01266,0.00317,0.00256,1.48442,0.10422,3.27756
0.039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109.374023,59.647301,75.604332,109.616760,6.504125,9.469594,5.575680,11.474620,6.621779,11.626482,0,5.443993,7.232590,6.918672,6.114753,7.960884,11.638043,8.039130,6.337173,8.759420,5.426624,9.249744,5.862370,8.295115,6.886483,9.414147,7.553460,9.260683,8.340169,0,-0.01869,0.00250,-0.01941,-0.01270,0.00853,-0.01221,0.00743,0.00208,1.48366,0.09415,3.27727
0.040,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117.105469,47.546593,74.538956,109.536102,6.503257,9.471916,5.553829,11.484672,6.621492,11.615113,0,5.444182,7.218942,6.920587,6.130617,7.963394,11.688823,7.982215,6.714373,8.781496,5.455307,9.265823,5.879007,8.293556,6.885400,9.409187,7.553465,9.252027,8.341418,0,-0.01999,0.00369,-0.02016,-0.01324,0.00549,-0.01312,0.00877,0.00308,1.48199,0.11561,3.27689
0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116.855904,38.445477,73.446236,109.419136,6.502684,9.476248,5.531695,11.496212,6.621000,11.603712,0,5.444411,7.205386,6.921947,6.147181,7.965958,11.719347,7.952173,6.919907,8.725459,5.581457,9.284507,5.898010,8.291890,6.885962,9.405837,7.554905,9.246287,8.343651,0,-0.01587,0.00208,-0.02081,-0.01291,0.00732,-0.01251,-0.00858,0.00238,1.48474,0.10318,3.27684
0.042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.851768,33.010521,72.320091,109.257797,6.502472,9.483037,5.509217,11.509571,6.620259,11.592274,0,5.444689,7.191942,6.922629,6.164599,7.968589,11.725114,7.954975,6.915626,8.573951,5.826736,9.306373,5.919904,8.290094,6.888535,9.404452,7.558100,9.244113,8.347088,0,-0.02602,0.00409,-0.02281,-0.01309,0.01331,-0.01297,0.01413,0.00278,1.48448,0.09771,3.27722
0.043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.847641,27.575569,71.193947,109.096458,6.502260,9.489825,5.486739,11.522930,6.619517,11.580834,0,5.444967,7.178498,6.923312,6.182018,7.971220,11.730881,7.957778,6.911344,8.422441,6.072015,9.328238,5.941798,8.288299,6.891109,9.403068,7.561295,9.241939,8.350524,0,-0.01472,0.00195,-0.01903,-0.01364,0.00488,-0.01251,0.00621,0.00162,1.48361,0.10155,3.27750
0.044,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.843506,22.140615,70.067802,108.935127,6.502048,9.496614,5.464262,11.536289,6.618775,11.569396,0,5.445245,7.165054,6.923995,6.199437,7.973851,11.736648,7.960580,6.907063,8.270933,6.317293,9.350104,5.963692,8.286504,6.893682,9.401683,7.564489,9.239764,8.353960,0,-0.01419,0.00345,-0.01949,-0.01318,0.00035,-0.01434,0.00832,0.00314,1.48317,0.11418,3.27766
0.045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84.328430,20.230227,69.082062,108.770294,6.498142,9.501829,5.451033,11.564917,6.617943,11.558142,0,5.445890,7.151643,6.924401,6.217647,7.976183,11.759624,8.009049,6.770727,8.189501,6.450096,9.366687,5.986842,8.285262,6.896215,9.400383,7.566374,9.236508,8.356544,0,-0.01846,0.00473,-0.01971,-0.01437,0.00745,-0.01053,0.00354,0.00446,1.48529,0.08494,3.27767
0.046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90.966660,22.627638,68.267929,108.601181,6.489719,9.505121,5.449109,11.612205,6.616998,11.547112,0,5.446983,7.138274,6.924472,6.236824,7.978149,11.803635,8.113336,6.472993,8.193719,6.445429,9.376813,6.011527,8.284698,6.898701,9.399187,7.566657,9.231932,8.358085,0,-0.01823,0.00290,-0.02161,-0.01331,0.00975,-0.01266,0.00494,0.00275,1.48466,0.08060,3.27752
0.047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.604881,25.025051,67.453796,108.432076,6.481297,9.508413,5.447185,11.659492,6.616054,11.536084,0,5.448076,7.124905,6.924542,6.256002,7.980115,11.847645,8.217622,6.175258,8.197936,6.440762,9.386938,6.036213,8.284136,6.901187,9.397991,7.566940,9.227355,8.359626,0,-0.02068,0.00439,-0.01978,-0.01419,0.00520,-0.01312,0.00569,0.00055,1.48477,0.11121,3.27727
0.048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.243111,27.422464,66.639664,108.262970,6.472875,9.511705,5.445261,11.706779,6.615109,11.525055,0,5.449169,7.111536,6.924612,6.275179,7.982082,11.891655,8.321908,5.877523,8.202154,6.436094,9.397064,6.060898,8.283572,6.903673,9.396796,7.567223,9.222778,8.361166,0,-0.01488,0.00253,-0.02155,-0.01486,0.00899,-0.01480,0.00676,0.00192,1.48383,0.10971,3.27689
0.049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114.130859,29.266172,65.506096,107.395065,6.466994,9.518477,5.442955,11.753113,6.614196,11.513929,0,5.450469,7.098187,6.920471,6.277948,7.984181,11.919718,8.392367,5.729960,8.298491,6.379298,9.408493,6.080227,8.283858,6.905854,9.396501,7.568938,9.219667,8.364048,0,-0.01465,0.00354,-0.02130,-0.01349,0.00829,-0.01205,0.00511,0.00198,1.48488,0.10191,3.27681
0.050,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127.990257,30.433130,63.982109,105.673080,6.464217,9.529503,5.440182,11.798278,6.613323,11.502685,0,5.452022,7.084864,6.911182,6.260663,7.986444,11.928288,8.421483,5.765939,8.507421,6.258790,9.421515,6.093009,8.285182,6.907662,9.397305,7.572405,9.218349,8.368569,0,-0.01801,0.00394,-0.01872,-0.01416,0.01123,-0.01297,-0.00308,0.00143,1.48413,0.10723,3.27711
0.051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.849655,31.600090,62.458126,103.951096,6.461440,9.540527,5.437409,11.843444,6.612449,11.491439,0,5.453574,7.071540,6.901894,6.243377,7.988707,11.936858,8.450600,5.801918,8.716349,6.138282,9.434537,6.105792,8.286506,6.909471,9.398109,7.575871,9.217031,8.373091,0,-0.01785,0.00348,-0.02370,-0.01422,0.00299,-0.01083,0.00742,0.00317,1.48521,0.09911,3.27711
0.052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155.709045,32.767048,60.934143,102.229111,6.458663,9.551553,5.434636,11.888609,6.611576,11.480194,0,5.455127,7.058217,6.892605,6.226092,7.990969,11.945428,8.479715,5.837897,8.925278,6.017774,9.447558,6.118574,8.287829,6.911279,9.398913,7.579338,9.215714,8.377612,0,-0.01579,0.00348,-0.02332,-0.01242,-0.00098,-0.01328,-0.00438,0.00345,1.48251,0.08302,3.27673
