"Time","60 Right DS","59 Left DS","56 FLl Sw of","55 FLl Sw on","54 HLr Sw of","53 HLr Sw on","52 HLl Sw of","v6 L Mos","v4 R Mos","37 CoMy (cm)","v5 L COP","v3 R COP","v2 Virtual","v1 Virtual","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","35 FRy (cm)","32a FLx (cm)","32 FLx (cm)","34a FRx (cm)","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29a HRx (cm)","29 HRx (cm)","28 HLy (cm)","51 HLl Sw on","27a HLx (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","67 xCoM","3 Platform","2 Trdml","1 Synch"
5.124,0,1,0,0,0,0,0,7.631928,6.589781,1.128091,14.221708,0.000000,2.016013,202.823685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.923584,71.255966,77.203697,81.446564,16.742306,5.088065,17.116205,17.829926,-12.873557,0,0,18.565964,6.702285,0,5.042995,-12.644763,14.394720,7.474470,0,-20.878082,15.514467,8.228939,18.526525,8.226386,14.371577,8.439697,13.949874,8.846722,13.717478,9.136678,15.267430,10.511936,14.663782,10.803570,15.813202,0,-0.01248,0.00095,-0.02151,-0.01384,0.00793,-0.01318,0.00577,-0.00267,6.589333,1.48239,0.10051,3.27679
5.125,0,1,0,0,0,0,0,6.911890,6.602213,1.151886,13.514103,0.000000,2.154655,226.883636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.001678,71.658249,77.222351,81.620750,16.733965,5.089325,19.330063,17.829926,-12.976162,0,0,18.549025,6.706127,0,5.043552,-12.935757,14.381653,6.930332,0,-23.083487,15.427629,8.230065,18.507788,8.225754,14.358497,8.438453,13.935448,8.843682,13.706267,9.133721,15.258522,10.509112,14.658787,10.804152,15.804657,0,-0.01804,0.00877,-0.02075,-0.01515,0.00751,-0.01254,0.00528,0.00305,6.597518,1.48468,0.10074,3.27709
5.126,0,1,0,0,0,0,0,6.168664,6.614079,1.168013,12.782742,0.000000,2.286840,251.197906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.000351,72.082512,77.241562,81.788452,16.725864,5.090822,21.567293,17.829926,-13.049426,0,0,18.531498,6.711442,0,5.043886,-13.205493,14.368647,6.309874,0,-25.259438,15.328726,8.231206,18.488142,8.224838,14.346760,8.437140,13.920738,8.840969,13.694994,9.130878,15.249913,10.505877,14.654175,10.804840,15.796107,0,-0.02740,-0.00137,-0.02075,-0.01299,0.00858,-0.01363,0.00598,0.00252,6.603294,1.48401,0.10052,3.27740
5.127,0,1,0,0,0,0,0,5.640798,6.615127,1.184140,12.255924,0.000000,2.419026,275.512207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.999008,72.506775,77.260765,81.956154,16.717766,5.092318,23.804523,17.829926,-13.122690,0,0,18.513971,6.716757,0,5.044219,-13.475228,14.355640,5.689416,0,-27.435390,15.229822,8.232347,18.468494,8.223924,14.335024,8.435825,13.906029,8.838257,13.683720,9.128035,15.241305,10.502640,14.649563,10.805530,15.787558,0,-0.01218,0.00597,-0.01877,-0.01355,0.00793,-0.01172,0.00427,0.00221,6.609070,1.48523,0.10025,3.27737
5.128,0,1,0,0,0,0,0,5.121906,6.615724,1.200267,11.737630,0.000000,2.551212,299.826477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.997665,72.931046,77.279976,82.123856,16.709665,5.093814,26.041754,17.829926,-13.195954,0,0,18.496445,6.722072,0,5.044553,-13.744965,14.342634,5.068959,0,-29.611341,15.130918,8.233487,18.448849,8.223008,14.323287,8.434511,13.891320,8.835544,13.672446,9.125192,15.232697,10.499403,14.644951,10.806218,15.779009,0,-0.05060,0.00633,-0.01999,-0.01274,0.00818,-0.01208,0.00537,0.00191,6.614846,1.48322,0.10047,3.27729
5.129,0,1,0,0,0,0,0,5.565631,6.612135,1.185666,12.177766,0.000000,2.638555,321.187103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.933746,73.336983,77.232330,82.180923,16.705849,5.094478,28.006905,17.829926,-13.122372,0,0,18.482504,6.725225,0,5.042344,-13.675295,14.325180,5.541636,0,-29.978176,15.118852,8.232715,18.441252,8.223987,14.313437,8.428522,13.883388,8.833861,13.665618,9.124078,15.223951,10.499160,14.638530,10.805635,15.771228,0,-0.01013,0.00302,-0.02121,-0.01442,0.00873,-0.01196,0.00525,0.00252,6.610915,1.48306,0.10051,3.27695
5.130,0,1,0,0,0,0,0,6.049466,6.608371,1.166795,12.657837,0.000000,2.719668,342.137299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.861145,73.740379,77.175400,82.222626,16.702625,5.095026,29.934250,17.829926,-13.028385,0,0,18.469061,6.728077,0,5.039782,-13.558465,14.307108,6.166205,0,-30.093632,15.118852,8.231676,18.435329,8.225228,14.303847,8.421884,13.876397,8.832321,13.659408,9.123203,15.215187,10.499332,14.631858,10.804875,15.763553,0,-0.02054,0.00696,-0.02121,-0.01311,0.00836,-0.01173,0.00443,-0.01518,6.605635,1.48370,0.10024,3.27657
5.131,0,1,0,0,0,0,0,6.799204,6.601917,1.147924,13.401120,0.000000,2.800780,363.087524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.788528,74.143776,77.118469,82.264320,16.699404,5.095575,31.861597,17.829926,-12.934399,0,0,18.455618,6.730930,0,5.037219,-13.441635,14.289036,6.790776,0,-30.209085,15.118852,8.230639,18.429407,8.226470,14.294258,8.415245,13.869407,8.830782,13.653196,9.122330,15.206423,10.499505,14.625185,10.804116,15.755878,0,-0.01657,0.00168,-0.01953,-0.01431,0.00812,-0.01357,0.00491,0.00938,6.600355,1.48367,0.10021,3.27679
5.132,0,1,0,0,0,0,0,7.560021,6.595350,1.129053,14.155371,0.000000,2.881893,384.037720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.715927,74.547173,77.061531,82.306015,16.696180,5.096123,33.788940,17.829926,-12.840412,0,0,18.442175,6.733783,0,5.034657,-13.324805,14.270964,7.415346,0,-30.324539,15.118852,8.229600,18.423485,8.227712,14.284669,8.408607,13.862416,8.829243,13.646986,9.121456,15.197659,10.499678,14.618513,10.803356,15.748204,0,-0.02246,0.00429,-0.01907,-0.01311,0.00885,-0.01259,0.00464,0.00595,6.595075,1.48438,0.10034,3.27709
5.133,0,1,0,0,0,0,0,7.730289,6.585943,1.047888,14.316233,0.000000,2.840238,392.316040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.034821,74.217522,76.912125,82.266960,16.694389,5.096033,34.550564,17.879053,-12.792365,0,0,18.430948,6.717546,0,5.034163,-13.036951,14.258244,7.466303,0,-28.472496,15.103596,8.226673,18.416674,8.224763,14.277040,8.404431,13.851027,8.826655,13.636707,9.119720,15.183248,10.497443,14.606869,10.801963,15.740462,0,-0.01633,0.00214,-0.01801,-0.01370,0.00748,-0.01413,0.00522,0.00130,6.584149,1.48447,0.10030,3.27693
5.134,0,1,0,0,0,0,0,7.875952,6.576417,0.958067,14.452369,0.000000,2.781524,398.833527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.547058,73.786003,76.749870,82.216682,16.692797,5.095854,35.150208,17.935007,-12.750702,0,0,18.420031,6.698655,0,5.033958,-12.725333,14.246267,7.437556,0,-26.347063,15.086221,8.223485,18.409740,8.221232,14.269686,8.400598,13.839025,8.823922,13.625863,9.117864,15.168051,10.494875,14.594534,10.800481,15.732711,0,-0.01920,0.00330,-0.01984,-0.01440,0.00848,-0.01237,0.00531,0.00229,6.572439,1.48340,0.10007,3.27670
5.135,0,1,0,0,0,0,0,7.698460,6.563017,0.868246,14.261477,0.000000,2.722810,405.351044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.059296,73.354485,76.587608,82.166397,16.691204,5.095675,35.749851,17.990959,-12.709038,0,0,18.409113,6.679765,0,5.033753,-12.413714,14.234291,7.408809,0,-24.221632,15.068845,8.220296,18.402807,8.217701,14.262330,8.396764,13.827024,8.821189,13.615020,9.116008,15.152855,10.492307,14.582200,10.798999,15.724959,0,-0.01553,0.00456,-0.01999,-0.01248,0.00836,-0.01280,0.00558,0.00275,6.560729,1.48419,0.10017,3.27674
5.136,0,1,0,0,0,0,0,7.507503,6.549456,0.778425,14.056958,0.000000,2.664096,411.868561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.571533,72.922966,76.425354,82.116119,16.689611,5.095496,36.349491,18.046913,-12.667375,0,0,18.398195,6.660875,0,5.033548,-12.102097,14.222315,7.380062,0,-22.096199,15.051470,8.217108,18.395874,8.214170,14.254975,8.392930,13.815022,8.818456,13.604176,9.114151,15.137659,10.489738,14.569865,10.797518,15.717209,0,-0.01401,0.00323,-0.01968,-0.01274,0.00836,-0.01274,0.00580,0.00328,6.549018,1.48282,0.10036,3.27681
5.137,0,1,0,0,0,0,0,7.464941,6.532312,0.738489,13.997253,0.000000,2.595763,405.917755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.894257,72.836311,75.991989,81.948860,16.689934,5.095606,35.802094,18.089512,-12.610822,0,0,18.385946,6.661907,0,5.040095,-11.714897,14.207986,7.380505,0,-19.909647,15.048357,8.218891,18.383074,8.214037,14.247687,8.401961,13.799946,8.830776,13.583266,9.114787,15.128110,10.491088,14.558658,10.796746,15.706016,0,-0.01761,0.00468,-0.02121,-0.01437,0.00757,-0.01144,0.00751,0.00351,6.534313,1.48352,0.10024,3.27663
5.138,0,1,0,0,0,0,0,7.428562,6.515020,0.705485,13.943582,0.000000,2.526093,398.234467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.190628,72.797577,75.520966,81.765350,16.690523,5.095757,35.095314,18.130255,-12.552201,0,0,18.373510,6.665706,0,5.047582,-11.317195,14.193329,7.385004,0,-17.714602,15.047227,8.221365,18.369461,8.214376,14.240409,8.412780,13.784442,8.845189,13.560958,9.115769,15.119346,10.492982,14.547607,10.796073,15.694345,0,-0.02063,-0.00485,-0.02029,-0.01233,0.00726,-0.01225,0.00342,0.00290,6.519191,1.48386,0.10002,3.27640
5.139,0,1,0,0,0,0,0,7.498596,6.501564,0.672480,14.000159,0.000000,2.456424,390.551178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.487000,72.758842,75.049934,81.581833,16.691113,5.095907,34.388531,18.170998,-12.493580,0,0,18.361076,6.669506,0,5.055068,-10.919493,14.178673,7.389503,0,-15.519556,15.046096,8.223840,18.355846,8.214715,14.233130,8.423597,13.768938,8.859602,13.538650,9.116752,15.110581,10.494876,14.536556,10.795401,15.682673,0,-0.01859,0.00569,-0.01968,-0.01173,0.00934,-0.01201,0.00534,0.00275,6.504068,1.48373,0.10026,3.27630
5.140,0,1,0,0,0,0,0,7.573063,6.488267,0.639476,14.061331,0.000000,2.386754,382.867889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.783371,72.720100,74.578903,81.398323,16.691700,5.096058,33.681751,18.211740,-12.434958,0,0,18.348640,6.673306,0,5.062554,-10.521791,14.164017,7.394002,0,-13.324511,15.044966,8.226314,18.342234,8.215055,14.225852,8.434416,13.753434,8.874015,13.516341,9.117734,15.101817,10.496770,14.525506,10.794727,15.671002,0,-0.01480,0.00157,-0.02213,-0.01422,0.00812,-0.01109,0.00580,0.00259,6.488946,1.48215,0.10037,3.27622
5.141,0,1,0,0,0,0,0,7.601751,6.485260,0.581342,14.087010,0.000000,2.245879,365.522156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.281433,73.656906,74.179550,81.309586,16.686062,5.093088,32.086765,18.242395,-12.405574,0,0,18.339895,6.675229,0,5.061325,-10.370053,14.161571,7.396252,0,-11.168436,15.037174,8.228891,18.313585,8.217545,14.215256,8.442537,13.740943,8.890338,13.513982,9.119680,15.099329,10.496829,14.517922,10.794465,15.664999,0,-0.01611,0.00252,-0.01923,-0.01396,0.00803,-0.01212,0.00439,0.00298,6.486437,1.48489,0.10009,3.27668
5.142,0,1,0,0,0,0,0,7.628531,6.482680,0.519717,14.111211,0.000000,2.095110,346.833771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.668564,74.729256,73.790161,81.234024,16.679558,5.089684,30.368364,18.271646,-12.380252,0,0,18.331661,6.676891,0,5.058885,-10.252494,14.160821,7.398188,0,-9.017776,15.028458,8.231483,18.282848,8.220335,14.204199,8.450285,13.728869,8.906925,13.514394,9.121760,15.097713,10.496633,14.510821,10.794259,15.659782,0,-0.01816,-0.00235,-0.02045,-0.01236,0.00763,-0.01138,0.00436,0.00198,6.485681,1.48383,0.10017,3.27721
5.143,0,1,0,0,0,0,0,7.615438,6.483353,0.458092,14.098790,0.000000,1.944340,328.145416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.055679,75.801605,73.400772,81.158463,16.673056,5.086279,28.649961,18.300900,-12.354930,0,0,18.323427,6.678554,0,5.056445,-10.134933,14.160071,7.400125,0,-6.867117,15.019740,8.234076,18.252113,8.223125,14.193141,8.458032,13.716796,8.923513,13.514807,9.123840,15.096097,10.496437,14.503720,10.794054,15.654566,0,-0.01651,0.00513,-0.02075,-0.01454,0.00845,-0.01239,0.00488,0.00183,6.484925,1.48419,0.10043,3.27708
5.144,0,1,0,0,0,0,0,7.600683,6.484161,0.396466,14.084844,0.000000,1.793571,309.457031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.442810,76.873955,73.011383,81.082901,16.666552,5.082875,26.931559,18.330153,-12.329608,0,0,18.315195,6.680216,0,5.054004,-10.017373,14.159322,7.402061,0,-4.716457,15.011024,8.236668,18.221376,8.225914,14.182084,8.465779,13.704722,8.940102,13.515219,9.125920,15.094481,10.496241,14.496619,10.793848,15.649349,0,-0.01544,0.00461,-0.02090,-0.01402,0.00726,-0.01134,0.00516,0.00191,6.484169,1.48407,0.10033,3.27685
5.145,0,1,0,0,0,0,0,7.587714,6.479521,0.345553,14.067235,0.000000,1.654410,290.959198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.323669,77.400291,72.795090,81.106491,16.662741,5.078799,25.230436,18.344769,-12.264906,0,0,18.295744,6.669147,0,5.047152,-10.345048,14.146744,7.397264,0,-4.291072,15.009960,8.238064,18.184378,8.223828,14.156796,8.469389,13.688806,8.943486,13.510563,9.124736,15.087863,10.496477,14.490985,10.792638,15.642627,0,-0.01959,0.00523,-0.02136,-0.01479,0.00897,-0.01071,0.00452,-0.00381,6.477612,1.48270,0.10023,3.27689
5.146,0,1,0,0,0,0,0,7.574820,6.474654,0.296128,14.049474,0.000000,1.516862,272.487854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.273148,77.850746,72.602859,81.143860,16.659304,5.074629,23.531713,18.357349,-12.194731,0,0,18.274733,6.656310,0,5.039686,-10.734589,14.132522,7.391530,0,-4.105419,15.009960,8.239293,18.146511,8.221066,14.129530,8.472423,13.672356,8.945037,13.505202,9.123097,15.080550,10.496773,14.485554,10.791288,15.635695,0,-0.01288,0.00185,-0.01968,-0.01404,0.00854,-0.01241,0.00568,0.00320,6.470250,1.48401,0.10057,3.27697
5.147,0,1,0,0,0,0,0,7.564931,6.465354,0.246703,14.030285,0.000000,1.379314,254.016495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.222610,78.301208,72.410622,81.181221,16.655869,5.070459,21.832991,18.369930,-12.124557,0,0,18.253723,6.643472,0,5.032219,-11.124130,14.118300,7.385797,0,-3.919765,15.009960,8.240522,18.108643,8.218303,14.102265,8.475457,13.655906,8.946587,13.499842,9.121459,15.073236,10.497069,14.480124,10.789939,15.628764,0,-0.02591,0.00462,-0.02136,-0.01344,0.00806,-0.01086,0.00449,0.00206,6.462888,1.48471,0.10068,3.27711
5.148,0,1,0,0,0,0,0,7.555169,6.455869,0.197278,14.011037,0.000000,1.241765,235.545151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.172073,78.751671,72.218384,81.218590,16.652431,5.066289,20.134270,18.382511,-12.054381,0,0,18.232714,6.630634,0,5.024754,-11.513671,14.104078,7.380063,0,-3.734112,15.009960,8.241753,18.070774,8.215540,14.075000,8.478492,13.639456,8.948137,13.494482,9.119822,15.065924,10.497365,14.474692,10.788589,15.621833,0,-0.01404,0.00304,-0.01907,-0.01549,0.00821,-0.01245,0.00528,0.00320,6.455526,1.48203,0.10033,3.27726
5.149,0,1,0,0,0,0,0,7.541759,6.445645,0.155672,13.987404,0.000000,1.143124,223.591614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.879761,78.751442,71.959892,81.139473,16.651922,5.061348,19.034801,18.405643,-11.746825,0,0,18.221519,6.615686,0,5.027202,-11.775873,14.094447,7.376026,0,-3.737585,15.008028,8.241104,18.062836,8.218804,14.055149,8.480041,13.627796,8.960510,13.484018,9.117156,15.057439,10.495303,14.468305,10.785522,15.615293,0,-0.01755,0.00421,-0.02029,-0.01283,0.00934,-0.01283,0.00543,0.00168,6.446949,1.48520,0.10053,3.27695
5.150,0,1,0,0,0,0,0,7.528197,6.435391,0.115152,13.963589,0.000000,1.049888,212.543747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.553864,78.688591,71.692200,81.044174,16.651819,5.056300,18.018602,18.430241,-11.406284,0,0,18.211689,6.600447,0,5.031029,-12.020381,14.085454,7.372224,0,-3.767338,15.005828,8.240194,18.059055,8.222905,14.036329,8.481382,13.616802,8.974386,13.472847,9.114348,15.048791,10.492914,14.461784,10.782217,15.608806,0,-0.01773,0.00528,-0.01816,-0.01363,0.00900,-0.01221,0.00583,0.00275,6.438201,1.48373,0.10071,3.27657
5.151,0,1,0,0,0,0,0,7.520410,6.427807,0.074633,13.948216,0.000000,0.956652,201.495880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.227966,78.625732,71.424507,80.948875,16.651716,5.051251,17.002403,18.454838,-11.065742,0,0,18.201860,6.585207,0,5.034855,-12.264890,14.076460,7.368422,0,-3.797090,15.003628,8.239285,18.055275,8.227007,14.017509,8.482725,13.605808,8.988263,13.461675,9.111540,15.040143,10.490525,14.455264,10.778913,15.602320,0,-0.01218,0.00337,-0.02167,-0.01312,0.00888,-0.01205,0.00452,0.00244,6.429455,1.48486,0.10046,3.27685
5.152,0,1,0,0,0,0,0,7.512864,6.420333,0.034113,13.933197,0.000000,0.863416,190.448013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.902069,78.562881,71.156815,80.853577,16.651613,5.046204,15.986203,18.479435,-10.725202,0,0,18.192030,6.569966,0,5.038681,-12.509398,14.067467,7.364621,0,-3.826843,15.001427,8.238376,18.051495,8.231108,13.998690,8.484067,13.594813,9.002140,13.450502,9.108732,15.031495,10.488136,14.448744,10.775607,15.595834,0,-0.02094,0.00398,-0.02014,-0.01538,0.00854,-0.01155,0.00580,0.00320,6.420708,1.48477,0.10042,3.27723
5.153,0,1,0,0,0,0,0,7.520318,6.418051,0.065726,13.938369,0.000000,0.860397,183.171692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.208740,78.896927,71.029274,80.768982,16.632841,5.042115,15.318636,18.489923,-10.609509,0,0,18.186668,6.579368,0,5.041203,-12.814019,14.052456,7.361547,0,-3.890228,14.998296,8.238134,18.054482,8.231297,13.991537,8.483006,13.585745,9.000072,13.442688,9.106528,15.023651,10.486426,14.441727,10.770835,15.591634,0,-0.01920,0.00493,-0.02045,-0.01511,0.00827,-0.01213,0.00510,-0.00298,6.419842,1.48386,0.10064,3.27748
5.154,0,1,0,0,0,0,0,7.528397,6.415985,0.107361,13.944382,0.000000,0.869915,176.419418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.464371,79.286125,70.921211,80.685875,16.611475,5.038160,14.699512,18.498451,-10.525059,0,0,18.181929,6.592193,0,5.043545,-13.126993,14.036610,7.358576,0,-3.958287,14.995034,8.237985,18.058409,8.230943,13.986007,8.481610,13.576942,8.995790,13.435341,9.104408,15.015919,10.484811,14.434640,10.765859,15.587752,0,-0.01544,0.00046,-0.01999,-0.01396,0.00851,-0.01122,0.00266,0.00473,6.420072,1.48578,0.10064,3.27771
5.155,0,1,0,0,0,0,0,7.539247,6.417995,0.148997,13.957242,0.000000,0.879433,169.667160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.719986,79.675323,70.813148,80.602776,16.590109,5.034205,14.080389,18.506979,-10.440609,0,0,18.177187,6.605018,0,5.045886,-13.439967,14.020762,7.355604,0,-4.026345,14.991774,8.237836,18.062338,8.230588,13.980475,8.480214,13.568141,8.991508,13.427993,9.102288,15.008186,10.483195,14.427553,10.760882,15.583870,0,-0.02426,0.00522,-0.01984,-0.01372,0.00806,-0.01183,0.00729,0.00198,6.420301,1.48621,0.10043,3.27734
5.156,0,1,0,0,0,0,0,7.550211,6.420176,0.190632,13.970387,0.000000,0.888951,162.914902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.975616,80.064522,70.705086,80.519669,16.568745,5.030250,13.461266,18.515507,-10.356159,0,0,18.172447,6.617843,0,5.048227,-13.752941,14.004916,7.352632,0,-4.094404,14.988512,8.237686,18.066265,8.230233,13.974945,8.478819,13.559340,8.987226,13.420646,9.100168,15.000454,10.481581,14.420466,10.755907,15.579988,0,-0.01620,0.00566,-0.02060,-0.01358,0.00845,-0.01277,0.00778,0.00267,6.420530,1.48425,0.10072,3.27688
5.157,0,1,0,0,0,0,0,7.549719,6.424240,0.286257,13.973959,0.000000,0.968768,159.591705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.041214,80.528061,70.791191,80.760559,16.558319,5.031862,13.156549,18.526455,-10.377587,0,0,18.159887,6.616133,0,5.047883,-13.497450,13.984334,7.354465,0,-4.027208,14.984486,8.240168,18.069973,8.229063,13.965635,8.479600,13.544274,8.990277,13.412380,9.098888,14.994237,10.480244,14.414951,10.753442,15.572503,0,-0.01517,0.00316,-0.01907,-0.01302,0.00806,-0.01248,0.00391,0.00214,6.423925,1.48248,0.10088,3.27689
5.158,0,1,0,0,0,0,0,7.548750,6.428382,0.389384,13.977132,0.000000,1.058353,156.744995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.080429,81.001930,70.904282,81.046471,16.549414,5.034247,12.895521,18.537741,-10.413728,0,0,18.146238,6.612404,0,5.047166,-13.162968,13.963095,7.356967,0,-3.941218,14.980352,8.243015,18.073652,8.227778,13.955800,8.480683,13.528339,8.994348,13.403988,9.097724,14.988230,10.478947,14.409655,10.751326,15.564518,0,-0.01917,0.00403,-0.01968,-0.01326,0.00790,-0.01274,0.00488,0.00267,6.427761,1.48434,0.10068,3.27697
5.159,0,1,0,0,0,0,0,7.540501,6.431983,0.492510,13.972485,0.000000,1.147939,153.898285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.119629,81.475800,71.017365,81.332382,16.540508,5.036633,12.634493,18.549025,-10.449868,0,0,18.132591,6.608675,0,5.046448,-12.828486,13.941854,7.359468,0,-3.855229,14.976219,8.245862,18.077330,8.226494,13.945966,8.481767,13.512404,8.998419,13.395596,9.096560,14.982224,10.477649,14.404358,10.749209,15.556533,0,-0.01685,0.00348,-0.01968,-0.01241,0.00775,-0.01141,0.00507,0.00175,6.431596,1.48318,0.10087,3.27711
5.160,0,1,0,0,0,0,0,7.531949,6.435562,0.595637,13.967511,0.000000,1.237524,151.051575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.158844,81.949661,71.130455,81.618294,16.531603,5.039018,12.373464,18.560310,-10.486009,0,0,18.118944,6.604946,0,5.045731,-12.494005,13.920614,7.361969,0,-3.769239,14.972086,8.248710,18.081009,8.225209,13.936131,8.482850,13.496469,9.002489,13.387203,9.095397,14.976216,10.476351,14.399061,10.747093,15.548548,0,-0.01834,0.00322,-0.02045,-0.01199,0.00830,-0.01302,0.00543,0.00252,6.435431,1.48239,0.10112,3.27726
5.161,0,1,0,0,0,0,0,7.522723,6.437895,0.734601,13.960618,0.000000,1.353866,146.302017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.272308,81.336548,71.245468,82.115585,16.522978,5.037179,11.937382,18.573967,-10.870319,0,0,18.111181,6.595915,0,5.039779,-12.128067,13.914268,7.364489,0,-3.930548,14.968174,8.246256,18.072800,8.228940,13.925605,8.481269,13.487066,9.012552,13.382166,9.090743,14.961050,10.476668,14.395764,10.746511,15.542933,0,-0.01605,0.00328,-0.01984,-0.01463,0.00885,-0.01291,0.00528,0.00275,6.440946,1.48132,0.10095,3.27742
5.162,0,1,0,0,0,0,0,7.513469,6.440177,0.878544,13.953646,0.000000,1.473925,141.288055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.535049,80.572388,71.360748,82.642250,16.514391,5.034752,11.476976,18.587954,-11.303009,0,0,18.104237,6.586146,0,5.033099,-11.757759,13.909990,7.367011,0,-4.126221,14.964293,8.243065,18.062939,8.233367,13.914982,8.479317,13.478572,9.023449,13.377594,9.085604,14.944610,10.477211,14.392746,10.746144,15.537649,0,-0.01855,0.00371,-0.01938,-0.01317,0.00848,-0.01245,0.00443,0.00275,6.446693,1.47842,0.10091,3.27757
5.163,0,1,0,0,0,0,0,7.497593,6.448595,1.022487,13.946188,0.000000,1.593984,136.274094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.797791,79.808235,71.476028,83.168915,16.505806,5.032326,11.016570,18.601940,-11.735699,0,0,18.097292,6.576378,0,5.026420,-11.387450,13.905712,7.369533,0,-4.321893,14.960411,8.239875,18.053078,8.237794,13.904360,8.477365,13.470078,9.034345,13.373023,9.080465,14.928170,10.477754,14.389727,10.745776,15.532364,0,-0.01910,0.00377,-0.02045,-0.01453,0.00894,-0.01219,0.00476,0.00206,6.452441,1.47815,0.10111,3.27732
5.164,0,1,0,0,0,0,0,7.481441,6.457267,1.166430,13.938709,0.000000,1.714043,131.260147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.060532,79.044075,71.591309,83.695580,16.497219,5.029900,10.556164,18.615925,-12.168389,0,0,18.090347,6.566610,0,5.019741,-11.017141,13.901435,7.372055,0,-4.517565,14.956531,8.236684,18.043219,8.242222,13.893738,8.475413,13.461583,9.045240,13.368452,9.075326,14.911730,10.478296,14.386708,10.745408,15.527080,0,-0.01712,0.00497,-0.02014,-0.01392,0.00848,-0.01288,0.00601,0.00275,6.458189,1.47784,0.10119,3.27702
5.165,0,1,0,0,0,0,0,7.452889,6.478192,1.318846,13.931081,0.000000,1.849697,127.737137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.130646,78.628021,71.292358,83.999443,16.486866,5.032737,10.233062,18.627678,-12.703521,0,0,18.076834,6.561822,0,5.021894,-10.882404,13.889087,7.369716,0,-4.721584,14.950640,8.233932,18.033987,8.241231,13.877368,8.474894,13.447672,9.040306,13.342605,9.070312,14.895716,10.477525,14.381710,10.745819,15.521605,0,-0.02048,-0.00224,-0.02060,-0.01318,0.00781,-0.01184,0.00467,0.00198,6.478846,1.47519,0.10103,3.27731
