"Time","60 Right DS","59 Left DS","56 FLl Sw of","55 FLl Sw on","54 HLr Sw of","53 HLr Sw on","52 HLl Sw of","v6 L Mos","v4 R Mos","37 CoMy (cm)","v5 L COP","v3 R COP","v2 Virtual","v1 Virtual","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","35 FRy (cm)","32a FLx (cm)","32 FLx (cm)","34a FRx (cm)","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29a HRx (cm)","29 HRx (cm)","28 HLy (cm)","51 HLl Sw on","27a HLx (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","67 xCoM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01685,0.00459,-0.01953,-0.01315,0.00867,-0.01241,0.00546,0.00519,,-1.47949,0.10062,3.27655
0.001,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01672,0.00409,-0.02060,-0.01428,0.00854,-0.01222,0.00436,0.00175,,-1.47845,0.10036,3.27698
0.002,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01599,0.00211,-0.02136,-0.01308,0.00784,-0.01263,0.00256,-0.01228,,-1.47885,0.10028,3.27752
0.003,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.02551,0.00232,-0.02106,-0.01335,0.00833,-0.01175,0.00543,0.00481,,-1.47913,0.10047,3.27759
0.004,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01254,0.00404,-0.02014,-0.01462,0.00705,-0.01205,0.00562,0.00099,,-1.47943,0.10041,3.27759
0.005,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01450,0.00163,-0.02045,-0.01389,0.00775,-0.01198,0.00473,0.00267,,-1.47714,0.10007,3.27692
0.006,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01993,0.00507,-0.02121,-0.01381,0.00806,-0.01221,0.00421,0.00237,,-1.47827,0.10019,3.27616
0.007,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.02063,0.00139,-0.02060,-0.01424,0.00818,-0.01224,0.00278,-0.00816,,-1.47922,0.10032,3.27626
0.008,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01001,0.00305,-0.01968,-0.01250,0.00751,-0.01096,0.00638,0.00763,,-1.47952,0.10022,3.27649
0.009,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01276,0.00574,-0.02029,-0.01424,0.00974,-0.01218,0.00638,0.00175,,-1.47824,0.10002,3.27685
0.010,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.02029,0.00424,-0.01999,-0.01352,0.00870,-0.01271,0.00055,0.00023,,-1.47986,0.10007,3.27723
0.011,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01474,0.00307,-0.02014,-0.01288,0.00903,-0.01091,0.00748,0.00366,,-1.47726,0.10014,3.27755
0.012,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.02835,0.00604,-0.01984,-0.01294,0.00735,-0.01344,0.00580,0.00153,,-1.47952,0.09995,3.27785
0.013,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01132,0.00110,-0.01785,-0.01263,0.00861,-0.01234,0.00470,0.00320,,-1.47742,0.09988,3.27749
0.014,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.02020,0.00407,-0.01892,-0.01485,0.00836,-0.01279,0.00745,-0.00168,,-1.47888,0.10003,3.27704
0.015,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01865,0.00404,-0.02014,-0.01416,0.00699,-0.01212,0.00571,0.00420,,-1.47867,0.10000,3.27711
0.016,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,0,-0.01849,0.00275,-0.02167,-0.01443,0.00821,-0.01337,0.00546,0.00160,,-1.47882,0.09965,3.27726
0.017,0,0,0,0,0,0,0,,,-0.580397,,,-0.938157,-58.724636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.939682,58.301479,87.262520,57.393444,16.250977,4.858480,-6.896434,18.441217,-5.955885,0,0,16.946949,6.349283,0,4.625189,-5.408245,15.438227,7.171222,0,0.000000,13.511056,7.978577,16.946150,8.004284,15.485555,8.067930,14.833292,8.206879,14.279138,,,10.295554,14.281360,10.590774,15.393325,0,-0.01392,0.00343,-0.01968,-0.01485,0.00778,-0.01205,0.00586,0.00206,6.320384,-1.47794,0.09967,3.27768
0.018,0,0,0,0,0,0,0,,,-0.603620,,,-1.002439,-67.340134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.219772,57.791222,87.031784,57.381115,16.240284,4.860794,-7.687924,18.430286,-6.586045,0,0,16.934381,6.346388,0,4.620749,-6.321185,15.434868,7.176409,0,0.000000,13.511056,7.975846,16.933533,8.003259,15.473287,8.067074,14.819160,8.203619,14.267395,,,10.293662,14.274426,10.589943,15.381713,0,-0.02032,0.00345,-0.02121,-0.01324,0.00815,-0.01219,0.00598,0.00290,6.317078,-1.47610,0.09987,3.27814
0.019,0,0,0,0,0,0,0,6.313954,6.313954,-0.626842,0.000000,0.000000,-1.066722,-75.955627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.499863,57.280968,86.801048,57.368786,16.229589,4.863107,-8.479414,18.419357,-7.216206,0,0,16.921816,6.343493,0,4.616309,-7.234124,15.431509,7.181597,0,0.000000,13.511056,7.973114,16.920918,8.002233,15.461020,8.066217,14.805027,8.200358,14.255652,,,10.291769,14.267491,10.589112,15.370101,0,-0.01627,0.00285,-0.02136,-0.01208,0.00809,-0.01233,0.00452,0.00290,6.313772,-1.47861,0.09977,3.27767
0.020,0,0,0,0,0,0,0,6.310506,6.310506,-0.650065,0.000000,0.000000,-1.131004,-84.571121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.779953,56.770714,86.570320,57.356453,16.218895,4.865420,-9.270905,18.408426,-7.846366,0,0,16.909248,6.340598,0,4.611868,-8.147063,15.428150,7.186784,0,0.000000,13.511056,7.970384,16.908300,8.001206,15.448751,8.065362,14.790895,8.197098,14.243910,,,10.289877,14.260557,10.588281,15.358489,0,-0.01575,0.00342,-0.01968,-0.01413,0.00833,-0.01178,0.00595,0.00366,6.310467,-1.47845,0.09938,3.27706
0.021,0,0,0,0,0,0,0,6.307164,6.307164,-0.632387,0.000000,0.000000,-1.142163,-90.621063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.464401,56.232582,86.585732,57.396988,16.212278,4.862308,-9.826783,18.395559,-8.405152,0,0,16.898876,6.337571,0,4.615428,-8.934422,15.412274,7.186672,0,0.000000,13.511056,7.971286,16.897614,8.003446,15.438606,8.066983,14.780015,8.196538,14.224048,9.294188,15.349549,10.288737,14.250217,10.587408,15.349233,0,-0.01886,0.00226,-0.02121,-0.01268,0.00821,-0.01291,0.00443,0.00214,6.308977,-1.47800,0.09956,3.27698
0.022,0,0,0,0,0,0,0,6.303826,6.303826,-0.609026,0.000000,0.000000,-1.145940,-96.314507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.205048,55.690578,86.635345,57.444866,16.206228,4.858442,-10.349923,18.382423,-8.954022,0,0,16.888809,6.334525,0,4.620100,-9.704329,15.394659,7.185823,0,0.000000,13.511056,7.972694,16.887196,8.006138,15.428756,8.068950,14.769588,8.196354,14.203057,9.292681,15.334040,10.287702,14.239405,10.586530,15.340302,0,-0.01788,0.00270,-0.02045,-0.01494,0.00772,-0.01353,0.00638,0.00206,6.307740,-1.47916,0.09973,3.27698
0.023,0,0,0,0,0,0,0,6.304209,6.304209,-0.585665,0.000000,0.000000,-1.149717,-102.007950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.945694,55.148571,86.684959,57.492744,16.200180,4.854576,-10.873063,18.369286,-9.502892,0,0,16.878744,6.331479,0,4.624772,-10.474237,15.377044,7.184974,0,0.000000,13.511056,7.974102,16.876778,8.008830,15.418905,8.070916,14.759160,8.196170,14.182067,9.291173,15.318529,10.286666,14.228592,10.585651,15.331373,0,-0.00888,0.00276,-0.01968,-0.01073,0.00851,-0.01189,0.00488,-0.00267,6.306503,-1.47791,0.09946,3.27744
0.024,0,0,0,0,0,0,0,6.304747,6.304747,-0.562303,0.000000,0.000000,-1.153494,-107.701393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.686340,54.606567,86.734573,57.540623,16.194130,4.850710,-11.396203,18.356150,-10.051761,0,0,16.868677,6.328433,0,4.629444,-11.244146,15.359428,7.184125,0,0.000000,13.511056,7.975509,16.866358,8.011522,15.409055,8.072883,14.748733,8.195986,14.161076,9.289666,15.303020,10.285630,14.217778,10.584773,15.322443,0,-0.01498,0.00322,-0.01953,-0.01315,0.00818,-0.01283,0.00436,0.00618,6.305266,-1.47861,0.09946,3.27798
0.025,0,0,0,0,0,0,0,6.311217,6.311217,-0.550773,0.000000,0.000000,-1.154886,-110.421631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.931778,54.407124,86.748878,57.571392,16.182102,4.853879,-11.645310,18.341066,-10.530408,0,0,16.861305,6.328943,0,4.625951,-11.676616,15.348524,7.192628,0,0.000000,13.511056,7.979453,16.855145,8.011930,15.394010,8.077714,14.734491,8.192653,14.150490,9.288635,15.288499,10.288527,14.202955,10.585229,15.314181,0,-0.01236,0.00258,-0.02029,-0.01350,0.00897,-0.01273,0.00635,0.00305,6.309854,-1.48105,0.09979,3.27798
0.026,0,0,0,0,0,0,0,6.317934,6.317934,-0.540886,0.000000,0.000000,-1.155947,-112.728737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.108414,54.255276,86.758278,57.599785,16.169243,4.858026,-11.856340,18.325710,-10.999298,0,0,16.854309,6.329947,0,4.621324,-12.062199,15.338551,7.202431,0,0.000000,13.511056,7.983750,16.843819,8.012021,15.378242,8.082942,14.719720,8.188884,14.141351,9.287671,15.274116,10.291968,14.187575,10.585870,15.306013,0,-0.02200,0.00520,-0.02106,-0.01378,0.00793,-0.01192,0.00656,0.00504,6.315252,-1.47910,0.09974,3.27790
0.027,0,0,0,0,0,0,0,6.322328,6.322328,-0.530999,0.000000,0.000000,-1.157007,-115.035843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.285034,54.103432,86.767677,57.628181,16.156385,4.862173,-12.067370,18.310356,-11.468188,0,0,16.847311,6.330952,0,4.616696,-12.447781,15.328578,7.212233,0,0.000000,13.511056,7.988046,16.832495,8.012112,15.362475,8.088171,14.704948,8.185114,14.132211,9.286707,15.259732,10.295410,14.172195,10.586511,15.297844,0,-0.01556,0.00249,-0.01968,-0.01303,0.00769,-0.01189,0.00729,-0.00008,6.320650,-1.48026,0.09947,3.27763
0.028,0,0,0,0,0,0,0,6.326625,6.326625,-0.521112,0.000000,0.000000,-1.158068,-117.342949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.461670,53.951584,86.777077,57.656574,16.143526,4.866319,-12.278401,18.295000,-11.937078,0,0,16.840315,6.331956,0,4.612069,-12.833364,15.318605,7.222035,0,0.000000,13.511056,7.992343,16.821169,8.012202,15.346708,8.093399,14.690177,8.181344,14.123071,9.285742,15.245349,10.298853,14.156816,10.587152,15.289676,0,-0.01816,0.00342,-0.02090,-0.01392,0.00769,-0.01190,0.00443,0.00336,6.326048,-1.47971,0.09965,3.27732
0.029,0,0,0,0,0,0,0,6.320724,6.320724,-0.513700,0.000000,0.000000,-1.144362,-116.033493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.960144,54.099438,86.773842,57.841728,16.133959,4.866177,-12.157074,18.284786,-12.263832,0,0,16.827885,6.336304,0,4.614078,-12.883536,15.303136,7.224743,0,0.000000,13.511056,7.987263,16.807846,8.011877,15.336123,8.089984,14.676349,8.178304,14.108738,9.283111,15.234524,10.296297,14.144756,10.587028,15.274393,0,-0.01483,0.00436,-0.01755,-0.01393,0.00848,-0.01231,0.00098,0.00168,6.319696,-1.47833,0.09983,3.27708
0.030,0,0,0,0,0,0,0,6.314398,6.314398,-0.506632,0.000000,0.000000,-1.128604,-114.221504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.364380,54.288937,86.768852,58.048664,16.124849,4.865438,-11.989565,18.275286,-12.570835,0,0,16.814701,6.341116,0,4.617010,-12.887102,15.286902,7.226464,0,0.000000,13.511056,7.980880,16.794245,8.011493,15.326258,8.085368,14.662652,8.175364,14.093683,9.280247,15.224194,10.292909,14.133159,10.586798,15.258121,0,-0.01660,0.00232,-0.01663,-0.01337,0.00815,-0.01097,0.00638,0.00137,6.311711,-1.47916,0.09978,3.27685
0.031,0,0,0,0,0,0,0,6.305110,6.305110,-0.499564,0.000000,0.000000,-1.112847,-112.409523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.768631,54.478432,86.763863,58.255600,16.115738,4.864699,-11.822057,18.265785,-12.877839,0,0,16.801517,6.345929,0,4.619941,-12.890669,15.270669,7.228186,0,0.000000,13.511056,7.974497,16.780645,8.011109,15.316393,8.080752,14.648954,8.172424,14.078629,9.277384,15.213863,10.289520,14.121561,10.586568,15.241850,0,-0.01642,0.00229,-0.02106,-0.01402,0.00888,-0.01247,0.00494,0.00267,6.303726,-1.47803,0.09962,3.27702
0.032,0,0,0,0,0,0,0,6.295699,6.295699,-0.492496,0.000000,0.000000,-1.097089,-110.597534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.172867,54.667931,86.758873,58.462536,16.106628,4.863961,-11.654548,18.256287,-13.184842,0,0,16.788332,6.350742,0,4.622872,-12.894236,15.254436,7.229908,0,0.000000,13.511056,7.968114,16.767044,8.010725,15.306528,8.076137,14.635258,8.169484,14.063574,9.274520,15.203533,10.286131,14.109963,10.586338,15.225578,0,-0.01062,0.00378,-0.02106,-0.01401,0.00851,-0.01289,0.00540,0.00175,6.295742,-1.47821,0.09977,3.27725
0.033,0,0,0,0,0,0,0,6.292238,6.292238,-0.475871,0.000000,0.000000,-1.073326,-109.113853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.098053,54.399807,86.731453,58.818436,16.094364,4.863419,-11.516947,18.245306,-13.268638,0,0,16.770277,6.352126,0,4.615280,-12.556591,15.240068,7.228735,0,0.000000,13.511056,7.972733,16.753735,8.009385,15.289939,8.072830,14.621861,8.172143,14.051601,9.268924,15.191446,10.283769,14.100685,10.587004,15.214264,0,-0.00974,0.00369,-0.01953,-0.01488,0.00757,-0.01160,0.00717,0.00046,6.293488,-1.47995,0.09989,3.27702
0.034,0,0,0,0,0,0,0,6.289025,6.289025,-0.457918,0.000000,0.000000,-1.048450,-107.675789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.095612,54.068096,86.700920,59.195030,16.081663,4.862905,-11.383502,18.234119,-13.321418,0,0,16.751547,6.353033,0,4.606226,-12.171535,15.225960,7.227161,0,0.000000,13.511056,7.978879,16.740465,8.007912,15.272415,8.069706,14.608505,8.175580,14.040057,9.262948,15.179115,10.281549,14.091730,10.587793,15.203638,0,-0.02005,0.00400,-0.02136,-0.01389,0.00925,-0.01256,0.00577,0.00458,6.292031,-1.48080,0.09975,3.27671
0.035,0,0,0,0,0,0,0,6.288938,6.288938,-0.439965,0.000000,0.000000,-1.023574,-106.237724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.093170,53.736385,86.670387,59.571629,16.068962,4.862391,-11.250057,18.222935,-13.374197,0,0,16.732815,6.353940,0,4.597172,-11.786479,15.211851,7.225587,0,0.000000,13.511056,7.985026,16.727196,8.006438,15.254891,8.066581,14.595150,8.179017,14.028513,9.256972,15.166784,10.279329,14.082774,10.588584,15.193013,0,-0.01724,0.00359,-0.02060,-0.01089,0.00851,-0.01314,0.00677,0.00305,6.290574,-1.47913,0.09970,3.27687
0.036,0,0,0,0,0,0,0,6.288980,6.288980,-0.422011,0.000000,0.000000,-0.998698,-104.799660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.090729,53.404675,86.639854,59.948227,16.056259,4.861877,-11.116612,18.211748,-13.426977,0,0,16.714083,6.354848,0,4.588118,-11.401423,15.197742,7.224013,0,0.000000,13.511056,7.991173,16.713926,8.004965,15.237368,8.063457,14.581795,8.182454,14.016969,9.250997,15.154453,10.277110,14.073819,10.589374,15.182387,0,-0.02460,0.00307,-0.02121,-0.01463,0.00751,-0.01265,0.00485,0.00343,6.289117,-1.47830,0.09998,3.27710
0.037,0,0,0,0,0,0,0,6.287704,6.287704,-0.380045,0.000000,0.000000,-0.950964,-103.598862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.062759,53.151684,86.579941,60.120560,16.048473,4.858078,-11.005444,18.198523,-13.268036,0,0,16.700186,6.353176,0,4.592626,-11.255040,15.187996,7.218082,0,0.000000,13.511056,7.991848,16.699181,8.005254,15.227046,8.063745,14.570584,8.183071,13.991445,9.245711,15.139462,10.274595,14.064719,10.590899,15.172680,0,-0.01630,0.00316,-0.02045,-0.01324,0.00845,-0.01222,0.00497,0.00206,6.288721,-1.47968,0.10002,3.27740
0.038,0,0,0,0,0,0,0,6.286374,6.286374,-0.334742,0.000000,0.000000,-0.900055,-102.431030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.031250,52.909634,86.515945,60.264515,16.041368,4.853824,-10.897370,18.185013,-13.079676,0,0,16.686962,6.351145,0,4.599018,-11.141821,15.178856,7.211546,0,0.000000,13.511056,7.991761,16.684229,8.005788,15.217726,8.064507,14.559672,8.183296,13.963979,9.240521,15.124100,10.272040,14.055600,10.592528,15.163100,0,-0.01581,0.00430,-0.02060,-0.01367,0.00876,-0.01152,0.00562,0.00061,6.288472,-1.47940,0.09975,3.27770
0.039,0,0,0,0,0,0,0,6.286954,6.286954,-0.289438,0.000000,0.000000,-0.849145,-101.263199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.999756,52.667583,86.451950,60.408466,16.034264,4.849569,-10.789297,18.171501,-12.891315,0,0,16.673737,6.349114,0,4.605410,-11.028602,15.169716,7.205010,0,0.000000,13.511056,7.991674,16.669277,8.006322,15.208405,8.065269,14.548759,8.183520,13.936513,9.235332,15.108738,10.269485,14.046480,10.594157,15.153520,0,-0.02036,0.00320,-0.02106,-0.01515,0.00916,-0.01190,0.00317,0.00183,6.288223,-1.47873,0.09995,3.27747
0.040,0,0,0,0,0,0,0,6.287615,6.287615,-0.244135,0.000000,0.000000,-0.798235,-100.095375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.968246,52.425533,86.387955,60.552418,16.027159,4.845315,-10.681224,18.157991,-12.702954,0,0,16.660513,6.347084,0,4.611802,-10.915383,15.160575,7.198473,0,0.000000,13.511056,7.991588,16.654325,8.006856,15.199085,8.066031,14.537847,8.183745,13.909047,9.230142,15.093376,10.266930,14.037361,10.595786,15.143940,0,-0.01096,0.00339,-0.02090,-0.01295,0.00809,-0.01308,0.00601,0.00854,6.287974,-1.47958,0.10011,3.27717
0.041,0,0,0,0,0,0,0,6.294365,6.294365,-0.186877,0.000000,0.000000,-0.741007,-100.114128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.133423,52.438034,86.462852,60.496544,16.014595,4.846868,-10.681794,18.150475,-12.288167,0,0,16.648003,6.343940,0,4.610702,-10.911574,15.152551,7.202651,0,0.821234,13.511056,7.991157,16.645269,8.006200,15.185642,8.062990,14.522650,8.179935,13.897990,9.229690,15.082224,10.267670,14.024770,10.595164,15.133429,0,-0.01956,0.00298,-0.01968,-0.01321,0.00800,-0.01117,0.00500,0.00923,6.296437,-1.47775,0.09987,3.27720
0.042,0,0,0,0,0,0,0,6.301370,6.301370,-0.127959,0.000000,0.000000,-0.682901,-100.297768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.325928,52.485909,86.557053,60.412903,16.001274,4.849227,-10.697460,18.143789,-11.841917,0,0,16.635592,6.340641,0,4.608560,-10.922969,15.144682,7.208316,0,1.756580,13.511056,7.990677,16.637033,8.005380,15.171626,8.059422,14.506859,8.175563,13.889214,9.229897,15.071655,10.268868,14.011696,10.594230,15.122788,0,-0.01691,0.00291,-0.01984,-0.01344,0.00873,-0.01163,0.00467,-0.00053,6.306111,-1.47952,0.09982,3.27727
0.043,0,0,0,0,0,0,0,6.313116,6.313116,-0.069040,0.000000,0.000000,-0.624795,-100.481400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.518448,52.533779,86.651253,60.329262,15.987951,4.851587,-10.713126,18.137104,-11.395666,0,0,16.623182,6.337343,0,4.606418,-10.934363,15.136812,7.213982,0,2.691926,13.511056,7.990198,16.628796,8.004559,15.157609,8.055853,14.491067,8.171191,13.880437,9.230103,15.061088,10.270067,13.998622,10.593296,15.112148,0,-0.01974,0.00246,-0.01892,-0.01392,0.00751,-0.01370,0.00592,0.00595,6.315785,-1.47800,0.10008,3.27688
0.044,0,0,0,0,0,0,0,6.325059,6.325059,-0.010121,0.000000,0.000000,-0.566689,-100.665039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.710953,52.581654,86.745453,60.245621,15.974629,4.853947,-10.728792,18.130419,-10.949416,0,0,16.610771,6.334045,0,4.604277,-10.945758,15.128943,7.219647,0,3.627271,13.511056,7.989718,16.620560,8.003738,15.143593,8.052284,14.475275,8.166819,13.871660,9.230309,15.050520,10.271266,13.985548,10.592361,15.101508,0,-0.01993,0.00443,-0.02090,-0.01361,0.00784,-0.01297,0.00629,0.00092,6.325459,-1.47791,0.10009,3.27643
0.045,0,0,0,0,0,0,0,6.338830,6.338830,0.060472,0.000000,0.000000,-0.496917,-100.853607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.973450,52.660706,86.899086,60.191917,15.958174,4.855117,-10.744624,18.119602,-10.663724,0,0,16.602983,6.334368,0,4.600998,-11.231085,15.120670,7.215703,0,5.007093,13.511056,7.987036,16.605190,8.003009,15.126879,8.056613,14.455301,8.165540,13.864114,9.231509,15.040730,10.271882,13.977993,10.590850,15.093573,0,-0.01761,0.00314,-0.01953,-0.01300,0.00793,-0.01216,0.00418,0.00305,6.338253,-1.47995,0.09986,3.27663
0.046,0,0,0,0,0,0,0,6.352677,6.352677,0.132688,0.000000,0.000000,-0.425524,-101.042870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.245682,52.744091,87.060974,60.142372,15.941282,4.856122,-10.760479,18.108212,-10.400341,0,0,16.595837,6.335195,0,4.597561,-11.554474,15.112341,7.210423,0,6.448676,13.511056,7.984047,16.588829,8.002292,15.109791,8.062040,14.434746,8.164691,13.856739,9.232848,15.031050,10.272417,13.971204,10.589258,15.086012,0,-0.02112,0.00366,-0.01999,-0.01393,0.00842,-0.01289,0.00513,0.00336,6.351480,-1.47751,0.10010,3.27694
0.047,0,0,0,0,0,0,0,6.365429,6.365429,0.204904,0.000000,0.000000,-0.354131,-101.232132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.517914,52.827473,87.222870,60.092827,15.924391,4.857126,-10.776334,18.096821,-10.136958,0,0,16.588692,6.336022,0,4.594124,-11.877864,15.104012,7.205143,0,7.890259,13.511056,7.981059,16.572468,8.001575,15.092702,8.067468,14.414190,8.163841,13.849364,9.234187,15.021369,10.272953,13.964416,10.587667,15.078452,0,-0.01328,0.00511,-0.02396,-0.01459,0.00763,-0.01337,0.00473,0.00031,6.364707,-1.48074,0.10031,3.27711
0.048,0,0,0,0,0,0,0,6.378135,6.378135,0.277120,0.000000,0.000000,-0.282737,-101.421394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.790131,52.910858,87.384758,60.043285,15.907499,4.858131,-10.792189,18.085430,-9.873575,0,0,16.581545,6.336849,0,4.590687,-12.201254,15.095683,7.199863,0,9.331842,13.511056,7.978071,16.556107,8.000857,15.075613,8.072895,14.393636,8.162992,13.841989,9.235526,15.011688,10.273488,13.957626,10.586075,15.070891,0,-0.03375,0.00223,-0.01740,-0.01477,0.00790,-0.01303,0.00494,0.00343,6.377934,-1.48074,0.10004,3.27726
0.049,0,0,0,0,0,0,0,6.387084,6.387084,0.317558,0.000000,0.000000,-0.242994,-101.579025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.800507,52.802238,87.417450,60.147583,15.895494,4.862356,-10.805584,18.072821,-9.894996,0,0,16.571617,6.336359,0,4.592875,-12.425015,15.078264,7.205341,0,10.773425,13.511056,7.979136,16.541973,7.999716,15.060650,8.071395,14.384104,8.160971,13.835087,9.235033,14.998007,10.273952,13.944332,10.585344,15.062608,0,-0.01822,0.00212,-0.02151,-0.01437,0.00882,-0.01262,0.00400,0.00244,6.384679,-1.47910,0.09992,3.27748
