"Time","51 right DS","50 left DS","v3 R COP","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","33 FLy (cm)","35 FRy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform"
0.000,0,0,0.000000,0.000000,5.699289,0.244121,5.686349,6.727718,5.066399,3.821371,6.287681,-0.00013
0.001,0,0,0.000000,0.000000,5.691049,0.082878,5.686654,6.728996,5.066386,3.814834,6.292089,0.00025
0.002,0,0,0.000000,0.000000,5.682877,-0.058106,5.686218,6.729532,5.066528,3.808001,6.295628,0.00013
0.003,0,0,0.000000,0.000000,5.674715,-0.197705,5.685732,6.730017,5.066682,3.801148,6.299108,0.00013
0.004,0,0,0.000000,0.000000,5.667071,-0.337304,5.685246,6.730503,5.066835,3.794294,6.302587,0.00000
0.005,0,0,0.000000,0.000000,5.659447,-0.476903,5.684760,6.730988,5.066989,3.787441,6.306067,0.00028
0.006,0,0,0.000000,0.000000,5.652812,-0.575113,5.683806,6.731651,5.067554,3.780520,6.306458,0.00013
0.007,0,0,0.000000,0.000000,5.646197,-0.670493,5.682820,6.732326,5.068147,3.773595,6.306637,0.00018
0.008,0,0,0.000000,0.000000,5.640658,-0.765873,5.681834,6.733001,5.068739,3.766670,6.306816,0.00013
0.009,0,0,0.000000,0.000000,5.635138,-0.861253,5.680847,6.733676,5.069332,3.759745,6.306995,0.00025
0.010,0,0,0.000000,0.000000,5.630631,-0.923937,5.679963,6.732826,5.070163,3.751792,6.302637,0.00000
0.011,0,0,0.000000,0.000000,5.626138,-0.984386,5.679086,6.731872,5.071011,3.743768,6.297967,0.00018
0.012,0,0,0.000000,0.000000,5.622419,-1.044835,5.678209,6.730917,5.071858,3.735745,6.293298,0.00003
0.013,0,0,0.000000,0.000000,5.618711,-1.105284,5.677332,6.729963,5.072705,3.727721,6.288629,0.00031
0.014,0,0,0.000000,0.000000,5.615574,-1.131560,5.675921,6.728473,5.074006,3.720975,6.290370,0.00003
0.015,0,0,0.000000,0.000000,5.612451,-1.155498,5.674475,6.726946,5.075338,3.714317,6.292548,0.00000
0.016,0,0,0.000000,0.000000,5.610092,-1.179437,5.673028,6.725420,5.076670,3.707658,6.294727,0.00008
0.017,0,0,0.000000,0.000000,5.607750,-1.203376,5.671580,6.723893,5.078002,3.700999,6.296906,0.00013
0.018,0,0,0.000000,0.000000,5.606363,-1.200968,5.670311,6.722331,5.079082,3.695586,6.295035,0.00018
0.019,0,0,0.000000,0.000000,5.604987,-1.196758,5.669054,6.720767,5.080144,3.690257,6.292889,0.00005
0.020,0,0,0.000000,0.000000,5.604254,-1.192549,5.667797,6.719203,5.081207,3.684928,6.290742,0.00015
0.021,0,0,0.000000,0.000000,5.603527,-1.188339,5.666540,6.717640,5.082270,3.679599,6.288596,-0.00028
0.022,0,0,0.000000,0.000000,5.603155,-1.162348,5.665182,6.716528,5.083290,3.676078,6.289164,-0.00003
0.023,0,0,0.000000,0.000000,5.602799,-1.134868,5.663817,6.715447,5.084307,3.672681,6.289917,-0.00010
0.024,0,0,0.000000,0.000000,5.603282,-1.107388,5.662452,6.714365,5.085324,3.669284,6.290670,-0.00022
0.025,0,0,0.000000,0.000000,5.603791,-1.079907,5.661088,6.713284,5.086341,3.665887,6.291423,0.00010
0.026,0,0,0.000000,0.000000,5.605634,-1.021406,5.660180,6.712203,5.087543,3.664109,6.299485,0.00025
0.027,0,0,0.000000,0.000000,5.607493,-0.960783,5.659304,6.711120,5.088757,3.662442,6.308047,0.00000
0.028,0,0,0.000000,0.000000,5.610250,-0.900160,5.658427,6.710038,5.089970,3.660774,6.316609,-0.00007
0.029,0,0,0.000000,0.000000,5.613014,-0.839537,5.657551,6.708955,5.091184,3.659107,6.325171,0.00005
0.030,0,0,0.000000,0.000000,5.616158,-0.758160,5.656683,6.707612,5.092433,3.658366,6.327167,0.00043
0.031,0,0,0.000000,0.000000,5.619313,-0.675364,5.655816,6.706249,5.093685,3.657688,6.328715,-0.00013
0.032,0,0,0.000000,0.000000,5.623154,-0.592569,5.654949,6.704887,5.094937,3.657010,6.330263,0.00015
0.033,0,0,0.000000,0.000000,5.627016,-0.509773,5.654081,6.703526,5.096189,3.656332,6.331811,0.00013
0.034,0,0,0.000000,0.000000,5.631990,-0.397343,5.653541,6.702243,5.097322,3.656630,6.331781,0.00028
0.035,0,0,0.000000,0.000000,5.636984,-0.282887,5.653022,6.700966,5.098447,3.656996,6.331643,0.00025
0.036,0,0,0.000000,0.000000,5.643019,-0.168432,5.652503,6.699689,5.099572,3.657361,6.331504,0.00015
0.037,0,0,0.000000,0.058609,5.649068,-0.053976,5.651985,6.698412,5.100697,3.657726,6.331366,0.00003
0.038,0,1,0.000000,3.314673,5.655915,0.074269,5.652164,6.696858,5.101616,3.657809,6.330500,0.00015
0.039,0,1,0.000000,6.512108,5.662770,0.203458,5.652390,6.695286,5.102522,3.657873,6.329584,0.00028
0.040,0,1,0.000000,6.510997,5.670037,0.332646,5.652617,6.693713,5.103428,3.657937,6.328669,-0.00003
0.041,0,1,0.000000,6.509911,5.677306,0.461834,5.652844,6.692140,5.104333,3.658000,6.327753,0.00015
0.042,0,1,0.000000,6.510161,5.684608,0.584211,5.653577,6.691363,5.105810,3.658306,6.330164,0.00028
0.043,0,1,0.000000,6.510435,5.691909,0.706122,5.654345,6.690642,5.107325,3.658629,6.332803,0.00013
0.044,0,1,0.000000,6.511995,5.699077,0.828034,5.655113,6.689920,5.108840,3.658952,6.335442,0.00018
0.045,0,1,0.000000,6.513568,5.706239,0.949945,5.655880,6.689198,5.110355,3.659274,6.338080,0.00005
0.046,0,1,0.000000,6.515853,5.713128,1.049471,5.657232,6.688857,5.111650,3.659766,6.341938,0.00018
0.047,0,1,0.000000,6.518123,5.720007,1.147466,5.658623,6.688542,5.112931,3.660269,6.345879,0.00013
0.048,0,1,0.000000,6.519538,5.726335,1.245461,5.660014,6.688227,5.114212,3.660772,6.349819,0.00015
0.049,0,1,0.000000,6.520920,5.732646,1.343456,5.661405,6.687911,5.115493,3.661275,6.353760,0.00031
0.050,0,1,0.000000,6.520484,5.738085,1.402539,5.663160,6.687087,5.116754,3.662141,6.355261,0.00000
0.051,0,1,0.000000,6.520072,5.743501,1.458963,5.664940,6.686228,5.118013,3.663033,6.356596,0.00025
0.052,0,1,0.000000,6.520874,5.747705,1.515386,5.666719,6.685369,5.119273,3.663924,6.357930,-0.00022
0.053,0,1,0.000000,6.521752,5.751884,1.571809,5.668499,6.684510,5.120532,3.664815,6.359264,0.00000
0.054,0,1,0.000000,6.526832,5.754646,1.587622,5.670038,6.684289,5.121560,3.666259,6.370949,0.00013
0.055,0,1,0.000000,6.531945,5.757389,1.600658,5.671559,6.684113,5.122571,3.667741,6.383340,-0.00013
0.056,0,1,0.000000,6.538931,5.759135,1.613694,5.673081,6.683937,5.123583,3.669222,6.395732,-0.00013
0.057,0,1,0.000000,6.545890,5.760871,1.626730,5.674603,6.683760,5.124595,3.670704,6.408124,0.00043
0.058,0,1,0.000000,6.551374,5.762078,1.609484,5.676458,6.683669,5.124837,3.671551,6.416534,0.00000
0.059,0,1,0.000000,6.556810,5.763274,1.590167,5.678336,6.683583,5.125027,3.672354,6.424671,0.00028
0.060,0,1,0.000000,6.559599,5.763829,1.570850,5.680214,6.683498,5.125217,3.673157,6.432808,0.00003
0.061,0,1,0.000000,6.562341,5.764369,1.551533,5.682092,6.683413,5.125407,3.673960,6.440945,0.00005
0.062,0,1,0.000000,6.562480,5.764080,1.509184,5.683798,6.683205,5.125128,3.675200,6.442077,0.00022
0.063,0,1,0.000000,6.562622,5.763780,1.465261,5.685493,6.682989,5.124817,3.676471,6.442729,-0.00005
0.064,0,1,0.000000,6.562902,5.762853,1.421337,5.687187,6.682774,5.124506,3.677741,6.443382,0.00013
0.065,0,1,0.000000,6.563230,5.761919,1.377413,5.688881,6.682558,5.124195,3.679011,6.444034,0.00013
0.066,0,1,0.000000,6.566174,5.760641,1.332620,5.689918,6.682526,5.122969,3.680429,6.450052,0.00018
0.067,0,1,0.000000,6.569126,5.759358,1.287768,5.690910,6.682506,5.121679,3.681857,6.456436,0.00000
0.068,0,1,0.000000,6.572516,5.757883,1.242915,5.691903,6.682487,5.120390,3.683285,6.462821,0.00000
0.069,0,1,0.000000,6.575868,5.756406,1.198063,5.692895,6.682467,5.119101,3.684713,6.469205,0.00003
0.070,0,1,0.000000,6.577093,5.754866,1.150300,5.693968,6.682857,5.118363,3.686100,6.471024,0.00013
0.071,0,1,0.000000,6.578310,5.753327,1.102338,5.695047,6.683274,5.117662,3.687485,6.472531,0.00003
0.072,0,1,0.000000,6.579045,5.751930,1.054376,5.696126,6.683692,5.116962,3.688870,6.474038,0.00025
0.073,0,1,0.000000,6.579807,5.750538,1.006414,5.697205,6.684110,5.116262,3.690255,6.475545,0.00013
0.074,0,1,0.000000,6.582073,5.749470,0.969994,5.698210,6.684529,5.115294,3.691218,6.479136,0.00003
0.075,0,1,0.000000,6.584333,5.748408,0.934363,5.699210,6.684948,5.114308,3.692152,6.482870,0.00003
0.076,0,1,0.000000,6.586253,5.747672,0.898732,5.700211,6.685367,5.113322,3.693086,6.486603,0.00013
0.077,0,1,0.000000,6.588130,5.746940,0.863101,5.701210,6.685786,5.112335,3.694020,6.490337,0.00013
0.078,0,1,0.000000,6.587670,5.746430,0.835557,5.702081,6.686863,5.111526,3.694963,6.488538,0.00022
0.079,0,1,0.000000,6.587208,5.745920,0.808566,5.702943,6.687986,5.110729,3.695906,6.486360,0.00010
0.080,0,1,0.000000,6.586617,5.745301,0.781575,5.703805,6.689108,5.109932,3.696850,6.484183,0.00003
0.081,0,1,0.000000,6.586071,5.744676,0.754584,5.704667,6.690231,5.109136,3.697794,6.482005,0.00003
0.082,0,1,0.000000,6.587904,5.743705,0.729815,5.705097,6.691681,5.108371,3.698570,6.484797,0.00015
0.083,0,1,0.000000,6.589753,5.742736,0.705198,5.705497,6.693153,5.107608,3.699334,6.487929,0.00000
0.084,0,1,0.000000,6.592457,5.741887,0.680582,5.705898,6.694625,5.106846,3.700099,6.491060,0.00010
0.085,0,1,0.000000,6.595138,5.741049,0.655965,5.706298,6.696097,5.106083,3.700863,6.494192,0.00010
0.086,0,1,0.000000,6.596602,5.740814,0.638668,5.707066,6.697880,5.105625,3.701067,6.494824,-0.00015
0.087,0,1,0.000000,6.598055,5.740584,0.621872,5.707859,6.699683,5.105187,3.701234,6.495285,0.00025
0.088,0,1,0.000000,6.598904,5.740604,0.605076,5.708652,6.701486,5.104749,3.701400,6.495746,0.00007
0.089,0,1,0.000000,6.599760,5.740621,0.588280,5.709445,6.703290,5.104311,3.701566,6.496206,0.00003
0.090,0,1,0.000000,6.601054,5.740424,0.572309,5.710041,6.705151,5.104413,3.701474,6.496910,0.00015
0.091,0,1,0.000000,6.602349,5.740225,0.556395,5.710623,6.707017,5.104551,3.701364,6.497630,0.00015
0.092,0,1,0.000000,6.603642,5.739909,0.540480,5.711205,6.708882,5.104689,3.701254,6.498350,0.00010
0.093,0,1,0.000000,6.604922,5.739595,0.524566,5.711788,6.710748,5.104827,3.701144,6.499069,0.00043
0.094,0,1,0.000000,6.605556,5.739398,0.515860,5.712185,6.711997,5.105331,3.701155,6.498849,0.00003
0.095,0,1,0.000000,6.606185,5.739205,0.507647,5.712569,6.713203,5.105861,3.701174,6.498565,0.00003
0.096,0,1,0.000000,6.606498,5.739277,0.499434,5.712953,6.714410,5.106390,3.701193,6.498281,0.00015
0.097,0,1,0.000000,6.606814,5.739357,0.491221,5.713336,6.715617,5.106918,3.701212,6.497996,0.00003
0.098,0,1,0.000000,6.607259,5.739804,0.493529,5.713820,6.716845,5.107734,3.701156,6.497491,0.00003
0.099,0,1,0.000000,6.607702,5.740257,0.496556,5.714309,6.718074,5.108569,3.701094,6.496971,-0.00003
0.100,0,1,0.000000,6.607980,5.741080,0.499584,5.714799,6.719303,5.109404,3.701032,6.496451,0.00000
0.101,0,1,0.000000,6.608252,5.741909,0.502611,5.715288,6.720532,5.110239,3.700970,6.495931,0.00000
0.102,0,1,0.000000,6.608150,5.743099,0.520786,5.715711,6.721766,5.112019,3.701327,6.495314,0.00005
0.103,0,1,0.000000,6.608061,5.744298,0.539996,5.716128,6.723000,5.113863,3.701713,6.494690,0.00025
0.104,0,1,0.000000,6.608709,5.745942,0.559206,5.716546,6.724234,5.115707,3.702099,6.494066,0.00003
0.105,0,1,0.000000,6.609388,5.747595,0.578416,5.716964,6.725468,5.117551,3.702484,6.493443,0.00028
0.106,0,1,0.000000,6.611778,5.749765,0.613475,5.717434,6.726567,5.119826,3.703068,6.497243,0.00000
0.107,0,1,0.000000,6.614174,5.751942,0.649618,5.717908,6.727658,5.122131,3.703666,6.501348,0.00010
0.108,0,1,0.000000,6.616951,5.754519,0.685760,5.718383,6.728748,5.124435,3.704264,6.505451,0.00003
0.109,0,1,0.000000,6.619704,5.757100,0.721903,5.718857,6.729839,5.126740,3.704862,6.509555,0.00025
0.110,0,1,0.000000,6.621173,5.759921,0.757221,5.719835,6.730935,5.129709,3.705245,6.509984,0.00031
0.111,0,1,0.000000,6.622614,5.762744,0.792482,5.720848,6.732031,5.132724,3.705613,6.510162,0.00015
0.112,0,1,0.000000,6.622545,5.765678,0.827743,5.721861,6.733128,5.135739,3.705981,6.510339,0.00021
0.113,0,1,0.000000,6.622455,5.768611,0.863004,5.722874,6.734224,5.138754,3.706348,6.510517,0.00013
0.114,0,1,0.000000,6.621221,5.771543,0.900464,5.723773,6.735559,5.141884,3.706310,6.507026,0.00000
0.115,0,1,0.000000,6.619988,5.774472,0.938075,5.724664,6.736911,5.145021,3.706243,6.503285,0.00025
0.116,0,1,0.000000,6.618824,5.777318,0.975685,5.725555,6.738262,5.148159,3.706176,6.499543,0.00038
0.117,0,1,0.000000,6.617680,5.780159,1.013296,5.726446,6.739614,5.151297,3.706109,6.495801,0.00003
0.118,0,1,0.000000,6.617663,5.782812,1.038377,5.727554,6.740693,5.154975,3.707019,6.494947,0.00013
0.119,0,1,0.000000,6.558087,5.785456,1.062601,5.728676,6.741754,5.158691,3.707995,6.494290,0.00028
0.120,0,0,0.000000,3.249264,5.787653,1.086825,5.729798,6.742815,5.162406,3.708971,6.493633,0.00025
0.121,0,0,0.000000,0.000000,5.789840,1.111050,5.730920,6.743876,5.166122,3.709947,6.492976,0.00005
0.122,0,0,0.000000,0.000000,5.791435,1.121585,5.731985,6.744498,5.169933,3.710716,6.490335,0.00000
0.123,0,0,0.000000,0.000000,5.793029,1.131184,5.733046,6.745090,5.173751,3.711470,6.487557,0.00015
0.124,0,0,0.000000,0.000000,5.794576,1.140782,5.734106,6.745681,5.177569,3.712224,6.484780,0.00010
0.125,0,0,0.000000,0.000000,5.796132,1.150381,5.735167,6.746273,5.181387,3.712979,6.482003,-0.00022
0.126,0,0,0.000000,0.000000,5.798160,1.159794,5.736664,6.746469,5.184565,3.714245,6.476460,-0.00010
0.127,0,0,0.000000,0.000000,5.800187,1.169194,5.738192,6.746637,5.187699,3.715546,6.470728,-0.00007
0.128,0,0,0.000000,0.000000,5.802212,1.178594,5.739718,6.746806,5.190833,3.716847,6.464997,0.00003
0.129,0,0,0.000000,0.000000,5.804227,1.187994,5.741246,6.746974,5.193967,3.718148,6.459265,0.00000
0.130,0,0,0.000000,0.000000,5.805724,1.198889,5.742236,6.746990,5.196678,3.719841,6.466619,0.00025
0.131,0,0,0.000000,0.000000,5.807222,1.209886,5.743189,6.746995,5.199359,3.721561,6.474868,0.00028
0.132,0,0,0.000000,0.000000,5.808790,1.220883,5.744142,6.747001,5.202040,3.723281,6.483117,0.00021
0.133,0,0,0.000000,0.000000,5.810372,1.231881,5.745095,6.747006,5.204721,3.725002,6.491366,0.00015
0.134,0,0,0.000000,0.000000,5.812776,1.266114,5.746098,6.746465,5.206594,3.726619,6.520169,0.00005
0.135,0,0,0.000000,0.000000,5.815197,1.301937,5.747105,6.745886,5.208411,3.728230,6.550378,-0.00013
0.136,0,0,0.000000,0.000000,5.818527,1.337759,5.748111,6.745307,5.210228,3.729841,6.580587,0.00015
0.137,0,0,0.000000,0.000000,5.821873,1.373581,5.749118,6.744728,5.212045,3.731452,6.610796,0.00003
0.138,0,0,0.000000,0.000000,5.826035,1.428812,5.750648,6.744075,5.213509,3.732846,6.630649,0.00000
0.139,0,0,0.000000,0.000000,5.830210,1.485369,5.752213,6.743416,5.214948,3.734224,6.649793,0.00018
0.140,0,0,0.000000,0.000000,5.835114,1.541926,5.753779,6.742758,5.216387,3.735602,6.668938,0.00028
0.141,0,0,0.000000,0.000000,5.840029,1.598484,5.755344,6.742100,5.217826,3.736980,6.688082,0.00003
0.142,0,0,0.000000,0.000000,5.845549,1.672998,5.757004,6.741667,5.219971,3.738453,6.706572,0.00015
0.143,0,0,0.000000,0.000000,5.851075,1.748741,5.758669,6.741251,5.222164,3.739932,6.725016,0.00003
0.144,0,0,0.000000,0.000000,5.856892,1.824484,5.760335,6.740833,5.224356,3.741411,6.743460,-0.00010
0.145,0,0,0.000000,0.000000,5.862708,1.900226,5.762001,6.740417,5.226549,3.742890,6.761904,0.00000
0.146,0,0,0.000000,0.000000,5.868482,1.968839,5.764007,6.739917,5.228915,3.744328,6.770270,0.00003
0.147,0,0,0.000000,0.000000,5.874252,2.036965,5.766036,6.739411,5.231293,3.745762,6.777947,0.00003
0.148,0,0,0.000000,0.000000,5.879778,2.105091,5.768065,6.738906,5.233672,3.747197,6.785624,0.00008
0.149,0,0,0.000000,0.000000,5.885299,2.173216,5.770094,6.738401,5.236050,3.748631,6.793301,0.00000
0.150,0,0,0.000000,0.000000,5.890460,2.221850,5.772571,6.737943,5.239157,3.749947,6.760294,0.00003
0.151,0,0,0.000000,0.000000,5.895616,2.269151,5.775077,6.737488,5.242315,3.751255,6.724507,-0.00007
0.152,0,0,0.000000,0.000000,5.900505,2.316453,5.777584,6.737033,5.245472,3.752562,6.688719,0.00025
0.153,0,0,0.000000,0.000000,5.905391,2.363754,5.780091,6.736578,5.248630,3.753870,6.652932,0.00022
0.154,0,0,0.000000,0.000000,5.910124,2.402108,5.782708,6.735895,5.252659,3.755544,6.639480,0.00010
0.155,0,0,0.000000,0.000000,5.914853,2.439850,5.785333,6.735196,5.256748,3.757243,6.627555,0.00003
0.156,0,0,0.000000,0.000000,5.919387,2.477592,5.787958,6.734497,5.260837,3.758942,6.615630,-0.00007
0.157,0,0,0.000000,0.000000,5.923918,2.515334,5.790583,6.733799,5.264926,3.760641,6.603705,-0.00010
0.158,0,0,0.000000,0.000000,5.928249,2.553999,5.792975,6.733279,5.268877,3.762292,6.602144,0.00035
0.159,0,0,0.000000,0.000000,5.932583,2.592727,5.795352,6.732772,5.272819,3.763940,6.601292,-0.00003
0.160,0,0,0.000000,0.000000,5.937094,2.631455,5.797728,6.732265,5.276761,3.765588,6.600440,0.00010
0.161,0,0,0.000000,0.000000,5.941617,2.670184,5.800104,6.731759,5.280703,3.767236,6.599588,0.00000
0.162,0,0,0.000000,0.000000,5.946752,2.726683,5.802624,6.731046,5.284638,3.768548,6.600467,-0.00010
0.163,0,0,0.000000,0.000000,5.951902,2.784398,5.805153,6.730320,5.288573,3.769836,6.601465,0.00010
0.164,0,0,0.000000,0.000000,5.957876,2.842113,5.807683,6.729594,5.292508,3.771124,6.602462,0.00013
0.165,0,0,0.000000,0.000000,5.963865,2.899827,5.810213,6.728868,5.296443,3.772413,6.603459,-0.00018
0.166,0,0,0.000000,0.000000,5.970729,2.974500,5.813283,6.728567,5.300100,3.773767,6.608136,0.00005
0.167,0,0,0.000000,0.000000,5.977601,3.050332,5.816391,6.728294,5.303737,3.775125,6.613065,-0.00003
0.168,0,0,0.000000,0.000000,5.984951,3.126164,5.819498,6.728022,5.307374,3.776484,6.617993,0.00028
0.169,0,0,0.000000,0.000000,5.992303,3.201996,5.822605,6.727750,5.311012,3.777842,6.622922,0.00028
0.170,0,0,0.000000,0.000000,5.999690,3.276956,5.825970,6.727515,5.314665,3.778940,6.633983,0.00003
0.171,0,0,0.000000,0.000000,6.007075,3.351857,5.829353,6.727283,5.318320,3.780021,6.645463,-0.00003
0.172,0,0,0.000000,0.000000,6.014399,3.426758,5.832736,6.727051,5.321974,3.781102,6.656943,0.00013
0.173,0,0,0.000000,0.000000,6.021721,3.501658,5.836119,6.726820,5.325629,3.782183,6.668423,0.00033
0.174,0,0,0.000000,0.000000,6.028934,3.563093,5.839881,6.726701,5.328792,3.783010,6.669706,0.00010
0.175,0,0,0.000000,0.000000,6.036139,3.623606,5.843669,6.726589,5.331921,3.783820,6.670292,0.00013
0.176,0,0,0.000000,0.000000,6.042951,3.684120,5.847457,6.726478,5.335050,3.784630,6.670878,0.00003
0.177,0,0,0.000000,0.000000,6.049751,3.744633,5.851245,6.726367,5.338179,3.785439,6.671464,0.00018
0.178,0,0,0.000000,0.000000,6.055884,3.780321,5.855232,6.726343,5.342306,3.786360,6.674721,0.00003
0.179,0,0,0.000000,0.000000,6.062006,3.814310,5.859231,6.726324,5.346502,3.787288,6.678160,0.00013
0.180,0,0,0.000000,0.000000,6.067526,3.848300,5.863232,6.726306,5.350697,3.788216,6.681600,-0.00018
0.181,0,0,0.000000,0.000000,6.073038,3.882289,5.867231,6.726287,5.354893,3.789145,6.685039,0.00000
0.182,0,0,0.000000,0.000000,6.078110,3.903968,5.871063,6.726366,5.358758,3.790034,6.693496,0.00025
0.183,0,0,0.000000,0.000000,6.083176,3.924804,5.874884,6.726450,5.362600,3.790920,6.702295,0.00025
0.184,0,0,0.000000,0.000000,6.087976,3.945641,5.878704,6.726535,5.366443,3.791807,6.711094,0.00028
0.185,0,0,0.000000,0.000000,6.092774,3.966478,5.882524,6.726620,5.370285,3.792694,6.719894,0.00015
0.186,0,0,0.000000,0.000000,6.097459,3.977363,5.886611,6.726987,5.373498,3.793935,6.724462,-0.00013
0.187,0,0,0.000000,0.000000,6.102143,3.987568,5.890715,6.727374,5.376667,3.795199,6.728740,0.00003
0.188,0,0,0.000000,0.000000,6.106754,3.997773,5.894819,6.727760,5.379837,3.796464,6.733018,0.00013
0.189,0,0,0.000000,0.000000,6.111365,4.007977,5.898923,6.728147,5.383007,3.797729,6.737297,0.00010
0.190,0,0,0.000000,0.000000,6.115968,4.022536,5.902916,6.728653,5.385188,3.799502,6.735859,-0.00013
0.191,0,0,0.000000,0.000000,6.120578,4.037393,5.906901,6.729168,5.387300,3.801310,6.734032,0.00003
0.192,0,0,0.000000,0.000000,6.125493,4.052249,5.910886,6.729684,5.389413,3.803118,6.732204,-0.00002
0.193,0,0,0.000000,0.000000,6.130419,4.067106,5.914871,6.730199,5.391526,3.804927,6.730376,0.00000
0.194,0,0,0.000000,0.000000,6.135913,4.095664,5.918947,6.730737,5.393002,3.806618,6.726894,0.00013
0.195,0,0,0.000000,0.000000,6.141412,4.125158,5.923028,6.731276,5.394433,3.808301,6.723299,0.00005
0.196,0,0,0.000000,0.000000,6.147186,4.154652,5.927110,6.731815,5.395865,3.809984,6.719703,0.00000
0.197,0,0,0.000000,0.000000,6.152959,4.184146,5.931192,6.732355,5.397297,3.811667,6.716107,0.00000
0.198,0,0,0.000000,0.000000,6.158678,4.217383,5.935226,6.733265,5.397729,3.813348,6.720724,0.00000
0.199,0,0,0.000000,0.000000,6.164400,4.250876,5.939258,6.734200,5.398093,3.815028,6.725903,0.00028
0.200,0,0,0.000000,0.000000,6.170280,4.284369,5.943289,6.735137,5.398456,3.816708,6.731081,0.00013
0.201,0,0,0.000000,0.000000,6.176167,4.317862,5.947321,6.736072,5.398820,3.818389,6.736259,0.00013
0.202,0,0,0.000000,0.000000,6.182424,4.349432,5.951814,6.736909,5.398092,3.820705,6.737281,-0.00015
0.203,0,0,0.000000,0.000000,6.188678,4.380871,5.956338,6.737739,5.397289,3.823065,6.738019,0.00015
0.204,0,0,0.000000,0.000000,6.194814,4.412311,5.960863,6.738568,5.396486,3.825425,6.738757,0.00000
0.205,0,0,0.000000,0.000000,6.200937,4.443749,5.965387,6.739398,5.395683,3.827785,6.739495,0.00022
0.206,0,0,0.000000,0.000000,6.206354,4.448749,5.970141,6.740283,5.394526,3.829907,6.738615,-0.00010
0.207,0,0,0.000000,0.000000,6.211755,4.451940,5.974911,6.741170,5.393345,3.832012,6.737624,0.00018
0.208,0,0,0.000000,0.000000,6.216288,4.455131,5.979680,6.742058,5.392164,3.834117,6.736633,0.00003
0.209,0,0,0.000000,0.000000,6.220805,4.458323,5.984450,6.742946,5.390983,3.836222,6.735643,0.00010
0.210,0,0,0.000000,0.000000,6.224419,4.434146,5.988953,6.743719,5.389985,3.838786,6.743754,-0.00013
0.211,0,0,0.000000,0.000000,6.228016,4.408099,5.993437,6.744484,5.388999,3.841382,6.752488,0.00015
0.212,0,0,0.000000,0.000000,6.230687,4.382052,5.997922,6.745250,5.388014,3.843977,6.761222,0.00000
0.213,0,0,0.000000,0.000000,6.233342,4.356005,6.002407,6.746015,5.387029,3.846572,6.769956,0.00003
0.214,0,0,0.000000,0.000000,6.235073,4.299984,6.006768,6.747040,5.386252,3.849108,6.769022,0.00013
0.215,0,0,0.000000,0.000000,6.236790,4.241915,6.011121,6.748083,5.385489,3.851640,6.767427,0.00025
0.216,0,0,0.000000,0.000000,6.237678,4.183845,6.015474,6.749125,5.384727,3.854172,6.765832,-0.00003
0.217,0,0,0.000000,0.000000,6.238553,4.125775,6.019828,6.750168,5.383964,3.856704,6.764237,-0.00013
0.218,0,0,0.000000,0.000000,6.238734,4.050471,6.023806,6.750707,5.383695,3.859204,6.765921,0.00003
0.219,0,0,0.041624,0.000000,6.238905,3.973988,6.027759,6.751211,5.383459,3.861702,6.767829,0.00010
0.220,1,0,2.354044,0.000000,6.238565,3.897505,6.031712,6.751716,5.383223,3.864201,6.769738,0.00003
0.221,1,0,4.624856,0.000000,6.238218,3.821023,6.035665,6.752220,5.382987,3.866699,6.771646,0.00005
0.222,1,0,4.625677,0.000000,6.237497,3.731848,6.039446,6.752591,5.382370,3.869556,6.774765,0.00013
0.223,1,0,4.626508,0.000000,6.236767,3.641805,6.043215,6.752954,5.381728,3.872438,6.777967,0.00000
0.224,1,0,4.627879,0.000000,6.235524,3.551762,6.046984,6.753316,5.381085,3.875319,6.781169,0.00000
0.225,1,0,4.629274,0.000000,6.234269,3.461720,6.050753,6.753678,5.380443,3.878201,6.784370,0.00018
0.226,1,0,4.632013,0.000000,6.232358,3.359910,6.054054,6.753994,5.380247,3.884498,6.783521,0.00008
0.227,1,0,4.634767,0.000000,6.230438,3.257295,6.057324,6.754308,5.380082,3.891029,6.782394,0.00003
0.228,1,0,4.638327,0.000000,6.228048,3.154681,6.060593,6.754622,5.379916,3.897559,6.781268,0.00018
0.229,1,0,4.641888,0.000000,6.225654,3.052067,6.063862,6.754935,5.379751,3.904090,6.780141,0.00000
0.230,1,0,4.645465,0.000000,6.222989,2.942941,6.066784,6.755607,5.379448,3.911270,6.781734,0.00013
0.231,1,0,4.607137,0.000000,6.220315,2.833370,6.069682,6.756304,5.379136,3.918496,6.783512,0.00003
0.232,1,0,2.282648,0.000000,6.217199,2.723800,6.072580,6.757001,5.378824,3.925721,6.785291,0.00000
0.233,0,0,0.000000,0.000000,6.214070,2.614229,6.075478,6.757699,5.378512,3.932946,6.787069,0.00013
0.234,0,0,0.000000,0.000000,6.210304,2.495650,6.077817,6.758466,5.378522,3.938966,6.784297,0.00013
0.235,0,0,0.000000,0.000000,6.206529,2.376456,6.080119,6.759237,5.378555,3.944902,6.781213,0.00011
0.236,0,0,0.000000,0.000000,6.202301,2.257262,6.082420,6.760009,5.378587,3.950839,6.778130,0.00015
0.237,0,0,0.000000,0.000000,6.198068,2.138067,6.084722,6.760780,5.378620,3.956775,6.775047,0.00015
