"Time","51 right DS","50 left DS","v3 R COP","v2 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","33 FLy (cm)","35 FRy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform"
1.130,0,1,0.000000,6.890948,6.285660,-0.757071,6.326065,6.964458,5.329932,4.271027,6.817613,0.00015
1.131,0,1,0.000000,6.891561,6.284830,-0.753222,6.325347,6.965249,5.324400,4.271284,6.818246,0.00013
1.132,0,1,0.000000,6.892360,6.284595,-0.749372,6.324630,6.966040,5.318869,4.271542,6.818880,0.00025
1.133,0,1,0.000000,6.893164,6.284368,-0.745523,6.323912,6.966830,5.313338,4.271799,6.819513,-0.00003
1.134,0,1,0.000000,6.894162,6.284597,-0.722663,6.323150,6.967607,5.306473,4.272350,6.821235,0.00015
1.135,0,1,0.000000,6.895169,6.284837,-0.698503,6.322385,6.968381,5.299517,4.272921,6.823031,0.00028
1.136,0,1,0.000000,6.896698,6.285594,-0.674344,6.321620,6.969157,5.292560,4.273491,6.824827,0.00040
1.137,0,1,0.000000,6.898237,6.286364,-0.650184,6.320856,6.969932,5.285604,4.274062,6.826623,0.00015
1.138,0,1,0.000000,6.900340,6.287762,-0.604998,6.320177,6.970772,5.279583,4.274473,6.828758,0.00013
1.139,0,1,0.000000,6.902424,6.289174,-0.558375,6.319504,6.971616,5.273626,4.274872,6.830917,0.00015
1.140,0,1,0.000000,6.903418,6.291312,-0.511752,6.318832,6.972460,5.267669,4.275271,6.833076,-0.00013
1.141,0,1,0.000000,6.904366,6.293464,-0.465129,6.318159,6.973305,5.261712,4.275670,6.835234,0.00003
1.142,0,1,0.000000,6.902808,6.296393,-0.395882,6.317676,6.973726,5.256812,4.276280,6.831388,0.00018
1.143,0,1,0.000000,6.901238,6.299334,-0.325090,6.317206,6.974119,5.251985,4.276904,6.827131,0.00000
1.144,0,1,0.000000,6.898984,6.302916,-0.254297,6.316735,6.974512,5.247158,4.277528,6.822875,-0.00003
1.145,0,1,0.000000,6.896759,6.306505,-0.183504,6.316265,6.974905,5.242330,4.278152,6.818618,0.00031
1.146,0,1,0.000000,6.896052,6.310503,-0.106360,6.316120,6.975544,5.237623,4.278541,6.817744,0.00015
1.147,0,1,0.000000,6.895370,6.314500,-0.028782,6.315998,6.976201,5.232924,4.278914,6.817100,0.00003
1.148,0,1,0.000000,6.895983,6.318483,0.048796,6.315875,6.976857,5.228224,4.279287,6.816456,0.00000
1.149,0,1,0.000000,6.896604,6.322458,0.126374,6.315753,6.977514,5.223525,4.279661,6.815813,0.00000
1.150,0,1,0.000000,6.897699,6.325989,0.180697,6.316096,6.978511,5.217193,4.280200,6.816927,0.00003
1.151,0,1,0.000000,6.898796,6.329508,0.233429,6.316472,6.979531,5.210750,4.280750,6.818162,0.00003
1.152,0,1,0.000000,6.899951,6.332373,0.286162,6.316847,6.980551,5.204307,4.281301,6.819397,0.00013
1.153,0,1,0.000000,6.901103,6.335221,0.338895,6.317223,6.981572,5.197864,4.281851,6.820632,0.00022
1.154,0,1,0.000000,6.902043,6.337193,0.345513,6.318173,6.982100,5.190525,4.282460,6.821661,0.00013
1.155,0,1,0.000000,6.902978,6.339138,0.348977,6.319163,6.982596,5.183124,4.283074,6.822676,0.00013
1.156,0,1,0.000000,6.903575,6.339635,0.352442,6.320153,6.983091,5.175724,4.283688,6.823691,0.00000
1.157,0,1,0.000000,6.904168,6.340097,0.355906,6.321143,6.983586,5.168323,4.284301,6.824706,-0.00013
1.158,0,1,0.000000,6.904491,6.338593,0.303878,6.321628,6.983906,5.160626,4.284746,6.825590,0.00028
1.159,0,1,0.000000,6.904824,6.337055,0.248056,6.322079,6.984214,5.152908,4.285180,6.826466,0.00013
1.160,0,1,0.000000,6.905642,6.333694,0.192234,6.322529,6.984522,5.145190,4.285614,6.827341,0.00010
1.161,0,1,0.000000,6.906480,6.330307,0.136412,6.322980,6.984830,5.137473,4.286047,6.828216,0.00015
1.162,0,1,0.000000,6.908451,6.325448,0.040070,6.322845,6.984914,5.129637,4.286189,6.832309,0.00015
1.163,0,1,0.000000,6.910429,6.320569,-0.059043,6.322670,6.984982,5.121793,4.286311,6.836622,0.00000
1.164,0,1,0.000000,6.912808,6.314658,-0.158156,6.322496,6.985051,5.113949,4.286432,6.840936,0.00000
1.165,0,1,0.000000,6.915174,6.308736,-0.257268,6.322321,6.985120,5.106105,4.286554,6.845249,0.00013
1.166,0,1,0.000000,6.916766,6.302182,-0.378639,6.322004,6.984950,5.099162,4.286799,6.846413,0.00003
1.167,0,1,0.000000,6.918319,6.295619,-0.501531,6.321677,6.984764,5.092279,4.287053,6.847361,0.00005
1.168,0,1,0.000000,6.917675,6.288535,-0.624423,6.321350,6.984578,5.085397,4.287306,6.848310,0.00028
1.169,0,1,0.000000,6.916976,6.281442,-0.747316,6.321023,6.984392,5.078516,4.287560,6.849258,0.00000
1.170,0,1,0.000000,6.913350,6.273860,-0.876752,6.320127,6.984134,5.072975,4.288223,6.842560,0.00015
1.171,0,1,0.000000,6.909719,6.266269,-1.006635,6.319192,6.983872,5.067526,4.288915,6.835339,-0.00003
1.172,0,1,0.000000,6.905874,6.258248,-1.136519,6.318257,6.983609,5.062078,4.289607,6.828118,0.00005
1.173,0,1,0.000000,6.902075,6.250221,-1.266402,6.317322,6.983347,5.056629,4.290298,6.820898,-0.00003
1.174,0,1,0.000000,6.900741,6.241827,-1.396211,6.315690,6.983353,5.051541,4.291256,6.818513,0.00000
1.175,0,1,0.000000,6.899417,6.233429,-1.526015,6.314011,6.983377,5.046477,4.292232,6.816459,0.00018
1.176,0,1,0.000000,6.898677,6.224728,-1.655819,6.312331,6.983401,5.041414,4.293208,6.814404,0.00003
1.177,0,1,0.000000,6.835870,6.216023,-1.785623,6.310651,6.983425,5.036350,4.294183,6.812350,0.00028
1.178,0,1,0.000000,3.386894,6.207111,-1.915469,6.308655,6.983587,5.031621,4.294335,6.809543,0.00028
1.179,0,0,0.000000,0.000000,6.198198,-2.045318,6.306636,6.983759,5.026916,4.294430,6.806685,-0.00003
1.180,0,0,0.000000,0.000000,6.189307,-2.175167,6.304618,6.983932,5.022210,4.294526,6.803827,0.00025
1.181,0,0,0.000000,0.000000,6.180420,-2.305016,6.302599,6.984104,5.017505,4.294621,6.800969,0.00013
1.182,0,0,0.000000,0.000000,6.171784,-2.417153,6.300048,6.984276,5.012304,4.294548,6.809161,0.00015
1.183,0,0,0.000000,0.000000,6.163153,-2.528080,6.297461,6.984448,5.007071,4.294463,6.818109,-0.00013
1.184,0,0,0.000000,0.000000,6.154830,-2.639007,6.294874,6.984621,5.001837,4.294378,6.827056,0.00003
1.185,0,0,0.000000,0.000000,6.146513,-2.749933,6.292286,6.984794,4.996603,4.294293,6.836004,0.00018
1.186,0,0,0.000000,0.000000,6.138534,-2.839365,6.289255,6.984620,4.990880,4.294134,6.835873,0.00003
1.187,0,0,0.000000,0.000000,6.130564,-2.927326,6.286194,6.984423,4.985125,4.293970,6.835122,0.00018
1.188,0,0,0.000000,0.000000,6.123056,-3.015288,6.283133,6.984225,4.979369,4.293806,6.834371,0.00013
1.189,0,0,0.000000,0.000000,6.115561,-3.103249,6.280071,6.984028,4.973614,4.293642,6.833619,0.00005
1.190,0,0,0.000000,0.000000,6.108724,-3.157249,6.276576,6.983662,4.966744,4.293467,6.839477,0.00013
1.191,0,0,0.000000,0.000000,6.101906,-3.208926,6.273050,6.983284,4.959799,4.293292,6.845786,0.00003
1.192,0,0,0.000000,0.000000,6.096127,-3.260603,6.269525,6.982906,4.952854,4.293117,6.852095,-0.00022
1.193,0,0,0.000000,0.000000,6.090372,-3.312280,6.265999,6.982529,4.945909,4.292942,6.858404,0.00038
1.194,0,0,0.000000,0.000000,6.085945,-3.324882,6.262618,6.982320,4.938537,4.292663,6.901418,-0.00003
1.195,0,0,0.000000,0.000000,6.081537,-3.334811,6.259247,6.982124,4.931136,4.292377,6.946941,0.00010
1.196,0,0,0.000000,0.000000,6.078090,-3.344740,6.255877,6.981927,4.923735,4.292090,6.992465,0.00015
1.197,0,0,0.000000,0.000000,6.074652,-3.354669,6.252506,6.981730,4.916333,4.291804,7.037988,0.00021
1.198,0,0,0.000000,0.000000,6.071745,-3.336531,6.248910,6.981555,4.908368,4.291747,7.046597,0.00033
1.199,0,0,0.000000,0.000000,6.068849,-3.316474,6.245299,6.981382,4.900363,4.291706,7.052682,-0.00013
1.200,0,0,0.000000,0.000000,6.066605,-3.296417,6.241687,6.981208,4.892359,4.291665,7.058767,0.00003
1.201,0,0,0.000000,0.000000,6.064376,-3.276360,6.238076,6.981034,4.884355,4.291624,7.064851,-0.00013
1.202,0,0,0.000000,0.000000,6.062956,-3.240143,6.234882,6.981060,4.876595,4.291821,7.050800,0.00000
1.203,0,0,0.000000,0.000000,6.061543,-3.202820,6.231716,6.981098,4.868852,4.292037,7.035371,0.00000
1.204,0,0,0.000000,0.000000,6.060555,-3.165498,6.228551,6.981136,4.861109,4.292251,7.019943,0.00025
1.205,0,0,0.000000,0.000000,6.059565,-3.128175,6.225385,6.981175,4.853365,4.292466,7.004515,0.00000
1.206,0,0,0.000000,0.000000,6.058572,-3.091962,6.222493,6.981190,4.845450,4.292670,6.993532,0.00003
1.207,0,0,0.000000,0.000000,6.057580,-3.055824,6.219619,6.981204,4.837522,4.292873,6.982854,-0.00015
1.208,0,0,0.000000,0.000000,6.056650,-3.019686,6.216745,6.981217,4.829595,4.293077,6.972175,0.00013
1.209,0,0,0.000000,0.000000,6.055726,-2.983548,6.213871,6.981230,4.821667,4.293281,6.961497,0.00018
1.210,0,0,0.000000,0.000000,6.055041,-2.938500,6.210921,6.981324,4.813246,4.293234,6.958391,0.00015
1.211,0,0,0.000000,0.000000,6.054361,-2.892843,6.207965,6.981423,4.804792,4.293171,6.955802,-0.00003
1.212,0,0,0.000000,0.000000,6.053953,-2.847186,6.205010,6.981522,4.796338,4.293108,6.953214,0.00015
1.213,0,0,0.000000,0.000000,6.053549,-2.801529,6.202055,6.981621,4.787884,4.293045,6.950626,0.00003
1.214,0,0,0.000000,0.000000,6.053414,-2.747190,6.199163,6.981553,4.779785,4.292603,6.927563,0.00003
1.215,0,0,0.000000,0.000000,6.053285,-2.692256,6.196277,6.981474,4.771711,4.292134,6.903099,0.00013
1.216,0,0,0.000000,0.000000,6.053445,-2.637323,6.193390,6.981395,4.763637,4.291666,6.878635,-0.00010
1.217,0,0,0.000000,0.000000,6.053611,-2.582390,6.190503,6.981317,4.755563,4.291198,6.854172,0.00003
1.218,0,0,0.000000,0.000000,6.054119,-2.519574,6.187912,6.981619,4.748208,4.290737,6.865222,0.00000
1.219,0,0,0.000000,0.000000,6.054636,-2.456220,6.185341,6.981948,4.740902,4.290277,6.878699,0.00031
1.220,0,0,0.000000,0.000000,6.055660,-2.392865,6.182770,6.982277,4.733596,4.289817,6.892177,0.00013
1.221,0,0,0.000000,0.000000,6.056695,-2.329510,6.180199,6.982606,4.726290,4.289358,6.905654,-0.00013
1.222,0,0,0.000000,0.000000,6.058307,-2.260860,6.178161,6.983178,4.718599,4.289583,6.897674,0.00003
1.223,0,0,0.000000,0.000000,6.059922,-2.191848,6.176160,6.983767,4.710883,4.289855,6.888226,-0.00015
1.224,0,0,0.000000,0.000000,6.061616,-2.122835,6.174158,6.984355,4.703167,4.290127,6.878778,0.00028
1.225,0,0,0.000000,0.000000,6.063301,-2.053823,6.172157,6.984944,4.695451,4.290399,6.869331,0.00000
1.226,0,0,0.000000,0.000000,6.064480,-2.004442,6.170357,6.985276,4.688261,4.291221,6.867733,0.00018
1.227,0,0,0.000000,0.000000,6.065645,-1.956403,6.168571,6.985590,4.681108,4.292081,6.866672,0.00015
1.228,0,0,0.000000,0.000000,6.066051,-1.908364,6.166786,6.985905,4.673954,4.292940,6.865611,0.00007
1.229,0,0,0.000000,0.000000,6.066442,-1.860325,6.165000,6.986219,4.666801,4.293800,6.864550,0.00008
1.230,0,0,0.000000,0.000000,6.066013,-1.835772,6.163119,6.986755,4.660215,4.294986,6.858183,0.00013
1.231,0,0,0.000000,0.000000,6.065576,-1.812824,6.161231,6.987307,4.653668,4.296194,6.851453,-0.00013
1.232,0,0,0.000000,0.000000,6.064697,-1.789876,6.159343,6.987859,4.647121,4.297403,6.844724,0.00003
1.233,0,0,0.000000,0.000000,6.063818,-1.766928,6.157455,6.988411,4.640575,4.298611,6.837994,-0.00003
1.234,0,0,0.000000,0.000000,6.062885,-1.758605,6.155999,6.989487,4.635396,4.299677,6.838561,0.00031
1.235,0,0,0.000000,0.000000,6.061949,-1.751281,6.154572,6.990598,4.630310,4.300735,6.839626,0.00013
1.236,0,0,0.000000,0.000000,6.060821,-1.743957,6.153145,6.991710,4.625224,4.301791,6.840692,0.00013
1.237,0,0,0.000000,0.000000,6.059687,-1.736633,6.151718,6.992822,4.620138,4.302848,6.841757,0.00007
1.238,0,0,0.000000,0.000000,6.058193,-1.729934,6.149906,6.994021,4.615520,4.302987,6.845226,0.00010
1.239,0,0,0.000000,0.000000,6.056700,-1.723278,6.148067,6.995228,4.610933,4.303062,6.848860,0.00022
1.240,0,0,0.000000,0.000000,6.055220,-1.716623,6.146229,6.996434,4.606346,4.303138,6.852494,0.00015
1.241,0,0,0.000000,0.000000,6.053749,-1.709967,6.144390,6.997640,4.601759,4.303214,6.856128,0.00028
1.242,0,0,0.000000,0.000000,6.052775,-1.683733,6.142409,6.998855,4.598379,4.303827,6.858209,0.00003
1.243,0,0,0.000000,0.000000,6.051816,-1.656161,6.140418,7.000071,4.595081,4.304478,6.860183,-0.00013
1.244,0,0,0.000000,0.000000,6.051662,-1.628589,6.138427,7.001287,4.591784,4.305129,6.862156,-0.00003
1.245,0,0,0.000000,0.000000,6.051527,-1.601017,6.136436,7.002503,4.588486,4.305779,6.864130,0.00021
1.246,0,0,0.000000,0.000000,6.052359,-1.551445,6.134910,7.003965,4.585671,4.306762,6.861218,0.00013
1.247,0,0,0.000000,0.000000,6.053204,-1.500369,6.133416,7.005445,4.582890,4.307768,6.857972,0.00000
1.248,0,0,0.000000,0.000000,6.054741,-1.449293,6.131922,7.006924,4.580108,4.308774,6.854726,-0.00013
1.249,0,0,0.000000,0.000000,6.056284,-1.398216,6.130428,7.008403,4.577327,4.309779,6.851480,0.00005
1.250,0,0,0.000000,0.000000,6.058127,-1.340097,6.129119,7.009640,4.575346,4.311262,6.857830,0.00005
1.251,0,0,0.000000,0.000000,6.059969,-1.281495,6.127823,7.010861,4.573420,4.312777,6.864836,0.00000
1.252,0,0,0.000000,0.000000,6.061751,-1.222894,6.126527,7.012081,4.571494,4.314291,6.871842,0.00013
1.253,0,0,0.000000,0.000000,6.063528,-1.164293,6.125231,7.013302,4.569568,4.315806,6.878849,0.00000
1.254,0,0,0.000000,0.000000,6.064946,-1.121238,6.124175,7.014307,4.567937,4.317654,6.882530,-0.00010
1.255,0,0,0.000000,0.000000,6.066357,-1.079247,6.123135,7.015296,4.566326,4.319524,6.885984,0.00018
1.256,0,0,0.000000,0.000000,6.067345,-1.037255,6.122095,7.016286,4.564714,4.321394,6.889439,0.00013
1.257,0,0,0.000000,0.000000,6.068325,-0.995264,6.121055,7.017276,4.563103,4.323264,6.892892,-0.00010
1.258,0,0,0.000000,0.000000,6.068838,-0.982127,6.120550,7.018265,4.562116,4.325015,6.889389,0.00003
1.259,0,0,0.000000,0.000000,6.069339,-0.970964,6.120080,7.019254,4.561172,4.326757,6.885409,-0.00013
1.260,0,0,0.000000,0.000000,6.069131,-0.959800,6.119612,7.020244,4.560227,4.328499,6.881429,-0.00003
1.261,0,0,0.000000,0.000000,6.068906,-0.948637,6.119143,7.021233,4.559283,4.330242,6.877450,0.00003
1.262,0,0,0.000000,0.000000,6.067795,-0.954931,6.118175,7.021623,4.558903,4.331544,6.880580,0.00003
1.263,0,0,0.000000,0.000000,6.066673,-0.962419,6.117173,7.021972,4.558562,4.332818,6.884197,-0.00003
1.264,0,0,0.000000,0.000000,6.065030,-0.969907,6.116171,7.022322,4.558221,4.334090,6.887813,0.00000
1.265,0,0,0.000000,0.000000,6.063385,-0.977395,6.115170,7.022671,4.557880,4.335363,6.891430,0.00000
1.266,0,0,0.000000,0.000000,6.061666,-0.985029,6.113894,7.023211,4.558592,4.336734,6.894566,0.00013
1.267,0,0,0.000000,0.000000,6.059947,-0.992673,6.112599,7.023765,4.559377,4.338112,6.897670,0.00025
1.268,0,0,0.000000,0.000000,6.058264,-1.000317,6.111304,7.024318,4.560162,4.339490,6.900774,0.00018
1.269,0,0,0.000000,0.000000,6.056583,-1.007962,6.110010,7.024871,4.560946,4.340868,6.903877,0.00015
1.270,0,0,0.000000,0.000000,6.055008,-1.014611,6.108993,7.025379,4.562539,4.342242,6.914688,0.00000
1.271,0,0,0.000000,0.000000,6.053440,-1.021192,6.107996,7.025883,4.564187,4.343615,6.926025,0.00035
1.272,0,0,0.000000,0.000000,6.052287,-1.027774,6.106998,7.026388,4.565835,4.344988,6.937362,0.00005
1.273,0,0,0.040133,0.000000,6.051146,-1.034355,6.106000,7.026892,4.567482,4.346362,6.948699,0.00013
1.274,0,0,2.269762,0.000000,6.050643,-1.026531,6.105120,7.027206,4.568994,4.347128,6.949806,0.00000
1.275,1,0,4.459276,0.000000,6.050144,-1.017722,6.104249,7.027506,4.570495,4.347853,6.950212,0.00013
1.276,1,0,4.460337,0.000000,6.049823,-1.008913,6.103376,7.027807,4.571997,4.348577,6.950619,0.00010
1.277,1,0,4.461401,0.000000,6.049495,-1.000104,6.102504,7.028108,4.573498,4.349302,6.951026,0.00013
1.278,1,0,4.462652,0.000000,6.048799,-0.998097,6.101505,7.028698,4.574999,4.350591,6.953235,-0.00005
1.279,1,0,4.463907,0.000000,6.048096,-0.996554,6.100497,7.029309,4.576499,4.351918,6.955567,0.00005
1.280,1,0,4.465460,0.000000,6.046974,-0.995012,6.099489,7.029919,4.577999,4.353245,6.957899,0.00010
1.281,1,0,4.467018,0.000000,6.045846,-0.993470,6.098481,7.030529,4.579499,4.354572,6.960230,0.00008
1.282,1,0,4.468871,0.000000,6.044422,-0.997465,6.097292,7.030872,4.581368,4.356370,6.958871,0.00013
1.283,1,0,4.470725,0.000000,6.042998,-1.001838,6.096091,7.031197,4.583263,4.358200,6.957260,0.00005
1.284,1,0,4.472595,0.000000,6.041557,-1.006212,6.094889,7.031522,4.585157,4.360030,6.955649,0.00022
1.285,1,0,4.474462,0.000000,6.040119,-1.010585,6.093688,7.031847,4.587052,4.361860,6.954037,0.00003
1.286,1,0,4.476093,0.000000,6.038876,-1.022095,6.092992,7.031798,4.588821,4.363372,6.954602,-0.00015
1.287,1,0,4.477724,0.000000,6.037630,-1.034093,6.092330,7.031724,4.590580,4.364862,6.955315,0.00003
1.288,1,0,4.479343,0.000000,6.036287,-1.046091,6.091668,7.031651,4.592340,4.366353,6.956028,0.00015
1.289,1,0,4.480966,0.000000,6.034936,-1.058089,6.091006,7.031577,4.594100,4.367843,6.956741,-0.00015
1.290,1,0,4.482823,0.000000,6.033201,-1.067799,6.089815,7.032088,4.596082,4.369513,6.952767,0.00013
1.291,1,0,4.484679,0.000000,6.031466,-1.077353,6.088588,7.032639,4.598078,4.371196,6.948473,0.00013
1.292,1,0,4.486505,0.000000,6.029733,-1.086908,6.087361,7.033190,4.600075,4.372879,6.944180,0.00015
1.293,1,0,4.488324,0.000000,6.028008,-1.096462,6.086134,7.033741,4.602071,4.374561,6.939885,-0.00010
1.294,1,0,4.489802,0.000000,6.026734,-1.095404,6.084933,7.034276,4.603820,4.375592,6.952327,0.00018
1.295,1,0,4.491277,0.000000,6.025465,-1.093621,6.083735,7.034810,4.605552,4.376578,6.965913,0.00025
1.296,1,0,4.492534,0.000000,6.024507,-1.091838,6.082536,7.035344,4.607284,4.377564,6.979499,0.00005
1.297,1,0,4.493791,0.000000,6.023550,-1.090055,6.081338,7.035878,4.609015,4.378550,6.993085,0.00003
1.298,1,0,4.495047,0.000000,6.022726,-1.077490,6.080108,7.036120,4.610690,4.379482,7.001107,0.00022
1.299,1,0,4.496305,0.000000,6.021912,-1.064188,6.078876,7.036342,4.612360,4.380410,7.008748,0.00000
1.300,1,0,4.497641,0.000000,6.021636,-1.050887,6.077645,7.036563,4.614031,4.381339,7.016389,0.00000
1.301,1,0,4.498979,0.000000,6.021379,-1.037585,6.076413,7.036785,4.615702,4.382267,7.024030,0.00028
1.302,1,0,4.500415,0.000000,6.022087,-1.001221,6.075492,7.037090,4.617188,4.383651,7.026644,0.00005
1.303,1,0,4.501851,0.000000,6.022809,-0.963280,6.074593,7.037400,4.618662,4.385067,7.028915,0.00000
1.304,1,0,4.503303,0.000000,6.024262,-0.925339,6.073693,7.037710,4.620136,4.386482,7.031185,0.00015
1.305,1,0,4.504754,0.000000,6.025724,-0.887398,6.072793,7.038020,4.621610,4.387897,7.033456,0.00025
1.306,1,0,4.506120,0.000000,6.027583,-0.832446,6.071918,7.038209,4.622732,4.389352,7.032348,0.00010
1.307,1,0,4.507482,0.000000,6.029449,-0.776331,6.071045,7.038390,4.623830,4.390810,7.031008,0.00003
1.308,1,0,4.508686,0.000000,6.031755,-0.720216,6.070172,7.038571,4.624928,4.392268,7.029668,0.00013
1.309,1,0,4.509885,0.000000,6.034072,-0.664100,6.069298,7.038752,4.626026,4.393725,7.028329,-0.00013
1.310,1,0,4.510871,0.000000,6.036956,-0.591883,6.068610,7.039299,4.626563,4.394972,7.021888,0.00008
1.311,1,0,4.511854,0.000000,6.039852,-0.518564,6.067934,7.039871,4.627061,4.396204,7.015099,0.00010
1.312,1,0,4.512617,0.000000,6.043338,-0.445245,6.067257,7.040442,4.627560,4.397437,7.008309,0.00031
1.313,1,0,4.513376,0.000000,6.046835,-0.371927,6.066582,7.041014,4.628058,4.398669,7.001519,0.00025
1.314,1,0,4.513932,0.000000,6.050884,-0.287173,6.066270,7.041964,4.627997,4.399735,6.998296,0.00005
1.315,1,0,4.514486,0.000000,6.054940,-0.201638,6.065983,7.042939,4.627899,4.400790,6.995317,0.00038
1.316,1,0,4.514897,0.000000,6.059355,-0.116103,6.065697,7.043915,4.627800,4.401845,6.992338,0.00028
1.317,1,0,4.515307,0.000000,6.063772,-0.030568,6.065410,7.044890,4.627701,4.402899,6.989359,-0.00013
1.318,1,0,4.515612,0.000000,6.068308,0.047715,6.065697,7.046251,4.627419,4.403595,6.985866,0.00003
1.319,1,0,4.515913,0.000000,6.072840,0.125501,6.066023,7.047639,4.627124,4.404267,6.982337,0.00013
1.320,1,0,4.516003,0.000000,6.077217,0.203288,6.066350,7.049026,4.626830,4.404939,6.978807,0.00025
1.321,1,0,4.516087,0.000000,6.081587,0.281074,6.066676,7.050415,4.626535,4.405611,6.975279,0.00015
1.322,1,0,4.515871,0.000000,6.085564,0.343730,6.067142,7.051594,4.625980,4.405656,6.973011,0.00018
1.323,1,0,4.515652,0.000000,6.089533,0.405351,6.067616,7.052760,4.625407,4.405660,6.970831,0.00000
1.324,1,0,4.515309,0.000000,6.093074,0.466973,6.068091,7.053925,4.624835,4.405663,6.968650,0.00013
1.325,1,0,4.514967,0.000000,6.096607,0.528594,6.068566,7.055090,4.624262,4.405666,6.966469,0.00013
1.326,1,0,4.514716,0.000000,6.099703,0.566465,6.069397,7.055807,4.623974,4.405589,6.975731,-0.00003
1.327,1,0,4.514468,0.000000,6.102789,0.602712,6.070253,7.056493,4.623706,4.405507,6.985775,0.00003
1.328,1,0,4.514356,0.000000,6.105295,0.638959,6.071108,7.057179,4.623437,4.405424,6.995820,0.00013
1.329,1,0,4.514246,0.000000,6.107788,0.675206,6.071963,7.057866,4.623169,4.405342,7.005864,0.00028
1.330,1,0,4.514233,0.000000,6.109605,0.696009,6.072549,7.058437,4.623100,4.405221,7.009715,0.00008
1.331,1,0,4.514216,0.000000,6.111416,0.715755,6.073117,7.059000,4.623045,4.405097,7.013142,0.00000
1.332,1,0,4.514063,0.000000,6.112857,0.735502,6.073684,7.059563,4.622990,4.404973,7.016570,0.00008
1.333,1,0,4.513905,0.000000,6.114296,0.755248,6.074252,7.060126,4.622935,4.404849,7.019998,0.00000
1.334,1,0,4.513436,0.000000,6.115669,0.762235,6.075129,7.060293,4.622178,4.404748,7.015585,0.00018
1.335,1,0,4.512969,0.000000,6.117036,0.768350,6.076028,7.060432,4.621373,4.404648,7.010636,0.00028
1.336,1,0,4.512529,0.000000,6.118133,0.774464,6.076927,7.060572,4.620568,4.404549,7.005687,0.00028
1.337,1,0,4.512096,0.000000,6.119220,0.780579,6.077825,7.060711,4.619763,4.404449,7.000738,0.00031
1.338,1,0,4.512028,0.000000,6.119814,0.776191,6.078620,7.060518,4.619373,4.404693,6.994790,0.00018
1.339,1,0,4.511961,0.000000,6.120405,0.771084,6.079409,7.060301,4.619012,4.404960,6.988772,0.00003
1.340,1,0,4.511933,0.000000,6.120858,0.765978,6.080197,7.060084,4.618651,4.405227,6.982755,0.00013
1.341,1,0,4.511898,0.000000,6.121313,0.760872,6.080986,7.059867,4.618290,4.405494,6.976738,0.00010
1.342,1,0,4.511505,0.000000,6.121958,0.752500,6.081895,7.058714,4.617977,4.404821,6.979915,-0.00013
1.343,1,0,4.511107,0.000000,6.122597,0.743904,6.082812,7.057496,4.617667,4.404083,6.983721,0.00008
1.344,1,0,4.510472,0.000000,6.122905,0.735309,6.083730,7.056279,4.617356,4.403346,6.987526,0.00003
1.345,1,0,4.509839,0.000000,6.123197,0.726713,6.084647,7.055061,4.617046,4.402609,6.991332,0.00013
1.346,1,0,4.509274,0.000000,6.122604,0.702385,6.085160,7.052971,4.617124,4.401976,6.993289,0.00015
1.347,1,0,4.508719,0.000000,6.122003,0.676981,6.085646,7.050821,4.617228,4.401350,6.995118,0.00015
1.348,1,0,4.508714,0.000000,6.120913,0.651577,6.086131,7.048671,4.617331,4.400723,6.996948,0.00000
1.349,1,0,4.508727,0.000000,6.119822,0.626173,6.086617,7.046521,4.617435,4.400097,6.998777,0.00000
1.350,1,0,4.509656,0.000000,6.118741,0.591297,6.087278,7.041808,4.617023,4.402777,7.005116,0.00003
1.351,1,0,4.510596,0.000000,6.117655,0.555772,6.087952,7.036919,4.616574,4.405683,7.011762,0.00018
1.352,1,0,4.512080,0.000000,6.116338,0.520248,6.088625,7.032031,4.616127,4.408588,7.018409,0.00013
1.353,1,0,4.513564,0.000000,6.115010,0.484723,6.089299,7.027142,4.615678,4.411494,7.025055,0.00015
1.354,1,0,4.515077,0.000000,6.113068,0.429338,6.089981,7.022212,4.615495,4.414478,7.025451,0.00015
1.355,1,0,4.516587,0.000000,6.111114,0.372594,6.090664,7.017278,4.615329,4.417468,7.025418,0.00013
1.356,1,0,4.517914,0.000000,6.108464,0.315851,6.091347,7.012344,4.615164,4.420458,7.025386,0.00003
1.357,1,0,4.519236,0.000000,6.105802,0.259107,6.092030,7.007411,4.614998,4.423448,7.025353,0.00000
1.358,1,0,4.520333,0.000000,6.102475,0.191171,6.092100,7.000787,4.614278,4.426525,7.033808,0.00013
1.359,1,0,4.521433,0.000000,6.099137,0.122469,6.092129,6.994047,4.613520,4.429607,7.042843,0.00003
1.360,1,0,4.522649,0.000000,6.095282,0.053767,6.092157,6.987307,4.612761,4.432690,7.051878,0.00013
1.361,1,0,4.523873,0.000000,6.091421,-0.014935,6.092186,6.980567,4.612003,4.435773,7.060914,0.00005
1.362,1,0,4.525459,0.000000,6.087218,-0.091326,6.091977,6.970868,4.611860,4.438707,7.065139,-0.00004
1.363,1,0,4.527040,0.000000,6.083012,-0.168244,6.091751,6.960966,4.611759,4.441630,7.069036,-0.00010
1.364,1,0,4.528304,0.000000,6.078625,-0.245161,6.091526,6.951065,4.611657,4.444554,7.072933,0.00000
