"Time","1 Synch","2 Trdml","3 Platform","4 GM","5 Ip","6 BF","7 VL","8 St","9 TA","10 Gs","11 Gr","13 Crx (cm)","14 Cry (cm)","15 Hipx (cm)","16 Hipy (cm)","17 Knee x","18 Knee y","19 ankx (cm)","20 anky (cm)","21 MTPx (cm)","22 MTPy (cm)","23 toex (cm)","24 toey (cm)","25 FLtx (cm)","26 FLty (cm)","27 HLx (cm)","28 HLy (cm)","29 HRx (cm)","30 HRy (cm)","31 Keyboard","32 FLx (cm)","33 FLy (cm)","34 FRx (cm)","35 FRy (cm)","36 CoMx (cm)","37 CoMy (cm)","38 Hip (deg)","39 Knee (deg","40 Ankle (de","41 MTP (deg)","42 Rump up","43 Ramp down","44 sw onset","45 sw offset","12 Synch","46 Sw rmp up","47 St rmp up","48 Sw rmp dw","49 St rmp dw","50 Sinus rmp","51 HLl Sw on","52 HLl Sw of","53 HLr Sw on","54 HLr Sw of","55 FLl Sw on","56 FLl Sw of","57 FLr Sw on","58 FLr Sw of","59 Left DS","60 Right DS","61 Ramp up","62 Ramp down","63 rmp up sw","64 rmp up st","65 rm dwn sw","66 rm dwn st"
3.230,3.27771,0.09658,0.00017,0.00503,0.00149,0.00069,0.00054,0.00067,0.00340,0.00162,0.00242,15.860844,10.722815,14.748694,10.817382,14.890238,9.315053,13.267503,9.384003,13.723012,8.858690,13.925247,8.386379,18.435483,8.115982,14.384838,6.648321,14.210063,3.913206,0,19.670796,6.518755,18.296224,4.968953,16.844156,5.874824,79.674600,82.465135,46.582736,163.463918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.231,3.27752,0.09663,0.00046,0.00490,0.00149,0.00069,0.00056,0.00065,0.00336,0.00162,0.00271,15.857807,10.722402,14.746605,10.814043,14.899492,9.312009,13.281299,9.364271,13.732473,8.846920,13.941526,8.380495,18.424405,8.113189,14.366180,6.647721,14.229300,3.924243,0,19.677272,6.514926,18.280735,4.967692,16.847117,5.879810,79.535990,82.605830,46.355593,163.551494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.232,3.27729,0.09638,0.00013,0.00553,0.00146,0.00064,0.00058,0.00066,0.00354,0.00164,0.00296,15.855512,10.722951,14.745355,10.809498,14.906281,9.308479,13.294340,9.347711,13.745432,8.835958,13.963098,8.375662,18.410093,8.109145,14.343166,6.646156,14.244749,3.934411,0,19.686615,6.515093,18.264496,4.963028,16.848327,5.885404,79.441860,82.743011,45.852187,163.266682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.233,3.27707,0.09638,0.00002,0.00529,0.00152,0.00068,0.00058,0.00067,0.00370,0.00128,0.00318,15.853715,10.723822,14.744342,10.804235,14.911269,9.304626,13.305573,9.333256,13.761595,8.825529,13.988316,8.370758,18.394711,8.104730,14.318396,6.644612,14.258716,3.943377,0,19.696210,6.517088,18.249052,4.956715,16.848221,5.890667,79.375867,82.888564,45.152307,162.687501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.234,3.27695,0.09686,0.00017,0.00414,0.00154,0.00069,0.00058,0.00069,0.00320,0.00125,0.00322,15.852129,10.724298,14.742898,10.798793,14.915167,9.300625,13.313840,9.319681,13.780403,8.815413,14.014993,8.364583,18.380651,8.100894,14.294711,6.644146,14.273750,3.950846,0,19.703233,6.518492,18.236007,4.950680,16.847340,5.894611,79.321998,83.056226,44.344401,161.895362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.235,3.27702,0.09679,0.00025,0.00399,0.00166,0.00067,0.00058,0.00064,0.00290,0.00121,0.00324,15.850468,10.723669,14.740365,10.793709,14.918683,9.296647,13.317999,9.305771,13.801295,8.805390,14.040952,8.355953,18.370278,8.098578,14.274935,6.645798,14.292372,3.956529,0,19.704889,6.516909,18.226943,4.946837,16.846223,5.896261,79.264305,83.259557,43.516529,160.971627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.236,3.27727,0.09645,0.00013,0.00499,0.00182,0.00067,0.00059,0.00058,0.00220,0.00112,0.00336,15.848603,10.721666,14.736583,10.789216,14.922153,9.292811,13.318224,9.290839,13.823406,8.795383,14.064814,8.344766,18.364105,8.098087,14.260173,6.649544,14.315111,3.960498,0,19.700750,6.511514,18.221852,4.946146,16.845194,5.895485,79.191602,83.498796,42.728098,159.993815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.237,3.27749,0.09627,0.00029,0.00476,0.00220,0.00071,0.00058,0.00056,0.00220,0.00104,0.00321,15.846667,10.718763,14.732223,10.785043,14.925297,9.289146,13.316875,9.275085,13.845367,8.785553,14.086532,8.332728,18.359558,8.098656,14.248678,6.653589,14.339168,3.963433,0,19.694327,6.504109,18.218073,4.947983,16.844217,5.893564,79.100653,83.751969,41.990727,159.033045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.238,3.27745,0.09649,0.00017,0.00529,0.00229,0.00069,0.00059,0.00056,0.00252,0.00105,0.00280,15.844817,10.715500,14.728036,10.780873,14.927777,9.285668,13.316523,9.258792,13.865762,8.776084,14.106186,8.321716,18.353768,8.099421,14.238429,6.655970,14.361430,3.966070,0,19.689508,6.496744,18.212691,4.951575,16.843227,5.891911,78.988970,83.994996,41.311501,158.159828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.239,3.27690,0.09649,0.00017,0.00531,0.00216,0.00069,0.00058,0.00057,0.00254,0.00089,0.00275,15.843211,10.712417,14.724767,10.776390,14.929261,9.282398,13.319711,9.242245,13.883186,8.767160,14.123857,8.313594,18.343892,8.099526,14.227420,6.654745,14.378807,3.969141,0,19.690140,6.491453,18.202822,4.956147,16.842155,5.891930,78.854039,84.204027,40.697350,157.443718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.240,3.27603,0.09635,0.00027,0.00563,0.00188,0.00071,0.00058,0.00061,0.00246,0.00083,0.00270,15.841891,10.709798,14.722641,10.771553,14.929862,9.279364,13.326916,9.225866,13.897127,8.758957,14.139687,8.309205,18.328852,8.098789,14.214740,6.649703,14.390022,3.973107,0,19.697214,6.489086,18.187713,4.960989,16.840993,5.894253,78.690971,84.372224,40.143794,156.883534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.241,3.27582,0.09602,0.00029,0.00689,0.00180,0.00072,0.00058,0.00062,0.00276,0.00081,0.00252,15.840712,10.707503,14.721022,10.766779,14.930440,9.276611,13.335179,9.210301,13.908559,8.751640,14.153921,8.307688,18.310517,8.098149,14.201294,6.643512,14.396816,3.977966,0,19.706953,6.488519,18.170168,4.965494,16.839830,5.898224,78.490928,84.521126,39.627319,156.360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.242,3.27657,0.09605,0.00029,0.00636,0.00183,0.00074,0.00057,0.00061,0.00274,0.00077,0.00215,15.839514,10.705353,14.719191,10.762526,14.931921,9.274186,13.341211,9.196222,13.918596,8.745371,14.166813,8.308020,18.291036,8.098651,14.188165,6.639113,14.401220,3.983676,0,19.715130,6.488438,18.153330,4.969066,16.838765,5.903064,78.244695,84.674963,39.122608,155.743164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.243,3.27727,0.09633,0.00013,0.00708,0.00187,0.00073,0.00060,0.00060,0.00269,0.00091,0.00188,15.838135,10.703169,14.716438,10.759248,14.935230,9.272135,13.341766,9.184280,13.928350,8.740312,14.178616,8.309185,18.272545,8.101327,14.176422,6.639419,14.405254,3.990195,0,19.717559,6.487540,18.140318,4.971115,16.837895,5.907999,77.943236,84.857842,38.604547,154.903588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.244,3.27741,0.09641,0.00015,0.00667,0.00189,0.00075,0.00058,0.00059,0.00253,0.00108,0.00179,15.836543,10.700887,14.712639,10.757027,14.940843,9.270453,13.336628,9.173928,13.938587,8.736438,14.189550,8.310500,18.256401,8.106321,14.166357,6.645117,14.410403,3.997439,0,19.713149,6.485142,18.132575,4.971455,16.837268,5.912429,77.590708,85.084857,38.063169,153.807364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.245,3.27748,0.09619,0.00002,0.00623,0.00177,0.00073,0.00056,0.00059,0.00251,0.00117,0.00183,15.834920,10.698631,14.708648,10.755321,14.948499,9.269055,13.330633,9.162615,13.949504,8.733414,14.199771,8.311840,18.242656,8.112288,14.156965,6.653181,14.417255,4.005263,0,19.705975,6.481598,18.128746,4.970579,16.836850,5.916051,77.213265,85.356070,37.513773,152.578923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.246,3.27766,0.09582,0.00025,0.00518,0.00156,0.00073,0.00061,0.00060,0.00237,0.00118,0.00184,15.833467,10.696544,14.705411,10.753529,14.957864,9.267848,13.329096,9.147599,13.961242,8.730879,14.209430,8.313136,18.231241,8.117743,14.147118,6.660236,14.426312,4.013515,0,19.700599,6.477358,18.127210,4.969046,16.836598,5.918588,76.839148,85.670116,36.974051,151.357726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.247,3.27746,0.09618,0.00012,0.00534,0.00134,0.00071,0.00061,0.00065,0.00240,0.00122,0.00175,15.832384,10.694769,14.703866,10.751054,14.968602,9.266737,13.337281,9.126174,13.973937,8.728468,14.218682,8.314317,18.222082,8.121216,14.135698,6.662936,14.438044,4.022038,0,19.701545,6.472873,18.126349,4.967411,16.836468,5.919769,76.496471,86.025451,36.461521,150.282616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.248,3.27687,0.09634,0.00012,0.00532,0.00125,0.00086,0.00066,0.00067,0.00222,0.00126,0.00175,15.831700,10.693318,14.704227,10.747659,14.980150,9.265630,13.356475,9.098075,13.987351,8.725892,14.227821,8.315389,18.214867,8.122164,14.122291,6.660198,14.450354,4.030198,0,19.710326,6.468522,18.124747,4.966096,16.836326,5.919564,76.203851,86.407298,35.980804,149.446916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.249,3.27672,0.09608,0.00013,0.00571,0.00142,0.00090,0.00074,0.00068,0.00215,0.00130,0.00159,15.831163,10.691996,14.705502,10.743702,14.991567,9.264432,13.381341,9.067121,14.000624,8.722977,14.237373,8.316484,18.208888,8.121602,14.107661,6.654709,14.456876,4.036577,0,19.723436,6.464561,18.121315,4.965302,16.835886,5.918353,75.964071,86.778807,35.515012,148.868023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.250,3.27719,0.09574,-0.00012,0.00545,0.00148,0.00089,0.00076,0.00066,0.00252,0.00134,0.00147,15.830491,10.690584,14.706588,10.739598,15.001877,9.263050,13.405913,9.037514,14.012835,8.719562,14.247890,8.317745,18.203402,8.120690,14.092682,6.649516,14.450834,4.039679,0,19.736894,6.461235,18.115002,4.965209,16.834851,5.916553,75.778408,87.101036,35.045214,148.556134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.251,3.27715,0.09590,0.00013,0.00461,0.00150,0.00090,0.00074,0.00067,0.00230,0.00135,0.00133,15.829408,10.688869,14.706388,10.735759,15.010112,9.261395,13.424268,9.013429,14.023075,8.715492,14.259918,8.319315,18.197670,8.120578,14.078225,6.647640,14.425627,4.038053,0,19.746748,6.458784,18.104766,4.965996,16.832924,5.914581,75.648072,87.335410,34.552712,148.520994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.252,3.27627,0.09607,0.00000,0.00542,0.00162,0.00092,0.00072,0.00064,0.00229,0.00134,0.00133,15.827869,10.686862,14.704548,10.732380,15.015937,9.259486,13.433812,8.996822,14.031239,8.710959,14.273849,8.321247,18.191392,8.121629,14.064835,6.650169,14.387336,4.033559,0,19.751192,6.456920,18.090623,4.967862,16.830113,5.912731,75.569052,87.470497,34.035656,148.739125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.253,3.27569,0.09613,0.00012,0.00510,0.00159,0.00093,0.00072,0.00064,0.00193,0.00117,0.00131,15.826219,10.684954,14.701945,10.729301,15.020073,9.257532,13.437497,8.985949,14.038563,8.706741,14.289809,8.323446,18.185003,8.122891,14.052516,6.654966,14.363195,4.033579,0,19.752006,6.454480,18.074342,4.971034,16.826921,5.911097,75.528630,87.540133,33.520311,149.131636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.254,3.27608,0.09590,0.00015,0.00513,0.00159,0.00094,0.00071,0.00067,0.00185,0.00087,0.00116,15.824838,10.683569,14.699575,10.726323,15.023343,9.255760,13.438802,8.978716,14.046410,8.703668,14.307898,8.325801,18.179005,8.123287,14.041221,6.659590,14.382446,4.046019,0,19.751309,6.450216,18.057863,4.975742,16.823904,5.909753,75.513263,87.582448,33.035604,149.614378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.255,3.27694,0.09569,0.00015,0.00541,0.00180,0.00097,0.00069,0.00070,0.00188,0.00079,0.00108,15.824103,10.683128,14.698422,10.723254,15.026560,9.254394,13.441183,8.973042,14.056130,8.702561,14.328210,8.328202,18.173895,8.121753,14.030901,6.661621,14.473971,4.078680,0,19.751205,6.442901,18.043112,4.982208,16.821611,5.908772,75.509451,87.635373,32.610340,150.103961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.256,3.27771,0.09601,-0.00013,0.00578,0.00195,0.00093,0.00064,0.00069,0.00226,0.00075,0.00100,15.824112,10.683665,14.698769,10.720085,15.029983,9.253486,13.446355,8.967580,14.068043,8.703462,14.350243,8.330442,18.169577,8.117966,14.021268,6.660046,14.640334,4.131750,0,19.752776,6.432669,18.031138,4.990074,16.820325,5.908125,75.506809,87.722077,32.264065,150.572794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.257,3.27784,0.09619,0.00002,0.00675,0.00191,0.00093,0.00063,0.00069,0.00233,0.00072,0.00095,15.824500,10.684569,14.699730,10.717116,15.032946,9.252798,13.453134,8.962219,14.080758,8.705108,14.372498,8.332152,18.164972,8.112842,14.011642,6.656207,14.840195,4.192719,0,19.755402,6.421922,18.021529,4.998009,16.819884,5.907619,75.500153,87.841107,32.000895,151.086348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.258,3.27726,0.09612,-0.00013,0.00659,0.00187,0.00082,0.00058,0.00066,0.00221,0.00071,0.00095,15.824856,10.685169,14.700304,10.714678,15.034694,9.252064,13.460061,8.956966,14.092720,8.706115,14.393385,8.332950,18.158907,8.107418,14.001304,6.651668,15.028050,4.247873,0,19.758296,6.413281,18.013734,5.004592,16.820085,5.907041,75.484792,87.988676,31.823478,151.718926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.259,3.27671,0.09574,0.00000,0.00610,0.00169,0.00073,0.00052,0.00063,0.00235,0.00081,0.00094,15.824772,10.684800,14.699501,10.713097,15.034480,9.251022,13.465683,8.951824,14.102387,8.705107,14.411329,8.332457,18.150217,8.102721,13.989544,6.647980,15.158746,4.283606,0,19.760683,6.409338,18.007197,5.008416,16.820722,5.906181,75.456088,88.160988,31.734329,152.544003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.260,3.27659,0.09599,0.00015,0.00679,0.00162,0.00071,0.00050,0.00061,0.00212,0.00084,0.00096,15.824044,10.683277,14.696979,10.712388,15.032210,9.249588,13.469034,8.946696,14.109251,8.701457,14.426042,8.330722,18.138445,8.099247,13.976098,6.645702,15.212793,4.294406,0,19.762230,6.410631,18.001010,5.009129,16.821500,5.904936,75.413416,88.353585,31.726166,153.574126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.261,3.27672,0.09624,0.00012,0.00716,0.00156,0.00066,0.00052,0.00056,0.00222,0.00090,0.00095,15.822806,10.681216,14.693479,10.712048,15.028874,9.247975,13.469957,8.941312,14.114527,8.695782,14.439382,8.328502,18.124309,8.096605,13.961456,6.643737,15.213512,4.288258,0,19.763353,6.414275,17.993675,5.008136,16.821972,5.903382,75.362837,88.560907,31.775359,154.720228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.262,3.27689,0.09617,0.00002,0.00673,0.00149,0.00065,0.00052,0.00057,0.00238,0.00090,0.00095,15.821224,10.679309,14.689844,10.711525,15.025562,9.246427,13.468374,8.935388,14.119591,8.688819,14.453411,8.326622,18.108642,8.094322,13.946177,6.640831,15.188285,4.274430,0,19.764539,6.417062,17.983641,5.007013,16.821678,5.901609,75.311049,88.777289,31.856729,155.883602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.263,3.27700,0.09600,0.00012,0.00706,0.00145,0.00064,0.00052,0.00058,0.00248,0.00088,0.00091,15.819461,10.678243,14.686910,10.710273,15.023362,9.245184,13.464217,8.928642,14.125812,8.681299,14.470169,8.325899,18.092269,8.091929,13.930820,6.635749,15.164330,4.262133,0,19.766269,6.415805,17.969377,5.007323,16.820163,5.899709,75.264690,88.997025,31.945270,156.966158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.264,3.27706,0.09594,0.00027,0.00736,0.00144,0.00060,0.00053,0.00056,0.00247,0.00087,0.00097,15.817584,10.678344,14.685096,10.708168,15.022842,9.244424,13.458279,8.921003,14.133918,8.673706,14.490208,8.326563,18.075690,8.089364,13.915995,6.628428,15.156833,4.256685,0,19.768712,6.409145,17.950902,5.009953,16.817462,5.897822,75.226216,89.211252,32.028925,157.915282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.265,3.27718,0.09618,0.00002,0.00720,0.00126,0.00057,0.00055,0.00053,0.00243,0.00085,0.00096,15.815496,10.679342,14.684125,10.705794,15.023711,9.244220,13.452790,8.912756,14.143571,8.666111,14.511594,8.327870,18.058859,8.087249,13.902389,6.620774,15.160911,4.256901,0,19.771512,6.398764,17.930819,5.014661,16.814425,5.896166,75.191101,89.405850,32.117224,158.754210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.266,3.27742,0.09641,0.00002,0.00631,0.00110,0.00060,0.00055,0.00056,0.00213,0.00083,0.00099,15.813083,10.680908,14.683651,10.703799,15.025595,9.244637,13.450116,8.904218,14.154328,8.658545,14.532157,8.328980,18.041678,8.086269,13.890701,6.614876,15.169780,4.260980,0,19.774264,6.386632,17.911980,5.021095,16.811979,5.894965,75.154156,89.566197,32.221748,159.513370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.267,3.27765,0.09638,0.00013,0.00520,0.00101,0.00060,0.00054,0.00053,0.00193,0.00083,0.00099,15.810235,10.682714,14.683332,10.702829,15.028121,9.245736,13.452596,8.895708,14.165749,8.651038,14.549745,8.329063,18.024054,8.087102,13.881616,6.612804,15.176701,4.267122,0,19.776572,6.374711,17.897208,5.028900,16.811044,5.894442,75.110213,89.677826,32.353979,160.223054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.268,3.27777,0.09623,0.00023,0.00512,0.00103,0.00060,0.00053,0.00051,0.00195,0.00078,0.00099,15.807090,10.684550,14.682955,10.703148,15.030993,9.247470,13.460564,8.887706,14.177288,8.643711,14.563499,8.327809,18.006222,8.089944,13.874993,6.615054,15.178449,4.273637,0,19.778678,6.364192,17.887454,5.037270,16.812103,5.894658,75.055544,89.737499,32.518314,160.903562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.269,3.27770,0.09674,-0.00002,0.00521,0.00151,0.00058,0.00053,0.00051,0.00235,0.00063,0.00100,15.804201,10.686397,14.682529,10.704387,15.034036,9.249612,13.471008,8.880950,14.188228,8.636831,14.574711,8.325779,17.988968,8.094184,13.869313,6.619503,15.177658,4.279012,0,19.781889,6.354988,17.880548,5.044655,16.814913,5.895406,74.988827,89.760706,32.707329,161.558522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.270,3.27746,0.09693,0.00015,0.00474,0.00190,0.00061,0.00052,0.00053,0.00238,0.00061,0.00102,15.802160,10.688256,14.682081,10.706118,15.037088,9.251917,13.480599,8.876208,14.197836,8.630678,14.584878,8.323615,17.973129,8.099132,13.862926,6.623776,15.177519,4.281753,0,19.787614,6.346890,17.874021,5.049432,16.819158,5.896450,74.908966,89.764715,32.912479,162.189980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.271,3.27722,0.09677,0.00004,0.00434,0.00196,0.00064,0.00050,0.00053,0.00255,0.00053,0.00113,15.801549,10.690127,14.681639,10.707914,15.039991,9.254144,13.486041,8.874229,14.205384,8.625530,14.595487,8.321957,17.959534,8.104103,13.854197,6.625521,15.181192,4.280386,0,19.797243,6.339686,17.865431,5.049997,16.824522,5.897555,74.814934,89.766740,33.125136,162.799825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.272,3.27711,0.09662,-0.00013,0.00503,0.00198,0.00067,0.00050,0.00055,0.00244,0.00054,0.00118,15.802300,10.691976,14.681105,10.709479,15.042728,9.256165,13.486362,8.874653,14.210613,8.621426,14.607053,8.321072,17.948527,8.108567,13.842500,6.623855,15.189787,4.274796,0,19.810876,6.333059,17.854140,5.046045,16.830517,5.898449,74.710741,89.779996,33.330634,163.378189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.273,3.27716,0.09703,0.00000,0.00439,0.00207,0.00068,0.00047,0.00056,0.00231,0.00058,0.00119,15.803260,10.693714,14.680178,10.710733,15.045520,9.258052,13.484471,8.875262,14.214048,8.618007,14.618484,8.320611,17.939638,8.112255,13.828897,6.620343,15.200986,4.267143,0,19.826456,6.326510,17.842528,5.039444,16.836369,5.898792,74.608796,89.811028,33.504233,163.895596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.274,3.27730,0.09720,0.00015,0.00364,0.00201,0.00074,0.00049,0.00056,0.00236,0.00061,0.00115,15.803175,10.695246,14.678535,10.711619,15.048615,9.259894,13.483642,8.873664,14.216283,8.614874,14.628530,8.320166,17.932318,8.114923,13.814609,6.616786,15.212148,4.259800,0,19.841722,6.319524,17.833258,5.032266,16.841277,5.898240,74.522307,89.865751,33.620240,164.320712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.275,3.27722,0.09698,0.00040,0.00467,0.00198,0.00079,0.00048,0.00056,0.00239,0.00060,0.00114,15.800800,10.696481,14.675861,10.712078,15.052252,9.261777,13.487123,8.867494,14.217920,8.611636,14.635961,8.319338,17.926018,8.116326,13.800850,6.614968,15.220648,4.255122,0,19.854432,6.311591,17.828965,5.026573,16.844449,5.896451,74.464432,89.949988,33.653138,164.622515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.276,3.27693,0.09691,0.00000,0.00510,0.00196,0.00077,0.00055,0.00058,0.00227,0.00060,0.00115,15.795878,10.697459,14.672252,10.712158,15.056377,9.263727,13.495959,8.856417,14.219770,8.608257,14.640776,8.318209,17.919982,8.116300,13.788229,6.615754,15.225228,4.253989,0,19.863721,6.302621,17.830237,5.023645,16.845720,5.893351,74.444800,90.062882,33.590575,164.792960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.277,3.27685,0.09732,0.00002,0.00513,0.00194,0.00080,0.00054,0.00059,0.00225,0.00058,0.00113,15.789792,10.698447,14.668494,10.712077,15.060438,9.265663,13.507533,8.843486,14.222997,8.605298,14.645031,8.317678,17.913116,8.114807,13.776352,6.618471,15.226907,4.254816,0,19.871024,6.293224,17.834238,5.023462,16.845968,5.889307,74.467150,90.192442,33.442156,164.862331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.278,3.27709,0.09739,0.00002,0.00484,0.00205,0.00075,0.00055,0.00060,0.00218,0.00058,0.00115,15.784080,10.699733,14.665439,10.712069,15.063837,9.267493,13.518874,8.832075,14.228800,8.603375,14.650971,8.318716,17.904291,8.111822,13.764729,6.622299,15.226917,4.255788,0,19.877994,6.284076,17.837813,5.025876,16.846173,5.884728,74.534665,90.325617,33.219567,164.864546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.279,3.27706,0.09731,-0.00012,0.00492,0.00183,0.00076,0.00055,0.00061,0.00188,0.00061,0.00113,15.780269,10.701602,14.663930,10.712368,15.065981,9.269127,13.527038,8.825528,14.238361,8.603099,14.660827,8.322285,17.892392,8.107326,13.752873,6.626418,15.226488,4.255107,0,19.886271,6.275846,17.837821,5.030737,16.847302,5.880026,74.650372,90.449399,32.934541,164.833369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.280,3.27664,0.09723,-0.00013,0.00516,0.00142,0.00071,0.00055,0.00061,0.00208,0.00060,0.00112,15.778923,10.704144,14.664161,10.713083,15.066598,9.270487,13.530654,8.825031,14.251650,8.604648,14.675337,8.328400,17.877249,8.101679,13.740569,6.629965,15.226460,4.252146,0,19.896681,6.268676,17.832363,5.037501,16.849556,5.875677,74.805843,90.553863,32.602267,164.791099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.281,3.27659,0.09757,0.00027,0.00530,0.00129,0.00068,0.00058,0.00065,0.00209,0.00063,0.00105,15.779002,10.707130,14.665251,10.714121,15.065958,9.271524,13.530986,8.828170,14.266619,8.607477,14.692758,8.335508,17.860265,8.095877,13.728055,6.632003,15.227027,4.248245,0,19.908684,6.261827,17.821613,5.044968,16.851854,5.872270,74.973550,90.634225,32.243693,164.740915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.282,3.27710,0.09772,0.00017,0.00516,0.00155,0.00068,0.00060,0.00067,0.00186,0.00062,0.00100,15.779314,10.710298,14.666214,10.715369,15.064381,9.272186,13.529546,8.832190,14.281029,8.610972,14.711113,8.341905,17.842995,8.090974,13.715608,6.631592,15.228321,4.244927,0,19.921615,6.254477,17.805942,5.051874,16.852996,5.870406,75.124151,90.686186,31.880313,164.684181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
