"Time","1 Synch","2 Trdml","3 Platform","4 GM","5 Ip","6 BF","7 VL","8 St","9 TA","10 Gs","11 Gr","13 Crx (cm)","14 Cry (cm)","15 Hipx (cm)","16 Hipy (cm)","17 Knee x","18 Knee y","19 ankx (cm)","20 anky (cm)","21 MTPx (cm)","22 MTPy (cm)","23 toex (cm)","24 toey (cm)","25 FLtx (cm)","26 FLty (cm)","27 HLx (cm)","28 HLy (cm)","29 HRx (cm)","30 HRy (cm)","31 Keyboard","32 FLx (cm)","33 FLy (cm)","34 FRx (cm)","35 FRy (cm)","36 CoMx (cm)","37 CoMy (cm)","38 Hip (deg)","39 Knee (deg","40 Ankle (de","41 MTP (deg)","42 Rump up","43 Ramp down","44 sw onset","45 sw offset","12 Synch","46 Sw rmp up","47 St rmp up","48 Sw rmp dw","49 St rmp dw","50 Sinus rmp","51 HLl Sw on","52 HLl Sw of","53 HLr Sw on","54 HLr Sw of","55 FLl Sw on","56 FLl Sw of","57 FLr Sw on","58 FLr Sw of","59 Left DS","60 Right DS","61 Ramp up","62 Ramp down","63 rmp up sw","64 rmp up st","65 rm dwn sw","66 rm dwn st"
1.093,3.27628,0.09707,0.00013,0.01028,0.00154,0.00072,0.00051,0.00072,0.00455,0.00222,0.00376,15.872348,10.797763,14.708427,10.885640,14.597250,9.387624,13.032171,9.714671,13.038706,8.977490,13.031491,8.398433,18.270012,7.998170,14.870254,6.240184,13.560112,3.614695,0,19.439311,6.364033,18.315522,4.166297,16.863215,5.293978,90.398647,83.716239,74.501192,176.222996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.094,3.27678,0.09705,0.00002,0.00804,0.00141,0.00072,0.00050,0.00072,0.00442,0.00263,0.00355,15.872698,10.796568,14.709603,10.883991,14.596898,9.386809,13.033456,9.715300,13.070501,8.978071,13.066907,8.403206,18.256079,7.996045,14.861160,6.241229,13.574831,3.627687,0,19.458028,6.382852,18.303972,4.169679,16.859754,5.298463,90.416036,83.736281,72.331474,173.709058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.095,3.27722,0.09675,0.00002,0.00838,0.00126,0.00073,0.00049,0.00076,0.00431,0.00364,0.00307,15.873149,10.795879,14.709850,10.882595,14.596323,9.386222,13.033044,9.714728,13.094591,8.982827,13.096347,8.405566,18.241709,7.993772,14.850739,6.242301,13.585721,3.643712,0,19.479139,6.399018,18.291551,4.171356,16.860839,5.301933,90.445552,83.762603,70.025053,170.776906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.096,3.27728,0.09692,-0.00025,0.00798,0.00122,0.00075,0.00050,0.00074,0.00414,0.00387,0.00328,15.873830,10.795818,14.709228,10.881755,14.595825,9.385926,13.031219,9.712507,13.111090,8.992510,13.119707,8.404862,18.227096,7.991472,14.838648,6.243836,13.592619,3.662099,0,19.502489,6.410940,18.277840,4.171149,16.866926,5.303865,90.481501,83.790409,67.543240,167.605639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.097,3.27730,0.09723,0.00015,0.00793,0.00115,0.00078,0.00052,0.00069,0.00383,0.00384,0.00338,15.874585,10.796124,14.708330,10.881366,14.595410,9.385792,13.028679,9.708853,13.125440,9.005061,13.139082,8.402481,18.213044,7.989296,14.825507,6.245294,13.597894,3.681882,0,19.526934,6.419278,18.263329,4.170104,16.875333,5.304723,90.513958,83.813346,64.949217,164.286523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.098,3.27738,0.09721,0.00029,0.00711,0.00120,0.00078,0.00051,0.00072,0.00415,0.00339,0.00324,15.875234,10.796500,14.707804,10.881284,14.595058,9.385672,13.026161,9.704045,13.143593,9.018151,13.156780,8.400003,18.200416,7.987398,14.812032,6.246044,13.604154,3.702068,0,19.551235,6.424906,18.248593,4.169382,16.883080,5.305069,90.532597,83.824915,62.315828,160.902495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.099,3.27717,0.09677,0.00002,0.00699,0.00152,0.00078,0.00053,0.00070,0.00420,0.00330,0.00325,15.875595,10.796653,14.708287,10.881363,14.594748,9.385418,13.024393,9.698363,13.171437,9.029460,13.175095,8.398992,18.190065,7.985932,14.798933,6.245462,13.613988,3.721666,0,19.574153,6.428697,18.234204,4.170134,16.887210,5.305460,90.527218,83.818712,59.716026,157.536950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.100,3.27662,0.09698,-0.00012,0.00597,0.00159,0.00079,0.00053,0.00071,0.00422,0.00320,0.00317,15.875674,10.796403,14.709934,10.881459,14.594497,9.384930,13.023673,9.692285,13.210561,9.037296,13.195486,8.399748,18.182243,7.985030,14.786625,6.243468,13.628608,3.739799,0,19.594406,6.431471,18.220383,4.172667,16.886435,5.306244,90.496944,83.795407,57.230908,154.307245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.101,3.27635,0.09719,0.00000,0.00560,0.00153,0.00074,0.00056,0.00069,0.00417,0.00301,0.00308,15.875779,10.795763,14.712089,10.881421,14.594380,9.384188,13.023574,9.686614,13.255381,9.041010,13.218023,8.400467,18.176194,7.984786,14.775029,6.240891,13.646928,3.755785,0,19.610641,6.433959,18.206772,4.175888,16.882248,5.307418,90.456442,83.767475,54.955142,151.387382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.102,3.27655,0.09708,-0.00015,0.00610,0.00155,0.00072,0.00056,0.00067,0.00300,0.00306,0.00287,15.876247,10.794765,14.714021,10.881100,14.594479,9.383180,13.023601,9.682183,13.299627,9.040052,13.242642,8.399143,18.171066,7.985292,14.764020,6.238646,13.667644,3.768960,0,19.621501,6.436882,18.192959,4.178568,16.876405,5.308947,90.421859,83.748507,52.984688,148.956732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.103,3.27666,0.09680,0.00000,0.00691,0.00156,0.00071,0.00058,0.00069,0.00288,0.00293,0.00284,15.877414,10.793440,14.715004,10.880346,14.594874,9.381891,13.023263,9.679814,13.337078,9.033886,13.269273,8.393799,18.166011,7.986636,14.753473,6.237640,13.689460,3.778669,0,19.625651,6.440958,18.178539,4.179490,16.870654,5.310796,90.409280,83.752014,51.414367,147.192768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.104,3.27648,0.09683,0.00012,0.00688,0.00152,0.00072,0.00062,0.00070,0.00312,0.00259,0.00263,15.879389,10.791880,14.714853,10.879112,14.595540,9.380327,13.022418,9.679451,13.364755,9.023000,13.297257,8.384316,18.160254,7.988713,14.743224,6.238255,13.711740,3.784979,0,19.623643,6.446393,18.163797,4.178289,16.866218,5.312891,90.430494,83.785529,50.255192,146.132681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.105,3.27664,0.09702,0.00017,0.00717,0.00167,0.00070,0.00061,0.00071,0.00331,0.00161,0.00252,15.881905,10.790276,14.714275,10.877519,14.596276,9.378518,13.021508,9.679570,13.385088,9.009594,13.324957,8.373683,18.153148,7.991100,14.733045,6.239997,13.734949,3.789159,0,19.619166,6.452549,18.150169,4.176011,16.863431,5.315094,90.490124,83.846613,49.378390,145.579692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.106,3.27727,0.09715,0.00000,0.00753,0.00173,0.00069,0.00059,0.00075,0.00348,0.00130,0.00216,15.884660,10.788830,14.714066,10.875705,14.596866,9.376501,13.021029,9.678506,13.401023,8.996027,13.350644,8.365181,18.144060,7.993340,14.722703,6.242289,13.759656,3.792594,0,19.616211,6.458705,18.139196,4.173839,16.862549,5.317263,90.592116,83.931881,48.641931,145.314831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.107,3.27761,0.09702,-0.00013,0.00802,0.00170,0.00068,0.00056,0.00077,0.00340,0.00123,0.00178,15.887354,10.787740,14.715013,10.873805,14.597093,9.374308,13.021469,9.674617,13.415489,8.984644,13.372608,8.362065,18.132365,7.994982,14.711968,6.244558,13.786420,3.796658,0,19.618737,6.464147,18.132399,4.172947,16.863818,5.319261,90.740112,84.037727,47.904758,145.120576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.108,3.27736,0.09681,-0.00002,0.00817,0.00151,0.00067,0.00057,0.00075,0.00288,0.00123,0.00165,15.889838,10.787094,14.717394,10.871860,14.596909,9.371967,13.022854,9.667638,13.430414,8.976606,13.390765,8.365463,18.118145,7.995764,14.700983,6.246664,13.815196,3.802139,0,19.628442,6.468505,18.129544,4.173868,16.867020,5.321291,90.915625,84.144214,47.097726,144.886084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.109,3.27708,0.09710,0.00000,0.00755,0.00123,0.00067,0.00059,0.00075,0.00294,0.00117,0.00143,15.892214,10.786788,14.720635,10.869753,14.596539,9.369494,13.024432,9.659606,13.446046,8.971099,13.407734,8.372960,18.102661,7.995748,14.690513,6.249178,13.844921,3.808840,0,19.643261,6.471989,18.127479,4.176068,16.871161,5.324136,91.063257,84.204166,46.271626,144.678447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.110,3.27706,0.09723,0.00002,0.00699,0.00117,0.00066,0.00059,0.00074,0.00351,0.00108,0.00143,15.894607,10.786703,14.724082,10.867353,14.596237,9.366902,13.025378,9.652777,13.462475,8.967125,13.426393,8.381806,18.087285,7.995025,14.681379,6.252742,13.874438,3.816469,0,19.660770,6.474862,18.122771,4.178908,16.875173,5.328630,91.124108,84.167822,45.488623,144.581629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.111,3.27689,0.09699,0.00027,0.00606,0.00118,0.00070,0.00056,0.00077,0.00354,0.00136,0.00140,15.897141,10.786719,14.727086,10.864529,14.596262,9.364206,13.024879,9.649387,13.479786,8.963686,13.449589,8.389263,18.073381,7.993687,14.674391,6.257988,13.902598,3.824734,0,19.678553,6.477386,18.112027,4.181755,16.878000,5.335594,91.039724,83.986072,44.810797,144.679171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.112,3.27648,0.09668,-0.00010,0.00549,0.00118,0.00072,0.00055,0.00078,0.00350,0.00139,0.00140,15.899832,10.786715,14.729340,10.861298,14.597435,9.361421,13.022883,9.650179,13.497694,8.960022,13.477950,8.393599,18.061695,7.991945,14.669430,6.264909,13.928819,3.833191,0,19.694934,6.479734,18.094525,4.184143,16.879460,5.344960,90.784528,83.657480,44.293722,145.023239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.113,3.27641,0.09700,0.00015,0.00460,0.00129,0.00075,0.00055,0.00075,0.00372,0.00138,0.00132,15.902510,10.786568,14.731106,10.857921,14.601517,9.358568,13.020615,9.653404,13.515293,8.955763,13.508403,8.394763,18.051937,7.990207,14.664827,6.272424,13.953468,3.841138,0,19.709465,6.481935,18.074000,4.185889,16.880829,5.355168,90.387775,83.260138,43.982131,145.613667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.114,3.27681,0.09720,0.00029,0.00462,0.00149,0.00075,0.00052,0.00076,0.00398,0.00148,0.00147,15.904991,10.786154,14.732702,10.854682,14.610354,9.355666,13.019421,9.657078,13.531619,8.950577,13.537525,8.392860,18.043719,7.988900,14.658765,6.279356,13.977001,3.847849,0,19.721814,6.484002,18.054611,4.186836,16.883522,5.364521,89.883925,82.879676,43.919727,146.445326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.115,3.27695,0.09694,0.00004,0.00398,0.00145,0.00076,0.00051,0.00072,0.00367,0.00149,0.00140,15.907090,10.785352,14.734442,10.851864,14.625770,9.352735,13.020648,9.659216,13.545720,8.944133,13.561929,8.387997,18.036652,7.988447,14.649446,6.284532,13.999869,3.852609,0,19.731657,6.485946,18.040483,4.186831,16.888936,5.371335,89.307339,82.601104,44.149333,147.512986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.116,3.27663,0.09672,0.00004,0.00322,0.00139,0.00076,0.00051,0.00069,0.00345,0.00149,0.00140,15.908792,10.784180,14.736511,10.849598,14.647785,9.349806,13.025747,9.657691,13.557554,8.936093,13.580956,8.380204,18.030122,7.989020,14.636288,6.287405,14.022105,3.855323,0,19.739343,6.487600,18.033061,4.186012,16.897242,5.375148,88.685449,82.463394,44.649025,148.803933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.117,3.27658,0.09692,0.00031,0.00397,0.00139,0.00075,0.00053,0.00069,0.00348,0.00146,0.00138,15.910357,10.782890,14.738872,10.847765,14.673412,9.346927,13.036349,9.650150,13.568595,8.926110,13.598493,8.369390,18.023149,7.990370,14.620745,6.288469,14.043043,3.856940,0,19.746333,6.488501,18.029332,4.185004,16.906564,5.377535,88.034126,82.428736,45.288882,150.292970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.118,3.27704,0.09701,0.00002,0.00506,0.00146,0.00073,0.00053,0.00068,0.00381,0.00144,0.00139,15.912071,10.781758,14.741467,10.846222,14.699380,9.344145,13.054101,9.634213,13.580460,8.913838,13.618860,8.355454,18.014716,7.992212,14.604460,6.288314,14.061952,3.858508,0,19.754199,6.488159,18.025857,4.184478,16.914830,5.380263,87.368141,82.452038,45.928739,151.953717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.119,3.27729,0.09701,-0.00002,0.00730,0.00148,0.00077,0.00052,0.00069,0.00364,0.00141,0.00140,15.914219,10.781053,14.744240,10.844826,14.722443,9.341511,13.080604,9.607549,13.594753,8.898936,13.646344,8.338300,18.003819,7.994256,14.589066,6.287533,14.078115,3.861063,0,19.764498,6.486089,18.019226,4.185098,16.919990,5.385082,86.702119,82.488525,46.429513,153.759327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.120,3.27706,0.09677,-0.00012,0.00781,0.00139,0.00076,0.00051,0.00070,0.00306,0.00144,0.00135,15.916909,10.780886,14.747156,10.843434,14.741413,9.339061,13.114323,9.571242,13.612193,8.881627,13.682888,8.318572,17.990349,7.996128,14.575304,6.286626,14.091919,3.865096,0,19.778080,6.482222,18.008089,4.186949,16.921422,5.392449,86.039632,82.516752,46.731812,155.648670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.121,3.27704,0.09685,0.00002,0.00745,0.00134,0.00076,0.00052,0.00064,0.00283,0.00107,0.00133,15.919954,10.781094,14.750218,10.841903,14.758528,9.336813,13.148480,9.532071,13.632014,8.863069,13.726517,8.298134,17.975686,7.997306,14.562424,6.285949,14.105589,3.870172,0,19.794607,6.477186,17.994532,4.189156,16.920890,5.400663,85.365820,82.554192,46.909159,157.503432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.122,3.27744,0.09712,0.00015,0.00722,0.00136,0.00076,0.00052,0.00060,0.00286,0.00088,0.00128,15.923139,10.781489,14.753432,10.840091,14.776352,9.334781,13.175800,9.497353,13.653310,8.844510,13.774887,8.278968,17.961356,7.997257,14.549538,6.285842,14.121525,3.875774,0,19.813627,6.471676,17.980966,4.190752,16.920386,5.407819,84.664075,82.622007,47.047683,159.199875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.123,3.27754,0.09715,0.00015,0.00766,0.00126,0.00074,0.00052,0.00059,0.00264,0.00082,0.00126,15.926251,10.781883,14.756805,10.837858,14.797428,9.332981,13.189104,9.474324,13.675186,8.827184,13.825655,8.263042,17.948868,7.995454,14.535765,6.286643,14.142101,3.881380,0,19.834687,6.466384,17.969781,4.190781,16.921884,5.412033,83.918109,82.741316,47.232953,160.615481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.124,3.27709,0.09681,-0.00002,0.00932,0.00119,0.00074,0.00053,0.00057,0.00222,0.00073,0.00117,15.929178,10.782220,14.760340,10.835205,14.822793,9.331459,13.188047,9.464027,13.697438,8.811334,13.876607,8.251363,17.938779,7.991901,14.520983,6.288438,14.167890,3.886374,0,19.857186,6.461853,17.961814,4.189001,16.926206,5.412809,83.135123,82.929960,47.509178,161.717846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.125,3.27680,0.09640,0.00002,0.01057,0.00120,0.00073,0.00057,0.00057,0.00218,0.00066,0.00108,15.931973,10.782659,14.764039,10.832376,14.850969,9.330316,13.183690,9.457177,13.721024,8.795555,13.925741,8.243336,17.930055,7.987490,14.506326,6.290896,14.196458,3.889981,0,19.880272,6.458382,17.955307,4.186362,16.932252,5.411968,82.361500,83.200308,47.851583,162.624853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.126,3.27700,0.09672,-0.00012,0.01068,0.00121,0.00074,0.00058,0.00053,0.00243,0.00055,0.00111,15.934708,10.783378,14.767904,10.829634,14.880242,9.329655,13.188174,9.443511,13.747010,8.778285,13.971074,8.238213,17.921511,7.983195,14.493048,6.293647,14.225085,3.891412,0,19.903068,6.456245,17.948258,4.183927,16.938739,5.411556,81.647341,83.564213,48.228853,163.468642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.127,3.27713,0.09681,0.00029,0.00946,0.00144,0.00071,0.00059,0.00054,0.00243,0.00053,0.00115,15.937451,10.784555,14.771933,10.827242,14.908900,9.329580,13.213512,9.412875,13.776445,8.757983,14.010651,8.235252,17.911970,7.979987,14.482390,6.296319,14.251081,3.889887,0,19.924706,6.455708,17.938681,4.182753,16.944393,5.413597,81.042381,84.033205,48.609362,164.379874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.128,3.27698,0.09648,0.00000,0.00813,0.00139,0.00073,0.00056,0.00054,0.00236,0.00056,0.00115,15.940191,10.786195,14.776041,10.825309,14.935428,9.330095,13.262083,9.363284,13.809265,8.734639,14.044359,8.234197,17.900844,7.978368,14.474582,6.298564,14.273902,3.885626,0,19.944731,6.456440,17.925887,4.183400,16.948515,5.418806,80.569736,84.595048,48.938816,165.380129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.129,3.27705,0.09618,-0.00012,0.00588,0.00127,0.00070,0.00058,0.00054,0.00224,0.00058,0.00113,15.942778,10.788021,14.779995,10.823691,14.958645,9.331038,13.320201,9.306372,13.843542,8.710803,14.075156,8.235598,17.888525,7.978064,14.468170,6.300072,14.296590,3.880502,0,19.963387,6.457110,17.911351,4.185598,16.951372,5.425709,80.208117,85.197866,49.125112,166.309052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.130,3.27746,0.09618,-0.00023,0.00532,0.00126,0.00068,0.00056,0.00054,0.00218,0.00053,0.00111,15.945049,10.789727,14.783548,10.822217,14.977400,9.332235,13.372657,9.255068,13.877173,8.689268,14.106294,8.240083,17.875500,7.978727,14.461538,6.300534,14.322522,3.876546,0,19.980983,6.456292,17.896752,4.188999,16.953322,5.432629,79.932021,85.786024,49.072561,166.989034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.131,3.27754,0.09633,0.00013,0.00520,0.00134,0.00064,0.00056,0.00056,0.00208,0.00052,0.00112,15.946846,10.791012,14.786458,10.820720,14.990563,9.333509,13.404374,9.222180,13.908068,8.672807,14.140993,8.248260,17.862249,7.980010,14.453083,6.299647,14.355035,3.875773,0,19.997826,6.452578,17.883759,4.193250,16.954723,5.437897,79.715948,86.304440,48.686337,167.243518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.132,3.27714,0.09639,-0.00010,0.00528,0.00148,0.00065,0.00057,0.00055,0.00225,0.00053,0.00114,15.948256,10.791848,14.788665,10.819256,14.998357,9.334781,13.410015,9.211779,13.935199,8.662836,14.180087,8.259449,17.849025,7.981643,14.442113,6.297423,14.394333,3.878848,0,20.014261,6.445713,17.873194,4.197815,16.956014,5.440831,79.534444,86.738926,47.935348,166.973663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.133,3.27702,0.09627,-0.00027,0.00503,0.00154,0.00065,0.00056,0.00055,0.00217,0.00055,0.00108,15.949778,10.792663,14.790415,10.818245,15.003267,9.336131,13.400486,9.213364,13.959309,8.658508,14.220441,8.270813,17.835687,7.983478,14.429449,6.294399,14.435386,3.884187,0,20.030686,6.437371,17.864476,4.201841,16.957772,5.442386,79.362133,87.143494,46.894804,166.210246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.134,3.27746,0.09593,-0.00010,0.00337,0.00166,0.00062,0.00056,0.00054,0.00216,0.00056,0.00104,15.951949,10.793928,14.791986,10.818145,15.007994,9.337653,13.388237,9.215051,13.981309,8.658762,14.258539,8.279310,17.822060,7.985380,14.416058,6.291164,14.472673,3.889997,0,20.047506,6.429410,17.856888,4.204449,16.960585,5.443674,79.173649,87.578628,45.649995,164.996340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.135,3.27777,0.09620,0.00013,0.00287,0.00152,0.00063,0.00057,0.00053,0.00250,0.00056,0.00108,15.955300,10.796109,14.793650,10.819405,15.015218,9.339441,13.385624,9.205050,14.002110,8.662533,14.290899,8.281941,17.807970,7.987216,14.402903,6.288304,14.500719,3.894485,0,20.065119,6.423671,17.849713,4.204769,16.965035,5.445797,78.943806,88.104123,44.286102,163.376155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.136,3.27761,0.09647,0.00015,0.00438,0.00157,0.00060,0.00057,0.00059,0.00235,0.00057,0.00099,15.959800,10.799270,14.795520,10.821952,15.026124,9.341518,13.398365,9.178401,14.022686,8.668654,14.316417,8.278751,17.793412,7.988874,14.390716,6.286278,14.517679,3.896265,0,20.083387,6.420991,17.842208,4.202684,16.971148,5.449243,78.660886,88.729205,42.880258,161.477864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.137,3.27740,0.09633,0.00017,0.00484,0.00136,0.00064,0.00057,0.00057,0.00222,0.00058,0.00099,15.964485,10.802803,14.797436,10.824842,15.039408,9.343791,13.421104,9.141542,14.044114,8.675783,14.337952,8.274869,17.778655,7.990279,14.379846,6.285332,14.527755,3.894620,0,20.101274,6.420528,17.833590,4.199338,16.978030,5.453473,78.335632,89.378748,41.496164,159.569683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.138,3.27735,0.09597,-0.00012,0.00525,0.00138,0.00065,0.00058,0.00057,0.00203,0.00058,0.00106,15.968303,10.806038,14.799211,10.827046,15.053528,9.346156,13.447431,9.101988,14.067481,8.682560,14.358742,8.275901,17.763996,7.991359,14.370602,6.285695,14.535725,3.888895,0,20.117662,6.421279,17.823070,4.195994,16.984694,5.457852,77.980916,89.969628,40.196251,157.933110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.139,3.27721,0.09614,0.00002,0.00527,0.00151,0.00066,0.00058,0.00057,0.00197,0.00057,0.00109,15.970214,10.808312,14.800665,10.827549,15.066957,9.348512,13.470981,9.067210,14.093863,8.687636,14.382004,8.287396,17.749735,7.992044,14.363287,6.287586,14.546374,3.878468,0,20.131441,6.422247,17.809871,4.193904,16.990164,5.461748,77.609548,90.419511,39.042659,156.847181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.140,3.27683,0.09643,0.00013,0.00529,0.00176,0.00066,0.00063,0.00057,0.00194,0.00055,0.00108,15.969963,10.809492,14.801848,10.826166,15.079188,9.350948,13.488493,9.041231,14.123472,8.690340,14.409456,8.310454,17.736277,7.992336,14.357692,6.290820,14.565021,3.864996,0,20.142163,6.422664,17.793939,4.193668,16.993927,5.464916,77.229655,90.704297,38.076173,156.409415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.141,3.27640,0.09634,0.00012,0.00513,0.00187,0.00068,0.00063,0.00057,0.00198,0.00055,0.00104,15.968611,10.810325,14.803205,10.824104,15.091412,9.353875,13.501887,9.022323,14.155079,8.691131,14.440322,8.338752,17.724208,7.992359,14.352747,6.294527,14.597874,3.853932,0,20.150480,6.422155,17.776435,4.194790,16.996246,5.467755,76.841555,90.897011,37.301960,156.414589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.142,3.27615,0.09612,0.00015,0.00490,0.00177,0.00068,0.00061,0.00059,0.00189,0.00056,0.00093,15.967344,10.811646,14.805219,10.822699,15.104985,9.357733,13.513572,9.008212,14.187322,8.690577,14.473585,8.365266,17.714133,7.992246,14.347303,6.297772,14.651228,3.851092,0,20.157151,6.420377,17.758633,4.196675,16.997457,5.470724,76.444826,91.079894,36.721810,156.628762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.143,3.27632,0.09602,-0.00015,0.00479,0.00168,0.00068,0.00064,0.00058,0.00173,0.00052,0.00095,15.967340,10.814280,14.808364,10.823278,15.121245,9.362957,13.525955,8.996626,14.218846,8.689241,14.508236,8.383026,17.706645,7.992130,14.340216,6.299628,14.731239,3.862211,0,20.162934,6.417001,17.741800,4.198728,16.997899,5.474277,76.039107,91.334638,36.337177,156.819813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.144,3.27690,0.09621,-0.00013,0.00459,0.00160,0.00070,0.00064,0.00058,0.00148,0.00049,0.00098,15.969137,10.818561,14.812615,10.826300,15.140464,9.369660,13.541104,8.985313,14.249012,8.687386,14.543661,8.389095,17.701756,7.991975,14.330806,6.299675,14.833903,3.887032,0,20.168633,6.412341,17.726629,4.200684,16.998067,5.478541,75.628646,91.702675,36.124828,156.889777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
