"Time","60 right DS","59 left DS","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.116,0,0,0.000000,0.000000,5.570328,1.856027,5.479561,4.716390,6.592269,4.570427,6.444981,-1.48085,0.11147,3.27684
0.117,0,0,0.000000,0.000000,5.572454,1.860989,5.481451,4.717041,6.591593,4.572592,6.442080,-1.48076,0.09131,3.27737
0.118,0,0,0.000000,0.000000,5.574563,1.865827,5.483332,4.717858,6.591195,4.575284,6.439012,-1.47938,0.07261,3.27767
0.119,0,0,0.000000,0.000000,5.576678,1.870665,5.485213,4.718675,6.590796,4.577978,6.435943,-1.48120,0.07421,3.27775
0.120,0,0,0.000000,0.000000,5.578803,1.875503,5.487094,4.719491,6.590398,4.580670,6.432875,-1.47922,0.11851,3.27721
0.121,0,0,0.000000,0.000000,5.580956,1.881591,5.488959,4.720331,6.590005,4.583488,6.430007,-1.47991,0.11847,3.27691
0.122,0,0,0.000000,0.000000,5.583158,1.890859,5.490783,4.721229,6.589627,4.586620,6.427647,-1.48095,0.10124,3.27721
0.123,0,0,0.000000,0.000000,5.585411,1.900128,5.492607,4.722126,6.589249,4.589754,6.425288,-1.48095,0.07111,3.27733
0.124,0,0,0.000000,0.000000,5.587751,1.909396,5.494431,4.723023,6.588871,4.592886,6.422928,-1.48092,0.07944,3.27695
0.125,0,0,0.000000,0.000000,5.590160,1.919981,5.496288,4.723843,6.588391,4.596231,6.421289,-1.47819,0.10549,3.27676
0.126,0,0,0.000000,0.000000,5.592688,1.933916,5.498229,4.724462,6.587653,4.600116,6.421484,-1.47870,0.10684,3.27706
0.127,0,0,0.000000,0.000000,5.595280,1.947851,5.500171,4.725082,6.586915,4.604001,6.421679,-1.47954,0.08680,3.27730
0.128,0,0,0.000000,0.000000,5.597983,1.961786,5.502112,4.725702,6.586177,4.607886,6.421875,-1.47925,0.08605,3.27738
0.129,0,0,0.000000,0.000000,5.600749,1.977994,5.504054,4.726294,6.585466,4.611646,6.422634,-1.47866,0.11177,3.27733
0.130,0,0,0.000000,0.000000,5.603622,1.999991,5.505998,4.726816,6.584823,4.615089,6.424828,-1.47908,0.10309,3.27695
0.131,0,0,0.000000,0.000000,5.606594,2.021987,5.507942,4.727338,6.584179,4.618532,6.427022,-1.48113,0.08028,3.27669
0.132,0,0,0.000000,0.000000,5.609737,2.043984,5.509886,4.727860,6.583536,4.621975,6.429216,-1.48120,0.08110,3.27677
0.133,0,0,0.000000,0.000000,5.613010,2.068309,5.511889,4.728416,6.583123,4.624679,6.432670,-1.47871,0.11099,3.27689
0.134,0,0,0.000000,0.000000,5.616509,2.098560,5.514043,4.729059,6.583294,4.625500,6.439329,-1.48047,0.11369,3.27712
0.135,0,0,0.000000,0.000000,5.620099,2.128812,5.516198,4.729702,6.583466,4.626321,6.445988,-1.48225,0.09976,3.27709
0.136,0,0,0.000000,0.000000,5.623847,2.159064,5.518352,4.730345,6.583638,4.627143,6.452647,-1.47972,0.07837,3.27641
0.137,0,0,0.000000,0.851002,5.627634,2.190645,5.520510,4.731067,6.583890,4.626094,6.459886,-1.47834,0.08670,3.27610
0.138,1,0,0.000000,3.188921,5.631487,2.225611,5.522678,4.731990,6.584345,4.620285,6.468600,-1.48057,0.10856,3.27678
0.139,1,0,0.000000,4.674734,5.635357,2.260576,5.524847,4.732913,6.584801,4.614475,6.477314,-1.47931,0.11637,3.27722
0.140,1,0,0.000000,4.671700,5.639256,2.295542,5.527015,4.733836,6.585257,4.608665,6.486029,-1.48160,0.08717,3.27699
0.141,1,0,0.000000,4.668537,5.643158,2.329327,5.529243,4.734747,6.585769,4.602417,6.495417,-1.47927,0.08357,3.27674
0.142,1,0,0.000000,4.665147,5.647064,2.360108,5.531622,4.735628,6.586423,4.595052,6.506518,-1.48131,0.08952,3.27644
0.143,1,0,0.000000,4.661856,5.650955,2.390889,5.534002,4.736508,6.587077,4.587687,6.517621,-1.47890,0.11174,3.27634
0.144,1,0,0.000000,4.658738,5.654823,2.421670,5.536382,4.737388,6.587731,4.580322,6.528722,-1.48077,0.10831,3.27680
0.145,1,0,0.000000,4.655880,5.658649,2.449415,5.538827,4.738245,6.588234,4.573658,6.540419,-1.48004,0.09380,3.27711
0.146,1,0,0.000000,4.653475,5.662405,2.469433,5.541440,4.739039,6.588351,4.568776,6.553631,-1.48107,0.07091,3.27703
0.147,1,0,0.000000,4.651313,5.666051,2.489450,5.544054,4.739835,6.588468,4.563895,6.566842,-1.48039,0.07760,3.27685
0.148,1,0,0.000000,4.649577,5.669505,2.509467,5.546667,4.740630,6.588585,4.559013,6.580054,-1.47984,0.10913,3.27639
0.149,1,0,0.000000,4.648023,5.672779,2.523538,5.549312,4.741385,6.588664,4.554733,6.593220,-1.48009,0.09978,3.27633
0.150,1,0,0.000000,4.646784,5.675740,2.522467,5.552037,4.742042,6.588646,4.551984,6.606273,-1.47805,0.09568,3.27733
0.151,1,0,0.000000,4.645675,5.678507,2.521397,5.554761,4.742698,6.588628,4.549235,6.619326,-1.47924,0.08931,3.27798
0.152,1,0,0.000000,4.644792,5.680935,2.520326,5.557487,4.743354,6.588610,4.546487,6.632378,-1.48099,0.11098,3.27775
0.153,1,0,0.000000,4.643998,5.683179,2.515695,5.560122,4.744039,6.588507,4.544012,6.645480,-1.48015,0.09490,3.27753
0.154,1,0,0.000000,4.643361,5.685103,2.501996,5.562527,4.744797,6.588189,4.542235,6.658707,-1.48038,0.08128,3.27730
0.155,1,0,0.000000,4.642809,5.686901,2.488297,5.564933,4.745555,6.587871,4.540458,6.671934,-1.47982,0.07537,3.27709
0.156,1,0,0.000000,4.642409,5.688477,2.474597,5.567339,4.746313,6.587553,4.538681,6.685161,-1.48043,0.09995,3.27694
0.157,1,0,0.000000,4.642103,5.689989,2.457966,5.569780,4.746976,6.587349,4.537301,6.698138,-1.47916,0.11854,3.27689
0.158,1,0,0.000000,4.641963,5.691389,2.433871,5.572312,4.747398,6.587437,4.536933,6.710480,-1.48079,0.10867,3.27712
0.159,1,0,0.000000,4.641935,5.692758,2.409776,5.574845,4.747820,6.587525,4.536565,6.722823,-1.48092,0.07750,3.27712
0.160,1,0,0.000000,4.642103,5.694073,2.385681,5.577377,4.748242,6.587613,4.536196,6.735165,-1.48005,0.07999,3.27651
0.161,1,0,0.000000,4.642381,5.695391,2.364260,5.579808,4.748797,6.587798,4.535955,6.746915,-1.48030,0.10612,3.27625
0.162,1,0,0.000000,4.642851,5.696716,2.349650,5.581980,4.749690,6.588233,4.536037,6.757158,-1.48021,0.11149,3.27694
0.163,1,0,0.000000,4.643332,5.698130,2.335039,5.584151,4.750582,6.588669,4.536120,6.767402,-1.47698,0.10091,3.27746
0.164,1,0,0.000000,4.643836,5.699699,2.320429,5.586323,4.751474,6.589104,4.536202,6.777646,-1.47720,0.09297,3.27753
0.165,1,0,0.000000,4.644285,5.701413,2.307740,5.588547,4.752368,6.589498,4.536333,6.787307,-1.48051,0.11822,3.27755
0.166,1,0,0.000000,4.644641,5.703381,2.299947,5.590903,4.753267,6.589782,4.536588,6.795488,-1.48085,0.09916,3.27739
0.167,1,0,0.000000,4.645145,5.705354,2.292154,5.593259,4.754166,6.590067,4.536842,6.803668,-1.47958,0.07913,3.27707
0.168,1,0,0.000000,4.645907,5.707335,2.284361,5.595615,4.755064,6.590353,4.537097,6.811849,-1.47941,0.07744,3.27631
0.169,1,0,0.000000,4.647067,5.709180,2.275766,5.597888,4.755948,6.590590,4.538521,6.819146,-1.47951,0.11187,3.27592
0.170,1,0,0.000000,4.648918,5.710784,2.265132,5.599947,4.756794,6.590707,4.542922,6.824193,-1.48066,0.11596,3.27653
0.171,1,0,0.000000,4.651289,5.712345,2.254497,5.602007,4.757640,6.590824,4.547323,6.829239,-1.47872,0.10306,3.27687
0.172,1,0,0.000000,4.654568,5.713829,2.243863,5.604066,4.758486,6.590941,4.551724,6.834286,-1.47989,0.07369,3.27649
0.173,1,0,0.000000,4.658414,5.715359,2.229283,5.606263,4.759194,6.591025,4.557886,6.839072,-1.47950,0.08223,3.27628
0.174,1,0,0.000000,4.663253,5.716971,2.204659,5.608809,4.759552,6.591027,4.568531,6.843195,-1.48001,0.10494,3.27651
0.175,1,0,0.000000,4.668538,5.718402,2.180035,5.611355,4.759909,6.591028,4.579176,6.847319,-1.47731,0.11139,3.27678
0.176,1,0,0.000000,4.674601,5.719516,2.155411,5.613901,4.760266,6.591030,4.589821,6.851442,-1.48072,0.08749,3.27716
0.177,1,0,0.000000,4.680914,5.720206,2.122350,5.616330,4.760831,6.591002,4.600914,6.855211,-1.48027,0.09880,3.27737
0.178,1,0,0.000000,4.687665,5.720154,2.067809,5.618460,4.761928,6.590902,4.613146,6.858075,-1.48157,0.11342,3.27714
0.179,1,0,0.000000,4.694357,5.719776,2.013269,5.620591,4.763024,6.590802,4.625378,6.860940,-1.47927,0.09267,3.27696
0.180,1,0,0.000000,4.700950,5.718827,1.958728,5.622721,4.764120,6.590701,4.637610,6.863804,-1.47710,0.07343,3.27688
0.181,1,0,0.000000,4.707213,5.717715,1.899642,5.624779,4.765291,6.590616,4.648962,6.866378,-1.47988,0.09262,3.27676
0.182,1,0,0.000000,4.712901,5.716320,1.828983,5.626652,4.766651,6.590570,4.658069,6.868214,-1.48465,0.12167,3.27653
0.183,1,0,0.000000,4.718282,5.714799,1.758324,5.628526,4.768011,6.590524,4.667176,6.870049,-1.48056,0.11229,3.27637
0.184,1,0,0.000000,4.723131,5.713058,1.687665,5.630399,4.769371,6.590477,4.676283,6.871884,-1.48046,0.09433,3.27637
0.185,1,0,0.000000,4.727762,5.711226,1.618152,5.632140,4.770722,6.590416,4.684660,6.873763,-1.48019,0.08078,3.27649
0.186,1,0,0.000000,4.732013,5.709231,1.551553,5.633541,4.772053,6.590317,4.691178,6.875749,-1.48038,0.10036,3.27695
0.187,1,0,0.000000,4.736045,5.707330,1.484955,5.634943,4.773383,6.590217,4.697696,6.877735,-1.47849,0.09145,3.27712
0.188,1,0,0.000000,4.739691,5.705592,1.418357,5.636344,4.774714,6.590117,4.704214,6.879721,-1.47974,0.09418,3.27651
0.189,1,0,0.000000,4.743108,5.704141,1.361622,5.637652,4.775857,6.590012,4.710277,6.881710,-1.48015,0.10000,3.27604
0.190,1,0,0.000000,4.746121,5.703190,1.329999,5.638721,4.776523,6.589891,4.715179,6.883708,-1.47997,0.12264,3.27596
0.191,1,0,0.000000,4.748981,5.702558,1.298376,5.639790,4.777189,6.589770,4.720082,6.885706,-1.48045,0.09444,3.27606
0.192,1,0,0.000000,4.751570,5.702481,1.266753,5.640858,4.777855,6.589650,4.724984,6.887704,-1.47958,0.07556,3.27659
0.193,1,0,0.000000,4.754080,5.702719,1.246600,5.641872,4.778688,6.589392,4.729390,6.889614,-1.48124,0.09125,3.27691
0.194,1,0,0.000000,4.756451,5.703506,1.255650,5.642746,4.779949,6.588782,4.732530,6.891299,-1.47963,0.11782,3.27669
0.195,1,0,0.000000,4.758707,5.704650,1.264700,5.643620,4.781209,6.588173,4.735670,6.892983,-1.48035,0.10600,3.27667
0.196,1,0,0.000000,4.760762,5.706415,1.273750,5.644494,4.782469,6.587564,4.738810,6.894668,-1.47930,0.09238,3.27720
0.197,1,0,0.000000,4.762654,5.708562,1.290734,5.645519,4.783692,6.586984,4.741544,6.896327,-1.47997,0.10147,3.27761
0.198,1,0,0.000000,4.764261,5.711376,1.327917,5.646929,4.784822,6.586480,4.743248,6.897921,-1.48049,0.10482,3.27769
