"Time","67 sinus","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 rFLswoff","57 rFLswon","56 lFLswoff","55 lFLswon","54 rHLswoff","53 rHLswon","52 lHLswoff","51 lHLswon","50 sinus rmp","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
4.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.910385,43.149059,82.655838,36.738605,6.933192,13.117464,6.038039,12.995425,7.240758,16.018551,0,5.514191,11.868196,7.318239,8.935125,8.350095,13.066420,8.354692,12.148072,8.414555,11.509233,8.612645,10.863322,9.274756,12.181732,10.439786,11.397707,10.083672,12.386220,0,-0.01810,0.00286,-0.02117,-0.01246,0.00831,-0.01177,0.00463,0.00266,1.48507,0.09792,3.27681
4.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.080322,42.917812,82.561569,36.982262,6.931210,13.120028,6.035838,13.024982,7.238611,16.010311,0,5.510954,11.850730,7.311780,8.926388,8.368608,13.086394,8.348168,12.127039,8.413642,11.491857,8.610891,10.847998,9.266152,12.173562,10.438054,11.397744,10.077941,12.387200,0,-0.01692,0.00222,-0.02040,-0.01496,0.00905,-0.01197,0.00580,0.00204,1.48239,0.09794,3.27698
4.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.250244,42.686565,82.467300,37.225918,6.929228,13.122590,6.033638,13.054541,7.236463,16.002071,0,5.507717,11.833263,7.305321,8.917650,8.387122,13.106368,8.341645,12.106005,8.412729,11.474480,8.609138,10.832672,9.257548,12.165391,10.436321,11.397781,10.072210,12.388182,0,-0.02635,0.00312,-0.02013,-0.01426,0.00738,-0.01338,0.00544,0.00295,1.48355,0.09825,3.27698
4.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.325958,42.472141,82.338455,37.466324,6.928769,13.126045,6.035515,13.080560,7.235049,15.992566,0,5.505391,11.817859,7.302498,8.908132,8.404495,13.126678,8.335928,12.089047,8.411600,11.458740,8.608482,10.819056,9.249064,12.158358,10.433576,11.397511,10.066752,12.389244,0,-0.01622,0.00360,-0.01927,-0.01552,0.00944,-0.01319,0.00461,0.00218,1.48456,0.09828,3.27700
4.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.175385,42.298122,82.126587,37.698925,6.931965,13.131644,6.047185,13.098083,7.235395,15.980026,0,5.505253,11.807404,7.308409,8.896737,8.419129,13.147791,8.332147,12.081879,8.409954,11.446934,8.610463,10.809542,9.240870,12.154056,10.428396,11.396501,10.061951,12.390501,0,-0.01553,0.00329,-0.01960,-0.01235,0.00810,-0.01159,0.00405,0.00200,1.48422,0.09808,3.27708
4.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.024811,42.124104,81.914711,37.931526,6.935161,13.137244,6.058856,13.115607,7.235741,15.967486,0,5.505116,11.796948,7.314320,8.885343,8.433764,13.168904,8.328366,12.074709,8.408307,11.435127,8.612445,10.800028,9.232676,12.149754,10.423217,11.395490,10.057149,12.391759,0,-0.01888,0.00399,-0.01982,-0.01371,0.00868,-0.01165,0.00480,0.00203,1.48518,0.09814,3.27717
4.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.874237,41.950085,81.702835,38.164127,6.938358,13.142843,6.070527,13.133131,7.236087,15.954947,0,5.504978,11.786494,7.320230,8.873948,8.448398,13.190018,8.324586,12.067540,8.406661,11.423321,8.614426,10.790514,9.224481,12.145452,10.418036,11.394479,10.052347,12.393016,0,-0.02237,0.00301,-0.02134,-0.01191,0.00710,-0.01393,0.00546,0.00153,1.48337,0.09841,3.27733
4.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.741043,41.720436,81.514847,38.425205,6.941197,13.146071,6.081685,13.159887,7.236788,15.942430,0,5.505444,11.776236,7.324289,8.861764,8.453341,13.223559,8.321546,12.059774,8.405244,11.412604,8.615984,10.781537,9.215847,12.140716,10.412356,11.393511,10.047219,12.392799,0,-0.01530,0.00350,-0.02056,-0.01533,0.00948,-0.01247,0.00392,0.00228,1.48412,0.09848,3.27737
4.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.649567,41.357193,81.384209,38.754650,6.943180,13.143607,6.091611,13.208815,7.238342,15.929966,0,5.507357,11.766450,7.323903,8.847681,8.435011,13.286947,8.320283,12.050576,8.404380,11.404504,8.616527,10.773850,9.206157,12.134934,10.405472,11.392644,10.041307,12.389045,0,-0.01613,0.00231,-0.01909,-0.01062,0.00900,-0.01271,0.00444,0.00336,1.48296,0.09834,3.27714
4.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.558105,40.993950,81.253571,39.084095,6.945163,13.141143,6.101537,13.257741,7.239895,15.917502,0,5.509270,11.756664,7.323515,8.833599,8.416680,13.350335,8.319020,12.041378,8.403515,11.396403,8.617069,10.766163,9.196467,12.129153,10.398588,11.391777,10.035396,12.385289,0,-0.01791,0.00327,-0.02010,-0.01515,0.00853,-0.01143,0.00314,0.00245,1.48535,0.09835,3.27706
4.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.466644,40.630711,81.122932,39.413540,6.947146,13.138679,6.111464,13.306668,7.241449,15.905040,0,5.511183,11.746879,7.323128,8.819516,8.398351,13.413722,8.317759,12.032180,8.402650,11.388304,8.617611,10.758476,9.186777,12.123372,10.391704,11.390910,10.029484,12.381535,0,-0.03163,0.00499,-0.01958,-0.01124,0.01130,-0.01049,0.00669,0.00198,1.48406,0.09871,3.27737
4.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.396378,40.200420,81.028419,39.825844,6.948057,13.137987,6.115975,13.360501,7.242299,15.891588,0,5.512156,11.737132,7.322863,8.806960,8.384589,13.485807,8.316982,12.022973,8.401896,11.379800,8.618258,10.749338,9.176616,12.116467,10.384890,11.389910,10.023710,12.378272,0,-0.01368,0.00371,-0.02043,-0.01395,0.00852,-0.01213,0.00470,0.00224,1.48513,0.09870,3.27763
4.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.377014,39.609127,81.020660,40.437115,6.946394,13.141553,6.107483,13.426115,7.241456,15.875766,0,5.510869,11.727478,7.322887,8.798067,8.381800,13.578776,8.317374,12.013747,8.401411,11.370327,8.619157,10.736715,9.165319,12.106865,10.378244,11.388592,10.018267,12.376194,0,-0.01997,0.00306,-0.02080,-0.01773,0.00847,-0.01207,0.00552,0.00289,1.48348,0.09847,3.27778
4.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.357635,39.017830,81.012901,41.048382,6.944731,13.145119,6.098992,13.491729,7.240613,15.859943,0,5.509583,11.717823,7.322913,8.789175,8.379009,13.671745,8.317766,12.004521,8.400926,11.360855,8.620054,10.724092,9.154023,12.097262,10.371598,11.387273,10.012823,12.374115,0,-0.01694,0.00410,-0.02088,-0.01459,0.00882,-0.01318,0.00563,0.00269,1.48525,0.09852,3.27770
4.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.338272,38.426537,81.005142,41.659653,6.943068,13.148684,6.090500,13.557343,7.239771,15.844121,0,5.508296,11.708169,7.322938,8.780282,8.376220,13.764714,8.318159,11.995296,8.400440,11.351382,8.620953,10.711470,9.142727,12.087660,10.364953,11.385954,10.007380,12.372037,0,-0.01768,0.00381,-0.02094,-0.00941,0.00633,-0.01188,0.00476,0.00266,1.48615,0.09882,3.27701
4.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.424438,37.787354,81.013931,42.266380,6.942512,13.151312,6.084562,13.619824,7.239198,15.830997,0,5.506666,11.699492,7.323102,8.772292,8.373560,13.847544,8.318761,11.987400,8.400473,11.342906,8.622831,10.697527,9.131218,12.077175,10.359261,11.386027,10.003044,12.370947,0,-0.01312,0.00367,-0.01948,-0.01407,0.00659,-0.01345,0.00533,0.00250,1.48349,0.09876,3.27663
4.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.764008,37.033169,81.062462,42.862198,6.944617,13.151689,6.084754,13.674786,7.239271,15.824348,0,5.504211,11.693161,7.323598,8.766471,8.371209,13.906022,8.319868,11.982700,8.401750,11.336820,8.627066,10.680416,9.119196,12.064575,10.355859,11.389442,10.001368,12.372231,0,-0.01780,0.00383,-0.01949,-0.01331,0.00750,-0.01324,0.00393,0.00240,1.48444,0.09839,3.27701
4.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.103577,36.278984,81.110992,43.458012,6.946722,13.152066,6.084947,13.729746,7.239343,15.817701,0,5.501757,11.686831,7.324095,8.760649,8.368859,13.964500,8.320975,11.978001,8.403027,11.330734,8.631299,10.663305,9.107174,12.051974,10.352457,11.392858,9.999691,12.373515,0,-0.01760,0.00305,-0.01912,-0.01377,0.00784,-0.01188,0.00515,0.00326,1.48383,0.09860,3.27730
4.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.443146,35.524803,81.159515,44.053829,6.948827,13.152443,6.085140,13.784707,7.239416,15.811053,0,5.499303,11.680500,7.324592,8.754827,8.366509,14.022980,8.322083,11.973301,8.404304,11.324648,8.635533,10.646194,9.095152,12.039373,10.349055,11.396274,9.998013,12.374800,0,-0.01682,0.00465,-0.01968,-0.01355,0.00842,-0.01276,0.00540,0.00199,1.48419,0.09886,3.27738
4.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.745697,34.830463,81.196167,44.589569,6.952017,13.153194,6.083914,13.835379,7.239142,15.802181,0,5.497939,11.671407,7.323818,8.748320,8.365775,14.075643,8.322737,11.966965,8.406663,11.315099,8.639053,10.628785,9.083441,12.026932,10.345154,11.398815,9.994388,12.375948,0,-0.01647,0.00408,-0.01964,-0.01427,0.00797,-0.01447,0.00473,0.00254,1.48484,0.09872,3.27733
4.720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.959351,34.279839,81.204277,44.981041,6.957816,13.154847,6.079284,13.875751,7.238037,15.787969,0,5.499190,11.655677,7.319993,8.740167,8.368920,14.114341,8.322304,11.956697,8.411625,11.297234,8.640859,10.610658,9.072474,12.014870,10.340052,11.399261,9.986081,12.376770,0,-0.01788,0.00474,-0.02088,-0.01523,0.00790,-0.01221,0.00414,0.00382,1.48456,0.09850,3.27694
4.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.172989,33.729214,81.212387,45.372513,6.963614,13.156499,6.074653,13.916124,7.236931,15.773755,0,5.500442,11.639948,7.316167,8.732013,8.372066,14.153039,8.321871,11.946428,8.416586,11.279368,8.642664,10.592530,9.061509,12.002808,10.334949,11.399705,9.977775,12.377592,0,-0.01641,0.00175,-0.01876,-0.01256,0.00864,-0.01218,0.00565,0.00182,1.48412,0.09871,3.27667
4.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.386627,33.178589,81.220497,45.763988,6.969412,13.158151,6.070022,13.956496,7.235825,15.759542,0,5.501693,11.624218,7.312341,8.723860,8.375211,14.191737,8.321438,11.936160,8.421547,11.261503,8.644469,10.574403,9.050544,11.990746,10.329846,11.400150,9.969468,12.378414,0,-0.02092,0.00365,-0.02028,-0.01452,0.00800,-0.01320,0.00556,0.00215,1.48243,0.09877,3.27667
4.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.410187,32.775749,81.224586,46.111248,6.974239,13.159242,6.063058,13.998416,7.235729,15.746046,0,5.501195,11.609868,7.309612,8.717381,8.374493,14.229304,8.321009,11.927853,8.424652,11.247759,8.646663,10.557553,9.041028,11.980086,10.325119,11.401237,9.962392,12.379600,0,-0.01476,0.00312,-0.02065,-0.01304,0.00942,-0.01209,0.00492,0.00162,1.48592,0.09863,3.27672
4.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.977310,32.727791,81.219025,46.352337,6.976736,13.158986,6.050493,14.044051,7.238058,15.734271,0,5.496496,11.598828,7.309516,8.714925,8.364497,14.264156,8.320590,11.924256,8.423300,11.243911,8.649785,10.543769,9.034996,11.972794,10.321293,11.403867,9.958270,12.381657,0,-0.01568,0.00382,-0.02101,-0.01355,0.00648,-0.01306,0.00490,0.00254,1.48395,0.09833,3.27687
4.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.544434,32.679836,81.213463,46.593426,6.979232,13.158731,6.037927,14.089685,7.240387,15.722497,0,5.491796,11.587790,7.309421,8.712468,8.354502,14.299008,8.320172,11.920660,8.421947,11.240062,8.652907,10.529984,9.028963,11.965501,10.317467,11.406497,9.954148,12.383714,0,-0.02565,0.00414,-0.01924,-0.01383,0.01040,-0.01221,0.00401,0.00285,1.48485,0.09827,3.27702
4.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.111557,32.631878,81.207901,46.834518,6.981729,13.158475,6.025361,14.135321,7.242716,15.710722,0,5.487096,11.576750,7.309325,8.710011,8.344506,14.333860,8.319754,11.917064,8.420594,11.236213,8.656030,10.516200,9.022931,11.958208,10.313641,11.409126,9.950027,12.385771,0,-0.01430,0.00404,-0.02026,-0.01339,0.00831,-0.01420,0.00471,0.00239,1.48367,0.09854,3.27717
4.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.678757,32.615322,81.196068,47.073910,6.983788,13.158462,6.012221,14.182047,7.245371,15.698369,0,5.482931,11.566275,7.308850,8.706627,8.332170,14.366717,8.319815,11.911040,8.419231,11.229602,8.658957,10.504900,9.017415,11.951341,10.310600,11.410691,9.945951,12.387126,0,-0.02114,0.00288,-0.02070,-0.01365,0.00834,-0.01154,0.00536,0.00370,1.48433,0.09844,3.27724
4.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.246170,32.674160,81.169182,47.309219,6.984796,13.159031,5.997705,14.231396,7.248806,15.684627,0,5.480047,11.557155,7.307463,8.701011,8.314216,14.394782,8.321030,11.899191,8.417842,11.216356,8.661417,10.499565,9.013141,11.945496,10.309447,11.409698,9.941992,12.386795,0,-0.01828,0.00426,-0.01939,-0.01307,0.00846,-0.01351,0.00464,0.00249,1.48427,0.09809,3.27709
4.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.813599,32.733002,81.142288,47.544533,6.985805,13.159599,5.983189,14.280745,7.252241,15.670884,0,5.477164,11.548034,7.306077,8.695395,8.296260,14.422847,8.322245,11.887342,8.416453,11.203111,8.663877,10.494231,9.008866,11.939651,10.308293,11.408706,9.938032,12.386463,0,-0.01660,0.00405,-0.02187,-0.01477,0.00848,-0.01320,0.00425,0.00238,1.48289,0.09794,3.27700
4.730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.381012,32.791840,81.115402,47.779842,6.986813,13.160168,5.968673,14.330093,7.255676,15.657142,0,5.474280,11.538914,7.304690,8.689778,8.278305,14.450912,8.323460,11.875493,8.415064,11.189865,8.666337,10.488896,9.004591,11.933805,10.307139,11.407713,9.934072,12.386132,0,-0.01761,0.00359,-0.01907,-0.01336,0.00865,-0.01111,0.00505,0.00250,1.48278,0.09828,3.27708
4.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.016342,32.808624,81.069664,48.052174,6.986733,13.161557,5.968930,14.558381,7.258706,15.644653,0,5.472275,11.529248,7.304018,8.684333,8.262566,14.485009,8.323634,11.863763,8.413434,11.177808,8.668165,10.482477,8.999537,11.928091,10.305455,11.407034,9.930904,12.386176,0,-0.01138,0.00406,-0.02098,-0.01403,0.01003,-0.01326,0.00527,0.00204,1.48470,0.09827,3.27713
4.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.814743,32.724415,80.978638,48.413410,6.984042,13.164920,6.004663,15.216369,7.260762,15.635176,0,5.472379,11.518275,7.305061,8.679296,8.252147,14.533593,8.321310,11.852321,8.411225,11.168602,8.668477,10.473453,8.992606,11.922689,10.302498,11.407108,9.929637,12.387121,0,-0.01888,0.00192,-0.01962,-0.01243,0.00735,-0.01093,0.00573,0.00204,1.48434,0.09786,3.27713
4.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.613144,32.640202,80.887619,48.774643,6.981349,13.168282,6.040396,15.874356,7.262818,15.625698,0,5.472483,11.507301,7.306104,8.674260,8.241729,14.582176,8.318986,11.840878,8.409017,11.159397,8.668790,10.464428,8.985677,11.917288,10.299540,11.407184,9.928369,12.388066,0,-0.01900,0.00352,-0.02079,-0.01284,0.00883,-0.01364,0.00629,0.00234,1.48545,0.09787,3.27715
4.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.411545,32.555992,80.796600,49.135880,6.978658,13.171643,6.076130,16.532345,7.264875,15.616220,0,5.472588,11.496328,7.307147,8.669224,8.231310,14.630760,8.316662,11.829435,8.406808,11.150191,8.669102,10.455403,8.978747,11.911886,10.296582,11.407258,9.927101,12.389011,0,-0.01528,0.00327,-0.01977,-0.01240,0.00811,-0.01184,0.00573,0.00208,1.48490,0.09812,3.27723
4.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.156311,32.483917,80.710464,49.492821,6.976534,13.175304,6.089253,16.833899,7.265078,15.604984,0,5.473248,11.484632,7.306688,8.664362,8.228319,14.676570,8.314977,11.818866,8.405427,11.140976,8.670326,10.447397,8.972045,11.906340,10.292533,11.407280,9.924908,12.390040,0,-0.02488,0.00366,-0.02013,-0.01389,0.01441,-0.01235,0.00536,0.00321,1.48382,0.09799,3.27724
4.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.772308,32.440983,80.636063,49.839447,6.975775,13.179683,6.048083,16.279528,7.260832,15.589526,0,5.475246,11.471202,7.302623,8.659916,8.243168,14.715720,8.314822,11.810392,8.406035,11.131739,8.673742,10.441836,8.965888,11.900446,10.285862,11.407174,9.920494,12.391273,0,-0.01867,0.00235,-0.02060,-0.01320,0.00584,-0.01183,0.00403,0.00326,1.48742,0.09779,3.27709
4.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.388306,32.398045,80.561653,50.186077,6.975017,13.184061,6.006913,15.725156,7.256585,15.574068,0,5.477244,11.457771,7.298559,8.655471,8.258016,14.754870,8.314669,11.801919,8.406644,11.122501,8.677158,10.436276,8.959732,11.894552,10.279192,11.407069,9.916080,12.392504,0,-0.01883,0.00363,-0.01957,-0.01521,0.00799,-0.01275,0.00468,0.00381,1.48381,0.09761,3.27704
4.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.004303,32.355110,80.487251,50.532703,6.974257,13.188439,5.965743,15.170785,7.252339,15.558610,0,5.479242,11.444341,7.294494,8.651025,8.272863,14.794021,8.314514,11.793446,8.407252,11.113263,8.680574,10.430716,8.953575,11.888659,10.272522,11.406964,9.911666,12.393736,0,-0.01783,0.00446,-0.02144,-0.01419,0.00853,-0.01211,0.00469,0.00209,1.48312,0.09769,3.27727
4.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.652969,32.308903,80.405647,50.882832,6.972939,13.191660,5.935953,14.794028,7.249660,15.543949,0,5.480376,11.432031,7.292033,8.644124,8.277684,14.884020,8.315045,11.783452,8.407363,11.104692,8.684333,10.423836,8.947998,11.882247,10.267467,11.406977,9.908090,12.394861,0,-0.01787,0.00180,-0.01946,-0.01523,0.00866,-0.01508,0.00397,0.00115,1.48531,0.09782,3.27737
4.740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.380051,32.254833,80.306755,51.241356,6.970279,13.192100,5.933491,14.843789,7.250744,15.531202,0,5.479435,11.422413,7.293423,8.631328,8.258428,15.096124,8.317223,11.769807,8.406280,11.097722,8.688911,10.413787,8.943811,11.874592,10.266288,11.407272,9.906528,12.395729,0,-0.01911,0.00363,-0.01945,-0.01330,0.00878,-0.00945,0.00534,0.00295,1.48414,0.09766,3.27714
4.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.107147,32.200768,80.207855,51.599884,6.967618,13.192539,5.931029,14.893550,7.251828,15.518456,0,5.478494,11.412796,7.294813,8.618531,8.239170,15.308228,8.319399,11.756162,8.405195,11.090752,8.693490,10.403739,8.939626,11.866938,10.265110,11.407568,9.904965,12.396598,0,-0.01634,0.00320,-0.02037,-0.01564,0.00855,-0.01191,0.00507,0.00299,1.48370,0.09732,3.27702
4.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.834244,32.146698,80.108963,51.958408,6.964957,13.192979,5.928567,14.943311,7.252912,15.505710,0,5.477552,11.403178,7.296204,8.605734,8.219913,15.520331,8.321576,11.742517,8.404112,11.083780,8.698069,10.393690,8.935440,11.859282,10.263931,11.407864,9.903403,12.397466,0,-0.02168,0.00338,-0.02032,-0.01546,0.00891,-0.01240,0.00665,0.00274,1.48461,0.09749,3.27717
4.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.610458,32.098614,79.990273,52.312187,6.962123,13.193592,5.928208,14.987119,7.253093,15.494221,0,5.477099,11.391659,7.296904,8.595102,8.206144,15.670801,8.322351,11.728368,8.403794,11.077644,8.704622,10.383928,8.931300,11.851376,10.262663,11.408299,9.901786,12.398305,0,-0.01649,0.00211,-0.02286,-0.01369,0.01030,-0.01283,0.00407,0.00163,1.47879,0.09768,3.27726
4.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.504654,32.064896,79.824074,52.654560,6.958875,13.194620,5.932900,15.016630,7.251108,15.485750,0,5.477820,11.375573,7.295948,8.589667,8.205555,15.673265,8.319757,11.713008,8.405316,11.073510,8.715916,10.374857,8.927270,11.842865,10.261176,11.409072,9.900034,12.399074,0,-0.02115,0.00324,-0.01854,-0.01328,0.00871,-0.01201,0.00424,0.00214,1.48425,0.09757,3.27718
4.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.398849,32.031174,79.657867,52.996933,6.955626,13.195648,5.937591,15.046142,7.249122,15.477280,0,5.478541,11.359488,7.294992,8.584232,8.204966,15.675729,8.317164,11.697647,8.406837,11.069377,8.727210,10.365786,8.923240,11.834353,10.259689,11.409844,9.898282,12.399842,0,-0.01727,0.00398,-0.02040,-0.01507,0.00963,-0.01268,0.00475,0.00224,1.48438,0.09720,3.27704
4.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.293045,31.997456,79.491661,53.339306,6.952378,13.196676,5.942282,15.075654,7.247137,15.468809,0,5.479262,11.343401,7.294036,8.578797,8.204375,15.678192,8.314571,11.682287,8.408360,11.065243,8.738503,10.356714,8.919209,11.825843,10.258203,11.410616,9.896530,12.400611,0,-0.02289,0.00424,-0.01940,-0.01440,0.01077,-0.01170,0.00536,0.00376,1.48450,0.09738,3.27674
4.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.055801,32.059044,79.346176,53.699570,6.950045,13.199225,5.946923,15.107464,7.246616,15.459136,0,5.479386,11.328689,7.293516,8.573273,8.204347,15.690578,8.312948,11.667413,8.411031,11.056230,8.749236,10.346952,8.915135,11.817421,10.256979,11.411442,9.894390,12.401921,0,-0.02407,0.00454,-0.02002,-0.01282,0.01132,-0.01307,0.00551,0.00345,1.48503,0.09761,3.27654
4.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.502914,32.349503,79.250443,54.102806,6.949910,13.205428,5.951443,15.144794,7.249613,15.446578,0,5.478076,11.317272,7.294042,8.567533,8.205664,15.726788,8.313650,11.653705,8.416464,11.035500,8.758620,10.335529,8.910955,11.809216,10.256387,11.412396,9.891319,12.404534,0,-0.01288,0.00392,-0.02117,-0.01438,0.00733,-0.01195,0.00629,0.00173,1.48318,0.09749,3.27662
4.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.950012,32.639961,79.154709,54.506039,6.949774,13.211631,5.955963,15.182124,7.252610,15.434019,0,5.476765,11.305856,7.294569,8.561791,8.206982,15.762998,8.314353,11.639996,8.421896,11.014770,8.768004,10.324106,8.906776,11.801011,10.255795,11.413350,9.888247,12.407146,0,-0.01620,0.00400,-0.01979,-0.01229,0.00833,-0.01258,0.00529,0.00260,1.48334,0.09728,3.27669
4.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.397125,32.930420,79.058975,54.909275,6.949638,13.217834,5.960482,15.219454,7.255608,15.421460,0,5.475455,11.294439,7.295095,8.556051,8.208299,15.799208,8.315056,11.626287,8.427329,10.994039,8.777389,10.312683,8.902596,11.792806,10.255202,11.414305,9.885177,12.409760,0,-0.01485,0.00292,-0.02014,-0.01355,0.00831,-0.01176,0.00489,0.00325,1.48384,0.09723,3.27677
