"Time","67 sinus","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 rFLswoff","57 rFLswon","56 lFLswoff","55 lFLswon","54 rHLswoff","53 rHLswon","52 lHLswoff","51 lHLswon","50 sinus rmp","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.158585,102.218803,97.905487,104.975357,6.625347,14.716807,5.946480,17.377733,7.232705,14.961043,0,5.020942,10.798854,7.399281,13.304363,8.216194,17.535967,8.362699,10.850360,8.744202,10.544102,9.380451,10.922356,8.840475,12.332255,10.063358,13.006917,9.794823,14.084869,0,-0.02013,0.00623,-0.01945,-0.01346,0.00745,-0.01410,0.00563,0.00288,1.48310,0.09794,3.27750
1.603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.387390,103.245369,97.875290,104.966484,6.625884,14.719110,5.945770,17.368080,7.232401,14.951938,0,5.020123,10.790648,7.396325,13.341982,8.215734,17.522148,8.361655,10.842099,8.746245,10.535382,9.378571,10.925752,8.840003,12.336279,10.064100,13.008929,9.794557,14.087811,0,-0.01702,0.00441,-0.02033,-0.01310,0.01340,-0.01144,0.00606,0.00147,1.48127,0.09826,3.27715
1.604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.994980,104.106941,97.839127,105.098106,6.628353,14.722487,5.937827,17.364414,7.232684,14.942754,0,5.015483,10.782771,7.396139,13.371812,8.217017,17.514202,8.363981,10.832210,8.750690,10.523758,9.377906,10.931098,8.839687,12.339530,10.063976,13.012646,9.796231,14.091081,0,-0.01769,0.00399,-0.02001,-0.01411,0.00014,-0.01081,0.00529,-0.00231,1.48251,0.09811,3.27669
1.605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.602562,104.968506,97.802956,105.229729,6.630821,14.725865,5.929884,17.360746,7.232965,14.933571,0,5.010842,10.774894,7.395953,13.401642,8.218301,17.506254,8.366307,10.822320,8.755135,10.512134,9.377242,10.936444,8.839372,12.342781,10.063853,13.016362,9.797906,14.094351,0,-0.01790,0.00299,-0.01963,-0.01298,0.01021,-0.01279,0.00602,0.00356,1.48398,0.09776,3.27632
1.606,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.210152,105.830078,97.766792,105.361343,6.633290,14.729242,5.921941,17.357080,7.233248,14.924387,0,5.006202,10.767016,7.395767,13.431472,8.219584,17.498308,8.368633,10.812429,8.759579,10.500509,9.376577,10.941791,8.839056,12.346031,10.063729,13.020080,9.799581,14.097620,0,-0.01846,0.00502,-0.02029,-0.01290,0.00999,-0.01336,0.00517,0.00238,1.48391,0.09798,3.27617
1.607,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.986717,106.550529,97.679108,105.478569,6.636839,14.733176,5.915962,17.353306,7.234015,14.914437,0,5.004442,10.757796,7.392793,13.459450,8.220448,17.489862,8.368832,10.801828,8.763338,10.490429,9.376288,10.945971,8.838349,12.349085,10.063459,13.023582,9.801529,14.101024,0,-0.01751,0.00462,-0.01959,-0.01341,0.00839,-0.01201,0.00448,0.00366,1.48142,0.09815,3.27615
1.608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.169067,106.932098,97.467720,105.561211,6.642983,14.738448,5.914701,17.349270,7.235946,14.902647,0,5.009597,10.745354,7.383126,13.482982,8.220307,17.480225,8.363921,10.789518,8.765455,10.484056,9.376901,10.947348,8.836706,12.351665,10.062837,13.026574,9.804133,14.104747,0,-0.02242,0.00206,-0.01912,-0.01331,0.00883,-0.01337,0.00592,0.00244,1.48491,0.09800,3.27645
1.609,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.351418,107.313675,97.256340,105.643852,6.649127,14.743720,5.913441,17.345234,7.237877,14.890856,0,5.014753,10.732911,7.373458,13.506513,8.220166,17.470587,8.359011,10.777207,8.767571,10.477685,9.377514,10.948725,8.835063,12.354243,10.062213,13.029566,9.806738,14.108470,0,-0.02003,0.00239,-0.02093,-0.01320,0.00925,-0.01301,0.00463,0.00244,1.48506,0.09782,3.27674
1.610,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.533775,107.695244,97.044952,105.726494,6.655272,14.748991,5.912180,17.341198,7.239809,14.879066,0,5.019909,10.720469,7.363791,13.530045,8.220025,17.460949,8.354099,10.764897,8.769688,10.471313,9.378126,10.950102,8.833420,12.356823,10.061590,13.032557,9.809343,14.112193,0,-0.01859,0.00305,-0.01973,-0.01367,0.01273,-0.01211,0.00452,0.00209,1.48192,0.09805,3.27697
1.611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.594986,108.108879,96.804550,105.758507,6.660591,14.754354,5.910883,17.336468,7.241137,14.869202,0,5.024396,10.710040,7.356226,13.552589,8.220398,17.452520,8.349037,10.753716,8.770237,10.464977,9.379056,10.952826,8.831488,12.360255,10.060635,13.034825,9.811491,14.116352,0,-0.01608,0.00417,-0.02180,-0.01371,0.01176,-0.01313,0.00460,-0.00272,1.48249,0.09818,3.27706
1.612,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.365288,108.599495,96.494469,105.668922,6.663931,14.759934,5.909500,17.330072,7.241015,14.863967,0,5.027278,10.704447,7.353709,13.572767,8.222009,17.446993,8.343610,10.745245,8.767023,10.458725,9.380748,10.958784,8.828860,12.365736,10.058879,13.035355,9.812544,14.121558,0,-0.01564,0.00329,-0.01963,-0.01232,0.00720,-0.01144,0.00518,0.00591,1.48174,0.09817,3.27684
1.613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.135597,109.090111,96.184380,105.579338,6.667271,14.765515,5.908117,17.323677,7.240894,14.858732,0,5.030159,10.698854,7.351192,13.592944,8.223619,17.441465,8.338182,10.736774,8.763809,10.452474,9.382440,10.964742,8.826234,12.371217,10.057124,13.035883,9.813596,14.126763,0,-0.02025,0.00341,-0.02088,-0.01436,0.01034,-0.01226,0.00536,0.00290,1.48333,0.09801,3.27687
1.614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.905899,109.580727,95.874298,105.489761,6.670611,14.771096,5.906734,17.317282,7.240773,14.853497,0,5.033041,10.693261,7.348675,13.613122,8.225228,17.435938,8.332756,10.728304,8.760594,10.446221,9.384131,10.970699,8.823606,12.376698,10.055368,13.036412,9.814649,14.131969,0,-0.01625,0.00309,-0.02071,-0.01259,0.00995,-0.01223,0.00568,0.00031,1.48450,0.09814,3.27756
1.615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.704193,110.112297,95.625031,105.412025,6.672508,14.774723,5.908594,17.308849,7.240201,14.847359,0,5.035235,10.687240,7.344663,13.630239,8.226259,17.429569,8.329088,10.719492,8.758904,10.440014,9.385658,10.977328,8.821709,12.382253,10.054538,13.037207,9.815907,14.135853,0,-0.01737,0.00334,-0.01942,-0.01351,0.00865,-0.01105,0.00539,-0.00218,1.48484,0.09841,3.27791
1.616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.569710,110.742233,95.521797,105.362747,6.670938,14.773658,5.918238,17.295525,7.238550,14.839050,0,5.035777,10.680189,7.337059,13.640011,8.225899,17.421183,8.329648,10.709861,8.760868,10.433914,9.386792,10.985568,8.821565,12.387984,10.055926,13.038640,9.817658,14.136561,0,-0.01783,0.00436,-0.01940,-0.01237,0.00820,-0.01235,0.00493,0.00108,1.48325,0.09840,3.27746
1.617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.435219,111.372162,95.418564,105.313469,6.669368,14.772593,5.927883,17.282202,7.236897,14.830742,0,5.036318,10.673139,7.329455,13.649781,8.225537,17.412796,8.330207,10.700230,8.762833,10.427814,9.387926,10.993809,8.821420,12.393715,10.057315,13.040073,9.819410,14.137270,0,-0.01429,0.00393,-0.02039,-0.01322,0.00821,-0.01253,0.00551,0.00305,1.48306,0.09808,3.27711
1.618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.300728,112.002090,95.315331,105.264191,6.667798,14.771527,5.937527,17.268877,7.235246,14.822433,0,5.036860,10.666088,7.321851,13.659553,8.225177,17.404408,8.330767,10.690599,8.764797,10.421714,9.389060,11.002048,8.821276,12.399446,10.058703,13.041508,9.821162,14.137979,0,-0.02116,0.00277,-0.01920,-0.01358,0.00792,-0.01141,0.00576,0.00253,1.48344,0.09824,3.27703
1.619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.235039,112.606430,95.256897,105.228638,6.667459,14.771589,5.944426,17.256670,7.234930,14.815273,0,5.035801,10.659032,7.315123,13.664815,8.224852,17.397478,8.330605,10.680116,8.766116,10.415257,9.389625,11.008888,8.821453,12.404316,10.060209,13.043534,9.823153,14.140321,0,-0.01876,0.00341,-0.01904,-0.01348,0.00939,-0.01255,0.00480,0.00199,1.48250,0.09839,3.27702
1.620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105.334557,113.149307,95.306061,105.226028,6.670077,14.774360,5.944732,17.247150,7.237823,14.810873,0,5.030899,10.651963,7.310498,13.659252,8.224611,17.394043,8.328709,10.667586,8.765882,10.407944,9.388823,11.012364,8.822403,12.407113,10.061997,13.046986,9.825716,14.146585,0,-0.01340,0.00329,-0.02011,-0.01336,0.00854,-0.01314,0.00485,0.00209,1.48262,0.09831,3.27717
1.621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.434074,113.692177,95.355225,105.223419,6.672695,14.777130,5.945037,17.237629,7.240716,14.806473,0,5.025997,10.644894,7.305874,13.653690,8.224371,17.390608,8.326813,10.655057,8.765647,10.400631,9.388021,11.015841,8.823352,12.409911,10.063786,13.050436,9.828279,14.152848,0,-0.01830,0.00350,-0.02020,-0.01339,0.00877,-0.01290,0.00680,0.00234,1.48450,0.09800,3.27715
1.622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.533592,114.235054,95.404388,105.220810,6.675313,14.779901,5.945343,17.228107,7.243609,14.802073,0,5.021094,10.637825,7.301250,13.648128,8.224132,17.387173,8.324917,10.642528,8.765412,10.393318,9.387218,11.019317,8.824302,12.412709,10.065573,13.053887,9.830842,14.159112,0,-0.01718,0.00245,-0.02127,-0.01407,0.00845,-0.01289,0.00502,0.00294,1.48185,0.09821,3.27669
1.623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.701355,114.778648,95.432655,105.198692,6.676540,14.782164,5.948823,17.216494,7.246666,14.797035,0,5.017826,10.630384,7.297587,13.639208,8.223120,17.383635,8.323462,10.630595,8.765624,10.386367,9.386244,11.021907,8.825119,12.415400,10.067044,13.056614,9.832624,14.164248,0,-0.01830,0.00414,-0.02047,-0.01449,0.01619,-0.01222,0.00600,0.00162,1.48139,0.09848,3.27645
1.624,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.033012,115.323982,95.410744,105.129723,6.674430,14.783207,5.959931,17.199852,7.250119,14.790469,0,5.018479,10.622052,7.296234,13.622227,8.220257,17.379848,8.323062,10.620095,8.766909,10.380286,9.384853,11.022369,8.825617,12.417831,10.067756,13.057602,9.832530,14.166676,0,-0.01672,0.00236,-0.02032,-0.01324,0.00815,-0.01308,0.00607,0.00143,1.48320,0.09826,3.27676
1.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.364662,115.869308,95.388832,105.060753,6.672320,14.784250,5.971038,17.183212,7.253572,14.783904,0,5.019133,10.613720,7.294880,13.605246,8.217394,17.376062,8.322663,10.609595,8.768192,10.374206,9.383464,11.022833,8.826116,12.420263,10.068467,13.058589,9.832436,14.169103,0,-0.02056,0.00365,-0.02028,-0.01354,0.00939,-0.01110,0.00629,-0.00325,1.48505,0.09802,3.27696
1.626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.696320,116.414635,95.366920,104.991776,6.670210,14.785294,5.982145,17.166571,7.257024,14.777338,0,5.019787,10.605388,7.293527,13.588264,8.214531,17.372276,8.322264,10.599095,8.769477,10.368125,9.382074,11.023295,8.826613,12.422696,10.069179,13.059576,9.832342,14.171530,0,-0.01724,0.00137,-0.02113,-0.01350,0.00843,-0.01272,0.00528,0.00388,1.48258,0.09829,3.27688
1.627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.066040,116.971848,95.325462,104.917961,6.669637,14.785027,5.990516,17.147274,7.260080,14.774688,0,5.018923,10.596672,7.292030,13.573383,8.211810,17.369139,8.322869,10.588778,8.773068,10.363404,9.381285,11.024713,8.826781,12.425662,10.069809,13.061328,9.832244,14.174692,0,-0.01947,0.00340,-0.01965,-0.01214,0.00836,-0.01227,0.00500,0.00239,1.48334,0.09839,3.27698
1.628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.527168,117.557602,95.237091,104.832520,6.672754,14.781614,5.992315,17.121597,7.262184,14.781438,0,5.014415,10.587036,7.290188,13.563546,8.209427,17.367561,8.325886,10.578903,8.782198,10.361949,9.381936,11.028419,8.826154,12.429913,10.070243,13.064917,9.832136,14.179620,0,-0.01746,0.00706,-0.02037,-0.01516,0.00860,-0.01266,0.00558,0.00284,1.48204,0.09833,3.27751
1.629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.988304,118.143356,95.148712,104.747070,6.675872,14.778202,5.994115,17.095921,7.264287,14.788188,0,5.009906,10.577400,7.288347,13.553709,8.207045,17.365982,8.328902,10.569027,8.791328,10.360495,9.382587,11.032125,8.825527,12.434163,10.070678,13.068505,9.832029,14.184547,0,-0.02052,0.00953,-0.02057,-0.01351,0.00784,-0.01184,0.00563,0.00245,1.48135,0.09804,3.27763
1.630,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.449432,118.729103,95.060341,104.661621,6.678989,14.774790,5.995914,17.070242,7.266390,14.794938,0,5.005398,10.567764,7.286505,13.543872,8.204662,17.364405,8.331920,10.559151,8.800459,10.359040,9.383239,11.035832,8.824900,12.438414,10.071112,13.072093,9.831922,14.189474,0,-0.01703,0.00279,-0.02017,-0.01308,0.00845,-0.01292,0.00527,0.00331,1.48234,0.09799,3.27672
1.631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.908409,119.278770,94.902321,104.522453,6.682981,14.773564,5.997952,17.050392,7.271665,14.803932,0,5.000748,10.558585,7.287096,13.536945,8.203142,17.361898,8.333930,10.549438,8.808413,10.357474,9.383335,11.039937,8.823822,12.443265,10.070992,13.075938,9.831356,14.193597,0,-0.01992,0.00383,-0.01960,-0.01406,0.00853,-0.01282,0.00609,0.00285,1.48082,0.09814,3.27637
1.632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.362221,119.741768,94.577072,104.254288,6.689074,14.777588,6.000564,17.044535,7.284555,14.818317,0,4.995757,10.550504,7.293525,13.537007,8.203692,17.357159,8.333525,10.540117,8.813543,10.355639,9.382099,11.044999,8.821660,12.449557,10.069537,13.080398,9.829690,14.195785,0,-0.01800,0.00288,-0.01957,-0.01317,0.00715,-0.01256,0.00492,0.00320,1.48442,0.09819,3.27744
1.633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.816025,120.204765,94.251823,103.986122,6.695167,14.781612,6.003176,17.038677,7.297445,14.832702,0,4.990767,10.542421,7.299955,13.537069,8.204243,17.352421,8.333120,10.530796,8.818673,10.353806,9.380862,11.050060,8.819499,12.455850,10.068083,13.084857,9.828023,14.197973,0,-0.01905,0.00443,-0.02035,-0.01301,0.01072,-0.01303,0.00686,0.00224,1.48683,0.09785,3.27820
1.634,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.269829,120.667763,93.926575,103.717949,6.701259,14.785636,6.005787,17.032818,7.310336,14.847086,0,4.985776,10.534340,7.306385,13.537130,8.204793,17.347683,8.332715,10.521475,8.823803,10.351972,9.379626,11.055122,8.817337,12.462143,10.066628,13.089316,9.826357,14.200161,0,-0.01752,0.00378,-0.02012,-0.01299,0.00664,-0.01170,0.00461,0.00259,1.48279,0.09785,3.27820
1.635,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.742645,121.257706,93.550591,103.361137,6.706864,14.790195,6.008230,17.024313,7.317066,14.862002,0,4.978480,10.526875,7.310262,13.534237,8.205253,17.338881,8.334342,10.511388,8.828873,10.350319,9.379328,11.061506,8.814349,12.469938,10.065349,13.093699,9.824455,14.202858,0,-0.01385,0.00381,-0.02022,-0.01405,0.00715,-0.01094,0.00480,0.00218,1.47797,0.09818,3.27800
1.636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.261116,122.152496,93.052788,102.791466,6.711296,14.796039,6.010268,17.009447,7.309005,14.878197,0,4.965647,10.520893,7.308011,13.524245,8.205493,17.320318,8.340849,10.499460,8.833797,10.349104,9.381279,11.071065,8.809377,12.481342,10.064490,13.097901,9.821990,14.206778,0,-0.02055,0.00296,-0.01945,-0.01384,0.00139,-0.01139,0.00632,0.00295,1.48249,0.09815,3.27732
1.637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.779579,123.047279,92.554993,102.221786,6.715728,14.801882,6.012306,16.994581,7.300943,14.894391,0,4.952813,10.514912,7.305759,13.514254,8.205734,17.301756,8.347356,10.487532,8.838720,10.347889,9.383230,11.080624,8.804404,12.492747,10.063632,13.102102,9.819524,14.210697,0,-0.01321,0.00320,-0.01986,-0.01257,0.00844,-0.01217,0.00578,0.00245,1.48222,0.09794,3.27700
1.638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.298050,123.942070,92.057190,101.652107,6.720160,14.807725,6.014344,16.979715,7.292882,14.910585,0,4.939980,10.508929,7.303508,13.504262,8.205975,17.283194,8.353863,10.475604,8.843644,10.346674,9.385181,11.090183,8.799432,12.504151,10.062774,13.106304,9.817059,14.214617,0,-0.01839,0.00938,-0.02202,-0.01359,0.00914,-0.01337,0.00488,0.00240,1.48400,0.09801,3.27761
1.639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.775116,125.071419,91.592697,101.059570,6.721935,14.809923,6.015332,16.968063,7.285134,14.936354,0,4.930453,10.503316,7.302695,13.493347,8.206224,17.265524,8.360558,10.463281,8.848209,10.346473,9.382935,11.100775,8.793553,12.518311,10.061522,13.110642,9.814776,14.217795,0,-0.01728,0.00662,-0.01945,-0.01408,0.00799,-0.01177,0.00607,0.00371,1.48143,0.09821,3.27785
1.640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.152756,126.764030,91.208183,100.412125,6.717327,14.803366,6.013799,16.964127,7.278137,14.985112,0,4.928868,10.498589,7.305336,13.480218,8.206497,17.250000,8.367702,10.450007,8.851912,10.348704,9.370606,11.113849,8.785500,12.539084,10.059325,13.115312,9.812935,14.219196,0,-0.01772,0.00324,-0.02032,-0.01324,0.00981,-0.01263,0.00400,0.00010,1.48439,0.09803,3.27716
1.641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.530403,128.456650,90.823669,99.764679,6.712719,14.796808,6.012267,16.960190,7.271141,15.033871,0,4.927283,10.493860,7.307976,13.467089,8.206770,17.234476,8.374846,10.436735,8.855616,10.350935,9.358277,11.126923,8.777446,12.559858,10.057129,13.119981,9.811093,14.220596,0,-0.01821,0.00300,-0.02080,-0.01240,0.01125,-0.01433,0.00710,0.00245,1.48311,0.09779,3.27669
1.642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.908051,130.149261,90.439156,99.117233,6.708111,14.790251,6.010734,16.956253,7.264144,15.082629,0,4.925698,10.489133,7.310617,13.453959,8.207042,17.218952,8.381990,10.423462,8.859319,10.353167,9.345949,11.139997,8.769391,12.580632,10.054933,13.124650,9.809252,14.221997,0,-0.01821,0.00425,-0.02159,-0.01300,0.00847,-0.01112,0.00322,0.00382,1.48137,0.09770,3.27677
1.643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.338753,131.739120,90.121315,98.549911,6.704819,14.788533,6.009865,16.949997,7.255664,15.134840,0,4.923645,10.482360,7.313317,13.442106,8.207185,17.205675,8.389211,10.410339,8.864634,10.355892,9.333496,11.156544,8.762178,12.599823,10.053427,13.129617,9.807380,14.224184,0,-0.01784,0.00469,-0.02063,-0.01302,0.00820,-0.01204,0.00595,0.00360,1.48246,0.09779,3.27678
1.644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.896881,133.082291,89.963593,98.174995,6.704683,14.798436,6.010588,16.938171,7.243623,15.195341,0,4.920466,10.470675,7.316161,13.433321,8.207015,17.197794,8.396612,10.397578,8.873821,10.359806,9.320746,11.181430,8.756987,12.615211,10.053579,13.135298,9.805435,14.228256,0,-0.01449,0.00256,-0.02026,-0.01347,0.00902,-0.01219,0.00621,0.00031,1.48555,0.09793,3.27663
1.645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.455002,134.425446,89.805870,97.800087,6.704548,14.808339,6.011311,16.926344,7.231582,15.255843,0,4.917288,10.458991,7.319004,13.424535,8.206846,17.189913,8.404015,10.384818,8.883008,10.363719,9.307997,11.206315,8.751795,12.630598,10.053732,13.140980,9.803490,14.232329,0,-0.01823,0.00465,-0.02025,-0.01333,0.00925,-0.01203,0.00417,-0.00113,1.48458,0.09773,3.27663
1.646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.013123,135.768616,89.648148,97.425171,6.704412,14.818243,6.012033,16.914518,7.219542,15.316345,0,4.914110,10.447307,7.321847,13.415749,8.206676,17.182030,8.411416,10.372057,8.892196,10.367633,9.295247,11.231201,8.746603,12.645987,10.053885,13.146661,9.801545,14.236403,0,-0.01706,0.00530,-0.01995,-0.01393,0.00732,-0.01181,0.00475,0.00351,1.48337,0.09744,3.27701
1.647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.651314,136.920120,89.451141,97.065414,6.704516,14.826571,6.012635,16.902225,7.210720,15.374890,0,4.910495,10.438318,7.322802,13.405647,8.205390,17.174749,8.417275,10.359799,8.900163,10.370942,9.284365,11.249510,8.741874,12.659079,10.053414,13.151790,9.799523,14.240483,0,-0.01848,0.00155,-0.01974,-0.01388,0.00864,-0.01271,0.00438,0.00280,1.48035,0.09773,3.27717
1.648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.481789,137.611359,89.159798,96.742043,6.705196,14.831117,6.012947,16.888815,7.209629,15.428736,0,4.905833,10.435805,7.319221,13.392388,8.201421,17.168907,8.419428,10.348749,8.905202,10.372802,9.277968,11.252024,8.738254,12.666661,10.051449,13.155590,9.797316,14.244584,0,-0.01757,0.00311,-0.02083,-0.01353,0.00867,-0.01260,0.00399,0.00279,1.48461,0.09793,3.27679
1.649,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.312256,138.302597,88.868454,96.418671,6.705876,14.835663,6.013258,16.875404,7.208538,15.482581,0,4.901171,10.433292,7.315640,13.379128,8.197452,17.163067,8.421580,10.337700,8.910241,10.374661,9.271572,11.254538,8.734634,12.674243,10.049484,13.159390,9.795109,14.248685,0,-0.01536,0.00222,-0.02130,-0.01434,0.00928,-0.01249,0.00599,0.00284,1.48154,0.09782,3.27663
1.650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.142731,138.993835,88.577110,96.095299,6.706556,14.840209,6.013570,16.861996,7.207447,15.536427,0,4.896509,10.430779,7.312059,13.365870,8.193482,17.157225,8.423733,10.326651,8.915280,10.376520,9.265176,11.257051,8.731014,12.681825,10.047519,13.163191,9.792901,14.252785,0,-0.01650,0.00395,-0.02067,-0.01291,0.00795,-0.01117,0.00453,0.00041,1.48004,0.09755,3.27701
1.651,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.973396,139.593658,88.170593,95.723816,6.705885,14.844805,6.013370,16.850927,7.203963,15.587724,0,4.893257,10.429238,7.308986,13.354488,8.191163,17.151340,8.425745,10.316070,8.920056,10.378961,9.259568,11.262228,8.726394,12.692141,10.045334,13.167220,9.790922,14.257008,0,-0.01683,0.00363,-0.02051,-0.01380,0.00925,-0.01283,0.00601,0.00301,1.48289,0.09791,3.27726
1.652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.804520,139.973923,87.487511,95.236794,6.701970,14.849524,6.011941,16.845486,7.194732,15.632901,0,4.893392,10.430028,7.307132,13.347619,8.192804,17.145355,8.427423,10.306613,8.924199,10.382793,9.255855,11.273800,8.719372,12.709023,10.042624,13.171796,9.789493,14.261521,0,-0.01789,0.00315,-0.01909,-0.01370,0.00678,-0.01252,0.00447,0.00335,1.48320,0.09804,3.27718
