"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform","2 Trdml"
1.102,1,1,8.947646,4.691936,5.802637,3.591897,5.116084,3.787413,3.396395,1.29830,0.09976
1.103,1,1,8.919383,4.702043,5.819644,3.592321,5.125016,3.788366,3.396260,1.28745,0.09925
1.104,1,1,8.888115,4.712209,5.836726,3.592746,5.133945,3.789347,3.396119,1.27290,0.09892
1.105,1,1,8.856848,4.722376,5.854798,3.593163,5.142135,3.790327,3.395979,1.25845,0.09900
1.106,1,1,8.825580,4.732543,5.872876,3.593579,5.150320,3.791308,3.395838,1.24447,0.09883
1.107,1,1,8.767989,4.741979,5.878948,3.593869,5.157485,3.792198,3.395535,1.23429,0.09852
1.108,1,1,8.707858,4.751345,5.884948,3.594159,5.164643,3.793080,3.395217,1.21623,0.09823
1.109,1,1,8.647727,4.760712,5.880429,3.594434,5.170706,3.793962,3.394898,1.19137,0.09822
1.110,1,1,8.587596,4.770078,5.875846,3.594707,5.176762,3.794843,3.394579,1.16891,0.09836
1.111,1,1,8.502439,4.778745,5.867228,3.595116,5.181762,3.795746,3.394647,1.15917,0.09827
1.112,1,1,8.414867,4.787345,5.858586,3.595525,5.186755,3.796651,3.394753,1.14007,0.09792
1.113,1,1,8.327295,4.795945,5.856492,3.596110,5.190639,3.797556,3.394858,1.11827,0.09791
1.114,1,1,8.239724,4.804545,5.854437,3.596697,5.194518,3.798461,3.394963,1.10411,0.09818
1.115,1,1,8.119881,4.812461,5.865531,3.597452,5.197216,3.799499,3.395463,1.08626,0.09814
1.116,1,1,7.996924,4.820312,5.876706,3.598209,5.199907,3.800549,3.396002,1.05117,0.09770
1.117,1,1,7.873967,4.828162,5.884385,3.599036,5.201468,3.801600,3.396541,1.03250,0.09789
1.118,1,1,7.751010,4.836013,5.892043,3.599863,5.203023,3.802650,3.397079,1.01348,0.09818
1.119,1,1,7.595953,4.843628,5.879786,3.600689,5.203608,3.804067,3.397481,0.99230,0.09809
1.120,1,1,7.437800,4.851221,5.867408,3.601514,5.204187,3.805519,3.397869,0.97568,0.09791
1.121,1,1,7.279647,4.858813,5.849445,3.602513,5.203936,3.806970,3.398258,0.95558,0.09824
1.122,1,1,7.121493,4.866405,5.831449,3.603513,5.203680,3.808422,3.398646,0.93620,0.09843
1.123,1,1,6.936210,4.873776,5.825722,3.604777,5.202579,3.809880,3.399333,0.89834,0.09843
1.124,1,1,6.748309,4.881125,5.820070,3.606042,5.201473,3.811338,3.400049,0.87511,0.09862
1.125,1,1,6.560408,4.888474,5.821170,3.606981,5.199364,3.812796,3.400765,0.85197,0.09893
1.126,1,1,6.372507,4.895823,5.822311,3.607918,5.197248,3.814255,3.401480,0.83124,0.09912
1.127,1,1,6.155131,4.902344,5.820365,3.608353,5.193949,3.816462,3.402329,0.81137,0.09905
1.128,1,1,5.934912,4.908785,5.818401,3.608785,5.190643,3.818742,3.403190,0.78690,0.09927
1.129,1,1,5.714693,4.915226,5.813838,3.611304,5.186075,3.821022,3.404051,0.76746,0.09960
1.130,1,1,5.494473,4.921668,5.809260,3.613835,5.181499,3.823302,3.404912,0.72260,0.09962
1.131,1,1,5.248820,4.926992,5.805272,3.620479,5.175646,3.835066,3.405650,0.69851,0.09966
1.132,1,1,5.000713,4.932209,5.801287,3.627148,5.169786,3.847744,3.406375,0.67433,0.10006
1.133,1,1,4.752607,4.937426,5.800082,3.633886,5.162617,3.860422,3.407100,0.65170,0.10028
1.134,1,1,4.504500,4.942642,5.798893,3.640625,5.155440,3.873101,3.407825,0.63083,0.10026
1.135,1,1,4.223277,4.947069,5.801040,3.643054,5.147000,3.876961,3.407113,0.61013,0.10079
1.136,1,1,3.938859,4.951419,5.803206,3.645458,5.138553,3.879970,3.406262,0.58315,0.10104
1.137,1,1,3.654440,4.955770,5.803153,3.645422,5.129052,3.882980,3.405411,0.53682,0.10098
1.138,1,1,3.370022,4.960120,5.803085,3.645373,5.119545,3.885989,3.404561,0.51185,0.10147
1.139,1,1,3.075386,4.963768,5.795870,3.645872,5.109380,3.888687,3.403563,0.48529,0.10174
1.140,1,1,2.779764,4.967349,5.788611,3.646375,5.099212,3.891355,3.402551,0.45915,0.10158
1.141,1,1,2.484143,4.970929,5.779931,3.647476,5.088812,3.894023,3.401539,0.43547,0.10185
1.142,1,1,2.188521,4.974510,5.771242,3.648582,5.078410,3.896691,3.400527,0.41489,0.10200
1.143,1,1,1.904408,4.977507,5.767996,3.649674,5.067924,3.899298,3.400203,0.36501,0.10175
1.144,1,1,1.621405,4.980449,5.764783,3.650767,5.057437,3.901899,3.399946,0.33629,0.10159
1.145,1,1,1.338402,4.983390,5.765399,3.652005,5.046699,3.904500,3.399689,0.31150,0.10166
1.146,1,1,1.055399,4.986331,5.766037,3.653244,5.035959,3.907102,3.399432,0.28623,0.10159
1.147,1,1,0.801386,4.987079,5.767005,3.654916,5.024850,3.909967,3.400156,0.25919,0.10105
1.148,1,1,0.550169,4.987615,5.767976,3.656591,5.013739,3.912858,3.400974,0.23377,0.10112
1.149,1,1,0.298953,4.988150,5.768105,3.658596,5.002470,3.915749,3.401791,0.20985,0.10129
1.150,1,1,0.047737,4.988686,5.768228,3.660603,4.991200,3.918640,3.402609,0.15835,0.10095
1.151,1,1,-0.163002,4.987564,5.767015,3.662708,4.979989,3.921676,3.403518,0.13074,0.10064
1.152,1,1,-0.369835,4.986281,5.765795,3.664813,4.968777,3.924726,3.404435,0.10476,0.10081
1.153,1,1,-0.576668,4.984999,5.762845,3.666696,4.957499,3.927776,3.405353,0.07922,0.10062
1.154,1,1,-0.783501,4.983717,5.759883,3.668577,4.946220,3.930826,3.406270,0.05817,0.10024
1.155,1,1,-0.971252,4.980928,5.755156,3.669979,4.934690,3.933544,3.406124,0.02540,0.10021
1.156,1,1,-1.157161,4.977994,5.750417,3.671378,4.923157,3.936230,3.405874,-0.01998,0.10032
1.157,1,1,-1.343070,4.975060,5.745365,3.672445,4.911488,3.938916,3.405625,-0.05054,0.10019
1.158,1,1,-1.528980,4.972126,5.740311,3.673509,4.899818,3.941602,3.405375,-0.07522,0.09989
1.159,1,1,-1.698971,4.968666,5.736315,3.674446,4.888209,3.944240,3.404496,-0.10090,0.09999
1.160,1,1,-1.867426,4.965156,5.732327,3.675383,4.876600,3.946873,3.403556,-0.12575,0.10018
1.161,1,1,-2.035881,4.961645,5.728508,3.676154,4.865009,3.949507,3.402616,-0.15199,0.10015
1.162,1,1,-2.204336,4.958135,5.724691,3.676925,4.853419,3.952140,3.401676,-0.19810,0.09986
1.163,1,1,-2.371693,4.954309,5.719995,3.677430,4.841736,3.954454,3.400101,-0.22699,0.10006
1.164,1,1,-2.538944,4.950454,5.715292,3.677934,4.830053,3.956738,3.398464,-0.25687,0.10020
1.165,1,1,-2.706194,4.946598,5.710833,3.678107,4.818352,3.959022,3.396828,-0.28149,0.09995
1.166,1,1,-2.873445,4.942742,5.706374,3.678278,4.806650,3.961306,3.395192,-0.30728,0.09981
1.167,1,1,-3.039232,4.939040,5.703643,3.678083,4.795022,3.963161,3.392742,-0.33187,0.10011
1.168,1,1,-3.204879,4.935353,5.700922,3.677887,4.783394,3.964975,3.390214,-0.35700,0.10009
1.169,1,1,-3.370525,4.931666,5.700285,3.677395,4.771742,3.966789,3.387686,-0.40599,0.09970
1.170,1,1,-3.536171,4.927979,5.699660,3.676902,4.760089,3.968603,3.385157,-0.43093,0.09990
1.171,1,1,-3.695777,4.923718,5.700626,3.676155,4.748333,3.970000,3.381858,-0.45770,0.10022
1.172,1,1,-3.854800,4.919403,5.701601,3.675407,4.736578,3.971357,3.378485,-0.48102,0.09996
1.173,1,1,-4.013823,4.915087,5.701269,3.674182,4.724896,3.972715,3.375112,-0.50667,0.09981
1.174,1,1,-4.172845,4.910771,5.700930,3.672954,4.713215,3.974072,3.371739,-0.53027,0.10004
1.175,1,1,-4.321931,4.906793,5.696699,3.671046,4.701934,3.974478,3.367217,-0.57534,0.09995
1.176,1,1,-4.470059,4.902847,5.692444,3.669133,4.690656,3.974793,3.362584,-0.60287,0.09960
1.177,1,1,-4.618186,4.898901,5.686194,3.666767,4.679996,3.975108,3.357950,-0.62481,0.09952
1.178,1,1,-4.766314,4.894955,5.679934,3.664398,4.669339,3.975423,3.353317,-0.65098,0.09969
1.179,1,1,-4.885889,4.890900,5.674396,3.661866,4.659356,3.974997,3.348609,-0.67161,0.09966
1.180,1,1,-5.002709,4.886835,5.668862,3.659334,4.649378,3.974500,3.343893,-0.69587,0.09939
1.181,1,1,-5.119529,4.882770,5.664745,3.656666,4.640057,3.974003,3.339177,-0.73935,0.09938
1.182,1,1,-5.236349,4.878704,5.660637,3.653996,4.630741,3.973505,3.334462,-0.76282,0.09969
1.183,1,1,-5.336963,4.874836,5.657761,3.651154,4.621937,3.972500,3.329663,-0.78199,0.09964
1.184,1,1,-5.436014,4.870988,5.654893,3.648311,4.613137,3.971445,3.324855,-0.80703,0.09936
1.185,1,1,-5.535064,4.867140,5.651702,3.645307,4.604567,3.970391,3.320048,-0.82878,0.09955
1.186,1,1,-5.634115,4.863291,5.648510,3.642302,4.595999,3.969336,3.315241,-0.84815,0.09976
1.187,1,1,-5.724515,4.858710,5.643797,3.639160,4.587273,3.967618,3.310590,-0.89194,0.09965
1.188,1,1,-5.814081,4.854059,5.639075,3.636017,4.578547,3.965834,3.305955,-0.91258,0.09934
1.189,1,1,-5.903647,4.849407,5.635007,3.632752,4.569257,3.964051,3.301319,-0.93764,0.09954
1.190,1,1,-5.993213,4.844755,5.630943,3.629486,4.559965,3.962268,3.296683,-0.95078,0.09966
1.191,1,1,-6.094790,4.838832,5.629979,3.626108,4.549680,3.959909,3.292220,-0.97093,0.09928
1.192,1,1,-6.197526,4.832786,5.629034,3.622730,4.539389,3.957494,3.287774,-0.98997,0.09935
1.193,1,1,-6.300262,4.826739,5.630552,3.619256,4.527709,3.955079,3.283328,-1.03747,0.09967
1.194,1,1,-6.402998,4.820693,5.632085,3.615780,4.516022,3.952664,3.278881,-1.04609,0.09963
1.195,1,1,-6.532570,4.813169,5.634448,3.612211,4.502907,3.950158,3.274126,-1.06225,0.09944
1.196,1,1,-6.664731,4.805502,5.636816,3.608641,4.489784,3.947643,3.269341,-1.08307,0.09969
1.197,1,1,-6.796892,4.797835,5.637813,3.604924,4.475621,3.945128,3.264556,-1.09846,0.09979
1.198,1,1,-6.929053,4.790169,5.638801,3.601206,4.461451,3.942613,3.259770,-1.11431,0.09965
1.199,1,1,-7.069170,4.782029,5.636644,3.597307,4.446739,3.939822,3.254754,-1.13515,0.09951
1.200,1,1,-7.210056,4.773844,5.634470,3.593408,4.432024,3.937005,3.249715,-1.16663,0.09949
1.201,1,1,-7.350941,4.765658,5.630051,3.589456,4.417037,3.934187,3.244677,-1.18392,0.09949
1.202,1,1,-7.491827,4.757473,5.625618,3.585503,4.402048,3.931370,3.239638,-1.19923,0.09922
1.203,1,1,-7.625709,4.748764,5.620582,3.581627,4.386993,3.928514,3.234729,-1.21302,0.09883
1.204,1,1,-7.758915,4.740003,5.615542,3.577752,4.371938,3.925655,3.229833,-1.22766,0.09885
1.205,1,1,-7.892122,4.731243,5.611485,3.573873,4.357231,3.922796,3.224936,-1.24120,0.09902
1.206,1,1,-8.025328,4.722482,5.607434,3.569993,4.342526,3.919937,3.220040,-1.26903,0.09886
1.207,1,1,-8.120345,4.713496,5.605590,3.566058,4.328623,3.917365,3.215043,-1.28356,0.09862
1.208,1,1,-8.211677,4.704487,5.603760,3.562123,4.314725,3.914822,3.210036,-1.29630,0.09899
1.209,1,1,-8.303008,4.695479,5.603813,3.558481,4.301851,3.912278,3.205029,-1.30952,0.09916
1.210,1,1,-8.394340,4.686471,5.603877,3.554840,4.288984,3.909734,3.200022,-1.32039,0.09886
1.211,1,1,-8.449690,4.677491,5.604908,3.551418,4.277054,3.905244,3.195343,-1.33325,0.09893
1.212,1,1,-8.501569,4.668513,5.605946,3.547997,4.265131,3.900565,3.190696,-1.35312,0.09921
1.213,1,1,-8.553447,4.659535,5.606354,3.542300,4.253955,3.895887,3.186049,-1.36412,0.09910
1.214,1,1,-8.605326,4.650558,5.606758,3.536588,4.242785,3.891208,3.181402,-1.37101,0.09877
1.215,1,1,-8.621055,4.641045,5.605633,3.526729,4.232295,3.876354,3.177314,-1.38174,0.09889
1.216,1,1,-8.633296,4.631480,5.604499,3.516845,4.221809,3.860519,3.173280,-1.39353,0.09901
1.217,1,1,-8.645537,4.621915,5.604967,3.506858,4.212122,3.844683,3.169246,-1.39886,0.09901
1.218,1,1,-8.657779,4.612350,5.605444,3.496872,4.202441,3.828848,3.165212,-1.41554,0.09893
1.219,1,1,-8.645500,4.603370,5.610225,3.491121,4.193666,3.821633,3.162539,-1.42307,0.09918
1.220,1,1,-8.630855,4.594446,5.615032,3.485395,4.184897,3.815251,3.159998,-1.43238,0.09946
1.221,1,1,-8.616209,4.585522,5.619753,3.481997,4.176938,3.808868,3.157457,-1.43632,0.09940
1.222,1,1,-8.601563,4.576598,5.624474,3.478614,4.168983,3.802485,3.154917,-1.44280,0.09939
1.223,1,1,-8.576441,4.568183,5.624250,3.474571,4.161605,3.795277,3.153428,-1.44993,0.09974
1.224,1,1,-8.550306,4.559816,5.623997,3.470523,4.154230,3.787988,3.152042,-1.45787,0.09987
1.225,1,1,-8.524172,4.551450,5.620901,3.465941,4.147253,3.780699,3.150655,-1.46353,0.09971
1.226,1,1,-8.498038,4.543084,5.617787,3.461355,4.140277,3.773411,3.149269,-1.46568,0.10006
1.227,1,1,-8.461514,4.534741,5.615289,3.457001,4.133581,3.765800,3.148103,-1.47091,0.10038
1.228,1,1,-8.423988,4.526402,5.612793,3.452648,4.126886,3.758159,3.146960,-1.47356,0.10019
1.229,1,1,-8.386462,4.518061,5.611613,3.448223,4.120337,3.750517,3.145815,-1.47491,0.10047
1.230,1,1,-8.348936,4.509721,5.610440,3.443797,4.113788,3.742875,3.144671,-1.47817,0.10092
1.231,1,1,-8.318295,4.501698,5.610550,3.438840,4.107246,3.734024,3.143378,-1.48134,0.10084
1.232,1,1,-8.288320,4.493705,5.610668,3.433879,4.100704,3.725057,3.142071,-1.47955,0.10090
1.233,1,1,-8.258343,4.485712,5.612257,3.428593,4.094052,3.716089,3.140764,-1.48085,0.10129
1.234,1,1,-8.228367,4.477719,5.613854,3.423304,4.087399,3.707121,3.139456,-1.48252,0.10131
1.235,1,1,-8.209559,4.469812,5.616928,3.418013,4.080501,3.697897,3.138128,-1.47990,0.10097
1.236,1,1,-8.191830,4.461914,5.620010,3.412722,4.073601,3.688648,3.136798,-1.47515,0.10114
1.237,1,0,-8.174100,4.454015,2.826874,3.407434,4.066274,3.679399,3.135468,-1.47182,0.10122
1.238,1,0,-8.156370,4.446116,0.016860,3.402146,4.058944,3.670150,3.134138,-1.47182,0.10069
1.239,1,0,-8.157080,4.437991,0.000000,3.396811,4.051036,3.660499,3.133183,-1.46541,0.10060
1.240,1,0,-8.159568,4.429843,0.000000,3.391476,4.043126,3.650809,3.132264,-1.46324,0.10074
1.241,1,0,-8.162056,4.421696,0.000000,3.386197,4.034591,3.641119,3.131346,-1.45801,0.10052
1.242,1,0,-8.164544,4.413549,0.000000,3.380919,4.026052,3.631429,3.130427,-1.45092,0.10007
1.243,1,0,-8.196156,4.405825,0.000000,3.375823,4.016998,3.622100,3.129737,-1.44356,0.10000
1.244,1,0,-8.230577,4.398142,0.000000,3.370728,4.007941,3.612806,3.129069,-1.43848,0.09996
1.245,1,0,-8.264999,4.390459,0.000000,3.365842,3.998525,3.603512,3.128401,-1.43233,0.09987
1.246,1,0,-8.299421,4.382776,0.000000,3.360957,3.989106,3.594217,3.127733,-1.42675,0.09949
1.247,1,0,-8.351891,4.375297,0.000000,3.356279,3.979287,3.585480,3.127250,-1.41696,0.09920
1.248,1,0,-8.406100,4.367838,0.000000,3.351602,3.969465,3.576797,3.126785,-1.40194,0.09925
1.249,1,0,-8.460311,4.360380,0.000000,3.347115,3.958961,3.568115,3.126320,-1.39027,0.09927
1.250,1,0,-8.514522,4.352921,0.000000,3.342628,3.948453,3.559432,3.125856,-1.38396,0.09891
1.251,1,0,-8.590012,4.344797,0.000000,3.338310,3.937115,3.551191,3.125557,-1.37307,0.09867
1.252,1,0,-8.667555,4.336607,0.000000,3.333993,3.925771,3.542994,3.125274,-1.36063,0.09880
1.253,1,0,-8.745098,4.328419,0.000000,3.329817,3.913843,3.534796,3.124992,-1.35320,0.09887
1.254,1,0,-8.822641,4.320230,0.000000,3.325643,3.901911,3.526599,3.124709,-1.34346,0.09848
1.255,1,0,-8.897116,4.311715,0.000000,3.321611,3.889813,3.518949,3.124527,-1.32048,0.09839
1.256,1,0,-8.971293,4.303168,0.000000,3.317580,3.877715,3.511352,3.124354,-1.30550,0.09871
1.257,1,0,-9.045471,4.294622,0.000000,3.313817,3.865633,3.503755,3.124182,-1.29577,0.09871
1.258,1,0,-9.119649,4.286076,0.000000,3.310056,3.853551,3.496157,3.124009,-1.28418,0.09845
1.259,1,0,-9.193052,4.277188,0.000000,3.306678,3.841295,3.489564,3.124044,-1.27124,0.09881
1.260,1,0,-9.266381,4.268267,0.000000,3.303303,3.829038,3.483067,3.124099,-1.25359,0.09901
1.261,1,0,-9.339709,4.259346,0.000000,3.300211,3.816319,3.476570,3.124154,-1.23338,0.09896
1.262,1,0,-9.413038,4.250426,0.000000,3.297122,3.803596,3.470073,3.124209,-1.21153,0.09884
1.263,1,0,-9.476387,4.240203,0.000000,3.294182,3.790507,3.463960,3.124517,-1.19773,0.09896
1.264,1,0,-9.538774,4.229854,0.000000,3.291244,3.777416,3.457885,3.124849,-1.18560,0.09917
1.265,1,0,-9.601160,4.219505,0.000000,3.288428,3.764535,3.451809,3.125181,-1.16698,0.09911
1.266,1,0,-9.663546,4.209156,0.000000,3.285613,3.751656,3.445734,3.125513,-1.15320,0.09899
1.267,1,0,-9.695397,4.198983,0.000000,3.282925,3.739537,3.439920,3.126045,-1.13439,0.09929
1.268,1,0,-9.724303,4.188828,0.000000,3.280237,3.727423,3.434131,3.126595,-1.09926,0.09949
1.269,1,0,-9.753209,4.178672,0.000000,1.649951,3.716128,3.428342,3.127146,-1.08297,0.09930
1.270,0,0,-9.782115,4.168516,0.000000,0.009841,3.704838,3.422553,3.127696,-1.06507,0.09956
1.271,0,0,-9.783854,4.158144,0.000000,0.000000,3.694206,3.417201,3.128288,-1.04720,0.09993
1.272,0,0,-9.782972,4.147750,0.000000,0.000000,3.683578,3.411891,3.128884,-1.02849,0.09991
1.273,0,0,-9.782091,4.137356,0.000000,0.000000,3.673694,3.406581,3.129479,-1.01000,0.09983
1.274,0,0,-9.781209,4.126962,0.000000,0.000000,3.663814,3.401271,3.130075,-0.98883,0.10026
1.275,0,0,-9.738889,4.116307,0.000000,0.000000,3.654793,3.396240,3.130829,-0.95169,0.10037
1.276,0,0,-9.692570,4.105626,0.000000,0.000000,3.645778,3.391236,3.131598,-0.93292,0.09998
1.277,0,0,-9.646251,4.094945,0.000000,0.000000,3.637467,3.386233,3.132366,-0.91328,0.10020
1.278,0,0,-9.599932,4.084264,0.000000,0.000000,3.629161,3.381229,3.133135,-0.89056,0.10040
1.279,0,0,-9.523508,4.073020,0.000000,0.000000,3.621397,3.376259,3.133914,-0.87090,0.10014
1.280,0,0,-9.444180,4.061721,0.000000,0.000000,3.613637,3.371292,3.134695,-0.84875,0.09987
1.281,0,0,-9.364850,4.050422,0.000000,0.000000,3.606601,3.366325,3.135475,-0.83055,0.10012
1.282,0,0,-9.285522,4.039124,0.000000,0.000000,3.599570,3.361357,3.136256,-0.78331,0.10004
1.283,0,0,-9.169525,4.028396,0.000000,0.000000,3.593765,3.356568,3.136899,-0.76243,0.09976
1.284,0,0,-9.049991,4.017724,0.000000,0.000000,3.587969,3.351795,3.137528,-0.73835,0.09970
1.285,0,0,-8.930456,4.007051,0.000000,0.000000,3.583908,3.347023,3.138158,-0.71646,0.09977
1.286,0,0,-8.810922,3.996379,0.000000,0.000000,3.579858,3.342250,3.138787,-0.69576,0.09974
1.287,0,0,-8.641213,3.987215,0.000000,0.000000,3.577892,3.337071,3.139694,-0.67201,0.09944
1.288,0,0,-8.466663,3.978197,0.000000,0.000000,3.575938,3.331852,3.140627,-0.62911,0.09907
1.289,0,0,-8.292113,3.969178,0.000000,0.000000,3.576237,3.326633,3.141561,-0.60872,0.09912
1.290,0,0,-8.117564,3.960160,0.000000,0.000000,3.576550,3.321415,3.142494,-0.57685,0.09913
1.291,0,0,-7.888603,3.952557,0.000000,0.000000,3.579020,3.316009,3.143499,-0.55416,0.09888
1.292,0,0,-7.654391,3.945091,0.000000,0.000000,3.581503,3.310585,3.144511,-0.53623,0.09842
1.293,0,0,-7.420180,3.937624,0.000000,0.000000,3.585866,3.305161,3.145523,-0.50644,0.09855
1.294,0,0,-7.185968,3.930158,0.000000,0.000000,3.590241,3.299736,3.146535,-0.48115,0.09846
1.295,0,0,-6.893304,3.922747,0.000000,0.000000,3.596193,3.295539,3.147690,-0.43087,0.09798
1.296,0,0,-6.595001,3.915342,0.000000,0.000000,3.602154,3.291460,3.148858,-0.41096,0.09748
1.297,0,0,-6.296697,3.907937,0.000000,0.000000,3.609489,3.287380,3.150027,-0.38202,0.09743
1.298,0,0,-5.998393,3.900532,0.000000,0.000000,3.616833,3.283301,3.151195,-0.35919,0.09747
1.299,0,0,-5.677730,3.894314,0.000000,0.000000,3.625391,3.279849,3.152639,-0.33211,0.09740
1.300,0,0,-5.354910,3.888211,0.000000,0.000000,3.633957,3.276458,3.154109,-0.30764,0.09716
1.301,0,0,-5.032090,3.882107,0.000000,0.000000,3.643539,3.273066,3.155579,-0.28192,0.09681
1.302,0,0,-4.709270,3.876004,0.000000,0.000000,3.653126,3.269675,3.157048,-0.23075,0.09699
1.303,0,0,-4.377066,3.871093,0.000000,0.000000,3.663647,3.266665,3.158588,-0.20459,0.09719
1.304,0,0,-4.043957,3.866296,0.000000,0.000000,3.674174,3.263693,3.160134,-0.17876,0.09713
1.305,0,0,-3.710848,3.861499,0.000000,0.000000,3.685714,3.260720,3.161680,-0.15150,0.09674
1.306,0,0,-3.377738,3.856703,0.000000,0.000000,3.697260,3.257748,3.163226,-0.12707,0.09697
1.307,0,0,-3.058793,3.854377,0.000000,0.000000,3.709717,3.256156,3.165040,-0.10079,0.09724
1.308,0,0,-2.741215,3.852290,0.000000,0.000000,3.722180,3.254697,3.166879,-0.07128,0.09717
1.309,0,0,-2.423636,3.850204,0.000000,0.000000,3.735055,3.253239,3.168718,-0.02478,0.09694
1.310,0,0,-2.106058,3.848117,0.000000,0.000000,3.747933,3.251780,3.170557,0.00422,0.09719
1.311,0,0,-1.826850,3.847268,0.000000,0.000000,3.760573,3.250936,3.172613,0.02735,0.09723
1.312,0,0,-1.551345,3.846540,0.000000,0.000000,3.773211,3.250151,3.174689,0.05339,0.09711
1.313,0,0,-1.275840,3.845811,0.000000,0.000000,3.785211,3.249367,3.176765,0.07787,0.09688
1.314,0,0,-1.000335,3.845082,0.000000,0.000000,3.797207,3.248582,3.178842,0.10569,0.09673
1.315,0,0,-0.762713,3.844851,0.000000,0.000000,3.808506,3.249074,3.181263,0.13005,0.09688
1.316,0,0,-0.528746,3.844669,0.000000,0.000000,3.819800,3.249690,3.183718,0.17644,0.09700
1.317,0,0,-0.294779,3.844486,0.000000,0.000000,3.830500,3.250305,3.186172,0.20942,0.09679
1.318,0,0,-0.060812,3.844304,0.000000,0.000000,3.841196,3.250921,3.188627,0.23332,0.09632
1.319,0,0,0.132523,3.845487,0.000000,0.000000,3.851598,3.251694,3.191140,0.25832,0.09652
1.320,0,0,0.321938,3.846802,0.000000,0.000000,3.861998,3.252484,3.193658,0.28215,0.09676
1.321,0,0,0.511353,3.848118,0.000000,0.000000,3.872522,3.253273,3.196177,0.30991,0.09661
1.322,0,0,0.700768,3.849433,0.000000,0.000000,3.883046,3.254062,3.198695,0.33542,0.09629
1.323,0,0,0.874148,3.852244,0.000000,0.000000,3.893898,3.255615,3.201226,0.36225,0.09637
1.324,0,0,1.045980,3.855199,0.000000,0.000000,3.904751,3.257241,3.203759,0.40997,0.09648
1.325,0,0,1.217813,3.858155,0.000000,0.000000,3.915781,3.258867,3.206292,0.43567,0.09652
1.326,0,0,1.389646,3.861110,0.000000,0.000000,3.926812,3.260493,3.208824,0.46130,0.09636
1.327,0,0,1.558394,3.863980,0.000000,0.000000,3.937781,3.261717,3.211064,0.48017,0.09619
1.328,0,0,1.726844,3.866841,0.000000,0.000000,3.948749,3.262902,3.213275,0.50792,0.09646
1.329,0,0,1.895294,3.869702,0.000000,0.000000,3.959670,3.264087,3.215486,0.53335,0.09675
1.330,0,0,2.063744,3.872563,0.000000,0.000000,3.970591,3.265273,3.217698,0.55586,0.09670
1.331,0,0,2.239739,3.875422,0.000000,0.000000,3.981675,3.266324,3.219952,0.60421,0.09656
1.332,0,0,2.416462,3.878281,0.000000,0.000000,3.992760,3.267363,3.222210,0.64002,0.09677
1.333,0,0,2.593185,3.881140,0.000000,0.000000,4.004135,3.268402,3.224468,0.65354,0.09700
1.334,0,0,2.769907,3.883999,0.000000,0.000000,4.015511,3.269441,3.226726,0.67385,0.09683
1.335,0,0,2.946875,3.887204,0.000000,0.000000,4.027065,3.270534,3.229040,0.69927,0.09672
1.336,0,0,3.123866,3.890443,0.000000,0.000000,4.038620,3.271631,3.231360,0.72133,0.09703
1.337,0,0,3.300857,3.893682,0.000000,0.000000,4.050083,3.272729,3.233679,0.74498,0.09718
1.338,0,0,3.477848,3.896921,0.000000,0.000000,4.061544,3.273827,3.235999,0.78539,0.09715
1.339,0,0,3.641516,3.900028,0.000000,0.000000,4.072624,3.275113,3.238217,0.81156,0.09719
1.340,0,0,3.803899,3.903123,0.000000,0.000000,4.083701,3.276416,3.240426,0.83224,0.09747
1.341,0,0,3.966282,3.906218,0.000000,0.000000,4.094243,3.277720,3.242635,0.85216,0.09776
1.342,0,0,4.128665,3.909313,0.000000,0.000000,4.104782,3.279023,3.244843,0.87488,0.09776
1.343,0,0,4.276543,3.912263,0.000000,0.000000,4.114886,3.280671,3.246953,0.89411,0.09770
1.344,0,0,4.423021,3.915199,0.000000,0.000000,4.124987,3.282352,3.249053,0.91457,0.09805
1.345,0,0,4.569500,3.918134,0.000000,0.000000,4.134915,3.284033,3.251153,0.93486,0.09827
1.346,0,0,4.715979,3.921070,0.000000,0.000000,4.144842,3.285714,3.253254,0.97610,0.09805
1.347,0,0,4.852716,3.924690,0.000000,0.000000,4.154852,3.288259,3.255162,0.99501,0.09799
1.348,0,0,4.988514,3.928375,0.000000,0.000000,4.164862,3.290889,3.257051,1.01191,0.09826
1.349,0,0,5.124312,3.932060,0.000000,0.000000,4.175097,3.293518,3.258940,1.03202,0.09840
1.350,0,0,5.260110,3.935745,0.000000,0.000000,4.185334,3.296147,3.260830,1.05272,0.09812
1.351,0,0,5.390783,3.940367,0.000000,0.000000,4.195977,3.306890,3.262440,1.06904,0.09854
1.352,0,0,5.520960,3.945079,0.000000,0.000000,4.206622,3.318415,3.264024,1.08451,0.09898
1.353,0,0,5.651138,3.949791,0.000000,0.000000,4.218011,3.329941,3.265607,1.11960,0.09889
1.354,0,0,5.781316,3.954503,0.000000,0.000000,4.229404,3.341466,3.267191,1.13761,0.09890
1.355,0,0,5.919656,3.960817,0.000000,0.000000,4.241821,3.353395,3.268562,1.15554,0.09925
1.356,0,0,6.058783,3.967285,0.000000,0.000000,4.254245,3.365364,3.269913,1.17563,0.09921
1.357,0,0,6.197910,3.973753,0.000000,0.000000,4.267694,3.377332,3.271265,1.18589,0.09886
