"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform","2 Trdml"
0.000,0,0,-10.135216,4.193467,0.000000,0.000000,3.712433,3.834401,3.278991,-1.31924,0.10031
0.001,0,0,-10.081167,4.181136,0.000000,0.000000,3.703285,3.828918,3.277979,-1.30962,0.09994
0.002,0,0,-10.027118,4.168804,0.000000,0.000000,3.694145,3.823435,3.276967,-1.28307,0.09995
0.003,0,0,-9.916758,4.156341,0.000000,0.000000,3.686374,3.818127,3.276035,-1.27119,0.10007
0.004,0,0,-9.800962,4.143866,0.000000,0.000000,3.678612,3.812837,3.275112,-1.25356,0.10000
0.005,0,0,-9.685168,4.131390,0.000000,0.000000,3.672310,3.807546,3.274189,-1.24194,0.09971
0.006,0,0,-9.569374,4.118915,0.000000,0.000000,3.666017,3.802256,3.273265,-1.22792,0.09964
0.007,0,0,-9.406870,4.107037,0.000000,0.000000,3.661260,3.797625,3.272614,-1.21352,0.09976
0.008,0,0,-9.239859,4.095217,0.000000,0.000000,3.656512,3.793057,3.271990,-1.18755,0.09972
0.009,0,0,-9.072848,4.083396,0.000000,0.000000,3.653386,3.788489,3.271365,-1.16560,0.09928
0.010,0,0,-8.905837,4.071576,0.000000,0.000000,3.650270,3.783921,3.270741,-1.14981,0.09933
0.011,0,0,-8.699358,4.060925,0.000000,0.000000,3.648791,3.779804,3.267026,-1.13532,0.09954
0.012,0,0,-8.489070,4.050387,0.000000,0.000000,3.647322,3.775731,3.263014,-1.11620,0.09943
0.013,0,0,-8.278783,4.039850,0.000000,0.000000,3.647422,3.771658,3.259002,-1.10042,0.09910
0.014,0,0,-8.068495,4.029312,0.000000,0.000000,3.647532,3.767585,3.254990,-1.08324,0.09935
0.015,0,0,-7.819158,4.019774,0.000000,0.000000,3.649232,3.764262,3.248567,-1.04845,0.09955
0.016,0,0,-7.566053,4.010334,0.000000,0.000000,3.650942,3.761012,3.241911,-1.02927,0.09919
0.017,0,0,-7.312948,4.000894,0.000000,0.000000,3.654448,3.757761,3.235256,-1.00722,0.09904
0.018,0,0,-7.059843,3.991453,0.000000,0.000000,3.657964,3.754511,3.228601,-0.98864,0.09927
0.019,0,0,-6.786000,3.984801,0.000000,0.000000,3.663490,3.752161,3.220915,-0.97260,0.09924
0.020,0,0,-6.510156,3.978417,0.000000,0.000000,3.669027,3.749898,3.213130,-0.95217,0.09897
0.021,0,0,-6.234312,3.972034,0.000000,0.000000,3.676588,3.747636,3.205345,-0.93022,0.09893
0.022,0,0,-5.958468,3.965650,0.000000,0.000000,3.684162,3.745373,3.197560,-0.89193,0.09906
0.023,0,0,-5.651799,3.961217,0.000000,0.000000,3.693612,3.744594,3.190533,-0.87160,0.09914
0.024,0,0,-5.342155,3.956971,0.000000,0.000000,3.703073,3.743957,3.183579,-0.84826,0.09888
0.025,0,0,-5.032511,3.952726,0.000000,0.000000,3.714204,3.743321,3.176625,-0.82761,0.09884
0.026,0,0,-4.722868,3.948481,0.000000,0.000000,3.725346,3.742685,3.169671,-0.80733,0.09904
0.027,0,0,-4.415353,3.946478,0.000000,0.000000,3.737605,3.742442,3.163014,-0.78457,0.09904
0.028,0,0,-4.108044,3.944692,0.000000,0.000000,3.749871,3.742237,3.156386,-0.74160,0.09878
0.029,0,0,-3.800735,3.942906,0.000000,0.000000,3.762329,3.742032,3.149757,-0.72148,0.09877
0.030,0,0,-3.493426,3.941120,0.000000,0.000000,3.774788,3.741827,3.143129,-0.69566,0.09901
0.031,0,0,-3.222265,3.939737,0.000000,0.000000,3.786671,3.741789,3.136784,-0.67197,0.09899
0.032,0,0,-2.954591,3.938392,0.000000,0.000000,3.798550,3.741768,3.130466,-0.64776,0.09850
0.033,1,0,-2.686918,3.937047,0.000000,1.704594,3.809579,3.741746,3.124148,-0.62476,0.09858
0.034,1,0,-2.419245,3.935703,0.000000,3.419477,3.820603,3.741725,3.117831,-0.60132,0.09878
0.035,1,0,-2.225399,3.935849,0.000000,3.426454,3.830417,3.741551,3.111421,-0.55647,0.09855
0.036,1,0,-2.038678,3.936140,0.000000,3.423121,3.840224,3.741362,3.105003,-0.53192,0.09811
0.037,1,0,-1.851957,3.936430,0.000000,3.419842,3.847937,3.741174,3.098585,-0.50840,0.09802
0.038,1,0,-1.665235,3.936720,0.000000,3.416562,3.855637,3.740985,3.092167,-0.47987,0.09790
0.039,1,0,-1.576302,3.936409,0.000000,3.413597,3.860703,3.741114,3.086329,-0.45737,0.09785
0.040,1,0,-1.496804,3.936041,0.000000,3.410634,3.865752,3.741274,3.080549,-0.43040,0.09757
0.041,1,0,-1.417306,3.935672,0.000000,3.407951,3.868625,3.741434,3.074767,-0.40589,0.09714
0.042,1,0,-1.337809,3.935303,0.000000,3.405270,3.871485,3.741594,3.068986,-0.35882,0.09712
0.043,1,0,-1.331702,3.936063,0.000000,3.402741,3.872867,3.742219,3.063239,-0.33036,0.09721
0.044,1,0,-1.332677,3.936932,0.000000,3.400213,3.874239,3.742890,3.057494,-0.30855,0.09713
0.045,1,0,-1.333651,3.937802,0.000000,3.397669,3.874134,3.743560,3.051750,-0.27703,0.09659
0.046,1,0,-1.334626,3.938671,0.000000,3.395124,3.874019,3.744230,3.046005,-0.25807,0.09639
0.047,1,0,-1.379219,3.938336,0.000000,3.392453,3.872274,3.744786,3.040210,-0.22758,0.09657
0.048,1,0,-1.428020,3.937885,0.000000,3.389781,3.870520,3.745331,3.034410,-0.20566,0.09657
0.049,1,0,-1.476821,3.937433,0.000000,3.387190,3.867652,3.745877,3.028610,-0.15584,0.09639
0.050,1,0,-1.525623,3.936982,0.000000,3.384600,3.864779,3.746422,3.022811,-0.12506,0.09617
0.051,1,0,-1.557289,3.935494,0.000000,3.382250,3.861655,3.747098,3.017142,-0.10167,0.09628
0.052,1,0,-1.587303,3.933905,0.000000,3.379900,3.858531,3.747787,3.011487,-0.07531,0.09656
0.053,1,0,-1.617316,3.932317,0.000000,3.377306,3.855693,3.748476,3.005831,-0.04957,0.09664
0.054,1,0,-1.647330,3.930728,0.000000,3.374710,3.852857,3.749165,3.000175,-0.02177,0.09635
0.055,1,0,-1.633679,3.928301,0.000000,3.371628,3.850751,3.749750,2.994704,0.00105,0.09628
0.056,1,0,-1.615815,3.925793,0.000000,3.368543,3.848648,3.750324,2.989251,0.04871,0.09663
0.057,1,0,-1.597951,3.923285,0.000000,3.366640,3.847942,3.750898,2.983797,0.07979,0.09676
0.058,1,0,-1.580087,3.920776,0.000000,3.364745,3.847245,3.751472,2.978344,0.10725,0.09643
0.059,1,0,-1.485484,3.917903,0.000000,3.365615,3.848164,3.759552,2.972953,0.13051,0.09656
0.060,1,0,-1.383477,3.914995,0.000000,3.366502,3.849092,3.768355,2.967568,0.15628,0.09691
0.061,1,0,-1.281470,3.912087,0.000000,3.368903,3.851069,3.777158,2.962183,0.18083,0.09706
0.062,1,0,-1.179463,3.909179,0.000000,3.371313,3.853052,3.785962,2.956798,0.20992,0.09693
0.063,1,0,-1.042702,3.905328,0.000000,3.373539,3.855630,3.795246,2.951600,0.23404,0.09724
0.064,1,0,-0.902588,3.901386,0.000000,3.375764,3.858211,3.804576,2.946421,0.28510,0.09757
0.065,1,0,-0.762473,3.897443,0.000000,3.377714,3.861809,3.813907,2.941242,0.31045,0.09775
0.066,1,0,-0.622359,3.893501,0.000000,3.379662,3.865413,3.823238,2.936062,0.33465,0.09775
0.067,1,0,-0.448665,3.891103,0.000000,3.381723,3.870515,3.832929,2.931097,0.36241,0.09804
0.068,1,0,-0.271731,3.888853,0.000000,3.383784,3.875625,3.842655,2.926152,0.38524,0.09848
0.069,1,0,-0.094797,3.886604,0.000000,3.386450,3.881769,3.852381,2.921208,0.41135,0.09860
0.070,1,0,0.082137,3.884354,0.000000,3.389120,3.887920,3.862108,2.916263,0.44070,0.09880
0.071,1,0,0.237236,3.882735,0.000000,3.392442,3.893979,3.872003,2.911422,0.48418,0.09931
0.072,1,0,0.390229,3.881178,0.000000,3.395769,3.900038,3.881914,2.906590,0.50992,0.09957
0.073,1,0,0.543222,3.879621,0.000000,3.397655,3.905271,3.891826,2.901759,0.53323,0.09988
0.074,1,0,0.696214,3.878063,0.000000,3.399532,3.910500,3.901738,2.896927,0.55692,0.10046
0.075,1,0,0.809394,3.877372,0.000000,3.398069,3.915273,3.902522,2.892287,0.58049,0.10071
0.076,1,0,0.918733,3.876764,0.000000,3.396587,3.920044,3.902426,2.887666,0.60596,0.10084
0.077,1,0,1.028072,3.876157,0.000000,3.393490,3.925416,3.902329,2.883044,0.62785,0.10125
0.078,1,0,1.137410,3.875549,0.000000,3.390383,3.930792,3.902233,2.878423,0.67216,0.10145
0.079,1,0,1.212572,3.878991,0.000000,3.387836,3.937233,3.902467,2.873269,0.69972,0.10152
0.080,1,0,1.284437,3.882823,0.000000,3.385292,3.943680,3.902732,2.868064,0.72091,0.10197
0.081,1,0,1.356301,3.886655,0.000000,3.382886,3.950533,3.902997,2.862858,0.74396,0.10215
0.082,1,0,1.428166,3.890487,0.000000,3.380480,3.957388,3.903262,2.857653,0.76751,0.10220
0.083,1,0,1.512350,3.893384,0.000000,3.377342,3.964391,3.902301,2.852154,0.78719,0.10262
0.084,1,0,1.597722,3.896190,0.000000,3.374200,3.971395,3.901222,2.846626,0.80852,0.10280
0.085,1,0,1.683095,3.898996,0.000000,3.370760,3.979852,3.900143,2.841098,0.83204,0.10276
0.086,1,0,1.768467,3.901803,0.000000,3.367318,3.988319,3.899063,2.835570,0.87350,0.10302
0.087,1,0,1.915831,3.907674,0.000000,3.364194,3.999672,3.897827,2.830626,0.89454,0.10311
0.088,1,0,2.069176,3.913841,0.000000,3.361073,4.011044,3.896575,2.825738,0.91573,0.10273
0.089,1,0,2.222522,3.920009,0.000000,3.358047,4.025129,3.895323,2.820851,0.93659,0.10285
0.090,1,0,2.375867,3.926176,0.000000,3.355022,4.039231,3.894071,2.815964,0.95607,0.10288
0.091,1,0,2.584623,3.931872,0.000000,3.351807,4.054694,3.892735,2.811188,0.97585,0.10241
0.092,1,0,2.798725,3.937522,0.000000,3.348590,4.070165,3.891390,2.806424,0.99256,0.10203
0.093,1,0,3.012828,3.943173,0.000000,3.345670,4.085943,3.890045,2.801660,1.03202,0.10211
0.094,1,0,3.226930,3.948823,0.000000,3.342752,4.101723,3.888700,2.796896,1.05097,0.10187
0.095,1,0,3.464562,3.952464,0.000000,3.340686,4.116962,3.886673,2.795342,1.06958,0.10117
0.096,1,0,3.704464,3.955912,0.000000,3.338625,4.132198,3.884580,2.794098,1.08788,0.10094
0.097,1,0,3.944367,3.959359,0.000000,3.337286,4.145839,3.882487,2.792854,1.10514,0.10092
0.098,1,0,4.184269,3.962807,0.000000,3.335952,4.159470,3.880394,2.791610,1.12045,0.10055
0.099,1,0,4.377938,3.964472,0.000000,3.335040,4.171168,3.877618,2.792675,1.14277,0.10002
0.100,1,0,4.567145,3.965964,0.000000,3.334132,4.182855,3.874775,2.793963,1.15671,0.09982
0.101,1,0,4.756353,3.967457,0.000000,3.333465,4.193341,3.871933,2.795251,1.18695,0.09974
0.102,1,0,4.945560,3.968950,0.000000,3.332799,4.203820,3.869090,2.796540,1.20140,0.09963
0.103,1,0,5.042077,3.973789,0.000000,3.332209,4.213400,3.865469,2.798789,1.21638,0.09927
0.104,1,0,5.129650,3.978951,0.000000,3.331620,4.222975,3.861773,2.801131,1.23288,0.09877
0.105,1,0,5.217223,3.984113,0.000000,3.330870,4.230517,3.858078,2.803473,1.24848,0.09864
0.106,1,0,5.304796,3.989276,0.000000,3.330120,4.238047,3.854382,2.805816,1.26134,0.09861
0.107,1,1,5.317113,3.991950,2.534783,3.329012,4.242697,3.850273,2.807506,1.27228,0.09836
0.108,1,1,5.322168,3.994383,5.084867,3.327903,4.247330,3.846125,2.809134,1.30052,0.09768
0.109,1,1,5.327223,3.996817,5.100119,3.326516,4.250098,3.841977,2.810762,1.31077,0.09763
0.110,1,1,5.332278,3.999251,5.100070,3.325128,4.252856,3.837829,2.812389,1.32412,0.09775
0.111,1,1,5.285753,4.004317,5.097409,3.323606,4.255345,3.833957,2.813209,1.33665,0.09756
0.112,1,1,5.234251,4.009638,5.094731,3.322083,4.257833,3.830113,2.813951,1.34593,0.09721
0.113,1,1,5.182749,4.014958,5.093373,3.320507,4.260338,3.826268,2.814692,1.35114,0.09716
0.114,1,1,5.131247,4.020279,5.092023,3.318931,4.262844,3.822423,2.815434,1.36756,0.09732
0.115,1,1,5.073449,4.024746,5.095133,3.317359,4.264923,3.818548,2.816192,1.37760,0.09755
0.116,1,1,5.015044,4.029130,5.098270,3.315786,4.267000,3.814671,2.816952,1.39745,0.09742
0.117,1,1,4.956639,4.033514,5.101653,3.314239,4.268974,3.810793,2.817712,1.40483,0.09741
0.118,1,1,4.898234,4.037899,5.105038,3.312691,4.270947,3.806915,2.818472,1.41312,0.09776
0.119,1,1,4.858653,4.043500,5.103920,3.311172,4.273988,3.803308,2.819035,1.42076,0.09791
0.120,1,1,4.820889,4.049220,5.102775,3.309653,4.277035,3.799726,2.819579,1.42785,0.09778
0.121,1,1,4.783124,4.054939,5.099351,3.308135,4.282275,3.796145,2.820123,1.43469,0.09790
0.122,1,1,4.745359,4.060658,5.095913,3.306617,4.287529,3.792564,2.820667,1.44229,0.09835
0.123,1,1,4.764729,4.068794,5.093642,3.305071,4.295472,3.789304,2.820824,1.44906,0.09850
0.124,1,1,4.789611,4.077163,5.091378,3.303525,4.303431,3.786074,2.820943,1.45691,0.09827
0.125,1,1,4.814494,4.085532,5.090340,3.301962,4.313830,3.782844,2.821062,1.45878,0.09862
0.126,1,1,4.839376,4.093901,5.089310,3.300398,4.324244,3.779614,2.821181,1.46864,0.09899
0.127,1,1,4.896544,4.102773,5.088670,3.298877,4.335715,3.776882,2.821128,1.47104,0.09879
0.128,1,1,4.956827,4.111692,5.088033,3.297356,4.347192,3.774198,2.821059,1.47591,0.09882
0.129,1,1,5.017109,4.120613,5.087239,3.296099,4.357701,3.771514,2.820989,1.47895,0.09917
0.130,1,1,5.077392,4.129532,5.086443,3.294845,4.368205,3.768830,2.820920,1.47850,0.09919
0.131,1,1,5.111186,4.134951,5.085084,3.293998,4.376420,3.767063,2.820874,1.48123,0.09891
0.132,1,1,5.142424,4.140032,5.083722,3.293153,4.384623,3.765385,2.820831,1.48531,0.09917
0.133,1,1,5.173661,4.145113,5.081663,3.292280,4.390563,3.763707,2.820788,1.48565,0.09941
0.134,1,1,5.204899,4.150193,5.079599,3.291407,4.396489,3.762029,2.820745,1.48713,0.09938
0.135,1,1,5.184357,4.154736,5.076777,3.290131,4.400566,3.760099,2.820430,1.48391,0.09946
0.136,1,1,5.158819,4.159225,5.073951,3.288852,4.404632,3.758145,2.820089,1.48445,0.09976
0.137,1,1,5.133281,4.163715,5.070271,3.287812,4.406478,3.756191,2.819748,1.48183,0.10004
0.138,1,1,5.107743,4.168205,5.066585,3.286774,4.408312,3.754236,2.819407,1.48219,0.09990
0.139,1,1,4.991302,4.171794,5.062106,3.286417,4.407523,3.753229,2.818489,1.48008,0.10015
0.140,1,1,4.866090,4.175296,5.057622,3.286064,4.406717,3.752314,2.817515,1.47256,0.10039
0.141,1,1,4.740878,4.178798,5.053142,3.284628,4.403830,3.751399,2.816541,1.46755,0.10038
0.142,1,1,4.615666,4.182300,5.048661,3.283185,4.400930,3.750483,2.815567,1.46827,0.10040
0.143,1,1,4.455902,4.185669,5.045002,3.278948,4.396888,3.742492,2.814197,1.45963,0.10075
0.144,1,1,4.292804,4.189026,5.041349,3.274693,4.392838,3.733819,2.812787,1.46226,0.10088
0.145,1,1,4.129705,4.192383,5.038492,3.268989,4.388013,3.725146,2.811378,1.45256,0.10069
0.146,1,1,3.966607,4.195740,5.035639,3.263277,4.383183,3.716472,2.809969,1.44820,0.10111
0.147,1,1,3.776522,4.198848,5.033617,3.257979,4.377600,3.708299,2.808295,1.44286,0.10130
0.148,1,1,3.583833,4.201931,5.031600,3.252683,4.372012,3.700175,2.806596,1.42874,0.10112
0.149,1,1,3.391143,4.205014,5.031817,3.248094,4.366009,3.692051,2.804897,1.42003,0.10139
0.150,1,1,3.198454,4.208097,5.032048,3.243508,4.360004,3.683927,2.803198,1.41377,0.10162
0.151,1,1,3.031411,4.210434,5.035304,3.239383,4.354198,3.677133,2.801406,1.39695,0.10143
0.152,1,1,2.866843,4.212701,5.038578,3.235262,4.348392,3.670468,2.799604,1.39685,0.10131
0.153,1,1,2.702274,4.214967,5.041166,3.230936,4.343241,3.663802,2.797803,1.38863,0.10148
0.154,1,1,2.537706,4.217233,5.043750,3.226609,4.338094,3.657137,2.796002,1.37652,0.10143
0.155,1,1,2.384029,4.220230,5.042061,3.221808,4.333573,3.651266,2.793933,1.35819,0.10097
0.156,1,1,2.231404,4.223297,5.040345,3.217004,4.329056,3.645471,2.791839,1.34713,0.10108
0.157,1,1,2.078779,4.226364,5.037072,3.213776,4.324812,3.639677,2.789746,1.33613,0.10118
0.158,1,1,1.926154,4.229432,5.033789,3.210556,4.320570,3.633882,2.787652,1.32594,0.10083
0.159,1,1,1.795728,4.231529,5.032550,3.210783,4.316483,3.637582,2.785234,1.31436,0.10074
0.160,1,1,1.667444,4.233532,5.031323,3.211030,4.312395,3.642197,2.782786,1.29921,0.10093
0.161,1,1,1.539160,4.235536,5.031680,3.212819,4.308849,3.646812,2.780338,1.28802,0.10079
0.162,1,1,1.410876,4.237540,5.032045,3.214617,4.305305,3.651428,2.777890,1.26975,0.10047
0.163,1,1,1.316471,4.239810,5.032608,3.215557,4.302650,3.655620,2.774939,1.24688,0.10057
0.164,1,1,1.225335,4.242105,5.033172,3.216492,4.300000,3.659772,2.771940,1.23165,0.10057
0.165,1,1,1.134200,4.244401,5.033559,3.216767,4.297954,3.663924,2.768940,1.21541,0.10036
0.166,1,1,1.043064,4.246696,5.033946,3.217037,4.295912,3.668076,2.765941,1.20200,0.09994
0.167,1,1,0.943071,4.248818,5.033931,3.217492,4.293601,3.673788,2.761815,1.18647,0.09980
0.168,1,1,0.842222,4.250924,5.033914,3.217949,4.291287,3.679651,2.757580,1.17945,0.09982
0.169,1,1,0.741374,4.253029,5.032661,3.219061,4.287849,3.685513,2.753344,1.15514,0.09963
0.170,1,1,0.640525,4.255134,5.031402,3.220177,4.284403,3.691375,2.749109,1.11972,0.09919
0.171,1,1,0.521523,4.255153,5.028493,3.222177,4.279437,3.698443,2.746336,1.10603,0.09921
0.172,1,1,0.400769,4.254971,5.025574,3.224183,4.274460,3.705626,2.743704,1.08736,0.09941
0.173,1,1,0.280015,4.254788,5.023262,3.226686,4.268013,3.712810,2.741072,1.07165,0.09926
0.174,1,1,0.159260,4.254606,5.020954,3.229192,4.261556,3.719994,2.738440,1.05153,0.09887
0.175,1,1,-0.003260,4.254212,5.021402,3.231784,4.253851,3.727685,2.736223,1.03266,0.09910
0.176,1,1,-0.169810,4.253798,5.021866,3.234377,4.246139,3.735426,2.734048,1.01378,0.09933
0.177,1,1,-0.336360,4.253385,5.023324,1.626899,4.237219,3.743166,2.731872,0.97657,0.09900
0.178,0,1,-0.502911,4.252971,5.024788,0.009703,4.228292,3.750906,2.729696,0.95364,0.09878
0.179,0,1,-0.710763,4.252019,5.025015,0.000000,4.218024,3.760229,2.728182,0.93707,0.09912
0.180,0,1,-0.922600,4.251016,5.025235,0.000000,4.207748,3.769704,2.726733,0.91458,0.09914
0.181,0,1,-1.134437,4.250013,5.024878,0.000000,4.196140,3.779179,2.725283,0.89669,0.09892
0.182,0,1,-1.346275,4.249010,5.024517,0.000000,4.184524,3.788655,2.723834,0.87405,0.09893
0.183,0,1,-1.556905,4.246617,5.024911,0.000000,4.172261,3.799603,2.722679,0.83365,0.09899
0.184,0,1,-1.767419,4.244091,5.025310,0.000000,4.159995,3.810694,2.721552,0.81120,0.09902
0.185,0,1,-1.977932,4.241564,5.027162,0.000000,4.148420,3.821784,2.720425,0.78651,0.09891
0.186,0,1,-2.188446,4.239037,5.029022,0.000000,4.136850,3.832875,2.719299,0.76874,0.09880
0.187,0,0,-2.321457,4.236924,2.529603,0.000000,4.127337,3.844885,2.717860,0.74352,0.09901
0.188,0,0,-2.446989,4.234850,0.015087,0.000000,4.117837,3.856985,2.716391,0.72026,0.09913
0.189,0,0,-2.572521,4.232777,0.000000,0.000000,4.111218,3.869084,2.714922,0.69806,0.09878
0.190,0,0,-2.698054,4.230704,0.000000,0.000000,4.104617,3.881183,2.713454,0.65333,0.09894
0.191,0,0,-2.671726,4.227672,0.000000,0.000000,4.101470,3.893521,2.711938,0.63074,0.09922
0.192,0,0,-2.630746,4.224547,0.000000,0.000000,4.098343,3.905882,2.710417,0.60522,0.09925
0.193,0,0,-2.589765,4.221422,0.000000,0.000000,4.099442,3.918244,2.708897,0.57947,0.09900
0.194,0,0,-2.548784,4.218297,0.000000,0.000000,4.100568,3.930605,2.707376,0.55815,0.09931
0.195,0,0,-2.300307,4.214179,0.000000,0.000000,4.106360,3.942702,2.706409,0.53388,0.09962
0.196,0,0,-2.031808,4.209965,0.000000,0.000000,4.112180,3.954773,2.705497,0.51111,0.09930
0.197,0,0,-1.763309,4.205750,0.000000,0.000000,4.122285,3.966844,2.704583,0.46489,0.09934
0.198,0,0,-1.494810,4.201537,0.000000,0.000000,4.132416,3.978915,2.703671,0.43228,0.09964
0.199,0,0,-1.096077,4.196764,0.000000,0.000000,4.145660,3.990970,2.702625,0.41161,0.09948
0.200,0,0,-0.684777,4.191937,0.000000,0.000000,4.158924,4.003024,2.701567,0.38471,0.09911
0.201,0,0,-0.273478,4.187111,0.000000,0.000000,4.174010,4.015077,2.700509,0.36280,0.09901
0.202,0,0,0.137821,4.182284,0.000000,0.000000,4.189106,4.027130,2.699451,0.33507,0.09902
0.203,0,0,0.581329,4.177353,0.000000,0.000000,4.205082,4.039067,2.698896,0.31229,0.09888
0.204,0,0,1.027944,4.172412,0.000000,0.000000,4.221063,4.050993,2.698390,0.25957,0.09855
0.205,0,0,1.474559,4.167471,0.000000,0.000000,4.237360,4.062920,2.697884,0.23451,0.09806
0.206,0,0,1.921174,4.162530,0.000000,0.000000,4.253659,4.074846,2.697378,0.20890,0.09801
0.207,0,0,2.272830,4.161798,0.000000,0.000000,4.269755,4.086299,2.697644,0.18593,0.09810
0.208,0,0,2.615323,4.161473,0.000000,0.000000,4.285851,4.097706,2.697983,0.15812,0.09794
0.209,0,0,2.957817,4.161149,0.000000,0.000000,4.301079,4.109113,2.698323,0.13201,0.09739
0.210,0,0,3.300310,4.160823,0.000000,0.000000,4.316302,4.120521,2.698662,0.07934,0.09738
0.211,0,0,3.527303,4.164003,0.000000,0.000000,4.330632,4.131384,2.699046,0.05330,0.09756
0.212,0,0,3.743151,4.167521,0.000000,0.000000,4.344956,4.142196,2.699435,0.02622,0.09742
0.213,0,0,3.958999,4.171038,0.000000,0.000000,4.359392,4.153008,2.699823,0.00313,0.09721
0.214,0,0,4.174848,4.174556,0.000000,0.000000,4.373828,4.163820,2.700212,-0.02101,0.09734
0.215,0,0,4.365088,4.182438,0.000000,0.000000,4.389803,4.173924,2.700572,-0.04952,0.09755
0.216,0,0,4.552858,4.190742,0.000000,0.000000,4.405787,4.183961,2.700930,-0.09755,0.09767
0.217,0,0,4.740627,4.199045,0.000000,0.000000,4.424144,4.193998,2.701288,-0.12491,0.09756
0.218,0,0,4.928397,4.207349,0.000000,0.000000,4.442516,4.204035,2.701646,-0.15298,0.09778
0.219,0,0,5.200736,4.215832,0.000000,0.000000,4.463125,4.213888,2.701253,-0.17853,0.09821
0.220,0,0,5.481236,4.224333,0.000000,0.000000,4.483748,4.223723,2.700788,-0.20611,0.09832
0.221,0,0,5.761735,4.232834,0.000000,0.000000,4.505919,4.233558,2.700323,-0.22698,0.09811
0.222,0,0,6.042234,4.241335,0.000000,0.000000,4.528099,4.243393,2.699857,-0.25678,0.09845
0.223,0,0,6.302018,4.251556,0.000000,0.000000,4.550714,4.251983,2.698334,-0.30476,0.09881
0.224,0,0,6.559803,4.261943,0.000000,0.000000,4.573331,4.260452,2.696708,-0.32975,0.09873
0.225,0,0,6.817588,4.272330,0.000000,0.000000,4.595084,4.268921,2.695083,-0.35755,0.09877
0.226,0,0,7.075374,4.282717,0.000000,0.000000,4.616831,4.277391,2.693457,-0.38151,0.09920
0.227,0,0,7.233498,4.293506,0.000000,0.000000,4.636274,4.285285,2.691515,-0.40614,0.09926
0.228,0,0,7.382005,4.304334,0.000000,0.000000,4.655702,4.293125,2.689543,-0.43518,0.09885
0.229,0,0,7.530512,4.315162,0.000000,0.000000,4.671298,4.300964,2.687571,-0.48173,0.09905
0.230,0,0,7.679020,4.325990,0.000000,0.000000,4.686871,4.308803,2.685599,-0.50617,0.09932
0.231,0,0,7.580348,4.338451,0.000000,0.000000,4.697008,4.315526,2.683460,-0.53126,0.09914
0.232,0,0,7.457826,4.351071,0.000000,0.000000,4.707113,4.322141,2.681305,-0.55383,0.09894
0.233,0,0,7.335304,4.363691,0.000000,0.000000,4.710560,4.328756,2.679151,-0.57841,0.09928
0.234,0,0,7.212781,4.376310,0.000000,0.000000,4.713967,4.335371,2.676996,-0.60241,0.09939
0.235,0,0,6.885836,4.387702,0.000000,1.744009,4.711794,4.340503,2.674493,-0.64731,0.09930
0.236,1,0,6.539165,4.398975,0.000000,3.498546,4.709587,4.345492,2.671955,-0.65078,0.09947
0.237,1,0,6.192495,4.410248,0.000000,3.510131,4.704867,4.350481,2.669418,-0.67074,0.09959
0.238,1,0,5.845824,4.421521,0.000000,3.511195,4.700133,4.355470,2.666881,-0.69396,0.09961
0.239,1,0,5.420581,4.434873,0.000000,3.512163,4.693589,4.359688,2.664483,-0.71936,0.09941
0.240,1,0,4.987757,4.448425,0.000000,3.513130,4.687034,4.363832,2.662099,-0.74171,0.09951
0.241,1,0,4.554933,4.461977,0.000000,3.513937,4.675150,4.367975,2.659715,-0.78361,0.09972
0.242,1,0,4.122109,4.475530,0.000000,3.514742,4.663234,4.372118,2.657330,-0.80634,0.09966
0.243,1,0,3.688708,4.472947,0.000000,3.515296,4.643785,4.375644,2.654900,-0.83029,0.09944
0.244,1,0,3.255250,4.468808,0.000000,3.515847,4.624290,4.379110,2.652465,-0.84784,0.09967
0.245,1,0,2.821793,4.464668,0.000000,3.516332,4.600927,4.382576,2.650030,-0.86980,0.09993
0.246,1,0,2.388336,4.460528,0.000000,3.516817,4.577539,4.386042,2.647595,-0.89160,0.09973
0.247,1,0,2.059033,4.456717,0.000000,3.517481,4.555883,4.389578,2.645720,-0.93159,0.09972
0.248,1,0,1.739781,4.452939,0.000000,3.518147,4.534237,4.393121,2.643898,-0.94936,0.10007
0.249,1,0,1.420528,4.449160,0.000000,3.519171,4.515894,4.396663,2.642077,-0.97420,0.10001
0.250,1,0,1.101276,4.445380,0.000000,3.520196,4.497570,4.400206,2.640255,-0.98990,0.09973
0.251,1,0,0.812986,4.442624,0.000000,3.521585,4.481054,4.403437,2.639400,-1.00697,0.10006
0.252,1,0,0.527683,4.439966,0.000000,3.522977,4.464550,4.406638,2.638638,-1.02903,0.10028
0.253,1,0,0.242380,4.437308,0.000000,3.524054,4.449401,4.409839,2.637877,-1.06583,0.09994
0.254,1,0,-0.042922,4.434650,0.000000,3.525129,4.434262,4.413039,2.637115,-1.08095,0.09985
0.255,1,0,-0.296291,4.434018,0.000000,3.525229,4.420795,4.415326,2.634537,-1.09957,0.10015
0.256,1,0,-0.546578,4.433581,0.000000,3.525323,4.407340,4.417524,2.631783,-1.12115,0.10010
0.257,1,0,-0.796866,4.433144,0.000000,3.524734,4.394814,4.419723,2.629030,-1.13481,0.09977
