"Time","46 sw offset","45 sw onset","23 toex (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml"
4.38,0,0,13.878993,0.00178,0.00090,0.00060,0.00057,0.00055,0.00066,0.00071,0.00059,0.00002,0.09705
4.39,0,0,13.736838,0.00136,0.00055,0.00056,0.00056,0.00071,0.00062,0.00080,0.00057,0.00017,0.09747
4.40,0,0,13.605929,0.00118,0.00087,0.00058,0.00059,0.00043,0.00069,0.00086,0.00052,-0.00013,0.09734
4.41,0,0,13.454340,0.00098,0.00054,0.00062,0.00058,0.00054,0.00070,0.00100,0.00062,-0.00001,0.09640
4.42,0,0,13.335737,0.00098,0.00055,0.00069,0.00065,0.00089,0.00074,0.00072,0.00064,0.00001,0.09612
4.43,0,0,13.260665,0.00174,0.00056,0.00061,0.00062,0.00058,0.00070,0.00153,0.00056,0.00014,0.09722
4.44,0,0,13.204225,0.00138,0.00114,0.00065,0.00056,0.00059,0.00067,0.00285,0.00394,0.00002,0.09724
4.45,0,1,13.119478,0.00403,0.00758,0.00155,0.00077,0.00051,0.00074,0.00170,0.01660,0.00013,0.09744
4.46,0,0,13.090253,0.01158,0.01296,0.00414,0.00080,0.00059,0.00066,0.00235,0.01340,0.00001,0.09706
4.47,0,0,13.274616,0.00488,0.00694,0.00637,0.00071,0.00062,0.00068,0.00140,0.00834,0.00029,0.09626
4.48,0,0,13.745885,0.00208,0.00209,0.00670,0.00057,0.00053,0.00066,0.00145,0.00978,0.00016,0.09682
4.49,0,0,14.198479,0.00095,0.00063,0.00207,0.00053,0.00050,0.00060,0.00162,0.00641,0.00001,0.09748
4.50,0,0,14.622352,0.00124,0.00057,0.00200,0.00055,0.00062,0.00070,0.00250,0.00475,0.00000,0.09819
4.51,0,0,15.098050,0.00210,0.00062,0.00088,0.00051,0.00057,0.00061,0.00226,0.00591,0.00015,0.09832
4.52,0,0,15.542841,0.00130,0.00076,0.00087,0.00058,0.00083,0.00070,0.00359,0.00411,-0.00014,0.09851
4.53,0,0,15.977248,0.00125,0.00051,0.00077,0.00067,0.00093,0.00056,0.00354,0.00090,0.00014,0.09795
4.54,0,0,16.408146,0.00118,0.00067,0.00073,0.00062,0.00129,0.00068,0.00333,0.00063,0.00016,0.09819
4.55,1,0,16.830920,0.00115,0.00052,0.00113,0.00055,0.00065,0.00055,0.00179,0.00092,0.00016,0.09827
4.56,0,0,17.001021,0.00178,0.00054,0.00086,0.00065,0.00081,0.00067,0.00202,0.00052,0.00001,0.09849
4.57,0,0,16.817737,0.00187,0.00075,0.00077,0.00054,0.00066,0.00078,0.00112,0.00063,-0.00014,0.09783
4.58,0,0,16.693549,0.00538,0.00087,0.00060,0.00061,0.00061,0.00060,0.00073,0.00056,0.00002,0.09785
4.59,0,0,16.527347,0.00109,0.00061,0.00064,0.00058,0.00057,0.00068,0.00097,0.00057,0.00016,0.09755
4.60,0,0,16.405022,0.00219,0.00077,0.00052,0.00065,0.00057,0.00070,0.00065,0.00058,0.00014,0.09838
4.61,0,0,16.285411,0.00430,0.00114,0.00055,0.00064,0.00053,0.00068,0.00063,0.00048,0.00030,0.09906
4.62,0,0,16.137809,0.00362,0.00093,0.00055,0.00066,0.00057,0.00075,0.00072,0.00067,-0.00029,0.09921
4.63,0,0,16.014921,0.00215,0.00075,0.00052,0.00066,0.00052,0.00070,0.00094,0.00057,0.00001,0.09945
4.64,0,0,15.902156,0.00252,0.00075,0.00065,0.00069,0.00058,0.00073,0.00096,0.00067,0.00016,0.09933
4.65,0,0,15.765020,0.00216,0.00078,0.00060,0.00064,0.00050,0.00072,0.00093,0.00053,0.00015,0.09886
4.66,0,0,15.669228,0.00247,0.00070,0.00060,0.00052,0.00066,0.00070,0.00062,0.00063,-0.00013,0.09909
4.67,0,0,15.529731,0.00179,0.00052,0.00061,0.00066,0.00070,0.00067,0.00102,0.00052,0.00002,0.09887
4.68,0,0,15.399350,0.00215,0.00060,0.00061,0.00061,0.00072,0.00070,0.00069,0.00062,0.00002,0.09811
4.69,0,0,15.240646,0.00121,0.00065,0.00061,0.00061,0.00066,0.00068,0.00111,0.00059,0.00031,0.09678
4.70,0,0,15.085755,0.00109,0.00066,0.00069,0.00060,0.00067,0.00069,0.00076,0.00060,0.00001,0.09690
4.71,0,0,15.005917,0.00110,0.00054,0.00068,0.00050,0.00064,0.00061,0.00091,0.00052,-0.00014,0.09718
4.72,0,0,14.921465,0.00082,0.00055,0.00059,0.00069,0.00060,0.00068,0.00141,0.00062,0.00001,0.09723
4.73,0,0,14.809382,0.00104,0.00059,0.00064,0.00068,0.00072,0.00072,0.00097,0.00056,0.00016,0.09773
4.74,0,0,14.697073,0.00193,0.00061,0.00060,0.00069,0.00052,0.00062,0.00100,0.00064,0.00016,0.09728
4.75,0,0,14.597405,0.00138,0.00063,0.00063,0.00077,0.00059,0.00073,0.00060,0.00051,-0.00013,0.09733
4.76,0,0,14.492224,0.00137,0.00070,0.00053,0.00056,0.00063,0.00066,0.00063,0.00062,-0.00016,0.09732
4.77,0,0,14.370452,0.00168,0.00078,0.00060,0.00077,0.00050,0.00070,0.00052,0.00062,0.00001,0.09774
4.78,0,0,14.217292,0.00110,0.00060,0.00065,0.00078,0.00053,0.00058,0.00061,0.00054,0.00015,0.09758
4.79,0,0,14.131851,0.00090,0.00065,0.00058,0.00055,0.00052,0.00069,0.00093,0.00052,0.00001,0.09723
4.80,0,0,13.991546,0.00091,0.00087,0.00054,0.00071,0.00059,0.00066,0.00110,0.00063,0.00015,0.09731
4.81,0,0,13.884362,0.00122,0.00064,0.00062,0.00091,0.00100,0.00060,0.00349,0.00064,0.00030,0.09707
4.82,0,0,13.627439,0.00206,0.00088,0.00060,0.00068,0.00099,0.00069,0.00093,0.00062,0.00014,0.09757
4.83,0,0,13.507066,0.00127,0.00091,0.00064,0.00078,0.00058,0.00081,0.00188,0.00068,-0.00014,0.09762
4.84,0,0,13.417613,0.00246,0.00385,0.00058,0.00057,0.00059,0.00068,0.00204,0.00810,-0.00012,0.09733
4.85,0,1,13.430922,0.00823,0.01135,0.00188,0.00070,0.00062,0.00065,0.00192,0.01693,0.00002,0.09756
4.86,0,0,13.412203,0.00536,0.00786,0.00463,0.00069,0.00061,0.00074,0.00218,0.01618,0.00029,0.09802
4.87,0,0,13.714012,0.00313,0.00330,0.00579,0.00070,0.00060,0.00062,0.00230,0.00595,0.00015,0.09808
4.88,0,0,14.273275,0.00153,0.00113,0.00335,0.00071,0.00052,0.00071,0.00168,0.00703,0.00015,0.09738
4.89,0,0,14.811208,0.00204,0.00054,0.00224,0.00053,0.00060,0.00066,0.00216,0.00915,0.00015,0.09704
4.90,0,0,15.102997,0.00124,0.00059,0.00172,0.00058,0.00051,0.00059,0.00257,0.00490,0.00030,0.09684
4.91,0,0,15.441646,0.00112,0.00065,0.00154,0.00059,0.00059,0.00091,0.00332,0.00524,0.00014,0.09743
4.92,0,0,15.707926,0.00101,0.00057,0.00094,0.00064,0.00070,0.00071,0.00259,0.00469,0.00000,0.09766
4.93,0,0,16.039130,0.00114,0.00051,0.00061,0.00053,0.00088,0.00067,0.00258,0.00328,0.00014,0.09701
4.94,0,0,16.321018,0.00120,0.00056,0.00080,0.00059,0.00094,0.00070,0.00301,0.00314,0.00002,0.09642
4.95,0,0,16.603232,0.00191,0.00051,0.00109,0.00055,0.00076,0.00069,0.00288,0.00068,-0.00001,0.09585
4.96,1,0,16.890389,0.00192,0.00058,0.00105,0.00053,0.00062,0.00067,0.00136,0.00058,0.00001,0.09588
4.97,0,0,17.080329,0.00301,0.00077,0.00058,0.00077,0.00049,0.00063,0.00086,0.00055,0.00015,0.09703
4.98,0,0,16.841753,0.00561,0.00072,0.00056,0.00052,0.00060,0.00072,0.00081,0.00058,0.00015,0.09759
4.99,0,0,16.714877,0.00561,0.00086,0.00060,0.00077,0.00050,0.00074,0.00067,0.00061,0.00014,0.09696
5.00,0,0,16.558723,0.00824,0.00093,0.00062,0.00068,0.00054,0.00070,0.00063,0.00057,-0.00013,0.09672
5.01,0,0,16.422048,0.00755,0.00088,0.00063,0.00066,0.00054,0.00070,0.00086,0.00061,-0.00014,0.09687
5.02,0,0,16.314582,0.01021,0.00093,0.00060,0.00080,0.00060,0.00065,0.00074,0.00060,0.00015,0.09742
5.03,0,0,16.208369,0.00182,0.00065,0.00056,0.00060,0.00067,0.00065,0.00085,0.00060,0.00013,0.09764
5.04,0,0,16.087540,0.00449,0.00086,0.00068,0.00077,0.00053,0.00068,0.00088,0.00068,0.00043,0.09719
5.05,0,0,15.995341,0.00376,0.00067,0.00049,0.00064,0.00057,0.00070,0.00101,0.00059,0.00015,0.09695
5.06,0,0,15.892649,0.00181,0.00063,0.00057,0.00062,0.00058,0.00069,0.00067,0.00067,0.00014,0.09638
5.07,0,0,15.753540,0.00207,0.00072,0.00069,0.00066,0.00060,0.00063,0.00088,0.00063,0.00014,0.09523
5.08,0,0,15.621956,0.00273,0.00078,0.00059,0.00070,0.00050,0.00064,0.00096,0.00062,0.00016,0.09457
5.09,0,0,15.487488,0.00224,0.00065,0.00059,0.00071,0.00063,0.00078,0.00103,0.00062,0.00002,0.09371
5.10,0,0,15.355249,0.00152,0.00059,0.00056,0.00067,0.00051,0.00068,0.00091,0.00066,0.00042,0.09334
5.11,0,0,15.213706,0.00373,0.00059,0.00058,0.00074,0.00055,0.00060,0.00070,0.00060,0.00014,0.09395
5.12,0,0,15.060576,0.00103,0.00061,0.00062,0.00061,0.00058,0.00064,0.00092,0.00062,0.00016,0.09490
5.13,0,0,14.953220,0.00197,0.00057,0.00056,0.00068,0.00064,0.00074,0.00063,0.00055,0.00014,0.09513
5.14,0,0,14.833112,0.00110,0.00064,0.00058,0.00089,0.00079,0.00068,0.00120,0.00057,0.00013,0.09476
5.15,0,0,14.729445,0.00113,0.00094,0.00065,0.00059,0.00061,0.00067,0.00079,0.00062,-0.00027,0.09447
5.16,0,0,14.615220,0.00100,0.00060,0.00065,0.00082,0.00060,0.00083,0.00062,0.00058,0.00002,0.09457
5.17,0,0,14.489038,0.00151,0.00151,0.00060,0.00057,0.00056,0.00075,0.00058,0.00062,0.00001,0.09581
5.18,0,0,14.386890,0.00166,0.00063,0.00065,0.00080,0.00066,0.00071,0.00068,0.00060,0.00000,0.09671
5.19,0,0,14.251676,0.00132,0.00061,0.00063,0.00074,0.00058,0.00067,0.00076,0.00052,0.00016,0.09736
5.20,0,0,14.169903,0.00088,0.00064,0.00065,0.00066,0.00059,0.00069,0.00060,0.00067,0.00000,0.09734
5.21,0,0,13.991104,0.00186,0.00064,0.00062,0.00092,0.00059,0.00067,0.00073,0.00055,0.00015,0.09673
5.22,0,0,13.875585,0.00088,0.00056,0.00059,0.00059,0.00059,0.00067,0.00066,0.00075,-0.00001,0.09676
5.23,0,0,13.687300,0.00119,0.00086,0.00052,0.00084,0.00062,0.00056,0.00119,0.00066,0.00014,0.09733
5.24,0,0,13.580378,0.00103,0.00058,0.00064,0.00065,0.00067,0.00074,0.00064,0.00060,-0.00014,0.09723
5.25,0,0,13.472935,0.00108,0.00107,0.00059,0.00061,0.00052,0.00068,0.00056,0.00063,0.00013,0.09769
5.26,0,0,13.329354,0.00159,0.00067,0.00057,0.00061,0.00060,0.00060,0.00062,0.00051,0.00029,0.09739
5.27,0,0,13.153943,0.00124,0.00057,0.00064,0.00059,0.00060,0.00073,0.00060,0.00055,0.00000,0.09776
5.28,0,0,13.016024,0.00208,0.00087,0.00059,0.00056,0.00060,0.00063,0.00052,0.00058,0.00044,0.09755
5.29,0,0,12.887319,0.00106,0.00061,0.00064,0.00057,0.00072,0.00074,0.00082,0.00061,-0.00001,0.09881
5.30,0,0,12.737963,0.00099,0.00058,0.00072,0.00066,0.00083,0.00159,0.00098,0.00085,0.00015,0.09942
5.31,0,0,12.670287,0.00114,0.00097,0.00062,0.00059,0.00055,0.00067,0.00127,0.00064,0.00001,0.09898
5.32,0,0,12.634205,0.00163,0.00180,0.00056,0.00056,0.00048,0.00078,0.00129,0.00259,0.00001,0.09877
5.33,0,0,12.595343,0.00250,0.00296,0.00066,0.00053,0.00056,0.00069,0.00107,0.00227,0.00014,0.09795
5.34,0,1,12.552481,0.00488,0.00546,0.00115,0.00077,0.00056,0.00063,0.00134,0.00454,-0.00001,0.09792
5.35,0,0,12.556433,0.00499,0.00534,0.00347,0.00088,0.00052,0.00068,0.00143,0.00553,0.00013,0.09775
5.36,0,0,12.804063,0.00692,0.00812,0.00309,0.00075,0.00055,0.00071,0.00143,0.00666,0.00002,0.09835
5.37,0,0,13.213876,0.00196,0.00173,0.00405,0.00062,0.00051,0.00070,0.00108,0.00760,-0.00013,0.09791
5.38,0,0,13.671281,0.00121,0.00075,0.00401,0.00061,0.00054,0.00075,0.00162,0.00613,0.00029,0.09817
5.39,0,0,14.013767,0.00103,0.00070,0.00231,0.00054,0.00061,0.00071,0.00170,0.00520,0.00001,0.09834
5.40,0,0,14.683605,0.00091,0.00051,0.00086,0.00053,0.00055,0.00073,0.00161,0.00587,0.00001,0.09846
5.41,0,0,15.102539,0.00123,0.00056,0.00176,0.00048,0.00063,0.00069,0.00329,0.00206,0.00014,0.09838
5.42,0,0,15.410180,0.00245,0.00055,0.00118,0.00055,0.00088,0.00064,0.00613,0.00099,0.00000,0.09867
5.43,0,0,15.782406,0.00140,0.00051,0.00093,0.00056,0.00070,0.00059,0.00448,0.00188,0.00015,0.09893
5.44,0,0,16.089924,0.00217,0.00060,0.00085,0.00059,0.00089,0.00063,0.00269,0.00056,0.00000,0.09864
5.45,1,0,16.306332,0.00108,0.00054,0.00083,0.00052,0.00077,0.00063,0.00251,0.00055,0.00030,0.09906
5.46,0,0,16.461766,0.00179,0.00075,0.00114,0.00070,0.00055,0.00102,0.00131,0.00080,0.00014,0.09897
5.47,0,0,16.263619,0.00530,0.00123,0.00057,0.00061,0.00056,0.00079,0.00095,0.00065,0.00029,0.09852
5.48,0,0,16.095217,0.00407,0.00089,0.00068,0.00059,0.00070,0.00070,0.00077,0.00065,-0.00029,0.09884
5.49,0,0,15.946966,0.00203,0.00070,0.00060,0.00055,0.00065,0.00068,0.00125,0.00066,0.00002,0.09898
5.50,0,0,15.842888,0.00102,0.00054,0.00053,0.00053,0.00082,0.00066,0.00189,0.00057,0.00014,0.09929
5.51,0,0,15.691938,0.00190,0.00050,0.00060,0.00062,0.00098,0.00070,0.00156,0.00064,-0.00014,0.09891
5.52,0,0,15.617884,0.00181,0.00065,0.00056,0.00053,0.00084,0.00064,0.00101,0.00058,0.00013,0.09753
5.53,0,0,15.488379,0.00154,0.00056,0.00058,0.00060,0.00069,0.00062,0.00104,0.00054,0.00014,0.09620
5.54,0,0,15.320583,0.00150,0.00054,0.00068,0.00061,0.00074,0.00065,0.00087,0.00062,0.00000,0.09552
5.55,0,0,15.185206,0.00138,0.00059,0.00051,0.00066,0.00079,0.00067,0.00127,0.00061,0.00000,0.09540
5.56,0,0,15.041718,0.00156,0.00061,0.00058,0.00056,0.00061,0.00062,0.00118,0.00063,0.00001,0.09627
5.57,0,0,14.897503,0.00159,0.00062,0.00059,0.00065,0.00072,0.00065,0.00132,0.00066,0.00015,0.09659
5.58,0,0,14.757795,0.00122,0.00061,0.00064,0.00059,0.00067,0.00065,0.00114,0.00059,0.00014,0.09718
5.59,0,0,14.677270,0.00216,0.00052,0.00063,0.00056,0.00063,0.00062,0.00123,0.00059,0.00016,0.09693
5.60,0,0,14.601974,0.00142,0.00081,0.00056,0.00059,0.00061,0.00068,0.00068,0.00068,0.00000,0.09732
5.61,0,0,14.495584,0.00213,0.00072,0.00065,0.00072,0.00070,0.00070,0.00066,0.00056,-0.00001,0.09795
5.62,0,0,14.335840,0.00129,0.00059,0.00064,0.00061,0.00064,0.00068,0.00088,0.00061,0.00001,0.09860
5.63,0,0,14.208722,0.00170,0.00111,0.00067,0.00063,0.00059,0.00069,0.00063,0.00051,0.00013,0.09847
5.64,0,0,14.088088,0.00109,0.00052,0.00057,0.00071,0.00054,0.00064,0.00071,0.00055,-0.00013,0.09860
5.65,0,0,13.975450,0.00087,0.00075,0.00062,0.00068,0.00060,0.00073,0.00224,0.00063,0.00015,0.09765
5.66,0,0,13.850119,0.00139,0.00076,0.00063,0.00065,0.00063,0.00065,0.00153,0.00059,0.00015,0.09756
5.67,0,0,13.733760,0.00210,0.00062,0.00064,0.00048,0.00059,0.00061,0.00230,0.00052,-0.00013,0.09726
5.68,0,0,13.537409,0.00147,0.00111,0.00060,0.00056,0.00050,0.00076,0.00053,0.00116,-0.00013,0.09710
5.69,0,0,13.350923,0.00210,0.00111,0.00058,0.00060,0.00055,0.00058,0.00144,0.00060,0.00030,0.09678
5.70,0,0,13.333747,0.00152,0.00113,0.00054,0.00053,0.00057,0.00071,0.00088,0.00181,0.00000,0.09624
5.71,0,0,13.301547,0.00129,0.00116,0.00063,0.00059,0.00053,0.00066,0.00187,0.00059,-0.00014,0.09588
5.72,0,0,13.222945,0.00119,0.00055,0.00054,0.00050,0.00077,0.00061,0.00148,0.00057,-0.00014,0.09671
5.73,0,0,13.125076,0.00093,0.00068,0.00058,0.00054,0.00051,0.00063,0.00100,0.00059,0.00002,0.09748
5.74,0,0,13.027622,0.00105,0.00132,0.00063,0.00058,0.00053,0.00056,0.00167,0.00257,0.00000,0.09771
5.75,0,1,12.907803,0.00546,0.00599,0.00097,0.00077,0.00060,0.00072,0.00165,0.00511,-0.00002,0.09754
5.76,0,0,12.853443,0.00600,0.00781,0.00258,0.00068,0.00052,0.00062,0.00150,0.00582,-0.00001,0.09704
5.77,0,0,12.884333,0.00658,0.00694,0.00386,0.00057,0.00066,0.00068,0.00115,0.00640,0.00031,0.09760
5.78,0,0,13.234891,0.00252,0.00224,0.00343,0.00054,0.00049,0.00067,0.00119,0.00511,0.00000,0.09760
5.79,0,0,13.541528,0.00193,0.00093,0.00327,0.00058,0.00051,0.00076,0.00127,0.00842,0.00001,0.09796
5.80,0,0,13.861024,0.00119,0.00073,0.00323,0.00064,0.00052,0.00072,0.00159,0.00677,0.00000,0.09726
5.81,0,0,14.247119,0.00095,0.00063,0.00248,0.00055,0.00059,0.00068,0.00124,0.00388,-0.00014,0.09737
5.82,0,0,14.480488,0.00212,0.00082,0.00199,0.00070,0.00059,0.00155,0.00248,0.00487,-0.00013,0.09737
5.83,0,0,14.790392,0.00107,0.00053,0.00100,0.00050,0.00053,0.00072,0.00197,0.00505,-0.00013,0.09739
5.84,0,0,15.021313,0.00102,0.00060,0.00169,0.00056,0.00060,0.00062,0.00322,0.00268,-0.00013,0.09746
5.85,0,0,15.288429,0.00101,0.00056,0.00101,0.00057,0.00062,0.00063,0.00259,0.00133,0.00015,0.09677
5.86,0,0,15.602987,0.00118,0.00065,0.00094,0.00051,0.00086,0.00070,0.00298,0.00060,0.00001,0.09600
5.87,0,0,15.940988,0.00164,0.00059,0.00102,0.00050,0.00076,0.00063,0.00316,0.00064,0.00013,0.09622
5.88,0,0,16.178472,0.00120,0.00076,0.00057,0.00048,0.00116,0.00076,0.00231,0.00055,0.00000,0.09650
5.89,1,0,16.495477,0.00165,0.00068,0.00096,0.00071,0.00060,0.00065,0.00086,0.00061,0.00001,0.09638
5.90,0,0,16.367673,0.00484,0.00095,0.00054,0.00065,0.00052,0.00071,0.00111,0.00065,0.00000,0.09654
5.91,0,0,16.060707,0.00468,0.00080,0.00058,0.00056,0.00061,0.00066,0.00076,0.00063,-0.00013,0.09686
5.92,0,0,15.929089,0.00160,0.00060,0.00063,0.00059,0.00068,0.00074,0.00124,0.00061,-0.00001,0.09641
5.93,0,0,15.861475,0.00135,0.00064,0.00057,0.00057,0.00069,0.00070,0.00081,0.00062,0.00001,0.09698
5.94,0,0,15.710463,0.00193,0.00057,0.00069,0.00053,0.00065,0.00067,0.00113,0.00052,0.00001,0.09660
5.95,0,0,15.611097,0.00166,0.00057,0.00056,0.00057,0.00124,0.00068,0.00199,0.00050,0.00000,0.09629
5.96,0,0,15.459479,0.00132,0.00056,0.00051,0.00058,0.00075,0.00071,0.00109,0.00055,-0.00001,0.09579
5.97,0,0,15.347936,0.00116,0.00051,0.00055,0.00067,0.00072,0.00071,0.00099,0.00062,0.00014,0.09441
5.98,0,0,15.202974,0.00375,0.00075,0.00059,0.00065,0.00069,0.00066,0.00101,0.00051,0.00000,0.09417
5.99,0,0,15.072490,0.00146,0.00063,0.00061,0.00055,0.00057,0.00067,0.00115,0.00058,0.00000,0.09507
6.00,0,0,14.941301,0.00186,0.00055,0.00059,0.00064,0.00077,0.00069,0.00170,0.00068,0.00013,0.09618
6.01,0,0,14.831701,0.00170,0.00057,0.00066,0.00056,0.00074,0.00065,0.00128,0.00058,-0.00015,0.09618
6.02,0,0,14.715961,0.00115,0.00062,0.00066,0.00058,0.00078,0.00067,0.00097,0.00057,0.00002,0.09569
6.03,0,0,14.633051,0.00234,0.00057,0.00057,0.00065,0.00077,0.00071,0.00084,0.00053,0.00014,0.09565
6.04,0,0,14.486170,0.00203,0.00059,0.00058,0.00061,0.00060,0.00068,0.00092,0.00058,0.00014,0.09629
6.05,0,0,14.367317,0.00364,0.00068,0.00055,0.00084,0.00065,0.00079,0.00071,0.00067,0.00014,0.09606
6.06,0,0,14.248537,0.00144,0.00059,0.00079,0.00066,0.00080,0.00060,0.00071,0.00056,0.00000,0.09645
6.07,0,0,14.119052,0.00113,0.00054,0.00052,0.00071,0.00074,0.00066,0.00096,0.00059,-0.00001,0.09663
6.08,0,0,13.980983,0.00135,0.00056,0.00063,0.00077,0.00097,0.00064,0.00080,0.00057,0.00001,0.09597
6.09,0,0,13.846515,0.00116,0.00088,0.00054,0.00110,0.00080,0.00079,0.00093,0.00066,-0.00001,0.09548
6.10,0,0,13.744847,0.00149,0.00142,0.00065,0.00087,0.00060,0.00078,0.00070,0.00060,0.00014,0.09582
6.11,0,0,13.644110,0.00136,0.00062,0.00058,0.00118,0.00057,0.00067,0.00102,0.00066,0.00028,0.09644
6.12,0,0,13.525970,0.00148,0.00080,0.00058,0.00083,0.00062,0.00065,0.00081,0.00057,0.00030,0.09695
6.13,0,0,13.353495,0.00220,0.00052,0.00063,0.00062,0.00070,0.00073,0.00069,0.00056,0.00013,0.09763
6.14,0,0,13.216345,0.00209,0.00077,0.00062,0.00085,0.00086,0.00108,0.00112,0.00069,0.00001,0.09786
6.15,0,0,13.088782,0.00135,0.00065,0.00062,0.00064,0.00069,0.00065,0.00061,0.00051,0.00000,0.09846
6.16,0,0,13.002497,0.00104,0.00076,0.00057,0.00069,0.00060,0.00066,0.00169,0.00057,0.00001,0.09780
6.17,0,0,12.978360,0.00109,0.00053,0.00065,0.00060,0.00066,0.00067,0.00088,0.00058,0.00014,0.09719
6.18,0,0,12.895186,0.00094,0.00054,0.00054,0.00060,0.00075,0.00072,0.00144,0.00058,0.00013,0.09678
6.19,0,0,12.832593,0.00129,0.00177,0.00062,0.00060,0.00056,0.00075,0.00251,0.00119,-0.00013,0.09646
6.20,0,0,12.742319,0.00433,0.00572,0.00073,0.00068,0.00059,0.00075,0.00126,0.00686,-0.00001,0.09706
6.21,0,1,12.636722,0.00547,0.00701,0.00299,0.00072,0.00049,0.00065,0.00187,0.00449,0.00000,0.09694
6.22,0,0,12.683121,0.00876,0.00977,0.00267,0.00071,0.00060,0.00063,0.00182,0.00449,-0.00013,0.09679
6.23,0,0,13.073572,0.00524,0.00501,0.00391,0.00075,0.00052,0.00068,0.00087,0.00806,0.00015,0.09765
6.24,0,0,13.297029,0.00172,0.00173,0.00629,0.00058,0.00042,0.00074,0.00136,0.00681,0.00014,0.09747
6.25,0,0,13.767402,0.00103,0.00153,0.00291,0.00067,0.00049,0.00061,0.00129,0.00658,0.00013,0.09785
6.26,0,0,14.041655,0.00137,0.00152,0.00238,0.00069,0.00053,0.00061,0.00168,0.00631,0.00029,0.09721
6.27,0,0,14.276366,0.00102,0.00089,0.00473,0.00057,0.00060,0.00069,0.00210,0.01042,0.00002,0.09654
6.28,0,0,14.485139,0.00211,0.00065,0.00242,0.00071,0.00058,0.00095,0.00222,0.00537,0.00014,0.09666
6.29,0,0,14.621718,0.00128,0.00070,0.00203,0.00048,0.00058,0.00071,0.00286,0.00826,0.00030,0.09658
6.30,0,0,14.711118,0.00184,0.00054,0.00091,0.00076,0.00063,0.00066,0.00236,0.00603,-0.00028,0.09629
6.31,0,0,14.958285,0.00135,0.00056,0.00200,0.00064,0.00063,0.00064,0.00239,0.00815,0.00014,0.09710
6.32,0,0,15.051068,0.00166,0.00053,0.00111,0.00057,0.00054,0.00063,0.00234,0.00639,-0.00013,0.09695
6.33,0,0,15.157225,0.00118,0.00051,0.00160,0.00062,0.00065,0.00067,0.00248,0.00438,0.00000,0.09614
6.34,0,0,15.284842,0.00126,0.00056,0.00172,0.00058,0.00071,0.00078,0.00348,0.00878,-0.00030,0.09634
6.35,0,0,15.333654,0.00145,0.00061,0.00061,0.00059,0.00080,0.00067,0.00430,0.00290,0.00014,0.09680
6.36,0,0,15.543533,0.00203,0.00056,0.00058,0.00056,0.00064,0.00073,0.00567,0.00097,0.00015,0.09628
6.37,0,0,15.796622,0.00150,0.00062,0.00051,0.00060,0.00054,0.00066,0.00153,0.00049,0.00015,0.09641
6.38,1,0,16.112122,0.00384,0.00065,0.00062,0.00074,0.00056,0.00068,0.00095,0.00051,0.00000,0.09657
6.39,0,0,15.815413,0.00290,0.00071,0.00066,0.00076,0.00074,0.00066,0.00140,0.00077,0.00000,0.09653
6.40,0,0,15.711968,0.00414,0.00086,0.00060,0.00059,0.00062,0.00059,0.00116,0.00071,0.00029,0.09749
6.41,0,0,15.623438,0.00206,0.00066,0.00062,0.00071,0.00091,0.00063,0.00136,0.00087,-0.00013,0.09843
6.42,0,0,15.497158,0.00169,0.00059,0.00063,0.00059,0.00077,0.00069,0.00096,0.00062,0.00000,0.09975
6.43,0,0,15.376581,0.00182,0.00061,0.00056,0.00058,0.00108,0.00073,0.00218,0.00067,-0.00015,0.10009
6.44,0,0,15.213791,0.00150,0.00061,0.00063,0.00056,0.00129,0.00061,0.00180,0.00069,0.00014,0.09832
6.45,0,0,15.052670,0.00162,0.00066,0.00056,0.00057,0.00083,0.00060,0.00116,0.00061,0.00000,0.09679
6.46,0,0,14.927764,0.00114,0.00058,0.00063,0.00052,0.00074,0.00067,0.00123,0.00064,0.00001,0.09582
6.47,0,0,14.841853,0.00126,0.00056,0.00066,0.00068,0.00083,0.00066,0.00070,0.00063,0.00001,0.09604
6.48,0,0,14.679075,0.00108,0.00053,0.00048,0.00075,0.00069,0.00072,0.00077,0.00066,0.00001,0.09687
6.49,0,0,14.631110,0.00155,0.00051,0.00064,0.00090,0.00074,0.00065,0.00070,0.00064,-0.00013,0.09745
6.50,0,0,14.524421,0.00160,0.00064,0.00058,0.00109,0.00101,0.00072,0.00074,0.00067,0.00000,0.09728
6.51,0,0,14.389973,0.00205,0.00064,0.00062,0.00122,0.00085,0.00073,0.00074,0.00062,0.00015,0.09796
6.52,0,0,14.253956,0.00101,0.00058,0.00058,0.00106,0.00066,0.00065,0.00067,0.00054,0.00013,0.09777
6.53,0,0,14.123155,0.00148,0.00066,0.00068,0.00106,0.00099,0.00077,0.00072,0.00061,0.00028,0.09818
6.54,0,0,14.008269,0.00114,0.00064,0.00066,0.00090,0.00074,0.00065,0.00057,0.00054,0.00030,0.09786
6.55,0,0,13.905339,0.00120,0.00054,0.00061,0.00099,0.00078,0.00069,0.00066,0.00066,0.00016,0.09740
6.56,0,0,13.777775,0.00124,0.00061,0.00065,0.00094,0.00075,0.00069,0.00146,0.00067,0.00002,0.09619
6.57,0,0,13.632778,0.00113,0.00053,0.00062,0.00066,0.00098,0.00064,0.00183,0.00065,0.00000,0.09582
