"Time"	"1 Synch"	"2 Trdml"	"3 Platform"	"4 GM"	"5 Ip"	"6 BF"	"7 VL"	"8 St"	"9 TA"	"10 Gs"	"11 Gr"	"12 Synch"	"13 Crx (cm)"	"14 Cry (cm)"	"15 Hipx (cm)"	"16 Hipy (cm)"	"17 Knee x"	"18 Knee y"	"19 ankx (cm)"	"20 anky (cm)"	"21 MTPx (cm)"	"22 MTPy (cm)"	"23 toex (cm)"	"24 toey (cm)"	"25 FLtx (cm)"	"26 FLty (cm)"	"27 HLx (cm)"	"28 HLy (cm)"	"29 HRx (cm)"	"30 HRy (cm)"	"31 Keyboard"	"32 FLx (cm)"	"33 FLy (cm)"	"34 FRx (cm)"	"35 FRy (cm)"	"36 CoMx (cm)"	"37 CoMy (cm)"	"38 Hip (deg)"	"39 Knee (deg"	"40 Ankle (de"	"41 MTP (deg)"	"42 Ramp up"	"43 Ramp down"	"44 sw onset"	"45 sw offset"	"46 sw rmp up"	"47 st rmp up"	"48 sw rmp dw"	"49 st rmp dw"	"50 sinus rmp"	"51 rFL swon"	"52 rFL swoff"	"53 lFL swon"	"54 lFL swoff"	"55 rHL swon"	"56 rHL swoff"	"57 lHL swon"	"58 lHL swoff"	"59 left DS"	"60 right DS"	"61 Ramp up"	"62 Ramp down"	"63 sinus"
0.000	3.27807	0.09537	0.00000	0.00319	0.00387	-0.01049	0.00817	-0.01403	-0.02008	0.00816	-0.01875	0	8.558371	10.869261	7.526020	10.758125	7.453336	9.456060	5.971878	9.251237	6.156060	8.426963	6.674855	8.246490	11.596958	8.832747	7.761692	6.342326	7.222574	3.874776	0	11.581125	5.087803	12.129797	3.782182	9.815670	4.793552	100.469694	101.461733	85.343096	121.181553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.001	3.27701	0.09577	0.00026	0.00355	0.00569	-0.01091	0.00651	-0.01180	-0.02042	0.00138	-0.01895	0	8.566100	10.870214	7.533830	10.753848	7.450957	9.454825	5.968617	9.255116	6.150560	8.427154	6.671722	8.248762	11.622914	8.828441	7.798861	6.338843	7.215116	3.873141	0	11.576006	5.085591	12.171591	3.781135	9.829204	4.791259	100.962501	101.633534	85.431500	121.076151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.002	3.27742	0.09590	0.00011	0.00282	0.00584	-0.01292	0.00866	-0.01372	-0.02018	0.00446	-0.01666	0	8.573823	10.871303	7.540827	10.750591	7.448726	9.454168	5.965866	9.259486	6.146078	8.427112	6.670054	8.250914	11.652238	8.825092	7.838492	6.338245	7.207313	3.869976	0	11.571753	5.084994	12.210333	3.778917	9.842611	4.790233	101.378550	101.755792	85.511372	120.944937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.003	3.27818	0.09582	0.00013	-0.00093	0.00406	-0.01533	0.00656	0.00287	-0.02023	0.00412	-0.01731	0	8.581512	10.871669	7.547512	10.748654	7.446536	9.453836	5.963180	9.264755	6.140476	8.428942	6.665711	8.252726	11.688152	8.825614	7.879485	6.341980	7.198444	3.866941	0	11.566776	5.085661	12.243825	3.775771	9.855752	4.791358	101.729408	101.821933	85.585421	120.765640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.004	3.27767	0.09562	0.00017	0.00012	0.00488	-0.01124	0.00905	-0.01602	-0.02010	0.00632	-0.01935	0	8.589173	10.870625	7.554303	10.748196	7.444310	9.453568	5.960186	9.271235	6.132053	8.434198	6.655413	8.254046	11.732884	8.832202	7.920842	6.350711	7.188019	3.865440	0	11.559767	5.087185	12.270672	3.771932	9.868526	4.795109	102.029226	101.827981	85.656068	120.514453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.005	3.27660	0.09558	0.00031	0.00331	0.00634	-0.00491	0.00515	-0.01115	-0.01874	0.00352	-0.01684	0	8.596972	10.868399	7.561181	10.748638	7.442149	9.453062	5.956909	9.278710	6.121471	8.441479	6.640474	8.255091	11.783388	8.843217	7.962130	6.360902	7.176801	3.865532	0	11.550931	5.088886	12.293771	3.767574	9.881039	4.799766	102.305956	101.783830	85.724182	120.159375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.006	3.27622	0.09583	-0.00013	0.01334	0.00464	-0.01191	0.01047	-0.01506	-0.02060	0.00148	-0.01682	0	8.605128	10.865524	7.567982	10.749153	7.440205	9.451998	5.953503	9.286793	6.110176	8.448403	6.623733	8.256204	11.834857	8.855743	8.003099	6.367615	7.165967	3.866825	0	11.540973	5.089989	12.317447	3.762854	9.893465	4.802887	102.592139	101.703991	85.790114	119.665679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.007	3.27648	0.09599	0.00000	0.01102	0.00585	-0.01168	0.00835	-0.01294	-0.01891	0.00422	-0.01635	0	8.613863	10.862533	7.574541	10.748915	7.438637	9.450060	5.950123	9.295095	6.099615	8.452585	6.608032	8.257727	11.882485	8.866862	8.043501	6.365915	7.156694	3.868927	0	11.530600	5.089719	12.346026	3.757928	9.905976	4.802023	102.920320	101.602975	85.854220	118.998634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.008	3.27690	0.09578	-0.00015	0.00255	0.00559	-0.01151	0.00870	-0.01398	-0.02085	0.00435	-0.01918	0	8.623377	10.859889	7.580762	10.747224	7.437581	9.447025	5.946926	9.303271	6.090948	8.452203	6.595676	8.259962	11.922500	8.874197	8.082951	6.352270	7.149849	3.871445	0	11.520396	5.087550	12.382774	3.753126	9.918637	4.795502	103.318574	101.496072	85.920827	118.138480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.009	3.27726	0.09545	0.00015	0.00219	0.00402	-0.00869	0.00829	-0.01232	-0.01976	0.00448	-0.01780	0	8.633762	10.857663	7.586917	10.744054	7.437094	9.443193	5.944080	9.311211	6.083800	8.448420	6.586091	8.262992	11.956650	8.878247	8.120344	6.330658	7.144632	3.873982	0	11.510311	5.084289	12.425284	3.749704	9.930909	4.785774	103.791095	101.402716	86.015520	117.145430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.010	3.27739	0.09562	0.00015	0.00356	0.00522	-0.01093	0.00427	-0.01337	-0.02056	0.00457	-0.01779	0	8.645074	10.855802	7.593398	10.739608	7.437201	9.439037	5.941756	9.318886	6.077286	8.443393	6.577748	8.266830	11.988518	8.880469	8.154332	6.307551	7.139693	3.876141	0	11.500077	5.081183	12.469264	3.749227	9.942059	4.776661	104.334130	101.343722	86.170951	116.106299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.011	3.27730	0.09593	-0.00011	-0.00549	0.00463	-0.01317	0.00932	-0.01393	-0.01972	0.00699	-0.01979	0	8.657370	10.854248	7.600600	10.734084	7.437927	9.435028	5.940126	9.326264	6.070522	8.439282	6.569116	8.271487	12.021692	8.882322	8.183570	6.289428	7.133679	3.877523	0	11.489429	5.079481	12.510420	3.753259	9.951352	4.771986	104.943923	101.339907	86.419775	115.107919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.012	3.27704	0.09580	-0.00026	0.00744	0.00336	-0.01474	0.00662	-0.00102	-0.02210	0.00087	-0.01740	0	8.670601	10.852997	7.608855	10.727747	7.439269	9.431591	5.939333	9.333323	6.062755	8.437817	6.559009	8.276802	12.059040	8.884960	8.207279	6.281401	7.125528	3.877801	0	11.478150	5.080143	12.545437	3.762890	9.958294	4.774612	105.612977	101.407534	86.787198	114.223338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.013	3.27671	0.09550	-0.00011	0.00057	0.00631	-0.01426	0.00973	-0.01198	-0.02045	0.00392	-0.01929	0	8.684149	10.852300	7.618173	10.721197	7.441058	9.428882	5.939381	9.340081	6.053931	8.438453	6.548069	8.281693	12.099611	8.887913	8.227723	6.281307	7.115733	3.877030	0	11.466277	5.082602	12.576222	3.776677	9.963691	4.782262	106.313827	101.538552	87.258605	113.451935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.014	3.27640	0.09568	0.00017	0.00258	0.00524	-0.01179	0.00944	-0.01191	-0.02019	0.00209	-0.01740	0	8.697211	10.852496	7.628455	10.715149	7.443071	9.426973	5.940223	9.346571	6.044234	8.439882	6.537546	8.284772	12.141179	8.890174	8.248177	6.284562	7.105304	3.875392	0	11.453935	5.085779	12.606419	3.792332	9.968781	4.790947	107.012361	101.716818	87.806138	112.768588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.015	3.27622	0.09578	0.00033	0.00214	0.00809	-0.01411	0.00288	-0.01763	-0.02075	0.00236	-0.01916	0	8.708982	10.853926	7.639604	10.710316	7.445083	9.425933	5.941815	9.352828	6.033843	8.440800	6.528692	8.284649	12.181519	8.890733	8.271915	6.286581	7.095250	3.873067	0	11.441247	5.088595	12.639674	3.807567	9.974801	4.796680	107.674464	101.926185	88.401929	112.148156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.016	3.27625	0.09590	-0.00013	-0.00168	0.00630	-0.01581	0.00320	-0.01282	-0.02061	0.00249	-0.01671	0	8.718807	10.856722	7.651502	10.707248	7.446915	9.425778	5.944063	9.358895	6.022915	8.440175	6.522344	8.280374	12.218807	8.888852	8.301490	6.283617	7.086377	3.870227	0	11.428280	5.090169	12.678716	3.820554	9.982794	4.796294	108.271670	102.151793	89.020720	111.567714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.017	3.27636	0.09580	0.00013	0.00587	0.00470	-0.01512	0.01364	-0.01342	-0.02131	0.00651	-0.01844	0	8.726839	10.859929	7.663940	10.705622	7.448609	9.426233	5.946610	9.364879	6.011463	8.438444	6.517120	8.273339	12.253360	8.885229	8.335588	6.276412	7.078398	3.866988	0	11.414783	5.090670	12.721387	3.831931	9.992760	4.791004	108.805697	102.385663	89.651183	111.016166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.018	3.27641	0.09547	0.00002	0.00364	0.00412	-0.01350	0.00884	-0.01342	-0.02037	-0.00359	-0.01608	0	8.733496	10.862224	7.676676	10.704823	7.450285	9.426925	5.949013	9.370905	5.999456	8.436534	6.510899	8.265713	12.286208	8.881045	8.371609	6.267203	7.070661	3.863445	0	11.400401	5.090619	12.763905	3.843154	10.004357	4.783486	109.288306	102.622103	90.286627	110.486348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.019	3.27663	0.09568	0.00033	0.00219	0.00447	-0.00479	-0.00057	-0.01299	-0.01914	0.00248	-0.01704	0	8.739199	10.862286	7.689466	10.704237	7.452060	9.427482	5.950829	9.377102	5.986861	8.435370	6.501562	8.259668	12.318381	8.877477	8.406954	6.258225	7.062517	3.859694	0	11.384779	5.090533	12.802482	3.855682	10.017238	4.776415	109.731263	102.855424	90.920363	109.971102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.020	3.27720	0.09598	0.00002	0.00069	0.00341	-0.01123	0.00575	-0.02286	-0.02092	0.00276	-0.01905	0	8.744441	10.859151	7.702104	10.703318	7.454042	9.427594	5.951751	9.383535	5.973712	8.435698	6.487505	8.256949	12.350898	8.875433	8.439534	6.251330	7.053427	3.855909	0	11.367809	5.090851	12.834235	3.870658	10.030987	4.771986	110.146654	103.080656	91.546591	109.467478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.021	3.27759	0.09596	-0.00013	0.00399	0.00605	-0.01183	0.01054	-0.01000	-0.01873	0.00327	-0.01747	0	8.750113	10.853767	7.714569	10.701888	7.456288	9.427305	5.952193	9.389952	5.960389	8.437303	6.469884	8.257026	12.384709	8.874362	8.469992	6.246314	7.043469	3.852676	0	11.350709	5.091570	12.861099	3.887551	10.044791	4.769820	110.548285	103.296682	92.164262	108.995020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.022	3.27723	0.09547	0.00000	0.00095	0.00556	-0.01182	0.00837	-0.01340	-0.02067	0.00368	-0.01831	0	8.757237	10.847718	7.726901	10.699892	7.458837	9.426769	5.952813	9.395994	5.947389	8.439645	6.450772	8.258612	12.420745	8.873229	8.499881	6.242286	7.032922	3.850717	0	11.335136	5.092539	12.886610	3.905272	10.057712	4.768683	110.950530	103.503666	92.773909	108.580755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.023	3.27670	0.09571	0.00013	-0.01747	0.00504	-0.00956	0.01169	-0.01341	-0.02027	0.00432	-0.01703	0	8.766835	10.842587	7.739142	10.697274	7.461725	9.426144	5.954267	9.401303	5.935206	8.442188	6.432245	8.260418	12.459936	8.870997	8.530754	6.238357	7.022065	3.850754	0	11.322748	5.093611	12.914306	3.922732	10.068807	4.767340	111.367763	103.701772	93.376062	108.251712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.024	3.27680	0.09610	0.00013	0.01944	0.00878	-0.01694	0.01098	-0.01192	-0.02205	0.00331	-0.01733	0	8.779642	10.839679	7.751310	10.694040	7.464974	9.425595	5.957060	9.405652	5.924227	8.444495	6.415990	8.261340	12.502809	8.866828	8.563994	6.233787	7.011198	3.853269	0	11.314725	5.094620	12.947018	3.938938	10.077474	4.764736	111.808572	103.891361	93.970222	108.037606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.025	3.27724	0.09613	-0.00028	0.00372	0.00447	-0.00573	-0.00391	-0.01299	-0.01919	0.00314	-0.01850	0	8.794850	10.838801	7.763304	10.690521	7.468508	9.425327	5.960888	9.409523	5.914252	8.446673	6.401637	8.261256	12.547743	8.860943	8.600072	6.228631	7.000729	3.857460	0	11.309700	5.095326	12.983800	3.953410	10.084918	4.760771	112.250627	104.073840	94.550360	107.982473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.026	3.27748	0.09591	-0.00004	-0.00753	0.00724	-0.01549	0.01182	-0.01334	-0.02114	0.00293	-0.01684	0	8.811138	10.839260	7.774986	10.687155	7.472218	9.425559	5.965178	9.413632	5.904886	8.449009	6.388128	8.260370	12.592399	8.853911	8.639159	6.223211	6.991101	3.862097	0	11.305454	5.095461	13.022449	3.965840	10.092943	4.755663	112.661310	104.250962	95.108615	108.135117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.027	3.27745	0.09598	0.00024	0.00651	0.00637	-0.00407	0.00092	-0.01229	-0.01907	0.00269	-0.01840	0	8.827184	10.840364	7.786214	10.684383	7.475996	9.426510	5.969357	9.418696	5.895734	8.451789	6.374405	8.258887	12.634442	8.846303	8.681422	6.217848	6.982757	3.865950	0	11.299771	5.094757	13.060762	3.975918	10.103356	4.749629	113.007997	104.424484	95.637122	108.544345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.028	3.27726	0.09627	0.00000	0.00141	0.00626	-0.01183	0.00982	-0.01731	-0.02014	0.00453	-0.01698	0	8.841866	10.841471	7.796893	10.682581	7.479759	9.428349	5.972965	9.425248	5.886523	8.455314	6.359622	8.256988	12.672132	8.838572	8.726750	6.212780	6.975987	3.868012	0	11.290821	5.093100	13.096818	3.983526	10.117579	4.742967	113.268978	104.598503	96.132195	109.239754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.029	3.27701	0.09636	0.00002	0.00265	0.00432	-0.00797	0.01454	-0.01207	-0.01988	0.00449	-0.01698	0	8.855125	10.842192	7.807158	10.681801	7.483558	9.430976	5.976152	9.432830	5.877635	8.459954	6.344057	8.254731	12.706938	8.830531	8.773525	6.207800	6.970267	3.868481	0	11.278853	5.091189	13.130202	3.989564	10.134997	4.736405	113.480860	104.789639	96.612480	110.148308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.030	3.27676	0.09624	0.00002	0.00431	0.00581	-0.01473	0.00970	-0.01395	-0.02063	0.00289	-0.01760	0	8.867255	10.842225	7.817220	10.681985	7.487488	9.434200	5.979268	9.440658	5.869671	8.466101	6.328363	8.252134	12.741395	8.821781	8.819632	6.202555	6.964801	3.867953	0	11.264804	5.089993	13.161003	3.995271	10.154311	4.730812	113.699648	105.018677	97.104049	111.162831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.031	3.27667	0.09599	0.00011	0.00264	0.00625	-0.01204	0.00915	-0.01378	-0.02006	0.00460	-0.01736	0	8.878550	10.841269	7.827292	10.683075	7.491644	9.437832	5.982666	9.447944	5.863231	8.474151	6.313191	8.249213	12.778038	8.811924	8.862953	6.196691	6.958792	3.867024	0	11.249614	5.090483	13.189306	4.001886	10.174226	4.727055	113.981358	105.306402	97.632982	112.176123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.032	3.27685	0.09617	0.00000	0.00405	0.00386	-0.01287	0.01111	-0.01346	-0.02007	0.00760	-0.01738	0	8.889327	10.839226	7.837601	10.684969	7.496082	9.441706	5.986632	9.454042	5.858706	8.484295	6.299052	8.246049	12.818720	8.800706	8.902002	6.189926	6.951566	3.866238	0	11.234202	5.093310	13.215282	4.010395	10.193619	4.725795	114.372723	105.669768	98.221870	113.086949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.033	3.27711	0.09649	-0.00015	0.00194	0.00796	-0.00143	0.01172	-0.01364	-0.02083	-0.00156	-0.01849	0	8.900012	10.837095	7.848448	10.687326	7.500643	9.445783	5.991106	9.459043	5.855360	8.495652	6.285686	8.243072	12.861651	8.788655	8.938670	6.182370	6.943106	3.865858	0	11.219372	5.097421	13.239530	4.020437	10.212299	4.726570	114.870872	106.105236	98.874678	113.825937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.034	3.27719	0.09646	0.00017	0.00741	0.00315	-0.01870	0.00422	-0.01005	-0.02048	0.00320	-0.01495	0	8.911070	10.836240	7.860156	10.689727	7.505098	9.450070	5.995913	9.463285	5.852087	8.506983	6.272579	8.240824	12.903829	8.776559	8.975968	6.174260	6.933611	3.866054	0	11.205891	5.101195	13.262793	4.031201	10.230385	4.728546	115.456431	106.602450	99.589174	114.334314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.035	3.27701	0.09595	0.00026	0.00110	0.00515	-0.01099	0.01045	-0.02114	-0.02155	0.00331	-0.01757	0	8.922968	10.838023	7.873052	10.691753	7.509218	9.454571	6.000880	9.467105	5.847776	8.517046	6.259218	8.239849	12.942252	8.765204	9.016909	6.165834	6.923280	3.866995	0	11.194525	5.103012	13.285816	4.041877	10.247995	4.730891	116.110018	107.151051	100.363123	114.553313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.036	3.27665	0.09625	0.00013	0.00323	0.00402	-0.01642	0.01256	-0.00881	-0.01958	0.00225	-0.01740	0	8.935992	10.843395	7.887357	10.693072	7.512864	9.459308	6.005817	9.470793	5.841510	8.524825	6.245270	8.240516	12.974841	8.755352	9.063869	6.157347	6.912292	3.868752	0	11.185754	5.101621	13.309320	4.051686	10.265137	4.732869	116.807618	107.738303	101.193643	114.443803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.037	3.27650	0.09664	0.00028	0.00305	0.00823	-0.02040	0.00569	-0.00888	-0.01948	0.00601	-0.01753	0	8.949481	10.851083	7.902744	10.693811	7.516385	9.464396	6.010471	9.474392	5.833384	8.530478	6.231364	8.242258	13.004451	8.747623	9.115817	6.149141	6.900724	3.870871	0	11.178506	5.097745	13.333905	4.060028	10.281216	4.734283	117.500474	108.338772	102.074400	114.071560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.038	3.27691	0.09651	0.00013	0.00413	0.00412	-0.01384	0.00911	-0.01384	-0.02129	0.00214	-0.01771	0	8.962458	10.859078	7.918705	10.694253	7.520291	9.469982	6.014561	9.477859	5.823830	8.534554	6.218453	8.244199	13.035574	8.742594	9.170589	6.141587	6.888615	3.872721	0	11.171195	5.092762	13.360130	4.066361	10.295443	4.735111	118.131602	108.922797	102.997909	113.537255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.039	3.27728	0.09613	0.00039	0.00394	0.00554	-0.01075	0.00860	-0.01302	-0.01994	0.00400	-0.01771	0	8.973945	10.865371	7.934728	10.694681	7.525090	9.476211	6.017810	9.481153	5.813282	8.537605	6.207489	8.245460	13.072708	8.740838	9.226018	6.135059	6.876006	3.873673	0	11.162237	5.088054	13.388556	4.070144	10.307025	4.735333	118.644009	109.460718	103.956685	112.941584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.040	3.27695	0.09624	0.00002	0.00031	0.00504	-0.00795	-0.00027	-0.01301	-0.01980	0.00368	-0.01861	0	8.983305	10.868431	7.950339	10.695422	7.531180	9.483229	6.020135	9.484330	5.802185	8.540194	6.199155	8.245368	13.119102	8.742560	9.280238	6.129846	6.863061	3.873170	0	11.150408	5.084779	13.419413	4.071037	10.315442	4.734970	118.995354	109.931114	104.943108	112.376557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.041	3.27653	0.09635	0.00004	0.00332	0.00519	-0.02571	0.01938	-0.00942	-0.01956	0.00396	-0.01917	0	8.991710	10.869293	7.965247	10.697042	7.538346	9.491194	6.022491	9.487976	5.791052	8.542945	6.192703	8.244336	13.171346	8.745975	9.332967	6.125805	6.850620	3.871047	0	11.136421	5.082921	13.451168	4.069795	10.321633	4.734259	119.221563	110.356607	105.948820	111.887775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.042	3.27683	0.09656	0.00028	0.00283	0.00539	-0.01425	0.01196	-0.01815	-0.02010	0.00470	-0.01791	0	9.000937	10.869845	7.979225	10.700187	7.546172	9.500264	6.026180	9.492852	5.780420	8.546504	6.186906	8.243142	13.223815	8.748640	9.384452	6.122650	6.839745	3.867271	0	11.121634	5.082071	13.481702	4.067533	10.327021	4.733513	119.384599	110.774466	106.965221	111.505406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.043	3.27752	0.09645	0.00000	0.00422	0.00387	-0.01073	0.00874	-0.01235	-0.02006	0.00331	-0.01936	0	9.012762	10.871974	7.992046	10.705504	7.554242	9.510598	6.032506	9.499717	5.770825	8.551514	6.180539	8.242560	13.270882	8.748109	9.434940	6.120092	6.831499	3.861808	0	11.107405	5.081822	13.508897	4.065369	10.333028	4.733044	119.546442	111.221970	107.983708	111.259605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.044	3.27793	0.09614	0.00000	0.00428	0.00555	-0.01221	0.00826	-0.01194	-0.02151	0.00412	-0.01794	0	9.028585	10.877214	8.003649	10.713444	7.562188	9.522284	6.042345	9.509058	5.762675	8.558473	6.172588	8.243222	13.307746	8.742205	9.484642	6.117775	6.826637	3.854800	0	11.094890	5.081814	13.531056	4.064194	10.340861	4.733085	119.761621	111.731485	108.999241	111.169330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.045	3.27779	0.09638	-0.00011	0.00238	0.00611	-0.01328	0.00979	-0.01418	-0.02014	0.00681	-0.01868	0	9.047805	10.885203	8.014879	10.723428	7.569901	9.535032	6.054309	9.519876	5.755702	8.567076	6.163171	8.244977	13.334021	8.730183	9.533569	6.114961	6.824269	3.847338	0	11.084164	5.081954	13.548745	4.063703	10.350571	4.733464	120.044865	112.309121	110.025811	111.193718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.046	3.27709	0.09666	0.00002	0.00225	0.00503	-0.01147	0.00625	-0.01250	-0.02007	0.00165	-0.01841	0	9.069153	10.894949	8.026879	10.734532	7.577359	9.548426	6.066255	9.530686	5.749411	8.576755	6.152784	8.247415	13.350788	8.711772	9.581668	6.110787	6.822961	3.840826	0	11.074943	5.082238	13.563280	4.063192	10.361821	4.733869	120.397666	112.952254	111.083737	111.272002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.047	3.27653	0.09660	0.00002	0.00278	0.00473	-0.02151	-0.00465	-0.01502	-0.02068	0.00316	-0.01881	0	9.091358	10.905460	8.040795	10.745832	7.584540	9.562048	6.076036	9.539997	5.743310	8.586940	6.141923	8.250127	13.359128	8.686701	9.628887	6.104390	6.821279	3.836668	0	11.066945	5.082658	13.575978	4.061956	10.374278	4.733990	120.821502	113.658254	112.193342	111.343405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.048	3.27684	0.09614	-0.00015	0.00367	0.00680	-0.01287	0.01654	-0.01454	-0.02128	0.00248	-0.02033	0	9.113296	10.915893	8.057493	10.756512	7.591520	9.575552	6.082038	9.546606	5.736990	8.597145	6.131102	8.252735	13.360507	8.655182	9.674936	6.095028	6.818070	3.835840	0	11.059863	5.083196	13.587911	4.059468	10.387548	4.733575	121.310139	114.419655	113.373565	111.355898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.049	3.27753	0.09637	-0.00002	0.00240	0.00473	-0.00939	0.00527	-0.01376	-0.02113	0.00420	-0.01713	0	9.134601	10.926203	8.076362	10.766339	7.598898	9.588955	6.085467	9.550829	5.730511	8.607335	6.120927	8.255028	13.358448	8.619992	9.718278	6.082607	6.813697	3.837024	0	11.053281	5.083758	13.598823	4.056143	10.400918	4.732682	121.816109	115.203147	114.635949	111.304196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.050	3.27784	0.09667	0.00013	0.00281	0.00457	-0.01325	0.01492	-0.01405	-0.02154	0.00281	-0.01662	0	9.155164	10.936608	8.096298	10.775273	7.607447	9.602399	6.088465	9.553488	5.724086	8.617623	6.112038	8.256852	13.357154	8.584761	9.756955	6.067247	6.809029	3.838141	0	11.046743	5.084225	13.608021	4.052708	10.413573	4.731469	122.278229	115.966827	115.989577	111.198564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.051	3.27764	0.09654	0.00011	0.00278	0.00500	-0.01482	0.00424	-0.01223	-0.01945	0.00412	-0.01801	0	9.174873	10.947329	8.116197	10.783274	7.617941	9.616025	6.093178	9.555404	5.717928	8.628123	6.105071	8.258053	13.360833	8.553122	9.789013	6.049070	6.804934	3.837109	0	11.039796	5.084479	13.614810	4.049893	10.424695	4.730097	122.635307	116.668784	117.443531	111.049278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.052	3.27704	0.09615	0.00002	0.00302	0.00372	-0.00784	-0.01722	-0.01171	-0.01971	0.00447	-0.01772	0	9.193609	10.958516	8.135147	10.790471	7.630964	9.629986	6.101409	9.557382	5.712218	8.639016	6.100416	8.258566	13.372564	8.527955	9.813355	6.028351	6.802120	3.832348	0	11.032147	5.084429	13.618729	4.048325	10.433764	4.728746	122.837878	117.275756	118.999612	110.869540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
