"Time"	"1 Synch"	"2 Trdml"	"3 Platform"	"4 GM"	"5 Ip"	"6 BF"	"7 VL"	"8 St"	"9 TA"	"10 Gs"	"11 Gr"	"12 Synch"	"13 Crx (cm)"	"14 Cry (cm)"	"15 Hipx (cm)"	"16 Hipy (cm)"	"17 Knee x"	"18 Knee y"	"19 ankx (cm)"	"20 anky (cm)"	"21 MTPx (cm)"	"22 MTPy (cm)"	"23 toex (cm)"	"24 toey (cm)"	"25 FLtx (cm)"	"26 FLty (cm)"	"27 HLx (cm)"	"28 HLy (cm)"	"29 HRx (cm)"	"30 HRy (cm)"	"31 Keyboard"	"32 FLx (cm)"	"33 FLy (cm)"	"34 FRx (cm)"	"35 FRy (cm)"	"36 CoMx (cm)"	"37 CoMy (cm)"	"38 Hip (deg)"	"39 Knee (deg"	"40 Ankle (de"	"41 MTP (deg)"	"42 Ramp up"	"43 Ramp down"	"44 sw onset"	"45 sw offset"	"46 sw rmp up"	"47 st rmp up"	"48 sw rmp dw"	"49 st rmp dw"	"50 sinus rmp"	"51 rFL swon"	"52 rFL swoff"	"53 lFL swon"	"54 lFL swoff"	"55 rHL swon"	"56 rHL swoff"	"57 lHL swon"	"58 lHL swoff"	"59 left DS"	"60 right DS"	"61 Ramp up"	"62 Ramp down"	"63 sinus"
3.234	3.27670	0.09752	-0.00009	0.00579	0.00873	-0.01168	0.00797	-0.01415	-0.02303	0.00208	-0.01702	0	14.978554	10.642940	13.927875	10.547821	13.854144	9.260200	12.347333	9.531505	12.767685	9.148022	13.008265	8.661664	16.373902	8.237828	13.416163	6.495357	13.426656	4.054842	0	19.068723	5.628440	16.417381	4.195024	15.609489	5.204684	97.481353	83.142293	32.574962	164.228091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.235	3.27666	0.09782	0.00028	0.00058	0.00805	-0.01241	0.00669	-0.01311	-0.01996	0.00438	-0.01629	0	14.980133	10.650983	13.931263	10.552292	13.869610	9.263972	12.360098	9.518851	12.784265	9.139283	13.041565	8.650455	16.355181	8.240353	13.405712	6.498686	13.459623	4.051023	0	19.071726	5.621679	16.409471	4.193430	15.614638	5.201700	96.980029	83.145136	32.742073	166.049927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.236	3.27690	0.09771	-0.00002	0.00393	-0.00014	-0.01194	0.00800	-0.01270	-0.01292	0.00536	-0.01692	0	14.982207	10.657509	13.934475	10.557330	13.884618	9.267660	12.373780	9.506911	12.801458	9.129538	13.089605	8.644772	16.340477	8.241363	13.397189	6.501663	13.486149	4.050081	0	19.074382	5.617640	16.402314	4.193565	15.621228	5.198906	96.415351	83.102552	32.925042	167.855990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.237	3.27712	0.09728	-0.00002	0.00247	0.00610	-0.01212	0.00903	-0.01345	-0.02208	-0.00090	-0.01823	0	14.984719	10.662493	13.937366	10.562635	13.899337	9.271270	12.388061	9.495660	12.819116	9.119087	13.146989	8.643186	16.328968	8.241045	13.390286	6.504154	13.506939	4.050924	0	19.076498	5.615337	16.395160	4.195014	15.628202	5.196924	95.797011	83.025786	33.103713	169.505585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.238	3.27701	0.09754	-0.00002	0.00293	0.00241	-0.01181	0.00436	-0.01415	-0.01980	0.00320	-0.01769	0	14.987472	10.666160	13.939833	10.567748	13.913911	9.274852	12.402263	9.485340	12.836752	9.108729	13.204672	8.643225	16.319022	8.239808	13.384425	6.506113	13.523655	4.051762	0	19.077652	5.613134	16.386952	4.196966	15.634039	5.196432	95.146514	82.931036	33.251865	170.845675	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3.239	3.27670	0.09773	-0.00004	0.00172	0.00443	-0.01182	0.00714	-0.01487	-0.01866	0.00308	-0.01618	0	14.990269	10.668735	13.941773	10.572210	13.928484	9.278455	12.415706	9.476191	12.853881	9.099261	13.253609	8.642417	16.309008	8.238059	13.379025	6.507496	13.537963	4.050802	0	19.077423	5.609394	16.376629	4.198609	15.637215	5.198109	94.485380	82.834503	33.343273	171.723212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.240	3.27647	0.09758	0.00013	0.00244	-0.00165	-0.01337	0.00842	-0.01349	-0.02123	0.00305	-0.01864	0	14.992984	10.670467	13.943186	10.575686	13.943211	9.282140	12.427902	9.468345	12.870231	9.091306	13.286658	8.638820	16.297588	8.236142	13.373465	6.508264	13.551509	4.046674	0	19.075508	5.602829	16.363491	4.199265	15.636671	5.202316	93.831560	82.750772	33.360347	172.039555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.241	3.27637	0.09719	0.00000	0.00204	0.01425	-0.01243	0.00572	-0.01298	-0.02504	0.00336	-0.02019	0	14.995871	10.671745	13.944616	10.578514	13.958296	9.286022	12.439390	9.461360	12.886672	9.084540	13.306856	8.633322	16.284990	8.234041	13.366895	6.508410	13.565843	4.040237	0	19.072251	5.594003	16.348743	4.198975	15.633811	5.207715	93.183971	82.685805	33.331645	171.986755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.242	3.27639	0.09741	0.00011	0.00593	0.00569	-0.01208	0.00813	-0.01366	-0.01422	0.00449	-0.01935	0	14.999312	10.673002	13.946791	10.581251	13.973958	9.290235	12.451050	9.454600	12.904453	9.078324	13.320626	8.627757	16.271965	8.231625	13.358391	6.507939	13.582480	4.033096	0	19.068212	5.584100	16.334225	4.198017	15.630859	5.212402	92.535196	82.642693	33.301072	171.853556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.243	3.27638	0.09747	0.00000	-0.00161	0.00507	-0.01292	0.00689	-0.01469	-0.02232	0.00267	-0.01794	0	15.003686	10.674672	13.950436	10.584459	13.990420	9.294912	12.463761	9.447429	12.924824	9.072021	13.334392	8.623955	16.259262	8.228760	13.347030	6.506854	13.602937	4.026856	0	19.063949	5.574302	16.321775	4.196671	15.630039	5.214472	91.877814	82.624525	33.312543	171.928766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.244	3.27622	0.09739	0.00015	0.00262	0.00835	-0.01210	0.00994	-0.01419	-0.02120	0.00490	-0.01952	0	15.009304	10.677076	13.956101	10.588593	14.007840	9.300148	12.478236	9.439346	12.948702	9.065056	13.353727	8.623316	16.247507	8.225391	13.332220	6.505217	13.628284	4.022851	0	19.059848	5.565705	16.312802	4.195231	15.633139	5.212499	91.203924	82.633541	33.400954	172.441373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.245	3.27632	0.09708	-0.00004	0.00415	0.00512	-0.01153	0.01254	-0.01429	-0.02019	0.00341	-0.01699	0	15.016081	10.679949	13.963377	10.593559	14.026058	9.305829	12.494298	9.430569	12.975216	9.057193	13.379646	8.624931	16.236656	8.221876	13.315162	6.503393	13.657192	4.020958	0	19.055363	5.558934	16.306387	4.194068	15.639596	5.207594	90.503053	82.667448	33.552996	173.300731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.246	3.27702	0.09691	0.00028	0.00503	0.00279	-0.01151	0.00865	-0.01419	-0.01814	0.00435	-0.01699	0	15.023806	10.682825	13.971538	10.599079	14.044801	9.311774	12.511473	9.421552	13.002903	9.048309	13.411652	8.627120	16.226442	8.218708	13.297648	6.501846	13.687538	4.020572	0	19.049639	5.554457	16.300843	4.193579	15.648071	5.201714	89.763877	82.722445	33.739332	174.309871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.247	3.27758	0.09706	0.00015	-0.00015	0.00381	-0.01167	0.00991	-0.01440	-0.02003	0.00515	-0.01890	0	15.032266	10.685242	13.979858	10.604875	14.063801	9.317800	12.529286	9.412753	13.030299	9.038283	13.449246	8.628204	16.216597	8.216382	13.281475	6.501043	13.717197	4.021088	0	19.041820	5.552742	16.294480	4.194161	15.657220	5.196816	88.975069	82.794728	33.930611	175.271757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.248	3.27716	0.09721	0.00000	0.00476	0.01617	-0.01229	0.00668	-0.01357	-0.02000	0.00333	-0.01738	0	15.041211	10.686809	13.987718	10.610693	14.082854	9.323750	12.547321	9.404438	13.056175	9.027121	13.491489	8.626894	16.206896	8.215304	13.268032	6.501293	13.744598	4.021848	0	19.031274	5.553964	16.285900	4.196104	15.665839	5.194463	88.128649	82.880605	34.096655	176.011412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.249	3.27654	0.09696	0.00028	-0.00397	-0.01693	-0.01095	0.00940	-0.01418	-0.01775	0.00322	-0.01564	0	15.050193	10.687541	13.995076	10.616390	14.102130	9.329611	12.565472	9.395863	13.080559	9.015517	13.535099	8.623992	16.197326	8.215407	13.256549	6.502061	13.771131	4.021908	0	19.018558	5.556730	16.275256	4.199122	15.673445	5.194100	87.234507	82.976968	34.202874	176.471735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.250	3.27678	0.09647	0.00015	0.00797	0.01183	-0.01063	0.00937	-0.01248	-0.02029	0.00528	-0.01818	0	15.058697	10.687583	14.002081	10.621863	14.121915	9.335415	12.583733	9.385948	13.103893	9.004394	13.576013	8.620994	16.187944	8.216469	13.245539	6.502537	13.799169	4.020233	0	19.004621	5.559125	16.263218	4.202741	15.679795	5.194469	86.308479	83.080907	34.213211	176.634838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.251	3.27739	0.09666	-0.00011	-0.00555	-0.00109	-0.01221	0.01073	-0.01302	-0.01668	0.00392	-0.01940	0	15.066207	10.687081	14.008882	10.627010	14.142500	9.341194	12.602101	9.373613	13.126623	8.994676	13.610167	8.619396	16.178810	8.218265	13.233512	6.501906	13.831089	4.015785	0	18.990416	5.559235	16.250457	4.206483	15.684649	5.194310	85.366405	83.189509	34.091604	176.482857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.252	3.27755	0.09687	0.00013	0.00606	0.00693	-0.01139	0.00869	-0.01322	-0.01946	0.00402	-0.01766	0	15.072341	10.686239	14.015599	10.631751	14.164136	9.346983	12.620651	9.358033	13.149263	8.987084	13.634643	8.620404	16.169906	8.220552	13.219364	6.499617	13.868613	4.007772	0	18.976735	5.555605	16.237528	4.209927	15.687895	5.192642	84.423885	83.305412	33.806211	176.004973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.253	3.27732	0.09670	-0.00011	-0.00632	0.00168	-0.01241	0.00630	-0.01423	-0.02053	0.00402	-0.01809	0	15.077429	10.685557	14.022191	10.636129	14.186863	9.352820	12.639881	9.339742	13.172699	8.981261	13.652645	8.623662	16.160818	8.222975	13.204038	6.496512	13.909981	3.996710	0	18.963531	5.549247	16.224386	4.212947	15.690119	5.189957	83.495246	83.460894	33.347715	175.228003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.254	3.27700	0.09629	-0.00011	0.00673	0.00326	-0.01294	0.00992	-0.01431	-0.02010	0.00276	-0.01795	0	15.082034	10.685634	14.028564	10.640230	14.210656	9.358743	12.660430	9.319730	13.197938	8.976488	13.669411	8.628298	16.150996	8.225143	13.189159	6.493898	13.952275	3.983549	0	18.950472	5.541991	16.210781	4.215513	15.692139	5.187241	82.594392	83.698096	32.714296	174.191284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.255	3.27670	0.09636	0.00002	0.00347	0.02420	-0.01134	0.00846	-0.01449	-0.02011	0.00452	-0.01671	0	15.086723	10.687071	14.034625	10.644139	14.235486	9.364794	12.682936	9.298985	13.225992	8.972048	13.690182	8.633438	16.139892	8.226665	13.176354	6.493080	13.992575	3.969238	0	18.937229	5.535667	16.196465	4.217595	15.694773	5.185479	81.735225	84.059163	31.904136	172.934162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.256	3.27650	0.09649	0.00000	0.00287	-0.00152	-0.01259	0.00741	-0.01356	-0.01488	0.00491	-0.01720	0	15.091962	10.690304	14.040319	10.647917	14.261253	9.371005	12.707935	9.278108	13.257763	8.967289	13.719226	8.638414	16.127107	8.227291	13.166849	6.495020	14.028723	3.954682	0	18.923534	5.531718	16.181349	4.219177	15.698661	5.185426	80.928890	84.573236	30.933989	171.530948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.257	3.27663	0.09648	0.00011	-0.00009	0.00818	-0.01138	0.00898	-0.01401	-0.02311	0.00378	-0.01740	0	15.097693	10.694896	14.045811	10.651500	14.287462	9.377374	12.735420	9.255629	13.293588	8.961907	13.755624	8.643651	16.113040	8.227520	13.159751	6.498835	14.062616	3.940534	0	18.909448	5.529500	16.166210	4.220314	15.703482	5.186610	80.171805	85.199971	29.919843	170.242785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.258	3.27727	0.09635	-0.00011	0.00132	0.00639	-0.01328	0.00770	-0.01370	-0.01992	0.00366	-0.01728	0	15.103686	10.700118	14.051336	10.654781	14.313486	9.383886	12.765198	9.229387	13.333616	8.955717	13.796726	8.649935	16.098355	8.228104	13.153461	6.503027	14.097499	3.927363	0	18.895145	5.527675	16.152110	4.221084	15.708600	5.188154	79.455484	85.875908	29.010693	169.392961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.259	3.27786	0.09598	0.00002	0.00319	0.00885	-0.01208	0.00819	-0.01351	-0.01972	0.00402	-0.01801	0	15.109711	10.705241	14.057129	10.657653	14.338698	9.390527	12.797079	9.197222	13.377995	8.948530	13.839887	8.658058	16.083717	8.229791	13.146378	6.506100	14.136620	3.915739	0	18.880798	5.524909	16.140111	4.221565	15.713377	5.189179	78.771443	86.537571	28.355554	169.304806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.260	3.27780	0.09615	0.00028	0.00390	0.00302	-0.01224	0.01010	-0.01359	-0.01893	0.00305	-0.01770	0	15.115569	10.709666	14.063354	10.660062	14.362570	9.397287	12.830710	9.157985	13.426315	8.940173	13.882845	8.668496	16.069717	8.233097	13.137212	6.506834	14.182124	3.906079	0	18.866566	5.520176	16.130987	4.221802	15.717316	5.189022	78.111185	87.129982	28.075181	170.205759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.261	3.27733	0.09636	0.00004	0.00394	0.01214	-0.01156	0.00963	-0.01381	-0.01832	0.00270	-0.01804	0	15.121252	10.713479	14.069794	10.662224	14.385086	9.404179	12.864867	9.115916	13.475171	8.930537	13.925426	8.680070	16.056559	8.237280	13.126331	6.505505	14.230267	3.897977	0	18.852534	5.514120	16.123969	4.221662	15.720670	5.188181	77.466174	87.643540	28.139321	171.810902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.262	3.27699	0.09632	-0.00002	-0.00038	0.03412	-0.01304	0.00812	-0.01419	-0.02039	0.00427	-0.01856	0	15.126812	10.716995	14.076103	10.664451	14.406404	9.411224	12.898038	9.077053	13.520161	8.919535	13.968146	8.691048	16.044317	8.241178	13.114655	6.502883	14.275346	3.890759	0	18.838765	5.507942	16.117773	4.220951	15.723940	5.187538	76.827860	88.083744	28.467492	173.664891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.263	3.27696	0.09587	-0.00020	0.00768	0.00248	-0.01187	0.00925	-0.01432	-0.02072	0.00331	-0.01760	0	15.132302	10.720530	14.081935	10.667050	14.426679	9.418443	12.928711	9.047432	13.556884	8.907083	14.011519	8.699699	16.033063	8.243632	13.103104	6.499738	14.311657	3.883746	0	18.825320	5.502841	16.111115	4.219478	15.727630	5.187978	76.187692	88.456100	28.979176	175.312271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.264	3.27724	0.09606	0.00013	-0.00557	-0.01754	-0.01392	0.00848	-0.01326	-0.01986	0.00272	-0.01831	0	15.137739	10.724357	14.087005	10.670256	14.446096	9.425856	12.955767	9.031443	13.582268	8.893164	14.056099	8.704749	16.022814	8.243736	13.092403	6.496744	14.335463	3.876530	0	18.812234	5.499822	16.102881	4.217136	15.732129	5.190147	75.536878	88.767883	29.597396	176.366514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.265	3.27731	0.09641	0.00011	0.00513	0.00798	-0.01156	0.00792	-0.01304	-0.02086	0.00351	-0.01693	0	15.142942	10.728519	14.091335	10.673890	14.464983	9.433485	12.980186	9.024666	13.600345	8.878156	14.102625	8.707380	16.013273	8.241961	13.082240	6.494058	14.353543	3.870123	0	18.799395	5.498838	16.092844	4.214296	15.737227	5.193435	74.865340	89.035798	30.264088	176.809396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.266	3.27674	0.09637	0.00000	0.00175	0.00397	-0.01195	0.00818	-0.01324	-0.01898	0.00313	-0.01718	0	15.147670	10.732984	14.095054	10.677640	14.483715	9.441351	13.003651	9.019752	13.617509	8.862562	14.151898	8.709587	16.004042	8.239233	13.071958	6.491661	14.376173	3.866013	0	18.786643	5.499494	16.081076	4.211483	15.742512	5.196810	74.162573	89.279688	30.927479	176.745201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.267	3.27635	0.09603	-0.00013	0.00172	0.00887	-0.01201	0.00846	-0.01326	-0.01976	0.00203	-0.01846	0	15.151678	10.737720	14.098290	10.681193	14.502668	9.449474	13.027842	9.009352	13.640155	8.846886	14.204722	8.713369	15.994719	8.236478	13.060898	6.489538	14.413630	3.865686	0	18.773816	5.501395	16.067650	4.209222	15.747574	5.199242	73.418071	89.519401	31.535800	176.278298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.268	3.27707	0.09591	-0.00011	0.00202	0.00575	-0.01188	0.00714	-0.01205	-0.02059	0.00407	-0.01664	0	15.154818	10.742669	14.101194	10.684305	14.522207	9.457876	13.054191	8.987775	13.673178	8.831599	14.261403	8.720228	15.985024	8.234461	13.048523	6.487687	14.473180	3.870239	0	18.760823	5.504127	16.052733	4.207956	15.752062	5.199960	72.625309	89.767700	32.050916	175.516312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.269	3.27813	0.09599	-0.00013	0.00229	0.01010	-0.01254	0.00882	-0.00959	-0.01996	0.00397	-0.01676	0	15.157454	10.747637	14.104053	10.687114	14.542643	9.466590	13.082806	8.958209	13.713445	8.816989	14.319601	8.729026	15.975296	8.233086	13.034931	6.486197	14.545986	3.878683	0	18.747928	5.507182	16.036999	4.207678	15.755938	5.199580	71.799038	89.999513	32.507540	174.584290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.270	3.27834	0.09608	0.00013	0.00205	0.00117	-0.01227	0.00798	-0.01298	-0.02045	0.00356	-0.01781	0	15.160118	10.752388	14.107198	10.689883	14.564271	9.475650	13.113350	8.926798	13.755155	8.803286	14.376096	8.737749	15.966084	8.231971	13.020433	6.485185	14.617856	3.889332	0	18.735517	5.510020	16.021296	4.208231	15.759273	5.199177	70.961082	90.177180	32.964617	173.613072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.271	3.27782	0.09609	0.00013	0.00359	0.00258	-0.01223	0.00850	-0.01271	-0.01996	0.00369	-0.01931	0	15.163342	10.756683	14.110958	10.692874	14.587383	9.485090	13.145489	8.899683	13.792502	8.790718	14.427667	8.744381	15.957938	8.230733	13.005341	6.484768	14.674593	3.900501	0	18.723975	5.512101	16.006466	4.209459	15.762135	5.199829	70.133271	90.263033	33.481108	172.733500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.272	3.27707	0.09571	-0.00002	0.00289	0.00572	-0.01275	0.00818	-0.01341	-0.02026	0.00385	-0.01727	0	15.167527	10.760339	14.115592	10.696260	14.612114	9.494905	13.178874	8.881865	13.821117	8.779487	14.471908	8.747294	15.951321	8.229092	12.989969	6.484971	14.705138	3.910647	0	18.713611	5.513019	15.993198	4.211197	15.764634	5.202352	69.334838	90.231398	34.105830	172.055758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.273	3.27667	0.09567	0.00002	0.00370	-0.00077	-0.01195	0.00950	-0.01366	-0.02021	0.00256	-0.01830	0	15.172359	10.763463	14.120978	10.699726	14.637732	9.504877	13.213081	8.872242	13.844279	8.769661	14.510762	8.746934	15.946244	8.227315	12.974659	6.485316	14.715185	3.918991	0	18.704322	5.513080	15.981339	4.213224	15.767091	5.206170	68.571125	90.120680	34.833395	171.579640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.274	3.27702	0.09601	-0.00002	0.00336	0.00622	-0.01175	0.00863	-0.01472	-0.01811	0.00400	-0.01882	0	15.177292	10.766258	14.126866	10.702795	14.663222	9.514715	13.247661	8.867679	13.867814	8.761259	14.547619	8.744435	15.942564	8.225854	12.959757	6.485157	14.716001	3.925007	0	18.695868	5.512830	15.970455	4.215300	15.769902	5.210245	67.842855	89.990595	35.640385	171.268221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.275	3.27756	0.09609	0.00011	0.00302	0.00553	-0.01231	0.00827	-0.01256	-0.01915	0.00441	-0.01798	0	15.181778	10.768929	14.133007	10.704991	14.687569	9.524130	13.282167	8.865040	13.897551	8.754304	14.585870	8.740933	15.940142	8.225159	12.945612	6.483851	14.718856	3.928170	0	18.688009	5.512812	15.960112	4.217189	15.773457	5.213540	67.150748	89.900877	36.503368	171.084551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.276	3.27758	0.09571	0.00011	0.00441	0.00432	-0.01218	0.00770	-0.01332	-0.02012	0.00446	-0.01797	0	15.185369	10.771619	14.139098	10.705931	14.709894	9.532877	13.316168	8.861516	13.937923	8.748574	14.627871	8.737203	15.938662	8.225502	12.932510	6.480970	14.732733	3.928277	0	18.680460	5.513402	15.949910	4.218653	15.778024	5.215177	66.494868	89.900354	37.407248	170.987779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.277	3.27731	0.09561	0.00031	-0.00192	0.00494	-0.01151	0.00811	-0.01448	-0.02108	0.00346	-0.01849	0	15.188151	10.774157	14.144559	10.705744	14.730057	9.540961	13.349321	8.856032	13.985906	8.742564	14.670443	8.732097	15.936884	8.226195	12.920415	6.477255	14.754372	3.926854	0	18.672687	5.514070	15.939608	4.219465	15.783183	5.215151	65.871764	89.979583	38.381462	170.916221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.278	3.27716	0.09602	0.00011	0.00328	0.00064	-0.01186	0.00880	-0.01358	-0.02072	0.00529	-0.01740	0	15.190390	10.776263	14.148715	10.704728	14.748163	9.548466	13.381318	8.848094	14.035999	8.734340	14.708566	8.723826	15.933259	8.226233	12.909185	6.473832	14.776445	3.926000	0	18.664077	5.513987	15.929025	4.219404	15.788290	5.213746	65.276814	90.109739	39.470256	170.801260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.279	3.27701	0.09599	0.00000	0.00394	0.00559	-0.01097	0.00865	-0.01340	-0.01987	0.00453	-0.01871	0	15.192351	10.777660	14.150890	10.703178	14.764319	9.555476	13.411847	8.837207	14.082697	8.721969	14.737220	8.710600	15.926239	8.224609	12.898676	6.471828	14.791619	3.927815	0	18.654013	5.512323	15.917977	4.218246	15.792697	5.211244	64.705399	90.261985	40.717889	170.574274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.280	3.27666	0.09588	0.00002	0.00171	0.00240	-0.01329	0.00878	-0.01325	-0.02052	0.00428	-0.01696	0	15.194285	10.778174	14.150678	10.701405	14.778709	9.562075	13.440633	8.823178	14.121314	8.704033	14.752728	8.691137	15.914559	8.220700	12.888776	6.472129	14.794304	3.933923	0	18.642118	5.508469	15.906403	4.215894	15.795914	5.208008	64.153779	90.408839	42.151883	170.190519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.281	3.27663	0.09568	0.00015	0.00279	0.00484	-0.01135	0.00847	-0.01405	-0.02090	0.00460	-0.01733	0	15.196372	10.778194	14.149105	10.699775	14.791948	9.568326	13.467585	8.807437	14.151525	8.681878	14.758595	8.666858	15.898484	8.215927	12.879533	6.474319	14.788212	3.943396	0	18.629272	5.503006	15.894888	4.212928	15.798274	5.204809	63.622925	90.530058	43.710342	169.732830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.282	3.27744	0.09566	0.00015	0.00198	0.01078	-0.01265	0.00768	-0.01338	-0.02176	0.00316	-0.01656	0	15.198768	10.778297	14.147675	10.698676	14.804792	9.574287	13.492676	8.791951	14.174457	8.657767	14.760714	8.640082	15.878785	8.212391	12.871050	6.477551	14.780150	3.954457	0	18.616774	5.496909	15.884235	4.210152	15.800386	5.202556	63.115374	90.607811	45.301625	169.326478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.283	3.27831	0.09594	0.00002	0.00220	-0.00056	-0.01193	0.00816	-0.01508	-0.02007	0.00370	-0.01824	0	15.201629	10.779060	14.147889	10.698495	14.817998	9.580018	13.515877	8.778686	14.191238	8.633963	14.764980	8.613131	15.856233	8.212193	12.863430	6.480978	14.776925	3.965328	0	18.605924	5.491157	15.875244	4.208370	15.802859	5.202159	62.633666	90.624264	46.834073	169.096763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.284	3.27822	0.09597	0.00017	0.00259	0.01079	-0.01306	0.00920	-0.01295	-0.02049	0.00411	-0.01730	0	15.205010	10.780884	14.150873	10.699431	14.832155	9.585554	13.537277	8.769222	14.203053	8.612509	14.775909	8.587967	15.831686	8.216849	12.856677	6.483849	14.783872	3.974559	0	18.597683	5.486573	15.868451	4.208218	15.806140	5.204263	62.183186	90.571267	48.237923	169.147060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.285	3.27751	0.09579	0.00013	0.00379	0.00392	-0.01234	0.00839	-0.01487	-0.02106	0.00318	-0.01814	0	15.208430	10.783234	14.155734	10.700686	14.846946	9.590815	13.557596	8.763053	14.211392	8.594246	14.790651	8.564638	15.806454	8.224735	12.850253	6.485921	14.798456	3.982453	0	18.591201	5.483180	15.862956	4.209422	15.809817	5.208096	61.784536	90.492386	49.560411	169.463611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3.286	3.27691	0.09554	-0.00013	0.00301	0.00738	-0.01319	0.00910	-0.01278	-0.02097	0.00417	-0.01581	0	15.211229	10.785266	14.160905	10.701124	14.861759	9.595679	13.577760	8.758981	14.217847	8.579618	14.803905	8.542552	15.782000	8.233186	12.843446	6.487121	14.815523	3.989892	0	18.585026	5.480732	15.857382	4.211405	15.813193	5.212418	61.463378	90.448393	50.887691	169.993693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
