"Time","v3 Left CoP","v2 Right CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.000,5.514850,3.911660,4.885670,4.937488,-0.958006,15.828074,3.857709,16.121582,5.062017,18.175705,3.965611,14.950460,5.967682,13.746012,159.709381,64.387291,49.370949,39.075706,8.669773,16.667917,9.058706,15.120247,9.174647,14.589888,9.594215,14.021390,10.930922,16.145535,11.650116,14.171883,11.931949,14.891499
0.001,5.514162,3.908296,4.884189,4.936447,-0.966154,15.828446,3.856338,16.111782,5.061519,18.168686,3.960255,14.972656,5.966805,13.737948,166.673462,50.705456,54.714104,47.196644,8.673124,16.659000,9.173679,15.416422,9.251043,14.872079,9.494628,14.251019,10.640434,16.293661,11.648776,14.172407,11.934701,14.888266
0.002,5.515429,3.908019,4.882676,4.935372,-0.974257,15.825185,3.855903,16.102335,5.058944,18.158672,3.960135,14.975988,5.971913,13.723756,164.927322,51.249134,55.252766,47.910622,8.677042,16.651176,9.159542,15.420517,9.223728,14.880258,9.472465,14.258748,10.618860,16.289997,11.644125,14.170486,11.932667,14.881273
0.003,5.516695,3.907741,4.881162,4.934297,-0.982360,15.821924,3.855468,16.092888,5.056370,18.148659,3.960015,14.979321,5.977021,13.709564,163.181183,51.792809,55.791428,48.624603,8.680961,16.643353,9.145405,15.424612,9.196413,14.888437,9.450300,14.266478,10.597287,16.286335,11.639475,14.168566,11.930633,14.874281
0.004,5.517962,3.907464,4.879648,4.933221,-0.990464,15.818663,3.855033,16.083439,5.053795,18.138643,3.959895,14.982655,5.982129,13.695372,161.435028,52.336487,56.330090,49.338581,8.684879,16.635530,9.131267,15.428706,9.169099,14.896616,9.428137,14.274206,10.575714,16.282673,11.634824,14.166644,11.928598,14.867288
0.005,5.519229,3.907186,4.878135,4.932146,-0.998567,15.815401,3.854598,16.073992,5.051221,18.128630,3.959775,14.985987,5.987237,13.681179,159.688889,52.880165,56.868752,50.052559,8.688797,16.627707,9.117129,15.432801,9.141784,14.904795,9.405973,14.281935,10.554140,16.279009,11.630173,14.164723,11.926564,14.860295
0.006,5.519244,3.909162,4.876537,4.930976,-1.006467,15.813004,3.855865,16.066542,5.050035,18.119202,3.962459,14.990563,5.988453,13.669829,159.216248,53.667496,57.368797,50.634438,8.690601,16.618481,9.080348,15.443032,9.105552,14.929995,9.386892,14.288298,10.535281,16.272903,11.625240,14.162244,11.924392,14.856092
0.007,5.519258,3.911138,4.874940,4.929806,-1.014368,15.810606,3.857133,16.059093,5.048848,18.109776,3.965143,14.995140,5.989669,13.658480,158.743607,54.454826,57.868839,51.216312,8.692405,16.609255,9.043567,15.453264,9.069319,14.955194,9.367810,14.294662,10.516422,16.266798,11.620308,14.159764,11.922219,14.851889
0.008,5.519273,3.913114,4.873342,4.928635,-1.022268,15.808208,3.858402,16.051643,5.047662,18.100348,3.967827,14.999718,5.990885,13.647129,158.270966,55.242161,58.368881,51.798187,8.694208,16.600029,9.006785,15.463495,9.033087,14.980393,9.348728,14.301025,10.497563,16.260693,11.615376,14.157285,11.920047,14.847685
0.009,5.519288,3.915090,4.871745,4.927465,-1.030168,15.805811,3.859669,16.044193,5.046475,18.090919,3.970511,15.004294,5.992101,13.635779,157.798325,56.029491,58.868927,52.380066,8.696012,16.590803,8.970004,15.473726,8.996855,15.005593,9.329647,14.307388,10.478704,16.254587,11.610444,14.154805,11.917874,14.843482
0.010,5.518178,3.917811,4.870130,4.926261,-1.037764,15.802348,3.862199,16.040104,5.045841,18.079615,3.973422,15.003865,5.990515,13.626273,157.544174,56.985424,59.473061,53.276436,8.697016,16.584969,8.935194,15.475647,8.966009,15.021688,9.309072,14.330410,10.444450,16.251419,11.602978,14.152386,11.914611,14.839693
0.011,5.517068,3.920531,4.868515,4.925057,-1.045361,15.798885,3.864729,16.036015,5.045207,18.068310,3.976333,15.003436,5.988929,13.616767,157.290009,57.941353,60.077194,54.172810,8.698019,16.579132,8.900385,15.477568,8.935164,15.037781,9.288498,14.353432,10.410196,16.248253,11.595512,14.149967,11.911348,14.835903
0.012,5.515957,3.923251,4.866900,4.923853,-1.052957,15.795424,3.867259,16.031923,5.044572,18.057003,3.979243,15.003007,5.987342,13.607261,157.035858,58.897285,60.681332,55.069183,8.699023,16.573296,8.865576,15.479489,8.904320,15.053875,9.267924,14.376454,10.375942,16.245085,11.588047,14.147548,11.908085,14.832113
0.013,5.514847,3.925972,4.865285,4.922649,-1.060553,15.791961,3.869789,16.027834,5.043938,18.045698,3.982154,15.002578,5.985756,13.597754,156.781708,59.853218,61.285465,55.965553,8.700027,16.567461,8.830766,15.481410,8.873474,15.069969,9.247350,14.399476,10.341688,16.241917,11.580581,14.145128,11.904821,14.828324
0.014,5.514325,3.926732,4.863496,4.921240,-1.067575,15.792216,3.870675,16.019930,5.043803,18.036251,3.982790,15.000018,5.984847,13.588799,156.685486,61.126831,61.707619,56.740334,8.699686,16.558765,8.799531,15.470894,8.850348,15.057545,9.227375,14.410173,10.316960,16.236267,11.568905,14.142992,11.899499,14.824970
0.015,5.513803,3.927493,4.861707,4.919830,-1.074597,15.792472,3.871560,16.012024,5.043668,18.026802,3.983425,14.997458,5.983938,13.579843,156.589264,62.400440,62.129768,57.515110,8.699345,16.550070,8.768295,15.460377,8.827221,15.045119,9.207399,14.420872,10.292233,16.230616,11.557230,14.140856,11.894176,14.821616
0.016,5.513281,3.928253,4.859918,4.918421,-1.081618,15.792727,3.872446,16.004120,5.043533,18.017353,3.984061,14.994898,5.983029,13.570887,156.493042,63.674049,62.551922,58.289886,8.699003,16.541374,8.737061,15.449860,8.804095,15.032694,9.187425,14.431570,10.267504,16.224964,11.545554,14.138720,11.888853,14.818262
0.017,5.512759,3.929014,4.858129,4.917012,-1.088640,15.792983,3.873332,15.996216,5.043398,18.007906,3.984696,14.992338,5.982120,13.561931,156.396820,64.947662,62.974075,59.064667,8.698663,16.532679,8.705826,15.439343,8.780969,15.020269,9.167450,14.442267,10.242776,16.219315,11.533878,14.136583,11.883531,14.814908
0.018,5.513011,3.929150,4.856229,4.915462,-1.095095,15.794962,3.876813,15.989817,5.044405,18.000641,3.981487,14.987860,5.981616,13.554057,155.659470,65.426521,62.789146,58.945847,8.701113,16.527378,8.703653,15.422647,8.776568,15.003736,9.165417,14.431700,10.249627,16.220957,11.529216,14.139204,11.879242,14.815363
0.019,5.513263,3.929286,4.854330,4.913912,-1.101549,15.796942,3.880294,15.983418,5.045413,17.993376,3.978278,14.983381,5.981112,13.546184,154.922119,65.905380,62.604214,58.827030,8.703564,16.522076,8.701482,15.405952,8.772169,14.987202,9.163384,14.421131,10.256477,16.222599,11.524553,14.141825,11.874953,14.815817
0.020,5.513515,3.929422,4.852431,4.912362,-1.108004,15.798922,3.883775,15.977018,5.046421,17.986111,3.975069,14.978902,5.980609,13.538310,154.184769,66.384239,62.419281,58.708214,8.706015,16.516773,8.699310,15.389257,8.767769,14.970668,9.161352,14.410563,10.263329,16.224243,11.519890,14.144445,11.870665,14.816271
0.021,5.513767,3.929558,4.850532,4.910811,-1.114459,15.800900,3.887255,15.970619,5.047429,17.978846,3.971860,14.974423,5.980105,13.530437,153.447418,66.863098,62.234352,58.589394,8.708465,16.511473,8.697138,15.372561,8.763369,14.954134,9.159319,14.399995,10.270180,16.225885,11.515227,14.147066,11.866376,14.816726
0.022,5.512803,3.929160,4.848400,4.909001,-1.120410,15.796994,3.888304,15.960107,5.047616,17.970249,3.970016,14.963617,5.977989,13.523342,153.457108,66.863953,62.030430,58.385174,8.709296,16.502535,8.694622,15.360178,8.760859,14.943206,9.156914,14.389380,10.272507,16.224628,11.508985,14.145207,11.859167,14.813643
0.023,5.511838,3.928762,4.846268,4.907191,-1.126361,15.793089,3.889353,15.949594,5.047805,17.961655,3.968172,14.952810,5.975872,13.516249,153.466797,66.864807,61.826508,58.180954,8.710127,16.493599,8.692106,15.347794,8.758350,14.932278,9.154510,14.378765,10.274833,16.223372,11.502742,14.143349,11.851959,14.810560
0.024,5.510874,3.928364,4.844135,4.905381,-1.132312,15.789183,3.890401,15.939081,5.047993,17.953060,3.966327,14.942004,5.973756,13.509155,153.476486,66.865654,61.622589,57.976734,8.710958,16.484661,8.689590,15.335409,8.755842,14.921350,9.152105,14.368150,10.277159,16.222115,11.496499,14.141489,11.844750,14.807477
0.025,5.509910,3.927967,4.842003,4.903571,-1.138263,15.785276,3.891450,15.928569,5.048181,17.944464,3.964483,14.931198,5.971640,13.502061,153.486176,66.866508,61.418667,57.772514,8.711790,16.475723,8.687074,15.323026,8.753333,14.910422,9.149700,14.357534,10.279486,16.220858,11.490256,14.139630,11.837542,14.804394
0.026,5.509742,3.928037,4.839914,4.901757,-1.143375,15.784864,3.892388,15.922527,5.048024,17.936815,3.963687,14.925318,5.971459,13.494399,154.141556,66.833542,61.268566,57.700298,8.713268,16.470884,8.683185,15.309299,8.753208,14.900381,9.148684,14.347755,10.284060,16.219147,11.486496,14.138519,11.835440,14.803802
0.027,5.509573,3.928108,4.837824,4.899944,-1.148488,15.784451,3.893326,15.916487,5.047868,17.929167,3.962890,14.919437,5.971279,13.486736,154.796936,66.800575,61.118469,57.628082,8.714746,16.466045,8.679296,15.295570,8.753082,14.890339,9.147666,14.337976,10.288633,16.217438,11.482736,14.137409,11.833338,14.803209
0.028,5.509405,3.928179,4.835734,4.898131,-1.153601,15.784039,3.894264,15.910445,5.047711,17.921518,3.962094,14.913557,5.971099,13.479074,155.452332,66.767609,60.968369,57.555862,8.716223,16.461206,8.675407,15.281843,8.752957,14.880298,9.146648,14.328197,10.293208,16.215727,11.478975,14.136298,11.831235,14.802616
0.029,5.509237,3.928249,4.833645,4.896318,-1.158714,15.783627,3.895201,15.904404,5.047555,17.913870,3.961298,14.907677,5.970919,13.471413,156.107712,66.734642,60.818268,57.483646,8.717701,16.456367,8.671518,15.268116,8.752832,14.870256,9.145632,14.318418,10.297782,16.214016,11.475215,14.135187,11.829133,14.802024
0.030,5.510253,3.928360,4.831359,4.894266,-1.163033,15.781643,3.897156,15.903521,5.046610,17.904421,3.959563,14.892916,5.973897,13.461886,156.660431,66.609283,60.574940,57.261112,8.720025,16.447687,8.668462,15.256857,8.752174,14.860787,9.146953,14.302664,10.308779,16.211081,11.471862,14.133919,11.827620,14.802481
0.031,5.511270,3.928469,4.829073,4.892214,-1.167352,15.779659,3.899110,15.902637,5.045665,17.894970,3.957829,14.878155,5.976874,13.452360,157.213135,66.483932,60.331612,57.038578,8.722349,16.439007,8.665405,15.245598,8.751517,14.851318,9.148273,14.286911,10.319776,16.208145,11.468508,14.132650,11.826107,14.802937
0.032,5.512286,3.928579,4.826787,4.890162,-1.171671,15.777676,3.901064,15.901753,5.044721,17.885521,3.956095,14.863395,5.979853,13.442835,157.765839,66.358582,60.088284,56.816044,8.724674,16.430328,8.662350,15.234339,8.750860,14.841849,9.149594,14.271157,10.330772,16.205210,11.465155,14.131381,11.824594,14.803392
0.033,5.513303,3.928689,4.824502,4.888109,-1.175990,15.775692,3.903018,15.900870,5.043776,17.876072,3.954360,14.848634,5.982831,13.433309,158.318558,66.233223,59.844955,56.593510,8.726998,16.421648,8.659293,15.223080,8.750202,14.832380,9.150915,14.255404,10.341769,16.202274,11.461802,14.130113,11.823081,14.803849
0.034,5.511844,3.926972,4.822179,4.885972,-1.179421,15.776000,3.899648,15.905930,5.040746,17.868584,3.954296,14.840161,5.982942,13.424405,158.005493,66.389435,59.777512,56.482716,8.728025,16.423819,8.659599,15.218846,8.749956,14.823979,9.150709,14.249269,10.346769,16.201031,11.460556,14.130615,11.822026,14.804609
0.035,5.510384,3.925254,4.819857,4.883836,-1.182852,15.776308,3.896278,15.910990,5.037716,17.861095,3.954231,14.831689,5.983052,13.415503,157.692413,66.545654,59.710068,56.371925,8.729052,16.425991,8.659905,15.214613,8.749710,14.815578,9.150504,14.243136,10.351768,16.199787,11.459311,14.131119,11.820972,14.805368
0.036,5.508924,3.923536,4.817534,4.881699,-1.186283,15.776616,3.892907,15.916050,5.034687,17.853607,3.954166,14.823216,5.983163,13.406599,157.379349,66.701866,59.642624,56.261131,8.730078,16.428162,8.660212,15.210380,8.749464,14.807178,9.150299,14.237003,10.356768,16.198542,11.458065,14.131622,11.819918,14.806129
0.037,5.507465,3.921819,4.815212,4.879562,-1.189714,15.776924,3.889537,15.921109,5.031657,17.846119,3.954101,14.814744,5.983274,13.397696,157.066284,66.858078,59.575180,56.150337,8.731105,16.430332,8.660518,15.206146,8.749218,14.798778,9.150093,14.230869,10.361768,16.197298,11.456820,14.132125,11.818863,14.806889
0.038,5.507386,3.918318,4.812811,4.877241,-1.191186,15.774706,3.882743,15.926101,5.032203,17.831669,3.953892,14.800495,5.982569,13.388065,157.718018,67.015709,59.432514,55.834167,8.733819,16.438482,8.655164,15.196283,8.752216,14.780128,9.150152,14.219086,10.367069,16.192183,11.453891,14.128171,11.814051,14.803656
0.039,5.507307,3.914816,4.810410,4.874919,-1.192657,15.772487,3.875949,15.931091,5.032748,17.817219,3.953684,14.786247,5.981865,13.378435,158.369751,67.173340,59.289848,55.517994,8.736532,16.446632,8.649809,15.186419,8.755215,14.761479,9.150211,14.207302,10.372372,16.187065,11.450962,14.124216,11.809238,14.800423
0.040,5.507227,3.911315,4.808009,4.872597,-1.194128,15.770267,3.869155,15.936083,5.033294,17.802767,3.953475,14.771998,5.981160,13.368805,159.021484,67.330971,59.147182,55.201820,8.739246,16.454784,8.644455,15.176556,8.758214,14.742830,9.150270,14.195519,10.377673,16.181950,11.448032,14.120262,11.804425,14.797190
0.041,5.507148,3.907814,4.805607,4.870275,-1.195599,15.768049,3.862361,15.941074,5.033840,17.788317,3.953267,14.757750,5.980455,13.359175,159.673218,67.488602,59.004517,54.885651,8.741961,16.462934,8.639101,15.166693,8.761212,14.724181,9.150329,14.183736,10.382975,16.176834,11.445104,14.116308,11.799613,14.793957
0.042,5.505222,3.904727,4.803173,4.867858,-1.195914,15.769619,3.856153,15.972319,5.033869,17.782608,3.953300,14.754397,5.976574,13.352026,159.496887,67.782730,58.863586,54.755810,8.747305,16.484520,8.636536,15.164549,8.761013,14.716969,9.153173,14.178036,10.389576,16.176687,11.444716,14.116773,11.799832,14.795068
0.043,5.503296,3.901639,4.800738,4.865440,-1.196229,15.771189,3.849945,16.003563,5.033898,17.776901,3.953334,14.751045,5.972693,13.344876,159.320541,68.076859,58.722652,54.625969,8.752649,16.506105,8.633970,15.162404,8.760815,14.709758,9.156017,14.172335,10.396177,16.176540,11.444329,14.117237,11.800051,14.796179
0.044,5.501370,3.898552,4.798304,4.863023,-1.196544,15.772759,3.843737,16.034805,5.033928,17.771193,3.953368,14.747693,5.968812,13.337727,159.144196,68.370979,58.581718,54.496128,8.757995,16.527691,8.631404,15.160259,8.760615,14.702546,9.158862,14.166635,10.402780,16.176394,11.443942,14.117702,11.800270,14.797290
0.045,5.499444,3.895465,4.795869,4.860606,-1.196859,15.774329,3.837528,16.066050,5.033957,17.765484,3.953402,14.744341,5.964931,13.330578,158.967865,68.665108,58.440788,54.366287,8.763339,16.549276,8.628839,15.158115,8.760416,14.695334,9.161707,14.160934,10.409381,16.176247,11.443555,14.118167,11.800489,14.798401
0.046,5.501373,3.891048,4.793302,4.858014,-1.196415,15.768849,3.830006,16.099556,5.035628,17.752995,3.952090,14.729842,5.967118,13.321348,159.025360,68.883484,58.252190,54.099171,8.769484,16.582850,8.622184,15.151591,8.757435,14.685313,9.162998,14.149950,10.413319,16.171139,11.440039,14.112895,11.795839,14.793817
0.047,5.503302,3.886631,4.790734,4.855422,-1.195970,15.763370,3.822484,16.133062,5.037299,17.740505,3.950778,14.715343,5.969304,13.312119,159.082855,69.101852,58.063595,53.832054,8.775629,16.616421,8.615530,15.145067,8.754454,14.675292,9.164289,14.138966,10.417255,16.166031,11.436523,14.107622,11.791189,14.789232
0.048,5.505230,3.882214,4.788167,4.852831,-1.195526,15.757890,3.814962,16.166569,5.038970,17.728016,3.949466,14.700845,5.971491,13.302890,159.140366,69.320229,57.875000,53.564938,8.781775,16.649994,8.608875,15.138542,8.751472,14.665271,9.165582,14.127981,10.421192,16.160923,11.433008,14.102350,11.786539,14.784648
0.049,5.507159,3.877797,4.785599,4.850239,-1.195082,15.752410,3.807440,16.200075,5.040641,17.715527,3.948153,14.686346,5.973678,13.293660,159.197861,69.538605,57.686401,53.297821,8.787919,16.683567,8.602221,15.132018,8.748490,14.655250,9.166873,14.116997,10.425130,16.155815,11.429492,14.097078,11.781889,14.780064
0.050,5.509226,3.872243,4.783135,4.847730,-1.194235,15.755819,3.792477,16.248465,5.041328,17.711048,3.952008,14.678267,5.977125,13.287725,159.326202,69.555374,57.654716,53.221199,8.798548,16.720547,8.602055,15.133018,8.750699,14.650859,9.168287,14.112611,10.432232,16.155064,11.430826,14.099012,11.783919,14.782629
0.051,5.511293,3.866689,4.780672,4.845221,-1.193388,15.759230,3.777514,16.296852,5.042016,17.706570,3.955863,14.670188,5.980572,13.281790,159.454559,69.572151,57.623032,53.144577,8.809175,16.757526,8.601888,15.134018,8.752909,14.646469,9.169703,14.108225,10.439335,16.154312,11.432159,14.100946,11.785950,14.785194
0.052,5.513361,3.861135,4.778209,4.842712,-1.192541,15.762640,3.762551,16.345242,5.042703,17.702091,3.959719,14.662109,5.984019,13.275855,159.582916,69.588928,57.591343,53.067951,8.819803,16.794508,8.601721,15.135018,8.755117,14.642078,9.171117,14.103838,10.446438,16.153559,11.433494,14.102881,11.787981,14.787759
0.053,5.515428,3.855581,4.775745,4.840203,-1.191694,15.766049,3.747589,16.393631,5.043390,17.697613,3.963574,14.654030,5.987466,13.269920,159.711258,69.605698,57.559658,52.991329,8.830432,16.831488,8.601555,15.136019,8.757326,14.637688,9.172531,14.099452,10.453540,16.152807,11.434828,14.104815,11.790011,14.790324
0.054,5.516468,3.844053,4.773315,4.837675,-1.189885,15.761462,3.727147,16.427296,5.044437,17.682121,3.960958,14.641819,5.988500,13.257028,159.608994,69.707092,57.450443,52.766312,8.847805,16.871151,8.599863,15.128592,8.756154,14.626509,9.172523,14.087464,10.460479,16.146641,11.432765,14.101578,11.787775,14.788228
0.055,5.517509,3.832525,4.770885,4.835147,-1.188076,15.756874,3.706706,16.460960,5.045484,17.666630,3.958343,14.629608,5.989533,13.244135,159.506744,69.808487,57.341232,52.541298,8.865177,16.910814,8.598171,15.121166,8.754982,14.615331,9.172516,14.075476,10.467418,16.140472,11.430702,14.098341,11.785540,14.786131
0.056,5.518549,3.820996,4.768456,4.832620,-1.186266,15.752287,3.686265,16.494623,5.046530,17.651138,3.955728,14.617397,5.990567,13.231242,159.404480,69.909889,57.232018,52.316280,8.882550,16.950478,8.596480,15.113739,8.753810,14.604153,9.172508,14.063488,10.474357,16.134304,11.428639,14.095103,11.783303,14.784035
0.057,5.519589,3.809468,4.766026,4.830092,-1.184457,15.747700,3.665823,16.528288,5.047577,17.635647,3.953113,14.605186,5.991601,13.218349,159.302216,70.011284,57.122803,52.091263,8.899923,16.990141,8.594789,15.106313,8.752638,14.592974,9.172501,14.051500,10.481296,16.128138,11.426577,14.091866,11.781067,14.781939
0.058,5.520093,3.805125,4.763727,4.827641,-1.181637,15.751979,3.655545,16.572084,5.046046,17.629736,3.954706,14.598818,5.994141,13.212527,158.964630,70.008545,57.145580,52.106514,8.921583,17.051144,8.598561,15.104539,8.752647,14.589877,9.171778,14.047649,10.486246,16.126465,11.427363,14.093490,11.783259,14.784014
0.059,5.520598,3.800782,4.761428,4.825189,-1.178818,15.756258,3.645266,16.615881,5.044515,17.623825,3.956299,14.592448,5.996681,13.206705,158.627045,70.005798,57.168358,52.121765,8.943243,17.112146,8.602334,15.102765,8.752657,14.586781,9.171055,14.043797,10.491196,16.124790,11.428150,14.095114,11.785452,14.786090
0.060,5.521103,3.796440,4.759130,4.822738,-1.175998,15.760537,3.634987,16.659678,5.042984,17.617914,3.957892,14.586079,5.999221,13.200884,158.289474,70.003052,57.191132,52.137012,8.964902,17.173149,8.606107,15.100991,8.752667,14.583685,9.170333,14.039946,10.496145,16.123117,11.428936,14.096738,11.787645,14.788166
0.061,5.521607,3.792097,4.756831,4.820286,-1.173178,15.764816,3.624709,16.703474,5.041453,17.612003,3.959486,14.579710,6.001761,13.195062,157.951889,70.000313,57.213909,52.152264,8.986562,17.234152,8.609879,15.099217,8.752677,14.580588,9.169610,14.036095,10.501096,16.121445,11.429723,14.098362,11.789838,14.790241
0.062,5.524936,3.793131,4.754611,4.817850,-1.169189,15.764732,3.628380,16.738831,5.043850,17.599110,3.957882,14.566107,6.006021,13.186000,157.557419,70.250755,57.035362,51.921333,9.077524,17.321529,8.612864,15.085051,8.753656,14.567633,9.171796,14.025873,10.508788,16.117428,11.427708,14.096294,11.787971,14.789129
0.063,5.528265,3.794165,4.752390,4.815414,-1.165200,15.764648,3.632052,16.774185,5.046248,17.586218,3.956279,14.552503,6.010282,13.176938,157.162949,70.501198,56.856812,51.690399,9.168487,17.408905,8.615849,15.070883,8.754637,14.554676,9.173981,14.015651,10.516481,16.113411,11.425694,14.094227,11.786106,14.788018
0.064,5.531594,3.795199,4.750170,4.812979,-1.161212,15.764565,3.635723,16.809540,5.048646,17.573326,3.954676,14.538898,6.014541,13.167876,156.768478,70.751640,56.678261,51.459469,9.259449,17.496283,8.618833,15.056715,8.755617,14.541719,9.176167,14.005428,10.524174,16.109394,11.423679,14.092158,11.784240,14.786907
0.065,5.534923,3.796234,4.747950,4.810543,-1.157223,15.764482,3.639395,16.844896,5.051044,17.560432,3.953073,14.525295,6.018801,13.158814,156.374008,71.002083,56.499714,51.228539,9.350411,17.583660,8.621817,15.042548,8.756597,14.528764,9.178352,13.995207,10.531866,16.105377,11.421664,14.090091,11.782373,14.785795
0.066,5.536093,3.805708,4.745916,4.808243,-1.152321,15.766658,3.656802,16.883312,5.053172,17.551441,3.954614,14.518560,6.019013,13.156540,155.844284,71.484543,56.432892,51.152317,9.333748,17.606392,8.624062,15.037948,8.759047,14.520049,9.182022,13.993174,10.539709,16.106480,11.424103,14.093222,11.785810,14.789901
0.067,5.537263,3.815182,4.743882,4.805944,-1.147419,15.768835,3.674210,16.921730,5.055301,17.542450,3.956155,14.511827,6.019225,13.154266,155.314545,71.967003,56.366070,51.076096,9.317085,17.629124,8.626306,15.033346,8.761496,14.511334,9.185693,13.991140,10.547552,16.107584,11.426541,14.096354,11.789248,14.794006
0.068,5.538433,3.824657,4.741848,4.803645,-1.142517,15.771011,3.691617,16.960146,5.057430,17.533461,3.957696,14.505093,6.019437,13.151992,154.784821,72.449463,56.299248,50.999870,9.300422,17.651857,8.628550,15.028746,8.763945,14.502620,9.189363,13.989107,10.555394,16.108688,11.428980,14.099485,11.792686,14.798111
0.069,5.539603,3.834131,4.739813,4.801345,-1.137614,15.773188,3.709025,16.998562,5.059558,17.524469,3.959238,14.498358,6.019649,13.149717,154.255096,72.931923,56.232426,50.923649,9.283758,17.674589,8.630795,15.024145,8.766395,14.493905,9.193033,13.987074,10.563237,16.109791,11.431418,14.102616,11.796124,14.802217
0.070,5.543408,3.848569,4.737967,4.799184,-1.131788,15.772919,3.735572,17.039944,5.065388,17.511353,3.961567,14.488728,6.021429,13.140965,154.059631,73.416183,56.063480,50.772514,9.264555,17.698505,8.630072,15.014965,8.770129,14.478271,9.196157,13.980172,10.570549,16.107847,11.430320,14.102240,11.796298,14.803186
0.071,5.547214,3.863007,4.736122,4.797023,-1.125960,15.772649,3.762118,17.081324,5.071218,17.498234,3.963896,14.479097,6.023209,13.132211,153.864182,73.900436,55.894539,50.621380,9.245353,17.722420,8.629349,15.005785,8.773865,14.462637,9.199280,13.973270,10.577862,16.105904,11.429220,14.101862,11.796473,14.804157
0.072,5.551018,3.877445,4.734276,4.794862,-1.120133,15.772379,3.788665,17.122704,5.077047,17.485115,3.966225,14.469468,6.024989,13.123457,153.668732,74.384689,55.725594,50.470245,9.226151,17.746334,8.628627,14.996605,8.777599,14.447003,9.202404,13.966369,10.585174,16.103958,11.428122,14.101485,11.796648,14.805127
0.073,5.554823,3.891883,4.732430,4.792701,-1.114306,15.772110,3.815212,17.164085,5.082877,17.471998,3.968554,14.459838,6.026770,13.114704,153.473267,74.868950,55.556648,50.319111,9.206947,17.770250,8.627904,14.987425,8.781334,14.431370,9.205527,13.959467,10.592485,16.102015,11.427023,14.101109,11.796823,14.806097
0.074,5.555217,3.902796,4.730758,4.790648,-1.107252,15.774743,3.837412,17.200317,5.085505,17.466776,3.968179,14.452983,6.024929,13.109310,152.494797,75.290321,55.486523,50.256653,9.225280,17.827726,8.630939,14.984016,8.777833,14.428701,9.208841,13.955427,10.601198,16.101410,11.429260,14.103428,11.800140,14.808468
0.075,5.555610,3.913708,4.729086,4.788594,-1.100198,15.777376,3.859613,17.236549,5.088132,17.461554,3.967803,14.446127,6.023088,13.103916,151.516327,75.711700,55.416397,50.194191,9.243612,17.885201,8.633974,14.980609,8.774332,14.426033,9.212154,13.951388,10.609911,16.100803,11.431497,14.105747,11.803457,14.810838
0.076,5.556003,3.924621,4.727414,4.786540,-1.093143,15.780008,3.881814,17.272781,5.090760,17.456331,3.967428,14.439272,6.021247,13.098523,150.537872,76.133072,55.346272,50.131733,9.261944,17.942677,8.637009,14.977201,8.770830,14.423366,9.215467,13.947350,10.618623,16.100199,11.433733,14.108066,11.806775,14.813208
0.077,5.556396,3.935534,4.725741,4.784486,-1.086089,15.782641,3.904015,17.309013,5.093388,17.451109,3.967052,14.432417,6.019406,13.093129,149.559402,76.554443,55.276146,50.069275,9.280276,18.000153,8.640044,14.973793,8.767329,14.420697,9.218781,13.943310,10.627336,16.099594,11.435970,14.110385,11.810093,14.815578
0.078,5.552847,3.944361,4.724217,4.782532,-1.078148,15.784301,3.921085,17.337793,5.087793,17.438313,3.967637,14.418468,6.017901,13.085108,149.206772,76.995270,55.129387,49.911777,9.269840,18.034117,8.640385,14.960142,8.767529,14.409592,9.221694,13.935932,10.635612,16.096804,11.435537,14.110275,11.810514,14.816098
0.079,5.549298,3.953189,4.722692,4.780579,-1.070208,15.785959,3.938156,17.366573,5.082198,17.425514,3.968221,14.404518,6.016397,13.077085,148.854141,77.436096,54.982628,49.754280,9.259403,18.068081,8.640724,14.946491,8.767728,14.398487,9.224607,13.928555,10.643889,16.094013,11.435104,14.110166,11.810936,14.816618
0.080,5.545749,3.962016,4.721168,4.778625,-1.062267,15.787619,3.955226,17.395355,5.076603,17.412718,3.968806,14.390569,6.014894,13.069063,148.501511,77.876923,54.835873,49.596779,9.248966,18.102045,8.641064,14.932841,8.767927,14.387382,9.227520,13.921176,10.652166,16.091223,11.434671,14.110056,11.811358,14.817137
0.081,5.542199,3.970844,4.719643,4.776670,-1.054326,15.789278,3.972297,17.424135,5.071009,17.399921,3.969390,14.376619,6.013389,13.061042,148.148880,78.317749,54.689114,49.439281,9.238530,18.136009,8.641404,14.919190,8.768126,14.376276,9.230433,13.913798,10.660443,16.088432,11.434238,14.109946,11.811780,14.817657
