"Time","v3 Left CoP","v2 Right CoP","v1 xCoMy","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
1.310,6.609871,4.858047,5.692759,5.751395,-1.084068,15.100097,5.051275,15.466938,6.292526,17.520634,4.664820,13.866944,6.927216,12.929243,158.368561,74.673683,55.298412,51.941608,8.694752,15.813816,8.676224,14.334235,8.860542,13.843016,9.308020,13.349453,10.667233,15.485129,11.516608,13.466985,11.872475,14.105908
1.311,6.608414,4.858392,5.692786,5.751627,-1.087870,15.098236,5.051486,15.463268,6.290693,17.506115,4.665298,13.857073,6.926135,12.921266,158.010635,75.189575,55.219810,51.906212,8.694714,15.807206,8.676144,14.321475,8.861311,13.831806,9.312077,13.343321,10.673306,15.481266,11.518625,13.463960,11.874334,14.101187
1.312,6.606957,4.858736,5.692812,5.751860,-1.091673,15.096375,5.051697,15.459599,6.288860,17.491598,4.665775,13.847200,6.925055,12.913288,157.652710,75.705467,55.141205,51.870811,8.694675,15.800596,8.676063,14.308715,8.862080,13.820598,9.316133,13.337188,10.679379,15.477402,11.520643,13.460935,11.876194,14.096466
1.313,6.605501,4.859080,5.692839,5.752092,-1.095475,15.094514,5.051908,15.455928,6.287028,17.477079,4.666253,13.837328,6.923975,12.905312,157.294769,76.221359,55.062599,51.835411,8.694637,15.793985,8.675982,14.295955,8.862849,13.809389,9.320191,13.331055,10.685452,15.473538,11.522661,13.457910,11.878055,14.091745
1.314,6.605452,4.858798,5.692757,5.752243,-1.099795,15.093699,5.051534,15.451914,6.285574,17.465330,4.666061,13.829984,6.925329,12.900277,156.836990,76.735313,54.984859,51.742054,8.694427,15.788301,8.675955,14.285620,8.863596,13.798627,9.323038,13.326625,10.689047,15.470775,11.523233,13.455313,11.878756,14.089942
1.315,6.605402,4.858515,5.692675,5.752395,-1.104115,15.092883,5.051159,15.447901,6.284121,17.453583,4.665871,13.822639,6.926683,12.895243,156.379211,77.249268,54.907120,51.648697,8.694216,15.782618,8.675928,14.275286,8.864342,13.787865,9.325886,13.322195,10.692640,15.468011,11.523805,13.452715,11.879457,14.088139
1.316,6.605353,4.858232,5.692593,5.752546,-1.108435,15.092068,5.050784,15.443888,6.282668,17.441833,4.665680,13.815294,6.928038,12.890209,155.921432,77.763214,54.829384,51.555344,8.694005,15.776933,8.675902,14.264951,8.865088,13.777103,9.328733,13.317765,10.696234,15.465247,11.524376,13.450118,11.880159,14.086335
1.317,6.605303,4.857949,5.692510,5.752697,-1.112754,15.091252,5.050409,15.439874,6.281214,17.430084,4.665489,13.807950,6.929392,12.885175,155.463654,78.277168,54.751644,51.461987,8.693794,15.771249,8.675876,14.254616,8.865834,13.766341,9.331580,13.313335,10.699828,15.462483,11.524948,13.447521,11.880860,14.084532
1.318,6.603458,4.858253,5.692390,5.752839,-1.117573,15.085518,5.050842,15.437082,6.280259,17.417028,4.665663,13.803679,6.926657,12.873570,155.557404,78.392868,54.672024,51.398491,8.697352,15.764397,8.676214,14.246309,8.866975,13.759929,9.334232,13.306488,10.707277,15.458928,11.526057,13.446482,11.882971,14.083531
1.319,6.601613,4.858556,5.692271,5.752979,-1.122393,15.079782,5.051275,15.434292,6.279305,17.403973,4.665837,13.799410,6.923923,12.861966,155.651154,78.508575,54.592407,51.334991,8.700911,15.757545,8.676552,14.238004,8.868115,13.753515,9.336884,13.299640,10.714727,15.455372,11.527166,13.445442,11.885080,14.082531
1.320,6.599768,4.858860,5.692151,5.753120,-1.127212,15.074048,5.051708,15.431500,6.278350,17.390917,4.666012,13.795139,6.921187,12.850362,155.744904,78.624275,54.512787,51.271496,8.704468,15.750692,8.676889,14.229698,8.869256,13.747103,9.339536,13.292791,10.722178,15.451817,11.528275,13.444403,11.887190,14.081530
1.321,6.597923,4.859163,5.692031,5.753262,-1.132031,15.068314,5.052141,15.428709,6.277395,17.377861,4.666186,13.790869,6.918452,12.838758,155.838654,78.739975,54.433167,51.208000,8.708026,15.743840,8.677228,14.221392,8.870397,13.740690,9.342188,13.285944,10.729627,15.448261,11.529384,13.443363,11.889300,14.080529
1.322,6.598596,4.857810,5.691568,5.753071,-1.137082,15.071569,5.049232,15.429362,6.277820,17.370552,4.666388,13.785482,6.919371,12.828829,155.478424,79.116089,54.315582,50.985901,8.714031,15.740480,8.676796,14.213863,8.868776,13.735790,9.347420,13.280128,10.738613,15.445805,11.531678,13.442815,11.892107,14.082857
1.323,6.599267,4.856457,5.691104,5.752881,-1.142133,15.074825,5.046324,15.430016,6.278245,17.363245,4.666590,13.780096,6.920290,12.818901,155.118195,79.492203,54.198002,50.763798,8.720036,15.737120,8.676365,14.206335,8.867156,13.730890,9.352652,13.274313,10.747601,15.443348,11.533974,13.442266,11.894913,14.085184
1.324,6.599939,4.855103,5.690640,5.752690,-1.147185,15.078081,5.043415,15.430669,6.278671,17.355938,4.666791,13.774711,6.921208,12.808972,154.757980,79.868317,54.080421,50.541695,8.726040,15.733759,8.675933,14.198808,8.865536,13.725989,9.357884,13.268497,10.756587,15.440890,11.536268,13.441719,11.897719,14.087512
1.325,6.600612,4.853750,5.690177,5.752500,-1.152236,15.081337,5.040507,15.431322,6.279096,17.348629,4.666993,13.769324,6.922127,12.799044,154.397751,80.244431,53.962837,50.319595,8.732045,15.730399,8.675501,14.191279,8.863915,13.721089,9.363116,13.262681,10.765574,15.438434,11.538563,13.441171,11.900526,14.089840
1.326,6.599264,4.851358,5.689615,5.752212,-1.157292,15.080212,5.034698,15.432248,6.276584,17.335142,4.668017,13.757542,6.921943,12.790056,154.609146,80.319443,53.908104,50.107182,8.736296,15.725549,8.673645,14.180288,8.862555,13.713352,9.363452,13.253090,10.773328,15.432495,11.538796,13.439537,11.900284,14.089073
1.327,6.597916,4.848966,5.689053,5.751923,-1.162349,15.079086,5.028890,15.433174,6.274071,17.321655,4.669041,13.745758,6.921760,12.781068,154.820557,80.394447,53.853367,49.894768,8.740547,15.720697,8.671789,14.169296,8.861195,13.705614,9.363789,13.243498,10.781082,15.426557,11.539030,13.437902,11.900042,14.088306
1.328,6.596568,4.846573,5.688490,5.751634,-1.167406,15.077960,5.023082,15.434099,6.271559,17.308170,4.670064,13.733974,6.921576,12.772079,155.031952,80.469452,53.798630,49.682354,8.744799,15.715847,8.669933,14.158304,8.859834,13.697876,9.364124,13.233906,10.788836,15.420618,11.539265,13.436269,11.899798,14.087540
1.329,6.595220,4.844181,5.687928,5.751345,-1.172462,15.076835,5.017273,15.435025,6.269046,17.294683,4.671088,13.722192,6.921393,12.763092,155.243347,80.544464,53.743896,49.469940,8.749049,15.710997,8.668077,14.147313,8.858473,13.690139,9.364460,13.224315,10.796590,15.414680,11.539498,13.434635,11.899556,14.086773
1.330,6.595732,4.842811,5.687304,5.750978,-1.177203,15.079594,5.012981,15.448488,6.269514,17.286549,4.672641,13.712944,6.921950,12.753638,155.202896,80.807281,53.652317,49.069099,8.756474,15.714685,8.666930,14.138839,8.859045,13.679837,9.366058,13.215364,10.808147,15.410633,11.540525,13.436613,11.898142,14.089349
1.331,6.596244,4.841441,5.686681,5.750610,-1.181944,15.082354,5.008689,15.461950,6.269981,17.278416,4.674193,13.703695,6.922507,12.744184,155.162445,81.070099,53.560738,48.668259,8.763897,15.718375,8.665783,14.130365,8.859616,13.669535,9.367658,13.206413,10.819704,15.406587,11.541553,13.438591,11.896727,14.091925
1.332,6.596757,4.840071,5.686057,5.750243,-1.186685,15.085114,5.004396,15.475412,6.270449,17.270283,4.675746,13.694447,6.923064,12.734731,155.121979,81.332909,53.469158,48.267422,8.771321,15.722065,8.664635,14.121891,8.860188,13.659233,9.369257,13.197462,10.831262,15.402540,11.542580,13.440569,11.895311,14.094501
1.333,6.597269,4.838701,5.685433,5.749876,-1.191425,15.087873,5.000104,15.488875,6.270917,17.262148,4.677299,13.685199,6.923622,12.725277,155.081528,81.595726,53.377579,47.866581,8.778746,15.725754,8.663487,14.113417,8.860760,13.648932,9.370855,13.188511,10.842819,15.398494,11.543607,13.442547,11.893897,14.097076
1.334,6.597943,4.839787,5.684723,5.749409,-1.195930,15.090239,4.999168,15.498826,6.272376,17.249149,4.680407,13.675785,6.923512,12.719507,154.195892,82.255783,53.329163,47.728874,8.792974,15.735591,8.663566,14.107424,8.861194,13.635092,9.370549,13.184506,10.848051,15.397046,11.543132,13.444602,11.893140,14.099179
1.335,6.598618,4.840874,5.684012,5.748942,-1.200435,15.092606,4.998232,15.508776,6.273834,17.236149,4.683516,13.666372,6.923401,12.713737,153.310242,82.915833,53.280743,47.591164,8.807201,15.745428,8.663645,14.101431,8.861628,13.621252,9.370243,13.180502,10.853284,15.395599,11.542657,13.446657,11.892382,14.101282
1.336,6.599292,4.841960,5.683301,5.748475,-1.204940,15.094973,4.997296,15.518726,6.275293,17.223150,4.686624,13.656959,6.923291,12.707969,152.424606,83.575882,53.232323,47.453453,8.821430,15.755264,8.663723,14.095438,8.862062,13.607413,9.369938,13.176498,10.858517,15.394152,11.542182,13.448713,11.891624,14.103384
1.337,6.599966,4.843046,5.682591,5.748008,-1.209445,15.097339,4.996360,15.528677,6.276752,17.210152,4.689733,13.647545,6.923181,12.702199,151.538971,84.235939,53.183907,47.315746,8.835658,15.765101,8.663801,14.089445,8.862495,13.593574,9.369632,13.172494,10.863749,15.392704,11.541707,13.450768,11.890867,14.105487
1.338,6.598363,4.837813,5.681823,5.747442,-1.213180,15.099493,4.985634,15.546638,6.275922,17.202221,4.689992,13.636602,6.920805,12.696394,151.369263,84.543434,53.098335,46.990326,8.844474,15.784480,8.661928,14.079592,8.861153,13.584044,9.369822,13.165211,10.870164,15.388598,11.540810,13.450659,11.888360,14.106997
1.339,6.596760,4.832580,5.681055,5.746876,-1.216915,15.101647,4.974908,15.564598,6.275092,17.194288,4.690252,13.625661,6.918428,12.690590,151.199554,84.850937,53.012764,46.664909,8.853291,15.803858,8.660054,14.069739,8.859811,13.574516,9.370010,13.157927,10.876579,15.384493,11.539913,13.450548,11.885853,14.108506
1.340,6.595157,4.827346,5.680286,5.746310,-1.220649,15.103802,4.964181,15.582559,6.274261,17.186356,4.690512,13.614719,6.916052,12.684785,151.029831,85.158432,52.927197,46.339493,8.862106,15.823236,8.658180,14.059887,8.858469,13.564987,9.370200,13.150643,10.882994,15.380387,11.539017,13.450438,11.883347,14.110016
1.341,6.593554,4.822113,5.679518,5.745744,-1.224384,15.105956,4.953455,15.600519,6.273432,17.178425,4.690771,13.603777,6.913676,12.678980,150.860123,85.465927,52.841625,46.014072,8.870922,15.842615,8.656307,14.050034,8.857126,13.555458,9.370390,13.143360,10.889409,15.376282,11.538119,13.450329,11.880839,14.111526
1.342,6.595666,4.816954,5.678788,5.745155,-1.227011,15.110929,4.942261,15.631678,6.276562,17.173019,4.691648,13.594146,6.914772,12.673597,150.800522,85.615204,52.694157,45.703514,8.882851,15.877317,8.656755,14.043629,8.858076,13.548031,9.372646,13.135894,10.899199,15.373013,11.537825,13.451992,11.880806,14.116043
1.343,6.597779,4.811795,5.678058,5.744567,-1.229638,15.115900,4.931067,15.662835,6.279692,17.167616,4.692523,13.584515,6.915867,12.668216,150.740906,85.764488,52.546684,45.392960,8.894779,15.912020,8.657204,14.037223,8.859026,13.540603,9.374903,13.128428,10.908987,15.369745,11.537529,13.453656,11.880774,14.120561
1.344,6.599893,4.806636,5.677327,5.743979,-1.232265,15.120872,4.919872,15.693993,6.282823,17.162212,4.693399,13.574883,6.916963,12.662834,150.681305,85.913773,52.399216,45.082401,8.906709,15.946722,8.657651,14.030817,8.859976,13.533175,9.377159,13.120962,10.918777,15.366478,11.537233,13.455320,11.880740,14.125078
1.345,6.602005,4.801476,5.676597,5.743391,-1.234892,15.125845,4.908678,15.725151,6.285953,17.156807,4.694276,13.565251,6.918058,12.657452,150.621704,86.063049,52.251747,44.771843,8.918637,15.981424,8.658099,14.024412,8.860926,13.525747,9.379416,13.113496,10.928566,15.363210,11.536939,13.456984,11.880707,14.129596
1.346,6.600022,4.796454,5.675898,5.742774,-1.236413,15.125916,4.899014,15.753732,6.282622,17.144226,4.693894,13.556253,6.917423,12.647926,150.770340,86.095810,52.077904,44.461197,8.934739,16.018497,8.657560,14.014074,8.860966,13.516115,9.380861,13.101803,10.938771,15.356084,11.535523,13.455872,11.879431,14.129953
1.347,6.598040,4.791432,5.675199,5.742157,-1.237934,15.125988,4.889352,15.782312,6.279291,17.131645,4.693513,13.547256,6.916787,12.638401,150.918976,86.128571,51.904057,44.150555,8.950840,16.055569,8.657022,14.003736,8.861006,13.506484,9.382307,13.090109,10.948977,15.348959,11.534107,13.454760,11.878155,14.130311
1.348,6.596056,4.786410,5.674499,5.741539,-1.239454,15.126060,4.879689,15.810894,6.275961,17.119064,4.693131,13.538259,6.916152,12.628877,151.067627,86.161324,51.730209,43.839912,8.966942,16.092640,8.656483,13.993400,8.861045,13.496853,9.383754,13.078415,10.959182,15.341833,11.532692,13.453647,11.876878,14.130669
1.349,6.594073,4.781388,5.673800,5.740922,-1.240975,15.126131,4.870026,15.839475,6.272630,17.106483,4.692750,13.529261,6.915516,12.619351,151.216263,86.194084,51.556366,43.529266,8.983044,16.129713,8.655944,13.983062,8.861085,13.487221,9.385200,13.066722,10.969387,15.334707,11.531277,13.452535,11.875602,14.131026
1.350,6.593541,4.772031,5.673110,5.740268,-1.241617,15.124595,4.851390,15.881814,6.272075,17.098679,4.692672,13.522078,6.915007,12.617960,150.504440,86.909035,51.588551,43.432083,8.992065,16.174557,8.654756,13.973146,8.858033,13.482074,9.385729,13.069445,10.969010,15.336812,11.532526,13.454027,11.875585,14.134073
1.351,6.593009,4.762674,5.672421,5.739614,-1.242260,15.123058,4.832755,15.924152,6.271519,17.090874,4.692595,13.514895,6.914498,12.616570,149.792618,87.623985,51.620735,43.334900,9.001088,16.219402,8.653567,13.963232,8.854981,13.476927,9.386257,13.072166,10.968634,15.338917,11.533775,13.455519,11.875568,14.137121
1.352,6.592476,4.753318,5.671732,5.738959,-1.242902,15.121523,4.814119,15.966492,6.270963,17.083067,4.692516,13.507713,6.913990,12.615179,149.080795,88.338936,51.652916,43.237717,9.010111,16.264246,8.652379,13.953317,8.851930,13.471781,9.386786,13.074889,10.968256,15.341022,11.535024,13.457011,11.875551,14.140169
1.353,6.591944,4.743961,5.671042,5.738304,-1.243544,15.119987,4.795484,16.008831,6.270407,17.075262,4.692439,13.500530,6.913481,12.613788,148.368973,89.053886,51.685101,43.140533,9.019133,16.309090,8.651191,13.943401,8.848878,13.466634,9.387316,13.077612,10.967879,15.343126,11.536273,13.458504,11.875534,14.143216
1.354,6.592424,4.741777,5.670249,5.737481,-1.242990,15.121463,4.792325,16.045847,6.270802,17.064388,4.691229,13.491257,6.914047,12.604836,148.264114,89.414391,51.510464,42.741798,9.061967,16.374556,8.650164,13.931402,8.848034,13.458478,9.390778,13.070593,10.978007,15.339834,11.536390,13.459908,11.874554,14.147124
1.355,6.592904,4.739593,5.669456,5.736657,-1.242436,15.122940,4.789165,16.082863,6.271195,17.053514,4.690019,13.481984,6.914613,12.595885,148.159271,89.774895,51.335827,42.343060,9.104801,16.440022,8.649137,13.919403,8.847189,13.450321,9.394239,13.063574,10.988136,15.336541,11.536507,13.461313,11.873573,14.151031
1.356,6.593384,4.737408,5.668662,5.735834,-1.241882,15.124416,4.786007,16.119879,6.271589,17.042641,4.688809,13.472712,6.915178,12.586934,148.054413,90.135399,51.161190,41.944321,9.147635,16.505487,8.648110,13.907403,8.846344,13.442165,9.397700,13.056555,10.998264,15.333248,11.536623,13.462718,11.872593,14.154940
1.357,6.593864,4.735224,5.667868,5.735010,-1.241329,15.125893,4.782848,16.156895,6.271984,17.031767,4.687599,13.463438,6.915744,12.577983,147.949554,90.495903,50.986553,41.545586,9.190469,16.570953,8.647083,13.895404,8.845500,13.434010,9.401162,13.049536,11.008392,15.329956,11.536740,13.464123,11.871613,14.158848
1.358,6.595356,4.736732,5.667042,5.734099,-1.239766,15.128458,4.784088,16.204948,6.272251,17.024982,4.689376,13.459038,6.918460,12.572209,148.285706,90.525436,50.869484,41.200653,9.227652,16.655310,8.649639,13.888434,8.850069,13.427163,9.404562,13.041771,11.023849,15.326402,11.540403,13.469823,11.874267,14.164856
1.359,6.596847,4.738241,5.666216,5.733189,-1.238203,15.131023,4.785328,16.253002,6.272518,17.018196,4.691153,13.454638,6.921176,12.566436,148.621857,90.554977,50.752411,40.855721,9.264834,16.739666,8.652195,13.881464,8.854639,13.420317,9.407961,13.034006,11.039305,15.322847,11.544067,13.475523,11.876921,14.170864
1.360,6.598338,4.739749,5.665390,5.732278,-1.236639,15.133588,4.786568,16.301054,6.272785,17.011410,4.692930,13.450237,6.923892,12.560662,148.957993,90.584511,50.635338,40.510792,9.302017,16.824022,8.654752,13.874495,8.859208,13.413469,9.411360,13.026241,11.054760,15.319294,11.547731,13.481223,11.879576,14.176872
1.361,6.599830,4.741258,5.664564,5.731367,-1.235077,15.136153,4.787808,16.349108,6.273052,17.004625,4.694707,13.445837,6.926608,12.554889,149.294144,90.614044,50.518269,40.165859,9.339200,16.908379,8.657308,13.867525,8.863777,13.406623,9.414760,13.018476,11.070216,15.315740,11.551394,13.486923,11.882230,14.182880
1.362,6.598516,4.742508,5.663496,5.730144,-1.232196,15.135903,4.789432,16.386360,6.271593,16.991297,4.695584,13.434943,6.925438,12.544987,148.398529,91.592926,50.347504,39.780876,9.325095,16.939953,8.656497,13.850951,8.864724,13.385641,9.416208,13.009257,11.080785,15.310205,11.550833,13.488680,11.880025,14.184593
1.363,6.597201,4.743758,5.662428,5.728920,-1.229315,15.135653,4.791055,16.423611,6.270134,16.977966,4.696462,13.424049,6.924268,12.535084,147.502899,92.571808,50.176735,39.395897,9.310989,16.971529,8.655685,13.834377,8.865671,13.364660,9.417656,13.000038,11.091352,15.304670,11.550270,13.490437,11.877821,14.186306
1.364,6.595887,4.745009,5.661360,5.727695,-1.226435,15.135403,4.792679,16.460861,6.268675,16.964638,4.697339,13.413157,6.923099,12.525181,146.607285,93.550682,50.005966,39.010918,9.296885,17.003105,8.654875,13.817802,8.866617,13.343678,9.419104,12.990819,11.101921,15.299136,11.549707,13.492192,11.875616,14.188018
1.365,6.594573,4.746259,5.660292,5.726472,-1.223554,15.135153,4.794302,16.498114,6.267217,16.951309,4.698216,13.402263,6.921928,12.515279,145.711670,94.529564,49.835201,38.625935,9.282780,17.034679,8.654064,13.801229,8.867564,13.322697,9.420552,12.981600,11.112490,15.293602,11.549146,13.493949,11.873411,14.189731
1.366,6.597962,4.747927,5.659186,5.725127,-1.219120,15.140201,4.797408,16.550861,6.272188,16.949062,4.698447,13.398909,6.923736,12.512033,145.621979,95.035027,49.617359,38.224384,9.281471,17.074036,8.655390,13.796444,8.872633,13.316752,9.429616,12.978657,11.130560,15.294409,11.555062,13.502240,11.879023,14.200050
1.367,6.601352,4.749596,5.658081,5.723782,-1.214686,15.145248,4.800513,16.603611,6.277160,16.946817,4.698678,13.395554,6.925544,12.508785,145.532288,95.540497,49.399521,37.822834,9.280162,17.113392,8.656715,13.791659,8.877703,13.310808,9.438681,12.975714,11.148631,15.295215,11.560978,13.510531,11.884635,14.210371
1.368,6.604741,4.751264,5.656975,5.722436,-1.210253,15.150297,4.803618,16.656359,6.282131,16.944572,4.698909,13.392199,6.927351,12.505539,145.442581,96.045959,49.181679,37.421284,9.278852,17.152748,8.658040,13.786875,8.882771,13.304864,9.447744,12.972771,11.166702,15.296021,11.566895,13.518823,11.890247,14.220691
1.369,6.608130,4.752932,5.655870,5.721091,-1.205819,15.155345,4.806724,16.709106,6.287102,16.942326,4.699140,13.388844,6.929159,12.502293,145.352890,96.551422,48.963837,37.019733,9.277544,17.192104,8.659366,13.782090,8.887840,13.298920,9.456808,12.969828,11.184772,15.296827,11.572811,13.527114,11.895859,14.231010
1.370,6.606239,4.757792,5.654777,5.719714,-1.200578,15.152886,4.815819,16.736988,6.284564,16.928829,4.699766,13.376595,6.927915,12.494577,145.559845,96.859772,48.721199,36.470711,9.279289,17.236202,8.656596,13.765547,8.887190,13.286641,9.459126,12.958555,11.196521,15.289199,11.571748,13.527733,11.892601,14.233381
1.371,6.604348,4.762652,5.653683,5.718337,-1.195337,15.150428,4.824913,16.764870,6.282025,16.915331,4.700392,13.364347,6.926672,12.486861,145.766815,97.168114,48.478561,35.921684,9.281034,17.280298,8.653827,13.749002,8.886540,13.274363,9.461443,12.947283,11.208269,15.281570,11.570684,13.528352,11.889343,14.235753
1.372,6.602457,4.767513,5.652589,5.716960,-1.190097,15.147969,4.834008,16.792749,6.279486,16.901833,4.701017,13.352098,6.925428,12.479145,145.973785,97.476456,48.235924,35.372658,9.282778,17.324394,8.651057,13.732459,8.885891,13.262084,9.463761,12.936011,11.220016,15.273941,11.569621,13.528971,11.886086,14.238125
1.373,6.600566,4.772373,5.651496,5.715583,-1.184856,15.145511,4.843102,16.820631,6.276947,16.888336,4.701643,13.339849,6.924184,12.471430,146.180740,97.784805,47.993286,34.823635,9.284523,17.368492,8.648288,13.715916,8.885241,13.249805,9.466079,12.924739,11.231765,15.266313,11.568558,13.529590,11.882828,14.240496
1.374,6.602111,4.776434,5.650377,5.714153,-1.179099,15.147664,4.850111,16.859150,6.279172,16.880926,4.702758,13.335128,6.925050,12.470801,146.365051,98.104889,47.800152,34.565849,9.275873,17.414719,8.649474,13.709704,8.890312,13.244900,9.471728,12.922921,11.243205,15.266844,11.571076,13.535343,11.885227,14.246059
1.375,6.603656,4.780496,5.649259,5.712724,-1.173342,15.149817,4.857119,16.897671,6.281397,16.873516,4.703873,13.330406,6.925916,12.470173,146.549347,98.424965,47.607018,34.308067,9.267223,17.460945,8.650661,13.703493,8.895383,13.239994,9.477379,12.921104,11.254645,15.267376,11.573595,13.541097,11.887627,14.251623
1.376,6.605202,4.784557,5.648141,5.711294,-1.167585,15.151970,4.864127,16.936190,6.283621,16.866108,4.704987,13.325686,6.926782,12.469545,146.733643,98.745041,47.413879,34.050282,9.258574,17.507174,8.651848,13.697281,8.900454,13.235088,9.483028,12.919287,11.266086,15.267908,11.576115,13.546850,11.890026,14.257188
1.377,6.606747,4.788619,5.647022,5.709864,-1.161829,15.154123,4.871136,16.974709,6.285846,16.858698,4.706101,13.320964,6.927648,12.468917,146.917953,99.065125,47.220745,33.792496,9.249924,17.553400,8.653034,13.691070,8.905525,13.230183,9.488678,12.917469,11.277526,15.268439,11.578633,13.552604,11.892426,14.262752
1.378,6.606874,4.796032,5.645868,5.708393,-1.155977,15.153270,4.883439,16.997578,6.284976,16.844528,4.708624,13.308021,6.928772,12.461791,145.960358,100.186066,46.806007,33.387569,9.243959,17.580608,8.653971,13.681512,8.909836,13.218005,9.498783,12.917081,11.288478,15.270585,11.577248,13.555463,11.891607,14.267124
1.379,6.607001,4.803445,5.644713,5.706923,-1.150126,15.152416,4.895743,17.020447,6.284107,16.830360,4.711147,13.295076,6.929895,12.454664,145.002762,101.307007,46.391273,32.982643,9.237996,17.607819,8.654907,13.671954,8.914146,13.205828,9.508888,12.916693,11.299431,15.272732,11.575863,13.558321,11.890789,14.271498
1.380,6.607129,4.810858,5.643559,5.705451,-1.144275,15.151562,4.908047,17.043316,6.283238,16.816193,4.713671,13.282133,6.931019,12.447538,144.045166,102.427948,45.976540,32.577713,9.232033,17.635027,8.655844,13.662396,8.918456,13.193650,9.518992,12.916306,11.310383,15.274878,11.574477,13.561180,11.889971,14.275871
1.381,6.607256,4.818272,5.642405,5.703980,-1.138424,15.150708,4.920350,17.066185,6.282369,16.802023,4.716194,13.269190,6.932143,12.440413,143.087570,103.548889,45.561802,32.172787,9.226068,17.662235,8.656780,13.652839,8.922767,13.181473,9.529098,12.915917,11.321335,15.277023,11.573092,13.564039,11.889153,14.280244
1.382,6.608282,4.820397,5.641154,5.702412,-1.132533,15.155283,4.925631,17.092762,6.282567,16.795401,4.715164,13.261897,6.933997,12.440619,142.231110,104.432007,45.345612,31.917095,9.205104,17.688932,8.657976,13.645171,8.924011,13.173593,9.536736,12.916137,11.332291,15.278756,11.576019,13.569089,11.892765,14.287060
1.383,6.609308,4.822523,5.639904,5.700843,-1.126641,15.159858,4.930911,17.119337,6.282765,16.788780,4.714135,13.254604,6.935851,12.440826,141.374649,105.315125,45.129417,31.661404,9.184139,17.715630,8.659172,13.637505,8.925257,13.165712,9.544376,12.916357,11.343246,15.280489,11.578947,13.574139,11.896379,14.293877
1.384,6.610334,4.824649,5.638655,5.699275,-1.120750,15.164433,4.936192,17.145912,6.282963,16.782158,4.713106,13.247312,6.937705,12.441033,140.518188,106.198235,44.913223,31.405714,9.163175,17.742327,8.660368,13.629837,8.926501,13.157831,9.552015,12.916576,11.354202,15.282223,11.581875,13.579188,11.899992,14.300693
1.385,6.611360,4.826775,5.637404,5.697706,-1.114859,15.169007,4.941473,17.172489,6.283162,16.775536,4.712077,13.240019,6.939559,12.441240,139.661728,107.081352,44.697033,31.150023,9.142210,17.769024,8.661564,13.622169,8.927746,13.149951,9.559654,12.916796,11.365158,15.283956,11.584803,13.584238,11.903605,14.307508
1.386,6.610844,4.823964,5.636187,5.696178,-1.109140,15.168136,4.940273,17.199183,6.282622,16.762014,4.707655,13.231904,6.939065,12.437059,139.465179,107.285408,44.094822,30.440056,9.125055,17.790333,8.663086,13.611137,8.927149,13.140724,9.570306,12.904666,11.385771,15.275272,11.583191,13.586159,11.902349,14.310129
1.387,6.610327,4.821154,5.634969,5.694652,-1.103421,15.167265,4.939075,17.225876,6.282082,16.748493,4.703233,13.223789,6.938572,12.432878,139.268646,107.489456,43.492611,29.730087,9.107901,17.811642,8.664607,13.600105,8.926552,13.131496,9.580957,12.892536,11.406384,15.266590,11.581580,13.588079,11.901093,14.312750
1.388,6.609811,4.818343,5.633751,5.693124,-1.097702,15.166393,4.937876,17.252567,6.281542,16.734974,4.698811,13.215674,6.938079,12.428698,139.072098,107.693512,42.890400,29.020119,9.090747,17.832951,8.666128,13.589073,8.925955,13.122269,9.591610,12.880405,11.426998,15.257907,11.579969,13.590000,11.899837,14.315371
1.389,6.609294,4.815533,5.632533,5.691597,-1.091983,15.165522,4.936677,17.279261,6.281003,16.721453,4.694389,13.207560,6.937586,12.424517,138.875549,107.897568,42.288189,28.310152,9.073592,17.854259,8.667650,13.578041,8.925358,13.113042,9.602262,12.868276,11.447611,15.249224,11.578358,13.591921,11.898582,14.317991
1.390,6.611413,4.815236,5.631331,5.690098,-1.086488,15.171653,4.934975,17.316557,6.281847,16.713554,4.695497,13.200723,6.940979,12.430946,138.881424,108.074234,41.792732,27.802492,9.066649,17.896112,8.668834,13.573334,8.927973,13.106491,9.611470,12.859787,11.468773,15.243599,11.580515,13.598975,11.902723,14.324986
1.391,6.613532,4.814939,5.630130,5.688600,-1.080994,15.177784,4.933274,17.353851,6.282691,16.705658,4.696604,13.193886,6.944373,12.437377,138.887299,108.250900,41.297279,27.294834,9.059708,17.937965,8.670017,13.568625,8.930588,13.099941,9.620678,12.851299,11.489935,15.237974,11.582672,13.606030,11.906865,14.331980
