"Time","v2 Right CoP","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.082,5.254572,6.099196,6.724626,6.101109,-0.035186,9.528043,4.824202,11.598973,6.104492,9.928625,5.684942,7.636967,7.344761,9.247666,136.955078,109.644714,43.555298,32.220474,9.549549,11.642278,8.762653,7.701221,9.012169,7.260384,9.756388,7.026621,11.544633,9.392592,11.738630,7.682759,12.190686,8.620073
0.083,5.255984,6.098089,6.726512,6.099115,-0.018878,9.526559,4.828295,11.600399,6.110548,9.921315,5.683673,7.628567,7.342477,9.276797,137.491302,109.675819,43.524483,32.183605,9.549159,11.643379,8.759620,7.690343,9.012111,7.253798,9.753049,7.020936,11.544550,9.387775,11.736094,7.680603,12.187501,8.615140
0.084,5.257821,6.097132,6.722837,6.097272,-0.002587,9.522753,4.830708,11.605975,6.113476,9.909754,5.684934,7.620377,7.332200,9.308480,138.530533,109.869370,43.526237,32.201607,9.548943,11.649035,8.755032,7.675729,9.016543,7.244618,9.751320,7.015830,11.545811,9.383391,11.736016,7.678592,12.188187,8.612473
0.085,5.259657,6.096174,6.719163,6.095429,0.013704,9.518946,4.833120,11.611551,6.116405,9.898191,5.686194,7.612186,7.321922,9.340164,139.569763,110.062920,43.527992,32.219612,9.548727,11.654692,8.750444,7.661114,9.020977,7.235438,9.749591,7.010723,11.547071,9.379007,11.735939,7.676581,12.188871,8.609806
0.086,5.261494,6.095217,6.715489,6.093586,0.029994,9.515139,4.835533,11.617126,6.119333,9.886629,5.687455,7.603997,7.311645,9.371847,140.609009,110.256470,43.529751,32.237617,9.548511,11.660347,8.745857,7.646499,9.025410,7.226258,9.747862,7.005616,11.548330,9.374624,11.735863,7.674571,12.189557,8.607139
0.087,5.263330,6.094260,6.711814,6.091743,0.046285,9.511333,4.837946,11.622703,6.122262,9.875068,5.688715,7.595807,7.301367,9.403530,141.648239,110.450020,43.531506,32.255619,9.548294,11.666003,8.741269,7.631884,9.029842,7.217078,9.746133,7.000510,11.549591,9.370240,11.735785,7.672560,12.190243,8.604471
0.088,5.265606,6.093577,6.708444,6.090148,0.063070,9.505094,4.843030,11.625142,6.122262,9.862377,5.688181,7.584091,7.294626,9.428275,141.923462,110.663277,43.615059,32.261177,9.547230,11.668350,8.741269,7.616350,9.030376,7.206208,9.740010,6.993960,11.546223,9.364133,11.733591,7.668448,12.187630,8.601203
0.089,5.267881,6.092896,6.705073,6.088553,0.079854,9.498855,4.848115,11.627583,6.122262,9.849686,5.687647,7.572374,7.287885,9.453020,142.198700,110.876526,43.698608,32.266731,9.546166,11.670698,8.741269,7.600815,9.030910,7.195339,9.733889,6.987411,11.542854,9.358025,11.731396,7.664337,12.185018,8.597935
0.090,5.270156,6.092213,6.701703,6.086959,0.096639,9.492616,4.853199,11.630022,6.122262,9.836994,5.687113,7.560658,7.281143,9.477765,142.473923,111.089783,43.782158,32.272285,9.545103,11.673046,8.741269,7.585280,9.031443,7.184469,9.727766,6.980863,11.539487,9.351917,11.729200,7.660225,12.182405,8.594666
0.091,5.272431,6.091531,6.698332,6.085364,0.113423,9.486377,4.858284,11.632462,6.122262,9.824304,5.686579,7.548943,7.274402,9.502510,142.749146,111.303040,43.865711,32.277843,9.544039,11.675393,8.741269,7.569746,9.031977,7.173600,9.721643,6.974313,11.536119,9.345810,11.727006,7.656114,12.179792,8.591398
0.092,5.277737,6.091008,6.694864,6.083896,0.130809,9.485785,4.866469,11.640052,6.122464,9.819950,5.689005,7.541307,7.267263,9.527874,142.592819,111.387344,43.765800,32.179142,9.540846,11.683269,8.741642,7.560390,9.034894,7.166744,9.722236,6.969198,11.537001,9.340978,11.724811,7.651875,12.179670,8.591343
0.093,5.283042,6.090485,6.691396,6.082427,0.148195,9.485193,4.874654,11.647642,6.122666,9.815596,5.691431,7.533672,7.260126,9.553238,142.436493,111.471649,43.665894,32.080441,9.537653,11.691144,8.742014,7.551034,9.037811,7.159889,9.722828,6.964083,11.537884,9.336145,11.722616,7.647635,12.179548,8.591287
0.094,5.288348,6.089962,6.687928,6.080959,0.165581,9.484602,4.882839,11.655231,6.122868,9.811241,5.693857,7.526038,7.252988,9.578601,142.280167,111.555962,43.565987,31.981741,9.534460,11.699019,8.742387,7.541677,9.040729,7.153034,9.723421,6.958968,11.538767,9.331314,11.720421,7.643396,12.179426,8.591230
0.095,5.293653,6.089439,6.684460,6.079491,0.182967,9.484010,4.891024,11.662822,6.123070,9.806888,5.696282,7.518403,7.245850,9.603965,142.123840,111.640266,43.466076,31.883039,9.531267,11.706895,8.742760,7.532321,9.043646,7.146178,9.724013,6.953853,11.539649,9.326482,11.718225,7.639157,12.179304,8.591175
0.096,5.298274,6.089081,6.679199,6.078178,0.200535,9.484010,4.897880,11.664344,6.122982,9.795906,5.698668,7.507167,7.235416,9.609720,141.681610,112.144913,43.344147,31.897539,9.527898,11.711271,8.744716,7.523902,9.040382,7.136566,9.722464,6.949517,11.542743,9.323379,11.715612,7.640481,12.178795,8.588764
0.097,5.302894,6.088724,6.673938,6.076865,0.218103,9.484010,4.904735,11.665867,6.122894,9.784925,5.701053,7.495932,7.224983,9.615475,141.239380,112.649567,43.222221,31.912041,9.524529,11.715647,8.746672,7.515482,9.037120,7.126954,9.720915,6.945182,11.545837,9.320275,11.712999,7.641806,12.178285,8.586353
0.098,5.307514,6.088367,6.668677,6.075553,0.235671,9.484010,4.911590,11.667389,6.122806,9.773945,5.703438,7.484696,7.214549,9.621229,140.797150,113.154213,43.100292,31.926540,9.521158,11.720022,8.748629,7.507062,9.033857,7.117342,9.719366,6.940847,11.548931,9.317172,11.710385,7.643131,12.177774,8.583942
0.099,5.312135,6.088009,6.663417,6.074240,0.253238,9.484010,4.918446,11.668911,6.122717,9.762963,5.705823,7.473461,7.204116,9.626985,140.354919,113.658859,42.978363,31.941040,9.517789,11.724399,8.750585,7.498642,9.030594,7.107730,9.717816,6.936512,11.552025,9.314069,11.707772,7.644455,12.177265,8.581532
0.100,5.317102,6.087921,6.656538,6.073134,0.271958,9.490967,4.926561,11.672180,6.122806,9.758843,5.707643,7.465300,7.190269,9.629709,140.202972,113.936165,42.929363,31.829069,9.511861,11.734604,8.750585,7.486435,9.030584,7.099412,9.716997,6.931432,11.554202,9.309699,11.707182,7.642899,12.176897,8.581491
0.101,5.322069,6.087832,6.649659,6.072028,0.290677,9.497923,4.934676,11.675450,6.122894,9.754723,5.709462,7.457139,7.176424,9.632433,140.051025,114.213470,42.880363,31.717098,9.505933,11.744809,8.750585,7.474228,9.030575,7.091095,9.716179,6.926352,11.556379,9.305328,11.706591,7.641341,12.176529,8.581450
0.102,5.327036,6.087745,6.642779,6.070922,0.309397,9.504879,4.942791,11.678720,6.122982,9.750603,5.711281,7.448979,7.162578,9.635157,139.899094,114.490768,42.831364,31.605129,9.500005,11.755014,8.750585,7.462020,9.030564,7.082777,9.715360,6.921271,11.558556,9.300959,11.705999,7.639784,12.176160,8.581409
0.103,5.332004,6.087656,6.635900,6.069817,0.328116,9.511836,4.950907,11.681990,6.123070,9.746483,5.713100,7.440818,7.148731,9.637881,139.747147,114.768074,42.782364,31.493158,9.494077,11.765220,8.750585,7.449813,9.030555,7.074460,9.714540,6.916192,11.560733,9.296589,11.705409,7.638227,12.175792,8.581369
0.104,5.335958,6.087577,6.627586,6.068646,0.348187,9.512035,4.963390,11.688240,6.124507,9.740417,5.708526,7.430125,7.130664,9.639844,139.573975,115.207321,42.682152,31.361277,9.491335,11.772707,8.752911,7.434332,9.029606,7.066153,9.712584,6.912979,11.562737,9.294340,11.702791,7.639892,12.172459,8.580929
0.105,5.339913,6.087499,6.619271,6.067476,0.368258,9.512236,4.975873,11.694490,6.125945,9.734352,5.703952,7.419433,7.112597,9.641808,139.400803,115.646561,42.581936,31.229397,9.488592,11.780195,8.755236,7.418851,9.028656,7.057846,9.710628,6.909767,11.564741,9.292092,11.700173,7.641556,12.169126,8.580487
0.106,5.343867,6.087420,6.610956,6.066306,0.388329,9.512435,4.988357,11.700740,6.127382,9.728286,5.699378,7.408740,7.094531,9.643770,139.227631,116.085808,42.481720,31.097515,9.485849,11.787683,8.757561,7.403370,9.027707,7.049540,9.708672,6.906554,11.566745,9.289845,11.697556,7.643219,12.165792,8.580046
0.107,5.347822,6.087340,6.602642,6.065135,0.408399,9.512634,5.000840,11.706990,6.128819,9.722220,5.694804,7.398046,7.076464,9.645733,139.054459,116.525055,42.381508,30.965633,9.483108,11.795171,8.759887,7.387889,9.026758,7.041233,9.706715,6.903342,11.568748,9.287596,11.694938,7.644884,12.162459,8.579605
0.108,5.349952,6.087348,6.600396,6.064053,0.428471,9.512634,5.004267,11.726974,6.129232,9.718801,5.695638,7.391604,7.071559,9.642303,139.136719,116.872978,42.277596,30.767033,9.479168,11.811487,8.759887,7.376231,9.026788,7.034985,9.708814,6.900501,11.574220,9.285572,11.696012,7.646310,12.162104,8.580365
0.109,5.352082,6.087357,6.598150,6.062969,0.448544,9.512634,5.007694,11.746957,6.129645,9.715381,5.696471,7.385163,7.066654,9.638872,139.218994,117.220901,42.173683,30.568432,9.475227,11.827805,8.759887,7.364573,9.026817,7.028737,9.710913,6.897660,11.579691,9.283547,11.697086,7.647737,12.161749,8.581125
0.110,5.354212,6.087365,6.595904,6.061886,0.468616,9.512634,5.011121,11.766940,6.130059,9.711961,5.697304,7.378721,7.061750,9.635442,139.301270,117.568832,42.069767,30.369829,9.471287,11.844122,8.759887,7.352916,9.026848,7.022490,9.713012,6.894819,11.585163,9.281523,11.698161,7.649163,12.161394,8.581885
0.111,5.356342,6.087373,6.593658,6.060803,0.488688,9.512634,5.014547,11.786923,6.130472,9.708541,5.698138,7.372279,7.056845,9.632011,139.383530,117.916756,41.965855,30.171228,9.467347,11.860438,8.759887,7.341259,9.026877,7.016242,9.715111,6.891978,11.590634,9.279499,11.699236,7.650589,12.161038,8.582645
0.112,5.361826,6.087377,6.593155,6.059720,0.508682,9.504367,5.023158,11.801757,6.131043,9.698399,5.700494,7.359665,7.055267,9.622391,139.507904,118.337906,41.697567,29.847570,9.470153,11.866391,8.760486,7.327478,9.027287,7.006862,9.715971,6.887265,11.594780,9.275727,11.694478,7.650769,12.155924,8.582829
0.113,5.367309,6.087381,6.592651,6.058637,0.528675,9.496099,5.031769,11.816590,6.131614,9.688257,5.702849,7.347052,7.053689,9.612769,139.632263,118.759048,41.429276,29.523911,9.472960,11.872345,8.761086,7.313698,9.027695,6.997482,9.716831,6.882551,11.598925,9.271955,11.689720,7.650948,12.150808,8.583013
0.114,5.372792,6.087385,6.592148,6.057553,0.548669,9.487832,5.040380,11.831424,6.132185,9.678115,5.705205,7.334437,7.052111,9.603148,139.756622,119.180199,41.160988,29.200253,9.475765,11.878298,8.761684,7.299918,9.028104,6.988103,9.717692,6.877837,11.603070,9.268183,11.684961,7.651127,12.145693,8.583197
0.115,5.378276,6.087389,6.591644,6.056470,0.568663,9.479565,5.048991,11.846257,6.132756,9.667973,5.707561,7.321824,7.050533,9.593527,139.880997,119.601349,40.892700,28.876595,9.478571,11.884251,8.762283,7.286138,9.028513,6.978723,9.718553,6.873124,11.607216,9.264411,11.680203,7.651306,12.140578,8.583380
0.116,5.379638,6.087451,6.591858,6.055447,0.588632,9.475528,5.052197,11.863651,6.133183,9.663305,5.707079,7.315261,7.050533,9.589424,140.249222,119.694916,40.637897,28.560074,9.479124,11.902674,8.763768,7.277217,9.032539,6.972919,9.722834,6.867911,11.615002,9.259979,11.679504,7.651145,12.140583,8.585440
0.117,5.381000,6.087514,6.592071,6.054424,0.608600,9.471491,5.055403,11.881045,6.133610,9.658638,5.706597,7.308699,7.050533,9.585322,140.617462,119.788483,40.383095,28.243553,9.479677,11.921098,8.765253,7.268296,9.036566,6.967114,9.727114,6.862698,11.622787,9.255547,11.678806,7.650985,12.140587,8.587500
0.118,5.382362,6.087577,6.592284,6.053401,0.628569,9.467453,5.058609,11.898439,6.134037,9.653972,5.706116,7.302136,7.050533,9.581221,140.985687,119.882050,40.128296,27.927031,9.480230,11.939522,8.766739,7.259376,9.040592,6.961310,9.731395,6.857485,11.630571,9.251114,11.678107,7.650825,12.140592,8.589559
0.119,5.383724,6.087640,6.592498,6.052379,0.648537,9.463416,5.061814,11.915833,6.134463,9.649304,5.705634,7.295573,7.050533,9.577118,141.353912,119.975616,39.873493,27.610510,9.480783,11.957945,8.768224,7.250455,9.044619,6.955505,9.735676,6.852272,11.638357,9.246682,11.677408,7.650664,12.140596,8.591619
0.120,5.387036,6.088891,6.593002,6.052534,0.668672,9.456441,5.069840,11.928346,6.135274,9.639673,5.704232,7.282160,7.050730,9.569426,140.666275,120.428040,39.501152,27.190453,9.476593,11.978423,8.768224,7.239573,9.042299,6.942868,9.735218,6.843668,11.646440,9.239712,11.672269,7.653321,12.134694,8.590374
0.121,5.390347,6.090140,6.593506,6.052690,0.688807,9.449465,5.077866,11.940858,6.136086,9.630041,5.702830,7.268747,7.050927,9.561732,139.978638,120.880470,39.128815,26.770395,9.472403,11.998901,8.768224,7.228690,9.039980,6.930231,9.734761,6.835064,11.654522,9.232740,11.667130,7.655978,12.128792,8.589128
0.122,5.393659,6.091391,6.594010,6.052845,0.708942,9.442490,5.085891,11.953370,6.136897,9.620409,5.701427,7.255334,7.051124,9.554039,139.291016,121.332901,38.756477,26.350338,9.468213,12.019381,8.768224,7.217808,9.037662,6.917593,9.734304,6.826460,11.662605,9.225769,11.661990,7.658635,12.122890,8.587884
0.123,5.396971,6.092641,6.594514,6.053000,0.729076,9.435514,5.093916,11.965882,6.137708,9.610778,5.700026,7.241921,7.051321,9.546347,138.603378,121.785324,38.384136,25.930281,9.464023,12.039859,8.768224,7.206926,9.035342,6.904956,9.733847,6.817856,11.670688,9.218799,11.656851,7.661293,12.116988,8.586639
0.124,5.403443,6.094266,6.595523,6.053517,0.749460,9.433527,5.105558,11.980707,6.138530,9.605566,5.701328,7.233067,7.052516,9.538823,138.845276,121.931931,38.144707,25.538391,9.457872,12.054686,8.768224,7.201875,9.038136,6.898708,9.738424,6.812814,11.677706,9.214003,11.656575,7.659967,12.116126,8.589060
0.125,5.409915,6.095891,6.596532,6.054034,0.769844,9.431540,5.117199,11.995533,6.139352,9.600354,5.702631,7.224212,7.053711,9.531300,139.087189,122.078537,37.905281,25.146500,9.451721,12.069512,8.768224,7.196823,9.040929,6.892461,9.743001,6.807772,11.684725,9.209206,11.656300,7.658643,12.115265,8.591479
0.126,5.416388,6.097516,6.597540,6.054550,0.790228,9.429552,5.128841,12.010359,6.140174,9.595142,5.703935,7.215356,7.054906,9.523775,139.329086,122.225143,37.665855,24.754608,9.445570,12.084339,8.768224,7.191772,9.043722,6.886214,9.747578,6.802730,11.691744,9.204409,11.656025,7.657318,12.114403,8.593899
0.127,5.422860,6.099141,6.598549,6.055067,0.810612,9.427565,5.140482,12.025184,6.140996,9.589931,5.705237,7.206501,7.056102,9.516252,139.570984,122.371750,37.426426,24.362719,9.439420,12.099166,8.768224,7.186720,9.046515,6.879967,9.752155,6.797688,11.698762,9.199613,11.655749,7.655993,12.113541,8.596319
0.128,5.430935,6.101815,6.600803,6.056633,0.830996,9.423359,5.152879,12.040487,6.144005,9.582006,5.708991,7.198225,7.057600,9.511335,139.281723,122.760666,37.152359,23.966320,9.435446,12.113043,8.768755,7.179912,9.051648,6.870510,9.755726,6.792457,11.707100,9.194995,11.655344,7.657304,12.111525,8.596858
0.129,5.439010,6.104490,6.603057,6.058200,0.851380,9.419152,5.165275,12.055790,6.147016,9.574083,5.712745,7.189948,7.059099,9.506420,138.992462,123.149582,36.878288,23.569923,9.431471,12.126921,8.769285,7.173103,9.056781,6.861053,9.759296,6.787226,11.715437,9.190377,11.654938,7.658614,12.109509,8.597397
0.130,5.447084,6.107165,6.605311,6.059766,0.871764,9.414946,5.177670,12.071093,6.150025,9.566159,5.716498,7.181671,7.060597,9.501504,138.703201,123.538506,36.604221,23.173525,9.427496,12.140799,8.769815,7.166295,9.061913,6.851595,9.762866,6.781996,11.723774,9.185760,11.654532,7.659925,12.107494,8.597935
0.131,5.455159,6.109839,6.607566,6.061333,0.892148,9.410740,5.190067,12.086396,6.153035,9.558235,5.720252,7.173395,7.062096,9.496588,138.413940,123.927422,36.330154,22.777126,9.423522,12.154675,8.770347,7.159486,9.067046,6.842138,9.766437,6.776765,11.732112,9.181142,11.654127,7.661235,12.105478,8.598474
0.132,5.461191,6.113378,6.609375,6.063759,0.912599,9.410487,5.202279,12.103607,6.153035,9.554913,5.720103,7.166526,7.065714,9.489616,138.317108,124.282066,36.157501,22.567472,9.422649,12.165383,8.770913,7.149043,9.068999,6.834185,9.770481,6.772769,11.737544,9.177070,11.654562,7.659462,12.107004,8.599656
0.133,5.467222,6.116916,6.611183,6.066186,0.933049,9.410234,5.214490,12.120819,6.153035,9.551590,5.719954,7.159657,7.069331,9.482644,138.220276,124.636711,35.984848,22.357819,9.421778,12.176092,8.771480,7.138600,9.070953,6.826231,9.774527,6.768773,11.742975,9.172997,11.654997,7.657688,12.108530,8.600840
0.134,5.473254,6.120455,6.612992,6.068612,0.953500,9.409982,5.226702,12.138030,6.153035,9.548267,5.719806,7.152787,7.072949,9.475672,138.123444,124.991356,35.812191,22.148163,9.420906,12.186800,8.772046,7.128158,9.072906,6.818277,9.778572,6.764778,11.748407,9.168925,11.655432,7.655914,12.110056,8.602022
0.135,5.479285,6.123993,6.614801,6.071039,0.973951,9.409729,5.238914,12.155241,6.153035,9.544945,5.719657,7.145918,7.076567,9.468700,138.026611,125.346001,35.639538,21.938509,9.420033,12.197508,8.772613,7.117714,9.074860,6.810324,9.782617,6.760782,11.753839,9.164853,11.655867,7.654141,12.111582,8.603205
0.136,5.485342,6.127594,6.616543,6.073522,0.994500,9.407408,5.251689,12.169594,6.154474,9.540009,5.718996,7.140479,7.078612,9.456905,137.526276,125.814453,35.409653,21.659575,9.416691,12.218618,8.773233,7.110988,9.074646,6.801552,9.785475,6.757033,11.760756,9.161508,11.655722,7.655949,12.110331,8.602547
0.137,5.491399,6.131194,6.618285,6.076005,1.015049,9.405087,5.264465,12.183948,6.155913,9.535072,5.718334,7.135039,7.080657,9.445110,137.025955,126.282913,35.179764,21.380638,9.413347,12.239729,8.773853,7.104262,9.074432,6.792780,9.788334,6.753284,11.767673,9.158162,11.655577,7.657757,12.109079,8.601889
0.138,5.497457,6.134794,6.620028,6.078488,1.035598,9.402766,5.277241,12.198301,6.157352,9.530137,5.717672,7.129600,7.082703,9.433315,136.525635,126.751366,34.949879,21.101704,9.410004,12.260839,8.774473,7.097536,9.074220,6.784008,9.791193,6.749536,11.774591,9.154817,11.655431,7.659565,12.107829,8.601231
0.139,5.503513,6.138395,6.621770,6.080971,1.056147,9.400445,5.290016,12.212654,6.158791,9.525201,5.717011,7.124160,7.084748,9.421520,136.025299,127.219818,34.719994,20.822769,9.406661,12.281949,8.775094,7.090810,9.074006,6.775235,9.794051,6.745787,11.781508,9.151471,11.655286,7.661373,12.106578,8.600573
0.140,5.508297,6.142428,6.621922,6.083889,1.076682,9.399596,5.300796,12.223802,6.158791,9.518711,5.715798,7.118103,7.085052,9.415170,135.499756,127.681885,34.512062,20.610271,9.397322,12.309877,8.774473,7.082495,9.075287,6.765309,9.799500,6.741395,11.787901,9.146626,11.655961,7.658782,12.108709,8.600413
0.141,5.513081,6.146462,6.622074,6.086806,1.097216,9.398747,5.311576,12.234949,6.158791,9.512220,5.714585,7.112046,7.085357,9.408819,134.974228,128.143951,34.304131,20.397774,9.387981,12.337807,8.773853,7.074179,9.076569,6.755383,9.804949,6.737004,11.794292,9.141781,11.656636,7.656191,12.110840,8.600254
0.142,5.517864,6.150496,6.622226,6.089724,1.117751,9.397899,5.322355,12.246098,6.158791,9.505731,5.713373,7.105989,7.085661,9.402469,134.448700,128.606018,34.096203,20.185274,9.378642,12.365736,8.773233,7.065864,9.077850,6.745456,9.810398,6.732613,11.800684,9.136935,11.657311,7.653600,12.112970,8.600096
0.143,5.522648,6.154530,6.622378,6.092641,1.138286,9.397050,5.333135,12.257245,6.158791,9.499241,5.712160,7.099931,7.085965,9.396118,133.923157,129.068085,33.888271,19.972776,9.369303,12.393664,8.772613,7.057549,9.079131,6.735530,9.815847,6.728222,11.807076,9.132090,11.657987,7.651009,12.115102,8.599936
0.144,5.525949,6.159112,6.625039,6.096104,1.158859,9.397050,5.340329,12.270298,6.164113,9.487384,5.711569,7.096948,7.085965,9.388790,133.439789,129.534012,33.643673,19.722860,9.352547,12.408305,8.773233,7.054223,9.081321,6.727808,9.819118,6.725763,11.814770,9.129988,11.658450,7.654585,12.114645,8.599401
0.145,5.529251,6.163693,6.627700,6.099567,1.179431,9.397050,5.347524,12.283350,6.169436,9.475527,5.710978,7.093965,7.085965,9.381462,132.956421,129.999939,33.399071,19.472944,9.335791,12.422947,8.773853,7.050898,9.083511,6.720085,9.822388,6.723305,11.822462,9.127885,11.658915,7.658162,12.114189,8.598866
