"Time","59 Left DS","60 Memory","v5 L COP","67 xCoM","v3 R COP","3 Platform"
2.997,0,0,0.000000,6.158484,0.000000,-1.47638
2.998,0,0,0.000000,6.156767,0.000000,-1.48382
2.999,0,0,0.000000,6.155050,0.000000,-1.48105
3.000,0,0,0.000000,6.154500,0.000000,-1.47877
3.001,0,0,0.000000,6.155243,0.000000,-1.47955
3.002,0,0,0.000000,6.155986,0.000000,-1.47867
3.003,0,0,0.000000,6.156730,0.000000,-1.47930
3.004,0,0,0.000000,6.157801,0.000000,-1.47975
3.005,0,0,0.000000,6.159236,0.000000,-1.47959
3.006,0,0,0.000000,6.160672,0.000000,-1.47899
3.007,0,0,0.000000,6.162107,0.000000,-1.47771
3.008,0,0,0.000000,6.164233,0.000000,-1.47819
3.009,0,0,0.000000,6.167126,0.000000,-1.48032
3.010,0,0,0.000000,6.170019,0.000000,-1.47852
3.011,0,0,0.000000,6.172912,0.000000,-1.47855
3.012,0,0,0.000000,6.175438,0.000000,-1.47884
3.013,0,0,0.000000,6.177559,0.000000,-1.47778
3.014,0,0,0.000000,6.179679,0.000000,-1.47996
3.015,0,0,0.000000,6.181800,0.000000,-1.47836
3.016,0,0,0.000000,6.184459,0.000000,-1.47767
3.017,0,0,0.000000,6.187715,0.000000,-1.47798
3.018,0,0,0.000000,6.190970,0.000000,-1.47852
3.019,0,0,0.000000,6.194226,0.000000,-1.47811
3.020,0,0,0.000000,6.197551,0.000000,-1.47847
3.021,0,0,0.000000,6.200953,0.000000,-1.47913
3.022,0,0,0.000000,6.204354,0.000000,-1.47767
3.023,0,0,0.000000,6.207755,0.000000,-1.48005
3.024,0,0,0.000000,6.211840,0.000000,-1.48119
3.025,0,0,0.000000,6.216685,0.000000,-1.47653
3.026,0,0,0.000000,6.221529,0.000000,-1.47769
3.027,0,0,0.000000,6.226373,0.000000,-1.47964
3.028,0,0,0.000000,6.231220,0.000000,-1.48085
3.029,0,0,0.000000,6.236069,0.000000,-1.47726
3.030,0,0,0.000000,6.240919,0.000000,-1.47740
3.031,0,0,0.000000,6.245768,0.000000,-1.47886
3.032,0,0,0.000000,6.250500,0.000000,-1.47851
3.033,0,0,0.000000,6.255103,0.000000,-1.47869
3.034,0,0,0.000000,6.259706,0.000000,-1.47884
3.035,0,0,0.000000,6.264308,0.000000,-1.47958
3.036,0,0,0.000000,6.268071,0.000000,-1.47775
3.037,0,0,0.000000,6.270902,0.000000,-1.47960
3.038,0,0,0.000000,6.273733,0.000000,-1.47764
3.039,0,0,0.000000,6.276564,0.000000,-1.47831
3.040,0,0,0.000000,6.279812,0.000000,-1.47766
3.041,0,0,0.000000,6.283523,0.000000,-1.47877
3.042,1,0,1.646708,6.287233,0.000000,-1.47929
3.043,1,0,4.608414,6.290944,0.000000,-1.47980
3.044,1,0,5.928991,6.294114,0.000000,-1.47882
3.045,1,0,5.939028,6.296684,0.000000,-1.47789
3.046,1,0,5.944283,6.299254,0.000000,-1.47665
3.047,1,0,5.945717,6.301825,0.000000,-1.47854
3.048,1,0,5.959404,6.304371,0.000000,-1.47905
3.049,1,0,5.982877,6.306891,0.000000,-1.47913
3.050,1,0,6.012600,6.309412,0.000000,-1.47781
3.051,1,0,6.047316,6.311933,0.000000,-1.47825
3.052,1,0,6.083711,6.314521,0.000000,-1.47825
3.053,1,0,6.121446,6.317185,0.000000,-1.48015
3.054,1,0,6.151238,6.319849,0.000000,-1.47742
3.055,1,0,6.174689,6.322513,0.000000,-1.47899
3.056,1,0,6.185340,6.325406,0.000000,-1.47872
3.057,1,0,6.185771,6.328553,0.000000,-1.48083
3.058,1,0,6.186099,6.331700,0.000000,-1.47974
3.059,1,0,6.186347,6.334847,0.000000,-1.47903
3.060,1,0,6.201550,6.337570,0.000000,-1.48534
3.061,1,0,6.228694,6.339821,0.000000,-1.47947
3.062,1,0,6.257102,6.342073,0.000000,-1.47791
3.063,1,0,6.286520,6.344325,0.000000,-1.48156
3.064,1,0,6.301280,6.346617,0.000000,-1.47993
3.065,1,0,6.304335,6.348956,0.000000,-1.47884
3.066,1,0,6.306951,6.351294,0.000000,-1.47980
3.067,1,0,6.309216,6.353632,0.000000,-1.47805
3.068,1,0,6.310936,6.356390,0.000000,-1.47886
3.069,1,0,6.312221,6.359616,0.000000,-1.47839
3.070,1,0,6.316258,6.362841,0.000000,-1.47964
3.071,1,0,6.322494,6.366066,0.000000,-1.47928
3.072,1,0,6.334842,6.369079,0.000000,-1.48016
3.073,1,0,6.352071,6.371855,0.000000,-1.47851
3.074,1,0,6.378806,6.374630,0.000000,-1.47966
3.075,1,0,6.413132,6.377406,0.000000,-1.48139
3.076,1,0,6.445994,6.379029,0.000000,-1.48135
3.077,1,0,6.477689,6.379371,0.000000,-1.47913
3.078,1,0,6.507559,6.379714,0.000000,-1.48002
3.079,1,0,6.535972,6.380057,0.000000,-1.47958
3.080,1,0,6.564112,6.381042,0.000000,-1.47937
3.081,1,0,6.592033,6.382740,0.000000,-1.47895
3.082,1,0,6.621669,6.384439,0.000000,-1.47937
3.083,1,0,6.652675,6.386137,0.000000,-1.47787
3.084,1,0,6.685786,6.387769,0.000000,-1.47737
3.085,1,0,6.720580,6.389328,0.000000,-1.47792
3.086,1,0,6.750086,6.390886,0.000000,-1.47954
3.087,1,0,6.775369,6.392445,0.000000,-1.47912
3.088,1,0,6.786594,6.393698,0.000000,-1.47951
3.089,1,0,6.786594,6.394612,0.000000,-1.48171
3.090,1,0,6.786594,6.395526,0.000000,-1.47964
3.091,1,0,6.786594,6.396440,0.000000,-1.47920
3.092,1,0,6.786594,6.397213,0.000000,-1.47917
3.093,1,0,6.786594,6.397830,0.000000,-1.47812
3.094,1,0,6.786594,6.398448,0.000000,-1.47907
3.095,1,0,6.786594,6.399065,0.000000,-1.47870
3.096,1,0,6.775581,6.399562,0.000000,-1.47941
3.097,1,0,6.755772,6.399924,0.000000,-1.48051
3.098,1,0,6.727824,6.400286,0.000000,-1.47826
3.099,1,0,6.693376,6.400648,0.000000,-1.47986
3.100,1,0,6.660948,6.400721,0.000000,-1.47851
3.101,1,0,6.630133,6.400472,0.000000,-1.47745
3.102,1,0,6.600701,6.400224,0.000000,-1.47905
3.103,1,0,6.572373,6.399976,0.000000,-1.47753
3.104,1,0,6.543025,6.399184,0.000000,-1.48046
3.105,1,0,6.512862,6.397789,0.000000,-1.47649
3.106,1,0,6.482509,6.396393,0.000000,-1.47838
3.107,1,0,6.452005,6.394998,0.000000,-1.47923
3.108,1,0,6.422368,6.393527,0.000000,-1.47610
3.109,1,0,6.393425,6.391973,0.000000,-1.47695
3.110,1,0,6.363290,6.390419,0.000000,-1.48378
3.111,1,0,6.332205,6.388865,0.000000,-1.47855
3.112,1,0,6.298782,6.387977,0.000000,-1.47881
3.113,1,0,6.263492,6.387828,0.000000,-1.47803
3.114,1,0,6.232818,6.387680,0.000000,-1.47897
3.115,1,0,6.205830,6.387532,0.000000,-1.47830
3.116,1,0,6.191534,6.386581,0.000000,-1.47858
3.117,1,0,6.187372,6.384740,0.000000,-1.47869
3.118,1,0,6.185009,6.382898,0.000000,-1.47887
3.119,1,0,6.184083,6.381057,0.000000,-1.47940
3.120,1,0,6.182643,6.379300,0.000000,-1.47925
3.121,1,0,6.180793,6.377634,0.000000,-1.47884
3.122,1,0,6.178914,6.375969,0.000000,-1.47724
3.123,1,0,6.177012,6.374304,0.000000,-1.47814
3.124,1,0,6.174721,6.372080,0.000000,-1.47788
3.125,1,0,6.172117,6.369236,0.000000,-1.47701
3.126,1,0,6.169991,6.366391,0.000000,-1.47816
3.127,1,0,6.168246,6.363547,0.000000,-1.47790
3.128,1,0,6.166398,6.360468,0.000000,-1.47761
3.129,1,0,6.164467,6.357130,0.000000,-1.47865
3.130,1,0,6.163132,6.353792,0.000000,-1.47900
3.131,1,0,6.162271,6.350453,0.000000,-1.47752
3.132,1,0,6.161888,6.347068,0.000000,-1.47863
3.133,1,0,6.161888,6.343630,0.000000,-1.47863
3.134,1,0,6.161888,6.340192,0.000000,-1.47872
3.135,1,0,6.161888,6.336754,0.000000,-1.47982
3.136,1,0,6.161888,6.333045,0.000000,-1.47900
3.137,1,0,6.161888,6.329034,0.000000,-1.47577
3.138,1,0,6.161888,6.325023,0.000000,-1.47960
3.139,1,0,6.161888,6.321012,0.000000,-1.47841
3.140,1,0,6.171069,6.317198,0.000000,-1.47913
3.141,1,0,6.187581,6.313605,0.000000,-1.48536
3.142,1,0,6.213762,6.310012,0.000000,-1.47899
3.143,1,0,6.247665,6.306419,0.000000,-1.47906
3.144,1,0,6.279624,6.302717,0.000000,-1.47975
3.145,1,0,6.310031,6.298894,0.000000,-1.47931
3.146,1,0,6.323532,6.295071,0.000000,-1.47994
3.147,1,0,6.323532,6.291247,0.000000,-1.48112
3.148,1,0,6.323532,6.286799,0.000000,-1.47953
3.149,1,0,6.323532,6.281658,0.000000,-1.47833
3.150,1,0,6.323532,6.276517,0.000000,-1.47911
3.151,1,0,6.323532,6.271377,0.000000,-1.47856
3.152,1,0,6.323532,6.266610,0.000000,-1.47954
3.153,1,0,6.323532,6.262257,0.000000,-1.48043
3.154,1,0,4.565590,6.257905,0.000000,-1.47927
3.155,1,0,1.403824,6.253553,0.000000,-1.47810
3.156,0,0,0.000000,6.248902,0.000000,-1.47871
3.157,0,0,0.000000,6.243920,0.000000,-1.48037
3.158,0,0,0.000000,6.238938,0.000000,-1.48075
3.159,0,0,0.000000,6.233956,0.000000,-1.47910
3.160,0,0,0.000000,6.228743,0.000000,-1.48317
3.161,0,0,0.000000,6.223272,0.000000,-1.47830
3.162,0,0,0.000000,6.217801,0.000000,-1.47729
3.163,0,0,0.000000,6.212331,0.000000,-1.47992
3.164,0,0,0.000000,6.206868,0.000000,-1.47850
3.165,0,0,0.000000,6.201415,0.000000,-1.47897
3.166,0,0,0.000000,6.195962,0.000000,-1.47825
3.167,0,0,0.000000,6.190509,0.000000,-1.47917
3.168,0,0,0.000000,6.185232,0.000000,-1.48008
3.169,0,0,0.000000,6.180151,0.000000,-1.47842
3.170,0,0,0.000000,6.175069,0.000000,-1.47880
3.171,0,0,0.000000,6.169987,0.000000,-1.47872
3.172,0,0,0.000000,6.165406,0.000000,-1.47889
3.173,0,0,0.000000,6.161380,0.000000,-1.47726
3.174,0,0,0.000000,6.157354,0.000000,-1.47957
3.175,0,0,0.000000,6.153329,0.000000,-1.47844
3.176,0,0,0.000000,6.148918,0.000000,-1.47891
3.177,0,0,0.000000,6.144081,0.000000,-1.48110
3.178,0,0,0.000000,6.139243,0.000000,-1.47939
3.179,0,0,0.000000,6.134405,0.000000,-1.48149
3.180,0,0,0.000000,6.130923,0.000000,-1.47893
3.181,0,0,0.000000,6.128946,0.000000,-1.47908
3.182,0,0,0.000000,6.126969,0.000000,-1.47813
3.183,0,0,0.000000,6.124993,0.000000,-1.48203
3.184,0,0,0.000000,6.123146,0.000000,-1.47901
3.185,0,0,0.000000,6.121443,0.000000,-1.47929
3.186,0,0,0.000000,6.119740,0.000000,-1.47963
3.187,0,0,0.000000,6.118037,0.000000,-1.47866
3.188,0,0,0.000000,6.116150,0.000000,-1.47870
3.189,0,0,0.000000,6.114059,0.000000,-1.47808
3.190,0,0,0.000000,6.111968,0.000000,-1.47813
3.191,0,0,0.000000,6.109877,0.000000,-1.47814
3.192,0,0,0.000000,6.108445,0.000000,-1.47853
3.193,0,0,0.000000,6.107745,0.000000,-1.47725
3.194,0,0,0.000000,6.107045,0.000000,-1.48087
3.195,0,0,0.000000,6.106344,0.000000,-1.47751
3.196,0,0,0.000000,6.106892,0.000000,-1.47946
3.197,0,0,0.000000,6.108824,0.000000,-1.47768
3.198,0,0,0.000000,6.110755,0.000000,-1.47793
3.199,0,0,0.000000,6.112687,0.000000,-1.47900
3.200,0,0,0.000000,6.115459,0.000000,-1.47936
3.201,0,0,0.000000,6.119164,0.000000,-1.47817
3.202,0,0,0.000000,6.122868,0.000000,-1.47822
3.203,0,0,0.000000,6.126572,0.000000,-1.48049
3.204,0,1,0.000000,6.129704,1.320169,-1.47947
3.205,0,1,0.000000,6.132199,3.694575,-1.47946
3.206,0,1,0.000000,6.134695,4.748814,-1.48032
3.207,0,1,0.000000,6.137190,4.748818,-1.47892
3.208,0,1,0.000000,6.139587,4.748905,-1.47834
3.209,0,1,0.000000,6.141876,4.749056,-1.47900
3.210,0,1,0.000000,6.144164,4.749184,-1.47827
3.211,0,1,0.000000,6.146452,4.749292,-1.47921
3.212,0,1,0.000000,6.149227,4.749384,-1.47906
3.213,0,1,0.000000,6.152540,4.749463,-1.47944
3.214,0,1,0.000000,6.155853,4.749603,-1.47833
3.215,0,1,0.000000,6.159166,4.749790,-1.47818
3.216,0,1,0.000000,6.161299,4.749894,-1.47917
3.217,0,1,0.000000,6.162122,4.749931,-1.47766
3.218,0,1,0.000000,6.162946,4.749979,-1.47977
3.219,0,1,0.000000,6.163769,4.750035,-1.47977
3.220,0,1,0.000000,6.165227,4.750257,-1.47982
3.221,0,1,0.000000,6.167391,4.750613,-1.47958
3.222,0,1,0.000000,6.169556,4.751022,-1.47870
3.223,0,1,0.000000,6.171720,4.751476,-1.47904
3.224,0,1,0.000000,6.174290,4.751832,-1.47899
3.225,0,1,0.000000,6.177311,4.752110,-1.47807
3.226,0,1,0.000000,6.180333,4.752304,-1.47851
3.227,0,1,0.000000,6.183355,4.752428,-1.47891
3.228,0,1,0.000000,6.186333,4.752482,-1.47946
3.229,0,1,0.000000,6.189263,4.752482,-1.47920
3.230,0,1,0.000000,6.192194,4.752482,-1.47604
3.231,0,1,0.000000,6.195124,4.752482,-1.48019
3.232,0,1,0.000000,6.197251,4.752482,-1.47889
3.233,0,1,0.000000,6.198486,4.752482,-1.47811
3.234,0,1,0.000000,6.199721,4.752482,-1.47886
3.235,0,1,0.000000,6.200956,4.752482,-1.47891
3.236,0,1,0.000000,6.201975,4.752438,-1.48005
3.237,0,1,0.000000,6.202755,4.752358,-1.47996
3.238,0,1,0.000000,6.203536,4.752323,-1.47958
3.239,0,1,0.000000,6.204316,4.752323,-1.47800
3.240,0,1,0.000000,6.205660,4.752323,-1.47681
3.241,0,1,0.000000,6.207631,4.752323,-1.47615
3.242,0,1,0.000000,6.209601,4.752323,-1.47797
3.243,0,1,0.000000,6.211572,4.752323,-1.47770
3.244,0,1,0.000000,6.212774,4.752323,-1.48110
3.245,0,1,0.000000,6.213122,4.752323,-1.47599
3.246,0,1,0.000000,6.213471,4.752535,-1.47874
3.247,0,1,0.000000,6.213820,4.752917,-1.47858
3.248,0,1,0.000000,6.213826,4.753479,-1.47785
3.249,0,1,0.000000,6.213451,4.754184,-1.47745
3.250,0,1,0.000000,6.213077,4.754930,-1.48015
3.251,0,1,0.000000,6.212703,4.755711,-1.48085
3.252,0,1,0.000000,6.212664,4.756401,-1.47499
3.253,0,1,0.000000,6.212998,4.757020,-1.47961
3.254,0,1,0.000000,6.213332,4.757581,-1.47900
3.255,0,1,0.000000,6.213665,4.758098,-1.47881
3.256,0,1,0.000000,6.213833,4.758638,-1.47885
3.257,0,1,0.000000,6.213815,4.759196,-1.47875
3.258,0,1,0.000000,6.213798,4.759862,-1.47672
3.259,0,1,0.000000,6.213780,4.760613,-1.47830
3.260,0,1,0.000000,6.213357,4.761518,-1.47923
3.261,0,1,0.000000,6.212485,4.762545,-1.47892
3.262,0,1,0.000000,6.211612,4.763597,-1.47900
3.263,0,1,0.000000,6.210740,4.764671,-1.47914
3.264,0,1,0.000000,6.209681,4.765632,-1.47918
3.265,0,1,0.000000,6.208416,4.766503,-1.47857
3.266,0,1,0.000000,6.207151,4.767297,-1.47966
3.267,0,1,0.000000,6.205886,4.768031,-1.47869
3.268,0,1,0.000000,6.205186,4.768762,-1.47773
3.269,0,1,0.000000,6.205112,4.769492,-1.47829
3.270,0,1,0.000000,6.205038,4.770245,-1.47861
3.271,0,1,0.000000,6.204964,4.771018,-1.47774
3.272,0,1,0.000000,6.205688,4.771805,-1.47704
3.273,0,1,0.000000,6.207294,4.772604,-1.47648
3.274,0,1,0.000000,6.208902,4.773252,-1.47815
3.275,0,1,0.000000,6.210509,4.773778,-1.47708
3.276,0,1,0.000000,6.212270,4.774062,-1.47886
3.277,0,1,0.000000,6.214201,4.774150,-1.47836
3.278,0,1,0.000000,6.216132,4.774194,-1.47730
3.279,0,1,0.000000,6.218063,4.774202,-1.48031
3.280,0,1,0.000000,6.221138,4.774308,-1.47733
3.281,0,1,0.000000,6.225484,4.774491,-1.47935
3.282,0,1,0.000000,6.229829,4.774580,-1.47784
3.283,0,1,0.000000,6.234174,4.774593,-1.47970
3.284,0,1,0.000000,6.239109,4.774630,-1.47982
3.285,0,1,0.000000,6.244698,4.774685,-1.47833
3.286,0,1,0.000000,6.250287,4.775075,-1.47478
3.287,0,1,0.000000,6.255876,4.775732,-1.47895
3.288,0,1,0.000000,6.261575,4.776673,-1.47962
3.289,0,1,0.000000,6.267395,4.777842,-1.47883
3.290,0,1,0.000000,6.273215,4.779186,-1.47914
3.291,0,1,0.000000,6.279036,4.780671,-1.48005
3.292,0,1,0.000000,6.285000,4.782242,-1.47935
3.293,0,1,0.000000,6.291124,4.783881,-1.47891
3.294,0,1,0.000000,6.297248,4.785520,-1.47828
3.295,0,1,0.000000,6.303372,4.787158,-1.47833
3.296,0,1,0.000000,6.309653,4.787915,-1.47836
3.297,0,1,0.000000,6.316108,4.787971,-1.48033
3.298,0,1,0.000000,6.322564,4.787995,-1.47754
3.299,0,1,0.000000,6.329019,4.787995,-1.48043
3.300,0,1,0.000000,6.335499,4.787995,-1.47793
3.301,0,1,0.000000,6.342006,4.787995,-1.47852
3.302,0,1,0.000000,6.348514,4.787995,-1.47893
3.303,0,1,0.000000,6.355021,4.787995,-1.47730
3.304,0,1,0.000000,6.361248,4.787995,-1.48197
3.305,0,1,0.000000,6.367164,4.787995,-1.47959
3.306,0,1,0.000000,6.373079,4.786610,-1.47968
3.307,0,1,0.000000,6.378994,4.784119,-1.48002
3.308,0,1,0.000000,6.384138,3.453335,-1.47817
3.309,0,0,0.000000,6.388423,1.061829,-1.47908
3.310,0,0,0.000000,6.392710,0.000000,-1.47883
3.311,0,0,0.000000,6.396996,0.000000,-1.47933
3.312,0,0,0.000000,6.400778,0.000000,-1.47896
3.313,0,0,0.000000,6.404001,0.000000,-1.47902
3.314,0,0,0.000000,6.407224,0.000000,-1.47742
3.315,0,0,0.000000,6.410447,0.000000,-1.47936
3.316,0,0,0.000000,6.413176,0.000000,-1.47930
3.317,0,0,0.000000,6.415356,0.000000,-1.47941
3.318,0,0,0.000000,6.417536,0.000000,-1.47921
3.319,0,0,0.000000,6.419715,0.000000,-1.47739
3.320,0,0,0.000000,6.421463,0.000000,-1.47854
3.321,0,0,0.000000,6.422733,0.000000,-1.47913
3.322,0,0,0.000000,6.424002,0.000000,-1.47755
3.323,0,0,0.000000,6.425271,0.000000,-1.47879
3.324,0,0,0.000000,6.426471,0.000000,-1.47772
3.325,0,0,0.000000,6.427596,0.000000,-1.47913
3.326,0,0,0.000000,6.428720,0.000000,-1.47984
3.327,0,0,0.000000,6.429845,0.000000,-1.47753
3.328,0,0,0.000000,6.430550,0.000000,-1.48054
3.329,0,0,0.000000,6.430791,0.000000,-1.47808
3.330,0,0,0.000000,6.431032,0.000000,-1.47816
3.331,0,0,0.000000,6.431273,0.000000,-1.47808
3.332,0,0,0.000000,6.431350,0.000000,-1.47864
3.333,0,0,0.000000,6.431245,0.000000,-1.47916
3.334,0,0,0.000000,6.431141,0.000000,-1.47885
3.335,0,0,0.000000,6.431036,0.000000,-1.47902
3.336,0,0,0.000000,6.430681,0.000000,-1.47857
3.337,0,0,0.000000,6.430047,0.000000,-1.47894
3.338,0,0,0.000000,6.429412,0.000000,-1.47852
3.339,0,0,0.000000,6.428778,0.000000,-1.47770
3.340,0,0,0.000000,6.427873,0.000000,-1.47897
3.341,0,0,0.000000,6.426668,0.000000,-1.47784
3.342,0,0,0.000000,6.425463,0.000000,-1.47991
3.343,0,0,0.000000,6.424258,0.000000,-1.47842
3.344,0,0,0.000000,6.422921,0.000000,-1.47786
3.345,0,0,0.000000,6.421437,0.000000,-1.47809
3.346,0,0,0.000000,6.419953,0.000000,-1.47926
3.347,0,0,0.000000,6.418469,0.000000,-1.47846
3.348,0,0,0.000000,6.417275,0.000000,-1.48193
3.349,0,0,0.000000,6.416403,0.000000,-1.47891
3.350,0,0,0.000000,6.415532,0.000000,-1.47938
3.351,0,0,0.000000,6.414660,0.000000,-1.47876
3.352,0,0,0.000000,6.413818,0.000000,-1.47938
3.353,0,0,0.000000,6.413011,0.000000,-1.47828
3.354,0,0,0.000000,6.412204,0.000000,-1.47939
3.355,0,0,0.000000,6.411397,0.000000,-1.48297
3.356,0,0,0.000000,6.410637,0.000000,-1.47896
3.357,0,0,0.000000,6.409932,0.000000,-1.47921
3.358,0,0,0.000000,6.409227,0.000000,-1.47911
3.359,0,0,0.000000,6.408522,0.000000,-1.47926
3.360,0,0,0.000000,6.407301,0.000000,-1.47524
3.361,0,0,0.000000,6.405508,0.000000,-1.47861
3.362,0,0,0.000000,6.403714,0.000000,-1.47886
3.363,0,0,0.000000,6.401920,0.000000,-1.48018
3.364,0,0,0.000000,6.399956,0.000000,-1.47927
3.365,0,0,0.000000,6.397802,0.000000,-1.47923
3.366,0,0,0.000000,6.395649,0.000000,-1.48000
3.367,0,0,0.000000,6.393496,0.000000,-1.47754
3.368,0,0,0.000000,6.391375,0.000000,-1.47625
3.369,0,0,0.000000,6.389289,0.000000,-1.47944
3.370,0,0,0.000000,6.387204,0.000000,-1.47843
3.371,0,0,0.000000,6.385119,0.000000,-1.48084
3.372,0,0,0.000000,6.382746,0.000000,-1.47847
3.373,0,0,0.000000,6.380053,0.000000,-1.47910
3.374,0,0,0.000000,6.377359,0.000000,-1.47798
3.375,0,0,0.000000,6.374667,0.000000,-1.47903
3.376,0,0,0.000000,6.371804,0.000000,-1.47769
3.377,0,0,0.000000,6.368752,0.000000,-1.47933
3.378,0,0,0.000000,6.365700,0.000000,-1.47917
3.379,0,0,0.000000,6.362648,0.000000,-1.47750
3.380,0,0,0.000000,6.359453,0.000000,-1.47949
3.381,0,0,0.000000,6.356098,0.000000,-1.47834
3.382,0,0,0.000000,6.352743,0.000000,-1.47657
3.383,0,0,0.000000,6.349388,0.000000,-1.47890
3.384,0,0,0.000000,6.345622,0.000000,-1.47904
3.385,0,0,0.000000,6.341399,0.000000,-1.47883
3.386,0,0,0.000000,6.337176,0.000000,-1.48027
3.387,0,0,0.000000,6.332953,0.000000,-1.47855
3.388,0,0,0.000000,6.328699,0.000000,-1.47936
3.389,0,0,0.000000,6.324409,0.000000,-1.47789
3.390,0,0,0.000000,6.320119,0.000000,-1.47830
3.391,0,0,0.000000,6.315829,0.000000,-1.47830
3.392,0,0,0.000000,6.311544,0.000000,-1.47917
3.393,0,0,0.000000,6.307263,0.000000,-1.47689
3.394,0,0,0.000000,6.302982,0.000000,-1.47913
3.395,0,0,0.000000,6.298701,0.000000,-1.47950
3.396,0,0,0.000000,6.294588,0.000000,-1.47912
3.397,0,0,0.000000,6.290660,0.000000,-1.47839
3.398,0,0,0.000000,6.286732,0.000000,-1.47615
3.399,0,0,0.000000,6.282804,0.000000,-1.47749
3.400,0,0,0.000000,6.279027,0.000000,-1.47851
3.401,0,0,0.000000,6.275417,0.000000,-1.48108
3.402,0,0,0.000000,6.271808,0.000000,-1.47798
3.403,0,0,0.000000,6.268198,0.000000,-1.47798
3.404,0,0,0.000000,6.264583,0.000000,-1.47585
3.405,0,0,0.000000,6.260962,0.000000,-1.47934
3.406,0,0,0.000000,6.257340,0.000000,-1.48196
3.407,0,0,0.000000,6.253719,0.000000,-1.47857
3.408,0,0,0.000000,6.249878,0.000000,-1.47831
3.409,0,0,0.000000,6.245792,0.000000,-1.47813
3.410,0,0,0.000000,6.241706,0.000000,-1.47938
3.411,0,0,0.000000,6.237620,0.000000,-1.47745
3.412,0,0,0.000000,6.233455,0.000000,-1.47922
3.413,0,0,0.000000,6.229200,0.000000,-1.47607
3.414,0,0,0.000000,6.224946,0.000000,-1.47867
3.415,0,0,0.000000,6.220691,0.000000,-1.47861
3.416,0,0,0.000000,6.216134,0.000000,-1.47945
3.417,0,0,0.000000,6.211242,0.000000,-1.47802
3.418,0,0,0.000000,6.206349,0.000000,-1.47803
3.419,0,0,0.000000,6.201456,0.000000,-1.47893
3.420,0,0,0.000000,6.196393,0.000000,-1.47845
3.421,0,0,0.000000,6.191143,0.000000,-1.48003
3.422,0,0,0.000000,6.185892,0.000000,-1.47969
3.423,0,0,0.000000,6.180640,0.000000,-1.47913
3.424,0,0,0.000000,6.175211,0.000000,-1.47966
3.425,0,0,0.000000,6.169583,0.000000,-1.47866
3.426,0,0,0.000000,6.163956,0.000000,-1.48013
3.427,0,0,0.000000,6.158329,0.000000,-1.47948
3.428,0,0,0.000000,6.152497,0.000000,-1.48018
3.429,0,0,0.000000,6.146439,0.000000,-1.47934
3.430,0,0,0.000000,6.140381,0.000000,-1.47931
3.431,0,0,0.000000,6.134323,0.000000,-1.47856
3.432,0,0,0.000000,6.128233,0.000000,-1.47848
3.433,0,0,0.000000,6.122108,0.000000,-1.47923
3.434,0,0,1.918860,6.115984,0.000000,-1.47939
3.435,1,0,5.370047,6.109859,0.000000,-1.47897
3.436,1,0,6.902962,6.103298,0.000000,-1.47905
3.437,1,0,6.904020,6.096254,0.000000,-1.47778
3.438,1,0,6.904554,6.089209,0.000000,-1.47888
3.439,1,0,6.904671,6.082165,0.000000,-1.47758
3.440,1,0,6.904723,6.074784,0.000000,-1.48034
3.441,1,0,6.904723,6.067030,0.000000,-1.48134
3.442,1,0,6.904723,6.059276,0.000000,-1.48004
3.443,1,0,6.904723,6.051522,0.000000,-1.47986
3.444,1,0,6.904723,6.044270,0.000000,-1.47939
3.445,1,0,6.904723,6.037574,0.000000,-1.47888
3.446,1,0,6.904723,6.030878,0.000000,-1.48181
3.447,1,0,6.904723,6.024182,0.000000,-1.47955
3.448,1,0,6.904214,6.018097,0.000000,-1.47911
3.449,1,0,6.903297,6.012690,0.000000,-1.47950
3.450,1,0,6.902287,6.007283,0.000000,-1.47869
3.451,1,0,6.901200,6.001876,0.000000,-1.47867
3.452,1,0,6.900293,5.997030,0.000000,-1.47949
3.453,1,0,6.899529,5.992807,0.000000,-1.47785
3.454,1,0,6.898854,5.988585,0.000000,-1.47847
3.455,1,0,6.898251,5.984362,0.000000,-1.47947
3.456,1,0,6.897609,5.981073,0.000000,-1.47920
3.457,1,0,6.896937,5.978820,0.000000,-1.47841
3.458,1,0,6.896638,5.976567,0.000000,-1.47752
3.459,1,0,6.896638,5.974314,0.000000,-1.47824
3.460,1,0,6.896638,5.972349,0.000000,-1.47645
3.461,1,0,6.896638,5.970702,0.000000,-1.47843
3.462,1,0,6.896638,5.969056,0.000000,-1.47905
3.463,1,0,6.896638,5.967409,0.000000,-1.47863
3.464,1,0,6.896470,5.966334,0.000000,-1.47805
3.465,1,0,6.896167,5.965895,0.000000,-1.47705
3.466,1,0,6.896018,5.965456,0.000000,-1.47783
3.467,1,0,6.895991,5.965016,0.000000,-1.47830
3.468,1,0,6.895979,5.965404,0.000000,-1.47979
3.469,1,0,6.895979,5.966708,0.000000,-1.47877
3.470,1,0,6.895843,5.968012,0.000000,-1.47950
3.471,1,0,6.895597,5.969316,0.000000,-1.47881
3.472,1,0,6.887356,5.971329,0.000000,-1.47870
3.473,1,0,6.872729,5.974129,0.000000,-1.47723
3.474,1,0,6.850551,5.976929,0.000000,-1.47717
3.475,1,0,6.822343,5.979729,0.000000,-1.47745
3.476,1,0,6.795094,5.982991,0.000000,-1.47906
3.477,1,0,6.768609,5.986766,0.000000,-1.47840
