"Time","59 Left DS","60 Memory","v5 L COP","67 xCoM","v3 R COP","3 Platform"
1.491,1,0,6.744984,6.212497,0.000000,-1.47961
1.492,1,0,6.744984,6.212465,0.000000,-1.47867
1.493,1,0,6.744984,6.212244,0.000000,-1.47742
1.494,1,0,6.744984,6.212023,0.000000,-1.47811
1.495,1,0,6.744984,6.211802,0.000000,-1.47958
1.496,1,0,6.744992,6.211469,0.000000,-1.48248
1.497,1,0,6.745008,6.211013,0.000000,-1.48055
1.498,1,0,6.745051,6.210557,0.000000,-1.47921
1.499,1,0,6.745118,6.210100,0.000000,-1.47909
1.500,1,0,6.745344,6.209388,0.000000,-1.47891
1.501,1,0,6.745698,6.208392,0.000000,-1.47910
1.502,1,0,6.746151,6.207397,0.000000,-1.47962
1.503,1,0,6.746681,6.206401,0.000000,-1.48075
1.504,1,0,6.747336,6.204986,0.000000,-1.47791
1.505,1,0,6.748091,6.203105,0.000000,-1.47916
1.506,1,0,6.748930,6.201224,0.000000,-1.47928
1.507,1,0,6.749836,6.199344,0.000000,-1.47913
1.508,1,0,6.750766,6.197430,0.000000,-1.47810
1.509,1,0,6.751714,6.195478,0.000000,-1.47955
1.510,1,0,6.752618,6.193528,0.000000,-1.47820
1.511,1,0,6.753488,6.191576,0.000000,-1.47654
1.512,1,0,6.754274,6.189385,0.000000,-1.47860
1.513,1,0,6.754994,6.186928,0.000000,-1.47815
1.514,1,0,6.755725,6.184470,0.000000,-1.47901
1.515,1,0,6.756465,6.182012,0.000000,-1.47701
1.516,1,0,6.757301,6.179410,0.000000,-1.47812
1.517,1,0,6.758213,6.176647,0.000000,-1.47711
1.518,1,0,6.759092,6.173883,0.000000,-1.47812
1.519,1,0,6.759944,6.171120,0.000000,-1.47956
1.520,1,0,6.760620,6.168336,0.000000,-1.47891
1.521,1,0,6.761157,6.165529,0.000000,-1.48232
1.522,1,0,6.761591,6.162722,0.000000,-1.47812
1.523,1,0,6.761944,6.159914,0.000000,-1.47770
1.524,1,0,6.762313,6.156924,0.000000,-1.47849
1.525,1,0,6.762694,6.153729,0.000000,-1.47750
1.526,1,0,6.763131,6.150535,0.000000,-1.47811
1.527,1,0,6.763611,6.147341,0.000000,-1.47841
1.528,1,0,6.764176,6.143825,0.000000,-1.47740
1.529,1,0,6.764808,6.139951,0.000000,-1.47900
1.530,1,0,6.765601,6.136078,0.000000,-1.47798
1.531,1,0,6.766522,6.132205,0.000000,-1.48107
1.532,1,0,6.767636,6.128586,0.000000,-1.47769
1.533,1,0,6.768903,6.125250,0.000000,-1.47803
1.534,1,0,6.770116,6.121915,0.000000,-1.47450
1.535,1,0,6.771286,6.118579,0.000000,-1.47909
1.536,1,0,6.772163,6.115255,0.000000,-1.47933
1.537,1,0,6.772807,6.111942,0.000000,-1.47858
1.538,1,0,6.773300,6.108630,0.000000,-1.47744
1.539,1,0,6.773674,6.105318,0.000000,-1.47808
1.540,1,0,6.774098,6.102362,0.000000,-1.48026
1.541,1,0,6.774563,6.099801,0.000000,-1.48074
1.542,1,0,6.774851,6.097240,0.000000,-1.47767
1.543,1,0,6.775000,6.094680,0.000000,-1.47842
1.544,1,0,6.775065,6.092210,0.000000,-1.47668
1.545,1,0,6.775065,6.089839,0.000000,-1.47829
1.546,1,0,6.775126,6.087469,0.000000,-1.48104
1.547,1,0,6.775237,6.085098,0.000000,-1.47709
1.548,1,0,6.775389,6.082560,0.000000,-1.47925
1.549,1,0,6.775575,6.079835,0.000000,-1.47743
1.550,1,0,6.775685,6.077111,0.000000,-1.47819
1.551,1,0,6.775734,6.074386,0.000000,-1.47822
1.552,1,0,6.775755,6.071505,0.000000,-1.47984
1.553,1,0,6.775755,6.068450,0.000000,-1.47851
1.554,1,0,6.775728,6.065395,0.000000,-1.48538
1.555,1,0,6.775679,6.062340,0.000000,-1.47944
1.556,1,0,6.775554,6.059603,0.000000,-1.47932
1.557,1,0,6.775368,6.057217,0.000000,-1.47916
1.558,1,0,6.775246,6.054832,0.000000,-1.47711
1.559,1,0,6.775173,6.052446,0.000000,-1.47769
1.560,1,0,6.775141,6.050170,0.000000,-1.48090
1.561,1,0,6.775141,6.048016,0.000000,-1.47906
1.562,1,0,6.775141,6.045862,0.000000,-1.48033
1.563,1,0,6.775141,6.043707,0.000000,-1.48097
1.564,1,0,6.774817,6.041864,0.000000,-1.48131
1.565,1,0,6.774233,6.040365,0.000000,-1.47844
1.566,1,0,6.773973,6.038867,0.000000,-1.47706
1.567,1,0,6.773973,6.037367,0.000000,-1.48034
1.568,1,0,6.773973,6.035962,0.000000,-1.47910
1.569,1,0,6.773973,6.034659,0.000000,-1.47879
1.570,1,0,6.773973,6.033357,0.000000,-1.47856
1.571,1,0,6.773973,6.032054,0.000000,-1.47953
1.572,1,0,6.773973,6.030819,0.000000,-1.47898
1.573,1,0,6.773973,6.029659,0.000000,-1.47957
1.574,1,0,6.774122,6.028499,0.000000,-1.47810
1.575,1,0,6.774389,6.027339,0.000000,-1.47979
1.576,1,0,6.774922,6.026317,0.000000,-1.47842
1.577,1,0,6.775668,6.025448,0.000000,-1.47910
1.578,1,0,6.776373,6.024578,0.000000,-1.47753
1.579,1,0,6.777047,6.023709,0.000000,-1.47880
1.580,1,0,6.777346,6.022909,0.000000,-1.47806
1.581,1,0,6.777346,6.022185,0.000000,-1.47946
1.582,1,0,6.777346,6.021461,0.000000,-1.47875
1.583,1,0,6.777346,6.020737,0.000000,-1.47975
1.584,1,0,6.777346,6.020484,0.000000,-1.47977
1.585,1,0,6.777346,6.020754,0.000000,-1.47990
1.586,1,0,6.777346,6.021024,0.000000,-1.47896
1.587,1,0,6.777346,6.021294,0.000000,-1.47909
1.588,1,0,4.893244,6.022122,0.000000,-1.48506
1.589,0,0,1.504571,6.023570,0.000000,-1.47939
1.590,0,0,0.000000,6.025019,0.000000,-1.47878
1.591,0,0,0.000000,6.026467,0.000000,-1.47912
1.592,0,0,0.000000,6.028200,0.000000,-1.48082
1.593,0,0,0.000000,6.030250,0.000000,-1.47839
1.594,0,0,0.000000,6.032300,0.000000,-1.47844
1.595,0,0,0.000000,6.034349,0.000000,-1.47936
1.596,0,0,0.000000,6.036669,0.000000,-1.47851
1.597,0,0,0.000000,6.039290,0.000000,-1.48005
1.598,0,0,0.000000,6.041912,0.000000,-1.47898
1.599,0,0,0.000000,6.044533,0.000000,-1.47982
1.600,0,0,0.000000,6.047146,0.000000,-1.47812
1.601,0,0,0.000000,6.049751,0.000000,-1.47770
1.602,0,0,0.000000,6.052356,0.000000,-1.47725
1.603,0,0,0.000000,6.054961,0.000000,-1.47929
1.604,0,0,0.000000,6.057905,0.000000,-1.47967
1.605,0,0,0.000000,6.061225,0.000000,-1.47858
1.606,0,0,0.000000,6.064544,0.000000,-1.47275
1.607,0,0,0.000000,6.067864,0.000000,-1.47869
1.608,0,0,0.000000,6.070922,0.000000,-1.47712
1.609,0,0,0.000000,6.073691,0.000000,-1.47816
1.610,0,0,0.000000,6.076460,0.000000,-1.47808
1.611,0,0,0.000000,6.079228,0.000000,-1.47872
1.612,0,0,0.000000,6.081763,0.000000,-1.47843
1.613,0,0,0.000000,6.084039,0.000000,-1.47891
1.614,0,0,0.000000,6.086314,0.000000,-1.47805
1.615,0,0,0.000000,6.088589,0.000000,-1.47664
1.616,0,0,0.000000,6.090470,0.000000,-1.47947
1.617,0,0,0.000000,6.091915,0.000000,-1.47844
1.618,0,0,0.000000,6.093359,0.000000,-1.47972
1.619,0,0,0.000000,6.094802,0.000000,-1.47958
1.620,0,0,0.000000,6.096104,0.000000,-1.47875
1.621,0,0,0.000000,6.097246,0.000000,-1.47729
1.622,0,0,0.000000,6.098388,0.000000,-1.47788
1.623,0,0,0.000000,6.099531,0.000000,-1.47776
1.624,0,0,0.000000,6.100158,0.000000,-1.48174
1.625,0,0,0.000000,6.100214,0.000000,-1.47793
1.626,0,0,0.000000,6.100271,0.000000,-1.47735
1.627,0,0,0.000000,6.100327,0.000000,-1.47883
1.628,0,0,0.000000,6.099732,0.000000,-1.47883
1.629,0,0,0.000000,6.098414,0.000000,-1.47764
1.630,0,0,0.000000,6.097096,0.000000,-1.47830
1.631,0,0,0.000000,6.095779,0.000000,-1.47924
1.632,0,0,0.000000,6.094458,0.000000,-1.47911
1.633,0,0,0.000000,6.093133,0.000000,-1.47497
1.634,0,0,0.000000,6.091809,0.000000,-1.47807
1.635,0,0,0.000000,6.090485,0.000000,-1.48000
1.636,0,0,0.000000,6.089387,0.000000,-1.47853
1.637,0,0,0.000000,6.088542,0.000000,-1.48263
1.638,0,0,0.000000,6.087697,0.000000,-1.48024
1.639,0,0,0.000000,6.086851,0.000000,-1.47990
1.640,0,0,0.000000,6.085627,1.318698,-1.47954
1.641,0,1,0.000000,6.083983,3.690458,-1.48179
1.642,0,1,0.000000,6.082340,4.744248,-1.47886
1.643,0,1,0.000000,6.080696,4.745560,-1.48040
1.644,0,1,0.000000,6.079342,4.747054,-1.47944
1.645,0,1,0.000000,6.078312,4.748694,-1.47902
1.646,0,1,0.000000,6.077281,4.750426,-1.48033
1.647,0,1,0.000000,6.076251,4.752233,-1.47765
1.648,0,1,0.000000,6.075591,4.754017,-1.47753
1.649,0,1,0.000000,6.075344,4.755784,-1.47853
1.650,0,1,0.000000,6.075096,4.757510,-1.47901
1.651,0,1,0.000000,6.074848,4.759205,-1.47979
1.652,0,1,0.000000,6.074985,4.760884,-1.47618
1.653,0,1,0.000000,6.075548,4.762550,-1.47957
1.654,0,1,0.000000,6.076110,4.764295,-1.47936
1.655,0,1,0.000000,6.076673,4.766103,-1.47881
1.656,0,1,0.000000,6.077255,4.768064,-1.47936
1.657,0,1,0.000000,6.077857,4.770146,-1.47883
1.658,0,1,0.000000,6.078459,4.772271,-1.47929
1.659,0,1,0.000000,6.079061,4.774429,-1.48026
1.660,0,1,0.000000,6.080224,4.776511,-1.48162
1.661,0,1,0.000000,6.082008,4.778533,-1.47884
1.662,0,1,0.000000,6.083793,4.780566,-1.47905
1.663,0,1,0.000000,6.085577,4.782607,-1.47972
1.664,0,1,0.000000,6.088062,4.784759,-1.47877
1.665,0,1,0.000000,6.091324,4.786998,-1.47945
1.666,0,1,0.000000,6.094586,4.789242,-1.47898
1.667,0,1,0.000000,6.097848,4.791489,-1.47879
1.668,0,1,0.000000,6.101000,4.793626,-1.47933
1.669,0,1,0.000000,6.104030,4.795674,-1.47800
1.670,0,1,0.000000,6.107060,4.797716,-1.48019
1.671,0,1,0.000000,6.110090,4.799752,-1.48223
1.672,0,1,0.000000,6.113665,4.801895,-1.47871
1.673,0,1,0.000000,6.117845,4.804122,-1.47886
1.674,0,1,0.000000,6.122025,4.806320,-1.47908
1.675,0,1,0.000000,6.126204,4.808495,-1.47852
1.676,0,1,0.000000,6.131024,4.810487,-1.47733
1.677,0,1,0.000000,6.136556,4.812332,-1.47966
1.678,0,1,0.000000,6.142087,4.814063,-1.47789
1.679,0,1,0.000000,6.147618,4.815701,-1.47819
1.680,0,1,0.000000,6.153325,4.817334,-1.47767
1.681,0,1,0.000000,6.159226,4.818961,-1.47767
1.682,0,1,0.000000,6.165128,4.820581,-1.47788
1.683,0,1,0.000000,6.171030,4.822195,-1.47852
1.684,0,1,0.000000,6.176696,4.823773,-1.47798
1.685,0,1,0.000000,6.182100,4.825324,-1.47884
1.686,0,1,0.000000,6.187504,4.826820,-1.47881
1.687,0,1,0.000000,6.192908,4.828274,-1.47872
1.688,0,1,0.000000,6.198189,4.829662,-1.47773
1.689,0,1,0.000000,6.203334,4.830997,-1.47782
1.690,0,1,0.000000,6.208479,4.832260,-1.47946
1.691,0,1,0.000000,6.213624,4.833466,-1.47879
1.692,0,1,0.000000,6.218378,4.834591,-1.47931
1.693,0,1,0.000000,6.222698,4.835653,-1.47748
1.694,0,1,0.000000,6.227018,4.836617,-1.47819
1.695,0,1,0.000000,6.231339,4.837502,-1.47994
1.696,0,1,0.000000,6.234880,4.838263,-1.47960
1.697,0,1,0.000000,6.237557,4.838925,-1.47838
1.698,0,1,0.000000,6.240235,4.839422,-1.47742
1.699,0,1,0.000000,6.242913,4.839788,-1.47730
1.700,0,1,0.000000,6.245314,4.839980,-1.47768
1.701,0,1,0.000000,6.247407,4.840032,-1.47757
1.702,0,1,0.000000,6.249500,4.840060,-1.47980
1.703,0,1,0.000000,6.251594,4.840070,-1.47824
1.704,0,1,0.000000,6.252929,4.840205,-1.47740
1.705,0,1,0.000000,6.253421,4.840440,-1.47857
1.706,0,1,0.000000,6.253914,4.840730,-1.47817
1.707,0,1,0.000000,6.254407,4.841064,-1.48207
1.708,0,1,0.000000,6.254323,4.841350,-1.47692
1.709,0,1,0.000000,6.253597,4.841597,-1.47624
1.710,0,1,0.000000,6.252871,4.841706,-1.47739
1.711,0,1,0.000000,6.252145,4.841706,-1.47778
1.712,0,1,0.000000,6.250820,4.841706,-1.47772
1.713,0,1,0.000000,6.248830,4.841706,-1.47842
1.714,0,1,0.000000,6.246840,4.841706,-1.47847
1.715,0,1,0.000000,6.244849,4.841706,-1.47964
1.716,0,1,1.863013,6.242574,4.841706,-1.48013
1.717,1,1,5.213755,6.239983,4.841706,-1.48105
1.718,1,1,6.701815,6.237392,4.841503,-1.47909
1.719,1,1,6.702408,6.234801,4.841137,-1.47924
1.720,1,1,6.702671,6.231745,4.840836,-1.47989
1.721,1,1,6.702671,6.228172,4.840586,-1.47913
1.722,1,1,6.702958,6.224600,4.840351,-1.47923
1.723,1,1,6.703473,6.221027,4.840127,-1.47820
1.724,1,1,6.704345,6.217358,4.839772,-1.47967
1.725,1,1,6.705501,6.213582,4.839314,-1.48034
1.726,1,1,6.706975,6.209806,4.838827,-1.47923
1.727,1,1,6.708701,6.206030,4.838317,-1.48069
1.728,1,1,6.709626,6.202322,4.837907,-1.47975
1.729,1,1,6.709911,6.198691,4.837577,-1.47873
1.730,1,1,6.710862,6.195060,4.837278,-1.47922
1.731,1,1,6.712345,6.191429,4.837003,-1.47843
1.732,1,1,6.726691,6.187878,4.836636,-1.47865
1.733,1,1,6.751308,6.184416,4.836195,-1.47945
1.734,1,1,6.776353,6.180953,4.835551,-1.47911
1.735,1,1,6.801738,6.177491,4.834745,-1.47899
1.736,1,1,6.814288,6.174014,4.833676,-1.47787
1.737,1,1,6.816588,6.170523,4.832397,-1.48141
1.738,1,1,6.817746,6.167031,4.831015,-1.47906
1.739,1,1,6.817991,6.163539,4.829551,-1.47898
1.740,1,1,6.819900,6.160539,4.828165,-1.47831
1.741,1,1,6.823136,6.158083,4.826842,-1.48109
1.742,1,1,6.824780,6.155628,4.825601,-1.47914
1.743,1,1,6.825154,6.153173,4.824426,-1.47855
1.744,1,1,6.826140,6.150630,4.823299,-1.47915
1.745,1,1,6.827615,6.147988,4.822211,-1.48034
1.746,1,1,6.828689,6.145347,4.821198,-1.47775
1.747,1,1,6.829442,6.142705,4.820246,-1.48000
1.748,1,1,6.830297,6.140048,4.819417,-1.47836
1.749,1,1,6.831233,6.137372,4.818685,-1.47889
1.750,1,1,6.831648,6.134697,4.818142,-1.48030
1.751,1,1,6.831648,6.132022,4.817750,-1.47834
1.752,1,1,6.831648,6.129393,4.817556,-1.47780
1.753,1,1,6.831648,6.126813,4.817522,-1.47949
1.754,1,1,6.831648,6.124233,4.817422,-1.47922
1.755,1,1,6.831648,6.121654,4.817273,-1.47684
1.756,1,1,6.831648,6.119369,4.816815,-1.47819
1.757,1,1,6.831648,6.117411,4.816113,-1.47959
1.758,1,1,6.831551,6.115453,4.815290,-1.47722
1.759,1,1,6.831374,6.113495,4.814373,-1.48246
1.760,1,1,6.830624,6.111438,4.813577,-1.47834
1.761,1,1,6.829416,6.109273,4.812877,-1.47920
1.762,1,1,6.827958,6.107108,4.812225,-1.47939
1.763,1,1,6.826300,6.104942,4.811610,-1.47816
1.764,1,1,6.824416,6.102767,4.810912,-1.47861
1.765,1,1,6.822351,6.100583,4.810147,-1.47884
1.766,1,1,6.820070,6.098399,4.809320,-1.47414
1.767,1,1,6.817615,6.096214,4.808442,-1.47698
1.768,1,1,6.815021,6.094450,4.807549,-1.47794
1.769,1,1,6.812317,6.093153,4.806645,-1.47897
1.770,1,1,6.809887,6.091855,4.805706,-1.47929
1.771,1,1,6.807676,6.090557,4.804739,-1.47773
1.772,1,1,6.806078,6.089137,4.803707,-1.47867
1.773,1,1,6.804969,6.087581,4.802624,-1.47781
1.774,1,1,6.804044,6.086026,4.801492,-1.47813
1.775,1,1,6.803267,6.084470,4.800320,-1.47556
1.776,1,1,6.802190,6.083032,4.799126,-1.47918
1.777,1,1,6.800874,6.081726,4.797914,-1.48066
1.778,1,1,6.799502,6.080420,4.796701,-1.47724
1.779,1,1,6.798086,6.079113,4.795490,-1.47828
1.780,1,1,6.796957,6.077881,4.794311,-1.48500
1.781,1,1,6.796059,6.076731,4.793159,-1.47711
1.782,1,1,6.795322,6.075581,4.792124,-1.47518
1.783,1,1,6.794715,6.074430,4.791183,-1.47799
1.784,1,1,6.794379,6.073310,4.790480,-1.47846
1.785,1,1,6.794259,6.072223,4.789966,-1.47857
1.786,1,1,6.793998,6.071136,4.789710,-1.47952
1.787,1,1,6.793625,6.070050,4.789661,-1.47863
1.788,1,1,6.793460,6.069028,4.789629,-1.47767
1.789,1,1,6.793460,6.068080,4.789610,-1.47964
1.790,1,1,6.793460,6.067132,4.789552,-1.47941
1.791,1,1,6.793460,6.066183,4.789463,-1.47817
1.792,1,1,6.793460,6.065333,4.789409,-1.47961
1.793,1,1,6.793460,6.064592,4.789383,-1.47812
1.794,1,1,6.793540,6.063851,4.789340,-1.47848
1.795,1,1,6.793685,6.063110,4.789282,-1.47870
1.796,1,1,6.793877,6.062730,4.789257,-1.47910
1.797,1,1,6.794105,6.062751,4.789257,-1.47757
1.798,1,1,6.794773,6.062772,4.789190,-1.47943
1.799,1,1,6.795793,6.062794,4.789071,-1.47883
1.800,1,1,6.797009,6.063325,4.788819,-1.47946
1.801,1,1,6.798383,6.064424,4.788461,-1.48173
1.802,1,1,6.799025,6.065522,4.787990,-1.47921
1.803,1,1,6.799081,6.066621,4.787427,-1.47789
1.804,1,1,6.799106,6.067708,4.786808,-1.48019
1.805,1,1,6.799106,6.068782,4.786145,-1.47888
1.806,1,1,6.799106,6.069856,4.785511,-1.47981
1.807,1,1,6.799106,6.070930,4.784899,-1.47725
1.808,1,1,6.799106,6.072066,4.784300,-1.47817
1.809,1,1,6.799106,6.073271,4.783713,-1.47885
1.810,1,1,6.799106,6.074476,4.782638,-1.47858
1.811,1,1,6.799106,6.075681,4.781174,-1.47914
1.812,1,1,6.787045,6.077030,4.778749,-1.47899
1.813,1,1,6.765354,6.078539,4.775557,-1.47958
1.814,1,1,6.755723,6.080049,4.771683,-1.47847
1.815,1,1,6.755723,6.081558,4.767264,-1.47919
1.816,1,1,6.750905,6.083149,4.762594,-1.47984
1.817,1,1,6.742238,6.084833,4.757722,-1.47919
1.818,1,1,6.735983,6.086516,4.752753,-1.47870
1.819,1,1,6.731653,6.088199,4.747705,-1.47610
1.820,1,1,6.720438,6.089881,4.742662,-1.47804
1.821,1,1,6.703725,6.091561,4.737622,-1.47865
1.822,1,1,6.694215,6.093241,4.732801,-1.47874
1.823,1,1,6.690458,6.094922,4.728156,-1.47991
1.824,1,1,6.683905,6.096776,4.723921,-1.47964
1.825,1,1,6.675119,6.098822,4.720013,-1.47907
1.826,1,1,6.666128,6.100869,3.406597,-1.47896
1.827,1,0,6.656973,6.102916,1.047458,-1.47702
1.828,1,0,6.633194,6.105192,0.000000,-1.47880
1.829,1,0,6.597737,6.107723,0.000000,-1.47959
1.830,1,0,6.569515,6.110253,0.000000,-1.48058
1.831,1,0,6.547071,6.112784,0.000000,-1.47910
1.832,1,0,6.535409,6.115369,0.000000,-1.47778
1.833,1,0,6.532358,6.118016,0.000000,-1.47974
1.834,1,0,6.530876,6.120663,0.000000,-1.47839
1.835,1,0,6.530648,6.123310,0.000000,-1.47920
1.836,1,0,6.529737,6.125853,0.000000,-1.47860
1.837,1,0,6.528279,6.128282,0.000000,-1.47897
1.838,1,0,6.527133,6.130711,0.000000,-1.47938
1.839,1,0,6.526238,6.133139,0.000000,-1.48003
1.840,1,0,6.525770,6.135328,0.000000,-1.48283
1.841,1,0,6.525642,6.137251,0.000000,-1.47888
1.842,1,0,6.525424,6.139174,0.000000,-1.47734
1.843,1,0,6.525134,6.141098,0.000000,-1.47773
1.844,1,0,6.524939,6.142843,0.000000,-1.48027
1.845,1,0,6.524818,6.144391,0.000000,-1.47670
1.846,1,0,6.524666,6.145938,0.000000,-1.47826
1.847,1,0,6.524487,6.147486,0.000000,-1.47997
1.848,1,0,6.524408,6.148707,0.000000,-1.47791
1.849,1,0,6.524408,6.149564,0.000000,-1.47944
1.850,1,0,6.524279,6.150422,0.000000,-1.47901
1.851,1,0,6.524048,6.151279,0.000000,-1.47844
1.852,1,0,6.523874,6.151646,0.000000,-1.47802
1.853,1,0,6.523747,6.151470,0.000000,-1.47900
1.854,1,0,6.523510,6.151293,0.000000,-1.47868
1.855,1,0,6.523184,6.151116,0.000000,-1.47896
1.856,1,0,6.523040,6.151306,0.000000,-1.47885
1.857,1,0,6.523040,6.151902,0.000000,-1.47691
1.858,1,0,6.523040,6.152497,0.000000,-1.47855
1.859,1,0,6.523040,6.153093,0.000000,-1.47905
1.860,1,0,6.523292,6.153249,0.000000,-1.47826
1.861,1,0,6.523744,6.152917,0.000000,-1.47845
1.862,1,0,6.524321,6.152585,0.000000,-1.47880
1.863,1,0,6.524997,6.152253,0.000000,-1.47827
1.864,1,0,6.538943,6.151682,0.000000,-1.47830
1.865,1,0,6.563487,6.150846,0.000000,-1.47768
1.866,1,0,6.574384,6.150011,0.000000,-1.47877
1.867,1,0,6.574384,6.149175,0.000000,-1.47791
1.868,1,0,6.576802,6.147974,0.000000,-1.48008
1.869,1,0,6.581151,6.146370,0.000000,-1.47650
1.870,1,0,6.583974,6.144766,0.000000,-1.47592
1.871,1,0,6.585581,6.143162,0.000000,-1.47917
1.872,1,0,6.599328,6.141321,0.000000,-1.47887
1.873,1,0,6.622770,6.139219,0.000000,-1.47852
1.874,1,0,6.633806,6.137117,0.000000,-1.47975
1.875,1,0,6.634936,6.135015,0.000000,-1.48015
1.876,1,0,6.641159,6.132812,0.000000,-1.47889
1.877,1,0,6.651448,6.130498,0.000000,-1.48094
1.878,1,0,6.657466,6.128184,0.000000,-1.47700
1.879,1,0,6.660075,6.125869,0.000000,-1.47998
1.880,1,0,6.680899,6.123277,0.000000,-1.47786
1.881,1,0,6.716270,6.120378,0.000000,-1.47855
1.882,1,0,6.744413,6.117477,0.000000,-1.47941
1.883,1,0,6.766783,6.114578,0.000000,-1.47795
1.884,1,0,6.777627,6.111821,0.000000,-1.47842
1.885,1,0,6.779267,6.109222,0.000000,-1.47692
1.886,1,0,6.780063,6.106624,0.000000,-1.47974
1.887,1,0,6.780184,6.104025,0.000000,-1.47959
1.888,1,0,6.781525,6.101700,0.000000,-1.47912
1.889,1,0,6.783841,6.099679,0.000000,-1.47914
1.890,1,0,6.785247,6.097659,0.000000,-1.47812
1.891,1,0,6.785926,6.095638,0.000000,-1.47804
1.892,1,0,6.786228,6.093105,0.000000,-1.47864
1.893,1,0,6.786228,6.090003,0.000000,-1.47928
1.894,1,0,6.785947,6.086902,0.000000,-1.47698
1.895,1,0,6.785442,6.083801,0.000000,-1.47865
1.896,1,0,6.785217,6.080383,0.000000,-1.47883
1.897,1,0,6.785217,6.076615,0.000000,-1.47953
1.898,1,0,6.785217,6.072846,0.000000,-1.48362
1.899,1,0,6.785217,6.069077,0.000000,-1.48073
1.900,1,0,6.785217,6.065074,0.000000,-1.47849
1.901,1,0,6.785217,6.060810,0.000000,-1.47841
1.902,1,0,6.784718,6.056545,0.000000,-1.47986
1.903,1,0,6.783820,6.052281,0.000000,-1.47999
1.904,1,0,6.783109,6.048406,0.000000,-1.47839
1.905,1,0,6.782547,6.044963,0.000000,-1.47884
1.906,1,0,6.782050,6.041521,0.000000,-1.47845
1.907,1,0,6.781604,6.038078,0.000000,-1.47921
1.908,1,0,6.781132,6.034541,0.000000,-1.48000
1.909,1,0,6.780638,6.030900,0.000000,-1.47860
1.910,1,0,6.780419,6.027258,0.000000,-1.47862
1.911,1,0,6.780419,6.023617,0.000000,-1.48082
1.912,1,0,6.780419,6.020099,0.000000,-1.47774
1.913,1,0,6.780419,6.016719,0.000000,-1.47918
1.914,1,0,6.780419,6.013338,0.000000,-1.47896
1.915,1,0,6.780419,6.009957,0.000000,-1.48511
1.916,1,0,6.780419,6.006814,0.000000,-1.47939
1.917,1,0,6.780419,6.003933,0.000000,-1.47842
1.918,1,0,6.780708,6.001053,0.000000,-1.48010
1.919,1,0,6.781229,5.998172,0.000000,-1.47964
1.920,1,0,6.781948,5.995265,0.000000,-1.47689
1.921,1,0,6.782825,5.992329,0.000000,-1.47852
1.922,1,0,6.783857,5.989392,0.000000,-1.47944
1.923,1,0,6.785012,5.986455,0.000000,-1.47951
1.924,1,0,6.786212,5.983555,0.000000,-1.48032
1.925,1,0,6.787448,5.980694,0.000000,-1.47839
1.926,1,0,6.788186,5.977833,0.000000,-1.47812
1.927,1,0,6.788527,5.974973,0.000000,-1.47866
1.928,1,0,6.788679,5.972417,0.000000,-1.47668
1.929,1,0,6.788679,5.970199,0.000000,-1.47941
1.930,1,0,6.788679,5.967981,0.000000,-1.47939
1.931,1,0,6.788679,5.965764,0.000000,-1.47891
1.932,1,0,6.788679,5.964035,0.000000,-1.48070
1.933,1,0,6.788679,5.962850,0.000000,-1.47832
1.934,1,0,6.788679,5.961664,0.000000,-1.47831
1.935,1,0,6.788679,5.960478,0.000000,-1.47874
1.936,1,0,6.788386,5.959534,0.000000,-1.47906
1.937,1,0,6.787858,5.958857,0.000000,-1.47943
1.938,1,0,6.787262,5.958180,0.000000,-1.47842
1.939,1,0,6.786613,5.957503,0.000000,-1.47953
1.940,1,0,6.785951,5.956652,0.000000,-1.47895
1.941,1,0,6.785276,5.955606,0.000000,-1.47711
1.942,1,0,6.784976,5.954560,0.000000,-1.47803
1.943,1,0,6.784976,5.953515,0.000000,-1.47820
1.944,1,0,6.784976,5.953094,0.000000,-1.47838
1.945,1,0,6.784976,5.953366,0.000000,-1.47955
1.946,1,0,6.784941,5.953639,0.000000,-1.47883
1.947,1,0,6.784878,5.953911,0.000000,-1.47878
1.948,1,0,6.784510,5.954001,0.000000,-1.47935
1.949,1,0,6.783897,5.953888,0.000000,-1.48023
1.950,1,0,6.783348,5.953776,0.000000,-1.48008
1.951,1,0,6.782848,5.953663,0.000000,-1.48027
1.952,1,0,6.782585,5.953806,0.000000,-1.47706
1.953,1,0,6.782510,5.954234,0.000000,-1.47715
1.954,1,0,4.896949,5.954661,0.000000,-1.47949
1.955,0,0,1.505710,5.955089,0.000000,-1.47911
1.956,0,0,0.000000,5.955975,0.000000,-1.47794
1.957,0,0,0.000000,5.957371,0.000000,-1.47850
1.958,0,0,0.000000,5.958767,0.000000,-1.47995
1.959,0,0,0.000000,5.960164,0.000000,-1.47750
1.960,0,0,0.000000,5.961597,0.000000,-1.47814
1.961,0,0,0.000000,5.963073,0.000000,-1.47776
1.962,0,0,0.000000,5.964550,0.000000,-1.47910
1.963,0,0,0.000000,5.966025,0.000000,-1.47896
1.964,0,0,0.000000,5.967383,0.000000,-1.47902
1.965,0,0,0.000000,5.968611,0.000000,-1.47860
1.966,0,0,0.000000,5.969839,0.000000,-1.47817
1.967,0,0,0.000000,5.971066,0.000000,-1.47714
1.968,0,0,0.000000,5.972264,0.000000,-1.47902
1.969,0,0,0.000000,5.973428,0.000000,-1.47794
1.970,0,0,0.000000,5.974593,0.000000,-1.47904
1.971,0,0,0.000000,5.975757,0.000000,-1.47769
