"Time","57 rm dwn st","56 rm dwn sw","55 rmp up st","54 rmp up sw","53 Ramp down","52 Ramp up","51 right DS","50 left DS","49 lHL swoff","48 lHL swon","47 rHL swoff","46 rHL swon","45 lFL swoff","44 lFL swon","43 rFL swoff","42 rFL swon","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","36 CoMx (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","35 FRy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.236389,37.891277,91.208611,67.153778,-0.570647,15.101437,4.928293,15.881797,6.036435,17.795708,0,3.831217,3.631525,13.882448,6.440523,12.210507,7.706275,16.226252,8.017616,14.135851,8.136421,13.525915,8.272284,12.817981,9.065001,14.388824,10.517982,13.707107,10.600924,14.824975,0,0.00132,0.00055,0.00194,0.00053,0.00091,0.00069,0.00465,0.00180,0.00015,0.10073,3.27675
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.887115,38.356503,91.159027,66.234245,-0.563109,15.107013,4.928005,15.869051,6.039605,17.806997,0,3.831602,3.628125,13.906196,6.440597,12.195603,7.703710,16.218224,8.028665,14.172016,8.135018,13.559615,8.261267,12.854993,9.076663,14.417812,10.518361,13.713675,10.600432,14.825489,0,0.00131,0.00055,0.00177,0.00052,0.00090,0.00068,0.00431,0.00170,0.00000,0.10031,3.27744
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.378250,38.948002,91.077522,65.284286,-0.559130,15.113289,4.927810,15.855169,6.043406,17.818989,0,3.831937,3.624369,13.926652,6.440686,12.178370,7.700378,16.211580,8.038607,14.206484,8.134987,13.593287,8.252929,12.893841,9.089304,14.448353,10.518450,13.719894,10.599704,14.825836,0,0.00131,0.00055,0.00117,0.00054,0.00091,0.00068,0.00413,0.00152,0.00003,0.10033,3.27820
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.869400,39.539505,90.996025,64.334335,-0.555152,15.119566,4.927615,15.841287,6.047208,17.830978,0,3.832272,3.620614,13.947108,6.440775,12.161135,7.697047,16.204935,8.048549,14.240952,8.134955,13.626958,8.244591,12.932688,9.101944,14.478893,10.518538,13.726112,10.598975,14.826184,0,0.00131,0.00055,0.00078,0.00056,0.00091,0.00068,0.00424,0.00138,0.00002,0.10045,3.27737
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.360535,40.131004,90.914520,63.384380,-0.551173,15.125842,4.927420,15.827405,6.051009,17.842968,0,3.832607,3.616858,13.967566,6.440865,12.143901,7.693716,16.198292,8.058491,14.275419,8.134924,13.660629,8.236254,12.971536,9.114584,14.509434,10.518626,13.732331,10.598248,14.826531,0,0.00130,0.00054,0.00078,0.00067,0.00091,0.00070,0.00375,0.00147,-0.00003,0.10027,3.27615
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.306046,40.835373,91.036087,62.574932,-0.566513,15.133575,4.926950,15.818715,6.053865,17.853725,0,3.832720,3.611377,13.998218,6.443269,12.134748,7.692400,16.186897,8.057680,14.323864,8.127216,13.699764,8.226366,13.017730,9.128915,14.537636,10.518846,13.737987,10.598867,14.830014,0,0.00127,0.00053,0.00078,0.00072,0.00092,0.00070,0.00353,0.00135,-0.00002,0.10000,3.27615
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.359528,41.566563,91.205917,61.798874,-0.586443,15.141654,4.926415,15.811259,6.056497,17.864191,0,3.832780,3.605486,14.031293,6.446224,12.127518,7.691564,16.174376,8.054313,14.375629,8.117684,13.740198,8.216109,13.065669,9.143647,14.565282,10.519096,13.743507,10.599808,14.834243,0,0.00127,0.00053,0.00077,0.00078,0.00092,0.00069,0.00328,0.00120,0.00043,0.10015,3.27646
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.413025,42.297756,91.375740,61.022816,-0.606373,15.149734,4.925881,15.803803,6.059128,17.874657,0,3.832839,3.599594,14.064368,6.449179,12.120286,7.690728,16.161852,8.050946,14.427396,8.108153,13.780631,8.205853,13.113608,9.158380,14.592927,10.519347,13.749029,10.600748,14.838470,0,0.00132,0.00053,0.00074,0.00082,0.00091,0.00071,0.00293,0.00110,-0.00002,0.10016,3.27695
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.466507,43.028946,91.545563,60.246754,-0.626304,15.157812,4.925346,15.796348,6.061759,17.885122,0,3.832899,3.593703,14.097444,6.452133,12.113055,7.689892,16.149330,8.047580,14.479161,8.098621,13.821065,8.195598,13.161548,9.173112,14.620573,10.519598,13.754550,10.601689,14.842699,0,0.00148,0.00056,0.00066,0.00088,0.00088,0.00072,0.00274,0.00103,0.00014,0.09989,3.27748
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.779816,43.616718,91.711189,59.636681,-0.638388,15.168632,4.924422,15.786933,6.061674,17.897518,0,3.833125,3.587976,14.142062,6.459857,12.103252,7.687415,16.135122,8.041946,14.529420,8.093203,13.874068,8.186226,13.203403,9.186414,14.642686,10.521284,13.758836,10.604598,14.846834,0,0.00156,0.00057,0.00065,0.00090,0.00086,0.00071,0.00259,0.00101,0.00017,0.09979,3.27716
0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.154877,44.170410,91.875809,59.066048,-0.648608,15.180102,4.923407,15.777052,6.060943,17.910372,0,3.833391,3.582288,14.189424,6.468714,12.092838,7.684548,16.120516,8.035775,14.579320,8.088762,13.930058,8.177064,13.243814,9.199376,14.663485,10.523313,13.762827,10.607974,14.850948,0,0.00167,0.00057,0.00065,0.00097,0.00086,0.00067,0.00249,0.00102,-0.00003,0.09990,3.27663
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.529922,44.724102,92.040436,58.495415,-0.658827,15.191572,4.922390,15.767171,6.060212,17.923227,0,3.833656,3.576599,14.236786,6.477571,12.082424,7.681681,16.105909,8.029603,14.629220,8.084321,13.986049,8.167902,13.284224,9.212338,14.684283,10.525340,13.766818,10.611351,14.855062,0,0.00199,0.00057,0.00067,0.00103,0.00086,0.00066,0.00238,0.00102,0.00002,0.09990,3.27707
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.904984,45.277798,92.205055,57.924782,-0.669047,15.203043,4.921374,15.757290,6.059480,17.936083,0,3.833922,3.570911,14.284147,6.486428,12.072010,7.678814,16.091301,8.023432,14.679120,8.079880,14.042040,8.158740,13.324634,9.225300,14.705082,10.527369,13.770809,10.614727,14.859176,0,0.00204,0.00061,0.00075,0.00111,0.00082,0.00065,0.00233,0.00104,0.00043,0.09961,3.27776
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.754318,46.161964,92.386002,57.594925,-0.674290,15.211439,4.920804,15.747138,6.061657,17.948158,0,3.834280,3.565067,14.320337,6.486844,12.065915,7.678141,16.076746,8.016144,14.729596,8.073548,14.096087,8.154230,13.357387,9.235159,14.723220,10.529210,13.775515,10.617294,14.865128,0,0.00213,0.00059,0.00074,0.00114,0.00076,0.00064,0.00232,0.00103,0.00015,0.09947,3.27765
0.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,178.478745,47.124664,92.570831,57.322281,-0.678351,15.219106,4.920339,15.736922,6.064524,17.960049,0,3.834661,3.559187,14.353873,6.485254,12.060846,7.677988,16.062202,8.008592,14.780210,8.066769,14.149674,8.150826,13.388321,9.244279,14.740726,10.531008,13.780389,10.619670,14.871517,0,0.00222,0.00061,0.00077,0.00118,0.00077,0.00064,0.00220,0.00104,0.00031,0.09958,3.27734
0.015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.203171,48.087360,92.755661,57.049637,-0.682411,15.226772,4.919874,15.726706,6.067391,17.971937,0,3.835041,3.553306,14.387409,6.483664,12.055779,7.677835,16.047661,8.001039,14.830823,8.059988,14.203261,8.147421,13.419254,9.253400,14.758233,10.532805,13.785263,10.622045,14.877907,0,0.00246,0.00062,0.00077,0.00122,0.00085,0.00064,0.00190,0.00104,0.00015,0.09962,3.27734
0.016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177.927597,49.050060,92.940491,56.776993,-0.686472,15.234439,4.919409,15.716490,6.070259,17.983828,0,3.835421,3.547426,14.420945,6.482074,12.050710,7.677683,16.033117,7.993486,14.881436,8.053207,14.256848,8.144016,13.450188,9.262521,14.775740,10.534603,13.790137,10.624420,14.884296,0,0.00296,0.00061,0.00077,0.00123,0.00090,0.00066,0.00150,0.00098,0.00015,0.09931,3.27742
0.017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177.345718,50.122547,93.223770,56.820686,-0.673311,15.239104,4.918582,15.708928,6.063856,17.980392,0,3.835314,3.540669,14.440930,6.479772,12.043774,7.678432,16.024258,7.975611,14.918523,8.037647,14.292761,8.139029,13.478086,9.264972,14.789935,10.535012,13.797507,10.626715,14.891467,0,0.00321,0.00064,0.00079,0.00128,0.00090,0.00066,0.00136,0.00090,0.00027,0.09929,3.27756
0.018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176.691055,51.221127,93.530441,56.939548,-0.656058,15.243058,4.917671,15.701998,6.055250,17.973316,0,3.835091,3.533704,14.457695,6.477301,12.036392,7.679394,16.016747,7.955284,14.952395,8.020000,14.324475,8.133664,13.505263,9.265838,14.803345,10.535091,13.805471,10.628991,14.898824,0,0.00363,0.00064,0.00079,0.00129,0.00085,0.00067,0.00136,0.00087,-0.00011,0.09955,3.27771
0.019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176.036392,52.319702,93.837120,57.058411,-0.638805,15.247011,4.916759,15.695067,6.046645,17.966240,0,3.834867,3.526740,14.474460,6.474829,12.029012,7.680357,16.009235,7.934956,14.986267,8.002355,14.356189,8.128299,13.532441,9.266704,14.816754,10.535170,13.813435,10.631268,14.906180,0,0.00424,0.00063,0.00080,0.00129,0.00080,0.00069,0.00142,0.00086,0.00002,0.09949,3.27762
0.020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,175.381744,53.418282,94.143791,57.177273,-0.621552,15.250964,4.915846,15.688136,6.038039,17.959162,0,3.834644,3.519775,14.491224,6.472358,12.021631,7.681319,16.001726,7.914628,15.020140,7.984708,14.387902,8.122934,13.559618,9.267570,14.830164,10.535249,13.821399,10.633544,14.913537,0,0.00440,0.00063,0.00080,0.00129,0.00082,0.00070,0.00141,0.00085,0.00002,0.09919,3.27747
0.021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,175.552002,54.098999,94.315506,57.518017,-0.592495,15.259274,4.915251,15.680932,6.040635,17.937654,0,3.836838,3.512600,14.503983,6.470755,12.011682,7.682627,15.991875,7.894195,15.037407,7.968021,14.390965,8.117291,13.573968,9.260914,14.838390,10.532989,13.833487,10.631547,14.924194,0,0.00463,0.00065,0.00081,0.00133,0.00093,0.00075,0.00149,0.00085,0.00012,0.09939,3.27731
0.022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,175.918289,54.680420,94.455154,57.911484,-0.560634,15.268620,4.914730,15.673663,6.045892,17.912716,0,3.839605,3.505375,14.515789,6.469357,12.001122,7.684017,15.981468,7.873737,15.050729,7.951563,14.387218,8.111582,13.585268,9.252472,14.845384,10.530173,13.846556,10.628534,14.935636,0,0.00549,0.00067,0.00082,0.00141,0.00107,0.00079,0.00155,0.00097,0.00002,0.09962,3.27716
0.023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176.284576,55.261845,94.594795,58.304951,-0.528773,15.277966,4.914209,15.666393,6.051149,17.887777,0,3.842373,3.498150,14.527596,6.467960,11.990562,7.685406,15.971061,7.853280,15.064051,7.935105,14.383471,8.105873,13.596569,9.244030,14.852378,10.527357,13.859624,10.625522,14.947077,0,0.00596,0.00073,0.00089,0.00141,0.00107,0.00082,0.00125,0.00149,0.00012,0.09939,3.27744
0.024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176.650864,55.843266,94.734444,58.698418,-0.496912,15.287312,4.913689,15.659124,6.056406,17.862839,0,3.845141,3.490925,14.539403,6.466564,11.980002,7.686796,15.960653,7.832822,15.077373,7.918646,14.379725,8.100163,13.607870,9.235588,14.859372,10.524542,13.872693,10.622509,14.958518,0,0.00614,0.00076,0.00090,0.00139,0.00108,0.00085,0.00117,0.00151,0.00003,0.09938,3.27782
0.025,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,177.208420,55.925179,94.783707,59.267693,-0.472604,15.293421,4.913178,15.653325,6.056852,17.841248,0,3.848773,3.483580,14.530596,6.466753,11.971699,7.690532,15.955928,7.802670,15.048063,7.909136,14.362362,8.097813,13.605097,9.222907,14.864740,10.521511,13.887603,10.618927,14.970515,0,0.00620,0.00080,0.00090,0.00137,0.00122,0.00096,0.00119,0.00144,-0.00002,0.09968,3.27747
0.026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177.811417,55.888397,94.811485,59.878746,-0.450091,15.298760,4.912670,15.647876,6.056155,17.820450,0,3.852611,3.476207,14.516891,6.467320,11.963930,7.694826,15.952552,7.770214,15.008623,7.901276,14.341762,8.096258,13.598980,9.209218,14.869722,10.518429,13.902951,10.615210,14.982645,0,0.00633,0.00084,0.00092,0.00134,0.00153,0.00108,0.00122,0.00141,0.00015,0.09971,3.27693
0.027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178.414413,55.851616,94.839272,60.489799,-0.427578,15.304099,4.912162,15.642426,6.055458,17.799652,0,3.856449,3.468834,14.503185,6.467887,11.956162,7.699120,15.949176,7.737758,14.969184,7.893416,14.321161,8.094705,13.592862,9.195530,14.874704,10.515347,13.918299,10.611492,14.994775,0,0.00631,0.00086,0.00093,0.00134,0.00162,0.00111,0.00122,0.00145,0.00014,0.09946,3.27689
0.028,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,179.017410,55.814831,94.867058,61.100853,-0.405064,15.309439,4.911654,15.636976,6.054761,17.778856,0,3.860287,3.461461,14.489480,6.468455,11.948395,7.703414,15.945800,7.705302,14.929744,7.885557,14.300561,8.093151,13.586745,9.181842,14.879686,10.512265,13.933646,10.607775,15.006905,0,0.00617,0.00087,0.00093,0.00136,0.00170,0.00111,0.00122,0.00147,0.00015,0.09966,3.27696
0.029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,178.491287,55.746189,94.819794,61.628735,-0.391162,15.312469,4.911428,15.632634,6.053283,17.765469,0,3.864374,3.454457,14.478823,6.466965,11.942446,7.710018,15.944116,7.699209,14.910350,7.883198,14.285355,8.095039,13.578699,9.168403,14.883314,10.508599,13.955564,10.602504,15.019636,0,0.00599,0.00085,0.00092,0.00134,0.00178,0.00112,0.00121,0.00151,0.00041,0.09986,3.27728
0.030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,177.696854,55.669971,94.754707,62.136852,-0.379306,15.314950,4.911270,15.628555,6.051619,17.753845,0,3.868519,3.447540,14.468888,6.464985,11.936930,7.717171,15.942834,7.699380,14.895720,7.882148,14.271429,8.097746,13.570196,9.155023,14.886621,10.504795,13.979045,10.596864,15.032511,0,0.00577,0.00085,0.00093,0.00132,0.00221,0.00116,0.00123,0.00156,0.00002,0.09982,3.27766
0.031,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176.902435,55.593758,94.689613,62.644970,-0.367449,15.317430,4.911111,15.624476,6.049955,17.742220,0,3.872664,3.440624,14.458955,6.463006,11.931414,7.724324,15.941552,7.699552,14.881089,7.881097,14.257504,8.100452,13.561692,9.141643,14.889927,10.500990,14.002524,10.591224,15.045385,0,0.00568,0.00086,0.00093,0.00131,0.00275,0.00120,0.00125,0.00156,0.00015,0.09988,3.27737
0.032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,176.108002,55.517540,94.624519,63.153091,-0.355593,15.319912,4.910952,15.620398,6.048292,17.730595,0,3.876809,3.433707,14.449021,6.461028,11.925898,7.731477,15.940270,7.699724,14.866459,7.880046,14.243579,8.103159,13.553189,9.128263,14.893233,10.497185,14.026005,10.585584,15.058260,0,0.00573,0.00086,0.00085,0.00129,0.00316,0.00120,0.00129,0.00198,0.00000,0.10011,3.27692
0.033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174.948792,55.674557,94.531883,63.674072,-0.360494,15.330330,4.910762,15.625355,6.048449,17.719418,0,3.882131,3.427300,14.428784,6.457014,11.918891,7.741782,15.939013,7.696568,14.855164,7.874441,14.229511,8.105402,13.543730,9.115015,14.895662,10.492566,14.039539,10.579049,15.075762,0,0.00562,0.00087,0.00085,0.00129,0.00404,0.00121,0.00133,0.00225,0.00015,0.10021,3.27682
0.034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,173.702896,55.886993,94.432693,64.198112,-0.369378,15.342633,4.910565,15.632460,6.049039,17.708347,0,3.887733,3.421015,14.406100,6.452516,11.911531,7.752836,15.937762,7.692620,14.844662,7.867753,14.215410,8.107535,13.534043,9.101798,14.897882,10.487755,14.050710,10.572301,15.094363,0,0.00556,0.00089,0.00084,0.00133,0.00484,0.00130,0.00135,0.00227,-0.00012,0.10005,3.27682
0.035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172.457016,56.099430,94.333511,64.722145,-0.378262,15.354938,4.910368,15.639564,6.049629,17.697277,0,3.893336,3.414730,14.383415,6.448019,11.904172,7.763890,15.936512,7.688673,14.834160,7.861065,14.201309,8.109668,13.524357,9.088581,14.900103,10.482944,14.061881,10.565553,15.112964,0,0.00533,0.00087,0.00085,0.00134,0.00480,0.00134,0.00134,0.00226,0.00014,0.10019,3.27664
0.036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171.211121,56.311871,94.234322,65.246185,-0.387145,15.367242,4.910172,15.646668,6.050219,17.686205,0,3.898938,3.408444,14.360730,6.443521,11.896812,7.774944,15.935261,7.684726,14.823657,7.854378,14.187208,8.111801,13.514670,9.075364,14.902323,10.478132,14.073051,10.558805,15.131565,0,0.00485,0.00086,0.00086,0.00135,0.00478,0.00132,0.00132,0.00226,0.00027,0.10039,3.27641
0.037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,170.081772,56.360909,94.182289,65.962448,-0.393235,15.377475,4.909761,15.658492,6.049458,17.676874,0,3.906337,3.402309,14.355824,6.441281,11.889758,7.790362,15.951436,7.681119,14.813477,7.847510,14.172591,8.116052,13.505094,9.061219,14.902402,10.472237,14.090872,10.552814,15.152044,0,0.00460,0.00084,0.00085,0.00131,0.00478,0.00131,0.00145,0.00228,0.00003,0.10026,3.27661
0.038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,168.980118,56.371124,94.141457,66.724380,-0.398662,15.387216,4.909300,15.671436,6.048375,17.667955,0,3.914164,3.396209,14.355145,6.439579,11.882777,7.806817,15.971752,7.677592,14.803371,7.840600,14.157852,8.120806,13.495543,9.046855,14.901973,10.466083,14.110272,10.547005,15.172969,0,0.00430,0.00083,0.00084,0.00131,0.00544,0.00133,0.00153,0.00229,0.00000,0.10013,3.27692
0.039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,167.878479,56.381336,94.100632,67.486313,-0.404088,15.396956,4.908838,15.684381,6.047293,17.659037,0,3.921990,3.390110,14.354464,6.437876,11.875796,7.823272,15.992068,7.674066,14.793267,7.833689,14.143113,8.125560,13.485992,9.032490,14.901544,10.459929,14.129673,10.541195,15.193894,0,0.00399,0.00083,0.00086,0.00130,0.00637,0.00135,0.00150,0.00229,-0.00012,0.10033,3.27722
0.040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,166.776825,56.391552,94.059799,68.248245,-0.409515,15.406697,4.908377,15.697327,6.046210,17.650120,0,3.929816,3.384011,14.353783,6.436173,11.868815,7.839727,16.012384,7.670539,14.783162,7.826778,14.128373,8.130314,13.476442,9.018125,14.901114,10.453776,14.149074,10.535385,15.214819,0,0.00393,0.00084,0.00087,0.00130,0.00655,0.00137,0.00150,0.00230,0.00002,0.10048,3.27753
0.041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165.969681,56.205322,93.904472,68.984238,-0.405984,15.421470,4.907712,15.719007,6.043169,17.638655,0,3.939500,3.379286,14.337377,6.432039,11.863221,7.868110,16.051319,7.670424,14.771725,7.821611,14.116653,8.132730,13.463364,9.004728,14.899599,10.448063,14.161943,10.532856,15.224751,0,0.00376,0.00083,0.00087,0.00129,0.00648,0.00133,0.00146,0.00230,0.00015,0.10020,3.27704
0.042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165.232498,55.972412,93.721939,69.714058,-0.400324,15.437437,4.906999,15.742764,6.039663,17.626585,0,3.949626,3.374888,14.317234,6.427328,11.857956,7.899327,16.094679,7.671121,14.759971,7.816858,14.105652,8.134590,13.449448,8.991561,14.897827,10.442454,14.173261,10.531108,15.232070,0,0.00319,0.00080,0.00085,0.00121,0.00642,0.00129,0.00137,0.00224,0.00014,0.10026,3.27635
0.043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164.495331,55.739502,93.539398,70.443886,-0.394664,15.453405,4.906285,15.766521,6.036157,17.614515,0,3.959753,3.370490,14.297091,6.422616,11.852691,7.930544,16.138039,7.671817,14.748217,7.812105,14.094649,8.136450,13.435532,8.978395,14.896054,10.436846,14.184578,10.529359,15.239389,0,0.00269,0.00079,0.00078,0.00123,0.00670,0.00129,0.00127,0.00166,0.00070,0.10051,3.27676
0.044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163.758163,55.506596,93.356865,71.173706,-0.389004,15.469373,4.905572,15.790277,6.032651,17.602446,0,3.969878,3.366092,14.276949,6.417904,11.847425,7.961761,16.181398,7.672513,14.736463,7.807353,14.083647,8.138310,13.421616,8.965228,14.894282,10.431237,14.195895,10.527610,15.246708,0,0.00252,0.00080,0.00071,0.00118,0.00671,0.00126,0.00123,0.00152,0.00029,0.10037,3.27745
0.045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163.288788,55.277729,93.166245,71.900223,-0.364876,15.480170,4.905080,15.860912,6.032268,17.588179,0,3.981683,3.363467,14.263472,6.413222,11.846859,7.972853,16.249302,7.671952,14.721478,7.803923,14.075838,8.144937,13.410689,8.951777,14.894334,10.424945,14.209916,10.523961,15.257763,0,0.00264,0.00075,0.00069,0.00116,0.00661,0.00119,0.00119,0.00150,0.00014,0.10015,3.27795
0.046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,162.883041,55.049828,92.973701,72.625954,-0.336360,15.489738,4.904641,15.942687,6.032627,17.573391,0,3.993886,3.361263,14.251577,6.408546,11.847408,7.979164,16.323038,7.671093,14.705727,7.800809,14.068789,8.152697,13.400475,8.938259,14.894818,10.418490,14.224580,10.519861,15.269705,0,0.00255,0.00074,0.00069,0.00116,0.00675,0.00104,0.00114,0.00147,0.00027,0.10031,3.27841
0.047,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,162.477295,54.821922,92.781158,73.351685,-0.307844,15.499307,4.904202,16.024462,6.032986,17.558601,0,4.006089,3.359058,14.239683,6.403870,11.847958,7.985475,16.396772,7.670234,14.689975,7.797694,14.061740,8.160457,13.390260,8.924741,14.895304,10.412035,14.239244,10.515761,15.281647,0,0.00280,0.00075,0.00068,0.00119,0.00715,0.00101,0.00115,0.00144,0.00000,0.10040,3.27765
0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.071548,54.594021,92.588615,74.077408,-0.279329,15.508876,4.903763,16.106236,6.033345,17.543814,0,4.018292,3.356854,14.227790,6.399195,11.848507,7.991785,16.470509,7.669375,14.674222,7.794580,14.054690,8.168217,13.380045,8.911223,14.895788,10.405581,14.253908,10.511661,15.293589,0,0.00303,0.00072,0.00069,0.00111,0.00714,0.00100,0.00117,0.00142,0.00017,0.09995,3.27658
0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.545227,54.525810,92.653893,74.812820,-0.244558,15.514487,4.903701,16.193007,6.032041,17.529972,0,4.032396,3.356052,14.217898,6.392442,11.848741,7.980743,16.546555,7.668015,14.658484,7.793634,14.044320,8.172272,13.371513,8.898649,14.895870,10.397033,14.267009,10.507740,15.304898,0,0.00306,0.00074,0.00069,0.00111,0.00708,0.00101,0.00116,0.00138,0.00005,0.09983,3.27686
0.050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.990234,54.495548,92.780426,75.550537,-0.208301,15.519158,4.903730,16.280964,6.030342,17.516357,0,4.046953,3.355585,14.208484,6.385197,11.848899,7.965577,16.623150,7.666537,14.642748,7.793204,14.033161,8.175446,13.363383,8.886300,14.895856,10.387988,14.279737,10.503861,15.316057,0,0.00315,0.00074,0.00070,0.00110,0.00730,0.00102,0.00112,0.00131,0.00027,0.10000,3.27747
0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.435257,54.465286,92.906960,76.288246,-0.172044,15.523829,4.903758,16.368921,6.028644,17.502743,0,4.061509,3.355117,14.199069,6.377951,11.849057,7.950412,16.699745,7.665059,14.627011,7.792773,14.022002,8.178620,13.355252,8.873951,14.895842,10.378943,14.292466,10.499984,15.327217,0,0.00280,0.00073,0.00070,0.00106,0.00677,0.00103,0.00109,0.00130,0.00000,0.09985,3.27734
0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.880264,54.435024,93.033501,77.025963,-0.135787,15.528502,4.903787,16.456879,6.026945,17.489128,0,4.076065,3.354649,14.189654,6.370706,11.849216,7.935246,16.776340,7.663581,14.611276,7.792343,14.010843,8.181795,13.347122,8.861601,14.895827,10.369899,14.305195,10.496105,15.338376,0,0.00275,0.00071,0.00069,0.00100,0.00661,0.00103,0.00103,0.00094,0.00027,0.09948,3.27704
0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.401428,54.329128,93.203697,77.608658,-0.104986,15.533616,4.903683,16.535040,6.021535,17.474695,0,4.091191,3.354061,14.181332,6.366180,11.855603,7.921566,16.880653,7.663524,14.600016,7.789292,14.000061,8.184239,13.341054,8.851498,14.892540,10.364985,14.321492,10.491341,15.353803,0,0.00280,0.00071,0.00070,0.00097,0.00594,0.00104,0.00100,0.00062,0.00029,0.09945,3.27686
0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.940689,54.205261,93.384277,78.154526,-0.075482,15.538836,4.903549,16.610874,6.015245,17.460068,0,4.106452,3.353445,14.173268,6.362302,11.863471,7.908238,16.991552,7.663805,14.589820,7.785619,13.989367,8.186510,13.335475,8.841928,14.888474,10.361051,14.338636,10.486366,15.370242,0,0.00280,0.00068,0.00069,0.00091,0.00491,0.00095,0.00099,0.00058,0.00000,0.09949,3.27670
