"Time","60 right DS","59 left DS","37a CoMy (cm)","37 CoMy (cm)","v1 xCoM","v3 L COP","v2 R COP","3 Platform"
0.912,0,1,-3.548879,5.511970,5.360290,6.382125,0.000000,0.00014
0.913,0,1,-3.561977,5.508145,5.356913,6.382543,0.000000,0.00002
0.914,0,1,-3.575075,5.504320,5.353536,6.382851,0.000000,0.00000
0.915,0,1,-3.571448,5.500700,5.350441,6.382153,0.000000,0.00027
0.916,0,1,-3.557829,5.497202,5.347513,6.381042,0.000000,0.00000
0.917,0,1,-3.544209,5.493705,5.344586,6.379507,0.000000,0.00015
0.918,0,1,-3.530589,5.490207,5.341658,6.377798,0.000000,0.00000
0.919,0,1,-3.506096,5.486701,5.339003,6.376453,0.000000,-0.00014
0.920,0,1,-3.475107,5.483191,5.336509,6.375259,0.000000,0.00001
0.921,0,1,-3.444117,5.479680,5.334016,6.374467,0.000000,0.00000
0.922,0,1,-3.413128,5.476170,5.331523,6.373841,0.000000,-0.00012
0.923,0,1,-3.372594,5.472718,5.329275,4.117383,0.000000,-0.00001
0.924,0,0,-3.326358,5.469301,5.327174,0.930554,0.000000,0.00001
0.925,0,0,-3.280123,5.465885,5.325073,0.000000,0.000000,-0.00013
0.926,0,0,-3.233887,5.462468,5.322971,0.000000,0.000000,-0.00012
0.927,0,0,-3.183135,5.459271,5.321134,0.000000,0.000000,0.00000
0.928,0,0,-3.129684,5.456204,5.319453,0.000000,0.000000,0.00015
0.929,0,0,-3.076234,5.453138,5.317773,0.000000,0.000000,0.00000
0.930,0,0,-3.022783,5.450072,5.316092,0.000000,0.000000,-0.00013
0.931,0,0,-2.968731,5.446994,5.314691,0.000000,0.000000,0.00015
0.932,0,0,-2.914319,5.443910,5.313455,0.000000,0.000000,-0.00013
0.933,0,0,-2.859908,5.440826,5.312219,0.000000,0.000000,0.00002
0.934,0,0,-2.805496,5.437742,5.310983,0.000000,0.000000,0.00002
0.935,0,0,-2.751815,5.435046,5.309951,0.000000,0.000000,-0.00001
0.936,0,0,-2.698571,5.432583,5.309042,0.000000,0.000000,0.00015
0.937,0,0,-2.645327,5.430120,5.308133,0.000000,0.000000,0.00001
0.938,0,0,-2.592082,5.427656,5.307224,0.000000,0.000000,0.00029
0.939,0,0,-2.546246,5.425288,5.306387,0.000000,0.000000,0.00014
0.940,0,0,-2.504836,5.422976,5.305595,0.000000,0.000000,0.00001
0.941,0,0,-2.463425,5.420665,5.304802,0.000000,0.000000,0.00000
0.942,0,0,-2.422015,5.418353,5.304009,0.000000,0.000000,0.00000
0.943,0,0,-2.380947,5.415857,5.303243,0.000000,0.000000,0.00028
0.944,0,0,-2.340083,5.413250,5.302493,0.000000,0.000000,-0.00014
0.945,0,0,-2.299219,5.410643,5.301742,0.000000,0.000000,0.00029
0.946,0,0,-2.258355,5.408036,5.300992,0.000000,0.000000,-0.00013
0.947,0,0,-2.220549,5.405751,5.300215,0.000000,0.000000,0.00014
0.948,0,0,-2.184570,5.403658,5.299423,0.000000,0.000000,0.00027
0.949,0,0,-2.148591,5.401565,5.298631,0.000000,0.000000,0.00014
0.950,0,0,-2.112612,5.399472,5.297839,0.000000,0.000000,0.00001
0.951,0,0,-2.078675,5.397484,5.297005,0.000000,0.000000,-0.00001
0.952,0,0,-2.045957,5.395557,5.296146,0.000000,0.000000,-0.00013
0.953,0,0,-2.013239,5.393631,5.295288,0.000000,0.000000,0.00014
0.954,0,0,-1.980521,5.391705,5.294429,0.000000,0.000000,0.00015
0.955,0,0,-1.954421,5.389808,5.293580,0.000000,0.000000,0.00028
0.956,0,0,-1.932276,5.387930,5.292736,0.000000,0.000000,0.00028
0.957,0,0,-1.910130,5.386052,5.291893,0.000000,0.000000,0.00001
0.958,0,0,-1.887984,5.384173,5.291049,0.000000,0.000000,0.00015
0.959,0,0,-1.876081,5.382312,5.290215,0.000000,0.000000,0.00000
0.960,0,0,-1.870297,5.380463,5.289387,0.000000,0.000000,0.00015
0.961,0,0,-1.864513,5.378613,5.288560,0.000000,0.000000,-0.00013
0.962,0,0,-1.858729,5.376762,5.287733,0.000000,0.000000,0.00014
0.963,0,0,-1.855033,5.374999,5.287000,0.000000,0.000000,0.00015
0.964,0,0,-1.852584,5.373286,5.286325,0.000000,0.000000,0.00015
0.965,0,0,-1.850135,5.371573,5.285648,0.000000,0.000000,-0.00012
0.966,0,0,-1.847686,5.369861,5.284973,0.000000,0.000000,0.00013
0.967,0,0,-1.842961,5.367968,5.284511,0.000000,0.000000,0.00001
0.968,0,0,-1.836877,5.365968,5.284178,0.000000,0.000000,0.00028
0.969,0,0,-1.830792,5.363967,5.283844,0.000000,0.000000,0.00001
0.970,0,0,-1.824708,5.361966,5.283511,0.000000,0.000000,0.00000
0.971,0,0,-1.814296,5.360024,5.283431,0.000000,0.000000,-0.00012
0.972,0,0,-1.801300,5.358118,5.283502,0.000000,0.000000,0.00001
0.973,0,0,-1.788304,5.356211,5.283573,0.000000,0.000000,0.00002
0.974,0,0,-1.775307,5.354304,5.283644,0.000000,0.000000,0.00015
0.975,0,0,-1.753709,5.352570,5.284034,0.000000,0.000000,0.00015
0.976,0,0,-1.726971,5.350941,5.284613,0.000000,0.000000,0.00001
0.977,0,0,-1.700234,5.349311,5.285192,0.000000,0.000000,0.00000
0.978,0,0,-1.673496,5.347681,5.285772,0.000000,0.000000,-0.00013
0.979,0,0,-1.639147,5.346062,5.286675,0.000000,0.000000,0.00015
0.980,0,0,-1.600250,5.344450,5.287771,0.000000,0.000000,-0.00001
0.981,0,0,-1.561353,5.342838,5.288867,0.000000,0.000000,0.00014
0.982,0,0,-1.522456,5.341226,5.289962,0.000000,0.000000,0.00000
0.983,0,0,-1.467881,5.339561,5.291399,0.000000,0.000000,0.00013
0.984,0,0,-1.403940,5.337863,5.293039,0.000000,0.000000,0.00013
0.985,0,0,-1.339999,5.336165,5.294679,0.000000,0.000000,0.00014
0.986,0,0,-1.276058,5.334468,5.296319,0.000000,0.000000,0.00001
0.987,0,0,-1.197250,5.333190,5.298255,0.000000,0.000000,0.00014
0.988,0,0,-1.109559,5.332163,5.300367,0.000000,0.000000,0.00014
0.989,0,0,-1.021868,5.331136,5.302479,0.000000,0.000000,-0.00014
0.990,0,0,-0.934178,5.330110,5.304591,0.000000,0.000000,0.00014
0.991,0,0,-0.834573,5.329133,5.306992,0.000000,0.000000,-0.00001
0.992,0,0,-0.727851,5.328187,5.309566,0.000000,0.000000,0.00015
0.993,0,0,-0.621129,5.327241,5.312140,0.000000,0.000000,0.00014
0.994,0,0,-0.514407,5.326296,5.314713,0.000000,0.000000,-0.00026
0.995,0,0,-0.403476,5.325875,5.317558,0.000000,0.000000,0.00001
0.996,0,0,-0.290031,5.325768,5.320565,0.000000,0.000000,0.00001
0.997,0,0,-0.176586,5.325662,5.323572,0.000000,0.000000,0.00028
0.998,0,0,-0.063141,5.325555,5.326579,0.000000,0.000000,-0.00012
0.999,0,0,0.039810,5.325716,5.329816,0.000000,0.000000,-0.00013
1.000,0,0,0.136491,5.326039,5.333192,0.000000,0.000000,-0.00001
1.001,0,0,0.233172,5.326362,5.336567,0.000000,0.000000,0.00000
1.002,0,0,0.329853,5.326684,5.339943,0.000000,0.000000,0.00013
1.003,0,0,0.417406,5.327162,5.343533,0.000000,0.000000,0.00031
1.004,0,0,0.499504,5.327732,5.347251,0.000000,0.000000,0.00000
1.005,0,0,0.581602,5.328302,5.350969,0.000000,0.000000,0.00014
1.006,0,0,0.663699,5.328873,5.354687,0.000000,0.000000,0.00029
1.007,0,0,0.730757,5.329638,5.358534,0.000000,0.000000,-0.00013
1.008,0,0,0.788830,5.330521,5.362459,0.000000,0.000000,0.00016
1.009,0,0,0.846902,5.331403,5.366383,0.000000,0.000000,0.00015
1.010,0,0,0.904974,5.332285,5.370307,0.000000,0.000000,0.00000
1.011,0,0,0.956909,5.333309,5.374205,0.000000,0.000000,0.00013
1.012,0,0,1.005176,5.334418,5.378086,0.000000,0.000000,0.00013
1.013,0,0,1.053443,5.335526,5.381967,0.000000,0.000000,0.00016
1.014,0,0,1.101711,5.336635,5.385848,0.000000,0.000000,0.00028
1.015,0,0,1.149823,5.337812,5.389592,0.000000,0.000000,0.00015
1.016,0,0,1.197842,5.339033,5.393253,0.000000,0.000000,0.00014
1.017,0,0,1.245861,5.340252,5.396915,0.000000,0.000000,0.00014
1.018,0,0,1.293880,5.341472,5.400577,0.000000,0.000000,0.00015
1.019,0,0,1.344391,5.342708,5.404006,0.000000,0.000000,0.00043
1.020,0,0,1.396391,5.343953,5.407295,0.000000,0.000000,0.00029
1.021,0,0,1.448391,5.345199,5.410584,0.000000,0.000000,-0.00028
1.022,0,0,1.500391,5.346444,5.413873,0.000000,0.000000,0.00014
1.023,0,0,1.551303,5.347928,5.416999,0.000000,0.000000,-0.00015
1.024,0,0,1.601564,5.349555,5.420028,0.000000,0.000000,0.00015
1.025,0,0,1.651826,5.351182,5.423056,0.000000,0.000000,0.00001
1.026,0,0,1.702088,5.352808,5.426085,0.000000,0.000000,-0.00012
1.027,0,0,1.741849,5.354665,5.429036,0.000000,0.000000,-0.00001
1.028,0,0,1.775337,5.356659,5.431940,0.000000,0.000000,0.00018
1.029,1,0,1.808825,5.358653,5.434844,0.000000,1.524280,0.00029
1.030,1,0,1.842312,5.360647,5.437748,0.000000,3.677219,-0.00013
1.031,1,0,1.861612,5.362698,5.440664,0.000000,4.304244,-0.00014
1.032,1,0,1.872435,5.364784,5.443587,0.000000,4.301937,0.00004
1.033,1,0,1.883259,5.366870,5.446509,0.000000,4.300150,-0.00014
1.034,1,0,1.894082,5.368956,5.449432,0.000000,4.298579,0.00028
1.035,1,0,1.894388,5.370929,5.452437,0.000000,4.299290,0.00013
1.036,1,0,1.888410,5.372836,5.455492,0.000000,4.300941,-0.00001
1.037,1,0,1.882432,5.374742,5.458546,0.000000,4.303751,0.00016
1.038,1,0,1.876454,5.376648,5.461600,0.000000,4.307038,0.00031
1.039,1,0,1.865994,5.378430,5.464702,0.000000,4.309590,0.00000
1.040,1,0,1.852856,5.380137,5.467833,0.000000,4.311839,0.00028
1.041,1,0,1.839718,5.381845,5.470963,0.000000,4.311663,0.00013
1.042,1,0,1.826581,5.383552,5.474094,0.000000,4.310487,0.00027
1.043,1,0,1.824329,5.385299,5.477211,0.000000,4.306207,0.00013
1.044,1,0,1.828580,5.387071,5.480320,0.000000,4.300646,0.00015
1.045,1,0,1.832832,5.388843,5.483429,0.000000,4.295609,0.00015
1.046,1,0,1.837084,5.390615,5.486538,0.000000,4.290786,-0.00001
1.047,1,0,1.853395,5.392493,5.489564,0.000000,4.290016,0.00014
1.048,1,0,1.876912,5.394433,5.492540,0.000000,4.290917,0.00000
1.049,1,0,1.900429,5.396374,5.495516,0.000000,4.293451,0.00000
1.050,1,0,1.923945,5.398314,5.498492,0.000000,4.296657,-0.00015
1.051,1,0,1.961598,5.400068,5.501411,0.000000,4.298153,-0.00014
1.052,1,0,2.007698,5.401711,5.504297,0.000000,4.298944,0.00013
1.053,1,0,2.053797,5.403355,5.507184,0.000000,4.298113,-0.00015
1.054,1,0,2.099896,5.404997,5.510069,0.000000,4.296614,0.00014
1.055,1,0,2.150487,5.407064,5.513001,0.000000,4.294512,0.00001
1.056,1,0,2.203761,5.409384,5.515960,0.000000,4.292161,-0.00012
1.057,1,0,2.257035,5.411704,5.518919,0.000000,4.290036,0.00001
1.058,1,0,2.310309,5.414024,5.521877,0.000000,4.288003,0.00002
1.059,1,0,2.353758,5.416489,5.524979,0.000000,4.286887,0.00001
1.060,1,0,2.391336,5.419040,5.528167,0.000000,4.286148,0.00016
1.061,1,0,2.428914,5.421591,5.531354,0.000000,4.286647,0.00001
1.062,1,0,2.466492,5.424143,5.534542,0.000000,4.287657,0.00015
1.063,1,0,2.489572,5.426826,5.537854,0.000000,4.289761,0.00029
1.064,1,0,2.503989,5.429586,5.541241,0.000000,4.292316,0.00016
1.065,1,0,2.518405,5.432348,5.544627,0.000000,4.294195,0.00015
1.066,1,0,2.532822,5.435109,5.548014,0.000000,4.295794,0.00001
1.067,1,0,2.537017,5.437769,5.551369,0.000000,4.295224,0.00018
1.068,1,0,2.535105,5.440370,5.554706,0.000000,4.293759,0.00028
1.069,1,0,2.533192,5.442970,5.558042,0.000000,4.291970,0.00016
1.070,1,0,2.531280,5.445570,5.561378,0.000000,4.290048,0.00014
1.071,1,0,2.533550,5.448011,5.564462,0.000000,4.290061,-0.00014
1.072,1,0,2.538318,5.450357,5.567395,0.000000,4.290873,0.00000
1.073,1,0,2.543087,5.452703,5.570327,0.000000,4.293471,0.00014
1.074,1,0,2.547855,5.455049,5.573260,0.000000,4.296806,-0.00027
1.075,1,0,2.564782,5.457341,5.575797,0.000000,4.300828,0.00000
1.076,1,0,2.588974,5.459601,5.578098,0.000000,4.305132,0.00000
1.077,1,0,2.613167,5.461861,5.580400,0.000000,4.307796,0.00015
1.078,1,0,2.637359,5.464121,5.582701,0.000000,4.309783,0.00014
1.079,1,0,2.662656,5.466804,5.584460,0.000000,4.308533,0.00013
1.080,1,0,2.688614,5.469738,5.585894,0.000000,4.305948,-0.00015
1.081,1,0,2.714572,5.472672,5.587327,0.000000,4.303407,0.00014
1.082,1,0,2.740530,5.475607,5.588761,0.000000,4.300885,0.00000
1.083,1,0,2.754715,5.478549,5.589682,0.000000,4.301744,0.00000
1.084,1,0,2.761868,5.481496,5.590295,0.000000,4.303998,-0.00012
1.085,1,0,2.769020,5.484443,5.590908,0.000000,4.306990,-0.00015
1.086,1,0,2.776173,5.487390,5.591521,0.000000,4.310284,0.00014
1.087,1,0,2.757841,5.490362,5.591717,0.000000,4.311015,0.00013
1.088,1,0,2.724284,5.493349,5.591665,0.000000,4.310689,0.00014
1.089,1,0,2.690726,5.496336,5.591612,0.000000,4.309186,0.00001
1.090,1,0,2.657169,5.499323,5.591560,0.000000,4.307198,-0.00014
1.091,1,0,2.592051,5.502017,5.591218,0.000000,4.306009,0.00028
1.092,1,0,2.508078,5.504535,5.590702,0.000000,4.305149,0.00014
1.093,1,0,2.424105,5.507054,5.590187,0.000000,4.303729,-0.00013
1.094,1,0,2.340132,5.509572,5.589671,0.000000,4.302079,0.00016
1.095,1,0,2.234659,5.512002,5.588901,0.000000,4.298489,-0.00001
1.096,1,0,2.116342,5.514381,5.587977,0.000000,4.294099,0.00015
1.097,1,0,1.998024,5.516759,5.587054,0.000000,4.290552,0.00001
1.098,1,0,1.879706,5.519138,5.586131,0.000000,4.287353,0.00013
1.099,1,0,1.750108,5.521050,5.584893,0.000000,4.287743,0.00016
1.100,1,0,1.613770,5.522685,5.583466,0.000000,4.289614,0.00015
1.101,1,0,1.477432,5.524319,5.582039,0.000000,2.771443,0.00016
1.102,0,0,1.341093,5.525952,5.580612,0.000000,0.626363,0.00000
1.103,0,0,1.215753,5.527080,5.578829,0.000000,0.000000,-0.00013
1.104,0,0,1.096983,5.527905,5.576834,0.000000,0.000000,0.00001
1.105,0,0,0.978214,5.528731,5.574838,0.000000,0.000000,0.00014
1.106,0,0,0.859444,5.529556,5.572843,0.000000,0.000000,0.00001
1.107,0,0,0.758721,5.530061,5.570593,0.000000,0.000000,0.00014
1.108,0,0,0.668780,5.530375,5.568192,0.000000,0.000000,0.00000
1.109,0,0,0.578839,5.530689,5.565791,0.000000,0.000000,-0.00016
1.110,0,0,0.488898,5.531003,5.563390,0.000000,0.000000,-0.00001
1.111,0,0,0.417959,5.531245,5.560905,0.000000,0.000000,-0.00013
1.112,0,0,0.358371,5.531446,5.558369,0.000000,0.000000,0.00000
1.113,0,0,0.298784,5.531647,5.555833,0.000000,0.000000,-0.00014
1.114,0,0,0.239197,5.531847,5.553297,0.000000,0.000000,0.00014
1.115,0,0,0.187001,5.532120,5.550869,0.000000,0.000000,-0.00001
1.116,0,0,0.139220,5.532435,5.548503,0.000000,0.000000,0.00013
1.117,0,0,0.091439,5.532751,5.546139,0.000000,0.000000,0.00001
1.118,0,0,0.043659,5.533066,5.543774,0.000000,0.000000,-0.00029
1.119,0,0,-0.003097,5.533187,5.541595,0.000000,0.000000,0.00016
1.120,0,0,-0.049241,5.533191,5.539529,0.000000,0.000000,-0.00024
1.121,0,0,-0.095385,5.533196,5.537462,0.000000,0.000000,0.00015
1.122,0,0,-0.141529,5.533200,5.535395,0.000000,0.000000,0.00000
1.123,0,0,-0.181566,5.532948,5.533525,0.000000,0.000000,0.00001
1.124,0,0,-0.217955,5.532540,5.531772,0.000000,0.000000,-0.00014
1.125,0,0,-0.254343,5.532133,5.530020,0.000000,0.000000,0.00016
1.126,0,0,-0.290732,5.531726,5.528267,0.000000,0.000000,-0.00014
1.127,0,0,-0.312803,5.531229,5.526642,0.000000,0.000000,0.00028
1.128,0,0,-0.326321,5.530677,5.525092,0.000000,0.000000,0.00001
1.129,0,0,-0.339839,5.530126,5.523542,0.000000,0.000000,0.00016
1.130,0,0,-0.353357,5.529575,5.521993,0.000000,0.000000,0.00000
1.131,0,0,-0.353501,5.529102,5.520445,0.000000,0.000000,0.00013
1.132,0,0,-0.345656,5.528675,5.518898,0.000000,0.000000,0.00002
1.133,0,0,-0.337810,5.528248,5.517351,0.000000,0.000000,0.00014
1.134,0,0,-0.329965,5.527822,5.515803,0.000000,0.000000,0.00001
1.135,0,0,-0.317323,5.527506,5.514105,0.000000,0.000000,0.00014
1.136,0,0,-0.301816,5.527258,5.512315,0.000000,0.000000,-0.00014
1.137,0,0,-0.286309,5.527010,5.510526,0.000000,0.000000,0.00028
1.138,0,0,-0.270802,5.526762,5.508737,0.000000,0.000000,0.00016
1.139,0,0,-0.262453,5.526631,5.506714,0.000000,0.000000,-0.00027
1.140,0,0,-0.258380,5.526570,5.504551,0.000000,0.000000,-0.00001
1.141,0,0,-0.254307,5.526509,5.502389,0.000000,0.000000,0.00002
1.142,0,0,-0.250234,5.526448,5.500226,0.000000,0.000000,0.00016
1.143,0,0,-0.262182,5.526257,5.497813,0.000000,0.000000,-0.00029
1.144,0,0,-0.283701,5.525989,5.495250,0.000000,0.000000,0.00015
1.145,0,0,-0.305221,5.525721,5.492686,0.000000,0.000000,0.00014
1.146,0,0,-0.326741,5.525453,5.490123,0.000000,0.000000,-0.00029
1.147,0,0,-0.364039,5.525158,5.487303,0.000000,0.000000,-0.00013
1.148,0,0,-0.410764,5.524846,5.484330,0.000000,0.000000,-0.00013
1.149,0,0,-0.457489,5.524535,5.481358,0.000000,0.000000,-0.00014
1.150,0,0,-0.504214,5.524223,5.478385,0.000000,0.000000,0.00000
1.151,0,0,-0.567343,5.523824,5.475097,0.000000,0.000000,0.00013
1.152,0,0,-0.640272,5.523373,5.471622,0.000000,0.000000,0.00018
1.153,0,0,-0.713201,5.522922,5.468146,0.000000,0.000000,-0.00001
1.154,0,0,-0.786129,5.522471,5.464671,0.000000,0.000000,0.00000
1.155,0,0,-0.870249,5.521673,5.460827,0.000000,0.000000,-0.00015
1.156,0,0,-0.961054,5.520666,5.456763,0.000000,0.000000,0.00000
1.157,0,0,-1.051859,5.519660,5.452699,0.000000,0.000000,0.00015
1.158,0,0,-1.142664,5.518653,5.448635,0.000000,0.000000,0.00015
1.159,0,0,-1.239045,5.517424,5.444224,0.000000,0.000000,0.00002
1.160,0,0,-1.338756,5.516061,5.439607,0.000000,0.000000,0.00000
1.161,0,0,-1.438467,5.514699,5.434990,0.000000,0.000000,-0.00015
1.162,0,0,-1.538178,5.513336,5.430373,0.000000,0.000000,0.00014
1.163,0,0,-1.639669,5.511717,5.425471,0.000000,0.000000,0.00015
1.164,0,0,-1.742224,5.509945,5.420398,0.000000,0.000000,-0.00014
1.165,0,0,-1.844779,5.508173,5.415325,0.000000,0.000000,0.00013
1.166,0,0,-1.947334,5.506400,5.410252,0.000000,0.000000,0.00014
1.167,0,0,-2.044055,5.504326,5.405060,0.000000,0.000000,-0.00029
1.168,0,0,-2.137292,5.502072,5.399797,0.000000,0.000000,-0.00014
1.169,0,0,-2.230528,5.499818,5.394534,0.000000,0.000000,0.00002
1.170,0,0,-2.323765,5.497563,5.389270,0.000000,0.000000,0.00027
1.171,0,0,-2.414705,5.495137,5.384021,2.221071,0.000000,-0.00002
1.172,0,0,-2.504273,5.492609,5.378779,5.358178,0.000000,-0.00014
1.173,0,1,-2.593842,5.490080,5.373538,6.270835,0.000000,0.00000
1.174,0,1,-2.683410,5.487552,5.368296,6.266064,0.000000,0.00014
1.175,0,1,-2.764843,5.484753,5.363187,6.260324,0.000000,0.00000
1.176,0,1,-2.841415,5.481793,5.358157,6.254185,0.000000,0.00002
1.177,0,1,-2.917987,5.478834,5.353126,6.247383,0.000000,-0.00013
1.178,0,1,-2.994559,5.475874,5.348096,6.240308,0.000000,0.00014
1.179,0,1,-3.056405,5.472808,5.343313,6.233067,0.000000,0.00002
1.180,0,1,-3.109453,5.469680,5.338678,6.225757,0.000000,0.00001
1.181,0,1,-3.162502,5.466552,5.334044,6.219601,0.000000,0.00001
1.182,0,1,-3.215550,5.463424,5.329409,6.213920,0.000000,-0.00001
1.183,0,1,-3.252617,5.460000,5.325106,6.210464,0.000000,0.00016
1.184,0,1,-3.280137,5.456399,5.321001,6.207927,0.000000,0.00015
1.185,0,1,-3.307657,5.452799,5.316896,6.206514,0.000000,-0.00013
1.186,0,1,-3.335177,5.449199,5.312791,6.205566,0.000000,0.00029
1.187,0,1,-3.343640,5.445660,5.309072,6.204433,0.000000,0.00031
1.188,0,1,-3.340717,5.442158,5.305583,6.203225,0.000000,0.00000
1.189,0,1,-3.337794,5.438656,5.302095,6.202349,0.000000,0.00028
1.190,0,1,-3.334870,5.435154,5.298607,6.201611,0.000000,0.00015
1.191,0,1,-3.321307,5.431849,5.295455,6.201908,0.000000,0.00013
1.192,0,1,-3.301387,5.428663,5.292502,6.202632,0.000000,0.00000
1.193,0,1,-3.281466,5.425476,5.289550,6.203593,0.000000,0.00015
1.194,0,1,-3.261546,5.422289,5.286598,6.204652,0.000000,0.00001
1.195,0,1,-3.231114,5.419064,5.283916,6.205062,0.000000,0.00013
1.196,0,1,-3.194403,5.415815,5.281394,6.205204,0.000000,-0.00014
1.197,0,1,-3.157691,5.412566,5.278873,6.205326,0.000000,-0.00002
1.198,0,1,-3.120980,5.409317,5.276351,6.205441,0.000000,0.00043
1.199,0,1,-3.077512,5.406153,5.273998,6.206305,0.000000,-0.00014
1.200,0,1,-3.030007,5.403041,5.271745,6.207478,0.000000,-0.00015
1.201,0,1,-2.982502,5.399928,5.269492,6.208854,0.000000,0.00015
1.202,0,1,-2.934997,5.396816,5.267240,6.210314,0.000000,-0.00014
1.203,0,1,-2.880810,5.393828,5.265029,6.211212,0.000000,0.00001
1.204,0,1,-2.822631,5.390915,5.262844,6.211879,0.000000,0.00000
1.205,0,1,-2.764452,5.388002,5.260659,6.211925,0.000000,0.00013
1.206,0,1,-2.706273,5.385090,5.258473,6.211713,0.000000,0.00000
1.207,0,1,-2.648002,5.382434,5.256300,6.211054,0.000000,0.00001
1.208,0,1,-2.589676,5.379933,5.254136,6.210209,0.000000,0.00002
1.209,0,1,-2.531351,5.377431,5.251970,6.209244,0.000000,-0.00013
1.210,0,1,-2.473025,5.374930,5.249805,6.208229,0.000000,-0.00001
1.211,0,1,-2.430646,5.372590,5.247573,6.207414,0.000000,0.00000
1.212,0,1,-2.397794,5.370347,5.245300,6.206682,0.000000,0.00002
1.213,0,1,-2.364942,5.368104,5.243028,6.206248,0.000000,0.00031
1.214,0,1,-2.332089,5.365861,5.240755,6.205938,0.000000,-0.00013
1.215,0,1,-2.319358,5.363763,5.238337,6.206074,0.000000,-0.00016
1.216,0,1,-2.318648,5.361752,5.235831,6.206393,0.000000,0.00043
1.217,0,1,-2.317938,5.359741,5.233325,6.207801,0.000000,0.00002
1.218,0,1,-2.317227,5.357730,5.230819,6.209659,0.000000,0.00013
1.219,0,1,-2.335189,5.355588,5.228134,6.212790,0.000000,0.00029
1.220,0,1,-2.364306,5.353367,5.225341,6.216445,0.000000,0.00001
1.221,0,1,-2.393423,5.351147,5.222548,6.218835,0.000000,0.00014
1.222,0,1,-2.422539,5.348926,5.219756,6.220703,0.000000,0.00014
1.223,0,1,-2.462152,5.346394,5.216737,6.219036,0.000000,-0.00001
1.224,0,1,-2.508035,5.343676,5.213585,6.215910,0.000000,0.00000
1.225,0,1,-2.553918,5.340957,5.210432,6.211679,0.000000,0.00002
1.226,0,1,-2.599802,5.338239,5.207280,6.206992,0.000000,0.00001
1.227,0,1,-2.643519,5.335542,5.203843,6.204111,0.000000,0.00000
1.228,0,1,-2.685942,5.332858,5.200237,6.201973,0.000000,0.00016
1.229,0,1,-2.728366,5.330173,5.196630,6.200712,0.000000,-0.00013
1.230,0,1,-2.770790,5.327489,5.193024,6.199811,0.000000,0.00001
1.231,0,1,-2.810729,5.324763,5.189116,6.198269,0.000000,-0.00012
1.232,0,1,-2.849184,5.322012,5.185027,6.196463,0.000000,-0.00014
1.233,0,1,-2.887639,5.319262,5.180938,6.194748,0.000000,0.00015
1.234,0,1,-2.926094,5.316511,5.176849,6.193072,0.000000,0.00016
1.235,0,1,-2.961645,5.313453,5.172575,6.192509,0.000000,-0.00014
1.236,0,1,-2.995460,5.310211,5.168190,6.192406,0.000000,-0.00028
1.237,0,1,-3.029276,5.306969,5.163805,6.192878,0.000000,0.00001
1.238,0,1,-3.063092,5.303727,5.159420,6.193588,0.000000,0.00001
1.239,0,1,-3.098507,5.300640,5.154957,6.194133,0.000000,0.00028
1.240,0,1,-3.134878,5.297647,5.150447,6.194611,0.000000,0.00000
1.241,0,1,-3.171250,5.294653,5.145937,6.195277,0.000000,0.00014
1.242,0,1,-3.207621,5.291659,5.141427,6.196021,0.000000,0.00042
1.243,0,1,-3.242901,5.288516,5.137023,6.197351,0.000000,0.00000
1.244,0,1,-3.277529,5.285282,5.132681,6.198922,0.000000,0.00000
1.245,0,1,-3.312156,5.282049,5.128340,6.200271,0.000000,0.00014
1.246,0,1,-3.346784,5.278815,5.123999,6.201527,0.000000,0.00001
1.247,0,1,-3.381693,5.275384,5.119906,6.201850,0.000000,0.00014
1.248,0,1,-3.416771,5.271835,5.115963,6.201789,0.000000,0.00000
1.249,0,1,-3.451848,5.268285,5.112020,6.202065,0.000000,0.00000
1.250,0,1,-3.486925,5.264736,5.108077,6.202482,0.000000,0.00014
1.251,0,1,-3.519378,5.261130,5.104381,6.204461,0.000000,0.00013
1.252,0,1,-3.550264,5.257490,5.100832,6.207085,0.000000,-0.00001
1.253,0,1,-3.581149,5.253850,5.097284,6.209749,0.000000,0.00014
1.254,0,1,-3.612034,5.250209,5.093735,6.212429,0.000000,0.00000
1.255,0,1,-3.630394,5.246683,5.090398,6.213485,0.000000,-0.00001
1.256,0,1,-3.641272,5.243224,5.087186,6.213872,0.000000,0.00000
1.257,0,1,-3.652150,5.239765,5.083975,6.213857,0.000000,-0.00014
1.258,0,1,-3.663028,5.236306,5.080764,6.213675,0.000000,0.00014
1.259,0,1,-3.657709,5.232475,5.077772,6.214639,0.000000,0.00001
1.260,0,1,-3.642714,5.228421,5.074911,6.216077,0.000000,0.00001
1.261,0,1,-3.627718,5.224367,5.072049,6.218013,0.000000,0.00001
1.262,0,1,-3.612722,5.220314,5.069188,6.220155,0.000000,0.00001
1.263,0,1,-3.580050,5.216452,5.066540,6.221800,0.000000,0.00014
1.264,0,1,-3.536817,5.212706,5.064020,6.223240,0.000000,0.00016
1.265,0,1,-3.493584,5.208960,5.061499,6.224425,0.000000,-0.00013
1.266,0,1,-3.450351,5.205214,5.058978,6.225505,0.000000,-0.00014
1.267,0,1,-3.398470,5.201844,5.056681,6.226704,0.000000,0.00015
1.268,0,1,-3.341424,5.198699,5.054518,6.227952,0.000000,0.00002
