"Time","1 Synch","2 Trdml","3 Platform","4 GM","5 Ip","6 BF","7 VL","8 St","9 TA","10 Gs","11 Gr","13 Crx (cm)","14 Cry (cm)","15 Hipx (cm)","16 Hipy (cm)","17 Knee x","18 Knee y","19 ankx (cm)","20 anky (cm)","21 MTPx (cm)","22 MTPy (cm)","23 toex (cm)","24 toey (cm)","25 FLtx (cm)","26 FLty (cm)","27 HLx (cm)","28 HLy (cm)","29 HRx (cm)","30 HRy (cm)","31 Keyboard","32 FLx (cm)","33 FLy (cm)","34 FRx (cm)","35 FRy (cm)","36 CoMx (cm)","37 CoMy (cm)","38 Hip (deg)","39 Knee (deg","40 Ankle (de","41 MTP (deg)","42 Rump up","43 Ramp down","44 sw onset","45 sw offset","12 Synch","46 Sw rmp up","47 St rmp up","48 Sw rmp dw","49 St rmp dw","50 Sinus rmp","51 HLl Sw on","52 HLl Sw of","53 HLr Sw on","54 HLr Sw of","55 FLl Sw on","56 FLl Sw of","57 FLr Sw on","58 FLr Sw of","59 Left DS","60 Right DS","61 Ramp up","62 Ramp down","63 rmp up sw","64 rmp up st","65 rm dwn sw","66 rm dwn st"
0.000,3.27718,0.10030,-1.47919,0.00183,0.00234,0.00069,0.00054,0.00055,0.00099,0.00064,0.00128,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001,3.27675,0.10015,-1.48071,0.00230,0.00246,0.00068,0.00054,0.00054,0.00100,0.00066,0.00126,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,3.27691,0.10045,-1.48087,0.00252,0.00223,0.00071,0.00058,0.00054,0.00100,0.00069,0.00142,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,3.27724,0.10059,-1.47522,0.00260,0.00222,0.00071,0.00060,0.00057,0.00099,0.00068,0.00167,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,3.27734,0.10043,-1.48003,0.00262,0.00189,0.00072,0.00061,0.00059,0.00103,0.00068,0.00212,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,3.27689,0.10045,-1.47820,0.00260,0.00190,0.00072,0.00063,0.00059,0.00105,0.00070,0.00238,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,3.27607,0.10081,-1.47888,0.00266,0.00176,0.00073,0.00065,0.00059,0.00110,0.00068,0.00274,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,3.27575,0.10053,-1.48010,0.00267,0.00172,0.00071,0.00066,0.00057,0.00103,0.00068,0.00273,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,3.27617,0.10035,-1.47919,0.00261,0.00166,0.00070,0.00065,0.00060,0.00081,0.00069,0.00276,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,3.27666,0.10072,-1.47629,0.00206,0.00183,0.00075,0.00064,0.00064,0.00077,0.00074,0.00273,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010,3.27687,0.10069,-1.47835,0.00170,0.00189,0.00077,0.00062,0.00066,0.00074,0.00080,0.00280,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011,3.27707,0.10039,-1.47919,0.00133,0.00180,0.00076,0.00064,0.00069,0.00073,0.00079,0.00283,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012,3.27734,0.10042,-1.47758,0.00132,0.00177,0.00074,0.00061,0.00070,0.00071,0.00079,0.00268,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013,3.27743,0.10075,-1.48018,0.00137,0.00149,0.00074,0.00062,0.00070,0.00073,0.00082,0.00241,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014,3.27721,0.10048,-1.47873,0.00214,0.00158,0.00074,0.00059,0.00073,0.00091,0.00083,0.00210,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015,3.27683,0.10019,-1.47926,0.00231,0.00144,0.00075,0.00059,0.00074,0.00093,0.00081,0.00215,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016,3.27651,0.10062,-1.47934,0.00236,0.00141,0.00071,0.00058,0.00076,0.00092,0.00078,0.00202,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017,3.27663,0.10057,-1.47873,0.00231,0.00148,0.00072,0.00058,0.00079,0.00093,0.00086,0.00197,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018,3.27721,0.10023,-1.47972,0.00233,0.00150,0.00067,0.00057,0.00081,0.00090,0.00095,0.00190,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019,3.27774,0.10035,-1.47995,0.00271,0.00151,0.00063,0.00055,0.00080,0.00089,0.00105,0.00220,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020,3.27784,0.10054,-1.48087,0.00300,0.00140,0.00064,0.00055,0.00081,0.00087,0.00107,0.00278,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021,3.27733,0.10025,-1.47835,0.00295,0.00143,0.00064,0.00055,0.00077,0.00087,0.00113,0.00345,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022,3.27645,0.10000,-1.48094,0.00276,0.00141,0.00066,0.00052,0.00073,0.00084,0.00114,0.00375,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023,3.27599,0.10031,-1.47949,0.00280,0.00151,0.00070,0.00053,0.00075,0.00083,0.00110,0.00392,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024,3.27623,0.10032,-1.48010,0.00206,0.00141,0.00069,0.00057,0.00071,0.00067,0.00113,0.00430,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,3.27667,0.10012,-1.47957,0.00188,0.00140,0.00067,0.00055,0.00068,0.00074,0.00116,0.00419,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026,3.27703,0.09998,-1.48048,0.00190,0.00148,0.00064,0.00052,0.00070,0.00089,0.00118,0.00424,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027,3.27745,0.10014,-1.47835,0.00197,0.00153,0.00063,0.00053,0.00071,0.00100,0.00115,0.00419,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028,3.27785,0.10010,-1.48308,0.00196,0.00158,0.00067,0.00053,0.00075,0.00106,0.00102,0.00425,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029,3.27780,0.09985,-1.47858,0.00153,0.00136,0.00068,0.00055,0.00078,0.00111,0.00090,0.00410,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030,3.27728,0.09993,-1.47842,0.00119,0.00129,0.00065,0.00056,0.00071,0.00116,0.00083,0.00385,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,3.27689,0.10009,-1.47934,0.00113,0.00122,0.00064,0.00056,0.00077,0.00121,0.00081,0.00313,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032,3.27699,0.09986,-1.47835,0.00105,0.00109,0.00062,0.00058,0.00083,0.00122,0.00077,0.00317,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033,3.27751,0.09953,-1.47980,0.00095,0.00097,0.00058,0.00056,0.00083,0.00122,0.00091,0.00318,15.399072,10.591249,14.285133,10.296603,,,14.286400,8.208154,14.840015,8.068245,15.491359,8.004376,16.952365,7.979742,13.619017,7.169500,15.441580,4.626234,0,18.446907,6.350848,16.953224,4.858152,16.255762,6.358870,57.392488,87.351818,58.571649,171.743614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034,3.27809,0.09978,-1.47896,0.00084,0.00098,0.00061,0.00053,0.00085,0.00120,0.00094,0.00284,15.387054,10.590538,14.278747,10.294906,,,14.277599,8.203998,14.824763,8.067108,15.478048,8.002353,16.939240,7.976486,13.905763,7.176824,15.442009,4.618978,0,18.436244,6.348156,16.940348,4.862433,16.243522,6.359236,57.363418,87.055519,58.084364,171.900708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035,3.27809,0.09992,-1.47835,0.00125,0.00093,0.00059,0.00054,0.00098,0.00112,0.00097,0.00313,15.375283,10.589754,14.272028,10.293090,,,14.267009,8.200387,14.810192,8.066142,15.465371,8.000936,16.926424,7.973550,14.169613,7.182848,15.440133,4.613435,0,18.425418,6.345340,16.927660,4.865517,16.232223,6.358613,57.344534,86.799114,57.583103,172.132639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036,3.27742,0.09959,-1.47911,0.00140,0.00092,0.00062,0.00057,0.00100,0.00091,0.00098,0.00324,15.363940,10.588844,14.264731,10.291069,,,14.253319,8.197719,14.796800,8.065472,15.453795,8.000570,16.914144,7.971166,14.393828,7.186622,15.434267,4.610858,0,18.414311,6.342311,16.915297,4.866528,16.222552,6.356280,57.343281,86.611765,57.057648,172.494110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037,3.27682,0.09930,-1.47911,0.00141,0.00096,0.00063,0.00059,0.00102,0.00081,0.00097,0.00356,15.353204,10.587757,14.256613,10.288762,15.357461,9.294875,14.235259,8.196383,14.785073,8.065225,15.443766,8.001688,16.902621,7.969570,14.561707,7.187225,15.422766,4.612467,0,18.402804,6.338981,16.903400,4.864616,16.215176,6.351536,57.366921,86.522054,56.498194,173.038536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038,3.27677,0.09974,-1.47972,0.00144,0.00101,0.00062,0.00058,0.00096,0.00075,0.00098,0.00376,15.343224,10.586562,14.247433,10.286422,15.341957,9.293178,14.213280,8.196280,14.774864,8.065650,15.434995,8.004223,16.891867,7.969056,14.658259,7.185087,15.405858,4.617866,0,18.390730,6.335456,16.892149,4.860084,16.209827,6.344841,57.414022,86.531082,55.914368,173.758138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039,3.27717,0.09967,-1.47903,0.00149,0.00108,0.00062,0.00057,0.00087,0.00074,0.00100,0.00384,15.334108,10.585493,14.236956,10.284768,15.326449,9.291596,14.190273,8.196624,14.765142,8.067169,15.426145,8.007406,16.881598,7.970002,14.670911,7.182551,15.386423,4.624382,0,18.377862,6.332109,16.881791,4.854867,16.204907,6.338282,57.470865,86.601109,55.343270,174.558645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.040,3.27776,0.09933,-1.47896,0.00154,0.00128,0.00065,0.00056,0.00088,0.00070,0.00096,0.00378,15.325959,10.584799,14.224946,10.284555,15.310936,9.290214,14.169314,8.196575,14.754807,8.070214,15.415801,8.010413,16.871510,7.972792,14.587273,7.182103,15.367538,4.629168,0,18.363966,6.329338,16.872573,4.851026,16.198722,6.334072,57.522800,86.691454,54.824078,175.339244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.041,3.27812,0.09960,-1.47720,0.00156,0.00144,0.00066,0.00056,0.00085,0.00085,0.00090,0.00380,15.318868,10.584723,14.211178,10.286517,15.295418,9.289114,14.153426,8.195307,14.742774,8.075203,15.402577,8.012432,16.861295,7.977790,14.395583,7.186187,15.352237,4.629429,0,18.348819,6.327533,16.864736,4.850584,16.189603,6.334382,57.555475,86.761884,54.395742,175.999663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.042,3.27805,0.09990,-1.47888,0.00160,0.00144,0.00068,0.00053,0.00080,0.00108,0.00097,0.00342,15.312371,10.585272,14.195883,10.290475,15.280070,9.288258,14.143212,8.192501,14.728740,8.081714,15.386459,8.013162,16.850706,7.984325,14.113850,7.195189,15.341391,4.624758,0,18.332702,6.326966,16.858058,4.853955,16.177260,6.339427,57.568671,86.793428,54.086409,176.465260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.043,3.27779,0.09959,-1.47896,0.00159,0.00139,0.00068,0.00049,0.00077,0.00112,0.00084,0.00320,15.305210,10.586119,14.179940,10.294950,15.265306,9.287441,14.135850,8.188561,14.713508,8.088140,15.369370,8.013031,16.839569,7.990267,13.802162,7.206590,15.332811,4.618130,0,18.316610,6.327735,16.851668,4.859271,16.163348,6.346657,57.582146,86.797158,53.908954,176.697631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.044,3.27750,0.09944,-1.47888,0.00163,0.00137,0.00066,0.00049,0.00073,0.00111,0.00075,0.00353,15.296071,10.586914,14.164276,10.298369,15.251560,9.286445,14.128262,8.183944,14.697961,8.092786,15.353383,8.012517,16.827720,7.993377,13.523791,7.217653,15.324080,4.612773,0,18.301591,6.329924,16.844644,4.864494,16.149669,6.353310,57.617168,86.786425,53.875098,176.661107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,3.27715,0.09980,-1.47903,0.00131,0.00141,0.00067,0.00049,0.00065,0.00109,0.00067,0.00346,15.283664,10.587309,14.149808,10.299181,15.239258,9.285053,14.117414,8.179110,14.682975,8.093982,15.340532,8.012097,16.814996,7.991460,13.341122,7.225674,15.312809,4.611859,0,18.288677,6.333611,16.836071,4.867613,16.137995,6.356666,57.694862,86.774439,53.995597,176.321693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046,3.27686,0.09985,-1.47850,0.00110,0.00147,0.00069,0.00053,0.00063,0.00106,0.00062,0.00319,15.267939,10.587200,14.136953,10.296966,15.228403,9.283083,14.102502,8.174599,14.668915,8.091291,15.331075,8.011935,16.801484,7.984579,13.274605,7.229592,15.298107,4.615813,0,18.278121,6.338515,16.825385,4.867914,16.128783,6.355808,57.829492,86.767969,54.235533,175.724481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047,3.27689,0.09970,-1.47781,0.00108,0.00142,0.00071,0.00051,0.00065,0.00107,0.00059,0.00295,15.250598,10.586823,14.125420,10.292909,15.218405,9.280402,14.085868,8.171065,14.655428,8.086014,15.322764,8.011763,16.787611,7.975982,13.285408,7.230678,15.281198,4.621181,0,18.269074,6.343849,16.812514,4.866518,16.120620,6.352378,58.025626,86.764678,54.495423,175.026355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.048,3.27720,0.09961,-1.47926,0.00102,0.00136,0.00068,0.00051,0.00069,0.00108,0.00060,0.00413,15.233474,10.586439,14.114868,10.288312,15.208627,9.276884,14.070095,8.169174,14.642106,8.079584,15.313162,8.011280,16.773835,7.969157,13.330216,7.230373,15.263463,4.624213,0,18.260604,6.348786,16.797423,4.864684,16.111955,6.348208,58.287099,86.761539,54.670900,174.392654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049,3.27723,0.09988,-1.47743,0.00097,0.00130,0.00067,0.00053,0.00071,0.00107,0.00058,0.00438,15.218378,10.586307,14.104954,10.284463,15.198436,9.272404,14.057710,8.169574,14.628548,8.073424,15.299872,8.010191,16.760602,7.967539,13.366183,7.230100,15.246276,4.621230,0,18.251786,6.352512,16.780087,4.863655,16.101261,6.345107,58.617383,86.755503,54.659148,173.986404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050,3.27686,0.09987,-1.47995,0.00095,0.00111,0.00065,0.00054,0.00071,0.00107,0.00060,0.00433,15.206060,10.586590,14.095482,10.281885,15.187389,9.266994,14.048768,8.172248,14.614701,8.068479,15.282479,8.008515,16.747911,7.972005,13.372781,7.230224,15.230476,4.611771,0,18.242003,6.354662,16.761009,4.863747,16.088275,6.343795,59.002724,86.742583,54.430792,173.860892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051,3.27665,0.09966,-1.47949,0.00095,0.00098,0.00066,0.00053,0.00073,0.00089,0.00064,0.00462,15.195771,10.587312,14.086454,10.280019,15.175306,9.260914,14.039821,8.176234,14.600998,8.065010,15.263366,8.006712,16.735130,7.979817,13.361025,7.229615,15.216151,4.599928,0,18.231073,6.355513,16.741433,4.863974,16.074517,6.343445,59.405028,86.717455,54.060269,173.914293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.052,3.27686,0.09979,-1.47911,0.00129,0.00104,0.00064,0.00054,0.00074,0.00064,0.00063,0.00498,15.186647,10.588487,14.077890,10.278225,15.162028,9.254439,14.027158,8.180500,14.587908,8.063232,15.245129,8.005278,16.721577,7.987964,13.344317,7.227033,15.203332,4.590137,0,18.218847,6.355391,16.722660,4.863251,16.061643,6.343114,59.784355,86.674699,53.629867,174.033047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053,3.27730,0.10011,-1.47865,0.00167,0.00108,0.00066,0.00054,0.00075,0.00057,0.00065,0.00517,15.177832,10.590126,14.069803,10.275875,15.147407,9.247846,14.007141,8.184021,14.575895,8.063342,15.230326,8.004699,16.706592,7.993472,13.335816,7.221269,15.192046,4.586765,0,18.205188,6.354617,16.705971,4.860516,16.051279,6.341873,60.101142,86.609116,53.221227,174.105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054,3.27769,0.09990,-1.47903,0.00199,0.00109,0.00065,0.00053,0.00074,0.00057,0.00067,0.00480,15.168765,10.592083,14.061889,10.272862,15.131701,9.241497,13.979548,8.186128,14.564962,8.064911,15.219708,8.005064,16.690373,7.995150,13.337296,7.212746,15.182136,4.590978,0,18.190524,6.353340,16.691733,4.855760,16.043765,6.339366,60.333526,86.526200,52.885300,174.084516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.055,3.27767,0.09971,-1.47911,0.00218,0.00114,0.00066,0.00051,0.00071,0.00059,0.00066,0.00436,15.159310,10.593988,14.053395,10.269825,15.115752,9.235870,13.948991,8.186652,14.554472,8.066623,15.211471,8.005897,16.674340,7.994329,13.334430,7.204186,15.173178,4.599408,0,18.176083,6.351466,16.679022,4.850463,16.037616,6.336052,60.484668,86.446556,52.629654,174.019988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.056,3.27729,0.10012,-1.47873,0.00221,0.00114,0.00065,0.00050,0.00071,0.00060,0.00071,0.00428,15.149361,10.595456,14.043537,10.267456,15.100445,9.231454,13.920446,8.185465,14.543737,8.067093,15.203617,8.006683,16.660004,7.992530,13.311676,7.198489,15.164733,4.608348,0,18.163153,6.348884,16.666816,4.846216,16.031209,6.332452,60.559618,86.391931,52.458574,173.966918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057,3.27713,0.10005,-1.47758,0.00221,0.00108,0.00065,0.00048,0.00064,0.00059,0.00071,0.00419,15.138818,10.596107,14.031551,10.266439,15.086654,9.228729,13.898823,8.182446,14.532072,8.064967,15.194172,8.006911,16.648844,7.991255,13.254078,7.198496,15.156365,4.614130,0,18.152999,6.345488,16.654109,4.844590,16.022939,6.329082,60.563568,86.383810,52.376111,173.980239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.058,3.27730,0.09975,-1.47850,0.00221,0.00098,0.00068,0.00048,0.00058,0.00065,0.00070,0.00285,15.127816,10.595811,14.017649,10.266946,15.074728,9.227787,13.885806,8.177932,14.518878,8.060317,15.182163,8.006396,16.640876,7.991059,13.174567,7.204367,15.147950,4.615100,0,18.145758,6.341512,16.640703,4.845971,16.011997,6.326311,60.508228,86.431309,52.375049,174.087710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059,3.27716,0.09991,-1.47758,0.00233,0.00096,0.00070,0.00046,0.00058,0.00088,0.00073,0.00244,15.116827,10.594795,14.003428,10.268434,15.064278,9.228168,13.878524,8.172906,14.503679,8.055236,15.168038,8.005418,16.634039,7.991159,13.125488,7.212476,15.139802,4.612452,0,18.139980,6.337671,16.627540,4.849084,15.998703,6.324298,60.414522,86.526054,52.432258,174.278681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060,3.27660,0.10019,-1.47873,0.00229,0.00095,0.00072,0.00045,0.00061,0.00099,0.00076,0.00309,15.106347,10.593312,13.990587,10.270304,15.054856,9.229374,13.873758,8.168399,14.486006,8.051966,15.152351,8.004289,16.626120,7.990671,13.162170,7.218909,15.132270,4.607592,0,18.134092,6.334715,16.615650,4.852526,15.983460,6.323186,60.304072,86.658352,52.523402,174.539597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.061,3.27637,0.09997,-1.47820,0.00224,0.00093,0.00074,0.00047,0.00061,0.00103,0.00086,0.00298,15.096865,10.591613,13.980796,10.271963,15.046016,9.230907,13.868332,8.165427,14.465416,8.052710,15.135656,8.003316,16.614936,7.988729,13.338540,7.219817,15.125683,4.601921,0,18.126540,6.333381,16.606040,4.854913,15.966678,6.323117,60.198377,86.818445,52.624326,174.856558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.062,3.27672,0.09985,-1.47820,0.00196,0.00089,0.00073,0.00050,0.00074,0.00105,0.00088,0.00290,15.088547,10.589885,13.974195,10.273070,15.037265,9.232432,13.860885,8.164223,14.442676,8.057770,15.118440,8.002614,16.599879,7.985294,13.642266,7.214498,15.119608,4.596600,0,18.116655,6.333769,16.598756,4.855820,15.948999,6.324193,60.113019,86.993745,52.719530,175.199197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063,3.27707,0.10029,-1.47797,0.00148,0.00088,0.00075,0.00052,0.00081,0.00109,0.00089,0.00275,15.081101,10.588223,13.968773,10.273645,15.028041,9.233847,13.852632,8.163921,14.420258,8.064757,15.101098,8.002014,16.582567,7.981498,13.967351,7.206693,15.112530,4.592452,0,18.105022,6.335081,16.592474,4.856176,15.931398,6.326454,60.055223,87.167648,52.805743,175.513878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.064,3.27718,0.10026,-1.47942,0.00114,0.00101,0.00074,0.00053,0.00084,0.00108,0.00091,0.00327,15.074199,10.586715,13.962354,10.273731,15.017781,9.235063,13.844979,8.163568,14.400763,8.071078,15.084015,8.001330,16.564784,7.978564,14.200715,7.200480,15.102850,4.590272,0,18.092316,6.336449,16.585771,4.857012,15.914874,6.329938,60.031583,87.323253,52.880619,175.745203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.065,3.27739,0.09988,-1.47987,0.00091,0.00101,0.00075,0.00054,0.00087,0.00105,0.00092,0.00367,15.067511,10.585447,13.952795,10.273379,15.005931,9.235990,13.839300,8.162229,14.386744,8.074178,15.067576,8.000378,16.548292,7.977691,14.231147,7.199872,15.089003,4.590833,0,18.079211,6.337018,16.577247,4.859342,15.900410,6.334672,60.048676,87.443769,52.941319,175.839012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066,3.27772,0.10000,-1.47705,0.00115,0.00091,0.00072,0.00056,0.00087,0.00106,0.00091,0.00365,15.060580,10.584477,13.939546,10.272871,14.992420,9.236434,13.835338,8.159717,14.378371,8.073226,15.051995,7.999133,16.533788,7.979075,14.036040,7.205822,15.070971,4.593930,0,18.066156,6.336514,16.566655,4.863448,15.888210,6.340181,60.112428,87.517773,52.961690,175.799691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
