"Time","59 Left DS","60 Right DS","37a CoMy (cm)","v5 L COP","28 HLy (cm)","33 FLy (cm)","67 xCoM","v3 R COP","35 FRy (cm)","30 HRy (cm)"
4.637,0,1,5.105192,0.000000,6.616029,5.773590,5.260319,0.446264,4.483296,3.700027
4.638,0,1,5.114230,0.000000,6.615174,5.773538,5.269537,2.493345,4.486347,3.699487
4.639,0,1,5.123269,0.000000,6.614319,5.773485,5.278755,4.094411,4.489398,3.698947
4.640,0,1,5.132307,0.000000,6.613463,5.773432,5.287973,4.095547,4.492450,3.698408
4.641,0,1,5.140757,0.000000,6.612627,5.773370,5.296520,4.096611,4.495440,3.697778
4.642,0,1,5.145469,0.000000,6.611905,5.773246,5.300806,4.097423,4.498046,3.696573
4.643,0,1,5.150180,0.000000,6.611184,5.773121,5.305092,4.098190,4.500652,3.695368
4.644,0,1,5.154891,0.000000,6.610462,5.772997,5.309378,4.098796,4.503257,3.694164
4.645,0,1,5.159637,0.000000,6.609788,5.772896,5.313627,4.099388,4.505781,3.692988
4.646,0,1,5.164597,0.000000,6.609418,5.772947,5.317636,4.099927,4.507789,3.691998
4.647,0,1,5.169557,0.000000,6.609048,5.772998,5.321646,4.100455,4.509796,3.691009
4.648,0,1,5.174517,0.000000,6.608677,5.773049,5.325655,4.100937,4.511803,3.690019
4.649,0,1,5.179122,0.000000,6.608397,5.773020,5.329239,4.101403,4.513751,3.689056
4.650,0,1,5.181477,0.000000,6.608691,5.772489,5.330120,4.101810,4.515322,3.688257
4.651,0,1,5.183831,0.000000,6.608984,5.771956,5.331001,4.102208,4.516892,3.687457
4.652,0,1,5.186185,0.000000,6.609277,5.771424,5.331882,4.102576,4.518463,3.686658
4.653,0,1,5.188762,0.000000,6.609305,5.771057,5.332929,4.102939,4.519991,3.685869
4.654,0,1,5.192750,0.000000,6.607648,5.771738,5.335028,4.103287,4.521251,3.685144
4.655,0,1,5.196739,0.000000,6.605991,5.772419,5.337127,4.103602,4.522511,3.684420
4.656,0,1,5.200728,0.000000,6.604335,5.773100,5.339226,4.103803,4.523771,3.683695
4.657,0,1,5.204225,0.000000,6.602827,5.773723,5.340820,4.103948,4.524988,3.682917
4.658,0,1,5.204596,0.000000,6.602263,5.773974,5.339210,4.103897,4.525935,3.681798
4.659,0,1,5.204967,0.000000,6.601699,5.774225,5.337599,4.103831,4.526882,3.680679
4.660,0,1,5.205338,0.000000,6.601136,5.774477,5.335988,4.103715,4.527829,3.679560
4.661,0,1,5.205940,0.000000,6.600593,5.774719,5.334607,4.103632,4.528771,3.678495
4.662,0,1,5.208008,0.000000,6.600182,5.774908,5.334683,4.103664,4.529681,3.677773
4.663,0,1,5.210077,0.000000,6.599770,5.775096,5.334759,4.103722,4.530591,3.677050
4.664,0,1,5.212145,0.000000,6.599359,5.775284,5.334835,4.103868,4.531501,3.676328
4.665,0,1,5.214158,0.000000,6.599066,5.775495,5.334885,4.104020,4.532438,3.675607
4.666,0,1,5.215815,0.000000,6.599529,5.775844,5.334774,4.104195,4.533543,3.674897
4.667,0,1,5.217473,0.000000,6.599993,5.776193,5.334664,4.104379,4.534648,3.674187
4.668,0,1,5.219130,0.000000,6.600456,5.776543,5.334554,4.104596,4.535754,3.673477
4.669,0,1,5.220296,0.000000,6.600870,5.776943,5.333995,4.104824,4.536856,3.672775
4.670,0,1,5.218339,0.000000,6.600971,5.777665,5.330586,4.105090,4.537938,3.672123
4.671,0,1,5.216383,0.000000,6.601071,5.778387,5.327178,4.105336,4.539020,3.671470
4.672,0,1,5.214426,0.000000,6.601172,5.779109,5.323769,4.105507,4.540101,3.670818
4.673,0,1,5.213734,0.000000,6.601274,5.779738,5.321669,4.105630,4.541177,3.670094
4.674,0,1,5.221075,0.000000,6.601375,5.779774,5.327879,4.105583,4.542219,3.668916
4.675,0,1,5.228415,0.000000,6.601476,5.779809,5.334090,4.105527,4.543261,3.667738
4.676,0,1,5.235757,0.000000,6.601577,5.779845,5.340300,4.105441,4.544302,3.666561
4.677,0,1,5.241892,0.000000,6.601634,5.779938,5.345313,4.105389,4.545266,3.665503
4.678,0,1,5.240367,0.000000,6.601408,5.780398,5.342715,4.105457,4.545732,3.665209
4.679,0,1,5.238842,0.000000,6.601183,5.780857,5.340117,4.105533,4.546199,3.664915
4.680,0,1,5.237318,0.000000,6.600959,5.781317,5.337519,4.105635,4.546666,3.664621
4.681,0,1,5.236132,0.000000,6.600791,5.781882,5.335291,4.105705,4.547029,3.664369
4.682,0,1,5.237100,0.000000,6.600991,5.783122,5.335412,4.105662,4.546735,3.664384
4.683,0,1,5.238068,0.000000,6.601191,5.784362,5.335532,4.105580,4.546440,3.664398
4.684,0,1,5.239036,0.000000,6.601391,5.785602,5.335652,4.105358,4.546146,3.664413
4.685,0,1,5.240529,0.000000,6.601601,5.786835,5.336310,4.105101,4.545786,3.664415
4.686,0,1,5.245359,0.000000,6.601873,5.788032,5.340389,4.104720,4.545014,3.664335
4.687,0,1,5.250189,0.000000,6.602145,5.789228,5.344468,4.104321,4.544241,3.664255
4.688,0,1,5.255020,0.000000,6.602417,5.790425,5.348546,4.103856,4.543469,3.664176
4.689,0,1,5.258708,0.000000,6.602748,5.791565,5.351503,4.103395,4.542716,3.664086
4.690,0,1,5.255141,0.000000,6.603450,5.792352,5.347335,4.102941,4.542085,3.663937
4.691,0,1,5.251575,0.000000,6.604151,5.793138,5.343167,4.102513,4.541454,3.663787
4.692,0,1,5.248007,0.000000,6.604852,5.793924,5.338998,4.102176,4.540823,3.663637
4.693,0,1,5.244564,0.000000,6.605486,5.794778,5.334977,4.101882,4.540239,3.663525
4.694,0,1,5.241904,0.000000,6.605689,5.796064,5.331889,4.101737,4.539953,3.663652
4.695,0,1,5.239245,0.000000,6.605891,5.797350,5.328801,4.101618,4.539666,3.663778
4.696,0,1,5.236586,0.000000,6.606094,5.798637,5.325713,4.101593,4.539379,3.663904
4.697,0,1,5.234431,0.000000,6.606333,5.799913,5.323162,4.101574,4.539097,3.664056
4.698,0,1,5.235485,0.000000,6.606798,5.801125,5.324028,4.101578,4.538842,3.664371
4.699,0,1,5.236538,0.000000,6.607263,5.802337,5.324893,4.101593,4.538587,3.664685
4.700,0,1,5.237591,0.000000,6.607728,5.803548,5.325758,4.101644,4.538332,3.664999
4.701,0,1,5.238141,0.000000,6.608124,5.805096,5.326164,4.101713,4.538075,3.665356
4.702,0,1,5.235488,0.000000,6.608090,5.808779,5.323652,4.101850,4.537808,3.665988
4.703,0,1,5.232835,0.000000,6.608056,5.812462,5.321140,4.102005,4.537541,3.666620
4.704,0,1,5.230182,0.000000,6.608022,5.816145,5.318627,4.102226,4.537273,3.667251
4.705,0,1,5.227818,0.000000,6.608118,5.820060,5.316441,4.102462,4.537047,3.667880
4.706,0,1,5.227293,0.000000,6.609039,5.825452,5.316324,4.102755,4.537077,3.668493
4.707,0,1,5.226768,0.000000,6.609960,5.830845,5.316207,4.103060,4.537107,3.669105
4.708,0,1,5.226243,0.000000,6.610881,5.836237,5.316091,4.103405,4.537138,3.669717
4.709,0,1,5.226006,0.000000,6.611777,5.842236,5.316279,4.103760,4.537187,3.670342
4.710,0,1,5.227594,0.000000,6.612511,5.852090,5.318409,4.104148,4.537351,3.671049
4.711,0,1,5.229182,0.000000,6.613245,5.861944,5.320539,4.104556,4.537515,3.671755
4.712,0,1,5.230771,0.000000,6.613980,5.871798,5.322668,4.105031,4.537680,3.672462
4.713,0,1,5.232735,0.000000,6.614714,5.881953,5.325189,4.105529,4.537860,3.673184
4.714,0,1,5.237087,0.000000,6.615441,5.894026,5.330194,4.106110,4.538141,3.674005
4.715,0,1,5.241440,0.000000,6.616169,5.906099,5.335200,4.106679,4.538421,3.674827
4.716,0,1,5.245792,0.000000,6.616897,5.918172,5.340206,4.107205,4.538702,3.675648
4.717,0,1,5.250071,0.000000,6.617601,5.930578,5.345167,4.107690,4.538945,3.676457
4.718,0,1,5.253879,0.000000,6.618151,5.945099,5.349843,4.108030,4.538949,3.677184
4.719,0,1,5.257687,0.000000,6.618701,5.959620,5.354519,4.108381,4.538952,3.677912
4.720,0,1,5.261495,0.000000,6.619252,5.974141,5.359196,4.108768,4.538956,3.678639
4.721,0,1,5.265798,0.000000,6.619812,5.988723,5.364394,4.109215,4.538994,3.679420
4.722,0,1,5.273244,0.000000,6.620430,6.003691,5.372907,4.109881,4.539250,3.680538
4.723,0,1,5.280690,0.000000,6.621047,6.018658,5.381419,4.110555,4.539505,3.681657
4.724,0,1,5.288136,0.000000,6.621665,6.033626,5.389932,4.111261,4.539762,3.682775
4.725,0,1,5.295080,0.000000,6.622274,6.048441,5.397987,4.111909,4.539948,3.683859
4.726,0,1,5.298836,0.000000,6.622830,6.062292,5.403130,4.112354,4.539694,3.684729
4.727,0,1,5.302592,0.000000,6.623386,6.076143,5.408274,4.112744,4.539440,3.685599
4.728,0,1,5.306348,0.000000,6.623941,6.089993,5.413417,4.112936,4.539186,3.686468
4.729,0,1,5.310099,0.000000,6.624545,6.103417,5.418606,4.113094,4.538944,3.687246
4.730,0,1,5.313814,0.000000,6.625449,6.114128,5.424086,4.113131,4.538781,3.687435
4.731,0,1,5.317530,0.000000,6.626352,6.124839,5.429565,4.113158,4.538617,3.687625
4.732,0,1,5.321245,0.000000,6.627256,6.135550,5.435045,4.113150,4.538454,3.687814
4.733,0,1,5.324541,0.000000,6.628218,6.145837,5.440165,4.113152,4.538329,3.687969
4.734,0,1,5.325174,0.000000,6.629545,6.153433,5.443002,4.113184,4.538449,3.687907
4.735,0,1,5.325808,0.000000,6.630873,6.161028,5.445839,4.113215,4.538569,3.687845
4.736,0,1,5.326441,0.000000,6.632200,6.168624,5.448677,4.113242,4.538690,3.687783
4.737,0,1,5.326903,0.000000,6.633533,6.175999,5.451380,4.113256,4.538805,3.687719
4.738,0,1,5.326279,0.000000,6.634900,6.181969,5.453236,4.113229,4.538889,3.687634
4.739,0,1,5.325655,0.000000,6.636267,6.187940,5.455092,4.113212,4.538973,3.687549
4.740,0,1,5.325030,0.000000,6.637634,6.193911,5.456948,4.113234,4.539057,3.687464
4.741,0,1,5.325207,0.000000,6.638995,6.199584,5.459613,4.113293,4.539188,3.687402
4.742,0,1,5.330473,0.000000,6.640312,6.203362,5.467420,4.113481,4.539624,3.687487
4.743,0,1,5.335739,0.000000,6.641630,6.207140,5.475226,4.113698,4.540059,3.687572
4.744,0,1,5.341004,0.000000,6.642948,6.210918,5.483033,4.114019,4.540494,3.687657
4.745,0,1,5.345572,0.000000,6.644255,6.214852,5.490119,4.114354,4.540840,3.687864
4.746,0,1,5.345706,0.000000,6.645494,6.219777,5.492626,4.114736,4.540615,3.688847
4.747,0,1,5.345841,0.000000,6.646733,6.224701,5.495132,4.115117,4.540390,3.689829
4.748,0,1,5.345975,0.000000,6.647972,6.229625,5.497639,4.115493,4.540164,3.690811
4.749,0,1,5.346895,0.000000,6.649190,6.234583,5.500894,4.115857,4.539915,3.691799
4.750,0,1,5.352798,0.000000,6.650276,6.239756,5.508903,4.116178,4.539514,3.692821
4.751,0,1,5.358701,0.000000,6.651363,6.244928,5.516912,4.116495,4.539112,3.693843
4.752,0,1,5.364604,0.000000,6.652449,6.250101,5.524920,4.116796,4.538711,3.694865
4.753,0,1,5.369643,0.000000,6.653481,6.255631,5.531998,4.117100,4.538315,3.695878
4.754,0,1,5.369184,0.000000,6.654167,6.263431,5.533162,4.117417,4.537955,3.696829
4.755,0,1,5.368726,0.000000,6.654853,6.271230,5.534327,4.117726,4.537596,3.697780
4.756,0,1,5.368268,0.000000,6.655540,6.279030,5.535491,4.118004,4.537236,3.698731
4.757,0,1,5.368299,0.000000,6.656250,6.287173,5.537099,4.118263,4.536907,3.699632
4.758,0,1,5.371439,0.000000,6.657116,6.297503,5.541534,4.118457,4.536767,3.700211
4.759,0,1,5.374580,0.000000,6.657982,6.307831,5.545969,4.118661,4.536628,3.700791
4.760,0,1,5.377720,0.000000,6.658848,6.318161,5.550404,4.118903,4.536489,3.701370
4.761,0,1,5.381021,0.000000,6.659715,6.328424,5.554964,4.119192,4.536378,3.702028
4.762,0,1,5.385345,0.000000,6.660590,6.338266,5.560319,4.119646,4.536450,3.703180
4.763,0,1,5.389668,0.000000,6.661466,6.348108,5.565674,4.120163,4.536521,3.704332
4.764,0,1,5.393991,0.000000,6.662341,6.357950,5.571030,4.120909,4.536593,3.705484
4.765,0,1,5.398084,0.000000,6.663218,6.367691,5.576119,4.121726,4.536728,3.706738
4.766,0,1,5.400717,0.000000,6.664101,6.376786,5.579518,4.122801,4.537269,3.708641
4.767,0,1,5.403350,0.000000,6.664984,6.385882,5.582917,4.123935,4.537809,3.710544
4.768,0,1,5.405983,0.000000,6.665867,6.394978,5.586316,4.125281,4.538349,3.712447
4.769,0,1,5.408490,0.000000,6.666737,6.403910,5.589578,4.126666,4.538871,3.714453
4.770,0,1,5.410199,0.000000,6.667519,6.411801,5.591975,4.128189,4.539277,3.717116
4.771,0,1,5.411907,0.000000,6.668302,6.419692,5.594372,4.129716,4.539683,3.719780
4.772,0,1,5.413616,0.000000,6.669084,6.427583,5.596769,4.131261,4.540090,3.722443
4.773,0,1,5.415420,0.000000,6.669868,6.435225,5.599231,4.132772,4.540487,3.725018
4.774,0,1,5.417830,0.000000,6.670666,6.441281,5.602104,4.134159,4.540830,3.727033
4.775,0,1,5.420241,0.000000,6.671464,6.447338,5.604977,4.135462,4.541172,3.729048
4.776,0,1,5.422652,0.000000,6.672263,6.453395,5.607850,4.136465,4.541514,3.731064
4.777,0,1,5.424908,0.000000,6.673111,6.459098,5.610559,4.137351,4.541833,3.732870
4.778,0,1,5.426182,0.000000,6.674280,6.462553,5.612229,4.137820,4.541997,3.733350
4.779,0,1,5.427456,0.000000,6.675448,6.466007,5.613899,4.138229,4.542162,3.733831
4.780,0,1,5.428730,0.000000,6.676617,6.469462,5.615570,4.138427,4.542326,3.734311
4.781,0,1,5.430718,0.000000,6.677705,6.472906,5.617914,4.138637,4.542515,3.734773
4.782,0,1,5.437242,0.000000,6.678289,6.476284,5.624540,4.138893,4.542861,3.735119
4.783,0,1,5.443765,0.000000,6.678872,6.479661,5.631166,4.139185,4.543206,3.735465
4.784,0,1,5.450288,0.000000,6.679456,6.483038,5.637793,4.139607,4.543551,3.735811
4.785,0,1,5.456704,0.000000,6.680033,6.486126,5.644285,4.140070,4.543894,3.736251
4.786,0,1,5.462444,0.000000,6.680574,6.487370,5.649929,4.140685,4.544226,3.737293
4.787,0,1,5.468184,0.000000,6.681115,6.488615,5.655572,4.141328,4.544557,3.738336
4.788,0,1,5.473924,0.000000,6.681655,6.489860,5.661215,4.142076,4.544888,3.739378
4.789,0,1,5.479241,0.000000,6.682162,6.491094,5.666395,4.142841,4.545201,3.740494
4.790,0,1,5.481872,0.000000,6.682453,6.492258,5.668629,4.143665,4.545400,3.742075
4.791,0,1,5.484504,0.000000,6.682744,6.493423,5.670863,4.144516,4.545599,3.743655
4.792,0,1,5.487135,0.000000,6.683034,6.494587,5.673097,4.145462,4.545797,3.745236
4.793,0,1,5.489840,0.000000,6.683344,6.495632,5.675394,4.146437,4.545994,3.746853
4.794,0,1,5.493010,0.000000,6.683773,6.495914,5.678090,4.147518,4.546175,3.748701
4.795,0,1,5.496181,0.000000,6.684201,6.496198,5.680786,4.148572,4.546355,3.750549
4.796,0,1,5.499351,0.000000,6.684630,6.496480,5.683482,4.149530,4.546535,3.752397
4.797,0,1,5.502773,0.000000,6.685067,6.496711,5.686414,4.150404,4.546696,3.754102
4.798,0,1,5.507795,0.000000,6.685560,6.496606,5.690845,4.150978,4.546731,3.754895
4.799,0,1,5.512818,0.000000,6.686052,6.496502,5.695277,4.151488,4.546765,3.755689
4.800,0,1,5.517841,0.000000,6.686544,6.496397,5.699708,4.151766,4.546800,3.756482
4.801,0,1,5.523161,0.000000,6.686969,6.496183,5.704431,4.152023,4.546841,3.757230
4.802,0,1,5.530371,0.000000,6.686964,6.495275,5.711001,4.152204,4.546926,3.757690
4.803,0,1,5.537580,0.000000,6.686959,6.494366,5.717571,4.152422,4.547011,3.758151
4.804,0,1,5.544790,0.000000,6.686954,6.493458,5.724142,4.152771,4.547095,3.758611
4.805,0,1,5.551636,0.000000,6.687018,6.492756,5.730356,4.153199,4.547209,3.759181
4.806,0,1,5.556179,0.000000,6.687524,6.493371,5.734305,4.153908,4.547503,3.760449
4.807,0,1,5.560720,0.000000,6.688029,6.493984,5.738255,4.154646,4.547798,3.761717
4.808,0,1,5.565263,0.000000,6.688535,6.494598,5.742204,4.155489,4.548092,3.762985
4.809,0,1,5.570412,0.000000,6.689012,6.495313,5.746756,4.156300,4.548444,3.764144
4.810,0,1,5.579418,0.000000,6.689305,6.496667,5.755138,4.156991,4.549158,3.764606
4.811,0,1,5.588424,0.000000,6.689598,6.498021,5.763520,4.157641,4.549873,3.765069
4.812,0,1,5.597430,0.000000,6.689891,6.499375,5.771902,4.158142,4.550587,3.765531
4.813,0,1,5.605391,0.000000,6.690180,6.501001,5.779256,4.158607,4.551365,3.765841
4.814,0,1,5.606709,0.000000,6.690442,6.504355,5.780079,4.158946,4.552544,3.765185
4.815,0,1,5.608027,0.000000,6.690704,6.507710,5.780903,3.705857,4.553722,3.764529
4.816,0,0,5.609345,0.000000,6.690966,6.511064,5.781726,1.626251,4.554901,3.763872
4.817,0,0,5.611065,0.000000,6.691167,6.513991,5.782956,0.000000,4.556026,3.763198
4.818,0,0,5.615336,0.000000,6.690990,6.514204,5.786768,0.000000,4.556809,3.762407
4.819,0,0,5.619607,0.000000,6.690813,6.514416,5.790580,0.000000,4.557592,3.761616
4.820,0,0,5.623878,0.000000,6.690635,6.514629,5.794391,0.000000,4.558375,3.760825
4.821,0,0,5.627926,0.000000,6.690456,6.514664,5.798000,0.000000,4.559124,3.760015
4.822,0,0,5.630556,0.000000,6.690266,6.513574,5.800321,0.000000,4.559660,3.759086
4.823,0,0,5.633185,0.000000,6.690077,6.512484,5.802641,0.000000,4.560196,3.758156
4.824,0,0,5.635815,0.000000,6.689887,6.511394,5.804962,0.000000,4.560731,3.757227
4.825,0,0,5.638097,0.000000,6.689685,6.509965,5.806934,0.000000,4.561234,3.756436
4.826,0,0,5.638175,0.000000,6.689403,6.506392,5.806688,0.000000,4.561529,3.756522
4.827,0,0,5.638253,0.000000,6.689120,6.502818,5.806442,0.000000,4.561822,3.756608
4.828,0,0,5.638330,0.000000,6.688838,6.499244,5.806197,0.000000,4.562117,3.756694
4.829,0,0,5.638817,0.000000,6.688551,6.495546,5.806369,0.000000,4.562474,3.757075
4.830,0,0,5.641906,0.000000,6.688240,6.491062,5.809198,0.000000,4.563231,3.759329
4.831,0,0,5.644996,0.000000,6.687929,6.486577,5.812027,0.000000,4.563988,3.761583
4.832,0,0,5.648085,0.000000,6.687618,6.482092,5.814857,0.000000,4.564745,3.763837
4.833,0,0,5.650547,0.000000,6.687336,6.477235,5.817047,0.000000,4.565471,3.766209
4.834,0,0,5.649030,0.000000,6.687232,6.470011,5.815177,0.000000,4.565997,3.769328
4.835,0,0,5.647513,0.000000,6.687129,6.462788,5.813307,0.000000,4.566524,3.772448
4.836,0,0,5.645996,0.000000,6.687027,6.455564,5.811437,0.000000,4.567050,3.775567
4.837,0,0,5.645615,0.000000,6.686920,6.448919,5.810677,0.000000,4.567587,3.778722
4.838,0,0,5.652452,0.000000,6.686793,6.445947,5.816965,0.000000,4.568189,3.782097
4.839,0,0,5.659288,0.000000,6.686666,6.442975,5.823254,0.000000,4.568791,3.785473
4.840,0,0,5.666125,0.000000,6.686539,6.440003,5.829542,0.000000,4.569394,3.788848
4.841,0,0,5.671843,0.000000,6.686427,6.437221,5.834658,0.000000,4.570009,3.792121
4.842,0,0,5.670448,0.000000,6.686410,6.435641,5.832325,0.000000,4.570708,3.794741
4.843,0,0,5.669054,0.000000,6.686394,6.434062,5.829991,0.000000,4.571408,3.797360
4.844,0,0,5.667660,0.000000,6.686378,6.432482,5.827658,0.000000,4.572107,3.799980
4.845,0,0,5.666917,0.000000,6.686314,6.431284,5.825943,0.000000,4.572818,3.803358
4.846,0,0,5.670317,0.000000,6.685941,6.432509,5.828156,0.000000,4.573602,3.811558
4.847,0,0,5.673716,0.715088,6.685568,6.433733,5.830369,0.000000,4.574387,3.819757
4.848,1,0,5.677115,3.995306,6.685196,6.434958,5.832582,0.000000,4.575171,3.827957
4.849,1,0,5.679847,6.560376,6.684827,6.435985,5.834106,0.000000,4.575943,3.836015
4.850,1,0,5.678344,6.560097,6.684482,6.435757,5.831253,0.000000,4.576638,3.843171
4.851,1,0,5.676840,6.559814,6.684136,6.435528,5.828400,0.000000,4.577333,3.850328
4.852,1,0,5.675337,6.559518,6.683790,6.435300,5.825547,0.000000,4.578029,3.857485
4.853,1,0,5.674397,6.559406,6.683456,6.435308,5.823236,0.000000,4.578773,3.864514
4.854,1,0,5.677033,6.559947,6.683192,6.436818,5.824363,0.000000,4.579824,3.870736
4.855,1,0,5.679669,6.560522,6.682929,6.438328,5.825490,0.000000,4.580875,3.876957
4.856,1,0,5.682305,6.561216,6.682665,6.439838,5.826618,0.000000,4.581926,3.883179
4.857,1,0,5.684957,6.561759,6.682405,6.441127,5.827764,0.000000,4.582959,3.889215
4.858,1,0,5.687704,6.561758,6.682169,6.441010,5.829031,0.000000,4.583874,3.894068
4.859,1,0,5.690452,6.561685,6.681932,6.440892,5.830297,0.000000,4.584788,3.898922
4.860,1,0,5.693199,6.561358,6.681696,6.440774,5.831564,0.000000,4.585703,3.903776
4.861,1,0,5.696078,6.561084,6.681467,6.440700,5.832967,0.000000,4.586607,3.908964
4.862,1,0,5.699794,6.561002,6.681284,6.440896,5.835237,0.000000,4.587447,3.916277
4.863,1,0,5.703510,6.560956,6.681102,6.441091,5.837506,0.000000,4.588286,3.923589
4.864,1,0,5.707227,6.561038,6.680919,6.441287,5.839776,0.000000,4.589126,3.930902
4.865,1,0,5.710743,6.561112,6.680754,6.441482,5.841866,0.000000,4.589954,3.938438
4.866,1,0,5.712988,6.561157,6.680697,6.441668,5.842824,0.000000,4.590705,3.947390
4.867,1,0,5.715233,6.561210,6.680641,6.441854,5.843782,0.000000,4.591456,3.956342
4.868,1,0,5.717479,6.561292,6.680584,6.442039,5.844739,0.000000,4.592207,3.965294
4.869,1,0,5.719718,6.561407,6.680558,6.442259,5.845680,0.000000,4.592967,3.974190
4.870,1,0,5.721918,6.561644,6.680722,6.442695,5.846516,0.000000,4.593781,3.982732
4.871,1,0,5.724117,6.561906,6.680886,6.443130,5.847351,0.000000,4.594595,3.991274
4.872,1,0,5.726317,6.562259,6.681049,6.443565,5.848186,0.000000,4.595409,3.999815
4.873,1,0,5.728773,6.562618,6.681205,6.444023,5.849272,0.000000,4.596215,4.008320
4.874,1,0,5.732856,6.563002,6.681309,6.444623,5.851952,0.000000,4.596967,4.016589
4.875,1,0,5.736939,6.563373,6.681414,6.445222,5.854632,0.000000,4.597720,4.024858
4.876,1,0,5.741022,6.563698,6.681518,6.445822,5.857313,0.000000,4.598472,4.033128
4.877,1,0,5.745557,6.563992,6.681596,6.446370,5.860423,0.000000,4.599209,4.041300
4.878,1,0,5.752962,6.564172,6.681507,6.446596,5.866265,0.000000,4.599852,4.048856
4.879,1,0,5.760367,6.564307,6.681418,6.446822,5.872108,0.000000,4.600494,4.056413
4.880,1,0,5.767773,6.564281,6.681329,6.447048,5.877950,0.000000,4.601137,4.063969
4.881,1,0,5.774980,6.564201,6.681238,6.447156,5.883583,0.000000,4.601792,4.071308
4.882,1,0,5.780930,6.563932,6.681131,6.446521,5.887885,0.000000,4.602527,4.077268
4.883,1,0,5.786879,6.563622,6.681025,6.445886,5.892186,0.000000,4.603261,4.083228
4.884,1,0,5.792828,6.563165,6.680918,6.445250,5.896488,0.000000,4.603996,4.089189
4.885,1,0,5.798254,6.562688,6.680792,6.444604,5.900263,0.000000,4.604781,4.095152
4.886,1,0,5.800357,6.562144,6.680544,6.443889,5.900691,0.000000,4.605880,4.101138
4.887,1,0,5.802460,6.561625,6.680296,6.443174,5.901119,0.000000,4.606979,4.107124
4.888,1,0,5.804563,6.561196,6.680048,6.442460,5.901547,0.000000,4.608079,4.113111
4.889,1,0,5.806561,6.560827,6.679834,6.441806,5.901866,0.000000,4.609151,4.119105
4.890,1,0,5.807899,6.560666,6.679829,6.441544,5.901497,0.000000,4.610052,4.125152
4.891,1,0,5.809236,6.560516,6.679824,6.441281,5.901128,0.000000,4.610953,4.131198
4.892,1,0,5.810574,6.560405,6.679819,6.441019,5.900759,0.000000,4.611854,4.137245
4.893,1,0,5.812223,6.560251,6.679791,6.440707,5.900709,0.000000,4.612765,4.143416
4.894,1,0,5.815857,6.559937,6.679619,6.440085,5.902685,0.000000,4.613747,4.150377
4.895,1,0,5.819490,6.559590,6.679448,6.439464,5.904661,0.000000,4.614727,4.157338
4.896,1,0,5.823123,6.559123,6.679276,6.438842,5.906638,0.000000,4.615709,4.164299
4.897,1,0,5.826428,6.558648,6.679097,6.438199,5.908268,0.000000,4.616673,4.170414
4.898,1,0,5.827647,6.558144,6.678873,6.437414,5.907702,0.000000,4.617525,4.171159
4.899,1,0,5.828866,6.557641,6.678648,6.436630,5.907136,0.000000,4.618378,4.171903
4.900,1,0,5.830085,6.557135,6.678424,6.435845,5.906570,0.000000,4.619230,4.172647
4.901,1,0,5.831115,6.556631,6.678230,6.435034,5.905787,0.000000,4.620084,4.173654
4.902,1,0,5.830952,6.556133,6.678228,6.434052,5.903624,0.000000,4.620944,4.176326
4.903,1,0,5.830788,6.555638,6.678227,6.433070,5.901460,0.000000,4.621805,4.178999
4.904,1,0,5.830624,6.555152,6.678226,6.432088,5.899296,0.000000,4.622665,4.181671
4.905,1,0,5.830867,6.554659,6.678242,6.431042,5.897445,0.000000,4.623525,4.184442
4.906,1,0,5.833694,6.554142,6.678370,6.429592,5.897585,0.000000,4.624378,4.187836
4.907,1,0,5.836522,6.553568,6.678499,6.428141,5.897725,0.000000,4.625232,4.191231
4.908,1,0,5.839350,6.552784,6.678627,6.426690,5.897864,0.000000,4.626085,4.194626
4.909,1,0,5.841793,6.551899,6.678725,6.425076,5.897521,0.000000,4.626944,4.197978
4.910,1,0,5.841789,6.550651,6.678628,6.422424,5.894106,0.000000,4.627837,4.201057
4.911,1,0,5.841786,6.549352,6.678531,6.419772,5.890692,0.000000,4.628730,4.204136
4.912,1,0,5.841783,6.547869,6.678434,6.417120,5.887277,0.000000,4.629623,4.207215
4.913,1,0,5.841542,6.546394,6.678331,6.414441,5.883501,0.000000,4.630382,4.210085
4.914,1,0,5.839790,6.544946,6.678195,6.411597,5.877429,0.000000,4.630291,4.211626
4.915,1,0,5.838039,6.543481,6.678059,6.408754,5.871356,0.000000,4.630198,4.213167
4.916,1,0,5.836288,6.541956,6.677922,6.405910,5.865283,0.000000,4.630107,4.214708
4.917,1,0,5.834838,6.540401,6.677731,6.403153,5.859397,0.000000,4.629935,4.216082
4.918,1,0,5.835299,6.538742,6.677196,6.400945,5.854697,0.000000,4.629249,4.216395
4.919,1,0,5.835760,6.537198,6.676660,6.398737,5.849997,0.000000,4.628564,4.216709
4.920,1,0,5.836221,6.536069,6.676125,6.396530,5.845297,0.000000,4.627879,4.217023
4.921,1,0,5.836391,6.535173,6.675645,6.394635,5.840212,0.000000,4.627088,4.217285
4.922,1,0,5.834719,6.535113,6.675523,6.394732,5.832683,0.000000,4.625625,4.217214
4.923,1,0,5.833045,6.535072,6.675401,6.394828,5.825153,0.000000,4.624163,4.217144
4.924,1,0,5.831373,6.535102,6.675279,6.394924,5.817624,0.000000,4.622700,4.217073
4.925,1,0,5.829844,6.534936,6.675216,6.394733,5.810206,0.000000,4.621173,4.217014
