"Time","59 Left DS","60 Right DS","37a CoMy (cm)","v5 L COP","28 HLy (cm)","33 FLy (cm)","67 xCoM","v3 R COP","35 FRy (cm)","30 HRy (cm)"
0.000,0,0,5.432780,0.000000,6.828129,5.724426,5.444472,0.000000,4.108985,3.974041
0.001,0,0,5.430887,0.000000,6.828958,5.722549,5.439712,0.000000,4.109463,3.971253
0.002,0,0,5.432815,0.000000,6.829822,5.720248,5.438555,0.000000,4.109833,3.968294
0.003,0,0,5.434743,0.000000,6.830686,5.717946,5.437398,0.000000,4.110203,3.965335
0.004,0,0,5.436671,0.000000,6.831551,5.715644,5.436242,0.000000,4.110573,3.962375
0.005,0,0,5.438644,0.000000,6.832407,5.713214,5.435106,0.000000,4.110939,3.959492
0.006,0,0,5.440900,0.000000,6.833210,5.709970,5.434099,0.000000,4.111280,3.957092
0.007,0,0,5.443157,0.000000,6.834014,5.706726,5.433092,0.000000,4.111622,3.954692
0.008,0,0,5.445413,0.000000,6.834818,5.703481,5.432085,0.000000,4.111964,3.952292
0.009,0,0,5.446882,0.000000,6.835585,5.700334,5.430248,0.000000,4.112330,3.949710
0.010,0,0,5.443346,0.000000,6.836114,5.697799,5.423139,0.000000,4.112852,3.945973
0.011,0,0,5.439810,0.000000,6.836643,5.695263,5.416030,0.000000,4.113375,3.942237
0.012,0,0,5.436275,0.000000,6.837172,5.692729,5.408921,0.000000,4.113897,3.938500
0.013,0,0,5.433791,0.000000,6.837744,5.690149,5.402850,0.000000,4.114425,3.934784
0.014,0,0,5.437997,0.000000,6.838592,5.687283,5.403372,0.000000,4.114988,3.931195
0.015,0,0,5.442203,0.000000,6.839439,5.684418,5.403893,0.000000,4.115552,3.927607
0.016,0,0,5.446408,0.000000,6.840286,5.681552,5.404416,0.000000,4.116115,3.924018
0.017,0,0,5.449891,0.000000,6.841119,5.678632,5.404187,0.000000,4.116680,3.920743
0.018,0,0,5.448784,0.000000,6.841857,5.675365,5.399189,0.000000,4.117255,3.919464
0.019,0,0,5.447676,0.000000,6.842595,5.672098,5.394191,0.000000,4.117830,3.918184
0.020,0,0,5.446569,0.000000,6.843333,5.668831,5.389193,0.000000,4.118405,3.916904
0.021,0,0,5.445899,0.000000,6.844033,5.665282,5.384651,0.000000,4.119001,3.916529
0.022,0,0,5.448010,0.000000,6.844496,5.659933,5.383010,0.000000,4.119729,3.921907
0.023,0,0,5.450121,0.000000,6.844958,5.654584,5.381369,0.000000,4.120456,3.927286
0.024,0,0,5.452232,0.000000,6.845420,5.649236,5.379727,0.000000,4.121184,3.932664
0.025,0,0,5.453254,0.000000,6.845864,5.643849,5.377038,0.000000,4.121937,3.937977
0.026,0,0,5.447359,0.000000,6.846192,5.638219,5.367696,0.000000,4.122854,3.942875
0.027,0,0,5.441464,0.000000,6.846520,5.632589,5.358354,0.000000,4.123771,3.947773
0.028,0,0,5.435569,0.000000,6.846848,5.626959,5.349012,0.000000,4.124688,3.952671
0.029,0,0,5.430403,0.000000,6.847160,5.621206,5.340455,0.000000,4.125614,3.957524
0.030,0,0,5.429869,0.000000,6.847372,5.614666,5.336886,0.000000,4.126598,3.962089
0.031,0,0,5.429336,0.000000,6.847584,5.608126,5.333318,0.000000,4.127583,3.966654
0.032,0,0,5.428802,0.000000,6.847796,5.601585,5.329749,0.000000,4.128567,3.971218
0.033,0,0,5.427583,0.000000,6.848026,5.595110,5.325555,0.000000,4.129533,3.975633
0.034,0,0,5.422013,0.000000,6.848365,5.589043,5.317385,0.000000,4.130385,3.979096
0.035,0,0,5.416443,0.000000,6.848705,5.582976,5.309216,0.000000,4.131238,3.982558
0.036,0,0,5.410873,0.000000,6.849045,5.576909,5.301046,0.000000,4.132091,3.986021
0.037,0,0,5.406035,0.000000,6.849384,5.570599,5.293650,0.000000,4.132965,3.989378
0.038,0,0,5.405853,0.000000,6.849723,5.562749,5.291164,0.000000,4.133973,3.992070
0.039,0,0,5.405671,0.000000,6.850063,5.554899,5.288679,0.000000,4.134982,3.994763
0.040,0,0,5.405488,0.000000,6.850402,5.547049,5.286194,0.000000,4.135991,3.997455
0.041,0,0,5.404747,0.000000,6.850672,5.539334,5.283195,0.000000,4.136953,4.000021
0.042,0,0,5.400455,0.000000,6.850500,5.532480,5.276930,0.000000,4.137621,4.001785
0.043,0,0,5.396163,0.000000,6.850328,5.525626,5.270665,0.000000,4.138288,4.003550
0.044,0,0,5.391870,0.000000,6.850156,5.518772,5.264400,0.000000,4.138957,4.005314
0.045,0,0,5.387985,0.000000,6.849949,5.511694,5.258563,0.000000,4.139569,4.006874
0.046,0,0,5.386679,0.000000,6.849521,5.503194,5.255444,0.000000,4.139830,4.007133
0.047,0,0,5.385373,0.000000,6.849093,5.494695,5.252324,0.000000,4.140090,4.007393
0.048,0,0,5.384067,0.000000,6.848665,5.486195,5.249205,0.000000,4.140351,4.007652
0.049,0,0,5.382082,0.000000,6.848270,5.477831,5.245451,0.000000,4.140588,4.007832
0.050,0,0,5.375776,0.000000,6.848087,5.470332,5.237672,0.000000,4.140675,4.007504
0.051,0,0,5.369472,0.000000,6.847905,5.462832,5.229894,0.000000,4.140762,4.007177
0.052,0,0,5.363166,0.000000,6.847723,5.455332,5.222115,0.000000,4.140849,4.006850
0.053,0,0,5.356994,0.000000,6.847545,5.447582,5.214505,0.000000,4.140963,4.006552
0.054,0,0,5.351664,0.000000,6.847399,5.438239,5.207970,0.000000,4.141245,4.006443
0.055,0,0,5.346334,0.000000,6.847252,5.428896,5.201435,0.000000,4.141527,4.006334
0.056,0,0,5.341003,0.000000,6.847106,5.419553,5.194900,0.000000,4.141809,4.006225
0.057,0,0,5.335878,0.000000,6.846951,5.410621,5.188628,0.000000,4.142082,4.006028
0.058,0,0,5.332061,0.000000,6.846743,5.404294,5.184034,0.000000,4.142298,4.005269
0.059,0,0,5.328244,0.000000,6.846534,5.397969,5.179440,0.000000,4.142515,4.004509
0.060,0,0,5.324427,0.000000,6.846325,5.391643,5.174845,0.000000,4.142731,4.003749
0.061,0,0,5.319787,0.665897,6.846086,5.385322,5.169495,0.000000,4.142968,4.002913
0.062,0,0,5.309914,3.720470,6.845649,5.379031,5.159341,0.000000,4.143336,4.001583
0.063,1,0,5.300042,6.108465,6.845213,5.372740,5.149188,0.000000,4.143705,4.000254
0.064,1,0,5.290169,6.105338,6.844777,5.366449,5.139034,0.000000,4.144073,3.998924
0.065,1,0,5.281425,6.102573,6.844348,5.360741,5.130080,0.000000,4.144464,3.996980
0.066,1,0,5.279852,6.101107,6.843970,5.358740,5.128744,0.000000,4.144996,3.991132
0.067,1,0,5.278279,6.099753,6.843591,5.356740,5.127408,0.000000,4.145529,3.985285
0.068,1,0,5.276706,6.098801,6.843213,5.354739,5.126071,0.000000,4.146061,3.979437
0.069,1,0,5.274875,6.097676,6.842868,5.352571,5.124527,0.000000,4.146599,3.973620
0.070,1,0,5.271399,6.095933,6.842737,5.349340,5.121661,0.000000,4.147176,3.967999
0.071,1,0,5.267922,6.094214,6.842606,5.346110,5.118795,0.000000,4.147753,3.962377
0.072,1,0,5.264446,6.092584,6.842474,5.342879,5.115929,0.000000,4.148329,3.956756
0.073,1,0,5.261172,6.091205,6.842375,5.339941,5.113299,0.000000,4.148901,3.950462
0.074,1,0,5.259180,6.090727,6.842480,5.338859,5.112175,0.000000,4.149444,3.939890
0.075,1,0,5.257188,6.090245,6.842586,5.337777,5.111051,0.000000,4.149986,3.929319
0.076,1,0,5.255196,6.089750,6.842690,5.336694,5.109926,0.000000,4.150528,3.918747
0.077,1,0,5.253482,6.088976,6.842740,5.335296,5.109109,0.000000,4.151095,3.908348
0.078,1,0,5.253539,6.087201,6.842434,5.331893,5.110243,0.000000,4.151820,3.899046
0.079,1,0,5.253595,6.085393,6.842129,5.328490,5.111377,0.000000,4.152545,3.889745
0.080,1,0,5.253652,6.083469,6.841824,5.325087,5.112511,0.000000,4.153271,3.880443
0.081,1,0,5.253116,6.081807,6.841543,5.322034,5.113066,0.000000,4.153952,3.871274
0.082,1,0,5.248820,6.081083,6.841415,5.321214,5.109940,0.000000,4.154352,3.862948
0.083,1,0,5.244525,6.080460,6.841288,5.320394,5.106815,0.000000,4.154752,3.854622
0.084,1,0,5.240229,6.080201,6.841160,5.319574,5.103690,0.000000,4.155152,3.846296
0.085,1,0,5.236004,6.079810,6.841051,5.318555,5.100652,0.000000,4.155558,3.838060
0.086,1,0,5.232230,6.078947,6.841058,5.316278,5.098173,0.000000,4.156003,3.830391
0.087,1,0,5.228455,6.077973,6.841064,5.314000,5.095694,0.000000,4.156449,3.822722
0.088,1,0,5.224679,6.076606,6.841071,5.311723,5.093215,0.000000,4.156895,3.815053
0.089,1,0,5.221442,6.075222,6.841058,5.309431,5.091262,0.000000,4.157288,3.807521
0.090,1,0,5.221618,6.073779,6.840922,5.307052,5.092656,0.000000,4.157348,3.800858
0.091,1,0,5.221794,6.072410,6.840785,5.304673,5.094049,0.000000,4.157408,3.794195
0.092,1,0,5.221970,6.071309,6.840649,5.302294,5.095441,0.000000,4.157467,3.787533
0.093,1,0,5.221643,6.070349,6.840623,5.300087,5.096301,0.000000,4.157374,3.781028
0.094,1,0,5.218122,6.069895,6.841303,5.298977,5.093769,0.000000,4.156308,3.775531
0.095,1,0,5.214601,6.069538,6.841983,5.297866,5.091237,0.000000,4.155241,3.770033
0.096,1,0,5.211080,6.069526,6.842663,5.296756,5.088705,0.000000,4.154175,3.764535
0.097,1,0,5.207640,6.069537,6.843351,5.295702,5.086198,0.000000,4.153040,3.759089
0.098,1,0,5.204720,6.069634,6.844086,5.295010,5.083848,0.000000,4.151474,3.753972
0.099,1,0,5.201799,6.069702,6.844821,5.294318,5.081498,0.000000,4.149909,3.748855
0.100,1,0,5.198878,6.069659,6.845557,5.293626,5.079147,0.000000,4.148343,3.743737
0.101,1,0,5.196423,6.069541,6.846305,5.292741,5.077182,0.000000,4.146571,3.738671
0.102,1,0,5.196925,6.069153,6.847138,5.290634,5.077664,0.000000,4.143490,3.733925
0.103,1,0,5.197426,6.068665,6.847972,5.288527,5.078146,0.000000,4.140409,3.729179
0.104,1,0,5.197927,6.067817,6.848805,5.286420,5.078628,0.000000,4.137329,3.724434
0.105,1,0,5.198371,6.066885,6.849579,5.284268,5.078945,0.000000,4.134104,3.719730
0.106,1,0,5.198449,6.065649,6.849971,5.281830,5.078212,0.000000,4.129962,3.715289
0.107,1,0,5.198527,6.064498,6.850363,5.279392,5.077480,0.000000,4.125821,3.710848
0.108,1,0,5.198605,6.063654,6.850755,5.276954,5.076747,0.000000,4.121679,3.706408
0.109,1,0,5.198558,6.063028,6.851099,5.274866,5.075776,0.000000,4.117306,3.702062
0.110,1,0,5.197725,6.063179,6.851139,5.274996,5.073285,0.000000,4.111457,3.698325
0.111,1,0,5.196892,6.063304,6.851179,5.275126,5.070794,0.000000,4.105608,3.694588
0.112,1,0,5.196059,6.063335,6.851218,5.275256,5.068303,0.000000,4.099759,3.690851
0.113,1,0,5.195388,6.063092,6.851260,5.274985,5.065893,0.000000,4.093904,3.687279
0.114,1,0,5.195749,6.061867,6.851318,5.272166,5.064001,0.000000,4.088010,3.684758
0.115,1,0,5.196110,6.060578,6.851376,5.269346,5.062109,0.000000,4.082116,3.682236
0.116,1,0,5.196471,6.059063,6.851434,5.266527,5.060218,0.000000,4.076221,3.679714
0.117,1,0,5.196198,6.057751,6.851489,5.264015,5.057655,0.000000,4.070263,3.677724
0.118,1,0,5.191902,6.057165,6.851527,5.263451,5.050826,0.000000,4.063894,3.679111
0.119,1,0,5.187605,6.056709,6.851564,5.262886,5.043997,0.000000,4.057525,3.680499
0.120,1,0,5.183308,6.056721,6.851602,5.262322,5.037168,0.000000,4.051157,3.681886
0.121,1,0,5.179794,6.056716,6.851635,5.261771,5.031106,0.000000,4.044806,3.683326
0.122,1,0,5.181253,6.056653,6.851634,5.261303,5.029919,0.000000,4.038570,3.685106
0.123,1,0,5.182713,6.056521,6.851634,5.260836,5.028731,0.000000,4.032335,3.686886
0.124,1,0,5.184172,6.056143,6.851633,5.260369,5.027544,0.000000,4.026100,3.688666
0.125,1,0,5.185175,6.055685,6.851625,5.259757,5.025908,0.000000,4.019964,3.690474
0.126,1,0,5.183287,6.054943,6.851569,5.258224,5.021419,0.000000,4.014457,3.692459
0.127,1,0,5.181399,6.054180,6.851513,5.256690,5.016930,0.000000,4.008951,3.694443
0.128,1,0,5.179511,6.053339,6.851457,5.255157,5.012442,0.000000,4.003444,3.696428
0.129,1,0,5.177955,6.052551,6.851427,5.253716,5.008314,0.000000,3.997905,3.698556
0.130,1,0,5.178510,6.051944,6.851558,5.252869,5.006480,0.000000,3.992156,3.701594
0.131,1,0,5.179066,6.051437,6.851689,5.252021,5.004645,0.000000,3.986408,3.704632
0.132,1,0,5.179621,6.051290,6.851820,5.251173,5.002810,0.000000,3.980659,3.707670
0.133,1,0,5.179594,6.051267,6.851946,5.250589,5.000413,0.000000,3.974899,3.710791
0.134,1,0,5.175863,6.051690,6.852043,5.251674,4.994442,0.000000,3.969059,3.714436
0.135,1,0,5.172132,6.052181,6.852139,5.252759,4.988470,0.000000,3.963218,3.718081
0.136,1,0,5.168401,6.052914,6.852234,5.253845,4.982498,0.000000,3.957378,3.721725
0.137,1,0,5.164435,6.053650,6.852324,5.254984,4.976282,0.000000,3.951481,3.725476
0.138,1,0,5.158971,6.054395,6.852368,5.256466,4.968519,0.000000,3.945220,3.729898
0.139,1,0,5.153508,6.055148,6.852412,5.257949,4.960757,0.000000,3.938959,3.734321
0.140,1,0,5.148045,6.055926,6.852457,5.259431,4.952994,0.000000,3.932698,3.738743
0.141,1,0,5.143418,6.056735,6.852561,5.260926,4.946065,0.000000,3.926384,3.743080
0.142,1,0,5.144109,6.057650,6.853051,5.262504,4.944435,0.000000,3.919729,3.746872
0.143,1,0,5.144799,6.058613,6.853541,5.264081,4.942804,0.000000,3.913075,3.750664
0.144,1,0,5.145490,6.059747,6.854031,5.265659,4.941174,0.000000,3.906421,3.754456
0.145,1,0,5.145286,6.060922,6.854522,5.267266,4.938639,0.000000,3.899761,3.758067
0.146,1,0,5.139394,6.062243,6.855025,5.269053,4.930358,0.000000,3.893065,3.760527
0.147,1,0,5.133503,6.063493,6.855528,5.270842,4.922078,0.000000,3.886369,3.762986
0.148,1,0,5.127612,6.064491,6.856031,5.272629,4.913797,0.000000,3.879674,3.765446
0.149,1,0,5.121845,6.065317,6.856475,5.274157,4.905645,0.000000,3.872870,3.767695
0.150,1,0,5.116867,6.065524,6.856540,5.274025,4.898308,0.000000,3.865377,3.768601
0.151,1,0,5.111889,6.065634,6.856606,5.273894,4.890972,0.000000,3.857884,3.769507
0.152,1,0,5.106912,6.065396,6.856671,5.273763,4.883636,0.000000,3.850392,3.770414
0.153,1,0,5.101096,6.065168,6.856763,5.273582,4.875471,0.000000,3.842787,3.771156
0.154,1,0,5.089962,6.064973,6.857028,5.273088,4.862046,0.000000,3.834470,3.770852
0.155,1,0,5.078828,6.064811,6.857292,5.272593,4.848621,0.000000,3.826154,3.770548
0.156,1,0,5.067694,6.064763,6.857557,5.272098,4.835196,0.000000,3.817837,3.770245
0.157,1,0,5.056776,6.064738,6.857924,5.271533,4.822020,0.000000,3.809519,3.769861
0.158,1,0,5.047237,6.064796,6.858945,5.270523,4.810424,0.000000,3.801189,3.768973
0.159,1,0,5.037698,6.064832,6.859967,5.269512,4.798829,0.000000,3.792860,3.768085
0.160,1,0,5.028159,6.064794,6.860988,5.268501,4.787234,0.000000,3.784531,3.767196
0.161,1,0,5.019245,6.064698,6.862053,5.267356,4.776314,0.000000,3.776160,3.766213
0.162,1,0,5.014304,6.064399,6.863400,5.265353,4.769680,0.000000,3.767523,3.764626
0.163,1,0,5.009364,6.064088,6.864746,5.263350,4.763047,0.000000,3.758887,3.763039
0.164,1,0,5.004424,6.063735,6.866092,5.261346,4.756413,0.000000,3.750250,3.761453
0.165,1,0,4.999206,6.063427,6.867488,5.259384,4.749543,0.000000,3.741663,3.759870
0.166,1,0,4.992225,6.063284,6.869196,5.257684,4.741172,0.000000,3.733388,3.758315
0.167,1,0,4.985244,6.063201,6.870904,5.255984,4.732800,0.000000,3.725113,3.756760
0.168,1,0,4.978263,6.063329,6.872613,5.254284,4.724429,0.000000,3.716839,3.755205
0.169,1,0,4.971106,6.063517,6.874395,5.252655,4.715952,0.000000,3.708580,3.753766
0.170,1,0,4.962822,6.063915,6.876645,5.251482,4.706807,0.000000,3.700428,3.753065
0.171,1,0,4.954539,6.064370,6.878894,5.250309,4.697661,0.000000,3.692276,3.752363
0.172,1,0,4.946256,6.065027,6.881144,5.249135,4.688515,0.000000,3.684123,3.751662
0.173,1,0,4.938993,6.065732,6.883469,5.247992,4.680467,0.000000,3.676036,3.750942
0.174,1,0,4.938216,6.066609,6.886274,5.247039,4.679390,0.000000,3.668365,3.750102
0.175,1,0,4.937439,6.067506,6.889080,5.246087,4.678313,0.000000,3.660693,3.749261
0.176,1,0,4.936662,6.068474,6.891885,5.245135,4.677237,0.000000,3.653021,3.748421
0.177,1,0,4.935128,6.069439,6.894697,5.244194,4.675499,0.000000,3.645481,3.747555
0.178,1,0,4.928788,6.070389,6.897553,5.243325,4.669561,0.000000,3.638776,3.746523
0.179,1,0,4.922448,6.071356,6.900410,5.242455,4.663623,0.000000,3.632071,3.745492
0.180,1,0,4.916109,6.072387,6.903267,5.241586,4.657686,0.000000,3.625366,3.744461
0.181,1,0,4.909611,6.073463,6.906114,5.240824,4.651690,0.000000,3.618757,3.743376
0.182,1,0,4.902110,6.074703,6.908899,5.240748,4.645331,0.000000,3.612762,3.741953
0.183,1,0,4.894608,6.075989,6.911684,5.240672,4.638972,0.000000,3.606767,3.740529
0.184,1,0,4.887107,6.077440,6.914469,5.240595,4.632613,0.000000,3.600772,3.739106
0.185,1,0,4.880072,6.078925,6.917241,5.240602,4.626808,0.000000,3.595047,3.737641
0.186,1,0,4.875999,6.080532,6.919931,5.241137,4.624520,0.000000,3.591042,3.735916
0.187,1,0,4.871927,6.082141,6.922622,5.241673,4.622232,0.000000,3.587036,3.734191
0.188,1,0,4.867854,6.083759,6.925312,5.242208,4.619945,0.000000,3.583031,3.732466
0.189,1,0,4.863886,6.085351,6.928009,5.242691,4.617835,0.000000,3.579180,3.730558
0.190,1,0,4.860578,6.086849,6.930748,5.242847,4.616854,0.000000,3.576313,3.727488
0.191,1,0,4.857270,6.088326,6.933486,5.243002,4.615873,0.000000,3.573445,3.724417
0.192,1,0,4.853962,6.089731,6.936225,5.243158,4.614892,0.000000,3.570578,3.721346
0.193,1,0,4.850315,6.091127,6.938981,5.243269,4.613617,0.000000,3.567906,3.718282
0.194,1,0,4.844510,6.092496,6.941842,5.243098,4.610483,0.000000,3.566477,3.715263
0.195,1,0,4.838705,6.093855,6.944703,5.242927,4.607348,0.000000,3.565048,3.712244
0.196,1,0,4.832900,6.095180,6.947564,5.242755,4.604214,0.000000,3.563619,3.709224
0.197,1,0,4.827125,6.096495,6.950452,5.242552,4.601114,0.000000,3.562224,3.706315
0.198,1,0,4.821541,6.097775,6.953516,5.242144,4.598233,0.000000,3.561041,3.704104
0.199,1,0,4.815957,6.099075,6.956580,5.241736,4.595352,0.000000,3.559859,3.701893
0.200,1,0,4.810373,6.100443,6.959643,5.241329,4.592471,0.000000,3.558677,3.699682
0.201,1,0,4.805220,6.101847,6.962711,5.240949,4.589966,0.000000,3.557589,3.697728
0.202,1,0,4.802802,6.103381,6.965809,5.240750,4.589851,0.000000,3.557105,3.697408
0.203,1,0,4.800384,6.104880,6.968906,5.240551,4.589736,0.000000,3.556622,3.697088
0.204,1,0,4.797966,6.106258,6.972003,5.240353,4.589622,0.000000,3.556138,3.696769
0.205,1,0,4.795210,6.107533,6.974944,5.240119,4.589131,0.000000,3.555650,3.696570
0.206,1,0,4.790314,6.108434,6.976890,5.239661,4.586252,0.000000,3.555136,3.697144
0.207,1,0,4.785417,6.109272,6.978836,5.239202,4.583373,0.000000,3.554622,3.697718
0.208,1,0,4.780520,6.109882,6.980783,5.238744,4.580493,0.000000,3.554108,3.698292
0.209,1,0,4.775954,6.110493,6.982589,5.238410,4.577903,0.000000,3.553557,3.698847
0.210,1,0,4.773486,6.111104,6.983506,5.238866,4.577149,0.000000,3.552765,3.699279
0.211,1,0,4.771018,6.111746,6.984424,5.239321,4.576396,0.000000,3.551973,3.699710
0.212,1,0,4.768550,6.112496,6.985341,5.239777,4.575643,0.000000,3.551181,3.700141
0.213,1,0,4.766207,6.113276,6.986260,5.240252,4.574976,0.000000,3.550510,3.700540
0.214,1,0,4.764658,6.114169,6.987191,5.240849,4.574865,0.000000,3.550605,3.700736
0.215,1,0,4.763109,6.115010,6.988122,5.241446,4.574754,0.000000,3.550700,3.700931
0.216,1,0,4.761560,6.115666,6.989053,5.242044,4.574643,0.000000,3.550795,3.701127
0.217,1,0,4.759440,6.116196,6.989792,5.242606,4.573951,0.000000,3.550895,3.701270
0.218,1,0,4.753687,6.116272,6.989310,5.242940,4.569571,0.000000,3.551025,3.701081
0.219,1,0,4.747934,6.116287,6.988829,5.243275,4.565191,0.000000,3.551156,3.700891
0.220,1,0,4.742180,6.116086,6.988347,5.243610,4.560812,0.000000,3.551287,3.700702
0.221,1,0,4.737119,6.115901,6.987824,5.243944,4.557160,0.000000,3.551474,3.700529
0.222,1,0,4.736448,6.115775,6.987041,5.244273,4.558140,0.000000,3.552023,3.700464
0.223,1,0,4.735778,6.115609,6.986258,5.244602,4.559120,0.000000,3.552571,3.700400
0.224,1,0,4.735108,6.115297,6.985475,5.244932,4.560100,0.000000,3.553120,3.700335
0.225,1,0,4.734255,6.114874,6.984470,5.245272,4.560961,0.000000,3.553747,3.700338
0.226,1,0,4.732238,6.114054,6.982059,5.245681,4.561071,0.000000,3.554872,3.700774
0.227,1,0,4.730221,6.113160,6.979647,5.246091,4.561181,0.000000,3.555996,3.701210
0.228,1,0,4.728204,6.112006,6.977236,5.246501,4.561291,0.000000,3.557121,3.701647
0.229,1,0,4.726786,6.110825,6.974711,5.246890,4.562046,0.000000,3.558262,3.702078
0.230,1,0,4.729172,6.109546,6.971463,5.247149,4.566897,0.000000,3.559507,3.702475
0.231,1,0,4.731558,6.108181,6.968215,5.247408,4.571749,0.000000,3.560753,3.702873
0.232,1,0,4.733944,6.106504,6.964967,5.247668,4.576602,0.000000,3.561998,3.703271
0.233,1,0,4.735658,6.104681,6.961498,5.247869,4.580843,0.000000,3.563342,3.703528
0.234,1,0,4.733096,6.102333,6.956624,5.247701,4.581210,0.000000,3.565315,3.702893
0.235,0,0,4.730534,5.435542,6.951749,5.247533,4.581577,0.000000,3.567288,3.702258
0.236,0,0,4.727971,2.385294,6.946874,5.247365,4.581944,0.000000,3.569261,3.701623
0.237,0,0,4.725244,0.000000,6.941874,5.247297,4.582199,0.000000,3.571364,3.700939
0.238,0,0,4.721467,0.000000,6.936074,5.247868,4.581747,0.000000,3.574295,3.699944
0.239,0,0,4.717689,0.000000,6.930274,5.248439,4.581295,0.000000,3.577226,3.698949
0.240,0,0,4.713912,0.000000,6.924474,5.249010,4.580843,0.000000,3.580157,3.697954
0.241,0,0,4.710790,0.000000,6.918481,5.249578,4.581083,0.000000,3.583115,3.696948
0.242,0,0,4.711833,0.000000,6.911262,5.250130,4.585718,0.000000,3.586245,3.695880
0.243,0,0,4.712876,0.000000,6.904042,5.250681,4.590353,0.000000,3.589375,3.694811
0.244,0,0,4.713919,0.000000,6.896823,5.251233,4.594988,0.000000,3.592505,3.693742
0.245,0,0,4.713548,0.000000,6.889296,5.251682,4.598225,0.000000,3.595748,3.692733
0.246,0,0,4.704199,0.000000,6.879813,5.251477,4.592582,0.000000,3.599708,3.692103
0.247,0,0,4.694850,0.000000,6.870330,5.251273,4.586939,0.000000,3.603668,3.691473
0.248,0,0,4.685501,0.000000,6.860847,5.251069,4.581295,0.000000,3.607628,3.690844
0.249,0,0,4.677441,0.000000,6.851189,5.250768,4.576945,0.000000,3.611664,3.690329
0.250,0,0,4.677573,0.000000,6.840421,5.249856,4.580803,0.000000,3.616180,3.690542
0.251,0,0,4.677705,0.000000,6.829653,5.248945,4.584662,0.000000,3.620696,3.690756
0.252,0,0,4.677837,0.000000,6.818884,5.248033,4.588521,0.000000,3.625212,3.690970
0.253,0,0,4.677083,0.000000,6.808064,5.247091,4.591464,0.000000,3.629765,3.691113
0.254,0,0,4.670702,0.000000,6.796913,5.245960,4.588597,0.000000,3.634552,3.690809
0.255,0,0,4.664321,0.000000,6.785762,5.244829,4.585730,0.000000,3.639339,3.690504
0.256,0,0,4.657939,0.000000,6.774611,5.243698,4.582863,0.000000,3.644127,3.690199
0.257,0,0,4.651926,0.000000,6.763434,5.242523,4.580324,0.000000,3.648977,3.689878
0.258,0,0,4.648244,0.000000,6.752100,5.241067,4.579865,0.000000,3.654227,3.689449
0.259,0,0,4.644563,0.000000,6.740766,5.239612,4.579406,0.000000,3.659478,3.689020
0.260,0,0,4.640882,0.000000,6.729432,5.238156,4.578947,0.000000,3.664728,3.688592
0.261,0,0,4.636772,0.000000,6.718045,5.236616,4.578020,0.000000,3.670026,3.688140
0.262,0,0,4.629940,0.000000,6.706323,5.234532,4.574116,0.000000,3.675623,3.687540
0.263,0,0,4.623108,0.000000,6.694601,5.232448,4.570213,0.000000,3.681220,3.686939
0.264,0,0,4.616276,0.000000,6.682879,5.230364,4.566309,0.000000,3.686817,3.686339
0.265,0,0,4.610267,0.000000,6.670995,5.228393,4.563178,0.000000,3.692425,3.685775
0.266,0,0,4.609490,0.000000,6.658085,5.227129,4.564947,0.000000,3.698103,3.685438
0.267,0,0,4.608714,0.000000,6.645175,5.225866,4.566716,0.000000,3.703781,3.685101
0.268,0,0,4.607937,0.000000,6.632264,5.224602,4.568485,0.000000,3.709458,3.684764
0.269,0,0,4.607343,0.000000,6.619480,5.223376,4.570416,0.000000,3.715070,3.684446
0.270,0,0,4.607915,0.000000,6.607496,5.222387,4.573381,0.000000,3.720261,3.684248
0.271,0,0,4.608488,0.000000,6.595513,5.221398,4.576346,0.000000,3.725451,3.684051
0.272,0,0,4.609060,0.000000,6.583530,5.220410,4.579311,0.000000,3.730642,3.683853
0.273,0,0,4.609369,0.000000,6.571465,5.219366,4.582025,0.000000,3.735865,3.683627
0.274,0,0,4.608002,0.000000,6.558886,5.217973,4.583141,0.000000,3.741287,3.683225
0.275,0,0,4.606635,0.000000,6.546307,5.216580,4.584257,0.000000,3.746708,3.682823
0.276,0,0,4.605268,0.000000,6.533728,5.215187,4.585373,0.000000,3.752130,3.682421
0.277,0,0,4.604208,0.000000,6.521321,5.213766,4.586848,0.000000,3.757593,3.681946
0.278,0,0,4.605091,0.000000,6.510012,5.212168,4.590607,0.000000,3.763313,3.681003
0.279,0,0,4.605974,0.000000,6.498703,5.210570,4.594365,0.000000,3.769032,3.680061
0.280,0,0,4.606857,0.000000,6.487394,5.208972,4.598124,0.000000,3.774752,3.679119
0.281,0,0,4.607595,0.000000,6.476282,5.207469,4.601792,0.000000,3.780465,3.678206
0.282,0,0,4.607414,0.000000,6.466421,5.206581,4.604887,0.000000,3.786128,3.677480
0.283,0,0,4.607234,0.000000,6.456559,5.205692,4.607982,0.000000,3.791791,3.676753
0.284,0,0,4.607053,0.000000,6.446698,5.204803,4.611076,0.000000,3.797455,3.676027
0.285,0,0,4.607267,0.000000,6.437200,5.204033,4.614647,0.000000,3.803112,3.675380
0.286,0,0,4.609988,0.000000,6.430007,5.204016,4.621244,0.000000,3.808726,3.675236
0.287,0,0,4.612710,0.000000,6.422814,5.204000,4.627841,0.000000,3.814339,3.675093
0.288,0,0,4.615431,0.000000,6.415622,5.203982,4.634438,0.000000,3.819953,3.674950
