"Time","60 Right DS","59 Left DS","58 FLr Sw of","57 FLr Sw on","56 FLl Sw of","54 HLr Sw of","55 FLl Sw on","53 HLr Sw on","52 HLl Sw of","51 HLl Sw on","v6 L Mos","v4 R Mos","67 xCoM","37 CoMy (cm)","v5 L COP","v3 R COP","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)"
0.000,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.001,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.002,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.003,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.004,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.005,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.006,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.007,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.008,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.009,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.010,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.011,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.012,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.013,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.014,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.015,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.016,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.017,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.018,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.019,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.020,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.021,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.022,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.023,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.024,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.025,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.026,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.027,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,
0.028,1,1,0,0,0,0,0,0,0,0,,,5.046707,0.841637,,,4.258418,5.897546,3.846567,6.814212
0.029,1,1,0,0,0,0,0,0,0,0,,,5.053241,0.885315,,,4.278456,5.899010,3.858680,6.811376
0.030,1,1,0,0,0,0,0,0,0,0,5.061563,5.061563,5.061230,0.932254,-0.000000,0.000000,4.296498,5.900440,3.868784,6.808165
0.031,1,1,0,0,0,0,0,0,0,0,5.071880,5.071880,5.071705,0.984767,-0.000000,0.000000,4.311128,5.901812,3.875453,6.804312
0.032,1,1,0,0,0,0,0,0,0,0,5.085591,5.085591,5.085663,1.045117,0.000000,-0.000000,4.320959,5.903102,3.877311,6.799555
0.033,1,1,0,0,0,0,0,0,0,0,5.102833,5.102833,5.102877,1.113707,0.000000,-0.000000,4.325700,5.904356,3.874743,6.793790
0.034,1,1,0,0,0,0,0,0,0,0,5.121595,5.121595,5.121566,1.188593,-0.000000,0.000000,4.326441,5.905702,3.870362,6.787108
0.035,1,1,0,0,0,0,0,0,0,0,5.139879,5.139879,5.139850,1.267678,-0.000000,0.000000,4.324361,5.907272,3.866926,6.779617
0.036,1,1,0,0,0,0,0,0,0,0,5.155857,5.155857,5.155882,1.348864,0.000000,-0.000000,4.320652,5.909196,3.867132,6.771428
0.037,1,1,0,0,0,0,0,0,0,0,5.169052,5.169052,5.169063,1.429930,0.000000,-0.000000,4.316934,5.911416,3.871478,6.762913
0.038,1,1,0,0,0,0,0,0,0,0,5.180369,5.180369,5.180372,1.508507,-0.000000,0.000000,4.315377,5.913641,3.877680,6.754766
0.039,1,1,0,0,0,0,0,0,0,0,5.190875,5.190875,5.190890,1.582216,-0.000000,0.000000,4.318181,5.915564,3.883275,6.747705
0.040,1,1,0,0,0,0,0,0,0,0,5.201678,5.201678,5.201661,1.648696,0.000000,-0.000000,4.327481,5.916884,3.885846,6.742429
0.041,1,1,0,0,0,0,0,0,0,0,5.212439,5.212439,5.212434,1.706273,0.000000,-0.000000,4.342903,5.917533,3.884660,6.739023
0.042,1,1,0,0,0,0,0,0,0,0,5.221329,5.221329,5.221321,1.754143,-0.000000,0.000000,4.360904,5.917736,3.881110,6.736795
0.043,1,1,0,0,0,0,0,0,0,0,5.226349,5.226349,5.226326,1.791556,-0.000000,0.000000,4.377733,5.917737,3.876727,6.735001
0.044,1,1,0,0,0,0,0,0,0,0,5.225472,5.225472,5.225500,1.817823,0.000000,-0.000000,4.389714,5.917784,3.873022,6.732918
0.045,1,1,0,0,0,0,0,0,0,0,5.218567,5.218567,5.218581,1.834427,0.000000,-0.000000,4.395790,5.918191,3.870689,6.730482
0.046,1,1,0,0,0,0,0,0,0,0,5.207445,5.207445,5.207443,1.845601,-0.000000,0.000000,4.398220,5.919364,3.869397,6.728471
0.047,1,1,0,0,0,0,0,0,0,0,5.194089,5.194089,5.194095,1.855752,-0.000000,0.000000,4.399477,5.921715,3.868747,6.727714
0.048,1,1,0,0,0,0,0,0,0,0,5.180541,5.180541,5.180530,1.869220,0.000000,-0.000000,4.401991,5.925633,3.868341,6.729009
0.049,1,1,0,0,0,0,0,0,0,0,5.168132,5.168132,5.168125,1.887745,0.000000,-0.000000,4.406677,5.930820,3.867853,6.731920
0.050,1,1,0,0,0,0,0,0,0,0,5.157463,5.157463,5.157470,1.909784,-0.000000,0.000000,4.412529,5.936099,3.867044,6.734456
0.051,1,1,0,0,0,0,0,0,0,0,5.149100,5.149100,5.149110,1.933584,-0.000000,0.000000,4.418419,5.940237,3.865681,6.734523
0.052,1,1,0,0,0,0,0,0,0,0,5.143579,5.143579,5.143569,1.957439,0.000000,-0.000000,4.423234,5.942030,3.863540,6.730082
0.053,1,1,0,0,0,0,0,0,0,0,5.140794,5.140794,5.140791,1.981445,0.000000,-0.000000,4.426530,5.941364,3.860725,6.721086
0.054,1,1,0,0,0,0,0,0,0,0,5.139981,5.139981,5.139976,2.007976,-0.000000,0.000000,4.428698,5.939497,3.857757,6.710004
0.055,1,1,0,0,0,0,0,0,0,0,5.140290,5.140290,5.140276,2.039552,-0.000000,0.000000,4.430188,5.937776,3.855180,6.699467
0.056,1,1,0,0,0,0,0,0,0,0,5.140861,5.140861,5.140876,2.078639,0.000000,-0.000000,4.431449,5.937524,3.853536,6.692060
0.057,1,1,0,0,0,0,0,0,0,0,5.142014,5.142014,5.142017,2.125673,0.000000,-0.000000,4.433017,5.939073,3.853156,6.688666
0.058,1,1,0,0,0,0,0,0,0,0,5.145276,5.145276,5.145285,2.178524,-0.000000,0.000000,4.435542,5.941510,3.854106,6.688009
0.059,1,1,0,0,0,0,0,0,0,0,5.152329,5.152329,5.152353,2.234897,-0.000000,0.000000,4.439677,5.943839,3.856435,6.688676
0.060,1,1,0,0,0,0,0,0,0,0,5.164872,5.164872,5.164844,2.292499,0.000000,-0.000000,4.446057,5.945082,3.860184,6.689267
0.061,1,1,0,0,0,0,0,0,0,0,5.182593,5.182593,5.182581,2.349068,0.000000,-0.000000,4.454578,5.944825,3.865149,6.688831
0.062,1,1,0,0,0,0,0,0,0,0,5.203118,5.203118,5.203116,2.402384,-0.000000,0.000000,4.464200,5.943375,3.870808,6.686986
0.063,1,1,0,0,0,0,0,0,0,0,5.223867,5.223867,5.223850,2.450231,-0.000000,0.000000,4.473822,5.941083,3.876624,6.683388
0.064,1,1,0,0,0,0,0,0,0,0,5.242203,5.242203,5.242224,2.490423,0.000000,-0.000000,4.482359,5.938301,3.882053,6.677700
0.065,1,1,0,0,0,0,0,0,0,0,5.256981,5.256981,5.256993,2.521932,0.000000,-0.000000,4.489231,5.935439,3.886512,6.669902
0.066,1,1,0,0,0,0,0,0,0,0,5.268579,5.268579,5.268575,2.545193,-0.000000,0.000000,4.494501,5.932976,3.889360,6.660376
0.067,1,1,0,0,0,0,0,0,0,0,5.277497,5.277497,5.277496,2.560736,-0.000000,0.000000,4.498271,5.931395,3.889952,6.649529
0.068,1,1,0,0,0,0,0,0,0,0,5.284278,5.284278,5.284277,2.569151,0.000000,-0.000000,4.500656,5.931164,3.887678,6.637780
0.069,1,1,0,0,0,0,0,0,0,0,5.289239,5.289239,5.289240,2.573328,0.000000,-0.000000,4.502109,5.932177,3.883150,6.625984
0.070,1,1,0,0,0,0,0,0,0,0,5.292458,5.292458,5.292455,2.579060,-0.000000,0.000000,4.503513,5.933597,3.878529,6.615554
0.071,1,1,0,0,0,0,0,0,0,0,5.293985,5.293985,5.293979,2.592329,-0.000000,0.000000,4.505782,5.934544,3.876074,6.607935
0.072,1,1,0,0,0,0,0,0,0,0,5.293872,5.293872,5.293878,2.619007,0.000000,-0.000000,4.509809,5.934152,3.877994,6.604547
0.073,1,1,0,0,0,0,0,0,0,0,5.292689,5.292690,5.292690,2.660977,0.000000,-0.000000,4.515858,5.932262,3.884617,6.605786
0.074,1,1,0,0,0,0,0,0,0,0,5.291542,5.291542,5.291549,2.715077,-0.000000,0.000000,4.523393,5.929598,3.893893,6.610754
0.075,1,1,0,0,0,0,0,0,0,0,5.291610,5.291609,5.291624,2.777820,-0.000000,0.000000,4.531830,5.926943,3.903617,6.618471
0.076,1,1,0,0,0,0,0,0,0,0,5.294075,5.294076,5.294059,2.845732,0.000000,-0.000000,4.540585,5.925064,3.911614,6.627966
0.077,1,1,0,0,0,0,0,0,0,0,5.298984,5.298985,5.298977,2.915872,0.000000,-0.000001,4.549257,5.924145,3.916670,6.638561
0.078,1,1,0,0,0,0,0,0,0,0,5.305213,5.305211,5.305212,2.985966,-0.000000,0.000002,4.557670,5.923634,3.918791,6.649956
0.079,1,1,0,0,0,0,0,0,0,0,5.311522,5.311519,5.311514,3.053783,-0.000000,0.000003,4.565662,5.922930,3.918063,6.661876
0.080,1,1,0,0,0,0,0,0,0,0,5.316642,5.316647,5.316652,3.117161,0.000000,-0.000006,4.573090,5.921445,3.914579,6.674047
0.081,1,1,0,0,0,0,0,0,0,0,5.320033,5.320044,5.320040,3.176387,0.000000,-0.000011,4.580402,5.919004,3.908730,6.686351
0.082,1,1,0,0,0,0,0,0,0,0,5.321910,5.321888,5.321906,3.234850,-0.000000,0.000022,4.588801,5.915960,3.901281,6.698862
0.083,1,1,0,0,0,0,0,0,0,0,5.322538,5.322497,5.322533,3.296136,-0.000000,0.000041,4.599537,5.912697,3.893024,6.711666
0.084,1,1,0,0,0,0,0,0,0,0,5.322205,5.322288,5.322209,3.363759,0.000000,-0.000083,4.613813,5.909601,3.884750,6.724840
0.085,1,1,0,0,0,0,0,0,0,0,5.321405,5.321559,5.321406,3.438422,0.000000,-0.000153,4.631063,5.907096,3.877302,6.738155
0.086,1,1,0,0,0,0,0,0,0,0,5.320834,5.320527,5.320837,3.517276,-0.000000,0.000308,4.648487,5.905657,3.871588,6.750985
0.087,1,1,0,0,0,0,0,0,0,0,5.321222,5.320650,5.321228,3.597246,-0.000000,0.000572,4.663141,5.905761,3.868520,6.762683
0.088,1,1,0,0,0,0,0,0,0,0,5.323300,5.324449,5.323293,3.675299,0.000000,-0.001149,4.672145,5.907867,3.868978,6.772614
0.089,1,1,0,0,0,0,0,0,0,0,5.327344,5.329478,5.327340,3.749968,0.000000,-0.002133,4.674959,5.911791,3.872680,6.780684
0.090,1,1,0,0,0,0,0,0,0,0,5.333160,5.328870,5.333162,3.821774,-0.000000,0.004290,4.674003,5.916533,3.877877,6.787479
0.091,1,1,0,0,0,0,0,0,0,0,5.340514,5.332552,5.340515,3.891364,-0.000000,0.007962,4.671888,5.921042,3.882725,6.793629
0.092,1,1,0,0,0,0,0,0,0,0,5.349158,5.365167,5.349158,3.959405,0.000000,-0.016009,4.671170,5.924281,3.885413,6.799758
0.093,1,1,0,0,0,0,0,0,0,0,5.358853,5.388567,5.358854,4.027379,0.000000,-0.029715,4.672402,5.925803,3.885401,6.806309
0.094,1,1,0,0,0,0,0,0,0,0,5.369370,5.309624,5.369368,4.097792,-0.000000,0.059746,4.673602,5.925903,3.883749,6.813493
0.095,1,1,0,0,0,0,0,0,0,0,5.380472,5.269574,5.380467,4.173215,-0.000000,0.110898,4.672627,5.924926,3.881622,6.821507
0.096,1,1,0,0,0,0,0,0,0,0,5.391922,5.614898,5.391927,4.256144,0.000000,-0.222976,4.667388,5.923213,3.880162,6.830534
0.097,1,1,0,0,0,0,0,0,0,0,5.403897,5.817773,5.403899,4.346193,0.000000,-0.413876,4.657832,5.921027,3.879612,6.840340
0.098,1,1,1,0,0,0,0,0,0,0,5.417000,4.521836,5.417003,4.439336,-0.000000,0.895164,4.646487,5.918537,3.879078,6.850155
0.099,1,1,0,0,0,0,0,0,0,0,5.431884,2.130209,5.431892,4.531312,-0.000000,3.301675,4.636043,5.915904,3.877594,6.859177
0.100,1,1,0,0,0,0,0,0,0,0,5.449212,0.808871,5.449202,4.617891,0.000000,4.640342,4.629134,5.913283,3.874223,6.866619
0.101,1,1,0,0,0,0,0,0,0,0,5.468955,1.005886,5.468950,4.695958,0.000000,4.463069,4.626277,5.910664,3.869026,6.872293
0.102,1,1,0,0,0,0,0,0,0,0,5.490372,1.367533,5.490375,4.763809,-0.000000,4.122839,4.625308,5.907820,3.863332,6.876769
0.103,1,1,0,0,0,0,0,0,0,0,5.512665,1.342394,5.512666,4.819831,-0.000000,4.170271,4.623891,5.904514,3.858550,6.880667
0.104,1,1,0,0,0,0,0,0,0,0,5.535011,1.273132,5.535011,4.862457,0.000000,4.261879,4.619739,5.900520,3.856061,6.884582
0.105,1,1,0,0,0,0,0,0,0,0,5.556602,1.307179,5.556603,4.891856,0.000000,4.249423,4.612293,5.896081,3.856121,6.888267
0.106,1,1,0,0,0,0,0,0,0,0,5.576645,1.353533,5.576641,4.910390,-0.000000,4.223112,4.603187,5.892037,3.857569,6.890405
0.107,1,1,0,0,0,0,0,0,0,0,5.594331,1.371765,5.594324,4.920562,-0.000000,4.222565,4.594195,5.889261,3.859153,6.889612
0.108,1,1,0,0,0,0,0,0,0,0,5.608853,1.383557,5.608861,4.924841,0.000000,4.225296,4.587063,5.888610,3.859640,6.884537
0.109,1,1,0,0,0,0,0,0,0,0,5.619888,1.398258,5.619893,4.924464,0.000000,4.221630,4.582559,5.890170,3.858514,6.874988
0.110,1,1,0,0,0,0,0,0,0,0,5.627602,1.409917,5.627598,4.919108,-0.000000,4.217684,4.580212,5.893055,3.856164,6.862245
0.111,1,1,0,0,0,0,0,0,0,0,5.632197,1.416202,5.632193,4.908351,-0.000000,4.215995,4.579471,5.896320,3.853040,6.847681
0.112,1,1,0,0,0,0,0,0,0,0,5.633896,1.419137,5.633898,4.891733,0.000000,4.214759,4.579785,5.899029,3.849591,6.832663
0.113,1,1,0,0,0,0,0,0,0,0,5.633118,1.419731,5.633118,4.867464,0.000000,4.213387,4.580579,5.900776,3.846295,6.818322
0.114,1,1,0,0,0,0,0,0,0,0,5.630488,1.417789,5.630492,4.832067,-0.000000,4.212699,4.581247,5.901815,3.843662,6.805489
0.115,1,1,0,0,0,0,0,0,0,0,5.626667,1.413878,5.626676,4.781957,-0.000000,4.212789,4.581181,5.902444,3.842207,6.794973
0.116,1,1,0,0,0,0,0,0,0,0,5.622316,1.409350,5.622306,4.713657,0.000000,4.212965,4.579799,5.902962,3.842424,6.787562
0.117,1,1,0,0,0,0,0,0,0,0,5.617322,1.404379,5.617319,4.627588,0.000000,4.212943,4.577385,5.903675,3.844064,6.783080
0.118,1,1,0,0,0,0,0,0,0,0,5.610780,1.397897,5.610774,4.529111,-0.000000,4.212883,4.575322,5.904901,3.845942,6.780142
0.119,1,1,0,0,0,0,0,0,0,0,5.601685,1.388803,5.601669,4.423902,-0.000000,4.212882,4.575064,5.906959,3.846812,6.777284
0.120,1,1,0,0,0,0,0,0,1,0,5.589019,1.376058,5.589037,4.317585,0.000000,4.212961,4.578024,5.910149,3.845467,6.773077
0.121,1,1,0,0,0,0,0,0,0,0,5.573100,1.359688,5.573108,4.213858,0.000000,4.213412,4.584111,5.914142,3.842072,6.767420
0.122,1,1,0,0,0,0,0,0,0,0,5.555620,1.340830,5.555623,4.113980,-0.000000,4.214790,4.591333,5.917808,3.838532,6.761891
0.123,1,1,0,0,0,0,0,0,0,0,5.538409,1.321274,5.538421,4.019056,-0.000000,4.217135,4.597575,5.919969,3.836867,6.758177
0.124,1,1,0,0,0,0,0,0,0,0,5.523331,1.303368,5.523316,3.930113,0.000000,4.219963,4.600778,5.919474,3.839041,6.757927
0.125,1,1,0,0,0,0,0,0,0,0,5.511158,1.288084,5.511150,3.845448,0.000000,4.223074,4.600923,5.916280,3.845118,6.761508
0.126,1,1,0,0,0,0,0,0,0,0,5.501538,1.274950,5.501540,3.759895,-0.000000,4.226588,4.600571,5.911745,3.852760,6.767660
0.127,1,1,0,0,0,0,0,0,0,0,5.494024,1.263195,5.494022,3.668068,-0.000000,4.230829,4.602450,5.907317,3.859469,6.775019
0.128,1,1,0,0,0,0,0,0,0,0,5.488138,1.251883,5.488141,3.564752,0.000000,4.236254,4.609215,5.904421,3.862800,6.782229
0.129,1,1,0,0,0,0,0,0,0,0,5.483713,1.241818,5.483714,3.451067,0.000000,4.241895,4.620877,5.903708,3.862024,6.788281
0.130,1,1,0,0,0,0,0,0,0,0,5.480907,1.235500,5.480909,3.336143,-0.000000,4.245407,4.634102,5.904846,3.858595,6.792599
0.131,1,1,0,0,0,0,0,0,0,0,5.479908,1.233404,5.479912,3.229626,-0.000000,4.246504,4.645339,5.907439,3.854105,6.794637
0.132,1,1,0,0,0,0,0,0,0,0,5.480908,1.233887,5.480904,3.141013,0.000000,4.247021,4.651112,5.911084,3.850133,6.793873
0.133,1,1,0,0,0,0,0,0,0,0,5.483756,1.235968,5.483754,3.074321,0.000000,4.247788,4.650710,5.915116,3.847774,6.790740
0.134,1,1,0,0,0,0,0,0,0,0,5.487944,1.239404,5.487942,3.026638,-0.000000,4.248540,4.646910,5.918534,3.847512,6.786880
0.135,1,1,0,0,0,0,0,0,0,0,5.492927,1.243339,5.492922,2.994605,-0.000000,4.249588,4.642719,5.920315,3.849791,6.784010
0.136,1,1,0,0,0,0,0,0,0,0,5.498154,1.246329,5.498159,2.974901,0.000000,4.251825,4.641081,5.919466,3.855029,6.783806
0.137,1,1,0,0,0,0,0,0,0,0,5.503513,1.248827,5.503514,2.965603,0.000000,4.254685,4.642793,5.916029,3.862741,6.786355
0.138,1,1,0,0,0,0,0,0,0,0,5.509344,1.253185,5.509348,2.966555,-0.000000,4.256158,4.645931,5.911360,3.871292,6.789733
0.139,1,1,0,0,0,0,0,0,0,0,5.516046,1.260085,5.516056,2.977713,-0.000000,4.255961,4.648395,5.906895,3.878976,6.791891
0.140,1,1,0,0,0,0,0,0,0,0,5.524021,1.268416,5.524010,2.999033,0.000000,4.255605,4.648125,5.904046,3.884123,6.790816
0.141,1,1,0,0,0,0,0,0,0,0,5.532794,1.277127,5.532792,3.030399,0.000000,4.255666,4.644435,5.903210,3.886404,6.785992
0.142,1,1,0,0,0,0,1,0,0,0,5.540990,1.285282,5.540980,3.071601,-0.000000,4.255707,4.638381,5.903498,3.887189,6.778791
0.143,1,1,0,0,0,0,0,0,0,0,5.547111,1.291360,5.547088,3.122427,-0.000000,4.255750,4.631132,5.903940,3.887957,6.770706
0.144,1,1,0,0,0,0,0,0,0,0,5.549651,1.293343,5.549676,3.182683,0.000000,4.256308,4.623843,5.903593,3.890156,6.763222
0.145,1,1,0,0,0,0,0,0,0,0,5.548948,1.291713,5.548957,3.252975,0.000000,4.257235,4.617251,5.902490,3.894190,6.757460
0.146,1,1,0,0,0,0,0,0,0,0,5.547232,1.289508,5.547238,3.334919,-0.000000,4.257723,4.611561,5.901899,3.899136,6.754087
0.147,1,1,0,0,0,0,0,0,0,0,5.546938,1.289292,5.546961,3.430195,-0.000000,4.257646,4.606945,5.903169,3.903988,6.753739
0.148,1,1,0,0,0,0,0,0,0,0,5.550546,1.292962,5.550518,3.540406,0.000000,4.257584,4.603579,5.907639,3.907747,6.757023
0.149,1,1,0,0,0,0,0,0,0,0,5.558531,1.300891,5.558519,3.664352,0.000000,4.257640,4.601806,5.916263,3.909819,6.763475
0.150,1,1,0,0,0,0,0,0,0,0,5.569318,1.311891,5.569316,3.797286,-0.000000,4.257427,4.602182,5.929510,3.910117,6.771278
0.151,1,1,0,0,0,0,0,0,0,0,5.581133,1.323852,5.581118,3.934229,-0.000000,4.257281,4.605276,5.947818,3.908587,6.778526
0.152,1,1,0,0,0,0,0,0,0,0,5.592147,1.333891,5.592166,4.070314,0.000000,4.258256,4.611619,5.971514,3.905194,6.783351
0.153,1,1,0,0,0,0,0,0,0,0,5.601901,1.341452,5.601910,4.204598,0.000000,4.260448,4.620352,5.996873,3.900717,6.785259
0.154,1,1,0,0,0,0,0,0,0,0,5.611336,1.348387,5.611334,4.341111,-0.000000,4.262949,4.628856,6.015043,3.896955,6.785494
0.155,1,1,0,0,0,0,0,0,0,0,5.621514,1.356398,5.621517,4.484198,-0.000000,4.265117,4.634400,6.016843,3.895775,6.785410
0.156,1,1,0,0,0,0,0,0,0,0,5.633537,1.366899,5.633532,4.638124,0.000000,4.266638,4.634321,5.993655,3.898993,6.786338
0.157,1,1,0,0,0,0,0,0,0,0,5.648211,1.380669,5.648204,4.804049,0.000000,4.267542,4.628527,5.957550,3.906583,6.788619
0.158,1,1,0,0,0,0,0,0,0,0,5.666034,1.397844,5.666044,4.979208,-0.000000,4.268190,4.620168,5.946777,3.916190,6.791344
0.159,1,1,0,0,0,0,0,0,0,0,5.687522,1.418550,5.687539,5.160586,-0.000000,4.268972,4.612606,6.001269,3.925308,6.793527
0.160,1,1,0,0,0,0,0,0,0,0,5.713167,1.442887,5.713149,5.345110,0.000000,4.270280,4.609136,6.159551,3.931485,6.794197
0.161,1,1,0,0,0,0,0,0,0,0,5.742206,1.469894,5.742200,5.527729,0.000000,4.272311,4.610576,6.408671,3.934171,6.793094
0.162,1,1,0,0,0,0,0,0,0,0,5.772589,1.497549,5.772582,5.700878,-0.000000,4.275039,4.614616,6.670541,3.935220,6.790848
0.163,1,1,0,0,0,0,0,0,0,0,5.802115,1.524370,5.802096,5.856832,-0.000000,4.277745,4.618745,6.862886,3.936644,6.788149
0.164,1,1,0,0,0,0,0,0,0,0,5.828557,1.549490,5.828580,5.988041,0.000000,4.279067,4.620502,6.905328,3.940400,6.785673
0.165,1,1,0,0,0,0,0,0,0,0,5.851330,1.572417,5.851340,6.093239,0.000000,4.278913,4.619254,6.786921,3.946439,6.783717
0.166,1,1,0,0,0,0,0,0,0,0,5.871531,1.593041,5.871534,6.179126,-0.000000,4.278490,4.616682,6.584575,3.952173,6.782093
0.167,1,1,0,0,0,0,0,0,0,0,5.890426,1.611947,5.890440,6.252908,-0.000000,4.278480,4.614618,6.380845,3.954856,6.780581
0.168,1,1,0,0,0,0,0,0,0,0,5.909321,1.630390,5.909304,6.321667,0.000000,4.278931,4.614855,6.256830,3.951809,6.778973
0.169,1,1,0,0,0,0,0,0,0,0,5.928193,1.649066,5.928188,6.387861,0.000000,4.279127,4.617829,6.240292,3.942988,6.777410
0.170,1,1,0,0,0,0,0,0,0,0,5.945658,1.667984,5.945652,6.448095,-0.000000,4.277674,4.622260,6.291508,3.931680,6.776480
0.171,1,1,0,0,0,0,0,0,0,0,5.960181,1.685188,5.960162,6.498597,-0.000000,4.274993,4.626759,6.366419,3.921385,6.776799
0.172,1,1,0,0,0,0,0,0,0,0,5.970203,1.696886,5.970225,6.535654,0.000000,4.273317,4.629956,6.421646,3.915532,6.778959
0.173,1,1,0,0,0,0,0,0,0,0,5.975816,1.702536,5.975824,6.557610,0.000000,4.273280,4.631214,6.438731,3.914950,6.782599
0.174,1,1,0,0,0,0,0,0,0,0,5.978809,1.705009,5.978815,6.565414,-0.000000,4.273800,4.630823,6.430747,3.917170,6.786155
0.175,1,1,0,0,0,0,0,0,0,0,5.981152,1.707407,5.981172,6.560186,-0.000000,4.273746,4.629133,6.412792,3.919515,6.787988
0.176,1,1,0,0,0,0,0,0,0,0,5.984852,1.712780,5.984828,6.543016,0.000000,4.272072,4.626500,6.399739,3.919357,6.786496
0.177,1,1,0,0,0,0,0,0,0,0,5.990166,1.721038,5.990157,6.514048,0.000000,4.269128,4.623463,6.398197,3.915919,6.781493
0.178,1,1,0,0,0,0,0,0,0,0,5.995561,1.728930,5.995557,6.472230,-0.000000,4.266631,4.620794,6.404323,3.910763,6.774585
0.179,1,1,0,0,0,0,0,0,0,0,5.999319,1.734202,5.999303,6.416429,-0.000000,4.265117,4.619281,6.413599,3.905604,6.767491
0.180,1,1,0,0,0,0,0,0,0,0,5.999683,1.735812,5.999703,6.345551,0.000000,4.263871,4.619687,6.421574,3.902125,6.761906
0.181,1,1,0,0,0,0,0,0,0,0,5.996387,1.733752,5.996395,6.259837,0.000000,4.262634,4.621852,6.426112,3.900937,6.758483
0.182,1,1,0,0,0,0,0,0,0,0,5.990693,1.729024,5.990696,6.161213,-0.000000,4.261669,4.624452,6.428010,3.901289,6.756567
0.183,1,1,0,0,0,0,0,0,0,0,5.984017,1.722707,5.984029,6.051716,-0.000000,4.261310,4.626087,6.428254,3.902346,6.755416
0.184,1,1,0,0,0,0,0,0,0,0,5.977807,1.715933,5.977792,5.933318,0.000000,4.261875,4.625385,6.427820,3.903277,6.754298
0.185,1,1,0,0,0,0,0,0,0,0,5.972410,1.710230,5.972404,5.805608,0.000000,4.262180,4.622088,6.427322,3.903472,6.752851
0.186,1,1,0,0,0,0,0,0,0,0,5.967039,1.707373,5.967038,5.665163,-0.000000,4.259665,4.617335,6.426917,3.902606,6.751176
0.187,1,1,0,0,0,0,0,0,0,0,5.960799,1.705292,5.960793,5.508367,-0.000000,4.255507,4.612360,6.426732,3.900369,6.749404
0.188,1,1,0,0,0,0,0,0,0,0,5.952768,1.698288,5.952777,5.331759,0.000000,4.254480,4.608377,6.426891,3.896471,6.747666
0.189,1,1,0,0,0,0,0,0,0,0,5.942613,1.687933,5.942620,5.137657,0.000000,4.254680,4.605960,6.427427,3.891379,6.746121
0.190,1,1,0,0,0,0,0,0,0,0,5.930608,1.682663,5.930602,4.935683,-0.000000,4.247944,4.604875,6.428256,3.886513,6.744956
0.191,1,1,0,0,0,0,0,0,0,0,5.917056,1.673511,5.917048,4.735931,-0.000000,4.243545,4.604835,6.429286,3.883352,6.744364
0.192,1,1,0,0,0,0,0,0,0,0,5.902290,1.636059,5.902296,4.548330,0.000000,4.266230,4.605547,6.430429,3.883346,6.744535
0.193,1,1,0,0,0,0,0,0,0,0,5.887231,1.608843,5.887230,4.376805,0.000000,4.278388,4.606472,6.431749,3.886705,6.745684
0.194,1,1,0,0,0,0,0,0,0,0,5.873410,1.685602,5.873420,4.217687,-0.000000,4.187808,4.606755,6.433503,3.892081,6.748048
0.195,1,1,0,0,0,0,0,0,0,0,5.862457,1.726264,5.862481,4.066816,-0.000000,4.136193,4.605527,6.435962,3.898024,6.751870
0.196,1,1,0,0,0,0,0,0,0,0,5.856006,1.386057,5.855980,3.920086,0.000000,4.469949,4.601945,6.439377,3.903109,6.757369
0.197,1,1,0,0,0,0,0,0,0,0,5.853807,1.194134,5.853797,3.775235,0.000000,4.659673,4.596338,6.443397,3.906892,6.764033
0.198,1,1,0,0,0,0,0,0,0,0,5.853681,2.507617,5.853674,3.632340,-0.000000,3.346063,4.590513,6.446901,3.910164,6.770421
0.199,1,1,0,0,0,0,0,1,0,0,5.853236,4.920239,5.853212,3.491627,-0.000000,0.932997,4.586372,6.448723,3.913797,6.775031
