"Time","64 sinus3","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 rHL swoff","58 rHL swon","57 lHL swoff","56 lHL swon","55 rFL swoff","54 rFL swon","53 lFL swoff","52 lFL swon","51 sinus2","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v2 Virtual","v1 Virtual"
1.752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.579010,38.043610,80.360535,96.217964,5.222325,16.991455,4.753111,17.576155,6.050857,19.793507,0,3.790096,14.784755,6.185000,12.927135,7.775385,17.850277,8.094795,14.926194,8.492129,14.609943,8.990728,14.174735,8.719186,15.596123,10.104099,15.647775,10.212414,16.688860,0,0.00075,0.00083,0.00306,0.00090,0.00060,0.00070,0.01614,0.00704,-1.47819,0.10182,3.27765,,
1.753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.320389,38.051182,79.900719,95.269249,5.221895,16.989935,4.750900,17.567251,6.050034,19.786633,0,3.780491,14.823763,6.184022,12.918389,7.777698,17.838923,8.107121,14.966079,8.493114,14.636304,8.989336,14.196877,8.725199,15.621685,10.109720,15.652041,10.218568,16.691896,0,0.00075,0.00070,0.00256,0.00077,0.00059,0.00071,0.01591,0.00695,-1.48053,0.10157,3.27741,,
1.754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.061783,38.058754,79.440903,94.320526,5.221466,16.988413,4.748690,17.558350,6.049212,19.779760,0,3.770886,14.862770,6.183044,12.909644,7.780011,17.827568,8.119447,15.005962,8.494099,14.662664,8.987945,14.219017,8.731213,15.647246,10.115340,15.656308,10.224723,16.694931,0,0.00075,0.00067,0.00245,0.00067,0.00060,0.00072,0.01687,0.00770,-1.47872,0.10152,3.27688,,
1.755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.125793,37.995296,79.193634,93.424294,5.220761,16.988173,4.747111,17.549477,6.044597,19.767118,0,3.775219,14.901316,6.184397,12.901392,7.779440,17.814384,8.127111,15.045890,8.495770,14.688414,8.984167,14.243203,8.738858,15.672520,10.122440,15.660175,10.230342,16.700113,0,0.00075,0.00067,0.00231,0.00063,0.00059,0.00073,0.01620,0.00714,-1.48105,0.10173,3.27681,,
1.756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.778183,37.888672,79.075531,92.559952,5.219889,16.988708,4.745917,17.540621,6.037678,19.750971,0,3.788022,14.939582,6.187166,12.893441,7.777116,17.800087,8.131946,15.085842,8.497861,14.713791,8.978940,14.268632,8.747497,15.697617,10.130438,15.663799,10.235636,16.706598,0,0.00073,0.00066,0.00215,0.00062,0.00058,0.00071,0.01679,0.00731,-1.47952,0.10157,3.27704,,
1.757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.430557,37.782047,78.957428,91.695610,5.219018,16.989244,4.744723,17.531767,6.030759,19.734823,0,3.800826,14.977847,6.189935,12.885489,7.774793,17.785789,8.136779,15.125794,8.499951,14.739168,8.973713,14.294062,8.756136,15.722714,10.138436,15.667423,10.240930,16.713083,0,0.00072,0.00066,0.00198,0.00062,0.00057,0.00070,0.01723,0.00723,-1.47944,0.10135,3.27713,,
1.758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.082932,37.675423,78.839325,90.831268,5.218146,16.989782,4.743529,17.522911,6.023840,19.718676,0,3.813629,15.016113,6.192704,12.877539,7.772469,17.771492,8.141612,15.165747,8.502042,14.764545,8.968486,14.319490,8.764774,15.747811,10.146435,15.671047,10.246224,16.719568,0,0.00073,0.00063,0.00190,0.00062,0.00056,0.00069,0.01725,0.00709,-1.48010,0.10151,3.27713,,
1.759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.740738,37.371571,78.894165,89.998802,5.217867,16.990952,4.743510,17.513521,6.019261,19.709082,0,3.820556,15.058080,6.194754,12.870007,7.771178,17.758743,8.157715,15.207264,8.503407,14.790649,8.961167,14.341537,8.773546,15.771474,10.154725,15.677715,10.252454,16.726940,0,0.00071,0.00062,0.00197,0.00061,0.00056,0.00069,0.01702,0.00789,-1.48049,0.10159,3.27736,,
1.760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.401840,36.947857,79.054092,89.185699,5.217950,16.992504,4.744206,17.503805,6.016105,19.703468,0,3.823912,15.102294,6.196368,12.862729,7.770515,17.746935,8.180666,15.249731,8.504332,14.817193,8.952579,14.361529,8.782400,15.794264,10.163194,15.686234,10.259253,16.734850,0,0.00076,0.00062,0.00197,0.00061,0.00055,0.00068,0.01654,0.00893,-1.48048,0.10128,3.27775,,
1.761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.062943,36.524139,79.214020,88.372604,5.218032,16.994059,4.744901,17.494091,6.012948,19.697857,0,3.827268,15.146509,6.197981,12.855453,7.769852,17.735126,8.203617,15.292198,8.505256,14.843738,8.943991,14.381521,8.791253,15.817053,10.171662,15.694754,10.266051,16.742762,0,0.00078,0.00063,0.00193,0.00062,0.00056,0.00067,0.01607,0.00875,-1.47916,0.10126,3.27761,,
1.762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.724045,36.100426,79.373947,87.559502,5.218114,16.995611,4.745597,17.484375,6.009791,19.692244,0,3.830624,15.190724,6.199595,12.848175,7.769189,17.723318,8.226568,15.334665,8.506181,14.870282,8.935402,14.401513,8.800107,15.839843,10.180130,15.703273,10.272850,16.750671,0,0.00078,0.00063,0.00182,0.00063,0.00057,0.00070,0.01534,0.00732,-1.47742,0.10150,3.27715,,
1.763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.640137,35.850754,79.689987,86.803886,5.219424,16.996101,4.748737,17.471832,6.008843,19.684347,0,3.832865,15.229457,6.200794,12.836329,7.770499,17.712713,8.241134,15.384456,8.503335,14.901733,8.922606,14.422387,8.808634,15.861996,10.187600,15.709074,10.277287,16.757729,0,0.00077,0.00064,0.00160,0.00063,0.00058,0.00072,0.01521,0.00695,-1.48021,0.10128,3.27707,,
1.764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.711212,35.706852,80.100891,86.083206,5.221480,16.995947,4.753363,17.457569,6.009236,19.675062,0,3.834428,15.264859,6.201740,12.821708,7.773007,17.702837,8.250604,15.438698,8.498199,14.936167,8.907251,14.443797,8.816962,15.883761,10.194464,15.713223,10.280286,16.764265,0,0.00073,0.00063,0.00151,0.00065,0.00059,0.00072,0.01488,0.00683,-1.47677,0.10104,3.27722,,
1.765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.782272,35.562950,80.511795,85.362526,5.223536,16.995790,4.757988,17.443306,6.009629,19.665775,0,3.835990,15.300261,6.202687,12.807086,7.775515,17.692963,8.260073,15.492940,8.493063,14.970599,8.891897,14.465208,8.825290,15.905527,10.201326,15.717373,10.283286,16.770802,0,0.00070,0.00064,0.00150,0.00067,0.00062,0.00071,0.01361,0.00675,-1.47891,0.10123,3.27761,,
1.766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.853333,35.419048,80.922707,84.641846,5.225591,16.995636,4.762614,17.429045,6.010022,19.656490,0,3.837553,15.335662,6.203634,12.792464,7.778023,17.683086,8.269543,15.547182,8.487927,15.005033,8.876544,14.486618,8.833618,15.927293,10.208190,15.721522,10.286286,16.777338,0,0.00071,0.00064,0.00143,0.00067,0.00061,0.00070,0.01331,0.00674,-1.47896,0.10124,3.27814,,
1.767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.926544,35.611656,81.207115,83.951599,5.226964,16.993774,4.763402,17.414806,6.011673,19.645376,0,3.840323,15.364013,6.204528,12.782086,7.778650,17.672379,8.282371,15.584513,8.483162,15.029829,8.859885,14.507402,8.842486,15.947104,10.214561,15.728089,10.290578,16.783112,0,0.00071,0.00063,0.00136,0.00061,0.00061,0.00072,0.01354,0.00660,-1.47908,0.10093,3.27779,,
1.768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.001053,36.008766,81.414650,83.279846,5.227922,16.990875,4.761858,17.400583,6.014088,19.633150,0,3.843827,15.388079,6.205392,12.774286,7.778135,17.661165,8.297240,15.611565,8.478623,15.048768,8.842434,14.527808,8.851683,15.965727,10.220633,15.736125,10.295655,16.788422,0,0.00068,0.00063,0.00133,0.00058,0.00062,0.00073,0.01308,0.00618,-1.47819,0.10091,3.27687,,
1.769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.075562,36.405876,81.622192,82.608086,5.228881,16.987976,4.760314,17.386360,6.016503,19.620926,0,3.847332,15.412145,6.206255,12.766487,7.777619,17.649952,8.312110,15.638618,8.474084,15.067708,8.824984,14.548213,8.860879,15.984350,10.226705,15.744162,10.300733,16.793730,0,0.00068,0.00062,0.00132,0.00058,0.00063,0.00074,0.01311,0.00586,-1.47850,0.10104,3.27689,,
1.770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.150085,36.802986,81.829727,81.936333,5.229839,16.985077,4.758770,17.372139,6.018919,19.608700,0,3.850837,15.436210,6.207119,12.758687,7.777104,17.638739,8.326980,15.665669,8.469544,15.086647,8.807532,14.568618,8.870075,16.002974,10.232777,15.752197,10.305810,16.799040,0,0.00066,0.00062,0.00129,0.00057,0.00063,0.00073,0.01148,0.00579,-1.48229,0.10095,3.27750,,
1.771,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.481659,37.148945,81.982216,81.230339,5.230530,16.982357,4.757541,17.360033,6.015062,19.601446,0,3.849159,15.464882,6.206727,12.750503,7.771530,17.620747,8.330911,15.698384,8.464073,15.107910,8.800553,14.587413,8.880404,16.020432,10.239892,15.755904,10.310647,16.804838,0,0.00068,0.00062,0.00121,0.00057,0.00064,0.00071,0.01093,0.00581,-1.47921,0.10091,3.27723,,
1.772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.969437,37.463818,82.101250,80.503540,5.231059,16.979750,4.756503,17.349215,6.007394,19.597214,0,3.844333,15.496352,6.205571,12.742084,7.762883,17.598635,8.328194,15.734540,8.458035,15.130586,8.799938,14.605228,8.891422,16.037182,10.247641,15.756981,10.315338,16.810936,0,0.00066,0.00062,0.00119,0.00057,0.00065,0.00072,0.01078,0.00620,-1.47917,0.10106,3.27639,,
1.773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.457230,37.778690,82.220276,79.776741,5.231588,16.977140,4.755465,17.338398,5.999727,19.592981,0,3.839507,15.527822,6.204416,12.733664,7.754235,17.576521,8.325478,15.770696,8.451997,15.153261,8.799323,14.623044,8.902441,16.053930,10.255389,15.758058,10.320029,16.817032,0,0.00069,0.00062,0.00118,0.00059,0.00065,0.00072,0.01018,0.00623,-1.47698,0.10113,3.27630,,
1.774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.945023,38.093563,82.339310,79.049942,5.232117,16.974533,4.754427,17.327579,5.992059,19.588749,0,3.834681,15.559293,6.203260,12.725245,7.745587,17.554409,8.322761,15.806850,8.445959,15.175936,8.798709,14.640860,8.913459,16.070681,10.263139,15.759134,10.324720,16.823130,0,0.00071,0.00062,0.00116,0.00061,0.00065,0.00070,0.00869,0.00477,-1.47621,0.10096,3.27668,,
1.775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.973389,38.187160,82.683853,78.476509,5.233715,16.972033,4.752228,17.319561,5.993479,19.574060,0,3.835018,15.585688,6.205691,12.719093,7.742198,17.538704,8.326181,15.841784,8.440745,15.201280,8.792271,14.658897,8.923895,16.086914,10.271732,15.763821,10.329353,16.828827,0,0.00074,0.00062,0.00112,0.00061,0.00066,0.00069,0.00825,0.00417,-1.48077,0.10092,3.27682,,
1.776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.330276,38.146290,83.165443,77.996292,5.235963,16.969595,4.749325,17.313246,6.000422,19.553019,0,3.838494,15.608998,6.210302,12.714319,7.742004,17.526892,8.333332,15.875976,8.436031,15.228245,8.782293,14.677070,8.933976,16.102833,10.280841,15.770700,10.333952,16.834284,0,0.00075,0.00062,0.00112,0.00062,0.00074,0.00078,0.00717,0.00375,-1.47934,0.10104,3.27682,,
1.777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.687180,38.105415,83.647034,77.516075,5.238212,16.967159,4.746421,17.306931,6.007366,19.531975,0,3.841970,15.632309,6.214913,12.709546,7.741811,17.515079,8.340483,15.910167,8.431317,15.255210,8.772317,14.695243,8.944058,16.118753,10.289948,15.777579,10.338551,16.839739,0,0.00080,0.00062,0.00100,0.00063,0.00080,0.00079,0.00549,0.00331,-1.48044,0.10096,3.27706,,
1.778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.044067,38.064541,84.128624,77.035858,5.240460,16.964724,4.743518,17.300615,6.014309,19.510933,0,3.845445,15.655620,6.219525,12.704772,7.741617,17.503267,8.347634,15.944358,8.426603,15.282175,8.762340,14.713416,8.954141,16.134674,10.299057,15.784459,10.343148,16.845196,0,0.00083,0.00063,0.00097,0.00069,0.00081,0.00080,0.00457,0.00326,-1.48039,0.10078,3.27744,,
1.779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.347427,38.392063,84.494759,76.596359,5.240617,16.964741,4.741169,17.291180,6.014925,19.497398,0,3.850452,15.684197,6.221139,12.698974,7.739779,17.489742,8.349881,15.975854,8.426884,15.303225,8.753674,14.731802,8.963951,16.150803,10.307538,15.794662,10.347884,16.853355,0,0.00085,0.00063,0.00098,0.00073,0.00081,0.00081,0.00440,0.00269,-1.47963,0.10083,3.27726,,
1.780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.618240,38.943470,84.790726,76.181618,5.239503,16.966251,4.739159,17.279846,6.011696,19.488424,0,3.856388,15.715978,6.220934,12.692553,7.736942,17.475178,8.349148,16.005711,8.430198,15.320679,8.745804,14.750319,8.973597,16.167061,10.315639,15.806887,10.352704,16.863161,0,0.00079,0.00063,0.00097,0.00074,0.00083,0.00083,0.00416,0.00147,-1.47782,0.10097,3.27673,,
1.781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.889069,39.494873,85.086693,75.766876,5.238389,16.967762,4.737148,17.268515,6.008467,19.479452,0,3.862324,15.747758,6.220728,12.686131,7.734105,17.460613,8.348414,16.035570,8.433513,15.338133,8.737934,14.768834,8.983241,16.183317,10.323739,15.819110,10.357523,16.872965,0,0.00081,0.00065,0.00094,0.00072,0.00081,0.00083,0.00391,0.00131,-1.48010,0.10078,3.27689,,
1.782,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.159897,40.046276,85.382660,75.352135,5.237276,16.969273,4.735138,17.257183,6.005238,19.470478,0,3.868260,15.779538,6.220522,12.679709,7.731268,17.446049,8.347681,16.065428,8.436827,15.355587,8.730064,14.787351,8.992887,16.199574,10.331839,15.831334,10.362343,16.882771,0,0.00087,0.00066,0.00089,0.00075,0.00079,0.00083,0.00372,0.00127,-1.47964,0.10071,3.27750,,
1.783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.038910,40.840397,85.578674,74.890701,5.237462,16.967672,4.734011,17.248396,6.005937,19.458263,0,3.869990,15.801236,6.220354,12.674791,7.730180,17.434372,8.338758,16.085384,8.431948,15.371738,8.726264,14.806189,9.002065,16.217173,10.340254,15.842144,10.367894,16.891102,0,0.00089,0.00066,0.00090,0.00083,0.00078,0.00082,0.00370,0.00126,-1.48011,0.10097,3.27755,,
1.784,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.679825,41.782024,85.713936,74.400887,5.238438,16.964184,4.733421,17.241154,6.009024,19.444077,0,3.869163,15.816808,6.220209,12.670786,7.730156,17.424450,8.324858,16.099323,8.422089,15.387099,8.724936,14.825221,9.010959,16.235588,10.348859,15.852095,10.373890,16.898539,0,0.00089,0.00066,0.00088,0.00084,0.00078,0.00083,0.00359,0.00127,-1.47889,0.10098,3.27725,,
1.785,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.320740,42.723648,85.849197,73.911079,5.239414,16.960695,4.732831,17.233913,6.012111,19.429892,0,3.868337,15.832380,6.220065,12.666780,7.730132,17.414526,8.310958,16.113264,8.412230,15.402460,8.723609,14.844254,9.019853,16.254004,10.357465,15.862045,10.379887,16.905975,0,0.00087,0.00065,0.00088,0.00083,0.00077,0.00083,0.00358,0.00127,-1.48064,0.10074,3.27718,,
1.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.961655,43.665276,85.984459,73.421265,5.240390,16.957207,4.732242,17.226671,6.015199,19.415705,0,3.867510,15.847952,6.219920,12.662776,7.730108,17.404604,8.297057,16.127203,8.402371,15.417821,8.722281,14.863287,9.028748,16.272419,10.366070,15.871996,10.385882,16.913412,0,0.00089,0.00067,0.00094,0.00084,0.00079,0.00085,0.00343,0.00127,-1.47994,0.10084,3.27725,,
1.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.431259,44.662827,86.173233,72.924347,5.242201,16.955368,4.730811,17.219942,6.016686,19.406494,0,3.868423,15.860222,6.214705,12.661227,7.731510,17.392691,8.289380,16.144003,8.393029,15.439157,8.715557,14.885542,9.037530,16.291771,10.371688,15.880248,10.391127,16.919987,0,0.00101,0.00067,0.00106,0.00084,0.00083,0.00086,0.00320,0.00127,-1.47759,0.10103,3.27700,,
1.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.796768,45.694370,86.394524,72.423119,5.244519,16.954533,4.728868,17.213524,6.017200,19.400305,0,3.870394,15.870484,6.206408,12.661172,7.733778,17.379570,8.285483,16.162540,8.384001,15.464124,8.705555,14.909756,9.046245,16.311695,10.375491,15.887468,10.395914,16.926037,0,0.00115,0.00066,0.00116,0.00084,0.00085,0.00088,0.00269,0.00128,-1.47870,0.10076,3.27654,,
1.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.162292,46.725910,86.615807,71.921883,5.246837,16.953695,4.726925,17.207106,6.017715,19.394115,0,3.872364,15.880748,6.198112,12.661118,7.736047,17.366449,8.281588,16.181078,8.374972,15.489091,8.695552,14.933969,9.054959,16.331619,10.379293,15.894689,10.400702,16.932087,0,0.00126,0.00068,0.00118,0.00085,0.00084,0.00089,0.00197,0.00126,-1.47903,0.10070,3.27641,,
1.790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.527802,47.757450,86.837097,71.420654,5.249155,16.952860,4.724983,17.200687,6.018230,19.387928,0,3.874334,15.891010,6.189816,12.661062,7.738316,17.353329,8.277691,16.199615,8.365944,15.514058,8.685550,14.958183,9.063674,16.351543,10.383097,15.901908,10.405489,16.938137,0,0.00147,0.00067,0.00119,0.00089,0.00083,0.00087,0.00184,0.00126,-1.47910,0.10095,3.27649,,
1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.734756,49.140923,87.221336,71.066963,5.250134,16.950159,4.725017,17.193367,6.017948,19.381990,0,3.872874,15.894890,6.182026,12.668221,7.739055,17.343004,8.266867,16.213930,8.348063,15.543814,8.673903,14.983903,9.071544,16.369530,10.386947,15.905667,10.411263,16.942781,0,0.00151,0.00068,0.00119,0.00089,0.00083,0.00089,0.00157,0.00109,-1.48112,0.10086,3.27671,,
1.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.845337,50.738274,87.704590,70.802940,5.250302,16.946325,4.726251,17.185497,6.017181,19.376207,0,3.869329,15.894890,6.174544,12.679763,7.738864,17.334381,8.251832,16.225676,8.324803,15.576479,8.661259,15.010539,9.078901,16.386335,10.390826,15.907323,10.417636,16.946573,0,0.00156,0.00069,0.00120,0.00093,0.00083,0.00090,0.00167,0.00067,-1.47939,0.10060,3.27701,,
1.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.955933,52.335621,88.187851,70.538925,5.250469,16.942492,4.727486,17.177628,6.016414,19.370422,0,3.865784,15.894890,6.167063,12.691305,7.738673,17.325756,8.236797,16.237423,8.301544,15.609144,8.648615,15.037174,9.086258,16.403143,10.394706,15.908978,10.424009,16.950363,0,0.00158,0.00072,0.00122,0.00094,0.00081,0.00089,0.00165,0.00063,-1.48599,0.10074,3.27746,,
1.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.066513,53.932968,88.671112,70.274902,5.250636,16.938658,4.728720,17.169758,6.015647,19.364639,0,3.862239,15.894890,6.159581,12.702847,7.738482,17.317131,8.221763,16.249168,8.278284,15.641809,8.635970,15.063810,9.093616,16.419949,10.398585,15.910635,10.430383,16.954155,0,0.00161,0.00073,0.00124,0.00095,0.00082,0.00089,0.00167,0.00063,-1.47788,0.10087,3.27799,,
1.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.985596,55.365280,89.411324,70.367119,5.251299,16.938236,4.725893,17.160074,6.014570,19.354162,0,3.855831,15.894890,6.151855,12.723741,7.741828,17.303217,8.200816,16.257812,8.255228,15.659731,8.618871,15.088373,9.095860,16.431416,10.400054,15.912717,10.434825,16.957251,0,0.00161,0.00074,0.00124,0.00095,0.00083,0.00089,0.00168,0.00062,-1.47595,0.10063,3.27754,,
1.796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.396011,56.697296,90.307686,70.675819,5.252264,16.939892,4.720596,17.149290,6.013304,19.340830,0,3.847682,15.894890,6.143981,12.750317,7.747324,17.286089,8.176275,16.264570,8.232296,15.668693,8.599065,15.111676,9.094999,16.439638,10.400058,15.915059,10.438093,16.959925,0,0.00161,0.00075,0.00127,0.00095,0.00080,0.00084,0.00172,0.00060,-1.48093,0.10059,3.27647,,
1.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.806442,58.029312,91.204056,70.984520,5.253229,16.941545,4.715299,17.138506,6.012038,19.327499,0,3.839535,15.894890,6.136107,12.776893,7.752820,17.268961,8.151735,16.271328,8.209364,15.677653,8.579259,15.134979,9.094138,16.447861,10.400061,15.917401,10.441361,16.962599,0,0.00158,0.00078,0.00125,0.00096,0.00078,0.00085,0.00165,0.00059,-1.47916,0.10074,3.27620,,
1.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.216858,59.361328,92.100418,71.293221,5.254194,16.943199,4.710002,17.127720,6.010772,19.314169,0,3.831386,15.894890,6.128232,12.803468,7.758317,17.251833,8.127195,16.278086,8.186432,15.686615,8.559453,15.158282,9.093276,16.456083,10.400064,15.919744,10.444630,16.965273,0,0.00157,0.00078,0.00129,0.00098,0.00080,0.00087,0.00168,0.00060,-1.47864,0.10069,3.27643,,
1.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.912308,60.612980,92.865456,71.784187,5.255775,16.944647,4.707233,17.116232,6.012699,19.303097,0,3.822289,15.894890,6.126723,12.821736,7.760360,17.239733,8.094606,16.293629,8.166198,15.692720,8.537243,15.173845,9.087831,16.457245,10.396127,15.922268,10.446436,16.966803,0,0.00158,0.00080,0.00136,0.00101,0.00082,0.00090,0.00170,0.00061,-1.47662,0.10054,3.27643,,
1.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.173248,61.815788,93.550667,72.385925,5.257730,16.945967,4.706001,17.104317,6.016565,19.293396,0,3.812616,15.894890,6.129080,12.834955,7.760306,17.230688,8.057126,16.314512,8.147603,15.697089,8.513571,15.184706,9.079600,16.454115,10.389794,15.924903,10.447353,16.967636,0,0.00160,0.00084,0.00135,0.00102,0.00080,0.00091,0.00165,0.00060,-1.48001,0.10051,3.27627,,
1.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.434204,63.018600,94.235886,72.987656,5.259686,16.947287,4.704768,17.092400,6.020431,19.283695,0,3.802943,15.894890,6.131438,12.848175,7.760252,17.221642,8.019646,16.335396,8.129008,15.701459,8.489899,15.195565,9.071369,16.450985,10.383461,15.927538,10.448270,16.968470,0,0.00160,0.00085,0.00134,0.00103,0.00080,0.00089,0.00161,0.00060,-1.48008,0.10059,3.27664,,
1.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150.695145,64.221413,94.921104,73.589394,5.261641,16.948606,4.703536,17.080484,6.024297,19.273994,0,3.793269,15.894890,6.133796,12.861394,7.760198,17.212597,7.982166,16.356279,8.110414,15.705828,8.466227,15.206426,9.063138,16.447855,10.377129,15.930173,10.449187,16.969303,0,0.00155,0.00089,0.00135,0.00101,0.00082,0.00088,0.00155,0.00060,-1.47844,0.10044,3.27732,,
1.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.494064,65.182961,95.250679,74.159164,5.259462,16.948065,4.701050,17.068624,6.026346,19.264067,0,3.789674,15.888686,6.135674,12.894613,7.760004,17.202913,7.958900,16.357471,8.084308,15.701059,8.450150,15.205469,9.053725,16.440819,10.369624,15.928555,10.448272,16.968472,0,0.00154,0.00091,0.00134,0.00094,0.00086,0.00088,0.00150,0.00062,-1.47873,0.10014,3.27754,,
1.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.012177,65.997887,95.364128,74.709511,5.254772,16.946388,4.697802,17.056799,6.027289,19.253998,0,3.789773,15.878714,6.137260,12.939985,7.759724,17.192842,7.944273,16.346699,8.053637,15.690737,8.438691,15.197333,9.043595,16.431410,10.361408,15.924354,10.446244,16.966631,0,0.00156,0.00096,0.00137,0.00099,0.00087,0.00088,0.00144,0.00064,-1.48047,0.10013,3.27746,,
