"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform"
0.000,0,0,0.243011,5.378497,0.000000,0.000000,5.404281,4.709264,3.548304,-1.47951
0.001,0,0,0.140809,5.380476,0.000000,0.000000,5.401764,4.708337,3.568012,-1.47921
0.002,0,0,0.038607,5.382455,0.000000,0.000000,5.399516,4.707410,3.587720,-1.47855
0.003,0,0,-0.063595,5.384433,0.000000,0.000000,5.397830,4.706483,3.607428,-1.47915
0.004,0,0,-0.152416,5.386397,0.000000,0.000000,5.396424,4.705143,3.624276,-1.48013
0.005,0,0,-0.199325,5.388311,0.000000,0.000000,5.395601,4.702510,3.632167,-1.47803
0.006,0,0,-0.246234,5.390225,0.000000,0.000000,5.395052,4.699878,3.640058,-1.48043
0.007,0,0,-0.293143,5.392139,0.000000,0.000000,5.395077,4.697246,3.647949,-1.48018
0.008,0,0,-0.323695,5.393952,0.000000,0.000000,5.395370,4.695913,3.654644,-1.47432
0.009,0,0,-0.303015,5.395447,0.000000,0.000000,5.396223,4.698650,3.657596,-1.47476
0.010,0,0,-0.282334,5.396942,0.000000,0.000000,5.397330,4.701388,3.660547,-1.47965
0.011,0,0,-0.261654,5.398437,0.000000,0.000000,5.398969,4.704126,3.663499,-1.47746
0.012,0,0,-0.228896,5.399878,0.000000,0.000000,5.400831,4.707176,3.666732,-1.47841
0.013,0,0,-0.158307,5.401150,0.000000,0.000000,5.403159,4.711203,3.670847,-1.47840
0.014,0,0,-0.087717,5.402422,0.000000,0.000000,5.405665,4.715230,3.674962,-1.48019
0.015,0,0,-0.017128,5.403695,0.000000,0.000000,5.408544,4.719256,3.679077,-1.47879
0.016,0,0,0.055627,5.404934,0.000000,0.000000,5.411565,4.722803,3.681547,-1.47819
0.017,0,0,0.135164,5.406070,0.000000,0.000000,5.414880,4.724843,3.678863,-1.47908
0.018,0,0,0.214702,5.407207,0.000000,0.000000,5.418309,4.726884,3.676180,-1.47845
0.019,0,0,0.294239,5.408343,0.000000,0.000000,5.421974,4.728924,3.673496,-1.47725
0.020,0,0,0.373852,5.409385,0.000000,0.000000,5.425724,4.729923,3.673014,-1.47849
0.021,0,0,0.453699,5.410127,0.000000,0.000000,5.429653,4.727660,3.679430,-1.47884
0.022,0,0,0.533547,5.410870,0.000000,0.000000,5.433633,4.725396,3.685847,-1.48013
0.023,0,0,0.613395,5.411612,0.000000,0.000000,5.437719,4.723132,3.692263,-1.47909
0.024,0,0,0.688638,5.412375,0.000000,0.000000,5.441821,4.720928,3.697718,-1.48105
0.025,0,0,0.749457,5.413203,0.000000,0.000000,5.445953,4.718908,3.700164,-1.47659
0.026,0,0,0.810276,5.414031,0.000000,0.000000,5.450076,4.716888,3.702609,-1.47986
0.027,0,0,0.871095,5.414858,0.000000,0.000000,5.454178,4.714869,3.705055,-1.47745
0.028,0,0,0.930956,5.415677,0.000000,0.000000,5.458264,4.713066,3.707643,-1.48187
0.029,0,0,0.987817,5.416465,0.000000,0.000000,5.462317,4.711940,3.710680,-1.48127
0.030,0,0,1.044677,5.417254,0.000000,0.000000,5.466352,4.710815,3.713717,-1.47840
0.031,0,0,1.101538,5.418042,0.000000,0.000000,5.470349,4.709690,3.716754,-1.47927
0.032,0,0,1.158450,5.418893,0.000000,0.000000,5.474319,4.710343,3.722574,-1.47733
0.033,0,0,1.215523,5.419940,0.000000,0.000000,5.478228,4.716568,3.737109,-1.47870
0.034,0,0,1.272597,5.420987,0.000000,0.000000,5.482096,4.722793,3.751644,-1.47786
0.035,0,0,1.329671,5.422034,0.000000,0.000000,5.485878,4.729017,3.766179,-1.47880
0.036,0,0,1.387560,5.423054,0.000000,0.000000,5.489609,4.733690,3.781255,-1.47987
0.037,0,0,1.447999,5.423992,0.000000,0.000000,5.493235,4.733500,3.798026,-1.47876
0.038,0,0,1.508438,5.424930,0.000000,0.000000,5.496802,4.733311,3.814797,-1.48005
0.039,0,0,1.568877,5.425867,0.000000,0.000000,5.500250,4.733121,3.831568,-1.47868
0.040,0,0,1.630790,5.426844,0.992461,0.000000,5.503625,4.732923,3.846523,-1.47847
0.041,0,1,1.697318,5.427944,4.055611,0.000000,5.506851,4.732698,3.855787,-1.47983
0.042,0,1,1.763847,5.429044,6.126361,0.000000,5.509981,4.732473,3.865051,-1.47910
0.043,0,1,1.830376,5.430144,6.126551,0.000000,5.512912,4.732248,3.874315,-1.48026
0.044,0,1,1.892455,5.431237,6.126136,0.000000,5.515716,4.731586,3.881203,-1.48000
0.045,0,1,1.940595,5.432309,6.124460,0.000000,5.518257,4.729553,3.880649,-1.47953
0.046,0,1,1.988736,5.433381,6.122151,0.000000,5.520648,4.727520,3.880096,-1.47996
0.047,0,1,2.036877,5.434452,6.118523,0.000000,5.522731,4.725488,3.879542,-1.48107
0.048,0,1,2.077907,5.435516,6.114440,0.000000,5.524660,4.723174,3.881302,-1.48044
0.049,0,1,2.096668,5.436556,6.109409,0.000000,5.526268,4.719981,3.890307,-1.47996
0.050,0,1,2.115428,5.437596,6.104293,0.000000,5.527719,4.716787,3.899313,-1.47880
0.051,0,1,2.134189,5.438635,6.098998,0.000000,5.528843,4.713594,3.908319,-1.47888
0.052,0,1,2.142900,5.439708,6.094076,0.000000,5.529797,4.711445,3.915820,-1.48262
0.053,0,1,2.120134,5.440886,6.089930,0.000000,5.530397,4.712570,3.918612,-1.47926
0.054,0,1,2.097367,5.442062,6.086767,0.000000,5.530811,4.713694,3.921403,-1.47919
0.055,0,1,2.074601,5.443240,6.085658,0.000000,5.530839,4.714818,3.924194,-1.48275
0.056,0,1,2.043482,5.444325,6.085866,0.000000,5.530680,4.715930,3.927223,-1.47960
0.057,0,1,1.986202,5.445123,6.088825,0.000000,5.530128,4.717007,3.930996,-1.47546
0.058,0,1,1.928922,5.445921,6.091983,0.000000,5.529390,4.718084,3.934769,-1.47822
0.059,0,1,1.871642,5.446720,6.095557,0.000000,5.528267,4.719161,3.938542,-1.48149
0.060,0,1,1.811908,5.447495,6.098126,0.000000,5.526957,4.719732,3.941940,-1.47901
0.061,0,1,1.744487,5.448195,6.098596,0.000000,5.525258,4.718722,3.944161,-1.47907
0.062,0,1,1.677067,5.448896,6.098315,0.000000,5.523371,4.717711,3.946383,-1.47925
0.063,0,1,1.609647,5.449597,6.096469,0.000000,5.521090,4.716701,3.948605,-1.47735
0.064,0,1,1.540617,5.450240,6.094440,0.000000,5.518620,4.715334,3.946846,-1.47933
0.065,0,1,1.466546,5.450697,6.092030,0.000000,5.515757,4.712852,3.932618,-1.47911
0.066,0,1,1.392475,5.451156,6.089544,0.000000,5.512705,4.710369,3.918390,-1.47502
0.067,0,1,1.318403,5.451614,6.086900,0.000000,5.509263,4.707887,3.904162,-1.47665
0.068,0,1,1.243342,5.452005,6.084228,0.000000,5.505638,4.705900,3.895289,-1.47830
0.069,0,1,1.165178,5.452189,6.081497,0.000000,5.501634,4.705466,3.903187,-1.48084
0.070,0,1,1.087014,5.452372,6.079108,0.000000,5.497460,4.705033,3.911085,-1.47918
0.071,0,1,1.008850,5.452556,6.077431,0.000000,5.492934,4.704599,3.918983,-1.47975
0.072,0,1,0.925133,5.452680,6.076323,0.000000,5.488247,4.704287,3.921985,-1.48078
0.073,0,1,0.824024,5.452619,6.076402,0.000000,5.483224,4.704354,3.909651,-1.47690
0.074,0,1,0.722914,5.452559,6.076226,0.000000,5.478045,4.704421,3.897316,-1.47879
0.075,0,1,0.621805,5.452497,6.075520,0.000000,5.472540,4.704488,3.884982,-1.47902
0.076,0,1,0.513150,5.452406,6.073908,0.000000,5.466896,4.703617,3.874431,-1.47787
0.077,0,1,0.380860,5.452219,6.070406,0.000000,5.460957,4.699806,3.869464,-1.47969
0.078,0,1,0.248570,5.452031,6.067465,0.000000,5.454896,4.695995,3.864498,-1.47928
0.079,0,1,0.116280,5.451843,6.065691,0.000000,5.448584,4.692184,3.859532,-1.47850
0.080,0,1,-0.022314,5.451571,6.065840,0.000000,5.442166,4.688189,3.856430,-1.47905
0.081,0,1,-0.180651,5.451038,6.070002,0.000000,5.435528,4.683618,3.859170,-1.48001
0.082,0,1,-0.338988,5.450504,6.074284,0.000000,5.428798,4.679048,3.861910,-1.47787
0.083,0,1,-0.497326,5.449971,6.078814,0.000000,5.421876,4.674477,3.864649,-1.47799
0.084,0,1,-0.656524,5.449327,6.081428,0.000000,5.414882,4.670837,3.866857,-1.47815
0.085,0,1,-0.818420,5.448338,6.080040,0.000000,5.407736,4.670117,3.867398,-1.47933
0.086,0,1,-0.980316,5.447349,6.077701,0.000000,5.400536,4.669396,3.867939,-1.48092
0.087,0,1,-1.142213,5.446360,6.073373,0.000000,5.393222,4.668675,3.868480,-1.47971
0.088,0,1,-1.299008,5.445292,6.069603,0.000000,5.385868,4.668159,3.869259,-1.47900
0.089,0,1,-1.439829,5.443977,6.066997,0.000000,5.378425,4.668283,3.870785,-1.47822
0.090,0,1,-1.580650,5.442662,6.065090,0.000000,5.370950,4.668408,3.872310,-1.47719
0.091,0,1,-1.721471,5.441348,6.064645,0.000000,5.363409,4.668533,3.873836,-1.47922
0.092,0,1,-1.856229,5.439944,6.064605,0.000000,5.355846,4.668298,3.876674,-1.47894
0.093,0,1,-1.971996,5.438260,6.065408,0.000000,5.348240,4.666938,3.883626,-1.47882
0.094,0,1,-2.087763,5.436577,6.066082,0.000000,5.340623,4.665578,3.890578,-1.47913
0.095,0,1,-2.203531,5.434894,6.066491,0.000000,5.332984,4.664219,3.897530,-1.47949
0.096,0,1,-2.314324,5.433110,6.066339,0.000000,5.325342,4.661508,3.905487,-1.47672
0.097,0,1,-2.409537,5.431011,6.065017,0.000000,5.317691,4.654564,3.916594,-1.47939
0.098,0,1,-2.504750,5.428912,6.063457,0.000000,5.310045,4.647621,3.927700,-1.47721
0.099,0,1,-2.599964,5.426813,6.061401,0.000000,5.302406,4.640677,3.938807,-1.47692
0.100,0,1,-2.695915,5.424628,6.059610,0.000000,5.294778,4.633262,3.948878,-1.47966
0.101,0,1,-2.794179,5.422175,6.058372,0.000000,5.287171,4.624364,3.955706,-1.47992
0.102,0,1,-2.892442,5.419723,6.057745,0.000000,5.279580,4.615467,3.962534,-1.47814
0.103,0,1,-2.990705,5.417270,6.058397,0.000000,5.272021,4.606570,3.969362,-1.47910
0.104,0,1,-3.092359,5.414783,6.059823,0.000000,5.264489,4.600736,3.975427,-1.47949
0.105,0,1,-3.204632,5.412189,6.062867,0.000000,5.257011,4.604496,3.979104,-1.47890
0.106,0,1,-3.316904,5.409594,6.066208,0.000000,5.249576,4.608256,3.982780,-1.47932
0.107,0,1,-3.429177,5.407000,6.070172,0.000000,5.242229,4.612017,3.986456,-1.47901
0.108,0,1,-3.542442,5.404307,6.073863,0.000000,5.234940,4.614815,3.987642,-1.47817
0.109,0,1,-3.658812,5.401307,6.076986,0.000000,5.227774,4.614600,3.981032,-1.48026
0.110,0,1,-3.775183,5.398306,6.079660,0.000000,5.220681,4.614385,3.974422,-1.47974
0.111,0,1,-3.891553,5.395306,6.081400,0.000000,5.213740,4.614170,3.967811,-1.48002
0.112,0,1,-4.003305,5.392239,6.082662,0.000000,5.206890,4.612821,3.960640,-1.47870
0.113,0,1,-4.100590,5.388959,6.082927,0.000000,5.200227,4.607917,3.951712,-1.47998
0.114,0,1,-4.197875,5.385680,6.082847,0.000000,5.193676,4.603014,3.942785,-1.47815
0.115,0,1,-4.295159,5.382401,6.082045,0.000000,5.187356,4.598111,3.933856,-1.47778
0.116,0,1,-4.382098,5.379046,6.081067,0.000000,5.181166,4.592760,3.926211,-1.48091
0.117,0,1,-4.436628,5.375456,6.079722,0.000000,5.175246,4.586005,3.922582,-1.47936
0.118,0,1,-4.491159,5.371865,6.078347,0.000000,5.169464,4.579249,3.918952,-1.47691
0.119,0,1,-4.545690,5.368275,6.076906,0.000000,5.163972,4.572494,3.915323,-1.48290
0.120,0,1,-4.590023,5.364697,6.075606,0.000000,5.158621,4.565713,3.913140,-1.47813
0.121,0,1,-4.602410,5.361160,6.074601,0.000000,5.153564,4.558851,3.915483,-1.47896
0.122,0,1,-4.614798,5.357622,6.074071,0.000000,5.148657,4.551989,3.917827,-1.47905
0.123,0,1,-4.627186,5.354084,6.074533,0.000000,5.144060,4.545127,3.920171,-1.48013
0.124,0,1,-4.632031,5.350535,6.075644,0.000000,5.139623,4.536139,3.921196,-1.47827
0.125,0,1,-4.613254,5.346951,6.078114,0.000000,5.135518,4.520495,3.918088,-1.48010
0.126,0,1,-4.594475,5.343368,6.080490,0.000000,5.131576,4.504851,3.914980,-1.48000
0.127,0,1,-4.575697,5.339784,6.082669,0.000000,5.127973,4.489207,3.911872,-1.47927
0.128,0,1,-4.554817,5.336241,6.084028,0.000000,5.124530,4.477258,3.909123,-1.47499
0.129,0,1,-4.527352,5.332826,6.083676,0.000000,5.121419,4.476881,3.907496,-1.47908
0.130,0,1,-4.499887,5.329411,6.083040,0.000000,5.118465,4.476503,3.905869,-1.47950
0.131,0,1,-4.472422,5.325996,6.081812,0.000000,5.115836,4.476126,3.904242,-1.47973
0.132,0,1,-4.446342,5.322557,6.080936,0.000000,5.113360,4.475459,3.902529,-1.47947
0.133,0,1,-4.424601,5.319046,6.080793,0.000000,5.111204,4.473887,3.900546,-1.47962
0.134,0,1,-4.402860,5.315536,6.080470,0.000000,5.109197,4.472315,3.898563,-1.47507
0.135,0,1,-4.381119,5.312024,6.079771,0.000000,5.107502,4.470744,3.896579,-1.47955
0.136,0,1,-4.356767,5.308527,6.078223,0.000000,5.105953,4.471529,3.894259,-1.47936
0.137,0,1,-4.324235,5.305074,6.074903,0.000000,5.104711,4.479698,3.890886,-1.47976
0.138,0,1,-4.291703,5.301621,6.070936,0.000000,5.103611,4.487866,3.887512,-1.47860
0.139,0,1,-4.259172,5.298169,6.065616,0.000000,5.102811,4.496035,3.884138,-1.48015
0.140,0,1,-4.221637,5.294744,5.079973,0.000000,5.102148,4.504207,3.881160,-1.48008
0.141,0,0,-4.168429,5.291410,2.048963,0.000000,5.101773,4.512389,3.879422,-1.47849
0.142,0,0,-4.115222,5.288076,0.000000,0.000000,5.101528,4.520571,3.877684,-1.48008
0.143,0,0,-4.062015,5.284742,0.000000,0.000000,5.101553,4.528753,3.875946,-1.47891
0.144,0,0,-3.999977,5.281414,0.000000,0.000000,5.101705,4.537708,3.874716,-1.48157
0.145,0,0,-3.910277,5.278104,0.000000,0.000000,5.102117,4.549084,3.875077,-1.47823
0.146,0,0,-3.820577,5.274794,0.000000,0.000000,5.102653,4.560459,3.875439,-1.47692
0.147,0,0,-3.730877,5.271484,0.000000,0.000000,5.103448,4.571835,3.875800,-1.47931
0.148,0,0,-3.635294,5.268270,0.000000,0.000000,5.104359,4.580934,3.875573,-1.47939
0.149,0,0,-3.521285,5.265360,0.000000,0.000000,5.105509,4.582902,3.873503,-1.47882
0.150,0,0,-3.407277,5.262451,0.000000,0.000000,5.106758,4.584871,3.871432,-1.47834
0.151,0,0,-3.293268,5.259541,0.000000,0.000000,5.108215,4.586839,3.869362,-1.47800
0.152,0,0,-3.177985,5.256717,0.000000,0.000000,5.109759,4.588180,3.869041,-1.48201
0.153,0,0,-3.058711,5.254163,0.000000,0.000000,5.111486,4.587556,3.874200,-1.47824
0.154,0,0,-2.939437,5.251608,0.000000,0.000000,5.113292,4.586932,3.879360,-1.47830
0.155,0,0,-2.820163,5.249054,0.000000,0.000000,5.115264,4.586308,3.884519,-1.47857
0.156,0,0,-2.703550,5.246529,0.000000,0.000000,5.117306,4.586782,3.888588,-1.47813
0.157,0,0,-2.595271,5.244090,0.000000,0.000000,5.119492,4.590692,3.889238,-1.48030
0.158,0,0,-2.486992,5.241652,0.000000,0.000000,5.121727,4.594603,3.889888,-1.47921
0.159,0,0,-2.378712,5.239213,0.000000,0.000000,5.124065,4.598514,3.890539,-1.47936
0.160,0,0,-2.274125,5.236772,0.000000,0.000000,5.126426,4.602647,3.890644,-1.47864
0.161,0,0,-2.181102,5.234322,0.000000,0.000000,5.128835,4.607477,3.889040,-1.47821
0.162,0,0,-2.088079,5.231872,0.000000,0.000000,5.131248,4.612307,3.887437,-1.47723
0.163,0,0,-1.995056,5.229422,0.000000,0.000000,5.133670,4.617136,3.885834,-1.47598
0.164,0,0,-1.903450,5.227025,0.000000,0.000000,5.136088,4.621750,3.884521,-1.48050
0.165,0,0,-1.816283,5.224795,0.000000,0.000000,5.138497,4.625688,3.884119,-1.47925
0.166,0,0,-1.729117,5.222565,0.000000,0.000000,5.140891,4.629626,3.883716,-1.47925
0.167,0,0,-1.641950,5.220335,0.000000,0.000000,5.143251,4.633564,3.883314,-1.48340
0.168,0,0,-1.554523,5.218204,0.000000,0.000000,5.145582,4.637124,3.883637,-1.47905
0.169,0,0,-1.466284,5.216384,0.000000,0.000000,5.147849,4.639497,3.886234,-1.47951
0.170,0,0,-1.378044,5.214564,0.000000,0.000000,5.150077,4.641870,3.888831,-1.47984
0.171,0,0,-1.289804,5.212744,0.000000,0.000000,5.152225,4.644243,3.891428,-1.47816
0.172,0,0,-1.202164,5.210943,0.000000,0.000000,5.154334,4.647130,3.893758,-1.47850
0.173,0,0,-1.116403,5.209201,0.000000,0.000000,5.156360,4.651628,3.895252,-1.48071
0.174,0,0,-1.030642,5.207458,0.000000,0.000000,5.158345,4.656127,3.896746,-1.47961
0.175,0,0,-0.944881,5.205717,0.000000,0.000000,5.160245,4.660626,3.898240,-1.47957
0.176,0,0,-0.860358,5.204080,0.000000,0.000000,5.162100,4.664909,3.899717,-1.47861
0.177,0,0,-0.779713,5.202775,0.000000,0.000000,5.163858,4.668519,3.901140,-1.47975
0.178,0,0,-0.699068,5.201469,0.000000,0.000000,5.165565,4.672129,3.902563,-1.47840
0.179,0,0,-0.618422,5.200164,0.000000,0.000000,5.167165,4.675739,3.903986,-1.47872
0.180,0,0,-0.544021,5.198933,0.000000,0.000000,5.168711,4.678656,3.904643,-1.47842
0.181,0,0,-0.489174,5.197937,0.000000,0.000000,5.170145,4.679399,3.902899,-1.47911
0.182,0,0,-0.434328,5.196940,0.000000,0.000000,5.171527,4.680144,3.901155,-1.48113
0.183,0,0,-0.379482,5.195943,0.000000,0.000000,5.172802,4.680888,3.899411,-1.47980
0.184,0,0,-0.330742,5.195014,0.000000,0.000000,5.174042,4.681256,3.897180,-1.47823
0.185,0,0,-0.301126,5.194294,0.000000,0.000000,5.175208,4.680445,3.893421,-1.47898
0.186,0,0,-0.271509,5.193575,0.000000,0.000000,5.176356,4.679635,3.889663,-1.47864
0.187,0,0,-0.241893,5.192856,0.000000,0.000000,5.177470,4.678824,3.885905,-1.48018
0.188,0,0,-0.217298,5.192175,0.000000,0.000000,5.178577,4.678478,3.883163,-1.47724
0.189,0,0,-0.208430,5.191613,0.000000,0.000000,5.179672,4.679590,3.883605,-1.48013
0.190,0,0,-0.199561,5.191051,0.000000,0.000000,5.180770,4.680702,3.884047,-1.47900
0.191,0,0,-0.190692,5.190489,0.000000,0.000000,5.181875,4.681814,3.884489,-1.47989
0.192,0,0,-0.182631,5.190013,0.000000,0.000000,5.183002,4.682580,3.884882,-1.47925
0.193,0,0,-0.177097,5.189809,0.000000,0.000000,5.184176,4.682262,3.885119,-1.47941
0.194,0,0,-0.171564,5.189605,0.000000,0.000000,5.185393,4.681944,3.885356,-1.48112
0.195,0,0,-0.166031,5.189400,0.000000,0.000000,5.186699,4.681626,3.885593,-1.48054
0.196,0,0,-0.155786,5.189279,0.000000,0.000000,5.188057,4.683198,3.885485,-1.47867
0.197,0,0,-0.130784,5.189416,0.000000,0.000000,5.189524,4.690692,3.884295,-1.47936
0.198,0,0,-0.105783,5.189554,0.000000,0.000000,5.191053,4.698187,3.883105,-1.47794
0.199,0,0,-0.080781,5.189692,0.000000,0.000000,5.192710,4.705681,3.881916,-1.47955
0.200,0,0,-0.051673,5.189905,0.000000,0.000000,5.194444,4.712097,3.881002,-1.47867
0.201,0,0,-0.009701,5.190353,0.000000,0.000000,5.196340,4.715136,3.880957,-1.47914
0.202,0,0,0.032270,5.190800,0.000000,0.000000,5.198325,4.718174,3.880911,-1.47800
0.203,0,0,0.074242,5.191248,0.000000,0.000000,5.200499,4.721213,3.880865,-1.47846
0.204,0,0,0.120489,5.191749,0.000000,0.000000,5.202765,4.723834,3.880329,-1.47731
0.205,0,0,0.180129,5.192420,0.000000,0.000000,5.205222,4.725146,3.878262,-1.47936
0.206,0,0,0.239768,5.193091,0.000000,0.000000,5.207763,4.726459,3.876194,-1.47538
0.207,0,0,0.299408,5.193762,0.000000,0.000000,5.210480,4.727771,3.874127,-1.48016
0.208,0,0,0.358847,5.194424,0.000000,0.000000,5.213263,4.728197,3.871966,-1.47741
0.209,0,0,0.417662,5.195059,0.000000,0.000000,5.216185,4.725844,3.869514,-1.47785
0.210,0,0,0.476477,5.195694,0.000000,0.000000,5.219153,4.723492,3.867061,-1.48085
0.211,0,0,0.535292,5.196329,0.000000,0.000000,5.222215,4.721139,3.864608,-1.48039
0.212,0,0,0.594988,5.196962,0.000000,0.000000,5.225307,4.720142,3.863318,-1.48036
0.213,0,0,0.657444,5.197592,0.000000,0.000000,5.228458,4.723388,3.865669,-1.47819
0.214,0,0,0.719899,5.198223,0.000000,0.000000,5.231623,4.726635,3.868021,-1.47726
0.215,0,0,0.782355,5.198853,0.000000,0.000000,5.234815,4.729881,3.870372,-1.47835
0.216,0,0,0.842686,5.199513,0.000000,0.000000,5.237998,4.732027,3.872005,-1.47941
0.217,0,0,0.896363,5.200270,0.000000,0.000000,5.241163,4.730729,3.871388,-1.47953
0.218,0,0,0.950039,5.201026,0.000000,0.000000,5.244302,4.729430,3.870770,-1.47888
0.219,0,0,1.003716,5.201782,0.000000,0.000000,5.247385,4.728131,3.870153,-1.47873
0.220,0,0,1.055069,5.202542,0.000000,0.000000,5.250437,4.727169,3.869664,-1.48041
0.221,0,0,1.099144,5.203315,0.000000,0.000000,5.253428,4.727258,3.869574,-1.47706
0.222,0,0,1.143219,5.204087,0.000000,0.000000,5.256396,4.727346,3.869483,-1.47830
0.223,0,0,1.187294,5.204860,0.000000,0.000000,5.259314,4.727436,3.869393,-1.47779
0.224,0,0,1.229055,5.205702,0.000000,0.000000,5.262208,4.726607,3.869122,-1.47891
0.225,0,0,1.263566,5.206765,0.000000,0.000000,5.265053,4.722907,3.868284,-1.47972
0.226,0,0,1.298077,5.207828,0.000000,0.000000,5.267875,4.719206,3.867445,-1.47952
0.227,0,0,1.332588,5.208890,0.000000,0.000000,5.270645,4.715506,3.866607,-1.47934
0.228,0,0,1.364357,5.209992,0.000000,0.000000,5.273398,4.713473,3.865384,-1.47783
0.229,0,0,1.387535,5.211221,0.000000,0.000000,5.276114,4.716665,3.862957,-1.47917
0.230,0,0,1.410714,5.212449,0.000000,0.000000,5.278819,4.719857,3.860530,-1.47916
0.231,0,0,1.433893,5.213677,0.000000,0.000000,5.281503,4.723050,3.858104,-1.47792
0.232,0,0,1.457531,5.214915,0.000000,0.000000,5.284179,4.725380,3.856483,-1.47842
0.233,0,0,1.482607,5.216184,0.000000,0.000000,5.286841,4.725014,3.857391,-1.47923
0.234,0,0,1.507683,5.217453,0.000000,0.000000,5.289496,4.724647,3.858298,-1.47972
0.235,0,0,1.532759,5.218722,0.000000,0.000000,5.292135,4.724280,3.859206,-1.47953
0.236,0,0,1.557997,5.220004,0.000000,0.000000,5.294760,4.724180,3.859923,-1.47935
0.237,0,0,1.583742,5.221325,0.000000,0.000000,5.297359,4.724914,3.860045,-1.48010
0.238,0,0,1.609486,5.222646,0.000000,0.000000,5.299941,4.725648,3.860167,-1.47916
0.239,0,0,1.635230,5.223967,0.000000,0.000000,5.302489,4.726382,3.860289,-1.47877
0.240,0,0,1.661933,5.225343,0.000000,0.000000,5.305027,4.727297,3.860712,-1.47837
0.241,0,0,1.691641,5.226893,0.000000,0.000000,5.307540,4.728780,3.862077,-1.47725
0.242,0,0,1.721349,5.228443,0.000000,0.000000,5.310046,4.730262,3.863442,-1.47992
0.243,0,0,1.751057,5.229993,0.000000,0.000000,5.312533,4.731744,3.864807,-1.47861
0.244,0,0,1.779504,5.231555,0.000000,0.000000,5.315004,4.732854,3.866410,-1.47801
0.245,0,0,1.803999,5.233153,0.000000,0.000000,5.317440,4.732800,3.868757,-1.47842
0.246,0,0,1.828494,5.234751,0.000000,0.000000,5.319850,4.732746,3.871103,-1.47792
0.247,0,0,1.852989,5.236350,0.000000,0.000000,5.322209,4.732692,3.873450,-1.48472
0.248,0,0,1.874680,5.237944,0.000000,0.000000,5.324543,4.733023,3.874573,-1.47971
0.249,0,0,1.887586,5.239528,0.000000,0.000000,5.326825,4.734561,3.871865,-1.47932
0.250,0,0,1.900493,5.241111,0.000000,0.000000,5.329084,4.736099,3.869157,-1.47856
0.251,0,0,1.913400,5.242695,0.000000,0.000000,5.331295,4.737637,3.866448,-1.47968
0.252,0,0,1.925323,5.244301,0.000000,0.000000,5.333479,4.739396,3.864110,-1.47729
0.253,0,0,1.934165,5.245978,0.000000,0.000000,5.335608,4.741848,3.862930,-1.47988
0.254,0,0,1.943006,5.247656,0.000000,0.000000,5.337704,4.744299,3.861751,-1.47955
0.255,0,0,1.951847,5.249333,0.000000,0.000000,5.339733,4.746751,3.860572,-1.47807
0.256,0,0,1.956568,5.251065,0.000000,0.000000,5.341730,4.748387,3.859581,-1.47981
0.257,0,0,1.948379,5.252968,0.000000,0.000000,5.343661,4.747470,3.859183,-1.47980
0.258,0,0,1.940191,5.254870,0.000000,0.000000,5.345568,4.746552,3.858784,-1.48021
0.259,0,0,1.932003,5.256772,0.000000,0.000000,5.347426,4.745635,3.858386,-1.47944
0.260,0,0,1.924163,5.258659,0.000000,0.000000,5.349271,4.745831,3.858308,-1.47989
0.261,0,0,1.917413,5.260499,0.000000,0.000000,5.351091,4.749514,3.859232,-1.47968
0.262,0,0,1.910662,5.262340,0.000000,0.000000,5.352905,4.753198,3.860156,-1.47974
0.263,0,0,1.903912,5.264180,0.000000,0.000000,5.354703,4.756881,3.861080,-1.47881
0.264,0,0,1.897236,5.266027,0.000000,0.000000,5.356486,4.759977,3.861696,-1.47864
0.265,0,0,1.890791,5.267898,0.000000,0.000000,5.358236,4.761235,3.861346,-1.47758
0.266,0,0,1.884346,5.269768,0.000000,0.000000,5.359957,4.762493,3.860996,-1.47822
0.267,0,0,1.877901,5.271637,0.000000,0.000000,5.361620,4.763751,3.860647,-1.47672
0.268,0,0,1.873549,5.273480,0.000000,0.000000,5.363251,4.764284,3.859441,-1.47794
0.269,0,0,1.875752,5.275235,0.000000,0.000000,5.364814,4.762547,3.855551,-1.48090
0.270,0,0,1.877955,5.276991,0.000000,0.000000,5.366340,4.760809,3.851662,-1.47830
0.271,0,0,1.880158,5.278746,0.000000,0.000000,5.367786,4.759072,3.847773,-1.47990
0.272,0,0,1.883763,5.280485,0.000000,0.000000,5.369175,4.756850,3.844847,-1.47896
0.273,0,0,1.891757,5.282168,0.000000,0.000000,5.370444,4.753107,3.844941,-1.47960
0.274,0,0,1.899752,5.283853,0.000000,0.000000,5.371628,4.749365,3.845034,-1.47811
0.275,0,0,1.907746,5.285536,0.000000,0.000000,5.372634,4.745623,3.845128,-1.47845
0.276,0,0,1.912915,5.287159,0.000000,0.000000,5.373529,4.742656,3.845169,-1.47876
0.277,0,0,1.909231,5.288592,0.000000,0.000000,5.374193,4.742117,3.845046,-1.47869
0.278,0,0,1.905548,5.290024,0.000000,0.000000,5.374723,4.741579,3.844923,-1.48016
0.279,0,0,1.901865,5.291456,0.000000,0.000000,5.374974,4.741040,3.844800,-1.47866
0.280,0,0,1.895681,5.292797,0.000000,0.000000,5.375067,4.741101,3.844288,-1.47775
