"Time","61 right DS","60 left DS","37a CoMy (cm)","37 CoMy (cm)","v5 L COP","v4 R COP","v3 xCoM","35 FRy (cm)","30 HRy (cm)","3 Platform"
0.944,0,0,0.267708,5.006925,0.000000,0.000000,5.020586,4.595353,3.599233,-1.47904
0.945,0,0,0.357130,5.007329,0.000000,0.000000,5.024760,4.596702,3.598075,-1.47905
0.946,0,0,0.446552,5.007732,0.000000,0.000000,5.028971,4.598051,3.596917,-1.47841
0.947,0,0,0.535974,5.008136,0.000000,0.000000,5.033257,4.599400,3.595759,-1.47937
0.948,0,0,0.623418,5.008598,0.000000,0.000000,5.037560,4.600084,3.595141,-1.47916
0.949,0,0,0.704669,5.009243,0.000000,0.000000,5.041893,4.598689,3.596214,-1.48024
0.950,0,0,0.785920,5.009886,0.000000,0.000000,5.046221,4.597294,3.597287,-1.47913
0.951,0,0,0.867171,5.010530,0.000000,0.000000,5.050537,4.595899,3.598359,-1.47928
0.952,0,0,0.947002,5.011185,0.000000,0.000000,5.054834,4.594557,3.598486,-1.47944
0.953,0,0,1.022382,5.011874,0.000000,0.000000,5.059091,4.593386,3.595648,-1.47994
0.954,0,0,1.097762,5.012562,0.000000,0.000000,5.063320,4.592214,3.592811,-1.47803
0.955,0,0,1.173141,5.013250,0.000000,0.000000,5.067490,4.591043,3.589973,-1.47848
0.956,0,0,1.246625,5.013998,0.000000,0.000000,5.071624,4.589530,3.587738,-1.47992
0.957,0,0,1.314167,5.014932,0.000000,0.000000,5.075681,4.586954,3.587391,-1.47825
0.958,0,0,1.381709,5.015866,0.000000,0.000000,5.079696,4.584377,3.587044,-1.47860
0.959,0,0,1.449251,5.016800,0.000000,0.000000,5.083623,4.581801,3.586696,-1.47715
0.960,0,0,1.513886,5.017788,0.000000,0.000000,5.087508,4.580118,3.586846,-1.48075
0.961,0,0,1.569418,5.018946,0.000000,0.000000,5.091303,4.581234,3.588554,-1.47978
0.962,0,0,1.624950,5.020103,0.000000,0.000000,5.095053,4.582350,3.590262,-1.47564
0.963,0,0,1.680481,5.021261,0.000000,0.000000,5.098710,4.583466,3.591970,-1.48357
0.964,0,1,1.733264,5.022469,0.959765,0.000000,5.102314,4.583990,3.592883,-1.48130
0.965,0,1,1.777439,5.023835,3.922004,0.000000,5.105812,4.582657,3.591304,-1.47981
0.966,0,1,1.821613,5.025201,5.923418,0.000000,5.109247,4.581324,3.589725,-1.47685
0.967,0,1,1.865788,5.026567,5.920148,0.000000,5.112553,4.579991,3.588146,-1.48110
0.968,0,1,1.908204,5.027911,5.917732,0.000000,5.115783,4.579383,3.587580,-1.48000
0.969,0,1,1.945115,5.029182,5.917095,0.000000,5.118852,4.581046,3.590184,-1.48100
0.970,0,1,1.982025,5.030453,5.916269,0.000000,5.121829,4.582707,3.592789,-1.47936
0.971,0,1,2.018935,5.031724,5.915049,0.000000,5.124613,4.584370,3.595393,-1.47901
0.972,0,1,2.054293,5.033024,5.912670,0.000000,5.127292,4.584604,3.598518,-1.47975
0.973,0,1,2.084791,5.034415,5.907877,0.000000,5.129750,4.580365,3.603273,-1.47982
0.974,0,1,2.115289,5.035805,5.903095,0.000000,5.132088,4.576127,3.608029,-1.47794
0.975,0,1,2.145787,5.037196,5.898336,0.000000,5.134173,4.571888,3.612784,-1.47943
0.976,0,1,2.172877,5.038563,5.894881,0.000000,5.136120,4.568732,3.617228,-1.47968
0.977,0,1,2.189296,5.039858,5.894146,0.000000,5.137776,4.568964,3.620697,-1.48002
0.978,0,1,2.205714,5.041153,5.893839,0.000000,5.139279,4.569197,3.624165,-1.47916
0.979,0,1,2.222133,5.042448,5.894427,0.000000,5.140466,4.569430,3.627634,-1.47929
0.980,0,1,2.232796,5.043705,5.894290,0.000000,5.141498,4.569046,3.629915,-1.48022
0.981,0,1,2.225432,5.044847,5.892641,0.000000,5.142205,4.566733,3.628474,-1.47850
0.982,0,1,2.218069,5.045989,5.890631,0.000000,5.142751,4.564421,3.627035,-1.47721
0.983,0,1,2.210705,5.047130,5.887871,0.000000,5.142962,4.562108,3.625595,-1.47934
0.984,0,1,2.196592,5.048258,5.885414,0.000000,5.142997,4.560795,3.624079,-1.47909
0.985,0,1,2.161338,5.049344,5.883590,0.000000,5.142668,4.562615,3.622323,-1.47980
0.986,0,1,2.126085,5.050430,5.882143,0.000000,5.142157,4.564435,3.620568,-1.47884
0.987,0,1,2.090831,5.051516,5.881482,0.000000,5.141266,4.566255,3.618813,-1.47883
0.988,0,1,2.048182,5.052555,5.881091,0.000000,5.140199,4.567802,3.616948,-1.47839
0.989,0,1,1.982369,5.053446,5.881264,0.000000,5.138763,4.568496,3.614740,-1.47904
0.990,0,1,1.916555,5.054337,5.881539,0.000000,5.137160,4.569189,3.612532,-1.47736
0.991,0,1,1.850742,5.055228,5.882031,0.000000,5.135206,4.569882,3.610324,-1.47800
0.992,0,1,1.779987,5.056134,5.882433,0.000000,5.133093,4.570909,3.608168,-1.47678
0.993,0,1,1.693757,5.057088,5.882645,0.000000,5.130647,4.572980,3.606175,-1.47867
0.994,0,1,1.607526,5.058041,5.882524,0.000000,5.128058,4.575051,3.604182,-1.47856
0.995,0,1,1.521296,5.058995,5.881709,0.000000,5.125170,4.577123,3.602189,-1.48026
0.996,0,1,1.430335,5.059908,5.880457,0.000000,5.122161,4.578572,3.602078,-1.47888
0.997,0,1,1.324559,5.060695,5.878296,0.000000,5.118899,4.578075,3.607864,-1.47859
0.998,0,1,1.218783,5.061481,5.876284,0.000000,5.115536,4.577579,3.613651,-1.47985
0.999,0,1,1.113007,5.062268,5.874581,0.000000,5.111963,4.577082,3.619437,-1.47907
1.000,0,1,1.007803,5.063000,5.873608,0.000000,5.108311,4.576407,3.624791,-1.47922
1.001,0,1,0.904389,5.063561,5.874156,0.000000,5.104494,4.575175,3.628792,-1.47968
1.002,0,1,0.800975,5.064123,5.875119,0.000000,5.100616,4.573942,3.632793,-1.47944
1.003,0,1,0.697561,5.064684,5.876948,0.000000,5.096610,4.572710,3.636794,-1.47830
1.004,0,1,0.594521,5.065169,5.878730,0.000000,5.092549,4.570966,3.639396,-1.48141
1.005,0,1,0.492651,5.065411,5.880415,0.000000,5.088374,4.567626,3.637619,-1.47687
1.006,0,1,0.390782,5.065653,5.882077,0.000000,5.084146,4.564285,3.635842,-1.47610
1.007,0,1,0.288913,5.065896,5.883689,0.000000,5.079808,4.560944,3.634065,-1.47933
1.008,0,1,0.189988,5.066074,5.885365,0.000000,5.075429,4.559853,3.632156,-1.48170
1.009,0,1,0.100285,5.066053,5.887168,0.000000,5.070968,4.565807,3.629838,-1.47911
1.010,0,1,0.010583,5.066032,5.888782,0.000000,5.066482,4.571761,3.627521,-1.47777
1.011,0,1,-0.079120,5.066011,5.890000,0.000000,5.061946,4.577715,3.625203,-1.47729
1.012,0,1,-0.168458,5.065981,5.890843,0.000000,5.057395,4.581800,3.623334,-1.47862
1.013,0,1,-0.256655,5.065921,5.890905,0.000000,5.052812,4.580029,3.622874,-1.47975
1.014,0,1,-0.344853,5.065861,5.891142,0.000000,5.048222,4.578258,3.622414,-1.48021
1.015,0,1,-0.433050,5.065801,5.891746,0.000000,5.043620,4.576488,3.621953,-1.47901
1.016,0,1,-0.524320,5.065738,5.893000,0.000000,5.039035,4.568297,3.621025,-1.47954
1.017,0,1,-0.625214,5.065662,5.895613,0.000000,5.034486,4.539997,3.618629,-1.47930
1.018,0,1,-0.726107,5.065587,5.898077,0.000000,5.029978,4.511697,3.616234,-1.47945
1.019,0,1,-0.827000,5.065511,5.900229,0.000000,5.025558,4.483397,3.613838,-1.48000
1.020,0,1,-0.926680,5.065344,5.901398,0.000000,5.021191,4.464078,3.612632,-1.47856
1.021,0,1,-1.022559,5.064894,5.900516,0.000000,5.016938,4.472888,3.615151,-1.47833
1.022,0,1,-1.118438,5.064444,5.899295,0.000000,5.012737,4.481698,3.617670,-1.47869
1.023,0,1,-1.214317,5.063994,5.897368,0.000000,5.008648,4.490508,3.620188,-1.47993
1.024,0,1,-1.306683,5.063434,5.895937,0.000000,5.004604,4.496849,3.623098,-1.47870
1.025,0,1,-1.388043,5.062531,5.895541,0.000000,5.000655,4.495453,3.627232,-1.47911
1.026,0,1,-1.469403,5.061628,5.895442,0.000000,4.996746,4.494058,3.631365,-1.47995
1.027,0,1,-1.550764,5.060725,5.895962,0.000000,4.992922,4.492663,3.635499,-1.47747
1.028,0,1,-1.623064,5.059755,5.896355,0.000000,4.989139,4.484723,3.636833,-1.47875
1.029,0,1,-1.666988,5.058575,5.896481,0.000000,4.985443,4.456279,3.629398,-1.48008
1.030,0,1,-1.710912,5.057394,5.896351,0.000000,4.981790,4.427836,3.621963,-1.47836
1.031,0,1,-1.754835,5.056213,5.895686,0.000000,4.978223,4.399393,3.614528,-1.47986
1.032,0,1,-1.793305,5.055001,5.894828,0.000000,4.974690,4.371741,3.608396,-1.47983
1.033,0,1,-1.814693,5.053689,5.893566,0.000000,4.971228,4.346572,3.606344,-1.48164
1.034,0,1,-1.836082,5.052377,5.892653,0.000000,4.967792,4.321403,3.604293,-1.48010
1.035,0,1,-1.857470,5.051065,5.892468,0.000000,4.964412,4.296234,3.602242,-1.48079
1.036,0,1,-1.878762,5.049720,5.893086,0.000000,4.961062,4.273998,3.600723,-1.47588
1.037,0,1,-1.899752,5.048273,5.895379,0.000000,4.957774,4.260949,3.600871,-1.47747
1.038,0,1,-1.920743,5.046826,5.897905,0.000000,4.954521,4.247900,3.601019,-1.47886
1.039,0,1,-1.941734,5.045379,5.900920,0.000000,4.951342,4.234852,3.601168,-1.47905
1.040,0,1,-1.963725,5.043875,5.903473,0.000000,4.948192,4.223063,3.601456,-1.47919
1.041,0,1,-1.988848,5.042193,5.905059,0.000000,4.945105,4.215224,3.602185,-1.47802
1.042,0,1,-2.013972,5.040512,5.906202,0.000000,4.942028,4.207384,3.602913,-1.47835
1.043,0,1,-2.039095,5.038830,5.906421,0.000000,4.938974,4.199544,3.603641,-1.47815
1.044,0,1,-2.067108,5.037067,5.906413,0.000000,4.935911,4.192801,3.604715,-1.47874
1.045,0,1,-2.104175,5.035051,5.905931,0.000000,4.932828,4.189495,3.606871,-1.47762
1.046,0,1,-2.141242,5.033034,5.905413,0.000000,4.929723,4.186189,3.609028,-1.47778
1.047,0,1,-2.178308,5.031017,5.904817,0.000000,4.926572,4.182883,3.611185,-1.47841
1.048,0,1,-2.213195,5.028915,5.904355,0.000000,4.923394,4.176270,3.611392,-1.47808
1.049,0,1,-2.241254,5.026550,5.904172,0.000000,4.920161,4.159296,3.605496,-1.47722
1.050,0,1,-2.269313,5.024184,5.904244,0.000000,4.916900,4.142323,3.599600,-1.47807
1.051,0,1,-2.297372,5.021818,5.904849,0.000000,4.913582,4.125349,3.593704,-1.48071
1.052,0,1,-2.323098,5.019438,5.905697,0.000000,4.910232,4.118457,3.589153,-1.47889
1.053,0,1,-2.341519,5.017015,5.907054,0.000000,4.906816,4.143144,3.588816,-1.47910
1.054,0,1,-2.359939,5.014593,5.908106,0.000000,4.903360,4.167831,3.588478,-1.47994
1.055,0,1,-2.378359,5.012170,5.908519,0.000000,4.899823,4.192518,3.588141,-1.48086
1.056,0,1,-2.395920,5.009706,5.908188,0.000000,4.896243,4.211012,3.586636,-1.47783
1.057,0,1,-2.410789,5.007114,5.906305,0.000000,4.892573,4.210109,3.581475,-1.47911
1.058,0,1,-2.425658,5.004523,5.904437,0.000000,4.888864,4.209206,3.576314,-1.47878
1.059,0,1,-2.440527,5.001931,5.902596,0.000000,4.885071,4.208303,3.571154,-1.47767
1.060,0,1,-2.454734,4.999284,5.901356,0.000000,4.881236,4.204456,3.566177,-1.48018
1.061,0,1,-2.466868,4.996462,5.901365,0.000000,4.877313,4.191389,3.561779,-1.47930
1.062,0,1,-2.479003,4.993641,4.945349,0.000000,4.873338,4.178321,3.557380,-1.47956
1.063,0,0,-2.491138,4.990820,1.994663,0.000000,4.869254,4.165254,3.552982,-1.47786
1.064,0,0,-2.506639,4.988005,0.000000,0.000000,4.865108,4.155097,3.550477,-1.48166
1.065,0,0,-2.532689,4.985209,0.000000,0.000000,4.860834,4.154056,3.553905,-1.47858
1.066,0,0,-2.558739,4.982414,0.000000,0.624890,4.856498,4.153016,3.557333,-1.47964
1.067,1,0,-2.584789,4.979618,0.000000,2.553563,4.852034,4.151975,3.560760,-1.47825
1.068,1,0,-2.615298,4.976796,0.000000,3.856055,4.847523,4.149225,3.562825,-1.48072
1.069,1,0,-2.659778,4.973890,0.000000,3.852071,4.842916,4.141121,3.560622,-1.47921
1.070,0,0,-2.704258,4.970984,0.000000,3.225778,4.838289,4.133017,3.558418,-1.47921
1.071,0,0,-2.748738,4.968078,0.000000,1.301090,4.833623,4.124912,3.556215,-1.47880
1.072,0,0,-2.798076,4.965221,0.000000,0.000000,4.828969,4.117533,3.553274,-1.47968
1.073,0,0,-2.862628,4.962519,0.000000,0.000000,4.824341,4.112425,3.548025,-1.47985
1.074,0,0,-2.927179,4.959817,0.000000,0.000000,4.819750,4.107318,3.542776,-1.47497
1.075,0,0,-2.991731,4.957115,0.000000,0.000000,4.815235,4.102210,3.537528,-1.47874
1.076,0,0,-3.056773,4.954393,0.000000,0.000000,4.810777,4.094815,3.529895,-1.47432
1.077,0,0,-3.123349,4.951612,0.000000,0.000000,4.806437,4.080256,3.514796,-1.47873
1.078,0,0,-3.189925,4.948830,0.000000,0.000000,4.802176,4.065697,3.499696,-1.47856
1.079,0,0,-3.256500,4.946048,0.000000,0.000000,4.798083,4.051137,3.484597,-1.47902
1.080,0,0,-3.316471,4.943293,0.000000,0.000000,4.794095,4.036893,3.470669,-1.47809
1.081,0,0,-3.355750,4.940622,0.000000,0.000000,4.790328,4.023635,3.460409,-1.47827
1.082,0,0,-3.395030,4.937950,0.000000,0.000000,4.786685,4.010376,3.450149,-1.47928
1.083,0,0,-3.434309,4.935279,0.000000,0.000000,4.783299,3.997118,3.439889,-1.47947
1.084,0,0,-3.463266,4.932662,0.000000,0.000000,4.780042,3.985665,3.423087,-1.47909
1.085,0,0,-3.459888,4.930215,0.000000,0.000000,4.777055,3.979867,3.385792,-1.47823
1.086,0,0,-3.456510,4.927769,0.000000,0.000000,4.774198,3.974070,3.348496,-1.48029
1.087,0,0,-3.453133,4.925322,0.000000,0.000000,4.771613,3.968272,3.311201,-1.47838
1.088,0,0,-3.442427,4.922872,0.000000,0.000000,4.769160,3.964845,3.274252,-1.48133
1.089,0,0,-3.408768,4.920412,0.000000,0.000000,4.766983,3.968847,3.238387,-1.47938
1.090,0,0,-3.375108,4.917951,0.000000,0.000000,4.764939,3.972848,3.202522,-1.47875
1.091,0,0,-3.341449,4.915490,0.000000,0.000000,4.763177,3.976849,3.166657,-1.47950
1.092,0,0,-3.302656,4.913022,0.000000,0.000000,4.761546,3.973312,3.143272,-1.47734
1.093,0,0,-3.247780,4.910527,0.000000,0.000000,4.760189,3.946161,3.158974,-1.47975
1.094,0,0,-3.192904,4.908033,0.000000,0.000000,4.758946,3.919009,3.174677,-1.47861
1.095,0,0,-3.138027,4.905539,0.000000,0.000000,4.757944,3.891858,3.190380,-1.47707
1.096,0,0,-3.084695,4.903038,0.000000,0.000000,4.757030,3.868412,3.196510,-1.48187
1.097,0,0,-3.036196,4.900517,0.000000,0.000000,4.756302,3.856572,3.172657,-1.47906
1.098,0,0,-2.987698,4.897997,0.000000,0.000000,4.755636,3.844731,3.148803,-1.48100
1.099,0,0,-2.939200,4.895476,0.000000,0.000000,4.755103,3.832891,3.124950,-1.47902
1.100,0,0,-2.891654,4.892899,0.000000,0.000000,4.754617,3.818246,3.105146,-1.47927
1.101,0,0,-2.847092,4.890141,0.000000,0.000000,4.754230,3.794816,3.098025,-1.47887
1.102,0,0,-2.802530,4.887383,0.000000,0.000000,4.753878,3.771387,3.090904,-1.47789
1.103,0,0,-2.757968,4.884626,0.000000,0.000000,4.753595,3.747958,3.083783,-1.47842
1.104,0,0,-2.713270,4.881891,0.000000,0.000000,4.753324,3.729785,3.077439,-1.48348
1.105,0,0,-2.668144,4.879228,0.000000,0.000000,4.753079,3.728076,3.073529,-1.48002
1.106,0,0,-2.623019,4.876565,0.000000,0.000000,4.752834,3.726367,3.069619,-1.48160
1.107,0,0,-2.577893,4.873901,0.000000,0.000000,4.752588,3.724658,3.065709,-1.47869
1.108,0,0,-2.533858,4.871325,0.000000,0.000000,4.752349,3.722944,3.067601,-1.48289
1.109,0,0,-2.493237,4.869022,0.000000,0.000000,4.752123,3.721213,3.087666,-1.47974
1.110,0,0,-2.452616,4.866718,0.000000,0.000000,4.751911,3.719482,3.107732,-1.47809
1.111,0,0,-2.411996,4.864415,0.000000,0.000000,4.751729,3.717751,3.127797,-1.47935
1.112,0,0,-2.369434,4.862138,0.000000,0.000000,4.751560,3.717408,3.147619,-1.47881
1.113,0,0,-2.320792,4.859947,0.000000,0.000000,4.751416,3.721409,3.166682,-1.47930
1.114,0,0,-2.272149,4.857757,0.000000,0.000000,4.751281,3.725411,3.185744,-1.48132
1.115,0,0,-2.223507,4.855566,0.000000,0.000000,4.751164,3.729412,3.204806,-1.47780
1.116,0,0,-2.174280,4.853309,0.000000,0.000000,4.751049,3.733460,3.221645,-1.47805
1.117,0,0,-2.123221,4.850847,0.000000,0.000000,4.750937,3.737650,3.231523,-1.47946
1.118,0,0,-2.072162,4.848384,0.000000,0.000000,4.750810,3.741841,3.241401,-1.47887
1.119,0,0,-2.021103,4.845922,0.000000,0.000000,4.750652,3.746031,3.251279,-1.47958
1.120,0,0,-1.967892,4.843486,0.000000,0.000000,4.750460,3.748858,3.258282,-1.47927
1.121,0,0,-1.907937,4.841132,0.000000,0.000000,4.750196,3.747414,3.256281,-1.48014
1.122,0,0,-1.847982,4.838778,0.000000,0.000000,4.749882,3.745969,3.254280,-1.47879
1.123,0,0,-1.788027,4.836423,0.000000,0.000000,4.749468,3.744525,3.252280,-1.47805
1.124,0,0,-1.730961,4.834067,0.000000,0.000000,4.748995,3.744521,3.250429,-1.48150
1.125,0,0,-1.682942,4.831706,0.000000,0.000000,4.748400,3.749029,3.249048,-1.48019
1.126,0,0,-1.634923,4.829345,0.000000,0.000000,4.747738,3.753538,3.247668,-1.47753
1.127,0,0,-1.586904,4.826984,0.000000,0.000000,4.746940,3.758046,3.246287,-1.47910
1.128,0,0,-1.545155,4.824723,0.000000,0.000000,4.746083,3.762783,3.244501,-1.47894
1.129,0,0,-1.523047,4.822773,0.000000,0.000000,4.745107,3.768234,3.241442,-1.48148
1.130,0,0,-1.500939,4.820824,0.000000,0.000000,4.744096,3.773686,3.238384,-1.47831
1.131,0,0,-1.478830,4.818875,0.000000,0.000000,4.743013,3.779138,3.235326,-1.47994
1.132,0,0,-1.464113,4.816967,0.000000,0.000000,4.741920,3.780885,3.233316,-1.47931
1.133,0,0,-1.472547,4.815189,0.000000,0.000000,4.740800,3.771028,3.234590,-1.47811
1.134,0,0,-1.480981,4.813411,0.000000,0.000000,4.739684,3.761171,3.235865,-1.47730
1.135,0,0,-1.489415,4.811633,0.000000,0.000000,4.738575,3.751314,3.237140,-1.48203
1.136,0,0,-1.501517,4.809927,0.000000,0.000000,4.737493,3.742676,3.239227,-1.48002
1.137,0,0,-1.525108,4.808446,0.000000,0.000000,4.736466,3.737856,3.243858,-1.47850
1.138,0,0,-1.548699,4.806965,0.000000,0.000000,4.735495,3.733037,3.248489,-1.47863
1.139,0,0,-1.572290,4.805485,0.000000,0.000000,4.734636,3.728217,3.253120,-1.47838
1.140,0,0,-1.593354,4.804081,0.000000,0.000000,4.733852,3.724272,3.256779,-1.47655
1.141,0,0,-1.606499,4.802918,0.000000,0.000000,4.733224,3.723067,3.257390,-1.47679
1.142,0,0,-1.619644,4.801756,0.000000,0.000000,4.732689,3.721862,3.258002,-1.47899
1.143,0,0,-1.632790,4.800593,0.000000,0.000000,4.732350,3.720657,3.258614,-1.47805
1.144,0,0,-1.637883,4.799503,0.000000,0.000000,4.732130,3.718632,3.258938,-1.47850
1.145,0,0,-1.617757,4.798641,0.000000,0.000000,4.732155,3.714037,3.258361,-1.47598
1.146,0,0,-1.597630,4.797779,0.000000,0.000000,4.732314,3.709442,3.257785,-1.47950
1.147,0,0,-1.577504,4.796917,0.000000,0.000000,4.732752,3.704847,3.257209,-1.47815
1.148,0,0,-1.548566,4.796096,0.000000,0.000000,4.733319,3.701522,3.257833,-1.47968
1.149,0,0,-1.492031,4.795403,0.000000,0.000000,4.734159,3.702176,3.262216,-1.47877
1.150,0,0,-1.435496,4.794709,0.000000,0.000000,4.735122,3.702830,3.266598,-1.47864
1.151,0,0,-1.378961,4.794015,0.000000,0.000000,4.736344,3.703483,3.270981,-1.47700
1.152,0,0,-1.317688,4.793332,0.000000,0.000000,4.737686,3.703045,3.273748,-1.47902
1.153,0,0,-1.241576,4.792680,0.000000,0.000000,4.739275,3.699189,3.271452,-1.47711
1.154,0,0,-1.165463,4.792029,0.000000,0.000000,4.740971,3.695333,3.269156,-1.47826
1.155,0,0,-1.089350,4.791378,0.000000,0.000000,4.742887,3.691476,3.266861,-1.47950
1.156,0,0,-1.011351,4.790772,0.000000,0.000000,4.744887,3.689819,3.265288,-1.47973
1.157,0,0,-0.927440,4.790314,0.000000,0.000000,4.747062,3.695050,3.265979,-1.48102
1.158,0,0,-0.843529,4.789856,0.000000,0.000000,4.749292,3.700282,3.266670,-1.47798
1.159,0,0,-0.759618,4.789398,0.000000,0.000000,4.751638,3.705513,3.267361,-1.47988
1.160,0,0,-0.680133,4.788914,0.000000,0.000000,4.754016,3.709481,3.267576,-1.47993
1.161,0,0,-0.614514,4.788352,0.000000,0.000000,4.756458,3.709493,3.266296,-1.47802
1.162,0,0,-0.548894,4.787789,0.000000,0.000000,4.758918,3.709506,3.265017,-1.47847
1.163,0,0,-0.483274,4.787226,0.000000,0.000000,4.761415,3.709518,3.263737,-1.48093
1.164,0,0,-0.420899,4.786719,0.000000,0.000000,4.763933,3.707886,3.262401,-1.47845
1.165,0,0,-0.368688,4.786386,0.000000,0.000000,4.766495,3.701102,3.260884,-1.47989
1.166,0,0,-0.316477,4.786052,0.000000,0.000000,4.769074,3.694319,3.259367,-1.47831
1.167,0,0,-0.264266,4.785718,0.000000,0.000000,4.771689,3.687536,3.257850,-1.47932
1.168,0,0,-0.214084,4.785403,0.000000,0.000000,4.774301,3.683910,3.257065,-1.47899
1.169,0,0,-0.170257,4.785144,0.000000,0.000000,4.776902,3.690177,3.258568,-1.47792
1.170,0,0,-0.126430,4.784884,0.000000,0.000000,4.779476,3.696444,3.260072,-1.48093
1.171,0,0,-0.082603,4.784626,0.000000,0.000000,4.781995,3.702711,3.261576,-1.47770
1.172,0,0,-0.037097,4.784352,0.000000,0.000000,4.784480,3.707159,3.261994,-1.47924
1.173,0,0,0.013669,4.784033,0.000000,0.000000,4.786896,3.705909,3.259013,-1.47869
1.174,0,0,0.064434,4.783714,0.000000,0.000000,4.789274,3.704658,3.256032,-1.47786
1.175,0,0,0.115200,4.783395,0.000000,0.000000,4.791574,3.703407,3.253051,-1.48055
1.176,0,0,0.171820,4.783091,0.000000,0.000000,4.793815,3.701866,3.250738,-1.47857
1.177,0,0,0.246778,4.782835,0.000000,0.000000,4.795934,3.699417,3.250516,-1.47847
1.178,0,0,0.321736,4.782578,0.000000,0.000000,4.797962,3.696968,3.250294,-1.47822
1.179,0,0,0.396694,4.782321,0.000000,0.000000,4.799798,3.694518,3.250072,-1.47883
1.180,0,0,0.469085,4.782048,0.000000,0.000000,4.801510,3.694138,3.250861,-1.47810
1.181,0,0,0.533435,4.781723,0.000000,0.000000,4.802964,3.700238,3.254817,-1.47963
1.182,0,0,0.597786,4.781397,0.000000,0.000000,4.804274,3.706338,3.258774,-1.47884
1.183,0,0,0.662137,4.781072,0.000000,0.000000,4.805283,3.712438,3.262730,-1.48571
1.184,0,0,0.721405,4.780733,0.000000,0.000000,4.806135,3.716963,3.265143,-1.47764
1.185,0,0,0.764752,4.780353,0.000000,0.000000,4.806662,3.716555,3.262724,-1.47788
1.186,0,0,0.808100,4.779973,0.000000,0.000000,4.807018,3.716147,3.260304,-1.48492
1.187,0,0,0.851447,4.779593,0.000000,0.000000,4.807021,3.715739,3.257885,-1.47877
1.188,0,0,0.882269,4.779207,0.000000,0.000000,4.806830,3.716949,3.256503,-1.48008
1.189,0,0,0.873857,4.778805,0.000000,0.000000,4.806236,3.723228,3.258371,-1.47792
1.190,0,0,0.865445,4.778403,0.000000,0.000000,4.805428,3.729506,3.260239,-1.48075
1.191,0,0,0.857034,4.778001,0.000000,0.000000,4.804173,3.735784,3.262107,-1.48007
1.192,0,0,0.835820,4.777569,0.000000,0.000000,4.802706,3.740545,3.263043,-1.47817
1.193,0,0,0.774507,4.777042,0.000000,0.000000,4.800797,3.740553,3.261063,-1.48024
1.194,0,0,0.713193,4.776515,0.000000,0.000000,4.798689,3.740561,3.259083,-1.47911
1.195,0,0,0.651880,4.775989,0.000000,0.000000,4.796169,3.740568,3.257102,-1.47961
1.196,0,0,0.584878,4.775407,0.000000,0.000000,4.793458,3.738518,3.253917,-1.47888
1.197,0,0,0.500058,4.774653,0.000000,0.000000,4.790347,3.730023,3.246954,-1.47797
1.198,0,0,0.415238,4.773900,0.000000,0.000000,4.787049,3.721528,3.239992,-1.47825
1.199,0,0,0.330418,4.773146,0.000000,0.000000,4.783360,3.713033,3.233029,-1.47832
1.200,0,0,0.241480,4.772429,0.000000,0.000000,4.779499,3.706924,3.227871,-1.48000
1.201,0,0,0.139643,4.771828,0.000000,0.000000,4.775279,3.708287,3.228365,-1.47924
1.202,0,0,0.037806,4.771226,0.000000,0.000000,4.770915,3.709650,3.228859,-1.47705
1.203,0,0,-0.064031,4.770625,0.000000,0.000000,4.766249,3.711013,3.229353,-1.47982
1.204,0,0,-0.163118,4.769992,0.000000,0.000000,4.761469,3.713707,3.230553,-1.48112
1.205,0,0,-0.253593,4.769258,0.000000,0.000000,4.756448,3.720568,3.233966,-1.47833
1.206,0,0,-0.344068,4.768525,0.000000,0.000000,4.751333,3.727430,3.237379,-1.48117
1.207,0,0,-0.434543,4.767792,0.000000,0.000000,4.746022,3.734291,3.240793,-1.48113
1.208,0,0,-0.525552,4.767019,0.000000,0.000000,4.740620,3.738722,3.242288,-1.47740
1.209,0,0,-0.618235,4.766126,0.000000,0.000000,4.735030,3.735541,3.237777,-1.47762
1.210,0,0,-0.710917,4.765232,0.000000,0.000000,4.729348,3.732360,3.233266,-1.47823
1.211,0,0,-0.803600,4.764338,0.000000,0.000000,4.723472,3.729179,3.228755,-1.48113
1.212,0,0,-0.895583,4.763309,0.000000,0.000000,4.717504,3.732166,3.225897,-1.48005
1.213,0,0,-0.985375,4.761851,0.000000,0.000000,4.711343,3.754476,3.228218,-1.47841
1.214,0,0,-1.075167,4.760395,0.000000,0.000000,4.705088,3.776786,3.230539,-1.47977
1.215,0,0,-1.164959,4.758937,0.000000,0.000000,4.698635,3.799095,3.232860,-1.47941
1.216,0,0,-1.257043,4.757424,0.000000,0.000000,4.692076,3.823339,3.234693,-1.47731
1.217,0,0,-1.356304,4.755734,0.000000,0.000000,4.685295,3.853640,3.234999,-1.47920
1.218,0,0,-1.455566,4.754044,0.000000,0.000000,4.678396,3.883941,3.235305,-1.47778
1.219,0,0,-1.554828,4.752354,0.000000,0.000000,4.671250,3.914242,3.235611,-1.48040
1.220,0,0,-1.659391,4.750552,0.000000,0.000000,4.663990,3.932429,3.234831,-1.48028
1.221,0,0,-1.780559,4.748396,0.000000,0.000000,4.656490,3.912671,3.230649,-1.48045
1.222,0,0,-1.901728,4.746241,0.000000,0.000000,4.648885,3.892913,3.226467,-1.48050
1.223,0,0,-2.022897,4.744085,0.000000,0.000000,4.641061,3.873155,3.222285,-1.47892
