"Time","v1 xCoMy","v3 Left CoP","28a CoMy (cm)","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.083,5.797334,4.702112,5.809206,6.350305,-0.229731,13.782841,6.236503,11.772803,4.892823,13.621241,6.464107,16.785040,4.511401,14.215715,168.588181,168.948792,58.901711,177.218063,8.754197,13.767526,8.811712,14.309967,8.968118,14.778251,9.281832,15.324235,10.874843,17.161171,11.423349,15.469982,11.754042,14.597203
0.084,5.795426,4.701094,5.807539,6.353561,-0.234385,13.777711,6.236625,11.782024,4.890151,13.621241,6.470499,16.793692,4.512036,14.228726,169.946701,168.575302,59.109589,177.340164,8.767543,13.744838,8.797999,14.313542,8.966770,14.791775,9.273641,15.335695,10.853940,17.163530,11.414387,15.465944,11.747138,14.595665
0.085,5.793518,4.700075,5.805871,6.356819,-0.239039,13.772581,6.236747,11.791246,4.887479,13.621241,6.476891,16.802341,4.512671,14.241737,171.305206,168.201813,59.317467,177.462265,8.780890,13.722150,8.784286,14.317118,8.965423,14.805298,9.265450,15.347157,10.833036,17.165890,11.405423,15.461907,11.740234,14.594126
0.086,5.791610,4.699056,5.804204,6.360076,-0.243693,13.767452,6.236869,11.800468,4.884808,13.621241,6.483283,16.810993,4.513305,14.254749,172.663727,167.828323,59.525349,177.584366,8.794235,13.699462,8.770573,14.320694,8.964075,14.818822,9.257258,15.358617,10.812134,17.168249,11.396460,15.457870,11.733330,14.592587
0.087,5.789702,4.698038,5.802537,6.363333,-0.248348,13.762322,6.236991,11.809690,4.882135,13.621241,6.489675,16.819645,4.513940,14.267760,174.022247,167.454834,59.733227,177.706467,8.807581,13.676774,8.756860,14.324269,8.962728,14.832346,9.249067,15.370077,10.791231,17.170609,11.387497,15.453833,11.726426,14.591048
0.088,5.787919,4.698424,5.800949,6.366496,-0.252135,13.754905,6.237331,11.816874,4.882135,13.605841,6.495662,16.827854,4.514713,14.278788,173.909912,167.665833,59.579773,177.774963,8.817688,13.644417,8.753405,14.327583,8.960991,14.842270,9.246229,15.377405,10.776254,17.175478,11.376346,15.451013,11.715275,14.586684
0.089,5.786135,4.698812,5.799360,6.369660,-0.255923,13.747486,6.237671,11.824059,4.882135,13.590441,6.501649,16.836065,4.515487,14.289816,173.797592,167.876846,59.426323,177.843475,8.827796,13.612060,8.749949,14.330898,8.959255,14.852194,9.243391,15.384734,10.761276,17.180347,11.365194,15.448193,11.704123,14.582320
0.090,5.784350,4.699198,5.797772,6.372824,-0.259710,13.740068,6.238010,11.831243,4.882135,13.575042,6.507636,16.844276,4.516261,14.300843,173.685272,168.087860,59.272873,177.911987,8.837904,13.579702,8.746494,14.334212,8.957519,14.862119,9.240554,15.392063,10.746298,17.185215,11.354043,15.445374,11.692971,14.577956
0.091,5.782567,4.699585,5.796184,6.375987,-0.263498,13.732651,6.238350,11.838427,4.882135,13.559642,6.513623,16.852486,4.517034,14.311871,173.572937,168.298859,59.119419,177.980484,8.848011,13.547345,8.743039,14.337526,8.955782,14.872043,9.237716,15.399391,10.731320,17.190084,11.342892,15.442554,11.681820,14.573592
0.092,5.780836,4.698913,5.794620,6.376534,-0.266718,13.726948,6.236995,11.847713,4.882135,13.520073,6.516074,16.860237,4.515690,14.318918,172.955566,168.853943,59.040619,178.360977,8.857871,13.508341,8.738771,14.348325,8.949317,14.882744,9.235682,15.409085,10.719428,17.196640,11.334875,15.443970,11.669689,14.571054
0.093,5.779105,4.698241,5.793056,6.377082,-0.269939,13.721245,6.235639,11.857001,4.882135,13.480505,6.518524,16.867989,4.514347,14.325966,172.338181,169.409027,58.961815,178.741455,8.867731,13.469337,8.734503,14.359123,8.942852,14.893445,9.233646,15.418779,10.707535,17.203194,11.326858,15.445387,11.657559,14.568516
0.094,5.777374,4.697569,5.791492,6.377629,-0.273160,13.715542,6.234283,11.866289,4.882135,13.440937,6.520975,16.875738,4.513003,14.333013,171.720795,169.964096,58.883011,179.121948,8.877591,13.430333,8.730235,14.369922,8.936386,14.904146,9.231612,15.428474,10.695642,17.209749,11.318840,15.446804,11.645430,14.565977
0.095,5.775644,4.696898,5.789927,6.378177,-0.276381,13.709839,6.232928,11.875576,4.882135,13.401368,6.523425,16.883490,4.511659,14.340060,171.103424,170.519180,58.804211,179.502441,8.887451,13.391329,8.725967,14.380720,8.929921,14.914847,9.229578,15.438169,10.683750,17.216305,11.310823,15.448220,11.633299,14.563438
0.096,5.773716,4.698433,5.788146,6.381321,-0.279215,13.703270,6.234756,11.890355,4.882135,13.347701,6.527887,16.891613,4.514731,14.349161,169.893250,171.375351,58.790264,179.512512,8.900837,13.340840,8.722865,14.395745,8.921057,14.927950,9.228305,15.448944,10.671874,17.222168,11.304631,15.449530,11.625829,14.562297
0.097,5.771790,4.699969,5.786366,6.384466,-0.282049,13.696700,6.236583,11.905134,4.882135,13.294033,6.532350,16.899734,4.517802,14.358261,168.683090,172.231522,58.776314,179.522583,8.914223,13.290352,8.719763,14.410770,8.912193,14.941051,9.227032,15.459719,10.659998,17.228031,11.298439,15.450838,11.618359,14.561155
0.098,5.769862,4.701505,5.784585,6.387611,-0.284883,13.690130,6.238410,11.919913,4.882135,13.240366,6.536812,16.907858,4.520874,14.367361,167.472931,173.087692,58.762367,179.532669,8.927608,13.239864,8.716660,14.425797,8.903330,14.954154,9.225758,15.470494,10.648123,17.233896,11.292248,15.452147,11.610889,14.560015
0.099,5.767935,4.703041,5.782804,6.390756,-0.287717,13.683561,6.240238,11.934692,4.882135,13.186699,6.541275,16.915981,4.523946,14.376462,166.262756,173.943863,58.748421,179.542740,8.940994,13.189376,8.713558,14.440822,8.894465,14.967257,9.224484,15.481270,10.636247,17.239759,11.286056,15.453456,11.603419,14.558873
0.100,5.765937,4.702419,5.780879,6.389132,-0.289111,13.680514,6.236340,11.942051,4.882135,13.139758,6.541924,16.921715,4.522703,14.385360,166.431198,173.857422,58.796696,179.395493,8.967010,13.146832,8.710575,14.445086,8.891537,14.973713,9.219566,15.489282,10.617707,17.239929,11.276367,15.448745,11.594959,14.553193
0.101,5.763940,4.701797,5.778954,6.387507,-0.290505,13.677467,6.232442,11.949409,4.882135,13.092817,6.542573,16.927448,4.521460,14.394257,166.599640,173.770966,58.844971,179.248260,8.993027,13.104286,8.707593,14.449351,8.888609,14.980169,9.214649,15.497293,10.599168,17.240097,11.266680,15.444034,11.586500,14.547513
0.102,5.761943,4.701176,5.777028,6.385883,-0.291898,13.674419,6.228545,11.956768,4.882135,13.045877,6.543222,16.933182,4.520216,14.403154,166.768097,173.684509,58.893250,179.101013,9.019043,13.061741,8.704611,14.453616,8.885680,14.986625,9.209732,15.505304,10.580628,17.240265,11.256992,15.439322,11.578040,14.541833
0.103,5.759945,4.700554,5.775103,6.384259,-0.293292,13.671372,6.224647,11.964127,4.882135,12.998936,6.543871,16.938915,4.518973,14.412052,166.936539,173.598068,58.941525,178.953766,9.045059,13.019197,8.701628,14.457881,8.882751,14.993081,9.204814,15.513316,10.562089,17.240435,11.247304,15.434611,11.569580,14.536153
0.104,5.757930,4.703164,5.773053,6.383617,-0.292627,13.667784,6.223175,11.969482,4.882135,12.958534,6.544060,16.948248,4.524193,14.427195,166.804489,173.906387,58.920994,178.695770,9.079849,12.961361,8.699354,14.465606,8.881035,15.003856,9.205405,15.526012,10.544988,17.243870,11.239616,15.432611,11.561075,14.533587
0.105,5.755916,4.705774,5.771004,6.382976,-0.291962,13.664195,6.221703,11.974837,4.882135,12.918133,6.544249,16.957581,4.529414,14.442338,166.672424,174.214722,58.900467,178.437759,9.114639,12.903525,8.697080,14.473331,8.879318,15.014631,9.205996,15.538708,10.527887,17.247307,11.231930,15.430611,11.552570,14.531021
0.106,5.753901,4.708385,5.768955,6.382335,-0.291297,13.660606,6.220231,11.980192,4.882135,12.877731,6.544437,16.966915,4.534634,14.457481,166.540375,174.523041,58.879936,178.179749,9.149430,12.845690,8.694805,14.481056,8.877602,15.025406,9.206587,15.551403,10.510786,17.250744,11.224242,15.428610,11.544065,14.528455
0.107,5.751885,4.710995,5.766905,6.381693,-0.290633,13.657018,6.218759,11.985548,4.882135,12.837330,6.544626,16.976248,4.539855,14.472624,166.408325,174.831360,58.859406,177.921753,9.184220,12.787854,8.692532,14.488781,8.875885,15.036180,9.207178,15.564099,10.493685,17.254179,11.216555,15.426610,11.535560,14.525888
0.108,5.749764,4.710366,5.764657,6.382278,-0.288180,13.655918,6.218442,11.996312,4.882135,12.794922,6.546114,16.976248,4.538597,14.479405,166.479324,174.906937,58.923721,177.798325,9.193023,12.750354,8.692081,14.496115,8.876576,15.045459,9.206322,15.571426,10.483131,17.254822,11.213119,15.424840,11.532811,14.524275
0.109,5.747643,4.709737,5.762410,6.382864,-0.285728,13.654818,6.218125,12.007076,4.882135,12.752514,6.547602,16.976248,4.537338,14.486187,166.550323,174.982513,58.988041,177.674896,9.201826,12.712853,8.691631,14.503448,8.877268,15.054737,9.205466,15.578753,10.472577,17.255466,11.209682,15.423070,11.530063,14.522661
0.110,5.745523,4.709108,5.760162,6.383449,-0.283276,13.653718,6.217808,12.017841,4.882135,12.710106,6.549090,16.976248,4.536080,14.492969,166.621323,175.058090,59.052361,177.551453,9.210629,12.675353,8.691180,14.510780,8.877960,15.064015,9.204611,15.586079,10.462023,17.256111,11.206246,15.421300,11.527314,14.521049
0.111,5.743402,4.708479,5.757915,6.384034,-0.280823,13.652618,6.217491,12.028605,4.882135,12.667698,6.550578,16.976248,4.534822,14.499750,166.692322,175.133667,59.116676,177.428024,9.219431,12.637853,8.690730,14.518114,8.878652,15.073294,9.203754,15.593406,10.451469,17.256754,11.202810,15.419530,11.524566,14.519435
0.112,5.741250,4.709085,5.755560,6.384424,-0.276906,13.646177,6.216444,12.035576,4.882135,12.621168,6.552403,16.976248,4.536036,14.512856,165.639862,176.205811,59.084724,177.231750,9.224297,12.621927,8.688972,14.527397,8.876804,15.087423,9.209204,15.601240,10.443747,17.257338,11.201667,15.417255,11.522279,14.517735
0.113,5.739099,4.709692,5.753206,6.384813,-0.272990,13.639736,6.215398,12.042547,4.882135,12.574637,6.554229,16.976248,4.537250,14.525962,164.587402,177.277969,59.052776,177.035492,9.229161,12.606003,8.687214,14.536680,8.874956,15.101554,9.214652,15.609075,10.436024,17.257919,11.200523,15.414982,11.519991,14.516035
0.114,5.736947,4.710299,5.750852,6.385203,-0.269073,13.633294,6.214352,12.049518,4.882135,12.528107,6.556054,16.976248,4.538463,14.539068,163.534958,178.350128,59.020828,176.839233,9.234026,12.590077,8.685455,14.545962,8.873109,15.115685,9.220100,15.616909,10.428301,17.258503,11.199381,15.412707,11.517704,14.514336
0.115,5.734795,4.710906,5.748497,6.385592,-0.265156,13.626853,6.213305,12.056488,4.882135,12.481577,6.557879,16.976248,4.539676,14.552174,162.482498,179.422272,58.988876,176.642960,9.238892,12.574152,8.683697,14.555245,8.871262,15.129814,9.225550,15.624743,10.420578,17.259087,11.198237,15.410433,11.515417,14.512635
0.116,5.732574,4.709795,5.746022,6.385866,-0.260210,13.620087,6.212665,12.065821,4.882135,12.430326,6.559067,16.976248,4.537454,14.560387,162.009583,179.241287,59.026356,176.531799,9.263611,12.443813,8.683505,14.563683,8.870429,15.139906,9.227373,15.631876,10.413540,17.260107,11.197243,15.409810,11.515324,14.510904
0.117,5.730354,4.708684,5.743546,6.386139,-0.255263,13.613321,6.212023,12.075152,4.882135,12.379074,6.560255,16.976248,4.535232,14.568599,161.536667,179.060303,59.063835,176.420624,9.288331,12.313475,8.683313,14.572119,8.869596,15.149998,9.229198,15.639009,10.406502,17.261127,11.196249,15.409187,11.515230,14.509172
0.118,5.728134,4.707573,5.741070,6.386412,-0.250316,13.606555,6.211382,12.084484,4.882135,12.327822,6.561442,16.976248,4.533010,14.576811,161.063751,178.879333,59.101311,176.309464,9.313051,12.183135,8.683121,14.580556,8.868764,15.160090,9.231022,15.646142,10.399465,17.262148,11.195255,15.408565,11.515136,14.507442
0.119,5.725914,4.706462,5.738595,6.386685,-0.245369,13.599789,6.210741,12.093817,4.882135,12.276570,6.562630,16.976248,4.530788,14.585024,160.590836,178.698349,59.138790,176.198303,9.337770,12.052796,8.682929,14.588993,8.867931,15.170182,9.232845,15.653275,10.392426,17.263168,11.194261,15.407942,11.515042,14.505711
0.120,5.723662,4.706455,5.736027,6.386623,-0.239260,13.595626,6.210641,12.101881,4.882135,12.227629,6.562607,16.976248,4.530774,14.593294,160.547119,177.997116,59.191032,176.013931,9.339842,12.027102,8.677795,14.606053,8.866297,15.180476,9.235400,15.659214,10.383553,17.260921,11.193382,15.403847,11.514153,14.501701
0.121,5.721410,4.706448,5.733459,6.386562,-0.233151,13.591463,6.210541,12.109945,4.882135,12.178688,6.562583,16.976248,4.530761,14.601563,160.503387,177.295898,59.243279,175.829559,9.341914,12.001408,8.672663,14.623114,8.864662,15.190770,9.237955,15.665154,10.374680,17.258675,11.192505,15.399752,11.513264,14.497691
0.122,5.719157,4.706441,5.730891,6.386500,-0.227042,13.587301,6.210440,12.118009,4.882135,12.129746,6.562560,16.976248,4.530747,14.609833,160.459671,176.594666,59.295521,175.645203,9.343987,11.975714,8.667530,14.640175,8.863029,15.201064,9.240511,15.671094,10.365807,17.256430,11.191627,15.395657,11.512375,14.493681
0.123,5.716905,4.706434,5.728323,6.386438,-0.220933,13.583138,6.210340,12.126073,4.882135,12.080805,6.562536,16.976248,4.530734,14.618103,160.415955,175.893433,59.347763,175.460831,9.346058,11.950019,8.662396,14.657235,8.861394,15.211358,9.243066,15.677033,10.356933,17.254183,11.190748,15.391562,11.511485,14.489672
0.124,5.714561,4.706597,5.725612,6.386645,-0.213818,13.579770,6.210387,12.136906,4.882135,12.042842,6.562903,16.976248,4.531059,14.627022,160.413971,175.683990,59.502647,175.245697,9.344137,11.929938,8.661610,14.665560,8.862509,15.220726,9.243834,15.683687,10.348782,17.252144,11.192063,15.388104,11.512607,14.487202
0.125,5.712218,4.706760,5.722900,6.386852,-0.206703,13.576402,6.210434,12.147738,4.882135,12.004879,6.563270,16.976248,4.531384,14.635942,160.411987,175.474548,59.657532,175.030579,9.342217,11.909857,8.660824,14.673883,8.863625,15.230093,9.244602,15.690342,10.340631,17.250107,11.193378,15.384647,11.513729,14.484731
0.126,5.709874,4.706923,5.720189,6.387059,-0.199587,13.573033,6.210481,12.158571,4.882135,11.966917,6.563637,16.976248,4.531710,14.644861,160.410019,175.265106,59.812420,174.815445,9.340298,11.889776,8.660038,14.682207,8.864740,15.239461,9.245371,15.696996,10.332481,17.248068,11.194695,15.381191,11.514851,14.482260
0.127,5.707530,4.707086,5.717477,6.387266,-0.192472,13.569665,6.210528,12.169404,4.882135,11.928954,6.564004,16.976248,4.532035,14.653780,160.408035,175.055664,59.967304,174.600311,9.338377,11.869696,8.659251,14.690532,8.865855,15.248829,9.246140,15.703650,10.324330,17.246029,11.196010,15.377734,11.515972,14.479790
0.128,5.705336,4.711971,5.714892,6.387717,-0.184909,13.566183,6.210736,12.180791,4.893846,11.891666,6.564699,16.976248,4.530096,14.662489,159.834000,174.110291,59.865067,174.554810,9.333692,11.831829,8.659096,14.699832,8.867599,15.257565,9.254723,15.708137,10.321986,17.245045,11.197309,15.375708,11.517621,14.478447
0.129,5.703141,4.716856,5.712306,6.388169,-0.177346,13.562700,6.210944,12.192177,4.905556,11.854380,6.565393,16.976248,4.528156,14.671199,159.259949,173.164917,59.762833,174.509308,9.329006,11.793962,8.658941,14.709131,8.869341,15.266301,9.263305,15.712624,10.319642,17.244061,11.198610,15.373680,11.519270,14.477104
0.130,5.700947,4.721741,5.709721,6.388620,-0.169783,13.559217,6.211152,12.203564,4.917266,11.817093,6.566089,16.976248,4.526217,14.679909,158.685913,172.219559,59.660599,174.463821,9.324322,11.756096,8.658787,14.718431,8.871084,15.275038,9.271887,15.717110,10.317298,17.243078,11.199910,15.371653,11.520919,14.475762
0.131,5.698752,4.726626,5.707135,6.389071,-0.162221,13.555736,6.211360,12.214951,4.928976,11.779805,6.566783,16.976248,4.524277,14.688618,158.111877,171.274185,59.558361,174.418320,9.319636,11.718229,8.658631,14.727732,8.872828,15.283773,9.280470,15.721597,10.314954,17.242094,11.201210,15.369626,11.522568,14.474420
0.132,5.696694,4.728640,5.704670,6.388656,-0.154324,13.552725,6.209583,12.225463,4.931056,11.745456,6.567730,16.976248,4.526223,14.696884,157.945343,171.069458,59.643654,174.209595,9.301504,11.673377,8.659195,14.731095,8.873865,15.290504,9.283213,15.728698,10.307731,17.240671,11.202405,15.367100,11.523414,14.472224
0.133,5.694637,4.730653,5.702204,6.388241,-0.146428,13.549713,6.207806,12.235975,4.933135,11.711105,6.568677,16.976248,4.528170,14.705151,157.778793,170.864746,59.728947,174.000854,9.283373,11.628525,8.659758,14.734459,8.874903,15.297234,9.285954,15.735799,10.300508,17.239248,11.203600,15.364574,11.524260,14.470030
0.134,5.692580,4.732666,5.699739,6.387826,-0.138532,13.546701,6.206028,12.246489,4.935215,11.676756,6.569624,16.976248,4.530117,14.713416,157.612244,170.660034,59.814240,173.792114,9.265242,11.583672,8.660320,14.737822,8.875941,15.303965,9.288696,15.742900,10.293285,17.237825,11.204795,15.362048,11.525105,14.467834
0.135,5.690522,4.734679,5.697273,6.387411,-0.130635,13.543691,6.204251,12.257001,4.937294,11.642406,6.570570,16.976248,4.532063,14.721683,157.445709,170.455307,59.899532,173.583389,9.247109,11.538819,8.660884,14.741185,8.876979,15.310695,9.291439,15.750001,10.286062,17.236403,11.205990,15.359522,11.525950,14.465639
0.136,5.688667,4.736580,5.694991,6.390610,-0.122373,13.540345,6.204995,12.267666,4.939511,11.609888,6.576224,16.976248,4.533648,14.731994,157.229279,169.832779,59.878231,173.470398,9.243563,11.499453,8.661452,14.751364,8.881217,15.322676,9.295835,15.755103,10.280506,17.234764,11.205942,15.357256,11.526173,14.463320
0.137,5.686811,4.738481,5.692708,6.393808,-0.114110,13.537001,6.205739,12.278330,4.941729,11.577371,6.581878,16.976248,4.535233,14.742306,157.012848,169.210236,59.856934,173.357391,9.240016,11.460085,8.662021,14.761542,8.885455,15.334656,9.300233,15.760205,10.274950,17.233124,11.205894,15.354989,11.526396,14.461000
0.138,5.684956,4.740382,5.690426,6.397007,-0.105848,13.533655,6.206484,12.288995,4.943945,11.544853,6.587532,16.976248,4.536819,14.752617,156.796417,168.587708,59.835632,173.244400,9.236469,11.420718,8.662589,14.771721,8.889693,15.346636,9.304630,15.765307,10.269395,17.231483,11.205847,15.352722,11.526619,14.458681
0.139,5.683101,4.742283,5.688144,6.400207,-0.097585,13.530310,6.207228,12.299660,4.946162,11.512335,6.593185,16.976248,4.538404,14.762928,156.579987,167.965179,59.814331,173.131409,9.232923,11.381351,8.663157,14.781899,8.893931,15.358617,9.309027,15.770410,10.263839,17.229845,11.205799,15.350456,11.526841,14.456362
0.140,5.681434,4.744259,5.686040,6.403669,-0.089137,13.527837,6.207363,12.307962,4.951125,11.481967,6.599976,16.976248,4.537393,14.771976,156.406311,167.725037,59.928154,172.871063,9.251371,11.358973,8.664822,14.788795,8.896605,15.368306,9.312252,15.778296,10.259096,17.229650,11.209295,15.349469,11.528947,14.455782
