"Time","28a CoMy (cm)","v1 xCoMy","v3 Left CoP","v2 Right CoP","28 CoMy (cm)","27 CoMx (cm)","26 HRy (cm)","25 HRx (cm)","24 HLy (cm)","23 HLx (cm)","22 FRy (cm)","21 FRx (cm)","20 FLy (cm)","19 FLx (cm)","18 MTP ang","17 ankle ang)","16 knee ang","15 hip ang","14 FLty (cm)","13 FLtx (cm)","12 toey (cm)","11 toex (cm)","10 MTPy (cm)","9 MTPx (cm)","8 anky (cm)","7 ankx (cm)","6 kny (cm)","5 knx (cm)","4 Hipy (cm)","3 Hipx (cm)","2 Cry (cm)","1 Crx (cm)"
0.070,6.854691,6.854795,5.693537,7.331894,0.001917,4.508794,7.236898,1.884266,5.973085,3.897224,7.426890,7.021409,5.413989,6.388312,167.825378,134.150818,38.351040,147.356155,8.326214,3.498028,9.034850,5.988832,9.375959,6.471804,9.837820,6.896819,9.866512,7.865609,11.277653,5.979913,11.343411,5.078030
0.071,6.855228,6.855005,5.695091,7.331429,-0.004124,4.510375,7.237735,1.891847,5.968694,3.906965,7.425123,7.030840,5.421489,6.368217,168.150467,137.214493,39.719521,147.769119,8.327468,3.503545,9.033633,5.966352,9.364184,6.451554,9.817654,6.887712,9.875670,7.885032,11.278751,5.981261,11.344326,5.079541
0.072,6.855786,6.855215,5.697998,7.331438,-0.010521,4.511515,7.236782,1.902082,5.967733,3.914169,7.426094,7.040005,5.428262,6.347545,168.049576,138.855011,40.510136,148.041656,8.328761,3.511658,9.030142,5.948001,9.355513,6.436912,9.806862,6.879086,9.887428,7.897140,11.280829,5.983439,11.345621,5.079849
0.073,6.856344,6.855426,5.700904,7.331447,-0.016919,4.512654,7.235828,1.912317,5.966773,3.921373,7.427066,7.049169,5.435035,6.326873,167.948669,140.495514,41.300751,148.314178,8.330053,3.519770,9.026650,5.929649,9.346840,6.422268,9.796069,6.870459,9.899186,7.909248,11.282907,5.985619,11.346916,5.080156
0.074,6.856901,6.855636,5.703810,7.331456,-0.023317,4.513793,7.234874,1.922552,5.965812,3.928577,7.428037,7.058333,5.441808,6.306201,167.847778,142.136032,42.091370,148.586700,8.331347,3.527883,9.023159,5.911298,9.338167,6.407625,9.785276,6.861832,9.910944,7.921356,11.284986,5.987797,11.348210,5.080464
0.075,6.857459,6.855846,5.706716,7.331465,-0.029715,4.514933,7.233921,1.932787,5.964851,3.935781,7.429008,7.067498,5.448581,6.285530,167.746887,143.776550,42.881985,148.859238,8.332640,3.535995,9.019668,5.892947,9.329495,6.392982,9.774485,6.853205,9.922702,7.933464,11.287064,5.989976,11.349505,5.080772
0.076,6.857944,6.855974,5.716317,7.331470,-0.036292,4.515351,7.236065,1.947275,5.966429,3.946077,7.426875,7.079967,5.466205,6.264696,167.616730,145.511078,43.576424,149.308182,8.334169,3.544071,9.018333,5.869304,9.323174,6.377379,9.761747,6.841664,9.935526,7.944804,11.288120,5.991420,11.351850,5.082112
0.077,6.858429,6.856102,5.725918,7.331476,-0.042870,4.515770,7.238210,1.961763,5.968007,3.956374,7.424741,7.092435,5.483829,6.243862,167.486557,147.245590,44.270863,149.757111,8.335699,3.552147,9.016998,5.845662,9.316851,6.361775,9.749011,6.830122,9.948349,7.956145,11.289177,5.992864,11.354195,5.083452
0.078,6.858914,6.856230,5.735519,7.331481,-0.049448,4.516189,7.240355,1.976251,5.969585,3.966670,7.422607,7.104903,5.501453,6.223028,167.356384,148.980103,44.965302,150.206055,8.337229,3.560224,9.015663,5.822020,9.310529,6.346172,9.736275,6.818581,9.961172,7.967485,11.290233,5.994308,11.356539,5.084793
0.079,6.859399,6.856358,5.745120,7.331487,-0.056025,4.516607,7.242499,1.990739,5.971163,3.976966,7.420474,7.117372,5.519078,6.202194,167.226227,150.714630,45.659740,150.654999,8.338758,3.568300,9.014329,5.798377,9.304207,6.330569,9.723537,6.807040,9.973996,7.978826,11.291289,5.995752,11.358883,5.086133
0.080,6.859803,6.856391,5.746883,7.330466,-0.062847,4.518646,7.240385,1.998780,5.971967,3.984332,7.420547,7.126297,5.521801,6.177059,166.075500,152.152161,46.284813,151.058273,8.338981,3.576944,9.013106,5.764989,9.292719,6.315004,9.706148,6.791171,9.987076,7.989415,11.290590,5.995411,11.357841,5.086697
0.081,6.860207,6.856425,5.748647,7.329445,-0.069668,4.520684,7.238271,2.006822,5.972771,3.991698,7.420620,7.135222,5.524524,6.151923,164.924759,153.589691,46.909889,151.461548,8.339203,3.585589,9.011885,5.731601,9.281230,6.299438,9.688759,6.775302,10.000155,8.000004,11.289891,5.995070,11.356799,5.087262
0.082,6.860610,6.856459,5.750411,7.328424,-0.076489,4.522723,7.236156,2.014863,5.973574,3.999063,7.420692,7.144147,5.527246,6.126788,163.774017,155.027222,47.534962,151.864838,8.339424,3.594233,9.010662,5.698214,9.269741,6.283874,9.671370,6.759433,10.013235,8.010593,11.289192,5.994728,11.355757,5.087827
0.083,6.861014,6.856492,5.752174,7.327404,-0.083311,4.524762,7.234042,2.022905,5.974378,4.006429,7.420765,7.153072,5.529970,6.101652,162.623291,156.464752,48.160034,152.268112,8.339646,3.602878,9.009439,5.664825,9.258253,6.268309,9.653980,6.743564,10.026315,8.021183,11.288493,5.994387,11.354715,5.088391
0.084,6.861431,6.856527,5.753340,7.325678,-0.090342,4.525226,7.233758,2.032006,5.972398,4.014483,7.417598,7.165704,5.534281,6.073919,163.933716,158.419540,48.591988,152.906921,8.339741,3.610081,9.001026,5.637861,9.251720,6.235696,9.641342,6.720156,10.049452,8.028034,11.288445,5.994504,11.355777,5.089603
0.085,6.861847,6.856563,5.754505,7.323953,-0.097374,4.525690,7.233475,2.041108,5.970418,4.022537,7.414431,7.178335,5.538592,6.046186,165.244125,160.374329,49.023941,153.545746,8.339834,3.617285,8.992613,5.610896,9.245188,6.203083,9.628704,6.696748,10.072588,8.034886,11.288395,5.994621,11.356838,5.090815
0.086,6.862264,6.856597,5.755671,7.322227,-0.104405,4.526154,7.233191,2.050209,5.968439,4.030591,7.411263,7.190967,5.542903,6.018453,166.554535,162.329132,49.455891,154.184555,8.339929,3.624488,8.984200,5.583932,9.238654,6.170470,9.616067,6.673340,10.095725,8.041739,11.288345,5.994738,11.357899,5.092026
0.087,6.862681,6.856633,5.756836,7.320501,-0.111437,4.526617,7.232908,2.059311,5.966459,4.038644,7.408095,7.203598,5.547214,5.990720,167.864960,164.283920,49.887844,154.823364,8.340023,3.631692,8.975786,5.556967,9.232121,6.137857,9.603429,6.649932,10.118862,8.048590,11.288297,5.994854,11.358960,5.093237
0.088,6.862936,6.856493,5.755658,7.318870,-0.118717,4.528360,7.231577,2.072519,5.966989,4.044941,7.406164,7.213819,5.544326,5.958669,167.484955,165.131561,50.102146,155.158661,8.338480,3.638899,8.967622,5.529529,9.218621,6.116923,9.591303,6.636410,10.130893,8.054893,11.286588,5.996042,11.357112,5.092767
0.089,6.863193,6.856354,5.754479,7.317239,-0.125996,4.530103,7.230246,2.085727,5.967520,4.051239,7.404233,7.224038,5.541439,5.926619,167.104950,165.979218,50.316444,155.493958,8.336937,3.646106,8.959457,5.502090,9.205120,6.095989,9.579176,6.622888,10.142923,8.061196,11.284879,5.997231,11.355265,5.092298
0.090,6.863448,6.856215,5.753301,7.315608,-0.133276,4.531845,7.228915,2.098936,5.968050,4.057536,7.402301,7.234258,5.538551,5.894567,166.724960,166.826874,50.530746,155.829269,8.335395,3.653312,8.951292,5.474651,9.191620,6.075056,9.567049,6.609365,10.154953,8.067499,11.283170,5.998418,11.353416,5.091827
0.091,6.863704,6.856075,5.752122,7.313977,-0.140556,4.533588,7.227584,2.112144,5.968580,4.063833,7.400370,7.244478,5.535664,5.862516,166.344955,167.674515,50.745049,156.164566,8.333852,3.660519,8.943128,5.447212,9.178120,6.054121,9.554923,6.595843,10.166984,8.073803,11.281461,5.999606,11.351568,5.091357
0.092,6.863931,6.855888,5.748811,7.313539,-0.148170,4.535199,7.227101,2.123423,5.967102,4.071324,7.399977,7.252452,5.530520,5.845269,166.333267,169.172226,51.033337,156.721573,8.332521,3.675075,8.938446,5.426565,9.163888,6.031645,9.533514,6.577896,10.183066,8.085097,11.280102,6.002398,11.351784,5.091496
0.093,6.864158,6.855702,5.745501,7.313102,-0.155784,4.536810,7.226619,2.134702,5.965623,4.078816,7.399585,7.260426,5.525378,5.828022,166.321594,170.669922,51.321625,157.278595,8.331192,3.689630,8.933764,5.405918,9.149656,6.009170,9.512105,6.559949,10.199148,8.096392,11.278744,6.005191,11.351999,5.091633
0.094,6.864385,6.855516,5.742189,7.312664,-0.163399,4.538421,7.226136,2.145981,5.964144,4.086308,7.399192,7.268399,5.520235,5.810775,166.309906,172.167633,51.609909,157.835602,8.329863,3.704185,8.929081,5.385271,9.135426,5.986693,9.490696,6.542002,10.215231,8.107686,11.277386,6.007984,11.352214,5.091771
0.095,6.864612,6.855330,5.738879,7.312226,-0.171013,4.540032,7.225654,2.157260,5.962666,4.093799,7.398799,7.276373,5.515092,5.793528,166.298218,173.665344,51.898197,158.392609,8.328532,3.718741,8.924399,5.364624,9.121194,5.964217,9.469287,6.524055,10.231314,8.118980,11.276027,6.010776,11.352429,5.091909
0.096,6.864607,6.854904,5.738687,7.310249,-0.178771,4.539602,7.223470,2.168575,5.961671,4.101103,7.397029,7.283720,5.515702,5.763819,166.149658,175.058884,52.053566,159.294693,8.328483,3.726124,8.914293,5.334767,9.103603,5.934681,9.442448,6.490278,10.257278,8.124425,11.271797,6.011152,11.351156,5.091475
0.097,6.864602,6.854478,5.738494,7.308272,-0.186529,4.539173,7.221286,2.179890,5.960676,4.108407,7.395259,7.291068,5.516312,5.734110,166.001099,176.452423,52.208931,160.196777,8.328434,3.733506,8.904187,5.304911,9.086012,5.905145,9.415609,6.456500,10.283243,8.129869,11.267567,6.011527,11.349884,5.091041
0.098,6.864597,6.854052,5.738301,7.306295,-0.194287,4.538744,7.219101,2.191205,5.959682,4.115710,7.393489,7.298416,5.516922,5.704401,165.852554,177.845947,52.364296,161.098877,8.328384,3.740889,8.894081,5.275054,9.068421,5.875608,9.388771,6.422723,10.309209,8.135314,11.263336,6.011903,11.348611,5.090607
0.099,6.864592,6.853626,5.738109,7.304318,-0.202045,4.538314,7.216918,2.202520,5.958687,4.123014,7.391719,7.305763,5.517531,5.674692,165.703995,179.239487,52.519665,162.000961,8.328335,3.748272,8.883975,5.245198,9.050831,5.846072,9.361932,6.388945,10.335174,8.140759,11.259107,6.012279,11.347338,5.090173
0.100,6.864483,6.853106,5.734560,7.305322,-0.209609,4.541420,7.218842,2.209834,5.959961,4.131498,7.391802,7.316379,5.509158,5.582719,165.918167,177.622910,52.597599,162.893433,8.327188,3.755711,8.870392,5.188144,9.029656,5.803020,9.328865,6.350323,10.362205,8.142194,11.253235,6.013976,11.343920,5.089088
0.101,6.864374,6.852586,5.731010,7.306326,-0.217173,4.544526,7.220766,2.217147,5.961236,4.139982,7.391886,7.326994,5.500785,5.490746,166.132324,176.006317,52.675533,163.785889,8.326042,3.763149,8.856808,5.131089,9.008482,5.759968,9.295797,6.311701,10.389235,8.143629,11.247362,6.015673,11.340502,5.088003
0.102,6.864264,6.852067,5.727461,7.307330,-0.224736,4.547632,7.222691,2.224461,5.962510,4.148466,7.391969,7.337609,5.492413,5.398773,166.346497,174.389740,52.753468,164.678345,8.324896,3.770588,8.843225,5.074035,8.987309,5.716916,9.262731,6.273079,10.416266,8.145065,11.241489,6.017370,11.337083,5.086919
0.103,6.864155,6.851547,5.723912,7.308333,-0.232300,4.550738,7.224615,2.231775,5.963784,4.156950,7.392053,7.348224,5.484039,5.306800,166.560669,172.773163,52.831402,165.570816,8.323750,3.778026,8.829641,5.016981,8.966134,5.673864,9.229664,6.234457,10.443297,8.146501,11.235618,6.019067,11.333665,5.085834
0.104,6.863928,6.850908,5.722504,7.307992,-0.239884,4.554213,7.223315,2.241591,5.962029,4.165138,7.392669,7.359252,5.482977,5.292758,166.688797,171.806778,52.654289,166.297150,8.327127,3.795241,8.822176,4.973103,8.953279,5.631816,9.216699,6.209152,10.461635,8.142476,11.230040,6.019851,11.331139,5.087473
0.105,6.863701,6.850269,5.721095,7.307650,-0.247468,4.557687,7.222015,2.251408,5.960275,4.173326,7.393285,7.370279,5.481915,5.278715,166.816925,170.840393,52.477180,167.023468,8.330505,3.812455,8.814711,4.929225,8.940426,5.589767,9.203733,6.183846,10.479971,8.138453,11.224461,6.020635,11.328611,5.089112
0.106,6.863474,6.849631,5.719687,7.307308,-0.255052,4.561162,7.220716,2.261225,5.958520,4.181513,7.393901,7.381307,5.480854,5.264672,166.945068,169.873993,52.300072,167.749802,8.333883,3.829669,8.807245,4.885347,8.927572,5.547719,9.190769,6.158541,10.498308,8.134428,11.218883,6.021419,11.326085,5.090751
0.107,6.863247,6.848992,5.718279,7.306966,-0.262635,4.564636,7.219416,2.271041,5.956766,4.189701,7.394517,7.392334,5.479792,5.250630,167.073196,168.907608,52.122959,168.476135,8.337261,3.846884,8.799780,4.841469,8.914718,5.505672,9.177804,6.133236,10.516645,8.130404,11.213305,6.022202,11.323559,5.092390
0.108,6.862978,6.848317,5.719534,7.307204,-0.270096,4.564975,7.221791,2.280063,5.954932,4.201958,7.392617,7.403584,5.484137,5.234982,167.060669,169.006165,51.593090,169.685654,8.335812,3.855804,8.787749,4.816133,8.907487,5.482987,9.172939,6.105136,10.541419,8.124954,11.203680,6.025300,11.320753,5.095107
0.109,6.862707,6.847642,5.720790,7.307442,-0.277557,4.565314,7.224167,2.289084,5.953098,4.214214,7.390717,7.414834,5.488481,5.219334,167.048126,169.104736,51.063221,170.895172,8.334363,3.864724,8.775719,4.790796,8.900255,5.460303,9.168074,6.077037,10.566193,8.119504,11.194056,6.028398,11.317947,5.097825
0.110,6.862437,6.846968,5.722045,7.307680,-0.285017,4.565654,7.226542,2.298106,5.951264,4.226471,7.388817,7.426084,5.492826,5.203686,167.035599,169.203308,50.533352,172.104675,8.332914,3.873645,8.763688,4.765460,8.893024,5.437619,9.163208,6.048937,10.590965,8.114054,11.184430,6.031495,11.315142,5.100542
0.111,6.862167,6.846292,5.723300,7.307918,-0.292478,4.565993,7.228918,2.307128,5.949430,4.238728,7.386917,7.437333,5.497170,5.188037,167.023071,169.301865,50.003483,173.314194,8.331465,3.882565,8.751657,4.740123,8.885794,5.414935,9.158343,6.020837,10.615739,8.108604,11.174806,6.034592,11.312336,5.103260
0.112,6.861769,6.845494,5.722507,7.308058,-0.299849,4.568419,7.227982,2.317410,5.950058,4.245809,7.388134,7.455333,5.494956,5.178918,168.408844,168.379105,49.958851,173.856659,8.329942,3.888619,8.733776,4.728132,8.872619,5.386437,9.141936,6.005317,10.622456,8.105882,11.168785,6.036988,11.310218,5.106775
0.113,6.861371,6.844696,5.721714,7.308198,-0.307219,4.570844,7.227046,2.327691,5.950686,4.252890,7.389351,7.473333,5.492741,5.169798,169.794601,167.456360,49.914219,174.399124,8.328419,3.894674,8.715895,4.716141,8.859444,5.357940,9.125530,5.989798,10.629171,8.103159,11.162764,6.039385,11.308100,5.110291
0.114,6.860973,6.843898,5.720920,7.308339,-0.314590,4.573269,7.226110,2.337973,5.951314,4.259970,7.390569,7.491334,5.490526,5.160678,171.180359,166.533600,49.869587,174.941589,8.326897,3.900728,8.698013,4.704149,8.846270,5.329443,9.109123,5.974277,10.635887,8.100437,11.156743,6.041781,11.305981,5.113807
0.115,6.860575,6.843100,5.720127,7.308479,-0.321961,4.575695,7.225173,2.348255,5.951942,4.267051,7.391786,7.509334,5.488311,5.151558,172.566132,165.610840,49.824955,175.484055,8.325374,3.906783,8.680132,4.692158,8.833095,5.300945,9.092716,5.958757,10.642604,8.097714,11.150723,6.044178,11.303863,5.117322
0.116,6.860184,6.842300,5.718754,7.308266,-0.329474,4.577241,7.223516,2.357582,5.953799,4.275295,7.393016,7.517389,5.483708,5.144521,173.283783,164.960236,49.904469,175.739136,8.320640,3.911060,8.664185,4.681779,8.816685,5.278692,9.075124,5.950692,10.639650,8.095896,11.143213,6.046383,11.299012,5.119607
0.117,6.859792,6.841502,5.717381,7.308053,-0.336987,4.578786,7.221859,2.366910,5.955655,4.283539,7.394247,7.525444,5.479106,5.137484,174.001450,164.309647,49.983982,175.994217,8.315907,3.915337,8.648236,4.671401,8.800276,5.256440,9.057531,5.942627,10.636698,8.094078,11.135703,6.048588,11.294162,5.121891
0.118,6.859401,6.840703,5.716008,7.307840,-0.344500,4.580332,7.220202,2.376237,5.957511,4.291783,7.395477,7.533499,5.474504,5.130446,174.719116,163.659058,50.063496,176.249298,8.311172,3.919614,8.632288,4.661022,8.783867,5.234187,9.039938,5.934562,10.633745,8.092259,11.128193,6.050793,11.289311,5.124176
0.119,6.859010,6.839904,5.714635,7.307627,-0.352013,4.581878,7.218546,2.385564,5.959368,4.300027,7.396708,7.541554,5.469902,5.123408,175.436768,163.008453,50.143009,176.504379,8.306438,3.923891,8.616341,4.650643,8.767457,5.211934,9.022346,5.926497,10.630792,8.090441,11.120684,6.052998,11.284461,5.126460
0.120,6.858339,6.838832,5.714694,7.308348,-0.359397,4.584724,7.217674,2.390991,5.959625,4.307559,7.399021,7.550833,5.469763,5.113549,175.441086,163.156799,50.113255,176.574326,8.306189,3.932453,8.601372,4.633265,8.751160,5.184034,9.017580,5.924140,10.626593,8.088714,11.115242,6.051528,11.278898,5.129242
0.121,6.857668,6.837760,5.714753,7.309068,-0.366781,4.587571,7.216803,2.396419,5.959882,4.315090,7.401334,7.560111,5.469623,5.103690,175.445404,163.305145,50.083500,176.644272,8.305939,3.941014,8.586402,4.615888,8.734861,5.156135,9.012814,5.921784,10.622394,8.086987,11.109799,6.050057,11.273335,5.132024
0.122,6.856997,6.836688,5.714811,7.309789,-0.374166,4.590417,7.215931,2.401846,5.960139,4.322621,7.403647,7.569389,5.469483,5.093831,175.449722,163.453506,50.053745,176.714218,8.305690,3.949576,8.571432,4.598510,8.718564,5.128235,9.008047,5.919428,10.618195,8.085260,11.104357,6.048586,11.267771,5.134806
0.123,6.856326,6.835616,5.714870,7.310510,-0.381550,4.593264,7.215060,2.407274,5.960397,4.330153,7.405960,7.578667,5.469344,5.083972,175.454041,163.601852,50.023991,176.784164,8.305440,3.958137,8.556463,4.581132,8.702267,5.100336,9.003282,5.917071,10.613996,8.083533,11.098915,6.047116,11.262208,5.137588
0.124,6.855752,6.834640,5.712813,7.310960,-0.388970,4.595053,7.214722,2.417448,5.956049,4.336159,7.407198,7.585943,5.469577,5.078969,175.890549,163.675140,50.006168,177.359558,8.301677,3.970441,8.527342,4.578071,8.676821,5.084245,8.981321,5.894021,10.620188,8.072914,11.090419,6.047943,11.257180,5.141480
0.125,6.855178,6.833663,5.710756,7.311409,-0.396389,4.596842,7.214383,2.427622,5.951702,4.342165,7.408436,7.593218,5.469810,5.073965,176.327057,163.748444,49.988342,177.934937,8.297914,3.982745,8.498220,4.575009,8.651374,5.068154,8.959362,5.870971,10.626380,8.062294,11.081923,6.048769,11.252153,5.145372
0.126,6.854604,6.832686,5.708699,7.311859,-0.403809,4.598630,7.214045,2.437797,5.947355,4.348171,7.409674,7.600494,5.470043,5.068962,176.763550,163.821732,49.970520,178.510315,8.294150,3.995048,8.469100,4.571948,8.625927,5.052063,8.937402,5.847920,10.632572,8.051675,11.073426,6.049596,11.247126,5.149264
0.127,6.854030,6.831710,5.706642,7.312309,-0.411229,4.600420,7.213706,2.447971,5.943007,4.354177,7.410912,7.607769,5.470276,5.063958,177.200058,163.895020,49.952698,179.085709,8.290387,4.007352,8.439979,4.568887,8.600481,5.035973,8.915442,5.824870,10.638764,8.041056,11.064930,6.050423,11.242098,5.153157
0.128,6.853336,6.830607,5.707791,7.313529,-0.418754,4.601807,7.215561,2.456894,5.942076,4.359244,7.411497,7.616568,5.473505,5.066543,175.021439,164.092712,50.027130,179.038818,8.295182,4.015543,8.428893,4.555214,8.574558,5.023765,8.896069,5.810780,10.641094,8.033731,11.058117,6.055505,11.240536,5.158180
0.129,6.852642,6.829504,5.708940,7.314749,-0.426279,4.603194,7.217416,2.465818,5.941145,4.364312,7.412082,7.625366,5.476733,5.069128,172.842834,164.290421,50.101566,178.991913,8.299977,4.023733,8.417809,4.541542,8.548635,5.011556,8.876696,5.796690,10.643425,8.026405,11.051304,6.060588,11.238973,5.163204
0.130,6.851947,6.828402,5.710088,7.315969,-0.433803,4.604581,7.219271,2.474741,5.940214,4.369380,7.412667,7.634165,5.479961,5.071713,170.664215,164.488129,50.176003,178.945023,8.304772,4.031924,8.406723,4.527869,8.522713,4.999348,8.857322,5.782599,10.645756,8.019079,11.044490,6.065670,11.237410,5.168228
0.131,6.851253,6.827299,5.711236,7.317189,-0.441328,4.605968,7.221126,2.483664,5.939283,4.374447,7.413252,7.642963,5.483190,5.074298,168.485596,164.685822,50.250435,178.898132,8.309567,4.040114,8.395638,4.514197,8.496790,4.987140,8.837949,5.768509,10.648086,8.011754,11.037677,6.070753,11.235847,5.173251
0.132,6.850579,6.826221,5.707993,7.314832,-0.448775,4.605692,7.219805,2.490989,5.937755,4.380259,7.409859,7.648274,5.478230,5.083322,168.708557,165.013672,50.282944,178.674011,8.311380,4.042522,8.384112,4.535007,8.490674,5.009647,8.827962,5.770442,10.639320,8.013575,11.029148,6.073538,11.230765,5.177930
0.133,6.849905,6.825143,5.704749,7.312475,-0.456221,4.605415,7.218484,2.498313,5.936228,4.386070,7.406466,7.653585,5.473269,5.092346,168.931519,165.341522,50.315456,178.449890,8.313193,4.044930,8.372587,4.555817,8.484558,5.032155,8.817974,5.772374,10.630554,8.015395,11.020620,6.076324,11.225683,5.182610
0.134,6.849231,6.824065,5.701505,7.310118,-0.463667,4.605139,7.217164,2.505637,5.934700,4.391882,7.403072,7.658895,5.468309,5.101370,169.154480,165.669357,50.347969,178.225754,8.315006,4.047338,8.361062,4.576626,8.478442,5.054662,8.807987,5.774306,10.621789,8.017216,11.012092,6.079109,11.220601,5.187289
0.135,6.848557,6.822987,5.698261,7.307761,-0.471113,4.604863,7.215843,2.512962,5.933172,4.397694,7.399679,7.664207,5.463349,5.110394,169.377441,165.997208,50.380478,178.001633,8.316819,4.049746,8.349537,4.597436,8.472326,5.077170,8.798000,5.776238,10.613024,8.019036,11.003563,6.081894,11.215519,5.191968
0.136,6.847684,6.821714,5.699545,7.306527,-0.478462,4.607629,7.214944,2.522498,5.934615,4.408741,7.398109,7.672746,5.464475,5.122938,169.341705,166.134476,50.471569,178.024857,8.318571,4.060884,8.345640,4.614158,8.467867,5.091203,8.791673,5.784708,10.597481,8.022999,10.995441,6.080555,11.209578,5.192111
0.137,6.846810,6.820442,5.700830,7.305293,-0.485812,4.610395,7.214046,2.532035,5.936059,4.419787,7.396540,7.681286,5.465601,5.135483,169.305969,166.271744,50.562660,178.048080,8.320322,4.072021,8.341743,4.630879,8.463408,5.105237,8.785345,5.793179,10.581939,8.026960,10.987321,6.079216,11.203636,5.192254
0.138,6.845936,6.819169,5.702114,7.304058,-0.493161,4.613162,7.213147,2.541572,5.937502,4.430833,7.394970,7.689826,5.466726,5.148027,169.270248,166.409012,50.653755,178.071304,8.322073,4.083158,8.337845,4.647601,8.458950,5.119270,8.779017,5.801649,10.566397,8.030923,10.979200,6.077876,11.197695,5.192397
0.139,6.845062,6.817896,5.703399,7.302824,-0.500510,4.615928,7.212248,2.551108,5.938945,4.441880,7.393401,7.698365,5.467852,5.160572,169.234512,166.546280,50.744846,178.094528,8.323825,4.094296,8.333948,4.664322,8.454491,5.133304,8.772690,5.810119,10.550854,8.034885,10.971079,6.076537,11.191753,5.192539
0.140,6.844234,6.816667,5.704547,7.303653,-0.507911,4.619786,7.215137,2.563768,5.939010,4.449869,7.392169,7.705506,5.470084,5.168168,168.794342,166.868011,50.612404,177.731934,8.325139,4.101455,8.332345,4.675650,8.451351,5.146303,8.771027,5.819681,10.542180,8.043944,10.962365,6.081093,11.188494,5.197332
0.141,6.843407,6.815438,5.705696,7.304482,-0.515312,4.623645,7.218027,2.576429,5.939075,4.457859,7.390938,7.712647,5.472316,5.175763,168.354187,167.189758,50.479965,177.369339,8.326453,4.108615,8.330742,4.686977,8.448213,5.159302,8.769362,5.829243,10.533506,8.053003,10.953651,6.085649,11.185234,5.202125
0.142,6.842580,6.814209,5.706845,7.305312,-0.522713,4.627503,7.220917,2.589089,5.939141,4.465848,7.389707,7.719788,5.474548,5.183359,167.914017,167.511505,50.347523,177.006744,8.327767,4.115774,8.329140,4.698305,8.445074,5.172301,8.767698,5.838804,10.524832,8.062063,10.944938,6.090205,11.181974,5.206918
0.143,6.841752,6.812979,5.707994,7.306141,-0.530114,4.631361,7.223807,2.601749,5.939206,4.473838,7.388475,7.726929,5.476780,5.190954,167.473846,167.833237,50.215080,176.644150,8.329082,4.122933,8.327537,4.709632,8.441935,5.185300,8.766035,5.848366,10.516158,8.071122,10.936224,6.094761,11.178715,5.211710
0.144,6.840926,6.811752,5.707982,7.305033,-0.537486,4.631815,7.220637,2.611841,5.942527,4.482401,7.389430,7.736526,5.473435,5.200467,167.522919,167.828796,50.130417,176.504456,8.330435,4.128828,8.326780,4.716333,8.441934,5.195685,8.763574,5.855539,10.509772,8.078007,10.929386,6.099409,11.174044,5.215399
0.145,6.840099,6.810526,5.707970,7.303926,-0.544859,4.632270,7.217467,2.621933,5.945848,4.490965,7.390384,7.746124,5.470091,5.209980,167.572006,167.824341,50.045750,176.364761,8.331787,4.134722,8.326024,4.723035,8.441933,5.206069,8.761112,5.862712,10.503386,8.084890,10.922548,6.104057,11.169372,5.219089
0.146,6.839272,6.809299,5.707957,7.302818,-0.552231,4.632724,7.214298,2.632024,5.949169,4.499529,7.391338,7.755722,5.466746,5.219493,167.621094,167.819901,49.961082,176.225067,8.333140,4.140615,8.325268,4.729737,8.441931,5.216454,8.758650,5.869885,10.497000,8.091775,10.915709,6.108706,11.164700,5.222777
