"Time","46 sw offset","45 sw onset","23 toex (cm)","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
5.73,0,0,8.972024,-0.01821,0.00095,-0.02161,-0.01243,0.00795,-0.01221,0.00370,0.00304,1.48526,0.09702,3.27730
5.74,0,0,8.853297,-0.01355,0.00413,-0.02150,-0.01525,0.00876,-0.01079,0.00488,0.00231,1.48258,0.09716,3.27651
5.75,0,0,8.770168,-0.01674,0.00310,-0.02048,-0.01353,0.00778,-0.01115,0.00559,0.00231,1.48557,0.09750,3.27709
5.76,0,0,8.652124,-0.01730,0.00313,-0.02031,-0.01380,0.00884,-0.01182,0.00486,0.00261,1.48468,0.09774,3.27677
5.77,0,0,8.506590,-0.01356,0.00228,-0.02183,-0.01457,0.00789,-0.01118,0.00429,0.00283,1.48438,0.09748,3.27636
5.78,0,0,8.439283,-0.01423,0.00370,-0.02066,-0.01410,0.00793,-0.01166,0.00464,0.00276,1.48453,0.09819,3.27729
5.79,0,0,8.281030,-0.01945,0.00493,-0.02000,-0.01261,0.00791,-0.01251,0.00509,0.00204,1.48676,0.09859,3.27789
5.80,0,0,8.170461,-0.01794,0.00340,-0.02054,-0.01382,0.00841,-0.01221,0.00441,0.00223,1.48333,0.09900,3.27711
5.81,0,0,8.087451,-0.01780,0.00358,-0.02113,-0.01371,0.00769,-0.01097,0.00468,0.00225,1.48502,0.09838,3.27694
5.82,0,0,7.978147,-0.01715,0.00534,-0.02151,-0.01490,0.00759,-0.01161,0.00597,0.00859,1.48270,0.09803,3.27733
5.83,0,0,7.856621,-0.01856,0.00500,-0.02004,-0.01266,0.00826,-0.01149,0.00561,0.00275,1.48593,0.09726,3.27784
5.84,0,0,7.750914,-0.01715,0.00178,-0.02039,-0.01245,0.00748,-0.01258,0.00675,0.00294,1.48270,0.09736,3.27701
5.85,0,0,7.573132,-0.01516,0.00304,-0.01906,-0.01375,0.00885,-0.01179,0.00544,0.00259,1.48496,0.09793,3.27725
5.86,0,0,7.455497,-0.01777,0.00378,-0.02077,-0.01350,0.00753,-0.01322,0.00459,0.00043,1.48290,0.09876,3.27718
5.87,0,1,7.372785,-0.02124,0.00360,-0.01974,-0.01427,0.00860,-0.01145,0.02522,0.00162,1.48509,0.09838,3.27737
5.88,0,0,7.333062,-0.01796,0.00101,-0.02018,-0.01533,0.00799,-0.01204,0.00319,0.00320,1.48379,0.09832,3.27742
5.89,0,0,7.377554,-0.00412,0.00764,-0.02174,-0.01198,0.00797,-0.01136,0.01657,0.00215,1.48527,0.09755,3.27722
5.90,0,0,7.617707,-0.01317,0.00221,-0.02125,-0.01495,0.00867,-0.01196,0.00286,0.00302,1.48633,0.09749,3.27696
5.91,0,0,8.028756,-0.01751,0.00954,-0.02228,-0.01534,0.00839,-0.01238,0.00546,0.00152,1.48407,0.09787,3.27682
5.92,0,0,8.361359,-0.02403,0.00363,-0.02007,-0.01421,0.00797,-0.01166,-0.00306,0.00094,1.48394,0.09818,3.27704
5.93,0,0,8.720303,-0.02006,0.00052,-0.02088,-0.01360,0.00740,-0.01271,0.01058,0.00196,1.48351,0.09837,3.27700
5.94,0,0,8.988619,-0.01705,0.00517,-0.01905,-0.01207,0.00903,-0.01270,-0.00923,0.00220,1.48361,0.09871,3.27798
5.95,0,0,9.223398,-0.01801,0.00371,-0.02049,-0.01262,0.00884,-0.01181,-0.02361,0.00156,1.48292,0.09826,3.27770
5.96,0,0,9.520777,-0.01705,0.00421,-0.02005,-0.01402,0.00831,-0.01343,0.00594,0.00329,1.48452,0.09800,3.27665
5.97,0,0,9.783732,-0.01716,0.00323,-0.01986,-0.01385,0.00881,-0.01298,-0.01317,-0.00038,1.48376,0.09737,3.27757
5.98,0,0,10.064038,-0.01782,0.00381,-0.02269,-0.01361,0.00675,-0.01241,-0.01111,-0.00289,1.48548,0.09712,3.27707
5.99,0,0,10.373571,-0.01820,0.00349,-0.02079,-0.01396,0.00846,-0.01205,0.00585,0.00251,1.48544,0.09799,3.27690
6.00,0,0,10.734196,-0.01760,0.00305,-0.02000,-0.01412,0.00835,-0.01156,0.00524,0.00269,1.48600,0.09121,3.27698
6.01,0,0,11.130793,-0.01705,0.00379,-0.02019,-0.01384,0.00739,-0.01251,0.04272,0.00290,1.48494,0.09799,3.27718
6.02,1,0,11.412954,-0.01737,0.00434,-0.02177,-0.01310,0.00952,-0.01307,0.00592,0.00286,1.48406,0.10258,3.27626
6.03,0,0,11.328224,-0.01641,0.00416,-0.02021,-0.01328,0.00813,-0.01410,0.00543,0.00137,1.48230,0.10057,3.27631
6.04,0,0,11.158613,-0.01508,0.00226,-0.01906,-0.01313,0.00885,-0.01342,0.00002,0.00198,1.48484,0.09753,3.27710
6.05,0,0,11.060034,-0.02089,0.00238,-0.01997,-0.01060,0.00902,-0.01123,0.00616,0.00166,1.48765,0.09592,3.27722
6.06,0,0,10.964763,-0.02191,0.00479,-0.02073,-0.01782,0.01616,-0.01162,0.00571,0.00338,1.48555,0.09624,3.27707
6.07,0,0,10.838859,-0.01812,0.00309,-0.02115,-0.01489,0.00825,-0.01177,0.00651,0.00205,1.48722,0.09640,3.27763
6.08,0,0,10.588748,-0.01709,0.00411,-0.02035,-0.01614,0.00908,-0.01089,0.00483,0.00376,1.48149,0.09645,3.27696
6.09,0,0,10.546935,-0.01744,0.00453,-0.01854,-0.01161,0.00868,-0.01113,0.00481,0.00320,1.48259,0.09686,3.27750
6.10,0,0,10.397863,-0.01754,0.00654,-0.02083,-0.01684,0.00735,-0.01179,0.00374,0.00221,1.48393,0.09692,3.27682
6.11,0,0,10.284827,-0.01810,0.00383,-0.02040,-0.01145,0.00815,-0.01196,0.00583,0.00290,1.48363,0.09595,3.27682
6.12,0,0,10.223476,-0.01696,0.00267,-0.02056,-0.01198,0.00872,-0.01323,0.00643,0.00200,1.48525,0.09564,3.27678
6.13,0,0,10.132988,-0.01756,0.00541,-0.02034,-0.01364,0.00813,-0.01315,0.00599,0.00253,1.48517,0.09641,3.27699
6.14,0,0,10.037794,-0.00969,0.00044,-0.02194,-0.01182,0.00775,-0.01169,0.00536,0.00331,1.48524,0.09715,3.27751
6.15,0,0,9.972278,-0.01660,0.00255,-0.02111,-0.01379,0.00830,-0.01202,0.00453,0.00258,1.48480,0.09847,3.27671
6.16,0,0,9.904620,-0.01697,0.00308,-0.02101,-0.01431,0.00843,-0.01329,0.00502,0.00234,1.48601,0.09886,3.27723
6.17,0,0,9.884979,-0.01789,0.00223,-0.01955,-0.01329,0.00956,-0.01294,-0.00386,0.01791,1.48484,0.09924,3.27716
6.18,0,0,11.834633,-0.01934,0.00633,-0.01728,-0.01646,0.00736,-0.01255,0.01796,0.00197,1.48738,0.09926,3.27770
6.19,0,1,9.609635,-0.01116,0.00346,-0.02035,-0.01348,0.00788,-0.01202,0.00475,0.00210,1.48452,0.09836,3.27703
6.20,0,0,10.235075,-0.02129,0.00573,-0.01522,-0.01310,0.00838,-0.01339,0.03759,-0.00244,1.48501,0.09859,3.27767
6.21,0,0,10.996538,-0.01935,0.00352,-0.02013,-0.01450,0.00891,-0.01394,0.01530,0.00991,1.47508,0.09833,3.27686
6.22,0,0,11.260017,-0.02059,0.00292,-0.02200,-0.01424,0.00904,-0.01185,0.01852,0.00210,1.48377,0.09826,3.27715
6.23,0,0,11.571894,-0.01838,0.00508,-0.01946,-0.01367,0.00788,-0.01307,0.03466,0.00204,1.48555,0.09694,3.27683
6.24,0,0,11.799359,-0.01961,0.00287,-0.01835,-0.01342,0.00818,-0.01255,0.00779,0.00133,1.48307,0.09642,3.27682
6.25,0,0,11.917028,-0.01824,0.00427,-0.02010,-0.01461,0.00847,-0.01216,0.02611,0.00340,1.48363,0.09644,3.27713
6.26,0,0,11.961074,-0.01798,0.00425,-0.02184,-0.01358,0.00912,-0.01302,-0.01016,0.00339,1.48455,0.09700,3.27682
6.27,0,0,12.029265,-0.01763,0.00386,-0.01824,-0.01364,0.00848,-0.01163,0.00865,0.00090,1.48422,0.09664,3.27718
6.28,0,0,12.089564,-0.01688,0.00272,-0.02108,-0.01334,0.00825,-0.01248,0.04070,0.00219,1.48257,0.09646,3.27715
6.29,0,0,12.226505,-0.01515,0.00292,-0.02054,-0.01320,0.00852,-0.01152,0.00895,0.00405,1.48349,0.09620,3.27735
6.30,0,0,12.425065,-0.01835,0.00388,-0.02053,-0.01445,0.00832,-0.01252,0.00527,0.00352,1.48523,0.09643,3.27641
6.31,0,0,12.674039,-0.01765,0.00268,-0.01904,-0.01301,0.00811,-0.01226,0.00610,0.00137,1.48497,0.09661,3.27744
6.32,0,0,12.981658,-0.01976,0.00260,-0.02227,-0.01371,0.00867,-0.01241,0.00449,0.00264,1.47884,0.09697,3.27717
6.33,0,0,12.979480,-0.01777,0.00443,-0.02098,-0.01418,0.00781,-0.01191,0.00149,0.00297,1.48362,0.09671,3.27700
6.34,1,0,12.992673,-0.01687,0.00465,-0.01979,-0.01413,0.00734,-0.01207,0.00340,0.00275,1.48394,0.09583,3.27726
6.35,0,0,13.125419,-0.01867,0.00320,-0.01988,-0.01342,0.00842,-0.01177,0.00541,0.00284,1.48454,0.09478,3.27795
6.36,0,0,12.927855,-0.01875,0.00369,-0.02008,-0.01248,0.00805,-0.01204,0.00517,0.00284,1.48404,0.09437,3.27731
6.37,0,0,12.799040,-0.01541,0.00479,-0.02002,-0.01496,0.00815,-0.01229,0.00468,0.00250,1.48246,0.09413,3.27685
6.38,0,0,12.677115,-0.01821,0.00465,-0.02145,-0.01297,0.00841,-0.01302,0.00509,0.00313,1.48347,0.09382,3.27754
6.39,0,0,12.566872,-0.01993,0.00430,-0.02151,-0.01404,0.00879,-0.01085,0.00500,0.00137,1.48483,0.09374,3.27784
6.40,0,0,12.454932,-0.01483,0.00331,-0.01992,-0.01300,0.00777,-0.01223,0.00434,0.00137,1.48289,0.09404,3.27741
6.41,0,0,12.226895,-0.01412,0.00383,-0.02080,-0.01465,0.00807,-0.01204,0.00578,0.00256,1.48556,0.09489,3.27683
6.42,0,0,12.257370,-0.01001,0.00505,-0.02155,-0.01438,0.00801,-0.01207,0.00422,0.00255,1.48096,0.09500,3.27786
6.43,0,0,11.998351,-0.02586,0.00225,-0.01976,-0.01395,0.00816,-0.01251,0.00512,0.00298,1.48318,0.09538,3.27650
6.44,0,0,11.932577,-0.01301,0.00330,-0.02006,-0.01450,0.00745,-0.01298,0.00527,0.00357,1.48453,0.09567,3.27725
6.45,0,0,11.852217,-0.01674,0.00234,-0.02090,-0.01632,0.00798,-0.01232,0.00486,0.00340,1.48390,0.09536,3.27723
6.46,0,0,11.755439,-0.00953,0.00369,-0.02007,-0.01343,0.00907,-0.01339,0.00668,0.00281,1.48815,0.09528,3.27678
6.47,0,0,11.640166,-0.03499,0.00161,-0.02036,-0.00632,0.00826,-0.01184,0.00448,0.00294,1.48529,0.09617,3.27729
6.48,0,0,11.507350,-0.02483,0.00143,-0.02109,-0.00961,0.00842,-0.01199,0.00522,0.00287,1.48391,0.09659,3.27734
6.49,0,0,11.386737,-0.00783,-0.00110,-0.01992,-0.01224,0.00810,-0.01167,0.00548,0.00253,1.48330,0.09692,3.27738
6.50,0,0,11.262191,-0.01443,0.00472,-0.02042,-0.00970,0.00808,-0.01387,0.00503,0.00114,1.48316,0.09764,3.27732
6.51,0,0,11.135840,-0.01603,0.00154,-0.01945,-0.01292,0.00780,-0.01263,0.00554,0.00162,1.48408,0.09818,3.27701
6.52,0,0,11.057969,-0.01534,0.00430,-0.02021,-0.01319,0.00882,-0.01317,0.00534,0.00139,1.48395,0.09808,3.27662
6.53,0,0,10.902244,-0.01703,0.00505,-0.02016,-0.02946,0.00939,-0.01240,0.00456,0.00206,1.48424,0.09829,3.27763
6.54,0,0,10.765958,-0.01621,0.00540,-0.01967,-0.01381,0.00888,-0.01323,0.01631,-0.00749,1.48363,0.09857,3.27677
6.55,0,1,10.712364,-0.00407,-0.00281,-0.01812,-0.01300,0.00882,-0.01251,0.03944,0.00214,1.48467,0.09846,3.27703
6.56,0,0,10.712452,-0.01689,0.00247,-0.02152,-0.01375,0.00735,-0.01288,0.01932,0.00653,1.48798,0.09762,3.27671
6.57,0,0,10.740969,-0.01938,-0.00016,-0.01941,-0.01388,0.00885,-0.01205,0.00331,-0.00167,1.48418,0.09670,3.27728
6.58,0,0,11.022890,-0.01827,0.00172,-0.02101,-0.01409,0.00838,-0.01285,-0.01404,0.00355,1.48393,0.09683,3.27730
6.59,0,0,11.638177,-0.01977,0.00371,-0.01926,-0.01301,0.00703,-0.01225,0.00452,0.00262,1.48452,0.09776,3.27734
6.60,0,0,12.145657,-0.01833,0.00414,-0.02080,-0.01400,0.00814,-0.01133,0.00288,0.00165,1.48467,0.09867,3.27702
6.61,0,0,12.554226,-0.01820,0.00377,-0.02057,-0.01457,0.00802,-0.01313,0.00665,0.00110,1.48273,0.09852,3.27671
6.62,0,0,12.876037,-0.01802,0.00397,-0.02052,-0.01412,0.00877,-0.01263,0.04043,0.00221,1.48318,0.09810,3.27767
6.63,0,0,13.223994,-0.01326,0.00149,-0.02045,-0.01499,0.00722,-0.01216,0.00267,0.00294,1.48378,0.09712,3.27693
6.64,0,0,13.610943,-0.01286,0.00432,-0.01924,-0.01318,0.00946,-0.01456,0.00482,0.00242,1.48270,0.09650,3.27730
6.65,0,0,13.933055,-0.01920,0.00318,-0.01869,-0.01290,0.01003,-0.01243,0.00468,0.00311,1.48091,0.09736,3.27736
6.66,0,0,14.010729,-0.01491,0.00349,-0.01982,-0.01357,0.00730,-0.01185,0.00067,0.00198,1.48332,0.09784,3.27744
6.67,1,0,14.209548,-0.01835,0.00309,-0.01992,-0.01318,0.00810,-0.01297,0.00783,0.00318,1.48539,0.09726,3.27729
6.68,0,0,14.054968,-0.02083,0.00231,-0.01986,-0.01276,0.00909,-0.01205,0.00624,0.00213,1.48481,0.09718,3.27682
