"Time","2 Trdml","3 Platform","4 GM","5 Ip","6 BF","7 VL","8 St","9 TA","10 Gs","11 Gr","12 Synch","42 Ramp up","43 Ramp down","44 sw onset","45 sw offset"
0.56,0.10096,-1.47837,0.00052,0.00077,0.00072,0.00061,0.00130,0.00062,0.00211,0.00236,0,0,0,0,0
0.57,0.10088,-1.47857,0.00051,0.00098,0.00072,0.00062,0.00102,0.00055,0.00239,0.00148,0,0,0,0,0
0.58,0.10125,-1.47679,0.00052,0.00156,0.00071,0.00057,0.00082,0.00061,0.00297,0.00156,0,0,0,0,0
0.59,0.10084,-1.47945,0.00051,0.00141,0.00076,0.00057,0.00085,0.00066,0.00485,0.00207,0,0,0,0,0
0.60,0.10058,-1.47883,0.00056,0.00078,0.00081,0.00057,0.00094,0.00060,0.00281,0.00177,0,0,0,0,0
0.61,0.10080,-1.47861,0.00059,0.00077,0.00072,0.00056,0.00109,0.00055,0.00483,0.00090,0,0,0,0,0
0.62,0.10106,-1.47852,0.00055,0.00086,0.00067,0.00061,0.00125,0.00060,0.00295,0.00096,0,0,0,0,0
0.63,0.10127,-1.47928,0.00055,0.00109,0.00072,0.00060,0.00144,0.00062,0.00316,0.00115,0,0,0,0,0
0.64,0.10121,-1.47774,0.00059,0.00115,0.00073,0.00056,0.00138,0.00061,0.00416,0.00124,0,0,0,0,0
0.65,0.10041,-1.47939,0.00057,0.00090,0.00074,0.00060,0.00107,0.00066,0.00239,0.00133,0,0,0,0,0
0.66,0.09942,-1.47888,0.00052,0.00083,0.00072,0.00061,0.00141,0.00064,0.00308,0.00148,0,0,0,0,0
0.67,0.09900,-1.47936,0.00053,0.00078,0.00068,0.00054,0.00158,0.00061,0.00242,0.00143,0,0,0,0,0
0.68,0.09893,-1.47896,0.00055,0.00081,0.00069,0.00059,0.00132,0.00069,0.00356,0.00123,0,0,0,0,0
0.69,0.09953,-1.47708,0.00054,0.00088,0.00072,0.00063,0.00127,0.00079,0.00356,0.00114,0,0,0,0,0
0.70,0.09927,-1.47903,0.00057,0.00080,0.00071,0.00059,0.00144,0.00079,0.00525,0.00145,0,0,0,0,0
0.71,0.09916,-1.47738,0.00060,0.00074,0.00073,0.00060,0.00124,0.00075,0.00270,0.00135,0,0,0,0,0
0.72,0.09985,-1.47733,0.00061,0.00074,0.00073,0.00056,0.00090,0.00067,0.00389,0.00088,0,0,0,0,0
0.73,0.10008,-1.47882,0.00060,0.00074,0.00070,0.00050,0.00100,0.00070,0.00320,0.00132,0,0,0,0,0
0.74,0.10035,-1.47914,0.00056,0.00069,0.00074,0.00050,0.00097,0.00070,0.00338,0.00136,0,0,0,0,0
0.75,0.10033,-1.47746,0.00062,0.00080,0.00086,0.00059,0.00086,0.00065,0.00551,0.00092,0,0,0,0,0
0.76,0.10081,-1.47854,0.00063,0.00077,0.00083,0.00069,0.00087,0.00067,0.00145,0.00078,0,0,0,0,0
0.77,0.10092,-1.47836,0.00058,0.00069,0.00072,0.00066,0.00082,0.00064,0.00255,0.00083,0,0,0,0,0
0.78,0.10119,-1.47971,0.00054,0.00073,0.00209,0.00061,0.00069,0.00064,0.00373,0.00085,0,0,0,0,0
0.79,0.10160,-1.47964,0.00055,0.00079,0.00225,0.00059,0.00066,0.00064,0.00310,0.00091,0,0,0,0,0
0.80,0.10159,-1.47836,0.00059,0.00089,0.00093,0.00062,0.00066,0.00061,0.00389,0.00111,0,0,0,0,0
0.81,0.10061,-1.47646,0.00059,0.00098,0.00081,0.00059,0.00061,0.00054,0.00361,0.00116,0,0,0,0,0
0.82,0.09973,-1.47989,0.00060,0.00092,0.00087,0.00054,0.00055,0.00052,0.00299,0.00090,0,0,0,0,0
0.83,0.09994,-1.47955,0.00202,0.00352,0.00080,0.00055,0.00061,0.00057,0.00249,0.00068,0,0,0,0,0
0.84,0.10090,-1.47811,0.00482,0.00939,0.00068,0.00054,0.00134,0.00083,0.00165,0.00124,0,0,0,1,0
0.85,0.10126,-1.47807,0.00469,0.01075,0.00064,0.00053,0.00176,0.00120,0.00643,0.00136,0,0,0,0,0
0.86,0.10086,-1.48035,0.00357,0.00912,0.00063,0.00052,0.00155,0.00118,0.00410,0.00178,0,0,0,0,0
0.87,0.10012,-1.47967,0.00323,0.00988,0.00067,0.00054,0.00147,0.00117,0.00458,0.00200,0,0,0,0,0
0.88,0.09982,-1.47944,0.00277,0.01091,0.00073,0.00057,0.00122,0.00141,0.00341,0.00112,0,0,0,0,0
0.89,0.09943,-1.47854,0.00355,0.01206,0.00072,0.00059,0.00115,0.00137,0.00557,0.00082,0,0,0,0,0
0.90,0.09978,-1.47635,0.00385,0.01166,0.00065,0.00057,0.00103,0.00184,0.00378,0.00084,0,0,0,0,0
0.91,0.09969,-1.47793,0.00534,0.01212,0.00067,0.00055,0.00077,0.00224,0.00458,0.00074,0,0,0,0,0
0.92,0.09950,-1.47954,0.00668,0.01518,0.00070,0.00058,0.00072,0.00169,0.00510,0.00077,0,0,0,0,0
0.93,0.09888,-1.47885,0.00993,0.01622,0.00071,0.00058,0.00069,0.00131,0.00374,0.00090,0,0,0,0,0
0.94,0.09937,-1.47975,0.01022,0.01620,0.00073,0.00080,0.00052,0.00123,0.00363,0.00102,0,0,0,0,0
0.95,0.09939,-1.47899,0.00413,0.01334,0.00079,0.00092,0.00054,0.00098,0.00320,0.00108,0,0,0,0,0
0.96,0.09924,-1.47821,0.00087,0.00715,0.00083,0.00081,0.00088,0.00091,0.00397,0.00104,0,0,0,0,0
0.97,0.09802,-1.47976,0.00129,0.00355,0.00080,0.00071,0.00139,0.00111,0.00347,0.00112,0,0,0,0,1
0.98,0.09726,-1.47917,0.00131,0.00187,0.00078,0.00066,0.00136,0.00094,0.00254,0.00140,0,0,0,0,0
0.99,0.09676,-1.47897,0.00057,0.00160,0.00085,0.00083,0.00111,0.00074,0.00317,0.00129,0,0,0,0,0
1.00,0.09795,-1.47978,0.00057,0.00127,0.00082,0.00082,0.00102,0.00073,0.00392,0.00099,0,0,0,0,0
1.01,0.09816,-1.47899,0.00050,0.00102,0.00079,0.00079,0.00083,0.00075,0.00419,0.00087,0,0,0,0,0
1.02,0.09848,-1.47768,0.00052,0.00176,0.00087,0.00083,0.00071,0.00082,0.00370,0.00076,0,0,0,0,0
1.03,0.09787,-1.47913,0.00059,0.00167,0.00082,0.00079,0.00101,0.00072,0.00322,0.00098,0,0,0,0,0
1.04,0.09780,-1.47807,0.00061,0.00089,0.00078,0.00073,0.00120,0.00065,0.00427,0.00182,0,0,0,0,0
1.05,0.09821,-1.47844,0.00057,0.00082,0.00086,0.00068,0.00117,0.00070,0.00447,0.00186,0,0,0,0,0
1.06,0.09941,-1.47994,0.00053,0.00124,0.00076,0.00063,0.00116,0.00064,0.00544,0.00133,0,0,0,0,0
1.07,0.09966,-1.47853,0.00059,0.00121,0.00069,0.00063,0.00095,0.00062,0.00406,0.00139,0,0,0,0,0
1.08,0.09980,-1.48014,0.00061,0.00071,0.00083,0.00062,0.00095,0.00063,0.00282,0.00169,0,0,0,0,0
1.09,0.09993,-1.47923,0.00059,0.00072,0.00086,0.00060,0.00104,0.00068,0.00367,0.00189,0,0,0,0,0
1.10,0.10004,-1.47854,0.00060,0.00072,0.00078,0.00055,0.00109,0.00062,0.00409,0.00227,0,0,0,0,0
1.11,0.10036,-1.48325,0.00062,0.00074,0.00079,0.00057,0.00104,0.00061,0.00160,0.00283,0,0,0,0,0
1.12,0.10113,-1.47854,0.00059,0.00072,0.00076,0.00060,0.00090,0.00061,0.00329,0.00271,0,0,0,0,0
1.13,0.10108,-1.47979,0.00056,0.00129,0.00071,0.00054,0.00078,0.00059,0.00263,0.00225,0,0,0,0,0
1.14,0.10061,-1.47917,0.00055,0.00126,0.00076,0.00053,0.00101,0.00064,0.00377,0.00201,0,0,0,0,0
1.15,0.10026,-1.47889,0.00056,0.00069,0.00074,0.00056,0.00116,0.00067,0.00215,0.00148,0,0,0,0,0
1.16,0.10031,-1.48230,0.00058,0.00078,0.00067,0.00062,0.00117,0.00065,0.00375,0.00093,0,0,0,0,0
1.17,0.10046,-1.47773,0.00056,0.00078,0.00075,0.00067,0.00098,0.00058,0.00372,0.00096,0,0,0,0,0
1.18,0.10045,-1.47882,0.00061,0.00071,0.00078,0.00060,0.00088,0.00055,0.00471,0.00121,0,0,0,0,0
1.19,0.10012,-1.47792,0.00069,0.00063,0.00226,0.00064,0.00088,0.00058,0.00395,0.00120,0,0,0,0,0
1.20,0.10020,-1.47846,0.00066,0.00073,0.00369,0.00071,0.00069,0.00064,0.00399,0.00101,0,0,0,0,0
1.21,0.10016,-1.47940,0.00062,0.00096,0.00221,0.00066,0.00078,0.00066,0.00236,0.00134,0,0,0,0,0
1.22,0.09993,-1.47951,0.00064,0.00118,0.00377,0.00098,0.00091,0.00065,0.00466,0.00165,0,0,0,0,0
1.23,0.10025,-1.48154,0.00062,0.00107,0.00390,0.00145,0.00078,0.00067,0.00392,0.00137,0,0,0,0,0
1.24,0.10056,-1.47573,0.00061,0.00081,0.00330,0.00143,0.00059,0.00067,0.00458,0.00097,0,0,0,0,0
1.25,0.09983,-1.47883,0.00071,0.00090,0.00524,0.00097,0.00063,0.00060,0.00284,0.00077,0,0,0,0,0
1.26,0.10022,-1.47690,0.00081,0.00087,0.00287,0.00057,0.00060,0.00056,0.00544,0.00080,0,0,0,0,0
1.27,0.10095,-1.48064,0.00218,0.00328,0.00070,0.00048,0.00115,0.00061,0.00430,0.00080,0,0,0,1,0
1.28,0.10093,-1.47897,0.00357,0.00621,0.00069,0.00052,0.00163,0.00076,0.00350,0.00097,0,0,0,0,0
1.29,0.10036,-1.48266,0.00497,0.00878,0.00069,0.00056,0.00134,0.00126,0.00453,0.00139,0,0,0,0,0
1.30,0.09962,-1.47903,0.00666,0.00951,0.00075,0.00058,0.00176,0.00239,0.00385,0.00235,0,0,0,0,0
1.31,0.10025,-1.47716,0.00481,0.00966,0.00070,0.00059,0.00185,0.00275,0.00792,0.00256,0,0,0,0,0
1.32,0.10115,-1.47938,0.00320,0.01344,0.00055,0.00059,0.00147,0.00313,0.00361,0.00137,0,0,0,0,0
1.33,0.10165,-1.47827,0.00719,0.01577,0.00061,0.00062,0.00118,0.00370,0.00395,0.00073,0,0,0,0,0
1.34,0.10155,-1.48015,0.00698,0.01600,0.00071,0.00059,0.00077,0.00255,0.00356,0.00075,0,0,0,0,0
1.35,0.10125,-1.47960,0.00695,0.01520,0.00072,0.00058,0.00064,0.00159,0.00420,0.00077,0,0,0,0,0
1.36,0.10113,-1.47805,0.00623,0.01014,0.00072,0.00065,0.00059,0.00117,0.00239,0.00070,0,0,0,0,0
1.37,0.10098,-1.48027,0.00126,0.00371,0.00082,0.00078,0.00083,0.00090,0.00302,0.00089,0,0,0,0,0
1.38,0.10077,-1.48133,0.00063,0.00165,0.00089,0.00081,0.00094,0.00123,0.00311,0.00157,0,0,0,0,1
1.39,0.10013,-1.47873,0.00062,0.00150,0.00088,0.00087,0.00094,0.00134,0.00368,0.00154,0,0,0,0,0
1.40,0.09977,-1.47954,0.00062,0.00104,0.00081,0.00085,0.00099,0.00113,0.00072,0.00100,0,0,0,0,0
1.41,0.09974,-1.47808,0.00062,0.00095,0.00069,0.00070,0.00111,0.00087,0.00255,0.00185,0,0,0,0,0
1.42,0.10047,-1.47916,0.00056,0.00094,0.00071,0.00063,0.00132,0.00078,0.00387,0.00308,0,0,0,0,0
1.43,0.10110,-1.47816,0.00056,0.00084,0.00240,0.00060,0.00134,0.00078,0.00389,0.00368,0,0,0,0,0
1.44,0.10160,-1.47937,0.00065,0.00079,0.00389,0.00061,0.00127,0.00081,0.00488,0.00264,0,0,0,0,0
1.45,0.10194,-1.47922,0.00060,0.00075,0.00259,0.00066,0.00126,0.00082,-0.24884,0.00313,0,0,0,0,0
1.46,0.10193,-1.47735,0.00053,0.00083,0.00115,0.00065,0.00132,0.00105,-0.01819,0.00353,0,0,0,0,0
1.47,0.10198,-1.47851,0.00053,0.00098,0.00077,0.00063,0.00138,0.00100,0.01378,0.00209,0,0,0,0,0
1.48,0.10129,-1.47834,0.00062,0.00092,0.00089,0.00077,0.00130,0.00075,0.00095,0.00146,0,0,0,0,0
1.49,0.10053,-1.47864,0.00066,0.00085,0.00220,0.00079,0.00135,0.00072,0.00007,0.00134,0,0,0,0,0
1.50,0.10016,-1.47940,0.00058,0.00088,0.00339,0.00067,0.00178,0.00070,0.01060,0.00157,0,0,0,0,0
1.51,0.10031,-1.47901,0.00059,0.00081,0.00361,0.00102,0.00183,0.00063,0.00178,0.00216,0,0,0,0,0
1.52,0.10090,-1.47906,0.00071,0.00077,0.00431,0.00103,0.00179,0.00074,0.00714,0.00265,0,0,0,0,0
1.53,0.10140,-1.47874,0.00077,0.00071,0.00514,0.00070,0.00158,0.00094,0.00421,0.00199,0,0,0,0,0
1.54,0.10175,-1.47917,0.00070,0.00059,0.00303,0.00068,0.00109,0.00088,0.00663,0.00151,0,0,0,0,0
1.55,0.10115,-1.47913,0.00062,0.00066,0.00209,0.00068,0.00112,0.00079,0.00605,0.00150,0,0,0,0,0
1.56,0.10081,-1.47937,0.00060,0.00070,0.00341,0.00068,0.00138,0.00078,0.00081,0.00161,0,0,0,0,0
1.57,0.10124,-1.47926,0.00059,0.00080,0.00389,0.00062,0.00148,0.00073,0.00583,0.00159,0,0,0,0,0
1.58,0.10131,-1.47906,0.00065,0.00086,0.00452,0.00105,0.00114,0.00088,0.00097,0.00109,0,0,0,0,0
1.59,0.10108,-1.47581,0.00067,0.00082,0.00449,0.00138,0.00097,0.00098,0.00315,0.00100,0,0,0,0,0
1.60,0.10082,-1.47908,0.00065,0.00095,0.00434,0.00126,0.00103,0.00078,0.00455,0.00112,0,0,0,0,0
1.61,0.10115,-1.47853,0.00067,0.00112,0.00432,0.00111,0.00085,0.00068,0.00182,0.00123,0,0,0,0,0
1.62,0.10158,-1.47878,0.00067,0.00125,0.00538,0.00116,0.00070,0.00066,0.00354,0.00114,0,0,0,0,0
1.63,0.10186,-1.47858,0.00071,0.00109,0.00485,0.00122,0.00073,0.00065,0.00514,0.00109,0,0,0,0,0
1.64,0.10156,-1.47847,0.00081,0.00083,0.00368,0.00092,0.00066,0.00066,0.00522,0.00108,0,0,0,0,0
1.65,0.10070,-1.47833,0.00310,0.00397,0.00261,0.00071,0.00092,0.00058,0.00337,0.00092,0,0,0,0,0
1.66,0.10029,-1.47894,0.00346,0.00760,0.00078,0.00059,0.00163,0.00080,0.00654,0.00082,0,0,0,1,0
1.67,0.09980,-1.47769,0.00280,0.00531,0.00068,0.00051,0.00215,0.00236,0.00614,0.00121,0,0,0,0,0
1.68,0.09999,-1.47967,0.00530,0.00709,0.00071,0.00056,0.00191,0.00350,0.00095,0.00123,0,0,0,0,0
1.69,0.10024,-1.47622,0.00448,0.00939,0.00071,0.00058,0.00179,0.00302,0.00327,0.00103,0,0,0,0,0
1.70,0.09971,-1.47618,0.00245,0.00654,0.00069,0.00058,0.00210,0.00312,0.00256,0.00132,0,0,0,0,0
1.71,0.09884,-1.47857,0.00265,0.00940,0.00073,0.00054,0.00177,0.00337,0.00488,0.00117,0,0,0,0,0
1.72,0.09932,-1.47838,0.00269,0.01186,0.00074,0.00052,0.00211,0.00361,0.00262,0.00098,0,0,0,0,0
1.73,0.10010,-1.47852,0.00280,0.00674,0.00071,0.00052,0.00273,0.00321,0.00278,0.00085,0,0,0,0,0
1.74,0.10068,-1.47913,0.00289,0.00453,0.00073,0.00057,0.00219,0.00239,0.00239,0.00066,0,0,0,0,1
1.75,0.10059,-1.47984,0.00252,0.00540,0.00068,0.00059,0.00164,0.00214,0.00392,0.00071,0,0,0,0,0
1.76,0.10036,-1.47965,0.00223,0.00263,0.00063,0.00052,0.00129,0.00139,0.00289,0.00091,0,0,0,0,0
1.77,0.10018,-1.47896,0.00177,0.00085,0.00074,0.00064,0.00124,0.00074,0.00405,0.00101,0,0,0,0,0
1.78,0.09991,-1.47921,0.00101,0.00089,0.00082,0.00070,0.00138,0.00072,0.00305,0.00116,0,0,0,0,0
1.79,0.10000,-1.47658,0.00065,0.00084,0.00353,0.00063,0.00109,0.00066,0.00251,0.00169,0,0,0,0,0
1.80,0.10010,-1.47889,0.00065,0.00069,0.00346,0.00062,0.00094,0.00061,0.00311,0.00195,0,0,0,0,0
1.81,0.09990,-1.47951,0.00072,0.00061,0.00223,0.00061,0.00111,0.00059,0.00414,0.00134,0,0,0,0,0
1.82,0.09955,-1.47813,0.00085,0.00063,0.00353,0.00064,0.00102,0.00060,0.00374,0.00082,0,0,0,0,0
1.83,0.09978,-1.47961,0.00077,0.00066,0.00321,0.00062,0.00086,0.00065,0.00458,0.00082,0,0,0,0,0
1.84,0.09909,-1.47997,0.00061,0.00075,0.00327,0.00061,0.00080,0.00065,0.00326,0.00084,0,0,0,0,0
1.85,0.09836,-1.47946,0.00053,0.00085,0.00329,0.00061,0.00080,0.00062,0.00361,0.00090,0,0,0,0,0
1.86,0.09780,-1.47931,0.00054,0.00099,0.00203,0.00065,0.00085,0.00069,0.00385,0.00123,0,0,0,0,0
1.87,0.09777,-1.47696,0.00056,0.00106,0.00375,0.00137,0.00086,0.00067,0.00372,0.00142,0,0,0,0,0
1.88,0.09726,-1.47994,0.00063,0.00110,0.00512,0.00178,0.00092,0.00073,0.00320,0.00123,0,0,0,0,0
1.89,0.09821,-1.47962,0.00067,0.00122,0.00506,0.00135,0.00099,0.00079,0.00132,0.00101,0,0,0,0,0
1.90,0.09873,-1.48098,0.00068,0.00137,0.00524,0.00162,0.00088,0.00084,0.00515,0.00089,0,0,0,0,0
1.91,0.09919,-1.47884,0.00079,0.00166,0.00742,0.00212,0.00073,0.00102,0.00218,0.00105,0,0,0,0,0
1.92,0.09943,-1.48223,0.00077,0.00190,0.00948,0.00389,0.00082,0.00102,0.00339,0.00152,0,0,0,0,0
1.93,0.09975,-1.47928,0.00082,0.00212,0.00800,0.00890,0.00098,0.00092,0.00309,0.00212,0,0,0,0,0
1.94,0.09964,-1.47821,0.00533,0.00254,0.00658,0.00735,0.00086,0.00088,0.00305,0.00169,0,0,0,0,0
1.95,0.09963,-1.47866,0.01149,0.00902,0.00314,0.00175,0.00156,0.00269,0.00364,0.00109,0,0,0,1,0
1.96,0.09832,-1.47819,0.01221,0.01506,0.00071,0.00061,0.00240,0.00500,0.00349,0.00111,0,0,0,0,0
1.97,0.09755,-1.47901,0.00880,0.01183,0.00065,0.00063,0.00200,0.00589,0.00604,0.00110,0,0,0,0,0
1.98,0.09747,-1.47924,0.00757,0.00977,0.00069,0.00070,0.00152,0.00503,0.00595,0.00129,0,0,0,0,0
1.99,0.09818,-1.48035,0.00653,0.00881,0.00070,0.00061,0.00152,0.00316,0.00308,0.00114,0,0,0,0,0
2.00,0.09832,-1.48038,0.00279,0.00417,0.00065,0.00055,0.00133,0.00179,0.00327,0.00178,0,0,0,0,1
2.01,0.09911,-1.47819,0.00086,0.00104,0.00077,0.00060,0.00153,0.00083,0.00300,0.00211,0,0,0,0,0
2.02,0.09906,-1.47934,0.00083,0.00104,0.00242,0.00065,0.00151,0.00072,0.00414,0.00126,0,0,0,0,0
2.03,0.09945,-1.47878,0.00073,0.00081,0.00371,0.00065,0.00106,0.00070,0.00316,0.00177,0,0,0,0,0
2.04,0.10028,-1.47915,0.00078,0.00079,0.00346,0.00062,0.00108,0.00061,0.00553,0.00211,0,0,0,0,0
2.05,0.10087,-1.47933,0.00080,0.00100,0.00211,0.00065,0.00098,0.00060,0.00470,0.00185,0,0,0,0,0
2.06,0.10112,-1.47832,0.00087,0.00128,0.00071,0.00060,0.00087,0.00084,0.00328,0.00154,0,0,0,0,0
2.07,0.10060,-1.47927,0.00081,0.00104,0.00073,0.00055,0.00120,0.00085,0.00420,0.00139,0,0,0,0,0
2.08,0.09972,-1.47908,0.00067,0.00065,0.00071,0.00054,0.00112,0.00075,0.00320,0.00200,0,0,0,0,0
2.09,0.09983,-1.47889,0.00054,0.00067,0.00066,0.00053,0.00113,0.00076,0.00287,0.00172,0,0,0,0,0
2.10,0.10017,-1.47970,0.00057,0.00072,0.00069,0.00054,0.00132,0.00068,0.00466,0.00094,0,0,0,0,0
2.11,0.10075,-1.47866,0.00063,0.00081,0.00206,0.00054,0.00123,0.00065,0.00354,0.00095,0,0,0,0,0
