"Time","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.95,0,0,0,0,0,0,0,0,139.394897,0,0.00118,0.00419,0.00084,0.00127,0.00074,0.00075,0.00096,0.00052,-1.22849,0.19758,3.27757
1.96,0,0,0,0,0,0,0,0,139.493759,0,0.00138,0.00418,0.00080,0.00154,0.00075,0.00074,0.00103,0.00052,-1.37267,0.19679,3.27684
1.97,0,0,0,0,0,0,0,0,133.784637,0,0.00138,0.00401,0.00075,0.00193,0.00063,0.00073,0.00135,0.00063,-1.46027,0.19558,3.27744
1.98,0,0,0,0,0,0,0,0,142.011383,0,0.00151,0.00322,0.00086,0.00228,0.00116,0.00441,0.00167,0.00125,-1.48073,0.19522,3.27772
1.99,0,0,0,0,0,0,0,0,140.843918,0,0.00141,0.00398,0.00090,0.00193,0.00151,0.00927,0.00155,0.00227,-1.43856,0.19502,3.27712
2.00,0,0,0,0,0,0,0,0,134.913788,0,0.00103,0.00320,0.00088,0.00142,0.00122,0.00854,0.00141,0.00230,-1.34292,0.19527,3.27621
2.01,0,0,0,0,0,0,0,0,131.737808,0,0.00092,0.00219,0.00088,0.00130,0.00144,0.00574,0.00150,0.00143,-1.18408,0.19462,3.27728
2.02,0,0,0,0,0,0,0,0,127.455147,0,0.00124,0.00439,0.00100,0.00103,0.00169,0.00533,0.00154,0.00115,-0.97891,0.19415,3.27715
2.03,0,0,0,0,0,0,0,0,128.301544,0,0.00206,0.00337,0.00118,0.00096,0.00141,0.00776,0.00169,0.00105,-0.74063,0.19400,3.27782
2.04,0,0,0,0,0,0,0,0,128.565796,0,0.00206,0.00252,0.00129,0.00096,0.00122,0.00836,0.00174,0.00074,-0.47403,0.19296,3.27716
2.05,0,0,0,0,0,0,0,0,128.987457,0,0.00122,0.00341,0.00096,0.00076,0.00119,0.00544,0.00127,0.00066,-0.17953,0.19189,3.27668
2.06,0,0,0,0,0,0,0,0,135.550339,0,0.00197,0.00396,0.00065,0.00142,0.00090,0.00233,0.00203,0.00161,0.10403,0.19184,3.27656
2.07,0,0,0,0,0,1,0,0,151.993500,0,0.00564,-0.01352,0.00070,0.00218,0.00058,0.00070,0.00571,0.00179,0.41218,0.19079,3.27646
2.08,0,0,0,0,0,0,0,0,167.742905,0,0.00846,-0.00023,0.00109,0.00184,0.00059,0.00068,0.01023,0.00197,0.67553,0.19031,3.27701
2.09,0,0,0,0,0,0,0,0,174.374008,0,0.00745,0.00078,0.00215,0.00176,0.00057,0.00070,0.00904,0.00237,0.91531,0.19004,3.27744
2.10,0,0,0,0,0,0,0,0,167.706696,0,0.00533,0.00583,0.00313,0.00179,0.00059,0.00071,0.00811,0.00299,1.14050,0.19019,3.27796
2.11,0,0,0,0,0,0,0,0,159.280045,0,0.00300,0.00348,0.00356,0.00124,0.00059,0.00076,0.01697,0.00392,1.29996,0.19110,3.27748
2.12,0,0,0,0,0,0,0,0,165.258636,0,0.00149,0.00275,0.00280,0.00077,0.00059,0.00067,0.01948,0.00445,1.41373,0.19180,3.27723
2.13,0,0,0,0,0,0,0,0,176.517410,0,0.00121,0.00324,0.00179,0.00059,0.00062,0.00063,0.01792,0.00838,1.47510,0.19165,3.27754
2.14,0,0,0,0,0,0,0,0,176.135513,0,0.00145,0.00386,0.00142,0.00060,0.00062,0.00084,0.02050,0.00914,1.47948,0.19277,3.27659
2.15,0,0,0,0,0,0,0,0,176.173950,0,0.00223,0.00440,0.00109,0.00059,0.00074,0.00102,0.01708,0.00488,1.42811,0.19418,3.27650
2.16,0,0,0,0,0,0,0,0,172.796326,0,0.00188,0.00500,0.00087,0.00059,0.00092,0.00097,0.00957,0.00159,1.32388,0.19381,3.27715
2.17,0,0,0,0,1,0,0,0,167.678192,0,0.00101,0.00244,0.00089,0.00061,0.00093,0.00080,0.00711,0.00058,1.15336,0.19255,3.27730
2.18,0,0,0,0,0,0,0,0,169.467209,0,0.00098,0.00463,0.00119,0.00089,0.00127,0.00119,0.00660,0.00106,0.95500,0.19229,3.27696
2.19,0,0,0,0,0,0,0,0,170.540848,0,0.00110,0.00085,0.00126,0.00097,0.00121,0.00125,0.00458,0.00115,0.69835,0.19186,3.27775
2.20,0,0,0,0,0,0,0,0,165.613846,0,0.00115,0.00315,0.00098,0.00072,0.00069,0.00073,0.00303,0.00061,0.43522,0.19280,3.27744
2.21,0,0,0,0,0,0,0,0,151.938339,0,0.00162,0.00475,0.00083,0.00082,0.00062,0.00066,0.00175,0.00049,0.12911,0.19214,3.27713
2.22,0,0,0,0,0,0,0,0,143.298843,0,0.00226,0.00267,0.00103,0.00080,0.00058,0.00070,0.00171,0.00055,-0.15192,0.19201,3.27757
2.23,0,0,0,0,0,0,0,0,138.919968,0,0.00167,0.00505,0.00115,0.00075,0.00060,0.00068,0.00134,0.00055,-0.45731,0.19258,3.27707
2.24,0,0,0,0,0,0,0,0,132.971725,0,0.00108,0.00167,0.00110,0.00129,0.00074,0.00083,0.00119,0.00054,-0.74156,0.19395,3.27706
2.25,0,0,0,0,0,0,0,0,129.746460,0,0.00125,0.00285,0.00089,0.00156,0.00085,0.00087,0.00101,0.00055,-0.97272,0.19490,3.27744
2.26,0,0,0,0,0,0,0,0,133.975372,0,0.00132,0.00312,0.00080,0.00153,0.00124,0.00095,0.00104,0.00052,-1.18487,0.19544,3.27684
2.27,0,0,0,0,0,0,0,0,136.889954,0,0.00142,0.00349,0.00101,0.00228,0.00153,0.00114,0.00137,0.00056,-1.33514,0.19574,3.27734
2.28,0,0,0,0,0,0,0,0,156.845230,0,0.00155,0.00363,0.00098,0.00241,0.00163,0.00348,0.00151,0.00074,-1.43627,0.19589,3.27715
2.29,0,0,0,0,0,0,0,0,137.029816,0,0.00170,0.00314,0.00093,0.00162,0.00176,0.00846,0.00180,0.00139,-1.47968,0.19678,3.27664
2.30,0,0,0,0,0,0,0,0,126.108337,0,0.00154,0.00443,0.00101,0.00102,0.00178,0.00985,0.00197,0.00180,-1.46329,0.19665,3.27684
2.31,0,0,0,0,0,0,0,0,127.526154,0,0.00123,0.00356,0.00144,0.00067,0.00182,0.00826,0.00173,0.00171,-1.38421,0.19571,3.27728
2.32,0,0,0,0,0,0,0,0,141.549698,0,0.00151,0.00353,0.00146,0.00070,0.00162,0.00972,0.00181,0.00131,-1.25372,0.19517,3.27817
2.33,0,0,0,0,0,0,0,0,150.980255,0,0.00169,0.00347,0.00134,0.00077,0.00134,0.01010,0.00165,0.00085,-1.06597,0.19441,3.27780
2.34,0,0,0,0,0,0,0,0,162.640533,0,0.00133,0.00300,0.00119,0.00078,0.00099,0.00638,0.00107,0.00077,-0.84302,0.19308,3.27721
2.35,0,0,0,0,0,1,0,0,158.506836,0,0.00325,0.00767,0.00073,0.00154,0.00067,0.00238,0.00219,0.00158,-0.57859,0.19249,3.27667
2.36,0,0,0,0,0,0,0,0,173.633377,0,0.00755,-0.00432,0.00158,0.00284,0.00062,0.00069,0.00546,0.00221,-0.30565,0.19097,3.27707
