"Time","25 toey (cm)","17 Hipy (cm)"
0.989,9.002196,10.721228
0.990,8.998569,10.716690
0.991,8.994222,10.711944
0.992,8.989421,10.707066
0.993,8.984619,10.702188
0.994,8.979818,10.697310
0.995,8.973686,10.692340
0.996,8.966717,10.687310
0.997,8.959748,10.682281
0.998,8.952779,10.677251
0.999,8.945246,10.672087
1.000,8.937358,10.666839
1.001,8.929470,10.661591
1.002,8.921583,10.656342
1.003,8.913087,10.651094
1.004,8.904209,10.645847
1.005,8.895331,10.640600
1.006,8.886453,10.635353
1.007,8.877221,10.630096
1.008,8.867767,10.624834
1.009,8.858313,10.619573
1.010,8.848859,10.614310
1.011,8.839227,10.609067
1.012,8.829483,10.603837
1.013,8.819739,10.598606
1.014,8.809997,10.593375
1.015,8.800227,10.588058
1.016,8.790441,10.582687
1.017,8.780655,10.577315
1.018,8.770869,10.571944
1.019,8.761220,10.566606
1.020,8.751657,10.561287
1.021,8.742093,10.555968
1.022,8.732531,10.550650
1.023,8.724541,10.545426
1.024,8.717541,10.540263
1.025,8.710541,10.535100
1.026,8.703541,10.529937
1.027,8.697697,10.524899
1.028,8.692579,10.519938
1.029,8.687462,10.514978
1.030,8.682344,10.510018
1.031,8.678543,10.505250
1.032,8.675569,10.500601
1.033,8.672594,10.495952
1.034,8.669620,10.491302
1.035,8.667077,10.486830
1.036,8.664805,10.482469
1.037,8.662534,10.478107
1.038,8.660262,10.473745
1.039,8.658366,10.469667
1.040,8.656706,10.465768
1.041,8.655046,10.461868
1.042,8.653385,10.457968
1.043,8.651943,10.454304
1.044,8.650639,10.450788
1.045,8.649333,10.447271
1.046,8.648028,10.443754
1.047,8.646894,10.440446
1.048,8.645867,10.437267
1.049,8.644840,10.434089
1.050,8.643814,10.430910
1.051,8.642938,10.427786
1.052,8.642158,10.424696
1.053,8.641376,10.421606
1.054,8.640596,10.418517
1.055,8.639933,10.415458
1.056,8.639342,10.412418
1.057,8.638751,10.409379
1.058,8.638161,10.406339
1.059,8.637745,10.403324
1.060,8.637439,10.400326
1.061,8.637133,10.397326
1.062,8.636827,10.394328
1.063,8.636523,10.391346
1.064,8.636222,10.388373
1.065,8.635921,10.385402
1.066,8.635620,10.382430
1.067,8.635381,10.379567
1.068,8.635181,10.376773
1.069,8.634981,10.373979
1.070,8.634782,10.371184
1.071,8.634632,10.368355
1.072,8.634515,10.365504
1.073,8.634398,10.362653
1.074,8.634280,10.359801
1.075,8.634354,10.357125
1.076,8.634549,10.354560
1.077,8.634744,10.351995
1.078,8.634938,10.349428
1.079,8.635256,10.346994
1.080,8.635650,10.344644
1.081,8.636044,10.342292
1.082,8.636437,10.339941
1.083,8.636786,10.337626
1.084,8.637105,10.335333
1.085,8.637424,10.333040
1.086,8.637745,10.330748
1.087,8.637971,10.328440
1.088,8.638139,10.326121
1.089,8.638307,10.323803
1.090,8.638474,10.321485
1.091,8.638720,10.319190
1.092,8.639013,10.316909
1.093,8.639306,10.314629
1.094,8.639600,10.312347
1.095,8.640108,10.310096
1.096,8.640750,10.307863
1.097,8.641393,10.305631
1.098,8.642035,10.303398
1.099,8.642974,10.301198
1.100,8.644100,10.299018
1.101,8.645226,10.296838
1.102,8.646353,10.294658
1.103,8.647716,10.292483
1.104,8.649226,10.290312
1.105,8.650738,10.288140
1.106,8.652248,10.285969
1.107,8.653900,10.283818
1.108,8.655640,10.281682
1.109,8.657380,10.279546
1.110,8.659120,10.277410
1.111,8.660908,10.275422
1.112,8.662726,10.273528
1.113,8.664545,10.271635
1.114,8.666364,10.269741
1.115,8.668157,10.268019
1.116,8.669933,10.266404
1.117,8.671710,10.264789
1.118,8.673487,10.263174
1.119,8.675325,10.261820
1.120,8.677202,10.260630
1.121,8.679079,10.259439
1.122,8.680956,10.258250
1.123,8.682994,10.257289
1.124,8.685132,10.256473
1.125,8.687270,10.255656
1.126,8.689408,10.254840
1.127,8.691652,10.254242
1.128,8.693963,10.253780
1.129,8.696274,10.253319
1.130,8.698586,10.252857
1.131,8.700902,10.252647
1.132,8.703221,10.252595
1.133,8.705542,10.252543
1.134,8.707862,10.252492
1.135,8.710131,10.252558
1.136,8.712367,10.252697
1.137,8.714603,10.252836
1.138,8.716840,10.252976
1.139,8.719138,10.253256
1.140,8.721476,10.253625
1.141,8.723812,10.253994
1.142,8.726150,10.254363
1.143,8.728566,10.255128
1.144,8.731031,10.256141
1.145,8.733498,10.257154
1.146,8.735964,10.258168
1.147,8.738570,10.259487
1.148,8.741264,10.260999
1.149,8.743959,10.262510
1.150,8.746654,10.264021
1.151,8.749396,10.265875
1.152,8.752170,10.267944
1.153,8.754943,10.270014
1.154,8.757716,10.272083
1.155,8.760399,10.274491
1.156,8.763026,10.277111
1.157,8.765653,10.279732
1.158,8.768280,10.282351
1.159,8.770617,10.285227
1.160,8.772773,10.288261
1.161,8.774929,10.291296
1.162,8.777084,10.294331
1.163,8.778954,10.297723
1.164,8.780643,10.301341
1.165,8.782331,10.304959
1.166,8.784019,10.308578
1.167,8.785567,10.312459
1.168,8.787026,10.316507
1.169,8.788486,10.320556
1.170,8.789945,10.324604
1.171,8.791376,10.328901
1.172,8.792789,10.333356
1.173,8.794202,10.337811
1.174,8.795614,10.342265
1.175,8.797018,10.346823
1.176,8.798416,10.351444
1.177,8.799813,10.356067
1.178,8.801211,10.360688
1.179,8.802543,10.365358
1.180,8.803833,10.370058
1.181,8.805122,10.374758
1.182,8.806413,10.379458
1.183,8.807689,10.384249
1.184,8.808955,10.389096
1.185,8.810222,10.393945
1.186,8.811488,10.398792
1.187,8.812637,10.403800
1.188,8.813713,10.408908
1.189,8.814788,10.414017
1.190,8.815864,10.419125
1.191,8.816872,10.424429
1.192,8.817838,10.429855
1.193,8.818805,10.435282
1.194,8.819771,10.440708
1.195,8.820716,10.446284
1.196,8.821649,10.451956
1.197,8.822580,10.457626
1.198,8.823513,10.463298
1.199,8.824234,10.469063
1.200,8.824823,10.474887
1.201,8.825412,10.480711
1.202,8.826001,10.486536
1.203,8.826371,10.492323
1.204,8.826605,10.498087
1.205,8.826838,10.503850
1.206,8.827071,10.509614
1.207,8.827407,10.515379
1.208,8.827808,10.521145
1.209,8.828209,10.526911
1.210,8.828610,10.532677
1.211,8.828888,10.538348
1.212,8.829087,10.543959
1.213,8.829288,10.549570
1.214,8.829487,10.555182
1.215,8.829432,10.560715
1.216,8.829219,10.566200
1.217,8.829005,10.571685
1.218,8.828792,10.577170
1.219,8.828550,10.582512
1.220,8.828294,10.587762
1.221,8.828036,10.593013
1.222,8.827779,10.598264
1.223,8.828623,10.603308
1.224,8.830160,10.608221
1.225,8.831697,10.613135
1.226,8.833234,10.618049
1.227,8.835629,10.622776
1.228,8.838562,10.627386
1.229,8.841496,10.631996
1.230,8.844430,10.636606
1.231,8.847407,10.640964
1.232,8.850412,10.645163
1.233,8.853417,10.649362
1.234,8.856422,10.653561
1.235,8.859442,10.657638
1.236,8.862470,10.661637
1.237,8.865499,10.665637
1.238,8.868526,10.669637
1.239,8.872505,10.673670
1.240,8.877080,10.677724
1.241,8.881655,10.681777
1.242,8.886230,10.685831
1.243,8.892043,10.689823
1.244,8.898635,10.693777
1.245,8.905227,10.697731
1.246,8.911819,10.701685
1.247,8.919358,10.705346
1.248,8.927495,10.708825
1.249,8.935632,10.712303
1.250,8.943769,10.715781
1.251,8.952676,10.718988
1.252,8.962070,10.722025
1.253,8.971462,10.725061
1.254,8.980855,10.728098
1.255,8.990139,10.730895
1.256,8.999353,10.733542
1.257,9.008569,10.736190
1.258,9.017783,10.738837
1.259,9.026676,10.741313
1.260,9.035367,10.743679
1.261,9.044058,10.746046
1.262,9.052749,10.748412
1.263,9.060670,10.750463
1.264,9.068106,10.752315
1.265,9.075541,10.754167
1.266,9.082977,10.756018
1.267,9.089774,10.757613
1.268,9.096168,10.759048
1.269,9.102562,10.760481
1.270,9.108955,10.761915
1.271,9.114494,10.763124
1.272,9.119495,10.764190
1.273,9.124496,10.765257
1.274,9.129498,10.766323
1.275,9.132220,10.767034
1.276,9.133509,10.767519
1.277,9.134798,10.768004
1.278,9.136086,10.768490
1.279,9.137169,10.768565
1.280,9.138121,10.768383
1.281,9.139072,10.768200
1.282,9.140025,10.768018
1.283,9.139216,10.767221
1.284,9.137300,10.766039
1.285,9.135385,10.764857
1.286,9.133469,10.763675
1.287,9.130251,10.761937
1.288,9.126215,10.759850
1.289,9.122179,10.757763
1.290,9.118143,10.755675
1.291,9.113844,10.753309
1.292,9.109379,10.750767
1.293,9.104915,10.748225
1.294,9.100450,10.745684
1.295,9.095759,10.742898
1.296,9.090926,10.739960
1.297,9.086094,10.737021
1.298,9.081261,10.734082
1.299,9.075508,10.730818
1.300,9.069179,10.727349
1.301,9.062848,10.723880
1.302,9.056518,10.720410
1.303,9.048772,10.716494
1.304,9.040136,10.712295
1.305,9.031501,10.708096
1.306,9.022864,10.703897
1.307,9.013277,10.699498
1.308,9.003091,10.694975
1.309,8.992905,10.690451
1.310,8.982718,10.685927
1.311,8.971731,10.681167
1.312,8.960240,10.676258
1.313,8.948750,10.671349
1.314,8.937259,10.666439
1.315,8.925867,10.661369
1.316,8.914538,10.656198
1.317,8.903210,10.651027
1.318,8.891881,10.645855
1.319,8.880911,10.640495
1.320,8.870167,10.635018
1.321,8.859422,10.629540
1.322,8.848678,10.624063
1.323,8.838706,10.618536
1.324,8.829220,10.612978
1.325,8.819734,10.607419
1.326,8.810247,10.601861
1.327,8.801109,10.596360
1.328,8.792192,10.590897
1.329,8.783273,10.585433
1.330,8.774355,10.579969
1.331,8.766293,10.574535
1.332,8.758769,10.569120
1.333,8.751245,10.563704
1.334,8.743722,10.558290
1.335,8.738644,10.552959
1.336,8.735102,10.547683
1.337,8.731560,10.542406
1.338,8.728018,10.537129
1.339,8.724725,10.532105
1.340,8.721589,10.527241
1.341,8.718453,10.522376
1.342,8.715317,10.517511
1.343,8.712847,10.513047
1.344,8.710796,10.508836
1.345,8.708745,10.504623
1.346,8.706694,10.500412
1.347,8.704984,10.496531
1.348,8.703487,10.492857
1.349,8.701991,10.489183
1.350,8.700495,10.485510
1.351,8.699090,10.481985
1.352,8.697742,10.478554
1.353,8.696396,10.475122
1.354,8.695048,10.471691
1.355,8.693831,10.468345
1.356,8.692697,10.465053
1.357,8.691562,10.461760
1.358,8.690427,10.458467
1.359,8.689167,10.455184
1.360,8.687827,10.451907
1.361,8.686488,10.448630
1.362,8.685148,10.445354
1.363,8.683928,10.442324
1.364,8.682785,10.439449
1.365,8.681641,10.436575
1.366,8.680496,10.433701
1.367,8.679392,10.430913
1.368,8.678313,10.428178
1.369,8.677234,10.425444
1.370,8.676155,10.422709
1.371,8.675054,10.419942
1.372,8.673938,10.417155
1.373,8.672823,10.414368
1.374,8.671707,10.411580
1.375,8.670527,10.408737
1.376,8.669306,10.405859
1.377,8.668084,10.402980
1.378,8.666862,10.400102
1.379,8.665717,10.397124
1.380,8.664620,10.394084
1.381,8.663523,10.391044
1.382,8.662425,10.388003
1.383,8.661350,10.384888
1.384,8.660290,10.381726
1.385,8.659229,10.378565
1.386,8.658168,10.375403
1.387,8.657214,10.372153
1.388,8.656327,10.368849
1.389,8.655441,10.365544
1.390,8.654554,10.362240
1.391,8.653768,10.358930
1.392,8.653045,10.355616
1.393,8.652321,10.352303
1.394,8.651598,10.348989
1.395,8.651025,10.345724
1.396,8.650545,10.342489
1.397,8.650066,10.339255
1.398,8.649588,10.336020
1.399,8.649136,10.332754
1.400,8.648701,10.329468
1.401,8.648266,10.326181
1.402,8.647831,10.322895
1.403,8.647404,10.319705
1.404,8.646981,10.316574
1.405,8.646558,10.313444
1.406,8.646135,10.310314
1.407,8.645783,10.307344
1.408,8.645475,10.304475
1.409,8.645167,10.301605
1.410,8.644860,10.298736
1.411,8.644654,10.295978
1.412,8.644513,10.293289
1.413,8.644372,10.290601
1.414,8.644231,10.287912
1.415,8.644315,10.285351
1.416,8.644541,10.282869
1.417,8.644766,10.280388
1.418,8.644992,10.277906
1.419,8.645518,10.275637
1.420,8.646235,10.273499
1.421,8.646952,10.271361
1.422,8.647669,10.269224
1.423,8.648713,10.267190
1.424,8.649962,10.265220
1.425,8.651213,10.263249
1.426,8.652462,10.261279
1.427,8.654253,10.259554
1.428,8.656383,10.257981
1.429,8.658513,10.256409
1.430,8.660644,10.254836
1.431,8.662965,10.253524
1.432,8.665405,10.252374
1.433,8.667847,10.251225
1.434,8.670288,10.250074
1.435,8.672857,10.249159
1.436,8.675507,10.248389
1.437,8.678156,10.247621
1.438,8.680806,10.246851
1.439,8.683517,10.246357
1.440,8.686269,10.246035
1.441,8.689020,10.245713
1.442,8.691771,10.245391
1.443,8.694680,10.245276
1.444,8.697689,10.245293
1.445,8.700698,10.245309
1.446,8.703707,10.245325
1.447,8.706730,10.245547
1.448,8.709762,10.245898
1.449,8.712792,10.246250
1.450,8.715824,10.246601
1.451,8.718818,10.247049
1.452,8.721788,10.247559
1.453,8.724758,10.248069
1.454,8.727729,10.248578
1.455,8.730788,10.249235
1.456,8.733903,10.249985
1.457,8.737019,10.250735
1.458,8.740133,10.251485
1.459,8.743267,10.252522
1.460,8.746413,10.253736
1.461,8.749559,10.254952
1.462,8.752706,10.256167
1.463,8.755929,10.257592
1.464,8.759202,10.259149
1.465,8.762475,10.260704
1.466,8.765747,10.262260
1.467,8.769012,10.264094
1.468,8.772272,10.266103
1.469,8.775533,10.268110
1.470,8.778792,10.270119
1.471,8.782013,10.272428
1.472,8.785209,10.274925
1.473,8.788404,10.277423
1.474,8.791599,10.279921
1.475,8.794561,10.282445
1.476,8.797377,10.284986
1.477,8.800192,10.287528
1.478,8.803007,10.290069
1.479,8.805633,10.292863
1.480,8.808139,10.295815
1.481,8.810645,10.298767
1.482,8.813151,10.301720
1.483,8.815386,10.304900
1.484,8.817451,10.308223
1.485,8.819515,10.311546
1.486,8.821580,10.314870
1.487,8.823114,10.318395
1.488,8.824315,10.322047
1.489,8.825517,10.325699
1.490,8.826717,10.329351
1.491,8.827896,10.333207
1.492,8.829060,10.337193
1.493,8.830224,10.341177
1.494,8.831388,10.345161
1.495,8.832510,10.349324
1.496,8.833606,10.353598
1.497,8.834702,10.357872
1.498,8.835797,10.362145
1.499,8.836743,10.366568
1.500,8.837594,10.371083
1.501,8.838446,10.375599
1.502,8.839296,10.380115
1.503,8.840086,10.384815
1.504,8.840836,10.389632
1.505,8.841585,10.394449
1.506,8.842335,10.399265
1.507,8.843142,10.404202
1.508,8.843985,10.409211
1.509,8.844828,10.414222
1.510,8.845672,10.419231
1.511,8.846445,10.424305
1.512,8.847175,10.429419
1.513,8.847904,10.434532
1.514,8.848634,10.439645
1.515,8.849124,10.444775
1.516,8.849463,10.449913
1.517,8.849803,10.455052
1.518,8.850142,10.460191
1.519,8.850409,10.465216
1.520,8.850627,10.470168
1.521,8.850845,10.475121
1.522,8.851064,10.480074
1.523,8.851167,10.484919
1.524,8.851197,10.489695
1.525,8.851228,10.494472
1.526,8.851258,10.499248
1.527,8.851228,10.503810
1.528,8.851160,10.508237
1.529,8.851092,10.512665
1.530,8.851025,10.517093
1.531,8.850866,10.521245
1.532,8.850651,10.525225
1.533,8.850436,10.529204
1.534,8.850221,10.533184
1.535,8.850019,10.537203
1.536,8.849825,10.541245
1.537,8.849630,10.545288
1.538,8.849437,10.549331
1.539,8.849137,10.553102
1.540,8.848772,10.556705
1.541,8.848407,10.560307
1.542,8.848042,10.563909
1.543,8.847471,10.567210
1.544,8.846772,10.570324
1.545,8.846072,10.573437
1.546,8.845373,10.576550
1.547,8.844512,10.579377
1.548,8.843550,10.582023
1.549,8.842587,10.584669
1.550,8.841625,10.587315
1.551,8.840477,10.589911
1.552,8.839211,10.592475
1.553,8.837944,10.595039
1.554,8.836678,10.597604
1.555,8.835359,10.600110
1.556,8.834006,10.602579
1.557,8.832655,10.605049
1.558,8.831303,10.607518
1.559,8.830052,10.609850
1.560,8.828865,10.612095
1.561,8.827678,10.614339
1.562,8.826490,10.616584
1.563,8.825384,10.618751
1.564,8.824327,10.620869
1.565,8.823270,10.622987
1.566,8.822213,10.625105
1.567,8.821017,10.627082
1.568,8.819734,10.628970
1.569,8.818450,10.630858
1.570,8.817166,10.632747
1.571,8.815858,10.634581
1.572,8.814533,10.636380
1.573,8.813209,10.638180
1.574,8.811883,10.639980
1.575,8.811003,10.641668
1.576,8.810401,10.643287
1.577,8.809799,10.644904
1.578,8.809197,10.646523
1.579,8.809135,10.648137
1.580,8.809412,10.649749
1.581,8.809689,10.651361
1.582,8.809965,10.652973
1.583,8.810993,10.654461
1.584,8.812494,10.655870
1.585,8.813995,10.657281
1.586,8.815496,10.658690
1.587,8.817369,10.659971
1.588,8.819476,10.661170
1.589,8.821583,10.662369
1.590,8.823689,10.663568
1.591,8.826742,10.664619
1.592,8.830389,10.665578
1.593,8.834036,10.666537
1.594,8.837683,10.667496
1.595,8.842881,10.668283
1.596,8.849054,10.668961
1.597,8.855228,10.669639
1.598,8.861402,10.670317
1.599,8.867932,10.670913
1.600,8.874687,10.671455
1.601,8.881442,10.671998
1.602,8.888197,10.672541
1.603,8.895351,10.672991
1.604,8.902757,10.673381
1.605,8.910162,10.673772
1.606,8.917567,10.674163
1.607,8.924981,10.674393
1.608,8.932401,10.674521
1.609,8.939821,10.674651
1.610,8.947241,10.674780
1.611,8.953701,10.674570
1.612,8.959558,10.674148
1.613,8.965415,10.673725
1.614,8.971272,10.673303
1.615,8.975308,10.672605
1.616,8.978201,10.671733
1.617,8.981093,10.670861
1.618,8.983985,10.669991
1.619,8.985984,10.668887
1.620,8.987422,10.667637
1.621,8.988859,10.666388
1.622,8.990296,10.665138
1.623,8.990513,10.663463
1.624,8.989961,10.661519
1.625,8.989409,10.659575
1.626,8.988857,10.657632
1.627,8.987913,10.655334
1.628,8.986721,10.652815
1.629,8.985530,10.650295
1.630,8.984338,10.647776
1.631,8.983095,10.644902
1.632,8.981821,10.641807
1.633,8.980546,10.638710
1.634,8.979272,10.635614
1.635,8.977621,10.632386
1.636,8.975733,10.629074
1.637,8.973845,10.625763
1.638,8.971958,10.622451
1.639,8.969592,10.619035
1.640,8.966926,10.615551
1.641,8.964259,10.612068
1.642,8.961593,10.608585
1.643,8.958194,10.605121
1.644,8.954335,10.601667
1.645,8.950476,10.598214
1.646,8.946617,10.594762
1.647,8.942408,10.591287
1.648,8.937977,10.587799
1.649,8.933546,10.584311
1.650,8.929115,10.580824
1.651,8.923731,10.577280
1.652,8.917747,10.573702
1.653,8.911763,10.570124
1.654,8.905779,10.566545
1.655,8.898156,10.562905
1.656,8.889503,10.559227
1.657,8.880849,10.555549
1.658,8.872195,10.551870
1.659,8.863226,10.548074
1.660,8.854058,10.544204
1.661,8.844890,10.540334
1.662,8.835722,10.536464
1.663,8.826221,10.532551
1.664,8.816511,10.528611
1.665,8.806801,10.524671
1.666,8.797091,10.520731
1.667,8.787458,10.516721
1.668,8.777875,10.512668
1.669,8.768291,10.508614
1.670,8.758707,10.504560
1.671,8.750188,10.500575
1.672,8.742338,10.496634
1.673,8.734488,10.492691
1.674,8.726638,10.488750
1.675,8.720701,10.484844
1.676,8.715967,10.480962
1.677,8.711232,10.477080
1.678,8.706498,10.473198
1.679,8.702610,10.469406
1.680,8.699253,10.465671
1.681,8.695896,10.461936
1.682,8.692539,10.458200
1.683,8.690284,10.454780
1.684,8.688722,10.451557
1.685,8.687160,10.448335
1.686,8.685597,10.445112
1.687,8.684505,10.442205
1.688,8.683707,10.439496
1.689,8.682909,10.436787
1.690,8.682112,10.434078
1.691,8.681462,10.431643
1.692,8.680906,10.429379
1.693,8.680349,10.427117
1.694,8.679793,10.424854
1.695,8.679294,10.422662
1.696,8.678828,10.420515
1.697,8.678363,10.418367
1.698,8.677897,10.416220
1.699,8.677377,10.414031
1.700,8.676821,10.411818
1.701,8.676265,10.409603
1.702,8.675709,10.407389
1.703,8.675156,10.405007
1.704,8.674603,10.402521
1.705,8.674051,10.400035
1.706,8.673499,10.397548
1.707,8.672936,10.395000
1.708,8.672367,10.392411
1.709,8.671798,10.389824
1.710,8.671228,10.387236
1.711,8.670591,10.384562
1.712,8.669913,10.381833
1.713,8.669234,10.379104
1.714,8.668556,10.376375
1.715,8.667930,10.373559
1.716,8.667336,10.370687
1.717,8.666742,10.367817
1.718,8.666149,10.364946
1.719,8.665592,10.362108
1.720,8.665058,10.359290
1.721,8.664524,10.356473
1.722,8.663990,10.353655
1.723,8.663585,10.350896
1.724,8.663260,10.348173
1.725,8.662934,10.345449
1.726,8.662610,10.342727
1.727,8.662423,10.340163
1.728,8.662323,10.337701
1.729,8.662223,10.335238
1.730,8.662123,10.332776
1.731,8.662177,10.330400
1.732,8.662331,10.328080
1.733,8.662483,10.325759
1.734,8.662636,10.323439
1.735,8.662861,10.321195
1.736,8.663132,10.318998
1.737,8.663402,10.316801
1.738,8.663672,10.314605
1.739,8.664139,10.312424
1.740,8.664729,10.310252
1.741,8.665319,10.308081
1.742,8.665910,10.305909
1.743,8.666689,10.303766
1.744,8.667587,10.301641
1.745,8.668485,10.299518
1.746,8.669383,10.297393
1.747,8.670483,10.295292
1.748,8.671710,10.293206
1.749,8.672937,10.291121
1.750,8.674164,10.289034
1.751,8.675500,10.287054
1.752,8.676903,10.285139
1.753,8.678307,10.283225
1.754,8.679710,10.281311
1.755,8.681490,10.279510
1.756,8.683505,10.277782
1.757,8.685521,10.276054
1.758,8.687536,10.274326
1.759,8.689627,10.272739
1.760,8.691765,10.271240
1.761,8.693903,10.269741
1.762,8.696041,10.268242
1.763,8.698368,10.267059
1.764,8.700814,10.266075
1.765,8.703261,10.265091
1.766,8.705708,10.264107
1.767,8.708218,10.263481
1.768,8.710768,10.263080
1.769,8.713318,10.262678
1.770,8.715868,10.262277
1.771,8.718626,10.262263
1.772,8.721516,10.262494
1.773,8.724405,10.262725
1.774,8.727295,10.262956
1.775,8.730252,10.263542
1.776,8.733253,10.264352
1.777,8.736255,10.265162
1.778,8.739256,10.265972
1.779,8.742274,10.267063
1.780,8.745303,10.268331
1.781,8.748331,10.269598
1.782,8.751360,10.270865
1.783,8.754500,10.272512
1.784,8.757710,10.274398
1.785,8.760920,10.276284
1.786,8.764130,10.278170
1.787,8.767278,10.280385
1.788,8.770388,10.282809
1.789,8.773498,10.285233
1.790,8.776608,10.287657
1.791,8.779607,10.290294
1.792,8.782536,10.293064
1.793,8.785464,10.295835
1.794,8.788393,10.298605
1.795,8.791211,10.301608
1.796,8.793961,10.304757
1.797,8.796710,10.307906
1.798,8.799459,10.311055
1.799,8.801993,10.314470
1.800,8.804394,10.318051
1.801,8.806794,10.321632
1.802,8.809195,10.325213
1.803,8.811450,10.328953
1.804,8.813616,10.332790
1.805,8.815782,10.336628
1.806,8.817946,10.340466
1.807,8.820107,10.344460
1.808,8.822266,10.348554
1.809,8.824423,10.352647
1.810,8.826581,10.356740
1.811,8.828706,10.361063
1.812,8.830810,10.365531
1.813,8.832914,10.369998
1.814,8.835018,10.374466
1.815,8.836709,10.379049
1.816,8.838140,10.383705
1.817,8.839571,10.388361
1.818,8.841002,10.393017
1.819,8.842355,10.397859
1.820,8.843659,10.402817
1.821,8.844963,10.407775
1.822,8.846268,10.412732
1.823,8.847352,10.417873
1.824,8.848298,10.423130
1.825,8.849245,10.428387
1.826,8.850191,10.433643
1.827,8.851016,10.438971
1.828,8.851765,10.444342
1.829,8.852514,10.449713
1.830,8.853263,10.455084
1.831,8.853850,10.460452
1.832,8.854336,10.465818
1.833,8.854821,10.471185
1.834,8.855307,10.476551
1.835,8.855724,10.482024
1.836,8.856098,10.487564
1.837,8.856472,10.493104
1.838,8.856847,10.498645
1.839,8.857157,10.504262
1.840,8.857426,10.509929
1.841,8.857696,10.515595
1.842,8.857965,10.521261
1.843,8.858064,10.526938
1.844,8.858055,10.532622
1.845,8.858047,10.538306
1.846,8.858038,10.543990
1.847,8.858008,10.549632
1.848,8.857965,10.555247
1.849,8.857922,10.560863
1.850,8.857879,10.566478
1.851,8.857786,10.572072
1.852,8.857663,10.577652
1.853,8.857540,10.583232
1.854,8.857418,10.588812
1.855,8.857208,10.594344
1.856,8.856944,10.599847
1.857,8.856680,10.605350
1.858,8.856416,10.610853
1.859,8.856111,10.616187
1.860,8.855781,10.621416
1.861,8.855450,10.626644
1.862,8.855120,10.631873
1.863,8.854892,10.637097
1.864,8.854729,10.642320
1.865,8.854566,10.647542
1.866,8.854403,10.652763
1.867,8.854824,10.657888
1.868,8.855613,10.662951
1.869,8.856401,10.668015
1.870,8.857190,10.673078
1.871,8.857624,10.678093
1.872,8.857835,10.683079
1.873,8.858046,10.688066
1.874,8.858257,10.693051
1.875,8.858464,10.698018
1.876,8.858669,10.702971
1.877,8.858873,10.707926
1.878,8.859078,10.712880
1.879,8.859774,10.717725
1.880,8.860777,10.722501
1.881,8.861780,10.727278
1.882,8.862783,10.732054
1.883,8.864135,10.736642
1.884,8.865705,10.741112
1.885,8.867276,10.745582
1.886,8.868847,10.750051
1.887,8.870331,10.754216
1.888,8.871759,10.758190
1.889,8.873188,10.762163
1.890,8.874617,10.766137
1.891,8.876069,10.769970
1.892,8.877538,10.773715
1.893,8.879006,10.777460
1.894,8.880475,10.781204
1.895,8.883727,10.784633
1.896,8.888102,10.787862
1.897,8.892476,10.791091
1.898,8.896851,10.794320
1.899,8.901560,10.797172
1.900,8.906478,10.799785
1.901,8.911396,10.802398
1.902,8.916314,10.805011
1.903,8.921474,10.807202
1.904,8.926784,10.809128
1.905,8.932094,10.811054
1.906,8.937405,10.812980
1.907,8.942862,10.814459
1.908,8.948410,10.815658
1.909,8.953959,10.816855
1.910,8.959509,10.818053
1.911,8.965717,10.818902
1.912,8.972340,10.819530
1.913,8.978962,10.820160
1.914,8.985584,10.820788
1.915,8.992245,10.821150
1.916,8.998929,10.821342
1.917,9.005613,10.821535
1.918,9.012298,10.821728
1.919,9.013648,10.821677
1.920,9.011644,10.821473
1.921,9.009640,10.821269
1.922,9.007636,10.821065
1.923,9.009648,10.820329
1.924,9.014185,10.819258
1.925,9.018722,10.818187
1.926,9.023259,10.817116
1.927,9.026987,10.815595
1.928,9.030207,10.813790
1.929,9.033426,10.811986
1.930,9.036646,10.810181
1.931,9.037928,10.807938
1.932,9.037991,10.805418
1.933,9.038054,10.802898
1.934,9.038116,10.800379
1.935,9.037115,10.797278
1.936,9.035444,10.793814
1.937,9.033774,10.790349
1.938,9.032104,10.786883
1.939,9.029948,10.782830
1.940,9.027487,10.778408
1.941,9.025026,10.773985
1.942,9.022565,10.769562
1.943,9.019026,10.764597
1.944,9.014810,10.759292
1.945,9.010593,10.753986
1.946,9.006377,10.748680
1.947,9.002008,10.742994
1.948,8.997545,10.737068
1.949,8.993081,10.731142
1.950,8.988618,10.725216
1.951,8.984083,10.719024
1.952,8.979506,10.712666
1.953,8.974927,10.706307
1.954,8.970349,10.699949
1.955,8.963984,10.693624
1.956,8.956493,10.687323
1.957,8.949004,10.681020
1.958,8.941514,10.674718
1.959,8.933764,10.668543
1.960,8.925852,10.662448
1.961,8.917939,10.656354
1.962,8.910027,10.650259
1.963,8.901909,10.644262
1.964,8.893661,10.638327
1.965,8.885415,10.632392
1.966,8.877169,10.626456
1.967,8.868656,10.620704
1.968,8.859978,10.615066
1.969,8.851299,10.609426
1.970,8.842621,10.603788
1.971,8.833267,10.598289
1.972,8.823489,10.592879
1.973,8.813711,10.587468
1.974,8.803933,10.582058
1.975,8.794144,10.576730
1.976,8.784347,10.571453
1.977,8.774549,10.566176
1.978,8.764752,10.560900
1.979,8.760186,10.555799
1.980,8.758908,10.550810
1.981,8.757630,10.545820
1.982,8.756352,10.540831
1.983,8.751130,10.536111
1.984,8.743428,10.531561
1.985,8.735726,10.527011
1.986,8.728024,10.522461
