"Time","25 toey (cm)","17 Hipy (cm)"
3.020,8.678589,10.807367
3.021,8.678622,10.809237
3.022,8.678594,10.811242
3.023,8.678529,10.813328
3.024,8.678464,10.815413
3.025,8.678398,10.817498
3.026,8.678382,10.819636
3.027,8.678394,10.821805
3.028,8.678407,10.823975
3.029,8.678419,10.826144
3.030,8.678445,10.828383
3.031,8.678478,10.830666
3.032,8.678513,10.832947
3.033,8.678546,10.835229
3.034,8.678564,10.837665
3.035,8.678573,10.840192
3.036,8.678581,10.842719
3.037,8.678590,10.845245
3.038,8.678547,10.847955
3.039,8.678473,10.850772
3.040,8.678400,10.853588
3.041,8.678328,10.856405
3.042,8.678273,10.859472
3.043,8.678231,10.862687
3.044,8.678189,10.865901
3.045,8.678146,10.869116
3.046,8.677987,10.872656
3.047,8.677757,10.876390
3.048,8.677528,10.880122
3.049,8.677299,10.883856
3.050,8.677164,10.887904
3.051,8.677084,10.892138
3.052,8.677005,10.896374
3.053,8.676925,10.900608
3.054,8.677244,10.905131
3.055,8.677799,10.909824
3.056,8.678354,10.914518
3.057,8.678909,10.919211
3.058,8.679955,10.924270
3.059,8.681290,10.929544
3.060,8.682625,10.934819
3.061,8.683959,10.940094
3.062,8.685423,10.945539
3.063,8.686962,10.951084
3.064,8.688502,10.956630
3.065,8.690042,10.962176
3.066,8.691987,10.967774
3.067,8.694173,10.973405
3.068,8.696359,10.979034
3.069,8.698544,10.984665
3.070,8.702517,10.990262
3.071,8.707548,10.995839
3.072,8.712579,11.001416
3.073,8.717610,11.006993
3.074,8.723579,11.012551
3.075,8.730104,11.018096
3.076,8.736629,11.023642
3.077,8.743155,11.029186
3.078,8.749727,11.034637
3.079,8.756328,11.040032
3.080,8.762928,11.045427
3.081,8.769527,11.050823
3.082,8.776002,11.056011
3.083,8.782400,11.061077
3.084,8.788799,11.066143
3.085,8.795197,11.071209
3.086,8.801594,11.075997
3.087,8.807988,11.080621
3.088,8.814383,11.085245
3.089,8.820778,11.089869
3.090,8.827362,11.094148
3.091,8.834060,11.098223
3.092,8.840756,11.102297
3.093,8.847454,11.106372
3.094,8.854270,11.110079
3.095,8.861157,11.113568
3.096,8.868045,11.117059
3.097,8.874932,11.120548
3.098,8.882029,11.123632
3.099,8.889249,11.126476
3.100,8.896469,11.129320
3.101,8.903689,11.132164
3.102,8.910963,11.134533
3.103,8.918269,11.136620
3.104,8.925575,11.138707
3.105,8.932881,11.140795
3.106,8.940187,11.142299
3.107,8.947491,11.143457
3.108,8.954795,11.144615
3.109,8.962099,11.145774
3.110,8.969057,11.146277
3.111,8.975811,11.146392
3.112,8.982565,11.146507
3.113,8.989319,11.146622
3.114,8.994613,11.145986
3.115,8.999043,11.144905
3.116,9.003472,11.143825
3.117,9.007902,11.142744
3.118,9.010653,11.140715
3.119,9.012408,11.138124
3.120,9.014164,11.135533
3.121,9.015920,11.132943
3.122,9.016533,11.129585
3.123,9.016470,11.125773
3.124,9.016406,11.121963
3.125,9.016343,11.118151
3.126,9.014841,11.113681
3.127,9.012486,11.108821
3.128,9.010133,11.103961
3.129,9.007778,11.099101
3.130,9.003628,11.093720
3.131,8.998413,11.088031
3.132,8.993198,11.082341
3.133,8.987984,11.076652
3.134,8.981912,11.070620
3.135,8.975331,11.064384
3.136,8.968751,11.058147
3.137,8.962171,11.051911
3.138,8.955568,11.045391
3.139,8.948954,11.038701
3.140,8.942339,11.032011
3.141,8.935724,11.025321
3.142,8.929316,11.018497
3.143,8.923030,11.011594
3.144,8.916743,11.004689
3.145,8.910457,10.997786
3.146,8.904207,10.990932
3.147,8.897980,10.984110
3.148,8.891752,10.977287
3.149,8.885524,10.970465
3.150,8.879089,10.963703
3.151,8.872531,10.956977
3.152,8.865973,10.950251
3.153,8.859416,10.943524
3.154,8.852620,10.936862
3.155,8.845683,10.930237
3.156,8.838747,10.923613
3.157,8.831810,10.916987
3.158,8.824627,10.910430
3.159,8.817297,10.903912
3.160,8.809968,10.897394
3.161,8.802638,10.890876
3.162,8.795350,10.884433
3.163,8.788088,10.878034
3.164,8.780825,10.871634
3.165,8.773561,10.865235
3.166,8.766352,10.859005
3.167,8.759173,10.852874
3.168,8.751996,10.846744
3.169,8.744818,10.840612
3.170,8.738046,10.834725
3.171,8.731513,10.828981
3.172,8.724981,10.823237
3.173,8.718450,10.817493
3.174,8.713025,10.812131
3.175,8.708257,10.806993
3.176,8.703489,10.801856
3.177,8.698721,10.796719
3.178,8.695096,10.792130
3.179,8.692147,10.787868
3.180,8.689199,10.783606
3.181,8.686251,10.779344
3.182,8.684175,10.775625
3.183,8.682614,10.772229
3.184,8.681054,10.768833
3.185,8.679494,10.765437
3.186,8.678925,10.762653
3.187,8.678941,10.760232
3.188,8.678957,10.757811
3.189,8.678973,10.755389
3.190,8.679075,10.753492
3.191,8.679229,10.751906
3.192,8.679381,10.750320
3.193,8.679535,10.748734
3.194,8.679783,10.747514
3.195,8.680087,10.746510
3.196,8.680390,10.745505
3.197,8.680695,10.744501
3.198,8.681029,10.743829
3.199,8.681383,10.743353
3.200,8.681736,10.742877
3.201,8.682090,10.742401
3.202,8.682406,10.742187
3.203,8.682700,10.742126
3.204,8.682995,10.742067
3.205,8.683289,10.742007
3.206,8.683549,10.742147
3.207,8.683788,10.742405
3.208,8.684029,10.742663
3.209,8.684268,10.742921
3.210,8.684535,10.743362
3.211,8.684818,10.743913
3.212,8.685102,10.744463
3.213,8.685385,10.745013
3.214,8.685729,10.745775
3.215,8.686110,10.746662
3.216,8.686490,10.747549
3.217,8.686871,10.748436
3.218,8.687222,10.749400
3.219,8.687553,10.750409
3.220,8.687885,10.751418
3.221,8.688217,10.752427
3.222,8.688416,10.753531
3.223,8.688539,10.754691
3.224,8.688660,10.755851
3.225,8.688782,10.757010
3.226,8.688897,10.758223
3.227,8.689009,10.759466
3.228,8.689120,10.760711
3.229,8.689232,10.761954
3.230,8.689237,10.763218
3.231,8.689177,10.764493
3.232,8.689116,10.765768
3.233,8.689056,10.767044
3.234,8.689018,10.768369
3.235,8.688992,10.769724
3.236,8.688966,10.771079
3.237,8.688939,10.772434
3.238,8.688872,10.773775
3.239,8.688780,10.775107
3.240,8.688688,10.776439
3.241,8.688597,10.777771
3.242,8.688540,10.779117
3.243,8.688504,10.780472
3.244,8.688468,10.781827
3.245,8.688433,10.783182
3.246,8.688295,10.784500
3.247,8.688097,10.785794
3.248,8.687900,10.787089
3.249,8.687701,10.788383
3.250,8.687489,10.789664
3.251,8.687266,10.790936
3.252,8.687045,10.792209
3.253,8.686823,10.793482
3.254,8.686552,10.794676
3.255,8.686252,10.795825
3.256,8.685951,10.796973
3.257,8.685651,10.798122
3.258,8.685311,10.799171
3.259,8.684949,10.800162
3.260,8.684587,10.801152
3.261,8.684224,10.802143
3.262,8.683759,10.803038
3.263,8.683232,10.803875
3.264,8.682706,10.804712
3.265,8.682179,10.805550
3.266,8.681644,10.806275
3.267,8.681105,10.806933
3.268,8.680564,10.807592
3.269,8.680024,10.808250
3.270,8.679428,10.808841
3.271,8.678801,10.809390
3.272,8.678172,10.809939
3.273,8.677545,10.810490
3.274,8.676925,10.810949
3.275,8.676309,10.811356
3.276,8.675694,10.811762
3.277,8.675077,10.812168
3.278,8.674580,10.812527
3.279,8.674151,10.812856
3.280,8.673724,10.813185
3.281,8.673296,10.813515
3.282,8.672801,10.813811
3.283,8.672267,10.814090
3.284,8.671733,10.814368
3.285,8.671199,10.814646
3.286,8.670528,10.814912
3.287,8.669777,10.815169
3.288,8.669025,10.815427
3.289,8.668274,10.815684
3.290,8.667516,10.815916
3.291,8.666754,10.816132
3.292,8.665992,10.816346
3.293,8.665230,10.816562
3.294,8.664464,10.816725
3.295,8.663695,10.816856
3.296,8.662927,10.816989
3.297,8.662159,10.817121
3.298,8.661486,10.817256
3.299,8.660871,10.817391
3.300,8.660254,10.817528
3.301,8.659638,10.817664
3.302,8.659202,10.817735
3.303,8.658872,10.817766
3.304,8.658541,10.817798
3.305,8.658211,10.817829
3.306,8.658043,10.817816
3.307,8.657972,10.817776
3.308,8.657902,10.817737
3.309,8.657831,10.817697
3.310,8.657699,10.817606
3.311,8.657530,10.817485
3.312,8.657361,10.817364
3.313,8.657192,10.817242
3.314,8.656954,10.817103
3.315,8.656674,10.816954
3.316,8.656396,10.816805
3.317,8.656116,10.816655
3.318,8.655778,10.816601
3.319,8.655404,10.816604
3.320,8.655030,10.816606
3.321,8.654656,10.816607
3.322,8.654323,10.816626
3.323,8.654013,10.816653
3.324,8.653704,10.816681
3.325,8.653394,10.816708
3.326,8.653105,10.816757
3.327,8.652828,10.816819
3.328,8.652552,10.816881
3.329,8.652275,10.816943
3.330,8.652060,10.817013
3.331,8.651880,10.817087
3.332,8.651701,10.817162
3.333,8.651522,10.817236
3.334,8.651310,10.817305
3.335,8.651078,10.817370
3.336,8.650847,10.817436
3.337,8.650616,10.817502
3.338,8.650291,10.817594
3.339,8.649912,10.817698
3.340,8.649531,10.817804
3.341,8.649152,10.817910
3.342,8.648798,10.818043
3.343,8.648459,10.818191
3.344,8.648120,10.818339
3.345,8.647781,10.818487
3.346,8.647514,10.818632
3.347,8.647290,10.818775
3.348,8.647066,10.818918
3.349,8.646842,10.819061
3.350,8.646612,10.819249
3.351,8.646379,10.819464
3.352,8.646147,10.819678
3.353,8.645915,10.819893
3.354,8.645692,10.820149
3.355,8.645474,10.820430
3.356,8.645257,10.820710
3.357,8.645041,10.820991
3.358,8.644796,10.821352
3.359,8.644536,10.821761
3.360,8.644276,10.822171
3.361,8.644015,10.822580
3.362,8.643583,10.823051
3.363,8.643050,10.823558
3.364,8.642517,10.824065
3.365,8.641984,10.824572
3.366,8.641410,10.825209
3.367,8.640811,10.825923
3.368,8.640212,10.826637
3.369,8.639613,10.827352
3.370,8.639066,10.828153
3.371,8.638549,10.829005
3.372,8.638032,10.829857
3.373,8.637515,10.830709
3.374,8.637064,10.831696
3.375,8.636654,10.832763
3.376,8.636243,10.833829
3.377,8.635832,10.834896
3.378,8.635539,10.835995
3.379,8.635315,10.837113
3.380,8.635091,10.838232
3.381,8.634867,10.839351
3.382,8.634717,10.840617
3.383,8.634611,10.841971
3.384,8.634505,10.843326
3.385,8.634399,10.844681
3.386,8.634322,10.846180
3.387,8.634262,10.847765
3.388,8.634202,10.849350
3.389,8.634142,10.850936
3.390,8.634127,10.852694
3.391,8.634138,10.854553
3.392,8.634150,10.856413
3.393,8.634161,10.858274
3.394,8.634212,10.860323
3.395,8.634285,10.862486
3.396,8.634359,10.864649
3.397,8.634433,10.866812
3.398,8.634657,10.869185
3.399,8.634970,10.871682
3.400,8.635283,10.874180
3.401,8.635595,10.876678
3.402,8.636059,10.879474
3.403,8.636613,10.882446
3.404,8.637166,10.885420
3.405,8.637719,10.888392
3.406,8.638310,10.891670
3.407,8.638924,10.895128
3.408,8.639537,10.898586
3.409,8.640150,10.902044
3.410,8.640863,10.905791
3.411,8.641637,10.909710
3.412,8.642410,10.913629
3.413,8.643183,10.917547
3.414,8.644592,10.921689
3.415,8.646378,10.925964
3.416,8.648163,10.930240
3.417,8.649949,10.934514
3.418,8.652199,10.938945
3.419,8.654724,10.943468
3.420,8.657249,10.947991
3.421,8.659775,10.952515
3.422,8.662837,10.957159
3.423,8.666219,10.961875
3.424,8.669600,10.966592
3.425,8.672980,10.971308
3.426,8.676569,10.976159
3.427,8.680282,10.981091
3.428,8.683993,10.986022
3.429,8.687706,10.990953
3.430,8.691980,10.995929
3.431,8.696588,11.000930
3.432,8.701196,11.005931
3.433,8.705803,11.010932
3.434,8.710390,11.015930
3.435,8.714966,11.020926
3.436,8.719541,11.025924
3.437,8.724116,11.030920
3.438,8.728555,11.035840
3.439,8.732912,11.040715
3.440,8.737269,11.045589
3.441,8.741626,11.050465
3.442,8.746355,11.055206
3.443,8.751304,11.059870
3.444,8.756252,11.064532
3.445,8.761201,11.069196
3.446,8.766509,11.073733
3.447,8.772032,11.078196
3.448,8.777554,11.082659
3.449,8.783076,11.087121
3.450,8.789214,11.091464
3.451,8.795717,11.095737
3.452,8.802219,11.100009
3.453,8.808722,11.104281
3.454,8.815483,11.108431
3.455,8.822397,11.112507
3.456,8.829312,11.116582
3.457,8.836226,11.120658
3.458,8.843061,11.124635
3.459,8.849851,11.128551
3.460,8.856639,11.132469
3.461,8.863427,11.136387
3.462,8.870199,11.140125
3.463,8.876961,11.143758
3.464,8.883722,11.147389
3.465,8.890484,11.151022
3.466,8.897219,11.154455
3.467,8.903936,11.157769
3.468,8.910654,11.161084
3.469,8.917373,11.164398
3.470,8.924015,11.167491
3.471,8.930614,11.170453
3.472,8.937213,11.173414
3.473,8.943812,11.176376
3.474,8.949843,11.179141
3.475,8.955539,11.181789
3.476,8.961234,11.184438
3.477,8.966929,11.187086
3.478,8.972195,11.189531
3.479,8.977205,11.191856
3.480,8.982216,11.194182
3.481,8.987226,11.196507
3.482,8.991688,11.198681
3.483,8.995822,11.200766
3.484,8.999957,11.202849
3.485,9.004091,11.204933
3.486,9.007451,11.206639
3.487,9.010351,11.208121
3.488,9.013251,11.209602
3.489,9.016151,11.211084
3.490,9.016918,11.212234
3.491,9.016422,11.213188
3.492,9.015926,11.214143
3.493,9.015430,11.215096
3.494,9.014085,11.215518
3.495,9.012235,11.215625
3.496,9.010386,11.215732
3.497,9.008535,11.215838
3.498,9.005979,11.215477
3.499,9.003002,11.214839
3.500,9.000025,11.214200
3.501,8.997048,11.213561
3.502,8.993481,11.212359
3.503,8.989564,11.210823
3.504,8.985646,11.209288
3.505,8.981729,11.207751
3.506,8.977426,11.205558
3.507,8.972893,11.202974
3.508,8.968361,11.200391
3.509,8.963829,11.197808
3.510,8.958735,11.194747
3.511,8.953307,11.191403
3.512,8.947879,11.188060
3.513,8.942451,11.184716
3.514,8.936843,11.180943
3.515,8.931127,11.176916
3.516,8.925410,11.172890
3.517,8.919694,11.168862
3.518,8.913864,11.164466
3.519,8.907969,11.159851
3.520,8.902072,11.155235
3.521,8.896176,11.150620
3.522,8.889843,11.145632
3.523,8.883250,11.140423
3.524,8.876657,11.135213
3.525,8.870066,11.130003
3.526,8.863393,11.124394
3.527,8.856674,11.118548
3.528,8.849955,11.112702
3.529,8.843235,11.106856
3.530,8.836458,11.100708
3.531,8.829647,11.094379
3.532,8.822836,11.088052
3.533,8.816025,11.081723
3.534,8.809110,11.075194
3.535,8.802134,11.068546
3.536,8.795157,11.061898
3.537,8.788181,11.055250
3.538,8.781202,11.048457
3.539,8.774220,11.041578
3.540,8.767240,11.034699
3.541,8.760258,11.027820
3.542,8.753327,11.020845
3.543,8.746427,11.013815
3.544,8.739526,11.006784
3.545,8.732626,10.999754
3.546,8.726306,10.992786
3.547,8.720331,10.985856
3.548,8.714355,10.978926
3.549,8.708381,10.971994
3.550,8.703964,10.965234
3.551,8.700471,10.958574
3.552,8.696978,10.951914
3.553,8.693484,10.945254
3.554,8.690800,10.938975
3.555,8.688595,10.932922
3.556,8.686389,10.926868
3.557,8.684184,10.920815
3.558,8.682782,10.915174
3.559,8.681855,10.909776
3.560,8.680928,10.904377
3.561,8.680001,10.898979
3.562,8.679286,10.894080
3.563,8.678696,10.889478
3.564,8.678106,10.884875
3.565,8.677517,10.880272
3.566,8.676950,10.876305
3.567,8.676398,10.872713
3.568,8.675845,10.869122
3.569,8.675293,10.865530
3.570,8.674610,10.862308
3.571,8.673851,10.859303
3.572,8.673092,10.856299
3.573,8.672333,10.853295
3.574,8.671503,10.850549
3.575,8.670630,10.847954
3.576,8.669758,10.845360
3.577,8.668885,10.842765
3.578,8.668104,10.840405
3.579,8.667377,10.838186
3.580,8.666649,10.835966
3.581,8.665921,10.833747
3.582,8.665546,10.831783
3.583,8.665380,10.829972
3.584,8.665214,10.828161
3.585,8.665048,10.826350
3.586,8.664927,10.824884
3.587,8.664833,10.823624
3.588,8.664740,10.822363
3.589,8.664646,10.821103
3.590,8.664604,10.820028
3.591,8.664592,10.819064
3.592,8.664579,10.818100
3.593,8.664567,10.817136
3.594,8.664598,10.816300
3.595,8.664654,10.815541
3.596,8.664709,10.814782
3.597,8.664765,10.814023
3.598,8.664798,10.813379
3.599,8.664816,10.812805
3.600,8.664833,10.812230
3.601,8.664851,10.811655
3.602,8.664917,10.811182
3.603,8.665010,10.810768
3.604,8.665105,10.810355
3.605,8.665198,10.809941
3.606,8.665299,10.809591
3.607,8.665404,10.809278
3.608,8.665510,10.808967
3.609,8.665615,10.808654
3.610,8.665567,10.808356
3.611,8.665430,10.808067
3.612,8.665292,10.807778
3.613,8.665154,10.807490
3.614,8.664975,10.807204
3.615,8.664771,10.806919
3.616,8.664568,10.806635
3.617,8.664364,10.806350
3.618,8.664115,10.806106
3.619,8.663839,10.805885
3.620,8.663563,10.805666
3.621,8.663287,10.805446
3.622,8.663116,10.805252
3.623,8.663008,10.805075
3.624,8.662900,10.804897
3.625,8.662791,10.804719
3.626,8.662687,10.804533
3.627,8.662586,10.804341
3.628,8.662485,10.804150
3.629,8.662384,10.803958
3.630,8.662282,10.803820
3.631,8.662178,10.803714
3.632,8.662074,10.803608
3.633,8.661970,10.803502
3.634,8.661842,10.803491
3.635,8.661700,10.803534
3.636,8.661558,10.803577
3.637,8.661416,10.803620
3.638,8.661272,10.803661
3.639,8.661126,10.803700
3.640,8.660980,10.803740
3.641,8.660834,10.803780
3.642,8.660724,10.803776
3.643,8.660635,10.803747
3.644,8.660545,10.803719
3.645,8.660457,10.803689
3.646,8.660373,10.803548
3.647,8.660293,10.803341
3.648,8.660213,10.803133
3.649,8.660131,10.802926
3.650,8.659945,10.802719
3.651,8.659694,10.802511
3.652,8.659443,10.802304
3.653,8.659192,10.802097
3.654,8.658853,10.801931
3.655,8.658462,10.801789
3.656,8.658071,10.801647
3.657,8.657680,10.801505
3.658,8.657288,10.801414
3.659,8.656895,10.801354
3.660,8.656503,10.801294
3.661,8.656110,10.801234
3.662,8.655642,10.801197
3.663,8.655128,10.801171
3.664,8.654614,10.801147
3.665,8.654100,10.801122
3.666,8.653604,10.801124
3.667,8.653116,10.801143
3.668,8.652628,10.801161
3.669,8.652141,10.801180
3.670,8.651811,10.801270
3.671,8.651575,10.801403
3.672,8.651339,10.801537
3.673,8.651102,10.801669
3.674,8.650903,10.801858
3.675,8.650724,10.802078
3.676,8.650546,10.802299
3.677,8.650368,10.802521
3.678,8.650151,10.802747
3.679,8.649913,10.802977
3.680,8.649675,10.803206
3.681,8.649437,10.803436
3.682,8.649081,10.803695
3.683,8.648657,10.803969
3.684,8.648232,10.804245
3.685,8.647807,10.804520
3.686,8.647377,10.804832
3.687,8.646943,10.805168
3.688,8.646510,10.805504
3.689,8.646077,10.805840
3.690,8.645632,10.806181
3.691,8.645180,10.806527
3.692,8.644727,10.806872
3.693,8.644275,10.807218
3.694,8.643796,10.807594
3.695,8.643302,10.807989
3.696,8.642808,10.808383
3.697,8.642314,10.808778
3.698,8.641749,10.809180
3.699,8.641145,10.809587
3.700,8.640539,10.809993
3.701,8.639934,10.810399
3.702,8.639264,10.810829
3.703,8.638556,10.811275
3.704,8.637847,10.811720
3.705,8.637138,10.812165
3.706,8.636429,10.812653
3.707,8.635718,10.813165
3.708,8.635007,10.813677
3.709,8.634296,10.814189
3.710,8.633694,10.814680
3.711,8.633154,10.815159
3.712,8.632615,10.815638
3.713,8.632075,10.816116
3.714,8.631626,10.816518
3.715,8.631228,10.816875
3.716,8.630832,10.817230
3.717,8.630435,10.817586
3.718,8.630075,10.817868
3.719,8.629738,10.818107
3.720,8.629400,10.818346
3.721,8.629064,10.818584
3.722,8.628716,10.818791
3.723,8.628362,10.818980
3.724,8.628008,10.819169
3.725,8.627654,10.819358
3.726,8.627254,10.819537
3.727,8.626826,10.819710
3.728,8.626399,10.819882
3.729,8.625972,10.820055
3.730,8.625541,10.820211
3.731,8.625109,10.820359
3.732,8.624676,10.820507
3.733,8.624244,10.820655
3.734,8.623851,10.820936
3.735,8.623483,10.821295
3.736,8.623114,10.821654
3.737,8.622746,10.822014
3.738,8.622459,10.822429
3.739,8.622222,10.822877
3.740,8.621984,10.823325
3.741,8.621747,10.823772
3.742,8.621562,10.824342
3.743,8.621408,10.824983
3.744,8.621255,10.825624
3.745,8.621101,10.826265
3.746,8.620943,10.826972
3.747,8.620783,10.827718
3.748,8.620622,10.828463
3.749,8.620461,10.829208
3.750,8.620328,10.830092
3.751,8.620212,10.831059
3.752,8.620094,10.832026
3.753,8.619978,10.832993
3.754,8.619870,10.834085
3.755,8.619768,10.835253
3.756,8.619666,10.836420
3.757,8.619564,10.837588
3.758,8.619515,10.838954
3.759,8.619499,10.840439
3.760,8.619482,10.841923
3.761,8.619466,10.843407
3.762,8.619475,10.845063
3.763,8.619500,10.846823
3.764,8.619526,10.848581
3.765,8.619551,10.850341
3.766,8.619611,10.852337
3.767,8.619692,10.854474
3.768,8.619772,10.856611
3.769,8.619853,10.858747
3.770,8.620068,10.861145
3.771,8.620363,10.863695
3.772,8.620658,10.866246
3.773,8.620954,10.868797
3.774,8.621281,10.871712
3.775,8.621626,10.874843
3.776,8.621972,10.877973
3.777,8.622317,10.881103
3.778,8.622639,10.884512
3.779,8.622946,10.888086
3.780,8.623253,10.891661
3.781,8.623559,10.895236
3.782,8.624022,10.899007
3.783,8.624575,10.902893
3.784,8.625129,10.906780
3.785,8.625682,10.910667
3.786,8.627037,10.914807
3.787,8.628866,10.919097
3.788,8.630696,10.923387
3.789,8.632525,10.927676
3.790,8.635020,10.932235
3.791,8.637908,10.936954
3.792,8.640797,10.941672
3.793,8.643684,10.946390
3.794,8.646890,10.951199
3.795,8.650283,10.956059
3.796,8.653675,10.960921
3.797,8.657068,10.965782
3.798,8.660510,10.970692
3.799,8.663981,10.975630
3.800,8.667454,10.980568
3.801,8.670925,10.985507
3.802,8.674743,10.990384
3.803,8.678766,10.995226
3.804,8.682789,11.000067
3.805,8.686812,11.004909
3.806,8.691154,11.009686
3.807,8.695683,11.014424
3.808,8.700212,11.019163
3.809,8.704742,11.023902
3.810,8.709545,11.028499
3.811,8.714508,11.033011
3.812,8.719472,11.037524
3.813,8.724436,11.042037
3.814,8.729540,11.046436
3.815,8.734728,11.050769
3.816,8.739915,11.055102
3.817,8.745103,11.059435
3.818,8.751041,11.063649
3.819,8.757424,11.067794
3.820,8.763808,11.071939
3.821,8.770192,11.076082
3.822,8.777003,11.080135
3.823,8.784068,11.084133
3.824,8.791133,11.088132
3.825,8.798198,11.092130
3.826,8.806055,11.095935
3.827,8.814381,11.099625
3.828,8.822706,11.103314
3.829,8.831032,11.107005
3.830,8.839794,11.110541
3.831,8.848815,11.113987
3.832,8.857836,11.117432
3.833,8.866857,11.120877
3.834,8.875902,11.124038
3.835,8.884962,11.127028
3.836,8.894023,11.130019
3.837,8.903083,11.133010
3.838,8.911904,11.135737
3.839,8.920584,11.138309
3.840,8.929263,11.140880
3.841,8.937943,11.143451
3.842,8.941214,11.145723
3.843,8.941280,11.147819
3.844,8.941346,11.149914
3.845,8.941413,11.152009
3.846,8.940697,11.153690
3.847,8.939516,11.155128
3.848,8.938335,11.156565
3.849,8.937155,11.158001
3.850,8.937413,11.159000
3.851,8.938524,11.159739
3.852,8.939635,11.160478
3.853,8.940746,11.161217
3.854,8.941550,11.161536
3.855,8.942173,11.161607
3.856,8.942797,11.161678
3.857,8.943419,11.161749
3.858,8.943096,11.161442
3.859,8.942212,11.160911
3.860,8.941328,11.160379
3.861,8.940444,11.159848
3.862,8.938739,11.158991
3.863,8.936546,11.157939
3.864,8.934355,11.156888
3.865,8.932163,11.155836
3.866,8.929450,11.154442
3.867,8.926428,11.152845
3.868,8.923406,11.151248
3.869,8.920383,11.149651
3.870,8.917076,11.147677
3.871,8.913601,11.145481
3.872,8.910126,11.143285
3.873,8.906651,11.141088
3.874,8.903093,11.138517
3.875,8.899489,11.135724
3.876,8.895885,11.132932
3.877,8.892281,11.130138
3.878,8.887933,11.127140
3.879,8.883143,11.124020
3.880,8.878355,11.120899
3.881,8.873567,11.117778
3.882,8.868337,11.114597
3.883,8.862846,11.111382
3.884,8.857356,11.108165
3.885,8.851866,11.104949
3.886,8.845565,11.101701
3.887,8.838785,11.098435
3.888,8.832006,11.095169
3.889,8.825226,11.091903
3.890,8.817850,11.088532
3.891,8.810122,11.085100
3.892,8.802393,11.081668
3.893,8.794664,11.078237
3.894,8.786843,11.074706
3.895,8.778969,11.071117
3.896,8.771094,11.067529
3.897,8.763220,11.063940
3.898,8.755598,11.060296
3.899,8.748127,11.056620
3.900,8.740656,11.052943
3.901,8.733185,11.049267
3.902,8.731002,11.045576
3.903,8.731951,11.041876
3.904,8.732901,11.038177
3.905,8.733850,11.034476
3.906,8.734846,11.030832
3.907,8.735872,11.027220
3.908,8.736897,11.023608
3.909,8.737923,11.019997
3.910,8.736952,11.016407
3.911,8.734799,11.012831
3.912,8.732647,11.009254
3.913,8.730494,11.005678
3.914,8.728286,11.002183
3.915,8.726044,10.998736
3.916,8.723802,10.995289
3.917,8.721560,10.991842
3.918,8.720098,10.988493
3.919,8.719096,10.985203
3.920,8.718095,10.981913
3.921,8.717094,10.978622
3.922,8.716428,10.975472
3.923,8.715961,10.972404
3.924,8.715494,10.969336
3.925,8.715027,10.966268
3.926,8.714598,10.963490
3.927,8.714191,10.960883
3.928,8.713785,10.958277
3.929,8.713379,10.955670
3.930,8.712974,10.953395
3.931,8.712569,10.951317
3.932,8.712165,10.949239
3.933,8.711761,10.947161
3.934,8.711411,10.945373
3.935,8.711093,10.943758
3.936,8.710776,10.942142
3.937,8.710459,10.940528
3.938,8.709972,10.939002
3.939,8.709387,10.937530
3.940,8.708801,10.936057
3.941,8.708216,10.934585
3.942,8.707620,10.933093
3.943,8.707018,10.931589
3.944,8.706415,10.930085
3.945,8.705812,10.928581
3.946,8.705228,10.927097
3.947,8.704654,10.925627
3.948,8.704079,10.924155
3.949,8.703505,10.922685
3.950,8.702996,10.921273
3.951,8.702528,10.919898
3.952,8.702059,10.918523
3.953,8.701591,10.917148
3.954,8.701172,10.915932
3.955,8.700783,10.914809
3.956,8.700394,10.913687
3.957,8.700005,10.912564
3.958,8.699649,10.911564
3.959,8.699314,10.910636
3.960,8.698979,10.909707
3.961,8.698645,10.908779
3.962,8.698311,10.908039
3.963,8.697979,10.907410
3.964,8.697647,10.906780
3.965,8.697315,10.906151
3.966,8.696937,10.905716
3.967,8.696530,10.905398
3.968,8.696124,10.905080
3.969,8.695718,10.904761
3.970,8.695231,10.904556
3.971,8.694698,10.904417
3.972,8.694165,10.904279
3.973,8.693632,10.904140
3.974,8.693260,10.904049
3.975,8.692983,10.903986
3.976,8.692706,10.903923
3.977,8.692429,10.903860
3.978,8.692302,10.903961
3.979,8.692265,10.904160
3.980,8.692227,10.904358
3.981,8.692190,10.904556
3.982,8.692309,10.904937
3.983,8.692522,10.905426
3.984,8.692734,10.905915
3.985,8.692946,10.906404
3.986,8.693258,10.906975
3.987,8.693630,10.907595
3.988,8.694001,10.908215
3.989,8.694372,10.908834
3.990,8.694598,10.909527
3.991,8.694737,10.910261
3.992,8.694877,10.910996
3.993,8.695017,10.911731
3.994,8.695048,10.912558
3.995,8.695018,10.913439
3.996,8.694986,10.914320
3.997,8.694955,10.915200
3.998,8.695110,10.916182
3.999,8.695377,10.917223
4.000,8.695643,10.918263
4.001,8.695910,10.919304
4.002,8.696203,10.920375
4.003,8.696514,10.921464
4.004,8.696824,10.922553
4.005,8.697134,10.923642
4.006,8.697444,10.924726
4.007,8.697755,10.925807
4.008,8.698065,10.926888
4.009,8.698375,10.927968
4.010,8.698573,10.929036
4.011,8.698707,10.930099
4.012,8.698839,10.931161
4.013,8.698972,10.932223
4.014,8.698974,10.933199
4.015,8.698897,10.934124
4.016,8.698821,10.935049
4.017,8.698745,10.935973
