"Time","60 Right DS","59 Left DS","v6 L Mos","67 xCoM","37a CoMy (cm)","v4 R Mos","v7 xCoM","v3 R COP","v5 L COP"
1.762,0,1,7.892388,5.447421,5.674757,5.447488,5.447421,0.000000,13.339876
1.763,0,1,7.900260,5.445721,5.671735,5.446208,5.445721,0.000000,13.346468
1.764,0,1,5.583076,5.444020,5.668712,5.444656,5.444020,0.000000,11.027732
1.765,0,0,-1.090249,5.442319,5.665689,5.442598,5.442319,0.000000,4.352349
1.766,0,0,-5.440539,5.440781,5.662631,5.440539,5.440781,0.000000,0.000000
1.767,0,0,-5.438476,5.439691,5.659473,5.438476,5.439691,0.000000,0.000000
1.768,0,0,-5.437038,5.438601,5.656315,5.437038,5.438601,0.000000,0.000000
1.769,0,0,-5.436770,5.437511,5.653157,5.436770,5.437511,0.000000,0.000000
1.770,0,0,-5.437511,5.437342,5.650809,5.437511,5.437342,0.000000,0.000000
1.771,0,0,-5.440142,5.439713,5.650698,5.440142,5.439713,0.000000,0.000000
1.772,0,0,-5.442609,5.442085,5.650587,5.442609,5.442085,0.000000,0.000000
1.773,0,0,-5.444767,5.444457,5.650476,5.444767,5.444457,0.000000,0.000000
1.774,0,0,-5.445522,5.445303,5.648755,5.445522,5.445303,0.000000,0.000000
1.775,0,0,-5.443644,5.441941,5.642594,5.443644,5.441941,0.000000,0.000000
1.776,0,0,-5.440810,5.438579,5.636433,5.440810,5.438579,0.000000,0.000000
1.777,0,0,-5.436184,5.435216,5.630272,5.436184,5.435216,0.000000,0.000000
1.778,0,0,-5.431504,5.431786,5.624008,5.431504,5.431786,0.000000,0.000000
1.779,0,0,-5.426723,5.428166,5.617460,5.426723,5.428166,0.000000,0.000000
1.780,0,0,-5.422688,5.424548,5.610911,5.422688,5.424548,0.000000,0.000000
1.781,0,0,-5.420051,5.420928,5.604363,5.420051,5.420928,0.000000,0.000000
1.782,0,0,-5.418658,5.418727,5.599237,5.418658,5.418727,0.000000,0.000000
1.783,0,0,-5.419594,5.420439,5.598034,5.419594,5.420439,0.000000,0.000000
1.784,0,0,-5.421031,5.422151,5.596830,5.421031,5.422151,0.000000,0.000000
1.785,0,0,-5.423406,5.423863,5.595627,5.423406,5.423863,0.000000,0.000000
1.786,0,0,-5.425328,5.425086,5.593923,5.425328,5.425086,0.000000,0.000000
1.787,0,0,-5.426403,5.424962,5.590835,5.426403,5.424962,0.000000,0.000000
1.788,0,0,-5.426706,5.424838,5.587747,5.426706,5.424838,0.000000,0.000000
1.789,0,0,-5.425566,5.424714,5.584659,5.425566,5.424714,0.000000,0.000000
1.790,0,0,-5.423688,5.423788,5.580761,5.423688,5.423788,0.000000,0.000000
1.791,0,0,-5.420430,5.420651,5.574629,5.420430,5.420651,0.000000,0.000000
1.792,0,0,-5.417248,5.417514,5.568497,5.417248,5.417514,0.000000,0.000000
1.793,0,0,-5.414210,5.414378,5.562365,5.414210,5.414378,0.000000,0.000000
1.794,0,0,-5.411983,5.411971,5.556978,5.411983,5.411971,0.000000,0.000000
1.795,0,0,-5.411280,5.411581,5.553648,5.411280,5.411581,0.000000,0.000000
1.796,0,0,-5.410779,5.411191,5.550317,5.410779,5.411191,0.000000,0.000000
1.797,0,0,-5.410659,5.410800,5.546987,5.410659,5.410800,0.000000,0.000000
1.798,0,0,-5.410057,5.410199,5.543472,5.410057,5.410199,0.000000,0.000000
1.799,0,0,-5.408550,5.409013,5.539451,5.408550,5.409013,0.000000,0.000000
1.800,0,0,-5.407248,5.407828,5.535429,5.407248,5.407828,0.000000,0.000000
1.801,0,0,-5.406331,5.406642,5.531408,5.406331,5.406642,0.000000,0.000000
1.802,0,0,-5.406388,5.406421,5.528342,5.406388,5.406421,0.000000,0.000000
1.803,0,0,-5.408270,5.408858,5.527913,5.408270,5.408858,0.000000,0.000000
1.804,0,0,-5.410511,5.411296,5.527483,5.410511,5.411296,0.000000,0.000000
1.805,0,0,-5.413424,5.413733,5.527053,5.413424,5.413733,0.000000,0.000000
1.806,0,0,-5.415878,5.415774,5.526242,5.415878,5.415774,0.000000,0.000000
1.807,0,0,-5.417472,5.416719,5.524381,5.417472,5.416719,0.000000,0.000000
1.808,0,0,-5.418649,5.417664,5.522521,5.418649,5.417664,0.000000,0.000000
1.809,0,0,-5.419041,5.418609,5.520659,5.419041,5.418609,0.000000,0.000000
1.810,0,0,-5.419241,5.419163,5.518424,5.419241,5.419163,0.000000,0.000000
1.811,0,0,-5.419079,5.418639,5.515152,5.419079,5.418639,0.000000,0.000000
1.812,0,0,-5.418684,5.418116,5.511879,5.418684,5.418116,0.000000,0.000000
1.813,0,0,-5.417855,5.417593,5.508608,5.417855,5.417593,0.000000,0.000000
1.814,0,0,-5.416830,5.417055,5.505277,5.416830,5.417055,0.000000,0.000000
1.815,0,0,-5.415438,5.416477,5.501782,5.415438,5.416477,0.000000,0.000000
1.816,0,0,-5.414568,5.415899,5.498288,5.414568,5.415899,0.000000,0.000000
1.817,0,0,-5.414678,5.415322,5.494793,5.414678,5.415322,0.000000,0.000000
1.818,0,0,-5.415870,5.415779,5.492273,5.415870,5.415779,0.000000,0.000000
1.819,0,0,-5.419092,5.419090,5.492442,5.419092,5.419090,0.000000,0.000000
1.820,0,0,-5.422374,5.422401,5.492611,5.422374,5.422401,0.000000,0.000000
1.821,0,0,-5.425767,5.425712,5.492780,5.425767,5.425712,0.000000,0.000000
1.822,0,0,-5.428217,5.428397,5.492297,5.428217,5.428397,0.000000,0.000000
1.823,0,0,-5.428901,5.429357,5.490015,5.428901,5.429357,0.000000,0.000000
1.824,0,0,-5.429760,5.430316,5.487732,5.429760,5.430316,0.000000,0.000000
1.825,0,0,-5.430945,5.431276,5.485449,5.430945,5.431276,0.000000,0.000000
1.826,0,0,-5.433465,5.433303,5.484262,5.433465,5.433303,0.000000,0.000000
1.827,0,0,-5.438485,5.438276,5.486100,5.438485,5.438276,0.000000,0.000000
1.828,0,0,-5.443478,5.443249,5.487936,5.443478,5.443249,0.000000,0.000000
1.829,0,0,-5.448421,5.448222,5.489774,5.448421,5.448222,0.000000,0.000000
1.830,0,0,-5.451923,5.452140,5.490588,5.451923,5.452140,0.000000,0.000000
1.831,0,0,-5.452725,5.453145,5.488580,5.452725,5.453145,0.000000,0.000000
1.832,0,0,-5.453654,5.454150,5.486571,5.453654,5.454150,0.000000,0.000000
1.833,0,0,-5.454821,5.455156,5.484563,5.454821,5.455156,0.000000,0.000000
1.834,0,0,-5.457755,5.457523,5.483969,5.457755,5.457523,0.000000,0.000000
1.835,0,0,-5.463999,5.463647,5.487277,5.463999,5.463647,0.000000,0.000000
1.836,0,0,-5.470171,5.469772,5.490586,5.470171,5.469772,0.000000,0.000000
1.837,0,0,-5.476206,5.475896,5.493894,5.476206,5.475896,0.000000,0.000000
1.838,0,0,-5.480159,5.480238,5.495548,5.480159,5.480238,0.000000,0.000000
1.839,0,0,-5.480209,5.479660,5.492636,5.480209,5.479660,0.000000,0.000000
1.840,0,0,-5.479850,5.479082,5.489724,5.479850,5.479082,0.000000,0.000000
1.841,0,0,-5.478727,5.478504,5.486812,5.478727,5.478504,0.000000,0.000000
1.842,0,0,-5.479262,5.479369,5.485484,5.479262,5.479369,0.000000,0.000000
1.843,0,0,-5.482901,5.484214,5.488527,5.482901,5.484214,0.000000,0.000000
1.844,0,0,-5.487318,5.489060,5.491570,4.716917,5.489060,0.770401,0.000000
1.845,0,0,-5.493195,5.493905,5.494612,2.508997,5.493905,2.984198,0.000000
1.846,1,0,-5.498437,5.498246,5.497227,1.070380,5.498246,4.428057,0.000000
1.847,1,0,-5.502488,5.501192,5.498662,1.073099,5.501192,4.429389,0.000000
1.848,1,0,-5.505828,5.504138,5.500097,1.075197,5.504138,4.430631,0.000000
1.849,1,0,-5.507835,5.507084,5.501532,1.076131,5.507084,4.431705,0.000000
1.850,1,0,-5.509423,5.509387,5.502321,1.076681,5.509387,4.432743,0.000000
1.851,1,0,-5.510225,5.509914,5.501328,1.076512,5.509914,4.433713,0.000000
1.852,1,0,-5.510849,5.510441,5.500334,1.076258,5.510441,4.434592,0.000000
1.853,1,0,-5.511142,5.510968,5.499340,1.075844,5.510968,4.435298,0.000000
1.854,1,0,-5.511528,5.511734,5.498559,1.075673,5.511734,4.435856,0.000000
1.855,1,0,-5.512091,5.513164,5.498363,1.075956,5.513164,4.436135,0.000000
1.856,1,0,-5.513210,5.514593,5.498168,1.076857,5.514593,4.436353,0.000000
1.857,1,0,-5.515372,5.516021,5.497972,1.078917,5.516021,4.436454,0.000000
1.858,1,0,-5.518403,5.518413,5.498667,1.081808,5.518413,4.436595,0.000000
1.859,1,0,-5.523061,5.523462,5.501818,1.086253,5.523462,4.436809,0.000000
1.860,1,0,-5.527972,5.528510,5.504969,1.090928,5.528510,4.437044,0.000000
1.861,1,0,-5.533355,5.533559,5.508120,1.096036,5.533559,4.437319,0.000000
1.862,1,0,-5.538345,5.538404,5.510904,1.100769,5.538404,4.437577,0.000000
1.863,1,0,-5.542599,5.542688,5.512676,1.104798,5.542688,4.437800,0.000000
1.864,1,0,-5.546871,5.546972,5.514448,1.108857,5.546972,4.438014,0.000000
1.865,1,0,-5.551178,5.551256,5.516220,1.112971,5.551256,4.438207,0.000000
1.866,1,0,-5.555947,5.555777,5.518053,1.117547,5.555777,4.438400,0.000000
1.867,1,0,-5.561585,5.560950,5.520055,1.122990,5.560950,4.438595,0.000000
1.868,1,0,-5.566926,5.566123,5.522057,1.128171,5.566123,4.438755,0.000000
1.869,1,0,-5.571711,5.571297,5.524058,1.132864,5.571297,4.438847,0.000000
1.870,1,0,-5.575525,5.575748,5.525247,1.136658,5.575748,4.438868,0.000000
1.871,1,0,-5.577524,5.578206,5.524191,1.138770,5.578206,4.438754,0.000000
1.872,1,0,-5.579815,5.580664,5.523135,1.141222,5.580664,4.438593,0.000000
1.873,1,0,-5.582655,5.583122,5.522079,1.144311,5.583122,4.438344,0.000000
1.874,1,0,-5.587005,5.586854,5.522249,1.148922,5.586854,4.438083,0.000000
1.875,1,0,-5.594184,5.594103,5.525800,1.156386,5.594103,4.437798,0.000000
1.876,1,0,-5.601411,5.601352,5.529352,1.163911,5.601352,4.437500,0.000000
1.877,1,0,-5.608729,5.608602,5.532903,1.171552,5.608602,4.437177,0.000000
1.878,1,0,-5.614556,5.614746,5.535298,1.177723,5.614746,4.436833,0.000000
1.879,1,0,-5.617588,5.617843,5.534501,1.181139,5.617843,4.436449,0.000000
1.880,1,0,-5.620658,5.620940,5.533705,1.184614,5.620940,4.436044,0.000000
1.881,1,0,-5.623800,5.624037,5.532908,1.188199,5.624037,4.435601,0.000000
1.882,1,0,-5.628623,5.628392,5.533409,1.193475,5.628392,4.435148,0.000000
1.883,1,0,-5.636595,5.636218,5.537488,1.201918,5.636218,4.434677,0.000000
1.884,1,0,-5.644477,5.644043,5.541567,1.210231,5.644043,4.434247,0.000000
1.885,1,0,-5.652191,5.651868,5.545647,1.218300,5.651868,4.433890,0.000000
1.886,1,0,-5.657749,5.657531,5.547670,1.224133,5.657531,4.433616,0.000000
1.887,1,0,-5.659271,5.657225,5.544020,1.225774,5.657225,4.433496,0.000000
1.888,1,0,-5.659614,5.656919,5.540370,1.226189,5.656919,4.433425,0.000000
1.889,1,0,-5.657750,5.656614,5.536720,1.224305,5.656614,4.433445,0.000000
1.890,1,0,-5.656336,5.656713,5.533554,1.222877,5.656713,4.433459,0.000000
1.891,1,0,-5.655766,5.657927,5.531722,1.222305,5.657927,4.433462,0.000000
1.892,1,0,-5.656343,5.659140,5.529890,1.222936,5.659140,4.433407,0.000000
1.893,1,0,-5.659068,5.660354,5.528058,1.225824,5.660354,4.433245,0.000000
1.894,1,0,-5.662988,5.662677,5.527427,1.229995,5.662677,4.432993,0.000000
1.895,1,0,-5.669146,5.668059,5.530114,1.236572,5.668059,4.432573,0.000000
1.896,1,0,-5.674808,5.673441,5.532800,1.242692,5.673441,4.432116,0.000000
1.897,1,0,-5.679543,5.678824,5.535486,1.247955,5.678824,4.431587,0.000000
1.898,1,0,-5.682218,5.682120,5.536219,1.251129,5.682120,4.431088,0.000000
1.899,1,0,-5.681036,5.679659,5.531561,1.250388,5.679659,4.430648,0.000000
1.900,1,0,-5.679028,5.677198,5.526904,1.248749,5.677198,4.430279,0.000000
1.901,1,0,-5.675473,5.674737,5.522247,1.245427,5.674737,4.430046,0.000000
1.902,1,0,-5.672801,5.673142,5.518598,1.242895,5.673142,4.429905,0.000000
1.903,1,0,-5.671781,5.673935,5.517733,1.241841,5.673935,4.429940,0.000000
1.904,1,0,-5.671927,5.674728,5.516868,1.241896,5.674728,4.430031,0.000000
1.905,1,0,-5.674258,5.675521,5.516002,1.244029,5.675521,4.430230,0.000000
1.906,1,0,-5.677650,5.677955,5.516876,1.247204,5.677955,4.430446,0.000000
1.907,1,0,-5.683030,5.684918,5.522548,1.252333,5.684918,4.430697,0.000000
1.908,1,0,-5.689429,5.691882,5.528220,1.258439,5.691882,4.430989,0.000000
1.909,1,0,-5.697736,5.698845,5.533892,1.266379,5.698845,4.431357,0.000000
1.910,1,0,-5.706882,5.706788,5.540631,1.275087,5.706788,4.431796,0.000000
1.911,1,0,-5.717600,5.717432,5.550314,1.285235,5.717432,4.432365,0.000000
1.912,1,0,-5.728271,5.728076,5.559998,1.295280,5.728076,4.432992,0.000000
1.913,1,0,-5.738857,5.738719,5.569681,1.305132,5.738719,4.433726,0.000000
1.914,1,0,-5.748560,5.748421,5.578502,1.314062,5.748421,4.434499,0.000000
1.915,1,0,-5.756608,5.755527,5.584945,1.321263,5.755527,4.435345,0.000000
1.916,1,0,-5.764049,5.762631,5.591389,1.327802,5.762631,4.436247,0.000000
1.917,1,0,-5.770351,5.769736,5.597832,1.333099,5.769736,4.437252,0.000000
1.918,1,0,-5.776618,5.776788,5.604276,1.338307,5.776788,4.438311,0.000000
1.919,1,0,-5.782817,5.783694,5.610719,1.343347,5.783694,4.439470,0.000000
1.920,1,0,-5.789470,5.790600,5.617163,1.348911,5.790600,4.440559,0.000000
1.921,1,0,-5.796973,5.797506,5.623606,1.355457,5.797506,4.441517,0.000000
1.922,1,0,-5.805146,5.804978,5.630608,1.362852,5.804978,4.442294,0.000000
1.923,1,0,-5.814572,5.814013,5.639153,1.371838,5.814013,4.442734,0.000000
1.924,1,0,-5.823748,5.823046,5.647697,1.380644,5.823046,4.443104,0.000000
1.925,1,0,-5.832454,5.832080,5.656241,1.389110,5.832080,4.443344,0.000000
1.926,1,0,-5.840012,5.839942,5.663578,1.396364,5.839942,4.443647,0.000000
1.927,1,0,-5.845416,5.844568,5.667581,1.401346,5.844568,4.444069,0.000000
1.928,1,0,-5.850318,5.849194,5.671584,1.405811,5.849194,4.444507,0.000000
1.929,1,0,-5.854280,5.853821,5.675587,1.409307,5.853821,4.444972,0.000000
1.930,1,0,-5.858654,5.858819,5.679965,1.413274,5.858819,4.445381,0.000000
1.931,1,0,-5.863803,5.864841,5.685378,1.418122,5.864841,4.445682,0.000000
1.932,1,0,-5.869514,5.870864,5.690790,1.423543,5.870864,4.445971,0.000000
1.933,1,0,-5.876279,5.876887,5.696203,1.430038,5.876887,4.446241,0.000000
1.934,1,0,-5.883481,5.883458,5.702238,1.436927,5.883458,4.446554,0.000000
1.935,1,0,-5.891499,5.891540,5.709986,1.444552,5.891540,4.446947,0.000000
1.936,1,0,-5.899559,5.899622,5.717735,1.452240,5.899622,4.447319,0.000000
1.937,1,0,-5.907697,5.907704,5.725484,1.460045,5.907704,4.447652,0.000000
1.938,1,0,-5.915440,5.915216,5.732774,1.467541,5.915216,4.447899,0.000000
1.939,1,0,-5.922442,5.921153,5.738794,1.474457,5.921153,4.447986,0.000000
1.940,1,0,-5.928760,5.927090,5.744815,1.480690,5.927090,4.448070,0.000000
1.941,1,0,-5.933794,5.933027,5.750836,1.485645,5.933027,4.448149,0.000000
1.942,1,0,-5.938011,5.937920,5.755950,1.489712,5.937920,4.448299,0.000000
1.943,1,0,-5.940695,5.939932,5.758562,1.492115,5.939932,4.448580,0.000000
1.944,1,0,-5.942945,5.941944,5.761174,1.494176,5.941944,4.448770,0.000000
1.945,1,0,-5.944385,5.943955,5.763786,1.495597,5.943955,4.448787,0.000000
1.946,1,0,-5.945848,5.945897,5.766542,1.497301,5.945897,4.448547,0.000000
1.947,1,0,-5.947359,5.947647,5.769700,1.499534,5.947647,4.447824,0.000000
1.948,1,0,-5.949024,5.949397,5.772857,1.502058,5.949397,4.446966,0.000000
1.949,1,0,-5.950976,5.951147,5.776014,1.505126,5.951147,4.445850,0.000000
1.950,1,0,-5.953022,5.952853,5.779365,1.508285,5.952853,4.444736,0.000000
1.951,1,0,-5.955240,5.954435,5.783252,1.511615,5.954435,4.443626,0.000000
1.952,1,0,-5.957051,5.956017,5.787139,1.514680,5.956017,4.442371,0.000000
1.953,1,0,-5.958097,5.957600,5.791026,1.517249,5.957600,4.440847,0.000000
1.954,1,0,-5.958344,5.958380,5.794254,1.519312,5.958380,4.439032,0.000000
1.955,1,0,-5.957098,5.956944,5.795666,1.520426,5.956944,4.436671,0.000000
1.956,1,0,-5.955728,5.955509,5.797078,1.521502,5.955509,4.434226,0.000000
1.957,1,0,-5.954128,5.954073,5.798490,1.522506,5.954073,4.431622,0.000000
1.958,1,0,-5.953077,5.952950,5.800301,1.523900,5.952950,4.429177,0.000000
1.959,1,0,-5.953054,5.952687,5.803217,1.526026,5.952687,4.427028,0.000000
1.960,1,0,-5.952879,5.952424,5.806132,2.297311,5.952424,3.655568,0.000000
1.961,0,0,-5.952417,5.952161,5.809048,4.509663,5.952161,1.442754,0.000000
1.962,0,0,-5.951030,5.951033,5.811171,5.951030,5.951033,0.000000,0.000000
1.963,0,0,-5.947911,5.947513,5.811103,5.947911,5.947513,0.000000,0.000000
1.964,0,0,-5.944532,5.943993,5.811037,5.944532,5.943993,0.000000,0.000000
1.965,0,0,-5.940668,5.940474,5.810969,5.940668,5.940474,0.000000,0.000000
1.966,0,0,-5.937361,5.937375,5.811344,5.937361,5.937375,0.000000,0.000000
1.967,0,0,-5.935097,5.935436,5.812938,5.935097,5.935436,0.000000,0.000000
1.968,0,0,-5.933044,5.933497,5.814532,5.933044,5.933497,0.000000,0.000000
1.969,0,0,-5.931384,5.931558,5.816126,5.931384,5.931558,0.000000,0.000000
1.970,0,0,-5.929392,5.929328,5.817395,5.929392,5.929328,0.000000,0.000000
1.971,0,0,-5.926780,5.926293,5.817763,5.926780,5.926293,0.000000,0.000000
1.972,0,0,-5.923895,5.923258,5.818131,5.923895,5.923258,0.000000,0.000000
1.973,0,0,-5.920501,5.920224,5.818500,5.920501,5.920224,0.000000,0.000000
1.974,0,0,-5.917055,5.917102,5.818783,5.917055,5.917102,0.000000,0.000000
1.975,0,0,-5.913510,5.913741,5.818831,5.913510,5.913741,0.000000,0.000000
1.976,0,0,-5.910083,5.910380,5.818879,5.910083,5.910380,0.000000,0.000000
1.977,0,0,-5.906877,5.907019,5.818926,5.906877,5.907019,0.000000,0.000000
1.978,0,0,-5.903862,5.903792,5.819102,5.903862,5.903792,0.000000,0.000000
1.979,0,0,-5.901201,5.900938,5.819630,5.901201,5.900938,0.000000,0.000000
1.980,0,0,-5.898416,5.898082,5.820158,5.898416,5.898082,0.000000,0.000000
1.981,0,0,-5.895398,5.895227,5.820685,5.895398,5.895227,0.000000,0.000000
1.982,0,0,-5.892044,5.892243,5.821049,5.892044,5.892243,0.000000,0.000000
1.983,0,0,-5.888060,5.888901,5.820962,5.888060,5.888901,0.000000,0.000000
1.984,0,0,-5.884487,5.885559,5.820875,5.884487,5.885559,0.000000,0.000000
1.985,0,0,-5.881685,5.882216,5.820788,5.881685,5.882216,0.000000,0.000000
1.986,0,0,-5.879922,5.879772,5.821527,5.879922,5.879772,0.000000,0.000000
1.987,0,0,-5.880106,5.879807,5.824543,5.880106,5.879807,0.000000,0.000000
1.988,0,0,-5.880197,5.879841,5.827561,5.880197,5.879841,0.000000,0.000000
1.989,0,0,-5.880111,5.879876,5.830578,5.880111,5.879876,0.000000,0.000000
1.990,0,0,-5.878798,5.878897,5.832480,5.878798,5.878897,0.000000,0.000000
1.991,0,0,-5.875186,5.875124,5.831306,5.875186,5.875124,0.000000,0.000000
1.992,0,0,-5.871467,5.871350,5.830132,5.871467,5.871350,0.000000,0.000000
1.993,0,0,-5.867549,5.867577,5.828958,5.867549,5.867577,0.000000,0.000000
1.994,0,0,-5.864746,5.864575,5.828415,5.864746,5.864575,0.000000,0.000000
1.995,0,0,-5.864030,5.863704,5.829618,5.864030,5.863704,0.000000,0.000000
1.996,0,0,-5.863217,5.862833,5.830819,5.863217,5.862833,0.000000,0.000000
1.997,0,0,-5.862223,5.861962,5.832021,5.862223,5.861962,0.000000,0.000000
1.998,0,0,-5.859880,5.860165,5.832119,5.859880,5.860165,0.000000,0.000000
1.999,0,0,-5.855011,5.855813,5.829167,5.855011,5.855813,0.000000,0.000000
2.000,0,0,-5.850470,5.851461,5.826216,5.850470,5.851461,0.000000,0.000000
2.001,0,0,-5.846545,5.847108,5.823265,5.846545,5.847108,0.000000,0.000000
2.002,0,0,-5.844800,5.844975,5.822370,5.844800,5.844975,0.000000,0.000000
2.003,0,0,-5.847136,5.848961,5.827150,5.847136,5.848961,0.000000,0.000000
2.004,0,0,-5.850536,5.852947,5.831930,5.850536,5.852947,0.000000,0.000000
2.005,0,0,-5.855932,5.856934,5.836709,5.855932,5.856934,0.000000,0.000000
2.006,0,0,-5.860727,5.860436,5.840880,5.860727,5.860436,0.000000,0.000000
2.007,0,0,-5.864397,5.862606,5.843370,5.864397,5.862606,0.000000,0.000000
2.008,0,0,-5.867102,5.864775,5.845860,5.867102,5.864775,0.000000,0.000000
2.009,0,0,-5.867997,5.866944,5.848349,5.867997,5.866944,0.000000,0.000000
2.010,0,0,-5.868125,5.868319,5.849973,5.868125,5.868319,0.000000,0.000000
2.011,0,0,-5.866815,5.867502,5.849209,5.866815,5.867502,0.000000,0.000000
2.012,0,0,-5.865820,5.866686,5.848445,5.865820,5.866686,0.000000,0.000000
2.013,0,0,-5.865417,5.865870,5.847681,5.865417,5.865870,0.000000,0.000000
2.014,0,0,-5.866197,5.866045,5.847885,5.866197,5.866045,0.000000,0.000000
2.015,0,0,-5.869195,5.868958,5.850759,5.869195,5.868958,0.000000,0.000000
2.016,0,0,-5.872142,5.871871,5.853632,5.872142,5.871871,0.000000,0.000000
2.017,0,0,-5.874990,5.874784,5.856506,5.874990,5.874784,0.000000,0.000000
2.018,0,0,-5.876440,5.876379,5.858094,5.876440,5.876379,0.000000,0.000000
2.019,0,0,-5.875266,5.874338,5.856133,5.875266,5.874338,0.000000,0.000000
2.020,0,0,-5.873532,5.872297,5.854172,5.873532,5.872297,0.000000,0.000000
2.021,0,0,-5.870748,5.870256,5.852211,5.870748,5.870256,0.000000,0.000000
2.022,0,0,-5.868548,5.868590,5.850721,5.868548,5.868590,0.000000,0.000000
2.023,0,0,-5.867441,5.867961,5.850531,5.867441,5.867961,0.000000,0.000000
2.024,0,0,-5.866642,5.867332,5.850340,5.866642,5.867332,0.000000,0.000000
2.025,0,0,-5.866422,5.866704,5.850151,5.866422,5.866704,0.000000,0.000000
2.026,0,0,-5.865949,5.865865,5.849887,5.865949,5.865865,0.000000,0.000000
2.027,0,0,-5.865000,5.864448,5.849423,5.865000,5.864448,0.000000,0.000000
2.028,0,0,-5.863750,5.863031,5.848958,5.863750,5.863031,0.000000,0.000000
2.029,0,0,-5.861936,5.861615,5.848494,5.861936,5.861615,0.000000,0.000000
2.030,0,0,-5.859882,5.859772,5.847727,5.859882,5.859772,0.000000,0.000000
2.031,0,0,-5.857382,5.856754,5.846126,5.857382,5.856754,0.000000,0.000000
2.032,0,0,-5.854548,5.853735,5.844525,5.854548,5.853735,0.000000,0.000000
2.033,0,0,-5.851092,5.850718,5.842924,5.851092,5.850718,0.000000,0.000000
2.034,0,0,-5.847249,5.847266,5.840955,5.847249,5.847266,0.000000,0.000000
2.035,0,0,-5.842683,5.842621,5.837969,5.842683,5.842621,0.000000,0.000000
2.036,0,0,-5.838066,5.837975,5.834984,5.838066,5.837975,0.000000,0.000000
2.037,0,0,-5.833350,5.833329,5.831998,5.833350,5.833329,0.000000,0.000000
2.038,0,0,-5.828985,5.829168,5.829579,5.828985,5.829168,0.000000,0.000000
2.039,0,0,-5.825276,5.826343,5.828723,5.825276,5.826343,0.000000,0.000000
2.040,0,0,-5.822135,5.823518,5.827868,5.822135,5.823518,0.000000,0.000000
2.041,0,0,-5.820060,5.820693,5.827012,5.820060,5.820693,0.000000,0.000000
2.042,0,0,-5.818548,5.818412,5.826708,5.818548,5.818412,0.000000,0.000000
2.043,0,0,-5.818093,5.817629,5.827925,5.818093,5.817629,0.000000,0.000000
2.044,0,0,-5.817430,5.816847,5.829143,5.817430,5.816847,0.000000,0.000000
2.045,0,0,-5.816374,5.816065,5.830360,5.816374,5.816065,0.000000,0.000000
2.046,0,0,-5.814534,5.814825,5.831033,5.814534,5.814825,0.000000,0.000000
2.047,0,0,-5.811224,5.812319,5.830202,5.811224,5.812319,0.000000,0.000000
2.048,0,0,-5.808428,5.809814,5.829370,5.808428,5.809814,0.000000,0.000000
2.049,0,0,-5.806597,5.807309,5.828539,5.806597,5.807309,0.000000,0.000000
2.050,0,0,-5.806529,5.806483,5.829276,5.806529,5.806483,0.000000,0.000000
2.051,0,0,-5.809763,5.810295,5.834339,5.809763,5.810295,0.000000,0.000000
2.052,0,0,-5.813372,5.814106,5.839402,5.813372,5.814106,0.000000,0.000000
2.053,0,0,-5.817682,5.817917,5.844465,5.817682,5.817917,0.000000,0.000000
2.054,0,0,-5.820700,5.820518,5.848261,5.820700,5.820518,0.000000,0.000000
2.055,0,0,-5.821294,5.819782,5.848565,5.821294,5.819782,0.000000,0.000000
2.056,0,0,-5.821030,5.819046,5.848868,5.821030,5.819046,0.000000,0.000000
2.057,0,0,-5.819160,5.818309,5.849171,5.819160,5.818309,0.000000,0.000000
2.058,0,0,-5.817390,5.817648,5.849485,5.817390,5.817648,0.000000,0.000000
2.059,0,0,-5.815807,5.817194,5.849829,5.815807,5.817194,0.000000,0.000000
2.060,0,0,-5.814949,5.816740,5.850173,5.814949,5.816740,0.000000,0.000000
2.061,0,0,-5.815451,5.816286,5.850517,5.815451,5.816286,0.000000,0.000000
2.062,0,0,-5.816875,5.816627,5.851627,5.816875,5.816627,0.000000,0.000000
2.063,0,0,-5.820030,5.819163,5.854850,5.820030,5.819163,0.000000,0.000000
2.064,0,0,-5.822790,5.821700,5.858073,5.822790,5.821700,0.000000,0.000000
2.065,0,0,-5.824810,5.824236,5.861297,5.824810,5.824236,0.000000,0.000000
2.066,0,0,-3.484065,5.825119,5.862936,5.825187,5.825119,0.000000,2.341122
2.067,0,0,3.245998,5.821436,5.860206,5.822486,5.821436,0.000000,9.068484
2.068,0,1,7.633666,5.817754,5.857477,5.819151,5.817754,0.000000,13.452817
2.069,0,1,7.632708,5.814072,5.854747,5.814629,5.814072,0.000000,13.447337
2.070,0,1,7.631371,5.810743,5.852499,5.810745,5.810743,0.000000,13.442116
2.071,0,1,7.629323,5.808388,5.851583,5.808057,5.808388,0.000000,13.437380
2.072,0,1,7.627212,5.806032,5.850668,5.805584,5.806032,0.000000,13.432796
2.073,0,1,7.624981,5.803677,5.849752,5.803515,5.803677,0.000000,13.428496
2.074,0,1,7.623203,5.801053,5.848712,5.801002,5.801053,0.000000,13.424206
2.075,0,1,7.622273,5.797687,5.847332,5.797656,5.797687,0.000000,13.419930
2.076,0,1,7.621478,5.794321,5.845951,5.794296,5.794321,0.000000,13.415774
2.077,0,1,7.620936,5.790956,5.844571,5.790910,5.790956,0.000000,13.411846
