"Time","60 Right DS","59 Left DS","v6 L Mos","67 xCoM","37a CoMy (cm)","v4 R Mos","v7 xCoM","v3 R COP","v5 L COP"
0.000,1,1,,,,,,,
0.001,1,1,,,,,,,
0.002,1,1,,,,,,,
0.003,1,1,,,,,,,
0.004,1,1,,,,,,,
0.005,1,1,,,,,,,
0.006,1,1,,,,,,,
0.007,1,1,,,,,,,
0.008,1,1,,,,,,,
0.009,1,1,,,,,,,
0.010,1,1,,,,,,,
0.011,1,1,,,,,,,
0.012,1,1,,,,,,,
0.013,1,1,,,,,,,
0.014,1,1,,,,,,,
0.015,1,1,,,,,,,
0.016,1,1,,,,,,,
0.017,1,1,,,,,,,
0.018,1,1,,,,,,,
0.019,1,1,,,,,,,
0.020,1,1,,,,,,,
0.021,1,1,,,,,,,
0.022,1,1,,,,,,,
0.023,1,1,,,,,,,
0.024,1,1,,,,,,,
0.025,1,1,,,,,,,
0.026,1,1,,,,,,,
0.027,1,1,,,,,,,
0.028,1,1,,,,,,,
0.029,1,1,,,,,,,
0.030,1,1,,,,,,,
0.031,1,1,,,,,,,
0.032,1,1,,,,,,,
0.033,1,1,,,,,,,
0.034,1,1,,,,,,,
0.035,1,1,,,,,,,
0.036,1,1,,,,,,,
0.037,1,1,,,,,,,
0.038,1,1,,,,,,,
0.039,1,1,,,,,,,
0.040,1,1,,,,,,,
0.041,1,1,,,,,,,
0.042,1,1,,5.071947,5.038850,,5.071947,,
0.043,1,1,,5.073206,5.036856,,5.073206,,
0.044,1,1,-5.072913,5.074466,5.034862,5.072913,5.074466,0.000000,0.000000
0.045,1,1,-5.074992,5.075725,5.032868,5.074992,5.075725,0.000000,0.000000
0.046,1,1,-5.078104,5.078136,5.032052,5.078104,5.078136,0.000000,0.000000
0.047,1,1,-5.083150,5.083726,5.034485,5.083150,5.083726,0.000000,0.000000
0.048,1,1,-5.088547,5.089315,5.036918,5.088547,5.089315,0.000000,0.000000
0.049,1,1,-5.094602,5.094905,5.039350,5.094602,5.094905,0.000000,0.000000
0.050,1,1,-5.100285,5.100375,5.041730,5.100285,5.100375,0.000000,0.000000
0.051,1,1,-5.105269,5.105517,5.043962,5.105269,5.105517,0.000000,0.000000
0.052,1,1,-5.110353,5.110659,5.046196,5.110353,5.110659,0.000000,0.000000
0.053,1,1,-5.115625,5.115800,5.048429,5.115625,5.115800,0.000000,0.000000
0.054,1,1,-5.121610,5.121701,5.051486,5.121610,5.121701,0.000000,0.000000
0.055,1,1,-5.128933,5.129698,5.056822,5.128933,5.129698,0.000000,0.000000
0.056,1,1,-5.136690,5.137694,5.062158,5.136690,5.137694,0.000000,0.000000
0.057,1,1,-5.145260,5.145690,5.067493,5.145260,5.145690,0.000000,0.000000
0.058,1,1,-5.153702,5.153399,5.072587,5.153702,5.153399,0.000000,0.000000
0.059,1,1,-5.161904,5.160311,5.077017,5.161904,5.160311,0.000000,0.000000
0.060,1,1,-5.169277,5.167224,5.081447,5.169277,5.167224,0.000000,0.000000
0.061,1,1,-5.175100,5.174136,5.085876,5.175100,5.174136,0.000000,0.000000
0.062,1,1,-5.179675,5.179712,5.089018,5.179675,5.179712,0.000000,0.000000
0.063,1,1,-5.181911,5.181599,5.088608,5.181911,5.181599,0.000000,0.000000
0.064,1,1,-5.183921,5.183485,5.088198,5.183921,5.183485,0.000000,0.000000
0.065,1,1,-5.185503,5.185371,5.087788,5.185503,5.185371,0.000000,0.000000
0.066,1,1,-5.187827,5.187591,5.087630,5.187827,5.187591,0.000000,0.000000
0.067,1,1,-5.191536,5.190727,5.088167,5.191536,5.190727,0.000000,0.000000
0.068,1,1,-5.194880,5.193863,5.088704,5.194880,5.193863,0.000000,0.000000
0.069,1,1,-5.197537,5.196999,5.089241,5.197537,5.196999,0.000000,0.000000
0.070,1,1,-5.198786,5.199139,5.088669,5.198786,5.199139,0.000000,0.000000
0.071,1,1,-5.197397,5.198530,5.085042,5.197397,5.198530,0.000000,0.000000
0.072,1,1,-5.196505,5.197921,5.081413,5.196505,5.197921,0.000000,0.000000
0.073,1,1,-5.196546,5.197312,5.077785,5.196546,5.197312,0.000000,0.000000
0.074,1,1,-5.199119,5.199379,5.076744,5.199119,5.199379,0.000000,0.000000
0.075,1,1,-5.206434,5.208827,5.082838,5.206434,5.208827,0.000000,0.000000
0.076,1,1,-5.215125,5.218275,5.088933,5.215125,5.218275,0.000000,0.000000
0.077,1,1,-5.226391,5.227723,5.095027,5.226391,5.227723,0.000000,0.000000
0.078,1,1,-5.237250,5.236951,5.100903,5.237250,5.236951,0.000000,0.000000
0.079,1,1,-5.247344,5.245574,5.106175,5.247344,5.245574,0.000000,0.000000
0.080,1,1,-5.256492,5.254197,5.111448,5.256492,5.254197,0.000000,0.000000
0.081,1,1,-5.263867,5.262820,5.116721,5.263867,5.262820,0.000000,0.000000
0.082,1,1,-5.270247,5.270174,5.120801,5.270247,5.270174,0.000000,0.000000
0.083,1,1,-5.274762,5.274025,5.121592,5.274762,5.274025,0.000000,0.000000
0.084,1,1,-5.278848,5.277877,5.122382,5.278848,5.277877,0.000000,0.000000
0.085,1,1,-5.282135,5.281729,5.123172,5.282135,5.281729,0.000000,0.000000
0.086,1,1,-5.285672,5.285887,5.124393,5.285672,5.285887,0.000000,0.000000
0.087,1,1,-5.289680,5.290890,5.126804,5.289680,5.290890,0.000000,0.000000
0.088,1,1,-5.294327,5.295893,5.129214,5.294327,5.295893,0.000000,0.000000
0.089,1,1,-5.300173,5.300896,5.131624,5.300173,5.300896,0.000000,0.000000
0.090,1,1,-5.306740,5.306585,5.134910,5.306740,5.306585,0.000000,0.000000
0.091,1,1,-5.314657,5.314167,5.140613,5.314657,5.314167,0.000000,0.000000
0.092,1,1,-5.322361,5.321749,5.146317,5.322361,5.321749,0.000000,0.000000
0.093,1,1,-5.329664,5.329331,5.152020,5.329664,5.329331,0.000000,0.000000
0.094,1,1,-5.335835,5.335693,5.156674,5.335835,5.335693,0.000000,0.000000
0.095,1,1,-5.339883,5.338687,5.158432,5.339883,5.338687,0.000000,0.000000
0.096,1,1,-5.343253,5.341681,5.160190,5.343253,5.341681,0.000000,0.000000
0.097,1,1,-5.345348,5.344676,5.161949,5.345348,5.344676,0.000000,0.000000
0.098,1,1,-5.347511,5.347641,5.163809,5.347511,5.347641,0.000000,0.000000
0.099,1,1,-5.349797,5.350524,5.165953,5.349797,5.350524,0.000000,0.000000
0.100,1,1,-5.352468,5.353408,5.168097,5.352468,5.353408,0.000000,0.000000
0.101,1,1,-5.355857,5.356292,5.170241,5.355857,5.356292,0.000000,0.000000
0.102,1,1,-5.359722,5.359710,5.172983,5.359722,5.359710,0.000000,0.000000
0.103,1,1,-5.364476,5.364605,5.177376,5.364476,5.364605,0.000000,0.000000
0.104,1,1,-5.369321,5.369499,5.181770,5.369321,5.369499,0.000000,0.000000
0.105,1,1,-5.374337,5.374394,5.186163,5.374337,5.374394,0.000000,0.000000
0.106,1,1,-5.378974,5.378771,5.190057,5.378974,5.378771,0.000000,0.000000
0.107,1,1,-5.382903,5.381722,5.192573,5.382903,5.381722,0.000000,0.000000
0.108,1,1,-5.386203,5.384674,5.195089,5.386203,5.384674,0.000000,0.000000
0.109,1,1,-5.388326,5.387625,5.197605,5.388326,5.387625,0.000000,0.000000
0.110,1,1,-5.389872,5.390146,5.199697,5.389872,5.390146,0.000000,0.000000
0.111,1,1,-5.390337,5.391483,5.200622,5.390337,5.391483,0.000000,0.000000
0.112,1,1,-5.391359,5.392819,5.201547,4.655354,5.392819,0.736005,0.000000
0.113,1,1,-5.393428,5.394155,5.202471,2.542464,5.394155,2.850964,0.000000
0.114,1,1,-5.397093,5.397239,5.205140,1.166905,5.397239,4.230188,0.000000
0.115,1,1,-5.403749,5.405146,5.212623,1.172779,5.405146,4.230969,0.000000
0.116,1,1,-5.411211,5.413053,5.220106,1.179549,5.413053,4.231662,0.000000
0.117,1,1,-5.420186,5.420960,5.227589,1.187996,5.420960,4.232190,0.000000
0.118,1,1,-5.428889,5.428809,5.235000,1.196282,5.428809,4.232607,0.000000
0.119,1,1,-5.437083,5.436498,5.242210,1.204268,5.436498,4.232815,0.000000
0.120,1,1,-5.444952,5.444187,5.249421,1.211982,5.444187,4.232970,0.000000
0.121,1,1,-5.452212,5.451876,5.256632,1.219186,5.451876,4.233026,0.000000
0.122,1,1,-5.459353,5.459343,5.263556,1.226242,5.459343,4.233111,0.000000
0.123,1,1,-5.466273,5.466197,5.269686,1.233024,5.466197,4.233249,0.000000
0.124,1,1,-5.473150,5.473050,5.275816,1.239656,5.473050,4.233494,0.000000
0.125,1,1,-5.479947,5.479903,5.281946,1.246006,5.479903,4.233941,0.000000
0.126,1,1,-5.486827,5.487057,5.288315,1.252291,5.487057,4.234536,0.000000
0.127,1,1,-5.493863,5.495038,5.295341,1.258456,5.495038,4.235407,0.000000
0.128,1,1,-5.501505,5.503019,5.302368,1.265213,5.503019,4.236293,0.000000
0.129,1,1,-5.510286,5.511001,5.309395,1.273081,5.511001,4.237205,0.000000
0.130,1,1,-5.519934,5.519618,5.316948,1.281939,5.519618,4.237995,0.000000
0.131,1,1,-5.531207,5.529987,5.325955,1.292652,5.529987,4.238555,0.000000
0.132,1,1,-5.541902,5.540357,5.334961,1.302842,5.540357,4.239060,0.000000
0.133,1,1,-5.551515,5.550727,5.343967,1.312051,5.550727,4.239463,0.000000
0.134,1,1,-5.559185,5.559096,5.350817,1.319275,5.559096,4.239910,0.000000
0.135,1,1,-5.563215,5.561944,5.351717,1.322778,5.561944,4.240438,0.000000
0.136,1,1,-5.566483,5.564793,5.352618,1.325505,5.564793,4.240977,0.000000
0.137,1,1,-5.568319,5.567642,5.353518,1.326780,5.567642,4.241539,0.000000
0.138,1,1,-5.570900,5.570987,5.354775,1.328845,5.570987,4.242055,0.000000
0.139,1,1,-5.574873,5.575702,5.357016,1.332388,5.575702,4.242485,0.000000
0.140,1,1,-5.579324,5.580417,5.359257,1.336469,5.580417,4.242856,0.000000
0.141,1,1,-5.584672,5.585132,5.361498,1.341556,5.585132,4.243117,0.000000
0.142,1,1,-5.589871,5.589835,5.363697,1.346540,5.589835,4.243330,0.000000
0.143,1,1,-5.594789,5.594506,5.365780,1.351334,5.594506,4.243455,0.000000
0.144,1,1,-5.599547,5.599176,5.367863,1.355953,5.599176,4.243594,0.000000
0.145,1,1,-5.604007,5.603847,5.369946,1.360247,5.603847,4.243760,0.000000
0.146,1,1,-5.608429,5.608383,5.371966,1.364434,5.608383,4.243995,0.000000
0.147,1,1,-5.612779,5.612547,5.373811,1.368419,5.612547,4.244360,0.000000
0.148,1,1,-5.617010,5.616711,5.375656,1.372254,5.616711,4.244756,0.000000
0.149,1,1,-5.621017,5.620875,5.377501,1.375809,5.620875,4.245208,0.000000
0.150,1,1,-5.624862,5.624969,5.379378,1.379210,5.624969,4.245652,0.000000
0.151,1,1,-5.628404,5.628867,5.381341,1.382325,5.628867,4.246078,0.000000
0.152,1,1,-5.632174,5.632765,5.383305,1.385598,5.632765,4.246576,0.000000
0.153,1,1,-5.636372,5.636663,5.385268,1.389164,5.636663,4.247208,0.000000
0.154,1,1,-5.641070,5.640886,5.387791,1.393089,5.640886,4.247981,0.000000
0.155,1,1,-5.646703,5.646005,5.391859,1.397684,5.646005,4.249019,0.000000
0.156,1,1,-5.652007,5.651124,5.395927,1.401947,5.651124,4.250060,0.000000
0.157,1,1,-5.656694,5.656243,5.399995,1.405586,5.656243,4.251108,0.000000
0.158,1,1,-5.660286,5.660335,5.403282,1.408266,5.660335,4.252020,0.000000
0.159,1,1,-5.661825,5.661592,5.404414,1.409150,5.661592,4.252676,0.000000
0.160,1,1,-5.663181,5.662850,5.405546,1.409880,5.662850,4.253301,0.000000
0.161,1,1,-5.664194,5.664107,5.406678,1.410323,5.664107,4.253870,0.000000
0.162,1,1,-5.666076,5.666131,5.408795,1.411536,5.666131,4.254540,0.000000
0.163,1,1,-5.669588,5.670271,5.413632,1.414190,5.670271,4.255397,0.000000
0.164,1,1,-5.673504,5.674411,5.418468,1.417233,5.674411,4.256271,0.000000
0.165,1,1,-5.678181,5.678550,5.423306,1.421003,5.678550,4.257178,0.000000
0.166,1,1,-5.682406,5.682014,5.427589,1.424415,5.682014,4.257991,0.000000
0.167,1,1,-5.685787,5.683616,5.430348,1.427158,5.683616,4.258629,0.000000
0.168,1,1,-5.688024,5.685218,5.433106,1.428820,5.685218,4.259204,0.000000
0.169,1,1,-5.688119,5.686820,5.435865,1.428457,5.686820,4.259663,0.000000
0.170,1,1,-5.686925,5.687380,5.437646,1.426802,5.687380,4.260124,0.000000
0.171,1,1,-5.683316,5.685068,5.436729,1.422726,5.685068,4.260590,0.000000
0.172,1,1,-5.680537,5.682755,5.435812,1.419444,5.682755,4.261093,0.000000
0.173,1,1,-5.679313,5.680443,5.434895,1.417649,5.680443,4.261664,0.000000
0.174,1,1,-5.680880,5.681025,5.436870,1.418604,5.681025,4.262276,0.000000
0.175,1,1,-5.687675,5.689591,5.446821,1.424713,5.689591,4.262963,0.000000
0.176,1,1,-5.695615,5.698158,5.456773,1.432017,5.698158,4.263598,0.000000
0.177,1,1,-5.705695,5.706725,5.466725,1.441561,5.706725,4.264135,0.000000
0.178,1,1,-5.714828,5.714795,5.476109,1.450292,5.714795,4.264537,0.000000
0.179,1,1,-5.722186,5.721495,5.483924,1.457500,5.721495,4.264686,0.000000
0.180,1,1,-5.729119,5.728195,5.491740,1.464333,5.728195,4.264786,0.000000
0.181,1,1,-5.735256,5.734896,5.499556,1.470462,5.734896,4.264794,0.000000
0.182,1,1,-5.741947,5.741971,5.507656,1.477092,5.741971,4.264854,0.000000
0.183,1,1,-5.749674,5.750083,5.516539,1.484662,5.750083,4.265012,0.000000
0.184,1,1,-5.757650,5.758195,5.525422,1.492472,5.758195,4.265178,0.000000
0.185,1,1,-5.766091,5.766307,5.534306,1.500731,5.766307,4.265359,0.000000
0.186,1,1,-5.774237,5.774168,5.542853,1.508749,5.774168,4.265488,0.000000
0.187,1,1,-5.781830,5.781336,5.550475,1.516313,5.781336,4.265517,0.000000
0.188,1,1,-5.789149,5.788505,5.558097,1.523608,5.788505,4.265542,0.000000
0.189,1,1,-5.795957,5.795674,5.565719,1.530399,5.795674,4.265559,0.000000
0.190,1,1,-5.802698,5.802800,5.573261,1.537065,5.802800,4.265633,0.000000
0.191,1,1,-5.809313,5.809809,5.580586,1.543497,5.809809,4.265816,0.000000
0.192,1,1,-5.816181,5.816818,5.587912,1.550143,5.816818,4.266038,0.000000
0.193,1,1,-5.823522,5.823826,5.595237,1.557188,5.823826,4.266334,0.000000
0.194,1,1,-5.831321,5.831274,5.602946,1.564687,5.831274,4.266634,0.000000
0.195,1,1,-5.839979,5.839933,5.611714,1.573036,5.839933,4.266943,0.000000
0.196,1,1,-5.848638,5.848592,5.620482,1.581387,5.848592,4.267251,0.000000
0.197,1,1,-5.857301,5.857250,5.629251,1.589742,5.857250,4.267559,0.000000
0.198,1,1,-5.865493,5.865481,5.637625,1.597638,5.865481,4.267855,0.000000
0.199,1,1,-5.872804,5.872529,5.644912,1.604677,5.872529,4.268126,0.000000
0.200,1,1,-5.879944,5.879576,5.652199,1.611647,5.879576,4.268298,0.000000
0.201,1,1,-5.886767,5.886624,5.659486,1.618488,5.886624,4.268279,0.000000
0.202,1,1,-5.893616,5.893118,5.666275,1.625536,5.893118,4.268079,0.000000
0.203,1,1,-5.900513,5.898083,5.671689,1.632973,5.898083,4.267540,0.000000
0.204,1,1,-5.906170,5.903048,5.677102,1.639300,5.903048,4.266870,0.000000
0.205,1,1,-5.909503,5.908012,5.682516,1.643548,5.908012,4.265955,0.000000
0.206,1,1,-5.910659,5.910985,5.686072,1.645679,5.910985,4.264980,0.000000
0.207,1,1,-5.907737,5.908462,5.684504,1.643845,5.908462,4.263892,0.000000
0.208,1,1,-5.905066,5.905937,5.682936,1.642331,5.905937,4.262735,0.000000
0.209,1,1,-5.902864,5.903413,5.681368,1.641416,5.903413,4.261448,0.000000
0.210,1,1,-5.903288,5.903169,5.682239,1.643203,5.903169,4.260085,0.000000
0.211,1,1,-5.908630,5.909216,5.689840,1.650051,5.909216,4.258580,0.000000
0.212,1,1,-5.914432,5.915263,5.697441,2.397655,5.915263,3.516776,0.000000
0.213,1,1,-5.921092,5.921309,5.705042,4.533114,5.921309,1.387977,0.000000
0.214,0,1,-5.925591,5.925450,5.710958,5.925591,5.925450,0.000000,0.000000
0.215,0,1,-5.926044,5.924331,5.712224,5.926044,5.924331,0.000000,0.000000
0.216,0,1,-5.925482,5.923211,5.713490,5.925482,5.923211,0.000000,0.000000
0.217,0,1,-5.923018,5.922091,5.714756,5.923018,5.922091,0.000000,0.000000
0.218,0,1,-5.921200,5.921035,5.716319,5.921200,5.921035,0.000000,0.000000
0.219,0,1,-5.920592,5.920154,5.718705,5.920592,5.920154,0.000000,0.000000
0.220,0,1,-5.919811,5.919272,5.721092,5.919811,5.919272,0.000000,0.000000
0.221,0,1,-5.918705,5.918391,5.723478,5.918705,5.918391,0.000000,0.000000
0.222,0,1,-5.916373,5.916451,5.724966,5.916373,5.916451,0.000000,0.000000
0.223,0,1,-5.911746,5.911587,5.723975,5.911746,5.911587,0.000000,0.000000
0.224,0,1,-5.906964,5.906723,5.722984,5.906964,5.906723,0.000000,0.000000
0.225,0,1,-5.901892,5.901860,5.721994,5.901892,5.901860,0.000000,0.000000
0.226,0,1,-5.897920,5.897978,5.722085,5.897920,5.897978,0.000000,0.000000
0.227,0,1,-5.896008,5.896808,5.725164,5.896008,5.896808,0.000000,0.000000
0.228,0,1,-5.894575,5.895638,5.728243,5.894575,5.895638,0.000000,0.000000
0.229,0,1,-5.894039,5.894467,5.731322,5.894039,5.894467,0.000000,0.000000
0.230,0,1,-5.893059,5.892989,5.734115,5.893059,5.892989,0.000000,0.000000
0.231,0,1,-5.891247,5.890661,5.736118,5.891247,5.890661,0.000000,0.000000
0.232,0,1,-5.889103,5.888333,5.738121,5.889103,5.888333,0.000000,0.000000
0.233,0,1,-5.886335,5.886005,5.740124,5.886335,5.886005,0.000000,0.000000
0.234,0,1,-5.883586,5.883627,5.742060,5.883586,5.883627,0.000000,0.000000
0.235,0,1,-5.880870,5.881111,5.743810,5.880870,5.881111,0.000000,0.000000
0.236,0,1,-5.878282,5.878594,5.745560,5.878282,5.878594,0.000000,0.000000
0.237,0,1,-5.875935,5.876078,5.747311,5.875935,5.876078,0.000000,0.000000
0.238,0,1,-5.873756,5.873821,5.749208,5.873756,5.873821,0.000000,0.000000
0.239,0,1,-5.871896,5.872280,5.751511,5.871896,5.872280,0.000000,0.000000
0.240,0,1,-5.870242,5.870739,5.753813,5.870242,5.870739,0.000000,0.000000
0.241,0,1,-5.868972,5.869199,5.756116,5.868972,5.869199,0.000000,0.000000
0.242,0,1,-5.867924,5.867966,5.758627,5.867924,5.867966,0.000000,0.000000
0.243,0,1,-5.867294,5.867585,5.761714,5.867294,5.867585,0.000000,0.000000
0.244,0,1,-5.866824,5.867204,5.764802,5.866824,5.867204,0.000000,0.000000
0.245,0,1,-5.866655,5.866823,5.767889,5.866655,5.866823,0.000000,0.000000
0.246,0,1,-5.866570,5.866581,5.771005,5.866570,5.866581,0.000000,0.000000
0.247,0,1,-5.866644,5.866724,5.774202,5.866644,5.866724,0.000000,0.000000
0.248,0,1,-5.866762,5.866865,5.777399,5.866762,5.866865,0.000000,0.000000
0.249,0,1,-5.866962,5.867007,5.780595,5.866962,5.867007,0.000000,0.000000
0.250,0,1,-5.867176,5.867169,5.783736,5.867176,5.867169,0.000000,0.000000
0.251,0,1,-5.867415,5.867388,5.786723,5.867415,5.867388,0.000000,0.000000
0.252,0,1,-5.867641,5.867606,5.789710,5.867641,5.867606,0.000000,0.000000
0.253,0,1,-5.867842,5.867825,5.792696,5.867842,5.867825,0.000000,0.000000
0.254,0,1,-5.867950,5.867800,5.795362,5.867950,5.867800,0.000000,0.000000
0.255,0,1,-5.867886,5.867106,5.797143,5.867886,5.867106,0.000000,0.000000
0.256,0,1,-5.867417,5.866413,5.798924,5.867417,5.866413,0.000000,0.000000
0.257,0,1,-5.866191,5.865719,5.800705,5.866191,5.865719,0.000000,0.000000
0.258,0,1,-5.864407,5.864582,5.801947,5.864407,5.864582,0.000000,0.000000
0.259,0,1,-5.861575,5.862218,5.801701,5.861575,5.862218,0.000000,0.000000
0.260,0,1,-5.859043,5.859855,5.801454,5.859043,5.859855,0.000000,0.000000
0.261,0,1,-5.857071,5.857491,5.801208,5.857071,5.857491,0.000000,0.000000
0.262,0,1,-5.856134,5.855987,5.801758,5.856134,5.855987,0.000000,0.000000
0.263,0,1,-5.857133,5.856852,5.804507,5.857133,5.856852,0.000000,0.000000
0.264,0,1,-5.858049,5.857718,5.807257,5.858049,5.857718,0.000000,0.000000
0.265,0,1,-5.858808,5.858583,5.810007,5.858808,5.858583,0.000000,0.000000
0.266,0,1,-5.858313,5.858339,5.811569,5.858313,5.858339,0.000000,0.000000
0.267,0,1,-5.855466,5.855036,5.809854,5.855466,5.855036,0.000000,0.000000
0.268,0,1,-5.852324,5.851732,5.808138,5.852324,5.851732,0.000000,0.000000
0.269,0,1,-5.848625,5.848429,5.806423,5.848625,5.848429,0.000000,0.000000
0.270,0,1,-5.845816,5.845860,5.805404,5.845816,5.845860,0.000000,0.000000
0.271,0,1,-5.844674,5.845319,5.806309,5.844674,5.845319,0.000000,0.000000
0.272,0,1,-5.843920,5.844778,5.807213,5.843920,5.844778,0.000000,0.000000
0.273,0,1,-5.843894,5.844237,5.808118,5.843894,5.844237,0.000000,0.000000
0.274,0,1,-5.843424,5.843243,5.808533,5.843424,5.843243,0.000000,0.000000
0.275,0,1,-5.842124,5.840995,5.807598,5.842124,5.840995,0.000000,0.000000
0.276,0,1,-5.840214,5.838748,5.806664,5.840214,5.838748,0.000000,0.000000
0.277,0,1,-5.837164,5.836502,5.805728,5.837164,5.836502,0.000000,0.000000
0.278,0,1,-5.833781,5.834239,5.804788,5.833781,5.834239,0.000000,0.000000
0.279,0,1,-5.829773,5.831931,5.803831,5.829773,5.831931,0.000000,0.000000
0.280,0,1,-5.826857,5.829624,5.802874,5.826857,5.829624,0.000000,0.000000
0.281,0,1,-5.825984,5.827316,5.801916,5.825984,5.827316,0.000000,0.000000
0.282,0,1,-5.827262,5.827075,5.803054,5.827262,5.827075,0.000000,0.000000
0.283,0,1,-5.832571,5.832533,5.809971,5.832571,5.832533,0.000000,0.000000
0.284,0,1,-5.837980,5.837991,5.816889,5.837980,5.837991,0.000000,0.000000
0.285,0,1,-5.843579,5.843450,5.823806,5.843579,5.843450,0.000000,0.000000
0.286,0,1,-5.846995,5.846639,5.828530,5.846995,5.846639,0.000000,0.000000
0.287,0,1,-5.846323,5.843567,5.827199,5.846323,5.843567,0.000000,0.000000
0.288,0,1,-5.844104,5.840496,5.825869,5.844104,5.840496,0.000000,0.000000
0.289,0,1,-5.838990,5.837424,5.824538,5.838990,5.837424,0.000000,0.000000
0.290,0,1,-5.833644,5.833800,5.822691,5.833644,5.833800,0.000000,0.000000
0.291,0,1,-5.827863,5.828651,5.819420,5.827863,5.828651,0.000000,0.000000
0.292,0,1,-5.822488,5.823502,5.816149,5.822488,5.823502,0.000000,0.000000
0.293,0,1,-5.817873,5.818353,5.812878,5.817873,5.818353,0.000000,0.000000
0.294,0,1,-5.813914,5.813849,5.810290,5.813914,5.813849,0.000000,0.000000
0.295,0,1,-5.811182,5.811123,5.809585,5.811182,5.811123,0.000000,0.000000
0.296,0,1,-5.808456,5.808398,5.808880,5.808456,5.808398,0.000000,0.000000
0.297,0,1,-5.805740,5.805672,5.808176,5.805740,5.805672,0.000000,0.000000
0.298,0,1,-5.802409,5.802500,5.807027,5.802409,5.802500,0.000000,0.000000
0.299,0,1,-5.797926,5.798094,5.804654,5.797926,5.798094,0.000000,0.000000
0.300,0,1,-5.793491,5.793688,5.802280,5.793491,5.793688,0.000000,0.000000
0.301,0,1,-5.789146,5.789283,5.799907,5.789146,5.789283,0.000000,0.000000
0.302,0,1,-5.785587,5.785585,5.798217,5.785587,5.785585,0.000000,0.000000
0.303,0,1,-5.783502,5.783844,5.798415,5.783502,5.783844,0.000000,0.000000
0.304,0,1,-5.781638,5.782102,5.798613,5.781638,5.782102,0.000000,0.000000
0.305,0,1,-5.780192,5.780359,5.798811,5.780192,5.780359,0.000000,0.000000
0.306,0,1,-5.778261,5.778246,5.798632,5.778261,5.778246,0.000000,0.000000
0.307,0,1,-5.775418,5.775109,5.797412,5.775418,5.775109,0.000000,0.000000
0.308,0,1,-5.772386,5.771971,5.796193,5.772386,5.771971,0.000000,0.000000
0.309,0,1,-5.768995,5.768834,5.794973,5.768995,5.768834,0.000000,0.000000
0.310,0,1,-5.765852,5.765840,5.793870,5.765852,5.765840,0.000000,0.000000
0.311,0,1,-5.763175,5.763242,5.793087,5.763175,5.763242,0.000000,0.000000
0.312,0,1,-5.760549,5.760644,5.792304,5.760549,5.760644,0.000000,0.000000
0.313,0,1,-5.758020,5.758047,5.791521,5.758020,5.758047,0.000000,0.000000
0.314,0,1,-5.755314,5.755434,5.790691,5.755314,5.755434,0.000000,0.000000
0.315,0,1,-5.752274,5.752780,5.789731,5.752274,5.752780,0.000000,0.000000
0.316,0,1,-5.749482,5.750127,5.788770,5.749482,5.750127,0.000000,0.000000
0.317,0,1,-5.747154,5.747474,5.787810,5.747154,5.747474,0.000000,0.000000
0.318,0,1,-5.745468,5.745420,5.787404,5.745468,5.745420,0.000000,0.000000
0.319,0,1,-5.744985,5.745022,5.788528,5.744985,5.745022,0.000000,0.000000
0.320,0,1,-5.744558,5.744623,5.789652,5.744558,5.744623,0.000000,0.000000
0.321,0,1,-5.744235,5.744225,5.790777,5.744235,5.744225,0.000000,0.000000
0.322,0,1,-5.743423,5.743644,5.791666,5.743423,5.743644,0.000000,0.000000
0.323,0,1,-5.741694,5.742561,5.791907,5.741694,5.742561,0.000000,0.000000
0.324,0,1,-5.740379,5.741479,5.792149,5.740379,5.741479,0.000000,0.000000
0.325,0,1,-5.739838,5.740396,5.792390,5.739838,5.740396,0.000000,0.000000
0.326,0,1,-3.412866,5.740449,5.793648,5.740565,5.740449,0.000000,2.327699
0.327,0,1,3.272822,5.743634,5.797715,5.743667,5.743634,0.000000,9.016488
0.328,0,1,7.624796,5.746819,5.801781,5.746825,5.746819,0.000000,13.371621
0.329,0,1,7.604412,5.750004,5.805847,5.750089,5.750004,0.000000,13.354501
0.330,0,1,7.562327,5.751857,5.808450,5.752029,5.751857,0.000000,13.314357
0.331,0,1,7.479587,5.750033,5.807017,5.751490,5.750033,0.000000,13.231077
0.332,0,1,7.387381,5.748210,5.805583,5.750124,5.748210,0.000000,13.137504
0.333,0,1,7.277440,5.746387,5.804150,5.747206,5.746387,0.000000,13.024645
0.334,0,1,7.172718,5.744418,5.802413,5.744339,5.744418,0.000000,12.917056
0.335,0,1,7.077774,5.742050,5.799834,5.741566,5.742050,0.000000,12.819340
0.336,0,1,6.983285,5.739681,5.797256,5.739054,5.739681,0.000000,12.722339
0.337,0,1,6.889651,5.737313,5.794678,5.737028,5.737313,0.000000,12.626678
0.338,0,1,6.790658,5.735296,5.792353,5.735260,5.735296,0.000000,12.525917
0.339,0,1,6.681623,5.734252,5.790728,5.733974,5.734252,0.000000,12.415598
0.340,0,1,6.581527,5.733207,5.789102,5.732844,5.733207,0.000000,12.314372
0.341,0,1,6.498178,5.732162,5.787477,5.732004,5.732162,0.000000,12.230182
0.342,0,1,6.437636,5.730923,5.785578,5.731123,5.730923,0.000000,12.168759
0.343,0,1,6.419828,5.729145,5.782926,5.730166,5.729145,0.000000,12.149994
0.344,0,1,6.411049,5.727367,5.780273,5.728682,5.727367,0.000000,12.139731
