"Time","60 Right DS","67 xCoM","37a CoMy (cm)","v4 R Mos","v3 R COP","35 FRy (cm)","30 HRy (cm)","59 Left DS","v7 xCoM","v6 L Mos","v5 L COP","28 HLy (cm)","33 FLy (cm)","37b CoMy (cm)","37 CoMy (cm)"
4.115,1,5.822323,5.616147,1.560449,4.262856,4.667212,3.858410,0,5.822323,5.823305,0.000000,6.886046,6.273461,5.616147,3.880023
4.116,1,5.830458,5.622292,1.566882,4.264834,4.669433,3.860118,0,5.830458,5.831717,0.000000,6.885328,6.274187,5.622292,3.917465
4.117,1,5.838593,5.628437,1.572431,4.266769,4.671653,3.861827,0,5.838593,5.839200,0.000000,6.884611,6.274912,5.628437,3.954907
4.118,1,5.845547,5.633498,1.576969,4.268649,4.673769,3.863520,0,5.845547,5.845619,0.000000,6.884048,6.276012,5.633498,3.990536
4.119,1,5.849242,5.635566,1.579613,4.270428,4.675597,3.865172,0,5.849242,5.850041,0.000000,6.883910,6.278146,5.635566,4.021164
4.120,1,5.852938,5.637634,1.581813,4.272182,4.677424,3.866824,0,5.852938,5.853995,0.000000,6.883773,6.280280,5.637634,4.051792
4.121,1,5.856634,5.639702,1.583182,4.273888,4.679251,3.868476,0,5.856634,5.857070,0.000000,6.883636,6.282414,5.639702,4.082419
4.122,1,5.860314,5.641901,1.584779,4.275600,4.680973,3.870208,0,5.860314,5.860379,0.000000,6.883632,6.285712,5.641901,4.110317
4.123,1,5.863954,5.644458,1.586802,4.277326,4.682405,3.872159,0,5.863954,5.864128,0.000000,6.883994,6.292221,5.644458,4.130679
4.124,1,5.867593,5.647015,1.588778,4.279029,4.683836,3.874109,0,5.867593,5.867806,0.000000,6.884356,6.298730,5.647015,4.151041
4.125,1,5.871233,5.649572,1.590664,4.280692,4.685267,3.876060,0,5.871233,5.871356,0.000000,6.884718,6.305239,5.649572,4.171402
4.126,1,5.874408,5.651851,1.592128,4.282287,4.686563,3.877938,0,5.874408,5.874414,0.000000,6.885256,6.312770,5.651851,4.188299
4.127,1,5.876305,5.653358,1.592797,4.283756,4.687481,3.879616,0,5.876305,5.876554,0.000000,6.886277,6.323125,5.653358,4.195635
4.128,1,5.878201,5.654864,1.593420,4.285115,4.688399,3.881294,0,5.878201,5.878536,0.000000,6.887298,6.333479,5.654864,4.202970
4.129,1,5.880098,5.656371,1.593956,4.286268,4.689317,3.882973,0,5.880098,5.880224,0.000000,6.888319,6.343833,5.656371,4.210306
4.130,1,5.882212,5.658283,1.594899,4.287285,4.690073,3.884455,0,5.882212,5.882184,0.000000,6.889440,6.354470,5.658283,4.214088
4.131,1,5.884923,5.661314,1.596604,4.288047,4.690381,3.885396,0,5.884923,5.884652,0.000000,6.890836,6.365888,5.661314,4.208067
4.132,1,5.887634,5.664346,1.598556,4.288721,4.690689,3.886338,0,5.887634,5.887277,0.000000,6.892233,6.377306,5.664346,4.202046
4.133,1,5.890346,5.667377,1.600967,4.289229,4.690996,3.887279,0,5.890346,5.890196,0.000000,6.893630,6.388724,5.667377,4.196024
4.134,1,5.892744,5.670293,1.603262,4.289706,4.691217,3.888181,0,5.892744,5.892968,0.000000,6.894976,6.400424,5.670293,4.186267
4.135,1,5.894275,5.672892,1.605339,4.290126,4.691198,3.888975,0,5.894275,5.895465,0.000000,6.896183,6.412906,5.672892,4.166202
4.136,1,5.895807,5.675490,1.606817,4.290524,4.691179,3.889769,0,5.895807,5.897342,0.000000,6.897389,6.425387,5.675490,4.146136
4.137,1,5.897339,5.678088,1.607173,4.290884,4.691160,3.890563,0,5.897339,5.898057,0.000000,6.898596,6.437868,5.678088,4.126070
4.138,1,5.898106,5.680107,1.606698,4.291227,4.691153,3.891323,0,5.898106,5.897925,0.000000,6.899794,6.449896,5.680107,4.102490
4.139,1,5.896759,5.680529,1.604664,4.291538,4.691182,3.891991,0,5.896759,5.896202,0.000000,6.900969,6.460673,5.680529,4.069215
4.140,1,5.895413,5.680951,1.602846,4.291873,4.691211,3.892659,0,5.895413,5.894719,0.000000,6.902143,6.471450,5.680951,4.035940
4.141,1,5.894066,5.681373,1.601432,4.292253,4.691239,3.893328,0,5.894066,5.893685,0.000000,6.903318,6.482227,5.681373,4.002665
4.142,1,5.893839,5.683050,1.601202,4.292697,4.691367,3.894057,0,5.893839,5.893899,0.000000,6.904387,6.491584,5.683050,3.966823
4.143,1,5.896699,5.688191,1.603188,4.293262,4.691766,3.894955,0,5.896699,5.896451,0.000000,6.905162,6.497022,5.688191,3.923900
4.144,1,5.899560,5.693333,1.605322,4.293881,4.692166,3.895853,0,5.899560,5.899204,0.000000,6.905937,6.502459,5.693333,3.880976
4.145,1,5.902421,5.698474,1.607733,4.294601,4.692566,3.896751,0,5.902421,5.902334,0.000000,6.906712,6.507897,5.698474,3.838053
4.146,1,5.904960,5.703341,1.609248,4.295356,4.693011,3.897728,0,5.904960,5.904604,0.000000,6.907393,6.512170,5.703341,3.794246
4.147,1,5.906614,5.707453,1.609088,4.296175,4.693581,3.898922,0,5.906614,5.905263,0.000000,6.907815,6.513230,5.707453,3.748000
4.148,1,5.908269,5.711565,1.609524,4.297035,4.694152,3.900116,0,5.908269,5.906559,0.000000,6.908236,6.514291,5.711565,3.701753
4.149,1,5.909923,5.715677,1.611076,4.297971,4.694722,3.901311,0,5.909923,5.909048,0.000000,6.908657,6.515351,5.715677,3.655507
4.150,1,5.913405,5.721571,1.614676,4.298944,4.695322,3.902521,0,5.913405,5.913620,0.000000,6.908803,6.516016,5.721571,3.610101
4.151,1,5.921928,5.732384,1.622113,4.299984,4.696003,3.903774,0,5.921928,5.922097,0.000000,6.908190,6.515592,5.732384,3.567014
4.152,1,5.930451,5.743197,1.629630,4.300978,4.696685,3.905027,0,5.930451,5.930608,0.000000,6.907577,6.515166,5.743197,3.523927
4.153,1,5.938975,5.754010,1.637302,4.301883,4.697366,3.906280,0,5.938975,5.939185,0.000000,6.906963,6.514741,5.754010,3.480839
4.154,1,5.945695,5.762895,1.642966,4.302652,4.698009,3.907210,0,5.945695,5.945618,0.000000,6.906345,6.514027,5.762895,3.440096
4.155,1,5.947439,5.766460,1.644868,4.303166,4.698544,3.907247,0,5.947439,5.948034,0.000000,6.905712,6.512514,5.766460,3.405821
4.156,1,5.949183,5.770026,1.646480,4.303534,4.699080,3.907285,0,5.949183,5.950014,0.000000,6.905078,6.511001,5.770026,3.371545
4.157,1,5.950927,5.773592,1.647548,4.303627,4.699615,3.907322,0,5.950927,5.951175,0.000000,6.904445,6.509487,5.773592,3.337269
4.158,1,5.953931,5.778227,1.650387,4.303586,4.700136,3.906959,0,5.953931,5.953972,0.000000,6.903975,6.507817,5.778227,3.306546
4.159,1,5.960409,5.785817,1.656545,4.303290,4.700616,3.905488,0,5.960409,5.959836,0.000000,6.903957,6.505714,5.785817,3.285626
4.160,1,5.966887,5.793407,1.663231,4.302866,4.701096,3.904016,0,5.966887,5.966098,0.000000,6.903939,6.503612,5.793407,3.264706
4.161,1,5.973365,5.800997,1.670906,4.302201,4.701576,3.902545,0,5.973365,5.973107,0.000000,6.903921,6.501509,5.800997,3.243785
4.162,1,5.978919,5.807437,1.677459,4.301438,4.702008,3.900933,0,5.978919,5.978898,0.000000,6.903819,6.499609,5.807437,3.227098
4.163,1,5.981922,5.810706,1.681909,4.300495,4.702305,3.898931,0,5.981922,5.982404,0.000000,6.903485,6.498267,5.810706,3.222093
4.164,1,5.984925,5.813975,1.685974,4.299610,4.702602,3.896930,0,5.984925,5.985584,0.000000,6.903152,6.496925,5.813975,3.217087
4.165,1,5.987927,5.817244,1.689318,4.298834,4.702899,3.894929,0,5.987927,5.988153,0.000000,6.902818,6.495583,5.817244,3.212081
4.166,1,5.991859,5.821258,1.693417,4.298257,4.703207,3.893351,0,5.991859,5.991674,0.000000,6.902361,6.494452,5.821258,3.210537
4.167,1,5.998353,5.827326,1.698930,4.298049,4.703547,3.892940,0,5.998353,5.996980,0.000000,6.901564,6.493902,5.827326,3.218546
4.168,1,6.004848,5.833395,1.705098,4.297953,4.703886,3.892529,0,6.004848,6.003051,0.000000,6.900767,6.493351,5.833395,3.226555
4.169,1,6.011342,5.839464,1.712493,4.298063,4.704226,3.892118,0,6.011342,6.010556,0.000000,6.899970,6.492802,5.839464,3.234564
4.170,0,6.018152,5.845747,2.467996,3.550260,4.704613,3.891743,0,6.018152,6.018256,0.000000,6.899147,6.492254,5.845747,3.244488
4.171,0,6.025832,5.852619,4.625125,1.401192,4.705133,3.891469,0,6.025832,6.026318,0.000000,6.898255,6.491713,5.852619,3.259700
4.172,0,6.033513,5.859491,6.034135,0.000000,4.705653,3.891194,0,6.033513,6.034135,0.000000,6.897363,6.491172,5.859491,3.274911
4.173,0,6.041193,5.866363,6.041493,0.000000,4.706173,3.890919,0,6.041193,6.041493,0.000000,6.896471,6.490631,5.866363,3.290122
4.174,0,6.047982,5.872371,6.048241,0.000000,4.706578,3.891033,0,6.047982,6.048241,0.000000,6.895657,6.490682,5.872371,3.304808
4.175,0,6.052310,5.875996,6.053843,0.000000,4.706663,3.892218,0,6.052310,6.053843,0.000000,6.895059,6.492366,5.875996,3.318045
4.176,0,6.056638,5.879620,6.058626,0.000000,4.706748,3.893403,0,6.056638,6.058626,0.000000,6.894461,6.494050,5.879620,3.331282
4.177,0,6.060966,5.883245,6.061873,0.000000,4.706834,3.894588,0,6.060966,6.061873,0.000000,6.893863,6.495734,5.883245,3.344519
4.178,0,6.064373,5.886072,6.064308,0.000000,4.706875,3.896341,0,6.064373,6.064308,0.000000,6.893268,6.497813,5.886072,3.355438
4.179,0,6.065242,5.886701,6.065221,0.000000,4.706794,3.899663,0,6.065242,6.065221,0.000000,6.892683,6.500983,5.886701,3.359962
4.180,0,6.066111,5.887329,6.066104,0.000000,4.706714,3.902984,0,6.066111,6.066104,0.000000,6.892097,6.504153,5.887329,3.364485
4.181,0,6.066980,5.887958,6.066931,0.000000,4.706633,3.906306,0,6.066980,6.066931,0.000000,6.891511,6.507323,5.887958,3.369008
4.182,0,6.068120,5.889085,6.068361,0.000000,4.706589,3.910102,0,6.068120,6.068361,0.000000,6.891044,6.511028,5.889085,3.369251
4.183,0,6.070011,5.891590,6.070922,0.000000,4.706644,3.915209,0,6.070011,6.070922,0.000000,6.890902,6.516209,5.891590,3.357683
4.184,0,6.071901,5.894095,6.073053,0.000000,4.706698,3.920316,0,6.071901,6.073053,0.000000,6.890761,6.521389,5.894095,3.346116
4.185,0,6.073791,5.896599,6.074381,0.000000,4.706753,3.925423,0,6.073791,6.074381,0.000000,6.890619,6.526569,5.896599,3.334549
4.186,0,6.074040,5.897741,6.074183,0.000000,4.706872,3.930943,0,6.074040,6.074183,0.000000,6.890562,6.531926,5.897741,3.317754
4.187,0,6.069760,5.895120,6.071126,0.000000,4.707165,3.937600,0,6.069760,6.071126,0.000000,6.890737,6.537772,5.895120,3.286534
4.188,0,6.065481,5.892499,6.067280,0.000000,4.707459,3.944257,0,6.065481,6.067280,0.000000,6.890912,6.543618,5.892499,3.255314
4.189,0,6.061201,5.889879,6.061958,0.000000,4.707753,3.950913,0,6.061201,6.061958,0.000000,6.891087,6.549464,5.889879,3.224094
4.190,0,6.056847,5.887451,6.056853,0.000000,4.708052,3.958099,0,6.056847,6.056853,0.000000,6.891344,6.555242,5.887451,3.187839
4.191,0,6.052287,5.885556,6.052156,0.000000,4.708363,3.966743,0,6.052287,6.052156,0.000000,6.891825,6.560834,5.885556,3.137691
4.192,0,6.047727,5.883661,6.047548,0.000000,4.708674,3.975387,0,6.047727,6.047548,0.000000,6.892306,6.566426,5.883661,3.087543
4.193,0,6.043167,5.881765,6.043107,0.000000,4.708985,3.984030,0,6.043167,6.043107,0.000000,6.892788,6.572018,5.881765,3.037394
4.194,0,6.038536,5.880037,6.038451,0.000000,4.709345,3.992797,0,6.038536,6.038451,0.000000,6.893291,6.577050,5.880037,2.982773
4.195,0,6.033710,5.878769,6.033394,0.000000,4.709843,4.001904,0,6.033710,6.033394,0.000000,6.893854,6.580540,5.878769,2.915810
4.196,0,6.028884,5.877501,6.028485,0.000000,4.710340,4.011011,0,6.028884,6.028485,0.000000,6.894416,6.584029,5.877501,2.848848
4.197,0,6.024058,5.876234,6.023852,0.000000,4.710837,4.020117,0,6.024058,6.023852,0.000000,6.894979,6.587518,5.876234,2.781885
4.198,0,6.019785,5.875656,6.019758,0.000000,4.711270,4.028631,0,6.019785,6.019758,0.000000,6.895779,6.591211,5.875656,2.712357
4.199,0,6.017042,5.876983,6.016674,0.000000,4.711522,4.035509,0,6.017042,6.016674,0.000000,6.897232,6.595464,5.876983,2.635752
4.200,0,6.014297,5.878310,6.013810,0.000000,4.711773,4.042387,0,6.014297,6.013810,0.000000,6.898685,6.599718,5.878310,2.559147
4.201,0,6.011554,5.879636,6.011356,0.000000,4.712025,4.049265,0,6.011554,6.011356,0.000000,6.900137,6.603971,5.879636,2.482542
4.202,0,6.008968,5.881165,6.008790,0.000000,4.712209,4.056419,0,6.008968,6.008790,0.000000,6.901768,6.607807,5.881165,2.405112
4.203,0,6.006819,5.883251,6.006012,0.000000,4.712206,4.064338,0,6.006819,6.006012,0.000000,6.903890,6.610489,5.883251,2.325405
4.204,0,6.004670,5.885338,6.003637,0.000000,4.712203,4.072257,0,6.004670,6.003637,0.000000,6.906012,6.613173,5.885338,2.245697
4.205,0,6.002521,5.887424,6.002018,0.000000,4.712200,4.080176,0,6.002521,6.002018,0.000000,6.908133,6.615855,5.887424,2.165990
4.206,0,6.001429,5.890495,6.001340,0.000000,4.712161,4.089470,0,6.001429,6.001340,0.000000,6.910265,6.618438,5.890495,2.087651
4.207,0,6.003253,5.896281,6.002422,0.000000,4.712020,4.102560,0,6.003253,6.002422,0.000000,6.912426,6.620745,5.896281,2.013089
4.208,0,6.005077,5.902068,6.003983,0.000000,4.711880,4.115649,0,6.005077,6.003983,0.000000,6.914587,6.623052,5.902068,1.938527
4.209,0,6.006902,5.907854,6.006440,0.000000,4.711740,4.128738,0,6.006902,6.006440,0.000000,6.916749,6.625360,5.907854,1.863964
4.210,0,6.008829,5.913625,6.008793,0.000000,4.711583,4.141161,0,6.008829,6.008793,0.000000,6.918755,6.627522,5.913625,1.791627
4.211,0,6.011038,5.919352,6.010949,0.000000,4.711380,4.151748,0,6.011038,6.010949,0.000000,6.920335,6.629283,5.919352,1.725428
4.212,0,6.013248,5.925079,6.013139,0.000000,4.711176,4.162335,0,6.013248,6.013139,0.000000,6.921915,6.631045,5.925079,1.659229
4.213,0,6.015458,5.930807,6.015393,0.000000,4.710973,4.172922,0,6.015458,6.015393,0.000000,6.923494,6.632808,5.930807,1.593030
4.214,0,6.017742,5.936365,6.017872,0.000000,4.710808,4.183667,0,6.017742,6.017872,0.000000,6.925076,6.634146,5.936365,1.531424
4.215,0,6.020233,5.941456,6.020775,0.000000,4.710750,4.194849,0,6.020233,6.020775,0.000000,6.926660,6.634314,5.941456,1.482491
4.216,0,6.022723,5.946547,6.023415,0.000000,4.710692,4.206030,0,6.022723,6.023415,0.000000,6.928244,6.634482,5.946547,1.433559
4.217,0,6.025214,5.951638,6.025558,0.000000,4.710634,4.217212,0,6.025214,6.025558,0.000000,6.929828,6.634650,5.951638,1.384627
4.218,0,6.027284,5.956039,6.027063,0.000000,4.710606,4.228610,0,6.027284,6.027063,0.000000,6.931410,6.634698,5.956039,1.340735
4.219,0,6.028190,5.958539,6.027371,0.000000,4.710661,4.240604,0,6.028190,6.027371,0.000000,6.932984,6.634416,5.958539,1.310755
4.220,0,6.029097,5.961039,6.028062,0.000000,4.710716,4.252598,0,6.029097,6.028062,0.000000,6.934557,6.634134,5.961039,1.280775
4.221,0,6.030003,5.963538,6.029470,0.000000,4.710772,4.264593,0,6.030003,6.029470,0.000000,6.936131,6.633852,5.963538,1.250795
4.222,0,6.032132,5.967022,6.032211,0.000000,4.710856,4.276707,0,6.032132,6.032211,0.000000,6.937747,6.633210,5.967022,1.225300
4.223,0,6.037634,5.973222,6.037449,0.000000,4.711021,4.289153,0,6.037634,6.037449,0.000000,6.939478,6.631577,5.973222,1.212182
4.224,0,6.043137,5.979421,6.042860,0.000000,4.711187,4.301599,0,6.043137,6.042860,0.000000,6.941210,6.629943,5.979421,1.199064
4.225,0,6.048640,5.985621,6.048594,0.000000,4.711352,4.314044,0,6.048640,6.048594,0.000000,6.942941,6.628310,5.985621,1.185946
4.226,0,6.053236,5.990737,6.053215,0.000000,4.711469,4.325955,0,6.053236,6.053215,0.000000,6.944691,6.625933,5.990737,1.176143
4.227,0,6.055329,5.992866,6.055746,0.000000,4.711453,4.336388,0,6.055329,6.055746,0.000000,6.946493,6.621501,5.992866,1.175488
4.228,0,6.057423,5.994995,6.057992,0.000000,4.711438,4.346820,0,6.057423,6.057992,0.000000,6.948295,6.617071,5.994995,1.174832
4.229,0,6.059516,5.997123,6.059709,0.000000,4.711423,4.357253,0,6.059516,6.059709,0.000000,6.950097,6.612639,5.997123,1.174176
4.230,0,6.062134,5.999670,6.062191,0.000000,4.711379,4.367038,0,6.062134,6.062191,0.000000,6.951943,6.608267,5.999670,1.175516
4.231,0,6.066197,6.003369,6.066111,0.000000,4.711255,4.375036,0,6.066197,6.066111,0.000000,6.953914,6.604057,6.003369,1.182363
4.232,0,6.070261,6.007068,6.070124,0.000000,4.711130,4.383033,0,6.070261,6.070124,0.000000,6.955884,6.599848,6.007068,1.189209
4.233,0,6.074324,6.010767,6.074315,0.000000,4.711006,4.391031,0,6.074324,6.074315,0.000000,6.957855,6.595638,6.010767,1.196056
4.234,0,6.077238,6.013305,6.077601,0.000000,4.710930,4.397878,0,6.077238,6.077601,0.000000,6.959760,6.591525,6.013305,1.203143
4.235,0,6.076979,6.012634,6.079191,0.000000,4.710990,4.401552,0,6.076979,6.079191,0.000000,6.961482,6.587678,6.012634,1.210894
4.236,0,6.076720,6.011963,6.079591,0.000000,4.711050,4.405225,0,6.076720,6.079591,0.000000,6.963205,6.583832,6.011963,1.218644
4.237,0,6.076461,6.011292,6.077764,0.000000,4.711109,4.408899,0,6.076461,6.077764,0.000000,6.964927,6.579985,6.011292,1.226395
4.238,0,6.075036,6.009589,6.074893,0.000000,4.711159,4.412105,0,6.075036,6.074893,0.000000,6.966687,6.575897,6.009589,1.231643
4.239,0,6.070395,6.005036,6.070063,0.000000,4.711179,4.414019,0,6.070395,6.070063,0.000000,6.968548,6.571144,6.005036,1.229985
4.240,0,6.065755,6.000484,6.065353,0.000000,4.711200,4.415933,0,6.065755,6.065353,0.000000,6.970409,6.566391,6.000484,1.228327
4.241,0,6.061114,5.995932,6.060866,0.000000,4.711220,4.417847,0,6.061114,6.060866,0.000000,6.972270,6.561639,5.995932,1.226669
4.242,0,6.057366,5.992456,6.057488,0.000000,4.711324,4.419404,0,6.057366,6.057488,0.000000,6.973921,6.556901,5.992456,1.221531
4.243,0,6.056081,5.991955,6.056189,0.000000,4.711658,4.419977,0,6.056081,6.056189,0.000000,6.974992,6.552201,5.991955,1.206792
4.244,0,6.054796,5.991453,6.054902,0.000000,4.711991,4.420550,0,6.054796,6.054902,0.000000,6.976063,6.547502,5.991453,1.192052
4.245,0,6.053511,5.990951,6.053636,0.000000,4.712324,4.421123,0,6.053511,6.053636,0.000000,6.977134,6.542803,5.990951,1.177313
4.246,0,6.051361,5.989794,6.051215,0.000000,4.712686,4.421484,0,6.051361,6.051215,0.000000,6.978002,6.538299,5.989794,1.158615
4.247,0,6.046822,5.986829,6.046628,0.000000,4.713128,4.421258,0,6.046822,6.046628,0.000000,6.978307,6.534335,5.986829,1.128994
4.248,0,6.042283,5.983864,6.042068,0.000000,4.713569,4.421032,0,6.042283,6.042068,0.000000,6.978613,6.530370,5.983864,1.099372
4.249,0,6.037744,5.980899,6.037562,0.000000,4.714011,4.420807,0,6.037744,6.037562,0.000000,6.978919,6.526405,5.980899,1.069751
4.250,0,6.034134,5.979054,6.034339,0.000000,4.714442,4.420765,0,6.034134,6.034339,0.000000,6.979184,6.522116,5.979054,1.036537
4.251,0,6.033088,5.980300,6.033522,0.000000,4.714842,4.421230,0,6.033088,6.033522,0.000000,6.979334,6.516929,5.980300,0.993409
4.252,0,6.032043,5.981546,6.032562,0.000000,4.715243,4.421695,0,6.032043,6.032562,0.000000,6.979485,6.511742,5.981546,0.950281
4.253,0,6.030997,5.982793,6.031332,0.000000,4.715644,4.422161,0,6.030997,6.031332,0.000000,6.979635,6.506556,5.982793,0.907153
4.254,0,6.028420,5.982665,6.028398,0.000000,4.715974,4.422230,0,6.028420,6.028398,0.000000,6.979599,6.500221,5.982665,0.861072
4.255,0,6.021618,5.978744,6.022271,0.000000,4.716111,4.421205,0,6.021618,6.022271,0.000000,6.979044,6.490718,5.978744,0.806841
4.256,0,6.014816,5.974824,6.015706,0.000000,4.716247,4.420181,0,6.014816,6.015706,0.000000,6.978490,6.481216,5.974824,0.752611
4.257,0,6.008014,5.970903,6.008322,0.000000,4.716383,4.419157,0,6.008014,6.008322,0.000000,6.977935,6.471713,5.970903,0.698381
4.258,0,6.002226,5.968035,6.002104,0.000000,4.716566,4.416970,0,6.002226,6.002104,0.000000,6.977380,6.461598,5.968035,0.643428
4.259,0,5.999236,5.968072,5.998071,0.000000,4.716876,4.411578,0,5.999236,5.998071,0.000000,6.976822,6.449794,5.968072,0.586480
4.260,0,5.996247,5.968108,5.994711,0.000000,4.717185,4.406185,0,5.996247,5.994711,0.000000,6.976264,6.437989,5.968108,0.529533
4.261,0,5.993257,5.968145,5.992611,0.000000,4.717495,4.400793,0,5.993257,5.992611,0.000000,6.975705,6.426185,5.968145,0.472586
4.262,0,5.990608,5.968438,5.990400,0.000000,4.717810,4.395926,0,5.990608,5.990400,0.000000,6.975277,6.414340,5.968438,0.417226
4.263,0,5.988899,5.969437,5.987977,0.000000,4.718137,4.392508,0,5.988899,5.987977,0.000000,6.975209,6.402383,5.969437,0.366246
4.264,0,5.987189,5.970437,5.986011,0.000000,4.718464,4.389090,0,5.987189,5.986011,0.000000,6.975141,6.390427,5.970437,0.315266
4.265,0,5.985480,5.971436,5.984903,0.000000,4.718792,4.385673,0,5.985480,5.984903,0.000000,6.975073,6.378470,5.971436,0.264286
4.266,0,5.984490,5.973017,5.984774,0.000000,4.719049,4.382133,0,5.984490,5.984774,0.000000,6.975058,6.366502,5.973017,0.215912
4.267,0,5.985485,5.976200,5.986479,0.000000,4.719113,4.378256,0,5.985485,5.986479,0.000000,6.975188,6.354497,5.976200,0.174726
4.268,0,5.986480,5.979383,5.987731,0.000000,4.719177,4.374380,0,5.986480,5.987731,0.000000,6.975318,6.342494,5.979383,0.133540
4.269,0,5.987475,5.982567,5.988132,0.000000,4.719241,4.370503,0,5.987475,5.988132,0.000000,6.975448,6.330490,5.982567,0.092354
4.270,0,5.987160,5.984224,5.986827,0.000000,4.719235,4.365851,0,5.987160,5.986827,0.000000,6.975550,6.318577,5.984224,0.055249
4.271,0,5.983232,5.981669,5.982328,0.000000,4.719039,4.359061,0,5.983232,5.982328,0.000000,6.975574,6.306918,5.981669,0.029402
4.272,0,5.979304,5.979115,5.978192,0.000000,4.718843,4.352270,0,5.979304,5.978192,0.000000,6.975599,6.295259,5.979115,0.003556
4.273,0,5.975376,5.976560,5.974735,0.000000,4.718647,4.345480,0,5.975376,5.974735,0.000000,6.975623,6.283600,5.976560,-0.022291
4.274,0,5.973785,5.976105,5.973781,0.000000,4.718442,4.338466,0,5.973785,8.276556,2.302775,6.975579,6.273084,5.976105,-0.043663
4.275,0,5.978642,5.981442,5.977517,0.000000,4.718215,4.330835,1,5.978642,14.897461,8.919943,6.975345,6.265721,5.981442,-0.052687
4.276,0,5.983500,5.986779,5.981979,0.000000,4.717988,4.323205,1,5.983500,19.213963,13.231983,6.975111,6.258358,5.986779,-0.061711
4.277,0,5.988357,5.992116,5.987801,0.000000,4.717762,4.315574,1,5.988357,19.213022,13.225221,6.974877,6.250995,5.992116,-0.070735
4.278,0,5.992037,5.996056,5.992128,0.000000,4.717491,4.308040,1,5.992037,19.210817,13.218690,6.974439,6.244274,5.996056,-0.075628
4.279,0,5.992469,5.996142,5.993657,0.000000,4.717099,4.300775,1,5.992469,19.206249,13.212593,6.973435,6.239321,5.996142,-0.069122
4.280,0,5.992900,5.996228,5.994477,0.000000,4.716707,4.293509,1,5.992900,19.201063,13.206588,6.972432,6.234369,5.996228,-0.062617
4.281,0,5.993332,5.996314,5.993971,0.000000,4.716315,4.286243,1,5.993332,19.194723,13.200752,6.971428,6.229417,5.996314,-0.056111
4.282,0,5.994070,5.996632,5.994042,0.000000,4.716000,4.279197,1,5.994070,19.189028,13.194986,6.970325,6.224759,5.996632,-0.048226
4.283,0,5.995650,5.997592,5.995196,0.000000,4.715896,4.272758,1,5.995650,19.184547,13.189351,6.968949,6.220911,5.997592,-0.036535
4.284,0,5.997231,5.998551,5.996626,0.000000,4.715791,4.266318,1,5.997231,19.180605,13.183979,6.967572,6.217062,5.998551,-0.024845
4.285,0,5.998812,5.999511,5.998573,0.000000,4.715687,4.259878,1,5.998812,19.177673,13.179101,6.966195,6.213214,5.999511,-0.013154
4.286,0,6.000105,6.000253,6.000184,0.000000,4.715583,4.254205,1,6.000105,19.174852,13.174667,6.964974,6.209764,6.000253,-0.002781
4.287,0,6.000605,6.000394,6.001168,0.000000,4.715478,4.250645,1,6.000605,19.172235,13.171066,6.964182,6.207414,6.000394,0.003958
4.288,0,6.001104,6.000535,6.001840,0.000000,4.715374,4.247085,1,6.001104,19.169601,13.167761,6.963390,6.205063,6.000535,0.010698
4.289,0,6.001603,6.000677,6.001927,0.000000,4.715269,4.243525,1,6.001603,19.166935,13.165009,6.962597,6.202713,6.000677,0.017437
4.290,0,6.001934,6.000851,6.001900,0.000000,4.715126,4.240109,1,6.001934,19.164244,13.162344,6.961740,6.200614,6.000851,0.020387
4.291,0,6.001801,6.001117,6.001659,0.000000,4.714875,4.237091,1,6.001801,19.161503,13.159843,6.960701,6.199211,6.001117,0.012881
4.292,0,6.001668,6.001383,6.001487,0.000000,4.714624,4.234072,1,6.001668,19.158869,13.157381,6.959663,6.197806,6.001383,0.005374
4.293,0,6.001535,6.001649,6.001445,0.000000,4.714373,4.231053,1,6.001535,19.156433,13.154987,6.958624,6.196403,6.001649,-0.002132
4.294,0,6.001364,6.002170,6.001528,0.000000,4.713974,4.227958,1,6.001364,19.154169,13.152639,6.957685,6.194997,6.002170,-0.015155
4.295,0,6.001085,6.003392,6.001844,0.000000,4.713164,4.224649,1,6.001085,19.152220,13.150375,6.957021,6.193586,6.003392,-0.043403
4.296,0,6.000806,6.004614,6.001778,0.000000,4.712355,4.221340,1,6.000806,19.150011,13.148232,6.956356,6.192174,6.004614,-0.071650
4.297,0,6.000527,6.005836,6.000998,0.000000,4.711545,4.218031,1,6.000527,19.147312,13.146316,6.955691,6.190763,6.005836,-0.099898
4.298,0,5.999125,6.006328,5.999321,0.000000,4.710623,4.214663,1,5.999125,19.143913,13.144594,6.955164,6.189483,6.006328,-0.135557
4.299,0,5.994622,6.004807,5.995962,0.000000,4.709390,4.211134,1,5.994622,19.139202,13.143240,6.955021,6.188564,6.004807,-0.191664
4.300,0,5.990119,6.003284,5.991867,0.000000,4.708157,4.207604,1,5.990119,19.133940,13.142073,6.954878,6.187644,6.003284,-0.247772
4.301,0,5.985615,6.001763,5.986391,0.000000,4.706924,4.204075,1,5.985615,19.127649,13.141257,6.954735,6.186725,6.001763,-0.303880
4.302,0,5.980554,6.000065,5.980531,0.000000,4.705709,4.200606,1,5.980554,19.121120,13.140590,6.954556,6.186050,6.000065,-0.367194
4.303,0,5.973950,5.997883,5.973953,0.000000,4.704541,4.197305,1,5.973950,19.114151,13.140198,6.954279,6.186051,5.997883,-0.450393
